,MGH258,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1
ADA,-0.014396755370605136,-0.03600826854244402,0.01406947789339991,0.01821731893219397,0.019282175058161148,0.12166475989844443,0.04085334159155974,-0.0008814159537900735,0.023007224871298814,0.0009475855547397889,0.0550202620964437
LAMC3,-0.017411929440761583,-0.028708460161803624,0.00986380612882014,0.065237730520068,-0.03967663015458861,0.011811523201983157,0.020401022066394426,0.08568889134744183,0.08886361738630975,0.022948985014501315,0.009032814575736464
CCL7,,,-0.015469189146657772,,,,,,,,-0.03240530971984302
NGF,,,-0.018820719907971045,,,-0.024235307233085344,,0.031770969190240625,,-0.014009695971362155,0.0003873971303405386
TNFSF15,,,-0.017225698703152822,,,,,0.040275855516866965,,-0.019934759141306716,0.0693840882159522
HMGB1,-0.07562032134629386,0.03015493005017182,-0.025902569377178844,0.07123426661175013,-0.007839685912913483,0.12529116320271635,0.009035670498011636,-0.00013384909214691123,0.03237083916029656,-0.028144488419934575,-0.04722581259025856
ITGB3BP,0.04380835630252099,0.0022078660048583257,-0.041271060559787534,0.08079046511038059,-0.030276819818580283,-0.015025776100387907,0.06340063022321227,0.084529810624743,-0.07685031330893342,0.008756296208068913,-0.029160534475607753
AANAT,,,-0.015673625759935188,0.029550424647645908,-0.02019788309208615,0.13921249700799304,0.11426012669263787,,-0.040305546559346594,,-0.022148161433936487
RELN,0.030348740575455686,0.01221554662632154,0.014877073389239786,-0.0492453068180168,-0.012242204205284199,-0.031104873952626094,-0.025127726476536216,0.13370417330781492,0.014525464775546143,-0.024079028666442952,
IL15,0.01567448395104667,0.04777150770590197,0.04446745551048138,0.04941820460801965,0.056468197933997905,0.030018014627149203,-0.017739484451857256,-0.027415782024163064,0.054883332545000746,0.046014016738781596,0.02643574180563073
UTS2,,,,0.03096885838543514,,,,,,,
BSG,-0.04236952891774425,0.024855281561594715,-0.03344728014573451,-0.022114263926948114,0.03891344589745066,-0.06939023080446442,0.07143173316113889,-0.045630833065271936,0.06799438621103311,0.0331391155051013,0.04783972363794546
ADAMTS3,-0.0248008009019479,-0.010849705004820286,0.004360068495698167,0.053522136556260924,-0.037444173937906326,-0.036586959478724465,0.0030001738168358607,,-0.021136220341149377,0.03945399138935006,-0.03978333867295986
CD34,0.0549590906983373,-0.02639699869865145,-0.0020047590993141824,0.07418956117221667,0.0006496047128209297,0.03367405923070084,-0.007446795874096108,0.05088814916107661,0.04570171805457186,0.0053474914658235805,0.0685264370149941
CCL23,,,,0.0625925013205499,,,,,,,
PLAT,0.022903198104774546,0.0547593954672558,-0.03512077497151013,0.11424433377976231,0.0471192066386477,-0.03152159498175245,0.07233995101636596,0.01652499406115198,0.06258565149266186,0.1030894050397657,-0.008545605115800017
NTF3,,,,,,,,,,0.06511431887767359,
LTA,,-0.01800096103054196,-0.019826451068655385,,0.023516120051950924,,-0.005343054960708198,,,,-0.017720771847116144
CKLF,0.0001680897471941164,-0.017985508449408272,0.01675015247169154,0.11837089093125461,-0.02559002792271981,0.059759626906197995,0.08478643538084915,0.04708465373941098,-0.026392395378926434,0.0437915011505653,0.029303951685194903
CD24,-0.04098146860026857,-0.0020012271787388553,-0.029931000677618325,-0.017479786339128188,-0.011744214521049167,0.04733748688291261,0.021332975750157586,-0.006759784223626217,-0.050775390190769765,0.07364323654202108,0.027235022802992094
HSP90AA1,0.01315866815301848,-0.03468034917141976,-0.03678668645933773,-0.13327195368364808,0.06308931084342058,-0.0947187421423572,0.01111492888589589,0.014446681813067035,-0.031183175689047618,-0.0839497730722333,-0.11160297904772128
BMP4,0.07544216031140223,-0.01908207390881257,-0.007991677132946958,-0.021602471119361234,0.007661245038292112,-0.03634217542824314,0.029534040188619205,-0.03685970263829396,0.013087077082570545,0.010453347099824989,0.016565524260369408
SCGB3A1,,,,,,0.03233296036261822,-0.020302574623157165,0.12882789035430017,,0.06368309026032751,0.054149609602109273
IGFBP4,0.0060174038270849805,0.014275764509050522,-0.03313587485647344,0.11894281316929954,0.0030798021011080746,0.05689431029425564,0.06364456486574575,0.05500870619089157,0.04994805242897578,-0.044382644609426466,0.031925989469953876
RSPO4,,-0.017745272111644044,0.038644876866508325,,-0.022624635232185497,,0.0038250598547062884,-0.04081812315242913,,-0.0147351905683329,-0.05328980089154066
LEFTY2,0.018565494651952497,0.0343945996943312,0.002733814364181536,0.09562243931588042,0.013264770014555938,-0.024235307233085344,0.041462072238140246,,0.005464223802167816,-0.0067616342559671866,-0.025881646662941606
PF4,,-0.016374320643772054,-0.013496562769260501,,,,,,,,-0.02666099737596063
ANGPTL2,-0.014589855469496548,0.0076880717534450835,0.01614970095652506,0.12636473174830945,-0.040845802447578995,0.07766998216872,0.03846396719086097,0.02864143658228259,-0.04579147049993281,0.04516056085347432,0.05192861766086096
LRIG2,-0.024534605469275685,-0.01184622607719972,0.05188059449095133,0.09857546626436998,-0.03553689706381333,0.08746732541736178,0.06933082144279465,0.00173609672856469,-0.023933572189601224,0.013681164265800006,0.04183856637584486
ICOSLG,0.05189727954718281,-0.027451060000606205,-0.005620912511664482,0.10471269042885714,-0.03977028080826904,-0.04073531363683081,0.09758633550045956,0.0758394207154914,-0.08464750523472603,0.07755827513025161,0.062165509688783184
WIF1,,,,-0.07097527716908764,-0.01745889512874911,-0.05551621478080595,-0.01244948412875957,,,-0.025917094398106428,
NPPC,-0.001257106787700727,,-0.020936497194223958,0.0005604904450337998,-0.008761736388037721,-0.05106902500368668,0.050987119649578846,-0.0711332770815482,0.055347873449717595,-0.006338728516201005,
LYZ,0.03308158846912664,-0.07189802302164004,-0.017599275252676048,0.08643852868545741,0.009379673931960177,0.05360385619515045,0.0024008147046733702,0.08328142603746257,0.046937521250454015,-0.014038034450197821,0.04023041275661302
EREG,,,,,,-0.024931048656340896,,,,-0.034724921479071455,0.014600573161290577
SPTAN1,0.023015558800113956,0.031080532998195024,0.014422962790517677,0.005095150788931463,-0.003630903224623355,-0.10436454921029327,-0.010938814795854125,-0.07327987220396935,-0.03078087723759146,0.047006028946313186,0.002717445045786487
PTH2,,,,,,,,,,-0.02758644247580763,
LIPC,0.05327681801528035,0.02887150566897191,-0.024254328484626757,0.12096104622708985,0.005715457060772457,-0.03265749477437246,-0.038242843259312105,-0.031953379149937365,-0.013864389648139186,,0.003099215578324285
COL8A1,0.04062542959183432,-0.02180608561672767,0.028160979352063076,0.014287362634119736,-0.0527324549809762,-0.0027807371155938467,0.01823187148652568,-0.007430040021218768,0.07052167416687857,-0.047362028290490875,0.021133274133408965
GSTM2,-0.01968478132720869,-0.03588036569680452,0.04404329220507226,0.04402914361716249,0.020041122374922792,0.04570687044124646,0.007509744176726344,-0.0421491589245737,0.026947804086303664,-0.033699047692865386,0.041882178175588744
SPX,-0.01013707519077101,-0.0024684558595569235,-0.010503578941499761,-0.058857986149488076,-0.051099387786283534,-0.09160952515938009,-0.0029484739616721617,,0.015629648282725905,-0.0025878433892228244,0.0007413880274512757
MFGE8,-0.0014258777805015326,0.015045494367065954,0.002732265557860985,0.031644885004890946,0.01825057939359407,-0.008554138212677517,0.05992465357790257,0.0068800429963371094,0.030901779631871563,-0.05785913792092428,0.0341140509141432
TGFA,0.00868476068785088,0.01004400018393749,0.00035119435626511337,0.07015555277042687,-0.0020635948992368544,0.08266682671288257,-0.01916888700795667,-0.06097517252681873,0.0008249972625353993,-0.020281292007309385,0.0812298000815039
SLIT2,-0.0037166061024938545,-0.0014138677266463044,0.02916129813777618,-0.04178025559877251,0.02390613337803925,0.001520331686491184,-0.011830000936540458,-0.03399154733037962,-0.03613490526975925,0.05854413563852747,0.007935372090746845
PLTP,-0.0727170955992678,-0.01817045237600226,0.03739636172798104,0.10710484859179367,-0.034150600320136115,0.15145540529930934,0.06323930704240345,0.013929892476843805,0.05292704990373861,-0.07650131939829936,-0.0342241970200462
APOD,0.04185829358767995,0.03259230930221461,0.008824463366123936,0.06763572304504313,-0.04416466157132542,0.061323303289569295,-0.016070910920064702,0.0035575564836758744,-0.05390914165159926,-0.02055634861429398,-0.14157429560660664
B2M,0.02296294686264035,0.0029839989233887707,0.11407450595577905,0.12665740900519334,0.08159286277878158,0.13530187738780244,0.02654047343743146,0.027783701637944788,0.07870357353346498,-0.06301542365928527,-0.008789985396290114
OMG,-0.016917870414525502,-0.002503025741753344,0.04655449477612542,-0.01053761653489205,0.011549492604714447,-0.010706906835665662,-0.036019592128313974,-0.05389973429254487,-0.041359620706337134,0.02724145766697312,0.04197590389350117
CXCL3,-0.01820589657164611,-0.01291770835489293,-0.0019207955833877204,-0.022034703541109067,-0.004828800972649698,-0.0042628586693751955,0.06237783668645525,,-0.028383185297285885,-0.06774157950500256,0.04818123906869688
CXCL10,0.04866946071749899,0.04302651503231035,0.035025052724292766,0.10079431555357679,0.059213367881433984,0.03584750336357158,-0.011521990978780544,0.02202933888252672,-0.03823820487460031,0.0037522153902660497,0.02554809956310207
RSPO3,,,-0.0156736246018317,-0.027557859046257526,0.0009305362668254894,-0.05354444728031353,-0.02189668512317328,,,-0.0076594330916378225,-0.032885052816515166
CORT,-0.022607511087146103,-0.007117946776260743,-0.026512525497471708,-0.04769504925593078,0.011772711860610807,-0.04263059360115812,0.023581459216876405,,,-0.013532935409338509,
NCAN,0.02534496451675002,-0.030887517149846513,-0.025570856077059115,0.04260777001825799,-0.009650423224981641,0.00496955454567813,0.07909758370975811,0.0407764041941186,0.049548348489369044,0.08499543878914369,0.039442756020173705
PRG4,,,-0.015469191557301271,-0.023872593042865205,-0.00984953544377932,,-0.025600844564566183,,,-0.003509286158262303,-0.0002837462564598189
ZG16B,,-0.01970383359888619,-0.017953888680370202,0.018922194670372174,-0.015456909311546887,,,,,,-0.04100412177671729
TGM2,0.007828140830681627,0.07606883671694806,0.01390803679589734,0.02972573326366929,6.140694802352748e-05,0.0058200638768721395,0.003630595858212461,0.025731482047883142,0.032821938461098134,0.06367739593745236,0.025887490839520487
VEGFC,0.03829927041101351,0.11742019574516192,0.027253464422098188,-0.006147261365006894,0.04982378246985372,-0.00945543441643652,-0.026126682324305216,0.06420022858373771,0.015613304759230447,0.018735312324266507,-0.03570150820628588
WNT6,,0.05421833714800208,-0.021395883781158028,-0.007343007164698718,0.06318029762564806,,0.023723626364650495,,,0.03495905252844599,0.05301929115700559
NRG4,,,-0.01882671377690972,-0.02973482907069044,-0.029695225483936553,-0.031385248743513956,-0.0076891667466038255,-0.032577696556338895,0.006267483140485709,0.1163947327700108,-0.032885056502145
PMCH,,,-0.026086246102717675,,0.027328311030742777,,,,,0.014200797578152171,0.06991196281859557
COL9A1,0.0035117679119169554,0.016948984578152027,-0.019663128458598612,-0.005706009676141883,-5.2303608883838305e-05,-0.024585435207803298,0.0320855730766054,-0.03748473195820322,-0.000348080970259489,0.033807595407542135,0.05565929736965229
GDF11,0.0809852051928753,0.0018133598158571263,0.03900116124811483,0.07667324063049846,0.02678879330912812,-0.05239025246517937,0.0656942561092229,-0.0829819810863508,0.020390509125906002,-0.043123087965294606,0.07261147916767452
RAET1E,,,,,,,,,,,0.026620839567308815
SORBS1,0.037945989260556624,0.004045561751131167,0.044495038802407474,-0.027330401664553576,-0.044414014039293785,0.06593129207485304,0.04890357815314729,-0.004404725653703972,0.003154119770543326,0.006107069082096416,0.029160333023098454
DLL1,-0.004828576552253465,0.025436010622149615,0.08704059616499842,0.06285635594838808,-0.008551372436664964,0.017892331907941494,0.044164465247698695,-0.17584268755611407,-0.0442165714026882,0.03124089324846018,0.13995590087434387
TLN1,-0.02902790046509563,-0.0310391696661619,-0.04270872034883794,0.09903465594197328,-0.025219003896587572,0.10014166939998023,0.044103058069643174,0.04672499776528596,-0.0058724030507571095,-0.04427892934654304,-0.016967012978787964
COL2A1,-0.021234234576894787,,,-0.022034711039762886,,,-0.021272766361660235,,,-0.027973563690145167,0.06282450945173747
SHH,,,0.03755461139115101,0.0050074421584209656,0.04543526311440933,,-0.02030257284858575,,0.0736535280787093,-0.012008982278516019,0.035420653163572124
PON2,-0.018513110486998254,0.05052478612155219,0.051260721473757015,0.0637039815684078,-0.013191625777765068,0.0757471165334692,0.02324872927861172,0.08049960361518813,0.02537260726753658,-0.04237760836634315,0.018732045572702662
ICAM5,,-0.02345585875302038,-0.02505407497126558,-0.04305797866694568,-0.03741799998303457,-0.030217475588761495,-0.02247044447005732,,,0.04582332385313951,0.00793203354798634
HPX,-0.004508997529245535,,-0.039112734521581635,0.004008019843240263,-0.01221474240615336,,0.032504397718170264,-0.019954824234265846,0.036554239214713236,-0.019403383829873676,0.046120915451415286
SFRP2,,,-0.018307716954671434,0.049023702471393635,-0.025280760746824518,0.07060081950992537,0.02036893010084782,,-0.0043318560211370715,-0.04116920591161877,0.041450019154770534
CFC1,,,,,-0.0194526675419195,-0.02560928039426708,,,,,
CD70,,,-0.0024045980363702254,,-0.03628603597174248,,,-0.03535625923182552,,-0.008691224425292913,-0.03225482241266419
HP,0.003067449855356311,,0.004933139498944157,-0.008139996754303123,0.018109239468051992,0.1429629164966348,-0.01730199198397019,0.0483411627190916,-0.02537361364722147,-0.029136046418424398,0.04572245704088378
CXCL2,0.013720718485823772,-0.017222396187703343,0.05152533273379629,0.017622564735176535,0.00976675668967921,-0.015177534468190769,-0.00602517445613894,-0.03209426344539067,0.05338588763622567,-0.016018468843529848,0.04040303035048419
NPPB,,,-0.021958596207806068,,-0.01703354681417056,,0.024561559246946415,,,-0.008213822963840028,0.007712066990261319
CCK,-0.02858932532371147,0.031127588018287463,0.008459454882674076,-0.12576925893179183,-0.026320910763953324,-0.1321086384823085,-0.017980097012413168,,0.01276924557876013,0.08011555319789397,-0.033013228560611355
SEMA6A,-0.11851758054733047,-0.0451656043728138,-0.009430867489492647,0.08249018867186098,-0.02411415920916325,0.061449696303328416,0.03398796584466126,-0.020287215154001906,0.01061796750791178,-0.01972895078302392,-0.02706793744300994
IRAK4,-0.0011543002230075398,-0.040716301656512036,0.004239534571415468,0.055211131912511265,-0.0009620842451375645,0.07460029110544567,0.023512410741534807,0.1014376142956293,-0.013904071296119157,-0.016945856959837424,0.08267084611455376
GSTP1,-0.04552377157315001,-0.025496479063873742,0.042829111968059476,0.10097714690483546,0.008274951555788793,0.12367432530722292,0.04567175176738488,0.0656033689651341,0.006632923238739914,-0.012489528728466924,0.0417498325440374
VCAM1,-0.018668867535132895,-0.009129692166019535,0.019389321322826072,0.10181702806317787,-0.012369189847275554,0.09322061562104499,0.00023646673436674703,0.10307479868896934,0.06401624713271803,-0.016378946358346445,0.0994992789567985
NXPH3,-0.010875641510466553,0.08086601441971222,0.07522084835467494,0.08314265029236997,-0.0479173537775375,-0.04426184291875344,0.006095297652892574,0.02300554977852861,-0.020752783438551015,0.02294951222584704,0.02709735644548605
MTMR4,0.002028392245047453,0.012526029487260715,0.03596718524598631,0.0020685030929010746,0.021903024234429986,-0.05306398301551124,0.008751854657202018,-0.04749765922224372,0.007155861078860848,0.024711503263433663,0.01739180381436528
LAMC2,,,0.007645719431048593,,0.12309733577242758,,,-0.032577716086824096,-0.0290653884553812,-0.02057521832081993,0.004705067197697174
IL10,0.03790344363861097,-0.026099824074593908,0.005613256777654334,0.023751734993628443,0.015019833720993973,0.043037312953697136,0.006235724610428779,0.1086794800830357,0.04317015454544172,-0.0434876666589888,0.031962638957719655
SEMA4D,-0.012008645747770915,-0.012884484466657613,-0.02770394251408819,-0.041686560172932395,0.03161950562739158,0.0388827198777622,0.0164358006852676,-0.05033068207796796,-0.027594835512863267,0.049318359568133026,0.04378408547104308
TRH,-0.020758034772666224,,-0.029997647024615944,0.09651315776311109,0.03620167770622903,-0.011888900969045208,-0.0010410509204211772,,0.1087885378773403,0.0462281405706356,-0.037363451745989644
SEMA6D,-0.035890989103462875,0.028390853424485434,-0.04737123140535146,0.016443957353926585,0.03126868168225723,-0.04929832324372446,0.027253069565299423,-0.02068038469394841,-0.02508385885624214,0.06453358055484057,0.04475484903422679
CEL,,,,,,,,-0.021041013800829077,-0.019346851492251724,0.08418513987467598,0.07739653507490847
PDCD1LG2,0.08392338564832777,0.003960586561353729,0.0009156403686038227,0.0775655396648897,0.0019093259494421923,-0.0173500913916238,0.08288598809528497,0.02023255680080643,0.012012363501764878,0.007730499361166472,0.05353726846324851
SPINT1,0.02499558106078673,0.02529358871909357,-0.018951893981550633,0.048615842541492114,0.02703366796276151,-0.02457622888078423,0.06764821487402779,0.03925853477400552,0.08476130876957871,0.037312221644852865,0.07898224115113904
CTHRC1,-0.011304046735397763,-0.02733511735734566,0.01345612722724347,0.03207629332539223,0.026730858622534878,0.0025790386767508182,0.040538540479510964,0.11255187788587098,0.054495381446156496,0.008495955772421088,0.0018598957462500662
PODXL,-0.0002901359780908206,0.033005673950956826,-0.002380574887782249,0.1378003482796866,-0.03784106650855228,-0.05874802731842397,0.0585281746013969,0.06655733305197334,0.07418589234788449,0.029399966175286632,0.06084058344089025
JAM3,-0.032662380542315954,-0.006025849696686017,0.01712498422795591,0.05506233795227893,0.001038542175422204,0.07023524066157817,0.044682512642121704,-0.01235144001366485,-0.015057185911479502,0.00991630148691437,-0.005520179046286594
TGFB2,0.009568962430596628,-0.004829211229862215,0.02888487043571251,0.11748046595424089,-0.014731030711341436,0.011822301372876888,0.04452022388636257,0.002943870699143909,0.04881583350615026,0.03945496986971638,-0.0041619708963967095
COL18A1,0.003836077969430675,0.0047566084748622,-0.030771025389267313,0.09247273615057809,0.005055954556356076,0.06599259128459783,0.028612309427677327,0.018711586182275745,0.02562321813578235,-0.04148115754233181,0.02064511489537473
NODAL,0.010457721178639481,0.020700854522115272,0.034199548405171566,0.09775589441148143,,,0.04318905177356582,0.05533067193605675,0.05007257441546742,0.05428141307329155,0.00022308756795711755
INHBB,0.006010884488189596,-0.004571325745471208,-0.014564097677338288,0.02264163840691175,-0.00647078701063804,0.04140784518274967,0.07006240921850185,0.06083611608277035,0.031055823328605712,-0.07976155914424723,0.08365410527205072
LCN1,,,,0.0002936807235410725,,,,,,,-0.013988861289693006
ARF4,0.039958477400284936,-0.001496759433612348,0.01764704856790066,0.09675321099214201,-0.029054348617997532,-0.017448618154252245,0.04990118480609262,-0.022277558155343245,-0.04117494016373649,-0.008008026504633973,0.04286875397911554
CXCL14,-0.05591703331934933,0.08005852658871164,0.015275804971838607,-0.01692455282272672,0.03044754326954025,0.03303709002108103,-0.06137115727688377,0.060257189946143395,0.0964428131085632,-0.07444406481709363,-0.009023532483901088
LIF,-0.028037626501397017,-0.007808678303753344,-0.0053154082686294,0.01411720067178189,0.015960526099916564,0.02580907953560199,-0.02726654745850949,-0.06711496329472162,0.13025952873142602,0.05243718581722566,0.06162771951989077
IL17B,,,,-0.031934908527588214,,,,-0.0005073080089299,,-0.015728574797000742,0.09119369960662556
MMP1,,,,,,,,,,-0.021197228638837117,0.06172495442367721
MATN1,,,,0.03636733306790362,0.08125773655561674,,-0.004710324785919078,-0.033991614331876016,0.11139278683094855,0.1607808713967661,-0.045441941418932555
ADAM28,-0.04509350467561107,0.0162951907440507,0.015734413454372806,0.07542990636892777,-0.02932804408196296,0.061364721284775214,0.0007057207010059495,0.09464176712819825,0.06709588489285745,0.014018736776430184,0.025161539693812473
TCN2,0.03434832155419685,0.037863727923358924,0.039913776844687734,0.07844726154698409,0.04542702720865194,0.0027629492152175966,-0.022544525317368252,0.06540051546959302,0.1089808375214165,0.03342578344922547,-0.013900177951038343
THPO,,,0.029792609011529733,0.03210223016386387,0.02949067554558978,0.04213166828453716,-0.021272766158022205,-0.032577732492458815,,-0.02616986347004311,0.01596629642835032
CUBN,-0.03325672826218461,0.07914740162521293,0.030957389958272966,0.01660926036672046,0.01610318369575613,-0.026596740229632584,0.05583921576671074,-0.015634021776655415,0.02484213999797377,-0.035335378871793464,0.07372657657208287
TIMP3,0.00999671370807395,0.053070179432468986,-0.021989134865859992,0.08600836803297623,-0.03901174174527774,0.022465730455285653,-0.027619525397760022,-0.010725692504761028,0.09781854041499789,-0.08309762300853182,0.025730981928857
PIGF,0.024710073207678356,0.018507585143602043,0.04721925476494926,0.052788463293151386,-0.006986876388635081,0.010782030939459727,0.0397073549036366,0.01615975438993821,0.020215074405201663,-0.06092335966725429,0.08321780059999952
CRH,,0.03882653191957118,0.013938167100873266,-0.029734816741885786,0.0049269299408402955,-0.02967119317907431,-0.017524793339234367,,-0.02901270241520334,0.05426170886318131,-0.0014374043252290416
BDNF,,-0.019703829843167184,-0.02439533687922867,-0.07219002930154358,-0.026860987536409243,0.027261034787918872,-0.023958598327587923,,0.08653458187064973,0.05840859087540277,0.002158981035657211
CCL5,0.11449749316094632,0.04699738693080649,0.03707959288392419,0.06844094186705303,-0.005780674213511784,0.01578254525744716,0.03160765888123671,-0.021466814471080432,0.07441657845552827,-0.021553964165051676,0.01840667903640145
GAD1,0.004734364700100435,0.0322432859230375,-0.05700868816048601,-0.048136293061644846,-0.006097150499947869,-0.126742567407695,-0.015592396396722915,-0.03580120682785703,0.021404589335526712,0.02416655395225987,0.014466625289827811
COL14A1,0.008955057085878652,0.020991159089472508,0.001410516437951703,-0.022798833175959377,0.0016894959794068543,0.06494882116585776,0.011239437412358907,0.03643989604004472,0.0024483768546471633,-0.05977235641898276,0.06344785222880912
HLA-A,0.0010589615803582462,0.03491606680073771,-0.01309618086058701,0.12374138801938239,0.05352343444219287,0.10626208194986177,0.029076874231451093,0.03545953672070568,0.044290155587456755,-0.10978560949031169,-0.005126737870921755
CD5L,0.0429786539167815,0.034883850179173205,,,,-0.020532754012204564,,,,,
