,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
CEACAM1,,0.04404342756670959,,-0.005976741112550585,0.029345234216175815,-0.0026828839930804703,0.0389929090152761,,,-0.03193205967494689,-0.021078378401663742,-0.017888123179071923,0.10607705584497884,0.014853663837118896
PDAP1,0.010456915886710431,0.013214337283693204,0.051991054335246326,0.007736102416154307,-0.040251357442681726,0.05919470215168266,0.025517834682911883,-0.060232842803126005,0.01024578486894833,-0.11640470472951261,0.011133054990585691,-0.05401291002106044,-0.008289303566996996,0.021264794216793722
QDPR,0.010224522554824228,0.03829141843571047,-0.034224848981955755,-0.022635179368657027,-0.04317949370712295,-0.10139412200288445,0.010633281203431169,-8.973129095748166e-05,0.023490920067609354,0.0796155954822139,-0.03269586177697817,-0.020961152048918623,-0.062377093611838366,-0.0467507877795876
POMC,-0.004127256050049114,0.036410642749889845,,0.05302064702812106,-0.00750381179587657,-0.027997652242537203,-0.016638026142283636,-0.02191263581069581,-0.03561770853687215,0.0012418415437402965,-0.04100147440324705,0.04882363525267827,-0.030051173425132346,0.003053087245809014
CCL18,-0.026650774270570245,0.11017120991010515,,,,,,-0.038150728860748544,,,-0.03857317391513142,0.05527582806090447,,
CCL17,,,,0.0050699369033568595,,,0.13820803440822843,,0.052024687447068216,,-0.014954089253788062,0.07348296090972518,0.00339620968319817,-0.01941812036049147
VEGFD,0.07123660116830953,-0.026149135223375735,,-0.012049757456587708,-0.015506871960140032,0.06652193355742343,-0.019053594199105406,-0.014805062538109941,0.013375095663534831,0.04288057539731651,,0.07596960745696014,0.0010927001048991007,
TNFSF13,,-0.019732976560386514,,-0.014929406205385388,,,,,,,0.06292508317767785,0.02988505756640662,-0.02207063063963485,-0.01836632000491122
WNT5A,0.04317957879307083,0.02242607380412776,0.06838936803016973,-0.048615997323643835,-0.03498482065331869,0.06429923250757606,0.04441747881703672,0.037266612578305894,0.02850186997813723,0.003624850629945171,0.06093641580395017,0.014503191189668174,0.0036632055794615275,-0.0075579799838142074
CXCL8,0.1071061929810182,0.009769302719574364,-0.025332238662809876,0.005840713275249289,0.028937593234038123,-0.012824143294005642,-0.02811456974908644,-0.02962041831373207,-0.030803134061550677,0.06868214664298462,0.06245543354935136,0.015389114169669675,-0.029220758386635206,0.05716505438895146
GRN,-0.03976071371133044,-0.00976373718109088,0.055806159625927346,0.021100048689049127,-0.0173901020842918,0.05085979955481855,0.016884379732100392,-0.018881597147991227,0.00018360361350219074,-0.03737827635635311,0.015484869425606887,-0.07810305483016845,-0.014224124877288382,-0.01913289848821796
MIA,-0.04623636356770686,0.0052086162157589195,0.084546023953285,-0.011551426242751612,-0.038352115302804426,0.037963233131863734,0.014873608441723253,0.13483937856977204,-0.00322131213371412,0.01971911616254661,-0.04249711838624705,0.05377516686782394,-0.02622882415222124,-0.024111462307416284
COL4A4,0.009892496408158919,-0.031404888975146164,-0.020257350960234736,-0.04663325628126206,-0.08368318110523398,0.16402099045413504,-0.018671160079967077,,-0.01428048153597141,0.08195188423194535,0.053345803139027925,0.014931166085442883,-0.03170361065724718,0.003491712661208501
TAC1,-0.037858279841698976,0.023933710417232582,-0.022489003288333514,0.03853493007347544,-0.0748138580369653,-0.013960055666551755,0.026159477421493122,,-0.03170352804824449,,,,,-0.02552709373145191
RARRES2,-0.017186140536942923,-0.010770108696544989,-0.04753200554322097,-0.01979657378227119,0.04404195254298891,0.04493559354106732,-0.019698561525635913,0.005428607709845171,0.013279522089900547,0.00016405373841042143,0.029386121970934945,0.03792378174324244,-0.0480022425765507,0.06154395529653968
FGF7,-0.058121381177213036,,0.02043131456710128,-0.00014460808676394662,-0.029691149971526692,-0.007677919595608909,-0.0425632965929166,-0.03225741134550532,0.043121085396137626,0.0034211478807789153,-0.004279457545695186,0.02177295597598058,-0.031225601411794233,0.011961190194243548
EFNA2,,,,,,,,,,,,-0.01700146395345979,,
HBEGF,0.019668404211158015,0.03859744465629145,0.03998570235851978,0.016564499120801855,-0.05692491050893475,0.0034725567284430636,0.0067001201520807754,-0.06539170210094174,-0.033031490951617955,0.04197391634527612,0.03704267844344146,0.053350010658423604,-0.08832108444683383,0.07917294939531988
CSF3,0.10143480425036297,,-0.025047410916629202,0.01863360126013723,-0.0037644399623627195,-0.01584749374664899,,-0.022242033924686128,,,0.06794910961373664,0.08873834584981831,,-0.020444285140965027
PI3,0.03009441402971029,-0.015135578272311673,-0.020775771759961557,0.005871981413450375,0.020945945195805102,-0.017844487123004158,,,,,0.02487923574052244,-0.004096302523030741,-0.0174870506729027,0.08121556730374542
PCSK1N,-0.07589303371255544,0.013424644541560013,-0.008893464943804972,0.04259623299624531,-0.014014324936506676,-0.01859752732547421,0.019375528382631044,-0.03458623375710689,0.012600522119339397,0.14089760098240522,-0.025992042671107204,-0.010323374198312796,0.058564211057838045,-0.057073845879575626
NTS,,,,,0.05656787880210722,0.0600062002779151,0.03288044153201533,,,,0.07866987149189136,-0.02071305757128086,,-0.030275198486156753
SFRP1,-0.0064439856985651035,0.01936888361885606,,0.04381591960074808,-0.017690655475622676,0.04903425641216535,0.05428313725704806,0.011488390059148632,0.057824790721298404,0.039928865570958205,-0.009699861293975758,-0.0033217286508940304,0.0028109395913862136,-0.02957167957379418
CXCL13,,,-0.018187384005070893,,-0.017531665496332675,,,-0.04186520924036088,,,0.03648309118731957,0.02685735417317424,,
MICA,-0.048858720980045026,0.03173551796205166,-0.058629261595224406,-0.0037937938244315514,-0.014343491834716747,-0.004988957358240937,0.021306223559260744,0.0015973597123307803,0.032703478206799565,0.11422775575157325,-0.030086271264540786,-0.006180495606906056,0.025034635708161185,0.023020934584281533
TG,0.07606880844169585,-0.04117853111826352,,-0.02037995967325925,0.029271762901972632,0.04115741454790989,-0.018017174110357855,0.0508322110951202,0.06693351431247851,-0.054890596763835,-0.01987024588169708,0.022578300783824414,,0.002422508273496208
ADA,-0.03563488153500089,-0.008644859324567265,-0.026788895468229337,0.0584498628925146,-0.04480651598534258,0.03271465061366987,-0.03316138898962588,-0.04273063259851527,0.011558825070810078,-0.012084456224533555,0.0332181475133273,0.012400933686771682,0.04720706612948795,-0.00948257377762751
LAMC3,-0.023292513176506692,0.00867835107991112,-0.035829701483036276,0.018104826635449964,-0.0045528335499109545,0.0816010748031323,0.011560286906810397,-0.01264669280872775,-0.03244742273923886,-0.0249280479935747,-0.030838224058576235,-0.014601729932550751,-0.006602953227274599,-0.05189182542858951
CCL7,,0.04544773818351301,,0.004725551058907486,0.008445401426316668,,,,,,-0.003413888467444018,,,0.05749462170923177
NGF,0.015848962576545677,-0.028558127290702815,,0.0543334781131494,-0.024810285621802222,,,0.035036209509782014,,0.018220765198440552,-0.025884912183632248,0.031454336413787365,,-0.021696747476248786
TNFSF15,-0.021544809098405414,,,0.0017279066030748158,-0.017209594829094597,,,-0.01416416438477316,,-0.04884806167847861,-0.02184989781010247,,,0.030784734296346202
HMGB1,-0.1161743593942033,0.005805524357703641,-0.02502388788561831,0.004902791032208487,-0.030402764555395236,0.06102392199842591,-0.021737211431906465,-0.04709354528883842,0.01166680604840788,0.053938200517267304,-0.07856987028686617,9.201526899548851e-05,-0.09750534366835885,-0.04422726422722641
ITGB3BP,0.025520969244898373,0.021511675086486586,0.02745371262412036,-0.002145350963003974,-0.002529194182286228,0.04566721411885611,-0.03340421439173556,0.0008791336797366661,0.016707219377084283,0.013892883262071887,-0.005721271546358807,0.0451886486514191,-0.0487872953749783,0.02582094422763198
AANAT,-0.03121404044702087,-0.010155652637642313,,-0.014929407798772497,-0.015506874173833394,-0.01429486822309432,-0.016202949970138054,,0.027843299669842485,,-0.019662290809353385,-0.022879365709069024,-0.025458232510346065,-0.022667092965182826
RELN,-0.030027617402349948,-0.05209808528858191,-0.028207211750614504,0.01879438665418485,-0.027556840567896736,-0.03193386571399015,0.003987942629095349,,-0.015171365087872576,-0.04729284749795077,,,-0.015705164502256334,
IL15,-0.030625574239506466,0.051842996378273734,,-0.0013938292822011514,0.025633071088891873,-0.02591367380469722,0.020560819220652834,-0.03330540271142711,0.03488572332950956,-0.010825761358219797,0.02451663023255427,-0.04148007722732209,-0.03170360663956321,-0.007760237342128011
UTS2,,,,,,0.013866711136761061,,,,,0.03466091040431706,,,
BSG,0.010493640029422926,-0.012360125131840538,-0.02726189323508428,0.01111369784675033,0.026843885865983148,0.020304759206468705,0.056182593038774056,0.015785360731397045,-0.004897932308001718,-0.06960822646410664,0.03959845047855193,0.11080903092970472,0.1273940146426235,0.0782993778688727
ADAMTS3,0.03377242102337387,-0.008992745960914926,,-0.02385995359172808,-0.019377786932670237,0.06621562624915657,0.033831155265554774,-0.027789447734122015,0.023120508488413974,,-0.005339829399313609,-0.012123764514984734,0.01046455958074437,-0.047611577126740426
CD34,-0.032689033776022204,-0.042750391668938306,-0.04153136354776171,-0.02601165948072314,-0.07324892990482991,0.04821413826756225,0.010050847993496651,-0.061413412767472905,-0.028094702980613742,-0.00878183236656595,0.034638974609799554,0.05123870539449493,-0.0043023293230404665,0.018431011505229074
CCL23,,,,,,0.030252662598076567,,,,,,,,
PLAT,-0.06340353544401232,-0.044317372596421906,0.051572434413860974,-0.02615949593046029,-0.025352898273730363,0.03538151612923826,-0.009959074091206374,-0.037009532937277996,0.05332907177155138,-0.0893624008638589,0.045266802175824516,0.03510788163303818,0.005861794011276315,-0.055675965715560695
NTF3,,,,,,,,-0.030170510204844774,,,0.10155696228084554,0.05883140191252586,,
LTA,,,,0.012053090703394033,,,0.055954763151751595,,-0.008922037231072046,,,,,0.010542468312606834
CKLF,-0.07839853681681261,-0.07657943802517779,-0.002755677666222191,0.04149528779151414,-0.008303512481473476,0.054204691191446545,0.0023217692544663404,-0.04007396316203225,-0.009642090860828392,0.06265454553754785,-0.022673535353460825,0.025506304322132,-0.028856620132547625,-0.009149572998975465
APELA,,,,,,,,-0.02611087792490478,,,,,,
CD24,-0.05805220695406261,0.004003265886925233,-0.035527119023936515,-0.059964829161822816,-0.058829065548744085,-0.028411121953044256,-0.05036927179571639,-0.05036482131344989,0.045662054766605835,-0.11622489969075098,0.023596950398016313,0.008147854617844681,0.04449278685393316,0.05988754476773424
HSP90AA1,0.047468042246706144,0.09679115662901192,-0.03138767411074667,-0.010613324729917304,0.012777210137610752,-0.023384211278468982,-0.0052998435224547,0.05271471462919273,-0.03240054645464092,-0.07707835022350547,0.04578642963441674,-0.05171865372979238,-0.05016630488405952,0.026683431100077863
BMP4,0.02928676739751124,0.023695449102197057,-0.026239798400499698,0.02564403616295526,-0.03009359429063873,-0.02453864416078511,-0.003039984183126586,0.008003062556149793,-0.019891970903337667,0.08886131129485766,-0.06700256790532962,-0.008966436364262373,0.17083068493427223,-0.01712418833738252
SCGB3A1,,-0.016633052077516423,0.013058732046474057,,0.02174218346660849,,,-0.02965386724233198,-0.016289520871163563,-0.005844613115373901,-0.03411312691555149,-0.007615671210175439,,-0.044919622385082965
IGFBP4,-0.06522624785475939,-0.024746016298843213,-0.03430327054313906,0.03241115520797904,0.011419767839965482,0.07045019906376172,0.03535985549543207,-0.047530253768182304,0.014282302642354517,0.07136312684204324,0.01912202376794261,-0.046664186670312365,0.025778445144550542,0.00798979920320072
RSPO4,-0.021274485077329937,,,-0.02890687447535551,-0.021313657707683002,,-0.018149715546346465,,0.00904008153322729,-0.04258964380610871,,,,-0.019179088021684824
LEFTY2,-0.01829011292835406,0.027083413154842854,0.016043065314746145,-0.012615381558071055,-0.03308209143199872,0.03889567206573756,0.009745666319299745,-0.016015277051675787,0.007794014531883912,,-0.019025872160439786,0.021896122863032066,0.0590511523230789,-0.015785966792181194
PF4,,0.0021730958652895673,,0.03262809795557505,,,,,,,,-0.015583018779529587,,0.009796345796708846
ANGPTL2,-0.0343041093179715,-0.040994465559533705,0.03746340338524248,-0.026302946619391754,-0.020672392279737026,0.055639116188171904,-0.07312914593057956,0.04044806878140734,0.027290099965758822,-0.07050255882115027,-0.0027178314859713543,0.00032723828122755013,-0.0307764542219783,0.02602723142531179
LRIG2,-0.019174631556883957,-0.006640398789384602,0.04839136733887547,0.017647024923489893,-0.00972049603930635,0.007805050857031021,0.005287586119472542,-0.0016589576472716375,0.09039350128960354,0.04835458059747477,0.005155876569179809,0.01704925279364823,-0.0348071539262299,-0.008889990748959267
ICOSLG,0.03408377867711458,-0.015007056174104291,0.055054306389332085,-0.010876841062945728,-0.05165991677191872,-0.0518114019575263,-0.004413566012159318,0.007634996222010311,7.608917198645226e-06,-0.06661111902637477,0.02378446384899254,0.001266117928181922,-0.005007909224087899,-0.06307141178265831
WIF1,-0.04950912694040744,0.04630326126150927,0.08758099789719807,,-0.07009934630384286,-0.032993872381989,-0.01400570559871435,,0.028927379327545567,,,,,
NPPC,0.025406214476493567,0.05658742558780717,-0.033589202263975,-0.0199423866103409,0.03308905840296172,0.02293096612105229,-0.005619902217065516,,0.04572241288093178,-0.07422048589424382,0.10551263729643405,0.02786820325162042,-0.02415243804948975,
LYZ,0.06558580636230948,-0.016091006701451943,0.0714546594335478,-0.0051713064178193205,0.0445423158438173,0.06937895490918777,-0.004719019698518248,-0.0804328947928743,0.029795976591591954,-0.011337655952027789,-0.00761431533578691,-0.0046627682769878965,0.0027522162549396888,0.000884020694889442
EREG,,,-0.03376206539680746,,0.08230994609325579,,,0.0017485490753928864,,,0.018757446775760227,0.03779099763684704,,0.06198341722064614
SPTAN1,-0.029192523791121087,-0.022943245545531357,0.01488403292152273,0.007975427520741986,-0.07165829968449582,-0.0407248835017049,-0.014604854361897616,-0.0339164860439,-0.010823589486069669,-0.0117138390526877,-0.041628141038850784,0.0028545724911465185,0.023900266382264373,-0.05629850839077646
LIPC,0.03864675518511567,0.04438818406251014,,0.027405492309260603,-0.020635128688405866,0.020315509594375548,-0.017018680034728485,0.04534619121783612,0.03136622081463929,-0.03775178551241227,,,0.0034430885048365094,0.004048153844429148
COL8A1,-0.050764805236169636,0.05074118455585661,-0.03127214965509826,-0.0004502595645781898,-0.021723628124418727,-0.012624822098216637,-0.00850621696800609,-0.006779659775116282,0.002783176826839134,0.017595897091718,-0.03284485934954854,0.06186486055468118,0.0352201152385903,-0.014174286388004203
GSTM2,-0.022233297641041837,-0.04368267171099436,0.17112669814518494,0.03302556182652537,-0.002491830858434888,0.035917343644620625,-0.02067206771149057,-0.03433115228985442,0.00941898126946848,0.024535806599242843,-0.026780157942240167,0.02213260417616144,-0.042675015148139046,0.04316992282930633
SPX,-0.01637835982224699,-0.03416405322336542,,-0.013945200403199855,-0.0413856941750694,-0.017308698958811958,-0.0172587209533632,,-0.01987467291692972,,-0.022597549703234254,0.21128356332008374,-0.03870659697808205,-0.05442677423735445
MFGE8,-0.042710414227556885,0.020465326803494565,-0.006170462851342336,0.0207254712074706,-0.019834717813158816,0.059024524624929554,0.0502115263950071,-0.0026300163811902254,0.03426294872099117,-0.04187473924626623,0.05851926092012691,-0.0002280114341692382,-0.008822565020078239,-0.019502692325816657
TGFA,-0.014910979349111885,0.018506031571376362,0.00864243514611257,0.009786788304034883,-0.008311794449841467,0.014604737636531542,0.02567024570419564,-0.009091222557047815,0.013518891061954643,-0.018044019204531966,-0.04198747960502579,0.00480739413250439,-0.059340895289157855,-0.0015987267574482094
SLIT2,-0.0431141811128476,0.01874179524533866,-0.01989972524379294,-0.00123354787442705,-0.0491406237237729,-0.002828383432483975,-0.046705885893623816,-0.01862504048621602,-0.024906114401834926,-0.03546679223376295,0.03315062584200173,0.023181611306623533,0.06016374533309512,0.07429802682916636
PLTP,0.022701156342049746,-0.07845818241307508,0.0653972615897054,-0.03969204494094333,0.022682183576384077,0.008572582151458808,-0.10578491270289156,-0.04470741436290445,0.027857998128164398,0.04954578066411146,-0.010689417240213722,0.016767486390055052,0.07192064955317827,-0.022900544605604787
APOD,-0.05834786593584863,-0.05059815671897317,0.0021698284258896954,-0.009484144047902657,-0.10358959779787263,-0.01327568092020587,-0.039117751232684836,-0.04845116348261846,-0.0021236714401261705,0.09286753312995491,0.0027970100721557783,0.009642922269878517,-0.09145101134540727,-0.040015176461313924
B2M,-0.02210662213605721,0.003862381266561228,0.06294874680514635,0.0633994566233263,0.0060478806386899545,0.04758908298077596,0.011284503267922422,-0.07987472091918077,0.0006461164890558144,-0.08121798692375602,-0.001568109977518087,0.04713943420444583,0.024577230249300475,-0.04659846108820598
OMG,-0.0024969331625310323,-0.05048366717716214,-0.0005528148018556124,0.009363001001809064,-0.08254693421335337,0.015281032731808567,0.006965730155810976,-0.011860144323406848,0.008530742968541212,0.013675930110915498,-0.029250920897767138,0.021341167658625454,-0.10526405104427555,-0.01711572775453964
CXCL3,0.054376994421746774,0.0015298285502643606,0.018051460707254666,0.09067858966194657,0.00845531401507408,-0.018768478645305522,0.006779875326261516,-0.0660624224562283,0.023955951874876504,,0.01021154874656773,0.021105169222765036,-0.017927699593865875,0.05837196898241067
CXCL10,0.017993051396300173,0.09345766366795454,,0.004796328987384894,0.039719938296402635,0.0497571771890227,-0.03669171735900118,-0.0161606616100581,-0.013350559590149346,0.04840426418334178,-0.023144021958205217,-0.020901345645774103,0.06501475098171235,-0.00640447032939217
RSPO3,,-0.022593887850807192,-0.02504741169788588,-0.01492940669565829,0.051452276985465506,-0.023472931598787963,-0.027412401749716233,,-0.017568535811038975,,0.007055543838008698,0.025647868637679,,0.015906463829952592
CORT,-0.023852446090033914,-0.021944742019667212,-0.03324132782677024,0.013402286257915168,-0.025043828821706256,-0.0037873032253578375,-0.014618227862453367,,-0.024879572344087164,,-0.02555644670970371,-0.016306837128645404,,
NCAN,-0.04552272878750353,-0.040922887789488535,0.012037004060444091,-0.01812474543561437,-0.06501260781237947,0.03327812392853614,-0.005385316216664151,,0.031214503178185023,-0.07692001470783844,-0.03337591205133434,0.0063124839839961335,-0.003927494494015554,-0.06398959796128087
PRG4,-0.03255298859182873,0.003333176535640456,-0.028006242000106884,-0.014734680578288495,-0.014774668947667574,0.017823868053222707,-0.02319461595193428,,0.02930194829854631,,-0.024548144720310715,-0.024061736064653127,,-0.007044606497801744
ZG16B,,-0.0230650230559239,,-0.01710139885872333,,-0.02195375161648089,0.07742436162903427,0.11052460106827927,,,,,,0.004683426088865587
TGM2,-0.008803095377000162,-0.017819361323967196,-0.01071181627804305,-0.0007267296833815475,-0.006768643136756873,0.06207807878176018,-0.015471515715369342,-0.059344369354115266,0.016607269197313708,0.0023299681507784387,-0.04712067671289556,0.008040587560252305,0.025170489249109362,0.032924136534044614
VEGFC,-0.023357419256730745,-0.031760409855090155,0.06304732748570215,-0.026261146144689326,-0.022743111362494375,0.03147248169189279,0.06374006936992932,0.0203821314673732,-0.020962422003887114,-0.05488645856891783,0.08118028027234103,0.006862544256222861,-0.0025725459992249154,0.02852247209093
WNT6,-0.010471059370831032,0.022725648228081024,0.05130472843581168,0.035052759318461565,-0.020358071385323327,-0.01999576349358269,-0.02759507215431224,-0.023624370611339752,-0.01829494338711163,,-0.03345817291107821,0.023700649012045445,,0.08341380662295039
NRG4,-0.022076431061267,0.07191126787762664,0.0935710822691305,-0.01793278031460513,0.015326216985273203,-0.010285606474888579,-0.023821815913803106,,-0.010084259413107819,-0.03399157984742857,,,-0.018988144181134255,-0.021740796753663118
PMCH,,0.059836518438486926,,-0.024847614200546174,,,-0.0028265703654382765,,,,-0.02278100016515599,-0.022879364897720612,,0.010484982358424981
COL9A1,0.036097407184009646,-0.04626963093432544,0.016042142264241502,-0.0187294802016047,-0.05152390398844778,0.04886921822747782,-8.205628120741043e-05,,0.021819689652586488,0.06867896436844297,-0.017168021711211116,-0.023340669004814726,0.033627360948126774,0.01875551844981633
GDF11,-0.06475677647960505,-0.005292602287043875,0.0756313251716344,0.0062302080825814435,-0.06403017443506068,0.026075313638278905,0.07097264786627513,0.0021010998372011707,0.03195413210396595,-0.06131834918300888,0.06757025010155657,0.009163494897876637,-0.02267269306549248,0.02945066516741888
RAET1E,,,,,,,,,,,,,,-0.023849499566240683
IL24,,,,,,,,-0.013322651118742564,,,-0.016984964770967028,0.11815201847604612,,
SORBS1,-0.05876187059985434,-0.008040806549530906,0.0902563825688597,-0.06269667099804135,-0.04806511315076085,-0.03255982863958446,-0.020783945307392266,-0.03256229311536365,0.023405415813181958,0.01652363887358903,0.07377523039625744,0.04353100838999711,-0.05105750633365852,-0.06809101423434866
DLL1,0.0368736544291981,-0.02874001402494755,0.055823174892027455,-0.030676841613488225,-0.05233314852364977,0.010292518904746122,0.06769559571954976,0.029826711182478503,0.03030306160461831,0.031918724330942186,-0.05758517686790027,-0.011520146830425014,0.006296440758591176,-0.06284862862578522
TLN1,0.06306634021101525,-0.01571176867542946,0.034075772266103733,-0.006324244320834435,0.023224920437959692,0.00850327687459338,-0.009538143699942846,-0.06250855059603794,0.027816937813355886,-0.02728157388215102,0.005826503162333649,-0.044221771426485215,0.00042744068875998287,0.03675284942266136
COL2A1,-0.022596680964912488,-0.0069387453059535946,,,-0.01319602071405654,0.0015315677130997075,,,-0.017067942271735595,,0.11223633083231947,0.0038517999098390894,,0.07380064122313522
SHH,,,,-0.015311752350078844,-0.03345280532777215,0.010666047551561374,0.07321787948779146,,-0.016289519447358028,,0.021248311438098706,0.055913951076526525,0.012491281209496245,0.029510653945008913
PON2,-0.0827720120093749,-0.017199225071946007,0.08794834874638728,-0.020224202852072496,-0.10202176784382165,0.05975458266056496,-0.011600201877544356,-0.0302680514714573,0.0467286912224917,-0.04277794890531848,0.016336765681998575,0.042158980073346994,0.0597783055107025,-0.04119163617125703
ICAM5,-0.003475468628167423,-0.0366113882718439,-0.02677320721618112,0.013861267486165134,-0.023883448957235213,-0.03667545386362457,-0.02610327993059865,-0.012611526221043006,-0.020611298398492205,,0.03961773027168992,0.0041361111845205165,,0.02074135766789434
HPX,0.09881602859999354,-0.024246217004363635,-0.003738404571806292,0.01391697239896453,-0.037436115818385594,0.07307155129683657,0.02281655766353112,0.008047731628818534,0.057370694007967696,-0.021687998423799874,0.019935472125590013,0.009043097177779352,0.013245851802140022,-0.024651472176164875
SFRP2,-0.029419571107275264,-0.022113687063144424,,-0.017438426594276513,,-0.014978995642724462,-0.020280486807467676,-0.01314827985718141,0.010368128940311062,,0.009358642761464472,0.06456979599438319,-0.03731878871119599,0.038881021274172624
CFC1,,,,,,,-0.015605130375813825,,,,,,,
CD70,,-0.031615207569321596,,-0.01020228242118805,,,0.008849067054433777,0.011772735297300357,,-0.03689073310344694,0.03663000464288322,0.06361487775308851,,-0.03316951371069863
HP,-0.05020387415224286,-0.037557283329926645,0.023875271534529858,-0.016696260776358357,0.01995092821550443,-0.020227204039388245,0.016305993766792107,,0.0012312362764682835,-0.05248622551328884,0.03509285990947471,0.03953248829832351,0.016038011230778026,0.15185546307234266
CXCL2,-0.0467135233603976,-0.018955916601708984,-2.1225470044185396e-05,0.048367342731639326,0.0754211644149,0.028838750947895647,-0.03886584754444147,-0.020095819771348136,0.05288461743974019,-0.0059245509746685505,0.0035720551384490996,-0.004585543472052139,-0.0033383062299594877,0.04614464353939369
NPPB,,-0.021458247003478124,-0.039461729557935116,0.05551524145073086,,,-0.013664486797240093,,-0.02096242352854418,,-0.0244496434398985,0.05410282224918918,,0.07322464975585632
CCK,-0.06150962467376261,0.03277248497303884,0.08918350859177326,0.051376380116405995,-0.046268364153069536,-0.0002285867876061469,-0.016053787488453142,,-0.03393371573466583,,-0.02353061922601141,-0.022422456684765817,-0.00609851311000781,-0.028609494780121376
SEMA6A,-0.019670828293420345,-0.017442655321276073,0.019032482881486037,-0.037723604056361416,0.016404983045364505,0.003412057281258291,-0.0505930562364256,-0.029567111228700704,0.01779007667607107,0.04490731971066699,-0.0905040627023097,0.012359780368027413,-0.0047663757227203,0.030757613275202513
IRAK4,0.06647237107338187,0.0026223767476436935,0.027502525943118736,-0.023884347894075175,0.013773756883708663,0.027220110224601746,-0.007702171045675403,-0.019758781801739008,0.06425864384616163,0.048959403297433104,0.03217696363037887,0.021048077197957087,-0.02198291988623212,0.05748875270180856
GSTP1,-0.046798599202301304,-0.009272814338307723,0.009672880908774566,-0.01929736126066317,-0.01940308698068534,0.03298345523588511,-0.06401124024118574,-0.06255110380991999,0.012011938967241008,0.022377120847856223,-0.045673072134004435,-0.0026344944949628713,0.060246826387939476,-0.012380170903864977
VCAM1,0.02707939326407598,-0.04165317764368452,0.07398351196864031,-0.04578983529755958,-0.003965847238593099,-0.0119785342184131,0.034547703263147544,-0.002553625327150892,0.09491142347865637,0.0013013512295864064,-0.013449371112576545,0.008634656554186193,0.00898997499660266,-0.02722688695397314
NXPH3,0.09682463392973403,0.0013290582715565578,-0.04208704743726112,0.01051582758362359,-0.008353053417692538,0.06833558951077978,-0.0384035865870519,-0.025140303144975135,-0.022054963211489528,-0.007449982868250898,-0.002933325898756386,-0.01203240019655935,-0.012071812579915901,-0.047703216472658995
MTMR4,0.036078007998252996,0.04943507299280232,0.028234300189267595,-0.06415326530499679,-0.020087981086265964,0.047639521749720234,-0.004842646392217451,-0.04779748083251105,-0.01599291669144847,-0.09942093484656003,-0.03585163964196932,-0.02626334170958144,0.016261934159885933,0.017926961138953337
LAMC2,0.17642466291393163,-0.016842480155520773,,0.00952520767215242,,,-0.017202064410389097,0.06246558167078058,,-0.03399160022554359,-0.020881464774549496,-0.02013857412290291,-0.01835860025396511,0.05239157472619263
