,MGH258,UKF243,UKF248,UKF255,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916bulk
TNFSF13,,,0.019318248480870624,,,,0.09515689628850463,-0.01590875903162649
WNT5A,-0.04610401646919568,0.036310996462658535,0.11581633360225853,-0.01787638025740369,-0.03826187119920271,-0.025882758226761747,-0.050156753025953314,0.0734237832934987
CXCL8,,-0.19744865752303678,0.14120654654594125,-0.046566886827175455,-0.0006993370959334034,0.08170465621144977,-0.060982171874319695,0.04104740437648542
GRN,-0.011956756458898954,0.05793156676892534,0.16360917313563839,0.00915532251796239,-0.13794614537186725,0.02559202658646318,0.04788413005841149,0.060524344566142946
MIA,-0.011713964684585059,-0.030690459848877555,0.08629844244700358,-0.0009590300834670887,0.024134896711749294,-0.017310571683311085,-0.00717045760775977,0.15466678762596567
COL4A4,-0.025455109590559254,0.12892825758936158,-0.026460034097733204,-0.035335963591646535,0.007804660072346524,-0.029691445397351548,-0.025012128153808696,-0.023477026158616715
TAC1,-0.021979635178929823,-0.0990252175382461,-0.04240397137491603,-0.06798270614062328,,,,-0.011586902498454675
RARRES2,-0.11960770229839167,-0.04797698148803652,-0.004619053645536188,0.00921945810268909,0.054078739126651766,0.02674854465533864,-0.04393055180429007,-0.07230427571987501
FGF7,0.06785546044352612,-0.015661918318860168,,-0.0025086758302809396,-0.032245688050074904,0.03787192047781304,-0.00618614268483198,0.04229516831740505
EFNA2,,,,,,,-0.014846990919585067,
HBEGF,0.03520656277386446,0.11828720327447831,0.09598229531723353,0.008053155773990734,0.10072079696837113,0.0782028727609608,0.019405697097757336,0.1117949637780231
CSF3,,-0.03194091722418572,,-0.02473383130344936,,,0.057476976502112476,-0.026797280983542584
PI3,,-0.0801902917599242,0.06783596849283315,-0.05859790558163061,,,-0.028456064682779968,0.02854758610285423
PCSK1N,-0.13020348871047147,-0.0026905669144431294,-0.12966588721565964,-0.008914925395015245,0.03132171426102524,-0.045274377360633514,0.04892781102321738,-0.01507575407689371
NTS,,,,,,,-0.01808824101968396,
SFRP1,-0.03198092438624465,0.07058666872094141,0.07082965558690263,,0.25137284212177113,-0.01944051998434796,-0.041096835900524833,0.01165883243946047
CXCL13,,,,-0.017959688102286906,,,-0.03814615210489576,0.015089722639690335
MICA,0.09006362430558884,0.012334750666244731,0.18418017589903754,-0.05789525594357262,-0.07706208162247181,0.04332173857273121,0.009043474449604596,-0.02361700404181231
TG,-0.0254551038541523,0.05154929945430006,-0.0327683665667753,,-0.07161465013765475,-0.0382378697434139,-0.0029964588547766683,-0.04302939227245899
ADA,-0.02724535711825871,0.07590790121759496,0.07316501544701474,0.016401601824777918,0.15572470188894078,0.02788229726222058,0.003625234763615685,-0.014912936769396626
LAMC3,0.06712046096598957,0.10663584815021115,0.1583345750629385,0.013501997618608094,-0.039636401466117764,-0.004289149619791394,-0.0024857225290839434,0.032196985489824304
CCL7,,,0.025053482344600805,,,,,-0.01737000726067272
NGF,,0.14466471824918067,-0.006452009174931436,,-0.017625059294999915,0.006750336868255273,-0.014647422383263864,0.07928969276216159
TNFSF15,,0.0466604477007974,,,0.009073069717574628,-0.01501949044981631,,0.10322581477351739
HMGB1,0.09954912304954802,0.14035778929614967,-0.11639842735929504,-0.0567992181510215,-0.07291225791959767,0.035819492063842814,-0.028073191857063813,0.06761221726727593
ITGB3BP,-0.003648206396572186,0.022706636878378463,-0.03943267782488285,0.043677653415420764,0.06929555736947476,0.00010054061141010238,0.03262887354371725,0.030357089893859993
AANAT,,-0.008364879249678256,0.04902708907442164,,,-0.02445984369725738,-0.019980028535089005,0.07590160980081434
RELN,-0.021102955964682934,-0.04707913178445282,-0.049258779018836144,-0.02785407319353645,0.07390639501835013,,,-0.026939846044342738
IL15,0.008464368598998956,0.04108939255683394,0.07453305913633379,,0.1264559187256577,0.026827967935365692,0.04505971179542019,0.008991810956262346
BSG,-0.09097770593554018,0.02621332538891502,-0.0962231654069617,-0.04222132448748234,-0.0035198883892194124,0.04488424987087007,0.0582243926615672,0.12391225760389601
ADAMTS3,-0.048576252187643304,0.09517043347934277,0.024074726530029428,,,-0.0040192601378512445,-0.007259826720631689,0.10128340139460625
CD34,0.004227518438126141,0.003651403664041565,0.08204171025727604,-0.04101141404242214,0.01687051496381281,0.04448638955708934,-0.01573276273124085,-0.07751862551042998
PLAT,0.018000046412880173,0.13433697111140033,0.007994394925435359,0.029774013028272445,-0.05575412784151172,-0.011124136527852532,0.09964712074402683,0.14335557112281017
NTF3,,,,,,,0.023129916151160442,
CKLF,0.023102108191422284,0.12667982280756138,-0.057374333075254975,0.04690949903051417,-0.08413332531041401,0.036368193063964806,0.04696419680028893,0.010655075582208344
CD24,0.03296298352268907,-0.15530473936529823,0.07007968403910204,0.045632659341600074,-0.05642777099438926,0.06934601499295656,0.05084569886959068,0.04411399776158812
HSP90AA1,0.003383388031129711,-0.05182749508887028,-0.003130987934782178,-0.05300503895883975,-0.07098458930133786,-0.004882670983554166,0.03266104834358453,0.028450268721791593
BMP4,0.009974641830505556,-0.002508072437621575,0.04903840585072399,-0.03650101314928789,0.09945183480085776,0.01897172537364107,0.04844831414675852,0.01749822752268408
SCGB3A1,,,-0.04185123125020969,-0.026438019724967607,-0.003946725825806112,,-0.02842095597691014,-0.005147373461937829
IGFBP4,0.015201409652645126,0.060508639823268616,0.18165467235763613,-0.0018545375894173694,-0.04441631333001004,-0.01482656890388108,-0.043015632469347594,0.01713044342044513
RSPO4,,0.09700691096289168,,,-0.05163787271038718,,,0.07712476156494964
LEFTY2,0.18356013601252766,0.04623650493771386,0.1948647416598486,-0.05853283968378909,,-0.031257607277428136,-0.017071372040910058,0.10240866951757796
PF4,,,-0.051223075914761,,,,-0.013608295082866524,-0.029033865080105373
ANGPTL2,-0.038464043800266544,0.025933236121033904,0.11744251033469862,0.031727333551977925,-0.045984123018354806,-0.029979949289131017,0.0206192387649186,0.16150274691036445
LRIG2,-0.01785295920718791,-0.0191029526731933,-0.03615577730507795,-0.03164305212192457,-0.02916508295876065,0.004323552656803466,0.04076281074893908,0.051455299229102976
ICOSLG,0.08599686861793708,-0.06186857779463804,0.11304133638765858,-0.0017006438973457116,-0.08869767586238239,-0.06335883728028889,0.057486824833523874,0.024926394779305756
WIF1,,-0.08515538709996659,-0.04071870156378102,0.04706355391561426,,,,0.0078669489012958
NPPC,-0.08142894024586556,0.030964243529715416,-0.10212147207295721,-0.01782925522472345,-0.055043626005120534,-0.029288116462467883,0.10625252224282435,0.06326377103266094
LYZ,0.0956920363252765,-0.04993229160662194,0.17370113406281518,-0.048950066938754845,-0.04877839429667231,0.03244869378700376,-0.020766833668909922,0.04675160285580291
EREG,,,,-0.03333938317058764,,,-0.010148529642430302,0.07837621269504333
SPTAN1,-0.11306704956941357,0.09086788074397213,-0.11181336301661793,0.009012887722986598,-0.033776837991154766,-0.00500666187149454,0.0646157634227469,-0.0430652409086324
LIPC,-0.03259015289377306,0.10129623744675902,0.013690015156839281,,0.06516531238353791,0.07194849257597088,,-0.03413026622509244
COL8A1,-0.010112883495933039,0.0943842751811858,0.21622695685867585,-0.013562030409588598,-0.07130517279053275,0.08879484266925892,0.07844051264179179,0.011662620077962378
GSTM2,-0.03908238704268773,0.017832544543089364,0.04736392968073045,0.047993245522232754,0.1379873387805996,-0.03251242477191612,0.1110960885450413,0.028153646072660594
SPX,-0.03562216160282335,0.07462321092366381,-0.042928348349386074,,,0.02308644750711541,-0.016896437738429,-0.042686592102263506
MFGE8,-0.017199003619937574,-0.03288139878803956,0.1285045719287393,-0.021719983003703557,0.00656019896713413,0.014648528157477012,-0.043057895929640176,-0.0003293070305904719
TGFA,0.03664453812045499,-0.09056136510813996,-0.040640091051998034,0.016297995131602,0.0022599047667449497,-0.008107956708513402,0.008695690338066104,0.061298560069438415
SLIT2,-0.026196993128517813,-0.046779021926889236,0.1654623607267919,-0.019650591783847548,-0.04300176144112562,-0.033122269556276666,-0.023273965757722986,0.08615059079615144
PLTP,-0.0059807181737340075,0.1065122083560506,-0.05414650847131199,-0.01623849876426653,0.024407128739009794,0.03782174527475128,0.004959234367222226,0.01842642766762486
APOD,0.021843699777780043,0.12083504332670117,-0.1194463322674866,-0.06047713741899269,0.12664008295116874,-0.1287929670884435,-0.039369236863810206,-0.14213834971241257
B2M,0.10692337091158291,0.2063006027772576,0.33059724622647024,0.005403943022822038,0.006691079631231799,0.014072489533963024,0.04135515544869107,0.1953334839381646
OMG,0.004946369778762207,0.19662124757805333,-0.20440881974033456,0.03194413329446036,0.06091660502020722,-0.08819712037212492,-0.0220450278205076,-0.053499815465979365
CXCL3,-0.020499075868169507,-0.06892545425044508,0.06611532805891228,-0.03453144627236189,,,-0.06861660814730693,-0.04748487307851957
CXCL10,-0.0714958988228165,0.19410618437034588,0.03532616420804885,,-0.031672625677933934,0.03365819093182985,-0.018252668703083452,-0.05982241690021585
RSPO3,,,-0.0019187480547120783,-0.02473383207492514,,,-0.034710862842835755,0.013742139161671652
CORT,-0.025455109180815772,-0.015331081135197131,0.02596105779368562,-0.03282516494445882,,,-0.014240389147599387,
NCAN,0.06725285147395217,0.3933353310316613,-0.09755014435967795,-0.030551247822179807,-0.07275573168543847,0.0046729605088935,0.016006774044402344,-0.020307515114685232
PRG4,,0.07564097228670763,0.07149395263080593,0.06799350982360382,,,-0.021012565614307494,0.009177484326284053
ZG16B,,,0.0357037280038853,,,-0.02719115724753766,,-0.024768864621065066
TGM2,0.0775342125858814,0.05579661230700072,0.17911810524781402,-0.011729352855963287,0.01872338388112841,-0.006296994699486583,-0.0004898900045787893,0.011284035882603167
VEGFC,-0.025455110819789822,0.04309795458147701,0.021571075821401633,-0.022206755668202776,-0.019647795048009394,0.004493370318043066,-0.028532549823663884,-0.012963797350272855
WNT6,,0.07370116248151069,-0.00019118690174118284,0.019978970578535406,,-0.025858793734750567,0.08511390288683102,-0.025593668349172094
NRG4,,-0.012165736950703072,-0.04548005452321643,-0.018539336718038993,-0.041213138136992816,,,-0.012060428923944166
PMCH,,,0.033050889389386794,,,,-0.01998002782655693,-0.04929064183866943
COL9A1,0.0256582706367668,0.13668649666786528,0.11205472496877099,-0.04279266483392261,-0.08700444286263256,0.05991185811438927,0.06145687421717007,0.043495610580652114
GDF11,-0.09173736509564961,0.1331609763254612,0.04735968896516245,-0.0051348409982847655,-0.051394747973098155,0.03451098836523507,0.03641588636537516,0.04168079711030146
IL24,,,,,,,-0.013391317736481828,-0.019829539808292374
SORBS1,0.06418023277604494,-0.04271155689429039,0.15511142712215953,0.07831537673968378,0.010991587677762066,0.05135981763391543,-0.040955960409785025,-0.005303391353760269
DLL1,-0.00704405776392908,0.043366794118700584,0.03883508323825065,-0.053841658978280985,0.07305401985976706,-0.011424858627405757,-0.0604802725386756,0.08251599919513376
TLN1,-0.020837966572021138,0.021320553206462367,0.18018390577785687,0.0030033193985813805,0.03514898893333864,0.0439463369029656,0.04398553745436161,0.08240586703549885
COL2A1,0.053987816822633455,0.00376474195228533,-0.014055093725260655,,,,0.01389883013854805,0.10134742221598361
SHH,,,,,,,0.06718079906658106,0.14225388550403797
PON2,-0.16487665724860717,0.33527174073881594,-0.06165560444230353,-0.027094980787975974,-0.07602233929998745,0.011391909005026955,0.055677668335156735,0.029736875790875163
ICAM5,,-0.0684593759541493,-0.027658783582372497,-0.026438021595983546,,,-0.009097583884162127,-0.03412758032097323
HPX,-0.027157643418100532,0.014359143606470988,0.008182474912044827,-0.02473383857736672,0.07957721042387798,-0.012474624139645073,-0.029095804170721176,0.03578259036185185
SFRP2,,-0.010285445808418526,0.001182112898851099,,,0.08852375152166383,0.0322291334140905,0.06671370428106627
CFC1,,,,,,,,-0.034056666276800936
CD70,,,0.0454208299328532,,0.02283284713931123,,-0.005423283367770635,-0.0025404386169382543
HP,0.10455388553433169,0.1627257952699356,-0.015938877057734963,0.028226618904387105,0.019662655326736868,-0.029789121020704547,0.041441571336703044,0.01735636573656728
CXCL2,0.04325236268608611,0.07270699151304505,-0.04518952284800784,-0.03363656466900007,-0.04060156034950101,,0.005259443580891382,-0.008247109935947378
NPPB,,,0.013709804822635209,0.0573883342779546,,,0.004371984891500911,
CCK,-0.03546489298360485,-0.03463388553105506,-0.173683416581077,-0.028193843844976384,,0.04668704474974738,0.016247323684966824,-0.11196482370431869
SEMA6A,0.10042757912890471,0.3118708132346583,-0.041478679802275584,-0.014506362134493576,-0.06889461158360484,0.017258639097937817,-0.035182828175857134,0.1837155510366951
IRAK4,-0.016627971413449672,0.09975750892703868,0.12306313897796292,-0.051712748110820536,-0.06997736259944545,0.0174347775668359,0.006015426394326104,0.039487486670133215
GSTP1,0.008569675494378823,0.1697945208082065,-0.14110949569581474,-0.006326907963402331,-0.019311718001183312,-0.06886618139343706,-0.02512290673909155,0.06962125474909897
VCAM1,0.050099633257233135,0.07129427728068657,0.14262072938448536,-0.015093405339568242,-0.08892445801014304,0.01842165463866769,-0.010626941366320499,-0.04738004898974078
NXPH3,0.024675015284548792,0.019542805319995606,0.002396897464824939,-0.0009193522882962902,-0.03915692048095113,0.04725278723573421,-0.005358271623764778,-0.0062235715538938256
MTMR4,0.011855201653481662,0.08216310555875798,0.03404854315869446,0.052853824583563046,-0.0022364784846045874,0.05630900928110584,0.018604048749978702,0.03892291748017518
LAMC2,,-0.007118227028512559,0.002720163969947292,,-0.04121316284446664,,-0.017586557719653576,-0.023752685229057813
IL10,0.045033876637329696,0.09045069991731951,-0.023084683802754923,-0.025810558740854233,-0.05663929280932334,-0.031690247914187,0.03275710548686131,0.0816579209155883
SEMA4D,0.011573019707545217,0.022645944232884813,0.03655158458363848,0.010098783023070601,0.058919982264024444,-0.06369818613174408,-0.03328837645652576,-0.020452557708306836
TRH,0.05789892880982451,-0.05007936715078756,0.1395338696050622,0.08997632608477737,,,-0.035937039906435486,0.20655152333257562
SEMA6D,0.018571559795143074,0.19230083187969227,-0.036559148413273346,0.025373988403771655,-0.005938085809418207,0.004713222125984877,0.03966113539967457,0.16820632079436773
CEL,,,,0.003273339700518258,0.02561842886858338,-0.03759036324721629,-0.02186310193714404,-0.039597217213669225
PDCD1LG2,-0.02763636831971939,0.05515876925373799,0.13238913737020996,-0.025810545366052068,0.0034957924152254883,0.00562796362789564,-0.029817022424103546,0.048909928134776987
SPINT1,0.03985107457233013,-0.06759663778180174,0.023155535194301264,-0.02516940352059773,-0.010911598036255092,0.05494494760054866,-0.029723526643123433,0.08476718483173606
CTHRC1,-0.02914602688360759,0.026841904903861874,0.12547109310130705,0.0009454867757487539,-0.016644634150173934,-0.026385685938900838,0.017185874914358273,0.03965715233239141
PODXL,0.11308016528916648,0.12568344362116654,0.17608623349020502,-0.004078517229138797,-0.022124340836910502,0.006666000637017971,0.04072442924778526,0.21217607394502752
JAM3,0.04457337659588814,0.04931946187492165,0.15811321041031312,0.036193724779371786,-0.07277364855562259,-0.013721904992124907,0.00554692861474135,0.15343637871053162
TGFB2,0.04266181255907364,-0.06020223534323185,0.25562139236805526,-0.06202437319381971,0.06003070020142066,0.041541463036587706,0.0017983997980073074,0.07919499675753228
COL18A1,0.10292478676222792,0.0904017250083242,0.17595571707402868,0.013824260107500411,-0.05543675018342035,0.03157270529100063,0.044545295591941016,0.02771863736257228
NODAL,-0.009534261463705467,,0.0905902209900024,,-0.08578497023414021,0.11554521264734889,-0.016541431898555864,-0.055686402879834694
INHBB,-0.0388006068507443,-0.006993056798411277,-0.008210858354970915,-0.042851144049273315,0.019085344787256844,0.026090312921489667,0.030308831052218085,0.09334625596478606
LCN1,,,0.018928127259799202,,,,-0.01562129020977947,0.013830444393343817
ARF4,0.02458800913356912,0.058928435840201944,0.16939764362488158,0.036717910676814354,-0.04852723013415313,0.07362474860475163,-0.026223392709892608,0.10733868161942248
CXCL14,0.20031487365971126,-0.15338115997554494,0.11837066743506049,-0.04683655715955079,0.12017523882024284,0.11979777454712248,0.08734700245668049,-0.0432622801373811
LIF,-0.031569191363563315,0.06664834908036384,0.13489592478130263,0.03394958001988658,0.022260575286506143,-0.023789063380114907,0.07738991699743855,0.13798598353759603
IL17B,,0.1837481497080659,,-0.019102499228947953,0.009747876613884678,,0.03937844122470848,-0.0293929939055765
MMP1,,,0.01839148731706339,-0.07918860422494935,,,-0.025747804927697043,-0.03389469390403736
MATN1,,-0.0018435111940475182,0.011349232016649882,0.05365663206080104,-0.043001846202855826,,0.001725349661971079,-0.026786130497323368
ADAM28,0.015509378058565854,0.0004308747130587873,0.19941138675324108,-0.0015731419647798503,-0.08266783208154839,-0.026138066861862982,-0.01475255397974142,0.02639409743594738
TCN2,0.06062435882453311,0.05990703349219197,0.06476573243812879,0.04682062898795215,-0.060423520918578826,-0.01216513651742683,-0.02035246712674473,-0.014997094829971004
THPO,,,0.002880870771630854,,-0.04121318359877898,-0.028047090472985012,,0.011556138202203196
CUBN,0.06050497902149304,0.07411037436500635,0.0029621021698745505,-0.02996257490120394,-0.014979261934257622,-0.001338256970176216,-0.044290810274261884,-0.02027478693194506
TIMP3,-0.10245849097815435,0.06828532710188988,-0.03262556241957277,0.013245140290151967,-0.16489212458102187,0.035071390100094746,-0.008736011494903575,0.035401478394439086
PIGF,-0.1266179559723148,0.02645542057146237,-0.005674037397899159,0.0448412205910982,-0.005473723031700708,0.05704191134406944,-0.03657500292024911,0.051350842094272285
CRH,,,0.05964362620818141,,,,-0.025577066464047008,0.035242113583637096
BDNF,,-0.02912150437433212,0.026660489596012766,-0.037559259269180266,,,0.0256547851115967,0.11844159402022938
CCL5,0.11596909452863755,0.018242758050886522,0.08127127731564046,,-0.024348941430112344,-0.02163509053776159,-0.022290131435324316,-0.014454352241867847
GAD1,0.010805052455645054,-0.06619428140490514,-0.028618379857906384,0.01583854755123283,-0.04529111135638062,-0.007838192622866808,-0.019793085145261888,-0.006587523803555785
COL14A1,-0.012678412012856854,0.03279415066627718,0.0371611433615222,0.06606087832626316,-0.050389756711169145,0.05958933061727747,0.024913503132635323,0.03252286732803044
HLA-A,-0.04717502350535429,0.36158148605837154,0.15942345257075255,0.04412794456950641,-0.07436271861894121,0.009140676169967565,0.039563324070647256,0.17998178095118103
CD5L,0.019048289587354255,,-0.01648408922393418,,,-0.03201498303175727,,
FGF18,,,0.01786072479965146,-0.01910247789696504,,,-0.0070779846308812846,0.033915113015258284
ADM,0.05944015408874611,-0.2450240088525599,0.06615278933348535,0.03347250669419773,0.019324761022955956,0.04978066184748449,-0.046016961540606124,0.027959641308689477
CCL15,,,0.03864405661855503,,,,,
GNAI2,-0.10190767764715443,0.200516818008426,0.15824690613198053,0.009770360381622547,-0.09257032253449134,0.04809001745845538,0.026802606051895033,0.14545433822898046
HDC,,,,,-0.00788138537248345,,,0.0464529810998881
COL11A1,0.06992467134770661,,0.003631129012668849,0.05598936873704525,,-0.05050281480644095,0.03563865108628259,0.14979175418989166
NUCB2,0.07705227233636303,0.030219825525064383,0.03000770659288408,0.0011211659465672917,-0.07316872280278719,0.060826062411873404,0.011117135555946832,0.0693599663124553
FGF16,,,,,,,,-0.026394237476206117
CXCL1,,-0.019191161666430926,-0.0741936398338344,-0.01882287667389502,0.027973803764024287,,0.07689274556331857,-0.060048738889768694
VCAN,-0.08255814997488772,0.1215021456775374,-0.00629810781082507,-0.00891029726541974,-0.061875279888902734,-0.0004128644642123537,-0.05537222446066514,0.1494078104547467
MMP7,,-0.12278856121890289,0.20490742860328545,,,,0.0018638932079560087,0.09263324099873248
PTPN6,-0.01092872182544108,0.004498399682181209,0.11121303962916243,-0.0018466447902533904,0.04580472628390641,0.06973518740111923,0.008956588590975617,0.08623419164050529
PTGS2,-0.03065024883429457,-0.10498850462350551,0.04410543128634936,-0.010926727052859636,-0.03545012440286134,0.02501362960773416,0.005496225971880482,0.009167744486166569
XCL1,-0.022824928903035124,,0.007819241884433378,,,,,-0.026059501245129933
CD58,-0.003596012581907885,0.17075398073942916,0.0998357498809744,0.020286781629463038,0.0016910458842360036,0.0030385954960770118,-0.015473403765458305,0.11320121825428421
TNFSF14,-0.037337908139250246,-0.012299947867753716,-0.011593426139329685,0.0048055250808673716,,-0.03823787854221507,-0.026584591814120203,0.017783085744326473
CNTN4,,-0.009487311299851434,0.014061119097396197,0.050475607810900956,,-0.04972459175869179,-0.03705585103103544,0.010078121134260183
INSL3,,,0.10472564228948912,,,,-0.015431129792478413,
BTLA,,,,,,0.10277395702951808,,
MFNG,0.049996025843810125,0.07543440587926163,0.14121297084005552,0.016290898438503537,0.10559758896416988,0.01967814274452631,-0.03623301653848811,-0.040916599401349694
ICAM1,0.16606991495899107,-0.053523218418550976,0.06213217036313619,-0.01822062106764913,0.018677754096653683,0.054565666043524606,0.02453970537516042,0.15921028763980072
PROS1,-0.08003634406575472,-0.016572792054757517,0.17765837603455,-0.03652504824630516,-0.012594959244667914,0.034472758335756915,0.010168733015940443,0.10712026807311285
CLCF1,-0.05122799098672446,-0.026490376734241223,0.1646332885741026,0.08171104489678684,0.011387256168873204,-0.032468173053284526,0.010477704861409302,0.10167371568776963
PSAP,-0.030550442949320362,-0.13034765515098165,0.2822213920249323,0.01589146963032624,-0.12013534653074655,-0.040656478365874014,0.0343444974704526,0.0653890093688082
EFEMP1,-0.053153761213520605,-0.0960234375316196,0.31643223539804793,0.030255617792136317,-0.06803801730190134,0.09024458351763621,0.04884660173722056,0.16156907786021418
C1QTNF1,-0.08969592754856079,0.03317473631153172,0.1659740101895494,-0.06177666119298635,0.007958457571559562,-0.02116464057936555,-0.03696847444854194,0.13800389421885548
ALB,0.2369970666219882,-0.00673406205009299,0.10424677763220283,,0.0018226268339584116,-0.024197709101845204,-0.03537790099963875,0.01510189318744712
EFNA3,-0.042554019148405,-0.18777744110278938,0.01199628225337137,-0.04020203523488822,0.00787881917430896,0.00400886388530343,0.03845800622751328,0.01092524950927369
DRAXIN,0.05613268023042285,0.22629050809882725,-0.0003503796899472887,0.003299127225112189,0.06374969861257905,0.037174676708337503,-0.06504429041009442,0.09957422827352277
RAET1L,,,0.006513845909787317,,,,-0.01562127997223999,
NPTX2,0.020858518160310098,0.026558066021029867,0.020379075844102826,-0.0204716126344107,,0.14386279552779263,0.026017606417705,0.012346608281807184
FGF11,-0.07107188016072342,-0.008063568699679082,0.07838479564009254,0.0019383130684631864,0.01620352131864814,0.12835660000245308,-0.01379374397414574,0.05477203709964502
CD59,0.07178982507378744,0.12406262109885813,0.1675660415266245,0.03477892186126401,-0.10143383286713896,0.04213453664843407,0.013903921739639315,0.06654137076049754
COL9A2,0.033253918307956966,0.20191631573277274,-0.019502142816483974,-0.0133420399695721,-0.04272050594660722,0.04464758454271386,-0.006483067139605417,0.05583214296142897
DLL3,0.03665845966332943,0.016586767782664453,-0.18906200591927383,-0.0021967586824248107,0.006601723350687093,0.03322265740642134,0.024998887347636382,0.05381308221010865
FGF5,,,,,,,,0.04868841219525174
LIN7C,0.045207668011523254,0.06281217375738823,0.03117090478857128,-0.006729167571425673,-0.02317951935821372,0.012789139465548395,0.016116240759346444,0.009857007577373884
GDF7,-0.023642166773899655,0.04883465796526517,0.004701796055178791,,,-0.04074153255473723,-0.013391321979122432,-0.0030621264983045193
PSPN,0.0323637515290928,0.0033821619729806607,0.015663517793304677,-0.005130934043619539,0.06966508757563201,-0.08604149595178293,-0.013862952262465705,-0.04573935204115394
ANGPT1,0.052267648720360944,-0.05240259068543467,0.10391995151890521,-0.022444021177384445,-0.07138428684884048,-0.024979896285999743,0.09625195551222766,0.012792094337538168
PNOC,0.17663001743859422,-0.06945570966112644,-0.07028488635673409,-0.05097328759746054,,,-0.014240390696910332,-0.004940250340814324
L1CAM,-0.03550235780667016,-0.10155895633301008,-0.06400029511953134,0.07650397901618214,0.011859103774318416,0.06170948956520987,0.05404246207195056,-0.01752482681128721
APOA1,-0.04979491106249899,0.1095783655708413,-0.033401130041796616,-0.020616224419502137,-0.026485663799426122,-0.052285532504309236,-0.05030306137195848,0.010657152360260717
PSEN1,0.02385071947796162,-0.1725083708287509,0.09453048055306515,-0.01873861259082661,-0.00464270818572469,-0.08248014179719347,0.05346664560184754,0.04800734951924791
CALM2,0.07984829971991,0.007725899386292169,-0.06435777812575291,0.0637798346983079,-0.09431656791260362,-0.061326769496382466,0.016698779682815988,-0.08222653494002914
CLEC2B,0.07614731925617588,-0.09997101683335585,0.18976921003510777,-0.002262155597902647,0.004140937161703297,0.10461754674653007,-0.026880825745431963,0.062342414489151024
NTNG1,-0.03167374425956006,-0.08772025156344844,0.03782223937523318,,0.18448014999518889,0.06090219457083429,-0.050976708937424536,0.14270697528087278
LRIG1,-0.0696271282185534,0.23567507944423205,0.06605339222489906,-0.0061755823675757,-0.052884447951856366,-0.02290543803998288,0.0008264556583151756,0.018975380150416457
CPAMD8,-0.02080307777677951,,-0.023579187116918063,,-0.04907673359460595,-0.01924707834110066,-0.015044068753440006,-0.029033891177947437
GHRL,0.02424631410742632,,-0.00519205965496882,,0.033924915918158535,-0.04001730813048067,,0.09530884898488001
NPY,-0.03051892700425136,0.047306622331776335,0.0031082529426209016,-0.01766320499934026,,-0.03626602839017322,0.03767975054213015,0.0198715996615757
MMP2,-0.11780708672082678,0.24997759427540117,0.0454888805571204,0.022230573790224223,-0.05647059912918867,0.0008421902341396652,0.032195844750482434,0.19778596672474924
PPY,,,0.12626698747022924,,,,0.025439649502132487,-0.0004132882442504523
ALKAL2,-0.0011694190716974087,0.07444234889110565,0.03880787432978132,,,-0.020355265222130683,0.018236476009238046,0.04808232168894598
CSF1,-0.0693386711491938,-0.03887375865844654,0.23043232140080946,0.010181119327515961,-0.04556424870865381,0.04333084180887487,0.012692183509634835,0.15981820639568603
