,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
DSCAM,0.02623509590992389,0.0009201688850721159,0.042901264812454015,-0.00080257162872303,0.07870600693664817,-0.043271332947957854,0.05712851040232994,0.022310359267712555,0.06640770597143951,0.037623668767945435,0.12624256768943753,0.02476929571689491,-0.018656528079733344,-0.030374115371198825
GPHA2,,,-0.012973125697699936,,,,,,,,,,,
ANG,0.008075948201304067,0.04375520979290053,-0.06010159364467592,-0.03484501210722916,-0.04598294159204131,0.06019109913690547,0.00795897892467503,0.04412578043882968,0.05275579037133574,0.1548574788968806,0.052039331775289153,0.01571448578403392,0.041360145684679335,0.02941346975975935
FBLN2,0.10439455260708684,0.021276556871504308,-0.04992612249057851,0.003154469224730081,-0.03284038150673765,0.04471676056204663,0.02609939066543762,-0.017350772515203113,0.004753813849383588,0.015146973435953462,,0.049393425616543425,0.040989370913530575,0.10714878906279138
VTN,,-0.02762744239424674,-0.033607818417167895,,-0.03795101204408121,0.026508807740383618,0.125064637056747,0.023980005084283225,-0.012226925084122596,0.060368162616490216,0.02003567585590552,0.10798397475418213,-0.04102867478495292,-0.03361304541099243
VEGFA,0.06524078650515551,-0.010484591624597575,0.019336474401177594,-0.018899075266767096,-0.07757262223720612,0.09961005473350375,0.026545837809031973,0.004184391230348708,0.08223548251249675,0.05038160858203089,-0.012176166233392205,-0.12796310921161672,-0.0308125068635893,0.05157703339343255
F10,,,,0.04061755073553606,,,0.013319861340400732,0.09729680929212706,,,0.0848344855405497,,-0.04441650713626202,-0.027299698366836222
SERPINA1,-0.0033028063777708395,0.013661371095835463,-0.002857956245752677,-0.002813370715813462,-0.03957860628591933,0.02035257603230756,0.01603758982793594,-0.03210945911246578,0.06534004302967349,0.048452748895688236,0.06096802038104551,-0.0065003642650335045,0.04993731163845941,-4.540452346236093e-06
VWF,0.05467909005446216,0.01940906036699406,9.297707976201465e-05,0.05987113869499039,0.017773119116168058,-0.051545305190549076,0.03863475201762372,-0.03871223709324796,-0.049297867875857354,-0.0890978045237366,0.01985815367634482,0.11242506762435331,-0.04274997226869986,-0.030143626417383898
GDNF,,,-0.03218200788318591,,0.01740923736108773,0.017180646046552776,,,-0.014714572857431388,,-0.04783263396414475,0.02804361317507054,,
VASP,0.01853093029714447,0.02476987286723897,-0.007932207571499905,-0.003442469103354718,-0.003017725996228675,0.005893650184941339,0.06525780854438429,-0.02962772230481584,0.007097307627324286,0.021679658714500432,0.07327995494158553,0.04179378851776311,0.027174229963217778,0.05630819583811864
ADAM15,-0.04965335770575396,0.0437139798378444,-0.03086022354775105,0.07034670534321724,0.00772978434069645,-0.01430196558061087,0.01832936269275915,0.016619819817103497,0.03329313216358998,-0.005049545337258879,-0.07982462163793239,-0.003871677880847658,0.03779157646834341,0.05435390737766703
WNT2,,-0.024815137129223952,-0.00242060631677368,,0.013288752678880196,,0.005589877104922775,-0.012387011263250597,-0.013770658577838438,-0.04505239196068364,,0.07030393002450822,0.11595031575396277,0.07518642664163412
CALCB,,-0.02597283868062551,,-0.031315514511137815,0.007336429639251647,,-0.02264748506546422,,,,,-0.01654704078417671,,0.04718297832498295
OLFM2,0.04117352462432195,0.056498656833076,0.03302646108904271,0.013540825810563019,0.05444731928749884,-0.058182129197011885,-0.0666405606643386,-0.03987322791806166,0.036943196855635595,0.10007506709693416,-0.04223727587047272,0.01958173291029315,0.03791824959942755,0.04979650545293918
MFAP2,0.10056138295803223,0.0013236931892064395,-0.06776524424509954,0.011926001028090674,,0.012348651069267457,0.061445035807702976,0.05226807581818142,0.024980418515123014,-0.03233281909989514,-0.008505390846242258,0.08653117083033336,0.06265959970522549,0.07980942435783152
HLA-C,-0.012710782528493057,0.025687010422031448,-0.018057795264901207,-0.008466297889147817,-0.006091234617133991,-0.07192800318916143,0.08123307921064085,-0.03566152228047817,0.029632625253957545,0.011332988563452967,0.015258833541666404,-0.030640241186115677,0.037396669482968284,0.04369891778694689
THBS1,0.0346083931048437,0.011306865436279404,-0.038347130832739516,-0.03546363553212281,-0.06846296895879404,-0.0016602366053298445,0.05958236314020263,-0.036205582559605286,-0.02257442332943445,-0.04997091405897854,-0.021520824228907477,-0.017446817795871157,-0.002611448582115906,0.04367217325489577
HSPA4,-0.03679289839296367,-0.00116480844656413,-0.001310211042995011,0.046988740197495195,-0.058944662672014,0.0010254169007154169,0.012798015185801882,-0.013201327654987246,0.006937618967236767,0.08153777794457426,-0.03186252920955246,0.065039249377999,0.026553114833809784,-0.07288958886127322
LMAN1,-0.013843421784256219,0.0059707276602501014,-0.023431652764792407,-0.016610776223383927,-0.07130136942268507,0.06472412476427176,0.11278492184692225,0.003374707444478879,0.0542654662091692,0.022332332517650485,0.051514782296626226,-0.038572997621242965,0.007216502212919678,-0.04723966587858932
LYPD3,,,-0.01715776457810095,0.043917990041094514,0.07610399188630931,-0.019911794092481085,0.08160428168823718,0.005035485627133614,,-0.045052442374566876,-0.0020805494829065694,0.08971662658882923,0.03106605026024808,0.03771360050353514
APOE,-0.07624850238978806,-0.03704568186795243,0.05324849789100285,-0.0020170096981702032,0.041567025160377476,-0.038446314852751816,0.019934388668805432,-0.03228900560259186,0.01846210067807834,0.018013336480383987,-0.001018762862918113,0.018025839444016985,-0.015262054011647467,-0.01910262983000753
SOSTDC1,0.07729965914011046,-0.013007374553778022,-0.032574397680877554,,,,0.12130305054562787,-0.022325189462826057,-0.022374800862813585,,,-0.03148191079921533,0.007661351155701402,-0.0414342029604031
ANXA1,-0.002474648925337884,0.014827208154815398,-0.03571740050344421,-0.040458679119422594,-0.0281085153463634,-0.014465508592744512,0.062219444242286405,-0.009050329546123056,0.004482869032810197,0.08826268416082483,-0.00549101063089497,-0.021900936066935325,0.03709416725091824,0.02715074809916824
WNT2B,0.07596353696395963,-0.00876130031513744,0.0689250804476033,-0.028104137881063408,0.039468932251668934,-0.053100355897510644,0.009799779356605679,-0.006515576651552948,-0.02409504395898306,-0.002853810611138973,0.06173585510624577,0.026191208725089867,0.02289041699352622,0.14723429190508341
AMH,,0.03786217138296452,0.04603304072141924,0.09739491785473488,-0.0507702313159453,0.023805388939434496,0.0744307796496756,-0.012279878336832311,0.03932936695015026,,0.06338091808621572,0.053751948501460846,0.013353819736413438,-0.03874774981199987
GDF10,,0.02421447341499451,-0.042742805271384327,0.07960515860533574,,,0.05024941833882773,-0.02534024204288717,0.06701407161165432,-0.07859318101598434,0.026784511396206974,0.08592221228467066,-0.01945161598298313,0.011833102432479684
EFNB3,-0.038228518962656714,0.029796285086365944,-0.09967659972282122,0.031842343613948915,0.08693066819927965,-0.01411031591493953,0.013386556563895558,0.019022281088191036,-0.012625768277169788,0.004984706932575002,-0.01658118657533307,-0.019453656968906823,0.01724412053171385,-0.0647993822300771
LTB,0.04850332283292426,-0.029453275061700705,-0.00025820952296382033,0.048924458759422994,,0.03734498555655373,-0.0038397192464841683,0.009773185653162052,-0.027349256103155462,-0.04453638437020485,0.009081635495604753,0.015778118522134503,0.012148407968523288,-0.015228154202777944
ANGPT2,0.034212432164025176,-0.07683782985330918,-0.03617447878395523,0.012800595339717285,0.03968203283403947,-0.039547475449638096,0.05528830056190594,0.030058057955851668,-0.05947185973332264,-0.08462702844238906,0.009672610159582004,0.01715418813219467,0.03410789063818609,0.03255125248708346
ADAM17,0.05613200961497422,0.0008742066790967329,0.028313613302501338,-0.008312977998108081,-0.07481360806436925,0.02594100621949462,0.0644191298571485,0.01973761007938718,0.05025966763504125,0.00606023597685049,-0.0701080297556386,-0.056118045555034815,0.004819605844766755,0.07183489462945049
LRPAP1,-0.005109194912538667,0.03725828297673301,-0.04309783099267871,0.009008048276509284,0.0977041531039419,-0.06882051073251409,0.05049615434668058,0.069910748419292,0.03229453414844286,-0.10355072796878284,-0.008695858539325398,0.05694865276355857,0.022017632602149617,-0.04454884435340425
NID1,0.025106445172160412,0.03853305889612271,0.0062281416642282475,0.04839955684247191,-0.0071112730757752676,-0.033232781109670886,0.0748456826629024,-0.004763125887135326,-0.01848494734356043,-0.04084198029351579,-0.03070688836399903,0.03392378051645724,-0.04595053471010881,0.07705022191604087
MST1,0.039707595247422116,0.027801741198261152,0.030360330473115912,-0.03581233171385268,0.02206499382173049,0.022369183845163607,0.07700522112540949,-0.012888416068598495,0.014403513282218504,-0.06399400492511602,-0.03458611873062586,0.01801861768970022,0.08487898510472626,0.08433879158640098
IL13,,,,,,,0.010095710266289715,,-0.017257400486059143,-0.03645333513287006,,,,
DCN,0.030113355387387103,0.015837589194793063,-0.0066968743331745646,0.05266761955587594,-0.014661709971372474,-0.04638405838706846,0.025876880982839648,-0.05899174960350396,-0.004314658156551048,-0.04319392736987707,0.023600715014520494,0.05487024221538244,-0.030069257417087936,0.10079113688254551
IGFL2,,,,,,,,,,,,,-0.02756748225612131,
COL7A1,-0.01707637813946,0.006971850118589463,0.0639248178962312,-0.03858459894226926,-0.006487608692102315,0.028573286151196243,0.07327162691497391,-0.022261633341229742,-0.05091497089970806,-0.10168791107361703,0.056666009127915334,0.013249027769959315,-0.0077785477815874825,0.061858502084527395
CALR,-0.027824661995201665,0.016399210708114655,-0.02522416826349214,-0.013292867125928925,0.018023336908324715,-0.04906084305050823,0.021978696971556064,-0.0067399321829171395,0.029379967187651023,-0.03742910977791706,-0.006671037894597421,0.0021962287927005278,0.054333721205203245,0.04038861284963445
PIGA,0.013097533880996472,0.04714457607670062,0.007958146038785526,-0.026084254859037655,-0.03452360810776297,0.07003426437864943,0.07243584074079618,0.02290644098709768,0.08742972902561742,0.043697985674384175,0.15209355668875624,0.017631572990984227,0.0034491823469764626,0.026527272319301288
CD200,-0.005912797227414801,-0.009160271623482985,0.02768993966344548,-0.031585527285546845,0.08402677834915992,0.016779142045966,-0.018872831721351273,0.026999845325039233,-0.05086191754379114,-0.05141201886192891,-0.02655272408628182,-0.008997808427217974,0.04924739929162424,-0.024359615578666477
GRP,,,0.03177974541409785,-0.01905343653036852,,,,-0.01518934768863664,-0.014866408745964593,,,,0.04239327741847081,-0.03098575886101881
CDH1,-0.03137404225074099,,-0.06890063309020773,0.053939571453962665,,0.0157991892860918,0.056799932283777665,,-0.02419300084503768,0.04169506577629085,-0.025008723169071594,-0.012629969457210568,-0.014703112848313596,0.1303228014888383
LPL,0.032591910278035284,0.03181465147402216,0.008576341423608084,-0.026938188725402743,0.014556428261581546,0.016727257054951906,0.10133339011420242,-0.029507349857507355,0.05660465633400912,-0.01427422190242567,-0.03110472945762789,0.11908829737243405,-0.008453436387805312,0.1586131524964083
SEMA5A,0.06345444175149798,0.04710845068578602,0.03600479908137471,-0.012230211539997296,0.030255341555117814,0.008512492685828744,0.053340967072280164,-0.019841903800353555,0.0002587036899051174,-0.09879662913009653,-0.0013619821622931551,0.048658303540036994,-0.06421858636519862,0.10012294074047284
SEMA7A,0.06290335772214575,-0.05502259882506505,-0.018834368121968884,0.014832091651230254,0.005526019453800889,0.016583771167185103,-0.01007762362528866,-0.008176522235356703,-0.04477507305110045,-0.026244841930082745,-0.0015584785018926191,-0.031053904510641078,0.019694700782551887,-0.06047275139968201
SEMA4G,-0.010689163506483804,0.057146347711672464,0.0385048382060949,0.00311434494688636,0.006493019321097905,0.09626321379441471,-0.01262846657154573,-0.02680388397680239,0.05167873884600022,0.19557178851852342,0.015508714776181282,0.00011204800924991612,0.053534403247641235,0.013046432562854385
SEMA3B,-0.03546249647366054,0.02539025585327644,-0.032397848924587476,0.07894808343437337,0.03810292110560328,-0.07417439988998123,0.06544771727438453,0.03568254849744328,0.05241146007965867,0.04055844932001599,0.012736505128800498,0.001149320138222515,0.046628712271502774,-0.055055006923398785
RPH3A,-0.017774886331985262,0.0037497656259248475,0.02168851887093776,-0.008968361784738062,0.020132434759498975,-0.027145691939302524,-0.008620345208921874,-0.0034021780586979264,-0.05630362728046963,-0.058240299048769685,,0.09610899642217599,-0.060497240355687355,-0.06327117472641094
JAG2,0.061515384799618836,0.013144154957944718,0.023628113491349086,0.02793966095401589,0.038420076165536304,-0.02995358669237254,-0.0033869362881483703,0.03155288557081184,-0.0005546716964582671,0.055583894753531024,0.042344751831269234,0.03870561108760329,-0.0205285387141625,0.05873173795266173
CGN,0.06888109463145432,-0.048633875994499004,0.017739158335898193,0.024133241320256914,0.051472570346213345,-0.01909192267807681,-0.0012026591199594636,0.012980462270293697,0.01103161372872456,-0.021232095628433024,-0.015790800827915605,0.020430826272292563,0.021232915354315072,0.10542868867465617
GDF15,-0.0034979120187265604,0.007277646739456249,-0.003919158821647689,-0.02982416727269149,-0.06999419006770233,0.09172195965355566,0.08080316552402564,,0.06018832374834916,-0.14382213900491966,0.004992116928822383,-0.00542827422470003,0.019361584560749268,0.08384182084785874
SEMA4F,-0.04453672936003906,0.020142740957483213,0.0001919583227425951,-0.02855028272984995,-0.01309893860458322,0.006612434038385427,-0.064921590300823,0.016692138489883983,0.013105719662281285,0.03131410318583099,-0.04399738001456297,0.019973614262744674,0.06469565711196607,0.06730054408079669
NXPH1,0.015688670834924947,-0.0011050277803704763,0.024090698284433217,-0.013107474965897413,0.04488191877968804,0.02634894757889563,0.041908536693384936,0.13823399261915142,-0.005785593462738944,-0.03376835288163199,0.01703252274546231,0.0484927180905671,0.0004764122545133564,0.045720598309830884
ARF1,0.04640142369943634,-0.018268190155167414,0.026095701231129982,-0.03558946202886895,-0.030020519874643988,0.06647415212106916,-0.040620892276470706,0.03523226027449306,-0.030707147169889978,-0.020858674728839927,-0.04656248798116816,0.017770920929402568,0.011738528575005428,0.05896864297560894
DSC3,,,-0.020233295013946054,,,,,,,,,,-0.008844918119533585,
EBI3,0.04278396093305008,-0.03876385372092194,0.04815272675128786,0.01634834234025068,-0.04186304074111589,-0.011355815519231437,0.04481540742475309,-0.027078619634916642,-0.028136348437513406,0.006553263720991775,0.02732558886793334,0.06180614613738399,0.07230750507334979,-0.010577198910156994
TIMP1,0.09001329199396679,0.015100770355250911,-0.05687085276940777,-0.018817715366400117,-0.09652819896597248,-0.0007081253499497056,0.07717863989324142,-0.0038219481571531433,-0.00853402530226795,0.02017904915124762,-0.06707309447670304,-0.036937027342367944,0.04839369807527615,0.033868552321681296
SEMA3C,-0.047873377713835555,-0.009541332135630435,-0.016747986403056105,0.023093708905328792,-0.02847917947224078,0.021453979910878822,0.025697092011223763,-0.056059587345523715,-0.03775333459667163,0.02334547621077494,0.08354304832565651,-0.0015304375343250833,0.07594646414386375,0.029278375905910647
GNRH2,,,,,,,,,,,,,-0.012462151073410923,
GAS6,0.0328951633060637,0.002741446161603478,0.020986615206250052,0.06242007269520066,-0.007563330259875969,-0.03858477507404342,0.0544985550045054,0.04841949985587527,0.07820568885637615,-0.07385659464547291,-0.03864321780132248,0.01366619648809579,0.016163681125041053,-0.06203078668774463
MEPE,,-0.02510909208472988,-0.015105677787042762,,0.003571162566814162,0.02159556881736523,-0.0361087706632966,0.0472488145949845,-0.027260678096378547,,,0.039172093487422455,0.013917156909472542,-0.0615964975943032
SERPINE1,0.06131734786085897,0.03870937202883992,-0.050308193001174825,0.05277946317901178,-0.07466559611821785,0.06871540211005576,-0.043386223550225804,-0.033230933755669864,0.024633927591657594,-0.0970826415194228,0.037346424324284984,-0.09968733726426035,0.0363128035647173,0.09499966243449588
RSPO2,-0.020783301341743898,-0.02749862087067193,-0.018653939928885515,-0.029824163474031603,0.02847927834242288,-0.02250166569252806,0.05797767629539985,0.07952410023681404,-0.03223387525159295,,,-0.02131445612803538,0.03707208026425711,-0.018485925564459018
SHBG,-0.023349012962306036,0.0164075593805018,0.027390491031931034,0.015885072067949375,,-0.003377230729962349,0.010835574839964694,0.026776791201525763,-0.011857961605340004,-0.002649314324163652,0.010372596818589975,-0.004396805254075379,0.04728841586227624,-0.03743323272954562
LGALS3BP,0.01789939346075631,-0.018235533396854117,0.00967396717902532,-0.02869750412794857,0.024502798106673655,-0.026697150773061354,0.04804422042016433,-0.0028687551843077854,0.0323687459742097,-0.06116647753477898,0.014078239014314063,-0.028964540567741434,0.11618175345576781,0.05400103361946397
LAMB1,0.07030888777089864,0.022176296517521177,-0.031052786265174957,-0.010630390995467063,0.03867115717901211,0.016833585034102483,0.09714384224005763,-0.032315591937485184,0.009762048031896524,0.05522957409319197,0.05505131019934605,0.00022242297734468476,0.010788028657575208,0.02947820683665494
SPTBN2,-0.02381640076904997,-0.05559416634425777,0.07915056881655522,-0.008845221911652596,0.05369316417895802,0.04928805278754382,0.0031703597690402583,-0.007567662955678136,-0.040020413499124954,-0.08856859022800277,-0.04902794457620709,-0.014419454687202043,-0.03503488851392692,-0.06257535985724164
COL1A2,0.02947577366215089,0.0498618450768456,-0.028873251474244382,0.0647026619835091,-0.023529248076164366,-0.02145052308502702,0.049612383842091545,-0.019600666449059796,0.04232017540453273,0.01246680140140666,0.07939323585596457,0.053480278558959086,-0.023435613945564867,0.055128447303791496
DEFB1,,,,-0.016865083470782406,,,,,,,,,0.08111086899330326,0.07135668275747288
CEACAM16,,,,,,,,,-0.021524886170839887,0.012917801939050316,,,,
WNT11,,,-0.027905157611447982,,,0.05614600586659885,0.045612531196884305,0.0786524417396444,,,,0.1461335438908993,0.030750397460491595,-0.001494923216452575
LGALS1,0.005922596695256966,-0.01135937182633071,-0.09796514552808433,-0.042446000165186855,-0.11690027920097747,0.043450106134071374,-0.0221782174991845,-0.033483889306742905,0.042669830220921356,0.01544657647310639,-0.06673798263963995,-0.07959223980656815,-0.023755883464791794,0.004654058844232391
BCAN,0.006796474415004326,0.025402353155043578,0.053460724661263954,0.034302676792208275,0.09739548815448856,-0.11061164744781388,0.11196654612629711,-0.0004278883741519466,0.043890602957470895,-0.08476035508656893,0.0025624861536216867,0.10121404264651718,-0.03458524402732768,0.12260945954519893
ANOS1,-0.004253351625925376,0.018724920523936695,0.05954854758106098,-0.017982600577701627,0.004443890508147188,-0.036918293100673495,0.0947918802725878,-0.00012414082889042585,0.034585730713338224,-0.03350827451798871,0.01543573563242181,0.09934397120326971,0.06158432202718205,0.05227339465095621
EDA,-0.029258545888984622,0.10634412973861747,-0.011315102720998295,-0.025607220048726037,-0.05305252712552356,0.008522810115813302,-0.01269431235795465,-0.025397698032224508,-0.025903182678899277,0.09596671434922624,0.025017351019130583,0.06846809818114152,-0.04748010942682888,0.007414269180083748
FGF22,,-0.03804808842310181,0.02576370549604752,0.032201890150581856,,,-0.0204876955790152,0.007627582252402873,-0.026904094340447656,,,0.013039139375770942,0.050149568422182635,-0.032133655165518575
SHANK1,-0.024771105289037972,,0.02820394167348008,0.10270845561110659,,0.04566567906078853,-0.019492741120515154,-0.01679358692541208,-0.016587294748290588,,,-0.02732011694389493,0.06266831683036751,-0.03486496518531541
NPVF,,,,,,,,,,,,-0.01725135910392174,,
RAET1G,,,,,,,,,,,,,-0.018218385357701206,-0.021284870378844044
TGFB1,-0.008568500292843844,0.010634264780304815,0.028182349087141744,0.03994740104428581,-0.04045321035736237,0.018547611233003084,-0.027350152620879652,-0.003491947489322919,0.00032332025681959395,-0.03441788291642837,0.010252877624163836,-0.009008472964737481,-0.01501369184876642,0.049819011301829245
MSTN,0.021623548379945002,-0.03595266084170758,-0.025191807734660693,0.01915891772826547,,-0.054698745726177,0.10657428243151063,-0.004312307028278414,0.048226497955587616,0.06320900294220892,0.032517114289472154,0.07166736278478683,0.09703887964503852,0.005440000362670505
WNT4,,-0.027627438898402475,-0.030083290286458758,0.007295460910547988,0.008753494208691677,,-0.023229647789378294,-0.006778723734584451,-0.016450274170463294,,,0.06069525804172151,0.024210412205401037,0.028577977528612065
TNFSF4,-0.0051048239524351426,0.03822756241257899,0.0265026466330511,-0.003914758946797125,0.0016423561470968267,0.014609096957739692,-0.036873625035261495,-0.012493285731928256,-0.010118171807306004,-0.005238261733596768,-0.03131099207159536,0.08412779216878123,0.05966910317633407,0.006460624519466786
NTN1,-0.0328705723748114,0.020720085760929003,0.021353880352585942,-0.046185759281370316,0.12428833306347623,-0.031055150099547218,0.0706660833315902,-0.0191728707059833,0.025872592373047475,-0.09413661469797477,0.00020700304007589904,0.05015032661266536,0.04502130188239182,0.056404043425184465
CXCL12,-0.056230339095450645,0.00496967827192883,0.0356994487734971,-0.017594890369683782,0.02602030894028721,0.03080110212402,0.05534543399031874,-0.011558146821235305,0.006542821783121347,-0.0825481935048631,0.05288893382956311,0.019342325891146823,0.050993701644445326,0.009358834965546318
GNRH1,0.025368437575035162,0.11450714329218495,-0.050352982246005665,0.03434983378310699,0.006375010792619576,0.06322966745253807,0.03132810506231558,0.041631214846777516,0.031472944857136594,0.10856723875800896,0.12068795438423174,0.010848297419609536,0.04998092841785819,0.00554235170202079
FGF8,,,,,,,,,,,,0.006362923738777361,,
RIMS1,-0.026559919409683875,-0.04330182191583165,0.01048622068808697,0.017887220758683632,-0.04423810259754834,-0.021270625910299344,-0.07113598886225876,-0.02179685672076524,-0.04331453039114729,,-0.07679696574950105,0.02546514555437746,-0.005488285299518586,-0.0727227590876568
FGF14,0.0020437065982049046,-0.051846341082171274,0.03242024153370203,0.040905164443840944,0.02633684549382386,-0.02060015376102287,0.07661792470765282,-0.024460323434675562,-0.043400020728448736,-0.04137006412585826,0.12211943853994334,0.08019018036801573,0.034520736010037016,-0.02671516059176048
IGF1,-0.016371422581746096,0.08407181098031632,0.001073598747826156,0.007760414072682307,-0.0165397513272686,-0.03227943692818963,-0.03334053355976545,0.044895265023494,-0.013384904436075182,-0.04989312232850329,0.025868692595113096,0.05998181289700706,-0.006616635362857576,0.009927324229634781
TNFSF10,0.026247745757311463,0.006151473601420216,0.012717247413554952,0.011888097996989278,-0.004793823117251928,0.0115612059118547,0.03992243965615093,0.050216164276390175,-0.010984209402765175,-0.10438439142687045,0.054375300797428174,0.025265028189196372,0.042564028563399255,-0.0560608118799817
GDF5,-0.02078329313838163,0.09503968304657931,-0.04611870678054648,,,,0.050808397252128434,-0.013414377525954462,-0.012043796164799735,,,-0.034300029837344266,0.017070767721446507,0.003384969293130288
CHAD,,,,,-0.022224922267429933,,,-0.011272851338078066,,,,0.09206919158756,,
RGMA,0.03428458323027717,0.04848043505966203,0.0059013960434822895,0.010587015007191494,0.014042416345679232,-0.0917084081485152,0.08356534820843398,0.005504493564085341,-0.025627168890211282,-0.061092432264547615,-0.031295575689192244,0.03961160299871779,0.06795142632367991,0.04212194083400189
CLEC3A,,,,,,,,-0.01611487173115166,,,,,,
WNT16,0.09977297821112392,-0.02536908679302724,-0.025615175235022138,-0.017121409356367776,-0.033012153529840764,0.04942377903333938,-0.015091738774329302,0.048636831587613824,,,,,0.04477465592128875,0.03113654551653838
CX3CL1,0.04644572831830722,-0.06603188910954721,-0.036119064191244825,0.014821577018819757,0.0825741491200083,0.017475220324134504,-0.020161073567130934,0.037405224266598584,0.0030457738109273334,-0.05575820139528437,-0.018126397171653673,0.0013499815977187813,0.04184739517515503,-9.820143574093932e-05
FGF1,0.020769671024407348,0.05123372272764328,-0.053510229282080074,-0.033468846118101,0.09538162488602912,-0.023409530578473652,0.01738352628868872,0.01767443076466397,0.013117224645325847,-0.038872233997104724,0.028457892165698263,0.0151766002091177,-0.0035889540704385162,-0.1211933545409223
ALOX5AP,0.027397896078154686,-0.06665673899523224,0.009817603628826251,0.03642302248115763,0.08609357052947912,0.036083240142310256,0.04680599183043669,-0.027811602379613585,0.07031957097340291,0.0667765985468087,0.03988675352748157,-0.01575157960963937,0.08917730041283067,0.06905300128178883
IL1RN,0.08315738569714234,-0.035200075237026514,-0.046004140147226355,-0.03688570678042917,-0.017370079673875244,0.09806927491125003,0.015858947939378153,,-0.012934664778087308,0.03417936236460004,-0.013381776609712183,0.016184284590639364,0.002614576215982546,0.06588397841466279
PCSK9,,,,,,,,,,,,-0.015047705238663892,,
NPW,,-0.008929496249582926,,,0.0058012492019185735,0.033780124199353986,,,0.03233722890209031,0.06505423368940745,0.13310787495576407,-0.0006696556079443145,0.028272053325002423,-0.054983241026928704
CXCL9,-0.0032534425938377403,0.01183609491763585,0.022600670328024194,-0.0271253380322114,,0.021914008258403707,0.03584138426737635,-0.01341437533373923,,,-0.05911673680160886,,0.008535447673351373,-0.008168937863524982
ANGPTL4,0.0058735511789108266,-0.005129441510020511,-0.034229943456258724,0.010742946732046862,-0.08662358250062402,0.052619556080900874,-0.022591164941288704,-0.00803834791200959,0.04661836532627131,0.04842781748551609,-0.028170844680826694,-0.0943038817767968,0.12583575226221805,-0.00992688662673105
UCN2,,,,,-0.002421566014821691,0.014835475805448976,0.10024251188849648,,,-0.04017977029507439,,-0.026019081192860845,,
OBP2A,,,,,,,,,,0.005588451016679009,,,-0.028259139960578935,
COL4A3,,-0.03825254828167505,-0.012006840074615506,-0.04172223316230677,-0.028676363558369593,0.03436962351592165,,-0.0192985350833175,-0.01631218821016327,,,,0.0936885432376296,0.07208208434046845
NRG3,-0.003867245020814892,-0.008267221630061519,0.0912980696444718,-0.02647645796076365,-0.019836992668991454,-0.04163602859340616,-0.06593634741515671,0.026346068964145652,-0.04376389346614713,,-0.002020884536097326,0.041425286551161955,0.05139256991701677,-0.01747383622871906
IL23A,,-0.04385586801655824,0.04696648846689368,-0.022838098847775257,-0.011381363920573337,-0.01654620301366243,0.08942498335198779,,0.04731829315816538,-0.043637197100010384,-0.05241307272759346,-0.015047699989393683,0.08116861443388769,-0.028573954522928022
COLQ,-0.00553001201629151,-0.03397804633822684,0.018523050325520395,0.021193130223735115,0.010475497921831195,0.03396282485217946,0.0718459929746355,0.03763346924240876,-0.030416436149619565,-0.09142368531845517,0.019754157542978226,0.010004234899119413,0.029466789892566132,-0.00800722983345082
SCGB1A1,,,,-0.01737411630404951,,,,,,,,,,
TNFSF12,0.011748043452222046,-0.025810218936471733,0.01394062067532909,0.019555790872255757,0.005174155701353542,0.0004617747306416854,0.08149801360759396,0.01091826159403266,-0.01831365172530237,-0.028326573923720327,-0.001248527451731487,0.057349266065140625,0.010786696458211762,0.022244146565808094
DKK2,,0.04210867671661827,-0.0002481714229211907,-0.020388288986237242,,-0.017736431122524664,-0.018667221911762056,-0.009230517613854562,,,,-0.01776276510362817,-0.021633040006109022,-0.03608155939856099
FYN,-0.06426362674685207,0.07393308284772343,-0.009430311951072525,-0.0036452282888792082,0.04247228991343048,-0.03203818148567899,0.08575937557932703,-0.007153616125748042,-0.01073239423715843,-0.03176625907284503,0.009384647518156363,0.06308347902067417,0.030546835039979132,-0.010289573648818646
ACE,0.0564133093988486,-0.05131728656231278,-0.029185586925053436,0.070038145894843,-0.02942055867912499,0.004639043471185409,0.018974873167948818,-0.01399716416239633,-0.010536062844024335,-0.07510158630060475,0.03383827002340475,0.0554535842879321,-0.006485084342269619,0.00426774064825991
IL18,-0.03692511861613711,0.010369451337327622,-0.011220394368860964,0.02454094096894539,-0.0037486912698700765,-0.017647248235883043,0.09077137925577518,-0.0042102465650189136,-0.027113856806508168,-0.0061816673002123715,-0.043236452844636036,0.04734184072989412,0.1031538811795381,0.03133893213103537
PPBP,,,,,,,,,,,,-0.018424461522151325,,-0.023855505466659776
CCL27,-0.021052857500738875,0.15290121516177177,-0.03268617212638417,,0.014080337238413421,0.03353263005195676,0.025930258894315807,-0.009508761191058146,-0.024965450963087357,-0.025759112477785704,-0.03810823803574848,0.016654986377208438,0.09422952649349191,0.06300205332772355
SERPING1,-0.019345066855791883,-0.0041417890649436,-0.0008006695163508106,-0.024043253836955488,-0.060530895965263044,-0.05558112525709106,0.04605034535533203,-0.04421835967914175,0.013843091794782509,-0.03925253296045759,0.04105367746835764,0.012189842554615695,0.12480214514971567,-0.03625112664251598
