,MGH258,UKF296,UKF304,ZH1007inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HP,-0.04305924103537265,-0.030579334938702043,-0.04320744190640513,0.06662465492554909,-0.01804463701867287,-0.03354515119602581,0.04346456322622963,0.03841429233500564
CXCL2,0.02886979016652754,-0.01341544407844618,-0.01560970926127874,0.11024100986512261,0.05156732233556143,-0.0053182017637595355,0.0758505552456916,-0.10119254625346845
NPPB,,,,,,-0.025790416275851786,-0.016608293664236995,
CCK,-0.008295730548479046,0.06859255492944145,0.1848293942709308,-0.025193970831450585,-0.02329950952689465,-0.024526922187435504,-0.0019280949777418883,0.08385325961892164
SEMA6A,0.051579368189240714,0.01323733630648712,-0.08143420759226981,0.020031184761103042,0.00722893873386315,-0.03767810955867735,0.010305659504104265,0.014806574909504927
IRAK4,0.07315006004042054,-0.040259040926806655,-0.061829148825479706,-0.009801921623798305,-0.03471803354845721,0.002681812992383251,0.022116732478699604,0.013447450649643596
GSTP1,-0.049511736857197904,0.01089727169114874,-0.1571207696567033,-0.0716329350207099,0.01545140713503468,0.05748457831692535,0.08317711185969968,0.007875464874149767
VCAM1,2.4739616866271396e-05,0.007548807532779966,-0.05225559607003838,-0.026593084808577402,-0.0016627132853575526,-0.067237720448795,0.028694847532645232,-0.017416799856026052
NXPH3,-0.0071282267248843215,0.06459248141839445,0.0006308341267348089,0.017075308193046885,0.0166678012936747,0.007901019598232948,0.008055225016832163,0.00620630913124059
MTMR4,-0.0113156578765039,-0.01877912451814324,0.0014613958508515553,-0.0026008938094075687,0.07473090500527368,-0.028943599792299362,0.01492894212623276,0.033459734641090505
LAMC2,,,,,-0.025053669014617447,-0.01674934132222056,-0.004651876001072533,-0.029870929680547147
IL10,-0.02399829621596753,,-0.052087634474630065,0.004881837631577787,0.06317105920620839,0.07431794080097996,0.12924363172115547,-0.05196279563378874
SEMA4D,0.09259935272937075,0.015921926880669582,-0.10786834926469734,-0.028569828846590147,-0.0828735373881829,0.014101492876750008,0.04794975979181122,0.08815350385256576
TRH,-0.021214148800895265,,0.005693378092942128,0.03295214809762091,0.049510327725741224,0.0029271027911246567,-0.01860240268060037,0.06690347617283035
SEMA6D,0.021279170247158374,0.02223442093824967,0.09235689839983287,0.010244453928337427,-0.008996351294410591,0.004423288240216044,0.013956492296463865,0.01549543455188196
CEL,,,,,0.04792992680335698,-0.024824359250319925,0.04371354065927493,0.08011229554761487
PDCD1LG2,-0.004536248416943899,-0.010762148466405698,-0.03036059326458662,0.02500952049774061,0.04324178881293456,-0.0388930175845181,0.02466139741591775,0.030764468317353404
SPINT1,-0.023036748311133393,0.09035110443622796,0.008188819970995175,0.09870021429812059,0.019596170517942157,-0.010405694034258409,0.0787844930050986,-0.03267589666515136
CTHRC1,-0.07048287648678365,-0.0018810513555918126,-0.0483500878969348,-0.013426322909085629,-0.021575946312466305,-0.02663481845028058,0.03833756663422326,-0.02787797071598944
PODXL,-0.005476551659618615,0.005933459095792308,-0.02619902461946199,0.11060967096137905,0.009639240679072604,0.02189422305931641,0.010028593136454147,-0.0031753633657774505
JAM3,-0.005790594119263182,-0.004987390194937403,-0.14693394085167757,0.02615197842268722,0.037690151766785654,-0.04267730999464419,0.06459617302840949,0.05795830152690476
TGFB2,0.06048910506635428,-0.007077419954883594,-0.004850908216912256,0.03813487048744297,-0.07524369296852425,-0.005371903388703433,0.0037336301986150657,-0.042241740014933735
COL18A1,-0.06923688796949434,0.020296777526707527,-0.0914033942335182,-0.030476758118460807,-0.005778099985686085,0.02155707026739944,0.0489398031091783,-0.0185420830916289
NODAL,-0.033561873254311154,,,0.012119639914857434,0.07116541586730446,-0.019154128025775877,-0.02545907976136599,-0.01657680143391827
INHBB,-0.011453530871792359,-0.0007706220478798641,0.0053623118153493295,0.008411880026316177,-0.04134859510799344,0.02034927982084352,-0.019305237114845036,-0.0010979713547371167
LCN1,,,,-0.03235045447035494,,,-0.018811762098367827,-0.020951908644107134
ARF4,-0.016893407845165787,0.023475545526375905,0.006977900272647719,-0.019715460800431548,-0.06004204295356391,0.0002657815604513416,0.005675261394133363,-0.02714604334376598
CXCL14,0.014383696823441183,-0.03616063151682221,0.04498796731718201,0.09199340694384066,-0.011959030450667388,-0.0040261241236660365,-0.003643441713824155,0.07952099438914681
LIF,-0.028653694202679273,0.013429121355667503,-0.026051974786271005,0.06676338247288766,0.011907523490391581,0.026495281339852662,-0.05221105925184381,-0.09505627083370581
IL17B,,,,0.020250421878459157,,0.03909621489434901,-0.018687844186555596,-0.02368901314908116
MMP1,,,,-0.0353977223293562,,-0.01725569138665077,-0.02351669955458548,0.0053224238782961465
MATN1,,,,,-0.02534299696350264,0.006548936441497544,-0.022624496757154364,0.06904239640891209
ADAM28,0.05089134761408848,0.04224471362033364,-0.08636301957595997,-0.010934106094535675,0.028843512454153855,-0.03082959172085429,0.04022627627514897,0.048299147584431344
TCN2,0.050618298045651766,0.0028297394207936998,-0.10523563615802009,0.00775238916468132,-0.015822709450571886,-0.04083359220601859,0.083533767845878,-0.023532779885323332
THPO,,-0.01190853712749055,0.015369243328798429,,,-0.021303685277162875,0.010095482119949754,0.03067102970765916
CUBN,-0.0013412314849287946,-0.02447509879490725,-0.019886355606685,-0.0024753392490187514,0.03321048206426637,-0.02511852021843141,0.09778486500550855,0.06840492635748385
TIMP3,0.05497345370875241,-0.02776708898654486,0.0003232859812084201,-0.050177016871565186,0.0002924857709645396,-0.004950601251424849,0.029856800593078475,-0.038305902744963344
PIGF,-0.028521364854757158,0.005819063935733284,-0.003213236337755835,0.017008649558343324,0.01569023019040403,0.00436432511306674,0.050740632527526384,0.014668030863604272
CRH,,-0.00791057835659837,-0.02218512094863097,,-0.04271530363492529,-0.03855963850166565,0.033199978177353665,0.04218316222643821
BDNF,,0.12504653606871155,-0.02566899223909663,0.07540113580631767,0.05470017181194477,0.05871222469869979,0.037263802337496855,-0.034876855521770916
CCL5,0.03519331859708482,0.03927150143020591,-0.014812655689946557,0.0490725077019196,-0.043534026948869466,0.04501344923953971,0.048261114218202734,-0.019180494662191114
GAD1,-0.0059596943613863754,-0.010202002968320533,0.1568121778739823,-0.04987393476150654,0.0007492607366582158,0.037889635870256906,-0.02576033871235686,0.03501505396370147
COL14A1,-0.041125410630680516,0.03876829164192549,-0.04561390290037989,0.033094770264766496,-0.01055007557327869,0.01744568497876548,0.05811703375198601,0.01711278108417259
HLA-A,0.0357678676981012,-0.02873465058085734,-0.16723590712399686,0.024480100850177555,-0.020423480425250395,0.011672166454905231,-0.0063032724646564725,-0.046676467861305325
CD5L,0.008496347431930564,,-0.026988932741542005,,,,,
FGF18,,,,,,-0.0038704630693672964,-0.018602404173056544,-0.02963647574523469
ADM,-0.037175305705400015,-0.02798659652734435,-0.040434853125488605,0.05834165706223495,-0.007995262990936322,0.0711263463084011,0.002792896742359016,-0.07579522206770234
CCL15,,-0.01657592883555403,,-0.024485996219636135,,,0.08704854734372897,
GNAI2,-0.021380954588814904,0.007261438848379525,-0.11586583263713489,0.014430097405867193,0.01714785553096195,-8.75370808232856e-05,-0.013630674181000809,0.029985524164897377
HDC,,-0.014497112249859388,,,,,0.02131615591646067,-0.021588025780113217
COL11A1,-0.026717684993617916,-0.011566734634484354,0.034109831653905125,0.06299365324638682,0.03277454313911762,-0.021785399965499313,0.03533204837785058,0.028452718952819814
NUCB2,0.07201510193351915,-0.008910800187430025,0.00437315910433649,0.0443471225062474,-0.01695840668907133,0.0238790946173296,0.01098295525933046,0.030469236388230885
FGF16,,,,,,,,-0.021272192980490937
CXCL1,,-0.010836839880748319,-0.03682128575604199,-0.026223810059680996,-0.03809422521016866,0.007448636387273402,-0.029303127655323828,-0.05048571179142528
VCAN,0.08050594685898224,-0.030331814248753846,-0.03864782437581787,-0.06308647861416498,0.02716305946611748,0.09927254736808093,-0.024106732935877364,0.029777862443746805
MMP7,,-0.020934426994908644,-0.015882599995840116,0.01787326227383085,,0.06404327049597698,0.024109060475932788,0.01619959191014898
PTPN6,0.059072495759500916,-0.009113915566850681,-0.0703994866591786,0.08566800843826758,0.07367755266287422,-0.016118340859106736,0.05700713549594196,-0.012305042104160818
PTGS2,0.034970832544304,0.04977235721659813,-0.031425737447347515,-0.034003311394712625,0.016166983696455427,0.058592079710972314,0.047278853530546255,-0.06524988992725642
XCL1,0.002342504800279785,,-0.020833452094707536,,,,,0.040246381086781594
CD58,0.029946326110649114,-0.003455924464564823,-0.012261435432565304,0.05908862786110052,0.07239438262309017,0.022904111406407992,0.06338300082391833,0.06222639238821362
TNFSF14,-0.019967122858265563,-0.0105847409846695,-0.0452393724417805,0.0156798840859379,-0.05273199359729661,-0.024916312763921398,0.018885369477655244,0.013267339608409213
CNTN4,,0.022390219458819083,0.0988582029930593,-0.029118891021524724,0.0012086599291148553,-0.051972030745997225,-0.02745277240618987,0.06489899183613983
INSL3,,,,,,-0.024916310356604392,0.01654176642840619,
BTLA,,-0.013517076262454067,,,,,0.03771602002982809,
MFNG,-0.038533343354421885,0.013290393911408668,-0.051347867859011166,0.04025867751317496,-0.033569109660885346,-0.015591894992152853,0.03414056902840098,0.05733220868303491
ICAM1,0.044213131253320374,0.03873357766239994,-0.04783468169182627,0.12248826450316547,0.04427114344554632,-0.006110102650417037,0.035817131431858364,-0.07150761208237952
PROS1,-0.03727979267618382,-0.005577924933560491,0.039019665205650096,0.09202536419233294,0.009629497279459958,0.01926493871012733,0.04589932725828017,0.013765612998677344
CLCF1,-0.03551286491690408,-0.02890846626120673,-0.03653223392058999,0.022401554161938054,0.08165204419405114,0.0042718065909434725,0.020949747634966872,-0.08148895204873707
PSAP,0.03762310627049468,0.013374210472518066,-0.07605566375610762,0.07623717420314317,-0.0029654451869019333,-0.02205896612902589,0.10240311301910195,-0.005721867106251331
EFEMP1,0.07074884594227297,-0.005055030175778799,-0.15101739159774877,0.020047546271912152,-0.002862773395658492,-0.007856955031572938,0.012634064998218775,-0.007312678277911797
C1QTNF1,0.040419568902947414,0.05216267816398869,-0.019671770605158338,0.04347123526539562,-0.05342714593997949,0.003183953558413523,-0.03958557077804135,-0.034343131435948096
ALB,0.07934535016611441,0.08218782368515455,-0.05680714115309121,0.011873998233298202,0.03668247170697969,-0.003576287790597273,0.1774506846336148,-0.03056476891014621
CCL13,,,,,,0.025954130266556918,,
EFNA3,-0.06057867816254374,0.010588288526648108,0.14433091805494475,-0.03981782314995841,-0.010676309687258998,-0.03956874092684905,0.03649112761074794,-0.014451917250027764
DRAXIN,-0.011998476223903251,-0.009653100294497912,-0.02174297597101676,0.031147631120604594,0.05298157495969356,0.035947038664250926,0.06086067951991358,0.06137191504819773
RAET1L,,0.08642759455878796,,,,-0.03027099388468618,,
NPTX2,0.027352005831462155,-0.03800805640157127,-0.008491649161424414,0.09843071415593362,-0.008347435400074953,-0.039147088804129766,0.09266543551449363,-0.0057231385969022065
FGF11,0.015082778851610693,-0.021879686062267947,0.012762688263899584,0.04749842178076888,-0.0009481616870391737,0.020839304030461834,-0.00742619689104816,0.02064358126005147
CD59,-0.062027079130628895,0.01687094195719247,-0.054585967484797424,0.09054606466971393,0.04651061530009007,0.03025457969153079,0.03338582400545104,0.07292774288564477
COL9A2,0.07925311630526082,-0.036130316597017556,-0.11972875050300966,0.03218385248262594,-0.03222424693893484,-0.01867498663625805,0.02524811577492266,-0.003247605825511243
DLL3,0.03876259236282386,-0.032368706561127676,0.06771457781987665,-0.057501973379715125,0.04269532601760916,0.009760817902347589,0.022038861289190973,0.07167627589014451
FGF5,,,0.09097858841278378,,,,0.021149150092769704,-0.03649022800292517
LIN7C,-0.028436275171617988,0.03208782548413318,0.014350399463984944,0.023479539232079894,-0.02897815601730222,0.0013523229709500554,-0.040866684063379746,0.09448977436134796
GDF7,0.02179431795877698,-0.010584740573346445,0.0867661324720181,,-0.02947039185072139,-0.020255505967787146,0.008996656882356277,-0.033000175256361494
PSPN,0.03390923322459796,-0.021446434639789166,0.03144994716936652,0.10152923591606539,0.056417639556402756,0.0017818573788858393,-0.005351435764367557,-0.006501272947241892
ANGPT1,-0.04295089702238134,-0.011986268474273936,-0.09352442099650721,0.1179770338434863,0.035586400627402356,-0.012423245502168502,0.009299231064792541,0.01827919852218578
PNOC,-0.030304217635898037,-0.0010493584315804372,0.1340007703266612,,,-0.024013729624713463,0.14339479627658255,-0.044275884701935185
L1CAM,-0.03222362246631859,-0.010271525271297315,0.04216895820824114,0.08144856980336593,-0.026631657748457573,0.030055440377301703,-0.012800784898242514,0.06475594355029474
APOA1,-0.0021273936236146282,-0.017130386374350787,-0.0143307283038185,0.024813474125914965,0.008229466583133881,-0.005810139397388005,0.023570033730541583,-0.023322895178295944
PSEN1,0.0360034968307644,0.017286342649647124,-0.12063411535083536,-0.0447271415751605,-0.0006541164922642349,-0.028046720836961768,0.019731104362004037,-0.046766872995171425
CALM2,0.00042995949293012537,0.09752129396480586,0.16028076584094267,0.04193395753673129,-0.02183552008162509,0.00895147270681277,-0.016411706595254476,0.11464687093788822
CLEC2B,-0.01583669346433506,-0.011575252768712416,-0.03037689999746764,0.06416178066137226,0.04224242259212831,-0.03455417129968161,0.033353079563213026,0.0022366013079165217
NTNG1,0.07925919071697508,0.006484590513350946,0.038800923253604964,-0.008130377159724813,-0.019555069374256915,-0.01365578805963228,0.07001575860677747,0.03937231133168379
LRIG1,0.030212313529269196,5.782667554997632e-05,-0.03504685930658477,-0.006898520100940657,0.03623313543090702,-0.04916453227526317,-0.014157339627432599,0.07264692059530718
CPAMD8,0.00655483265455677,-0.019591479585148053,-0.03445870454827552,0.08687074956623723,0.04932863106929821,,0.048998151340853766,-0.02339959760794903
