,UKF243,UKF259,UKF260,UKF275,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
WNT5A,0.006247952815188967,0.024395302576412686,-0.02284090170832245,-0.0019058332823528343,0.16370242360729995,-0.012056516878997559,-0.012849051470662806,0.03257761488450516,0.06747995731302218
CXCL8,0.03085421892354357,-0.019468397495808015,0.08648097988474969,0.06997167373174787,0.10009709412501086,0.11077551204932407,0.07847467018443716,-0.07775342277983877,0.06373178687183735
GRN,-0.036937306679195946,-0.020088686782656403,0.011676939096972243,-0.03674269026676911,0.04480429047855596,0.10213274700031802,0.009489716771019991,-0.02900616592811869,-0.0035774906979998277
MIA,-0.0447609241196553,0.011846821832182016,0.07543889471481724,-0.009382337907325776,0.13011975004680584,0.08595412334719557,0.005230506850674487,0.07267830184590476,0.11086723204051792
COL4A4,0.000976150647612757,0.01157720890346665,0.03831472568548721,0.018212424643034884,,-0.03535628324741208,-0.003615353198392361,0.03707865134237561,-0.016890056553768393
TAC1,-0.016339923501672942,-0.02356933920797845,-0.02781068084987825,-0.04636893406200177,,,,0.050539858986965974,-0.09924239477098044
RARRES2,0.041600188457299424,-0.05140038944462466,0.024991145967382333,-0.010113969526821214,0.09182300857348853,-0.13160150775826898,0.045763766751776756,0.07033632334837307,0.06830435599150789
FGF7,0.022375814401663204,-0.026204670499808496,0.05223786095568525,0.05296150909347542,0.08744940132539379,-0.07592672208465931,-0.02923255153096045,0.041204772720041624,-0.008067538550129984
HBEGF,0.05634171883334953,0.0030570880222971987,0.045859042117980524,0.04975991483910219,0.04183509229003902,0.033069136342508035,0.03191320106041426,-0.03636381724303498,0.08822943883339988
CSF3,0.09735434637545028,-0.01762033709776171,0.15234889978378754,,,,0.0955079793393919,-0.008808093550471827,0.05608188996206905
PI3,0.10220121378835027,-0.020285735946915334,0.18117775586368398,,0.09069671707438244,,0.04729519813659228,-0.05556127075650615,-0.03986888286786441
PCSK1N,0.010475211250155499,0.0359712667967995,-0.029581437772954904,-0.008368212481563114,0.07115780230647101,-0.06574974720183009,-0.0599592704675494,0.10921034496685161,-0.09914018416401003
NTS,,,-0.03589907712716494,-0.02454853571137028,,,-0.006116286428710093,-0.0021661099644093964,
SFRP1,0.03599541725598757,-0.012898951263280927,0.010579284476896147,0.06867973324256328,0.04733013309669315,-0.010015087491684902,0.020653811797048595,-0.0018160646575217008,-0.009256291441258948
CXCL13,,,0.04327083951523602,,,,0.09717281932963977,,0.1114125734321526
MICA,-0.037586432486544016,0.06013116063697332,0.05021669479391439,0.07686508920141341,-0.03123349301123056,0.005650393862207966,-0.07437654393084905,0.026913779486551045,0.046080624429880895
TG,-0.005636990720278756,0.02726717457095243,-0.01581946782151528,-0.020736189136860504,0.0210959889592701,0.016097872892855,-0.019168756298048026,0.05590710658008417,-0.034802398963474604
ADA,-0.04317727660841948,-0.006899193564088562,-0.009703265638196134,-0.018723527957972785,-0.08211866835072022,0.1710806641861915,0.004152895353552025,-0.014720190696315832,0.0034313920383276905
LAMC3,-0.027279534213596152,-0.01195271905942151,0.00693902391785978,-0.021275275127683974,-0.0705056279378423,0.06287624165086117,0.05113172636727166,-0.037685823904399146,0.04898010281996242
CCL7,,-0.010064146470774447,0.11609168819631094,,,,0.08007999819922693,-0.011634066209423038,-0.02453034658590545
NGF,0.03948964757729349,0.0036011032336606607,0.02848806823436957,,,-0.0466988976895345,-0.024971083719777448,0.05018846827133654,0.02269082730390749
TNFSF15,-0.03341640329349849,-0.011206919326305834,0.13307704631729086,,,0.05160271778740587,-0.0210785195489154,-0.03406006555538801,0.07421010570354644
HMGB1,0.05555879868994929,0.019344262226022133,-0.0737596615327517,-0.02258811725781696,-0.13856064833903536,0.022631267788942717,-0.04585015394145233,0.014312156646068034,-0.0828171514676343
ITGB3BP,0.05468724153201512,-0.015473244445521107,-0.005342311336574459,-0.04172154873403338,-0.06639998767755259,-0.06113500229189007,-0.0464048510154793,0.013985604816785355,0.07941405369341786
AANAT,-0.001941090327477936,-0.010197151504232034,-0.01937053394602005,-0.018648176073445166,0.009445609415475812,,-0.018968142771349245,0.01740843472905804,-0.031563490458464634
RELN,-0.02110501542319441,-0.0015970411121459672,0.016330277163381927,0.006116794848462846,,-0.010157856349401223,,,-0.022977531386315184
IL15,-0.047500840467324924,-0.01564640724419846,-0.01453575015289613,-0.0027555727672587617,-0.0131438950187316,0.05997217739049779,-0.034750414713862844,0.07073744951358303,0.06105751217992902
UTS2,,,,,0.09373106101522927,,-0.016152761802427855,,
BSG,-0.015925305422137968,0.021039683394072622,0.06443998814315652,-6.50518916672737e-05,0.19662015188715065,-0.009076729794733887,0.0700416892250382,0.06325497289864009,0.03536679724108076
ADAMTS3,0.012193465587418214,-0.015241682276916595,-0.021046505635858404,-0.012687585699145902,-0.042884169812538356,,-0.007476085865798575,0.061150853633220245,-0.0052765186630763326
CD34,-0.021049328214213507,0.019594342019435357,0.04568675168209034,0.004113697906806667,-0.06816642215758849,0.044698195597326865,-0.015458438019890065,-0.03449938618641082,0.030749026714105576
PLAT,-0.016891367421973957,0.011342647473026012,0.0634933098580219,0.04326018441465073,0.0069156999164974794,0.10614591871761211,-0.07834330048983663,-0.024585175894537126,-0.03311540046195024
NTF3,,,,,,,-0.03149650419072508,,
LTA,,-0.012898950659847712,,-0.017960137002613716,,,,0.1341586695402044,
CKLF,0.021778592137671752,0.005896776127603055,-0.011354652976071909,0.02742311245381329,-0.02818886440264873,0.15841587394775714,-0.04866763823810738,0.09564128535395301,0.03452344523320241
CD24,-0.015353786200346992,-0.004407743985602828,-0.06435669206233906,0.005855702254975762,-0.05814621245449331,-0.12684601439331047,-0.04091676599527623,0.06037839910438471,-0.004754881984633249
HSP90AA1,-0.031503408231411775,0.04795578451353848,0.006029395625754785,0.010081415026291412,-0.06059428189769346,-0.00035526625299627375,0.08227696750354092,-0.09033876011648373,-0.15508146844674725
BMP4,-0.005449325925383867,0.06664988063492347,0.031760306849302616,0.029432655097674114,-0.049752019298524054,-0.053613742704378305,0.00533845520567432,0.0011317100497630615,0.06218709265918844
SCGB3A1,,,-0.023067914644996735,,-0.010571590756230115,0.03786803581083381,-0.032908813524593405,0.022023061674825078,0.029560051188309042
IGFBP4,0.05464725210595207,0.00945480679037396,0.14782370619719723,0.019495873115736424,-0.13038461676412005,0.023923621097522076,0.024687303150842672,-0.01980137276730129,0.10107311017287728
RSPO4,-0.03299712566300665,-0.01974410388624082,-0.026624123308950837,-0.020888732719349996,,0.04326344020461429,,-0.01414486391767321,0.012617419532403452
LEFTY2,-0.012852578098656581,-0.028821583433123528,0.00724544873992774,0.025093209988741285,-0.07570889502802185,,-0.018354191939679118,0.047066814970307305,0.019294703948989658
PF4,,0.024085678536809995,,,,,,0.06590820233059964,-0.031177835858842623
ANGPTL2,-0.011115382047825369,-0.022041463917298398,-0.05042069348094448,0.010802839769511326,0.0015610602356623618,0.1168559973076557,-0.0422844355419664,-0.010694779017012983,0.04442841980006533
LRIG2,0.022537222162295475,0.05499051757475022,0.022488458374295642,0.050277466347850616,-0.014159207929117101,-0.031897014960552514,-0.011105082437393735,0.05889984699443985,-0.026083985624308834
ICOSLG,0.09796070260503659,0.00885752134091657,0.07182964662877779,-0.016527485680047076,0.03786013903541943,0.03127462651124803,0.059866301396282656,0.051531140859471684,0.016022362470801216
WIF1,-0.011136709485828566,,0.00095448297518787,-0.01611934027562985,,,,,0.0279510160961534
NPPC,0.018454979377205527,-0.013621138920080574,-0.011656335437597998,0.043223067332265434,-0.06803244619599229,-0.002292819586386727,0.023136540710028602,,-0.05267500203598647
LYZ,0.006104666022037257,-0.04138328113911867,0.02787900248087786,0.002232646612222627,0.0743185745659124,0.06618252532628012,0.036093464445824945,-0.024953638566134088,0.06985569017807067
EREG,,,0.13423741050885935,,,,0.09779869405248275,-0.026699972902383247,0.07804230511038723
SPTAN1,0.029632138809288014,0.047766574709890534,-0.0038642079698911315,-0.04531755331995,0.11349421299389675,-0.09053282222036133,-0.05963410299798107,0.008356237596194638,-0.0740594359516128
LIPC,0.05153258905476443,0.020750663447007062,-0.025776533443067615,-0.007375037039645883,0.06109308925578917,-0.024997684270100302,,-0.0023781872461953006,-0.017494472993909323
COL8A1,0.024277976690187872,-0.062270797788661035,0.025292825875058583,0.033491283064942416,0.039343144541637974,0.06500829472166833,-0.06771494703941056,-0.0014397362772005883,0.039756826239213124
GSTM2,0.028954822267478118,-0.03109051113124836,-0.04471808138440834,-0.02663998004968613,0.10686047117935955,-0.0447912483897986,0.0066503184521577675,0.023826967830845248,0.01607729276421498
IL4,,,,,0.0032329807227610865,,,,
SPX,-0.02786450124492907,0.04802347358052375,-0.031025807755961747,-0.030180427521037202,,,-0.021799776699961446,0.09171482880739287,0.04609410325639364
MFGE8,-0.00587315997138267,-0.031215545144050002,0.11893079468239619,0.03796056529943943,-0.032604542209422244,0.10326952837697177,0.07774097129962607,-0.05014493782948799,0.007454231599239102
TGFA,0.012829698941093775,-0.04092392842610463,-0.043453095427972495,0.007216363151010204,0.023609991169517678,0.14423351588884992,-0.00950000486726735,0.03586625466045211,0.06439678185758355
SLIT2,-0.06687090413079975,0.013448328587009803,0.06698873622553149,0.025812989699238148,-0.02718255945126165,0.013053515633026256,-0.007092491960607146,-0.03575090877382304,-0.03415756076305737
PLTP,0.0739108401081946,0.061894977643813104,0.049938002513732704,-0.02605298749498341,0.04419445429782052,-0.1548722979801524,-0.01805919678098951,-0.013157387054269457,0.06172510507491297
APOD,-0.014538981547889848,0.027358019967868318,-0.12758905552667224,-0.004232374079734785,0.08597959465745042,-0.06464282061361516,-0.018131385397332327,-0.04347722042856686,0.07388234181073827
B2M,0.045366135753737664,-0.03200206131526082,0.06776932146462765,0.03691277772268111,0.17228005392964257,0.20684095123362942,-0.022262726293010845,-0.07090343656099339,-0.020701760310050787
OMG,-0.020092540024764752,-0.019932970759909744,-0.09896928233460857,-0.002436971839673678,0.15106629362600615,-0.11528675831535262,-0.04882339930231403,0.09264043444754956,-0.13643665719535097
CXCL3,0.11836323161322884,-0.01527611310200612,0.1228086306287716,-0.02340913932421597,0.13289732935821189,,0.03493294859588096,0.02288944766466373,0.0722803969204825
CXCL10,0.03180172534415888,-0.0343837642762545,-0.02286135714232659,0.022775009453011693,-0.01824507286625968,0.0505522434507863,-0.0028709696811151306,0.01751194743067043,-0.009216346245613894
RSPO3,,-0.01019715075077799,0.02978864252633158,-0.03154927314883075,,,0.01970554293784488,-0.027194577966898642,-0.07287051156236941
CORT,-0.002811164558003432,-0.02286789354825232,-0.03128369592033992,-0.05579175972404362,,,-0.024654214232628386,,
NCAN,0.009094053702696196,0.03686539913513677,-0.02599026134776593,-0.0391969163489382,-0.01607523525095712,0.10003956117219502,-0.048553649508788446,0.03978912476226527,-0.047596433999598044
PRG4,0.08070454709382782,-0.010064148039122279,-0.018455894023756973,-0.006134469305448003,,,-0.023681508850692746,0.019223984477136986,0.015823902858257594
ZG16B,,-0.011680674642100717,,-0.014270959242552434,,,,0.01668115528029658,-0.026597891580567273
TGM2,0.0356122146935125,-0.009501577576290486,0.13517427326611114,0.030357950942283347,0.045081647822385995,-0.016085526392971145,0.10636417417125697,-0.027756471328461367,0.08447689271635923
VEGFC,-0.03622779567055948,-0.01793700657933624,0.02440265011209658,0.05742094783536619,-0.012147531615241576,0.014470652523501019,-0.027825608509356767,-0.07075174484378248,0.016025671261956264
WNT6,0.057979125090800575,-0.01392001262663245,0.0027713373380967013,-0.0061895907143380575,0.04078543945175789,,0.05239967804988938,0.05415632031505023,-0.027483601946022656
NRG4,-0.034240958936090776,0.011459939286626744,-0.026288007512757665,-0.027416823378984566,,-0.03535624424630495,,0.07664467181965472,-0.04133112192138878
PMCH,,0.050395248960583366,,0.07127945345006824,,,0.01748592441942245,0.05705201614220515,0.0099086319607808
COL9A1,-0.019455323401475995,-0.012792694109874912,-0.009303769965466715,0.02198473622877948,0.010128448515489202,0.07317115052116586,-0.05714865980306609,0.12978858245296274,0.03625515815228427
GDF11,-0.025833635389623476,-0.013234157376163036,-0.09042417104786284,-0.02441395230856791,0.07496414964605697,0.1342285520990208,-0.00924955666626836,0.023272966179804296,0.04613342245213387
RAET1E,,,,,,,,0.012424305520041454,
IL24,,,,,,,0.03742589353860438,,-0.024187080248912658
SORBS1,0.01730785663170503,-0.0012130440047530785,0.029461513076422377,-0.045916564325445636,0.10111986885604426,0.0670474690043215,-0.0697019956164619,0.05593473918816801,-0.05088184891873619
DLL1,0.01947248502325392,-0.003989590575282549,0.05970808308000819,0.009732957273303446,-0.09101887749786422,0.006059355017514936,-0.0690224954961334,-0.04531083157570735,0.04581267431479823
TLN1,-0.07718832961642727,-0.017998698521534722,0.033148915647475616,0.03329501096361757,0.15937866965387973,-0.01291267707431234,0.05390968242693324,-0.037525595125071434,0.054439199452187184
COL2A1,-0.0015196911133395273,,-0.016483913155453597,,,,-0.035820491967256875,-0.006817883663288966,0.0867803757595672
SHH,,-0.010458302205521672,0.13052312104007657,-0.019631248111242925,0.055154006778277365,,0.1107418619302182,0.045769122809354426,0.034597994506927014
PON2,0.02455505399859981,0.03755005992335683,-0.08954978271742386,-0.024257948738289827,-0.03909029615584119,0.04289893833150156,-0.09000947593131997,0.0947857604044642,0.07253795561818291
ICAM5,-0.03186695251135028,-0.016300006277643796,-0.010647819826997763,-0.02044639062067366,,,-0.0015268267336119542,0.03902112609649878,0.010002445559650838
HPX,-0.010922862709416366,-0.014273706334024337,0.007601167328489972,-0.028005873029849096,0.06209200221173331,0.061934230967183986,-0.04149677027313341,0.01645386635433365,0.031275136438193095
SFRP2,0.04731437406351311,-0.011910872847340088,,0.0124328245471839,0.045128469219070245,,-0.012726690529252583,0.02187472325333528,0.01840283392056351
CFC1,,,,-0.017960138088037574,,,,,-0.006228730631067283
CD70,,0.03697658791322516,,-0.015927574876276957,,-0.03837179018701562,0.09112059623955768,0.08345136291482265,0.04787008876693751
HP,-0.01450583139891306,-0.002422230889651022,0.040746810899463894,0.060559899852626796,0.11425538969104802,0.04576243264013397,0.021713107147631597,0.0826595609317699,-0.0018791174528935437
CXCL2,0.0443972720582489,-0.03460447409738839,0.05831837616008754,0.03155874066655704,0.07022776689967779,-0.03483157918541345,0.024214601417289313,0.05978243389758078,0.07006390911839548
NPPB,,-0.001233763421292739,,-0.015726627325136945,,,0.023366518657649462,-0.012847141759520824,
CCK,-0.027914426295353404,-0.052907769802492836,-0.030024320155051014,-0.06698873479888481,,,-0.03702505797575359,-0.03578632523936052,-0.13375749544935386
SEMA6A,0.04099530064255298,0.014567354640614686,0.016645076800166067,-0.026784228884078345,0.13950286219616664,0.017673559609266594,-0.01015974819875098,0.05019014258677383,0.0294166509290574
IRAK4,-0.03954584367672187,-0.05267696235441894,0.005233808343195805,-0.015194519270240438,-0.03181265556536607,-0.01562704866693988,-0.027334990484322554,0.06417131875472973,0.14215893653243014
GSTP1,-0.03599358031050092,-0.02120198373627454,-0.04085442573524749,0.03816643438313154,0.030269864370752415,0.03678411980762876,0.006514676262097767,0.1041002997929599,0.11091236235922641
VCAM1,0.05918172281669028,0.01928335774452222,0.10092523215765765,0.010132248290096386,0.1669030116268763,0.08413283613624,-0.0033862747823904097,0.09569456921621365,0.03041617603253841
NXPH3,-0.03606552151304537,-0.046593001118619345,-0.01256372042738579,-0.011963576248863995,0.016154554325017053,-0.1608742214800023,-0.042730698935681474,0.09037021008382737,0.056989438992362224
MTMR4,0.012201672561117602,-0.03946721237455238,0.02050915031082091,-0.08948252562238138,0.11900662157172295,0.03132271096571991,0.038443913464824654,0.046784682029341454,-0.025905127055063308
LAMC2,-0.0312687316708125,-0.02337614155317179,,-0.019798069273983403,,0.016279080666602747,0.023755640281565862,-0.013227282261249038,0.039461047025006545
IL10,0.03604518673446373,-0.015198795178341714,0.0010412846388587601,0.017323193472647963,-0.007093790776428686,0.006887659781447601,0.08264769680511605,0.012135936903972072,0.12488199249456283
SEMA4D,-0.008064514159695765,-0.019619889962058653,-0.014488629356312588,-0.007145979445948594,0.12780760835298277,0.052066108831944985,-0.010307977638978616,0.05733163673418059,0.07706233700682592
TRH,0.009045938817895645,-0.02479131007563537,0.07176881283693264,0.06635848941213307,-0.04315756359528044,,-0.05943610425646302,-0.03089802857511253,-0.0048791093937793125
SEMA6D,0.08577182709941375,0.007827902834372435,-0.04903680416077566,-0.08165011760646843,0.05316193253555741,-0.03970404147115195,0.0333410580878285,0.06954290629972766,-0.01578869141936909
CEL,,,-0.03200317251362132,,-0.019197452291522372,-0.01462217716386254,-0.007336016446729169,0.0014557997640434262,0.004252304303472601
PDCD1LG2,0.11417685830983192,-0.019458315310467492,-0.013656443535102094,0.06093390742159877,0.11053808979564109,0.09532967713544338,0.01885844160466239,0.07492410537808865,-7.083371066167587e-05
SPINT1,0.04816797598170707,-0.019236153508521363,0.015899722448716597,-0.026036815489064204,0.030070755682600953,-0.05290149682071455,-0.037026335497784967,0.021253549200493507,0.12129020309260417
CTHRC1,-0.02323120849767324,0.029318816619712532,0.017052051788904156,0.04387108794553628,0.07182690730912365,0.062284713011820744,0.03271706722106734,0.009623480788333987,0.045941750055660396
PODXL,0.024360239199570397,-0.009910723008528922,0.09439366127277396,0.024274987569265154,0.0413776718439216,0.10602957653398869,-0.06420288136791345,-0.012685799780557741,0.035394663909748963
JAM3,0.03183008687328283,-0.02199197425205467,0.08675039004970811,0.02396622651536835,0.08948923479231236,0.031237557305681122,0.01054448048508138,-0.03256543957106889,0.033574674103806046
TGFB2,0.016779174385891424,0.016646257766996676,-0.020506135162392254,-0.007047633320797626,0.05675652150171318,0.029970894809644173,-0.017838647470457145,0.06119924529871186,0.026186348516499328
COL18A1,0.015327559701312249,-0.011354610420081093,-0.002580949757486819,0.008592716403426305,-0.05410702450354844,0.013792556545217913,0.09564201253686952,-0.08510675113470592,0.09489945668061121
NODAL,,-0.020596666293977085,0.09022601494510546,,-0.02928412923597738,0.15599207902091075,-0.024494442274458628,0.08254372560249226,-0.05874617361203403
INHBB,0.021787875399241458,-0.0050996524528028565,0.019205766000590638,-0.01267838409560794,-0.02073339986221026,-0.04961911872517928,0.028958655708634977,0.12616265572378385,0.062077166977564276
LCN1,,,,,,,-0.009387549795023549,-0.031245768239913665,0.02602079034250011
ARF4,-0.10651812538594357,0.03006773887766643,0.038055613347270305,0.015339721565063755,0.008415787508044476,-0.0019905541241271143,-0.05204599574263493,-0.044629971511790274,0.024028254498518867
CXCL14,0.025492618507274568,0.005708214855997739,0.007603959619373944,0.0016039315495223068,-0.008896791185263573,0.0737852142604198,-0.053352323689574425,0.13895279281135914,-0.08939760948859475
LIF,0.09535092487452598,0.034605785189032505,0.11719237113845857,-0.04160703747372849,0.11836653260948864,-0.017276169381607854,0.08146564882929858,-0.005091270921790131,0.08291145353527485
IL17B,0.025995578087005804,,,,-0.061831575287299934,-0.03376084832025574,-0.022672316743537018,0.006833638559607334,0.0003905488690790158
MMP1,,,0.09602586549325803,,-0.037004488178417665,,0.11238115302553738,-0.06510189803062294,0.008376784044954396
MATN1,0.050453637556542946,,,0.0886260868143969,,-0.011103318225129739,-0.03278320436927365,0.008318968340142539,-0.028764120024492978
ADAM28,-0.03463793961349213,-0.059010965346422056,0.0216005696059715,-0.03077285522304338,-0.07854575677361787,0.016875666039775722,-0.016477013648391207,-0.020772458761569447,0.0443706469724693
TCN2,0.053661128359612384,-0.024959916748219242,-0.008038178359772363,-0.020617982227834224,0.06427488529280463,-0.01981343926043212,-0.003354271236771378,0.04438034312685205,0.01042887283593029
THPO,,-0.0076691036824014566,,-0.014936724358302945,0.013727598319121898,0.01762898676674862,,-0.008661773527962144,0.052008662786800365
CUBN,0.0071271258183649355,-0.001392468768753454,-0.031183170255592967,0.008516891362899683,-0.045981588724130544,0.041931499878340404,-0.012962976688813712,0.055875228778487454,-0.005751667997094141
TIMP3,0.13496066171629126,-0.025323758075813205,-0.04330494403531049,0.021771272969292915,-0.10460867044161212,0.040699520747383255,0.07262049208753064,-0.03361265621866684,0.1090039187508015
PIGF,0.04693192776491749,0.046447919279414676,-0.01108858105248962,0.055891014485289166,0.024859098438378233,0.0186271522499068,-0.03174059133705516,0.08258701036338212,-0.011725445051524714
CRH,,-0.011796302977716609,0.02679500101321199,-0.025068315732120757,,,0.05032113475637911,0.15861003516146852,-0.047016583481924945
BDNF,0.0551672475325703,-0.03163699652006824,-0.03593754327470902,-0.00022298231328801788,0.05137816005632071,,-0.01996332896109425,0.06716459305470214,0.05305674860976486
CCL5,0.007519856514874718,-0.037086922072929615,0.1845395466244116,0.012639417090174547,0.11290716774917316,-0.04941705239177569,0.11730438256397181,-0.017673275690793216,0.05040115705759722
GAD1,-0.05346676716924858,-0.05781156054813822,-0.0016160582753129654,0.0027933363945079203,-0.04382714227913544,-0.03885468730820682,-0.043497872288507634,-0.004848674171311581,-0.054220755870803196
COL14A1,0.042481801696566006,-0.008348422193816861,-0.021316221526016962,-0.026535459258544978,0.09404683604931152,0.005949551964454439,0.05219814843740466,0.011469986042636306,0.04189032705570924
HLA-A,0.061168049774876714,-0.04503745196046584,0.10358349261275823,0.04788695293444664,0.19439785030137804,-0.06286350221616821,0.0696213884604477,-0.04843631930831653,-0.03061772293013701
FGF18,,-0.009372074500328972,0.0924463340310948,0.09725345621774506,,,-0.009821639520925156,-0.030898031054037125,-0.039487944291315955
ADM,0.02712722314608523,-0.016346549227140527,0.10806886427070701,-0.008587749832595163,0.11576526723511957,-0.09696481204568218,0.07725229108706244,-0.015390429421103757,0.10314059434670671
CCL15,,,,,,,,0.021396975865730895,
GNAI2,-0.047886160940305574,-0.022896123291728274,0.046098359028101984,0.023489242771423044,0.005052736715943111,-0.019631367201932273,-0.04256889223417848,-0.00954011123705289,-0.03552215988143749
HDC,,,,,,-0.042102366964048246,,0.010878173077448188,0.0060454448120391075
COL11A1,,-0.03832902598929006,-0.056312443734932216,0.04668707887627058,0.06540908133391263,,0.06683367839310306,0.04366766327041772,0.08037494678724993
NUCB2,0.04177009917803038,0.018628434834669295,0.06943883288628304,0.014771554917687254,0.05749230773248551,0.025630048814253452,0.00711812610394802,0.01990172772357135,-0.04789322244415177
FGF16,,,,,,,,,-0.0283432881354934
CXCL1,0.06331414100514315,0.012272732959869918,0.12924088686927004,0.09082595149629291,-0.02037430081357746,0.12079565876244124,0.12760585981792064,0.02216636602988566,0.12993716488854729
VCAN,0.03747245447855412,0.00028537708074090405,-0.061761096087357865,0.032427022509268405,-0.08499835587537731,-0.1370578921752651,-0.07888493397202488,-0.10152001569363477,0.0025769224155135005
MMP7,-0.008171912017975087,-0.018632321621837502,,-0.015726627239212518,0.009591315179035801,,0.05310078051660506,-0.04882029295787164,-0.04650388164227705
PTPN6,-0.005025228969767831,0.04292725355645273,0.10010913818977416,-0.025499753934704383,0.1289052058702017,0.018242563571798088,-0.021499791266993123,0.028058308753937514,0.026610145996653692
PTGS2,0.06037637450489875,-0.04334048001261446,0.14067036945690575,-0.023948583244416753,0.04383887550851414,-0.051065652383966584,0.055540832792861365,0.0536957089557848,0.01062873757223786
XCL1,,-0.010197152466979111,0.00459741675775857,-0.025830396805485083,,,,,-0.0013963438086905997
CD58,0.03948279213158552,-0.04576563639212598,-0.0272200457004018,0.00040206100534969676,0.013835301429935547,0.027743465371155056,-0.007007108741814828,0.06329965226979001,0.0017974447625009756
TNFSF14,-0.0714495907702001,-0.013747701459791414,0.08272181234798139,0.02366250860348435,0.05578029123481197,,0.059628661042504784,-0.014939624644554327,0.006823360866578518
CNTN4,-0.048714603336277584,-0.018326117554788208,-0.022652482417940784,-0.043566807523335103,,,0.002816726871518056,-0.04559822517749838,-0.024176300917331424
NTF4,,-0.01289895131356703,,,,,,,
INSL3,,-0.00937207266205126,,0.08642552400640155,,,-0.0238460419750368,-0.02545918130109473,
BTLA,,-0.014876327529339758,-0.01798215714783667,,,,,-0.03547966654528509,
MFNG,-0.0701473553363037,-0.04339245024814329,-0.012119098687816129,0.030662487168049774,0.0875912605298391,-0.006646075384739398,-0.03777216649660538,0.03721001389031398,-0.0279377111471065
ICAM1,0.06361105258805354,0.04440745000235183,0.1030426861477286,0.09549233714480022,0.24286902854888037,0.1781157944263818,0.12471613755490084,0.09601032073876717,0.06795133322643669
PROS1,0.02576443102959807,0.01582897327404717,0.13520606643641392,0.016788275923360574,0.04598588133286,0.0869133138743529,0.024550595417403287,0.06612205029349724,0.015030489043145731
CLCF1,0.00011476542884220814,-0.053997301260374705,0.12351314193453929,0.05507221926720718,0.06005359475639662,-0.047914299651976175,0.043562926783957276,0.07383902773682817,0.08833271769661162
PSAP,-0.04041693500905304,0.011086026275465828,0.10571168700586961,0.008305977031114622,0.2347943420706346,-0.10445091596369185,0.059032761940720775,0.05459402890535578,-0.10340432863435778
EFEMP1,0.0772331733317592,-0.016548421062744893,0.039593675748514745,0.056250236910097354,0.24309400712751522,0.02530996210805,-0.10469810282643853,0.005166658038233147,0.022214206162127024
C1QTNF1,0.030207871753891145,0.01442236949966562,0.0841485006560915,0.04536784998888705,0.08334969611344008,-0.09322811522376624,0.029809305590188313,0.0374892485470153,0.06001710417315833
ALB,-0.027677358380626387,-0.016638776981635777,-0.014833921195069506,-0.019798068767204295,-0.048749934797404686,-0.04723472964991126,0.0690185349798987,0.07323603420644414,0.047746154758418764
