,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk
VEGFD,,-0.012005011187319366,-0.015974126842906475,-0.028494505608676772,0.07509268525719233,,-0.03079594470154243,-0.014148202783512946,-0.027053265836171174,-0.017399088649112764,,-0.013487773559636254,-0.04847758210544623,,-0.03642508703948844,,,
TNFSF13,,-0.024900131947019063,,-0.01764176307722929,,0.006805567303435522,,,,,,,,,0.07111525260870448,,0.158229246111501,-0.033312494191780444
WNT5A,0.0066216279059307,0.04816754884821547,-0.04532323068544635,0.01736736849286311,0.0043918044334283505,0.0737183107288888,0.08893443413790159,0.04954744104301974,0.04305222240037312,-0.01830163347407426,0.1135015713298267,0.02138522605845744,0.001802527529234443,-0.009437925317661664,-0.020136612522671234,0.10098605521299613,0.11454805070833446,0.10366451039935318
CXCL8,,-0.06736502255098697,0.09586292085859416,0.0013210570187217059,0.03778268371410341,0.1439081418783085,0.07366308246060597,0.001996407029243917,-0.08808964887942315,0.05600260597512391,,-0.11992414444771306,-0.028009054489491095,-0.013045863140928348,0.07551676282828709,0.14960261703007155,-0.06597048922648269,-0.04611736355690058
GRN,-0.07191466836344568,0.188446656124676,0.04593127809519004,-0.035415132358667153,0.08098729446258733,0.011038561712042544,0.08334862109457919,-0.05113750694576908,0.038374849610712185,0.0425433189231621,0.005621924443889279,-0.0053040959851592346,0.025434106723484257,0.1585808352638122,0.10685607744531199,0.058847497241364524,0.18652055631434192,0.044524238322168924
MIA,-0.008331473783443375,-0.0657401857367428,-0.014206271298288305,-0.032895808772244226,0.00720107130312514,0.06023026086336091,0.04358515302905698,-0.026101067462027047,-0.03668908867203164,-0.023828849262743316,-0.014478670511184538,0.00014227515169367788,0.004403901755305875,0.03359937154208866,0.17390607533381708,,0.032665651498399756,-0.01610969322935365
COL4A4,-0.023349014935477856,-0.003015990208201633,-0.023890717035046395,-0.01309247367695156,-0.020598607782487448,-0.015139449866877003,-0.02399382450727378,0.006209682136892634,,0.006208834552731057,,,-0.03795890151728528,0.06905199308143793,-0.05320030559199871,,0.08101308473316741,0.01860652523152917
TAC1,-0.020161092932773024,-0.010666796941439172,0.02351537886812679,-0.012048559241035903,-0.02604519432800131,0.03092268381281781,-0.0381611889320552,0.008202358463185393,,0.06897803287967337,,,,,,-0.008643936565893127,0.048494997208879995,-0.003929885907399015
RARRES2,0.13419947620117872,-0.05816056331196402,0.022376841187912274,0.06982165774806467,0.008457627449498718,0.027015298744339,0.039149698679046684,0.009603156734407828,-0.05797794101449602,-0.016592413208203486,-0.021140839808030706,0.007829950916261128,-0.09473702951421924,0.06001432715133434,0.050802534292868656,-0.02993585724545067,-0.09374582881650945,-0.06363932819274931
FGF7,-0.050492345610820326,,-0.018029755884982103,0.03425553265553491,-0.027154802202285243,0.03501450586146454,0.019189441965441284,0.043349941237125,0.015009246792309425,-0.026468420493708185,0.032963541967714845,0.01766475156937854,0.024541904077257468,0.042604703511217895,0.013427478252587548,0.07467452742959518,0.022848460062900477,0.01940164190697925
HBEGF,-0.053793445989148474,0.158262734889241,-0.04779829957887349,0.0002766539628327195,0.052954483080554615,0.10447665391774222,0.03032361186487813,0.0010463198844371348,0.09486918359289746,-0.008010287196991706,0.0837707043928087,-0.008766926643902877,0.1021734667688489,0.06514774057822888,-0.02610835655504167,0.04025605019510982,0.11520623099245131,0.07149514923286035
CSF3,,,,-0.0017443336589905523,-0.0014783040606725787,,-0.025385004504921874,,-0.040642831122987534,,,,,,,-0.05339034135247573,-0.011093170900473195,0.012134350905426477
PI3,,0.02432560945580168,,0.012844323858485867,0.06364399816822341,,-0.001642968542655163,,,,,0.06286385921488402,,,0.12960937296998373,,-0.07655119243609614,-0.03563568440412778
PCSK1N,0.06211666812050996,-0.06243587434585859,-0.028723303804431045,-0.0035292266408676032,-0.009107620235601296,-0.05245987023197462,-0.03002959315564479,0.003419921721577815,0.032750447631702866,0.015576537311093422,0.039840280222894625,0.1404816426654227,0.08775379809329308,-0.032427542737242375,0.029914748215079216,0.06699524439026411,-0.1373297352907916,0.052092664610906905
NTS,,,,,0.06525594438332108,0.02089301451611883,-0.019047001592598374,-0.015838267966539643,,,,,,,,,-0.052176351255153526,
SFRP1,-0.02933489948209681,0.006785169514801362,-0.04111235293849524,-0.02231606212030475,-0.0220984260727892,0.002289298790283525,0.05953816892824206,-0.029408340856306232,0.053686236477631356,0.0740751232435246,-0.023044988821500426,0.04345218563710892,0.15957310771080718,0.07334652010035697,-0.06901539687072737,0.08847452428082944,0.04511334584760838,0.02159253353199223
CXCL13,,,0.026076624208447863,,-0.021899822447926577,,,,-0.006173156766156537,,,,,,,,,-0.00039318139002341676
MICA,-0.01798497426816505,0.11286197981480033,0.03794814137852268,0.04925174759245621,0.04740733157396329,-0.0022475941015742285,-0.030249077957153998,-0.006500925788138162,0.004680963508419416,0.05471445970479662,0.031438437170009284,-0.039743522637649686,0.028573935196125187,0.10865141442742007,0.13026795258366247,-0.017091857286539464,0.08721840186164434,0.008904958242894062
TG,0.09783985114716603,-0.023068160121389014,-0.015165540400183003,-7.556262901050098e-06,-0.01596382813054347,-0.02133290212199037,-0.00520331307249283,0.0072954763206669335,-0.004382329431334163,-0.024386610878787764,-0.0026101427462825256,0.025151096068995866,0.10573805890241243,0.13930992523462973,,,-0.021794915893841003,-0.03500735121934184
ADA,-0.013792759845757117,0.13869764321390493,0.015863152848057862,0.04344675728318982,0.004993223038412483,0.0761266901858001,0.0664207583555448,0.021213354081615933,0.10517163023100184,0.004084227788392806,0.0004981284228545245,0.008227762091194918,0.19283707226327418,0.03239651673805468,0.005167738290223667,0.028368582553621714,0.26156717334491286,0.003413322855408354
LAMC3,-0.028672160843226536,0.22342571500914252,-0.026968390907026768,-0.0026729114271697107,0.029371065440647253,0.1642065824361936,0.0967522245094179,-0.015653307277421702,0.008560572073464424,0.06538150126660067,0.08420870469951248,0.11337524401507305,0.06084391131925775,0.24755031486979717,0.1483263201359011,0.04433866777406521,0.26026655862499565,0.09243831719542009
CCL7,,-0.020988482480600285,,-0.017411657215031757,0.059113467403209094,,,,,,,,,,,,-0.025335983200900983,-0.014433798069749508
NGF,,0.0043117024758391465,,-0.001802910228112627,-0.01913928006419299,0.01525198243729542,,,0.1502368017992051,,,,-0.013834448680065243,-0.029873719958915548,,,0.1352521932392429,-0.009048738556316036
TNFSF15,,,,0.04079785357531775,0.06446938353793584,0.06384542235823909,,,-0.025882153720197323,,0.08113099410077454,,-0.03740315272078382,0.054472525176089324,,,0.05309362362575843,0.09197082700114614
HMGB1,0.002383305451171623,-0.0388293977978018,-0.01667777017215066,0.02916415111333881,0.03209529765251192,0.025426567639669138,0.07091147482997268,-0.007777640883856668,0.13191373549355317,0.03432989106634115,-0.006358816180990678,-0.031489824222782514,-0.00730351631225526,0.012297461671017236,-0.04120116035339618,0.022693098665516297,-0.06924772425234334,0.009586541617986052
ITGB3BP,0.037914621661676445,-0.013516161450780249,-0.028532321158064044,-0.019727273214049674,-0.028729830518188473,0.0864517136211169,0.0695617196051254,0.028222503297183153,0.007196718742553374,-0.058026678723268166,0.038651853970677066,-0.017738835751954587,-0.03638380524040222,0.09478943357112332,-0.005719665233801813,-0.03682222715119624,0.03525916112579844,0.038182162269878056
AANAT,,-0.030451094904682105,,0.015673691492849858,0.00017895413788523827,,0.04544173727582246,0.08098557495051831,,0.05593474714753009,,0.1387835722991849,,-0.04000096941585877,-0.018367940864453855,,0.009012549389802083,0.10479413066601209
RELN,0.02809909768907741,-0.04531062333785729,0.04951844162901094,0.007874835573945567,0.040253458994901285,0.0218362324160142,-0.004861442356917814,-0.0040417574377274645,,0.03225100786344961,,,-0.017433832206806752,,0.08837615289623656,0.06268469350240635,,-0.0507478650815011
IL15,0.08077258054444593,0.057599658200449,-0.01932066645059037,-0.0007888442681141597,0.0446523447978256,-0.017588495754017906,0.034424337350241606,-0.03412645718673844,-0.06085890627031426,-0.02019727155781179,0.12418713606124869,-0.02514101541046855,0.052642269245255814,-0.013281151190227592,0.08115038877641856,-0.05646839980875342,0.10459273088621703,-0.024608031128370837
UTS2,,,,,,,0.04486684400392117,,,,0.15420498332659555,0.06987623423342396,,,,,,
BSG,0.09039132456136344,0.056793501232294624,-0.006071251880210474,-0.010669999703196794,0.023589991338744183,0.05625665470902909,0.0479357076803634,0.009064541513259836,-0.02856954297681767,-0.033337497728285155,0.09695224199090617,0.0367235664681448,-0.04547579300788773,0.051777180233301356,0.10337409757953488,-0.018697300738074123,-0.011438016279050363,0.0037539011438578723
ADAMTS3,0.0795737630860794,0.01877311015281078,-0.01389829738070655,0.06400009717804303,0.01114670182419771,0.10474696699310766,0.0633533393666006,-0.017062293648953335,0.019799141306922802,-0.033561346814345444,0.15641289454460616,-0.04071328575331987,,-0.033125627667752934,0.004129533646753978,0.09953396150999506,-0.02908760537458146,0.016236740697792153
CD34,0.07337655482452829,0.19682896515561554,0.03325407400224594,0.026283912261554188,0.07636978707933563,0.15226914485911452,0.07370724282645083,-0.003367137407286248,0.0956827723475237,0.04423903891202338,0.07246609306587239,0.11047491335739966,0.07747124052096385,0.10208605725277493,0.1486424077327337,0.04360498004533083,0.234983128767902,0.04376316481841142
CCL23,,,,,,,0.0029398690117571347,,,,0.009554564405777115,,,,,,,
PLAT,0.08825516779909665,0.08564625954938761,-0.03003289318265795,0.023125569819086846,0.07647899883231842,0.05143858901921503,0.08405673208000003,-0.005352330096847912,0.10632781213542189,-0.012510519169804031,0.09835444128336782,-0.03981887883218723,0.04297510567270667,0.1507365571515417,0.0800705960952692,0.10092048233779125,0.17934339816523465,0.08913678334397142
NTF3,,,,,,,,,0.06592267945264849,,,,,,,,,
LTA,,,0.04665879857849074,-0.02231606107632429,,,,-0.011587553160305459,,0.0794529252970036,,,,,,,-0.025134629727543264,
CKLF,-0.04636506043383527,0.034394409231860476,-0.034581793445435924,0.02742686762618497,0.04722948437017864,0.04181178003406041,0.05874299673102722,0.018665008225763318,0.017362191084345637,0.0038506046127230326,0.11638571372975046,-0.007063122335806857,-0.04395686033827371,0.08206792892285983,0.04146953905653769,-0.08268860570582165,0.01653620634868865,-0.06551396113577056
APELA,,,,,,,,,-0.04771236324736537,,,,,,,,,
CD24,-0.027078478889357317,0.007222262132456222,0.025890393884620142,0.020822004839183304,-0.015297686976751868,0.034976381301265576,0.0324215732831537,0.03647409033540092,0.11256002697385492,-0.010844893908720257,0.04642062009263032,0.016685940021276366,-0.03583855722080569,0.0020565332587312345,-0.005890431726798517,0.15788964225309737,-0.03335994441334009,0.0013423932389856493
HSP90AA1,-0.08274081798391959,-0.10882098638247523,0.06081756705017731,0.05215589843061278,-0.008927939487838389,-0.06928745221888466,-0.04814810419272601,-0.06305500753447973,-0.04694098052538378,0.061687829209958536,-0.029066755471917033,-0.1818794344014366,0.06933028205294367,-0.18240892744385662,-0.04918454110866844,0.016491452944224824,-0.13276740526106912,0.002419714888623238
BMP4,-0.005031150403662281,0.11693472665472299,-0.011822607020398746,0.023728937113100264,0.04378754676837167,0.06901872944523657,-0.023729887382053557,0.0314278610896874,-0.0709805574284036,-0.017210163555274917,0.02163018314464666,-0.01314849289299944,0.011487213927910746,0.05269762212680446,0.09570143118618805,,0.14018861456630277,-0.025985917561471956
SCGB3A1,,0.04666993886192204,,,-0.023067919366092402,0.15669630568431836,,,0.0761279420934415,-0.014093390734989978,-0.011111956003613999,-0.08948165233107162,-0.05201535150286409,,,,0.0498700270788086,-0.023664366588583726
IGFBP4,0.05821208397368147,0.2215577298441682,-0.02516646627646678,0.01177903182405664,0.02689504140169528,0.1284442228099504,0.038900819446895565,0.03429608139407448,0.08872824304388961,0.013712779908041385,0.09062394395288564,0.07663600825044824,0.121372900688853,0.14189998411228538,0.15830262458912076,0.013987928966277778,0.2879168752675458,0.1236161154095529
RSPO4,,,0.05677877375800851,0.037636202626269676,0.04058647243637796,,,0.026737499651313588,,0.06024780329824543,,,-0.04756043463805044,,,,-0.044216642158456054,-0.013380714893123785
LEFTY2,0.05736746747510568,0.09010101308705952,-0.011289759260979828,-0.03263536966487255,0.054120330140219775,0.08476153973643007,0.06884307543317068,-0.013668193402608704,-0.029264688778155527,0.04414694061960648,-0.03203402397201598,0.017033801742161635,,0.0458460439071525,0.0800931159693787,0.006067660460337191,0.09361175456878604,0.0688398326366809
PF4,,-0.021772179252182444,-0.010144974761255707,-0.015191327890013966,,,,,,,,,,,,,-0.04434578609273201,-0.023621033401505426
ANGPTL2,0.01198822106038943,0.0936654924064601,0.0036194978867830933,-0.005904181453686798,0.03870138711959477,0.05256065873496602,0.014269669597244993,-0.02144252552644273,-0.08204483264465737,-0.018828106982144256,0.026096466842244658,0.08169632785911134,0.08374960167382887,0.05324138594032786,0.004725888509046354,-0.02197416372616159,0.1954046705858552,0.13425576141521928
LRIG2,0.07791990898184714,-0.005166876570052117,-0.0009454765213088288,-0.008257108000860528,0.03256076208308811,0.01864695944554169,0.052320266472816665,0.012445666296634263,0.029054241215795078,0.06445125776214279,0.07977802699163103,0.05185221562313657,-0.026399598447162848,0.04071641307804084,-0.0038038830067533055,0.06808596369922494,0.05853586440039159,0.016255733394843538
ICOSLG,0.01544638917486818,0.03141104721236639,-0.008360528920104712,0.007156786198414812,-0.006656211620723237,0.07792135135439406,-0.03507850668897975,-0.0051936711964834835,0.023037555470935632,0.005146420836827632,0.013593537720727274,0.011940178421374896,-0.022493655009711948,0.14887218971219834,-0.04559145862800068,-0.07599272989925994,0.08968527695727965,0.06952085416853973
WIF1,,-0.03917550264979886,,,-0.03720487777821264,-0.04548632841256327,-0.04612538677425546,0.09520995476157958,,-0.004133897905925324,,,,,,0.021970141609050867,,0.008440103384697854
NPPC,-0.010377517865222253,-0.01367949594834393,,-0.02356549583648106,-0.04644374121898041,-0.00415623926792127,-0.015462056740455284,-0.02028690954289496,,-0.016557916769076916,0.023117395992851633,-0.0030548177951286158,0.007646987337227613,0.047213178977494795,0.03563923663541615,0.07484704861877219,,0.007354548176139413
LYZ,-0.009853765087057183,0.04553323069208528,0.0003850818408249398,-0.006196678573099161,0.05604937291312338,0.03284995746932175,0.03267414945944284,0.06087955228335542,-0.010338898119886067,0.07487548716055216,-0.047517541577854226,0.054008343579427597,0.17001714047267777,0.09978442332147015,0.07098529464118578,-0.041066827063599404,0.0704001154521151,0.08142831857238073
EREG,,,,,0.00222917701661225,,,,-0.03422048590329857,,,,,,,,-0.04310862434709143,-0.027194806769759997
SPTAN1,0.0716308068789697,0.022686285917909187,-0.02662904810044959,-0.02689031245231532,0.0034706225322344267,0.05892855860432412,0.008931964923897927,-0.0032565006546514965,0.03363667430296349,0.06777955680158271,0.0010322927671159645,0.0802619717634701,0.07476065073068638,-0.049031680297956806,0.05355325189948568,0.011916138120717325,0.007735318366167421,0.023269776839964423
LIPC,0.002576405978877028,0.010993649971592991,0.027644330746761356,-0.02729994762824039,0.0719217585883187,-0.027275246988869642,0.11601303646915527,0.06311594158902373,-0.04278832167955858,-0.03172802879349756,0.015578174929099306,0.023101269696583916,0.00391430143358379,0.09932747620481526,-0.006430878790157549,,-0.007017380242495529,-0.03683558765902049
COL8A1,-0.027423113953180676,0.13842354456543926,-0.014238859422958251,0.00975822169366104,-0.006343294862402668,0.05685746945770985,0.015895434545320185,0.03232446552425293,-0.13050838457214728,-0.00958890287762838,-0.042593338262065523,0.03361435298606022,-0.011833077956589985,0.09725882324075094,0.11991537082202938,0.051271828330773914,-0.017024389717266237,0.010852921233934713
GSTM2,0.04220020177213395,-0.015785382199637474,-0.022230259950183393,0.010572875883497491,0.007697124156014878,-0.014873441496904467,0.0023160097175220283,-0.03204221673985341,-0.02212775823177198,-0.0058805909290976215,-0.027934590112767586,0.08183064172467157,0.16143556817019478,0.056982604926502534,-0.03244909972814526,-0.04905736770000869,-0.0033410816287897708,0.08545173803332479
IL4,,,,,,,,,,,,-0.07704112375902185,,,,,,
SPX,0.06855908813169767,-0.0345266986202164,-0.05040969041686587,-0.030076868792674957,-0.009968875487960133,0.015868391450599793,-0.020069724248933503,0.03954405084125788,,0.03510287734804215,0.09890508896400978,,,0.13896709925509923,-0.02792852717272902,-0.0022957701469787303,-0.033848108915093225,-0.06369055273956457
MFGE8,0.03305150731181583,0.14055106497770867,-0.011116005381215087,0.016029994302539513,0.028333788856867877,0.05762892325673669,0.031142878079677982,-0.006737534447555435,-0.062433100384267914,0.0036264843765999068,0.032650200591791204,-0.0001959130890783561,0.15668902065938542,0.14849394087536225,0.13155309490492595,0.12423898341643666,0.24928371440741567,0.05736535019376467
TGFA,-0.04203167835263196,-0.008674901714059746,-0.03533188347464998,0.021413196239053297,-0.025243915819066643,0.04762680447591983,-0.012617559725234333,-0.006094093367479985,-0.028929702442940682,-0.05435666673044304,0.10045355302714233,-0.0012462012272416866,-0.02970093699283426,-0.08252624565077146,-0.04421345432231734,0.06979830115766181,-0.008915346661791257,-0.05754476652120737
SLIT2,-0.024029516810614306,0.0636316216733414,-0.026452705713500453,-0.022238485775234382,0.02020796033274551,0.04285743682389222,0.07503889005763828,-0.0005221087757097608,0.029848659172673094,0.05117272260366424,0.05388109946910582,-0.0323612938054953,0.053422527052774886,0.02714080488192856,-0.018176828885818175,-0.06685369607079993,0.017210291125600394,-0.011299769129994282
PLTP,-0.06583395510757374,-0.01568458218240024,0.012362816004268804,-0.005577108278785275,0.0872539018535541,0.06509703512621991,0.04862438531218995,0.0387154743576497,0.11089985258801197,0.010463159489143361,0.03021938283757188,-0.007949241174159035,0.03831029599074943,0.1012549060580782,0.08901139140511567,-0.014593767861546697,0.01737719180007825,0.010511522058065628
APOD,-0.08660756602979057,-0.02049188037476149,0.035464324968763776,0.06048279231587778,-0.025095249224653716,-0.030521693532745697,0.03175805969677019,0.031055028438841673,-0.002246527252583349,0.01814314992982236,-0.09895259785539243,0.06928627414090496,0.10759481064112358,-0.0358418340580185,-0.01584419967302186,0.03248831619618927,-0.07282988694411581,0.03901880665230775
B2M,0.026130428000808167,0.19816229116959705,-0.011085946067751653,0.08625294603092235,0.039765926027931775,0.09148707333923606,0.04989407864008634,0.0061278471556109,0.08394465740996786,0.0171491429780658,0.04185650321232308,0.09464851127907836,0.024702966033760168,0.1324011220773813,0.11015562748165462,0.020665180458862467,0.18361505759701782,0.08603171645163571
OMG,-0.03845478013418414,-0.10790722021945338,0.04611801717009444,0.036036044814031214,-0.045969054163907196,-0.03602009542764251,0.038882467780358414,0.046757234484437964,-0.021672021743276162,0.005633268004957998,-0.0031075137549619876,0.1615474610889045,-0.009172207827262207,-0.04908336536616612,-0.08189277184222674,-0.07399454171109628,-0.040844166561870024,0.006803973826502355
CXCL3,0.03146258319783856,-0.02602340473454543,-0.02085710263002267,0.028400498891347537,0.03078398543171427,,0.019811191163859536,-0.016785032228456707,0.09247909777844458,-0.014545694768130706,-0.029468535233438706,-0.0007684959379040185,,,-0.013633891465133894,0.050097779438849424,0.0771623986948156,0.007082834527126393
CXCL10,-0.003152916779390808,-0.03319565514072904,-0.022946535032162287,0.02889080014981222,0.061525352136017425,0.2413459877958652,0.037656552862061564,0.009928781598155339,0.03877419502541119,-0.023114869273975228,-0.05982576250199288,0.0020066937690047322,-0.08942175737211712,0.07838306853237727,-0.040529041288152844,,0.1849957371668025,-0.035004384453706634
RSPO3,,0.03196777856340038,,-0.017641763656574393,0.09145465456649138,0.07333542528727541,0.0729456911379718,-0.020355016207720004,,-0.015199970691891213,,,,,,0.1001110497245576,-0.013507346087659538,0.006994692575791813
CORT,-0.0030956363196762626,0.06668626513694445,-0.018118282497207833,0.01512907343065766,0.01723958964050891,-0.004013447545637818,0.023086938668849914,-0.030972795578641542,,-0.023349841908307512,,,,,,-0.06851144807971359,,
NCAN,0.00241620570085062,-0.03004169736150458,0.013313987647464672,-0.005110071597344117,-0.030193117208337193,0.0438919332034302,0.03811853057640862,0.060453581311588095,,-0.01675550389050027,-0.07058900385982841,0.02652450183181254,0.02887844094349061,0.028589344865823655,0.02822883995379012,0.008984848125822047,-0.05361261272029039,0.028813609290081827
PRG4,,-0.008700991756959995,,0.01592880820138917,0.12005661124379102,,0.006497078903923001,0.01454384506264882,,-0.01777127838666546,,,,,,,-0.010536316315542218,0.029923869688367317
ZG16B,,-0.00606758458602966,-0.012207828276326832,-0.020208360788385973,,,0.01936523016832477,-0.009207362886350112,0.004708431789471601,,,,,-0.013247620696429362,,,0.02466729754961932,-0.020151164060221657
TGM2,0.042132180235435905,0.1429277108350729,-0.014553025168206514,0.026820375135826757,0.051001300438487954,0.05850974863289947,0.075427114734521,-0.030020861034346258,0.0003494685634318753,0.059742500796946575,0.1008866083897515,-0.05195647972462155,0.132753118294295,0.13034814629914218,0.15257586025539935,0.0617846248647064,0.1889651999395687,0.041469170060813465
VEGFC,-0.0037340025461044916,0.10119136641265103,-0.015675321624467796,-0.031032240133836122,-0.0284097424090276,0.11850336786990176,0.019283999437657642,-0.024793156636533472,-0.0017343667936368526,-0.018136297954319758,-0.016873333957882375,0.09648430342727156,0.02688049379040554,0.056228071638591434,0.08078842772688866,,0.17851461231134658,-0.0024035839499196403
WNT6,,-0.01397406809291524,-0.011289759557273953,-0.012132872956856885,-0.011355242163393744,0.06411017664011512,0.01672978765228363,0.03455187088532194,-0.04316877262190854,-0.01582844502722736,,-0.04470948186811537,,0.05350792919512554,,,0.07587681170422779,-0.020822198259683178
NRG4,,-0.019331129218523795,,0.03307144931670366,-0.026288012892879808,-0.022084756718416268,0.028224438978309205,-0.017688834909469545,,-0.021158106967092107,,,-0.03795885964526004,,0.04798692627214446,,-0.037468142397306135,-0.03131339249609671
PMCH,,0.024347404311849147,,-0.029361899376969758,,,,0.026778031711981364,,,,,,,,,0.12458414868029331,0.06482922276049793
COL9A1,0.015158404531250079,0.0926954395476065,-0.02804098619717016,-0.02213223002514167,0.04663791308946205,0.09095984551030398,-0.017210651379347568,0.04869319980204321,,-0.02410915988816769,0.04251290238732273,0.12322446160286682,-0.01411620901387843,0.11315002872052597,0.051225560020419614,,0.056051227595682734,0.018315728468895256
GDF11,0.06709459946253092,0.07185092416238836,0.013483248260609117,0.013411395292897,0.00989790381065862,0.021138304484068785,0.02667901939923828,-0.003968640642690345,0.05856005930311305,0.013800482023975274,0.0841504214479772,0.06581183507289011,-0.02544498783603015,0.06765633263728173,0.09627617313770306,0.084484098589218,0.07837147451799113,-0.02223519901725828
RAET1E,,,,,,,,,,,,,,,,,-0.029372806588777712,
IL24,,,,,,,,,-0.02434445794674221,,,,,,,,,-0.03500733111714359
SORBS1,-0.013440593586173347,0.044430373070399515,-0.0742339882965452,0.053603546265096044,0.03507819328643662,0.019106104553960054,-0.015282750453093113,0.028514469421055802,-0.0035792543887096795,0.05420393937411291,-0.07210467579054235,0.17146311046109863,-0.024767334080675756,-0.020960449666203765,-0.039284671911292035,-0.017321893768950263,-0.10306749632785597,0.0070905509352158155
DLL1,-0.010060699039779034,0.037156704048795904,0.0166248159278921,-0.01764674350068339,0.0321892642165305,0.043075007552053186,0.11044051664380806,0.0005767723001106692,0.048278364197311456,-0.022210188257957758,0.09806178328845455,0.03343733774291793,0.037827721059020575,0.05109629422041162,-0.006954899895054834,0.027086415178830807,0.11863046293059377,0.024575932053770646
