,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1019T1,ZH8812bulk,ZH916bulk
IL10,0.01566828942523718,-0.0002728927943156133,,0.02347508343325814,,-0.011816200434501265,0.02455411736924578,0.0590524046317896,-0.033298943773975846
SEMA4D,-0.00352054180637702,0.01581203770911722,-0.06069469843044438,-0.020284713919290164,-0.03495068163861218,0.0341412100140042,-0.012461171919662185,-0.00513310692727367,0.014047032916179307
TRH,0.014698606760619825,0.03860066968165626,0.02566323478046661,-0.005310656746149895,,0.08389840361535282,,0.10115546484945709,0.021949242580065555
SEMA6D,0.06472558271882783,-0.020990541854618436,-0.02589945598136843,-0.0012895344374420053,0.034644289209360364,0.0024984429293945266,0.01915423301204635,-0.03306627887466727,0.06965723159596494
CEL,,0.05318989867310492,,,,,-0.005940251227765321,-0.00458686981384995,0.04631377607951038
PDCD1LG2,0.024400885708011116,-0.031225403557384217,-0.014243559621308997,0.032350308937739734,0.051935484525581596,0.11333300394197603,-0.006910878795936274,-0.019695510307405923,0.06355735974537965
SPINT1,-0.026120306393806626,0.005182514147585671,0.060516448622601776,-0.013059975175892293,-0.012873885828160387,-0.01734363842835512,0.10395603201695736,0.05193921873710147,0.08404685205766872
CTHRC1,0.019139542367239606,0.015246428289392225,-0.010980282957158739,0.017633619625983935,0.005356921896069749,-0.012975369288373674,0.09111371068382779,0.08816270790356626,0.005405813519987397
PODXL,-0.026801923617056876,-0.02364162262867526,0.016010544954871295,0.005406711445102741,0.0206457539675439,0.0004590109586039448,0.06955241714650964,0.05795525741831361,0.048827576423083004
JAM3,-0.010023132896402925,0.023661802602032614,0.004319252208162659,-0.03370261914401152,0.04231426619277995,-0.008951171223686159,0.013007447928527528,0.0614813329649345,0.0646272338894716
TGFB2,-0.029234713040535567,-0.0019719051577957642,0.024849788130404716,0.02121410886792816,0.032827229033077214,0.0468484115290415,0.0041065642209471105,0.046878008791803226,0.08488766124704622
COL18A1,-0.024509679538524756,0.05777651302354345,0.01939342252048386,0.008969101137863622,-0.02019658405904824,0.06602750413046966,0.018964479315789932,0.03221059852734248,-0.023376174802049256
NODAL,-0.007453394804510559,0.012857690820331589,0.002813916657318427,,,-0.018147509537761394,-0.00937088869864298,-0.00865606731389065,-0.019154960905242352
INHBB,0.007788956112602368,-0.04702062799304457,-0.005479794488517825,0.005717326402468899,0.07194276106480034,0.03530965136030584,-0.03768636934396505,0.012404069396847543,0.04771952002802846
LCN1,,,,,,,,,-0.01842364099575625
ARF4,-0.0037533452244984007,0.05219467724330017,0.003674557155287976,-0.02474549749086303,0.013857828260700724,0.021264791922301858,-0.06886481347667586,0.10031926376322055,0.0010948994571668323
CXCL14,-0.05581990228478361,-0.07357125608167853,0.027854895587596306,0.00566325208261568,0.06171935387798667,-0.024662803496581617,0.13188742549158697,0.10500278052465005,0.0920739259073841
LIF,0.029423586440015477,-0.041414676321501,-0.017969396662936565,0.0772162546540097,-0.017667102462869594,-0.021861382136152463,-0.07222353257928778,0.007771488940430446,0.023110686856152456
IL17B,,,,,,,-0.036246015556660405,,-0.020830458991389866
MMP1,,-0.014043901061117338,,,,,,,-0.04661697020280299
MATN1,,,-0.017347489801911777,0.01335898898091583,,-0.010747945402748576,0.008728701468693268,-0.02488216173746042,0.08552130349454372
ADAM28,-0.02233052365877091,0.0022724729332566722,0.07367555874537338,0.008318308882441295,-0.0013001946102379157,0.060991986561106805,0.10905444638308821,0.02029304227734479,0.026300423541960063
TCN2,-0.028454748588922735,-0.05990483855442168,-0.027306209398916453,-0.013213806280113824,-0.03605868073608804,-0.04013996690925542,-0.014382728015970547,0.073825022526835,0.08309800949597823
THPO,-0.028541674423317308,,-0.024668886896135934,-0.023126930138368626,-0.018384297828091426,-0.010747946637392139,-0.03795889192282246,,0.08203581325816829
CUBN,-0.023187969470208656,0.005577782502351438,0.05416128204993394,-0.026565301608875415,0.008508407579665344,-0.03143785174415738,-0.024609611661686057,0.030812704656620064,0.0034143239150383176
TIMP3,0.008189563464086107,0.0023560515093960835,-0.04222745383861904,0.02364006879646935,-0.007046945717968385,-0.02175221901143696,-0.02140844384992561,0.03501748873859474,0.019296601133602397
PIGF,0.020469470916195717,0.00331073134929164,0.05576812161855442,0.023010476619346493,-0.01364235226205757,0.018076154257723926,-0.055638958977147206,0.02542713343040753,-0.004748787708377846
CRH,-0.02687639602686779,-0.014271163326237521,-0.014618873452088893,-0.017734026028506437,0.025483523477037685,-0.014700422700975033,,0.03466315118516849,-0.015443685742251627
BDNF,-0.025543699382558217,0.00453651063275888,0.016020341298029126,-0.01231005671985127,0.0477323727212005,-0.012104948384181767,,0.03741551580806677,-0.03741563326651334
CCL5,0.02530019547606286,-0.021752127258914913,-0.021354576146560115,0.007201312125867825,-0.017389424659919363,-0.01458088211427366,-0.007327335590029933,0.022709619648944506,0.007408150895283588
GAD1,0.046309870128384285,-0.0027565627626577713,0.013629174726738693,0.013670635146653667,-0.04723683548355234,0.007717172295219023,-0.04171481673869776,0.10834888622096216,-0.023478920779828206
COL14A1,-0.04210886091176874,-0.012191251411467888,-0.022631110060705797,0.05770586870649652,0.024431605503514264,-0.015966865676637906,-0.053601309912503545,0.09929867906788534,0.0519462373358848
HLA-A,-0.04407008018769861,0.061311069017590654,0.0018479918793967232,-0.013462693406085312,-0.008881150014490306,-0.016217511276462517,-0.012113889509769958,0.13125138046193915,-0.07308450048164747
FGF18,-0.021353095655475267,-0.019471720241483297,-0.020282725531300276,0.07950221674232427,,,,,-0.026060241039816256
ADM,0.010176055742178058,-0.052272683524289675,0.04864661388245819,-0.0039836225174287995,0.005682201677628344,-0.05152548325096695,-0.10535815938910204,0.016953703029682323,0.013235478699545975
CCL15,,,,,0.030606716476872218,,,,
GNAI2,0.018331235606269876,0.034194322297617236,0.03286273955235508,0.04060073224363521,-0.017246666171434236,-0.00448021873232637,-0.009870445937100162,0.0196362000897301,0.012958286323710613
HDC,,,,,-0.022380517975917863,,-0.0008047173273450413,,-0.01898299785169219
COL11A1,-0.053772403265147574,0.044391752744162544,0.03360493609125037,0.0019923223675041373,-0.015375921762603145,-0.009370416236262025,,0.05881230271734117,0.039924382699774524
NUCB2,-0.02746770223153619,-0.04222500292319705,0.00480481180558368,-0.020317297979576227,0.017850057184879916,-0.03707322044369187,0.04877990634351822,-0.039012797756761856,-0.0802308084187636
FGF16,,,,,,,,,0.008146868137022603
CXCL1,0.031083440039563426,-0.0123275782477835,,0.019798382414906817,0.00044613654567897404,-0.014580884586338513,0.025968839011158273,-0.02399287422205852,-0.011857965108707012
VCAN,0.01895980393557258,0.06908474044666353,0.030245334317840725,0.02251809776388605,0.03409916126861247,0.0009492668867930314,0.06061158038553622,0.04071139445870837,0.05240777154666611
MMP7,0.006459794508479069,,-0.017969391619015982,-0.011125454928088967,0.03373165422959346,0.0033783661128800346,,,0.030050459745020616
PTPN6,-0.03154818338903677,0.03579392230321236,0.0328617257816894,-0.052304430539582905,0.027084701029971413,-0.04217415546802643,-0.0025877578415281614,0.08078688987307656,0.07287813938176264
PTGS2,-0.01334070404110301,-0.08084984270947676,0.007760831199637401,-0.03687370388079332,0.04787466677390725,-0.024808882950874227,-0.026896322434724396,0.03512664806018994,-0.0343512414146734
XCL1,0.050802716341335395,-0.014933129661265103,,-0.018273143444103617,,,,,-0.018516493440206977
CD58,0.013445565621322448,-0.027733427910960527,-0.017800301507475618,0.03927142435951427,-0.016298787744543724,-0.05771876114150508,0.021346260154312065,0.03651233780348836,0.02169534941667203
TNFSF14,0.06061214366428675,-0.007334248893800722,,0.03674538376287592,-0.016340632658074918,,,0.06516330145591352,0.008429954818518087
CNTN4,-0.03444320736439692,-0.01341876789608469,0.05842415756928666,-0.021293548437757007,-0.03473039969260904,0.011366571611870725,,-0.03122518833848346,-0.009675508942915013
NTF4,0.019844724202833657,,,,,,,,
INSL3,-0.007352992929473205,,,-0.012828819659370643,,,,,
BTLA,-0.025351182613700392,0.0315532085434239,,,-0.020867546795510266,,,,
MFNG,0.04811743122238464,0.04407076019393701,0.03064254969208303,-0.05273937855815311,-0.0037498960632326825,0.05506271601248649,0.024145801001439194,0.05287286848795511,0.0011238408503340036
ICAM1,0.051864880522729126,-0.015777335402124674,0.034428961664796136,0.03879077821308766,-0.043160567884226377,-0.0090471000930876,0.055197002770343784,0.0914913403400153,0.02850389669957273
PROS1,-0.014273906316700476,0.011325766217037698,0.0021932990133894667,0.016258236494732473,-0.014885753497633923,-0.019749745734721796,0.02026183753390761,0.0588015519252289,0.01181483309471168
CLCF1,-0.022807480479414013,-0.022636094381077193,0.0503567660582369,0.03176211324526304,-0.010706143598032614,0.02516427550043112,0.01914908383833369,0.07863970187205725,0.033284726743793645
PSAP,-0.026114911984076193,-0.030122815201843976,-0.0071519629417884705,0.0016228645887884008,-0.009087677420295448,0.056256685249053785,0.03053312775799578,0.07466657828252911,-0.06620412075921296
EFEMP1,-0.021399872381832972,0.025306733988538083,-0.0620379114250925,0.048344284132530516,0.029937699583253985,0.03262324452557334,0.07679288339761021,0.053090649833410775,0.09105854138419814
C1QTNF1,-0.03961839534053758,-0.058274896011157526,0.007420548287337305,-0.004425428025510448,-0.018995022777461627,0.018204965344285638,-0.05733682955730304,0.12716138232112772,0.05816367732550603
ALB,-0.03790936536692252,-0.015820169326964544,-0.01718878955198969,0.02577596747986851,-0.018559507438352146,-0.023253163882594678,-0.05071172173947207,-0.012267666222885063,-0.02687651703164359
EFNA3,0.007463291068296543,0.0032701706101334565,0.04164503757372881,-0.011112226726165547,-0.022470091057004336,0.011373687430944072,-0.017130498502396254,0.05231924045265733,0.019414837307404387
DRAXIN,-0.004978685588307346,0.0033649680921927915,0.119821951597645,-0.00828212543885123,-0.014902373723873456,-0.0349244045805717,-0.0019872027253397396,0.06212692323240416,0.006770604371541051
RAET1L,,,,,-0.01784894633328454,,,,
NPTX2,0.008149296527862716,0.02089984868898261,-0.001021745829993484,0.015262355345398665,-0.0076932425770478,-0.03510392854636326,,0.04397068472304219,0.04051207439430773
