,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
MICA,0.00841567925719498,5.1995244046608944e-05,0.0028189656479877105,0.0042982475129668615,0.034618886058819597
TG,,-0.015949549036200612,,0.03847935669154308,
ADA,0.026617013358131672,-0.052175447865960914,0.03231650825322284,0.028229022397262642,0.0651976436431242
LAMC3,0.07423989277595795,-0.02454699031183918,0.003623727172769319,0.05775347700895408,0.008747945442775937
CCL7,,,,-0.05776749472742519,
NGF,,0.07538336808328296,,-0.023975188162326813,
TNFSF15,,-0.012034278500359508,,-0.03775642941712666,
HMGB1,-0.05369820156757657,-0.012541174398139121,0.06303558509440571,0.017357920361367102,-0.011642234432488246
ITGB3BP,0.03975770786320984,-0.0054871044075869005,-0.015882923848918727,-0.0030028376035772207,0.016871989051863632
AANAT,0.05597016116472614,,,-0.020830463174716884,
RELN,-0.043054133778770126,-0.014536104245657822,-0.059357083657356216,0.011117827481792334,-0.054179117921783336
IL15,-0.042873621359080516,0.022994024619312863,-0.03462680970492148,0.02713069023790474,
BSG,0.07453792104678034,-0.017514667387644598,-0.003226934984544583,0.008363131424097633,0.08393036111749942
ADAMTS3,0.06810707260275846,0.010975909631212432,0.16589701089274744,-0.04696301485025111,
CD34,0.0285055333728405,-0.02308494679351439,0.06277539134481308,-0.05818112520055823,-0.013981420385447044
PLAT,0.15758788284790443,-0.032326749199832104,0.02035611389586116,0.07426580678149011,0.060145667289610884
NTF3,,-0.01439873540396489,,,
CKLF,-0.05255023314306347,-0.014143601081261134,0.095126231787096,0.0022973730584749763,-0.016807873905223605
CD24,0.04588890306010594,0.020193382773883745,-0.011598721404097203,0.009374691218306662,0.03821595053447909
HSP90AA1,0.05590547470752999,0.01835177809497744,-0.04651137008006666,-0.030479483100016365,0.06119678516858829
BMP4,0.05113244135234024,-0.041701626857420786,,0.0041751113348520285,
SCGB3A1,,-0.024991399100558555,,-0.04185893651400488,
IGFBP4,0.09813282746250718,-0.042256421277117366,0.07082039541731634,0.03947881323735239,0.08949334882708135
RSPO4,,-0.0168306437187434,,0.048882670065618535,
LEFTY2,0.12215936196763053,-0.022888563526730587,-0.05361461198718171,0.0022717617066576774,
PF4,,,,-0.02057594873987775,
ANGPTL2,0.001089978051089547,-0.036379813743924544,-0.0740563049303915,0.01790905269048331,-0.07478240831974826
LRIG2,0.08067487769244655,-0.06597624403777921,-0.03614759708927375,0.017474015048616124,-0.09636127140453558
ICOSLG,-0.017740578458935514,-0.036871282964023824,-0.058455741583511966,0.004961309526752546,-0.030946277023377693
WIF1,,-0.015645713584803086,-0.03523577923250926,-0.023178097716383652,0.15938449920648
NPPC,-0.0022081315457391504,0.05694313541201632,-0.0013490557035479704,0.05779743704444521,0.06472928382662858
LYZ,-0.012901952495684686,-0.03262067693921707,0.1536500696455874,0.0038034338110922565,-0.08274166962114146
EREG,,-0.02096285051753423,,-0.02368901227030144,
SPTAN1,0.025674643451530303,-0.0015847200633337956,0.05242875694729522,0.013177331477914174,0.06058615117409089
PTH2,,-0.012782934519585428,,,
LIPC,-0.013693295420807326,,,-0.03208696040483032,
COL8A1,0.05724128647752568,0.020621577215755426,-0.045416987812765604,0.003965325409731121,
GSTM2,0.018562703493375386,0.03052184002287622,-0.023474208411158392,-0.049322285302933914,
SPX,-0.019248890097694565,-0.0414192976668917,-0.061077100795323816,0.03978198686712485,-0.09219733763195902
MFGE8,0.03294558477925495,-0.04213530997456881,-0.014573778506646403,-0.0016362039503072644,-0.056720289774143874
TGFA,-0.03135353154093554,0.0039934286221196625,-0.01190890895365861,-0.09337529243013586,-0.12065522764980435
SLIT2,0.0028241835219880965,0.04919108755862473,0.09563763023699078,0.023788265897128718,0.10294193390971021
PLTP,0.050301849199474,0.021876687694281884,0.031938423848486205,0.08270760516360878,0.04080976996113851
APOD,-0.12668613885422278,-0.04083318687681481,-0.044282760584371965,0.046959441706144266,-0.08333344602025945
B2M,0.1377784941235006,0.002568439821223352,-0.0385147379732281,0.05185055654069496,-0.14340263989744073
OMG,-0.10698391533771351,-0.011445521392421854,0.03788116461058989,0.03343232167342,-0.06759516004682113
CXCL3,-0.024244099826408162,-0.015735116606115266,-0.04829265043692351,-0.07896569583964656,
CXCL10,-0.03266197385714511,-0.022997525842452047,,-0.0003627323766443003,
RSPO3,,0.03373469768574582,0.027680909969962374,-0.04453496594989731,0.038658375405569254
CORT,,0.03804321066606195,-0.0184612457280593,,0.1018365242988159
NCAN,0.1196652590445525,-0.0511917768047941,-0.052717357755242805,0.02270867327942194,0.02480403639130729
PRG4,,-0.04013468753657239,,-0.028638917434953347,
ZG16B,,,,0.09468540974109908,
TGM2,0.04145837459440365,-0.03946187610698125,0.03470351331397418,-0.00912430805241552,-0.0832227527905568
VEGFC,-0.014843568929443392,-0.02872514099297335,,-0.06163645241303556,
WNT6,,-0.022337010959215964,,0.03865793556266059,
NRG4,-0.025678166941349417,-0.022225301713243502,,-0.02727665415477951,
PMCH,,-0.012796411096275492,,0.035228049324066486,
COL9A1,0.01762398442325779,-0.03556683419315835,,0.015503449269300147,-0.05294040138272568
GDF11,0.02726848047313553,0.03982485799324478,0.013563901333376436,0.011947548529669026,-0.012227885005848179
IL24,,,,-0.030494391940547646,
SORBS1,-0.053560001478232415,-0.01815124383375753,0.06619832171534623,0.003890282480429675,-0.05351811294654405
DLL1,0.03566127464866415,0.024100742742225855,-0.06674625971203406,0.024269554239459704,-0.016840487234499244
TLN1,0.06856784904572331,-0.03646663595786331,0.027407523858881573,-0.03998681624668332,-0.04659689211132186
COL2A1,,0.04638677410604958,,-0.024574801333114606,
SHH,0.05054189749490157,0.003453377681441004,,-0.04970108747469919,
PON2,-0.009434270348569378,-0.08024418213696215,-0.03679152848481511,-0.011134253449192022,0.03695195143378392
ICAM5,,0.06744509871322868,-0.02735689703605151,-0.04618576388981744,0.05242094237593345
HPX,-0.034427823513831585,-0.012000369021705619,,-0.004591639136537289,
SFRP2,-0.022257213684808118,0.03299532312725248,0.13018152250260778,0.004670432264607336,-0.06123843453879384
CFC1,,,,-0.024135547149137477,
CD70,,0.014918002179650091,,0.024995685873856446,
HP,0.058164032441115406,-0.01905206462375427,,-0.06253182735988452,
CXCL2,0.08149468807001471,0.03370353522709861,-0.12311834516493232,-0.052297533013385994,0.002037906211565894
NPPB,,0.06179154088430914,,,
CCK,0.09110321982956097,0.002512331104486572,-0.019626253604489066,0.03417889911009774,0.16917612431502962
SEMA6A,0.055726412266445556,-0.006076724550566274,0.01635136106921009,0.008245938758486846,-0.0639097708569476
IRAK4,0.038075098366782675,0.040075999620191136,0.00918360468643979,0.00573538787564967,0.02606594879031655
GSTP1,-0.05749718045880171,-0.021802488647794254,0.04579205646471691,0.012169919645372182,-0.12684826121183138
VCAM1,0.06863930871381921,-0.050915659526007455,-0.015574664336036983,-0.0711551922394179,-0.04691310835342213
NXPH3,-0.016779477936135444,0.01806856301700256,0.0007679536349122623,0.02491138446648369,0.15606756517349366
MTMR4,-0.016176634963331177,0.019569027992265176,0.05487296417483171,-0.020845988728542722,0.05084962628053503
LAMC2,-0.024826818125764618,-0.01242091292517195,,0.09196083877656165,
IL10,-0.02394785031982265,0.0195833328434237,,0.058166996602906695,
SEMA4D,-0.08593828053190433,0.036129645164151375,0.0703062230898862,0.04529920817619853,-0.08466094993780217
TRH,-0.045862647981707645,-0.026572656012458954,-0.036426741162384785,-0.0061152601636627665,
SEMA6D,0.061877222729376895,0.04677538483574637,-0.03987035871598374,0.024398509003663516,0.04700373849211275
CEL,-0.025030305885394406,-0.019059798548682474,,-0.028062068532120694,
PDCD1LG2,0.04818473016621614,-0.03543893052908356,,-0.07675718589832774,
SPINT1,-0.01772766535963395,-0.03690913089709188,,0.013541180876205466,
CTHRC1,-0.009195636531600293,-0.05384331704306808,,0.03333168913097759,0.0878205677220551
PODXL,0.04790260183355779,-0.017623978481099298,0.006932990810496482,0.03519632174661061,0.10041256805461755
JAM3,-0.03763771888735312,-0.0365263567648071,-0.006806256246322022,-0.031179670872564215,-0.004898507430594458
TGFB2,0.033434725518912065,-0.022598136456588473,-0.004169120544039401,0.011702245343546951,0.11908623245820467
COL18A1,0.035163423709755746,0.016813305046541622,0.04512977593861336,0.023046048473297383,0.09691521019697613
NODAL,0.03629301158621366,-0.014204245515621064,,-0.05471716245845935,
INHBB,0.0025945697185458185,0.03637687105514605,-0.029114742871886833,0.011110536417380698,0.011419204601750043
LCN1,,,,-0.01842364099575625,
ARF4,-0.08231408582081244,-0.003969970684800007,-0.029199308964115527,0.03130687249495466,0.09811968823722052
CXCL14,0.07513612532209674,0.01605889411381578,0.059005886112844276,-0.03433024190977335,0.07124542089814968
LIF,-0.010336047354808963,-0.056078315067786294,0.008504050089091348,-0.014656679522944664,
IL17B,,-0.01767140130867556,,0.028336342330039253,
MMP1,,-0.012796410082878032,,-0.0038253693771363112,
MATN1,0.015387698633045992,0.002237669230507947,,0.007141226235544646,
ADAM28,-0.017641850505022108,0.023433175703909834,-0.04066498195906989,6.936048079343843e-05,0.04275106314055628
TCN2,0.07166095508894474,-0.04818678978332019,-0.04237369151228239,0.049230076054963934,0.027525374512622058
THPO,,-0.015798306018270734,,0.008623046943683571,
CUBN,0.007158749535435494,-0.02162029166588173,0.02226304312056455,0.07035545893082211,
TIMP3,0.01077587793607296,-0.012912091630548543,-0.0020021797072196775,0.003624206817184131,-0.009531272372872953
PIGF,-0.010072691189432438,0.010700678576022197,-0.023975446830142175,0.018880769045925415,-0.06151178102830563
CRH,0.008945371541826678,-0.024811748739837373,-0.04245183217818138,0.006769214807851023,0.032706884258899234
BDNF,0.058692031542861955,0.006457253575249002,-0.03926422470767293,-0.020581735480449198,0.06890058766042163
CCL5,0.05730954056478939,-0.03219924331334304,0.007408978695417356,-0.021739148173435873,
GAD1,0.043006286688247825,0.025435283449799166,-0.03911785530249542,-0.009185729858205888,0.05973932308905573
COL14A1,0.08105437444969367,0.0629866992464471,,-0.04795156416342551,
HLA-A,0.10433609680403702,-0.0038419399088451445,0.0007637826246579136,-0.02358239993033768,-0.00044745378612568267
FGF18,,0.012338473823292945,,-0.026060241039816256,
ADM,0.05312536813751754,0.06039299320398072,-0.012210994377319699,-0.07556640422668781,-0.04889332711772791
GNAI2,0.02653128077837501,-0.000934841815656764,0.016167346864191995,0.030480958930907874,-0.07864110398260007
HDC,,,,0.08531078180263327,
COL11A1,-0.010063342670216304,-0.015215256323799529,,-0.03973110226213159,0.06861776698358235
NUCB2,0.0376337801578273,0.07400841352061945,-0.007454191342397237,0.006759292188050899,0.09400918764112216
FGF16,,,,-0.01870527660854606,
CXCL1,0.06572085174934668,-0.03650204343758799,-0.02904788420826302,-0.05152785968242969,-0.03750867391473053
VCAN,-0.00040746588572541643,0.032051262926514085,-0.0005093574065514984,-0.05665537178623752,-0.09576705146467045
MMP7,,0.011683602481488128,,-0.06364132079700495,
PTPN6,0.041280518620495164,-0.03687529539334065,0.024882979200578675,0.00239515630810195,-0.04577383679121235
PTGS2,-0.031046714651899624,0.06680167441978552,0.06523550124990954,-0.055189862672120685,0.08358590654842245
XCL1,,,,0.03152659070422859,
CD58,0.032476930578950625,-0.025972866963844047,-0.01900427185425953,-0.0005655205795554321,-0.02564946969414246
TNFSF14,0.0012439051754082916,0.001329572583110811,0.002056016044294799,0.014995682467894362,-0.011428014640840322
CNTN4,-0.03151553300164746,-0.015467538733793782,-0.045312082514955186,0.019031792844602158,0.15575998898847562
INSL3,,0.0019569031778990356,,,
MFNG,-0.015115381124405627,-0.047810522667945436,-0.013418825057738143,-0.0003242621494756054,-0.0271888105404864
ICAM1,0.06333835333024616,0.06488302153617602,0.007811794722145805,-0.015287887768135078,-0.09515428368465313
PROS1,0.08134345100285593,0.01077945720634339,-0.05460216284336335,-0.03283879018221984,-0.04065567789873736
CLCF1,0.07258392413224031,-0.060819962440986405,0.09081775101035912,-0.04876193201087107,
PSAP,0.05282848025045506,0.016806144944268814,-0.005092049032674549,-0.034042056611905576,-0.08473999208131544
EFEMP1,0.05097497765940918,-0.012816060314922323,0.026615236347032688,-0.03399605890987036,-0.029397777750870123
C1QTNF1,0.059819483767322094,0.004363950467223783,0.044457480114483416,-0.015019576227833956,0.09716495391432894
ALB,-0.050874540791048375,0.05871275730848185,4.3107747667576043e-05,-0.02687651703164359,-0.031752012605270954
CCL13,,-0.02072617947466198,,,
EFNA3,0.06521543801419809,0.03122860904053079,0.10763084196878096,-0.05607492196750522,0.11934622722892052
DRAXIN,0.08711274551557262,-0.01824659581080134,0.08266115845121942,0.060305248420615756,-0.05294046762241903
RAET1L,,-0.005282996501314045,,,
NPTX2,0.018265963920630488,-0.044591696417089585,-0.0028575252415721933,-0.006510464919879333,0.0417803236245081
FGF11,-0.019126315531872787,0.03544641448000189,-0.05083504130891208,-0.04208007225167592,-0.08311892733203007
CD59,0.01993821490362184,0.013134737266263581,0.05256771843882482,0.03382221859925914,-0.023787464710226632
COL9A2,0.035047326887197194,0.0019530661116800424,-0.07714871844818433,-0.041065221367128785,-0.06878006878218194
DLL3,-0.048371477991690046,-0.05300245469449372,0.02588989727457483,0.07385397984098235,-0.08040102640069138
FGF5,,,,-0.03208695074032165,
LIN7C,-0.005431663228240127,0.021959405173506804,-0.046071125753955604,0.015778275317528734,0.030426745495321556
GDF7,0.02074001060934678,-0.015021001186918908,,-0.029018042797320145,
PSPN,0.06606529122047541,-0.050641677946070066,0.004351279543757018,0.005245723740354158,0.040749529548909064
ANGPT1,-0.026537260066260317,0.02990854734857658,-0.042849290821975215,0.05938791067948633,0.0680934918153661
PNOC,,-0.017808010413011527,-0.03926424593750695,-0.032443646539908104,0.22003222976673356
L1CAM,-0.040090934217999794,0.03741839854542302,-0.08369009983443292,0.011092447619983618,0.022453219528508893
APOA1,0.05505770505781885,0.057710858678702896,,0.009930504689037434,-0.03402467631789492
PSEN1,0.02108221332751084,0.024265906312084366,0.009153614196287192,-0.005173281772452287,-0.08898800164991767
CALM2,0.006828078269520376,0.025410492252538407,-0.033724142826824864,-0.01983256691323197,0.09944014091428646
CLEC2B,-0.050124846236629286,0.0027476144120767176,0.13670808879408483,-0.0682642981431241,0.020850279534878523
NTNG1,0.10138777630338164,0.006884995858534301,-0.053614802729830074,-0.03324049785684003,-0.0073163835725210125
LRIG1,0.05850034147328586,-0.07845652141836262,0.024675574244777183,0.01630370134235555,-0.1633440136418906
CPAMD8,-0.03967326193883508,,0.17302868448830205,-0.020575967235102518,-0.04289456876354531
GHRL,0.05233806796059428,0.07385363060466285,,-0.018137929211588143,
NPY,-0.009204948080993525,-0.0502320635336043,0.014542988787876389,0.06392289103650295,-0.03953816095489268
MMP2,0.07199642789738414,-0.09173193814086812,0.0020235884512712454,0.0411132767967091,-0.0629663018068799
PPY,,-0.03294332803219797,,-0.036833503302325786,
ALKAL2,-0.04430197702303934,0.11326587903605387,,-0.03719982851798202,-0.002714565455729364
CSF1,0.11027323817890676,-0.03891146244510003,0.07151620329538089,-0.04213946649193003,-0.09456522999856252
SEMA4C,-0.0024711410589944127,-0.016117727662176885,-0.04596984560873656,-0.006531043967695005,0.0652339792868923
ICAM2,0.024001114252619676,-0.029586509190486165,-0.023453682040463344,0.01976485499282615,-0.06708537518752358
SYTL3,0.039645573882999274,0.08589444151708274,-0.054462382185363055,-0.056808466194608734,
IL1A,0.02601269340175757,-0.02395926645165713,0.009833144912985838,-0.015993589307865163,-0.029859462636781815
HLA-G,,-0.013834746929286388,,,
PGF,-0.025759203692592398,-0.03850610842278664,-0.051887837947222216,0.059620599177322126,0.1279311983139928
LGALS8,0.029369454343383262,0.005767717561589421,-0.020484277661406175,-0.10089472015261325,0.042644906591354184
DKK3,0.03930704187312576,0.030952774375076396,-0.006032268048815266,0.07045757580576717,0.07453481235017168
COL16A1,0.04006231217117405,-0.06844218891676615,0.031859776477560255,-0.0021760354983781103,-0.0023238681187118413
TPH1,0.008734109877716006,-0.007843830283790959,,0.08938077308890494,0.0406738460177489
TNC,0.03354722920995213,-0.023035651117429116,-0.04542995011045924,-0.06902103696677449,-0.07866257076177081
TNFSF9,0.005637194670832129,0.025224663069774597,0.007876155470359173,-0.04144506733611115,-0.002232481270675702
C4A,0.010585765069672575,0.009549844306934245,0.031402995679383476,,
CNTN2,-0.05270630343047453,-0.05946980898590546,0.11370793847420899,0.004639388965932476,-0.09030430861375052
F7,,-0.01502100263941302,,-0.025433058266188663,
LUM,0.004548521669711707,-0.055431319336074696,-0.03815144503380206,-0.004952863605619602,
BTC,-0.02935462715579311,0.16202802650739953,,0.008407072843733472,
APOC1,-0.01758674134633606,-0.024940302565453636,-0.03015639331383179,0.09106185380386393,0.024835632087874683
PKM,0.07435447474415806,0.057184666284400706,-0.00986119500649993,-0.07756375654581914,0.10090656050976056
TNF,,,,-0.01979433835702659,-0.09158099516012101
GNAS,0.12122872613252401,0.06494761291329768,-0.12309127339197483,0.08019770525772645,0.079566805009538
BMP8B,0.026951962694100925,0.022028842522031643,0.020430181634687905,-0.004879361492866709,-0.0325296226967989
LIPH,,0.040850588774787505,,-0.015158178024828235,
CCL28,-0.023648198697415256,,,-0.029947960538170833,
PTPN11,0.007709599183724961,-0.015770550699098884,-0.013538757946441519,-0.03793406320878413,0.03091589558593646
ADAM12,0.0626843366315785,-0.0222452824813207,0.10183526600624544,-0.019313476777888375,
EPO,,-0.014371074978994371,,,
EDN3,0.00010805260791244074,0.12213284946677407,,-0.01513065423291246,0.08141144617393045
CCL22,0.04117052040282174,-0.012609992682555315,-0.04688879250461343,,
CCL2,0.004792214964408874,-0.05130331059998217,0.025856979501033536,-0.0160118874682123,-0.03824480009297002
DSCAM,-0.023701123377115975,-0.012337026723952024,0.011362616142818712,0.07852506978381847,0.06730002045510874
ANG,0.02700728274051848,0.031488228488813906,0.0029023655902181015,-0.03514858359020655,
FBLN2,-0.04839510628020729,-0.01554297814369356,-0.059357050134237775,-0.023884585997361086,-0.03328923153054356
VTN,,-0.018608602434024384,,-0.03208696187907818,
VEGFA,0.015206712058272997,0.06819149447095879,0.033247989509300524,-0.05677700500809998,-0.03471348274168961
F10,0.016295528667989643,-0.024889775325925324,-0.00832681551493496,-0.006079815966763438,
SERPINA1,0.02891741047636186,0.07760428919215967,0.010796020964650974,-0.04249820777415598,-0.038793808634220744
VWF,0.022304115212594178,-0.04264576085563147,-0.03893840698122415,0.03450681973478337,0.014790617529704389
GDNF,,-0.020123866543310717,,,0.05408010684689457
VASP,0.06994118030697763,-0.060729168669201604,0.027065216964793252,0.03618021400651121,0.04677177767099768
ADAM15,0.04629523542511945,-0.030696528711885263,0.036750113120472515,-0.025508601077642738,0.02802893929824857
WNT2,,-0.01725568832882484,,-0.049826976387296586,
CALCB,,0.045998195115636874,,-0.030494406888739407,
OLFM2,0.07997003575917225,-0.04983816631582693,-0.02403369130217915,-0.03168104610745617,-0.03497561382242183
MFAP2,-0.010299217663245265,-0.0396172081403667,,0.04084090334831059,
HLA-C,0.0794015544363462,0.05687547113965321,0.012762328662654279,0.040444376829421785,0.005707352584905024
THBS1,0.006745305957306272,0.01701735862216115,0.09136827608466337,-0.027452011411703624,0.019416155831632077
HSPA4,0.025397076767783758,0.009980611151321388,-0.0682516938735946,0.03859583284906134,-0.017296732377853532
LMAN1,-0.024989806480799105,0.03659087768699466,0.03938193834451973,-0.11002010740701774,-0.06914519518564924
LYPD3,,-0.02288856702892244,,0.039293255475522086,
APOE,0.07775339898168374,-0.028910735888414904,-0.009436440862407691,0.033657779195327524,-0.05269247663314205
SOSTDC1,,0.08592514357037216,,-0.0146742274512725,-0.034746110054178846
ANXA1,-0.05146074382678547,0.050691207323951694,-0.07948589901936766,-0.00890552885796239,0.03910453223031934
WNT2B,0.08407785542352915,-0.0302509555011888,-0.036426737924797246,-0.000749916596623129,0.06896872724096613
AMH,0.06274917255984089,-0.0021550011321702315,,0.016016962056064652,
GDF10,-0.029846678765424715,0.05662223619008245,-0.019227469151277113,-0.00024730324069038205,-0.015533336731457507
EFNB3,-0.006075446504891423,-0.009667151984935337,0.06808830621223524,-0.0053550941439874855,0.015609884139692207
LTB,0.03174586671267954,-0.01710363203373042,,0.004806399617756646,-0.04073032957503747
ANGPT2,0.04897945923796367,-0.006589357632112758,0.27591624333677145,0.022515357387754766,-0.06455634558772803
NRTN,-0.02984668947278014,-0.012796411096275492,,,-0.048248271551527354
ADAM17,0.07352543169817448,0.006970193403061011,0.012739052623826706,0.0663589072944039,0.04167825905070932
LRPAP1,0.09609008298288105,0.008280596876189568,0.03489559468471834,-0.012459670723720223,0.19305810148600547
NID1,0.06178513096814754,-0.03256921640662547,0.13102226018055238,0.06780315248243458,0.016203149134695723
MST1,-0.030847572413617977,-0.005432898728727305,0.011328271901759447,-0.02952474472633434,0.044397019818807
DCN,0.037433204760924516,-0.06593502242367955,-0.01997453298997092,0.00870509341205922,0.08338866976774843
IGFL2,,,,,0.04707048734108524
COL7A1,-0.06244443345146115,-0.06550759582146679,-0.008115817505067083,-0.031870492958343356,-0.06460379210738515
CALR,0.077297191751042,0.03182873110812776,-0.035612515139935574,-0.0006845458221608973,0.021978183768020583
PIGA,-0.00715179823973915,-0.01319750091382719,-0.00535982347495703,-0.05915475199247664,-0.05799517914258308
CD200,0.0023426368293172103,-0.00032857517219273577,-0.018759131447703976,-0.00992562739235561,0.03615432670298667
GRP,-0.032661978700034906,-0.014035571394550347,,0.09446672179264198,
CDH1,0.0025988339633355373,0.026220452840423254,0.009514653094055445,0.04919558513032831,0.04257699220005953
LPL,0.08616566551901526,0.02318946381554037,0.060931580871582486,0.012028641843992475,0.07246140387393078
SEMA5A,0.09161693283551987,-0.05411888550182304,-0.047314160574088944,0.018800290922896364,0.020525877852222478
SEMA7A,-0.008009394389163302,-0.00849737009685605,-0.03853371731996412,-0.06855827277886796,0.03370128424818549
SEMA4G,-0.012764758733571331,0.03143995858148667,0.17829203782986702,-0.029998552814502307,-0.04134891186752106
SEMA3B,-0.03397379149016441,0.015549423660699066,-0.009969757366928626,-0.007255020406748544,-0.153917876304989
RPH3A,-0.06703205176806616,0.045191347538318945,0.008518682151894356,0.03741236416093115,0.03476792721092686
JAG2,0.017486167251155305,0.05250814368902299,-0.04148399249250549,0.046086043717883794,0.13011488066968943
CGN,-0.028484257804868986,-0.04021754563294973,-0.027906465537960404,0.05339602434052512,-0.004506003629782984
GDF15,0.08658203797076744,0.07392582041079206,0.08652906930556829,0.03358289846893963,
SEMA4F,-0.011401457816427978,0.0312922436387059,-0.03346168469662051,0.03593450887868184,0.05795197148341773
NXPH1,0.023565721873513065,-0.003050647841380388,0.022048230630856234,0.14073540638796578,0.0760038236021273
ARF1,0.05977383539701529,-0.0006534079770724034,0.00878069340398518,-0.0024670327633292207,0.04997049325086593
EBI3,-0.04429496286326426,-0.00567910239984896,-0.06838642788582913,0.0647429259816765,0.10345393530255148
TIMP1,0.1123308378285401,0.03377960622746405,0.07650008273426585,-0.03484340846484342,-0.0555061705862009
SEMA3C,0.01336612296436375,0.0034031507757118834,-0.06779825720172865,-0.024560262476172906,0.08817420848508928
GAS6,-0.05933125825920115,-0.0039675144898363695,0.07302708059113634,-0.0636200142070874,0.0060392964828183925
MEPE,,0.08142994284514794,,0.06847545529497319,0.38786623899281275
SERPINE1,0.021676831906456303,0.01182303696012258,0.00017648487045270688,-0.016246969279813655,-0.055818278420627976
RSPO2,0.025680784418072835,0.05182468228367677,0.08680544060882613,0.08056752045853348,0.1242857005842961
SHBG,0.06450203378522634,0.01795082105261005,,-0.021466847872934774,
LGALS3BP,0.03430990299503133,-0.006396983160316297,-0.009690644096824656,-0.030303191943848555,-0.15724655443274965
LAMB1,0.07825166330018513,-0.01835781406247045,0.09191430840397215,0.022137687227319378,0.13775128084661553
SPTBN2,-0.0008071763867091689,-0.003981747176643542,0.11628197520854264,0.04929094348738764,0.17841006137197443
COL1A2,0.06592344484662856,-0.03501756978721655,0.014233337522909733,0.04345960275067293,-0.08084302295844933
DEFB1,,,,-0.024574780750563026,
WNT11,,-0.004634412130231459,,-0.022062484632438158,
LGALS1,-0.0020851828106567896,0.01532660075735326,-0.014894149939485674,-0.0944158909741211,-0.06131138970453927
BCAN,0.0846585791120505,-0.0663016127211544,0.014196437446113552,0.07851691274458288,-0.06850228988830205
ANOS1,-0.059550955996655226,-0.029728696676628683,-0.03443081979045989,0.05640245157663514,-0.021989939187893943
EDA,-0.04341344496538659,0.02649504124006985,-0.0026936375743456223,-0.02661941863598533,0.10284486135725318
FGF22,-0.031978368045689765,-0.021544624031452225,-0.010399912825558954,0.004544331227774705,0.03432352303338419
SHANK1,,-0.042052996469030296,,-0.0007889567451016275,
RAET1G,,,,-0.02031850479765631,
TGFB1,-0.024800764533398887,-0.0029258090407284433,0.09083541248714881,0.06186412996143721,-0.06554864503824709
MSTN,-0.06621849696432504,-0.021773546875138234,,-0.02747482819842015,-0.0419595303752007
WNT4,-0.023038089484703452,-0.010855359837553926,,0.0166339501520169,-0.006128752373933787
TNFSF4,0.037286195006134934,0.045787329932987945,,0.03627109426867487,-0.01685157488573483
