,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.014735239295015266,-0.014443727300829656,-0.02102941220747188,,-0.020449981932958303,-0.009906348021322262,,,,,0.029236975462859874,,
PDAP1,-0.012480179744904887,-0.03949125039758013,0.0015369888359416971,-0.08111293205766044,-0.03396009346264724,-0.07753073472012528,0.01777056112663875,-0.03631641031547772,-0.060634798903149545,-0.14852050682944665,-0.056361904663690794,0.020693522018932802,-0.09560055697530778,-0.10466135912574712
QDPR,0.058214600561111614,0.029079778793665682,0.05105533107085865,0.15158074070938793,0.0296000406875762,0.08601626554077733,0.11373554964097875,0.03648221723907438,-0.2585812269797036,0.05236850849538061,-0.008916795899862098,0.046441204328961934,0.12281989075447408,0.021643988880412652
POMC,0.08104699970429668,-0.0164284490312719,-0.01330701017293223,0.09750864033843903,0.05812608562292975,-0.02636116045335476,-0.021601948499136298,0.037323286596534264,-0.03416252312703174,0.16575730921949736,,0.03864220717305153,0.007716000679853049,0.05140667498731157
CCL18,-0.02546158724668555,0.024271640622948395,,,,,,,-0.08836568875718849,,,,,
CCL17,,,,,,,0.01282550514164215,-0.02861726123588722,,-0.01492107264642144,,0.0052694522056257465,,
VEGFD,-0.028687766793252776,0.015264504184204355,-0.005433375009362875,0.07066805055885142,,-0.017531638948099754,-0.02473819653200906,0.00010762188901465362,0.12746633088325338,0.0006842489354578919,,,,
TNFSF13,,-0.005791357287194286,,,0.009445640454813761,,,,,,,-0.025629936508431105,-0.028550960934299947,
WNT5A,-0.037486274425373396,0.03507560376422227,-0.033347139379456756,-0.1072296631230607,-0.048662631792505906,-0.08024771738300991,-0.019440178662445056,0.013348822956908158,0.09797554157650129,-0.09513575330521375,-0.007006099001774139,-0.012238998290897304,-0.14354203469086485,0.14375567476660966
CXCL8,-0.04502599138093847,0.06600674836752037,-0.019370774960203476,-0.036405624068330464,0.024550832369791543,0.01883007947357945,-0.02990716288751237,-0.03299188768925226,-0.07547636986060784,-0.10544990669691699,0.0036209714195161074,0.05009365706554166,-0.11923844112232931,-0.07527504540440128
GRN,-0.011423789857577308,-0.07461605593776062,-0.023739785344121883,-0.06434337487209855,-0.04329765775138281,-0.06971476569832358,0.06595453297651999,-0.10200197430199476,-0.1467892510590852,0.044398957054458454,0.0005913414391916489,-0.11207654112813357,0.04562489912845872,-0.06677244392490617
MIA,-0.040369525297821535,0.0006765879005907479,-0.018398230558011736,-0.04899324875273163,-0.027636839304130335,-0.02989416464813107,-0.000235102319714708,-0.04029163689975942,,-0.005881304599071467,,0.06191955875716381,0.004667734810950035,
COL4A4,-0.00731537358107002,0.03130734589726076,-0.008251735677584474,-0.09757101557938085,-0.0335289963503396,-0.010312455309066468,-0.024241663946034605,0.008466944911173451,,-0.04545205180456911,,0.01654189731249233,-0.04790224125613073,
TAC1,0.1316946955372338,0.04078940348993229,0.08884984702464781,0.20334927483406,0.12668351627068886,0.08386954943090245,0.0728264015128617,0.06181503366973641,0.233335636590127,0.37986197641643343,-0.052855723681413766,-0.035831491015490366,0.033935224707586385,0.08291864388656722
RARRES2,0.01989835082889311,0.03676892016781897,0.012345653657645228,-0.1779279641621557,-0.055893138654473457,-0.0952720340669644,0.06630139702349797,0.032687264048605766,-0.06825885944152377,-0.12347718828847745,-0.020527051879759273,0.055134427557204116,-0.0941932729622598,-0.003574352243600782
FGF7,-0.005270431119320045,,-0.009766342812295183,0.0755643874161368,0.02985242462834531,-0.029388927473805136,0.04341792639281214,-0.02406009247287426,0.05889843036758174,-0.020211154081693643,0.021908012955729996,0.1073691704127512,0.06475417439934306,0.029550573676813834
HBEGF,-0.017340614547813226,0.008510681963879404,0.002605137131628411,-0.07467970216742603,-0.01805269739726373,-0.04652839986551184,-0.14270721426527863,0.06404623044711565,-0.10303398643878482,-0.0545006101759571,0.005882475500516565,0.09066724073516119,0.0013459801886769875,-0.048707540040257215
CSF3,-0.028879221030334083,,,0.013816265932016555,,-0.010910379226875572,,,,,-0.05254398424275941,-0.013044609079292223,-0.051206153934902035,
PI3,-0.03421174380826831,0.11880562530020736,,-0.025970797970580196,,-0.012285231010880892,,,,,,0.05761408757747349,-0.09163312653860901,
PCSK1N,0.08185892484969558,-0.00607664286181212,0.03512473867098899,0.08915493189354311,0.055991644956658634,0.09908134003378431,-0.05311567775415486,0.09364262487100147,0.3262838535614878,0.3352579316098989,0.07628361661023239,0.0030423109691876653,0.0947269555851373,0.0685088342638049
NTS,,,,-0.06739870992473959,-0.020706169673892782,-0.01341016849423772,-0.027693283145436808,-0.04123413456702561,-0.06151493072450374,,,-0.04249624003269614,,
SFRP1,-0.017325231653718885,-0.046444834060434564,0.023289068711058066,0.05611390948391899,-0.07104457820860874,-0.014470075653190672,0.020958403147550157,0.09949403525307211,-0.05386778319801685,0.028394519547170184,-0.05829488668960393,-0.04150873507609043,0.0014818673818211697,0.06631643442965757
CXCL13,,,0.052476198908242594,-0.02274686632437735,,,,,,,,,0.06900035922530597,
MICA,-0.09166892239177468,-0.0349081603930987,0.04194530737096724,0.0002943174819518522,-0.040602930728380414,-0.06322167793767626,-0.0541265242498381,0.03657702745803258,-0.0037807112594913975,-0.11869797539469876,-0.07617603781504402,0.01745449395426471,0.026221973326312865,0.02689153378654388
TG,-0.023021348625103088,-0.036539507191111605,-0.019640558944768783,0.016558395035536612,0.05177855323631347,-0.013167851597298868,-0.011615731054314377,-0.00662905594987649,,-0.02047779662991688,,0.008465206588104766,-0.06023851328293707,
ADA,0.057271710281101965,-0.02696697776309324,-0.003998182042051927,0.022674578565255385,-0.028668330709975164,-0.06767959791801077,-0.003275417473152972,0.008837425257968197,-0.09280565607871122,-0.10661505991218123,0.05320517810808253,0.06947270495268804,0.01674128886132714,0.18897431491717287
LAMC3,-0.0019096535855477293,-0.08314068310469472,-0.014434065247778056,0.000714189062751612,-0.09423833460902846,-0.025420955184754426,-0.02104066236445993,0.01121989984175178,-0.031556616162214904,0.004092688375467621,-0.05020223640858075,-0.09149914568124243,0.019100509874534606,-0.01577632166519754
CCL7,,0.08747403507926814,,-0.030158145057998544,,,,,,,,-0.01571254579953447,-0.07475272988954106,
NGF,-0.01663814017070794,-0.0005525802180098864,,0.023665015002882837,-0.04508487392320698,,,,0.08775052177830499,,,-0.058502763744494604,-0.06273601449476483,
TNFSF15,-0.020583455887733824,,,0.08956619753300897,-0.03381947399220266,,,,,,,-0.033593485393578,-0.005670760898857018,
HMGB1,0.053616746088026516,-0.05781306239110082,0.003801911104095251,-0.015669595319475312,-0.06642487753232658,-0.03631871287900838,0.01849447130644928,-0.03031380064132352,-0.10972048941637344,0.021255719568148434,0.0075197357240543525,0.02691843226967753,0.04976154315446695,0.0494651290619163
ITGB3BP,-0.10144062347898945,0.0003584719001143559,-0.006830382603222375,0.01220025229385322,-0.0861568746687638,-0.013356732206057709,-0.01776219453946535,-0.03287965705541059,0.07061069356775931,-0.18184120983155896,0.05982804806312393,0.11762858295835758,-0.05795755500280121,0.016878952517131826
AANAT,0.05030413613825418,-0.01565071993638978,,0.05364573528820581,,-0.009841457318457739,-0.021037068207236474,-0.04029163914088314,0.019306487600192712,-0.0488726091832704,,0.04874662256945911,0.04557687109897088,
RELN,0.15850709013004524,0.07567903973833376,-0.0319238369209625,0.05049917590219963,0.041158244920130115,-0.02887792362845789,0.04936827257477463,0.09531205423966546,0.05556179942442071,0.13538468839066614,-0.0526303768397217,,0.004693806793727447,-0.013198173651070082
IL15,-0.029259027244852895,0.0661981574932861,0.02544760859325808,-0.022032308744419967,0.04014189531565776,-0.025670531039133106,-0.0002875812071257008,-8.041807420407225e-05,-0.045413393677396614,-0.02935892906891038,0.08076517059030867,0.00995673330894122,-0.04498147175122872,
UTS2,,,,,,-0.03246346693915787,,,,,,,,
BSG,-0.03493998083443617,-0.008582203779623675,-0.02070357949050071,-0.013723217680393812,-0.023407762085593517,-0.03361363642300784,-0.062452466094471776,-0.002979066244802091,0.2644004144718531,-0.17274808720236007,0.010469784588112405,0.12377102531059063,-0.05549203627226343,0.16698171787107416
ADAMTS3,-0.04218022800480164,0.003275568503705838,-0.02470726938161772,-0.020423708573113986,-0.017698775361582764,-0.08630792918922663,-0.04070882401953316,-0.0010242478547156783,0.021271359734105138,0.007067907460831937,-0.0638929797909399,0.052136445142608824,-0.018922236826202952,
CD34,0.07054795578267471,-0.09872792556249455,0.004666160892805412,0.04872245346400923,-0.03303033407186558,-0.047759834446378914,-0.012922944902929208,0.060885821556373794,0.07990017664678623,0.007843141729541475,0.09705759526200015,-0.02410154205100721,-0.006864369196471658,0.0026402671994633304
CCL23,,,,,,-0.011198016199880149,,,,,,,,
PLAT,0.012563780172844766,-0.061106011033823154,0.010329261031109876,-0.029812284623031628,-0.0617693346320378,-0.0877285076482148,-0.10792002838147105,0.03843720629470296,-0.0035390411398437144,-0.10572368671859,-0.037059924114129617,0.011501790731401515,0.039805622337833836,-0.0892462689735439
NTF3,,,,,,,,0.0016789528097089195,,,,,,
LTA,,,-0.014443728783014791,,,,-0.020260889088950684,,,-0.04532709175742857,,0.04029734848584984,,
CKLF,-0.011612254982326063,-0.043356029554470966,0.045254366162181724,-0.13127100493672067,-0.09095796102501416,-0.07722725845112278,-0.01068056585299713,0.024429403789045706,-0.12996780748721123,-0.2674696359657378,0.030990646672137738,0.028104023777854294,0.050930583701021784,0.058000640807906456
CD24,-0.04294821224874713,-0.016206385730846287,-0.013388124412783317,-0.03924375857377294,-0.036781015555607886,-0.03137829901472183,0.07699585609962531,-0.12005104808973793,-0.011745159450400184,-0.014691918060042011,0.09479859252430518,0.028213909133433725,0.03168306169242877,-0.00896305587505669
HSP90AA1,0.027080036722642208,0.06965664673402662,-0.0142824235756525,0.2072202522397248,0.1299232332519125,0.08982572471640805,0.04804192452777094,-0.011672112998303777,0.3602884176407096,0.3425203172866956,0.1136581595051728,0.002907753626504646,0.04103900315052881,0.06501274069560414
BMP4,0.2222825621817964,0.03397132130842345,-0.015311199201459172,-0.019528786903765586,-0.02642506991039068,-0.0301447194789131,-0.0036651821075306705,0.0050128727702418935,0.034101976198270004,0.030264781531205064,,-0.03391304446855867,-0.027673346517446813,
SCGB3A1,,0.07606330097297678,,0.03744453913643969,0.007408916694332608,,,0.04500852041683588,0.03333479403404901,0.03554687185602902,,-0.0029430010674500544,0.06756852925985798,
IGFBP4,-0.07090125415585749,-0.06031692384583331,0.00036770674683301473,-0.04557772995385058,-0.11995740963603624,-0.0607447756095485,-0.060850585834954236,-0.018631999054107957,-0.08793473100716152,-0.08738522857898218,0.030723565789458635,-0.06039267208034067,-0.03787907640193514,0.09171288875925407
RSPO4,-0.020325194023458875,,-0.023349937202758544,-0.027653899902528718,,,-0.02356464746198173,0.008820512106547234,,-0.06287581219451258,,0.026648643832352627,-0.0016700662509196947,
LEFTY2,-0.034044831466324164,-0.04462882176260669,-0.014621119748218659,-0.04292312739436634,-0.045765833309427316,-0.05241341843297428,-0.01917043510552697,-0.037266488705581725,0.031622906373088705,-0.017394973808967464,-0.05760323330921478,-0.0027800020310538875,0.08569862201298072,
PF4,,-0.02537835425335499,-0.013138534436216329,,,,,,,,,-0.02135470931603897,0.03949976209693084,
ANGPTL2,-0.05003701732863435,-0.052653036375994056,0.023333604996427393,-0.05626339520898581,-0.08359152581594019,-0.06282814826909004,0.014477607271127946,-0.020540103580881357,-0.18065810965614576,-0.3096536807535949,-0.04986838789391927,0.06169172971007299,-0.005199347453658098,0.010105648217107369
LRIG2,0.051064670102601205,-0.03639693875693921,-0.009728971084540905,0.004383835887082106,-0.014220919124089538,-0.03516924249232459,-0.01312391622154538,-0.026293406566969022,0.07348236199198457,-0.06859762117565978,-0.09334047888497808,0.05420036946902856,-0.028635433323416566,-0.11947688216704334
ICOSLG,-0.04462977939438444,-0.03163564614159138,-0.04231778242130307,-0.007508332355820266,-0.05154157376581465,-0.06216666994955936,-0.01385614701826756,-0.04321039355045444,-0.12176073265044779,-0.10725585106688972,-0.0457208190206723,0.01675101560555891,0.1117746878240747,0.022148935317520553
WIF1,0.1820666477273984,-0.022455260327138227,,0.14458721570479804,0.10024534016824178,-0.014462784701559777,0.057529394141105965,0.0707264408088741,0.06275358496573814,0.29222532630984577,-0.01899357816164362,,-0.051735831852158395,0.145716965040501
NPPC,-0.04148076602935769,-0.00354236921571795,,0.0993536759758218,0.028443645743983823,-0.02649773438821992,0.09747479321576422,0.013500214002610032,0.10781697867423881,-0.18188847641846267,0.02815133622208233,,0.06247888469509023,0.03516431410665731
LYZ,-0.0488707508874249,-0.005134717394942042,-0.019545473123272723,-0.06053580994429575,-0.050550696105463845,-0.060438490597465776,-0.018209109650815496,-0.0208914585750043,-0.22271804698287875,-0.050465277558298056,-0.06409782253153735,-0.08298194146482442,-0.01456184065946468,-0.021015059804034453
EREG,,,,-0.038915598589683874,,,,,-0.0026866844796667616,,,0.0032927522571055156,-0.035491343245151,
SPTAN1,0.022705185130182017,-0.0009364653574493328,0.010914422411268117,0.12085266136080593,0.11660444721114718,0.07336652400891783,0.0037041886226480344,-0.02693829839660113,0.3006712460314671,0.25091341655456606,0.04479676195571695,-0.11515916260393462,0.09323691151138724,0.06540146859018546
LIPC,-0.011710660136058598,-0.0310697761743477,0.062253310692293055,0.056127270078832996,0.006160319750359567,0.05903089759079688,0.025184109681489097,,-0.002603828617863249,-0.04941009870330627,,-0.02198073507054123,0.006511034502064884,
COL8A1,-0.14534140619383334,-0.019577171228915696,0.06536520561215806,-0.07648250091506466,-0.05748486762015898,-0.03451490500248628,-0.0817481330944501,-0.020350906495423576,-0.132017109907666,-0.2022305226301677,-0.00885226041282043,-0.01720641677452215,0.06052459708214707,
GSTM2,-0.026954585108702016,0.03371828271420932,0.06361895855741616,-0.04761108923972119,-0.007968190131824189,-0.036052079115495704,-0.01838655394481547,0.027787253397334833,-0.01746774817446516,-0.09527119809753556,-0.03854522720566589,0.05321262496942867,0.002713478760368925,
SPX,0.13152285142869802,0.006092723348452157,0.10533172661528033,0.24884150209837866,0.016343994169448876,0.030948036488446053,0.11361004681975373,0.025081799880053702,0.12394921201338181,0.30913157045225764,-0.05810492866304177,-0.017331955744639287,0.09188481698557892,-0.058781221895903076
MFGE8,-0.15723823297183045,-0.007091728270703528,-0.018939298035231557,0.10455598531778242,-0.08221966626689171,-0.008470886723208696,-0.04972375983007597,-0.012820025850301134,0.008791451092494434,-0.14357695626153086,-0.0013546486285076441,0.02187336167944941,-0.0364267913689556,0.05544088926649998
TGFA,-0.09126095422680194,0.01651411551221463,0.05073921217337227,-0.06612543650624292,-0.05510226611803131,-0.012807667059331238,-0.04192013418973258,-0.019413217417758758,-0.12058536800622006,-0.08403032249267163,0.06772778702722178,0.11932041452104987,-0.011507807461801745,-0.12732174647214403
SLIT2,0.1742960389320339,-0.025360520694403574,0.05747639465173784,0.10173409512049392,0.03967523135036432,-0.03270165509568396,-0.009165857624680543,-0.019369908627245087,0.12863228162301243,0.30583608021403563,-0.05082962417485808,0.025759483940062562,-0.07594751777449504,0.10159630080293348
PLTP,-0.05864590317692346,0.029120421150761265,0.008359002607513578,-0.14460550488321675,-0.030380218592575413,-0.10967377080765398,0.06229569424091994,-0.13722310656590891,-0.2782519803582936,0.006955532069704813,0.027358515074408115,-0.14369588019795848,0.027210472650563707,-0.055037263118552206
APOD,0.09803855551375312,0.03034368937826738,-0.035809232614545265,-0.0804176545417396,-0.044450355105215514,-0.06090572805676141,0.05671445668842839,-0.019354815291118193,-0.20218334889073933,0.20924367563780938,0.008531004858308246,-0.1742040733216122,0.017200049387422943,-0.07342986147158047
B2M,0.0715163675043657,-0.02211733437079785,0.009611191137360822,-0.16491451389694955,-0.13248960519221908,-0.10582193147692574,0.013706500798733087,-0.106014369262201,-0.32431699563944544,-0.3330695472882878,-0.13985172465981838,-0.11702477936219471,0.1306085005070798,-0.09228471981792025
OMG,0.11376430004473333,-0.03989619568990518,-0.014232225881094062,0.0735074762363094,-0.02925652339186932,0.06533502127338775,0.0715491809078641,0.04193226239498477,0.007009354956160378,0.2171367946294434,0.004623323198123566,-0.027672013613315106,0.14605240701539593,-0.0026250583210386427
CXCL3,-0.0795100725759855,0.03288277374063091,0.08390674392317096,-0.0298313253870337,,-0.01292136301205979,-0.05009140329215656,0.016861195883017203,-0.029318654758937995,-0.0326437141847301,0.0771408960153126,-0.043654614895055385,-0.101373135574233,
CXCL10,-0.06833612712746866,-0.08151685574989874,-0.027979281515921457,0.035949914263336595,0.021738105680935836,-0.046293260108586184,-0.02088532205907995,-0.0316088174797092,-0.07161138231656809,-0.05187481230874311,,-0.018213646087009826,0.1003262981297347,
RSPO3,,-0.001775337890042688,,0.3341543611544072,0.022116948465353243,-0.016160194754040545,0.005771118917548903,0.013692862210662743,0.11184070812723702,-0.001876938016683382,-0.026475254306533424,-0.015939848350919758,0.0635117821627736,0.2591400348013874
CORT,-0.02278812356453415,0.009575910017463362,0.03233030888098305,0.15379157423251294,0.03191644349190848,-0.01218664147199825,-0.024819820702380983,-0.0331035804279295,0.01990364704089943,0.09584966469957087,0.09178702676025742,,,0.09854162002568864
NCAN,-0.03391124554449267,-0.08089905724755996,-0.07567990293710862,0.18349801951139147,-0.056810284634548604,-0.0464729804746859,-0.07931913230346804,0.06525856112318754,0.14054672123898784,-0.287642349586059,0.11740757637651635,0.05058798995948586,0.09377688803962053,0.004584710414647516
PRG4,-0.031100438237041568,0.04849116284125765,,0.15344131068616662,,-0.013999119169928641,-0.030114683975497027,,,-0.03988262792524767,,-0.002486203116305956,0.06282012965135851,
ZG16B,,-0.0339253624003425,-0.015810090805990596,,,-0.015114298791825508,0.051937101295962164,,,,,0.016884784015115003,-0.03467489317608325,
TGM2,-0.03720740458142821,0.02333433325203933,-0.003876676100254893,-0.047162015918087566,-0.029557020344680576,-0.07243735977941762,-0.027270883267105032,-0.019253217575544684,0.045494527263906064,0.15483973497886064,0.03921138768806835,-0.0073305009435034926,0.05871565893181454,0.02497099934308477
VEGFC,-0.022315185376035905,-0.04671503738387149,0.1107215493123774,-0.004350596822492664,-0.03923360359403926,0.025529583844357866,-0.0031253856993842207,0.008444186190301139,-0.05593888899762783,0.02964254633776694,,0.018350151765538298,0.033047535462310255,
WNT6,0.053679445034975556,-0.03947349789546168,0.007560518164183867,0.03115718225717014,0.009422953913909694,-0.013766300598290657,-0.0030573267959930553,,,0.09199482631506865,,0.04718490302127167,-0.03582956786952977,
NRG4,-0.02109135629063513,-0.022532987614269313,,0.06705671392581034,0.08274264726997699,0.00577693163878294,-0.012009706048010367,-0.0002136920541196425,0.09609758897138267,0.1048680670578051,,0.13463366682287836,-0.006314425618486761,
PMCH,,-0.02597048085906051,,,,,-3.416771510018717e-05,,,,,-0.0010512542817898267,0.006692859346356189,
COL9A1,-0.03285770139997043,-0.04811101040056443,-0.03631526656764058,-0.023663023721323038,-0.10598551392142257,-0.03588302260351004,-0.03627659766515006,0.0008442200409280105,0.026015027371783576,0.056468512755640056,,0.024883500293242686,0.07319410780411484,0.11325422209361577
GDF11,0.03319337609202765,-0.027626573377883646,0.05040017493016004,-0.009439705573110219,-0.06492468862963555,-0.08245402332424702,-0.048157880209946,0.032824666687524415,0.025751581338987493,-0.11567698952891854,-0.044030694531564316,0.03045573414583794,0.011163750353285616,0.035440812506382986
RAET1E,,,,,,,,,,,,-0.033476710604889104,,
IL24,,,,,,,,,,,,,-0.02274736519421679,
SORBS1,0.06517078442785341,-0.032373542062638365,0.05971951141646705,0.05312955462819723,0.009236360860088453,0.021821775274190314,-0.010046001156931992,-0.04580719555145009,0.009043322808927851,0.06783813461191733,-0.02121679635547065,-0.009232594551052681,0.09166747072379068,-0.12589348262421615
DLL1,0.15577123699109893,0.00022174728599610506,-0.03927546633332105,0.04697466674611908,-0.09025698053555285,-0.09372264890346622,0.07601640090461924,-0.031308443996993535,-0.09491212983304306,-0.08669752575743468,-0.0343900429788642,-0.0006762333588126098,-0.00943105756408991,0.04611687930229972
TLN1,-0.09806384975112079,-0.03271154644808707,-0.011595140654274924,-0.14626756897643955,-0.06985350753673389,-0.09592700826333272,-0.035891536359747456,0.007916119996057168,-0.21896625398420252,-0.2681831963737514,-0.03463611319901178,0.003663212873599953,-0.1028949133322397,-0.10899149443319983
COL2A1,0.03207687275059943,-0.0670081381811749,,-0.01712148336729039,-0.008590099257368228,-0.01292136740934283,,,,-0.02273469748136594,,-0.004280421841000627,-0.005547458699689066,
SHH,,,,-0.026754191746746547,0.061760318477672424,-0.010157764811988426,0.005686541593452673,-0.03145220424891587,,0.09073768810377257,,0.2424507456384406,0.04535531200761818,
PON2,0.015755344745683596,-0.04951945883998721,0.033790441786529804,-0.0875076906892875,0.03532636343908598,-0.10598397133559659,-0.02126078233297035,-0.08169093236506635,-0.11304933674677321,-0.18888828539030716,-0.012900408147693389,-0.09504396503894817,-0.003305132485748617,-0.0217537350939141
ICAM5,0.14426140740573723,0.021498370270773413,-0.0016743684520972792,0.3497660406848318,0.05549177894313066,-0.025249614630990767,0.00622910244561049,0.08921846105054596,0.24097173313276457,0.19263828238894803,0.11550855026381845,-0.018372544647206206,0.027300076067542065,0.09555187429463767
HPX,-0.03437811772186412,0.0028937148938132404,,-0.003921001654311722,0.023276133766532564,-0.01881620296763567,-0.031593516642686593,-0.03398638823051467,,-0.04756274569472351,,0.04561040378620476,-0.03302058123866183,
SFRP2,-0.007179019902327289,-0.03252608270999577,,,-0.03774948773326943,0.02671766435969893,-0.026331130135620717,0.015350643505118852,-0.14393481054837595,-0.02996922145717082,0.16217930212737905,0.04321184373191167,0.027119623401226315,-0.060698022252038464
CFC1,,,,,-0.010164460355366818,,-0.02026089031342087,,0.1202412337002833,,,,0.06755062342392984,
CD70,,-0.05942434799520342,,,,,-0.03779365442544204,,,,,-0.04655888935169759,-0.0394174128110688,
HP,0.10366424862137898,-0.027632146829647392,,-0.028061688560724767,,-0.035142350710249064,-0.028821649543272498,0.0295225570912158,-0.09838966618401646,-0.05293152322716375,,-0.0068236570565555705,0.09342334604836326,
CXCL2,-0.06873407518275067,-0.007465451985597204,0.039440193528460864,-0.04489508090113365,0.012902712597766167,-0.0436762876584721,-0.05970526597921378,0.03873198030004991,-0.0768207634074581,-0.02164380155113423,-0.02580316408842133,-0.01725300217869828,-0.05299307347022202,0.06419596281702475
NPPB,,0.0016974051250467186,,,,,-0.017741259542256846,,,-0.005577220550516987,,0.15058226983036124,,
CCK,0.21754666809618978,0.07106563122657866,0.05585229074422464,0.2644184972829732,0.12377953538639051,0.1199364263805898,0.1112834830823757,0.2138584813629613,0.38328501997532227,0.43278989410322627,0.26605877478506257,0.0033834000508199753,0.13623268214542683,0.23753932235740874
SEMA6A,-0.10596742082824692,0.02283547583429723,-0.013935437974745989,0.04599375240204388,-0.11215719873339672,-0.07753339274183896,-0.018551513579579695,0.013666862622919353,-0.19258355316423034,-0.27147807779968697,0.10112063119869572,0.01121283691241715,0.0196159875416863,-0.059600253392219915
IRAK4,-0.10757324209666108,-0.07541662456574326,0.007115933668396492,-0.02460665838394633,-0.012452370040699415,-0.034989300025874984,-0.021508150167553537,0.004978231523449049,0.05130030353129184,-0.11937091486011692,0.07475817738268858,0.059290219126465815,0.0023578867073963225,-0.015514752628247341
GSTP1,-0.010855875123756138,-0.048722873643575096,-0.028804493389113367,-0.06845496930770557,-0.16771933278740625,-0.09158044579060405,0.028031205417972046,-0.07625114327189772,-0.2657148163705075,-0.25073387434886885,-0.04481605618093326,-0.03277335624344078,0.06397062252845347,0.0020343423719166695
VCAM1,-0.02366212984832634,-0.07425405321786856,0.06971369188318802,-0.11263132006844095,-0.012125150193732807,-0.07459088745989083,0.026816734071672087,-0.07079984756747398,-0.08866699132254699,-0.09496803527898115,0.026225402751074774,0.004470374268979656,-0.08374230896888213,3.073351907408358e-05
NXPH3,-0.1010487940050585,-0.031006229191973017,-0.011219703814830458,0.05605258794407673,-0.0511867780522547,0.062153104720330594,-0.006110434568533264,0.0009169127562278579,0.06539334990898255,0.001501309939396025,-0.008405248883523632,0.0049479528077227605,0.0685429932440576,0.07813380079597776
MTMR4,0.018586294449279367,-0.017218031576019994,0.037037030821963565,-0.010266500597956495,0.037851535377805855,0.05851764597928054,-0.010363132043987179,0.03094060104975191,0.04623145650831895,0.048854923006521465,0.059251304761138684,0.08912877511943508,0.038199434015191276,-0.041105827324385794
LAMC2,-0.019260557557873897,-0.024772888438534077,,,0.012269193109107047,,0.0034442630079724464,,,,,0.05649935651291238,-0.0004731497983010446,
IL10,-0.010833372078790605,-0.0245164281381139,-0.02094214745413982,-0.053074101227069126,,-0.01695571906987857,-0.052143058557519065,,-0.1413646847879068,-0.03643391055800418,,-0.0196213242667224,-0.02886893943441837,
SEMA4D,0.050730839768137054,-0.03029014814252925,-0.02278259674961465,0.05745259272073708,0.023198572556768948,0.025702322490569328,0.058764527628386784,0.024867238494103022,-0.14471367754135248,0.010486604494116673,0.05242110058902431,-0.004746636921188403,0.061219456805215657,-0.19450376563689054
TRH,-0.03758625919443611,0.06881341363633615,,0.004736998781310125,-0.03836278122923869,-0.01059824461352284,-0.0533392331179252,,0.07934439926633986,-0.10937413700449013,-0.0411650778147837,0.09480136204752317,-0.015505980283392246,
SEMA6D,-0.005906412254757485,-0.003463434524692721,0.04331511748513481,0.1325524685101381,-0.08491342732652045,-0.012512305637248982,-0.0027275757445132235,0.013847038595892458,-0.030558578221412693,-0.1292047232034209,-0.06884750557471181,0.07924011716318857,-0.008739789408699933,0.052779983380325315
