,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
HBEGF,0.01963184036944027,0.035625510825147685,-0.03653127184058789,0.022272438497367247,-0.035497611366689545,0.08039869507713146,-0.0012343112719887818,-0.012312487089419039,0.023065150761384604,0.01862992930503326,0.031325425638504135,-0.04617392389221755
CSF3,,-0.029784701858424814,,-0.034743621625198,0.02413529345141925,-0.018146761834902377,,,-0.022094041705812004,,-0.027174647129332076,-0.013204618473719652
PI3,,-0.03528442087533325,,-0.059957001499302526,-0.032042278909357985,-0.020433493337431455,,,-0.09296009707250744,0.10787457384620111,-0.028096321790292655,-0.013354477747675038
PCSK1N,-0.0071203615116960306,0.039912703532381556,0.027944643176771495,-0.033720666934087665,0.015845279118024403,-0.027881501809742647,0.03561370454338371,0.009369456132133762,0.043291449034043555,-0.0031227470567687056,0.007903381047760802,0.015740989973632286
NTS,,,,,-0.044540700043361886,0.047564347744540506,-0.026020495081685413,,0.05182044772046847,,0.02514992234700283,0.023321453033588443
SFRP1,-0.013673456077975713,0.1322614562202804,-0.009100053006455099,0.059609962726688726,0.1054151517499815,-0.016946805900304493,0.04436840609011009,-0.020973423717789097,-0.025695235948001653,-0.06366662860659691,0.015142778902958676,-0.019099848378489638
CXCL13,,,-0.035205541708233076,,-0.01503235523368151,,,,0.08201867039068032,,-0.01786189778583702,
MICA,-0.00889472609241623,-0.01819203449282199,0.02140546038907489,-0.02537635519847318,-0.0054598826902090515,0.11219988121908954,0.014165563095584125,0.00598321420376173,0.023133492040104436,0.10817493884656554,0.01548182780082145,-0.0450329719610445
TG,-0.003407606891347086,0.0011369067329846379,-0.01100861143109529,0.07993533453502434,-0.03217218741117259,-0.021901517980686278,0.042376135906776614,0.06435890686107533,-0.01819434189059053,,0.046392496913360115,-0.02575152470410134
ADA,0.07174675620350685,-0.03511225683920125,-0.021984280555890825,0.019756178926950113,0.025901311875890135,0.030859886938210176,0.03728985026060033,0.03226977386693855,0.01849631494229105,0.03784246047238533,-0.022728102232581714,-0.06917831505668359
LAMC3,0.10218852306072694,0.06918629925075921,0.08033778818288494,0.005246045089808649,0.05828728741458825,0.1035711274492719,0.05045220838038876,-0.03957276878991269,0.01236376411406174,0.15371027516455746,0.04565475213288589,-0.04187486963568036
CCL7,,,,-0.01984439315894681,-0.019930127659601487,,,,-0.020522389449434283,,,-0.01383716017485631
NGF,,-0.01715981341542038,,-0.019001005777577826,-0.021273336922498776,,,-0.03257836080085988,-0.02370171687259935,,-0.013721217088666316,-0.011177523222989783
TNFSF15,,-0.02122883079804104,,0.004836633247909432,-0.014756198887823535,,,-0.032901389957683304,-0.020007025247616925,,-0.016874989336187193,0.013001682381983798
HMGB1,0.026641620911360932,0.04966509720968404,-0.01197541220054003,-0.004769923494395192,0.028444565183138638,0.10667156094483077,0.02758900470692055,0.01802595559013362,-0.056180809230028245,-0.12431874472826833,-0.030785215317640804,-0.07258235000559973
ITGB3BP,0.034714014396193864,-0.02386013583807817,-0.0006941000338350347,0.004979889053844279,-0.03286768701283912,0.08944621963607764,-0.0032404886499330446,-0.08064967735982877,-0.04167595302331919,0.03415386249906399,-0.0036817804634563336,0.039729615963141944
AANAT,,0.027673291390400777,,-0.020106651283241392,-0.01329621770355056,-0.016368870261309235,-0.019766342868944915,-0.02283330202842559,-0.018003926245679525,0.10893657607365395,,-0.014640292504717316
RELN,-0.01935695226214332,0.049492032581413985,0.09029645107747779,0.03418518090024636,0.05437358169537725,-0.04803140124417067,-0.010370822570078155,,,-0.0029221357415600497,-0.02038315833623539,
IL15,-0.018957946396881597,-0.030176416539770875,-0.01023528004906098,0.008526358391660672,-0.009547321988065408,0.08541819451593555,0.0037247093063473226,-0.03859828158642909,-0.032983930533261145,0.06464180285411765,-0.04116329262169894,0.07775318324386134
UTS2,,,,,,0.0242384716676733,,,-0.015331660862137976,,,
BSG,-0.06323759663395764,0.04235742093250825,0.0367554761543991,0.005987045161325423,-0.018764634194896088,-0.0060516352963248905,-0.014099123361799757,-0.06237067662151044,-0.0140998191963603,0.09016128909614797,-0.05129978078800309,-0.01662499676311186
ADAMTS3,0.07995712073897089,-0.05628415888585303,0.030480596829597754,-0.004217075037083311,-0.048497306141960635,0.07527412728424925,0.09002690470758265,0.07332181662845624,0.03154670698763769,0.07674403272199873,0.033595972190941174,-0.034896906990415935
CD34,0.03687111923535351,0.07201103697187117,-0.06091328883035268,0.07379695298487599,-0.0007675687135477702,0.07053907878595352,0.05815864092472003,-0.031671482667197964,0.01818780835265491,0.03911451053478462,0.0448654922863631,-0.023043356885458624
CCL23,,,,,,-0.018625175970239546,,,,,,
PLAT,0.016529315971320412,0.06193487377414747,-0.03266182586081299,0.034554030640335416,-0.01686116350509438,0.09138338943903107,0.0028034346675577452,0.028104809219481972,0.1002280508524654,0.03820300411380241,-0.05501781638156925,-0.007025029226337421
NTF3,,,,,,,,,0.12978064614565143,,0.03697163132905996,
LTA,,,-0.017880854415560567,0.04450809486263491,,,-0.01903704815788462,,,,,-0.019703627366316586
CKLF,-0.08313569367692555,0.01636822114861172,-0.0737209804940201,0.062282957353398685,-0.030075746439821673,0.10732201642316076,0.0005649722020830663,0.05769483636515982,-0.023353755102036057,0.06891962286723485,-0.04574657358662868,-0.007245447020843934
CD24,0.029270808066489414,-0.02069588835177452,-0.014323790962598771,0.01601508989752047,0.026070529269081703,0.06216844681444362,-0.010366311360213121,-0.038750306462251666,0.06401797245006906,0.05330653979457348,0.08103121234802249,0.06566422870754504
HSP90AA1,0.03023449632108001,-0.08557075828934128,0.009647014605342416,-0.006009514702899665,0.09775832384284079,-0.11235664945285094,-0.00912272402169309,-0.004175405786994817,-0.043717090760254124,-0.12000616678278038,0.007382575820325161,0.015044163560741407
BMP4,0.013757680925313051,-0.03713803374266067,-0.01895475385628184,0.023400718669993638,-0.025803458304049943,-0.009974938319611087,-0.04910318542506355,-0.05597909650957889,0.04273093296791258,0.043911028868342715,-0.03243205582445957,0.11050947291577724
SCGB3A1,,,,,-0.015834153872140325,,,,-0.03123594432368644,,-0.03504402804918677,-0.02901282541741047
IGFBP4,0.07372738281460567,0.08909998246802621,-0.08795795792100732,0.05730170297172499,-0.05179130301467218,0.10094055614927959,0.055608270304788675,0.007152588417425853,-0.0006589621848911962,0.10692320423279059,-0.013968148326503461,-0.05427037850422415
RSPO4,,0.2858168554301216,-0.028906443343493744,-0.015665352955783036,-0.018275187491913186,,-0.022141245953612446,,,,0.07359502597459638,-0.02598702198075705
LEFTY2,-0.023118156543876656,0.18347164600853821,-0.018100458513027155,0.08020665206113488,-0.028365915969761308,0.09088003211145756,0.008693208281111765,-0.029179024873795808,0.08323623500802936,0.052031325885168976,0.05183205108443997,0.008263538402236032
PF4,,,0.08386267199229575,-0.017313842073323933,,,,,,,,0.08572750895421627
ANGPTL2,0.047512643332620993,0.019844510905457306,-0.05299097579325151,0.006524194653056274,0.017407852960768074,0.07528346622768631,0.01610673441846352,0.01633223207644696,0.11603455858637488,0.049861064803235995,0.018650199109784597,-0.01101119620463439
LRIG2,0.00383405636655128,0.018093835231043656,-0.007824934077521464,0.07829877236708335,-0.026681953645351596,0.05030687433850509,0.02649785121203723,-0.022674638222283383,0.021685410929522034,0.09525519695659855,-0.010576550382699215,-0.046096787759646464
ICOSLG,-0.03040962584834251,0.1004653487496705,-0.0036661789900776154,-0.0129544675331738,-0.04253318602467432,0.014818483841192099,0.02440227938759491,0.032236052651354555,-0.026832714087087973,0.06983011120463507,-0.0004983533439879408,0.0781352458860734
WIF1,,-0.04878302118975069,,,0.02530435863154376,-0.07297649208775245,-0.017085875071879298,,,,-0.021939100868631545,
NPPC,-0.024784663375184257,0.013942506109413303,,-0.02685803876043061,0.013259614151012131,-0.007159782287638959,-0.016430077712371725,-0.027340502143364788,0.04122635389399888,0.13805641899225293,0.023122341794990668,
LYZ,-0.030066628505200463,-0.07314054565377455,0.0031831404686435585,-0.012828833303892772,-0.07438042312787749,0.08804085665398009,0.03533876038745775,-0.01178437526836353,0.0321869681883136,0.09031785936757823,0.014234217018490251,-0.02808912360987258
EREG,,,,,-0.025717524945603525,,,,0.03125727544099167,,0.051444636615465576,0.07794067013140316
SPTAN1,-0.009563461076637437,0.10530849031529751,0.02794804714602786,0.018894003824152523,0.04501058654936692,-0.016778152957776075,0.0362119258932375,-0.06647536783907332,-0.00878779254903284,0.08234105247092204,0.05945042168023076,0.07230011340160387
PTH2,,,,,,,,,,,0.014197152828416413,
LIPC,-0.014297302317501641,0.08237775018586022,-0.024479795646227948,-0.03111426369488584,0.06300082435178181,-0.023288303358072988,-0.01296509789759123,0.052809397084896445,,0.02780595660449782,,0.02481237476660357
COL8A1,-0.03983050827981237,0.10131373889173144,0.007190435852798764,-0.05474861154533716,0.013223057586271137,0.0541736933566943,0.03687729478478195,-0.010170468067228674,0.06408320660630387,0.08370325621735966,0.006460306366777194,0.04720859430822253
GSTM2,-0.018322823731851505,0.04414914908679866,0.05218110901982876,8.22280461930703e-05,-0.03582643607850111,0.11751976665129546,-0.011352748071324933,0.041157885179817284,-0.0036367945793336857,-0.0025603017360345992,-0.018603769646640064,-0.021263018644721802
SPX,0.10599384376200768,0.02550818841306258,0.01258050300969065,0.00022320911390761593,0.05720681852769787,-0.05070974619938731,-0.0060947892595829755,0.03485279221408902,-0.02069161839456519,-0.07629383427150278,0.04406154602655755,0.052252522927714595
MFGE8,-0.007228133415679648,0.03719404268467767,0.024588284514948513,0.0008148160449923794,-0.023297129763321843,0.04451628565341313,0.01384997139108327,0.012481339684994206,0.040783589982039514,0.08116023895501959,0.009205575577487912,-0.052756460116805286
TGFA,0.00681422513343397,0.011378693717999143,0.04058106443534808,0.007064342227970998,-0.0411994486520817,0.0202641259624533,-0.006382437641003351,0.041165197768632006,0.026931122055771996,-0.03723622293520854,-0.025954504781244024,-0.011053568490248222
SLIT2,0.10883797323114015,-0.042481864269963726,-0.04241065653006458,0.01865916835358536,0.08778858211175307,0.017484449770891197,-0.023558495282380545,-0.030919690003178246,0.0009288181280840732,-0.009857582405021359,-0.042765067082202124,-0.009691278025183542
PLTP,0.04092211421988033,0.11472881299166611,-0.017635670146573645,0.00099085741173403,-0.07520900436991734,0.07497090883385099,0.016515530434301588,-0.062370499525267534,0.015826794393697625,0.09885940219064084,-0.008270774116509788,0.033650570984861385
APOD,-0.0013998972484779374,-0.1203711882005484,0.013080191919090085,-0.0003255080396344998,-0.006585962498384884,0.05782431029985345,0.012579143578309675,0.029899214181093394,0.05051340604221168,-0.0875031215577597,0.001637928533115531,0.02127481403329441
B2M,-0.005196609708683715,0.005064966301185198,-0.023507128185266707,0.09011261219541984,-0.052803192832679396,0.1007136380708224,-0.033202149581440334,0.049609854703362315,-0.01957548315839112,0.09874588013332562,-0.024433909062640532,-0.0385259884015616
OMG,0.04469295641297786,0.05541323736852857,0.016719090589423388,0.007001059709584833,0.04982916342544385,-0.07837290548432423,-0.09580537065630966,0.014969785819459694,0.07320540351886443,-0.0422960663011932,-0.011639006596994008,0.04783357283415691
CXCL3,-0.01880303563454709,0.09577189253501223,-0.03343943056088779,0.0323710983632955,-0.05455762811836126,-0.021491544178828207,0.01083328070123295,,-0.07755378401911019,-0.006962289797257641,-0.0331270371656534,-0.019277810514469383
CXCL10,-0.05126015958980502,0.020745998638735403,-0.012850688041076584,0.015513408424975277,-0.03623257244325633,0.10029400170780416,-0.05229639125636136,-0.03687905092302095,-0.02119199987448549,0.026073091432024877,-0.03224813214506165,0.11725479215460538
RSPO3,,,,-0.020106649797587507,0.0026712415737419845,-0.02687855291820069,-0.016758873890392333,,0.004269909907007719,,0.05424894450130366,-0.014042011852832064
CORT,-0.023349019638069474,-0.023502623757395112,0.060979972889558295,0.01798060726179136,0.11643284530843068,-0.013551160904833312,-0.04819569210620945,,-0.023400954961171994,,0.040632932663476555,
NCAN,0.061262278842268446,0.06024258396539364,-0.029861852756046112,0.009583998173618732,0.06950584512400494,0.04235316126944476,0.05986834498660176,-0.05091650767115084,0.06980876146561932,0.014876791756539455,0.018752727185729498,0.049195301243801386
PRG4,,-0.03207556324263924,,0.039836899890255476,-0.012668395488599842,0.06039324326982205,-0.028295633354691263,,-0.022477695569556866,,-0.040590416398607415,-0.019115605139065035
ZG16B,,,-0.01957236502053065,0.00315560243228873,,-0.025138959404929422,0.05895965339977348,-0.025382987463859256,,,,0.0768244041082056
TGM2,0.05037006996124133,-0.0015127400835188965,0.07992502613546085,0.0036383379647107975,-0.06447424755893497,0.06881572355699722,-0.010645325045542761,0.006329890647950563,0.026105452026980776,0.1211114395427349,0.03032337819145663,0.010176366056764054
VEGFC,0.25277236275608894,-0.023014857036572287,0.0911265537895963,-0.02650064244140987,-0.019500858557431965,-0.018430200262556783,0.000985529613574183,0.009584650224364324,-0.009114426708019327,-0.02051969894150619,-0.020605107971943343,-0.04660011773108068
WNT6,,-0.0291889700791781,0.0532148743809447,-0.027447355236985306,-0.01745582933925149,-0.022896892317866235,0.0009128459432282859,-0.024139224058186602,0.02524793841960711,,-0.006621143104006472,0.018321939006038953
NRG4,,-0.021752655940634035,,0.0384763086071061,-0.018044472695292677,0.038630606945002276,0.010818466785119253,,,-0.02794550629423876,-0.0311652858452065,-0.014042013426606574
PMCH,,,,-0.033464308878479176,,,-0.022141244885058184,,-0.020859596206418307,,0.06304645379073662,0.028096698405191602
COL9A1,0.1026885478083905,0.0374280030186656,-0.012087851335297967,0.08123368555945883,-0.011884162732627141,0.08691751628011957,-0.03319600310067445,-0.055329584578901976,0.07671265803620823,0.0587111137749835,0.0650215681478441,-0.03517783924408684
GDF11,0.008277504808731823,0.013469907958898472,-0.023498957613929304,0.004922515483636547,0.018423567324811107,0.0033295034427887338,0.043498420395425785,0.0805751809290183,0.03179568154435896,0.06232669861483196,0.007267747934134145,-0.0471574755014899
RAET1E,,,,,,,,,,,,-0.015403988957790734
IL24,,,,,,,,,-0.015552412279269496,,,
SORBS1,0.010882739813393369,0.015211669829119935,0.021343329958409023,0.04092657515156491,0.014433932139310173,0.0013683027406252936,0.028427935357976532,-0.06098931435495024,0.022547923594542763,-0.023540815795513335,0.01089542683541503,0.019465862067788955
DLL1,0.06435104049565252,-0.016262012431379834,0.03593564723168531,0.04093731459471018,0.0120959088176294,0.02805985444984214,-0.05971573142819843,0.06553803577998368,0.10879339905087645,-0.033212105417676725,-0.016953005397848803,-0.019557860536164078
TLN1,0.006475461359045642,-0.003378387203146742,-0.04226554988234606,0.025666767699619737,-0.02470833295827885,0.02908195660893974,0.07720849462040054,-0.036351094504329315,-0.01186108167018037,0.025072252348885903,-0.007155466760163829,0.04057990658811651
COL2A1,-0.021930700740303306,-0.022265275807755742,,,-0.011314798989646052,-0.02149155149263888,,,0.022304692522401182,,-0.03780126292099707,-0.020435873314828233
SHH,,,,-0.020621585878557103,-0.028683780976511166,-0.01689497083328175,-0.05787701180142014,,0.016384148503600232,0.08876220461386641,-0.040370221214896675,0.014427987619350671
PON2,0.0028101575637068162,0.12083064110088257,-0.010032630179185565,0.039545235559987,-0.05536123036590246,0.10684675963889002,0.06057952548689625,0.03558924075895936,0.06150189150597785,0.13226004575169908,-0.011316291051763131,0.10156265324264123
ICAM5,,-0.051882468995101,-0.00937270682756774,-0.02305815166393967,0.09543716495658838,-0.03296545965143884,-0.0175740230107105,,0.03214872537364957,,0.04093196163211876,-0.03027991409650158
HPX,0.01316916258982213,0.06692485236526521,,-0.012314764074353456,-0.03209923162570801,0.018640440101399695,-0.01973553406879372,0.14384280781250636,-0.039387345426347045,0.055769970494063015,-0.04171552748873223,-0.0324053162662557
SFRP2,,-0.028988100768714047,,-0.011253017777393301,,-0.017152255795149857,-0.0247406217092766,-0.03667268734498776,0.05148898460012002,-0.0296250984188126,-0.015029427922320034,0.008337208134230424
CFC1,,,,,,,-0.01903704930839178,,,,,
CD70,,,,-0.02527976966029048,,,0.0389216805849243,,0.05437864515634235,,-0.04538453144097661,-0.02142362868100332
HP,0.03296104798572429,0.013632207181639731,,0.009743300631077843,-0.03602984482380171,0.025279878417369946,0.002916681394286737,0.0654075913314517,-0.059773879581165534,0.007525032719115674,-0.005524342922798063,-0.021005316250981017
CXCL2,0.04674579796626803,0.043399938987989564,-0.014507400411886837,0.019652874322435235,-0.027519094621107718,0.02297735471760461,0.011587959021448397,,-0.03390578739352098,0.011328347081975398,-0.022804219099320858,-0.02274966039388069
NPPB,,,,0.0070314198393961495,,,-0.01666961458624545,,0.024390239786223556,,-0.012494915035898394,-0.01424405875916202
CCK,0.010129464626643232,-0.08976986834534313,-0.01746528237426118,0.06254225937474897,0.11685600396359988,-0.0649614072589466,-0.02372795513290064,0.0555189829704605,0.09553179627043196,0.0023050496943496424,0.05013442100572071,-0.018478389471315332
SEMA6A,0.03828756794454389,0.0763096385390092,0.014156949901511187,0.022586138528338455,-0.005851243324150447,0.030099134663486612,0.04631593148856344,-0.05893596887832838,0.013934439978177334,0.040058946941575364,0.012714626942390133,0.015512452254752972
IRAK4,-0.04683764480646702,-0.008079085474321663,-0.03259981073344227,0.014470700633807674,-0.018322681330884136,0.04754948064357616,-0.01982918095988673,0.006225346121057616,-0.01895780545688694,-0.0012188907484992817,-0.01431219133638113,-0.01963623181157754
GSTP1,-0.009674827090064146,0.0703315990252002,-0.026423735724411597,-0.0028900332762653224,-0.03906600841406314,0.0837109463356892,-0.03832926721489212,0.03615638984987736,-0.03284355570609655,-0.021516287024921615,-0.0381072614808012,0.004070893212517544
VCAM1,0.004828069785145076,0.048401713702080976,0.03578918694702452,-0.025989765201090233,-0.09027502288919081,0.1303723547427516,-0.014043690778518728,0.05167160670696518,-0.047285569583261786,-0.01226950223676225,-0.02369532172625876,0.004460922578453183
NXPH3,0.012011012579179494,-0.01933440363454804,0.02216214594577321,0.0027765098718099844,0.06114384060280492,0.04525835133284441,-0.08238982237616677,-0.037283340812143705,0.040767308393255604,0.0501593980447626,-0.004458576112263377,-0.023806169828812177
MTMR4,-0.06370363709771486,0.01220057771580263,-0.011449891614850717,0.013872029023437005,-0.03354798961132447,-0.022347831854675804,0.023033423735100596,0.013565375814361675,0.02680855287399039,-0.0013508514866616003,-0.031592584786280874,-0.009005969385263424
LAMC2,,-0.019864454234611622,,-0.03960332639830592,,,0.019017810143400964,,-0.019120272167061268,0.16131252469018956,-0.017417144962344425,-0.027139300052255923
IL10,-0.02425252337903498,-0.031515649354827396,-0.02592567995440551,0.0014274997381799816,-0.035074226575933155,0.06999735009018104,0.03437301707687931,-0.043677605734613635,-0.022854457459739342,0.08882682958869702,0.03945552634557498,0.002728750787313455
SEMA4D,0.014599514764896246,0.010323113294495563,-0.0219660717953911,-0.025760475747220814,0.01300784702074617,-0.0790602295440019,-0.01478946520889439,0.08670291534074487,0.13451291573955923,-0.05030200024514899,-0.025911793528318915,-0.03440256109173582
TRH,0.023131219901390977,0.022765070670374518,,-0.029951972528531365,-0.011134620053407542,-0.027123898126524507,-0.005263810101146299,,0.012815007353926343,0.2351601745989921,-0.05730704188448257,-0.015954301037838615
SEMA6D,0.050740493806216806,0.06761300544133414,0.06321636300933435,0.049937645859973644,0.09487084717752314,0.008452593066367232,0.044296719804592925,-0.09089934005612514,0.004597475559178835,-0.014717408755712518,0.0004920524043662948,0.0036465163341527144
CEL,,,,,0.06588255723040459,,,-0.014132469703720188,0.013212283707367328,-0.01389622118027756,-0.010595648402174465,-0.015948371574401245
PDCD1LG2,-0.01774173777421971,0.05530427536673958,-0.003125601021634509,-0.03828840305629206,-0.024756862588726267,-0.051477899339604866,-0.01760587367551646,-0.0002131306986250403,0.00724246505694518,-0.006159839703822337,0.05182451256528518,0.021735361391030338
SPINT1,0.007335778524340165,-0.030756233800114902,-0.02401526376919817,-0.0018585133801932306,-0.005250384758091847,0.0162257600344478,0.011290767485809624,-0.06176313964274157,-0.025103084659251748,0.02422393639981362,0.01265931746066135,-0.012899126681016214
CTHRC1,-0.03172316772848048,-0.015311640202597199,0.03251680478584619,-0.025274177371205634,-0.006084356274731741,0.051789241600790355,-6.535898268504874e-05,-0.06277216853960643,0.016027819830743938,0.12872421421955052,0.00030299816627250267,-0.05549877022345087
PODXL,-0.012603887599406085,0.13015344262092532,0.025201795102937147,0.023929455314917934,-0.06359677779561783,0.0780193998131165,0.05484072072752395,0.033378121694785066,-0.021161550434692183,0.1149352354705287,0.00840791779365468,-0.03646655521791922
JAM3,0.00988161473960448,0.1002337583844691,0.016663191486781175,0.012878993287652197,-0.043203555504880996,0.06959050632617836,0.021530819498153456,-0.05106801525887521,-0.046961360763869364,0.04086698468282621,-0.10677967464856838,0.023639181397528932
TGFB2,0.03145896779171614,0.024677651889307855,-0.01010763198526285,-0.020885227237374945,0.028592766819575482,0.11566771063909483,0.0686954634207066,-0.05652737193204685,-0.004530776017725252,0.05001932879521352,0.06065931339374754,0.046283687069475526
COL18A1,0.07162134026495755,0.06053007640773489,0.019944405486378384,0.03740770684219684,0.00012258508150823574,0.08193755030986422,0.0429004366571865,-0.011017821351665475,0.010821877870784747,0.12098756599258796,-0.02861711265160181,-0.04283316774972053
NODAL,0.08949717058289502,,-0.01743377673485072,0.05627877661678396,-0.026817674815149815,0.12601176507531053,,0.061104384743604453,-0.023249304766121744,0.18151945124182314,0.05446458917397706,-0.02183491184624052
INHBB,0.05606687773527622,0.07067386708473247,-0.04271559505515839,-0.03326062355137753,0.017585434687628767,0.07513515748451474,0.011499170548189441,-0.0032545852046807476,0.005731463935150645,0.021884709322639157,-0.008274850743419286,-0.02788528948139228
LCN1,,,,,,-0.018860083054505813,,,0.10001434130981977,,,-0.016133857584028848
ARF4,0.0323733739528316,-0.030177206189322566,0.0016041334870026164,0.028989085777342168,-0.022151555763047847,0.03194729458781055,0.03633836657016219,-0.04480244143625765,-0.025071758867932416,0.08330865977661343,0.024881239118969507,0.007694076086287393
CXCL14,0.03212446932488528,-0.06246417331451643,0.03568471502345287,0.035815333617457236,0.09232243885480831,0.01891160163374344,-0.029236737642069785,-0.030789278766530027,-0.01180386423466386,0.1067625674150493,0.0259252149560932,-0.04974753264482222
LIF,-0.028957238559453334,-0.05448653890906865,0.03729235775365368,0.006865564007376893,-0.024087691279160234,0.034464591465127994,0.026147441454721518,-0.019034638828420124,0.04291761277504288,0.11494117897210175,-0.02493034916511593,-0.05370405089218881
IL17B,,-0.023743172360046336,,,,0.07333737576539051,,,-0.021519804199591118,,-0.024779608401989048,-0.027252342946564843
MMP1,,,,,-0.011134617624422295,,,,-0.033999615273913375,,0.024303067891711324,-0.06816253856470188
