,UKF251,UKF259,UKF260,UKF296,UKF304,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1
PCSK1N,0.02014034796743418,0.0038969979594093854,0.058916754581872025,-0.021686940978703974,0.022136963342309773,0.08177170309795291,-0.006389107479384011,-0.022572844199870802,0.054336041866964654
NTS,,,0.10455207953221128,-0.03858339762159854,-0.017289340984404246,,-0.02115759195736613,0.015087640181088897,-0.026991302571868738
SFRP1,0.025116905114044102,-0.013287832749183917,-0.02566708956423508,-0.0185971947233402,-0.03981280751798668,0.018877239052489156,0.011470228559424617,0.04765555300810153,0.004415403485438583
CXCL13,-0.0319699343176704,,-0.02543641354186408,,,,0.028444174875868394,-0.0067442818388418575,
MICA,-0.0019082578439956522,-0.02874752343730599,0.039143821212309374,-0.020094098169674494,0.07092210931989866,0.09264405220721966,-0.005721857807906475,0.06813716413121816,0.020753179722876654
TG,0.054616198408751114,0.005515090337502817,-0.017958990207631614,-0.013458708925170313,,-0.06912110982300529,0.03627090329680073,-0.015717197525630437,-0.035545601243676006
ADA,0.046379074017575996,0.008364862110634858,0.025294315583173875,0.06955530384568116,0.01761956691982249,-0.023271645427618153,0.001703699833148616,-0.03634984332160074,-0.05301653542615305
LAMC3,-0.021528306323234138,-0.057958591314176626,-0.055884497850903145,0.06587114885325866,0.09930835627590243,-0.022693683923675195,0.06035480427471231,-0.07819723362678938,-0.0620818604397734
CCL7,,-0.01036756340398213,0.05571707390474443,,,,,,0.07034697655042206
NGF,,-0.02375473575854388,-0.025292184167854594,,-0.017289352368288154,0.01411760124105814,0.07714492165482015,-0.03278552817577928,0.0033472050545269635
TNFSF15,,-0.011544788921364697,-0.02496912635324611,,,0.08437275795959331,,0.08066287495833323,-0.04135729518278147
HMGB1,-0.013668682578179889,0.03315092589269929,0.022336867424773196,-0.001464668427189232,-0.054354957803012756,-0.004005855507926871,-0.012432252483140196,-0.08007226730191634,0.06621801772172886
ITGB3BP,-0.03239390588567582,-0.028611400864085795,-0.001966863878064422,0.007840389097927423,-0.012513707365452095,0.06926949303843803,-0.000808706111853198,0.041933410724199746,0.0680888470623783
AANAT,,-0.010504578313435669,-0.005994932526129482,-0.015514069360509688,-0.016254533905484404,,0.02947315770889047,,-0.020208434469147326
RELN,-0.04218878025183874,-0.0182335955038965,-0.04371725630737293,-0.00909505032432222,0.07402969704098436,0.05085561313380824,,0.09185819223989616,
IL15,-0.02290386704389696,-0.02797183026319525,0.008775532584467022,0.07058211441140354,-0.03330917067816951,-0.021072752661371486,0.037851278059037784,-0.02892766371791637,-0.006420636768939755
BSG,-0.04288807276382799,0.037953075644450246,0.0701200804460328,0.02507947359217722,0.027662782185680766,-0.01583054166453303,0.024801838546932218,0.019023202989495797,-0.0047326529870560415
ADAMTS3,-0.010705723261021875,-0.014032352886827214,-0.024911136053430323,-0.022023787900429644,0.0816488960007865,,0.038095247390585014,-0.046485351507139235,0.05770283540566183
CD34,0.029587488374671258,-0.014923829656971688,-0.003800196225830849,-0.029026402534067276,-0.051707067482233415,0.05207706937785253,0.03406377221090599,-0.010924145080336135,-0.013950276264433754
PLAT,0.005040969062571913,-0.01342153134190884,-0.001124868915176331,0.025388543805926363,0.07791117213831784,-0.012421923159201789,0.07477228209152542,-0.08521649898171516,-0.01927213042574488
NTF3,,,,-0.025043408899273888,,,0.08649283375525751,0.02035269575498148,
LTA,0.0836089706421289,-0.013287832127558213,,,,,,,0.0028219011440964036
CKLF,-0.006791461477993573,-0.008363049350949576,0.0068244263081458124,-0.029892343760359506,-0.025213791510559493,0.0039056046780166064,0.052505351966103044,-0.07738849294730828,0.046779287665253924
CD24,0.026490045496028097,-0.02819225634126734,0.011342145821034851,0.0018862060002482871,-0.04908328208414715,0.07050618402452542,0.033142728777854326,-0.0016953860412792488,0.05439588704707639
HSP90AA1,0.025942271152168666,0.055286136180509725,-0.12694215560758734,0.019078993321324372,0.0034548201521825035,0.06008570508982074,-0.11343828263601721,-0.011284245443437892,0.0008063064903409137
BMP4,-0.014015221472817339,0.008386046716916108,0.04716706779473092,-0.011510486036129896,-0.005780225577134795,0.0511298963520076,0.014722062047777323,0.024621124463861374,-0.04449966594894483
SCGB3A1,,,0.0018214725216322712,-0.013086269243884693,-0.028612528472450924,-0.060664967055130185,0.04077784570942954,-0.02462732677982414,0.0021634308029009784
IGFBP4,0.01760031334609232,0.0034640974894168007,0.0025767460638812874,-0.019200263733058685,0.03812047021540402,0.0482970149065762,-0.008291381241358883,-0.11033593799548208,-0.048538355961385615
RSPO4,-0.005982683270766066,-0.005839939657602759,-0.0076082983311727415,0.05125362552351003,,-0.05546924354219029,,0.028708788888045768,0.08827593839975358
LEFTY2,-0.013383552049426598,0.013666872143299136,0.06479434435433187,-0.014349252175605913,-0.017289352368288154,,-0.019968172880984444,0.04615545949238094,0.12331102972268242
PF4,-0.012026456421144366,-0.009045494816796198,,,,,-0.015917454565394354,,0.003426732512774381
ANGPTL2,0.052879351498789154,-0.03333148463541428,0.02207806433412028,0.006379497213703795,0.028912961724794677,0.02445207488790304,0.08236915326118262,0.01421750075429587,-0.030851498774418926
LRIG2,0.023876510949369895,0.0053556332921258646,0.056471091059052396,0.016476891731717125,-0.07870721690356455,0.03907505105287142,0.04297983226582412,0.0572757069734739,0.05605206273939222
ICOSLG,0.008639279606219536,-0.012874156775338128,-0.01243650281351524,-0.024835291637360445,0.07850582275309356,-0.02956031929917106,0.07360197336075273,0.08857037031316842,0.022088380522916222
WIF1,,,-0.007584929607176239,-0.012949590893556424,-0.03960500233265358,,,-0.015417788320137215,
NPPC,,-0.014031793137994459,-0.03897889893210478,0.06035335038126748,-0.029578495944866626,0.07923213016210283,0.023590989980948905,0.020005779352395645,
LYZ,0.035783027303074255,-0.0023499216416085923,-0.008601385151005593,-0.013667166131687319,-0.04624787648552159,-0.01817938251404508,0.010023488162748296,-0.001785311313275961,-0.017446184345044743
EREG,,,-0.02552351413314201,,-0.017785690974941263,,-0.05057839481779527,-0.02065746570868786,-0.04107452646872472
SPTAN1,-0.0390959527204961,0.01667739461230793,0.004883912820968094,0.030733581576613683,-0.020422861377753787,0.01752602217853611,0.05023488368853266,0.03165707343571097,0.06497859714943907
PTH2,,,,,,,,-0.012195037469763513,
LIPC,-0.018100459662655558,-0.01625542787029061,-0.01737732109784323,,-0.031853848371196446,-0.042959438845316,,,-0.01065929623765065
COL8A1,-0.002716907011123186,-0.020167896821403415,0.023225986578264513,0.06496467223333437,-0.05855008494767146,0.08445621403772297,0.04986053297383242,0.033852728464034906,-0.08280112452030892
GSTM2,-0.026353072216859775,0.02988142602464638,0.08425729545343032,-0.022947588440070096,-0.02828836061691021,0.06675493586947523,0.062089163500882595,0.03710457295202662,0.08483073230205586
SPX,0.0325893327659874,-0.026636346035933473,-0.006314212209423984,-0.04926280501712896,-0.014991535547006857,,-0.01976355438948972,0.13416398812031077,0.14256720198627926
MFGE8,0.032055003743070194,0.02410253068036093,-0.0002016812008620334,-0.021542494597917898,-0.03542743920111577,0.029816991614589804,0.051002967393830756,-0.02582331390959918,-0.027017452938229467
TGFA,-0.031050222020037176,0.004605017079409268,0.04012323161037397,0.020616123403497243,0.007221496152057515,0.0011164929021040125,0.016881979833147123,-0.053506715249263335,0.09385368880455928
SLIT2,0.08150956642205805,0.049640386260881866,0.003640144126306923,0.06323004769636964,-0.032751721962231986,-0.026515893143436223,-0.011724460061914941,-0.001798582969034271,-0.02591912921833445
PLTP,0.009336682022662999,-0.013605910092741895,0.007730225868322294,0.02736395594105329,-0.03909633354921521,0.10437333029233457,-0.055885181451649675,-0.06820275052395801,0.03233446366987671
APOD,0.013853280995506326,0.005410722147378578,0.01487283786429455,0.005890451840640482,0.016977387418323643,0.08913173813702531,0.10126932633840804,0.01649605594484815,-0.08466201190892712
B2M,0.0011149557840870637,-0.02251805489151696,-0.024609197546304123,-0.023419836278311058,-0.00673995414284919,-0.08470677144603322,0.02859811738263806,-0.06511011167681788,-0.10291866957972202
OMG,-0.02647658678166452,0.02123362121842855,0.018079393642165913,-0.02107803394336132,-0.03773499505865953,0.027076152094973403,0.09850371212598025,0.06921562311757123,0.09750712338013626
CXCL3,0.02807015151498025,-0.018330788510620595,0.02533825418060523,0.0671972596181163,-0.0036665853013670836,,-0.04983012603659774,-0.03672317744554279,-0.045634601706401635
CXCL10,0.013646468156418231,0.04493552110025773,-0.0020189170352138967,-0.021266325774880006,0.0837544439758017,-0.023593102249328642,-0.021349920986378716,0.0115151392142872,0.03933007462600274
RSPO3,,-0.010504577537266264,-0.01739533959074946,-0.015910858590271647,0.04640565705541797,,0.058362446266510125,-0.031137516150591973,0.06445787639263555
CORT,-0.021478489597709167,-0.023557321722760653,0.016783667284688168,0.07829636320498035,0.006303478222246662,,0.08150475670605893,0.0017392711453828103,
NCAN,-0.009922076393410991,-0.008689702498398245,-0.04169241319451335,0.041551785939637105,0.08289034182792455,-0.09846314736143981,0.10197120321607853,0.14250048079075872,0.08187927177988998
PRG4,,-0.010367565019612987,-0.021436331270159367,,,,0.09216258729924805,-0.03955000923286495,-0.005847254644216192
ZG16B,-0.014471885659367193,-0.012032827155778336,,,,,,,0.0450631120788144
TGM2,0.0069895424710654346,-0.002311013404311741,-0.02993594660633834,-0.014032295081796386,0.045856343103501764,0.04488377129246984,-0.03255114868632793,-0.062220017635821946,-0.036966952342535365
VEGFC,0.05105007508611543,0.04541113307133179,-0.032997617138319675,0.03381247149736634,-0.020097753360453895,-0.03134259524950178,-0.009300970173888368,-0.028306675876128357,0.03776258946771522
WNT6,0.12968273189532614,-0.014339677379490526,-0.029537200717193495,,,,-0.03095742064148602,0.02976230596938349,0.0550598131664721
NRG4,,0.03233238120191775,-0.006059972230638968,-0.028200673815886784,0.02429595194999218,0.0006240338231462224,,-0.021901525635673588,0.0019818906887004266
PMCH,,-0.017483192420608553,,,,,0.011571189032810797,-0.012609994198760199,-0.001810706982836438
COL9A1,0.03875581046821206,-0.013178372122963642,0.04886394205843115,-0.027720816200024694,-0.017539131992316593,0.011074050099056118,0.07054102976911676,-0.03370775159717738,0.019285396814442305
GDF11,0.007241268671584938,-0.0119481916339974,-0.008388919914291618,-3.835713067667978e-05,0.09181718536711407,0.088620442502825,0.04685377090536618,-0.03310911737756585,0.004524948025993999
RAET1E,,,,,,,,,-0.0020769501137505473
IL24,,,,,,,-0.015663658845080596,,
SORBS1,-0.02716283136233347,0.015386546349751895,0.021394850900312182,0.02036694661727434,0.03800890229633817,0.11019619610179977,0.03693922124798408,-0.026886874826945847,0.014458515609402804
DLL1,0.05986639490306411,0.03920540726133685,0.051915032617142705,0.011891998920052443,0.1091749878739308,-0.04691077804335482,0.14449140550529155,0.00804432141307499,0.05920016725758144
TLN1,-0.01915023162623529,0.025075271164497565,0.09121578843903012,0.03928274023121714,-0.04087775415299824,0.02960055750731426,-0.06527076238904654,0.04884740356769173,-0.07507745795761038
COL2A1,,,-0.019145895754168987,,,,-0.0004121410734728806,-0.02656498429172579,0.030339926194418824
SHH,,0.17631505759443014,-0.0005144231891886441,0.022780550024985163,,,0.014001053399563852,-0.018479187040605277,0.027762427511510663
PON2,-0.04322274042141441,0.041546041918105625,-0.0037367862549686193,0.04515982386659315,0.051124103366251165,0.07306160906900871,0.06952370473606419,0.042390605398426165,0.10353950959835076
ICAM5,-0.017227637668192974,-0.016791423799277706,0.0020684804671341666,-0.01448752344074948,-0.029417286711168215,,0.09804238566825337,-0.030371032160036338,-0.021874110991756283
HPX,,0.060021114827146144,0.06980874693209575,-0.013086267909771061,,-0.03968638529420805,-0.0075660943342297695,-0.03490503854387572,-0.02508650641510935
SFRP2,,-0.01226996544616715,,-0.010220983353991462,-0.04568637019812941,,0.008068213659621098,-0.10029164571688301,-0.01875078393667531
CFC1,,,,,-0.018269538255752872,,,,
CD70,,-0.02085545011075928,,,,-0.04804691648234765,-0.04645323490154637,-0.031894155688306246,-0.015665767016190366
HP,,-0.059159814866842936,-0.04855249093213947,-0.022976670319106232,-0.04122512308558222,-0.01645445150647662,-0.04075625888603575,-0.05573041751335311,-0.02899426748645152
CXCL2,0.0041697822557048535,0.03724033098903637,0.001068315076050921,-0.018186707677417393,-0.03487221939920066,-0.04361407085552502,-0.013281601404103264,-0.031853766900497925,-0.0016975385132131154
NPPB,,0.01630822801324747,,,,,0.025591713344494203,0.0012592763965559933,0.06560678785546639
CCK,0.004772407935302264,0.006389721348495905,-0.053824350773052636,-0.049789372365391805,0.02705342453148001,,0.031238673499243336,0.04015606948072468,-0.025506274728195256
SEMA6A,-0.017874564514418836,0.03458256246788472,0.06364239918581317,0.03385092570831621,0.04305975415702935,0.003965558330795523,0.0769168489770139,0.03372045935755904,0.04511107269690194
IRAK4,-0.010193570587241078,0.019278635299958956,-0.011630463404167724,-0.05457735162754441,-0.026028840897088096,0.05901533955301244,-0.008682000552007997,-0.02544575620605042,0.026363915348182776
GSTP1,0.01421344050297981,-0.04873751345856783,-0.04475808089888128,-0.011987848799131107,-0.04983551937758582,-0.07628701694611614,0.09908374172373899,0.004982841463276533,-0.005128364827963568
VCAM1,-0.012440183225034124,-0.026771316656968545,0.05816961240284314,-0.004468695923158687,-0.005510247930658355,-0.04432351479637645,-0.01219773821055648,0.0030623207515084534,0.0977180931467058
NXPH3,-0.004571207159076091,0.01091743042594878,0.03834605381455377,-0.01927873232039216,0.11881998862341198,0.05417237776708549,0.0003747492280050352,-0.024720613460082506,0.07168041711891329
MTMR4,0.008619748008900837,0.004563818042544165,-0.028908652611496558,0.03207229371907976,0.022185042247045643,-0.038172578027666854,-0.0066904078286682146,-0.009773066500421652,0.04871534290644237
LAMC2,,-0.024080892542328078,,,,-0.04427105236858094,-0.020570779201923687,-0.012239966249233096,0.0765393128312773
IL10,-0.0025496487372294505,-0.003129488653160139,-0.012589734503352101,,-0.03856158034020923,-0.025859583159818518,0.09249776297698402,0.03165579057224046,0.0029182495821720327
SEMA4D,0.018233175068078027,-0.026073894391434812,0.06580218248390182,-0.03402962916937554,0.02785053865830156,-0.028754534798733043,0.06055524781325797,0.0818830888529838,0.0025004121228407337
TRH,,-0.025538725993636338,-0.01884101299544952,,0.047784394161865876,,0.029553229258742604,-0.08374197728342342,-0.022022199824240196
SEMA6D,0.03133170748169838,0.015986005584522605,-0.039688459269044095,-0.0007822806658115439,-0.0005450515206496311,0.0900645884389022,0.022605477185456104,0.010152375873562065,0.06988748048456357
CEL,,,0.024338414705295734,,,0.12349514974446885,0.10290430181535788,-0.004904339384252717,-0.0419128531017301
PDCD1LG2,0.07495143994282108,-0.04060393541603678,-0.033327632773351226,-0.023310780200598687,-0.0407312167250613,-0.055923027211436355,0.04476930309618759,0.10723089794892113,0.014169731917428189
SPINT1,-0.004143040324922285,0.0749491833560588,-0.004692103563737463,-0.021385840812099117,-0.006990572408504718,0.072232060959597,-0.03405680511119219,-0.06403612624215184,-0.012466221697677155
CTHRC1,-0.020076838900184968,0.042657180119050266,-0.020184100120380334,-0.033995129124898556,-0.045219315653998254,0.008187995839161046,0.09433343592789702,-0.018822287109533133,-0.02348975896063319
PODXL,-0.02669562426810376,-0.004085604485790334,0.002308036124919518,0.005201437872516729,0.04928227322305482,-0.02963928859473615,-0.03170069777271614,0.007925524030432464,-0.005276583414004337
JAM3,-8.687750166261404e-05,0.0449771090377013,0.0045149721214775155,-0.0038629600619270797,0.005036001777042083,0.012749689932435956,0.05284754426479059,-0.020363585283580354,-0.030694462429149864
TGFB2,-0.025572115902541086,-0.02444164506088918,-0.03535835712206607,0.022021397069766167,-0.0517149350315035,0.0417398322001428,0.0036680604602526965,0.05686905291561544,0.05800842296919981
COL18A1,-0.04398854055820154,-0.009605262985815688,0.006956904525236519,-0.0007724789985941755,-0.07626012579190099,0.026519620516736106,0.011215504398388376,-0.07371449281649363,-0.07382451758868791
NODAL,0.062273596286200356,0.020520864071397187,-0.009028990353639039,,,-0.05536367862074366,-0.019348308446319008,0.013013427876566586,-0.03013938314703638
INHBB,-0.04568005920170802,-0.012622996661801791,-0.030746152409616517,-0.01449265115660696,0.0017738252537610653,0.04278936371461776,-0.018073719623746303,-0.09035927485053029,0.1263298475017472
LCN1,,,,,,,-0.018272030085537145,,-0.02227004710570828
ARF4,-0.012892087175300538,-0.04630648385291304,-0.04756996638417717,0.06409160640976548,0.05142077177721426,-0.05036305156905648,0.12028824449520877,-0.08474459851215024,-0.07972720948841272
CXCL14,-0.0549328969223348,0.022344453769459025,-0.014554689432093848,0.00651738666925173,-0.01812412906272722,-0.0252940855180075,-0.07108869425906798,0.013564953592193401,-0.03236023788731662
LIF,-0.016312320972029153,-0.03640705745055199,0.019499378511770474,0.057593204686492594,-0.024856733465336112,0.10386794457289394,-0.039186170373890473,-0.07375274104033261,-0.017633145759465375
IL17B,,,,,,0.04746412933166855,0.07053928852343064,-0.0174139660182706,0.02083227571330988
MMP1,,,0.060428058035326936,,,,-0.030116889191450693,-0.012609993200125817,-0.0059081444305193655
MATN1,,,,,,-0.04619245051336539,-0.03231815291046886,0.06476017006204618,0.1000341311064961
ADAM28,0.008017009134894084,0.04464433503650871,0.010403684311577805,0.021963652588359868,-0.049817779904569315,-0.03842260307627361,-0.007501103051382372,-0.026710867698457062,0.04810612174496359
TCN2,-0.011726189231258932,-0.03454728340397475,0.01993388429414576,0.015856979043448693,0.013999733940623359,-0.018966673692598343,0.005945304498893994,0.05761298898748095,-0.02555828131967451
THPO,,0.005634216523935869,,0.0010553142124397085,0.019853397638700556,0.15925904222589898,,-0.015568157801574225,0.04389533597115206
CUBN,-0.019593948257519467,-0.02812604984479686,0.004336694105799317,3.855794677006562e-05,-0.01897398738358811,0.02802220162624681,-0.00921667529815913,-0.009326835561439673,0.08644225322131886
TIMP3,-0.012216222065638232,0.007558532242857595,-0.05740176949476346,0.019682380368434532,-0.011469305489971875,-0.022732137230164588,0.022950703735755803,-0.038802441598757224,-0.08231116297828489
PIGF,-0.021487190451437564,0.001493123309331964,0.0199884663905485,0.0070611696907243665,0.04228166855572049,-0.056326703526615424,0.10978673249436083,0.03842823134824982,0.08086312737127757
CRH,-0.016177675100071648,-0.012151941489445466,-0.019145899267133008,-0.018794094948127123,0.0036024329305805254,,0.015481903094842622,-0.04858423010339875,0.007058618535244579
BDNF,-0.014471882900902159,-0.032590798264498004,-0.02230385258909883,-0.026262115139122296,-0.024491321815160342,,-0.039112736214084065,-0.033366776911671656,0.007799599462984808
CCL5,-0.009194512576892114,-0.01942479074765093,-0.014020106916568024,-0.011072523684494845,0.04773882489717534,-0.015199764765125476,0.0484392143778483,-0.03173016780493268,0.04297024125203895
GAD1,-0.0032459567988155705,0.019244852660369904,-0.008568672140436946,-0.06354776901198357,-0.010162919934125457,0.028988963256349302,0.0881181964224996,-0.003627982900151484,-0.027455213759277876
COL14A1,0.043507450294406586,-0.001882186570161038,-0.06322172417375452,-0.021146200542160015,-0.043521177799771514,0.07384718739395585,-0.05804901046977552,-0.08992329480139666,-0.034889720654566136
HLA-A,0.024908055359470178,-0.00920271088152132,0.03941090538967458,-0.018901932794441054,0.03624177792621545,0.04480283654016716,-0.08157227248063083,-0.09897178698765839,-0.10639941849974881
CD5L,-0.00810128870091354,,,,-0.02575070462696456,,,,
FGF18,,-0.009654626638350958,0.0029686519250283166,,,,-0.028522705342526936,0.10100933779760522,-0.02202220159106401
ADM,0.021624163947953075,0.030642112663908885,0.027692705849293727,0.01691400546703513,-0.01682709430353907,0.039692947038899404,-0.018778387058591233,-0.09904070069984067,0.013753609419759583
CCL15,,,,-0.01949475140795774,,,,,-0.019099853730274792
GNAI2,-0.07594055204970633,-0.04266977158267124,0.02727831224255966,-0.006390687272909122,-0.03382312709153563,0.0435605463995622,0.032706941013847204,-0.02238315248093012,0.0147525994274781
HDC,,,,0.0827006701173863,,-0.05271812702434955,,,0.08922702949762604
COL11A1,0.00395692502843961,-0.011790893279090931,0.014189541389744199,-0.045166417738950276,0.03772260457796839,,0.02264464439177593,-0.10307633304422041,0.028182969691618223
NUCB2,-0.03475932456690241,0.03446392955373566,0.018967001111825484,-0.008817505759822045,-0.046613595481408636,0.02003079862859203,-0.09916032029281854,-0.04222035911455824,0.0064252943634169135
CXCL1,-0.017354776518210678,0.031706308133250524,-0.010035727979188596,-0.014691011188723591,0.10785878203047647,0.026615913550518445,-0.030106574103727468,-0.03597028514696977,-0.04804796577509478
VCAN,0.02501914177730077,0.019248848844373428,0.008749355757742593,0.01270502960862332,-0.03723114151203929,-0.0013446025829798637,0.051427794481557945,-0.07706795476885854,-0.058041603811617645
MMP7,,0.011155139249853334,,-0.028379851007864377,-0.015153920502072435,,-0.04483549130744521,-0.07852093351677013,-0.04211592901654718
PTPN6,-0.011441615138607251,0.00453871949213262,-0.02105298936568387,-0.004881127594452184,-0.010660134612995347,0.05546294316122099,-0.018284451450866452,0.030485977540342282,0.02397330356658886
PTGS2,-0.015488227677264425,-0.030382872438179668,-0.0143018516538197,-0.004313747716861885,-0.045716614020487524,0.03435663676393507,-0.039201413573209366,-0.03511393780303433,0.04795448263463736
XCL1,,-0.010504579305207935,-0.020033979690497673,,-0.0198776319311461,,,,
CD58,-0.005511119423164331,-0.009223148291460365,0.004480686534236799,-0.0409009295935043,0.04376549646713765,-0.01677558602069939,0.05273944229646761,-0.015977698051458825,0.03234616251155728
TNFSF14,0.12475493881796298,-0.03485619970799052,0.026782265182217737,-0.014349252175605913,0.03466291673249613,,0.021533964259654377,-0.018208168394128907,0.03012512991706705
CNTN4,-0.014168982158627389,-0.018878618892305948,-0.03952805042595978,0.04390631841277536,0.0036998559002483704,,0.02540233454661191,-0.01946908294350137,-0.032499588899286676
NTF4,,0.07496634897398945,,,,,,,
INSL3,,-0.009654624744652293,,,,,-0.0180496017957261,-0.01820816663492666,0.00490278215538837
BTLA,,-0.015324823553265171,-0.002664056684512053,-0.01832448580912595,,,,,0.09013147853251706
MFNG,0.025933545253324003,0.017441998427479184,0.03867382855714841,-0.005477796490307077,0.009554504364127662,0.11654583918595848,-0.008493070258949024,-0.0328365890441132,0.01866383298197812
ICAM1,0.017384749858562223,-0.02120420579018045,-0.0254229911058525,0.009846178124456902,-0.003583722469937615,-0.04516340434643397,-0.016110439191173047,-0.04974248918062719,0.05311954138331099
PROS1,-0.017621032131350533,-0.0322986964157238,0.03844686249018461,-0.0062617392193654265,0.010660651417909305,-0.11381458671507762,0.007015123463049377,-0.057016917262303776,-0.019591331323933127
CLCF1,0.018392129877904694,-0.01691342631527839,-0.03931230684145848,0.01588582872517732,-0.03485616767662298,-0.06645868135626706,0.025402197496051077,-0.04799905191189377,0.00792757428163771
PSAP,0.03272659646845424,-0.07438819443223303,-0.03664092705325803,0.024241859214458976,-0.008159985906481733,0.06783126118804181,-0.07647634033147403,0.0016356750540751322,-0.02321372360162643
EFEMP1,-0.024096152499861887,-0.004934248105916883,0.058379831113201476,-0.0139783894831037,-0.0032629618275618476,0.004764338348638162,0.04273338221707071,-0.043814986566367245,-0.07733240487757859
C1QTNF1,0.04432690393806422,-0.005812034516701284,0.003753791921680243,0.006258680648500582,0.05334965928232769,0.03830559030044504,-0.07827584191185939,-0.028692152321434895,-0.020414641054229674
ALB,0.017580221885749144,0.03381522835636517,-0.015455351289916508,-0.016297719804400954,-0.0002615342474691088,0.0690192019896946,0.029530949171588463,-0.030480019224403885,-0.0018277521838976586
CCL13,,,,,,,,-0.020424242467016438,
