,UKF259,UKF269,UKF275,ZH1007inf,ZH8811Abulk,ZH8811Bbulk
TG,-0.016464890456599768,0.024817929240776963,-0.015528446549462093,-0.03140786195362396,-0.017688317146029774,-0.026327680409279703
ADA,0.025891577808987345,0.07834721422299933,-0.007721941387587876,-0.04574529969881973,-0.043530575123251675,-0.032353574096527525
LAMC3,0.025420565090992026,0.07459142207110792,0.036129779649222656,-0.07975826681639721,0.030313555979669414,-0.026869285308508854
CCL7,-0.011904089493683632,,,,-0.019951616571724593,
NGF,-0.004988478786043158,,,,-0.004126778823983121,-0.017310296276282583
TNFSF15,-0.013255785872775698,,,-0.02895009804946661,-0.01945058578411637,
HMGB1,0.01804039652903626,0.13146557134683926,-0.0025243521778881457,-0.09048057363931512,0.0234837091199351,-0.004829034910729471
ITGB3BP,-0.017261954785284982,0.07110543332586479,-0.0009140539435158692,0.04521455417293516,-0.033252743190179596,0.05098557705557957
AANAT,-0.012061410715705519,0.004366133617493282,-0.013964822730455361,,-0.01750319737984062,-0.02361236021609854
RELN,-0.0209359079093398,-0.05197751967247835,-0.021023676489962825,,,
IL15,0.006911702476359374,0.041436331294186744,-0.024415762074625584,0.01792707172301358,-0.03206657473533943,0.06309190386922094
UTS2,,-0.02291094393985772,,0.23994352806445163,-0.014905253585738064,
BSG,0.009716864284742865,-0.02943966137681111,0.029411671554762167,0.05710265234749738,-0.010623563244696354,0.004668336857475445
ADAMTS3,-0.006418063801590524,0.09019695581779195,-0.005454922251620552,0.10888724701304993,0.032493069927625774,0.022222820706635556
CD34,0.009564331748924234,0.08299423942069581,-0.012260904114305023,-0.05851569197330396,-0.011112245764025218,0.056836758313611915
CCL23,,0.017538589936246966,,0.08567237076160951,,
PLAT,0.0183946984268933,0.058804436102916545,0.05010566077315543,-0.00979953136581847,0.008105477761986493,0.004044836931376604
NTF3,,,,,0.04642419346506674,0.03499000887735836
LTA,-0.015257157025221714,,-0.01344957965156409,,,
CKLF,-0.007455172121001445,0.15330898078454974,-0.015193661609664597,0.05517763407765825,0.113425337279218,0.03636149884448675
CD24,-0.02441428097221878,-4.297299999366671e-05,-0.004958820736725983,0.10389180948837737,-0.00076948548160908,-0.021267287478723126
HSP90AA1,0.0034058113412584463,-0.08194794650983653,0.06777764449231466,-0.027935589904861172,-0.032780801294677094,-0.06998830443675329
BMP4,0.009529505003887563,-0.026234544012835363,-0.030452143350144616,-0.06041994343680102,0.029564589926308178,0.002316389746696537
SCGB3A1,,,,0.09894008539903039,-0.0004182122630192117,0.06325394591234833
IGFBP4,-0.029105183271290427,0.055449507610341106,0.03459486360582792,-0.06500096943782194,0.0336052641903046,-0.001243991875126048
RSPO4,-0.02335375188714948,,0.002082431565488881,,,
LEFTY2,-0.007541643159448411,0.048924297379380054,-0.005338531600675082,0.09485005599431756,0.08685955314741153,0.08045694025502378
PF4,-0.010386083558691776,,,,,-0.0160822575833311
ANGPTL2,0.04843953331929291,0.09953662363485896,-0.022765285206809167,0.0224190981399869,0.07546226327550518,0.008890673022897028
LRIG2,-0.003095224895796614,0.08447178240265574,-0.03887284448780675,0.08584731703264302,0.04697872111679912,0.01974136378243023
ICOSLG,0.04982696250654005,0.05680984721179514,-0.011999368955475782,0.0970315538884282,0.010274282998739804,-0.0007198184166428168
WIF1,,-0.09325420350809518,-0.012071085590059719,,,
NPPC,0.020040015344788144,0.036515993896192554,0.0010917076322126847,-0.024136026503972445,0.07300488130586286,-0.030428709502300432
LYZ,0.03079972821284036,0.05315621338109926,0.002605787262826828,0.03559404835598088,0.00458518357659531,0.03691484204244749
EREG,,,,,-0.04049820410351035,0.014096158217310112
SPTAN1,0.07398302874651999,-0.03366238269040033,-0.03802349184388843,0.0013089163567504161,0.0689011129109762,-0.009868098340238078
LIPC,-0.018664565682977523,0.08030841164581198,0.0116907504478953,-0.025593785444328155,,
COL8A1,-0.009426905185340805,0.08890054144642084,-0.016726729591013675,0.0317188953476799,0.06837771534154907,0.003978620648423549
GSTM2,-0.024800922766203454,0.09836885743470364,-0.012818166309834516,-0.034756679499634874,-0.04800270949230569,-0.04971468108753301
SPX,-0.010238337888551647,-0.062123526700176984,0.04434972950216642,0.01672520784868099,-0.020116138886945658,0.1017925738187228
MFGE8,-0.06003968128350325,0.06183459557747013,-0.019283736800486853,-0.0402338963800034,-0.0675719237018038,0.015158822997800522
TGFA,-0.03499738583687757,0.049225432228942385,0.01837551117718015,0.06546180021675217,0.05343305967809809,0.010192202648848124
SLIT2,0.023703223403822037,-0.05220740906369764,-0.01010571200170066,-0.0027722941155418784,0.007103610247611796,0.06389232252198335
PLTP,0.016438722589811734,0.13099517913317427,0.01626016584123241,0.04976897132140044,-0.0025003355538437792,-0.032383285210802845
APOD,0.04435274668024505,0.09801641666694914,0.004587547467175703,-0.01645059325945781,-0.007155636240631476,-0.0313987092052136
B2M,-0.005549967272011011,0.11777014504507988,-0.00780436762347038,0.073056988087936,0.07243149366766835,0.06497611613563387
OMG,0.015351580894206823,-0.007655722945340539,0.01816148465095575,0.07542028452737948,0.06074061201292252,0.02925884906528216
CXCL3,-0.007493891525116039,-0.006700816941087225,0.009366924483387825,0.12441605158162036,-0.047160689764860146,-0.01962505413260251
CXCL10,-0.015643003079319782,0.10241121969802887,-0.05425512672692266,0.009507433902965795,-0.020602603655171612,0.01698476734144308
RSPO3,-0.012061409824503825,-0.029086815643195152,-0.0236259034161265,,0.04692523252161291,0.050831059774071485
CORT,0.059892887715865636,-0.05034125120067233,0.0010548992166997115,,-0.02275012283281517,-0.016829265162460354
NCAN,0.024263172486990107,0.016890263140871668,0.058060975265087446,-0.01232720187793981,-0.0035163068810792723,-0.01392326495387666
PRG4,-0.011904091348759272,0.005805264332188665,0.052080011814160845,,-0.021852541319554462,-0.024832610598032073
ZG16B,-0.013816153877524804,-0.027204302251622035,0.040643594350782145,,,
TGM2,-0.010050378402135369,0.003714097423121054,0.030416699615350935,-0.042138583102487866,0.009995095666339245,-0.0015848157746959303
VEGFC,0.02114156691175391,0.0017080609419323856,0.001893057020301844,-0.041170858123885795,0.025523559453965918,-0.009706321588487889
WNT6,-0.016464891140230756,0.16072142897263886,-0.023783341402603367,,0.03228780224258636,0.046437356499207535
NRG4,-0.014487823734492348,-0.01931019083815389,-0.020531288251022503,,,
PMCH,-0.02007429123898843,,-0.015642679169408914,,0.06576185337735628,-0.006621831141764683
COL9A1,-0.015131474486335839,-0.03377385495111131,-0.018547822358795943,-0.0760230478711926,0.019335753456783285,0.053446759370856724
GDF11,-0.026781384732939652,0.04258358431402831,-0.01571224009926755,0.03942299199895905,0.011297058662887542,-0.0071569596762000275
IL24,,,,,-0.015119865419468484,-0.015825834162685275
SORBS1,0.05151631932458781,0.01151840804282017,0.04295513710848746,0.03603406704176393,0.052140622124286114,0.00799984221461488
DLL1,-0.036722232624505614,0.08056172524081495,-0.01324898602493778,0.08318934332151674,0.10171765841500775,0.05324117826333012
TLN1,0.031780329852048254,0.11422122137250357,-0.005262244463744721,-0.06674490281782333,-0.00886840971340836,-0.004397428571726866
COL2A1,,-0.023257234050324368,,,-0.019224048770470223,0.03229343444180002
SHH,-0.012370305397288077,-0.01828301186527278,0.0006427222871576477,0.08327657840249174,-0.01795717069434752,0.012997356000933479
PON2,0.0908447795699846,0.10186420497131964,0.00838554431589567,0.05031817336371956,0.046026024433542485,0.0823785807484181
ICAM5,0.08509320305749486,-0.04544690809804263,-0.03472462451820513,,0.06003199724955433,-0.015524094514965186
HPX,0.040356618570078114,0.03579878044299413,-0.0074589580352858054,0.12292308079767933,-0.015024817467328954,-0.0244035276755796
SFRP2,-0.014088437279243216,0.023052839660027205,-0.017479125941608498,0.07453871980269101,-0.024205840379825597,0.025770000856599765
CFC1,,,0.027316480702680383,,,
CD70,-0.02394633482098361,,0.022346953696780237,,0.02107142485661106,0.022498340129388526
HP,0.00911768913143979,-0.04474251850131877,0.030343060899664702,0.02166634639349193,0.03832591713863906,0.049116984903972274
CXCL2,-0.03262937758783346,0.015199420190312526,0.022539651868946235,0.09215250840707526,-0.03783433203648738,-0.0036060186853043128
NPPB,-0.021949451344779127,,0.011614109415176465,,-0.01845329939537836,0.006531371288912912
CCK,0.06766239145862225,-0.14236800898228927,-0.028356995645558932,0.08896831618085146,0.0353236911799027,-0.007298940148608448
SEMA6A,0.03051815711362996,0.05066981928246101,0.02915099406462318,0.0650976551606968,-0.0029185134166374496,0.01339791228083227
IRAK4,0.013929306850018048,0.06486867536135636,-0.018699320401316513,-0.01501152707418021,0.023767990239295912,0.07170473404847244
GSTP1,0.009689512956434904,0.10749838374110555,0.02076221031545048,-0.045228484077055535,0.027784511425576214,0.05530744235198369
VCAM1,0.04951120368651673,0.07269427688673949,0.036689311344628675,-0.023391123236913693,-0.023650869421643454,-0.011658762176937693
NXPH3,-0.044267457904508575,0.05988943253531632,0.03499047698786347,0.04476898031729993,-0.0009444786625016977,0.0656129991018328
MTMR4,0.029730706199586704,0.06176970172708472,-0.05100746762818888,0.009363886438376224,0.01253729262824591,0.0014270867956276017
LAMC2,-0.027649804369804677,,-0.01482592864457953,,-0.018588495260952173,-0.02078376089945954
IL10,-0.012867745464886626,-0.005007168140573663,-0.013551190089820097,0.04815291772946546,0.06768607837017644,0.03647937099087319
SEMA4D,-0.01153095440259817,-0.03988765571327895,-0.01731116767236941,-0.01227560873803003,0.0760024699255171,0.07430667174701033
TRH,0.03263102916420973,0.009227429027255376,-0.005376137556972735,0.08870955573658248,0.004840357811805248,-0.006080182840217935
SEMA6D,0.0003655193895254446,0.042618859649958214,-0.0037329692015048654,0.04136800943263503,-0.019772021491438294,0.01962652198017651
CEL,,,,,0.033843766647721006,-0.010046326897516838
PDCD1LG2,-0.030810238855451498,0.0662439039073052,-0.0398114592794132,0.030597645055629428,-0.019572035922532743,-0.004810264918796162
SPINT1,-0.008515720508435095,0.07811745251620054,-0.003014398761323685,-0.0529035530613482,0.009619875804404095,0.017043060651927327
CTHRC1,0.07246120964076982,0.08181715232312231,-0.021916146555422324,0.10394113662563392,0.01229310083014474,0.0020386812703290006
PODXL,0.00357989974003634,0.10873051845231436,0.0055453800629561255,-0.012670532207919378,0.02867777094458648,0.03805120868892502
JAM3,-0.024638708570155522,0.08117601012375181,0.0010538458783858537,0.05079148446778881,-0.01511035621891542,0.01532897149632274
TGFB2,-0.026004765614989208,0.11195396166233333,-0.0018518405577929993,-0.011681695873005242,0.06780320730043242,0.010475481170899095
COL18A1,0.05462834749584064,0.07805573626242925,0.013207757036126566,-0.11376543034449077,0.04742006327326773,0.000331298893052182
NODAL,0.024664665925654455,0.019330501327175717,,-0.0767750107033238,-0.0033188760534326933,0.0010915289695037915
INHBB,0.0025572682620535496,0.09520564019988607,-0.004095595145785733,0.041930050754951986,0.026033725725615145,0.059380718619054675
LCN1,,-0.02040957191747816,,-0.03286386511144152,0.030379464697642876,-0.018461211445506238
ARF4,-0.012753128904896197,0.06513694873557287,-0.03974505171955315,-0.0424005835650512,-0.016574697462779286,0.049329131284946134
CXCL14,0.030277706858559454,-0.04217886653168825,-0.03199006295205332,0.12158148360542848,-0.0011105275576747504,0.02443522922324514
LIF,-0.0386975562525245,0.060957778876393094,0.02394477011154692,0.04114181273876896,-0.05959821075795109,0.014171407500085383
IL17B,,0.060275045072867545,,-0.03922554187191404,0.0,-0.02955928784461617
MMP1,,,,-0.07936452151452958,0.034553941816077786,-0.016611609721164735
MATN1,,-0.02139804861112816,-0.011924909511825562,,0.15432216542766075,0.017729818527673934
ADAM28,-0.04306520151138505,0.062247030473793416,-0.014574064892189677,0.0498069433959527,-0.01382749589799918,0.05262454301096356
TCN2,0.0295354437618718,0.08786956195978582,0.005726099357300632,0.03885841771679977,0.08826339114500373,0.03985566386612108
THPO,-0.02509618199668423,-0.021174636793908876,-0.024481322156049697,,,
CUBN,-0.02630605272832049,-0.029373221763445433,-0.028230464081863336,-0.010282078502655043,0.05862218729604186,0.026922771182247323
TIMP3,0.025317061521062532,0.0429344306068868,-0.016709481719645116,-0.01331614318106158,-0.02344529090343229,-0.06329625848049011
PIGF,-0.015247240944666007,0.0432716174707361,-0.014460708734424845,-0.02317225918911075,0.00928669945444896,0.08538682870160369
CRH,-0.013952921566585607,-0.031384554631172644,-0.018772591162341864,,0.15673390402091747,-0.010198644300046137
BDNF,-0.02978986982071619,-0.06724931971925896,0.005797805460421267,-0.030200451725278698,0.06767150299675367,0.04552728573849559
CCL5,0.1021365886742374,0.07344233033414098,0.008209622806000572,0.08313157974432842,0.08097286038803916,0.0020904844534738063
GAD1,0.043510589661256434,-0.04303311715684108,-0.014771893205246755,-0.034868745942368065,0.0024600088931589536,0.05342775501247767
COL14A1,0.026038765455384975,-0.036205400618281244,-0.025903484064199477,0.07667028909033742,-0.009277853797158977,-0.0036661580888759007
HLA-A,-0.0852975233316633,0.133807395876277,-0.00424636709254285,-0.1005320176627337,-0.046414551902506714,-0.00428472856988117
FGF18,-0.011085491841495553,,-0.01277801034664274,,-0.024733977312335825,0.013091289227887078
ADM,-0.02291683676822516,0.02402832516965582,-0.0031166128270971325,0.06837141379402444,-0.07318910477954994,0.008260971204867894
CCL15,,,,0.03594432925215932,,
GNAI2,0.016205009693104847,0.0929968450959749,0.024008071839887173,-0.0798860385495387,-0.0561955491443321,-0.03563401367552479
HDC,,0.03541562133153097,,,,
COL11A1,0.019937760233047674,-0.005175235122019292,0.0707443246602709,0.06721614433255582,-0.014034254892188222,0.03305373749565853
NUCB2,-0.035600447244714145,0.06898307040012508,-0.03945537483590381,0.006062106853437193,-0.05539074924004064,0.03784427872871191
CXCL1,0.05131913536562389,-0.022512793999704375,0.03605974193992659,-0.02663998916303212,-0.04022467230217341,0.013514809007052002
VCAN,0.04264879669921253,0.09025154263780116,0.01871603498046111,-0.0940711566618253,-0.03078707727607824,-0.05415280901496689
MMP7,-0.022038711847601155,-0.014897304334037144,-0.011776999567067027,0.13184357588391069,-0.05746144237993146,-0.015309195090181867
PTPN6,0.00028442282800602485,0.08601531117092645,0.0029051453530243194,-0.02203207361172317,0.03651581367015283,0.0344637411511033
PTGS2,0.03289511456110477,-0.053789029650500274,-0.029219624966628246,-0.03454295333137302,-0.08136942594717378,-0.021776007109337022
XCL1,-0.012061411854463522,,0.065841108305487,,,
CD58,0.058912271804429026,0.12294210324980999,-0.0274036533898456,0.053906096056753144,-0.0030699521508472877,0.006737427106195008
TNFSF14,-0.018118946280043763,0.07215379282546258,-0.02219445320934576,-0.008085431652971233,-0.019785880913235212,-0.03141762070111851
CNTN4,0.08774256555229414,-0.05289725082575246,0.004992900550234115,-0.029581015858775185,0.028588606680061558,-0.006821969257107497
NTF4,-0.015257157798455025,,,,,
INSL3,0.0682651037716217,,-0.013580119154762607,,0.055535373329506546,-0.018236480221310507
BTLA,0.09840265265131125,,,,,
MFNG,-0.02363342138655494,0.05747543645832775,-0.025029002934057576,0.0695711390025301,0.039172214398028087,0.07622164175074794
ICAM1,-0.015830804370254914,0.024580548951538904,-0.03464966382430156,0.1041704275055672,0.002746806806886274,-0.0036769211150741755
PROS1,-0.017793934408830165,0.10012646450043368,0.004523335709280211,0.10103476917873058,0.017345968487739366,0.06367271414123724
CLCF1,-0.05412894696920443,0.08144628955581878,-0.01603141277853209,0.06821665288362168,5.218804681115669e-05,-0.029819696383497775
PSAP,0.034439156673326095,-0.05104792406088838,0.0032089113299278325,0.08880258725064923,-0.014222367206732804,0.016114577190319848
EFEMP1,-0.03427077082760353,0.058636078042737176,0.00597986008129597,0.004272751844544754,0.018419653819299112,0.11884302726571642
C1QTNF1,-0.053192801243906455,0.027519326979923646,0.022647198202274833,0.022921282053502166,-0.03463742311970087,-0.013605631317099513
ALB,-0.019680704253462022,-0.024988353711357367,-0.014825928265074298,-0.033712095259803086,0.02300497150443809,-0.0032511513062965926
CCL13,,,,,-0.014687672633309416,
EFNA3,0.003971361550202118,-0.07592032639785526,-0.020196071844103297,0.08989582047887534,0.0608315411025715,-0.004892804272551864
DRAXIN,-0.028520410502956475,0.1008925145191055,-0.0040099974376331116,0.09395584434810887,-0.021446342286015396,-0.02974976969547054
RAET1L,,,,,,-0.018461199346801297
NPTX2,0.017961294462470818,-0.12856575267930653,-0.0029022637721381164,0.01941326140851998,-0.004917368481367387,0.03460819457550638
FGF11,-0.05100296931215077,0.08383904679467094,-0.03336199156976664,0.093702231910708,0.027953346303292572,0.002017048829867625
CD59,0.03356008074454053,-0.043548119720376394,0.015011931078073236,0.020907496637879074,0.019509516810065446,0.07847396555180718
COL9A2,-0.03719401749775088,0.06506323174277345,0.007865699185990463,0.06276491796898535,0.055217574979997915,0.03700944401470756
DLL3,0.06965198281797226,0.04864168127554543,-0.04853003548142653,0.0013054505216993312,0.030123357052579524,-0.016579275413240162
FGF5,,-0.019898085389568037,,,,
LIN7C,0.023033587988926886,-0.03302979372788922,-0.039942345375761364,-0.012335422801070656,0.019859993069793573,-0.06532461944124097
GDF7,-0.019779749983577778,0.04363482749363656,-0.015547331795772135,,,0.010467582575166856
PSPN,0.03231147825218232,-0.02822321187915868,0.0552249847812672,-0.026680694238252572,-0.022936598577009033,0.032381792122683516
ANGPT1,0.027314344825311716,0.14472297298961867,0.01043226056914944,0.07639256544158458,0.023545316961290735,0.04149239195160608
PNOC,0.02622179569217506,-0.10150344374117011,-0.04738571480199053,,,0.007461836024735499
L1CAM,-0.03038198104572622,-0.10306279497716686,0.015766244193931866,-0.03872754324598687,0.018566070244980293,-0.030255813039347712
APOA1,-0.01726381858357736,0.04312812093914846,-0.01768367750795777,-0.0660017109196685,0.007888777129552469,-0.005631798949554467
PSEN1,0.059385315049057856,0.01148952199036158,-0.0008320440579819611,0.04075315905383949,0.014215659820683256,0.020624976310438133
CALM2,0.05371302027992373,-0.09214533525749875,0.019897864094372095,0.04455888638313606,0.07560277968830552,0.03345624532278372
CLEC2B,-0.009512142118384331,0.05830890744743609,1.9982937010541328e-05,-0.06713865628275477,0.03639652598182759,-0.012731537172392393
NTNG1,-4.87905845109491e-05,0.01677687931233798,-0.004057836722965211,0.01755547128185342,0.007190746148003687,0.0028612234753391834
LRIG1,0.02267649294052322,0.006058068698470453,0.01915273556190246,-0.1402669140603962,0.0677558501575286,0.06210632214861653
CPAMD8,0.030524558154155,-0.01800049605111548,-0.015063487599804576,0.0014609033697905985,,-0.017779052211969
GHRL,-0.03497470245207474,0.04406753783089677,0.08057469704070298,0.048281065875984096,,
NPY,-0.031894730658693506,-0.07152725240354108,-0.017302860761753417,-0.031109734336137982,-0.019658274299843275,0.030690419596485934
MMP2,-0.01207089187062073,0.11972636327339113,0.009273819373141774,0.04648758423283197,0.042855809871740536,-0.029697397612844116
LHB,-0.011419697839730247,,,,,
PPY,0.010458779804124765,,0.0872659171036182,,0.0017362033808678199,-0.007204692534943589
ALKAL2,-0.011253787441789866,-0.02040956860967404,0.017195277163583315,-0.025461634647817005,0.018073934607487976,-0.01027282184393818
CSF1,-0.04091247956460302,0.05015927217968711,-0.048156554448630436,0.11470330984029009,0.010670193648293053,0.011261557626342344
SEMA4C,0.03254118095090678,0.029987007236993136,-0.016877044195930006,0.010364517570145866,0.01786482135214621,0.04060770381207803
ICAM2,0.020546324114556903,0.007730925234961881,0.008122292175488292,-0.03818789995438952,0.03279368840578422,-0.004698581186304276
SYTL3,0.014041598810146695,0.04964439828758413,-0.011798576352556807,0.02421735830333797,-0.034525394847336625,0.030893121225887114
IL1A,-0.031883680349571626,0.08647976977084092,0.027807962325484253,-0.005454721461887702,-0.012102924893258827,0.03542108883503717
HLA-G,-0.012061410765216728,,,,-0.004650793566190059,0.06561369429596667
PGF,0.013276805953506506,0.03918507659504143,0.004504096604836463,-0.06660622429474773,0.03798630899862892,-0.00949339358522374
LGALS8,-0.01670120519390064,0.05425291199193716,-0.02667672719871542,-0.04460269093699526,0.012186138201714401,-0.04010058687684947
DKK3,0.00786534907338356,-0.0882004456316666,0.041717095019469186,-0.04801858883883435,-0.018977882936499314,0.06792669767071413
COL16A1,0.003561933858821061,0.08792107418328375,-0.020618963707716487,0.016622502124518077,0.03275456667212988,-0.0034935678348474936
TPH1,0.031340219951018385,-0.021398048409139593,0.053389021373221435,,0.06753240104803027,-0.04820157887142512
TNC,-0.07004819915433705,0.10565631094486622,-0.01168526553803557,0.10362220349575033,0.001701379783377527,0.023394953048402573
TNFSF9,-0.019779751314079243,-0.048304056405098494,-0.017176005388491362,,0.02488123954772173,-0.02889420554254337
C4A,0.07148723728020566,,-0.013050568434077616,,0.010233916416601721,
CNTN2,-0.03559008205115215,0.038026443149157825,-0.024438807064237872,0.0022210368150525194,-0.0020760458231357227,-0.017097970196768945
F7,,-0.01800048558862503,,,-0.020602599359525506,
LUM,0.05382166477030877,0.03759161766042758,-0.01452044881390734,0.004157273980700764,0.053324090672293975,0.020013246893322456
BTC,-0.021742810906178904,,,,-0.014905256325552979,-0.026968813883822895
APOC1,0.006524113156256432,0.14246541720158887,-0.02949917232189724,0.13319560189896362,0.10078358936385902,0.011834925454278621
PKM,-0.06394340188402817,0.013674955374649996,0.02153857301144968,0.03512058543538802,-0.034622279702461754,0.023264891344143983
TNF,-0.029888807596225333,0.05935489663169785,-0.029773938948554613,0.012502571018644137,0.0455304124287858,0.025596372243479
GNAS,0.018168593398447674,-0.09178870527546111,0.018247351743113562,0.049802972499855165,-0.07946799875967883,-0.02790246855539743
BMP8B,-0.01748593874471415,0.019135353183755678,0.02406449129304728,-0.009125163828472428,-0.01978971320949868,-0.03542708360656846
LIPH,-0.01715177447562797,,-0.010522325746057562,,-0.014687678035078118,-0.020582654645152843
CCL28,,,0.0012146152880907477,,,
PTPN11,0.003087459717439259,0.0784886280960513,0.010302708372914762,-0.04838251643351011,-0.006623370322344953,-0.03295517889160717
ADAM12,-0.02684474537819534,0.019070455624797145,-0.011046536139765329,-0.04248747073838732,0.036298858361964594,0.01491178095117365
EPO,-0.01748593923433885,,-0.011008959256757683,,-0.01595119345071871,-0.021376655938705053
EDN3,0.06215742500895927,-0.00790158160121223,0.014844873451050117,,-2.166602735916229e-06,0.06761918984649168
CCL22,,,-0.022166777877360717,,-0.018053315379671458,-0.019548624545995402
CCL2,-0.013615595246630606,-0.003970592844869004,-0.004551112310435918,0.016605862345232026,-0.02568815190391163,0.0041424888601512685
DSCAM,-0.041477919747163895,-0.00023706957285240314,-0.015400171862757358,0.05174693554379874,-0.020183681157368308,0.012677191683914171
ANG,0.02475588115801086,0.06938646545621344,-0.014598941064399776,0.021981911262890553,-0.018913782457240885,0.005735839903788516
FBLN2,0.01994795469867622,0.0010233313203281496,-0.0077956522955563426,-0.028539384155782777,-0.012122292617685297,0.04452452935464439
VTN,0.003863044391410812,-0.00536487361221252,-0.018086483729829204,-0.022593463087548355,-0.018233305707641458,-0.015031633516709558
VEGFA,-0.031152156969546912,0.012147781910128502,0.02094598464693409,0.032222891716576905,-0.07254731599060654,0.0010866863111430288
F10,,0.010528909751129942,-0.012071085883337353,-0.024507813105639608,,0.08495477959053398
SERPINA1,-0.008708211307380054,0.06652634182764791,-0.04774527453345572,0.11271924280561485,-0.013999494910282757,-0.012743757624553695
VWF,0.01022213229128758,0.0331290919826799,0.02866538528383961,-0.05648191024446806,0.03817973427240223,0.030525621618114725
GDNF,0.045981367254885205,,,,0.08528044137478494,-0.0468658207888309
VASP,0.05571178441987521,0.09376273966179924,-0.032954188973879715,0.010089272459718418,-0.01713722576051811,0.02166472977131801
ADAM15,0.028314236700572842,0.0382101650240479,0.029102873517504138,0.01896814893437666,-0.04088948277255474,0.011926320384452623
WNT2,,-0.02973958328140813,,,-0.019785871946502498,-0.021954896431815897
CALCB,,-0.01989808517332907,,,-0.017316256887416514,0.04036992184618476
OLFM2,0.0021986871359552847,-0.013339544992783623,0.007872176889375557,-0.028646373750419996,0.009403304398949345,-0.011024197395907083
MFAP2,0.0232252192584437,0.016469349578553942,-0.018765357574203972,-0.03596482987128017,-0.011240386805117726,0.02537552234246028
HLA-C,0.024103262567686357,0.12983132906257278,-0.016315688524123614,0.047204065616973934,-0.0022024424618527455,0.04158950448783275
THBS1,0.017801861320686074,-0.017301721973194673,-0.045278678190710846,-0.030141466413786334,0.03564878082496683,0.053244179753068485
