,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
WNT5A,0.0029841281264052894,0.08803759640873025,0.07530319331225849,-0.012349203649854349,0.07815047300120494,-0.05275066294949063,0.15059322973517422,-0.013519341348733718,0.038590098782995394,-0.013167855878824844,-0.0673372609490785,-0.12481197404952182,0.016011414338135646,0.022662329380638464,0.10448431395464525,-0.03933567669843549,-0.0631741708550435,0.023197082328380855,-0.014989005138764427,0.05449233643167299
CXCL8,,-0.024828430555188123,-0.02954864304756977,-0.040826989311590546,0.02198387932482835,-0.007416369130238431,0.05404684287817155,-0.0015846249109704332,-0.03153505913751756,,-0.05991426733267027,-0.021125342527689855,-0.10548883389217595,-0.0739383020385258,-0.001886082782274049,-0.09279539963381579,-0.01038833073684826,0.0048231958241181224,0.0028042305474991697,0.14350668910795802
GRN,-0.017026761733770664,0.02811852207031534,-0.00842160880740728,0.008416436867809636,-0.02528158156539966,-0.011922660807927608,0.07906295445962085,-0.027430381716858042,0.009289285189454972,0.0073984410572766075,-0.059766769069610856,0.07362929649270789,-0.042087194971614034,0.05493809903320482,-0.010439858363403639,-0.060664923834976014,0.10923064250945101,0.026436471289847642,-0.0297226830990529,-0.04641175703680552
MIA,-0.021243355019907772,0.09019096879940768,-0.002718369587857745,0.016133549673925177,-0.009660012780044625,-0.05143458959844524,0.03357222889977537,0.03836425107655459,,0.010683385290891932,-0.028750979910883642,-0.02187896670749969,0.1295532370790372,0.0989585476507813,0.03689098212468709,-0.04931364468459688,,0.14713486937805903,0.07343979242837562,
COL4A4,-0.018796038808935555,-0.021077052713737433,-0.045254361543216944,-0.017868982799356184,0.07446024723444365,-0.02070834602516841,-0.023220163066771073,-0.022254598209895435,,,,0.025663274983855313,0.023293219563185846,-0.0009978586539128827,-0.04397381145232002,-0.042466374039922684,,-0.010744300644335856,-0.016011302458229463,
TAC1,-0.016229750430248827,-0.006792157042986839,0.01740571799728676,0.08040389775650858,-0.048654168463765565,0.02732177076518416,-0.09191422440955659,-0.025693898634355644,0.015548846370216049,,,,,,,0.010715795653258696,0.03374909712698666,-0.0005005911817203635,0.02365823108049355,0.02965391162269552
RARRES2,-0.05204292059671547,0.03206340403399762,-0.0017882610351889956,0.04610174901716294,0.075740762477836,0.04162211057513161,0.04298938590328566,0.01615866522185439,-0.009485991357133487,0.0018342672740521955,-0.11433424327735259,-0.0301624710797176,-0.03360204626539576,-0.014093769641419404,0.00960083496460317,-0.024150122737296983,0.04978276823336336,0.010548667622543162,-0.04553811859758439,0.07711029693744685
FGF7,-0.027271342829833022,-0.029983310068377202,,0.04735898921447005,0.07287621090885837,0.04185245948909149,0.00963982095900433,0.028165372947031326,0.004711617687008847,-0.03794428275061482,0.01618846896419882,0.0161446690463103,0.01950144187843397,0.0018421901199561779,-0.03019855703203772,0.01410927520339419,-0.03734173381545655,0.03192959420248773,0.10484420264459261,0.14413721173714808
EFNA2,,,,,,,,,,,,,,-0.03345340222065089,,,,,,
HBEGF,-0.0007477550183274945,-0.004996645989700046,0.05608229153546683,-0.009033769057656137,-0.011154779068516259,0.051808992273540896,0.04654386489471214,0.015132536923305195,0.045593330868073614,0.0894425779598212,0.09976011796463552,0.014681174947842194,-0.000713564625552183,0.0348272479611593,-0.00974106306788982,0.05761453049287953,0.006503752439426097,0.048878161375946014,0.08357790672287346,0.101893989811499
CSF3,,0.03498335235438834,,,0.01581127769301942,0.017615435421485803,,,,,,,-0.04118334711356269,-0.039500720599974226,,-0.03596551682439887,-0.03233152060301482,-0.007232358785696201,0.0017464404752217128,
PI3,,0.03012382967397392,-0.03400961714429162,,0.05325291662134741,0.03520690375414101,,,,,0.00011413101432346976,,-0.10769408661704043,-0.07139138293351328,-0.03250400897112501,-0.05205166820542023,,-0.013112130798650578,-0.06896468179802401,
PCSK1N,0.007951248436050305,0.02671000283779357,0.04160202237268784,0.015475037022261329,-0.045316063868666295,0.021474161008154316,-0.038200477929177766,-0.0442095617823082,-0.016473294210783238,0.051928378836353116,-0.06494555636310526,-0.010540274704239664,-0.01822720537055954,-0.009453908118525473,0.042472455329213184,0.0374428770865281,-0.019461683678089328,0.007854383744208153,0.01624304099413169,0.014047838305742104
NTS,,,,,,0.013965393582162087,0.022725140628664944,0.04261580785244333,-0.025963434301990333,,,,0.04438579012859653,0.02052268768959531,,0.08672960668256982,,-0.030854790310847705,,
SFRP1,-0.023614696836050088,0.05930762587483339,0.040083728015273296,-0.0038719470304545895,,-0.038424981007263645,0.0066668674803389,0.030154230416543557,-0.01390225551951474,0.029792799745746446,-0.016237184307708364,0.0431510302748549,0.09388588362412018,0.025877101473709325,-0.031147670551117144,0.016904603336248637,0.008292327146377662,-0.014090772622713318,-0.040158823879024724,-0.10719104211828065
CXCL13,,,,-0.023780588913354786,-0.04229493398413597,-0.018163769740613015,,,,,,,0.0686257133539727,-0.017031411664507595,,0.018664747212628067,,,0.04211463376752524,
MICA,0.0010470315397113935,0.012469047849941444,0.06406201648359891,0.03442926457286012,-0.055388943224257775,0.022157143316584568,0.023801500195632985,-0.020653411855500185,0.012789738187330752,-0.0071138866740940825,0.02950818685303455,0.041557153994932435,0.08962509211276228,0.0056329260816108265,-0.0013942038294014621,0.030958148200460524,-0.015639171929304703,0.022732154512384004,0.037837889224044616,0.07617914011148241
TG,-0.01879603457317584,-0.02480619879075429,-0.049182691775725505,0.007053092948350838,,-0.0014675049629696332,-0.03271938348591167,0.020031883932617834,,-0.023214737314122488,0.04716551426685283,-0.035139191358118625,0.030905591459066517,-0.005888234484055701,,-0.02960017301350125,,-0.06478105740564899,0.02789385907078423,
ADA,-0.02552115558232543,-0.03670351860771022,-0.0012042480379963903,-0.03182873230918373,-0.05623575930222821,-0.032317543003682433,-0.002616352624733329,-0.013770252668444553,0.02047645160938925,-0.01133452627145199,0.10001826343648006,0.0006147696265322939,0.04166491453197863,0.06103197119081121,-0.020914702936531353,-0.056550658316700315,0.018293748158467786,0.0009140808180852652,-0.014773515064705488,0.013565904789482292
LAMC3,0.03510343986019121,-0.013896749682560487,0.06169625091929244,-0.041532252857024374,0.04400127696142286,-0.04953656069005753,0.05292385064859437,-0.016337978045311678,0.016890475315722193,-0.04513358896521479,0.043852738750435084,-0.023773014246237355,0.0340158918297562,-0.02826656907405092,0.03747344158486693,-0.009002452316504294,0.01669231441290289,-0.005198295161724768,0.06827169059725231,0.04629510088165202
CCL7,,,-0.04035091238429725,,,0.008707403337289085,,,,,,,-0.038182708229404755,,,,,-0.022773882359550926,-0.008319048246125614,
NGF,,-0.02546345584281092,-0.025187295254430767,,,0.034371592705556675,-0.031223067741217306,,-0.026474998106426298,,,-0.02401229603980142,0.0375563387014337,0.09519556086554783,,0.004748441252527686,,-0.057366003827687105,-0.0034701835519301387,
TNFSF15,,0.043593545693905125,,,,0.023362078352509065,-0.03791164936644601,,,-0.015266641162070339,,-0.046816221483956325,0.013140251786368115,,,-0.022333968496212428,,-0.010486920470409661,0.0212222795126149,
HMGB1,0.024268699761207845,0.030972745932995337,0.02505159053803835,-0.00970441546982547,0.0013577303770931862,0.03841568446781204,0.05036732210792838,-0.003078540013632668,-0.028240446165195384,0.015205621862287421,0.1861754694462059,-0.0622298200323084,-0.03184654922953212,0.04927696311647606,-0.06524854726879518,0.058156741407313486,-0.02712847326193422,0.03826264679610142,-0.02704319809555208,0.01335894702590987
ITGB3BP,0.0028990105877789423,-0.01743696132628954,-0.04780079954509148,-0.018297711558488382,0.06044259054086378,0.04284744803720824,0.1245077603091419,0.038515878258209395,-0.015203497357114442,0.01900798638430666,0.12301775647346133,0.059052494063666694,-0.020715732709939493,-0.01920674421774063,-0.05245328767063651,-0.024919652277881135,0.11680835394454721,0.06333234454468337,0.049797915832599925,0.17680589493242146
AANAT,,-0.06487854821512938,-0.009683936678610889,,,-0.03368169972179068,,-0.015544492565320528,-0.03819838808496038,,-0.015001483595341782,,-0.019947163208728344,0.031670549141424136,0.03255648954395923,,,-0.03682941651344377,-0.004823017896536419,
RELN,-0.015582410984494366,-0.060145497731259344,0.041029579164375815,0.007921490235882157,0.005757191236334202,0.0005239885949788084,-0.0289257682066546,-0.013102087356200337,0.037875099527841544,,,0.023407715892678052,,,0.004914236632745186,0.029385691537487366,0.02042329736669829,,0.11485453540645782,0.018219100694959516
IL15,-0.019929203451837876,0.004564146872040834,0.09810593310894541,0.0011439646261674327,,-0.023490118021327007,-0.026976392345738096,-0.017624864159537956,0.005520634875136205,0.09159276687216072,0.005175289299279114,-0.04752408988170701,0.006237659368966549,0.03661959120032207,0.008866103171458153,0.04728797290557268,-0.003881921928447717,0.026670644550359692,0.05202619481059212,
UTS2,,,,,,,,,,0.05857480354712143,0.008948589330013806,,-0.03558701656326944,,,,,,,
BSG,-0.09238895872978425,-0.01783138309620671,-0.00362777405378116,0.000384422088366343,-0.12896965273279792,-0.02447765076800086,0.05553667444650168,-0.020086600233702765,-0.02559871200306865,0.03497912755202091,-0.14696578602493773,0.06996305830006048,0.03756579061798545,-0.05552090121811748,0.05870725105168082,-0.08772121031982424,0.09631081066831948,0.11641305121504877,0.0627663090114808,0.018926030848558064
ADAMTS3,-0.016570056901510272,-0.002209260218469262,0.07386156334185062,-0.027033938764443533,,0.03159198343318858,0.043314446282043194,-0.008206317382109075,0.03867899835053573,-0.03480522233545569,0.0717532046986541,,0.003972484834928983,0.012001411133357637,-0.012857268687416623,0.039810911044588296,-0.03931481828547188,0.08119872132990517,0.00827805411052604,
CD34,0.007397587995098935,-0.03936413642351343,0.01773567075003607,0.0369694992422128,-0.014870543634514255,-0.014814863039872233,0.05139375452008756,-0.010679759508093191,-0.033622211804189096,0.0363967851831382,0.11687526442168582,0.05082455965288055,0.06012732866444892,0.11416623881854722,0.03703925043211854,0.01690781316086142,0.06316162998730954,0.007515014266623575,-0.0023196561340108855,-0.027087726068283004
CCL23,,,,,,,,,,0.0429964187790081,,,,,,,,,,
PLAT,-0.02948439659729502,0.07446928921256517,0.03660318106419307,-0.04348442470442112,-0.02477040214487851,0.03562311600211623,0.08575219428923977,0.015612614739904423,-0.017265157895433456,-0.05613054416519105,0.08904042946714336,0.07886804441442888,0.13494351238324978,0.04209682189951028,0.07779238672586809,0.0021482893232179622,0.05448652837275089,0.045708381053137466,-0.03555524257095465,0.078393433640695
NTF3,,,,,,,,,,,,,0.038453285040461437,0.04217656926589462,,-0.02174496843703484,,,,
LTA,,,,-0.03044245580546786,,,,0.030977683117977762,,,,,,,,,,-0.006913729192333695,,
CKLF,-0.06354904363632757,0.03534628814682514,0.044855883821974425,0.0032557634340554652,0.08116755977304138,0.0018124388656125625,0.07028830807766606,-0.029953894111388286,-0.020899917845205073,0.03190166970462938,0.015262015656593287,0.019459145193111184,0.06297988354902584,0.08263841583940343,0.004200517904308117,0.022750868496556387,-0.023119763417130207,0.0518630359974502,-0.002896391699629025,-0.006922386576838846
CD24,0.007379410527471709,0.01841487301995676,0.05988792369764537,0.08229105809571353,0.07161130870917305,-0.024777184614954397,0.03923191468732756,-0.04290639794023945,-0.023182680058353007,-0.02761145958647854,0.03888579784781,0.018093655987412645,0.03121650943667151,0.03509435147338516,0.07042050090289298,0.09721346515821407,-0.029381071256171534,0.036997163436297775,0.02085114473222537,-0.032797975634029954
HSP90AA1,-0.02893016401696509,0.02818908803545887,0.01989735943382983,0.06621019740482276,-0.0066078514461737625,-0.006357286913068794,-0.06489360152254003,0.027986406988271734,-0.022885716853184735,-0.04503422801677887,0.008424299165241468,-0.036523008788971904,-0.13429771036173793,-0.1426031413224716,-0.061032737541648896,-0.06640170144025746,-0.015801543617841553,-0.031374001482951094,-0.006043224734100649,-0.012747667676013746
BMP4,0.05240212689173924,0.08066142236134576,0.02346468644413653,-0.03227078769072856,0.004453048449665516,-0.02141799232176142,0.0830676266914137,-0.02174378715741357,-0.021186309079054402,-0.011040484138620896,-0.02171957777096229,0.055369904310894134,0.03665468356197014,-0.02692406973256166,-0.003588184429476332,0.004329932007235736,,0.014291114004355863,0.08733388895641418,
SCGB3A1,,,-0.0061718974323014915,,0.07316038345744173,-0.020655119286082064,-0.013225609566780672,,0.016602405839289864,-0.041959464865709985,0.024741965049188578,-0.04464149748880065,-0.021712321941130305,0.048182952339245445,,0.026847280149822284,,0.012067714070994398,0.06347831962547755,
IGFBP4,-0.01259192653412101,0.008750838103409856,0.0016898775214757792,0.07248940535610925,0.04775562646338142,-0.05592153924933166,0.06860656993890446,0.03594466344123219,0.006239567448829629,-0.006106490370716516,0.13474105405044354,-0.0029961747886285087,0.026876170908995824,0.003141869358739289,0.0336018205031603,-0.03572227863672698,0.04195425032506937,0.004846808911337471,0.025090003126143446,0.023074973256485862
RSPO4,,-0.022460043013530134,,0.05388946039089554,,0.03854133343219247,,-0.009697427831576932,,,,0.02711761274536042,,,,-0.031235363763117276,,-0.02471675573905897,0.08541922139343212,
LEFTY2,0.006534093479665922,0.04559372874930742,-0.0020273864657008034,-0.00844022607748547,0.00922905034174807,0.043639584168324,0.02265687634327248,-0.03894297647059767,-0.011988537396582469,-0.06275058929155045,0.03281985575149288,,0.01323353630358981,0.007980424033068097,0.11059767669859978,0.07841633542198195,-0.03435663310163958,0.11349277842074881,0.023691467470497742,
PF4,,,0.04820047425604785,-0.02769155111756736,,,,,,,,,,-0.030662359222158292,,,,-0.023047333370822078,-0.06187580513964209,
ANGPTL2,0.010608165640112284,0.019693097776162564,0.05143481017733556,-0.04672868263866047,-0.011352779325893072,-0.12550017780988393,0.1342136632017012,0.000997360892296172,-0.005099049372311118,0.03701670385137676,-0.03749615144677047,0.0010838583405955143,0.06547067527917827,0.03568424596921907,0.04836777837387851,0.03325172262397358,-0.013870519105570333,0.08610841054751622,-0.017480608672465058,-0.013462281360362548
LRIG2,-0.0709698330045538,0.0326922836765153,-0.010151823638864027,-0.013894965600930948,-0.05478385866339085,-0.01586532602015253,0.06091290261382304,-0.055244490228703196,0.022443340924797342,0.022478603335807305,0.01623992351988943,-0.030067769100399946,0.035524671543588265,0.022922260266945795,-0.03013522111671945,0.025723011531296466,0.04673631498130096,0.0827883891774746,0.06279564292952954,-0.08462786961318974
ICOSLG,-0.012288163723788409,0.018967423407738618,0.03129896614568108,-0.054406545347085125,-0.026219771397642457,-0.014350660153061657,0.10361568632610427,0.009924811664675173,0.07305725843654008,0.08758876289068158,0.020190165166018372,0.010937207562051632,0.011485736264788325,0.09309691324517978,0.031200145188829645,0.058199987679964725,0.04927588631642487,0.014495267457061721,0.0068475516282325765,-0.004745657366285579
WIF1,,0.03997126005386611,-0.06488364076846288,,0.10436501940752224,0.04786734056384367,-0.08900408330003881,-0.00254082583339186,-0.02973829835130732,,,,,,,-0.015984849147277044,-0.0347968806926482,,-0.004378952892770872,0.01292099240437214
NPPC,0.01249542547576161,-0.033105534761501645,-0.05699197723899354,,-0.0211286160502563,0.048273505453384304,0.011884677507820221,-0.037837684829627745,0.056519263207480325,-0.021381938684330998,-0.03178850187059601,-0.024273805482732037,0.006519554633205442,0.046489678769572794,-0.010847887390886966,-0.016845434026671317,-0.05939539030601686,,0.05122953745540712,0.00837480266897489
LYZ,0.03701316597151423,-0.0241457070691707,-0.024183999864230116,-0.02605414688339325,-0.01194422468848751,0.025298746268527735,-0.0033737263927245023,0.011380877905958223,0.001932158609245221,0.060536153727312574,-0.08670940878503737,0.040359987314793955,0.018413666825869583,0.0396167858078557,0.014143455943509929,0.006275150090531871,0.02307906867254106,-0.007918226252630174,-0.046976135155855726,0.0451541064807575
EREG,,,,,-0.008710865311498546,0.03982860170807007,,,-0.014417537572185566,,,,-0.015437312926057926,0.014561265738092773,,-0.038904172197397086,,0.023322781365543794,0.007880979011255637,
SPTAN1,-0.04209602460270677,-0.009456330270464022,0.06117067864435936,0.026394910054863628,-0.06590107322488577,0.034427527407264374,-0.009199943826444247,0.0056145577727825455,-0.03462824717425904,0.03138326023277357,-0.05420493763327314,-0.024257319128800112,-0.004328662319235307,0.006108133049977049,-0.02123035795741471,0.05566113702981731,0.06454668812722882,-0.01796417388965386,0.08399398247444612,-0.006461205718603925
PTH2,,,,,,,,,,,,,,,,-0.0016677629721994355,,,,
LIPC,-0.00415434386424801,0.048245055965249244,0.025993774150972964,0.039191937021700755,,-0.020577524998313338,-0.04183346742034924,-0.028173538031550933,-0.07485700107782842,0.051116815711713066,-0.07109363824837821,-0.03486206369546047,,,-0.010851418655675696,,,-0.04859129124525717,0.04209330434188719,
COL8A1,-0.032063691707871135,0.04082302377935924,-0.01030200396148548,0.03690890240984731,-0.04106646115131613,0.02493459871055326,0.10709416497241679,0.029131200280134207,-0.041974328760918646,-0.01709127988923281,0.05878680678970979,0.09659396566036549,0.07353172356753124,0.048672747530426025,0.08600703642088386,-0.015233557997463842,-0.057282310699643894,0.008657568876084664,-0.03329208050354741,
GSTM2,-0.05373924385376142,0.09227470818344412,0.03439180848184545,-0.032576964797849196,0.003168537516717707,-0.015427579138629388,-0.022812172169994694,-0.0015010300288369198,0.051058471693066286,-0.08269521150232102,0.004645900449837352,0.04413570647874346,0.09314117319007287,-0.018656923761691688,-0.02772050103982938,0.012485599264645118,-0.061309150873629405,0.005220046892713526,0.013516608348488291,
IL4,,,,,,,,,,,-0.04989710058429141,,,,,,,,,
SPX,0.017702103152366606,-0.07401543642769079,0.027612101421136077,-0.03173799341574175,,-0.03452703600211102,-0.06577089265134131,-0.020955048769370013,-0.020937821273688005,-0.05265475236496638,,,0.010643344880759145,-0.027526422113511896,-0.02412658106495011,-0.017209583294248702,-0.006365593967399279,-0.006134742554774427,0.032624464309451706,0.041043045746920775
MFGE8,-0.034165997437650863,-0.054327089074602104,0.05035481407307502,-0.04818212038545191,0.017203347392338416,0.03242090569892163,0.01680826377930423,0.07700722318142192,0.020883328519454004,0.0044676932028125844,0.0027763104327220623,0.07206831797625793,-0.0008372944878886059,-0.012435885203763763,0.13113208384444228,-0.040964738838094136,0.09179462820089374,0.07954196826358126,0.038729732549486494,-0.023770370699027703
TGFA,0.06532786271488458,-0.015711484575157964,0.035379645195471855,0.009880867551382825,-0.07209566055636324,0.025143474930127613,0.04561312878592767,0.03501287778381441,0.02810754066673949,0.0773670889589226,-0.01485744341709624,-0.045066956976095494,0.07877225704394916,-0.007620806224108934,-0.07571039350974527,0.03096806253807809,0.06387670288406,0.037072106409538334,0.04038946309170697,-0.10414478632253812
SLIT2,-0.019343845202051655,0.030013680232797015,0.017764863652337627,0.06979854087305157,0.031218531387963256,0.055017598502383434,0.00722163419059542,0.02553923871569581,-0.00840259418403129,0.014539089279718533,-0.024014693206291467,-0.03399154733037962,0.08037803706053342,0.0332812088195472,-0.0065660067040586795,-0.0032163354094489833,-0.04424859302952056,0.04614998121892563,0.06288990069102779,0.08970083374506697
PLTP,-0.029563428597749564,0.057067107248737745,0.057709212768551094,-0.021791468664510764,0.013152744768969524,0.029820016546133712,0.07210258188428628,-0.07677938301576043,-0.013640736335610368,-0.0010927000972033155,-0.18337556661545326,-0.03603602555856844,0.012283033608247,0.038371446185830015,0.046153664864561225,-0.004052909209113223,0.12658888185110118,-0.030766646952229148,0.007234938879959786,0.015892021244571664
APOD,0.027757134796206874,0.01915032541992785,0.022948731321529938,0.024721618901289506,-0.003582566787307025,-0.028544916921350593,-0.09573484020634808,-0.06600454683157671,0.01743598880436325,-0.11970070677712273,-0.08855332169759525,0.05571240147409483,0.17132357918895552,0.07283954274946981,-0.10837189850842617,-0.052466325369165345,-0.05905654652665206,-0.11490711965004553,-0.00918731598704793,-0.0024062418135500975
B2M,0.11500889016655594,-0.016041888666088057,0.08672738575505985,0.0609939860244477,0.03221935505557851,-0.014562615724807625,0.03583020813684237,-0.04030442460501468,0.01328457953958112,-0.009127768697146668,-0.030771849952123707,0.132250542969737,0.06467017258998521,0.11048805745260336,0.058448992278097266,-0.057961474830006694,0.12155617387623716,-0.042402654223391144,-0.06960571855732986,-0.11712182433688544
OMG,-0.0795785196693056,0.05185381412307813,-0.0006847919970872417,0.01866959198059249,0.03684645329991834,-0.009247964250657902,0.02219258965888179,-0.04867277431194244,-0.046760471830848874,-0.011384840276471509,0.019467024025161712,-0.04117678292907648,0.1270733639047619,0.119128861957401,-0.052118524739893535,0.02029737079671889,0.028841608375256334,0.0621797469908768,0.08708060634704855,-0.0672159510305042
CXCL3,-0.015136506256029955,0.023567033863727993,-0.002621942336063032,0.009329412707775205,0.07885707402441525,0.030799427838837788,,0.02534959549887177,-0.028765202656945155,-0.04093410063541027,-0.12073778410452658,,-0.03796328074496873,0.012382685928582276,-0.009354219149620166,-0.04094866392249644,-0.026768861492784304,-0.0641509857760196,-0.0010072050904187458,
CXCL10,-0.00025458670058599043,-0.005431247882997752,0.039098430638970984,0.060040421066610755,,0.07129854348583027,0.013458583161913625,0.011868422037977859,0.04333355108250867,0.02705406724745628,0.05562753538567858,0.07853932702924882,-0.03943146284798264,0.023747398228568924,-0.06039176502272502,0.1115435390023054,,-0.02878175911672025,0.07276926681918867,
RSPO3,,,-0.020518806737615542,,0.029642896201492207,0.04574803555484058,-0.048741103120789435,-0.02522733353264948,0.05334375880405495,,,,0.008175731533250016,-0.0005596594034340019,,0.04120925023356515,0.08849994539488033,-0.011404004808895687,0.05833571763436626,0.010788898103219112
CORT,-0.01879603850638119,-0.009350637841723354,0.057618425366115444,-0.014790645670765294,-0.0030572192881962554,0.03930029923733046,-0.00197119410618347,-0.013464953040783776,0.0707012455655036,,,,0.0730588187804969,-0.00723616246597307,,0.11549058570001437,0.19422445437962993,,,0.12087284945863777
NCAN,-0.00611637366742364,0.015447955062357936,0.03993367929418315,-0.0034744312038251664,-0.0011613416964462119,0.02931350352883336,0.06819950027931522,0.045989412636390795,0.033717701863744697,-0.04660905512851699,0.14978897657124635,0.05921649553332687,0.12301711113192354,0.030464062424790883,0.06275437127566998,0.016919148178354465,0.046613007663222183,0.06919874481296692,0.01670189767279207,-0.022606636196627436
PRG4,,0.020317691989132202,-6.21739835229566e-05,,0.09378021989530412,-0.008150788601614632,,0.02518307457705614,,,,,0.03533944655437499,0.09433614946205672,,-0.00462408250655554,,-0.04104697969534796,-0.03665720635646057,
ZG16B,,,-0.02299959772893676,-0.022788566952410366,,,,0.010879725523815565,,,,,,,,,,-0.04404568726339766,0.005142753676574806,
