,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,0.010173890751149555,,0.0027356177691566863,-0.026293489664278465,-0.005330051873630489,-0.02433946069798955,,-0.0010856752973967343,0.013179783466395839,,,,,,0.03226425553084287,0.029016989265681286,-0.02424319511871962,-0.025763106539962825,0.04617719312113805,
PDAP1,-0.03145029615591162,-0.09122982140931822,-0.12956978780310335,0.048364460495833025,-0.011328709677588037,-0.0264546054623724,-0.06494207969900087,0.0019183314628979091,0.029726087095699353,0.029535956597195833,-0.021483410646322337,0.03881162131209386,-0.03176978850485602,0.024101741227059947,-0.011419897357004372,0.007918088252506924,-0.03212694859481506,-0.02899947366546143,-0.0931862075101027,-0.08354670783110181
QDPR,0.043392512616795886,0.10957274112485584,-0.05149042707123632,-0.046821637207974165,0.04830262933662657,0.03982585766880423,-0.03091732819456878,-0.009445379112052642,0.021539942623970125,-0.049807465842038545,-0.08720102367504329,0.04287579663514896,0.0937049919544487,0.01917655869714928,0.03911986281525512,0.015255217431174323,0.08973674932633902,-0.01083689591835937,0.009104738732605219,0.06223354327066777
POMC,0.009095132546586577,-0.01779825069384689,0.033773445484655724,-0.039693443644202075,0.007150025764637607,0.08795427057663024,0.03618922226805534,-0.024705238407413403,-0.02193460871673738,-0.060012606339397506,-0.046241226975156,0.00840526808767933,-0.01794201869928963,0.022895797282536396,-0.003494370977754215,0.039538429913043606,0.15178241750782506,-0.030596825534730115,0.08549424019935718,0.02584846215301841
CCL18,,0.02263256194787472,-0.041011320609149984,,,,,,,,0.030230538591956447,0.08406824202938658,,,-0.027188334220725793,0.08313606453088318,,-0.04216387463740719,,
CCL17,,,,,0.053406684555234486,,,,0.04414877988605259,0.08860539784508184,,,0.09654556962880069,,0.12389151795892978,0.05022965480643468,0.0026327841507942096,,0.03692277102252043,
VEGFD,,0.014616106620080928,-0.042829351223450024,-0.03766014869791458,-0.031659682740258925,0.15275719990736597,,-0.02431436432153905,0.059263640621554224,-0.020257406568165257,0.06674546450706742,0.036494714724988365,-0.013464874964080503,,,0.10318154341535639,-0.02274958868778182,,,
TNFSF13,,,0.03333571562607201,,0.011532135874116617,,-0.02459398542652684,,,,,,,,0.048504805410329435,0.011261582117652288,-0.02313093001504274,0.03491819241076946,0.12487703060798139,-0.02378233208416569
WNT5A,-0.028775625026443638,-0.04907308663137228,0.005362872475711355,-0.03730500444748753,0.047752737570069356,-0.09777546187641535,-0.04446763090918414,0.005614849964607714,-0.003515563555949297,0.005395167561162093,0.03209914955664101,0.1042315248680664,0.049259536831221855,0.0556084508189911,0.03807276625574786,0.02487278717393954,0.012205801048731823,-0.046563764719269166,0.24367019289338618,0.026520882223246375
CXCL8,,-0.08808642926415465,-0.02858077947121688,0.012601151524294961,-0.027557444818889717,-0.0031299714449767456,-0.03498334912410698,-0.012176091438957586,-0.004031786162426673,-0.018864577817596217,-0.05196289369062598,0.0311346565517373,-0.04048372687060989,,-0.043536086371662557,-0.05150575509208108,-0.0306245584126596,-0.00810933891818496,-0.024145302813469677,-0.01251040281708156
GRN,0.09537453927109378,0.05218742274190849,0.051129015554730636,0.03919785304340387,-0.013701447670425792,0.050332008561877035,-0.056720455895303654,-0.037484932708191844,0.020170261707933845,0.07696616006888013,-0.0677850805980975,0.04432080152402113,-0.006900612967614678,0.12813644304686256,0.004792535337923617,-0.011797661767170302,-0.015638044101123384,-0.04806311613808118,0.33467187027844386,0.09369683878217609
MIA,-0.046063443067622986,0.037038354080436556,-0.03521753982937956,-0.0334923025713942,0.010741667655087198,-0.03862396902314904,-0.026748488121485912,-0.04145976383009621,0.03627321331899344,0.06976594584311926,,-0.03364753755221723,-0.00028913665498477866,0.0936659383799399,0.1176349417862787,0.036613567310898945,-0.058237976371206535,-0.04519940610353545,-0.022210195801155835,-0.0565904495005059
COL4A4,0.005909237599983188,0.11331281957536153,-0.01944513303400733,-0.015575416717062132,0.038951835597944566,-0.0977857901224645,-0.007956772699112739,-0.014302187957242266,-0.0186577542191814,0.007187541322101624,,,-0.017888224561599966,,0.030578662086857476,-0.04562145782963977,-0.01786301050016901,0.03310077597262736,0.1733072891406915,-0.017630127311488282
TAC1,0.017764934713218782,0.21328844479139758,-0.02763203345512341,0.009319296840101996,0.08647816169932881,0.03370249871716222,0.05764945548807166,0.042270951265192196,-0.04043727044131946,-0.056176028461362965,0.06864120216010819,,0.06696651376144529,,,,,0.018581922252152546,0.09365694328938877,-0.00747228271023824
RARRES2,-0.06099116572934135,-0.04763491120719269,0.031195656945271186,-0.029172790931968146,0.028131734010804165,-0.05452288410624409,-0.019961731433130563,-0.0644539154463996,0.06458619552679006,-0.05071194167922592,0.020009161713030455,0.01733385733271793,-0.0398383966585818,-0.05291757534371112,-0.01436300764661873,-0.01624850483887737,-0.0014508251280670069,-0.024531942590981883,-0.0348951350855514,-0.04123154327443916
FGF7,-0.024690326044899416,-0.013274104902799483,,-0.03436960389826217,0.011404656907235506,0.0982137233635541,-0.03566589459202977,-0.009600431117458187,-0.04292702579379838,0.013390086319360903,0.005080944980079234,0.019982335003681174,0.031724125045497736,0.010703761330853474,0.06423539996069673,0.029303583082367784,0.02150290314522009,-0.009631395609490303,-0.03833515440538324,0.011148719958857975
EFNA2,,,,,,,,,,,,,,,,-0.027080517338215912,,,,
HBEGF,0.03387938581096773,0.05138992242149796,0.11371294273545005,0.05008657439739755,0.015187097416991983,0.04528109262661868,-0.02415125539203001,-0.024480818353206906,0.023380643953304112,-0.02916344364960841,-0.04171851712904903,0.04816766558657145,-0.05400451345590689,0.042557445112664676,0.029582107412735623,-0.021104980220141827,-0.010816185450589454,0.015082020061007758,0.029961013356709552,0.04736977594589882
CSF3,,-0.03552874165584587,,,-0.03387059335936444,0.028844725977276046,,-0.015131439575828003,,,,-0.037273511987819564,,,0.04158154794208837,-0.009560818708034937,,-0.011983714895286058,0.015066301266229704,0.007106369428982003
PI3,,-0.04208909257224131,-0.030199495074275672,,-0.0025284306895503243,0.024086446172834713,,-0.01703820067576764,,,,,,,-0.0610105993617853,-0.008919958671326523,-0.018327149409044275,-0.018217723456237723,-0.12442965316825882,-0.035046266105925435
PCSK1N,-0.051266721324661355,0.13340782484142086,-0.04232116113888763,0.0004321297534532232,-0.005068577812056154,0.010769039882176071,0.0423000658896202,0.014789530408857667,0.013019787145413967,-0.052448418606756836,0.12224928868501352,-0.01944368987646188,0.08376147414244861,-0.005808461251218534,0.03761710911015233,-0.045150183996496514,0.04965931579806849,0.07351540380814642,-0.12654013457786709,0.016542969736182935
NTS,,,,,,0.007137617682841152,0.07508467556255445,-0.01859835942021052,0.010455202759061791,-0.040075645002866304,-0.03260266811023604,,,,0.053592281240843156,0.10611547133442045,,0.023491767407083846,-0.07785598039623866,
SFRP1,0.027800587515800897,0.18055128985719987,-0.01277634874084315,-0.03586629004537315,0.034087725283081766,0.09621785363610448,-0.004013265534659066,-0.04585544223378306,0.08759245262969512,-0.017195907485644656,-0.027178235603137202,0.01624665297795536,0.014953198710043728,0.0002025566366427163,0.08703821343574768,0.023304227325471986,-0.013414059258810458,0.05680773053831331,0.13056576901516784,0.005900444567205677
CXCL13,,,,0.01628313569329498,,0.001002073451762209,,,,,,0.08323564093412045,,,0.02592306775273485,-0.01009141700928157,,0.028280972706581222,,0.07827691605297708
MICA,-0.053655092039507024,0.010721511437692377,0.044483464851666064,-0.05794845663183404,-0.01765813775496465,0.05605543209568465,0.047516680239853365,-0.04912016376811881,0.010720792652649847,0.039862959782210515,-0.0029259599819475637,0.08555467448349706,0.015598427981031412,0.032738108412413265,0.029806242695277183,0.07641306707179163,-0.00038772579271138515,0.07563204742786138,0.13212039674549317,-0.12474549750817197
TG,-0.04075674805826022,-0.028322077905471418,0.029043485284708383,-0.026577628694467087,-0.026757664455676983,0.0021806385085625887,-0.02091985797352599,-0.018262293788761118,-0.03397868212576792,0.0529340097826973,,-0.006520587802989874,-0.01887240607267708,-0.03111319515681058,0.002611706663458973,-0.01054384036928061,,0.01960073762906721,-0.01611417812078488,-0.04080905397274432
ADA,-0.005405022087418338,0.01755263090203826,0.06197622262674572,-0.016834384169219722,0.04449267933189621,0.019873135632118615,0.014939922564045981,-0.020018899947663295,0.014163436406856118,-0.0058234140579775965,-0.06502322870178898,0.09477203704207746,-0.009554511295100567,-0.0158704694691223,0.031285647492962074,0.005406800840999799,0.01452426890493715,-0.04084701699063912,0.27962062498518203,0.07958302781017641
LAMC3,-0.0647625370605489,0.10068898763614144,0.11273541384416041,-0.010879158779103166,-0.040512088567103956,0.08320439812980718,-0.00917510475058079,0.04256549547218619,0.0563093077764881,0.028598546702771697,-0.025665895239302836,0.016049811010485103,0.04775862510469706,0.10290997056919222,-0.019038084070818948,0.008259167409768333,-0.02762515698148201,-0.03207916171314397,0.3773121226918899,0.11354259100222196
CCL7,,,-0.035062435667110384,,-0.0193457486499498,0.030442755099530552,,,,,,,,,0.09719895987732138,,,,-0.013591495364587427,-0.05746303462949081
NGF,,0.09571378569823373,0.039754428036937905,,-0.04432605129323369,-0.007066416634256896,0.015292538162125719,,,,0.08441735868928002,0.039891888892096314,,,0.05689591117431954,-0.010907043735537903,,-0.06669079613746458,0.31549973377615237,0.02158255589313305
TNFSF15,,0.1405849286927303,,,0.03440975257422897,0.06170005598381302,-0.038205417676633144,,,,,0.02634261310445215,,-0.04305159647436719,-0.015560009436197429,,,0.011997299509557158,0.13796555339716693,0.03918401010680046
HMGB1,-0.0198401912032579,0.13431346933829072,-0.021046307754844742,0.058738895068759046,0.02447081040576456,-0.013340136549089885,0.007361032303777927,-0.041049636474078506,-0.0029652799981044454,0.013131322114694803,0.05641688191213324,0.0669519769086246,0.02275343420974716,-0.009772770491589868,-0.06554893356117686,0.01249212924865926,0.03887926679568887,-0.018900658769475796,-0.20155231259210055,-0.07453999881638651
ITGB3BP,0.039233568152727834,-0.10564529342067039,0.07473160348839113,0.017235434769638826,0.01717602469279906,-0.020030013220639034,-0.0013952947111867875,-0.010458693765529702,0.02073663951009251,0.009874893259154773,-0.003502916835902715,0.053545691893289823,-0.042995580076979754,-0.02094228978586326,0.025959213621671695,0.028738602516551907,-0.10707638636318345,-0.019545959773428594,-0.009696302256137376,-0.04022205065891331
AANAT,,0.07343916588893427,-0.043552125479882096,,-0.019601416823492455,-0.007820115450439015,,-0.013648967983212697,0.016302208941106566,-0.023038535082650264,-0.03065132295586728,,-0.01685296243597229,,-0.01949464508198218,0.13695534495754413,0.01213047296398379,,-0.03554994832274016,-0.047917379228237335
RELN,0.08373572858063312,0.014519549876411105,0.047456434201973256,0.012660465606197243,-0.01671785947282891,0.03293916607112902,0.007696377789764107,0.01205539572608878,-0.04495945776719633,-0.05642242135506485,0.05908338935085483,,0.0549071028275326,,,,0.016395840976168044,-0.039523514830145844,,-0.06650286192739063
IL15,-0.006973460416115713,-0.0025185273097089755,0.0026041710470377263,-0.023689978875461645,0.05511331512222706,-0.03565080169365571,-0.02718542596276048,-0.035602070397446305,-0.009270793584990746,-0.01968859348994883,0.07354759286316456,0.07407300394322633,0.13716454736281963,0.02042081789096705,-0.0545557522335507,0.04099939114679635,-0.033226685651983424,-0.015927891367685052,0.19400292691651408,0.06371021204972938
UTS2,,,,,,,,-0.04502309023335652,,,,,,-0.03987975164257363,0.03007262513234391,,,,,
BSG,-0.05512777984321428,-0.08348114555713174,0.06647510349249743,0.026625829225891202,-0.03072190920473254,0.00039390936632269067,0.034028539509571104,0.02134072855987407,-0.017096083532214975,0.0009595205534463844,0.0785424661975989,0.03774027532387273,-0.0011918791071497692,0.1195693803471101,0.04964892823952792,-0.01447724698829395,-0.011651317498168098,-0.0022657826714123025,0.03220176793407623,-0.01141530555300218
ADAMTS3,-0.07113619412164707,0.0022473318711028903,0.021113109692965402,-0.04100452669384285,0.023123999904154688,0.043780702599705776,0.0010417751881985232,-0.0045178149110449446,-0.0037082825601780366,-0.050958493953586245,-0.0044442275191046,0.011136218642199526,-0.025972586702369994,0.10224970025055632,0.062032594469216176,0.020213483346990184,-0.04134088172255129,0.0466262673429067,0.0860056244856201,-0.007706447918293635
CD34,-0.04109356159809816,0.1057437904634078,0.06336469847028357,-0.035841812045837716,-0.0030533774204869308,0.1255702151883059,-0.014593072166225369,-0.035003177565989724,0.03701897741345032,-0.01664230345298475,-0.01802109342744352,0.010797508615972494,-0.02658789953990061,0.03985813109428091,0.037426411404059695,0.004136849283885889,-0.06223508773326263,-0.027473142091271375,0.2800536395191969,0.029165321369549232
CCL23,,,,,,,,0.10619446889933853,,,,,,-0.004041137664318947,,,,,,
PLAT,-0.0336215021212561,0.02161141285545632,0.10103219174808142,0.02253960917936608,0.03300794117486524,0.05333149499138551,-0.032938069636092825,-0.017734621504434833,0.0029196883821786973,0.053854671884412175,0.0407972831842591,0.10094862548952141,-0.014097158515275373,0.04994273829972959,0.11249209854221337,0.0287196567709071,-0.07477821013411692,-0.05686677489169275,0.17808899456366667,0.02567914711766222
NTF3,,,,,,,,,,0.066938206712652,,0.00960703639862871,,,0.10974991105113951,0.04764125943123049,,0.009333267813749345,,
LTA,,,,-0.0021844693148503043,0.05812910343679042,,,,0.010254326798541095,,,,-0.015630345657528397,,,,,,0.0590176286908456,
CKLF,0.024877743550505677,0.07437561499414427,0.06832739426402659,0.05640082287061382,0.037809034284554496,0.009050397791731373,-0.03538301861223669,-0.047350196928719425,0.058802500681211095,-0.02366906333855351,-0.02988451193574774,0.07421089384637669,-0.04610909090289759,-0.005625663365653499,0.030081655046429918,0.055546719778939935,0.008635483274056248,-0.08664795227318108,-0.022630657825373504,-0.03409578110619752
APELA,,,,,,,,,,,,0.01914668108869456,,,,,,,,
CD24,-0.02048312547568506,-0.011787191109842787,0.0010197109662811305,0.0038381539189047097,-0.01854382062803306,-0.042693839966666806,-0.033130859732342595,-0.02463346985845846,0.02952994507793985,0.00013285662280666265,0.06579736103738797,0.0005519819416508274,0.07110577447522044,0.016609674746287842,0.07222104461761994,0.038854598462434116,-0.04990627750153783,0.04931968075852952,-0.018591430674813635,0.01715560433512387
HSP90AA1,0.10726593899812532,-0.00545097853748506,-0.10164439841543173,0.021110896979838714,0.00991439336572815,0.08220921336117439,0.0527793699432007,0.036284612314202415,0.09824469933149141,-0.043279773320183755,0.08851363557331231,-0.023164408350401237,0.10575205257462508,0.01287122673526153,-0.08365988045595793,-0.06698556378756414,0.0757832109558023,0.08529011778195729,-0.15382756871641193,0.04393721703875739
BMP4,0.015238129489973365,-0.000807611005586043,0.013413748410869486,-0.027872643228881135,-0.03421580477367927,0.10609726586425947,-0.025625224336268477,0.011558205611342976,-0.02132258718292523,-0.01630770267228041,0.00554427858995719,0.022493622637164604,0.08799899414488632,0.060591693094216935,0.030603464177383053,0.013278662459620448,-0.021384364876105847,-0.02983342883277168,0.1828064773789062,-0.04601263276990109
SCGB3A1,,,-0.00379042155935207,,,-0.027731491202107696,-0.023593608391217623,,,-0.019433229674972897,-0.022774903113919297,-0.026736582988153502,0.11195158794510314,-0.03575828551232181,0.03262790900644492,-0.035467711105018396,,0.0007969176876957294,0.15942788771671068,0.012562411191343607
IGFBP4,-0.07404350778874325,0.024863658989782208,0.123422017247681,0.06247447234335351,0.004672000645583478,0.07796217879570788,-0.06827029507211733,0.01974104581481675,0.062213254460947366,0.04791929169357575,0.0161376012713968,0.05082684438968022,-0.05579641522594132,0.03941706773542635,-0.003798402956014285,-0.01143326896846056,-0.022242726134484685,-0.09859660450848645,0.44569203619098435,0.08264568189268238
RSPO4,,-0.025005126239586086,,-0.012815536905422897,-0.007041593399183422,0.013886780265651454,,,-0.034228642707508694,-0.019433226832423444,,,0.07331238483454608,,,,,0.012004087521438866,-0.039596226431016374,-0.02395202277459351
LEFTY2,-0.014665544928604227,-0.027610109295609947,-0.00196311785250812,0.03507533047363228,-0.004584844510539967,0.015810215646107496,0.014138018739239389,-0.017648150869502034,0.036518076620366095,0.14553105584635093,0.0002564691588114503,0.0033679621974734186,0.051051250812261265,0.04187646024003824,0.015865605077828436,0.1405893565339358,-0.015113226512657193,0.04306506863695792,0.18756504412411848,0.07150306114264801
PF4,,,-0.02574891982380447,-0.010721992999458606,-0.016878784563106645,,,,,,,,,,,0.04135845442391347,,,0.0016557637286060578,0.003231114921026831
ANGPTL2,-0.025189586337578132,0.045819165709076105,0.052894703697422774,-0.0063313272694526315,-0.0035386728730118348,0.022362310654087832,-0.047513559966271254,-0.01088446631951582,0.05503767763267862,0.03514639451587,-0.04414108188262301,0.012977637207646553,-0.061468768190805864,0.032463915346497306,0.045110804928797224,0.03951012348573907,0.06706424652968511,-0.025152734391934346,0.17716378973121027,0.06170624324344974
LRIG2,-0.04550684602323039,-0.006237504817572828,0.007214966564067237,0.004773663627341998,0.012070098841723498,-0.05633089870295634,-0.020669667558797785,0.014182916388292117,0.02066472527371205,-0.010606078834919232,0.11300688887794443,0.04311392998687318,-0.007223995070496776,-0.061048097234762545,0.05304648947942466,-0.06546277188037491,-0.05137510237131286,-0.016575742661230193,0.07830778240671467,-0.0347179565015821
ICOSLG,-0.03263790347835537,-0.04424771708598023,0.07831261002992376,0.058263017959268845,-0.04516157548954818,-0.0049265457954069895,-0.04611829159468608,-0.01822603925052344,0.07039268643971518,0.036442766849729295,-0.05017141070037137,0.014558973361231005,-0.05367662922271077,0.10815937517606752,0.0026262662223532607,0.06561878858033172,-0.06703107986496386,0.045883738867652464,0.13998019887729443,0.06735752409965155
WIF1,,0.16651472664901684,0.02565315883581422,,,0.018843162006999634,0.09332819855234577,0.013359444758631241,0.016380469016813,0.0038613716103841765,-6.546678295055289e-05,,0.074376971188641,,,,,-0.042540530973551434,,-0.018620523109991106
NPPC,-0.0021641879765864408,-0.05103182729186613,0.023867738875031914,,-0.003761476957063188,0.01144382838010195,0.017554421883952,-0.036749306183971216,-0.03993360325518743,-0.027007429573730687,0.04577929230479111,,-0.045007963389621986,0.053609517255738266,0.10064216516580704,0.026320433907101627,-0.025312749931673262,0.050056814931143334,,0.03298765495395789
LYZ,-0.000540780812300701,0.020258872181196822,0.009709160286753256,-0.005845583596533815,-0.004172584386986616,0.06413574524987735,-0.02636298096272584,-0.04084147700298647,0.055973350770242236,0.06623469639645706,-0.01461165751195837,0.009348141602571827,0.002485491256540095,0.1069782712901423,0.01705207977296249,-0.05585950382293915,0.035869878576482404,-0.008252427142628048,0.21274797838924203,0.03480609364862849
EREG,,,,,,0.07619386015477207,,,,,0.16543479664188676,0.03296246435105113,,,0.01905132429288694,0.009449090506667392,,-0.041584297199265076,-0.008405534534107202,0.0652464099590971
SPTAN1,-0.015275812748534508,0.034764570292167986,0.0251124726341953,0.03549316858590261,0.03648242247280907,0.0425086780720352,0.011419870469534488,-0.006050299685453279,0.009017356859675378,0.028070356434971112,0.04736257140476654,0.01944387525992367,0.04245568230826519,-0.022418048973436553,0.08450782010275022,0.011259257435936062,0.013354535420462513,-0.011959305991972513,0.01378749323667237,0.056220444985928625
PTH2,,,,,,,,,,,,,,,,,,-0.005116912256921716,,
LIPC,-0.004540028805399867,-0.014501628697005055,-0.02912369799759419,0.01979574420677314,0.011221814433500975,-0.007855409855882232,0.04198810261938337,-0.01329014929791176,0.08953246330903587,,0.025609771742377645,0.05468134401820792,0.06256809886889327,0.1227367789418719,,,-0.013419649518613701,,0.11721180628298211,0.13452990330033254
COL8A1,0.044346584170139536,-0.065046970258282,0.053996440877660715,0.005838615517953695,0.0691433956196426,0.01143771448743455,-0.025488622662392404,0.003937344570253011,-0.007971918221559897,0.06951460631662407,-0.025180241399222064,-0.046440446583372146,-0.034398940294813614,0.06372126495428275,0.02806677824720112,-0.002877117779548079,0.025448165110158127,0.009485352845549314,0.07890408796601696,-0.020087650569901774
GSTM2,-0.0325488726019658,-0.004159757262891836,-0.012664862406198922,0.0033118534263958843,0.0232212844584431,0.02744650104431998,-0.0062627444348478,0.08054831464465738,0.045280082612085604,-0.025870830885460785,0.019564844273165842,0.06654639642804659,-0.043434571526423875,-0.009060976884716004,0.04815909707048218,0.006975446688846748,-0.03137683151085824,0.04993636040454173,-0.06298632120952148,-0.00616800260832561
SPX,-0.02535055558832977,0.09860137941171326,0.018107397005764348,-0.007005550387715851,0.03117813135982706,0.06160615484237191,0.02062956449993949,-0.006189446366295083,-0.0710479271999191,-0.038681283373952706,-0.041299440005438746,,0.09575247112912207,-0.04758253492101749,0.052054934429006446,0.2149168956190634,0.10173519360523553,0.06604526632171195,-0.05822468415684791,-0.030673778294708187
MFGE8,-0.00865780698849044,0.017883522897737283,0.09264162219011489,0.011676621577820701,0.026037452174751792,0.1340254866643339,-0.005224380327198071,0.01839636010751428,0.0208972214519869,0.004595930716730172,0.06975964243982326,0.0768531838905594,-0.01851511029442724,-0.017173165217098676,-0.02099525068530966,0.03404193309636802,-0.04331593780360218,-0.039797853746849424,0.2691231641093492,0.022404428403263482
TGFA,0.0869627304910045,-0.15684093894054593,-0.023850250608707654,0.05811467226153447,-0.00031392419047159307,-0.02564976905239521,-0.011689222231514118,-0.044880248796954764,-0.027909127536215,-0.017709231661933,-0.08777178058927566,0.04451740985430523,0.035246412515949566,0.00623353774632661,0.02848005610290762,0.005798919968133004,0.02421804207280162,-0.008129167879369412,0.07939239510748078,0.021170370518729626
SLIT2,0.0033188771701792292,0.22987449031386883,0.008307423141977778,0.07264075331457888,-0.025335031688052987,0.1110178892607961,-0.014357768257621107,0.0004953983822956748,-0.017084184550850142,0.014596375581912352,0.04312053001799846,-0.022882060094549777,0.08183394710512203,0.05372049851795302,0.08250512042652369,-0.023298760311594436,-0.009880023165565932,0.05971840489476036,0.08381318386387845,0.002770579259572794
PLTP,-0.026788809547764754,0.019979205443300983,0.04691671582496285,-0.009212610954382802,-0.011376946678357269,0.03428279276201332,-0.011675801985796477,-0.0520432735759007,0.024172498766120303,-0.005593507965453292,-0.05857318679160723,0.06476192161695142,0.005589422010933661,-0.08015839566011022,-0.0010475988405348321,0.03489862583380521,-0.04389055614204135,-0.050987283379556374,0.18551038684814994,0.0757639951832284
APOD,0.10499385775636515,0.0683650573609407,-0.0033125916422927625,0.0017754755148316095,-0.0347304409368655,-0.09440957363842999,-0.028691995480175127,-0.04538342483251963,0.05308010233643688,0.023797781400464246,-0.04143278596407271,-0.01709722638673353,0.13669979172889887,-0.0719554480760974,0.09133413520405424,0.019386317729219404,0.06387546925479748,-0.058601866870713774,0.0802003509975406,0.11573009793873705
B2M,-0.03665161612155503,0.10549891472226183,0.05750892253320297,0.049528890683825474,0.03517058371686795,0.07054402131676007,-0.08462906865142991,-0.05193969634000514,0.035308567363399955,0.09409135504072536,-0.06409290243585752,0.08936159950433298,-0.11732472546417064,0.09588560372636018,0.02950496514187005,0.08771696522423629,-0.030969801413688883,-0.07207491477868164,0.36523041085237773,0.17974837881178718
OMG,0.07788680880019086,0.12178728884901828,0.04113064308827289,0.03273764511680252,0.03771291258604441,-0.008787019533013708,0.022513523512775385,-0.08244313730160949,-0.01486604680974424,-0.008775217550829073,0.02910569145954283,-0.01987539597829355,0.05380793934405575,-0.06467002816913427,0.03997559783485267,-0.025645963190169156,-0.048488137584972626,0.007495208780098621,-0.03752924458604061,0.05327406306694364
CXCL3,0.010875256784556522,-0.061718960178506185,-0.005408229824705041,-0.021422975839843292,-0.04349176341413638,0.021967272349676457,,-0.017920442506040444,0.02584177656541977,-0.007065697758608452,0.0019062488188015812,0.1241959277554461,-0.011256679316278285,0.04096719477090392,-0.005443696240880581,0.028633648131893764,-0.018788967628850798,-0.017160302680211643,0.13280000573464515,-0.0537483185033976
CXCL10,0.030998853048549907,0.0006110918436577288,0.00834340489329547,-0.006544048264429335,0.01632217477777773,0.03750629123571531,-0.037159397509056266,0.03558245557429416,0.09300187229754017,0.003982633807619649,0.05248108321394188,0.08897359778584801,-0.017888225691695285,0.04294229245211647,0.007401356605150405,0.026936702864834017,-0.025312747179328444,0.046001351197843016,0.21138716329106824,0.03823285495760724
RSPO3,,,-0.04762785905606965,,-0.019601415375169677,0.0760803129328434,0.015183442950218725,-0.022412329156445178,-0.029048687707205447,-0.014735103746946828,0.07980723686081845,,-0.011763012934268827,,0.08624076601485792,-0.005667207353376898,,0.025370686311565332,0.10901144670036432,0.07786684238603658
CORT,-0.04075675658690274,0.013859169389808757,0.06914513222939239,-0.010187782651819683,0.11857311904339164,0.012449332106502254,0.09914615484914734,0.0034461434817686424,0.025470975670196058,-0.03776636975865075,0.0191776550886396,,-0.007434960454329428,,0.05480961686258969,0.005520223345051301,,0.0806282837936151,,
