,UKF255,UKF259,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CXCL8,0.06494711732108288,0.041538074905716815,0.0909683493394914,-0.04254885338366808,-0.015100688232968385,-0.0778917069330878,-0.016143248389311755,-0.0433145241704006,-0.0025509027140515196,-0.006387242696133326,0.06990898414804893,-0.021990019420031443,0.11601281230012368,-0.04952728605786068
GRN,-0.04559732345799001,0.006501601589182625,0.045337733726973306,-0.023677889463159758,0.013467097429157714,-0.13596416320685442,0.02343556774814786,0.0255606976264475,-0.025053982894646852,0.029480049976524692,0.056365695840764236,0.12673425556983228,-0.06661031713204474,0.07785920553670722
MIA,-0.008803073161908181,-0.028331028906508,0.0031487586029928273,0.03965382091862081,-0.018441850098120938,,0.054313144836986085,-0.019730221265042286,-0.008416801102902775,0.06084128276306934,,0.05117320183093893,-0.05510583370015761,
COL4A4,0.04981544824886627,-0.031144930184668674,0.09446870190598766,-0.01497899585616655,0.06206543710768665,,,-0.019139046600511328,-0.0253621892199476,-0.030595112074380468,,-0.014648002759867487,0.07567494243850745,
TAC1,0.009748920113140287,-0.021110847003163492,-0.01751085527135601,0.08043103379805372,-0.04767742190614257,0.2088185181324344,,0.028463330617336705,,-0.026191678242289608,-0.04904544007940917,-0.019645527667214707,0.010972979063071967,0.03503710960804143
RARRES2,0.017350631299022465,0.005178355053161416,0.015401481396653134,-0.030678422309206733,0.026786790335110593,-0.02837091712037481,-0.06366602192080667,-0.03051592682219079,0.0033057480444197936,-0.039884139340858174,0.06764147849677622,0.025088099840125857,0.0695640446616308,-0.006801720477922178
FGF7,0.13122216148877505,-0.008432377641429055,0.010120502278866232,0.018505402281191373,0.041628109765211,0.09856465167688433,-0.033754538870023325,-0.0032144979625544435,0.03390941804357001,0.0382114114792974,0.0003735382596753505,-0.04432015401400483,-0.05612285212959644,0.004542281641642274
EFNA2,,,,,,,,,-0.015054784252415607,,,,,
HBEGF,0.025444479634699615,-0.04073383215108227,-0.01893590548980614,0.011243313622181915,-0.04164326091756858,-0.0967187027047536,0.004864893907216907,-0.007317477325548351,-0.0038353660424975105,0.04523323128441653,0.0025769231576565775,-0.025961826426088793,0.039552725060242926,0.08565001367311302
CSF3,0.08297248673693823,-0.02708350709887616,,-0.01584748930595549,,,0.010841259257923997,,0.016062259852260286,-0.02176414393336769,0.096411200215802,-0.01573382280014102,0.025657244086337655,
PI3,0.05326756766075768,0.023929834404714728,,-0.017844482122724662,,,,,-0.029682132650115357,-0.007929799177742773,,-0.034184369894510576,0.038029293069824215,
PCSK1N,0.044815040494990924,-0.022552745937940315,0.023859197640515757,0.05084600009027065,-0.0066784748753683145,0.20721994922438236,-0.02703986486134522,0.0484654470282307,0.047945265434108326,0.019816797252281297,0.055084848362952056,-0.03162535107340112,-0.08221319743289376,-0.027267261676408822
NTS,,,-0.016459751254141123,-0.019478470673136503,-0.04512545275174981,-0.03077571200078494,,,0.13817109093882438,0.007498029572140601,,0.029710243964935382,,
SFRP1,,-0.01982645599620815,0.017528845804144492,0.00024289818042105935,0.003920320185711121,-0.01727157396485405,-0.04230146165786107,0.06370741684517243,0.07425131614371663,-0.030834885245711395,-0.1157655841802394,-0.022758221337088286,-0.05733662023077216,0.010998209167444827
CXCL13,-0.01442858581319226,,,,,,0.03459022142768875,,-0.0016532005481799219,0.019319537056252754,,,0.11414395492337513,
MICA,0.02451710358928647,-0.01846501129108554,0.020129805200874647,0.04967478206141393,0.00996039180934285,-0.01382671586802249,-0.007105091707455046,-0.038305786252768134,-0.02439941677631306,-0.04879249235372138,-0.03174494276604762,0.03152236237128736,0.0695518021376869,-0.012495118811796156
TG,,0.006027381033291933,-0.0189988919562106,0.0005858513719467543,0.0017350506571165022,,-0.020323368947530535,-0.002659776614094312,-0.022589436362620615,-0.017912224897638312,,-0.030683955567074466,0.01146867142207108,
ADA,0.01778986939375376,-0.018628404396779034,0.06347927920093666,0.02251379255189406,-0.025983025177500133,-0.08573240075751372,-0.014415747166845036,-0.023855107291502257,-0.0014777042385351478,0.06874218439407258,-0.10206896778117751,0.04693953830885696,0.02356885531914287,0.04098281051073122
LAMC3,0.023800322927215897,-0.01772225401240477,0.04567107268564172,0.0016428397964045882,-0.03648319518074877,-0.045855555231662945,0.020585723647699585,0.025760568191205032,-0.005821295335866488,0.02888646853403056,-0.0099844447190583,0.11263363305164226,-0.03513346052816084,-0.07532287594573583
CCL7,,-0.015469192267608416,,,,,,,,,,-0.01648752114130789,-0.025353546973342887,
NGF,,0.01600942679412992,-0.01813003875247998,,,-0.03077573226454935,0.003539471285641787,,-0.014852422624112675,0.08238796700287739,,-0.003969538870083961,-0.001171519942193009,
TNFSF15,,0.017622926852559232,-0.022013841749340603,,,,-0.014821550066938145,,,-0.013515159738372286,,0.05664346605676816,0.008262902086948559,
HMGB1,0.01877993114186492,0.03225947940010346,0.05447910048974469,-0.018541811534451978,0.031667212518751264,-0.0769519943095985,-0.006766600405227977,0.014404335104698492,0.013675536371522528,-0.03925294450287876,-0.04707310560391224,-0.04371020233397186,-0.11217091055341383,0.018821006949819967
ITGB3BP,-0.0491852953761919,-0.00992276704140792,0.019808296737098604,0.02039405058829326,0.01439246268950177,0.08905507014255844,0.01885155614957666,-0.037559012970716704,0.014004279029336488,0.020478902446935215,-0.03322384806279269,0.004258862126471374,0.012882853739603167,-0.030395109865012038
AANAT,,-0.015673628922131467,,-0.014294864217468608,-0.018441851123903726,-0.028933714398566443,,-0.01803139446891486,-0.020259662081161887,,,-0.0174444849330484,-0.02806205231158815,
RELN,-0.022377609401173473,-0.027205909777338593,0.026441284102706894,0.06108896275398873,0.058657211998959055,0.08542447041928958,,0.06501435878280691,,-0.016324848294630056,-0.03694311353887911,,0.061191440412477614,0.06635519276430851
IL15,,-0.017102391884859805,-0.015664157112425622,-0.03728683097639315,0.011555551366410477,-0.02836450995766553,-0.03485116949910773,0.0033973207481060837,-0.01412994638558034,0.0627185830976531,-0.03287272677948149,0.01822624506782522,0.0178033277549824,
UTS2,,,,-0.04715367215515866,,,,,,,,,,
BSG,0.017973557781806666,0.026038239575220022,0.036293191550666605,0.0646672910379099,-0.02023938679234659,0.18564715626961914,-0.061774024047885505,-0.03920455046246483,-0.03386268292807676,-0.025399581039693624,0.026060812095837937,0.03969903202679052,-0.014312427004739831,0.036241353900445444
ADAMTS3,,-2.466367273668495e-05,0.0903874958715771,0.0016478726851936153,-0.013484025876801321,0.039191188760849434,-0.029079208609484555,-0.02778870231199844,0.0018852931243436106,0.04522395472736576,-0.03779402001626172,-0.025817937876860552,-0.05109489661973543,
CD34,-0.03294805029248235,0.04506902466374889,0.014419438017349875,-0.06888632597540549,-0.01729261902173154,0.027912548321955603,-0.010703713959522949,-0.02831283219344124,-0.024350146941988907,0.011279145253219913,0.14929955404689207,0.04842692511898472,-0.02281083021672628,0.1093634908178496
CCL23,,,,-0.016265286319138945,,,,,,,,,,
PLAT,0.030871200909150624,-0.00551006376396628,0.009140913135980915,-0.00586213048188232,-0.04902296944501139,0.042799056144948465,-0.024388046691081564,-0.018693630361104236,-0.018286417569034038,-0.0814682675297621,-0.036803436428083335,0.014372539912583717,-0.11390700046901307,0.0012545476354793783
NTF3,,,,,-0.029769547100972973,,-0.031570780696876,,0.010859439308551098,-0.04219774179993258,,,,
LTA,,-0.01982645506869538,,,,,,-0.016723287036753257,,,,-0.023477647772908793,,
CKLF,0.05927776597379212,0.0005453006787276155,-0.01834153242598066,0.011752522533771707,-0.033768360095171264,-0.12187119317343464,0.012006798618977218,0.014617802059999185,0.008377647742185993,-0.015986049746925055,0.017267128551538804,0.003144942500163765,-0.04583183460215539,0.0853190404331527
APELA,,,,,,,-0.02732273319785282,,,,,,,
CD24,-0.026401388770118196,-0.018855496684249202,0.0003700928995052608,0.008592869317339,0.013285954417967767,-0.06513280821069642,0.009456379962615707,0.011634423832969181,0.043567969917693815,-0.03618186420233857,0.17678384509178754,-0.06854114227586496,-0.024385065922541308,0.1406576020301446
HSP90AA1,0.006351998121320585,-0.000586527248839292,-0.03524828371921392,0.02809843975104201,-0.007534554177945402,0.2358341229639106,0.016381285252353,0.06950990730036335,0.01756384396644078,0.013110225685663428,0.03660817268072453,-0.0464255866171529,-0.017815748829345186,-0.00806883271341116
BMP4,-0.011288721733209705,-0.012781735557936783,0.047426703123931394,0.01572939840599684,0.009214771519693556,0.16011931378730326,-0.020684133418765814,-0.01424996781040734,0.004422731463953881,-0.029472767520356487,,0.09535006700698222,0.006108453133464661,
SCGB3A1,-0.02123996999056966,,0.017605230336079632,,-0.015555881797031818,-0.027348492160365747,0.017122718382415095,-0.01166928853802471,0.0015250456611119497,-0.02806672214868321,,-0.034569923770041026,0.0014810546145991223,
IGFBP4,-0.02520930573090387,0.026471440555025514,0.0859829574267472,-0.015277691549558721,-0.017168774838669364,-0.005526363747416327,0.011543402786988143,-0.055813233168193165,-0.002078317819277342,0.016212023712928434,-0.012043348781811994,0.10518981976724007,-0.0333218692880784,-0.008219266247227797
RSPO4,,0.02943782008089424,,,0.002578447674847442,,,-0.023197831897642046,,-0.018901742913100605,,0.0650827639036328,0.18378336666835374,
LEFTY2,-0.011932439767654745,0.00452425127593356,0.046380953679116765,0.005747025477712322,0.01632012438948218,-0.03077573226454935,-0.016758576376907794,-0.020644711087317358,-0.017310297040028327,-0.010735281907148344,-0.03046914770828373,-0.04593196604413785,-0.04352063287394261,
PF4,,-0.013496565492228451,,,,,,,-0.013798752058608336,,,0.048485984557381547,-0.027719179600376474,
ANGPTL2,-0.036684488680790966,-0.031366023139712554,0.019124900279068158,-0.02504593199987628,0.02402591312143047,-0.057012734576380175,-0.035769019546215496,-0.019302367915547805,-0.041277277778495144,-0.024614243757353018,0.10745703583929987,0.09192261556080296,-0.07282050950256122,0.06885125589142266
LRIG2,0.004725435575828982,0.030606031003753875,-0.010308209348096776,-0.03588422374475384,1.2440172509779756e-05,0.10880454687787056,-0.01779147031104421,-0.021919569270695723,0.01671537802761977,-0.004169735547183741,0.09726641668805174,-0.03000689488871696,-0.022188100413744315,-0.013072298519635721
ICOSLG,-0.008664009770517477,-0.03473944098178925,0.05502420652880731,-0.03626864682986636,-0.029522154397528453,-0.08317935112888207,0.029091678377035246,-0.03247154990572113,0.0654161708495383,-0.03973293691647601,-0.034799595027725165,0.0721382260297513,-0.06206445429381943,0.10059829395691695
WIF1,-0.03444303609145919,,0.0021034072583472545,0.07408547217735796,0.032242839888429416,0.09128042378217083,,0.031502588748224696,,-0.017571000896573742,-0.033450847867390374,,0.003944408254926968,0.03937244952261034
NPPC,-0.026647300520366724,-0.02093650141821875,-0.017012555379506005,0.08832234808616202,0.01797668497005725,-0.015095657129806673,,-0.020046981966645436,-0.026108163963301862,0.05090565314376423,0.014690545593009089,,0.025695271401922206,-0.02119912202776971
LYZ,0.05104202725465275,-0.049151232935663494,-0.04481497460829049,-0.030215691424739993,-0.00699060908962602,-0.11708713285353832,-0.011457067609686898,-0.03817536922604411,-0.0477338436675637,-0.013675832847993494,0.09769124157474916,0.04647432055949363,-0.04620179492689049,-0.005170436715813373
EREG,-0.0067511185944377754,,,,,0.0737428112015607,-0.01959653939984496,,0.03550520682465934,-0.023542439482984512,,-0.010709517344130639,-0.03191298704994291,
SPTAN1,-0.04152191467511259,-0.041029191259715984,-0.007580811166614364,-0.027527735837841884,0.036436868594676534,0.18879858863356522,-0.035309877277252814,0.0708809893587056,0.007494599421121704,0.008258829632922321,-0.013118808647162155,0.012234808087651103,-0.02049381840601565,0.0038806548913855247
PTH2,,,,,,,,,,-0.004173272389319215,,,,
LIPC,,0.0245143124085861,0.10125867648163774,-0.014294733046020278,,0.01566709651196887,-0.024502955160139485,-0.026270720062764395,,,,-0.029684626151938925,0.015725460474006303,
COL8A1,-0.024809114644292526,0.04470008898059196,0.0269290707953738,-0.03511646710343221,-0.010597495130353204,-0.07214226111153288,-0.06035078219886023,0.0005906886359668903,0.016891321021546175,0.03859427058091703,0.0006546205311663567,-0.04650680524867224,0.03452511255523303,
GSTM2,0.029793431050186368,0.04105616900396597,-0.013246154058215052,0.06364012763708099,0.031716465145680744,-0.05035440275633932,0.011413567059005267,-0.03086349311932549,0.023326035263404477,0.031471331717999824,0.009276188871210955,-0.025281973785450784,-0.0004757506385997913,
SPX,,-0.010844800115934475,0.06288573600090337,0.023592947640652125,-0.02217010873008328,-0.018384195337310873,,0.055079112198718555,-0.017132914417753994,0.07555142853539001,-0.026365214946898047,-0.025856335315541278,0.08539564180334012,0.025920759135890568
MFGE8,0.04114541145108089,0.02277977952643369,0.031058593648145432,0.041403767183150676,-0.006901580968350342,0.03541474210339293,0.012185410818498062,-0.048196443224723,-0.030628388795738908,0.015574322904364488,-0.03050785538831289,0.10060945824555233,-0.0006437534809502815,-0.0025547608521627615
TGFA,0.03841356758669058,-0.020169351003095543,0.04875838733570894,-0.03556145075783033,0.0788264958395494,-0.028817728846734437,-0.026410092550817436,0.06467687684694307,-0.028594295013977096,0.00649724089234487,-0.0012102103899291163,0.0017576572820189056,-0.002258586952917264,0.12348870708789365
SLIT2,-0.015787036401659543,-0.026219127466749214,0.05388017556627536,-0.038636675537825266,-0.0012841959913223258,0.11785377930870883,0.014623525100382014,0.022188316311103524,0.00267105651001477,-0.013900928577548278,-0.01434673102135009,-0.014480589935140757,-0.0759203433943162,0.06485311188711258
PLTP,0.037299945530350244,-0.027773958503208587,0.05017978060843892,-0.032302161300872254,-0.013070670338722157,-0.16437864503808522,-0.03517302220272402,-0.038426279315914934,-0.0630945460097142,0.05449586248436358,0.02568640172132712,0.025694099938895626,-0.004607060123500613,0.04442725073035437
APOD,-0.01378171702422155,-0.01457988609470905,0.015135626394108035,-0.06326664629963766,0.022989342740676814,-0.14876595223639005,-0.0005803326246641537,0.03711885786926479,-0.028101561016435427,-0.07133718721823663,-0.037638519029445,0.029020069269518205,-0.028610264422145003,0.12159447202361877
B2M,0.022197787706953458,0.0001775601972359995,-0.029373046181990173,-0.023813361270389105,-0.021078030212782387,-0.19360548680476763,-0.009162256885714608,-0.041878794194127024,-0.05114047480423594,0.056176041662145924,-0.05398701505754439,0.07087225961054476,-0.11071722635141411,-0.028699467714126955
OMG,0.022150115466690535,-0.03757653559432084,-0.026208053128199668,-0.03743757465106995,0.012887450715401974,-0.1108115050863662,-0.012410596072964316,0.02496562109985298,0.006298580468305469,0.06035566299951567,-0.04832491411631446,0.0038766808104168803,-0.007773246597392636,0.03454190612589957
CXCL3,0.11819984342120772,0.0017491101285088326,,0.0013199954449714957,-0.01664150293785614,0.003847241354311433,0.030089815261829998,-0.01204379502612821,-0.013017890240108866,0.019285640369941643,0.07029085965009123,0.055592429588728336,0.07270609166760714,
CXCL10,,0.007384886380046876,0.012387970188723363,-0.012707941969283812,-0.025279660982506336,0.03289405922461338,-0.016910708507860722,0.051187048743519196,-0.018508126720361704,0.0037772196985588766,,0.08158662409436193,-0.045532583156743786,
RSPO3,0.13698082477846626,-0.015673627764027746,-0.011900919840265976,0.009724976502634148,0.019660876213064272,0.0867075455257697,,-0.01258553368089271,-0.03647194054615754,0.01637596608509114,0.1553168624349844,-0.01673160998098144,-0.0019783154129432334,0.01231862969425375
CORT,-0.02637132151381881,-0.03514931376251084,0.027390442204059125,-0.03080508406616834,-0.010760825313875266,-0.06288096965792764,,-0.01232341960166426,-0.014439692692527144,-0.03143613350504348,-0.063547570410461,,,-0.04490823701852356
NCAN,-0.0036804883263327967,-0.0066089624828145664,0.0386014855590878,0.009396494523179214,0.04068059759812549,0.10225486417871166,,-0.0043830915069260476,0.0006844933247836582,0.0005712480610129627,-0.019834803164343863,0.028785226775443984,0.013863044214399736,0.022552733187507803
PRG4,-0.022218174196514767,-0.0154691946782524,,-0.020333930354295534,,,,-0.014714569338427486,0.018238774416810197,-0.02856406306606514,,0.04059222126521217,0.05335908332493011,
ZG16B,,-0.017953892302615678,,0.031545771413891914,,,-0.022107605866602185,,,,,-0.02086251699240555,-0.0025013591694954397,
TGM2,-0.0035102328753742985,0.046435515115799644,-0.02885510330466174,-0.05280981988168392,-0.00048648993745176866,0.003791756071303412,0.05705390943608919,0.02462138172728204,0.011388567732748758,-0.010449742483685008,-0.0417479802138366,0.12689857202394103,0.04380087462513305,0.047844100657423075
VEGFC,0.0789293568835823,0.01721908373947633,-0.00908801329244381,-0.026809010490387794,0.04334346857663163,-0.035774797306737806,0.08459249997460558,-0.01501680453058801,-0.028931881489866466,-0.03225992061058775,,-0.0042312741700691004,0.027156657026690446,
WNT6,-0.022495009742340442,-0.021395888097835304,0.1645306435445486,0.05502517474995446,,,-0.02472082237285344,0.038654965026924074,-0.02683681426894817,0.08312706265668877,,-0.00790391101783413,-0.02443475877723537,
NRG4,-0.014894268165037344,-0.018826717575250014,-0.019668486939705663,-0.02532720020546766,-0.00575077044802445,0.18367797228277388,,-0.017518854033075546,,0.03345943809733151,,-0.01673161185619573,0.020329595714044763,
PMCH,,-0.003837107960851461,,,,,,,-0.020259661362713444,-0.014371076757021739,,-0.013162203823082889,0.020290446629945138,
COL9A1,-0.01600493788683954,0.009617869673491286,0.013873511081407911,0.06089176831531091,-0.02418084804990848,0.04081636482585352,,-0.01996231768739082,-0.006561179546491671,-0.006743724098604133,,0.009339565357536071,0.04842422506114131,0.19426524273528623
GDF11,0.003898535239661499,0.03276970593119864,0.0579718103406898,-0.004701832784825848,-0.005519719819056241,0.050207541681538674,0.01388672683319078,-0.023564827433146807,0.010604497548907275,0.024638890587200396,0.066028796999439,0.034715309873066376,-0.004829389823761851,0.03421413424893032
RAET1E,,,,,,,,,,,,-0.01835445932493771,,
IL24,,,,,,,-0.013940980577228368,,0.016811692328137597,,,,-0.0020513980663794474,
SORBS1,0.011931158102823183,-0.04766527381858541,0.0029507475952052042,-0.05675366549647438,0.03362247588932687,-0.10564832622966613,0.1670162727087209,0.030720417808674235,-0.04874129793582748,-0.039892357212800746,-0.025140471839042337,0.038289797578721266,-0.0062949849779454,0.08300903237862009
DLL1,0.047590849630779,0.03771444049474089,0.020834584076168238,-0.00817032229435421,0.04884762435798556,-0.04293860611128995,-0.03561486197972919,-0.03678808878222047,0.0640418983739454,0.013328017893920793,0.11667100629706856,0.06720414925701433,0.026503161135048938,0.061332240065463284
TLN1,0.004125866281136434,-0.044463272116249335,0.03523366972950785,-0.0555272468605369,0.004734920833340318,-0.12780519531488158,-0.018123434568052606,-0.00913264185816346,-0.004752391330247851,-0.011983759662830504,-0.08434003849805641,0.04999222671821722,0.05101669183466573,0.016481074525345123
COL2A1,,,0.06805065445025346,0.14450520675817344,,,,-0.012226924578967365,-0.03539034499420068,0.10729991825411182,,0.042248764234639656,-0.017619699988856135,
SHH,,-0.016075033096921796,0.040357592451631334,-0.014754305591309528,-0.017860926576534812,,,-0.011669287518056248,0.017126183212645286,-0.0024043574886474374,,0.009609815589308983,-0.02188491488752773,
PON2,-0.007186494653674762,-0.03648778764137326,0.01444179483748903,-0.03151112034124994,-0.005006418572302444,-0.04213721792627639,-0.029164909821798448,0.003930919027766988,0.00281585228788824,0.06318438172472601,0.016275362326903176,-0.02914318005009036,0.028042625809189925,-0.0016715061033262678
ICAM5,-0.02123997149372015,0.02295475454197774,0.015987190452090776,0.06741628778865147,-0.03950167850404208,0.06398177039603006,-0.013196851026851851,0.0379582181230891,0.014430122495088741,0.033371600558787885,0.007369648791089397,0.06780936423394889,-0.02342742916594842,-0.08052784792028453
HPX,-0.01987085245415471,-0.008621764999014667,0.07498649220687921,-0.012672558129454335,0.11648213129771068,,-0.02620381111290174,-0.029660999895330394,-0.01314671894285221,0.03068483838761818,,-0.02750870584877886,-0.02480207495334649,
SFRP2,,0.045777565664355396,-0.03798139223188502,-0.014978991445396501,0.006618523523648086,-0.0602713358440537,-0.013758516415329611,-0.022892155781995372,0.05007616016102676,-0.037370433057727505,-0.056724903625490146,0.03913661408621226,0.0009633845530100042,0.0003506016891883326
CFC1,,,0.02640619211657981,,,0.20149402818711576,,,,,,,0.0468490903733962,
CD70,,-0.031117916044471443,,,,,0.02466815523404895,,-0.018310867989941117,-0.025459633182975217,,-0.025527097058789406,0.04859482054961646,
HP,-0.015888594247714053,-0.0010570878613468462,,-0.035402727127950964,-0.016663385149294854,-0.03994072033592171,,0.0546479443146884,0.003116598854359315,0.006874039936086132,,-0.025028661328732802,-0.048215217489333176,
CXCL2,-0.036876012262981414,0.03955294169453851,0.005668233938322941,-0.020585150704489612,0.01808328924601102,-0.03280539516153287,-0.0069054282018759005,-0.023096324647204822,0.0019191364639815258,0.059113425636163404,0.07453518434841903,-0.018502603614243895,0.08561295323046095,0.009039095966469735
NPPB,0.011685239169717027,0.03312344719144549,,,,,,-0.015016805622803265,0.028565310911327215,-0.021479059531073333,,-0.016972356824810294,,
CCK,-0.013420784606203547,0.016844304628230687,0.03912956300052653,0.06511786156848132,0.021402647828984805,0.2105107991847205,,0.05861783865563688,0.015504476707635034,-0.0010497657664714976,0.09375277295430919,0.015758011447089316,-0.04201529572136253,-0.01727663265798695
SEMA6A,-0.023340477887179637,0.004273369131046201,-0.009462175279401765,-0.009656714450340305,-0.030743520476654535,-0.08012514784138633,0.018151086372888963,-0.0432212327424495,-0.006496447142835132,-0.03494797656211475,-0.10002825127458029,-0.08827370606670513,-0.006769698858141503,0.09891264068626412
IRAK4,0.031437240966573375,0.028819751822203473,0.025274466443711067,-0.028681379981297245,0.0752337557740578,-0.05340938000593226,0.01020360195783017,0.03129301901033651,0.01205546192814372,-0.005990335665767813,0.012364277194529304,-0.0031170951606853616,-0.0137002339653322,-0.10803505182557724
GSTP1,0.061236518449443014,-0.0004331688446684233,9.072930981657401e-05,-0.0063098776609622305,-0.0035072478665648817,-0.14334795308207937,-0.07565858953681615,0.027070355008757544,-0.058976615786251387,-0.050068406065537543,-0.08830777928072382,0.007599200188793681,0.014308318883567617,0.027406495071396624
VCAM1,-0.03236004149763452,-0.03409312801012141,0.06318772653680821,-0.042603059448521115,0.016129304729944335,-0.012082385634877584,0.04837306061091007,0.002677395835410893,0.032858041498041106,-0.007612696841155588,-0.059117880959320135,-0.03787978038441864,0.002578956623236746,0.013205553791876585
NXPH3,-0.024833666861385044,-0.009708372706561963,0.004072673343368135,0.06931261706948467,0.014874020145866695,0.04683843288047988,-0.026307112205067717,0.004126099957902191,0.06083989239096799,0.015622453278406693,-0.052518470980965355,-0.0353615360623058,0.03617121404361736,0.03619936689335158
MTMR4,-0.016810290588312182,-0.04827165917812484,0.0054930015708693734,0.07348395502063182,0.0494557424650865,0.037892055874618746,0.06624451926552494,0.016875094986575592,0.041548419370156034,-0.031184908905608114,0.04398657099518893,-0.01736839654292867,-0.04057222578898772,-0.057774651164839
LAMC2,,-0.02790666169784191,0.011027326592543785,,,,-0.020249908970441738,,-0.017832693078756064,-0.013949371561834557,,-0.032337544533520196,0.008761552305502785,
IL10,-0.020735875787922728,0.034575249692550186,,-0.024628436010068557,,-0.011149513969210607,0.0776005382018573,-0.013442175981498806,0.017210292590493628,-0.011944518765987011,,-0.04915227118421188,-0.04291242499239896,
SEMA4D,-0.016815959317917118,0.016748461017407224,-0.015719646075640956,-0.018629973812951766,0.04468375282547362,-0.04126568662846175,0.012163702898228036,0.0020190500645149456,0.04408699972830273,-0.028903716957690798,0.027174277941439097,0.015985628011321477,-0.05759219174945751,0.04823687010484198
TRH,-0.015346705789184503,0.05234663508694021,0.044176781374406046,-0.02921804219325496,,0.10905986462998388,,-0.0299948432495366,-0.057821864145680774,0.012787862823723798,-0.03458147949239964,-0.01901017783505467,-0.06518234412691244,
SEMA6D,-0.02883517094566545,0.0006306423893262759,0.0748541614774844,0.04762503945614612,-0.012840525824561968,0.018736507370358653,-0.018785910953884044,-0.008087402822894078,0.04302206372368664,-0.05497893474627726,0.05290371684410608,-0.08188515637301402,0.02914005197879041,-0.03055107044368447
