,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CEACAM1,-0.014599470174663887,-0.01580393568753256,-0.015160687258686792,-0.014562083365938765,,-0.0340499540128586,0.0653425460538133,,,,,0.0021386969743825393,0.017999014109590712,0.003976887532999012,-0.012918325625832842,,,
PDAP1,-0.06477060592611264,-0.009854634821396842,-0.0389383116495253,0.03743776541955327,0.04346820392148886,-0.04712985039299976,0.02707820911749644,0.0342390414594748,0.053680826491695116,-0.027791109343035934,-0.002033662172259625,-0.09019113482831474,-0.06036106189591549,-0.022759362026989804,0.04317252582567288,0.056907944368664955,-0.05961797341321901,-0.02818085844963394
QDPR,0.12661679851180566,0.08838641194526954,-0.0006945865488211132,0.11700282505059689,-0.012754737168162425,0.134655493571847,0.06774074227534409,-0.012854169025495243,0.06909151174446228,0.013433607276165544,-0.0856727431227896,-0.037630342928802095,0.010254476955725034,0.06338874245563215,-0.03220149404213619,0.07301498622600835,0.08488293477738758,0.1422637152613155
POMC,0.04604867813236382,-0.01821787490150344,0.021436545085896857,-0.015902884431187012,0.05049870888488578,-0.032552524167862654,0.042839164759775124,-0.009670623354201482,-0.029199298806684412,0.000471920679103905,0.018996283659990985,0.04388599499059003,0.05754969425438534,-0.08029219496356635,-0.002796559130740744,,0.057522748774148424,0.09199899262989457
CCL18,,-0.019721818518551773,,,,,,,0.021416940227357174,,,-0.019972361792606395,-0.04188439156008815,,-0.02604345763074189,,,
CCL17,,,,,,,0.10534948103512991,-0.032951475865637465,,-0.011576472548163139,,,,-0.010430357121851138,,,,
VEGFD,,0.05045034709465572,-0.021714642818994236,-0.013932176886185525,,-0.04314049925270804,0.005015367865361081,-0.010756420540113049,-0.06152164770785478,0.0502565286852579,,-0.08499279689698605,,0.027499464381130004,,,,
TNFSF13,,-0.01488272184950288,,,-0.023926762446069803,,,,,,,,,-0.011566807332137358,-0.01450641385887563,,-0.008349744298084978,
WNT5A,-0.055889432577765435,0.03827774162928039,0.013417238157453569,0.014016197293604172,0.033916782374520636,-0.05137836672964506,0.03140943494845788,0.04670901671031402,-0.04107884483849434,0.06016016230123823,0.02854843751089082,-0.023591293474709868,0.032028718323482565,-0.0012957768033139264,-0.03765805619110756,-0.04583611460224817,0.03651992972005823,-0.04719354354898908
CXCL8,,-0.03998206831064496,0.0608660880020022,-0.04225503322185849,0.011964479659323783,-0.02691596606370182,-0.03798335072805444,0.035890109813761874,-0.01528963393623786,0.023895839230564143,,0.09624726862249748,-0.07374406575556403,-0.0008264711786898441,-0.028199647593268616,0.005653560264211234,-0.07110640324745487,0.04688999209171913
GRN,0.0750743105957696,-0.009265557269650407,-0.020192824756128335,-0.013375143825084045,0.04035707204218671,0.011939140872920055,0.019837788372057626,0.033139116969437325,0.018742364412198,-0.010482452895414359,-0.0557504730349484,-0.043090118310529196,0.10906965409713494,-0.046168830559605134,-0.04654607415802063,0.10509365347670253,-0.0019200053002020581,0.010027638644860717
MIA,-0.012902885138241805,0.005368061480927063,0.015089477650261062,-0.04227503865055389,-0.03381144038868485,-0.00228466374240331,-0.009787415412632875,0.05203963780806965,,0.03952754669808686,-0.024171387966273904,0.03660087741806016,-0.018105859550044578,-0.054256659385285705,-0.005280064710474837,,-0.026632950745906814,
COL4A4,-0.025455119812612337,0.06530575877452872,-0.03247616550234568,-0.02322224576572962,-0.022765257373120466,-0.02537609129821761,-0.020680814599765014,0.06091054224507664,,-0.016040495811607876,,,0.02239023533589346,-0.04456244470208096,0.0032642704044446337,,-0.03992590449070619,
TAC1,-0.021979644005330538,0.11609002229008608,0.02030460416415444,0.06076423238481528,0.015596132137531655,0.009554192898816082,0.03401615905881905,-0.027309245738112005,0.023118324574461325,0.006142742806072223,,,,,-0.005562382067164383,0.13227501713286913,0.09461241818903904,0.023395768748309884
RARRES2,-0.13206476398705472,-0.004593172559412603,0.0021652404101821514,-0.07529811752418943,-0.03697890189179269,0.07682349143363101,0.08109881494160708,-0.02751888182587889,-0.05096629924743428,0.02017798724699186,0.07248473683027366,0.03609095424725121,-0.08750193496460057,0.03590388307820974,-0.006462385201497898,-0.00926344129701786,0.01764039217431666,0.2054211506766296
FGF7,0.020788289859468793,,-0.02450898963093566,3.578734704987994e-05,-0.000668317060839864,-0.030547422676993525,-0.027374578321051096,0.005534651981662888,0.011981999406803542,0.04082952989200923,0.037190485148767834,0.02672923818792511,0.13437504254060667,-0.02771837069203585,-0.03014264741749292,0.06024910493738125,0.09335305455051016,0.033898483327142924
HBEGF,-0.0031229190921718015,0.005914488788296341,0.04498461989753908,-0.04918180851420038,-0.023368071762749063,-0.03605528800070473,-0.01442127144528152,0.006079966096995766,0.06787960446621104,0.0191292552484196,0.05641901526355168,-0.014623558508709663,0.04001162958098022,0.02114219410253883,0.012067204423672947,-0.02033120691682204,-0.014124577108600983,0.10014134182576324
CSF3,,,,-0.04641834207505808,,0.04569263810616385,,,,,,,,,0.061449278732415145,-0.06324386299720619,-0.04199748336650339,
PI3,,-0.020748184587981264,,-0.04273830486736153,,-0.0046936921926982005,,,,,,-0.08906581975515684,,0.027062877408458492,-0.016584922985341078,,-0.02056710044285731,
PCSK1N,-0.05028913693247175,-0.002179554545507602,0.0419871085859974,-0.007753343663382322,0.04433361466676189,-0.02552722071139121,-0.04406225595974122,-0.02881266623511324,-0.04330346742100148,-0.04196917733049325,-0.05422554633819871,-0.08093230255638567,-0.010746005809773664,-0.017693839870228482,0.019220700228673934,-0.030003292736558156,0.03720101926857292,-0.1369602640248907
NTS,,,,-0.029924277629266735,0.07904553856364584,0.026943569855727566,0.024384290303561058,0.055094700659226864,-0.010748860210160032,,,,,,0.0549334100350413,,,
SFRP1,0.026516228121181255,-0.04826592857584312,-0.02830860030747873,0.007274520569103076,0.03258335459177149,0.003944747306501811,-0.016564523123757207,-0.035065777878240514,-0.01929882969664557,-0.003813485033740992,-0.0740895538936831,0.05843124008124352,0.0535671208430548,0.009428278575812995,0.012395432069121113,-0.022586806826150045,-0.03185238037650288,-0.009446581974717068
CXCL13,,,-0.0366598424756088,-0.015751356265286186,,,,,,,,,,,0.049206415421452515,,-0.0028950017058226424,
MICA,0.003115037586547234,-0.004573383246337635,-0.019812737369331448,-0.00860946721090395,0.01405235147746696,0.027080802373971823,0.08524507768085089,0.0009588131752024213,0.026110126243948133,0.010104388877144028,-0.02064117689452083,0.08145305523934941,0.03783430483778251,0.06426668193362084,-0.005955714061611414,-0.03948495865107624,-0.04090968369642847,-0.018353368341292694
TG,0.04764389286051833,-0.018904554631546243,0.01069006346349051,0.140617355450576,-0.020013468434353046,-0.03240242932647292,-0.0199564374035753,-0.024530034876621306,,-0.018869563970246396,-0.023484465658058732,0.0736465697432017,0.005951853580393313,,-0.015242396361897993,,0.07074075859822677,
ADA,0.03451215731278864,-0.040768421118672044,0.07514319489270103,0.08173614822063238,-0.016833553171528726,0.027979473772064483,-0.0160874366447742,-0.012234519307555446,0.04369329181385327,0.05476246819411375,0.09149237849910408,0.010889554581690023,0.050793135938544356,0.049457763040360446,-0.030584452573710483,-0.01480752904388222,0.06068135385723204,0.026319746357664243
LAMC3,-0.05983844709032804,-0.032557125257798955,0.039673077376781364,0.04205998494478912,-0.07973711007490705,-0.059305569365263655,-0.05900080992035135,0.0022208256019174842,0.07715033702230788,-0.019184859137666644,-0.04186653890763149,-0.04654637889389945,0.08050328681770469,-0.0317124964748299,-0.06899105461785676,0.05030651108717206,0.004742636172158428,0.021487618967996305
CCL7,,-0.012544742632953531,,-0.020883390280428796,,,,,,,,,,,,,-0.02171095803333038,
NGF,,-0.021538700140325016,,0.04470954677784241,-0.030611377321650684,,,,-0.013574033628303143,,,,-0.038558532587758945,,-0.005204477460292526,,-0.04759603869395517,
TNFSF15,,,,0.007608749842843805,-0.03716892309433116,,,,,,0.08913720645460431,,0.051631131332407695,,-0.01150071656669502,,-0.04648054169094826,
HMGB1,0.050914652688690075,0.027081696684764057,-0.008674061838055067,0.02747799093866911,0.0029226012207643716,0.02167762316277354,0.0048155020001704255,-0.05856809911303354,0.0009257342203797207,0.0430456818414185,0.0031006117910136635,-0.021311553469057807,0.04854806381350379,0.038411785935940565,-0.018436378562726903,0.04775931183802566,0.02086888395087017,0.08563743540977124
ITGB3BP,-0.0007150327577935395,0.021913507427248062,-0.01793146368947114,0.001141963542582039,-0.019930930447738526,-0.023105629330152384,-0.031161645063394493,0.053623731943550246,0.04286125697685233,0.03588617074965587,-0.001233979998237625,-0.033818783685946444,0.04829884511300858,-0.012499226647210671,0.013236412243304633,-0.004424789115154462,0.07341193684192115,0.038136135351346814
AANAT,,-0.01820051301107473,,-0.013932178875082288,,-0.008086979344653836,-0.017946940782818464,-0.03138917821057521,0.019673671922665253,0.016796028142026413,,-0.08341654401853729,-0.024901522268269194,-0.043951513339094556,,,-0.025643611617442857,
RELN,-0.021102964439034037,0.007143931852232156,-0.010747131944612857,0.03744270328955528,-0.05166105093937229,-0.019819285905929025,-0.009286017851569342,-0.01847350316456375,-0.0064498177505570515,-0.019328551567986282,,,,0.03695398711255893,-0.013891619253139989,-0.052602073298208096,0.04134593431389795,0.03734964485741446
IL15,-0.025481472559992096,0.10015445082803859,-0.0262638061613864,-0.038669985217446565,-0.02644789844856171,-0.04184628883052926,0.009381926297438255,-0.03480233980094274,0.028736032615061375,-0.031088043108367047,0.019402663616602263,0.008241082897992106,0.038317922133484054,0.019866647011736443,0.00019086413716223215,0.06073379327195835,0.007352015010064711,
UTS2,,,,,,-0.057510697167468275,,,,,0.005377393399443891,0.0020307810441171784,,,,,,
BSG,-0.0886538652802205,0.04733660907226294,0.042362735350394164,-0.017211999961215675,0.008265479621851987,-0.0988124272940352,-0.046607584407811244,0.013302266589439588,-0.026456963524476372,0.11974193008912241,0.17670609051297492,-0.001096273543003522,-0.02358089586601321,-0.042777848593217115,-0.005289243975000664,0.014840773936763182,-0.049229018370357834,0.046529384606416785
ADAMTS3,-0.02195418451538725,-0.03803124318475165,0.03928075677756693,-0.02090982579566181,-0.014654354360019396,-0.03689929989396203,-0.0640075192708303,-0.009064061140376554,-0.007794543168111996,0.06767495990295494,0.02390163527182348,0.09823623259540278,0.04597205442913247,-0.0401312030551339,-0.029887870933464986,-0.019863360832625358,-0.03807756512093625,
CD34,-0.02938190884822609,-0.047870459154557087,-0.022925219662563563,0.005777023688536278,-0.01654664274583807,-0.05317247487667362,0.06719199308005773,0.015842047520690367,-0.01717147739517274,0.053951244591312106,-0.014920994406463647,-0.060476011124766964,0.030539115646988448,-0.03144562285005785,-0.03400700063277807,0.02032731958089427,-0.04889234952270547,-0.010980521263324019
CCL23,,,,,,-0.02755521094935073,,,,,0.0804023635144397,,,,,,,
PLAT,-0.07927733834502089,-0.010846289750018652,-0.010231870098718114,-0.005978154327020767,-0.023118829579362597,0.012060420421952763,-0.07577896937813215,0.0455480154122768,-0.0076021911239834775,0.0849003783081391,-0.030298369835507197,0.014204070159569112,0.03915217871840602,-0.01795540776917207,-0.04368041155592402,0.007495941371030425,-0.02448711294673143,0.07175418456504348
NTF3,,,,,,,,0.009295213041537876,,,,,,,0.0072831985257745665,,,
LTA,,,0.15233053518560216,,,,0.04530272960899009,,,0.011998099089881609,,,,,,,,
CKLF,-0.0027233743447130656,-0.015114132204083032,-0.00828875131516232,0.019483364418437225,0.00026132160498136905,-0.03573443303718103,-0.05182047313971857,0.016930434000098134,0.022091061184400455,0.03083430733701994,0.030322315832657015,0.041398774425863656,0.0940709188159323,0.06331270870068804,0.03547270241033395,0.02323321426212219,-0.036137122178773545,-0.05097482813767255
CD24,0.10557819092928485,0.043908150888108705,0.03215217125751436,0.0854288905060252,-0.029039628982215487,0.024028159960650573,0.0874015137580805,0.04027788065270297,0.0034137638157644627,0.01948344508688809,0.11791745629197423,0.04536091682858355,-0.08083741755977546,0.011441369022739496,0.031430196288208465,0.017659895357356188,0.009719481272488228,0.0018191716951022055
HSP90AA1,0.12152046930606736,0.05330982530119034,0.040412815084569086,0.11118720155853094,0.03615095443548498,-0.005727707344421421,0.06646297135717935,0.05631391978414021,-0.028104671848279538,-0.020252263194950302,-0.12954692812115803,-0.0022858042213820353,-0.02805474990776867,-0.0017699927863276143,0.0018547653404917105,0.0626440401436344,0.014910737564423454,0.0042895649108789635
BMP4,-0.00720946015822522,-0.04365325291781556,-0.016071218862976164,0.0011892918143199707,-0.03918319582488503,-0.0037643704824101465,-0.013781643399708858,0.008520174507806205,-0.008909578734014647,0.10630363785786175,-0.03208336753620537,0.07570932532200875,0.0656100995813935,-0.03049860461607722,-0.0005681995319095674,,0.006886259305683055,
SCGB3A1,,-0.012544741378496026,,0.02768924420969525,-0.033761210135415096,,,0.03431295152630006,0.09040862180186318,-0.02169282803661514,0.031010614091287858,0.028468151477284973,,,0.007283838087809432,,0.038079498603437026,
IGFBP4,0.07428376390434156,0.016945435066585177,-0.033987507020854346,-0.027865477020291112,0.026847437996920086,-0.06552753866022104,-0.005011222947361382,-0.03331224163523792,0.05823456891332864,0.0161648595485569,-0.07631573195937189,-0.04091390477838791,0.08679635237562978,-0.015109790317043594,-0.03881778968712065,0.06164119144490105,-0.016540777927652066,-0.04747506471041744
RSPO4,,,0.05466906699211612,-0.01914929394131462,,,-0.02010324482489927,-0.02502325383607155,,0.09672861959840788,,,,,-0.016084426086575218,,-0.032335578482987085,
LEFTY2,0.029801040189262402,0.0005232773595775513,0.006213660426828076,-0.02972266429879045,-0.042916272072493544,-0.10372497472622075,-0.00811270966561999,-0.03661343244645378,-0.013574033628303143,-0.0195643025053096,0.06722580076628668,-0.03324128063846528,0.1429230929008126,-0.0733512195015589,-0.021873756846482996,-0.03535828101117567,0.005369335350231502,
PF4,,0.03938244493827495,-0.01379070702986209,,,,,,,,,,,,,,-0.0253302883243742,
ANGPTL2,0.08034006909754679,0.005698656187733153,0.0413585096830388,-0.0745399312548307,-0.02829828708349378,-0.015522868088629774,-0.01801003601879723,0.015337858355487627,0.018026279370410882,0.054401021209721845,0.033776088552427204,-0.032816939600240125,0.013615441302431952,0.03369310049498003,-0.018977769338828835,0.034639701112164266,-0.022346171823968423,0.027012610510052416
LRIG2,-0.0027495155281855857,-0.0041811638283648245,0.005562257867055958,-0.023568844950100892,0.007794552781896464,-0.03917123374193986,0.005722261396903458,-0.005780235481517069,0.025965060402548874,-0.012778212104399656,0.026153173121946,0.004164343413402245,0.0036708741640027243,-0.0019188316463119002,-0.00954245645424921,0.1328796241897092,0.031308857109604106,0.033686070129448305
ICOSLG,0.11910517638320563,-0.03615073471237929,-0.04502842769568766,-0.039147497150614635,0.012615963121520182,0.03727854600683356,-0.016879071182175936,0.028838553011379,0.01399812280275463,-0.028009987308404413,0.004611341760505779,0.0006712692984095442,0.07395266053309099,0.049087109711675785,0.0500672348434454,0.056861863744434436,0.03761496260209397,0.0311215162029537
WIF1,,0.007539309982636474,,0.029787987019122192,0.025734575977928578,-0.06887163066446371,0.020817333254753784,-0.05727533189979614,0.027374368560897387,-0.05515259059812814,,,,,-0.01495203201564056,0.0809939798799465,0.05693030538124189,0.05109422142985263
NPPC,-0.04772960928748333,-0.019266844024002177,,0.04329755605517708,0.03592570145202248,0.05042281438581835,0.028457328252616407,0.032543670407948116,0.01607321993912531,0.02941800986275938,-0.0009401163235364397,0.07414187681212178,-0.052235617092249186,0.02322616182812799,0.03472805849934737,-0.024668783868050957,0.025237536663622034,0.061540054107303704
LYZ,0.10606225443936168,0.021092472799346684,-0.015744836303019354,-0.044966367656422146,0.014458673972808563,-0.016077877983836034,-0.011357253611496492,-0.026694656540922297,0.004665740199402315,0.005175638573776619,0.015419033966159543,0.022156151563768014,0.007273851646521392,0.024585000319815607,-0.0024946710475885793,0.016559609790664554,0.08163837796789156,0.03412705462389811
EREG,,,,-0.02694760011870595,,,,,-0.04602238185227968,,,,,,0.035942434477866846,,-0.011461455762216128,
SPTAN1,-0.12128648193918044,0.014308262566484042,-0.03983391182969502,0.03016647894921505,0.05547905765980703,-0.006978069052900513,-0.02154729827062107,0.03405218711359295,0.024676011457790713,-0.04015982034324795,-0.08340823866974166,-0.03824697366139102,0.023481963773845448,-0.06452076443610337,-0.014424273520831705,0.04697630937082903,0.10773454237259801,-0.07575738009921339
PTH2,,,,,,,,,,,,,,,-0.010763553020952865,,,
LIPC,0.06672248590162964,-0.01593152271662311,-0.020755751118396937,-0.01853966832866504,-0.031082071483443306,0.007749262028207459,0.002115550247172474,,-0.02777527879223649,-0.005510494270732776,0.014665430950782762,-0.018684598516556288,0.06979007379932792,-0.0026385800534315406,,,0.04095980561671699,
COL8A1,0.07068317971489672,-0.003970857563004115,-0.007202036540620983,-0.01928082009026227,-0.014815584702282085,0.06625684317525574,-0.0106874303927968,0.07184101514433563,-0.006728243646280834,0.07192122096482392,0.08887519047296653,0.015090528964681129,0.029521483015416315,0.03278493065862468,-0.053609825730877754,-0.0001568875224267463,-0.021820646956322826,
GSTM2,-0.05165111801954664,-0.03227649270805637,0.05616975087739913,-0.037540022811832496,-0.022365259416848738,-0.033681494138901924,-0.010213718889699281,-0.024669793450510364,-0.059251732547481326,0.06522522155863866,-0.0037737283189084054,-0.10978747372331955,-0.0013283874930695308,-0.013446379119895461,-0.02290574885873167,-0.044917826291108125,0.08611955375239055,
IL4,,,,,,,,,,,,0.0760232588073771,,,,,,
SPX,-0.0210467320569091,-0.011974481448705642,-0.0011252421629968305,0.07271378226531063,-0.019043598776936583,-0.004525896889595462,0.011571123926127963,0.005931127227129826,0.07072316070042256,-0.048431466861104965,-0.03726654173108937,,0.10181677507194527,0.01223582035501413,-0.017377927507234037,0.02662056808940796,0.15829500875441602,0.036753721540368316
MFGE8,-0.04719291707850003,-0.0042788820990666415,0.02798101991087075,0.032558057065022364,-0.007619217923592791,0.039038018657015776,-0.049940875983122975,0.01098677176655357,-0.022183063389123264,0.046993068394344625,0.11681773972404412,-0.010814900713927406,0.03968866718546422,-0.004780528362354209,-0.016820351476346022,-0.011806688120520423,-0.06122786429673839,0.019018940466471963
TGFA,0.056132444693506915,-0.04016417394747819,0.030999125686159847,-0.03764521613617397,-0.002752830848827826,-0.013053695704474191,-0.01532203845571994,0.020156747140685927,0.00817235200253824,0.010102196603426938,0.04741052715363383,0.031936197027317356,0.02550510430964257,0.061378740043771696,0.010460761592700103,0.1322004389399131,-0.037061688562092424,0.05997045331294547
SLIT2,0.09967607787168141,0.08221093303339191,-0.03595883905352269,0.030725655781530452,-0.0034137394248368977,-0.020152287286388536,0.02755082109400406,0.03101158535858759,0.04306532339978296,-0.037743819485497876,0.05147309521864862,-0.03869228048058394,-0.04520896111980347,0.0295866439953591,-0.050975795626903395,-0.026495584188189692,-0.04143796989781731,0.04612810495555027
PLTP,-0.06914997917230038,-0.0297561780570346,-0.05357940956088002,-0.0826305477970305,-0.029180371200919455,0.010916756030638979,-0.014104459052002903,0.054212817172512084,0.040780574213368094,0.017482245978012845,0.03581716480422073,0.05708227502516437,0.0007281084616535366,-0.04756541007160315,-0.03743766810284679,-0.01869543050186489,0.037992922917539085,0.06687455730578727
APOD,0.1701154429244344,0.02189697603820784,-0.02344094858382888,0.08750290535664315,0.026175114423243717,0.08415258902111572,0.01841730988965558,-0.0198228420486638,0.007706196894435004,0.009873212916369674,-0.04806414519690175,-0.11027180014455222,0.08341457585639389,0.09192413239611028,-0.055469084591057156,-0.03708791532216112,0.06208162361737209,0.08877992134196466
B2M,0.0008345281389140148,0.021305113132611107,0.0014416684091977934,-0.08178969381987179,-0.02714602237105023,-0.021313838487243653,0.026911466187205565,0.04585682040170821,0.026855388396873205,0.03928043680628533,0.043599699921817225,-0.0746100624732248,0.14895315779809706,-0.04344990459890033,-0.04018016276257905,0.06259821291706116,-0.010478304787377136,0.01960948048953929
OMG,0.08255550462395052,0.0343435481106314,-0.017886850085476316,0.08192943932697437,0.07063040035529106,0.06487978611206041,0.038465318121983706,-0.0757754802143374,0.0120193248668583,-0.04086215160748231,0.015429715387581047,-0.07464485023327315,0.01778875707681824,0.060537552165816,0.07849810451653576,0.011855721349455738,0.1106711956279384,0.053352762177963545
CXCL3,-0.02049908410001942,0.0015814835391352883,-0.028352381216452265,-0.06332276489616481,,0.07077161763489107,-0.0013823292356108365,-0.012228203885350784,0.016781296150821697,0.058055873678200844,0.0660853506721799,0.0076760059079700885,,-0.04471517382597595,-0.01869572757430086,0.02487616359699676,-0.061875733945668865,
CXCL10,-0.09824842484065374,0.008743301700466492,-0.018541909039038684,0.021338205454608954,0.04024917493525493,-0.013265578397558302,0.023902592146330642,0.038954690034189686,-0.004192709671714645,0.012384013986936561,0.015038861506401028,0.028603067906096832,0.05821695406661212,0.009503751990326456,0.011718512388685594,,0.16362238789825057,
RSPO3,,-0.017040437227167086,,0.09890513642701178,0.06446249475317589,-0.008836283086540418,0.006245582690950409,0.05068994521124026,-0.00505207385212968,0.07593829580623435,,,,,0.0005654773387952913,0.056741043446837815,0.00429122609341298,-0.048022332177425735
CORT,-0.025455119402868688,0.05759243458748041,0.09833306484948323,0.08851411712067372,0.027148875420472892,-0.0021717673029848783,-0.001822427151613357,-0.017076797703804103,0.04148546643379767,0.02637304340937931,,,,,-0.02675055777312124,-0.02045232667786172,,-0.06419019992669307
NCAN,-0.0186121888081757,0.001099895024109694,0.01721369002820661,0.1325372562727648,0.007094043706213279,-0.0612547779600106,-0.04154256797507555,-0.00937031953697856,0.0030733033284083898,0.026474676254227753,-0.07949648538986824,0.09900997202297979,0.10238600597088547,-0.059119095026345436,0.0129960685190151,0.0822402205664779,0.08375009008526553,-0.059592753479466
PRG4,,-0.018865794757603443,,0.013696343498241378,,-0.02241224310406097,0.04070403770329147,,,-0.0027357975154725,,,,,0.05340464469106219,,-0.035256310418356224,
ZG16B,,-0.01739577004732238,-0.016594874525725414,,,0.03062647017312492,-0.01373432229679647,,,,,,0.11400281447584723,,,,0.001180451568364819,
TGM2,-0.037785505651700774,-0.019513826005357594,0.013686415475392946,-0.05480966624749491,-0.0012610244169641198,-0.04622002171935721,0.015668070161199404,0.04045476632141126,0.09834957233701418,-0.008217528622329396,0.0068823290183774284,0.018930432658680506,0.02335220559815103,-0.0038057973922166247,-0.020206462068020584,-0.03798495307564848,0.0015732381569342,0.058701855678386025
VEGFC,-0.025455121041843397,-0.023953879651811553,0.08565179251922807,-0.02043358913770422,0.05035887631480905,-0.04541745684099948,-0.012907547504524441,0.008113149477049263,0.01327451769139602,-0.0031196968461844558,-0.040040588583133356,-0.057614596076221346,-0.039988537059771095,0.03592733955409935,0.0020437986733990348,,0.04718679983923314,
WNT6,,-0.020240664911688102,-0.015346885542441645,0.06336720522046374,-0.013168929488707414,0.012381900186540317,-0.03056524440079011,,,-0.010117893205254731,,0.007279855091878877,-0.04611938940241654,,-0.021346658379347717,,-0.022328925093998767,
NRG4,,-0.011554148379945825,,0.09744111750731774,-0.0332089458427071,-0.04290710478283459,-0.005192364773575183,-0.007657917306476673,0.016176529154407013,0.04317070443885831,,,,0.013086219759138176,0.030831520951693225,,-0.03357927855475933,
PMCH,,-0.013316777805092599,,,,,0.0209932304879738,,,,,,,,-0.012229058608272954,,0.00549826597740977,
COL9A1,-0.0559062775590143,-0.0348968157524245,0.041158118549597326,-0.005302634010931524,-0.036040258850643034,-0.012977303136729542,-0.005695198001595413,0.036486609364507525,0.02960015874814362,-0.0371092996281461,-0.027511907372832607,-0.04502137377725936,0.17003693002857617,0.003422011647968479,-0.000660373692811063,,0.0850858240622855,-0.0812913287559728
GDF11,-0.0466044581685044,0.10373541916371311,0.006740444089786769,0.049307149051849186,-0.0313187655918477,-0.11687977617257155,-0.008220736883900846,-0.016666265291158545,0.009650937661818402,0.016404506623419943,0.0177778565685901,0.05510430742977834,0.04299179559318625,-0.049306979191274886,-0.026281729071792142,0.11304381326147656,0.011538504435118491,-0.06737192517639516
IL24,,,,,,,,,,,,,,,,,-0.009235421764384435,
SORBS1,0.01370422342660566,0.00876533302689489,-0.052907315733267214,-0.04312709543619036,-0.03610221213406044,-0.0004892916774367754,7.583662266187801e-05,0.012944408375844305,-0.03507010738888361,0.025792324135942582,-0.006582052876749816,-0.07571706233023788,-0.006270673733122925,0.06074130396367226,-0.009739842917964507,-0.0030800268416744958,-0.04606183379256809,-0.0041988345979162185
DLL1,0.025108629521123825,-0.02267312694648406,-0.02444259786622254,0.0034708282521998778,0.014334488423080672,0.06210750925900544,0.02441882670955971,0.026246161008111217,0.06997814711333801,0.03298755627953836,-0.08865186092544589,0.0394342470617442,0.03392266452158725,-0.005509169714487743,0.0064141882917804136,-0.0007312989767250949,0.0011345731436559422,-0.02117295130914694
