,UKF243,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.04615528422811448,0.0362289814895864,-0.03915192038176757,,0.016646679437196537,,,,,-0.046470858006748134,0.06524343749771792,-0.0068880527586019724,0.02374725087748361,-0.002493559581978111,,
PDAP1,-0.08411043205800615,0.006116991857246036,0.013937518500548998,0.0397009761238536,0.0029679055475387212,-0.003064794429052323,0.001770721470524247,0.004505268857520588,0.00039044689386209694,-0.087977492906262,0.021340792159053296,-0.04885173181304437,-0.0378050534291211,-0.0776904879586104,0.04594021244909107,-0.07436860364456795,0.07289693546026176
QDPR,0.16834898022695904,0.008215682453302033,0.019308856237173225,-0.020703631808529594,-0.03757886487689452,0.07673683074631199,0.027583933552510865,0.1340939389177573,0.016431537843355708,0.027134939833774026,0.05877735682790291,-0.10900185250624508,0.04531560172750075,0.05052750040275812,-0.05596270793454873,0.15381253665026495,0.0005217168978873585
POMC,0.12572145261648787,-0.03601328026972873,-0.04891322649188715,0.008595994619437967,-0.0019117993222138615,0.11737538612464828,-0.008011414607513784,0.022061007638395674,-0.02673893584915283,0.051705177127176316,0.07869898532880241,0.020960686626994046,-0.013696658720798623,-0.02883591824977088,-0.031175991755695104,-0.03116779711396354,-0.044519960196431764
CCL18,-0.03751913875793945,,,,,,,-0.03236949015687957,,,,-0.057142519215081726,,0.07426803511477169,,,
CCL17,,,0.004567330548801393,,,-0.006143214179056948,0.020982391159886937,,-0.028490567408955905,,,,-0.02394302978246651,,-0.014296315094776427,,
VEGFD,0.03777868025737071,-0.02903006764051394,0.09448131382602855,-0.02921706257119011,,0.052542367459631,0.03234111042075106,0.06077197764397546,0.037219820494012984,,-0.03013872526765776,,-0.04302587781296628,,,,
TNFSF13,,,-0.03973173245092694,,0.0057563337970474625,,,,,,,,-0.03183301428998454,-0.01979425661562729,-0.023294652182002003,-0.03236742656865911,
WNT5A,0.060784850473470424,0.01085889888094874,0.021208981542851734,0.06948739924894745,0.05102908862192606,0.05580143791000886,-0.044267104897854376,0.022020312526608143,0.02013643613429073,0.03821195609276251,0.09894717401605298,0.007629071423111881,-0.049028419478825906,-0.08047902484613155,0.05997907449869772,-0.06923784970896787,-0.055277214694434425
CXCL8,-0.09113435442018528,-0.027182034671593008,0.007357241987354792,-0.03819788587852951,0.039271051038345016,-0.04439830417143323,-0.0049590780807722504,-0.0345209455935068,-0.0033661096993196312,,0.027186359224445872,-0.026151025221997613,0.043194701508757316,-0.016782468436791355,0.03133304213926406,-0.06672558160592658,-0.06646378440028147
GRN,0.06423468114338875,-0.05414227341277615,0.02295310823442309,0.03986248621887574,-0.023054126317485952,0.023482723333308725,0.00303185274323234,-0.03249052920836787,-0.031236714037651398,0.023030298117735697,0.11047461833702939,0.0009070804019181976,-0.03395288758867484,0.02597309999333416,-0.025076529828813733,-0.012393574389133355,0.08884118340587997
MIA,-0.004199570936435156,-0.02581731200487725,0.0206471359177269,-0.06042652701753364,0.04414660619798014,-0.039073618418087534,0.025255870890335215,,0.0069219669979579245,0.031630874027354185,-0.133525870467185,0.032795363170569955,-0.029282726728287026,-0.05918968062008228,0.017763623582975136,-0.042754974024841214,
COL4A4,-0.0376588817745545,-0.026974184146396695,-0.011993284797121332,0.09585576480063523,-0.015655596056787652,0.038223162348718566,0.04552987146531467,,0.028506275414645052,,-0.08679052312088105,0.028570360485766798,-0.04383479213908302,-0.03552506641924489,0.0009224662129758634,-0.03617550019652992,
TAC1,0.10723405745993851,-0.04225183247323289,0.022797380617567344,-0.0353494276994552,-0.003629679521934886,0.05245108051028947,-0.019823572037015996,0.04381455297537315,-0.023998471202145728,,,,,0.05929490690678378,-0.01879395990258925,0.02192145859661274,0.04421822431726262
RARRES2,0.0192162015765279,-0.014033031703190799,0.04034513695363202,0.029485002783509802,-0.033311284420779165,0.06850604223562627,-0.01911331904171188,0.04976500330180661,0.04508716264957508,0.02526367457722481,-0.08849447445364804,0.020732094686936185,0.04051009335012154,0.06792578872659066,0.029020871621608782,-0.08379645445821192,0.0029059245264313346
FGF7,0.013220077776801117,-0.03276579922209707,0.03837743177503421,-0.05190603399452968,0.03231988378315233,-0.032982768131446426,-0.0037283119210108264,0.009523717212435931,0.03075773250381222,0.0036968354870442212,-0.04889150884406749,0.11398356249864915,-0.03963941803255004,-0.022466057662856462,-0.03941706829354571,-0.04442984214942111,0.05592212316818579
HBEGF,0.07396268474089546,0.06618445595193496,-0.016220453083175785,-0.00380212181271537,0.05423317818802645,-0.04967985447564186,-0.029448565209113788,-0.08979265708707525,0.008948854203581288,0.00170611083478855,-0.0068393806633060186,0.047049142724953086,-0.03833175010521573,-0.0671914614866068,0.10652355084683526,-0.05402105965644371,0.004821325404112203
CSF3,-0.0575859760125004,,0.05261398988516081,-0.08283850620849667,,,,,,,,,,-0.025271117063118295,-0.015051814327887613,-0.03805248715485851,
PI3,-0.018435504390285906,,0.012153087220690176,-0.05710473183631716,,,,,,,,,-0.030885732504890396,-0.05510198658888872,0.11717180496261759,-0.07247138380620985,
PCSK1N,0.1554147436029503,0.027094032832389977,-0.009902700631879443,0.015754875156861893,-0.044939412058124475,0.0031680336412532634,0.031481925304736744,-0.042171756139243996,-0.011831475145604285,-0.0416403597886468,0.007657451794820768,-0.0121963088304343,0.011373652215929831,-0.0575426090350934,-0.10823800161479562,0.06512738640201482,0.06768020197812184
NTS,,,,0.027042057410220494,-0.01911192570588593,-0.007884661053187171,0.06817040299143169,-0.011169308993207816,,,,,,-0.04303657456634455,-0.022289684535874432,,
SFRP1,0.05435996014942321,-0.04557248230796712,-0.04412430683644483,0.011062538356019112,0.11632621783908509,0.04663175856658528,0.053777980851239394,-0.0758607546879475,0.040591296604375465,0.03486173377791797,0.035144646421268966,-0.006590478667320084,0.031042862365369045,-0.009101553438814717,-0.021771728736880956,0.09344025539468227,0.13058322246738852
CXCL13,,0.018632483516849555,,0.01349385565103352,,,,,,,,,,0.024875062296931275,,-0.030865736091450442,
MICA,-0.04695350147424398,-0.009512751821300706,0.05061531959045551,0.016056166181132214,0.03379212984364373,0.021261028739994497,-0.03835749443508859,0.06896508569340112,0.04657773047629952,-0.005743691866962521,0.0334548271480203,0.07241518995583475,-0.03437597009080907,-0.042539302486270976,-0.01104040203014194,0.05599843328824009,0.08116939994854423
TG,-0.02108758184519935,-0.027560608974240196,0.02354294599540579,0.03304749526796048,-0.02206020042191687,0.06647288121675651,0.036653382368942194,,-0.042796852351040984,-0.03641071004571224,0.033658494462521386,0.05971637148060209,,-0.02079851767360909,-0.02935390895826149,-0.034014200901080774,
ADA,0.01374640871245709,0.02351406614399512,0.025109537193133764,-0.030240753830385728,0.050988064876304126,0.004806678072569811,0.010392386206874242,0.0469485189565744,0.07412819044314364,0.083160390582764,0.021403454098947453,0.17588715433635185,-0.030248129853330193,0.05738187566622924,-0.07718280938377885,-0.0026383851190881916,-0.027595928745805836
LAMC3,0.10351268708425297,-0.019351812152597663,-0.02248293074911574,-0.021411217811943863,0.08466728899508712,-0.00541381306192507,0.01608705260513024,-0.057407667583420384,0.004733476847471685,-0.06532883002496101,0.012082184232538096,0.05676044916930531,-0.08299046331278974,-0.02797509836080041,-0.03346937090695148,-0.04703346218307694,0.03579808653352485
CCL7,,,-0.02404369490794796,-0.02227757856825969,,,,,,,,,,,-0.015772842372666337,-0.06443525900540838,
NGF,-0.033176917748460565,,-0.03522557324322896,-0.044033740552781926,-0.021051348123809217,,,0.01557852473120166,,,0.08957236776801028,-0.024343527373458095,,-0.03464168457336685,-0.010114614142136187,-0.03140989638191134,
TNFSF15,-0.04104398784719187,,-0.023009238505369956,-0.018993878577244813,0.04950553992268962,,,,,0.05868284378352812,-0.08061663757273815,0.019503605833930997,,-0.015692929844647485,0.04882322107270688,-0.01773629664867963,
HMGB1,0.11785576319537497,-0.07649945411308105,0.03461128680128788,0.027349233855212412,0.025332912849380027,-0.00252775517468848,0.022588474215842053,0.012726839460089142,-0.01233704818426634,0.028224085550008337,0.06069909575058714,-0.0035946318141322287,-0.056097076665452134,-0.04584884629788906,0.047505751560333626,0.0018169404352920788,0.11689753333420326
ITGB3BP,-0.0031127281591056,0.03768343538539785,0.01690539778107371,0.0699578798490446,-0.025836912571496087,-0.03246505111002591,-0.0052393172152200036,0.03715127357853636,0.06780638806738197,0.015624598710973582,0.0005420384449699516,-0.009507224364482786,-0.07430339345386106,-0.032950143252894595,-0.03845946577953932,-0.035198889522424795,-0.058254155642212084
AANAT,0.021066454384529483,,0.0006878703224158833,0.0009901765331013187,,-0.019023870388912945,0.0009138773932171294,-0.036754709240388164,-0.002279389655587932,,,-0.01578021192426807,-0.010367470730249791,,-0.016688324992164275,-0.023234801789461797,
RELN,0.17960369598292242,-0.002605065697600369,0.07441827750268078,-0.014022724495076713,0.0967794785681029,0.0723854078832879,-0.0003987481951414496,0.02599638511734945,0.040772878703829056,,-0.015771480012591127,,0.05732981186993903,0.061698642494721484,,0.053802075764611074,-0.02969603888594343
IL15,-0.05834332024750263,-0.005259958339006223,0.0488185053384534,0.02107443089459219,0.062184501463948536,0.005302749962407242,0.012263692697589533,-0.014516995994953126,0.05204290253670793,0.06344717319352644,0.007818421723409392,0.096771618101245,-0.07305612234734947,-0.028180262492115714,-0.0024807613838618977,0.032251884955765496,
UTS2,,,,,,,,,,-0.062026001889941715,,,,,,,
BSG,-0.07330026541074966,0.023055206347438233,-0.0040013615188167345,0.017647215280643346,-0.0057602351716542904,-0.06865863889541403,0.05369540315901975,-0.04046846187164149,-0.007388294800900535,0.037695973768853815,0.11034592763335947,0.09595708021147686,-0.022772307027816765,0.001733851611903243,-0.0007248175928652124,-0.09007360349409647,-0.04000231710408689
ADAMTS3,-0.04651909778491836,0.04988247680816648,-0.00048292139286680493,0.013649598571066473,0.08803516142938245,-0.025926297658808422,0.04338368275484513,-0.0501360782472833,-0.0166050548359656,0.01830788527939036,,-0.032863995960831706,0.02920798370389265,-0.06872276949051094,0.020940164134700096,0.041375271003339396,
CD34,0.05464407685094834,-0.005454586253387056,-0.012783492409145177,0.0009607597111483181,0.07627087048586088,0.04563783085153042,-0.023660003348490565,-0.05221882531831198,-0.06200294672939372,-0.013975279466517393,0.02987241507489495,0.07282277384972739,-4.9407071374738784e-05,-0.01929453526905684,-0.04867837067886049,-0.06446616772547627,0.011384563389979917
CCL23,,,,,,,,,,0.08663272137324739,,,,,,,
PLAT,0.0055481256066069115,0.028539256915070137,0.02262073030108909,0.010448688588266917,0.0242595718065307,-0.09799970837974599,-0.0021288424964795065,0.012495382637069919,0.023784303988284513,-0.008771513277770433,-0.03638072953078268,0.09259262517651992,-0.07118756163029025,-0.10378533937787943,-0.008575413512557143,-0.07392521475348861,0.019382390416999566
NTF3,,,,,,,0.02068189901379914,,,,,,,-0.061921711527599226,,,
LTA,,-0.02026815846932279,0.014242372126273162,,,0.012058053751177803,,,0.002747418479195574,,,,,,-0.022459970448516803,,
CKLF,0.09777564755988116,-0.044767352548829506,0.01090749412138505,0.04923950703524763,0.024707353469157336,0.009402858043964027,-0.02655984535077495,0.00931132842459041,0.07402150023924912,0.022009191847839255,0.03557702283327607,0.06815250122877095,-0.057613148971285694,-0.06605885298414098,0.0078105067516568245,0.029793385034919465,-0.05384198265847542
CD24,-0.0001445488331587983,-0.03274071541554046,0.03934487539582378,-0.002176702973608362,0.047604014307270896,0.01730115677836907,-0.03345434150583131,-0.0008679427098832194,0.048036686373668536,0.046105085137643755,0.03466233839591287,-0.04173082342904626,-0.04512814072246934,-0.07216848316697586,-0.04873866693746655,0.0004577479740339845,0.09914141254714207
HSP90AA1,-0.00061884936372494,-0.0043408755457719495,-0.039624833127840084,-0.06095649317748468,-0.004688643311323326,0.007276195780861222,-0.016165421674589276,-0.011771931790200018,-0.03990944141594188,-0.09117229603906443,0.03494009522942674,-0.08041696473364209,0.02796611441086209,0.08290050938236616,0.10550743592224288,0.029144534358424127,0.15496326508340122
BMP4,0.07015372249132965,-0.021485436097047023,0.004698589730537959,-0.014603111337311823,0.09071376834215476,0.08093645252096002,-0.013636090194476286,0.012532930589866667,-0.03020267278111341,-0.04592991215261289,0.009068562411111423,0.10883981564686952,0.019081987425654492,-0.05437972078356189,0.016298917166764314,-0.04148548512219834,
SCGB3A1,,,,-0.024979952006349407,-0.023217478265475662,,-0.020100607357217287,0.04785295198166412,-0.024732947329533853,0.05518581404845005,0.03755681509556768,,,-0.03258926347706974,0.017466315878814608,-0.024907184340895172,
IGFBP4,-0.027475112762350887,0.0531780358262402,-0.02326040055195941,-0.04526441109249219,0.06141101850749093,-0.04471399938342752,0.041570727562013084,-0.06282475433093725,0.01266223487519363,-0.041224823464012204,-0.02396198256289312,0.06322226240065353,-0.021058435335486368,-0.09615021661334187,-0.045127565700147074,-0.02728330066259921,0.023614744065485027
RSPO4,-0.02601046564865923,-0.012669051484977382,-0.02668760934697602,0.007624053039657174,,0.003861156690413934,0.09437224223311319,,0.04682888229548044,,-0.0895494253480299,,,-0.021947482028989673,0.00024615736716068976,0.02312180132828113,
LEFTY2,0.028187073631669668,-0.020517082292789077,-0.013921870173624836,0.05364257781471794,0.10153966977348518,-0.015608617915827652,-0.00850965309832853,-0.03909463802198824,0.082340160114626,0.07461245466319792,,-0.0718019833238424,-0.04278534962998783,-0.004347905438683918,0.0611067040795142,-0.09290857761182418,
PF4,,-0.018436644858704172,-0.015960243792727816,,,,,,,,,,,,0.0734836495205896,-0.02295091024099052,
ANGPTL2,0.03514614381673986,0.04518843750234039,0.008338290471535757,0.031114183727124153,0.03350487996130845,0.026830971891042863,-0.029757254481711383,0.020423939777357267,0.08083669557236182,0.0032012862298645213,-0.02505687233687201,0.14853627440504855,-0.041830986959116856,-0.04089308615844096,-0.010010234276055671,-0.05352005826219859,0.03470736174726421
LRIG2,0.04091217371326257,0.031947502560051085,0.013740244177381133,0.018236662127948146,0.04489506039282365,-0.012605699711802157,-0.02251761733733364,-0.06038261594258456,0.026466792205790172,-0.08329146686170089,0.03143733381001442,-0.016247824905399808,0.059818922082400194,0.05193312529651671,0.02626618599236183,-0.07741321524128575,0.008285823033499413
ICOSLG,-0.02369933880917567,0.004719435918583148,0.03444573952278667,-0.0057888022369600505,0.01714487913044444,0.007782336981645254,0.01608618346303755,0.06772231634678079,-0.014351858438929032,0.07884592787747031,-0.045393863042487576,-0.013342551499609523,0.010600466749145082,-0.04867652408426619,-0.01029704120530821,0.049408791510395546,0.13273316706174912
WIF1,0.11911275612917047,,,0.025665269688976634,-0.0352064250955623,-0.025086247819718348,0.03232613753654754,-0.015235469574948752,-0.0704988170126799,,,,,0.01724120981065183,,0.06595395680286921,0.01368789207766054
NPPC,0.033549371117379496,,-0.0029753039335412334,-0.013722514898694046,0.06004677147011438,0.01594431334013809,-0.027934921094890833,-0.07200253282912054,-0.011586829280415715,-0.027980569450712506,-0.06457450079150423,-0.06178710303069864,0.07139727783735074,-0.03190930064737972,,0.006727235957500927,0.03372043755543474
LYZ,-0.0322084237551339,-0.006261705798411811,-0.010176459968274027,-0.042760075697128266,-0.03088097217971775,0.0660516608062351,0.05261001909439787,-0.07426483569944214,0.01306458813133271,0.11861371744274757,-0.0020276514872386887,-0.069319619683298,-0.0021708069486396538,0.010446655585899255,0.022396385176119537,0.004969568548570743,-0.08319937625424913
EREG,,,,-0.05028296151773795,,,,-0.04021695757162226,,,,,,0.0010072202985703944,-0.0339197500754374,-0.026423296499553862,
SPTAN1,0.11907395918173874,0.012716038047880362,0.02208041666181778,0.047148795457795364,0.07256214847329145,0.04373312242971181,-0.02860671322806969,-0.03024841537338465,-0.0023064295585149604,-0.016976900569128216,0.11141971822149786,0.16678136330360774,0.09057344390462739,0.029760065393874716,0.005286160862800043,0.10661730518364694,0.0989700320207055
PTH2,,,,,,,,,,,,,,-0.03490380805286962,,,
LIPC,0.06277079383837103,-0.02774813585096971,0.04120988153484466,0.003919475391937592,-0.028205136445617843,-0.006000162843386801,,0.016611359023574704,-0.0033444877159125933,0.14612556227503554,0.03441480158027225,0.06276002264750584,-0.02537982770442122,,-0.028397897123116002,0.09440946359022187,
COL8A1,-0.08128467326958606,0.03856772429882639,-0.021139060196373495,0.006698272759407499,0.031423665854561744,0.02743781624699789,0.012323048991299067,-0.10482085261989657,0.04085334979014751,0.04218650759514092,0.00590153383349392,0.10582203827415367,-0.04295646772432883,-0.06562288573627979,-0.051131806161036096,-0.06816882271569141,
GSTM2,0.053241339901129746,-0.03232368491681068,0.020268025739302392,0.03839728668545104,-0.015380518717476538,-0.02419904108944763,0.014665878246475236,0.027952966058258713,0.06654400894415968,0.09200994620450353,-0.002282783637609382,0.04474790690998995,0.02285213626237096,0.016061972568833523,-0.0013112782509034232,-0.05501526841745465,
SPX,0.08634429231011732,-0.05602483250357181,-0.010829539695192066,-0.050862001174186766,-0.018856083411599844,0.0638222627771147,0.03593330223448784,0.06998318358421601,-0.0657833786556701,-0.03709361224498463,,0.01627496138331846,0.05209604031739121,0.12483284924706253,-0.058092150025764684,0.11222790556479881,0.0770862044131009
MFGE8,-0.10000084483382891,0.05161470152697693,-0.031104959913734322,-0.0867081161421038,0.035650740011879095,-0.05282322121812628,0.028502067775665326,-0.019990517549308067,-0.03879960738906115,0.04648638665853655,0.06807663854551112,0.030842766041723597,-0.09775788210281854,0.05098078699190171,-0.02304950530464793,-0.12568021073416244,0.010952486326894278
TGFA,-0.15836870487577717,-0.024555206898937348,0.0841046069297217,0.04358217117147399,0.006074163706651294,-0.022909450130641974,-0.01666017412056153,0.05390626565200408,0.03862311259130635,0.04242377482684206,0.024183735712005414,0.04935127998175795,0.010300973161291953,-0.059754215128586925,0.0036069043528029286,0.027762911495356413,0.011785281319745647
SLIT2,0.09634215817493616,0.02307792270662387,-0.06478675765005727,-0.036979533082098164,0.010301618790561205,0.02843744931734217,0.01849615307038347,-0.05346644245261799,-0.012604050076808596,-0.011388823010659629,-0.034904539867756025,-0.0359300705945247,-0.02001001717008237,-0.058759182493309754,0.04348666911653491,-0.06254124520719632,0.016059542819190625
PLTP,0.05224677168318293,0.04213000391087028,0.02725888704863952,-0.009835955448172186,0.015856537974904623,-0.005197776774747104,-0.030368822861936692,-0.05178251137790251,-0.02198707369411589,0.05697500977882451,0.18078566201566937,-0.008417534803582706,-0.03299760704966773,-0.046300271550908184,-0.04208861099765558,-0.03450808006422213,0.004024925180459748
APOD,0.09683992601230255,0.0177715179993548,0.010256268346511901,0.017050024912672494,-0.032531740225938015,0.03713524856141776,0.008881699075604257,0.08251973408249708,-0.0007853585426307488,0.03677732514444681,0.0796752980974287,-0.09158782597377028,0.05839594456223721,-0.00036320685747692674,-0.04757296717036088,0.046868394176894854,-0.006041603143411475
B2M,0.17587121760992158,0.022669628206058078,0.03389645873420222,-0.03233443402790683,0.02610377229025998,-0.015520521630614565,-0.024956636733302343,0.010496837233423463,0.11811915605571598,0.15919835365506496,0.008348983155967729,-0.04929102964620846,-0.031232894230072562,0.0031071884931995458,0.011846917082461161,-0.01570062507610748,0.025824642886040264
OMG,0.20982174018348843,-0.014437195445690283,-0.03207841717598154,0.042212313272161794,-0.01758875285644172,0.10767181986350628,0.03115688274020236,0.09825447797881477,-0.004590241638526346,0.019691276061309184,0.08115600773848876,-0.05733870510582832,0.10702280849498748,0.0448160290318291,-0.0322552669648218,0.11388957286520517,-0.045775199393935054
CXCL3,-0.08185740711819196,-0.002789251497659246,0.02737279682663806,-0.06283559215837554,,-0.01920073918433287,-0.02150339792705613,0.046373036897118115,-0.025526710309569007,-0.028836782785390973,,,0.008927624241945716,-0.05412140155363698,0.060607126016429196,-0.055391814860466286,
CXCL10,0.016552205475145035,0.06950726007257925,0.015702688257186168,0.08058712717126904,0.1081736431325617,0.013090362401303625,0.002406202224860044,0.00685401024765975,0.037376375088399104,-0.01840061395826428,0.059568617053091986,-0.058898922275199925,0.020128815374703315,-0.02998921452875519,0.005859306921985495,0.07046742286207393,
RSPO3,,,0.005701107862649044,-0.053521875720698636,0.02205830349393432,0.018605571233668503,0.05907167743213246,-0.025820535866897563,-0.02667492029435108,,,,,-0.05194582721561233,-0.016006350779424475,-0.0305703162176495,0.006539394311706045
CORT,0.0413290978439297,0.006090265066271903,0.044069877730208505,-0.03530415442257441,0.023378373455405645,0.003574533147214671,0.021027237011025525,-0.005235361200623214,0.030467219982055357,,,,,0.040838451404182366,,,-0.019678849054434743
NCAN,0.16650321240655952,-0.01871935926530562,-0.03359848814219995,-0.03849204329524232,0.03591742951306958,-0.03710773394557081,0.014912167347089118,0.01804521544247123,0.15270468768913992,0.07370007736032219,0.09208783212261264,0.13622814532018548,-0.04156662706761138,0.11234759492917142,-0.045271291541655906,0.13417696622796668,0.05843180210390212
PRG4,0.032144161005195536,,-0.03193114218656875,0.06059471535387851,,0.03527427384338196,,,-0.01954459798519393,,,,,-0.029451179224335277,-0.036258698283737296,-0.03194454028624579,
ZG16B,,0.008289743527228251,0.07158207595421266,,,-0.022209644691540062,,,,,,0.018478964125189453,,,-0.019958196820373118,-0.019579480276597297,
TGM2,0.06240938377787041,-0.00466734008939149,-0.01741161781657245,-0.058117943839406445,0.052741872840116,0.028186892799645414,0.045410567970572725,-0.00326504904530508,-0.015295895284665849,-0.06700753088675496,0.004381347573648879,0.07597438327316315,0.04992362629614715,-0.06719062686985519,-0.03564209899305955,0.0028044721293518145,-0.08759760148935071
VEGFC,-0.04449710497485802,0.05141500623132765,-0.006518262760214236,-0.027748820270318712,0.05778820875176268,0.024746207295134253,0.02010586677576463,-0.010189292793676148,0.031038818937736287,-0.03184628680301004,-0.034884345849571036,0.0006720244451665909,-0.06801334263680853,-0.03745813447535488,0.021601276793978053,0.03389033970052286,
WNT6,-0.03579203753657619,-0.02051708283124971,0.002725454655875399,-0.0006463013643480209,-0.018655424161396025,-0.049426772095625925,,,0.022477745777855922,,,-0.06221630527107645,,-0.016379124088432256,0.00975741636118156,0.05513782868012594,
NRG4,-0.04205675548339274,,-0.04772463283262563,0.008224257301903699,0.010477041755142944,-0.029068029233721565,-0.04299117486635789,-0.006888163522721821,0.001400856778906587,,-0.08335005329025652,,0.016279203493236152,0.02525618916302631,0.009988146094337841,0.020915338252336966,
PMCH,,,-0.00889860925385392,,,-0.02408123996492003,,,,,,,,-0.01668676535873097,-0.03451577680398425,0.03168806935828369,
COL9A1,0.08127364309943037,-0.01364644961429495,-0.013490969116706155,0.007842216709790246,0.09723782755024202,0.025125298480023876,-0.027697746652291678,-0.026185900103012385,-0.0005187352460534973,-0.06052015143605809,-0.022624680027164227,0.10068487274412712,-0.0074813731693466915,0.0015708798024037854,-0.06894642265506269,-0.0420175580433125,0.038015716132105526
GDF11,0.11340774105463573,-0.016968051390550843,-0.017370987991470625,0.05137429370576601,0.018921369863802738,0.0026715655602436435,-0.006557919191747415,0.02353434066668917,-0.021719355850579287,0.05716026370453322,0.06345927460348853,0.1312154127954103,-0.006411660037079756,-0.05574045248765646,-0.017851047235438636,0.009773968266185826,-0.08935712885315208
RAET1E,,,,,,,,,,,,,,,0.0054115970998186965,,
IL24,,,,,,,,,,,,,,,,-0.03401418136917715,
SORBS1,0.07937287803771084,-0.007198372578324978,-0.0026799053726957764,0.07749746318227753,0.009096598316608152,0.05454020948438312,0.012421102616539321,0.039827426795968526,-0.0023900815696726884,-0.033698005324352874,0.07330992766621787,0.0935208581944205,0.02867800863416619,-0.057556853619934574,-0.025422255534483747,0.09101163364994189,-0.016636129242244488
DLL1,0.08924004118564988,0.003770258591922047,0.023884752268691162,0.05344246372017987,0.013099746256489912,-0.06910617574161568,-0.0018466743659608666,0.09864033625577527,0.049133816927159436,-0.009098970979621666,-0.04607032379580038,0.055640550348032496,-0.01055819422152187,-0.03440222939089058,0.013944227072136777,-0.02236173916380098,-0.00320580466785284
TLN1,0.040851616119609836,-0.005659606195319994,0.01987663669451514,0.06441418392802468,0.038609532283343864,-0.018585417607873345,0.029079754384600854,-0.024130045129823138,0.04662082706850379,-0.0664623103551705,0.04726608999007091,0.052521736743263034,-0.030505051296997845,0.04099311567394404,0.028508983029266247,-0.08446854073305554,-0.02734118882645579
COL2A1,0.013763823891350939,,,0.003883208125441956,0.23888252730678858,,,,0.12695379330385054,,,,,0.017010228835680322,-0.02329465038124496,-0.02741132701664373,
SHH,,,0.08524453963208366,-0.0019470515371193457,-0.022060202780233237,-0.04542432006183706,0.06827748151592627,,-0.02473294516772029,0.1796420309973981,,,-0.0243887306092355,-0.01588187659854696,-0.02012123423282912,-0.015700678722194317,
PON2,0.13658307993330318,0.00640643902704443,0.04239247247901283,0.12796891900815077,0.03558395581118346,-0.017869354736819724,0.03787676521143371,0.07575746381176036,0.1402249150424779,-0.01160030225020001,0.1399090751135769,0.09622372551888234,0.026476034440234025,0.09694377855361723,-0.03718650769095109,0.037112020417592345,0.07095266869728753
ICAM5,0.13418108552304223,0.07228733375516326,0.019220986775178365,-0.047006249108381415,0.052971912124769455,0.06980843870387342,-0.009557395906524936,-0.018724111518919298,-0.01872585988203123,,,,,-0.042202144001029576,-0.010663502209827036,-0.017371342770488272,-0.04002682232427986
