,UKF243,UKF255,UKF260,UKF266,UKF275,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
NGF,-0.029018694097527806,,0.03905612287845265,-0.01538393851370489,,-0.024690290723019672,-0.028340116393227022,0.11027203984684235,0.011546196766346273,-0.04722343369191882
TNFSF15,0.03263043345855977,,-0.02249195272462716,-0.01867947402351585,,-0.001771498764105439,-0.0036851612738084782,,0.023565058042399348,-0.020373398692410172
HMGB1,0.055830485212107754,0.08132609198232113,0.08318231714180235,0.05337639027174632,-0.04866915676798988,-0.004111896764388699,-0.03844953368946238,0.014502665597681475,0.038091335350107405,0.053762447016826136
ITGB3BP,0.009785722701677057,-0.003130048497418141,0.02342904687668051,0.03766847849360121,-0.022215298886861346,-0.005220114292201016,0.023173357635373135,0.014865240994884437,0.023919539701065983,-0.02353271261778642
AANAT,-0.039392210419583316,,0.01632178437883466,,-0.000548992040582689,,0.014779769403222405,-0.0017952617049630218,,-0.016688331711567035
RELN,-0.03822500559000944,0.05181609035086066,-0.0055480972604247765,-0.049879814953252784,0.040126754632886945,0.10281204483648493,,,-0.021433892603162294,
IL15,-0.0388376406743809,,-0.01827547663490727,-0.013291556249630524,0.012741411531278763,-0.046104223415988424,-0.03357688250260522,-0.02798496068795955,0.02633122516470627,-0.005522765020739375
BSG,0.0014381660142144526,-0.0652440907332385,0.0014976580148451546,0.0943559601399475,-0.056958978100276954,0.08113974847109567,0.03652992231048073,0.0017501516252631086,-0.04985443646918568,0.03760081094960222
ADAMTS3,-0.06410654730801903,,-0.028318929379029464,-0.021408852038292327,0.021826850207415222,,-0.02378371661620978,0.028498942592082376,0.06941436928441029,0.08350460189380095
CD34,0.15116215091159835,0.000274543281073159,-0.004134407375322986,-0.014190536782666623,0.0840579027921392,0.026988348074364413,0.0329366137878374,0.04424456761024214,-0.02054395691046407,-0.020181756295046156
PLAT,0.10441492803988986,0.03745033795755124,-0.007333373481531793,0.030443118200867123,0.015309135644900405,-0.03739931678303076,0.00387696287500923,0.11683761471079984,0.15397376781534045,0.023016403325236072
NTF3,,,,,,,,0.11615338692617354,-0.02930553882413081,
LTA,,,,,-0.0164648062520613,,,,,-0.022459979491820277
CKLF,0.05205282743129165,0.05528016013094856,-0.03668967030782716,0.02476739387557079,0.04131897690795195,-0.05796844561551644,0.030727378149819344,0.05255589982960734,-0.026898090657575202,0.06185835134186726
CD24,0.006236278532818235,-0.04333646452877759,0.04119266893012195,0.12013709841382607,0.05175039479800145,-0.019192797875896304,0.05601205846773731,0.04929078466771513,0.06149101924013058,0.02164278945282563
HSP90AA1,-0.05697113818079175,-0.02871782928735064,0.04605259465814925,-0.04983666747062125,0.030614582719204975,-0.026755141886280445,-0.010671669628106768,-0.04885145585297584,0.0007350273948844188,-0.03757489966926196
BMP4,0.066308289738857,-0.008583731645700239,-0.0028859830588415644,0.07801369687467759,-0.040548287333792295,0.009555300083193916,-0.05410943475561151,0.08625545798819322,0.04526854233311078,-0.011055936223742803
SCGB3A1,,-0.025755586001952033,-0.024135012209718282,0.07159120868958625,,-0.021387304444579258,,-0.030734798858666652,0.03591951627050187,-0.00698147350799399
IGFBP4,0.054574105707811675,0.08539256537901248,-0.005552447085780029,0.014923101894085798,0.015133011355816378,0.08109180018259339,0.07017324020501671,-0.014088586093454989,-0.03141602646259962,-0.018315168762602366
RSPO4,-0.018575228223922297,,-0.02785572736085804,,-0.019149572023038568,0.007876970137318067,,,-0.00963500818710537,-0.00156065306107589
LEFTY2,0.003651035945257541,-0.05915482698066927,0.036249785029201065,0.04275420196073504,0.00986656839578027,,-0.025383013166899827,-0.018461208213583765,0.04290717427626088,-0.026174117467050586
PF4,,,,,,,,-0.014716190845975755,,-0.022459974294414427
ANGPTL2,-0.040817234797610756,-0.01061803996061851,0.0026919868000753813,0.035077006511562724,0.043389059302635105,0.12672057838587508,-0.012016494384762854,0.05407510481551256,0.08605712866216489,0.02253730636357589
LRIG2,0.06047955986675467,0.0530337360933846,0.06889759847478595,0.01800848829509139,0.01838140388420378,-0.029667459212622097,0.021377619947947294,0.013650293354988014,0.012894366159462866,0.047596320719814976
ICOSLG,-0.007151012103839992,0.02431647210903402,0.029665978651951707,0.005250397092624759,0.04237656982957216,0.05089959998075862,-0.01666753856722011,0.11080080098176792,0.025838680827984697,0.07285489061725846
WIF1,-0.053245642972014465,-0.04176562295595424,0.05105071111713333,-0.03835257912134196,-0.014777271159494515,,,,-0.023070042633787584,
NPPC,0.04678335625335453,0.06506134546500716,0.02696483579100376,0.04716175220435222,-0.008388884964747911,-0.006486282243009359,-0.023783670938157815,0.03233431746548279,-0.017890109505027965,
LYZ,-0.04892861625112482,-0.0496708049221284,-0.04458485079542657,0.023821004048428556,0.03487177703126289,-0.036783339282252005,-0.041719150498758406,-0.001603346015378687,-0.02342462818796171,-0.06067013507499469
EREG,,-0.00043436205528464897,-0.029014048148310764,,,,,0.010142891974820056,-0.03091030987777842,0.014256203987045832
SPTAN1,0.01533948765669428,0.001018762731487293,0.014433447803047193,0.032754591233063055,-0.006199993907554822,-0.018408020765480246,-0.010706694064243174,0.0016080168868164808,0.012929267171675009,0.040239290661417154
PTH2,,,,,,,,,-0.029210206470318252,
LIPC,0.02738226151239104,,-0.026968928875743918,-0.020611795610338657,-0.02820012135438727,-0.0628155030620973,-0.015494267159225505,,,0.0019265182729022172
COL8A1,0.09568300352925203,-0.030083530538746607,0.013610881736895805,0.05661607955854938,0.010322723912319361,0.0025174796458815075,-0.06331838691763159,-0.008184741536868153,-0.02492768391166571,0.0075576551081953745
GSTM2,0.017506541970330605,0.07422602496804862,-0.018335301478464974,-0.01123980055182002,0.013252947723897584,0.00838971395431018,0.031465959135126766,0.004134536782166373,-0.0009773203179504848,0.156496042994647
SPX,-0.05373348441313459,,-0.0397084502998204,0.005770466746620142,0.025495142083016526,,-0.05614728903468213,-0.018272031938000192,0.007340889691236716,0.020755673838554714
MFGE8,0.06890999321896153,-0.025770204690957477,0.04583928621627633,0.05072364695415504,-0.0483666426790274,0.025052510261260274,0.021136647354894206,0.041003453486746104,-0.03715725000018883,0.006341345338565419
TGFA,0.028502360046091538,-0.01997832098171887,0.005212955449939329,-0.00031999281332482156,0.043941596081325925,0.004037888650288974,-0.03485144557872296,0.06067650047009796,0.005651100025266673,-0.013267158925303023
SLIT2,-0.007191940483475636,-0.019143359145018482,0.02231083010557075,-0.035517755779768415,0.035270421588585475,-0.0035761536704509286,-0.0268972284667386,0.04132241305735304,-0.03441826040503645,-0.048570780931359234
PLTP,0.009801538917490232,0.03471618918882627,-0.05204879871655793,-0.012235043845803203,0.05683212335829083,-0.05048702490568867,0.0007646099629193961,-0.020859241469343322,-0.06128596155002353,0.047612838144356656
APOD,-0.05539873537436202,0.1156030920100971,0.044177612571783154,-0.03565781852261299,0.04063036985976156,-0.009020054398639414,-0.06143848245546685,0.056984886502690894,0.008233598467104494,-0.03557678261782554
B2M,0.08397987923542848,-0.03180244935952177,-0.029897971972446154,0.015124245952221916,0.05084255531345258,0.03127048372584099,-0.07258930260356743,0.03904762768505761,-0.037208027890399537,0.017602442083940635
OMG,0.005295162947768388,0.09558398423614398,0.07113982881403201,-0.02475069859654502,0.025812218600286096,-0.013963903313699759,-0.08891815478547944,0.054974441827376826,0.037355549827056786,0.05733653795849262
CXCL3,0.02266406994342044,-0.045368296570120696,0.03624418929209844,,0.042905142888450876,,,-0.05567769532160552,-0.05866925426182355,0.0023969154065217944
CXCL10,0.02727746204263706,,-0.026666501720879993,-0.01816805161966457,0.06464573921182573,-0.050756770000309835,-0.03208131317652342,-0.019738678096504318,0.04512201696686013,0.0007271909875232207
RSPO3,,-0.024095387846388885,-0.01260505688236754,-0.00511910199987614,-0.009734569627101263,,,0.057145808316175196,-0.05000249253272559,-0.0160063572242365
CORT,0.07944017974343198,0.08127994105005097,-0.01006892078758406,0.034329801407875934,0.021090601307483706,,,-0.015399745753667976,0.004552963825130442,
NCAN,0.10712558460345996,0.011557780528778372,0.019688531050941847,0.033504410327729654,-0.02126439577078096,0.03311334455458693,0.00584986463828201,0.03661307620923651,0.015065331035909827,0.11349346786237458
PRG4,0.06220950676844069,0.18489921002295207,0.05604946356541949,,0.020238042421943624,,,-0.022723267232282858,-0.008626600207199483,0.04479588422582993
ZG16B,,,,,0.07191396003418586,,-0.02208081688120438,,,-0.019958204856360122
TGM2,-0.044429614163623746,-0.004243379807365098,-0.053622051898558176,-0.07945046845911818,-0.019227641839231677,-0.010757359089673011,0.04140475477532678,-0.041349621613249565,0.001980427778256549,-0.03875574014209331
VEGFC,-0.038920067478266644,-0.035827797052006775,-0.01662543830732739,-0.027247850641217906,-0.0012620775470529417,0.02265755653066714,-0.028621123995471103,-0.017336892813728425,-0.04235602446494582,-0.019466979970888504
WNT6,-0.04936101420475794,0.007532981780789113,0.08542420420389654,-0.013633041293037617,0.030659491421842818,,0.01342381511200153,0.03080915595614686,-0.03293654791437744,-0.024103634239711312
NRG4,0.02599608175676452,-0.018060788448904356,-0.02750406320005966,0.02691524351769288,-0.014126621843895498,0.09194527032088144,,,0.08143970664203655,-0.01600635901816726
PMCH,,,,,-0.004611914403925702,,,0.05627429035149715,0.020664519654654198,0.043010424676964816
COL9A1,-0.007212792606104434,-0.004068513672433165,-0.01269381847087085,0.04854884097890859,0.03240400249311587,-0.052469109332179166,0.010463893157646327,0.05090347864567578,0.003420403953885068,0.07450579194824282
GDF11,0.12202522057879178,0.06571371760614096,-0.0006618914947226198,0.021241322315473772,-0.005750726387113405,-0.03465656865662931,0.013107445248177045,0.018404846410294634,-0.06876577303081564,0.025352194007390104
RAET1E,,,,,,,,,,-0.017558862114680895
IL24,,,,,,,,-0.0144815486649232,,
SORBS1,0.05531896701985184,0.040245165890655105,0.03236964983193854,0.03385493151648749,0.038845928925833176,-0.03667206991755052,0.0294552275455314,-0.015588245224258479,-0.05064669043372728,-0.0023529022855324393
DLL1,0.03987027259474022,-0.011674497989311817,0.001761785267325848,-0.018090113285244812,0.009034622767267849,0.0778613302359665,0.0872089165855003,0.03575226817661035,0.03695231007690449,-0.014375167881757397
TLN1,0.05697922451511806,0.06742197378734635,0.038275092489491055,0.05106043651694894,0.0009624163368463047,-0.06709646846073429,-0.02787245141655421,-0.0724272899116912,0.03569484560274542,-0.06617142152260871
COL2A1,0.08825279449891096,,-0.017246441708899635,0.05947438291044674,,,,-0.03774334583500778,-0.002448183822519578,0.07063964225148765
SHH,,,-0.025656033603193396,0.1426825042209047,0.0002553513081594536,,,0.10589550438764053,0.06023354279351439,0.054514462823301926
PON2,0.14678416024829477,0.05462381302478359,0.06401004476543243,-0.02487240918272594,-0.02337489731299795,-0.012202633344945382,0.09712305261783699,0.022670098050350602,-0.06561546437601522,0.06832486714746104
ICAM5,-0.05931615699330135,0.11947824485740852,-0.010822062969440752,0.004795536175295659,0.05799586022778235,,,0.08056567431634801,0.03938462936595106,-0.009676884253878705
HPX,0.0006610256022328203,-0.024095394180985618,0.004126673487891618,-0.013633042212682469,0.039174684442039975,-0.0411143331300402,0.005186591011975237,-0.04580969063786934,0.021043708494956903,-0.03693851518986136
SFRP2,-0.02443244196536237,,,-0.03222846959884748,0.030205932998240433,,-0.028019012506462507,0.025989507021250847,0.09691513781585934,-0.05270465192772288
CFC1,,,,0.008769083841021994,-0.016464807247114598,,,,,
CD70,,,,,-0.030712630375713174,-0.03429992828553116,,-0.04034519656014041,0.0019494149722846792,-0.0244205928111631
HP,0.11393808139600174,0.0027983318067655656,-0.04159271688178358,,5.412076098033417e-05,0.037864283042306573,-0.028061701991502586,0.011049391347458895,-0.019284888046946412,-0.023943762407055088
CXCL2,0.0824255962827914,-0.017619580289905627,-0.01131697727502849,-0.021070456922238127,-0.04693661350689081,-0.031135390408127347,,0.0053870750136623055,-0.10174860964350277,-0.027071819521217635
NPPB,,0.014714354195941378,,,0.06262899730333174,,,-0.042217441459530027,0.05032341477515068,-0.016236668592198838
CCK,-0.04633180083311159,-0.007132742656599697,-0.008114383423442006,-0.04269626542826629,-0.014850746579533385,,-0.027482305816820447,0.03536174046267909,-0.049337155136529746,-0.021063342340562907
SEMA6A,0.021255803602339786,-0.004017109354246861,0.043762684217120075,0.03355985702901173,-0.041798078586891455,0.01142994566333496,0.04236843439386412,0.05525387397646674,-0.0027136774597243474,0.06924265782053697
IRAK4,0.010307802126331117,-0.10392342001329741,0.022159568498903087,0.0018072603229396093,-0.03641339037316398,0.05433493512471355,0.00587566468866793,0.0235429540367019,0.016101475014902118,0.0022853608122181714
GSTP1,-0.03126273812286575,0.03864203759981976,0.031101788941305216,0.0012495673658395722,-0.033082013733535746,-0.037828637131478104,-0.1047843080480581,0.08259785161460043,0.058429156088396966,0.03230091829930819
VCAM1,0.06320760273261643,-0.03923978386923839,-0.0023590185345446985,-0.012165197786067826,0.009212922696954683,-0.020270980196248328,-0.03345495816803318,0.003315707990667343,-0.07247698326532158,0.06610950839541788
NXPH3,0.07542172833619983,0.04770324686866641,-0.02538491896850455,0.06806018401400377,-0.02141656894923699,0.020949116637789738,-0.019439270022554033,0.044444560501272524,-0.03488760317502332,0.04312596417073255
MTMR4,0.009665961327794783,0.05684781486692828,0.01751515510229201,0.059963258291718204,0.056451322193553616,0.021744078482754187,-0.043458839000649445,0.0486259169943798,0.005048814943969844,0.04920661990664676
LAMC2,0.09807102219391574,,,-0.01867947218763295,-0.01814971537876279,0.08930311926941974,,0.0022459120210173334,-0.018314983792916385,-0.0038238999944434273
IL10,0.16416751613662095,-0.0046918676598508725,-0.02329057507435614,,0.01392135499643539,0.08476235548507424,-0.03799541781315648,0.0606925013773374,-0.028661773340510507,-0.009285351597340355
SEMA4D,0.000307316195885182,0.07019602344957468,0.03686517045987149,0.014882086061540338,0.05535479477065782,0.023730113288110442,-0.029990014508589017,0.05457147576938708,-0.0021028155417583934,0.00311037489265144
TRH,0.014116633584155042,0.09126354884775949,-0.01697180620509152,0.06560904644781786,0.02548413217115475,,,0.07932226574937959,0.07342869390979662,-0.0181861576781925
SEMA6D,0.031002268457539197,0.06276615648645618,-0.019884290848013433,0.037403748284516466,-0.02439850244072569,0.01605044643763931,0.1101470252606354,0.07320211662940944,0.028484248012324624,0.10547983269276222
CEL,,-0.020421595596003206,-0.010103977501225827,,,-0.05593995604885484,-0.006501715581853966,-0.006443572602559805,-0.004989678429597977,-0.0010522180264994296
PDCD1LG2,0.0627543028803478,0.05888286073385314,0.030147454386645612,-0.013117671815420206,0.003127431355537175,0.0602954756669178,-0.03592191321518278,-0.0010069407380608277,-0.06577054904538374,0.05080349389560663
SPINT1,0.02917151943217701,-0.024519716065586814,-0.010663080434468102,0.027216593033688622,0.040979054036748536,0.04638073957463928,0.005542140267156851,0.07807193547415846,-0.0427682767097629,0.005866350007137635
CTHRC1,-0.013799427530262845,0.07212093617344413,0.05166106367412438,0.04484734601723931,0.05726338617365324,0.036212937795382476,0.016332245077767135,0.03029030966885029,0.005297787310471043,-0.017426033814975626
PODXL,0.037469262374699046,0.03363667407530322,0.016312007498713872,0.0395990793932594,0.021247363179885008,0.03448870972227064,-0.0018353003661879177,0.05579230918533113,0.07022619954631394,0.07182807515520577
JAM3,0.10566692427537736,-0.04811619212063826,0.012233392665039072,0.05644375905539959,-0.006050275155796053,-0.06357911486619404,-0.07528854029621937,-0.019944870846817217,0.046828081150106955,-0.053423649323386016
TGFB2,0.0389670246890731,-0.011266470641372863,0.017117913991715996,0.00898221211487282,0.007405642031502814,-0.07299142479826562,0.05787858114093734,0.03272528711634244,0.057674526959387434,0.02215382018694922
COL18A1,0.04650606577509831,0.051737406854521065,0.025735678994317942,0.023692533705539497,0.02798674856448053,0.045628194040439496,-0.06364356313437687,-0.004351360779967715,-0.05903111382919848,-0.027026415289322026
NODAL,,,0.00825073969139559,-0.03670889287538694,,0.01666103429239344,-0.028121379250344386,0.02708077063921567,0.05191201889474526,0.02667164932718953
INHBB,0.10949797878802897,-0.01592297624974082,-0.03401206018477014,0.0061607964852018055,0.004386815523297222,0.041806027615502186,-0.0032527967068635196,-0.005403170660480681,-0.06669876023334555,0.07634608411204047
LCN1,,,,,,,,-0.016893070482938335,,0.026604438243341667
ARF4,-0.009987791664296228,-0.05385297632998281,0.019718743249373723,0.035820061267428996,0.05583910660532547,0.022589681612438784,-0.017362315361279794,0.060867005714208215,0.12168732448506864,-0.03254910506063757
CXCL14,-0.0778414732307088,-0.0220170954345698,-0.020463549179556426,-0.04217666423287028,-0.025450490996075402,-0.03245858877644008,0.03798336312394386,-0.029245619753037307,-0.09957965712238559,0.11130289527972556
LIF,0.047406560289835815,-0.03419765569634682,-0.06292069254782454,-0.01654899859392355,0.07342690636375626,0.005740092114216633,-0.02795870304623299,-0.05005721407492343,0.13398480004394545,-0.04086434767064628
IL17B,0.08945776100221628,-0.018609414277679762,,,,0.0028133658782691483,,0.07937111449543598,-0.02605697588545278,-0.01679385194755649
MMP1,,0.03323392082332342,-0.016971802502740947,,,,,0.07977146055935966,-0.01886866486282678,-0.014500795011593707
MATN1,-0.03163580553729972,-0.029728487951566813,,-0.015976250606792818,-0.014598324242998752,-0.03297605457206571,,-0.029879155870428813,-0.02685451099799121,-0.022118253887948035
ADAM28,-0.06619773478644041,-0.006555790577104636,0.021174459318733255,-0.004298624085847054,-0.012739312183081367,0.03707742690255621,0.015571125897862083,0.007750524747546317,-0.0032627714366423918,0.010117515555416914
TCN2,0.0380226962916432,0.010114245640253589,-0.011447586605347141,-0.016392736249391568,0.038633995927001834,-0.0017298775610644407,0.004434818104767464,-0.005876647002613567,-0.016522728279098356,-0.008461984258383605
THPO,,,,-0.022718924970912022,0.06761416592048888,-0.031604414960017285,0.03822901122217278,,0.15523234543412495,-0.023943769696055574
CUBN,0.07563944238745848,0.043082515820797904,-0.006799862627896717,-0.0284212882557199,0.0026008013462493107,0.03466164392646822,0.027739468728310866,0.04551161212888726,-0.024450611862213426,0.08692461824598807
TIMP3,0.1064697600709925,-0.05598774503654764,0.0778276966563763,0.004392438515859125,0.008011781869650248,0.011311109602917344,0.004187854312370314,-0.004912901767056306,-0.09314424451038773,-0.04164118930944808
PIGF,0.04042400104296633,0.06686604011002764,-0.04481706901452176,0.014349667592597226,0.022473378034142462,-0.038119813983943845,0.04571409613293216,0.01807151819997257,0.02716980040294917,0.10206310230822178
CRH,,,-0.017246444873344376,-0.013463318815949024,-0.022981169995240143,,,0.027545346629969984,0.04816209224652602,0.0669939704868041
BDNF,-0.02397883281162343,0.06284775043628957,-0.016468896576263978,-0.012520661434835993,-0.04050556383946662,,,0.043245883976937856,0.08239333370352177,0.03138693645678732
CCL5,-0.07430106857070261,,-0.014346884438909599,-0.01966659522588025,0.04497689837821667,0.03606557398464466,0.0028045596314861293,-0.04712032369217939,0.05294598390128852,-0.03744538271895637
GAD1,-0.044910616775385936,-0.018244157437473568,0.002392548644784049,-0.004937701108721205,0.016395843727923,0.07334523189828726,-0.08094081963292028,0.09309043385634437,0.04986385459621955,0.007788121244897181
COL14A1,0.0457941849480519,0.014331403097643584,-0.01606949122616094,-0.0023198728784930176,0.0061867218304330505,0.02924006275996662,0.043840807620117515,-0.017530438467514748,-0.07696244998689349,-0.04100843029890698
HLA-A,0.1251045479703811,-0.06441503731079812,-0.09676285548397223,0.00015599043415716384,0.04321921304238016,-0.019443871063202535,-0.0033335326490074985,-0.05877955049412227,-0.03158110819042002,0.017210311299565864
CD5L,,,,,,,0.029396366585138917,,,
FGF18,,-0.018609393496330548,-0.023531224614080658,-0.018679469466593216,-0.015642679555404607,,,0.09980367976750175,0.10735895271443063,-0.018186159137253664
ADM,-0.019567293350578413,-0.07892438903699246,-0.054911850230552096,0.048782778263288154,-0.03018913747751653,-0.04163586672213514,0.006882062209778735,-0.04398278918885298,-0.0036267586684391125,-0.024967062492017123
CCL15,,,,,,,,,,0.010353698520487674
GNAI2,0.017725551218031547,-0.0008189299392871137,-0.0026873801353178794,0.013642834954724327,0.03718446586903139,-0.004290566360152916,-0.027470524865758912,-0.03932834326018462,-0.004608878199051585,-0.013372472899578424
HDC,,,,,,0.013703893704838285,,,,0.009525819743270129
COL11A1,,-0.03066780173207178,0.03221611110243354,0.07159301088494414,-0.029875790835461748,,0.03266869762702427,-0.035603092828163166,-0.01403880188596746,-0.01123720057482767
NUCB2,0.03645852509217266,0.023740244498028015,0.04680082093705655,0.032075187269362974,-0.02746331263419978,0.10696334762925806,0.02810268631446006,0.03501363120183424,0.04676249581186681,-0.03306529464171406
CXCL1,-0.018308042354900134,-0.01833700950456621,-0.02514737056814298,,0.13177413469181662,0.09865353575868463,,-0.06601171169807948,-0.03999987164922354,-0.018006386000981
VCAN,0.10236906835576817,0.06396261915631156,0.010222401438341614,0.06509716083728316,0.024638410273241956,-0.003097687082399887,-0.0032482319430141193,0.06483976685820592,0.05952588875562786,-0.07741823737519514
MMP7,0.0020401495727581194,,,-0.016548993948701667,0.06371005607850672,,,-0.02620229360628267,-0.0006756370018174989,-0.07106079923866637
PTPN6,-0.03574830209385787,0.05022475960729882,0.03182429846742757,0.03309870940840767,-0.0013235843131239311,0.1359475096937062,0.05461373101157903,-0.028496634065159673,0.03748922212117673,0.0206411895351943
PTGS2,0.02744986826927928,-0.05148292887735742,-0.02393280189018349,0.03473099143819342,0.009702997004501565,-0.02072376204480056,0.10389862368321218,-0.04454935064167566,-0.06083730380893259,-0.04008404089503753
XCL1,,,-0.018046419314395983,,-0.023679801482265023,,,,,
