,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
MIA,-0.032651039551055284,-0.008870529058268342,0.009870400179309555,-0.013643332334760977,0.005261202169537885,0.08060609775651664,-0.04606144492171104,-0.021286027925681312,,0.014669602003415785,0.09342375380067992,0.10713461606123288,0.049785290429544306,-0.08995060355447526,0.0003420500942759061,0.09130956187271781,0.04948861264868626
COL4A4,-0.04499975303259696,0.012073909999020888,0.04921239709072728,0.06600891346555661,-0.014145646462165524,-0.018009749534240616,-0.01818708621334038,0.021820571167031597,,,,0.07096572506495405,-0.03215817058572922,-0.04260299025728418,-0.04665933381801412,0.09400854289683526,0.027960739793719477
TAC1,-0.038855780654947554,-0.08328677013015169,0.0029197003015527952,0.005493334015970858,0.04307679680928775,-0.08683186980915916,-0.07369443708544636,-0.0017907716639678757,-0.002609423243801577,,,,,,,0.07408075740115508,-0.0749170865541533
RARRES2,-0.13256138268360085,0.026834443728143836,-0.02557633185476803,0.016272119332053917,-0.036460522550735466,0.08904012764184022,0.023213862469474957,0.02371194691383421,-0.035772242239536185,-0.038446130351464367,-0.02221100662970765,0.04105815130611751,0.013144279202566521,0.057863884518952816,0.022579900818278355,0.014347134908053734,-0.10787384951106826
FGF7,0.015750148310421812,,0.03510970172977387,0.03235198394717995,0.05699984698458719,0.027764593368478935,-0.005347452176302389,0.0038080953404514496,-0.029683213107200564,0.05490986042212985,0.026613295573965124,-0.05457287835624156,0.06368178233003877,-0.03999863368087494,-0.0009024903155907671,-0.003356309054338592,0.0815046006989568
HBEGF,-0.0059393091801593625,0.056197872696748155,0.020851430763124214,-0.059224636433079694,-0.05919588349783936,0.07614132710812063,0.07950023836928366,-0.03594980129503479,0.03314075750796598,0.1439888233559776,0.057229650906778395,-0.06798595389059421,0.024143291884907395,0.00778995903147196,0.01922216743399845,-0.0422323854871981,0.07388114852076662
CSF3,,,,-0.049426719663737614,-0.07675689525108599,-0.019053968362593394,,,,0.0004452803679334277,,,,0.09999431812471635,,0.020382027371273224,0.024599169379487508
PI3,,-0.04999733688369844,,-0.012842793618085928,-0.057144025074898935,0.06898448033767397,,,,,,,,0.045578775917341094,-0.025736315767332943,-0.09030868507663463,-0.07740708524224459
PCSK1N,-0.049994154755191596,-0.02894110009313323,0.03858055567674668,0.007219398094917643,-0.042618295656285776,-0.042482409655824956,0.008993778800065107,0.009722748739744443,-0.0008920348468626391,0.050953859770736236,0.06000434367102005,-0.06492767111155584,-0.007760645406934296,-0.03282181029306438,-0.07285331096862013,-0.043907251192427596,0.02684044433717151
NTS,,,,,0.04016968392572241,-0.0234196191454864,0.06489822381740562,-0.02716089020613237,-0.02464875748644397,,,,,-0.03761457325220012,,-0.002173308171073161,
SFRP1,0.03262179814894694,0.0070993089753458825,-0.05491545696752767,0.00538441687487031,0.04828126717927031,0.030343259550570857,0.026111542201515032,0.04224519671836633,-0.005541581199714228,0.09430620664908924,-0.04965916050578942,-0.022309067943141272,0.08099127128477013,-0.0035802160229930296,0.017604764948439683,0.10761894974201476,-0.025480714498476564
CXCL13,,,0.008208852789303589,,0.0016106258799786697,,,,,0.08772292216852598,,,,0.08232052100268782,,,0.06111168477163659
MICA,0.05351448726546145,0.10744606260092102,-0.02333743507156686,0.008651231616829924,0.003858036221911772,0.044848309512454075,0.023421432616832508,0.004906524710577133,-0.04578454861367696,0.03359139983797784,0.020470374986889403,-0.011406677573350274,-0.008477330939959046,0.054016271419897975,0.0362523136546722,0.11760426974811644,0.02898153694289588
TG,-0.010537766629701902,-0.011154537041837853,-0.025826618625350965,0.0014772424506700056,0.025498134117409463,0.027440847679365325,0.04034853394114151,-0.018465978416269322,,-0.010441234724461138,0.011595172138952548,-0.0017201316292386267,0.011920651494687396,-0.02142417224347596,,0.022987363380704513,-0.006623210348942538
ADA,-0.03424242349303327,0.0545741794419252,-0.001881333217734043,-0.0033885897432668045,0.011966701267154798,0.10044176520538549,0.025588262157454394,-0.029990233982994028,0.053773974994652064,0.18573554275718412,0.01602211596086939,-0.022042485927641853,-0.01683065030911526,0.07519375004102795,0.07386373984205856,0.24793891001099896,0.08158248691685384
LAMC3,0.0034958543884842275,0.12712756954743842,-0.0035780399000251853,0.02815725865648908,0.09127702060743918,0.10744705322120783,0.020327342724758564,0.055390040877523736,0.07935209077622062,0.037526798418594576,0.07747343106757829,0.05254435823269342,0.08381146340070658,0.09251579590112849,0.01835106520774126,0.3054565985934656,0.11631803821373068
CCL7,,-0.03384792886571894,,-0.03129555320677119,-0.03782853991238387,,,,,,,,,0.1936928100132246,,-0.06481322420977502,-0.08559754388825158
NGF,,0.019378342687228177,,-0.0533720745817573,-0.06160601650665675,,,,-0.024648773716015353,0.12784135875820235,,-0.008962609001712259,-0.018381373238324054,-0.02790920758762259,,0.2037077324282115,-0.02600325771714479
TNFSF15,,,,-0.03484912914163974,0.01505102918752059,,,,,0.008478415447925729,0.07732584017586945,0.07684445169722395,0.035100086286409794,-0.02355864023893008,,0.08017753396009217,0.017180007743759333
HMGB1,-0.06679729687785747,0.015907203172953282,-0.026304380295633964,0.007942880070833071,0.011997930802026437,0.0978202696180602,-0.11242270844756334,-0.03106338476122858,0.05157755558448202,0.18776676732219197,-0.09062422936108001,0.053728303150504815,-0.06471623792978122,-0.0283583666127302,0.03322289451746169,-0.19133807367484076,-0.08024858891782881
ITGB3BP,-0.03646148915023941,-0.003978468176091892,0.03666519630555721,0.012155126771911573,0.00962800388335118,0.07543739543935542,0.02945344551248867,-0.04047903265447261,0.002012669873372988,0.0716435323834226,0.023176527702261387,-0.006875737183725571,-0.003934862268080445,-0.03901197174897851,-0.05071229799714365,0.004425452757934872,-0.060776359081583305
AANAT,,0.012268435095925888,,0.1349375911480799,-0.03850486692826856,-0.017187195100037522,-0.034227281985842094,-0.007315840484599115,-0.023173472294454357,,,,-0.02649193448112968,-0.021199954319081796,-0.03746778819482256,-0.02250415467204957,-0.012914603514226986
RELN,0.02783178033769377,0.05806823883827203,-0.022561096834814238,0.03157241818679716,-0.005817878072598118,-0.050432623078638675,-0.0255507752468311,-0.00748155042345276,0.03801684863710261,,,-0.009522288132018223,,,-0.0468557794273157,,-0.039343895683844846
IL15,-0.03991546925336447,0.08071869523092609,0.050710020217487654,0.015111287632952365,-0.032284964446567144,-0.009961599850152617,0.06621494344241043,-0.007816871761274755,0.01088328735232859,0.07483294508435229,0.06547207333646694,0.027652048037242173,-0.029427298872492,0.029736984976067016,-0.03586137527392971,0.19696977643716496,0.12103009419212213
UTS2,,,,,,0.05380102884317723,,,,,0.07210223790328857,,,-0.018053312676226844,,,
BSG,-0.10860007481309013,0.019521700607294513,-0.0605237504429676,-0.003150358315212447,-0.037712293204107794,0.017139749791806783,-0.05383877198272171,-0.019869808601649223,-0.030660728500181898,-0.0022850427691697827,-0.0161911706308578,0.07268413510588051,-0.06939672639558116,0.029082157802273252,-0.06101014688736849,0.03558193976885054,-0.10155409293149005
ADAMTS3,-0.11537054050308156,-0.013932799139734236,-0.029151144863566937,0.0020415411930388917,0.03135906178750989,0.0944367393386009,0.059749118172456886,-0.05892117080851586,0.11997685693511266,0.07787356338678615,0.14152779427205703,,0.0124995422083036,-0.024916297474976052,0.052752541233420686,0.09750769961117228,-0.010812862629711262
CD34,-0.1203828483659352,0.11960545446565168,-0.0007262223572804593,0.06329859076704161,0.03381858307719435,0.11604452694535362,0.05364692327903321,0.019199409866038342,0.03170924833919704,0.11507092567942988,0.09699352895812863,0.059086497376803,0.08199899925876632,0.03711899521030374,-0.026471045069254018,0.24162079835321346,0.11076145148173262
CCL23,,,,,,0.09870428393414062,,,,,0.11587618829843735,,,,,,
PLAT,-0.06683880292702422,0.08018287048634969,-0.04343426224910371,0.02684857066752469,0.04227698019054566,0.14384042830610555,0.06921294414985976,-0.03518425639910168,0.019784341249528544,0.06922672793547704,0.06685229658132291,0.04263009113992993,-0.00790726523548098,-0.09403690152610145,-0.024024580462185682,0.1715293402248561,-0.053265564106635035
NTF3,,,,,,,,0.02762707805974989,,-0.02640793951660571,,,,-0.012476899822284473,,,
LTA,,,-0.03462547184534164,0.05740156458421869,,,0.0318438346964868,,,,,,,,,0.051739942233281884,
CKLF,0.007372473262306199,0.09178535632897758,0.02164673940724309,0.015170017648975777,0.08563372643775816,0.14130241105245797,0.07811198309858938,-0.0379050366537476,-0.052409222588639705,0.14678711403061187,0.11556966299333009,-0.006755869844418071,0.05830081753979565,-0.02102091242725343,-0.011151794317880045,0.039098230095816526,0.0790719560411732
APELA,,,,,,,,,,-0.03461720959387371,,,,,,,
CD24,-0.01269007070186238,-0.0034264780937321247,-0.04214122887201567,-0.0092315146527136,0.06281710568699969,-0.02446950456888455,0.059452629508936684,-0.05968581414623153,-0.07967979349151433,0.052904338022892336,0.1312434088858814,0.02124692985870083,0.00043541960020258174,-0.06421637441273663,0.03569495903418571,-0.018369725829849196,-0.06017334842724714
HSP90AA1,0.057021898154661126,-0.0625157133553448,0.05765959762902214,0.009573808405018798,-0.026545445386840484,-0.12876222246578603,0.14776911120203995,-0.10300660536163378,0.02190472288639002,-0.07742494697007266,-0.02223780254028331,-0.042097114772986145,-0.0375245220196882,-0.0002854876778003052,0.011025090225308495,-0.18250171112767066,-0.028570270251587235
BMP4,-0.035962221853645816,0.047492627003985585,-0.027242958852605116,0.009558120782720062,0.10399755561581296,0.0148947088508743,-0.06469102128048625,-0.05120783702164459,-0.03696219114794599,-0.01447629702084896,-0.0030236030429457803,0.1563271740560706,0.04886787611381739,0.05962924720567322,0.05706908712746653,0.1290008695579336,-0.02015620829523874
SCGB3A1,,0.02147384824888273,,,0.005394511689661589,,,-0.01795497374604272,-0.012039756949221776,0.06930148593447105,0.15039890189200286,-0.012621239624071882,,0.02321362458719468,,0.1237978073937575,0.11429162052434652
IGFBP4,-0.10281283614820688,0.1555635485186862,0.04900908581352266,0.023006032255333868,0.02609445526074904,0.12761756344235026,0.09898641663988235,0.008633835157275407,0.011058156475890894,0.15557034619144802,0.05138530433683186,0.030844573422092188,0.08890324435128795,0.13299774037081993,-0.0239559127635866,0.33859184036721973,0.10628733913749587
RSPO4,,,-0.006789212613030373,0.04910388072777345,-0.021785578200029285,,0.022738404343865547,0.01479011289211449,,,,-0.045408503281243816,,,,-0.014721773939427063,0.03532292738444819
LEFTY2,0.035199981091905704,0.013383437535095149,-0.03505072532133514,0.07391578388884092,0.04937864614620571,0.18154305430992873,-0.017763259406854137,0.010035739410393292,-0.024648773716015353,-0.04054438426474738,0.16542278081693151,,-0.033854447079862515,-0.020513765389439786,-0.04249142999603683,0.12718271383380514,-0.0022664137488266536
PF4,,0.026420061980851735,0.009561944064463002,-0.006158405717602365,,,,,,,,,,,,-0.028505775855211742,0.042152184611269475
ANGPTL2,-0.08646112243229989,0.03220926495103779,0.004843290062857019,0.04021982058590217,0.003775137188823468,0.12972474853178587,0.06595192962748493,-0.027845242429762072,0.041584846667549545,-0.11595057216265844,-0.009996475633342763,-0.017059257678398075,-0.014043511241746786,0.03754847824291059,0.06281086589042803,0.10750735584154657,-0.018178885191337195
LRIG2,-0.08523146128592055,-0.09244062746871433,0.0780709880807882,0.04531157325070418,-0.0690662287504816,0.13264669079728025,0.0009318662828494899,-0.05080495913116771,0.014021705972823685,0.05940341058517676,0.038168775203091046,-0.04928596314002543,0.05844093890473248,-0.017143357495834854,0.032899271491643366,0.10726818306658323,-0.03809933756202264
ICOSLG,0.0023891875667011774,0.08098833291444948,0.0878695095122787,0.016691724763549173,0.013563483940335632,0.06715109344283679,0.01827852069476433,0.05454253602789025,0.048539235961602166,-0.04044660599017148,0.08878486061149876,0.11507487560955797,0.08774150841924673,0.07583558861127512,0.003676962882145104,0.14259860423927864,0.03195921732500766
WIF1,,0.0009631025190512061,,,0.03815393076785422,-0.09048246483590203,-0.02958579985875244,0.0355003309803153,-0.0564633492177761,,,,,,,,-0.010026574433011743
NPPC,-0.0645916747864973,-0.03866428197947661,,0.07352833867378612,0.03564919407748982,-0.021481430355855147,-0.052854599798477446,-0.024953015893643966,0.04964275749497027,,-0.057405322575433335,-0.05445439140504732,-0.03172133362758955,0.014657821285056875,-0.035546003944268094,,0.011672590647605027
LYZ,0.12377476578430534,-0.002598318264570605,-0.012404271345013986,0.038459117215086956,-0.027863981118759717,0.10787648932582572,-0.03322646592747838,-0.014775741007172126,0.0367846429244822,0.12568459933705378,0.10242755551196935,0.02597681331405617,0.12537272681325817,0.019299487782260115,-0.02319924364311528,0.17964808350246653,0.05851056090298891
EREG,,,,,-0.0695338221694251,,,,-0.025356384836507897,-0.011641647817702074,,,,0.05136109423860635,,-0.04739473974218642,0.04057961203270667
SPTAN1,-0.07881061887071093,0.07064399667404389,-0.009983141241629297,0.03417914429758267,0.008494013646498915,-0.04485731457743168,0.00821295530128995,-0.03799766329705427,-0.047628606104997875,0.06780074258346938,-0.03589555533037159,0.11384609046359997,0.06367861430644778,-0.06553235849588528,-0.031363150675613065,0.049856766247398446,0.053851659819767014
LIPC,-0.03918758910047892,-0.04298605905379853,0.02707236999978092,-0.017788395095111566,0.00040886279983697645,0.02845800961967082,-0.026542707625507533,,0.02907444866285626,0.01374164509015946,0.00851706950186001,-0.019741662397700973,0.0049799847251394795,,-0.043630926766216105,0.08663121099033647,0.03611931483660661
COL8A1,0.06360093255316267,0.08654600749857737,0.017372207212699418,0.07623151805393283,-0.022836984703329254,0.019228324200758692,-0.005899713284857895,-0.007644890573842305,-0.005277417062209525,-0.09037361841663592,0.06486871605815253,-0.002421539905414513,0.12253177502570005,-0.02456952103214656,-0.049340427236910026,0.0669831662762258,-0.08518147793565466
GSTM2,-0.03486997218839256,-0.032557042315784844,-0.004508003299097845,0.01471852771647163,0.03509754336547367,-0.00540928733282295,0.0055235581704773384,-0.015124615632828959,0.13271427862284146,0.06951850387569536,-0.013196475726475141,-0.07609225571124859,0.09080446345856635,-0.03142333425251543,-0.02186292501060813,-0.020946966487961603,0.030831404490684302
SPX,0.06672896058274458,0.009348911490843291,0.015539592161031138,0.02538220176008853,-0.010386860239445092,-0.008296433165250224,-0.022792240851138245,0.012751925095488075,0.024804734409557452,,-0.05183332644272293,,-0.042248733749318895,-0.024364761261889863,0.03244964015587341,-0.025860541961730113,0.08029198234790767
MFGE8,-0.009500356262047373,0.06670347186582705,0.04309295110565955,-0.0007201305703524382,-0.03280946006564026,0.054306980732739346,-0.00318514340795969,-0.0061875845531997615,-0.044662375826142034,-0.0028511598238548275,0.014342111189252932,-0.02025535533338883,0.013421260069523292,0.06768803850353075,-0.015527371125294516,0.22915320158383626,-0.0018622168912885576
TGFA,0.06039702306909191,0.007625227947193233,0.01171147817313874,-0.0024993046865290987,0.030575030901957255,0.013239804070116358,-0.07125828869397297,0.0031313415348504345,0.008764647125146886,0.032928489712580326,-0.01829557971273628,-0.019678767998897295,0.04362006348701096,-0.03197992803521632,-0.021995829218617983,0.07714976920864583,-0.09273886042166941
SLIT2,-0.02567947721530542,-0.013717940903908817,0.07351451093208927,-0.02360947528302011,0.00907890343255393,-0.057110416479633275,-0.049808566070944325,0.008086840974953676,-0.008949734003673718,0.04600984307045901,0.07156028273364791,-0.037814215090735785,-0.016058269038439012,0.049525709249451356,0.06797450459671694,0.08555642962249772,-0.05434744958689119
PLTP,-0.06202562119788461,0.04917862794089075,0.026021101801106766,0.03604221719839471,0.04200951599217969,0.06373286775802656,0.022408309176352278,-0.04848063170725579,-0.017065191456796993,0.16965685350087298,0.015035800027086162,0.09142800588644738,0.06895351418434839,0.09231558392087195,-0.07817342541525395,0.11393150442644784,0.07041865897752629
APOD,0.15534091909793035,0.052637733504387475,-0.05160662505420277,-0.0010574951706788553,-0.0005825160620500846,0.08182401816298261,0.030296605031568603,0.09443171286106825,0.05362690313553106,0.10063810088638576,-0.01505537463468228,0.04865767697626815,0.023931663692076537,-0.04772446605739783,0.11063155915939854,0.07816596782493608,0.13857998345260655
B2M,0.12859242950547017,0.1272547630503918,0.15571461882636947,0.17704492342382583,0.03205954714195464,0.11024107981947848,0.18437434773445346,0.007124799401451249,0.007041013793201261,0.2013791496799247,0.2697922358437845,0.04792701867515055,0.17801094229237524,0.08380114937209046,0.006376909874982109,0.20172764141615665,0.1446661214393485
OMG,0.06093981129729314,0.021217653764904754,-0.007322774135789281,0.026020485583668533,0.05536940233483695,-0.013565863069598212,0.06748674889195952,0.03879773076869856,0.07430808220058806,-0.030025222000967737,0.031970215651080415,-0.011256052120558432,-0.008188164520372878,-0.03606659049478543,-0.017683259696641442,0.022196234517059796,0.118742087536063
CXCL3,-0.03623843567368548,-0.013250151089610038,-0.02096997753482575,-0.0407447943513147,-0.06650600190630304,-0.02256596557403785,-0.009204848627854872,-0.01920802383577591,0.03807419887834251,0.19661779952852773,0.17342490533501195,,,0.05583819506093878,-0.02638483449039103,0.10433124761254942,-0.06971168175437387
CXCL10,-0.023395646934321276,0.07741773019988078,0.08774521908636553,0.1017179798337452,0.0391854647430711,0.1009608359354553,0.19404400971238656,-0.008902779047908975,0.04714805881249544,0.026656610055136136,0.28117129398886187,0.0023459521186521785,-0.006418314942306331,0.13311026856513555,0.023486010522296766,0.13524969960110308,0.10240534371705244
RSPO3,,-0.04597810604665251,,-0.021374528190666202,-0.011494789814616177,-0.02822228569455645,0.011255514878561692,-0.008044940588412354,-0.05445794237589867,,,,,0.032489080948291046,,0.11036456383968783,0.02520370917830572
CORT,-0.033932771249884745,-0.009540931986425775,-0.04999141881588491,-0.011549890062160366,-0.008455025741116708,-0.033251559251694554,-0.03064988714619179,-0.020137948362078623,0.1074586978688478,,,,,0.052582886407162,,,
NCAN,-0.05828838252546645,0.08669073075625403,0.00940359751131757,0.027427430085187443,-0.01948072016779325,0.040367554633300835,-0.053778186478777384,-0.036828243165379464,0.009956905271197615,,-0.12285679145047808,0.0033392670367356474,-0.004350004493300819,-0.06547593083757597,-0.00873212876717866,-0.0494461464226109,-0.01056959082874132
PRG4,,0.06342086535066511,,-0.03129555808371859,-0.036686740045852,-0.024448167036296646,-0.037005937963192445,,,,,,,0.10458304180376123,,0.12073125104822055,0.08301909264542306
ZG16B,,-0.0186493789743863,0.029124863415992044,0.08076817373128965,,0.031210592098875792,0.04268855340183553,,,0.032334488371948814,,,-0.02945016187281004,,,0.02677879250168839,0.09374866959547447
TGM2,0.0801223324120209,0.030201990254565984,0.002610174472059318,0.009097924752749023,-0.05386367747333084,0.09907070981730741,0.032759930514241024,-0.06363342633064169,0.05175518034266175,0.03166480754935738,0.028558180546651536,-0.03544355734485361,0.09833638863759861,0.07555881481544838,0.022199183837975058,0.17325997671333526,0.08208377863121996
VEGFC,0.022820248585078043,0.003255420714520265,0.01449970426904016,0.042784990235277556,0.008991596037408265,-0.03223337324003229,-0.031987919024931206,0.012997890026150982,0.05070960173367408,-0.018189612983771513,0.010838624566647777,-0.05851920117878706,-0.03817325867893419,-0.002018478828558887,0.06849901595345213,0.16622668442111369,-0.0004892635275758497
WNT6,,0.03181037082490539,-0.03505072624122402,-0.015765012492635604,0.0026288703843161823,0.00908443269757227,-0.005132206396875806,,,-0.05980761725122569,,,0.17396921066689416,0.0015889258639190534,,0.06266382238495502,0.08453618967506915
NRG4,,-0.006649112884580506,,-0.029433925528310437,-0.04527564192418654,0.007235679615865699,-0.0038126774371577674,0.023069209334624644,-0.015541974422615002,,,0.018024239792597006,,,0.0967028325202402,-0.05873729995930582,-0.03522258682227963
PMCH,,0.04622036932608204,,-0.040740533642559425,,,0.0672051461946406,,,,,,,0.011127771292386922,,0.07378807528565372,0.06693124542389603
COL9A1,-0.04273913903897087,0.04794126323466299,-0.037765493924299294,0.1490202682150887,0.00747457582268608,0.02393759303556009,-0.04554236226011792,-0.021803789551916492,-0.025004875049390973,,0.03392562843844567,0.07719005498621759,-0.012312307638758,-0.03367343191267346,0.0106477738884578,0.12116292475414453,0.018526284432902163
GDF11,0.034930968892652965,0.06286125164699555,-0.023882153090643822,0.0426077532500271,-0.033638932574773066,0.08544010518429528,-0.028995519017606566,0.003936530177881579,-0.07941499910390651,0.007048016164271725,0.07040108437162723,-0.051141037555184746,0.0321395205174436,0.03028045138691245,0.07226294087489712,0.1670466213605717,-0.02733668607311236
RAET1E,,,,,,,,,,,,,,,,0.07835211554762112,
IL24,,,,,,,,,,-0.033727714146970976,,,,-0.01831325153040782,,,-0.021110995169103038
SORBS1,0.07516664747689253,-0.012975847806522898,-0.0479296423194989,-0.02360914911724138,-0.0006362066814695637,-0.008419635700516348,-0.0327075016650248,-0.03556494423010255,-0.029805861594709545,-0.02322090014828947,0.037206787902313805,-0.09318818496141965,0.009600992050352869,-0.036556571512494314,0.06473160677291856,-0.059354450495455534,-0.03783629532986407
DLL1,0.019476499938867457,0.05855880090948556,-0.021956429540093997,0.014364984906293633,-0.040383267331712595,0.09841410835280107,-0.005331604863182714,-0.03572279171003099,0.06179013074969482,-0.0088410134000039,0.07367126074072847,0.011977190649943244,-0.012428996820930342,0.019434349476934867,-0.01986598784450287,0.09236154083683833,-0.05772032994247215
TLN1,-0.007700144454377568,0.053269105468203216,0.02703782236922,0.04566351528038998,0.01490351704990833,0.11428033349592003,0.08094105306373206,0.0007985678737629578,-0.021154007850597775,0.05525494951259831,0.041276077308124326,0.04126090150282013,0.11286828351882057,0.021225848541141578,0.014284150597008473,0.1608792054908214,0.01218812320344136
COL2A1,0.0391499568487273,0.04393177751344599,,,-0.02175012884897453,-0.022565973253486027,,,,,,,,0.005814479865869713,,0.04144026245404943,-0.04281446555439461
SHH,,,,0.01253776159623298,-0.05912692021347783,-0.017739596886378623,0.013610003863666852,-0.020615511993853655,,,0.12061895535845844,,,-0.01715872651789761,0.055603294042623784,-0.03834710183859234,-0.04161972519118687
PON2,-0.15962193822654552,0.058096473237239966,-0.06901007245056787,0.046594001755685524,0.023476876151498946,0.11261909570261636,-0.08763638723865332,0.0294866243947298,0.056073144212958996,0.18389857199105392,0.08268490725640393,0.03139566715476774,-0.049596753849147183,-0.010588567262951753,-0.06340380471695777,-0.0692369904493187,-0.04764605349953516
ICAM5,,-0.0067693597069250966,-0.030403786813309987,-0.050686634501400644,0.04409587472799021,-0.04409611694903006,0.008947681929444338,0.012562781355809469,0.08138647466811777,-0.03192742552133379,,,,-0.011107865842142474,,0.06532240657243162,0.023941783152645744
