,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
RELN,0.044015336353322984,-0.007034726422370043,-0.01568715164294042,-0.028788644190840054,0.05924995138304586,0.018808403566082887,-0.00142586253484158,0.010532902201980922,0.022463784889301897,0.03197097875761103,-0.0006223383764819547,,-0.0716502155573152,,,0.0352180152314042,0.03755398369412559
IL15,-0.006576592286484376,0.08563809968132573,-0.028596978906725707,0.009434790615531869,-0.022211081475529176,0.04918847070848434,0.05946674175908932,0.0631692783975718,-0.002350156393588929,-0.047582254528431414,0.006195068702383317,0.09043831859118617,0.0563809073771758,-0.03981728755831873,0.033249627138137526,-0.009510162888406294,-0.03473786268031525
UTS2,,,,,,,0.006757077560035134,,,,,-0.02324228417576291,,-0.02580887365383061,,,
BSG,-0.07062999164046194,-0.009067681814219514,0.009931721437061286,-0.022110887219237957,-0.0030907815207902953,0.056251965853598304,0.049725857030965416,-0.03657690911870479,-0.022608418851183948,0.15134799265613696,-0.014225894739854859,0.04357638119524783,-0.07908883251023176,0.04872378522760624,-0.011709509456386118,-0.023505898256438146,-0.013895093926677144
ADAMTS3,-0.024188157411339867,0.05076786391655378,0.04665337283147742,0.03505785878765534,-0.0037685838485749397,0.018377787400559693,-0.00901350722491307,-0.050613267386575914,0.020649221055976094,0.06801371433527513,-0.011962677396747917,0.007392499681548658,,0.065301679879617,0.04418239074119726,0.06379529900258223,-0.0017354828379236547
CD34,0.05532060076785097,-0.0026941106735262257,-0.05028674989295683,-0.03014082256186655,0.05048302727079912,0.03192429127091258,-0.00423150166196701,0.019771730689046987,-0.0033383357647847186,0.03961986779970951,0.007870015159888147,0.0005609444186562247,-0.05360214375620111,0.016482914442847312,0.08217841732719616,-0.029186906848716596,0.06229714533183245
CCL23,,,,,,,0.042426871836246355,,,,,,,,,,
PLAT,0.01956321457269229,-0.03137582088688186,-0.013476553201357476,0.04809156519309364,-0.010282703629181045,-0.11028489966881509,-0.02346280080120197,-0.07874527746650414,-0.005770571487741807,-0.0212956625439301,-0.0072228315308337015,0.03727446455429216,-0.02664878183542304,0.10498340235189788,0.10532447343592834,0.07230240955192327,0.01705310203908956
NTF3,,,,,,,,,0.024574450897523137,,,,,0.09336910708732032,0.21680517736641214,0.024275079681903563,
LTA,,,-0.016507504493980238,-0.020979881401127852,,,,-0.025280182343995514,,,-0.01563034522133588,,,,,,
CKLF,0.0365040174662679,-0.03789072031236683,-0.037537676492507735,-0.0008677419120457833,-0.03784961130962927,-0.1222182637104209,-0.04581554907395677,0.0516345243251489,-0.036204106520908524,-0.03947823417001913,-0.0665880819391228,0.06791280526826218,0.03808306449254997,0.032614173769000825,0.08273917928200111,-0.020969229838087567,0.06117907165180052
CD24,-0.02866354352679659,-0.026056362590710914,0.05255787229492763,0.004826183631150935,0.06781861974813219,0.09134615937431634,-0.011337492654229052,0.001808900538313474,-0.023557491141232914,-0.017553893503583686,-0.04397604071758054,-0.03883008838296716,-0.023938089537555222,0.06079186235149469,0.03960407072999791,0.11408402539800953,0.0006282882891922474
HSP90AA1,0.07127816285545073,-0.005633508430051309,-0.028375190281591526,0.02219523449414801,0.024116533565784304,0.19069280078730258,0.049116550382377326,-0.03566949059886378,-0.021973783734865606,0.12862669568852467,0.016029070031494362,-0.08798676988320922,0.020338093051393325,-0.084452376861128,-0.2115733045116557,0.03646605004256111,0.01807114224107952
BMP4,0.09280112445206694,-0.006243728565971416,-0.01749892243362647,-0.048948581839533836,0.010614204062688051,-0.08106658006318371,0.001795083186249575,-0.01908370687906296,-0.03547932656117767,0.015870693730629507,-0.013318668499804256,0.10786576989869262,0.01451519585704031,-0.02824944674434694,0.03422820419144528,-0.018403114164919382,-0.015393797117647264
SCGB3A1,,-0.020068075029624936,,,-0.02078536120114232,0.0018334076663725604,,,-0.019806358898889598,0.0397091439201094,0.019792703335012176,-0.043613607961972875,-0.04423487846168386,-0.04320790521585289,0.039429209812988815,0.0045509002002229165,0.07902283213996962
IGFBP4,-0.0011017610133785655,0.016429426324927904,0.037110780665147385,-0.0109533690381035,-0.022150602185872552,-0.08257774283889109,0.010262493399542343,-0.0887992138059802,-0.051630509773004395,-0.069318918538786,-0.03432412311741262,0.009840365175053371,-0.04214714080196865,-0.04811297983289431,-0.07682165672679823,-0.10829722732663617,0.03288121691442113
RSPO4,0.018535422920568857,,-0.002238838004119439,0.015286217812133782,-0.023989685593895773,,,0.018649536241255323,-0.005729938444970366,,-0.02168174953582914,,0.013694553127772456,,,0.12087963871106222,-0.012509980065615836
LEFTY2,-0.01825322073762225,0.0313219422245545,-0.01671024176489451,-0.0017193677621678922,-0.03723570037235236,-0.03010306483948641,0.0033701492983674855,-0.042028634404074054,0.030915832829908046,0.07928899471781901,-0.01929548662175915,-0.02452091705474558,,0.029877615151786992,-0.03652522714509302,-0.046716775889935384,0.061232110082175294
PF4,,-0.0043955213531726295,-0.01501581894179583,-0.014281743376131433,,,,,,,,,,,-0.029115765725685347,,-0.030299940450023634
ANGPTL2,-0.07904884895262244,-0.015379209265157524,-0.009146819838213372,0.018994790501095836,0.02450692763769399,-0.10454626276710989,0.010638838769181794,0.015681846793054652,-0.011473726791662805,-0.05728594113989362,-0.07668119351771374,0.06630538206236246,-0.0766418110835059,0.06448940753192377,0.11214399772508322,0.05631675059798922,0.010409177462041846
LRIG2,-0.01868002609694331,0.07176409053357832,0.0011052723765347674,0.02545858662322648,0.004153098384868942,0.012873052669676586,-0.003661846085265911,0.0537143500837578,0.0026376031480851063,0.025293692225628023,-0.017445622826821664,-0.05286952798513047,0.0011324289083183214,0.03883583543157876,0.06097425173036976,0.0392812754677949,0.05264427385055019
ICOSLG,-0.0110729850780985,-0.03155292620645248,-0.011671031239704192,0.019501380105371093,0.025544970947128768,-0.054362832403391,-0.042613859950944355,-0.03366750775089923,-0.02278742164052989,-0.09391750858650472,-0.05563060559622889,-0.056686349899718665,-0.020359869597091244,0.06416068841474733,0.12963098495239084,-0.05116933341773386,-0.04866581552235605
WIF1,0.1967174416772748,-0.0017929206638085404,,,0.06286103541576518,0.13252797658952303,0.053194801479539096,-0.022689128784125125,0.012494608976640306,0.17347801439613125,0.07932841561239215,,,,,-0.03287294965716126,0.0003271610149087088
NPPC,0.02716925574617826,0.00954402758694386,,-0.0221545059460636,0.002633309006701692,0.11663209573293742,0.03512309392233987,0.09374276319254343,0.015141785937172856,0.01740863583203774,-0.020382447014510988,-0.05448565799020792,-0.0346426387852938,0.022868343578043522,0.09911935464850906,-0.0022215019606845942,0.017783065485392883
LYZ,-0.035832574309722,0.01658306829862035,0.019539084457499932,-0.02476085299396987,-0.050680592197603014,-0.030415161678075224,-0.01590909072976052,-0.0053703640170414645,-0.03638193513942547,-0.1167656055018924,0.005709985933294004,0.018517044838077985,0.0510610127611845,-0.005406737986669581,0.01058645905803422,-0.07897677801151555,-0.03916738319963185
EREG,,,,,-0.033759179651163866,,,,,-0.03041469876332377,,,,-0.021192741612099573,-0.021166999705960022,-0.05634859203437723,-0.034884207293873606
SPTAN1,0.0720851500699344,-0.0065018526265373435,-0.013144812793603975,0.009734379459773968,0.024246839958850915,0.1368085706817171,0.06279865441253256,0.06038430133456538,0.021496486973592608,0.11336433306418463,0.04134039984448228,0.04390692886376091,-0.03593229861522788,0.09682585078758235,0.08410333178784908,0.043905730127164304,0.009702207483701335
PTH2,,,,,,,,,,,,,,,,0.09273236900025203,
LIPC,0.0591048760191007,-0.02548597723675806,-0.022599610021440758,-0.025665356513346817,0.038509125926878704,0.013208147433490792,-0.05303363841832737,-0.02149186606341965,,-0.05447217114182042,-0.024553810676791566,-0.03928222647942821,-0.08799119514369919,,,,0.016315635484233447
COL8A1,-0.10023966749534181,0.011637254614278277,0.05318403128391593,0.0009149588406270078,0.007891234215079857,-0.08590699254869137,0.020268776450696226,-0.042040916522624094,0.022672648123335522,0.011786155756868005,-0.026882034276885906,0.06174537136342005,-0.04042855684454388,0.02401258423000605,0.058743221932819514,-0.05920743165395669,0.029538149989668038
GSTM2,-0.010110733793209009,0.003417116370346622,-0.02244952465647986,-0.024404944739787847,0.026515655715252766,0.03433036759971487,-0.0685711357386482,-0.021399444155483848,0.020439358795811814,0.024125413114768294,-0.010978864180032449,-0.07160259270238305,0.04511199791828871,0.08097666959666959,0.06287796181020763,0.06286311826511988,-0.008464750013396081
IL4,,,,,,,,,,,,-0.03755005949313556,,,,,
SPX,0.10608264096800195,0.037059368613587225,0.039572666099464554,-0.042055572002171054,0.0466802475594434,0.0063367700925108985,0.03760204917115912,0.058289149070847444,-0.0013579306454292019,0.05424900629197098,0.04616477975494555,,,-0.009226460248526408,0.092368662531645,0.011050186095007334,0.043334243512643415
MFGE8,-0.03028128376599861,0.031736453739164436,-0.02398683616518369,-0.042474318109703,0.052370152041427497,-0.06638481506876319,-0.011567758812811302,0.011463559720325258,0.012234708642856045,0.06952651482534014,-0.03766888460951453,0.0788735485770209,-0.06540175584165361,0.013095116557877776,0.0408248063291951,0.011061464784152203,0.0002654663587452304
TGFA,-0.08378321344444199,-0.00972202671046027,-0.01780014958489103,0.04183113694325096,-0.05247605606927945,-0.08688237344746161,-0.03783043000618848,-0.06870108076462722,-0.00819025544263298,-0.043242941354858996,-0.0015758175589168353,-0.0003747406324662579,0.014486185480773132,0.027686349367523493,0.09617352282484527,0.003708466898665402,0.034602632832898585
SLIT2,0.1311069338336808,-0.005759797268218103,-0.01345283581176529,0.04670571457651797,0.01063645059615231,0.09203579867036969,0.10867051866660983,-0.001249636331644328,-0.029040975448917407,0.06731435121268466,0.029803396701377396,-0.06499591642859023,-0.04619236640753331,0.034295720814330626,0.022472918476445652,0.03798711511871427,-0.02044455175631035
PLTP,-0.04212679457231101,-0.03726501376933256,0.008209070547920208,0.033462657663807786,-0.08864851400006042,-0.06814734078536348,-0.0017425121180481699,-0.019908524854132338,-0.017361000632479848,-0.1267320795140795,-0.004173847394116947,0.06679033677814449,-0.007190186131965905,-0.017980206438391086,-0.053506128010183396,-0.11961341132622642,0.08035747020598903
APOD,0.06457769437069016,-0.014542206980458772,0.01098610079953539,-0.02362029909294578,0.009553002483821462,-0.07693037273447455,-0.11963207359234375,-0.00558313166701573,0.00961879968634108,-0.06500692180696356,0.04983762729247066,0.02837293326794469,0.006003716119578629,0.10165657180726763,0.18496577073552983,0.0188016580160859,-0.003826831748274159
B2M,0.021669156244688365,0.04817389755698536,-0.01913970911800079,-0.03116809565078027,-0.10302878197375336,-0.16431684571862057,-0.008488890570634908,-0.02579508345478779,-0.012845364034398348,-0.1362751352405739,-0.07384167131903463,0.10324115475220781,-0.14534115843928577,-0.01576060309789276,0.030825798230247246,-0.07000748151017729,-0.018499620137946732
OMG,0.15950635958942055,0.008512148354584352,0.051348174690627364,0.00868794357904735,0.09767923076821974,0.019815863628092074,-0.020494920181591166,0.08359137972311433,0.03765354701917989,-0.061293445293833904,0.03708463447339577,0.09173664729079882,-0.002900070683210247,0.06836188921412098,0.1977885239670205,0.02245639582207717,0.043042105676650524
CXCL3,-0.07226330445817168,0.007346553759485545,-0.009602244633529088,-0.01030873615143752,-0.033462697570573005,,-0.011473750990815896,-0.03151446324304315,0.13054224028350325,0.06327495731141103,-0.011256679002140684,-0.05989483796498427,,-0.0011939334322596017,-0.03240609306235712,-0.023766696515826302,-0.010211286886541007
CXCL10,-0.04725961605326626,-0.014939282849755016,0.004417989850219671,0.03429234500795631,0.01937695161535919,0.05578389544849507,-0.002767526657904316,-0.043007026149213715,-0.03218705598272889,0.03475609519522704,-0.017888225192492623,-0.08093530477457497,0.0036126148414728013,-0.011860004824513347,-0.017184775845646136,-0.0024022803396006125,-0.06214947626683403
RSPO3,,0.07469066531241395,,-0.01658545869523233,0.08615757538100047,0.1354683262780543,0.06485390263514917,0.05232628971465,0.0017224018644074071,0.08958859658322497,-0.01176301260600109,,,0.0775149043803203,0.06888669391894107,0.0215373941456128,-0.006367243245339607
CORT,-0.029500585721790765,0.005164878402036633,-0.026817301759428588,-0.03719416464080146,0.17337687783513983,0.02525013359599268,0.031536187480587494,-0.02298261193399096,-0.03311895386937663,-0.0075552489951691195,0.03942587260882679,,,-0.027558017562952734,0.011836992529303493,-0.011973517001077844,
NCAN,-0.030902660997106892,-0.008654083366951565,0.053105856310948316,-0.03093699285000145,0.0915179580307311,-0.012364485029736177,-0.0023634318820664997,-0.007271793732636114,0.014182575472113344,0.04599169512254742,-0.0342773363220947,0.04558978038481776,-0.04127263691154931,0.10424660383741662,0.20391183282993403,0.11703837186920343,-0.005584980265416263
PRG4,-0.04026137306122949,-0.030179991222304536,,0.07351636899530378,-0.016629696679452348,,0.03821579809872143,0.02051186428830535,,,-0.013752906234129775,,,0.007112699896428661,-0.026278480064879414,-0.01969991648926775,-0.0421733891254526
ZG16B,,-0.027828363134387763,0.017334780373612062,-0.018998380189115923,,,0.12094747296462313,0.022619259090109027,,,,,,,,,-0.025848956760056867
TGM2,0.015135303841692555,0.03186047276198173,0.009403562399666067,-0.03603103148581707,-0.052410141380161986,0.03287558035394114,0.033269622627663295,-0.024654919464453615,0.005651349235186529,0.006531880951361275,0.004798534968404933,0.08721847684960021,-0.027755969478000738,-0.005862608901287184,-0.045837676005465185,-0.07036980896380703,0.005440381356726489
VEGFC,-0.028888339016554597,0.025338975021836036,-0.023201417145594858,-0.029174177082259434,-0.025598613738482084,0.024491481478170315,0.09683037775844332,0.059044188328594496,0.006172773159004187,-0.03436847717297089,-0.014035389000892289,0.009132382856839176,0.007178137682730627,0.022919697929043286,0.00643473735759161,-0.01677127544265482,0.004093643785493192
WNT6,-0.03663810997615262,-0.01137751803802295,0.15997183904580492,0.030360073315774953,-0.02291412100776788,-0.010051396548478064,-0.028363306629397227,-0.044703791715705425,,,0.041785188861384256,0.05417111980326744,,0.009078946307047364,0.005547771204717441,-0.03589920173240742,-0.007868271935401853
NRG4,-0.02730401923961273,-0.018483403491254016,,-0.019921983054092453,0.03848174860130117,0.08349882852618856,-0.014556323735369267,0.028515092089661357,0.0034308550928127514,0.11759826485460287,-0.016373918346158162,,0.0007266485632126929,,,-0.02027718256375091,-0.026983999433371084
PMCH,,-0.02130311722516209,,0.01622712889721822,,,,-0.010029365350809016,,,,,,-0.035114439838079,0.046617697218783935,-0.02272068818345325,0.021706712591544452
COL9A1,-0.02924974234511682,0.009654550211333239,-0.016931784677392873,0.03407827568726607,0.01881105878800547,-0.05617121744733963,-0.07393134892167916,-0.011535925708322934,-0.02112508931902316,0.007583967661253674,-0.01865769069120006,0.06461227173288013,-0.06377082421587016,0.02367842635661738,0.16605028456362886,-0.033388028183317396,0.03249357397281606
GDF11,0.04418408316156023,-0.009921464068460673,-0.016348330852738308,0.020004149300131738,0.050981078253668474,-0.07988423783078288,0.03286830561873559,-0.03228289271688245,-0.006383964223232513,0.03776597525374044,-0.08599237979264283,0.0915798606965387,-0.013946420989299598,0.005843287085266435,0.01954468926098185,-0.017108527810820902,0.027308875484204045
IL24,,,,,,,,,,,,,,-0.026180480193062194,0.03331900095812958,,0.01361395234381241
SORBS1,0.018521677561522662,0.011524044736045857,0.0003610940494421286,0.04161308153351729,0.03405478929653139,-0.05471533605278,0.06102708312152666,0.00924150161906281,-0.044856616851539556,0.04029098696300158,-0.011856228898895923,0.1274360532687344,-0.015842954866350102,0.03729720018886566,0.022728562391914398,-0.021226430173360823,-0.01175005933263313
DLL1,0.07241608232479883,-0.02459436616344442,0.028794792155380142,0.049482175911029116,0.04263989988287987,-0.02276756536977178,-0.01732600748483376,0.039489254654477106,-0.03734100948080735,-0.004328602909949528,0.08219959966905135,-0.03962600955909386,0.014449563833471058,0.03501636556319763,0.15109949439918954,0.08103269338480287,0.03246318302827004
TLN1,-0.06203514794835066,-0.0024788973805311676,0.04142462947695571,0.010856894301412111,-0.0713352585164501,-0.0897298089120097,-0.025483736529866678,-0.03975518450238745,0.03398955422813711,-0.09580588253697812,-0.0576429717523368,0.08440531619531741,-0.014175538964858927,-0.03570599096943621,-0.06080858160097369,-0.04092483727425944,0.06525544543197888
