,UKF243,UKF248,UKF259,UKF260,UKF266,UKF275,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
GRN,-0.002523073033226811,-0.055568045472233166,0.05207612723715142,0.04555638402127908,0.03437204095109411,0.04687161868026946,-0.03883399292313833,0.03441404242080015,-0.05154752039471473,0.006052949608297963,-0.043749364192274855,0.008382128843701002,-0.01933818804587382,0.07478731750889926,0.026283230150458102,-0.023479532861493936,-0.0513439340280594,0.02496254081561263
MIA,0.015553123915800325,-0.04896066315195157,0.01710788286280519,0.0007944705546139623,-0.02617286118166025,0.07025214924319445,,0.08859045305628739,0.04695663784120545,0.03748317089536416,0.1083982493379777,0.16648301871387958,0.020665218942573022,0.08128376053505264,,0.10703224991257218,0.16272658440747606,
COL4A4,-0.06082551756406738,0.016181022276769253,-0.05842497203710816,0.0353382658703798,-0.013771938613759666,0.06890622333910373,,,-0.031720586847644686,-0.02524185138012182,0.1308522652863495,0.05651424535166775,0.018973802012208735,-0.03078259578682061,,0.009585350474909098,0.05979267971250782,
TAC1,-0.058678087107455444,-0.008668673944367284,-0.045028165618834846,-0.04799460718576399,-0.0061956966972711944,-0.06175290335988488,-0.012867843328945947,,,,,,,-0.050336718321542774,-0.06257099463590055,-0.03710559697485996,-0.08484374023867905,0.02483937814779439
RARRES2,-0.06749989595252567,0.004748498785309758,0.005474769858603563,-0.08323013653301933,-0.0047855173714451875,-0.012860080894364353,0.0744391411048433,-0.015112093619549061,0.064155413756473,0.07164885218228909,0.010954513001664352,0.00448289731777047,-0.04408341847447937,0.017564287914050434,-0.052676164182544,0.025369136107303007,-0.02577888654344296,-0.026554272246032
FGF7,-0.03220141047046942,,0.0049548236628862,-0.03040070930922567,-0.0026771441389077913,-0.016402480523011166,0.04611028143583552,0.08425335030509483,-0.005134433208143233,0.1176402453712877,-0.033543147178369245,0.09043110612770576,-0.02019332053465581,0.009578181427047146,0.06513295790374589,0.09085557023708338,0.07436617309640217,0.060971362516134914
EFNA2,,,,,,,,,,,,-0.02895820848814379,,,,,,
HBEGF,0.02211021599655576,0.011830007024701664,0.014183463301920904,-0.045069188619310335,0.05571377267673899,0.05742410412725864,0.02493954368289004,0.030370273161221577,0.08193044124101136,0.0862345921589911,0.0335321820145317,-0.008522344093019541,0.05148445304499502,0.060787261751606876,-0.04938403661658214,-0.11367352621846229,0.07434479300339768,-0.08239571023665378
CSF3,0.03135402881741013,,0.005448365948556587,-0.05289949717483238,,,,,,,-0.0010800323097518883,-0.03361939268325018,,-0.022311169200063166,-0.03697495551432992,0.08725477883576702,-0.013407132315800428,
PI3,0.03932973288050344,-0.025853286037225177,0.016267966223527674,-0.04054306599799653,,,,-0.05830012442759165,,,-0.05697217116625906,-0.1104731845918141,0.014589256580043593,-0.010538812422808273,,-0.0633239386882037,-0.07068974344317387,
PCSK1N,-0.051294839711890826,0.010062025952359764,0.019075354490913306,0.034183773884619184,0.009139739734232207,0.028044791579110273,0.06135082630218068,-0.025072592156127647,-0.04557928539047938,0.024597252076002742,-0.02335081496461873,0.025071416267385144,0.0740641264165388,0.015888922341123893,-0.03138357768246847,0.13478346996299614,-0.11691470504469753,-0.05544048662615376
NTS,,,,0.03047419506901233,-0.016812407950323915,0.01863714433169435,0.111023620529914,,,,-0.040161461658302394,-0.04943739198442288,,0.05193609241838129,,0.09760965441507519,,
SFRP1,-0.058768192968319706,-0.012947162880039453,0.05666726969426219,0.002813461346011186,-0.0039975744319027985,0.0033959117338316714,0.07801284290999463,-0.06470490244925048,0.0075429095833179334,-0.008913516623537761,0.04406357878969176,0.03527547388954602,-0.010696316746732751,-0.05054365011989954,0.004529314096787543,-0.03946717697139956,-0.042302187346318625,0.0075745473684195675
CXCL13,,,,-0.01795063737752513,,,,,,,0.1509136657580783,0.018385027031630332,,0.008390390804498977,,,-0.007358767361038574,
MICA,-0.007042965077873118,0.022728584080784486,0.041965441011887934,-0.04474893852125434,-0.03568488733125117,0.006242190519546574,-0.006880945937549799,0.11766471821287809,-0.03881104605201697,0.06385838164469941,0.04025587728430993,0.02345621297146732,0.060535130197863864,-0.033311842737571866,0.11141474706391633,0.02934086584537844,0.059634714087066255,0.020207074136927048
TG,0.015280204902297779,0.0016510178230210659,-0.014518635140207401,-0.028718686035234718,-0.019405950748592124,-0.027836702731644805,,-0.05754790543627058,0.011735845227941364,0.10299207720705739,0.11722158007618697,0.027536208251089978,,0.011310915587380194,,0.07368678204042799,0.0537758988650202,
ADA,0.00845806346354838,0.049108581646168326,-0.011019700489675361,-0.036819925694375574,0.021353028073804695,0.004455172543174424,0.07214272080954506,-0.0952637006162444,0.04411341468115672,0.06325269296235926,0.032036263171133124,0.02598858476251546,-0.03543362686872202,0.02891271937509074,0.02819983166716323,0.05170891907291007,0.04399675751644839,0.05586692132584519
LAMC3,-0.04058581421072948,0.02686133782161437,-0.022932401922617533,0.044744812853101563,0.06313368937840398,0.07560791250751743,0.027380045605843947,-0.012587679891828503,0.04337589421891242,0.01442145497442086,0.02830517965538845,0.05713121218480387,0.00793069469235482,0.0598598433257039,0.2783692053249011,0.04623713424807309,0.019839232059544045,-0.011725637015011387
CCL7,,-0.015631382985718683,-0.0076192151389152885,-0.02379923098834811,,,,,,,-0.05332191369800761,,,,,-0.0394752246327617,-0.038090685115341465,
NGF,-0.01734765224170617,-0.02683830834628333,0.05200932244859352,-0.025403202024528646,-0.01851848202050974,,-0.030089304085035434,,-0.028618810071809535,-0.02966907800528305,0.02652706627776863,0.006592531199513429,,-0.011283654471104134,,-0.04265559857667375,-0.010992452114764063,
TNFSF15,0.011348073733110737,,-0.03126593006821502,-0.017620869862924896,0.07763880570750742,,,,-0.06857697098675518,-0.029963260309615627,-0.015464913172663255,,,-0.025974234355195358,,-0.0710972141580304,-0.04444623343648234,
HMGB1,0.03732381947736059,-0.015443272198581718,0.00038481888220494857,0.05849493444654538,0.061070629767532754,-0.041533738830357735,-0.02138846448532635,-0.008121352753454028,-0.014334035202884706,0.043865686365830055,-0.1108696073427137,0.0028569319110478483,-0.039734098306437475,-0.08195938414401366,0.01118700775311381,-0.0015202721741903763,-0.06041729823381149,-0.030257607843528055
ITGB3BP,0.008664790685686399,0.0360535919609017,0.016560674035180894,0.03152312306387797,0.04380729774285509,0.006847225006695796,-0.012884471476179363,-0.11675338725864906,-0.02497868275116423,0.09919206135983961,0.023661740426458813,-0.04271553532532065,0.006557976495895064,0.027219427139710217,0.022142477318271216,0.03653994442010699,0.08291428358742967,-0.012368558674908275
AANAT,0.05770927355214459,-0.007326650243281475,-0.008469354576066642,0.030821421426050752,,0.02240177788470043,-0.028288370959441794,-0.049600076811486225,,-0.020794263503327214,-0.028778493158913284,0.053665909871353785,0.00254895235228279,,,0.0006982362631867242,-0.011444759924486859,
RELN,-0.060422196774061576,0.022918680131446347,-0.01713145799616407,-0.018452068580129845,-0.02581062833031196,-0.017479171330885092,-0.033271504409462686,,0.08110055924567905,,,,0.002908040223478538,0.05209183876621995,0.045316395648753026,,-0.028848869186577142,0.11928674204994502
IL15,-0.022795258856304464,-0.04145904742312997,0.02110334446204303,-0.008834607615278264,-0.015999767888704292,0.024721275518790067,-0.028801031327992655,-0.05716924356020038,-0.07941426988396852,0.043894603618447686,-0.04786921175733779,-0.006519790384134359,0.007078288386744597,-0.038366584224269536,0.011945483898576498,0.1064503558563137,0.016633726786189865,
UTS2,,,,,,,,0.0427179183926849,,,0.027213188922283985,,,,,,,
BSG,-0.00268669161432982,-0.03082239128425746,0.009835326010219943,-0.031262520496314075,0.039497524973805896,0.01035512047788145,0.015964240836580244,0.03998692368716707,0.022911681065536774,0.06728184928230452,0.10573943731563294,-0.01518802694576585,0.009273004623826084,0.03235053288291675,0.042092604720359396,0.053282936607243356,0.1374518210931875,0.00983793045903604
ADAMTS3,0.014059639140864576,0.08379607810452795,0.028413204257559662,0.019585844529097035,-0.011675623831920215,-0.009050668012414848,0.017796022055266845,0.03592962641985572,,-0.024899013601458426,0.09882706285895082,0.030566107025745953,-0.07038422576839033,-0.015538907090707496,-0.022759167725904254,0.1174172109320251,0.12081002258491344,
CD34,-0.010285060753831891,-0.019944128882564683,-0.037858006003277954,-0.04828134000034594,0.04273060560019442,-0.001632320071125619,-0.01855115187681094,0.0295440818856082,-0.08663913284826444,0.03703074343717457,0.05700851872451817,0.05184485748298845,-0.009186686695072659,-0.03829403198291774,0.11560546862070718,0.024639965435882587,-0.03605136232284013,0.03391701069610583
PLAT,0.00809466876080256,-0.03758199118671072,0.003977785504957815,0.05067307018102744,0.07698901737203274,0.0728073613096138,-0.0015644998330253594,0.06714149084392246,-0.03743195775810274,0.021970590972121565,0.024261576363205556,0.06764493717108203,0.006270261930367661,-0.1084192766915187,-0.004061357382798851,0.011587130965221503,0.044952661869592674,0.02790212784845476
NTF3,,,,,,,,,,,0.06258721158220557,0.1031888779016206,,0.06713520658553594,,,,
LTA,,,0.0052460030556545105,,,-0.024110071115847547,,,,,,,,,,0.07079972673816479,,
CKLF,-0.042842794123915444,-0.017678702617986788,0.07502672618275025,0.03056226820593508,0.07349802434408464,-0.03790197508014512,0.05939927501657951,0.0452109305369068,-0.11693614737732327,-0.004622460913400389,0.05234397408132259,0.0842381155032544,-0.025799943670924995,-0.012980697052003429,0.08725737774230219,0.14196957764083268,0.09660332295104965,0.07730152184478896
CD24,-0.026179659967756962,0.0064929285500522705,0.03959609510993559,0.06513563457010067,0.0645630920548837,-0.035069594182326275,-0.04068466265061321,-0.13180318814628508,0.09700281989171138,0.046526378531572765,-0.02198414412832912,-0.025627493698172535,-0.010326419864632584,-0.023390223410577525,0.04502882070360645,0.018727470461214958,-0.05758168774237697,0.08262634607531733
HSP90AA1,0.027045425860092148,0.06529937491495694,-0.006536437160668,-0.02001874761819016,-0.07863384513063701,-0.0008674677068645607,0.010188278456656489,0.060783571767497886,-0.03648238910697411,-0.022942549783618385,-0.11817023009918676,-0.1802142347489789,0.07422898152404939,-0.09811150201217081,-0.031610249613747296,-0.18237997302451633,-0.1318661053947031,0.043352281747225815
BMP4,0.0008319838220875698,-0.02731002530459694,0.03860590544210455,-0.017850974934330445,-0.0028938242237405015,-0.042951834385369515,-0.045120565506150505,0.07843838790039126,-0.04296125694401253,0.01051753742547538,0.05673406361894707,0.13435609401377951,-0.04619785078449307,-0.038405845662077095,,0.011756703267367887,0.0031475021752078625,
SCGB3A1,,0.029039074710789786,,-0.018908091907106697,-0.020423986686843462,,-0.027736761272659127,0.0732277577721155,-0.03549954628578054,,0.059341482419009835,-0.007368428180487359,,0.015283819160831639,,0.05241740952338235,0.025779142531471295,
IGFBP4,-0.06764951974215404,-0.03173226500386312,0.0022877355526688442,-0.037707979244454314,0.10645454803059148,0.004246740365301532,-0.01957719410624507,0.07609767482856258,-0.09247428211926778,-0.015070880380603181,0.0005939012819218771,-0.03294253566499568,0.007643283242881722,0.0635243376274864,0.06638274279449974,0.01349014839230366,-0.026140804266877444,0.02350264907199754
RSPO4,0.01805885227591086,,-0.043275644626907535,-0.004760163919430743,,0.04016115610164429,,,0.044498604357212916,,,,,-0.03632648889473334,,0.014171859403990768,0.18985399391433083,
LEFTY2,0.011194163081713,-0.012300653225479236,-0.05836553037891226,-0.033872687515636345,0.027473229371758886,-0.0513338355818558,-0.030089304085035434,-0.03947676019619461,,-0.026573306446894412,-0.007183366170541621,0.02084859897872445,0.01450401694645518,-0.02470619513910952,0.09250972573161642,0.06654770589158146,-0.03432447760716929,
PF4,,0.06583953099681476,0.022182280067585217,,,,,,,,,-0.0013322090419841891,,,,0.060168142350206566,0.06184095337204113,
ANGPTL2,-0.009846425033123829,-0.00908405628871383,0.020532303522431024,-0.03955758949943037,0.06494151040554338,0.02045919447526381,0.10599101647162822,-0.059413301524626067,0.06625808937630832,0.0421851915070793,0.05547210241255425,0.10100460083352394,0.02916172993091411,-0.03614917796194408,0.04479524510192865,0.026537040024896996,0.005879159106190849,-0.012769920302407199
LRIG2,-1.374990427696111e-05,-0.03727120661555626,-0.04041569412048884,-0.01965398440894809,0.053274714331136536,0.0011022869221834835,-0.016870218067410486,-0.008515336714207384,0.0928367975758407,0.04704127375661837,0.005751473773206234,0.07608042626156633,0.06584815066965845,-0.031217284699040747,0.05603449285249806,0.07824518808771842,0.007018182256247667,0.024235547897346492
ICOSLG,-0.020509778168481804,0.018615325845945545,0.0030249876661038247,0.028805284187806285,0.007518165849130124,0.029167573931680263,0.017314217398562908,-0.04067392159500604,-0.1023836246102981,0.027984112984589655,0.08336862494229201,0.1222611224650092,0.050174727902197604,-0.02571554097418825,-0.04429760737917779,0.0640048034658512,0.03767891344149272,0.09049343821722618
WIF1,-0.02462553885487089,0.017053031063347525,,-0.03568974296971372,-0.01222911444660316,0.03183321155564829,0.062393569325721626,,,,,,,-0.022478478145608063,-0.03979438924156693,,0.053937372098812796,0.04476682327528325
NPPC,-0.06793489827265133,-0.024278760640932238,-0.02961813960617246,-0.038068562384918625,0.07822172498091388,-0.0222394694746589,0.015440914951638405,-0.05126053343442212,0.09355533148330501,-0.024898965781411812,-0.02042287430574632,-0.040003424900773445,0.03551445577983297,0.00925104236817478,-0.06792572305171603,,-0.07152386563084952,0.0038431007361009483
LYZ,-0.020221848486946917,0.008377284994494697,0.017255244381844635,-0.051127764719018746,-0.0022591284045953867,0.013952583034149578,0.010518579574265555,0.01688663765757371,-0.0838037615819018,0.01575373675474252,0.059831211920656484,0.04727376606159898,-0.00860792732807547,0.061786142000436105,-0.05152383665644397,0.056522774036394115,-0.06113331226579473,0.10205236196716155
EREG,,,,-0.030710155352876516,,,-0.03095310065454261,,,,0.1130308088995416,0.015846970765203812,,0.028255440025877994,,-0.030725063763845324,0.015828547069753385,
SPTAN1,-0.011821230311157949,0.006433813804571517,-0.022233121470455797,0.054708416818725916,-0.018366588540940885,-0.034839818825552996,0.01787846077618063,-0.049134765638119464,-0.022372310153852364,-0.02377030940719611,-0.02675507620990785,0.014968864597630478,0.032143162605525175,0.028146809987633137,-0.02169876951243696,0.10160574045742643,0.006800489625842724,0.05250861486212475
PTH2,,,,,,,,,,,,,,-0.04417442988553867,,,,
LIPC,0.0341088412026792,0.04780140071701089,-0.036852875841374345,0.013692414071818357,-0.02481153744084706,0.012917032227332708,0.062184212899209626,-0.036957026089125274,-0.04718174732860551,0.00993100044247998,,,-0.005050196779902625,,,0.07321434612630294,0.09663496250193601,
COL8A1,0.02067695749441622,-0.04831546418316697,0.006929276828709108,0.011534468384440714,-0.03478271480303066,0.01579501558265107,-0.023089996165695487,-0.012417659748291489,-0.034180340711960494,0.04338126750669406,0.08140446758311595,0.07229053482771851,0.008769507740554856,0.07355172297235402,0.042694633940394855,-0.058745357774131424,0.028749963345049808,
GSTM2,-0.07599942547945651,0.00428989752126282,-0.019774804649069694,-0.023689647343760088,-0.013529958160426079,0.015477219491216596,-0.03832210352514188,-0.02588955201029712,0.02208902978059566,-0.0626432459855844,0.11148635084950992,0.06130912471168205,0.025498754745649384,-0.040757819411958204,-0.07011433684199826,0.02452647419776389,0.03559904781874881,
IL4,,,,,,,,0.1263086175072813,,,,,,,,,,
SPX,0.022042370407581263,-0.032106635895065065,0.02838576090902186,-0.04237472982297242,-0.010887694960573584,-0.028292858771435284,-0.05450995383541554,,,0.014387467290507694,-0.011107796526129405,-0.0009346980133697392,0.06335565158603883,0.001920160773318554,-0.005954437934613963,0.1744745311410285,0.12750706318606808,0.035671213761283876
MFGE8,-0.015299341569735472,-0.028293075931683002,0.012529088822461672,0.022306125999185362,0.015836964718620936,0.005716917868061896,-0.003851915212162154,0.04916645116478643,-0.023007826898166963,0.11186103445996923,0.04732586610123834,0.02609625320875183,-0.005975074086626884,0.09438578217996103,0.04982917973601301,0.040549564081473984,-0.012672920921231692,0.04543909292063868
TGFA,-0.03647412384048629,0.03942593954341328,0.02714126638983928,-0.009794748602373735,0.03533891654597829,0.04621135797492938,0.0590023825873189,0.06748536413257913,-0.0032752609135473084,0.03963458125476444,0.0032845793047040716,0.06994408459203601,0.03422995077000619,-0.01586733467184141,0.0195163902342829,0.06937521351841455,0.013701566557467881,-0.02134811215319623
SLIT2,-0.05421453300492496,-0.006922394154633966,0.023727909194149764,-0.020092389805353602,0.06328455929061,-0.023125761584434842,-0.05951654153441283,0.04610229827436379,-0.03687285199350743,-0.02815852830076254,0.14511699436875525,0.06879860889259454,-0.018385231197822077,-0.044257935043261296,0.08733564222864436,0.018578375546138632,-0.05379880642882134,-0.027652644085686445
PLTP,-0.005393448629780548,-0.0026444586483440912,-0.0027559871275581326,-0.01525570864854421,0.01800879663330725,0.010893716703228484,-0.012385215690921129,-0.04455745917685562,-0.05026280585299692,-0.007509458091376159,-0.031562521267262375,0.015270095947854756,-0.03483097847524509,0.09083972525165185,0.10105072267106024,0.026446508290288537,0.10043317123673343,-0.05866213924964249
APOD,0.010708628784365452,-0.04727491933120198,0.05520819951745163,0.04166883727783375,-0.02650461515395573,-0.034939094725100026,-0.023376225695225364,0.02437202949565477,0.019716137017449523,-0.04962631178788922,0.14141991321459582,0.13555025379436972,0.028591961835376274,0.0036246098134809774,-0.053927656204422754,-0.08391973016912117,-0.019275139568877976,-0.0754982094229647
B2M,0.002739570920663505,-0.012605296819871891,-0.01627138473914919,-0.03330245216487594,0.050522112305648424,-0.039598646992914634,0.00832005181242673,0.037001267833125476,-0.11310899332610679,-0.02413244943689541,0.05879822602257338,0.10361242586407485,-0.0022610273384318035,0.06853795288243339,0.011083799709705779,-0.045111849457454216,-0.05475827893365986,-0.059114581867574525
OMG,0.0005095580285096131,-0.0010168013233045922,-0.03186930268237626,0.04302966174731581,-0.06546101212439835,-0.036551853348981964,0.019834339764607183,-0.040964604167488865,-0.05126485705885616,0.03066189124893682,0.12087625392588083,0.1864463327362374,-0.029099889055321633,-0.032200977406659545,-0.04426851442821912,0.21004516772653406,-0.03943713778927562,-0.061390503477348556
CXCL3,0.011195049769957182,0.01748635733056369,0.046945084678778795,-0.036526187194871225,,0.06224193814368767,-0.043574066409801236,0.027539362205341575,,,0.027569929850331455,-0.00885128617638875,-0.008987852379460284,0.06886836119732406,0.05977735730109364,0.04907520028730448,-0.004783970350371101,
CXCL10,0.01853889757879745,-0.00863490828465383,0.002863175015107199,-0.043266524711079356,0.11508405152908573,0.0017704227226665581,-0.00028137617781703823,0.09688084004536848,0.16513004433187806,0.1323999259059882,0.01265502207365065,-0.030085197825754535,-0.04729378382609443,0.03137953442782797,,0.0771528182461045,0.03506486620098578,
RSPO3,,-0.021233245538432685,0.012403357503612449,-0.003077294562594429,0.01726403423075018,0.012995833016168216,0.04446974013971246,,,,0.020653778853791778,0.003623952761496937,,0.05409795887778327,0.06098477030320582,0.02946748836620508,0.010194562779974234,-0.043988577361700185
CORT,-0.04799638852072012,0.01879339205380475,0.0034630456560487345,-0.025642326441677785,-0.01591968307021067,0.013942051498336518,-0.06096695753116199,,,,0.009447673211570747,0.1090787564569834,,-0.054159540988621226,-0.022085385221140084,,,-0.04697267583970043
NCAN,0.07681742921275664,-0.006331344810316813,-0.030550545215845926,0.031635928787251674,0.016562784922378875,0.03457322085588527,-0.0320838287304873,0.020754850783551347,-0.07238357322242556,-0.03527194216020767,0.07652728957040623,0.13020905552900988,0.07652076400993145,-0.028046943616285666,0.02432222094357045,0.15311080228022983,0.08960689717809064,-0.039559846234981745
PRG4,0.017017258993589305,0.03342727324671306,0.012878528970188634,-0.015127754103455819,,-0.00502781582384559,,,,,-0.004216620572624072,-0.03199027404688994,,0.011312773760758024,,-0.03833502150866186,0.027104135080078442,
ZG16B,,-0.021676008181059747,-0.003973803860339534,,,-0.019157640177200678,,,,-0.02311625927638707,,,,,,-0.004135202274520339,0.015397115561194132,
TGM2,0.02081371076678373,0.012024880554942118,-0.014690550132986945,-0.0560477733397595,0.011394694461549242,0.04395393412565701,-0.04267111247401064,0.05851008407547989,0.018177808608643403,0.06041385892297602,0.10285702997452872,0.046436656654146376,0.025943097083739642,0.11132972054693294,-0.09631437499189725,-0.010548686895115855,-0.04736083373240067,-0.03718896293324455
VEGFC,-0.03364411842072103,-0.02984774401410927,-0.009541097881238138,-0.023286626418363255,0.15874362580404047,-0.013251762886665717,-0.03497686896577577,0.013427030559426206,-0.03841269174502337,0.0645428068958058,-0.00650405680021163,-0.019209711777050036,-0.0029848108330214926,0.04786995675560021,,0.008341594969636558,-0.023894316650848565,
WNT6,0.01829014530209477,-0.011801697154481141,-0.03883512753691104,0.01435180283106935,0.02923298694494367,0.017793710311331427,,-0.04479753234363685,,-0.021983565285778287,0.026032336621438296,0.002506259171048589,,-0.022331841597318956,,-0.05197114826775794,-0.027813144056497336,
NRG4,0.012755219466549705,-0.014397052509177872,-0.015022358220366273,0.013501689724737167,-0.020089892070073345,-0.013493318101322326,0.07467601739030864,,0.034221328610466506,,,,0.04970338379501747,0.019503834243143316,,-0.01568781674742123,-0.06069880250285794,
PMCH,,-0.016593377807553447,-0.02641024016437433,,,-0.028041479138195706,,,,,-0.019411589964065487,0.049494295611546946,,0.001004745101465138,,0.04025947231234241,-0.055602665738437924,
COL9A1,-0.019597223812297903,0.020465020038798288,-0.0030908239243986053,0.013848345883514484,0.09541610866731151,-0.03910492769379481,-0.030524004870903076,-0.043987351186294044,-0.0026745342389137196,-0.024364803453933073,0.017810163510215245,0.16595069615728136,0.06416180016710432,0.002476225695247514,,0.1556897297006303,0.09656614163510842,-0.006306054323450284
GDF11,0.0011344838081772295,0.010314919999390808,-0.012903385798567408,0.006061644666519473,0.020087424212531128,0.04005534826069417,0.11901827282253205,0.040856488863747806,-0.043118257391893615,-0.01263553695925012,-0.0030559316077127794,-0.011782828292771993,0.03341444012343515,0.0032765901004658485,0.07967891861615871,0.14546324238323488,0.051459165213178455,-0.06937880147596297
RAET1E,,,,,,,,,,,,,,,,0.045355170686156236,,
IL24,,,,,,,,,,,0.05420962936101384,-0.03660012178110471,,,,,-0.06035167572041139,
