,UKF251,UKF334,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
COL4A4,-0.0001054977794790122,-0.017888230829369873,,0.08666730485981693,-0.013328340356207028,0.08048384474193244
TAC1,0.012048757764776298,-0.010534953112292864,,,-0.021638890232281854,-0.0782112726413945
RARRES2,-0.054000833029814115,0.024095591292738264,0.052728923715047636,-0.07623512358821459,0.001013751347163787,0.14493645222291254
FGF7,-0.0027746224240146975,0.015643277220154538,0.1316461945776335,-0.0702270734229165,0.029543772369683873,-0.05275536467740119
HBEGF,0.02268788026182369,0.05929957041685352,0.13855916473180233,0.09754838798630201,-0.028650018585886686,0.07892964667116055
CSF3,,,,,-0.017330278436582965,0.10800239065985547
PI3,,,0.1386320792444472,,-0.03765293762210812,0.06759674989068565
PCSK1N,0.027372340526394277,-0.009808741280860296,-0.029737486014553168,-0.004341344619517427,0.045562298545104046,-0.08489275883930422
NTS,,,,,0.040429840285311616,
SFRP1,-0.011976219978703153,0.033351868196456774,-0.027401058301979173,0.031254824916433714,-0.025067417976106125,-0.03003836251458107
CXCL13,0.016320489713596183,,,,,0.008844638681602105
MICA,-0.001068101525748866,-0.02547184724584301,0.02779245191121999,0.1169875631470603,0.024217579788390453,0.018890394649580037
TG,0.023785075517240215,-0.018872412685289667,-0.04241055795958176,0.026606090916386653,0.027011552595390884,0.04020534888152024
ADA,0.0644433650411967,0.021136211609742397,0.06052013933206287,0.09323099280721721,0.034765132388508195,0.05012928394333078
LAMC3,0.01411435338053158,-0.0023754958460766975,0.05901134213090739,0.030994325284485202,0.01804672843234458,0.03483366876521839
CCL7,,,,,-0.0181604518963664,0.11781593018521372
NGF,,,,0.06299012134852987,0.011477443375599857,-0.009441414416946181
TNFSF15,,,,-0.007328122409264655,0.014345384244373678,0.061542810323689315
HMGB1,0.0633462657944625,0.09368045513111704,-0.02086594469128945,0.05687583629648869,-0.013661644339295445,-0.023116193641381323
ITGB3BP,-0.012578543150758648,0.02185169834663714,-0.03200376824294394,0.06010077002069588,0.018626388250612618,0.03419063295565034
AANAT,,-0.01685296834100163,-0.025149459254513645,,0.1142447520450134,-0.02057594366276595
RELN,0.003995366745041161,-0.018657690592845277,,0.0352722087092445,,0.014118461597888675
IL15,-0.020885183044233493,-0.015630349204753258,0.01760284364300727,0.08944533157090799,0.009194510680098538,0.024708357867274537
UTS2,,,0.006359582344971793,,,
BSG,0.030814175935883426,-0.037676529679909414,0.06585620570145867,-0.04359229482510968,0.009998810051475442,0.026662254831137714
ADAMTS3,0.05205513746892766,-0.012650131811006817,0.019918928806272485,,0.03739436891129768,0.010815992785108303
CD34,0.008419093431572697,0.03403014592568393,0.04810199416988316,0.035668310058150424,0.01319652436908242,0.01332612205537727
PLAT,-0.007121592438786309,0.03305203509279485,0.039952226911900986,0.071176857401012,-0.012673994658063488,-0.044435199855280674
LTA,-0.012055897725588065,-0.01563035113417086,,,-0.025859842080901314,
CKLF,0.012234815130732074,0.054767930997288376,0.1301528887033155,0.12219593825929402,0.007474789586562068,0.015832207278391318
CD24,0.10829116174757117,-0.012529118673787077,0.11767408014819733,-0.0931655157781541,0.043848273127724394,0.03953843649136288
HSP90AA1,0.00420167303252328,0.024161319203634186,-0.11526223834699251,-0.005191263188440551,-0.05612589051769267,0.001115053042512873
BMP4,-0.012779958305916658,-0.01331867353815036,-0.048786812688921564,0.03094001548142465,-0.032094669411057986,-0.037396461187042596
SCGB3A1,,-0.01090665231867554,-0.03280671610258615,-0.04464145895038017,0.005273356684116821,0.009409861393783765
IGFBP4,0.022651478046677175,0.002359679505592423,0.01078751023089243,0.04916319949366522,0.04340790975522587,-0.01093503774740027
RSPO4,-0.019489735583127124,-0.021681757737862125,,0.05314065153853592,0.12812094460048298,-0.0259454499270425
LEFTY2,-0.012203962492385409,-0.0014155975225468174,0.07604091530136141,,0.04527970407293267,0.017458639232069074
PF4,-0.010966477549302144,,,,-0.025859836096742042,-0.020324539043066133
ANGPTL2,0.05024949336761184,-0.015102184529780311,0.004740349062342655,-0.006612822335508793,0.04445583198184992,-0.06394116426754667
LRIG2,0.010660081193056998,0.018475469629091176,-0.04016437619640914,0.04475431823548593,0.02275088320368506,0.019440270387511758
ICOSLG,-0.006833162668522831,0.09019238390754797,-0.02463460563975978,0.05907027580745258,0.043085132970883726,0.019949241788264183
WIF1,,-0.05219697628287857,,,,-0.03729509489653307
NPPC,,-0.02578500406824285,0.001329455650549279,-0.018657189629828087,,0.04540547758672894
LYZ,-0.03164171085145534,0.0016162736933783527,0.022132458888578833,0.006667171504439508,0.01824371980952548,-0.022488726981520116
EREG,,,,,0.004369807488403517,-0.023399565233475347
SPTAN1,0.00046452271353579684,-0.07636591424856404,0.06883587260833235,0.04568466734104072,-0.00939844519462775,-0.07333771109074329
LIPC,-0.01650513481041437,0.004017208591809222,-0.04809741278583133,-0.04915931664178163,-0.032696620715365055,0.0010731011261822692
COL8A1,-0.02933598153480825,0.02191813626976845,0.0935864911516516,0.16094115611236498,0.0074471927594462,0.03509641521021653
GSTM2,-0.024030384736872582,0.005317022651069259,0.01967663528573816,-0.03397122658419154,0.009640896944154402,0.037731819284877004
IL4,,,-0.045976536297393546,,,
SPX,0.0621269627846435,-0.015204457516363406,,,-0.0002166842546538227,0.01470510570121466
MFGE8,0.00247919316287255,0.05311337339075963,-0.01425778175560572,0.10566459271173717,0.04745608158049777,0.05528205869409999
TGFA,0.06510710085791913,0.05595690029400744,0.025217392262373867,0.06314554758753184,0.04448593732627148,0.03478024202701867
SLIT2,-0.02859474864671745,-0.015543725965327625,-0.005209363360632538,0.18707726492913926,0.0444233379625942,-0.0009752266236432549
PLTP,-0.016020326032424134,-0.042654699712035025,-0.0024620542406013765,0.024733809856908352,0.05253823381748932,0.06892265186072744
APOD,0.014860882066060004,0.08370294746116036,0.03057056332433506,-0.005091290819211983,-0.08407650631454912,-0.020578858835336184
B2M,-0.07896985474839996,-0.012754494265905601,0.011990876193830205,0.08427191100985267,0.015242040384042591,-0.14227743218837813
OMG,0.005808255113446365,0.0585895840512777,0.016236886894565084,-0.06326311861596215,0.09597546361245186,-0.09146551934494146
CXCL3,0.005584733709255351,0.10674844307509727,0.04528856330868897,,0.05053438372828637,0.17005978786194084
CXCL10,0.014944350728694435,-0.01788823195946559,0.10366742159267385,-0.007471141400097222,0.05204759888209814,0.08753342198826095
RSPO3,,-0.011763017055854972,,,-0.018429307571718682,0.009010235833524857
CORT,-0.0195854344553293,0.0033851289059356067,,,,
NCAN,0.06090219705298027,0.031065147189204965,0.016310627672695702,0.02226666014763889,0.012593374088876726,-0.06493353925017095
PRG4,,-0.013752911436744552,,,0.1232202786452421,-0.028288989388360768
ZG16B,-0.013196373364018434,,,,-0.022979363182041874,0.06887559715606748
TGM2,0.06559149590832519,0.05974835847372638,-0.03961096507987795,0.06949384866533645,-0.009316014687044322,0.004016701810857648
VEGFC,-0.01694465158546525,-0.014035394310368043,0.07914158912583948,0.020009655204137847,0.033342850786218674,0.034083926918040276
WNT6,0.04001571480073516,0.09683216588470306,-0.05830137413444483,,0.06430829626082928,0.03668984983583738
NRG4,,-0.016373924540280926,,0.028551492823501542,-0.018429309637204367,0.009721832331273397
PMCH,,,,,-0.02877937773642549,0.03861346866552853
COL9A1,-0.009241397807464467,0.017100393924277688,0.053000441679747705,-0.03200794654135436,0.029838998692035712,0.01324484844949644
GDF11,0.07616709360640869,0.0016534713381475637,0.03780058480788774,0.09256413236118162,0.04329645746952314,-0.019834914461622905
RAET1E,,,,,-0.020216821728236068,
IL24,,,,,,0.15796411440550637
SORBS1,-0.014955510074377386,0.08213822479898679,0.03367793658358892,-0.05699704091042923,0.06458054311976759,-0.027000677998097657
DLL1,0.04333711180051406,-0.008089612039021445,0.005998349053496676,-0.0008478995079871053,0.07224415617865941,-0.03093008100893173
TLN1,-0.0008038311809683082,0.02135862740263736,-0.03014903511284679,0.0876780244136503,0.012481793671758654,0.027233660530098437
COL2A1,,-0.01142784454038692,,,0.03657304544249232,-0.0242745311764151
SHH,,-0.010906651365366232,0.11714556555757878,,0.06258010346300666,0.06230549938658262
PON2,0.013539527199239192,0.017768122178008664,0.012266081446411245,-0.024856793445389467,0.013019754992813392,-0.005526427855041349
ICAM5,-0.01570924095177265,-0.021300100972264126,,,-0.03974059101916366,-0.05575941909459508
HPX,,0.05091016774272053,0.02672018274755315,0.0036955082407176703,0.0839421350526411,0.16998654375921848
SFRP2,,-0.021396058819318983,-0.04597656335846006,,0.0070246713021793715,-0.032184378188183704
CFC1,,,,,,0.01856975337608457
CD70,,,,-0.0353562287092297,-0.012998157272285801,0.03690632808544087
HP,,0.026440893958466608,0.09700351377077095,0.006820785118918859,-0.027568231524635473,-0.02447497162609194
CXCL2,-0.008673949048402676,0.05829813524285886,0.04322538829890409,-0.03209423573883311,0.008878108989032888,0.08059065310423524
NPPB,,-0.014035395331202521,,,-0.01869448215066749,
CCK,0.0005262353916732101,0.025170286116868265,,,0.010551481969037687,-0.1477440492866782
SEMA6A,0.05944741486010576,0.025338164385455355,0.04377862586577452,-0.01101447838284034,0.0086082599251774,-0.02409836397650825
IRAK4,-0.0046106514246818196,-0.04748257557589693,-0.06899360314602648,-0.05321129276747031,0.035701381554372504,0.04223728766421995
GSTP1,0.05341003843537498,0.049937270042528945,0.06677886350331043,-0.04671634300461384,-0.008772695757973709,-0.014358058312630958
VCAM1,-0.01978353383707573,-0.037971593268903064,0.15488311816461928,0.034249492779375064,0.06889062189739864,0.08882192940638317
NXPH3,0.014351945834767758,-0.00497477974569869,-0.08984089349307815,-0.0861049773976704,0.05689060240524441,-0.04036518193110446
MTMR4,-0.01695601936011789,-0.017264140632057876,0.00725853027615253,-0.03040677954484314,-0.002964631993886703,0.030234355255397128
LAMC2,,,,0.023466942240619848,-0.0356187213902195,-0.006069282647780428
IL10,-0.017480000604705042,-0.01256367424277226,-0.04883725253348506,0.010836367902912031,0.0879667664746405,0.07132102130725894
SEMA4D,0.00947388733277596,0.015640239644875126,-0.0661442974821625,-0.012191029952384939,0.07447530731910043,-0.06505249758213605
TRH,,0.020051839832171466,-0.038845509628064184,,-0.020939073688277618,-0.029557207159993253
SEMA6D,0.014165574369655097,0.06887667098633887,0.040783699182772803,0.04458781575986798,0.02072495555463215,0.0102950762935293
CEL,,,0.061146651895993866,0.04573289122251191,0.07502575511321258,0.11708455513987386
PDCD1LG2,-0.0315056259348354,-0.021491657101224648,-0.06219714091212127,0.02999504582827139,0.04995169169916237,0.034967520252056766
SPINT1,-0.012038282153348864,-0.0184407690616055,0.1336790790221037,0.06303878250407548,0.08362547928448844,0.07029468057787316
CTHRC1,-0.01830732140456084,0.03716374267949539,0.046583782067902674,0.028054537433474806,0.0047018121218842515,-0.04714206061384946
PODXL,0.0445917067937271,0.09151600621121471,0.018196088758986213,0.0626291022982867,0.00012996678176627885,-0.06630794566387095
JAM3,-0.05064720568296272,0.06007200588787226,0.09873406900048137,-0.003910675218967652,-0.05475776456574207,0.012894496297223244
TGFB2,-0.01861802660349253,-0.07764992525313537,0.04032676901499986,-0.09589067266850856,-0.02868630658530002,-0.06114354151436
COL18A1,0.06778653645723258,0.05433814625985184,0.09499359589261458,0.013129345445917366,0.0096134811668394,-0.09841860269026763
NODAL,-0.011754462309317325,0.015881320366577793,0.12374032089506518,-0.04896813670173308,-0.013536258288719205,-0.054048594248167665
INHBB,-0.014804808529721741,-0.03814545057640349,-0.005000544539864328,-0.03442580659992134,0.034262206619036555,-0.03485234334645113
LCN1,,,,,-0.021174731003692,-0.01819852952918595
ARF4,-0.012356914942105732,0.018098138559794006,0.07378861315702202,-0.018727570664466706,-0.026396013366624088,0.05275788061236796
CXCL14,-0.06797229934107324,-0.02678826283491573,0.1122983098507238,0.059967650737707344,-0.03625394557257314,-0.022800297386229622
LIF,-0.014874597757844471,-0.023244297960063595,-0.03696248167499893,-0.0033907772840189214,-0.07326745622084149,0.1108192695763071
IL17B,,,0.02104435424776682,-0.031107651449436113,-0.03576708348319097,-0.02057593953055341
MMP1,,,-0.041299711541073765,,0.03322693817224076,0.04737155578454403
MATN1,,-0.01142784311824635,,0.021422232152301837,-0.025466388019451468,0.03503246877146484
ADAM28,-0.010667600368013154,0.017722012429131045,0.010730537610340036,0.09297358616671798,0.058287165010509706,0.01600015163058124
TCN2,0.02049039224510467,0.04499213171479749,-0.003660007409511586,0.12103916128856847,0.0030810551565272413,0.013856958057956231
THPO,,-0.011427844430991475,-0.037157237117694614,-0.03257770436852876,0.0023330150670296417,-0.02810016872618309
CUBN,-0.004196049039764775,0.06590585799159536,-0.0015296165305501966,0.06826758092354789,0.01987458270167938,0.03548116932292733
TIMP3,0.021945335934605757,0.04290402436459512,0.08339731862388698,0.006307649890084306,0.0032141928600910932,0.04365949830190493
PIGF,0.06491433130559841,0.01317382627736908,0.09082043181693783,0.048630923510028776,-0.019610342749598365,-0.0013568343441153756
CRH,0.18065200386353272,0.027651691482640524,,,0.02439166667106774,-0.041067781701850756
BDNF,-0.013196370848676942,-0.01287068792269105,-0.01326937996545067,,0.011099020578162673,-0.006843954900805413
CCL5,-0.012696531411357051,-0.015503245232800653,0.015852512984656262,0.0675978420718285,0.08552024427352335,-0.02834866659262204
GAD1,0.03835354438509266,-0.03582636847074731,0.03048721220883604,-0.03580117592114377,0.016442788118402236,-0.07039884466041692
COL14A1,-0.0005596246362868935,-0.03828309102715293,0.05474194392312265,0.05243898259377709,0.03178951459444638,0.01622226302969677
HLA-A,-0.037189181541350404,-0.04471303640493188,-0.013001757022600296,0.005065954982411221,-0.0019826312031210476,0.02338486424413988
CD5L,0.003652368535441223,,,,,
FGF18,,,,,-0.020939075368203074,0.18843884733758165
ADM,-0.017324142846036474,-0.09214169992710057,0.01652691161111513,-0.06166036146005635,-0.014733154045008722,0.1469233238616422
CCL15,,,,,-0.018160458441274105,
GNAI2,-0.027173367625073854,0.029034883078607188,0.057011659116109246,-0.00985086342738631,0.07422921031715177,0.0061424115454343405
HDC,,,,-0.013756502608854127,0.03416592764249425,-0.018751051816308654
COL11A1,0.04099517803688188,-0.034432906011533315,0.1214036415948463,,0.00564277554087417,0.09676932906239538
NUCB2,0.03080795000451722,-0.01850642797862759,-0.05022669156656941,-0.01755173603196196,0.03678871770897961,0.004121552469818349
FGF16,,,,,,0.08841771381844468
CXCL1,0.0049417279997401725,-0.015503247861244346,-0.04376697246506315,0.03297927684539578,0.08079282348757566,0.11643912489307996
VCAN,0.06316863963000871,0.04239628967702817,-0.009909997624466609,-0.0540278234819248,-0.05229222023897873,0.03672051736462327
MMP7,,-0.017662897818166032,0.12357936414099974,,0.00921121927248747,-0.012679254929188278
PTPN6,-0.010368850595796645,0.04617452548377712,0.05890881881362032,-0.01917459308531871,0.06331654492937921,0.017811648688137605
PTGS2,0.0777322385349055,-0.026378252929069087,0.0034598104991656747,0.014188194607243238,-0.02842660217781881,0.07643749043544668
XCL1,,,,,,0.028859777419426847
CD58,0.0401466005924902,-0.0014765614709927224,0.05414869184109832,-0.03183576422961067,0.019887706126162825,-0.011641718335161005
TNFSF14,-0.016505134898404213,,0.02774324074190811,,-0.03357896396086534,0.00596464803109486
CNTN4,-0.012920166946754257,-0.015810706098726653,,,-0.004001826961729926,-0.006521669038856386
INSL3,,,,,0.025137990333627055,
BTLA,,,,,0.0815758132564589,
MFNG,0.03053082509239132,0.07055430332403591,0.02321858812074344,0.05751767230351695,0.04475351154039969,0.051426032819201134
ICAM1,0.03144982200928653,-0.022098469135408055,0.0779981418025132,0.01769066879821482,0.0160431024623194,0.08554470217371765
PROS1,-0.0244965021468637,-0.043215692459294464,-0.11956174251559894,0.06693244507564293,0.02855312844399646,-0.030343903769986785
CLCF1,0.017664557737172744,-0.023906115484461306,-0.01311422792550843,0.11979544435094984,-0.011169981303915139,0.031186897638390738
PSAP,-0.07748306672359703,-0.017238113166721063,-0.06836509287600837,-0.003167870465071616,0.040408705609201886,-0.07674563336842537
EFEMP1,0.02073755101413702,-0.01918245510746958,0.07248327612033026,0.0013330573829863329,-0.017440759541426612,-0.030765567540802796
C1QTNF1,0.02518857685166111,-0.020306557960468433,-0.01776885992866323,-0.0451644379503292,-0.03767003949898911,0.07186607307252568
ALB,-0.021772642379463802,-0.011361504387401303,0.02526093227471251,-0.02025859156429193,0.017868825272110655,-0.007357410921903659
EFNA3,0.06238612297746676,-0.018893255817874655,-0.022747322670977677,0.04039710478241712,0.05190238482231907,0.0020577683453508544
DRAXIN,0.037882041565936005,0.0015176905195502886,-0.015440786033765386,-0.09856558746487509,0.009672232384039607,-0.029847772029911283
NPTX2,-0.0003198282012019659,-0.02143967818582075,-0.11507879511641743,,0.04613638095856772,-0.046891493109310074
FGF11,-0.013659416473901101,-0.04970179992407993,0.036151961346109894,0.008252277109067408,0.0200054563155613,0.12227963862044713
CD59,-0.0686686232353145,0.06779062021694295,0.06374779611567555,0.08124142740874923,-0.018815512883248533,-0.07811457595928563
COL9A2,-0.05510653914283853,0.00998169216625932,0.03291678707394476,0.002488999577332107,0.040313517190392154,-0.026416479755520524
DLL3,0.03236562387698038,0.04045800637635625,-0.0092552735546057,-0.006576893762151013,0.04843178162857339,-0.10806588180381127
FGF5,,,,,0.0364051670265264,0.015754592101529574
LIN7C,-0.01967284267012532,-0.05637562097440954,0.027146712875378433,-0.006216644108785891,0.045717343234832834,0.007487041394980016
GDF7,0.08047196540594104,,,,-0.01197835175076273,-0.010495149455414942
PSPN,-0.024979725060878505,0.05605635176631399,0.0039723630930073184,-0.0404289365306954,0.07324599213096748,0.05638093067303907
ANGPT1,0.030952033929340452,-0.018111051783435854,-0.08704785889277385,-0.000178061373090777,0.05064569388825096,-0.03842697336702538
PNOC,0.05065631542984994,-0.02261187659572742,,,0.08980836723773256,-0.07328257050502615
L1CAM,0.10699537711870342,-0.02773660766335069,-0.026586018972554994,0.060212871686191514,-0.00399249013060762,-0.047849510355130964
APOA1,0.04806391289453479,0.1110536712054055,0.027387178410789616,-0.005397577954549188,0.06013970710250669,-0.0026850197947713528
PSEN1,0.02462514636349292,0.06302969896496673,0.08655899757070402,0.03144133166774569,0.02779571713094432,0.0496020878839612
CALM2,-0.0383432782798442,0.059827748868333704,0.0014812227943384853,0.005383038341356426,0.006734850163156132,-0.13140126041523917
CLEC2B,-0.036457251929080156,-0.00954268165722888,-0.07015869529075826,0.08602958155541399,0.09657329926763358,0.07869367786188808
NTNG1,0.10959745441931897,-0.02498668127446875,-0.0256090126116722,-0.030092443789150408,0.09602629922116736,0.002781342974249311
LRIG1,0.006517669638786145,-0.003318754388960508,0.020536197958722396,0.06412058841289603,-0.015027407252061727,0.0017094871441511615
CPAMD8,,0.02909353180148004,,0.06028354503831466,0.05461248964154873,0.07763552981662264
GHRL,-0.017585314634548127,0.030743135239572197,0.2128064156892159,-0.010006844152866682,0.06260850015046826,-0.017916308748710617
NPY,-0.02169531412258806,0.0018885500985100466,-0.030378005965821804,,0.06355897336320601,-0.08205379774065716
MMP2,0.02527196650015654,0.07984763910716228,0.0182195395394542,-0.03757503678313996,0.023064461523593614,-0.07753018877652497
PPY,,,,,0.05117442383740774,0.018346277297887247
ALKAL2,0.10239876167511826,0.02953645585649337,-0.05947574576118143,,-0.03697011898941645,0.053834213654591255
CSF1,-0.02864464966304884,0.011110617758228773,0.012199933820417584,0.016589268194097662,0.05124966552879178,0.015422043901849281
SEMA4C,-0.0312513225830939,0.03383884221726112,-0.034598342200008916,0.10192537154527126,0.030006055331401837,0.01227034349559168
BMP8A,,,,,0.015377015680399139,
ICAM2,-0.021393019094058045,-0.018709371886887163,0.0949156513399127,0.03494609906162037,0.05012250530070211,-0.07477315791496132
SYTL3,-0.001824216127057861,-0.01630769862036039,-0.006091223292233186,0.08683157251494936,0.0995307926674156,0.07377400820582304
IL1A,-0.022205090356834635,0.041905388645986565,-0.02578696438283726,0.03951576900961921,0.08255313348826002,0.11198725818136097
HLA-G,,,-0.05211762466522424,-0.03399155713278152,,
PGF,-0.017439479957168748,0.0101099225456809,0.08038473106495325,0.01239237744163256,0.03698945904758214,0.005838976701203312
LGALS8,0.02975241332569916,-0.06501930237465088,0.011058122110502973,0.023639061036328318,0.022063737182026172,-0.028377004449461233
DKK3,-0.08950594789701949,0.029782755874305157,0.045456278120808984,0.025713401190389486,0.019785809179975574,-0.13886193027436164
COL16A1,-0.05042365208764436,0.02231556048997436,0.027668239744805572,0.04354386310974004,0.06926217496486901,0.014396981714804257
TPH1,,-0.013752910488115784,-0.015986502264975305,0.08242511890624978,-0.026954596330477698,-0.005033602201897573
TNC,-0.024816744283930058,-0.019902036358622272,0.012410797500689668,0.005227517886742303,-0.0030567377976063034,0.02853135804815665
TNFSF9,0.06782837798049036,-0.023333472172729946,,0.1926458704139969,0.0457081065330209,-0.050817540384496006
C4A,-0.010966479257987535,-0.012089330763358887,0.08624907511451638,,-0.01595578215991029,
CNTN2,0.0589906261417957,0.08724842316859534,-0.01870867921164991,-0.05541043784069057,-0.05974362511900492,-0.046224715638919535
F7,,,,,,0.015926317293908848
LUM,-0.01616840714201793,0.1270296834463322,0.07869129391323489,0.05926207850870833,0.017163564324245713,0.0202811839145689
BTC,-0.017160592289648075,,,-0.02394845858969229,0.02832835586337997,-0.02923043569701205
APOC1,-0.04761554674878657,-0.008989383700922327,-0.1275862654117645,0.0381865246717171,0.0715834576141416,-0.018786979754982214
PKM,0.013961788251237055,-0.089561649340167,-0.016486435327651625,-0.17247463891226003,-0.0522479733500766,0.04728105617249042
TNF,0.08009055267410806,-0.0027020247654108596,0.020055073073544802,-0.0034712463790035515,0.11011323167213766,0.05686580716806461
GNAS,0.0737537161535451,-0.044796387009422636,-0.041078380942158835,-0.018815244285840655,-0.0009197068056424277,-0.16480795093963835
BMP8B,0.13265439321937908,0.018311257088189807,0.0672656421668416,-0.023259022579009733,0.02489715681281513,-0.046820840117088536
LIPH,,,-0.010531093675196649,,0.06058788089039112,-0.014923913325263785
CCL28,,-0.01090665544553183,0.0024689191083159517,,0.006486072407121891,0.005356173844020884
PTPN11,-0.04036328126261912,0.028833179927420443,0.0373393070894272,-0.00789448016360051,0.014892828287931953,-0.03508361329533365
ADAM12,0.03531143638537696,0.044874997351172646,0.09896447034413024,0.1014950211122397,-0.022006511046119778,0.04980502382266373
EPO,,0.034540714794215506,,0.04018503349587039,-0.01842930404318224,
EDN3,-0.022501374670108706,-0.013894822097416768,,,-0.033485911267479455,0.08324865407330757
CCL22,-0.01386425818205983,,,,0.03235729286111811,
CCL2,-0.056590088382278206,-0.01287248492199621,0.11870619333306182,0.07395786047638701,-0.06437001991315985,0.07331006853868786
DSCAM,0.04403876881142899,0.01987540664377485,-0.009506365198483628,-0.05910244658995462,0.030714796043850114,-0.018171968909834406
ANG,0.045037111440642694,0.03228203613119653,-0.0934488048763958,0.007142252543233908,-0.0006952609189315473,0.05035447610272044
FBLN2,0.025296325834768988,-0.014175713275850765,-0.060671947492925205,,0.02252060872333846,0.03997767441484096
VTN,,-0.011427842279548316,-0.019984239936350155,0.10455334724490882,0.08164612832945055,-0.03169490348801159
VEGFA,0.03596526710174251,-0.08485866819464821,-0.04549550380031877,-0.11845626874763879,-0.09663115513387986,0.12552026901097327
F10,-0.01582517381240415,,,-2.848608491537539e-06,0.01944507825996884,-0.025741830126041972
SERPINA1,-0.012639579942202439,0.04064105917827074,-0.021301495991166305,0.004232505536246243,0.04490274127527067,0.016911837172573673
VWF,-0.018074205736755652,0.0398952594101336,0.0815937819394648,-0.007444142734586323,0.015526391996713408,-0.06136692104547252
GDNF,,-0.013752911436744552,,0.042867871070002,,
VASP,0.03303976551575895,-0.023045243953918437,0.031247714383240043,-0.001425074973732048,0.0374027120414627,0.030639505670257614
ADAM15,-0.03162911279691641,0.0208527109424278,-0.001485873924348945,0.031247359945380065,0.02496247274543541,0.06001728295083586
WNT2,,-0.012870686066229351,-0.03721477476112923,,-0.01497059860841694,-0.0038848788965867697
CALCB,0.10921721205792932,,,,,0.07500985839785188
OLFM2,0.029989475991809504,-0.043090837400700105,-0.07894172602894592,0.003903511479483918,-0.008825768779672059,0.008621947793326536
MFAP2,-0.030109388915496027,0.11555350154781062,0.029792813058365154,0.08696175409402397,0.03606979176321033,0.051985452316736756
HLA-C,-0.06722864736623521,-0.008128534035032081,-0.05212545800969425,-0.009496790876435455,0.09018610898080441,-0.06807463448931483
THBS1,0.033766236107292055,-0.0077760037934324405,0.06582832824549983,-0.0009185207911317756,-0.030912646596142873,0.02350785416974551
HSPA4,0.005834983618313013,-0.03763789205192945,-0.08506991275095419,-0.015319316564574059,0.023325665358351136,-0.048992086800676536
LMAN1,-0.039901286192559435,-0.03601129980856997,0.024047326274853183,-0.09063187576170213,-0.04075088405783399,0.03321624475889827
LYPD3,0.08607322292508855,,-0.05770733779233912,0.06524174182750468,-0.03821832173865875,-0.0284767681155482
APOE,-0.090658541729315,0.008917284082319265,-0.11305370498874366,-0.018690560659950336,0.1310961595002316,-0.08657309644010165
SOSTDC1,,-0.020912510180386368,,,-0.017478894745132596,-0.03906974354377272
ANXA1,0.016877337992840184,-0.026388233301992355,0.02396538260081555,-0.04683313949060918,-0.007240539952453433,0.15050109420109595
WNT2B,-0.018001051404029744,-0.022520327898271512,0.03496985695235614,0.03184061359760637,-0.03947403988588568,0.025363049215804262
AMH,0.11455742936014485,-0.00182596181162965,,0.10139660819832738,-0.000790945215852764,0.01939541752094732
GDF10,-0.014377664896764245,-0.026458791220873287,0.08198123207348555,-0.0295731953498354,-0.039362600211601345,-0.03152332761710005
