,UKF251,UKF334,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
COL5A2,-0.005620685373625912,0.09796231408095714,0.028659288420027615,0.010819921871909537,0.004229830283022164,-0.004820932298207086
EFNA5,-0.021509667486961623,-0.04167749872440517,0.013881730348563888,0.10939503558478778,0.04414718769865658,0.01420807863759764
AREG,0.06332365773247604,,,,0.02942878850358101,-0.03297979790820914
EDIL3,-0.018534794139097175,0.05440935672434843,0.01974495824678779,0.0595292582880379,0.047641591915570276,-0.07564341974902657
CD86,-0.007327198186562918,0.025565857667000633,-0.025770275174103876,-0.02713675134088488,0.0394394038543974,0.04163071559835503
AHSG,,,-0.01817776478445926,,,
HRAS,-0.01949886877580173,0.04063492722203471,0.08537199018055831,0.10159515747396364,0.09591040265213381,0.004156089879275636
C1QTNF5,,,-0.06120357427819475,-0.05513559266362157,-0.046297235816566834,-0.046834580303908385
RLN1,,,0.050579672872813945,,-0.01788779143516057,
COL4A1,0.04805491826733069,0.09471176637411288,0.05058502900625743,-0.0005761535540361731,-0.019113301767808233,-0.05968444244073085
CCL3,-0.021478561185049247,-0.029672072301081633,-0.06978400786035825,0.06795328971449541,0.12937306266862916,-0.021602457760064437
BGN,-0.0031162612565456284,0.07340287024055021,-0.010147128157053492,-0.06868513592700759,-0.014349574967112423,-0.04765612216546948
RETN,-0.010802299561324188,,-0.0016523915115690317,0.0713366713631993,-0.0037203062357413132,0.07395430245415711
S100A9,-0.045661901623920344,-0.03472882787616312,-6.412417370501286e-05,-0.048609774998248464,-0.08710481158235918,0.0030932412101461917
HCRT,0.01727419604930971,-0.02041916321320145,0.14019642497302914,-0.031052758576034418,0.06447393052082905,0.0260899333538838
FADD,-0.024553134838262654,0.06909858589042028,-0.012606365852142394,-0.03265541525137812,0.01698391730028307,0.03306352112621313
ACTR2,0.05152359482072699,0.06777310419633199,-0.029654540477690308,0.031544449109832486,0.018400628940968163,0.014081887760591051
BMP2,-0.016615998289181543,-0.009876876899321669,6.372477028425962e-05,-0.0388723059418862,0.07509666425338976,0.07099466749410542
PDYN,-0.025594504802264457,-0.023950018598613308,,,,0.06660888603221389
CD55,0.011908962114448226,0.04649627937784762,-0.015105845004298988,-0.019425619488058522,0.01638048254870841,0.002430844387002926
OSTN,,,,,,-0.056089201201379044
CD6,-0.004055178264013979,-0.014174662550753867,-0.02200061163429044,0.17184001159523105,0.05359277023452261,-0.007308587510738507
IL16,-0.025512915380336978,0.024596796248004885,0.05079820214113691,-0.028336473351847146,0.04215002481819412,-0.008125424127879635
LAMA5,0.0045348920960197195,-0.017007846105317706,-0.027288725793430092,0.036981280576751915,-0.02784831586630962,0.001577886985156172
RGMB,-0.000948217276775688,0.016721875343399122,-0.05829540193294796,-0.007574018315429306,-0.05403815200676798,-0.03509924940661146
INSL5,,,,0.04438702231544924,0.02531367807530336,
IL12A,0.01375844029209482,-0.019295491740191607,0.03971657306407993,0.003540891720662836,0.02674112488654872,-0.0014885705056943838
S100A8,-0.017735622636111257,-0.005761518093517979,-0.025429173685291153,0.02929060139649641,-0.011301500759455584,0.023020022645927948
TAC3,0.09106442529615213,-0.030634505974973473,,,0.03283180621162119,-0.02026850609984774
TAC4,,,,-0.053253921585639054,,
MFAP5,0.06790715316392652,,,-0.04817279787142541,-0.05089868038494389,0.09441127235569172
CXCL16,0.002959458520790463,0.0102195841446891,-0.0050834619688790135,0.010501493712867762,0.054444254342939424,-0.04888727505035444
AGRN,0.004814099170492095,0.06112346846463307,0.05561570166273546,0.06134181724185259,0.05054248876498616,0.0036134326220408
COL4A6,0.011873562010321635,-0.011596590794398213,-0.039168815991270936,-0.030228230893321613,0.049716050085892124,0.02033699538505734
FST,-0.022032968003036137,,0.020899985593971944,-0.020890944409019428,-0.010309068046150062,0.06311672012328895
MEGF10,-0.023388311608100464,0.020148473896214332,0.05410876278561795,0.10498167419646012,0.03210569686637163,-0.004470121163939652
C1QB,-0.002417897118622756,0.007776038973886249,-0.056902294764747875,0.04801927538069117,0.07271888098917444,-0.011954377774780487
HLA-B,-0.04979832019921384,-0.013722658548274872,-0.10708905132038427,0.0684476793339065,0.03915990212361859,-0.057150590045592024
PDGFA,0.014004083015551077,0.08292935788033111,0.07638444558880722,0.04279942458912963,0.06811079436296126,-0.019185285609807447
LAMA3,-0.01559251990943117,-0.027253953605476385,,-0.0564753332136621,0.01656105390334408,0.10717356253912155
DKK1,,,0.042417789570835966,0.0777233657083908,0.020732577875079195,-0.03225500849167884
INHBA,-0.010802297991306952,0.08618937697094764,0.012484218890921907,-0.05133390408922251,-0.02732452253962979,0.039361207674197395
LEP,,,,,-0.018160459662990996,
IL7,0.040603655558584716,-0.013752912507777267,,0.014558720176738984,0.07478595510502882,0.03710680714233498
FABP5,0.00396690668795134,-0.03905585532030215,0.16838926660217562,-0.00997731932595615,0.03796141165932235,0.021786728511395077
CCL4,0.0011669327056085294,-0.03266983034406449,-0.06588980281529416,0.045884252503990974,0.08377782377143699,-0.02220562565913545
FBN1,0.05172786499670077,-0.006244014526388421,0.0034343862696434796,0.04218414420145231,0.002237038815418339,0.01783287906131831
TCTN1,0.008039511618240661,-0.0030189078408276353,0.08623353406379962,0.07698589534783776,0.04028061360952652,0.04819412581051586
NCR3LG1,,,,,,-0.02317621102927596
BMP7,-0.007769201456046345,0.032212177613963354,0.04082502115885985,-0.003908912329552242,0.020183086746830906,0.05031323824730685
NLGN2,0.035618389508814005,-0.00283281555194571,0.05931392425739336,0.009381814086418777,0.07674797260814635,-0.06641751617814864
CCL25,,0.08859836929247634,0.05852341475493948,,-0.02811724879439815,-0.002635444720060737
NPNT,-0.002709548547241637,0.033847899431506824,-0.03439738034214626,-0.027613333108054715,-0.02036256243195133,0.04276797841475445
KITLG,-0.003920363642436777,0.025603608320222314,0.036447439951698704,0.07339150730720116,0.06719763854222457,0.046822079568396485
MADCAM1,-0.020151332483778216,-0.019710570305678167,-0.0029720314565719963,0.07375675699502167,-0.0005261157751416003,0.11039785416294912
F12,0.013111533158045946,0.02758173469450082,0.08718222318691421,0.007056659855735534,0.062398941340641424,0.02033792216589059
S100B,-0.1065885367233251,0.051086719726103826,0.05735847834333413,-0.00876967165068609,0.051018913428534665,-0.06596904393275976
IL27,,,0.05215519466763408,,0.0745698118944915,-0.0198129306224784
CD99,-0.05177563135468342,-0.05615477904108083,0.03759153250115474,-0.03116319363411862,-0.04403396742562675,0.057743622460198644
PDGFB,0.05781957885583719,-0.006853396795606347,0.08276018781793198,-0.006954692468355772,0.09472607121228792,-0.03687935597138704
CLEC2D,-0.0020935496849003926,-0.009963466229580671,0.005553126170369527,-0.004317679576171704,0.04274004315438217,0.006935608634480404
F8,0.04857377123893956,-0.016767946734040806,0.07039553587475347,0.05216816115352164,0.08212422861887438,0.029435647065311613
C3,0.020761825721737296,0.0737122590616293,-0.04590117557634111,0.022364660590251377,0.04196842027283378,-0.018098897103007886
DLK2,0.11752558525742716,-0.01844076262622972,0.030713624279554017,0.0795115076163143,-0.020216816205454905,-0.018578940466069817
TSLP,0.10442246588237608,-0.01600609116908519,0.028279963830598658,,0.04357812259482506,0.02315386377209198
OSM,-0.025289801973450984,-0.0012764149223729933,-0.015204113701283002,0.10543111501708208,0.07881007389196831,0.051426366108179966
PRND,,,,0.11010784614978075,0.10044588111985915,
SLPI,-0.018205737621077456,-0.05294371915104994,0.04531537697050017,0.04960031856014629,-0.02377507989877224,0.030511640077194174
AFDN,0.06086563109291508,-0.04414213676970414,-0.09941567965940933,-0.023830759433498626,0.02998693768323297,0.018995206181887058
KISS1,-0.027886343543737754,-0.013609609973769235,-0.050141539808788244,,,
ULBP2,0.02175605291265697,0.03899142822875753,-0.03576651698893853,-0.056426944383083814,0.023484140728507595,0.03136465938501413
ICAM4,0.0035121197802172157,,,0.07951161248494787,-0.02163889260252247,0.023242984262853126
ANGPTL1,0.02814008020113436,0.1512744323851702,,-0.005421871612568003,0.033080873968771754,0.000898955563206231
LTBP1,-0.005299340311966736,-0.00564648339637479,-0.014084073748363058,0.09889445480496903,0.03586476962237121,0.07911380336807011
CD160,0.09039609838639906,,,,,
NTN4,0.05704808156713337,0.07152395572577028,0.03075891115139337,0.10249280925695096,0.0675950356216302,0.03328672196313106
APP,-0.003914121484988501,0.025507833921650375,-0.013640827058495942,-0.012519592685550321,-0.002195071043747095,-0.1288278871373191
RIMS2,-0.02296626698819033,0.015112802006807882,-0.019434502016816273,,-0.022318387112115617,-0.055014186616349985
WNT7A,0.0004023498314388595,-0.014155835398976187,0.023783198944185124,0.027989084413727088,-0.03872791827745737,0.008210033190281478
GAST,,,,,0.026514067471996864,-0.030653593538245774
GPI,-0.020465526864738324,-0.04324675313479374,-0.05233538420684938,-0.18699005564434568,-0.07676040786571019,0.048717883556986925
IL1B,0.08599556198299849,-0.02521295628083016,-0.05690277897191408,0.0719355045709638,0.056431075675328735,0.039410499804612316
SFTPA2,,-0.01090665045018953,,,,0.08910542614961908
HAS2,0.040241640562215755,-0.025808926677225195,-0.007438970140341345,-0.004252890621668605,0.00022921240027855505,0.021879214314582618
IL11,,-0.012249381703237364,-0.0486414285567942,-0.03160436200124438,-0.02893103151555532,-0.001054281913269461
SEMA4B,0.02317361497667834,0.03974804580416391,0.06308696459335585,-0.010033410477914612,-0.0177395172479845,0.012940403988660573
FGF12,0.036848629760898526,-0.03885865241566807,0.09851375982042819,0.008450760835313228,0.02367685131454322,-0.05873103398131463
CP,-0.03784695229112663,0.02495571994128421,-0.06915187848017981,0.010698810624905051,0.022740620282203132,0.05847376480155105
NLGN3,0.00045419799509795097,0.0890527521543959,-0.03751313606759135,-0.07293562084848407,0.04476229377020693,-0.018912787238946453
GZMB,-0.01112833965172396,,,,0.08040698905282546,-0.003601099119885114
PROC,-0.022714898622908365,-0.010817138790039302,-0.011379723500864986,-0.05660768723714951,0.0006894626354122577,-0.010932670936626528
TNFSF11,,,,,0.12271933335882174,-0.019552484677011484
AGT,0.014175323406840586,-0.04176448306338205,0.006120413426259248,0.06490270771606642,0.007509957877011594,-0.054874381662671994
PTHLH,-0.0215976318492855,-0.03443290132230942,0.14031501381701705,-0.012008278256785911,-0.037946760573073494,0.014670185790844904
COL1A1,-0.02133282892261345,0.08852516062585798,0.06931593347556708,-0.034545100516635875,-0.02494193624512479,0.02344996841879965
LAMB2,-0.035301315036958575,0.009689226245116339,-0.012201974800367353,0.004253448847153463,-0.04473189703915085,0.00760453174398959
DSC2,0.003469643485747766,-0.010845058922303195,-0.019743109602544873,0.020777847485590608,0.11241796558255068,0.05685610185195807
WNT5B,0.07195924084799425,0.032915993111474036,-0.074402562148347,-0.0483881158527092,0.007010606793135559,-0.03436045471576
LEFTY1,-0.013196372228057583,0.023351910884704747,0.005709131660251937,-0.02558549232418193,-0.03736775571590978,0.0564801897651805
FGL1,,0.14917940684961087,,,,0.03736004434412371
CXCL5,0.008502535728079552,,-0.004654564890963956,,0.04303392019763427,0.08217346915493182
S100A1,-0.03561829627668816,0.05551495023075772,-0.0069847462840199465,0.021215899789677892,-0.04078511856061723,0.011795398580267562
C4BPA,,,,,-0.018160455212452086,
NPTX1,-0.025596883031295977,-0.01833816876023668,-0.09979115965061101,-0.026884606562432963,,-0.09460110248118742
TGS1,-0.002672016541232907,0.024928908637339275,0.03691523217251236,0.006100989511915007,0.04584426404124742,-0.044284193285317235
SST,-0.01571934418566881,-0.04684673409203033,,,,-0.07425033375218298
IL34,0.03231773507098152,0.003174559302932111,0.007416057295179783,0.06094690406246226,-0.001110369919999023,-0.072247519265784
DHH,,,,,-0.010826083923118682,
XCL2,,,,,-0.018956180169320016,-0.0222626477398759
RSPO1,,-0.011596590794398213,,,,
TF,0.031880539464970305,0.06729803753376469,-0.08991528003029632,-0.09483162672616872,-0.03596374568094221,-0.08195724974303904
IL33,0.03559794072702163,0.02852533777630585,-0.02150010934689536,-0.03124822480917171,0.0219611254885305,0.0009575279480280754
RBP4,-0.009054922582685379,-0.030532413469910105,-0.05207173452425518,,-0.033485910460820056,-0.09269079942891187
CCL19,-0.010466535747057096,,,,-0.02249181552653008,0.0064573875999421595
CCL20,-0.012779960508043644,-0.011427842316013442,-0.05212435386239172,0.045740998854638976,0.08783778846135376,0.09916573217065403
NAMPT,-0.020848254537064338,-0.013282849838854674,0.02625041960439047,0.0051988472676364516,-0.05955489072032639,0.02941598032341941
