,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf
VEGFD,,0.023944626733812886,0.05446881146033548,0.06353506060588363,,-0.021525153209252034,,0.05920468567279701,-0.01021082100679344,-0.0211958401109847,0.08332880040835895,
TNFSF13,,,0.042671301935471924,,,-0.013326837753698462,-0.016320288860242574,,,,,
WNT5A,0.0027461267188812885,0.02124594740400346,0.044159628756683944,0.05368891021393562,0.02550644143300625,0.03542941648519525,0.08337389008822284,0.02456703032647462,0.08446763731639513,0.01860280310648994,0.056151540721267545,0.05021028959374482
CXCL8,,-0.07731048372638107,0.0032461395767862666,-0.02914231375677039,0.02819429836727139,-0.0007598869722843084,-0.023214552383540542,-0.0364903669144229,0.04963337319332005,0.02872617378088628,0.003497663597705149,0.1295857331319623
GRN,-0.0844563445216529,-0.0018855390810536734,0.0341422165423849,-0.04132592543231811,0.1088777113801028,0.03350720713074735,0.07378787101187254,0.018139211002421694,0.003132905347919256,-0.03169800695041066,-0.07032688230629529,-0.03422300204814775
MIA,0.0010404771029369412,-0.009684986635616729,-0.008887964031919073,-0.027679171772554967,0.084617085246759,0.014315544375803948,-0.029510229810018385,-0.02792200901749782,0.08535134728778117,0.010545945408563568,0.004723365842838803,-0.03291215731637217
COL4A4,0.00022927013852596276,-0.02255410403833808,0.05645982670949956,0.021973967668208135,0.048140718875563954,-0.040258447057070774,-0.015528033813372073,-0.014831465324274859,-0.019508342783365905,0.09567440819842482,0.1066116091387396,0.07293257271911845
TAC1,-0.018048537472241426,3.4850335808286316e-05,-0.0042993712099732555,-0.04755599055431314,0.054119013916433936,0.013673330088537359,-0.06976721886504476,0.014222715559803653,-0.03928725711803601,-0.2150458464056092,,
RARRES2,0.10779828690292606,0.07466866209878507,0.06657485477774744,0.04447907768568279,0.07761037128947074,-0.03342069313786744,-0.01025248188467019,-0.01208826175806613,-0.06599172950648642,0.24066518819682597,0.19110872062407153,0.21305355716388855
FGF7,-0.008072829862582056,-0.005008727852510235,,0.011631532588562025,-0.01270667005923942,-0.01665944158626958,0.015460928496254524,0.02009948190156801,-0.03276613085988142,0.054206955916001796,0.16248174148578542,0.03692566149086737
HBEGF,-0.002261498428401257,-0.0305225091871543,-0.011540023131120654,0.07282869805137664,0.05818018504675146,-0.03660893284251435,0.061074527121597826,-0.026341639789902907,-0.026222367385586,0.08827159047464737,0.021684178223514566,0.11822316249630313
CSF3,,-0.038106194214087265,,,0.0517854268075828,0.02696111725824165,,,,,,
PI3,,-0.045142469479738184,-0.037308429983539546,,-0.04237210845632431,-0.032026133478671684,,,,,,
PCSK1N,0.051463294366114604,-0.027422732672985225,0.09539564998335481,-0.045315750919773856,-0.024690784532302154,-0.014859575338222613,0.008283768586134218,-0.02221590476033966,-0.05234019307201916,-0.17557689303881274,0.10497687567214967,0.10734776831349178
NTS,,,,,,,-0.01895620118986039,-0.016943225085588973,0.050320204885626406,,,
SFRP1,-0.017563587100403896,0.05017241135350202,-0.006285925602702413,0.016037371429249492,,-0.016857869470122466,0.03905712335893202,-0.01373469193044728,0.006403540967926319,0.020192489180607717,-0.02750151788718062,-0.06652245188950173
CXCL13,,,,-0.0026883339551177815,-0.02267057949227641,,,,,,,
MICA,-0.005577034940046258,0.0640358267527805,-0.009943133447891857,0.09728052012780004,0.05150682870346001,-0.008578468919667355,-0.021268518146735475,0.017934641990460694,0.03357932536834083,0.11750210456238482,0.03568946705009492,0.10062311119651557
TG,0.03644103654738255,-0.030376718986185228,-0.009590821915150153,-0.029548189595032217,,0.01346508775853945,-0.021880453279373747,-0.014311970542521662,-0.01007417176502143,-0.00797881202028028,-0.009182546385311099,-0.018603302826695506
ADA,0.07692407704508741,-0.018074001241824074,-0.05626394204278915,0.02557994175064772,0.037155416115345806,0.049119934071537204,0.028434836385593396,0.05709591806231763,0.05373722650488877,0.05133068095276997,-0.06636642853682351,0.09918110991508988
LAMC3,0.09075286470739977,-0.01608293650585282,0.052934638708997776,0.03453060424958137,0.16181378701839874,0.0537008522382689,0.08744687315990744,0.05856337503248438,0.03059969192857693,-0.03743591028526542,-0.07713798603940142,0.04141181437208077
CCL7,,,0.00462635994513872,,,0.008480657850811537,,,,,,
NGF,,-0.021954061712407245,-0.030368667824828974,,,0.01948864554642383,-0.020879821138579478,,,,-0.11975851195812985,0.01890075167273609
TNFSF15,,-0.005167920123655226,,,,-0.014646522752811952,-0.025352680409265596,,,,-0.07121435422312192,0.010337332752742807
HMGB1,-0.0297828519188405,0.03892420172340715,0.006366091740565868,-0.04608707611818638,-0.059046957612129705,-0.002816041839340004,-0.006526170901516005,0.023914094315435126,0.005993545567086399,0.00997463905959783,-0.1229659544751415,-0.06112243857835251
ITGB3BP,-0.050462762390806076,0.07836169466358048,-0.010433985292755084,0.03173890417475206,0.005295055143131052,0.020185663690162146,0.010329679083926601,-0.03198447614903424,-0.01672861130637678,0.1595772955404108,0.13215563071155073,0.06637244094321262
AANAT,,-0.039349184251261826,0.02620786465922631,,,-0.01332683917604649,,0.008832381712092503,0.08725023909568658,0.06056476822836727,,0.07199035280695236
RELN,0.013130544461889606,0.06904123444009372,0.04377363194262279,0.02050487252510182,0.05439654505148921,0.03888462778914549,0.014954463014367357,-0.028337432203243706,-0.022083117649813973,-0.07044957848049564,0.03864150440282824,
IL15,-0.0037872022330576933,-0.03860734933038937,0.025408838649317082,-0.03764394148312272,,0.01923355209036351,0.003271110465535488,-0.03650729023591291,0.03410333917840307,-0.01603029627658809,-0.11852302852108151,0.028641174596009
BSG,0.12873051447101566,0.03481938821050334,0.006439041937126823,0.0169687429124163,-0.05393184005673358,-0.003649443865959556,0.06293735546914146,-0.06176586180039686,0.016999188735583273,0.19027925130220705,0.014134691530094166,0.20501166987713537
ADAMTS3,0.11030981936960894,0.09955612361217799,0.046452473049547256,-0.005561182641786789,,-0.030793313300835103,-0.003944470074740305,-0.017458414555100298,0.0200794836728686,0.015218715067327868,,-0.05771737398026638
CD34,0.03601825130064608,-0.021641454010741856,0.024748259611065877,0.049719376470645685,0.12223711229242526,0.013064839827644522,0.038128800135710884,-0.009974121184368193,-0.021726969984615124,-0.060017407706345685,0.031531713085259316,0.10972007220077663
PLAT,0.058078123800625374,0.0051363716819115375,0.008972150850052436,0.04181831397090427,-0.007326122669402068,-0.007056984550982654,0.15560274605800029,-0.05130531227952955,0.0690860676273987,0.09684884841878097,0.05037887938117637,-0.017951312208591644
NTF3,,,,,,,,,-0.018745602140270583,,,
LTA,,,,-0.006229613857281582,,-0.016857868681484832,,-0.012395959065792833,,0.12746430527289287,,
CKLF,-0.074048408089768,-0.013455489952140706,0.043688930998600814,0.026055645590007736,0.04198259268457142,0.017377141917058234,0.05133364022821742,0.0034265634926299656,0.022889389091267746,0.12968608733602507,-0.06434834399369752,-0.007719126463484301
CD24,0.021532334360241212,0.014340330553571779,0.03158339625180408,0.03772352355602396,0.017126676758484328,0.01555841059865788,0.0741256396720442,0.022678966635609345,0.03183955581990064,0.08758146120196654,0.22440939039460267,0.21093163476493978
HSP90AA1,-0.09069229321967469,-0.02329245533702334,-0.022506874470278233,-0.019993092383700176,-0.10665289255143459,-0.06617874730370701,-0.04750592541632276,-0.02052316913525936,0.013438441607897205,-0.2661936425590984,-0.06943040473433652,-0.09524057826503031
BMP4,0.037517354730503466,0.00030362420803706436,0.012126521851169962,0.12414769173315619,0.03887722885340596,-0.03152666654651221,0.022589367063237248,0.016359802160155163,0.016238375444780424,-0.007656612242793666,0.08400818568347732,0.018493460853333032
SCGB3A1,,,0.017062420713833393,,-0.0017806271774686092,,0.02590232624921589,,-0.009795391583189561,-0.03360954943562747,-0.11930574850788683,
IGFBP4,0.07965300883985242,-0.058373772958295274,0.02440137556810863,0.001111007645041079,0.0620321762816558,0.05575442245241433,0.05271654793164559,-0.04729547284070334,-0.005681781724620528,0.07306079917809809,0.034540798841446174,-0.01361351725002346
RSPO4,,-0.026819137194988595,,0.002685172724036297,,0.009114257063879892,,-0.014417255040296595,-0.009795390150391957,0.07017184502794734,0.03005152478429398,
LEFTY2,-0.03693228390024438,0.033195280810777834,0.005232571735863324,-0.021996706897545,0.08971680502886346,-0.021165345253304508,0.008128162417730544,-0.03550466283426241,-0.01074076510015853,-0.014535946242393008,,-0.07473078500457267
PF4,,,-0.0022290458497828372,-0.019766235147069548,,-0.011475744298752167,,,,,,
ANGPTL2,0.015596755723408838,0.003935226848965338,0.011377887006373884,0.022570372114177537,-0.003966332736896347,0.023688546114885606,0.0655517741344829,0.014665440244279578,-0.011585481282814511,0.28632285487016157,0.05041766059268661,0.11785852621495047
LRIG2,0.017024103227248077,0.08078739608355973,-0.03109592702255328,0.036302798084395405,0.034641310978247554,-0.03972468660797451,0.01698077952665126,-0.015222859431796836,0.05505472603450462,0.11991603841711188,0.04908106293927055,0.08722570345147057
ICOSLG,-0.0634119693955254,-0.02005145303450771,0.06333256674059817,0.009490800944339711,0.02084754985417993,-0.0036968499554836123,0.013967974548224661,-0.03114407559533119,-0.01858982129565621,0.07129981027121379,0.05013785967398084,0.06104358723451142
WIF1,,-0.06241241858463529,-0.031048295258125233,,-0.05411781845957729,,-0.04446895206732576,-0.011125454232070425,-0.018432896173911136,-0.11733467885157972,,
NPPC,0.021128319876093052,0.014897500924486386,-0.0381365343143447,,-0.04186895046562403,-0.017801709399645958,-0.044179715192211026,-0.008459049484663547,-0.013613195169035917,0.295465987211843,0.18551307735910572,0.11720476874180397
LYZ,-0.054049697086362355,-0.06926180902611916,0.006095794573386453,0.02093755154781831,0.09035745460687378,-0.01268075187322097,0.02091087722776526,0.0030930025467989244,9.356518302426732e-05,0.03130123350520203,-0.04403269895058805,0.018360785180907068
EREG,,,,,-0.016005010950456627,,,,,,,
SPTAN1,0.05733318686469891,0.06292594662402903,0.06098414971265781,-0.018749421113704007,-0.03630744451594177,-0.03186886013568487,-0.02032454566376424,0.02949813085337443,0.02714271468113874,-0.1424505210334281,-0.048577076405057804,0.1019039755266588
LIPC,-0.0477565614519044,-0.013059312087638877,-0.027203237776866077,0.01628573756883028,,0.03497481116986782,-0.027975320189002974,-0.00590578886629217,,0.040987980072015914,-0.04581256989979215,0.06949841722129822
COL8A1,-0.05649682146696056,0.023271826891794342,-0.029688896156902234,0.01355543348851561,-0.01191092560499033,0.09551862334423064,0.03845262850799778,0.01772603264862524,0.01151222967817435,0.16086844220737562,-0.018775347014371252,0.01445231771923908
GSTM2,0.1077827056280415,0.02379043504421135,0.07329995897517347,0.05984428156592641,0.03685348688392581,0.004750306791122278,-0.01525519781207122,0.04748971853541188,-0.00896806698374434,0.08726408410130158,0.12451761178158957,0.03786016034992446
SPX,0.047214651325482686,0.016517122739212426,-0.05475264127968014,0.07789372358246652,,0.0023799020205287308,-0.012732888622645058,0.0674587203294475,0.037803023870200764,-0.16438891299734879,,-0.13370520444272457
MFGE8,0.05808326198240544,0.05640637888304832,0.030079902658190816,0.012233989717010006,0.0054488980245703915,0.016343274923092024,0.05259633478084977,-0.04602155552232835,0.04385865610717129,0.14324167043411012,-0.043190004376122866,0.07266076018590542
TGFA,-0.01699660997189774,0.03350645145312005,-0.03454616376010962,0.0014203319746983766,0.037970851712293086,-0.05348421197433289,0.02637953655040213,-0.041174074479125286,-0.004733961389711559,0.13434016786396952,0.0456057598540244,0.01015092491424838
SLIT2,-0.03838823083386698,-0.043430021387339424,0.010131692376460786,-0.009190734208606126,0.080848606668889,-0.03905748447329504,0.013216677856809406,-0.037100893790421696,0.04935115205589452,-0.18299705113975323,-0.021181069925275405,0.04137570715644701
PLTP,0.0893555013555785,-0.02992774366605127,-0.05668458909628053,-0.05823612291407496,0.08349106162157402,0.06670922007295753,0.05933506691294498,0.0015221612552217413,0.017129838202614305,0.04777568447475486,0.011357775715902718,0.13254507951601827
APOD,-0.12445709753349514,-0.047818343437997866,0.042860518703503984,-0.008445741434828376,0.014398862890573506,0.020485264712238372,0.004731133492901358,0.04298185788549218,-0.026442284481401512,-0.1357449181399311,-0.08075967504640127,-0.16553295932249715
B2M,0.01631878451510316,-0.0395915096608448,0.06669113558691163,-0.037514910708758405,0.12316555587773831,0.0008475897425410226,0.10930443151987987,0.004663194888844677,0.028960683836186614,0.13508479440302965,-0.11331189765673881,-0.1627171446589738
OMG,-0.013537592864812433,0.02279961259938987,0.04618800588457661,-0.03841290112592294,0.035154683971246194,-0.04360774691515247,-0.007504275117383399,0.00852401181778549,-0.047725802544815656,-0.1451337445035639,-0.009431746413390268,-0.09454585776422432
CXCL3,-0.030038686212869432,-0.00804713580289283,-0.00785554362898829,-0.006420189058789233,0.04124360595702733,0.053988700475994286,,-0.03970857043705016,0.043397726905105655,0.011425120750835306,,
CXCL10,0.06930910255904357,0.05756994463588152,0.011078232523782946,-0.011462931858380584,,0.024221585757146356,0.005942939343311577,0.01283238113823593,-0.015918363333229796,-0.053178992560510716,0.012755262582233973,-0.021930996037841162
RSPO3,,,-0.0380987242468457,,-0.031221606021755215,-0.01332683819134396,0.005779452205629376,0.004290332394962686,-0.0011417648500102393,-0.07979347666580922,,
CORT,0.0022199800540963223,-0.010382533796584392,-0.00865951008497724,-0.016255544873800088,0.07866443772204673,0.00032979370077167175,-0.006428299559200206,-0.01873609308986479,0.019394825362123305,-0.013895624439818685,,
NCAN,-0.06759353844890584,0.031506947955635405,0.04027618150033601,0.04687378716800732,0.0641621180205817,-0.015863846665977118,-0.013561654476265334,0.012594275123668836,-0.029936649344248445,0.11370539095784311,-0.14312404200980908,-0.08000433118818326
PRG4,,-0.02607054240535463,-0.030106355955911213,,0.09892839636921524,-0.013153014575260769,,-0.01842467959824767,,-0.01107935529352518,,
ZG16B,,,0.005168086198630572,0.03143912116764775,,-0.015265682024867016,,-0.00984971476412087,,,,0.008784675095174135
TGM2,0.04556209617732269,-0.0030914761529827668,-0.01838363420724116,-0.008648890693757082,0.09316314440563035,0.022746437058220666,0.06754172507790515,0.032746417357058105,0.009929549887762198,-0.09713219197538114,0.005051999318045262,-0.05005165210534539
VEGFC,0.027109781447538377,-0.008568904353092972,-0.012783495688193428,-0.03054143559020776,0.013253818815314376,0.0009013186233592171,-0.015024245661006559,-0.026522851764000634,-0.02372549673981204,-0.06431622002920616,0.02806598837012755,-0.009004306482502111
WNT6,,-0.0373440220430384,0.02133637106364753,-0.021996707474837646,-0.019012658784272878,0.09160661612816223,0.021227084936200076,-0.02192018889156599,,-0.0047559714057102565,,-0.0065648884478601574
NRG4,,0.0143393687699757,-0.038720836001750115,,-0.023402272044293633,-0.01600782043422811,0.045123531844391725,-0.018922896872696767,-0.0037456394815101914,-0.045804079351718305,-0.00495361723073409,
PMCH,,,-0.04462784728969823,,,-0.022180394749907916,,-0.014417254344508322,,,,
COL9A1,0.15681487842803474,0.03763443569480183,0.03633374187146827,0.012239531570612595,0.05372922955119149,-0.01671900010114636,0.06070124950105409,-0.00480027101934909,-0.020749706782302188,-0.012339296915553981,0.03343525142283144,-0.04076578260199501
GDF11,0.06758102248537204,0.04010988384373313,0.06677640176931866,-0.05480860420618693,0.020406183120022982,0.041932321328858546,0.06657143111228349,0.01348773390363321,-0.0380858633265304,0.09758523744605685,0.0578149646152808,-0.0019253458140138851
SORBS1,0.008631708029377915,0.0031413492113971236,0.011493754977820327,0.011156540282809137,0.025664685055875845,-0.01801507814257404,0.022638537080936064,0.020566054387739962,0.02596838967492747,-0.019564738844053662,-0.05122670536273566,0.04941959032427934
DLL1,-0.007832317635570447,-0.048027316517626276,0.0459333414349612,0.04861978822506149,0.05939433475157293,0.01558698785803471,0.09364913826909088,0.040857287384769334,-0.030779013013032333,0.09431319842734395,0.17487094014361748,-0.006088126065018974
TLN1,-0.04729731978107112,-0.026851442631708487,0.005367447445464293,-0.02739389100038453,0.07038319183730612,0.05882620166833621,0.06632854939951607,-0.025968473498291133,-0.011389456373213572,0.26885610297219115,-0.028487783981768534,0.07809793962777778
COL2A1,0.003823206448257949,0.09942615458752947,0.042697146931332725,,,,0.017594644130199587,,,-0.028124439598637502,,
SHH,,,,,,-0.01366814168541436,-0.021880455618474483,-0.012676795538815898,0.08909498827610732,-0.07398438913180781,,
PON2,0.06712507347517177,0.02604882554707194,0.018933327683147243,0.025210333866025184,0.01115905034201923,-0.05401740415018648,-0.027982744551283793,-0.024556740868946766,-0.04086751140988527,0.1188343763354099,-0.05074311173593527,-0.09306217422601028
ICAM5,,-0.0663778153372537,0.018463889103884284,-0.028314702623402743,0.030428646186821336,0.006645994449588673,-0.02349733428837025,0.005434855620012943,-0.03496499553139186,-0.08886363745221902,,
HPX,0.021380341415405454,-0.032217340135940256,0.025240099713389124,,0.08486290007414517,-0.03325644816893187,-0.018503420481167838,0.010298971191220046,-0.009795390584572981,0.03045661113965847,0.00757287451655374,-0.05740668908221024
SFRP2,,0.023922164523728966,0.01826486744196361,,,-0.015566532165081802,-0.010355197212720692,-0.01610983653699685,-0.00020922042417990776,-0.01353352932962996,,0.010495850085462676
CFC1,,,,,,,-0.031266252354801224,0.07673238635994875,,,,
CD70,,,0.026595902386284648,,,0.01769797799345022,,-0.023122805280050163,,,0.04250476972182192,
HP,-0.04651298173619212,0.06760203335669289,-0.014801232411548113,,0.02267338814459144,-0.013073167690401559,,-0.008272675408824941,-0.001816585560517091,0.04206880906540906,-0.04111097200932331,0.043534866428403804
CXCL2,-0.06838467239271703,0.02531261446501477,-0.04066690236757943,0.0031414613502866867,0.015882005779563387,-0.011235542811531178,0.03547558116922737,0.03140343025584418,-0.01361319410362523,-0.009497774713467327,0.04190197031651246,
NPPB,,,-0.0254662374469655,,0.0885204771369073,-0.02910816179507711,,0.03976458657129903,,0.028157905856725316,,
CCK,0.08693955646194661,-0.010333964261862725,0.0556352103034022,-0.02251474656057636,0.024770779653043445,-0.029146533183833576,-0.10792495006254439,0.011334076204720286,0.016297646089516934,-0.26169525645048125,,0.007919953499250442
SEMA6A,0.005586424762823612,0.06086307714760328,0.04242724304217132,0.01958061178230672,0.011313339421069204,0.013581910714386176,0.0995805934133027,0.007828391063962003,0.018871813954967426,0.1561538686911872,-0.09596752893114363,-0.031623389629264656
IRAK4,0.09130963053893663,0.005690541345728249,0.027112609383504117,0.0630012593483119,0.08955948937557283,-0.0062366352360607264,0.01096848304124444,0.03613806939920388,0.026450729296265792,0.09242259859582654,-0.1124756305449859,0.05374458044780496
GSTP1,0.08960192346011085,0.038545743742562685,0.09585520836776742,-0.03699069143360117,0.07468688182086636,0.02034297701169744,0.03251508673240264,0.0023234507728056835,-0.02993372052691817,0.09516296201274095,-0.05535048472473525,-0.11329470896492021
VCAM1,-0.10210147023353315,-0.01027223153826809,0.04327361368466021,-0.03170999070311236,0.09884082738439993,-0.02468101396543175,0.0012654047451465043,0.0238378384521858,-0.013166375112300009,0.12358194501706257,-0.010322172141029417,0.05201210578991381
NXPH3,0.07476980514704565,-0.0369821144193083,-0.015616824140274835,-0.018303904553889378,0.013639961764334761,-0.03939063766758469,0.04581967533120757,0.025139714090058933,-0.04178923948292014,0.015115503452326656,-0.013354548355961612,0.09550120567305144
MTMR4,0.127503458902298,0.016683390175382878,-0.06288673194146624,0.003555983443009546,0.012939082648552378,-0.018157461533989984,0.07213243028799421,-0.06111672401468078,-0.044500437315739695,0.0653319376582237,-0.013048930210780872,-0.02348749947414455
LAMC2,,-0.0254143470906306,0.01581870303721507,,,-0.02021958697948079,0.031984601331389,0.0656371552577742,,,-0.017766207412638724,
IL10,0.000211978448919975,-0.02609105805580338,0.0053903917462971825,-0.010607802101316177,0.14261739241194135,0.019178769954678706,,0.03209104220993217,,0.00021938697058647113,0.03565351216340422,-0.0771147088093909
SEMA4D,-0.02743263602878174,-0.01610561900901258,-0.002370790734141088,-0.04228713597947423,-0.02787541469999138,0.006736802650026467,-0.011098202402541871,0.0016962711222384649,-0.03199928218295165,-0.00914269300869546,-0.02150770249268728,-0.023361183640619922
TRH,-0.019417980862489564,0.04866828504911426,0.0344986191239792,,0.019388944338303314,0.0037584849976312275,-0.012875238635821485,-0.019467309932459705,,0.0003201418419762294,,
SEMA6D,0.053053927855663194,-0.0008630729376315428,-0.056384730923096385,-0.0021237861960339524,-0.051945164927661894,-0.013504921492662513,0.07908463504220478,-0.020362003138113514,0.0034649556972657976,0.11692720738972194,0.01618902709185623,-0.013733395810660434
CEL,,,,,-0.026461288612524995,,,,,,-0.05148267050691239,0.054378388406584474
PDCD1LG2,0.059490902355122555,0.01073520315695905,0.03268015100266762,-0.019579004436067082,-0.01596194635114447,-0.009926272444982046,-0.017803934994706207,-0.026468801637733748,0.005049496060383276,0.026973680196097367,-0.07041839853493438,0.08891655683643143
SPINT1,-0.02564496138462756,-0.03934916065475217,-0.023891959328189025,0.07582698117548502,0.10028042489759499,-0.007507119289256752,-0.023028308626343783,-0.012292212692822673,-0.016007823252464432,0.014716002761012969,0.024542138158044048,-0.017452409150187947
CTHRC1,0.05040105454567566,-0.012270396184792398,-0.03593544363366896,-0.032997543483646356,-0.028331171082355344,0.06983237014167495,0.07704422696148269,-0.032734580945487694,0.011833809343351728,0.06215493560048604,0.049834777056027894,0.017341668523519094
PODXL,0.01651053309195359,-0.011756096833319756,0.0513985533413932,0.026804674484607795,0.029668624529232992,0.03258058813349791,0.07454324322672203,0.018112265009012734,-0.028378956188731302,-0.02985911938911201,-0.13068341409461226,0.002051595326684321
JAM3,-0.003833515489422942,0.04662078925973105,0.035144390073811344,-0.0028226090678406084,0.06612187888479923,-0.02485645571682649,0.07603609021962146,-0.016206841184438228,0.027950847376828968,0.19848138022899509,0.06413691870173437,-0.036533059414577546
TGFB2,-0.01972069073848261,0.02622133242251205,-0.04832863879752733,-0.029585987070436977,0.086697113530625,0.030354703336100672,0.03582988115405166,0.013330920617107457,0.007815953860722147,0.06029636383749059,-0.06288901457020238,0.10044427288987294
COL18A1,0.059849134250810974,-0.03147134051218733,0.022333410300933547,0.027032339874807618,0.02948656662655203,0.08022229831725344,0.11094020970786361,-0.03191296902590511,0.0322119638363957,0.013490423034633907,-0.02909764249592669,-0.019689199524919536
NODAL,0.004029780944546102,,-0.040248178628756626,-0.021186517274009966,,0.05466173041964288,0.03491615657760732,,,-0.03633084126795977,-0.0364084742932994,-0.009733877677262567
INHBB,0.008551535912964038,0.08733769335213395,-8.922267446508316e-05,0.05827566974017041,0.07108372899984737,0.023082264137332248,0.03209988368679656,0.04490338073633038,-0.022056451810039464,0.18110164452562008,0.12604216500000553,0.14873325796809356
LCN1,,,0.012612110646227088,,,,,,,,,
ARF4,0.08149965136959314,0.03698697235579471,0.007790363544966298,0.07587495818844485,0.011021868959649347,-0.015504417501007629,0.015297919289029514,-0.02914763291033773,0.03556288056868353,0.16413010859435223,0.1550157060133541,0.11536734011847408
CXCL14,-0.00590297588863944,-0.019642774176912882,-0.02255401846927304,0.00909230646286143,-0.012478969943727878,-3.0260426516281866e-05,-0.0549693746888099,0.02260573632207882,-0.03419848904337784,-0.08666910438226699,-0.040720464681721455,0.05631607702580241
LIF,-0.014082695167395723,0.03852554453076985,-0.06987488814393486,0.0360840023173289,0.04896480052936226,0.017271872855125294,-0.0061198741005957695,-0.06068600941175923,-0.011612659162271985,0.0812625954181175,-0.04653720289147575,0.07648864252023427
IL17B,,0.02627784160388464,,,-0.024113154126316302,,,,,,0.10484995857397049,
MMP1,,,0.037525712385952,,-0.013364341505893551,,,,,,,
MATN1,,-0.023934034548672628,-0.03665323167222657,,0.0471926388069161,,-0.021683735594612702,-0.010990729376042823,,0.028427358787578155,0.005450371743977829,
ADAM28,-0.03142183251721027,0.01437079550708568,0.0291827015484889,0.012139651267539036,0.021741086880085175,-0.0628217555324403,0.0759502107132443,0.034640865551921106,-0.014326523919455717,0.0937963981886083,0.005819451670334335,-0.010000599956290239
TCN2,0.07090162377937068,0.02451476700016805,0.011651625867684664,-0.00021846479692288952,0.11884868764616795,0.01825655706558699,0.09683509519742661,0.027870999758929364,0.0251269379542619,-0.0854797030186051,7.783490254553224e-05,-0.04277368862816659
THPO,,,-0.031129544477283663,,,0.047399314936110847,-0.030835217485487013,0.028275506151781687,-0.012084074627631185,0.005213515577465197,0.009885099597989883,0.12021964851420099
CUBN,0.12901269717703379,0.07704081231716738,0.09976891395243542,-0.006169160135505384,0.11592357829331103,-0.04840547574097677,0.03066938986577994,-0.01659488804339307,0.028789693336727352,0.07112772485193211,-0.09799013839989217,0.04384914829665196
TIMP3,0.060096335349954906,0.06338031884623907,0.02619604650234912,0.042476600338141865,0.08922722199344664,0.03400381831106186,0.027863554608389414,0.01864989171319513,0.003584756424187055,-0.06742651110074532,0.06784946353328618,0.07573412496509123
PIGF,0.03576341511641733,0.03623309878594051,0.05199552510271509,0.01652589211037759,-0.0014161996339387237,0.021896670592891875,0.013453499571367556,0.025089021266035214,0.028543176850757423,0.03602406377286896,-0.050192289522097526,0.10713023487978708
