,UKF266,UKF269,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CXCL8,-0.020589172022003267,-0.05305573878801739,-0.02491894794557718,-0.03265361059939152,0.10181828781389181,-0.10604570351763963,-0.012726361760314372,-0.004532319131612311,0.045397335524288256,-0.0842324975975199,-0.08162372016566308
GRN,0.034594473148178616,0.024273422818203674,0.06676736626672676,0.03180985829300633,-0.027779703078686,-0.035717352379686824,-0.04750794234684631,-0.04276955209946149,-0.00889508874147504,-0.03011755984611526,0.10724602393618718
MIA,0.032836750543839735,0.021425927531013116,,-0.0069451811614386575,-0.07934955190130251,0.08997143791612132,-0.07080255235093642,-0.06091828498410526,,0.01830447196067053,
COL4A4,-0.013771937277312294,-0.019622937097368204,,0.02106956507188655,,0.04677625202930791,0.010747805500633862,0.008651202743049199,,0.007302543247902428,
TAC1,-0.039203541389221074,-0.06773500674667664,-0.04126370253490849,-0.03797454386870382,,,,0.003398159916956518,0.03077430382894883,-0.09332139516931323,-0.08493157502727595
RARRES2,0.04760321083122778,0.0750347218776342,-0.0806948864045507,-0.008463595590821061,0.06897787598915157,-0.06256710622338321,-0.0067335563553056815,0.015241509116603342,0.005641034090828159,-0.05326922995729552,0.03575977443964222
FGF7,0.057517033609613195,0.05025820601646224,0.021692759557041807,0.025935217939266755,0.036819345487171765,-0.008042569252265533,-0.08039483163373116,0.008453201653993634,-0.08033354235967914,0.0219367150387061,-0.05926732602332034
HBEGF,0.09706267074984526,-0.017385321850963753,0.06790026795695711,-0.01004649467039146,0.01762433572918887,-0.03490314133990399,-0.0084286676207416,0.019084478146338506,-0.035166622833220695,0.01969669172355692,0.055372499034206345
CSF3,,0.12451117779636406,,,,-0.06908064421607406,,-0.021256040753424917,-0.03623525391221706,0.0014660227272240505,
PI3,,-0.02337681067487466,,,0.1810051421847804,-0.11327488527885729,-0.015849320550478312,-0.042710472588187304,,-0.0744839623505218,
PCSK1N,-0.007718135971884098,-0.08351228023957333,-0.07306113809218044,0.0071832359985956684,-0.02476747175599173,-0.040882384790323724,-0.0070860017145546435,0.00415272587831414,0.00727049002543197,-0.01397160992056118,0.030463096678755523
NTS,-0.016812406318825326,0.06895500608840577,0.0016201740436427893,,,-0.014606453765615793,,-0.04914691332198257,,,
SFRP1,-0.011476760102815217,-0.022772305725248385,0.11427807853660706,-0.007923476534373575,-0.10788230270923493,-0.010195661702816723,0.02094556050421991,-0.00044813258795496787,-0.02542922698624491,-0.03878623212127193,0.08598563259115355
CXCL13,,,,,,-0.014019767346615756,,0.0446784799559459,,-0.02521753308468684,
MICA,-0.015103551428557536,0.00756091793786734,-0.05719402483963142,-0.01784182344526121,-0.09276900411625158,0.018098886293100778,-0.049746808222089656,-0.0056117557058716246,-0.0602779560804279,-0.04362834126415743,-0.048329585930859585
TG,0.11250840390127663,-0.02505629511665403,,-0.030538888647873474,-0.06291184669186907,-0.01716825824240393,,-0.01749404817273683,,-0.0277898519585211,
ADA,0.012654278226834497,0.06300433093593685,0.02181677641773827,0.003065164397933146,-0.07856724370453615,-0.02316816224363924,-0.028363358107740266,0.062443919595389884,-0.051090226508679136,0.028616056243014488,-0.07640166292265277
LAMC3,0.04350334441775062,-0.008054036309093618,0.03194003827836169,0.06325697904275897,-0.03174882698400516,0.028432104913507814,-0.055011298110066206,0.07966371905576247,-0.04108058828239142,0.0006004571298610465,0.03902211991776468
CCL7,,,,,,-0.019365013801421867,,,,-0.052644079861725215,
NGF,-0.018518480223451435,,0.03470310559092948,,,0.01840812947686811,,-0.026487912964442643,,-0.03523356197835842,
TNFSF15,0.06063631210496535,,,,,-0.018878713952881227,,-0.013199636386683127,,-0.03440780139259124,
HMGB1,-0.0020957589002931045,0.042703330255864196,0.03108589940750757,0.07955476272011835,-0.01595783039836975,-0.026823511423572234,0.005597369911427971,-0.014095509452393124,-0.06997793007310288,0.00857883893636294,-0.05327853132289794
ITGB3BP,0.008863064085846991,0.02844302069033411,0.012831859276051233,-0.025187584605609128,0.013467607891028206,0.027925276255993906,0.0398482276014562,0.005780447941651287,-0.011644383306996063,0.023933687646809233,0.06352005263510682
AANAT,,-0.018726703982585514,-0.03095541330242381,0.022704649567424667,-0.05422321463506202,-0.01698858123155713,-0.02758529384508455,,,-0.01898300371343453,
RELN,0.018243585645471166,-0.023140875707027612,0.0034341857723367286,-0.03019143047277173,,,-0.03925203098441559,-0.015943730279789705,0.08808479345701617,-0.043236395969972266,0.05707334311059777
IL15,-0.015999766336065386,-0.048846875039941104,0.009488634171398013,0.0011735535569820793,-0.0028348968180359614,0.06656971755877711,-0.019484797117500507,-0.008582173150080155,-0.038324287750445114,0.032961088665495845,
UTS2,,0.03977184296268391,,,0.04637619867190627,-0.014467020271959879,,,,,
BSG,0.056744153982040156,-0.06250735206070225,-0.052171323560248846,0.04587061370591374,0.09371051797234986,-0.006179573836286712,-0.037158104782290854,-0.0035685589714182595,-0.03616654090449062,0.017115515147053107,-0.07574276361982087
ADAMTS3,-0.025770995036461294,0.029490918642026465,0.03953703315711667,-0.04202823583524151,-0.05621909044462281,-0.02379178201878202,-0.06527857566519153,0.09385718521288507,-0.044061720467113104,0.06338653873876687,
CD34,0.03523923718047944,0.06092990844482663,-0.03938562229071379,0.02636125720556386,-0.03253955496606504,0.006535679191785609,0.009560140512341147,-0.010708213603814439,0.053780942652961405,-0.010758800496237767,-0.0779288396444701
CCL23,,-0.021308016463583587,,,,,,,,,
PLAT,0.06709581749254906,0.0007919118163707188,-0.050671309540030664,0.08492470217100553,-0.13918359566261956,0.04984127164943821,-0.009971082129736611,0.0363041228621004,-0.06635764965627389,-0.004302267297009457,0.12084694378870176
NTF3,,,,,,0.017932570039222977,,-0.02047725326951155,,,
LTA,,,,-0.025292661874953066,,,,,,,
CKLF,0.04323306181229877,0.056681203714971755,0.0318100613704659,0.05796009369587051,0.035679719403715775,0.01533408906247885,-0.023868648846068628,0.05577946528201803,0.10029165173955878,0.04807709937781009,0.03050525936262926
CD24,0.020267582618184274,0.034826976227357836,0.022568817614503193,-0.008679255205077443,-0.03222877387180521,0.04046450147774709,0.008168977499230103,0.1119065388673047,0.029063500055465555,-0.044753924158246146,-0.011569440046485057
HSP90AA1,-0.04423376421513588,-0.06266247593662487,-0.07203963841212069,-0.04184842355062837,0.07480964474634855,-0.12512192778859463,0.08298038775633404,-0.014336665101562172,0.03493908167022143,-0.030815404185707256,-0.04533893127533297
BMP4,0.06726386076183834,0.01758972419361805,0.01586874474492559,0.042227308865284016,-0.04098082139465404,0.018099267371153645,-0.04851631170765285,0.12794697279519962,,-0.03225683932799427,
SCGB3A1,0.015388101363789859,,-0.013866410494314607,-0.017648884974877866,-0.044856548017502634,-0.029474369659489477,,0.1145847142913372,,-0.03814645601592941,
IGFBP4,0.10078638101830481,0.0038855426890063573,0.05739768391291347,0.05223534441575702,-0.0026176916275167904,-0.014911647265744222,-0.04961395100223616,0.004725061850264892,0.05604174385326997,-0.05434972602146289,0.0161008598571518
RSPO4,,,,-0.0051595736610775475,,,,-0.018460465015379905,,-0.02393681574872515,
LEFTY2,-0.04586227662863291,-0.03531349868451247,0.037659574135797715,0.04607473689632262,-0.017620918419108435,-0.016438703802768243,-0.05535049303494302,-0.025105012814629134,-0.042343786246383006,-0.04953895700136084,
PF4,,,,,,,,,,0.007879899565246436,
ANGPTL2,0.09329787938481944,0.055677920687078164,0.13211104519624656,0.06569984677099115,-0.02132802771382212,0.017171482027722222,0.044588368401639523,0.051533398743535165,0.09360136837552702,-0.028448668686022853,-0.06887917927323235
LRIG2,0.053606923615736934,0.03404732081713396,-0.033751530066210574,0.07600222992863301,0.01119631920235933,-0.019043759881448467,0.04901504853440169,0.011652304870546394,0.015599383804470674,-0.0531857316249917,0.05375241640981585
ICOSLG,0.005410435439742716,-0.009045152374437265,0.09691573204327154,0.008250682325585236,-0.011087604835034381,0.002552538429532981,0.05750666352194568,0.007248951855769685,-0.08895811201685519,0.05338399760037469,0.02292628804160382
WIF1,-0.045398358802138356,-0.07821408074045258,-0.06781886162648856,-0.059103041081581306,,,,0.07065603284609603,-0.03899828352439624,-0.03440779856891435,-0.047500834867822486
NPPC,-0.017859074452116708,0.006624516401594187,-0.023950984601807546,-0.020863096645723514,0.028033091872744692,-0.028908473441999472,-0.05910191418331975,-0.034749996883913274,-0.016714280258826947,0.005855358101673225,0.023907052528895828
LYZ,0.0022948759046037617,0.08062357080140711,0.1152937372610979,-0.00707111793914427,-0.007068249232484734,-0.007760697064193702,-0.06353960164177222,0.0130644333705074,-0.037099358061232296,-0.037423611101561276,0.05650590483874199
EREG,,,0.027915802383297907,,,-0.017544218267642197,,-0.022992820421396925,,0.002133394082071878,
SPTAN1,-0.039196666830300646,-0.045411968225162816,-0.09618162577027645,-0.027263147001873024,-0.04784380176432924,0.08887976618472582,-0.0016676719169533949,0.01703242222969999,-0.02223627867214605,0.05338405238129904,-0.03921480182408333
PTH2,,,,,,,,0.08881687721699691,,,
LIPC,-0.02481153503310223,0.0011079801266102665,0.07876815229864458,0.08207139814687005,-0.01263946876381738,,0.0026422689407909093,,,0.02519497095447831,
COL8A1,-0.0420980388871991,0.12294691712600869,-0.0010577728474393052,0.04397946588160796,-0.011095228902917625,-0.00010588287588173338,-0.023633270649773313,-0.0148682593573016,-0.08265567762258369,-0.09111587611139872,
GSTM2,0.013678028317336891,0.054211820991068936,0.07951778156950563,-0.02130468902078132,0.00678161554752063,-0.0004742928442740219,0.027290062119722264,0.0017416019470281887,0.08544918649249589,-0.0009164947303634525,
IL4,,,,,-0.038620195058902976,,,,,,
SPX,0.0016781446698432626,-0.044920215823265636,0.060895669770277334,-0.01750346538489249,,-0.01952469895241925,0.046536249396339414,-0.02086812186572394,0.07069995739015437,0.04146971067481439,0.07344284525313556
MFGE8,0.0071604018944130335,0.07900209892740828,-0.11551600459795795,0.0988203830635423,0.010414002212612206,-0.007789044513982684,0.01457365007105249,0.03129491578000912,0.1090284571736543,-0.06473171546522821,-0.0019464120004633646
TGFA,0.08051561482439015,0.09472099899526881,0.04573459407519091,0.07158079979815368,0.07350182564099826,-0.025514372439862456,0.0682178985805944,-0.02406971284082563,-0.06457017936374557,-0.040450316731811924,-0.10917882457435656
SLIT2,-0.03451862118456562,-0.06222596866512156,-0.04466072461490369,-0.032380227932587435,0.03750330939939941,-0.040593823245209916,-0.016191000667228443,0.018501480154308574,0.08914572418070879,0.0016370090461859809,-0.02635700476870798
PLTP,-0.0494717137826282,0.08324083234982042,0.06812451664675301,-0.029402903888582348,-0.07230214502807317,0.04520208989865495,-0.11293230496615199,-0.05942482210450668,-0.026576152354015076,-0.020756643321085004,0.07322697658812248
APOD,0.020201775060444314,0.10613964016483919,0.11709028981309219,0.08887291086285617,0.06253223381531256,0.1298104435384318,0.09602904556629434,0.04262300432035171,-0.02793588290015456,0.04102872356939841,0.08586910376555648
B2M,0.07479104487638219,0.07965814467298543,0.1115442233993158,-0.0065311815642541005,-0.09083630662094977,0.001785512065856158,-0.05329948419357613,-0.020899068282811895,-0.01621377401505746,-0.016084493456960516,-0.03938911108358739
OMG,-0.008527509551374548,0.04413615297997789,0.09240152306617483,0.03303944255247877,-0.08113072671286109,0.05185562838775235,0.0015072607097707357,0.005915347570675383,0.011653760236423534,0.013677245250563408,0.01971256183756136
CXCL3,,-0.007938607509993905,0.0822897657713832,-0.018215296706779644,-0.0640603705976489,-0.067431356930699,0.043005991794575225,-0.013420962871402221,-0.05344937773211218,-0.008644394676783788,
CXCL10,0.08020942585956194,0.031291413988432805,0.07519377085298332,-0.0289463108414994,0.05864003762022104,-0.019996861040976612,0.07109236045538901,-0.025224526663949746,,-0.02042273600508721,
RSPO3,0.01614657881183765,-0.030750240911198046,-0.05686036666821768,-0.019034633993129938,,0.020713140422864113,,0.0016821188654572437,-0.001579381814740194,0.016290145850224827,-0.010180439201287004
CORT,0.04345430305894794,-0.053220181307607924,0.06673131577037092,-0.028524219910926393,,-0.02208124043772295,,-0.030702229178371142,-0.05917711279081054,,-0.0444869462232843
NCAN,0.057080730484522536,-0.008564061813336033,-0.09730151038083322,0.08803238302239559,-0.1552395438602962,0.14518926270457103,-0.011797583446772899,0.0328613252841993,0.07798832948018912,0.05299073765905408,-0.019162871628787135
PRG4,,0.016073101766327553,,0.039592008760890175,,0.06441532113107216,,-0.04402119179476135,,-0.026098924035271885,
ZG16B,,-0.0021253652751068238,,,,,,,,0.016029736059360655,
TGM2,0.0340194502073527,-0.020615029770556067,0.051272732377895765,-0.018731828407369738,0.15959422351510874,-0.01635472443666099,-0.015995048677136012,0.018411929303480328,0.1490930432887568,-0.02961045138948697,0.12011170591403757
VEGFC,0.08105784492540428,0.07707613381436126,0.03617724778694402,-0.007935134504817986,-0.04377869654116941,-0.02492166028994357,-0.008877774300858236,-0.03150678424569676,,-0.05616989863479055,
WNT6,-0.01641083038298062,-0.02619504692216443,,-0.019821660441383622,-0.04897303326005412,-0.028908477342271033,,-0.024500049805079627,,-0.016529265623726044,
NRG4,-0.020089890120523306,-0.033179397421339206,-0.042640064903471955,-0.013363837244283697,,,-0.0036750669289066897,-0.008662316503273261,,0.12270314417201099,
PMCH,,,,,,0.023461408575423046,,0.03953077852571727,,-0.016044443903189785,
COL9A1,0.04174865683112507,-0.0038765027814382587,-0.03340182394308673,0.02703608127049556,-0.08908452159003798,0.09921093490642513,0.04802898178305601,0.006877019563928379,,-0.015689714362027946,-0.04873996057808727
GDF11,-0.005725227748234666,-0.009132909874385737,0.03373532055199736,0.030069922461425137,0.019328406576205704,0.013304518063930789,-0.06062362384125763,0.029645865441261087,-0.009722749137948673,0.07597822420695514,0.10281500787862866
IL24,,,,,,-0.014675322246248412,,,,-0.02778983600081239,
SORBS1,0.00022303625926375223,0.033730976590721655,0.014871624720912694,0.03884733208723336,-0.14132207006436062,0.015320505469852867,-0.04185308564943072,-0.014418616099748474,-0.10307755307110535,0.07269023020148518,-0.015125720266642374
DLL1,0.04096712979593416,0.04716195915444358,-0.022681427730731882,0.005822065391231097,-0.05335146512070065,0.1226576449687019,-0.020924642679971583,0.09407195225437479,-0.07372993457872101,-0.04811062094722661,0.15267437605702947
TLN1,0.04553715935312939,0.06492915417281622,0.06774209436570539,0.08061399193430284,0.049565595433612865,-0.05278464075299904,0.02999894817763889,-0.025359512651071406,0.06264615512083592,-0.07700025603509093,0.0945848371503983
COL2A1,0.06416570396435413,-0.024587275511642526,,0.05632583380772904,,-0.032082178254123093,,-0.0037843320349134238,,-0.0223952554991505,
SHH,-0.019405950939979807,-0.01932858606235772,,-0.01764888343225545,0.0934024040445177,-0.03833921428827334,-0.08103267296206458,0.022899076179956263,,-0.023691986802425038,
PON2,0.04704440540219018,0.05938179103208993,0.048988974392894125,0.04238072560307755,-0.06563707925626708,0.07471717299320121,-0.07874294971649833,-0.008686381224630625,-0.02904338819244133,0.0495121249712939,-0.07340175764809223
ICAM5,-0.04195769679157836,-0.04804593908892993,-0.05992809696348044,0.005068151818042505,,0.007398362718435192,,0.060267204433594984,-0.06867422426662712,-0.022938756103216898,0.04699854661138434
HPX,-0.016410831490006952,0.03006353789676683,,0.045351623948530616,0.03255978498089617,0.04350728174210108,-0.05343613668455375,-0.008895986057716047,,-0.013587846405669768,
SFRP2,-0.02888707110606209,0.11455236519697508,0.003932315667709356,-0.03462259270622262,0.11081233437242369,-0.017868807621072076,0.030568067803832744,-0.006443337848075808,0.03604171883222504,-0.00031628473500501194,0.0762527569122811
CFC1,0.026546981170446758,,0.010691115413770673,,,,,,,-0.02199495888857392,
CD70,,,,,,-0.05630486322863647,,-0.035499833550486457,,-0.043667560158039055,
HP,,0.027930517075767453,0.005363766295218448,-0.01328585704368763,-0.0423471674227945,-0.033513288735492974,0.016781800024531054,-0.05896705246046239,,-0.0516515140871511,
CXCL2,-0.0106481693364216,-0.00530549929170712,-0.049305504947272226,0.0664198594401808,0.03147512089251587,-0.0926459888749382,-0.007752488238378337,-0.00977788354639966,0.055797068103026815,-0.08196772982116127,-0.05559416733472123
NPPB,,,,-0.0227117423880082,,0.02018791521318112,,-0.020977611898520862,,,
CCK,-0.07738098146610985,-0.10437205623800858,-0.08123694700759457,0.004479945491134914,,0.008000027773928161,-0.00861011946868617,0.022665610245903023,-0.05246749534260498,0.038577643898379185,-0.0021518741335155075
SEMA6A,0.08525028470507919,0.025660430331667438,0.10002212755769388,0.05564809685746064,-0.15450958710592103,0.07186058546965311,0.03771739917148971,-0.014947399294336097,-0.04276489047435041,-0.0013105187840387223,0.0347209221935252
IRAK4,0.06894172867106671,0.04337403875625862,-0.05645055701021594,0.05325665419717013,-0.14082907447729112,0.06386843759707475,-0.06803046231290616,-0.026916388209245357,0.016293565523789043,0.021622506771592526,-0.061252213694254314
GSTP1,0.04295025946369515,0.07893986912420758,0.12762090731741066,0.007064236012581896,0.058562607326160275,0.07213409657974555,-0.029424127320973582,-0.006371110356133962,0.10152149624142313,-0.016855076063450092,0.006858648134992462
VCAM1,0.0181210392430069,0.04327861023787584,0.09816037763010875,-0.0012298401009025461,0.018105685779097054,-0.027226830098981934,0.008879010845961377,-0.042832245012632726,0.018340911749221266,-0.05151469465909622,0.01898551792887385
NXPH3,0.03345958292261714,0.1225946067692395,-0.009496805198245068,0.029743160290331926,0.0482793497398708,-0.007281251248862087,-0.06495581382204953,-0.037515081837179165,0.0053706743611442774,0.1451892244562351,-0.029442290820776144
MTMR4,-0.009121889317272047,-0.033401270585865145,-0.0532812471785372,0.0357897408205097,0.05370895044722132,-0.004117813418629385,-0.054700074915526364,-0.012596990261309296,0.12104718164722048,-0.01138735195523238,-0.034602909946289895
LAMC2,-0.022485492644359617,,,,,0.005721750005766597,0.011063911471684553,-0.013623711151277132,,0.10189446424328877,
IL10,,0.0648723602526495,-0.016379242464320393,0.09598282713524038,0.010549127378529425,-0.020312405818257624,0.02018040850541356,-0.033925827912854555,,-0.041639967784677545,
SEMA4D,-0.046016133591649855,0.016212740532271896,0.11803102902907749,0.07409576738514508,-0.07234339177843675,0.07286434698468953,0.09707080827185309,0.06100870013311439,0.14857233618391488,0.0637725780502408,0.030938891193937373
TRH,-0.006794625497501582,-0.028222588097468547,-0.010997405145412252,0.008627567374228842,-0.0059763102442742,0.048532378539845725,-0.06067087709236783,0.0300346700545881,-0.013074953381256147,-0.04848171970046185,
SEMA6D,0.10463064924389731,-0.026632190402020847,0.07198756384553444,0.03560077227143346,0.02288832240178812,-0.028542438948113712,-0.01869450492062931,-0.046329232856593405,0.006931171083501951,-0.07175791641096095,-0.019019267968317675
CEL,,,,,0.03911350706368082,-0.0031864378218317882,-0.030466028333924904,0.011105223833997795,,-0.025573236018989365,
PDCD1LG2,-0.015790452222308286,-0.02094144025699855,-0.028870692701735107,-0.004889077096677281,0.12557186174217314,-0.02714467594729077,-0.03252599768833204,0.04522426262493968,,-0.04299980370694473,
SPINT1,0.0714418214684419,-0.03255260466843939,0.0938300490514104,-0.01786532867584989,0.02501230986134726,0.07276683959155404,0.0384008131495229,-0.02213808390116036,,0.03823340521496015,
CTHRC1,0.08314278201425046,-0.0029625574514067633,0.031115723293382545,0.1064184364642719,-0.028241105537203295,0.027616853101252708,-0.02328823335117709,0.059398222154981764,,-0.015463914972643562,-0.06314476399940097
PODXL,-0.0019753141553691565,0.07351485869769545,0.007310303953813716,0.05450634916825744,-0.08786541933952086,-0.011066322670763878,-0.05794722449428845,0.05927997088750547,-0.035457719874771504,-0.047479969544065005,0.028624324481352267
JAM3,0.02025641606312058,0.09615409251608356,0.18135373012909844,0.05470302471158097,-0.017086470209423218,-0.07758844563389278,0.0057086076340844465,-0.010991382514097802,-0.0828219208694416,-0.0019202268576364722,0.0541449399400223
TGFB2,0.053682749453663345,0.04239730453225067,0.10184563994376056,-0.03393036708679731,-0.0552156472582085,-0.026684258055887533,-0.003826729010801449,0.05426454861971086,-0.015604773814373668,-0.07491026656847044,0.07981134665857208
COL18A1,0.07987023602958933,-0.0002574628287727503,-0.005617401793457122,0.08220762370826902,-0.005310122742077437,-0.0004376499832724783,-0.09192219285351705,0.0004839148038984535,-0.04760649410676476,-0.04607363678916173,-0.02498355016626576
NODAL,0.08910942692116809,-0.002275289993619045,,0.02383537465114477,-0.02699770827482531,-0.02193814266992294,-0.04157803815969114,-0.01557973549870658,,0.011797150401425418,
INHBB,0.01452346294432394,-0.01424619351731842,0.12832615147634693,-0.0005019303035891801,0.10178730663380427,-0.025420580963676012,0.022242575587474108,-0.015814034420055138,0.014891962009998119,0.04385979622792899,0.017868001222231953
LCN1,,-0.021576760448980336,,,,-0.02333476075505803,,,,-0.016789643250080012,
ARF4,0.07760464577374489,-0.025410299498071512,-0.04098868773464181,-0.009108736129129885,-0.013083762665013413,0.07332398919440844,-0.04486095101706553,0.02878049125538395,-0.03347161295741501,-0.06422457078905443,0.10421073056074821
CXCL14,-0.03635280853350342,-0.030091639723466554,-0.0250468469656224,-0.0477375223551639,-0.02744091885523129,-0.028906120525007007,-0.043544636606037565,-0.031018379144801017,0.06478982269120465,-0.06076238995729024,0.005472911984572822
LIF,0.018969215618943304,0.006448015238666044,-0.047337589760605196,-0.01969279114565735,0.06548423499924828,-0.09083720523910652,-0.018851343244309465,0.005605336320940412,-0.0439403857027955,-0.0499496943341543,
IL17B,,-0.03563434042724632,,,-0.050930771838523424,0.024133981729370563,,0.0774268844207791,,-0.018982999901127926,
MMP1,,,,,0.2229351127705421,-0.01883230009392222,,-0.014035570154357807,,-0.042482498398929786,
MATN1,-4.8176250202679614e-05,-0.005600568169723192,,-0.018492263511465056,,-0.013354063979404307,-0.021147928344143273,0.01774725293387831,,0.011763590931455164,
ADAM28,0.0019152179545343635,0.07170516158106471,0.08284327841505398,0.025216762976590503,0.0640798633478619,0.008415981996403497,-0.020439020812091663,-0.008438150845607712,-0.06104642268616183,-0.014277309187232115,-0.007483601068440426
TCN2,0.0456258265816395,0.032830225341513405,0.004581770562488983,0.04069250039200192,-0.04722703237312732,0.07500549054088325,-0.09011894479511583,0.04186123882514958,0.01180268686184448,-0.0354543598074151,-0.06445214696057631
THPO,-0.027348000799477325,-0.04402492030967229,-0.009949514450100195,-0.018492265635717948,-0.04897313208497062,,,-0.017328159304314906,,-0.025924721413509346,
CUBN,0.059430658838272914,0.019790506938496558,0.08531337341589017,-0.04074920049254661,-0.07368244285125329,0.04526886964756462,-0.013941690050905344,-0.05513572181727147,-0.029589769088611707,-0.04777833441319738,
TIMP3,-0.02042213800029466,0.03232663500452912,0.007944338704349591,-0.0028863741270486513,-0.05171875526552826,0.07967899613431635,-0.009177368057133567,-0.03622123213226623,0.031250928841239076,-0.07461615508882104,-0.028602351399468942
PIGF,0.009811266754783507,0.0018280056888468877,0.016321988611976642,0.05556635366343949,0.05536393190897469,0.07125855812011105,-0.07315525845630186,0.01847990633822737,0.009268882532814528,0.021056698903090084,0.05739853032590574
CRH,-0.01620652624248758,-0.03317938366433027,-0.040311345411294344,0.0019532105841634398,,-0.018076924974989368,-0.04765634463282973,-0.04499271629567641,0.08638326507401066,-0.037888413057792864,0.08352904318180739
BDNF,0.077408795085028,-0.08394787855332628,0.010704373655802412,-0.020827040604032815,-0.05194612320910749,-0.007111981284820682,-0.041018399031478726,0.06055823862748047,0.05087860909924177,0.05698436731100794,0.09436073088489322
CCL5,-0.023673746123506787,-0.016741248360239925,0.011097781029403309,-0.025086982133143587,-0.003904647845673643,-0.014953393550709617,-0.016834096693651227,-0.035317306612919874,-0.05791092841361423,0.03619460416753117,
GAD1,-0.06218399883984265,-0.07368180088661136,-0.10625478520671247,-0.045360599997935624,-0.02129448092298553,0.03137305695829632,0.010045629791626593,0.013852792572287685,-0.05846209902234904,-0.08480578172993863,-0.04672460587914006
COL14A1,0.005447721481568346,-0.017439835903679958,-0.0503488258229993,0.0378114953192305,0.013608230345024173,0.024558533096945088,-0.0030324237035759018,-0.044387625239784186,,0.003976503384950572,
HLA-A,0.04094719828300312,0.08722438413163655,0.11255199286977999,0.008802723579901073,0.028754128779139982,-0.06132117658913227,-0.06250146083346877,-0.04799710509502535,-0.03162132941616379,-0.09931736844605855,-0.026565259115568514
CD5L,,,-0.02535366545515032,,,,,,,,
FGF18,-0.022485489368896678,,,,,-0.024006767085542315,,0.08548486303452173,,-0.0030106504721049646,
ADM,-0.03158863104877651,-0.030088427931324272,0.0008907674778335534,-0.07819394579030992,0.08288037010273336,-0.09841332975953689,-0.09896888120266525,-0.03822787457066559,0.019935108860040126,-0.03591060567385307,0.09234853299960856
