,MGH258,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916bulk
ITGB3BP,0.04943863007859947,0.09569812846527301,-0.0023018620839549224,0.08919214372195539,-0.03890643383312901,0.07003953998499762,0.0409955130341975
AANAT,,0.0010651316074713642,-0.01411450504890625,,-0.07543841964500841,0.02173557843109634,-0.018423652649725685
RELN,-0.016307591325849316,-0.042680154750995326,-0.02128422546982244,,,,0.0014988028413472883
IL15,0.0018102585903922827,0.08062381299676644,-0.040034868156863586,0.02507436520170086,-0.004205411551555679,0.06635256439897644,0.03733494124911572
UTS2,,0.044847019678139366,,0.1064833793217823,0.07546247030610236,,
BSG,0.062322270404851304,0.029538923487768636,0.03753022077838652,0.15813022965222054,0.07368411920428035,-0.015260805154446107,-0.006108478020535815
ADAMTS3,-0.017916244461379485,0.14884265715650014,0.016525992628772242,0.12386920891754039,0.009640172227652745,0.0037382293688303873,0.006041784429723388
CD34,0.035068944825611716,0.07951285744593267,0.02084183992706529,-0.006842492525754971,0.04132607073795552,0.033509703985370294,-0.011849960847954843
CCL23,,0.013053944813746554,,-0.033124918727773456,,,
PLAT,0.037279042824654655,0.09221447818221526,0.08099227063306971,-0.0024864904272788825,-0.008083936875616874,-0.0002707067953760621,0.03401856765578051
NTF3,,,,,,-0.045100646418900124,
LTA,,,-0.013593739323569491,,,,
CKLF,-0.0024208385372420497,0.14676364912589535,0.03712299684776437,0.0020235421673180966,0.07405876871677573,0.020007843913129087,0.04765138313240613
CD24,0.0010307405405880622,0.06750460113911787,-0.05515520315733167,0.0908608089739601,-0.0416394425928822,0.011311824493053154,0.007177874541239883
HSP90AA1,-0.056430056104781585,-0.12046616145896895,0.023417565976900822,0.04976395090802437,-0.0534011512513197,0.037421443511161306,-0.1050545047547257
BMP4,0.02669902272729695,-0.038173915650486084,0.03795596700262346,0.0134248932871962,-0.05701484913009924,-0.047768382896576034,0.031245241055630743
SCGB3A1,,,,0.10898393707852308,-0.02633561445550486,0.030256928872403516,-0.03702243681057404
IGFBP4,0.07304441704349131,0.1267597925309637,0.0376659397492935,-0.07892460695405688,0.026637182543196622,0.00972785682197016,-0.0715921676949535
RSPO4,,,-0.0158103463990969,,,,-0.023231496213788942
LEFTY2,-0.019476281390736126,0.1187525121869002,0.02511164586947444,0.0398935635841307,0.10509414211989719,0.008843751860813051,0.04617062123049029
PF4,,,,,,-0.013219639111344661,-0.01819854553124793
ANGPTL2,-0.01556004464475635,0.06891320333701884,0.02313718021742619,0.09080370893973205,-0.027853590540976195,-0.000896155019269915,0.02352391220534612
LRIG2,0.022298993527700803,0.031793962423839486,0.0032012626959307027,-0.05553453571623019,0.0732343294365499,-0.01171090964815659,0.02360945938244689
ICOSLG,0.004031460868097684,0.03702189270228118,0.016753311810642334,-0.007703817408216769,0.09377226635405872,0.02923086412890706,0.02170702446566715
WIF1,,-0.06234889420101656,-0.0122004698373369,,,,-0.033393942225632856
NPPC,-0.016279426206792947,-0.03649265043880624,-0.023799240114957855,-0.029267002560509243,-0.019978271944862316,0.04293653461083371,-0.04373530854225721
LYZ,-0.043165876498146453,0.06478847951402716,-0.06094768327138535,-0.030642739440648818,0.05920336081170199,0.036291374707639885,-0.00719967025638332
EREG,,,,,,0.04498190123074375,-0.02095191691238307
SPTAN1,0.056337922548509,-0.014550998183783612,0.033601170618694096,0.13370019774374725,0.06469559989954357,0.0007902941884664636,-0.05154417220870844
LIPC,-0.025184476313557132,-0.0003281046180715845,-0.029559052682450165,-0.03103466032443215,0.020975047482556203,,-0.02837954240986915
COL8A1,-0.03355588434230692,0.04345657449636277,0.027593231916337328,0.03695959000009515,0.07473207189798657,0.01013411318054751,0.01960243493721498
GSTM2,0.05661361811036879,0.06278603457543201,0.011787749102244914,-0.03495031721007337,-0.07269727874327793,-0.04086554012130497,-0.020939173782475694
IL4,,,,,-0.012535735913591986,,
SPX,-0.020352656108653853,-0.04245882057234964,-0.03324774435057045,-0.019871282225679954,,-0.01641387167232746,0.0156225908652399
MFGE8,0.030095671182671858,0.007207453116960213,0.036238428921212,0.016270936507209136,0.05329083987672698,-0.039859708385361854,-0.03536953599528223
TGFA,-0.05488244345034499,0.02456267078941837,0.03150122600052243,0.0502552136435633,-0.11700188752149317,-0.0087562808472291,0.01960785077924531
SLIT2,-0.020244076641249338,-0.06344719114296572,-0.00361253832869169,-0.023077956265160186,0.04508304807461882,0.03223487674643817,0.030368185195910186
PLTP,0.0725361077255548,0.14938357666789986,-0.04474651809472527,0.06574646482593324,0.09568488089779253,0.029679779739352756,-0.018526367898595932
APOD,-0.07709869647944996,0.028141202388842792,0.02995888947489091,-0.07819875373949696,0.02868932472831472,-0.07830658087912633,0.00213296771732857
B2M,-0.002090305759423962,0.15090185632625172,-0.040372278675556574,0.08489212861250467,0.10336784481753142,0.02624629511300977,0.007205991175512308
OMG,-0.04731291500574691,-0.0458766738608304,-0.02684643552733485,0.022590908146198505,0.0040694199767301285,-0.0487370763876177,-0.07807065068356012
CXCL3,-0.01584093490860444,-0.025069807214803858,0.017800233976532683,0.06896099645902826,0.09924574270730782,0.013646777978725575,-0.01906970644420452
CXCL10,-0.0018171373494925962,0.1407422330389401,0.004609623613166797,0.04520924792794777,-0.09288384197823317,-0.017731368375271242,0.03176810096240869
RSPO3,,-0.031353733089873076,-0.023879138281121263,,,-0.022530104079272393,-0.055501756286309385
CORT,-0.01967077590316412,-0.047087635430192606,0.004710663608403265,,,-0.013833680427270567,
NCAN,-0.07722164600575163,0.07759475879998706,0.07874691694293794,-0.03572625361162781,-0.05812252510756801,-0.055607973633636204,-0.032878003310293544
PRG4,,0.03006114396303155,-0.020204995051171442,,,-0.020412442009310288,-0.02532989605944875
ZG16B,,-0.029324503656801604,-0.010801459911598145,,,,0.047927899488919186
TGM2,0.0855545931298766,0.059783836163443564,-0.02571021940496791,0.00960128825600072,-0.01783530872187104,0.028223022702212885,-0.040199823045825256
VEGFC,-0.019670777169703224,0.08550961768105331,0.020820152173428755,-0.017403980421291026,-0.0431021147707478,-0.02771765377649674,0.05020007091988934
WNT6,,-0.02670914064855845,-0.024038263770782584,,-0.06813406876050464,-0.025710513387502677,-0.0160422161320582
NRG4,,-0.03383056327381995,0.05949255375213448,,,,-0.02412503252468772
PMCH,,,0.05493723724578836,,,-0.019409393733257375,0.0011989989419875207
COL9A1,0.04575504210473207,0.008865065340183003,0.0196429146114747,-0.01644996827998276,-0.013814662377773583,-0.05063225319999899,0.04963584096083553
GDF11,-0.0032590305384842724,0.12031426578074104,0.007627428702671149,-0.015819325397381696,0.0696725276549937,0.005038960265070518,0.03631904608028089
IL24,,,,,,-0.01300885868682592,-0.026970983802182314
SORBS1,-0.011362846115851075,-0.03741302213228449,0.055276011017466466,0.010030368756518152,0.058410309716576146,0.0011928984477232209,-0.0033519130944408963
DLL1,-0.0542750156928157,0.04843850030437068,0.016783296282474613,0.05522083515374838,0.033806365624403596,-0.051874579022518415,0.06411194730186162
TLN1,0.06246849308690997,0.04699280827480314,0.05453033329168197,0.04676281904619063,0.028072561455544903,-0.03849325014393855,-0.0006646444807094994
COL2A1,0.03217632766039264,-0.009790939224769181,,,,0.01791116694217897,-0.021735359406067207
SHH,,-0.019707921318532322,-0.023945238437854517,0.029931854819904718,0.10509238475546498,-0.02708888663427505,0.11346757033296005
PON2,0.021670323124586315,0.11900769856060206,0.07702233928637411,0.04045816644952865,-0.0030779766420428057,-0.06615355774986481,0.062459843931120064
ICAM5,,-0.017622206474209163,-0.019500756992518336,,,-0.017740275161436732,-0.0681306384347986
HPX,-0.0209864319944895,0.01736279609062198,0.005976126876978078,0.0941387257671745,-0.06217109383657053,-0.004644922550217365,-0.011594081650923772
SFRP2,,-0.020008043279971265,-0.01766647641113714,0.014936692833968684,-0.03171600865663401,0.05290497970281671,0.013639737270880256
CFC1,,,-0.01359374014510938,,,,-0.021346857890634948
CD70,,,-0.014049016349882497,,,-0.019326574971395408,-0.02985177434402093
HP,-0.036660276254766755,-0.010576508099660311,-0.03568642999049555,0.07540255090695828,0.04094253561742428,-0.012216790630370272,-0.028116779920329724
CXCL2,0.055810448146016496,-0.025772329410388407,-0.008056749060295843,-0.011731466933027599,0.17221811979408197,0.038322918981120856,-0.046785569837128005
NPPB,,,-0.011903231710633662,,,0.01945108138452135,
CCK,0.029488275843044077,-0.11200645110729944,-0.029470239599281772,0.016161127678058978,,0.026703276913461967,-0.09397245226486073
SEMA6A,-0.019671923568407867,0.04731709480299747,0.01272854782184642,0.04335096356515653,0.04292310332086833,-0.051817665438040166,0.07294450978434634
IRAK4,-0.028982398784074704,0.059798762305893885,-0.02834108435908507,-0.051913351579038126,0.033684256929018594,-0.043774017505446204,0.050871356551233884
GSTP1,0.09333898703859717,0.12484389274849979,-0.013153091416219025,0.005075348744123043,-0.03266460074133859,0.02233312081929198,0.02246568254722858
VCAM1,-0.004758450516549434,0.1553271022333516,-0.05909489162995932,0.05772244127521059,0.05614067797783389,-0.005796856816788887,-0.010537033763463021
NXPH3,-0.01512514903373272,0.05526234420988643,0.025815883599574006,0.04346187670955453,-0.05205272992403666,-0.025660047986211708,0.0718385858260801
MTMR4,-0.02975008394217637,0.0550368844451309,0.0332759555394906,0.01313724666939833,0.03169974283350713,0.030065149875778203,0.05075906170909606
LAMC2,,,-0.01498484074934033,,,0.006930431150922118,-0.023231509002665095
IL10,-0.020431947887756804,0.016805002680621243,-0.01499747515420317,0.044043911263452126,-0.02252610712360809,0.00814264662297624,-0.014776137590615699
SEMA4D,0.01072176054555977,-0.08689520083730246,-0.04594498354336602,-0.03875334760565923,0.12705509237109114,-0.005964818219223657,0.0036801796811231527
TRH,-0.018061548156681737,-0.011863686027020823,0.06373394325569945,0.0186312783278589,0.0442860901066438,0.014354099765008812,-0.021259100848806473
SEMA6D,0.04187155138722403,0.053428744979476625,0.04918188566221922,0.060153598243026726,-0.006860839141867857,0.03271665332374656,-0.021676822074063736
CEL,,,,,0.0523187386788487,-0.0212386868232654,0.057649557341036745
PDCD1LG2,0.017269421281221015,0.08548749328925084,-0.03970409565154375,0.0804702212103115,0.014688266205487601,0.054049601308389476,-0.04423729051086728
SPINT1,0.05000913114116328,0.10364119593691969,-0.026032886268964734,-0.017004875497103673,0.027213759890287324,-0.013214729907217436,-0.03313501639099099
CTHRC1,0.0016806379164187321,0.0260148186269725,0.002903149618906444,0.05033747868861051,0.07015597642805106,0.003674014099341869,0.039016378076124014
PODXL,0.015591579805270374,0.1255257485028929,0.00845638755939647,0.0650508448423443,-0.0025400112929437175,0.007878058749269041,0.01993578402281504
JAM3,-0.05349015532613856,0.08253751547439644,0.001499953707313769,0.03610259821837911,0.13501442927137147,-0.023546943343523523,0.0851704260037149
TGFB2,-0.09984170008235468,0.14267648687508927,-0.0012792110770939596,0.04841496542654641,0.07794094204597332,-0.01717475334040705,-0.015040439562880413
COL18A1,0.07685694139817299,0.11307561976646371,0.03562904992725934,-0.059466598153866644,0.04172588141032052,-0.008354707361808591,-0.007890335265056909
NODAL,-0.011835073901622624,0.09498544570878145,,-0.015367225533572167,0.04761571543261018,-0.01606900487917191,-0.04839498702730919
INHBB,-0.043312313021333,0.08026569888317275,-0.02538970109461724,0.07282217694316977,0.02277524335074763,-0.0022339452058758066,0.03767849234028863
LCN1,,-0.0047333882173654475,,0.03429256813202824,,-0.015175142644200086,-0.016294921500403594
ARF4,0.025705975815727203,0.09437478000430345,-0.03341409137080626,-0.01870811413643102,-0.06615531182787443,-0.02964560567180533,0.010134274540342127
CXCL14,-0.08286713908561276,-0.017226195305363283,0.0435460180539595,0.16440858680932172,-0.05213712545335054,0.015837238712804954,0.007282528664533772
LIF,-0.004720448999091828,0.030934196494985418,0.02951029099233765,-0.03257807458175419,0.07894789536246613,0.028999576421984054,0.03712851648172226
IL17B,,-0.0010094640708509033,,-0.047564334345329126,-0.03732582109411946,-0.0242977775768994,-0.01842364894975208
MMP1,,,,0.066250883459441,0.0215736201535477,0.008801525724012178,-0.004292197502550221
MATN1,,0.05977917374510534,-0.012052726966976953,,,0.033081033019747505,0.04228667545215398
ADAM28,-0.04709211133584587,0.045474376982986335,-0.017586726013962373,0.018260924645814428,-0.051673329844317925,0.01965678866097727,-0.05376287205225496
TCN2,-0.01806503290189673,0.10129853919818656,-0.023703943022168494,-0.03390701682318245,-0.031203082329984862,-0.017317704737538624,-0.019496040670396397
THPO,,0.036651082261800895,-0.013408617380795133,,0.07577450711952928,,-0.0044853088326529626
CUBN,-0.009389325653509412,0.09643588065159346,0.020940566448021534,-0.01964331545578849,0.04631969309603548,0.034323620350160004,-0.029405110262791915
TIMP3,0.007286898489473066,0.038291794705786406,-0.02721148833514635,-0.03904520056700637,0.09949866031580959,0.008320435004978855,0.03615339785003514
PIGF,0.03480224120390309,0.10009098406251427,-0.016117330712279252,0.030692672002263204,-0.019713057527951463,-0.03873353756353744,0.04330861951503415
CRH,,-0.03383054924682134,-0.018973805672740332,,,-0.019345877682559152,0.020627208677234637
BDNF,,-0.08131576695170774,0.033479807669522375,0.006488099611815608,0.10458275927100548,0.0488516850517242,0.09681801396277717
CCL5,-0.044065889676250046,0.10628583964224197,-0.029676831119148768,0.06627558678901735,0.09314945398927267,0.021396122439960138,-0.03452818750550128
GAD1,0.04032482467307529,-0.08697458576061251,-0.038261176991573595,-0.021646414512870988,0.042149967037031236,0.008736472487420724,-0.07334340011399243
COL14A1,0.12542525431466586,0.04478042531469858,-0.026181131237065426,0.020649327505234658,0.10074244452949327,0.02537478004365885,0.03276817031155233
HLA-A,0.08375776525598076,0.17211571152664668,0.018800431159975654,4.539922327154164e-05,0.051729816554189775,0.031173096484125293,-0.04190349956090627
CD5L,-0.034532919232612654,,,,,,
FGF18,,,-0.01291497178545168,,,-0.023688452796163946,-0.023049167215276115
ADM,0.0082658601444269,-0.013607084513283239,0.05281924012966139,0.06501329495441217,-0.0097558874935164,0.06605250922334928,0.051340299966436596
CCL15,,,,-0.030162581111993617,,,
GNAI2,0.0059115930709677765,0.11573014546744279,0.08740629463209343,0.044187185728574344,0.0011352922999779095,-0.027783192616986398,-0.022472133344000493
HDC,,-0.017610426051883094,,,,,0.012835411971750277
COL11A1,-0.022747212658700597,-0.03999824726623368,-0.0006250611358587578,0.08486959135168545,0.008824096986485069,-0.009614230567319972,0.03560535112066917
NUCB2,-0.028767331029000257,0.04379397774069048,-0.005719297809705894,0.015578333143188676,0.06418207047164036,-0.0019895650508096837,-0.11065924236156248
FGF16,,,,,,,-0.0165440161393615
CXCL1,,-0.0194166898957703,-0.027272154654911115,0.015615531512573017,-0.05114839839790205,0.027246446452313125,0.011612007086337422
VCAN,0.05374110632194358,0.1253425192314401,0.0038808877362559533,-0.0031160151794981583,-0.035376987774326005,-0.0593783137992448,0.03687513906199382
MMP7,,-0.016058344425794322,-0.01190323164559884,0.01696261714798992,0.057553977679958825,0.017349929152714896,-0.04044556780454175
PTPN6,-0.019654948234319732,0.09843500510493987,0.02481474867369807,0.03185587991950231,-0.011179028503475836,0.04446275089343649,-0.01996149455640335
PTGS2,-0.03914671373684892,-0.08707068034165912,0.02606916976365704,0.013806044375891327,0.015298404711762732,0.0015831733554872048,-0.01169872216446667
XCL1,-0.017638268933280948,,0.00950413449258814,,,,-0.02988022208355145
CD58,-0.04772567778461627,0.06281628977856518,0.08863951608538087,0.07882272989807511,0.1120581160219513,-0.014726997147698453,0.050828236607887434
TNFSF14,-0.028853367647452437,0.051956497314907514,-0.03152624696205694,-0.03844326000726285,-0.033157995643553394,-0.02582532988629518,-0.018940860280684424
CNTN4,,-0.03065193408363859,-0.013879033016418919,-0.03586951923253599,,-0.03599752758233471,-0.05579626768451819
INSL3,,,-0.013725678017854449,,,-0.01499041325123243,
MFNG,-0.02670130868463923,0.049126813932857734,-0.04211523687535614,0.002805245948098519,0.027287228563428134,0.017973152080203364,0.019363231763051096
ICAM1,-0.03239075645929694,0.10161102016410167,-0.05119582899531204,0.061989118510550244,0.1389227345688862,0.005239870754259182,0.0009494766051686377
PROS1,-0.019880661819016036,0.06857989401135443,0.04051442895162899,0.11597519861586876,0.05611011027473213,0.0007400916297208521,0.04534755524696289
CLCF1,-0.03958711485035061,0.0033987016962866118,0.018460092030913595,0.12274313666445205,0.0073703007571887325,-0.01849149656386871,0.06423516500712738
PSAP,-0.022057587952065312,-0.07984642350245742,-0.03624334705758592,0.11971884026994385,0.06203384611259203,0.017782562001521948,-0.06509318474280917
EFEMP1,-0.0333765758010096,0.08420871758112863,-0.028628119968378028,0.07012312215384567,0.1356894002710103,-0.004980458142962809,0.013346270773787602
C1QTNF1,0.05724971412307008,0.06834592852067069,-0.008439123651877012,-0.0072223353977533865,0.13772920970943472,0.016860074336443685,-0.00432974657442727
ALB,-0.02655400123940264,-0.02693585238865887,-0.01498484036576736,0.013384159522271717,-0.07607573008502178,0.08301503653345146,-0.023771128374449498
EFNA3,0.04146607210106446,-0.08194583401078481,-0.012348960208329377,0.1057660313973859,0.002947440256205139,0.03181579376870985,-0.022275855123635058
DRAXIN,0.024834321450613782,0.08529633360938779,0.04286612994521533,0.13768768017485083,0.04552142753807895,0.02835049661751469,0.03039630651921262
RAET1L,,,,,,0.011265929727821433,
NPTX2,-0.03508257826775212,-0.163131032922758,-0.014877802650909672,0.06878421951824373,0.1398719263267657,0.00113868678979321,-0.023556586508999937
FGF11,0.007041569742846071,0.10389302030056095,-0.019787916261691078,0.11070943456901162,-0.06845673905309817,-0.011336558260835315,0.0659375585819867
CD59,-0.10036734693536604,-0.03972470904643039,-0.007828383492054398,0.054194805953834455,0.10845591161665646,0.007174253636132818,-0.07565875938138106
COL9A2,-0.01148620126055865,0.024538979388209977,-0.01891319700940248,0.04079078550504735,0.07828301931925541,-0.03274604126350632,0.02225690987473936
DLL3,-0.01921608894864972,0.02343528244556539,-0.07861434509558457,-0.08886354341957164,0.01609846411527732,-0.055994566576294064,0.047066542759741335
FGF5,,-0.021448867622949154,,,,,-0.028379533862025092
LIN7C,-0.053975595672921234,0.020750815161168928,-0.02362389957314462,0.0432743205101204,0.004512114463832692,-0.005345587141087046,0.042242462040730476
GDF7,-0.018269800422820608,-0.007728516236729419,-0.010796934706628028,,,-0.013008862808295754,-0.02566521620707874
PSPN,0.06649863167434789,0.049784675954055585,0.06563494578381371,0.11099510147328498,0.024894696458326093,-0.02000251434464535,0.0334586080267713
ANGPT1,-0.008868530716524346,0.05725660882218837,-0.023315554823082552,-0.061359390265327926,-0.10172873094857174,0.03285950074074062,-0.041021448275684616
PNOC,-0.00802933494626997,-0.09020024472361161,-0.05969009640247383,,,-0.01383368193233284,-0.10981858673532366
L1CAM,0.025130748698166706,-0.053576253311699074,-0.0049198635731325996,0.021770042701797502,0.07485784575812743,0.010858217692139651,-0.07594008155656527
APOA1,0.016729652208639936,0.03192459256772873,-0.0023516203611773662,-0.01723551192561056,-0.11694673125972774,-0.048909387565392835,0.04646871191181068
PSEN1,-0.05568636596042776,-0.006345579528639558,-0.03990231268535557,0.06575159461521235,0.01883288656318859,0.022516285686617277,-0.0019126248351305254
CALM2,-0.08634887823537005,-0.13671050503533727,-0.010611095177390355,0.025542421963324752,0.06300992878233634,-0.02183905265418761,0.020829665735528597
CLEC2B,-0.04678186383905121,0.15614303248339384,-0.005135411145996895,0.04696514857234581,-0.0012234484201851014,0.0017645865486785248,-0.016844767080113815
NTNG1,0.08074518667039725,0.013622274767698972,-0.0016549683375467257,0.061174419080626465,0.052229190648395166,-0.007904228143087754,-0.034432178362168026
LRIG1,-0.04871169354957617,0.08665553329595839,0.059877736280773024,0.010141681785351847,0.06221773981882095,-0.01121786310270425,-0.016753791864219582
CPAMD8,-0.01607585644737781,-0.01940338728017573,-0.015224945986453313,-0.03230326783793932,,-0.014614406762617105,-0.018198561889482216
GHRL,-0.025647873256546463,-0.03204809065145781,-0.026694731457260125,-0.025509877373737732,0.057646746429195816,,0.04706376209645446
NPY,-0.023583908819298702,-0.04461572817252777,-0.05730870425421084,-0.03772322152209517,-0.05950947638992158,0.009509773851092888,-0.05751844442257113
MMP2,0.09044864604884698,0.08319463516943962,0.06303819731058115,0.12972939935910416,0.10758268894224936,-0.02724672967880538,0.027311484464594388
PPY,,,-0.011126958589399364,,,0.019782494304935724,0.03213542798511792
ALKAL2,-0.024073727314243277,0.04949999191295648,-0.026840017884932614,0.007568550895358415,-0.01604540234590705,0.012666445304245315,-0.02760277982766498
CSF1,0.016078314540603954,0.07663696333478318,-0.00675610928467366,0.10702100283511956,0.06371454515555029,0.027767776032370566,-0.010893384876412195
SEMA4C,0.0682911917494995,0.015033801654137986,0.003662531102334902,0.005433272659798045,-0.023208007938951822,0.020314850615178286,0.004497811822861834
ICAM2,0.009838730553646091,0.08463338825826712,-0.029371141215932317,0.015382352639402576,-0.01540704942595819,0.03816310569217437,-0.04318931137837431
SYTL3,-0.020613737031562232,0.05426802765606454,-0.014344596561018086,0.052368621950706136,0.04147088899691681,0.07461828309444095,0.008983930233419675
IL1A,-0.01867988682524462,0.07398543283211828,0.01954271018990272,0.0019569496488811336,0.1812571200897898,0.014252985483103412,-0.028836397555421237
HLA-G,,,,,0.016064214524085785,0.023563863562839883,
PGF,0.0748055067775518,0.04684646313463808,-0.026993017041310494,0.028526589549828667,-0.03530499389596264,-0.007623826588198131,-0.05138595112319556
LGALS8,0.013265532172211669,0.01997051026974001,0.0007076917430167582,-0.01644864869872169,0.035917758511472,-0.008468173268873225,-0.02397168340600707
DKK3,-0.08512961055462476,-0.10552838336480656,-0.0270525118952396,-0.08556946734777583,0.02537730731307365,-0.04179871404485761,-0.0812471253583496
COL16A1,0.05662206297748557,0.08463478601019746,0.03903427868465433,-0.02096604344496581,0.10341935984836191,-0.07975841022447906,0.08322369808466572
TPH1,-0.02994847956546782,-0.0230657321411292,-0.014754775449661018,,-0.04544657201002433,0.025460341284990168,0.06165031900674342
TNC,0.03519443513463613,0.14470462197557457,0.0566622205247322,0.08974090804224076,0.0593308855317947,0.03200466818089055,-0.015279971500213672
TNFSF9,-0.016075848817514785,-0.05206869360544636,0.01815813312331561,,,0.07195732048692144,-0.04550190882625628
C4A,,,-0.013190451293890404,,-0.007499259136565444,,
CNTN2,-0.0645156000401207,-0.028521559775591034,0.028835778677605933,0.05394285938683209,0.06214415658501201,-0.031634949785979,-0.05792287416978595
F7,,-0.01940337600227797,,,,,-0.022494450910012617
LUM,0.04078199611686586,0.09898153110072794,-0.003691765503575339,0.019425338599729412,0.03874613341381356,0.019272989979741237,-0.07233335277494998
IZUMO1,-0.015360982807153702,,,,,,
BTC,,,,,,0.06921586098247486,0.044508191388082964
APOC1,-0.07801347921163707,0.17172940824385255,-0.07385043399580728,0.15918656640841378,0.053360814480790636,0.0780493580136221,0.103189440872497
PKM,0.0047708842965002675,0.05409624799093262,0.09381006378294615,0.05630169574878101,-0.034104021909196536,0.012367029980605345,-0.009395116723239281
TNF,,-0.0017184688416707432,0.10859733968866289,-0.018073633918260515,0.09828995718433237,-0.015175136838067895,0.07126245496916131
GNAS,0.04931652677697493,-0.060439526814879053,0.04736725213731458,0.11436613660839162,-0.043517589013269686,-0.0017057372251062621,-0.057135760140877984
