,MGH258,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TAC1,-0.02543525963426164,0.012885685154487167,-0.07103009170258034,-0.048129629911179424,-0.03238378888447293,-0.020369322201280193,-0.004258313420601147,,,,0.02654058066438504,0.06899117974319775,-0.024860560526906824,-0.1013119050383836,-0.04110339868552583
RARRES2,-0.14179799347076716,0.0314175147262661,0.09944074282048154,0.014902743689567668,-0.05845875147239433,-0.0346009519506603,0.021182028047504537,-0.01756814567196269,-0.028263965088182928,0.020875305889391908,0.03597248913048997,-0.019138863165764786,0.014565601600893084,0.09362389131768212,0.02940379706150071
FGF7,0.06324219747438087,-0.01948973928325289,-0.022307601577632546,-0.009059434382593682,-0.007793456605342386,0.05438426608355186,0.020433623943786606,-0.015797463918939703,0.05090261411489003,-0.019483553555561476,0.0030337153469123953,0.056545419569569814,0.06194432973216703,0.07585514909104336,-0.05094560309826704
HBEGF,0.05443494553731461,0.0400510738948585,-0.004356876215658088,0.020633788217134713,0.030534341933682166,0.010711516155898512,0.041788480466946554,0.01428538060930312,-0.007252363431026296,0.004730289277119793,0.07269109681062194,-0.06984291829866085,-0.0338340567366219,0.0318648707798872,-0.01372913923969385
CSF3,,,0.029837752893306403,-0.01719613329642259,,,,,,,-0.022988337267941205,-0.0323315213571746,-0.019910468207749034,0.15227422038155708,
PI3,,,0.0006971363608639932,-0.019363073056164592,,,,,,-0.0421156932792281,-0.04330147573822086,,-0.043258832810833835,0.05257703320276213,
PCSK1N,-0.12551907252850486,-0.010883088404055021,0.01857001395371006,-0.028990516414091824,-0.057362410203338904,-0.05771112780139703,-0.0248607681881657,0.017828903312462452,0.12187434665497178,-0.0015512951207445782,0.03227904873166379,-0.0384664062326454,0.03435740040464033,-0.1337569698963204,-0.005257865649451575
NTS,,,-0.025585076211701797,-0.002256139447160402,-0.03793175561340567,-0.03128250137761714,,,,,-0.016160847370167382,,0.08743565313940979,,
SFRP1,0.07590543137245255,-0.012650229131116873,-0.01991179976031278,0.027346338920204525,-0.016158209863153743,0.06307547455739364,0.0072040859289806275,0.042025430486969356,0.07072086675744116,0.0614173568932909,-0.06263388962341156,0.02201397703345771,-0.028799538939319358,0.04785908304609762,0.009392838612067701
CXCL13,,0.017004831099225275,-0.019732847847768825,,,,,,,,-0.02663253520407974,,,-0.03146911064214903,
MICA,0.03350032163984076,-0.028277838765199546,0.008507310653951109,-0.0788622919953344,-0.008663128524342267,-0.035340045342621675,0.042600561132815344,-0.010022347628560638,0.033458110646331515,0.08976201108053058,-0.0042523041097263315,0.023249675575914536,-0.008932011935849738,0.12313669741408918,-0.07132566376655278
TG,0.0325226501073531,-0.016393590150347106,-0.014232560270461743,-0.02075419438555184,-0.011693626191216389,,-0.007776975016141701,-0.05716206274312387,0.03312223505624124,,-0.01891975482365813,,0.04500485836372017,0.05535433685057487,
ADA,-0.018353459803133184,-0.03386697456388912,0.017200244228887416,0.01133013927613267,-0.01899138933657963,0.0010298474402492992,0.056071317451183204,-0.06955757049784816,-0.04291976595882914,0.044879328266463375,0.023170030830164955,0.007055916990235611,-0.051338091503777446,-0.025615419732746867,-0.06725444894173575
LAMC3,0.015805711261981836,0.057174576594576115,-0.04008273585250125,-0.020665194178359745,-0.021204787370428777,0.035148891208348784,-0.0071358606227592955,-0.10294356400007075,0.02598328707534489,0.004832156519717536,0.02329915001879402,0.10505069388022421,-0.020351093395441583,-0.0006420489747986221,0.011933122594834783
CCL7,,,0.0023406677863133684,,,,,,,,,,-0.020864240666652135,0.0934016784830791,
NGF,,,-0.027925332669455794,,,-0.03128252197506874,,0.06233060010411314,-0.03601001468025852,,-0.029545707692094744,,-0.005366281024680528,-0.03144683819968046,
TNFSF15,,,-0.01937033970647627,,,,,-0.04950915098890899,-0.036367070234725095,,-0.014275362782336055,,-0.011528024937146495,0.018662889118762165,
HMGB1,0.11874194817439775,-0.03332977189940241,0.04425488236059606,0.046108592196540565,0.017389634320688723,-0.010948571158288126,-0.01177123998925401,-0.011674908831939753,-0.0294609661256796,0.04384287092324949,0.00013610755376487467,0.035696743398617774,0.03513258977535465,-0.0671522439098629,0.046371482935975865
ITGB3BP,0.06383838997271707,0.04162982684214282,-0.013626974033702608,-0.01577102439806602,-0.008705033773986138,0.05368083675813937,0.07730684800360647,0.034869808825074164,0.09996989098546484,-0.0035158391748314087,-0.014169442987767643,-0.04880195361630496,0.06903230739077124,0.029767648448823306,-0.018844682212440667
AANAT,,,-0.01745383453333393,-0.015511377593766472,-0.013479430219872152,-0.029410171258089843,-0.0143507393354161,,-0.02523845647939046,-0.01877226632712471,,,-0.022075236709600172,-0.02368900408189216,
RELN,0.01274030057925681,-0.03847037691425044,-0.030070607609239252,-0.04551524871066122,-0.041034588614140506,-0.05350649548602615,-0.018313607107367198,0.03708244125534076,,0.06071487755064373,-0.017243091186764693,0.04903657096398778,,-0.07345948968436458,0.06364213136095942
IL15,-0.05235991578965263,-0.020885183044233493,0.021463238935831536,-0.01971663906320899,0.024632098996704092,-0.010238439983678306,0.03261960123379577,-0.050257736890838844,-0.0426640460843376,-0.010227239108692015,-0.034822003367439104,0.02419588281796098,-0.0017311886115814856,0.07091378808034751,
UTS2,,,,-0.033465956776046454,,,,,,,,,,,
BSG,-0.13620103565984618,-0.0024955752739879928,0.00725605678373779,-0.03917252769854857,-0.021972794487765922,-0.07504588202548744,0.013555519077462438,0.012799711099811026,-0.047128535224396154,0.052652964514802274,-0.031912353167389114,-0.0643714666986023,-0.051765976654648646,0.08083265188987464,0.020247911045895926
ADAMTS3,-0.06740954756923906,-0.00681152916157045,-0.042952874236143385,0.0016304337838580175,0.01337088220473542,-0.047225824409259605,-0.03359532657088841,,-0.03022048225269482,-0.008738718150780114,0.12172355002648837,0.03866492469619355,0.07827231813291809,-0.0011284973749714376,
CD34,0.06607816939599483,-0.04106987077915401,0.02990883387228072,-0.02272492195842232,0.021152977547135174,-0.02329002823109016,-0.03419743365881123,-0.005167067691761826,0.0009829142069092862,-0.003571130625733965,0.023896213992155572,-0.016984639347070903,-0.03358769354096742,0.009604464509017745,-0.009311719403967736
CCL23,,,,-0.01764948543257768,,,,,,,,,,,
PLAT,0.008626191828676036,-0.018278134414706968,-0.006178811399900187,0.02887627743148987,-0.006535239557419949,-0.09477423144084966,0.10706898029586223,-0.03865971352715834,0.06925359958275272,-0.011409461835581988,0.03973084504410631,-0.0641748484120241,0.018556813173260658,-0.03793590952440613,-0.061688494812415784
NTF3,,,,,-0.02175901595391587,,,,,,0.027524335131222207,,,,
LTA,,-0.012055897725588065,,,,,-0.025001783434032268,,,,,,0.026601976888580004,,
CKLF,0.08614743180496466,-0.012083822709851002,0.010109703854285388,0.02140518092737152,0.015052585721275035,-0.07769142114903602,0.041242863276831805,-0.1497053479036299,-0.012984687823475397,0.06676379687641346,0.0007262542846540869,-0.0029649170964962815,0.027299360050437985,0.05529879045939719,0.08124436252222017
CD24,0.07083823386601193,0.010704246740965968,-0.030318165795963036,-0.01682449806831875,0.050166518088949535,-0.06935513355157645,0.007940524285240998,0.06611754057424456,-0.00563446510793233,-0.06016120920318481,0.010969781835400729,0.11468635618762732,0.08924079106201845,-0.0041895368397895615,0.0637380126652968
HSP90AA1,0.046422834136022634,0.01750865150948127,-0.03506020110081085,-0.03730605228608227,-0.01778005270064055,-0.09659020859921588,-0.04085402146836837,0.04273081110193894,0.021176161728223293,0.08369317318913745,0.020418103822460582,-0.007182217284256118,0.03522412117995608,-0.02208875357426156,0.07904983827140374
BMP4,0.03195889280620094,-0.012779958305916658,0.010188910089497022,0.017051967439538827,-0.049568236451155635,-0.04690986132429922,0.010070621728322586,0.008115819651177972,0.02917840954499796,0.00661762135928608,0.025306332055869445,,-0.0034077094883148864,-0.024579280674624063,
SCGB3A1,,,0.10029603707750599,,-0.011370031228583322,-0.018538799344422367,-0.01744591384550984,0.017655763325578593,,,0.010117452036329815,,-0.013965668248399688,0.00904137548125179,
IGFBP4,-0.005730792587166099,-0.04760460395438778,0.035550833773035556,-0.04171307992172502,-0.012968782157549687,-0.040029764997765914,-0.013424303525247048,0.05353574247101301,-0.036477358238258144,0.05425685820570322,0.0025808949685365732,0.04764267815146365,-0.06554182947030959,-0.07352316758895978,-0.0742785828084179
RSPO4,,0.013056069885190718,0.02253311121956868,,-0.011370029565459046,,0.0059245008349233085,0.05147745232615438,,,0.01764158784960502,,0.1505545644068869,0.038762159240772254,
LEFTY2,0.035753368751845566,-0.012203962492385409,-0.015979498673350235,-0.0009330552954925418,-0.012467376477042777,0.0048929442074451554,0.08354875377560764,,-0.03225260842569102,0.026025003172891935,-0.027150987730661488,0.025310692386435633,0.001358837834500808,-0.08757674596813174,
PF4,,-0.010966477549302144,,,,,,,,,,,0.02879550457149031,0.061875278055633566,
ANGPTL2,0.06925633332573616,0.012969025904490464,-0.034097390067765035,0.05580731256959317,0.04587161210509524,0.04283776735814134,0.07207505214901398,0.027458212626331722,-0.001962658670754803,0.02039467745668726,0.030761414998344554,-0.01547767793971931,-0.00612017688030507,-0.074766018049308,0.07309048692398151
LRIG2,-0.0009602043828035969,0.025234257215276792,0.041270685676360885,-0.032411726866233614,-0.03415814033231473,0.0164759295758582,0.024887292071440952,0.005955554098086577,0.008553515411850487,0.08480201520036662,-0.00798041636821863,0.02909874921062101,0.01424743904149398,0.030330581826016542,0.05916323971832215
ICOSLG,-0.0012203480810941507,0.0015297270955579422,0.03214024038932809,0.05988839619016929,0.04741790811957631,0.12684269340116047,0.04485395506865218,-0.0007356804400684259,0.05882326290401247,-0.0002859717633056598,-0.03220690669842314,-0.0017139144077008442,-0.0025806387380367616,0.028856654097664754,0.05361342003258898
WIF1,,,0.012712089005367652,-0.028919591270109894,-0.021396041531436115,-0.0033848039410156938,-0.049597445779801644,,,,0.0019155511705691616,0.05462274168709109,,0.1297151372080716,-0.041797373353413735
NPPC,-0.08264304447813797,,-0.03217065091192468,-0.022479468403562432,-0.015801558608271375,0.061940842355533286,0.007824303398890507,0.08798310229027961,-0.006037094878386668,-0.012258682844391734,-0.054245092872554045,-0.059395391691464045,,-0.02043558813722491,-0.0376548667175682
LYZ,0.0786374943409338,-0.06938462779116593,-0.001228142580502131,0.018520261863682042,0.032930374697873264,0.009404986708818548,-0.03233091739775056,-0.024523904718832853,-0.06894693335628285,0.0009398986992984485,-0.08917615879178199,0.11499001276979202,-0.001964716398715001,-0.049370187687065,-0.020823417766636206
EREG,,,-0.03375918137137508,,,-0.03218057315934443,,,,,-0.02486665869339342,,0.06223634464099417,0.10729692993016274,
SPTAN1,-0.1082361681425369,0.005666466073053531,-0.04039164001155281,0.016297885696457626,0.008644946624685613,-0.03624818969680755,0.0009549227057388561,0.17778579974297923,-0.027737985078550128,-0.05905709508367141,-0.0009240890319745759,-0.032679817021974596,0.05718947143230551,-0.11749358938687159,-0.09563395562457322
PTH2,,,,,,,,,,,-0.020119934275485696,,,,
LIPC,0.02498310887093341,-0.01650513481041437,-0.02322596531473976,-0.0405697908158739,,0.03425047825653074,0.05075860597409045,-0.040109134128770284,-0.016261577341528978,0.0024944604078087976,,,0.03968554930403849,0.1158207197342511,
COL8A1,0.0704640180956781,-0.013813729413955261,-0.0018541162220952,-0.005638761751074436,-0.017190924931803363,-0.004908068790102328,0.10843220318220796,0.046160744604137945,-0.008584290610992609,0.02046060069969026,-0.0592593813390328,-0.04533057405547584,-0.005814289358163205,-0.06390440923909586,
GSTM2,-0.04873518072111991,-0.024030384736872582,0.04375031480419024,-0.010325650585136433,-0.03360611947541679,-0.018481326296739427,0.012978480632038334,-0.03860501019865875,0.005349410504522081,0.07586335132627267,-0.022726486696200005,0.07537671014491974,0.016126258981871252,-0.019763432500749283,
SPX,-0.020242603098130703,0.010143868082074481,-0.012238498400335501,-0.024538736824520107,-0.012889226727900497,0.10673583178998963,-0.0680787977038976,,0.04920006627875731,0.00395569064361067,0.03248582928083177,0.024100015523696186,0.17935604555731516,-0.03178595039916966,-0.043238198828882336
MFGE8,-0.047247886522303,-0.018890119374208137,-0.056058456813116574,0.028234452228207734,-0.027089063255232432,-0.07516831256615641,0.010678843367729968,0.014110997599623611,0.047685809458752504,-0.0032162201511343556,-0.007391142410664083,-0.010568483432447198,-0.07841365172073911,0.03815697081140495,-0.04080334960070491
TGFA,0.04116459552105237,-0.04604545691015043,0.009550203863191543,0.03335232963797789,0.017863997769220135,-0.02362508078062482,0.033956880361307715,0.0038004913814404856,0.031560267408370084,0.0181400865805068,-0.019171936028657074,0.017643642242113892,0.07328437804637813,0.044772773479174764,0.018905761349126755
SLIT2,0.06400437475077687,0.016858015833065752,-0.03143774560844465,0.031187474518641477,-0.008486023936810142,-0.006782518446294154,-0.04406951315530327,0.07297778837056408,0.008769751739411814,0.010560942762267453,0.053280268565293956,0.05681527473468097,-0.0035196587645388157,0.03551739111259943,0.1164479818498915
PLTP,-0.09428157303694028,-0.029293555762503486,-0.03530437820301349,0.02914347070422442,-0.0007543475467367319,0.019701650518714565,-0.03711273434028114,0.015162837064708447,-0.06977590965988341,0.0010916520151022175,-0.0023909478350285173,0.011496823587415696,0.013906269342893199,-0.039056026045461704,0.06104376094602421
APOD,0.14758313867080913,-0.04095419072475963,0.012407981850234149,0.05921189705253335,-0.041666762374860666,0.04887173595208218,0.057904849123456156,0.06609823281785072,0.1246127945649506,0.054390164435222745,0.002194186749333441,0.026154584292766438,-0.06702352156610057,-0.08956904105822416,0.14456860136422003
B2M,0.04401906866488918,-0.05924265427986836,-0.012968532448556759,0.008260575969664997,0.020794149027997654,0.04095516049501007,0.015684893050389736,-0.04169843848396001,0.013547404423387354,-0.0014659223545535113,0.007303001650090857,-0.016627634173620506,-0.10463438865631691,-0.11367621705847543,0.047154075107375
OMG,0.0601499444112556,0.011197762638360961,-0.060026217171970195,0.005018313424916256,0.02093312280376515,0.13515283074083342,0.04125611797067365,-0.020277221479028232,0.10399991758597374,0.02777235922764706,-0.011428705751292048,0.04597795830655095,0.14279776815150227,-0.11856731600823354,0.09654148079060332
CXCL3,-0.02372192771739651,0.03370701406510526,0.0420811945306048,-0.020365697296708524,-0.012163528275850552,-0.04530203444238636,-0.018005811555190095,,,-0.04317694912769803,-0.006159196251389905,0.041966535577865303,-0.027065633542769196,0.10267582042239504,
CXCL10,-0.10760087624419416,0.05241469456672537,0.03021331978786419,-0.05233362091120516,0.04263038735718395,0.11114609998581092,-0.02861341358419956,-0.051799703027712495,-0.023020258012619914,-0.0005580733685360725,-0.02728024156058414,,0.021870891094457317,0.03003262651827888,
RSPO3,,,-0.023225950994792792,-0.009626517572920965,-0.02953673937797888,0.05735543830434024,-0.018815726047149664,,,,0.0431746207562336,-0.040782145326045766,-0.02117312447346245,-0.018495269668132457,-0.036672913827445856
CORT,-0.02945714547861075,-0.0195854344553293,-0.02818819830709595,-0.04408241453694634,-0.0005099560832142666,0.05770922071804956,0.05807401826664896,,,,0.05752427002010786,-0.06610467053708215,,,-0.039160732095276415
NCAN,0.030043156389822294,0.008657140684973613,-0.08437593176144458,0.015827447826566404,-0.04086057451342025,-0.039824581377249264,0.08773880596161782,-0.018522300884460406,0.036347540107821506,-0.0031510105583290576,0.04898021230547374,-0.053076335491712805,0.09019047284957804,-0.07906533528781472,-0.09323807354381759
PRG4,,,-0.016629697526824562,-0.022064376890365545,,,0.008996337550278545,,,,-0.029971453530593897,,-0.030714602118566494,-0.03256900369075942,
ZG16B,,-0.013196373364018434,,-0.023822040581867158,,,,,-0.02805671398845409,,,,-0.02640060756926738,-0.019962227024635362,
TGM2,-0.06099393018648695,0.0682827038807055,0.021978373683981464,-0.039327868176895577,0.02592375284164741,0.009854414437067825,0.003762855855731347,0.02514419876994154,-0.011998319594254321,-0.03380685594408585,-0.07533381248308203,-0.08951366073605448,-0.060745282329253,-0.06307219333056588,0.025020171990696984
VEGFC,0.09510593984906465,0.002414746063598495,0.06068714672242185,0.05423422907600744,-0.015266137836092325,-0.004921655152670662,-0.007472117306153344,0.0010375463326071925,0.02257451548870131,-0.021525771977660993,0.011639631191608811,,0.023330423087355345,0.05604149052476268,
WNT6,,-0.012203962812672341,-0.022914122175365207,-0.021697425466540837,,,0.033462230051685166,,0.07875172080264499,,-0.01280915425419244,,-0.031884159579261336,0.003997841900904943,
NRG4,,,0.007772239414769004,-0.02748258114266285,0.02527501152547946,-0.040511544750364684,-0.026191178419934222,-0.00692193322220879,,-0.03319231185900429,-0.02636420994361631,,0.057265356925231374,0.0011093792429993762,
PMCH,,,,,,,,,,,-0.015179423569579697,,0.06254172514586898,-0.039725316344807055,
COL9A1,-0.036713040476361376,0.024622841224145507,-0.010451396280151333,0.09916739842834096,-0.024085286646794934,0.03758333704437331,0.04913079131984206,-0.041028495778548,0.0013014884989728697,0.04244248257540071,-0.007948322964581178,,0.012698759776245648,-0.009254414740701562,0.130759655420163
GDF11,0.0012023998584130913,-0.013785433342148655,-0.02835120160256724,-0.00649165426351128,-0.03226632685257066,-0.022903829780135325,0.0809626868973333,-0.003389106095222118,0.02951468055224854,0.05658834186939916,0.005900885653067731,0.025599822668351774,0.07164622129343433,-0.006229659840331431,-0.05793635469042209
RAET1E,,,,,,,,,,,,,-0.02322676971144734,,
IL24,,,,,,,,,,,,,,0.1591983285786509,
SORBS1,0.0607957310840637,-0.0010333154280273546,0.011721758221061277,0.07238883233973425,-0.030161315692376196,0.049128549630244205,0.05825888271535603,0.08633231466361466,0.06050130856980585,0.0462650700852177,0.01328335377265585,0.06839500532563098,0.061723648421586154,-0.054920705720357475,-0.01569350253719908
DLL1,0.0020551278213355065,0.03602266340020302,-0.035276495123210266,0.08693307926786345,0.03209133645928488,-0.026459668460601805,0.08225480727259074,-0.025253394889833358,0.04040283225613478,0.0865389571697481,0.03881990345232179,0.0038747549189356626,0.0368293137349532,0.027315182676414224,0.022235127517851824
TLN1,-0.004054359708685553,0.04601902092375679,0.06695660982488895,0.04470475446274589,-0.04119275455040075,0.0005219624910226697,0.09298413410209208,-0.010271770037749876,0.00515692992515,0.0664514436731312,-0.05748614413988883,0.096756584894414,-0.07247688351722095,-0.023399856996101243,-0.10913107257707291
COL2A1,0.10921448988387053,,-0.014852842646407648,0.07298916667123882,,,0.05593893465731246,,,,0.132310175308087,,-0.030814052427359295,-0.009593520193182171,
SHH,,,0.013483864196509458,-0.01600991808519251,0.07517944815487439,,-0.01744591232062836,,,0.06458754345146013,-0.06181696112663345,,0.02933210551738264,-0.04770413167227118,
PON2,-0.09334739016082659,0.015702563707376316,-0.05022408445332639,0.05211987637832821,0.0066236540928501925,0.06510197280825943,0.08345060644955529,0.0407541669929874,0.026539440363808408,0.0008127626677365793,0.01998217012547749,0.039998900066712396,0.1062236462542186,0.028884216092811454,-0.005359743954250205
ICAM5,,0.0043943327142039745,-0.019077656772718936,-0.03979657625541223,0.04268035212094192,-0.024286373633874904,0.006107464038608051,,,,-0.038609141241533765,-0.056757895795176164,-0.024877248980503065,-0.05343349222644287,-0.05746372293719941
HPX,-0.03142735108070691,,-0.0036398352244462803,-0.029656708317430825,-0.011370030069436023,,0.019769413348410585,-0.044818309122094106,0.06889270886602615,-0.010968754741567556,-0.024793726404162976,,-0.04008917598617923,0.09682291482052699,
SFRP2,,,,0.03003456811748489,-0.027252279351695025,0.012780051917754345,-0.03422441532826168,,0.00658238108568889,-0.00443836187880493,0.007766216050128847,0.11653540523898753,0.019287305616016586,0.01678269309845882,0.04768022942575671
CFC1,,,,,,-0.01651227578338082,,,,,,,,-0.027447640992859925,
CD70,,,,,,,,-0.03738999691188939,,,0.0011118658518465274,,-0.006238062134952815,0.08862144113136515,
HP,0.10998817301869301,,-0.006163120619983634,0.07218049944917626,-0.00885740455172082,-0.06676322303929297,0.058882720064238094,0.00016503016123210315,-0.0331894630564481,0.08896974382768759,0.008465195944815167,,-0.017954466630595273,-0.01623663959319161,
CXCL2,0.05245022739437514,-0.00784103941523654,-0.0012882104050489362,-0.0005647881564758183,-0.015801557371592608,-0.0352423337856437,0.04472811556644522,-0.033940366916202266,,0.04407360764474902,-0.05644928635286856,-0.003052857831820374,-0.04555092557650922,0.03211138580926444,0.047807185322445364
NPPB,,,,,,,0.11270875076395566,,,,-0.02268721738884849,,-0.02147777912993458,,
CCK,-0.0548424955824978,-0.024090352015924292,-0.06506657523345336,-0.04311681492055929,-0.02982492695869575,-0.0428565772381949,-0.0683109921748629,,-0.03492004839287008,-0.002475189191778028,0.0029927720515438364,0.006787266162646292,0.03054886256356687,-0.15362582976547517,-0.019472015773784688
SEMA6A,-0.024207852572578074,-0.02068567258353738,-0.00368527264307148,0.07287403730335107,0.054525987829940066,0.08255248185153144,0.05924887948693882,-0.048887970959628727,0.019396149309338587,-0.030908709485462427,0.02219659425097433,0.04355917354398335,0.13614858765330254,0.0659207566130625,0.15598781082498656
IRAK4,0.004825186001869597,-0.0032242540333822086,0.02186350386826729,0.020883168832860198,0.030436098952544687,0.09085546753352056,0.07010622733499264,0.029975312329462402,-0.02822784398603294,-0.039556030557493196,-0.020774298999591954,-0.0023346508262275666,0.08905741333708982,0.011611437975763078,-0.019246951894059863
GSTP1,-0.08611447267495535,0.02451681797284949,-0.016829442963727705,0.04984267441777192,0.019255774190536184,0.020701473879059604,0.035996941275132116,0.07694877326521805,0.13055263974711612,0.09492967226304798,0.05729209652362899,-0.06785746838421426,0.026651220104586166,0.12444620252382513,0.05826935251009635
VCAM1,0.10721186868888098,-0.020661617513247976,0.04974869801151874,0.01748804440504848,-0.010936451525445309,-0.018301281583706024,-0.015111568499164934,-0.025366749053314576,-0.06204415667967565,-0.0009134706411283357,-0.007835579911005995,-0.08692838131564137,0.07194968263291149,0.052271319107945836,-0.0018086004087417833
NXPH3,-0.01897621037984912,0.04473334039726871,0.01399543211800268,-0.047926906064246086,0.06401823381095344,0.015106689422905136,0.006306110505026247,0.03465325524316722,0.019717753374956022,-0.051855752151418334,-0.01954476487093348,0.04865912868016165,0.09276106878442411,0.04650333582179617,0.019628007716937713
MTMR4,0.01670851477997673,-0.0014304814154298682,0.07560295279621629,0.04651130757555847,-0.03160811814387391,-0.04640047226132472,-0.01662608839034988,-0.022947748306522287,0.027778724835637973,-0.0113661680157073,0.031226272853863174,-0.004628202943705179,0.054679617194368035,0.05167893797623996,4.9561917169123664e-05
LAMC2,,,,,,,,-0.03445162837776462,,0.02317170782458872,-0.014733998227591258,,-0.04092175566802186,0.04087620381297523,
