,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
RARRES2,-0.01785281863169126,0.018518855634758614,-0.011664724871935952,-0.0420289441480375,0.1326942821455071,-0.07847983050194707
FGF7,0.09409174998714638,0.006257342482534538,-0.016496869028078058,0.0025494068821415804,-0.012712710511509512,-0.001871078357440575
HBEGF,-0.033994273967294895,-0.06166006172501374,0.05039907262294356,-0.041747228618367126,0.004203765430368257,0.11678504981218751
CSF3,,,0.01966030703612456,-0.07114495230302018,-0.018345235351022195,
PI3,,-0.04197965471594378,0.030461115876065925,,-0.04940695518601255,
PCSK1N,0.06401590111392699,-0.08393300662114514,0.04806896978035362,-0.03507368530147553,0.13804226128576988,-0.0031986812109399965
NTS,,,-0.01663859938458212,,0.04869245153240344,
SFRP1,-0.0478705942683976,0.014592044745938958,0.02026689263266266,0.030743596578577382,-0.017905915162502388,-0.005911643074112081
CXCL13,,,0.02560863215497753,,,
MICA,0.0588359136120668,0.09337392048076695,-0.019433633501778427,-0.10837586034010586,0.05087156476342123,-0.017583717662332667
TG,-0.036560050463289626,,0.01549678410903887,,0.020625017066496817,
ADA,-0.06780055837433104,-0.020170638169600314,-0.009459026686872301,-0.0950908022767015,-0.03262283288906837,-0.07113370323050988
LAMC3,0.04762509884441487,0.0005482644571668965,0.08886484528632273,0.022169498367687054,-0.0071667620599484075,-0.014025873465532707
CCL7,,,,,0.005821172646089089,
NGF,-0.03336777757873672,,0.05873429879792127,,-0.034823385476060724,
TNFSF15,-0.03369863415934302,,0.016898728033700836,,0.09713513299221697,
HMGB1,-0.02657626647046197,-0.0479518350921158,-0.08180842689039061,0.003462804965068491,-0.06609408025161335,0.04834493659312463
ITGB3BP,-0.03634759378979079,0.05557384582895307,-0.004145785866384953,0.01631935562926508,0.06621516082233252,-0.044241453074906144
AANAT,-0.023386583141178592,-0.04197301773875174,,,0.04778947466223139,
RELN,,0.016167765671494985,-0.0027242402748515757,0.011895350274013124,,0.09858934723979826
IL15,-0.03953356900827928,-0.006743789496067894,0.08367040884360882,0.012607468112246053,0.012078532239650707,
BSG,-0.0020225702798709194,-0.0027343921160646804,0.02314472132309883,-0.080727660135341,0.05769651736096451,0.04048599106191241
ADAMTS3,-0.028003052458706795,0.01927782291739277,0.03426573127664153,-0.012794872529859516,0.03611545783065557,
CD34,0.02655497879803584,0.05722744888509311,0.012884367407856466,-0.08182268633617618,0.006243020871613869,0.07958326723569403
PLAT,-0.009870517895200333,0.01978849132521773,-0.009031633072812828,-0.05021115253164317,0.04308154225361996,0.000898105438406475
NTF3,,,-0.02091972745228257,,,
LTA,,,,,0.03281997557690168,
CKLF,0.003355373131987618,0.0310677226191071,-0.020970371594496797,0.03691881361715746,0.030253506412445248,0.03366592928305913
CD24,0.0376691359075071,0.027017252976742196,0.013814679209758306,-0.07287559198024161,0.06897194683858543,-0.030133511848825532
HSP90AA1,0.016994253162183597,0.07113190376454513,0.012485135051776312,0.07316936073080473,-0.10209866564788204,0.009848133839039076
BMP4,-0.04107078730528793,-0.017198582104647708,0.0004418107497762646,,-0.0009063841266311025,
SCGB3A1,,,-0.01822652506360959,,0.02703362392667963,
IGFBP4,-0.02051968547406827,-0.0005647070015114065,0.0940295448137418,0.01239335241837977,-0.06506580501595716,0.02865058190677855
RSPO4,,,0.053048300738943954,,0.03501271716006101,
LEFTY2,0.13268290114806874,-0.040040593408898276,-0.06265642542376106,-0.04419293192736896,0.08314827611657058,
PF4,,,,,-0.010840055045599917,
ANGPTL2,0.0327241774196743,0.07117754218080292,-0.030751340173824197,-0.03534338454404101,0.03115008654879478,0.09054993345455056
LRIG2,-0.01924674249481552,0.057434906124828045,-0.0036318096646890136,0.04371898425470284,0.06702875564215158,0.00196919313608857
ICOSLG,0.009800840647620946,0.02943953316921324,-0.03296823818062002,-0.06730061240380826,0.14169701884794217,0.05336177651178442
WIF1,,,0.032677275822400056,0.03050026023061536,,-0.06149009116714584
NPPC,-0.02800299867716768,0.03952393234994352,0.07428914673504321,0.03183635482725853,,-0.017075489128784635
LYZ,0.05776294615830133,-0.04021981625606426,0.027859995873264636,-0.11734135576323579,-0.015566092306181379,0.08027150746317226
EREG,,,0.023870518371801083,,-0.004913665586424958,
SPTAN1,-0.032489541315541354,-0.03406706236850031,0.10962461218649112,0.06966012145882951,0.038855005269169615,-0.03263091356128778
PTH2,,,0.005766876272302998,,,
LIPC,-0.007557410636747431,0.044737932244243855,,,0.0380748805666042,
COL8A1,0.009680533275585154,-0.010639882972246285,0.02673452279637632,0.025857954275834847,0.018680597566677972,
GSTM2,0.04797037961468128,-0.02749226253060801,0.024987494299125283,0.07085458448327435,0.051269747643726556,
SPX,0.1336501350669737,-0.03812497915692724,-0.06391199544976116,0.00979549900653581,0.10002060420016051,0.06161256086267378
MFGE8,0.05055165228349368,0.06265903311081288,0.07483719450184614,-0.06327916922098151,0.021340615405682058,0.044503346644452636
TGFA,-0.026781356658935124,0.045881933027023626,0.009823585101497827,0.08089359142551661,0.04163786835839121,0.07871888921411564
SLIT2,-0.009173621191006683,0.07200699945241475,-0.05490165651263667,-0.07305514388098959,0.013401777008326335,0.13157047080353323
PLTP,-0.003585100335097812,-0.013534119444277825,0.08289650362877092,0.10801081809579768,0.009331023274367184,0.04390555220594499
APOD,0.09274756204394707,0.04957271689413887,0.04577796227005361,0.09517088376205249,-0.03215635174496376,0.17090145552767855
B2M,0.014331956393727828,0.024507391173374932,0.07888625858660571,-0.012420497420678625,-0.08311150603712944,0.10686815679269462
OMG,0.08618569866970863,-0.00898874255024045,0.021612868171798402,-0.04248465692622091,0.14906000820614468,0.1147481763197256
CXCL3,,0.008276343822484843,0.10237072091045393,0.04959966470366273,0.04632974204042186,
CXCL10,-0.037772679111644815,0.01635335141031415,-0.014590083891051401,,-0.0035156716700608976,
RSPO3,,,0.07717052776959496,-0.005335031753891712,0.0022525723979261803,-0.019609236893902413
CORT,,,0.04970393743984379,-0.011574038547986871,,-0.047839829392997205
NCAN,0.03861111423429004,0.047091982056921326,-0.08570260437957858,-0.03843245564509367,-0.01329844161976501,-0.07923671406392245
PRG4,,,0.035634465361425484,,-0.013186201965037904,
ZG16B,0.00021464230779577283,,,,0.026523399238709947,
TGM2,0.06329649883223591,0.03590739956171992,0.07226595389081106,-0.07146048882108104,-0.0427614238395154,0.005879120097232301
VEGFC,-0.03369863716447418,-0.011540683266706476,-0.027527992626311587,,0.0014484028561451245,
WNT6,-0.024724149389235107,,0.04086694715976666,,-0.008289075639011463,
NRG4,,-0.04558320046820445,-0.004475372802177503,,-0.03446052755288407,
PMCH,,,0.03504425558735817,,-0.009560400658453403,
COL9A1,0.002889414072574812,0.04602294574203185,-0.06626609051592557,,0.05475825499375563,0.089310954508928
GDF11,0.03718341963393819,-0.003153798724650626,0.029556871196089605,-0.06848113882798436,0.03831715250729753,-0.010628375887376914
RAET1E,,,,,0.08445813498389679,
SORBS1,-0.03539455960717514,0.035967332834769786,0.023413361296697004,-0.031606431402287485,0.003923463488109897,-0.016363149632217106
DLL1,-0.005206617427075246,0.003047931890432093,0.019889785262505864,0.004750286836350554,0.006582602204368761,0.06714149391276397
TLN1,0.08154316504946318,0.02899477747312887,-0.026578489471695773,0.02564060070436118,-0.039190756912152326,0.02884332897802426
COL2A1,,,-0.0029455472880041416,,-0.017729605881713812,
SHH,,-0.018273701992128518,0.030618519195526567,,0.03096878725986507,
PON2,0.021901781908436578,-0.0068227448306250995,-0.012963863555720292,-0.007888004413449072,0.04439822152699564,-0.06950579895523085
ICAM5,,,0.049648055772744615,-0.0008555091315036404,0.03409575492041823,0.06160322895898838
HPX,0.14979886924644634,0.04820769613268188,0.0010028287821026768,,0.11144064364693955,
SFRP2,-0.03748771844421564,-0.06316064094152113,0.03933232334380781,0.08368701119179946,0.04273343388797335,0.1108363509345992
CD70,,,0.023871988789369823,,0.028655657059223683,
HP,0.04263698946610147,0.04382101628802054,0.025253235864299423,,0.028689775028161415,
CXCL2,,0.044425574651901986,0.0858669604233591,0.01943880422445407,-0.019928148307955543,0.05099425870729643
NPPB,,,-0.05235536763886299,,-0.034956367325851806,
CCK,-0.03235778763652663,-0.06750088277583426,0.02513536901030761,0.026677309500707857,0.011743797827267753,-0.10910238530284516
SEMA6A,-0.04842198053894165,-0.01669123766438892,-0.030610076191985233,0.08128012512321497,0.026384044137194387,0.029641038316872724
IRAK4,-0.027920912526863458,-0.0227152407579956,-0.03122317332717972,-0.03955387537209587,0.06403921899205761,-0.1020833933750239
GSTP1,0.036535244379494104,-0.055248919758107605,-0.028943405615641436,-0.012404657654350705,0.03854700071007516,0.020949469700867914
VCAM1,0.01016223831539654,-0.017425992141209334,-0.05674684984922523,0.0035539649031978058,0.06242536200925478,0.0958958175843305
NXPH3,0.003135913993034916,0.012789718823525949,0.05060435178471725,0.035195829655458685,0.04895741809852299,-0.0411892127987937
MTMR4,-0.012735574509829664,-0.08353646311995663,0.04032141674343774,0.08191003865802987,-0.018795498451517467,0.0060423860316110795
LAMC2,,0.07184659050745074,-0.010706627460699876,,0.033868938985943925,
IL10,-0.04473597189966278,-0.015502531652369537,0.02020056336073862,,0.02954239300555261,
SEMA4D,0.019843636042516453,0.015445766471810302,-0.07989443375787135,-0.05935073551960491,0.07622074389200743,0.045394609772570996
TRH,,-0.011813277761304081,0.09242786130857997,0.10600108815824755,-0.0287816642244732,
SEMA6D,0.06291281055350251,0.07155885233766542,-0.0028371861299425756,0.020730454916415716,0.05353120663643386,-0.07413858889681221
CEL,0.09674473064534272,0.02718190040944915,-0.027132061330693635,,0.0808332227507205,
PDCD1LG2,0.0809098847523728,0.0018686066391892066,0.0589103345967791,,0.06941275870288502,
SPINT1,-0.035499051410194576,0.03714490367203981,0.10850548567947046,,0.014158801498086359,
CTHRC1,-0.04580278525000997,0.0720901900121371,0.08724547720778587,,-0.007880974829818924,-0.037883939784194416
PODXL,-0.0026234830269200988,-0.007533399139241467,-0.016997939702564316,-0.031675426586348546,-0.074641795450573,0.03745611610292974
JAM3,0.08830660966123173,0.038178347131218475,-0.01715852608044099,-0.013578842255066068,0.006291528710764424,0.13712239301284884
TGFB2,0.00021890060052922044,0.050047445736556964,-0.0004196174334459015,0.03672092206621478,-0.002355295269636175,-0.04964414603457065
COL18A1,0.05702966433857286,0.023408253728932925,0.11216668465346184,0.05935807642107212,-0.08517596737943539,-0.01194206706149871
NODAL,-0.06884807010458874,0.03561955504050345,-0.0388834908233068,,0.028432229261239617,
INHBB,-0.055888771474363774,-0.03888420423788646,0.047231287211244206,0.0013126772222556166,0.11466929228364522,-0.013688140425276165
LCN1,,,,,0.023879755662254816,
ARF4,-0.005221525747074868,0.007085745995735386,-0.03251674248475055,-0.09405870624887236,-0.06192260944772698,0.10514260765379517
CXCL14,-0.026288627910550134,0.04107732183811959,0.04892128927930952,-0.03611589511203076,0.012223071035853907,-0.03161164774644977
LIF,0.002475810627562008,-0.017771344195141182,0.0009271023560568224,-0.007294817577597895,-0.001780921201657212,
IL17B,,,0.011836678675444053,,0.008151958185835185,
MMP1,,,-0.011566902677635223,,-0.055298351773508794,
MATN1,,-0.03136863963468725,-0.004750163504145304,,-0.03038250243819712,
ADAM28,-0.026857501195137617,0.013128788891463902,0.01120368772632936,-0.07612730121577199,0.04974809164795025,-0.036966890316657224
TCN2,-0.017557228158878006,0.02090488207010123,0.10474811244390851,-0.027633599680221894,-0.00047585421253790384,0.00698613824838136
THPO,-0.02681642701127192,,-0.043247160604880854,,-0.03487625937326452,
CUBN,0.005198872573555175,-0.04986245890216231,0.10653675587413937,0.035663433035898265,0.07953857970197122,
TIMP3,-0.02509382219971246,0.043020392931014236,0.07758189807151006,-0.05768879330320356,-0.01780959362276817,-0.005237611856298056
PIGF,0.05633761399563256,-0.022192201895819455,-0.0005877286755894095,0.028222739984968926,0.004808355115650465,0.11246576830841107
CRH,,-0.032137808304401584,0.1253514149515731,0.009730452379608687,-0.005059480645164537,-0.024601319998218952
BDNF,,0.04216461765427008,0.048925464001283,0.11179249405358037,0.05071280288491363,-0.006771735356918789
CCL5,-0.02820362535141434,-0.016421744007095142,-0.02894029799537403,-0.07846662635501853,-0.004154293015295087,
GAD1,0.061984638163337706,0.01637502279246107,0.006492928458278793,0.00579096279733472,0.03790041800918091,-0.03373226572095086
COL14A1,-0.07147453419976321,0.06428916100773674,0.0890962095935708,,0.013416204350735058,
HLA-A,-0.0071101613515900915,-0.0065632447561713055,-0.01821787224400389,-0.10550100784916583,-0.07823812302148415,-0.023653868170509008
CD5L,-0.03061021450924338,,,,,
FGF18,,,-0.008959725334431267,,-0.014769330866462892,
ADM,0.05939262844035893,-0.009170316492525516,-0.026956221058303004,-0.01440201927561575,0.022682096978330814,-0.06215830016024333
CCL15,,,,,0.047188046714125007,
GNAI2,-0.02211365500378092,0.009123030168001166,0.027436557777597834,-0.14838168114549943,-0.01925465855778962,0.08612343610278382
HDC,,,,,0.05435125865826164,
COL11A1,0.12313754532787266,0.0303236709183422,0.04062162374628147,,-0.008378087608910597,0.034527325619044195
NUCB2,0.05304181297971106,0.038939774658715495,-0.031461928908403373,-0.055885076320751965,-0.02699837465852684,-0.11606168283350236
CXCL1,,-0.06701155077890018,-0.005692996285597115,-0.06997380419891322,0.046642468965246875,0.04863979838702741
VCAN,-0.02791014842054154,0.05082939070723084,-0.03976168302665194,0.07433009118497368,-0.05158492551088549,-0.004844324023098824
MMP7,,,0.024775762794503605,,-0.06352377274039807,
PTPN6,0.07890772674746097,-0.03431658507380255,0.006934028906334486,-0.04707386105157271,0.0012277925188768247,0.027663275136144055
PTGS2,-0.04729275658338209,-0.03671195101356491,0.01321874283673946,0.0004033303322522306,0.00185922047274311,-0.05392840941606008
CD58,-0.038373909404824325,-0.028282263604197045,-0.010119244930973765,-0.0638932158514311,0.028690897315689304,0.018084357092316306
TNFSF14,0.04006461106332344,0.029116167256207755,-0.007613069848978166,-0.05000552746995394,0.029152724197664896,-0.041061782334659694
CNTN4,-0.017174114923407775,-0.015597035689903234,0.033620748041304535,-0.056820228759022394,0.00248578892786864,-0.06333291917788474
INSL3,,,-0.01754310839325234,,0.03686089796687173,
BTLA,-0.03435206104047323,,,,0.021970388316010253,
MFNG,-0.041130059006282735,0.03040629030832374,-0.0036359012831121505,0.028915195435491748,0.018058636721073586,0.016133505513793722
ICAM1,-0.027131825986658708,0.033051484377703166,-0.05025074866595111,0.02605206044687189,0.0925006459602214,-0.06261691978287014
PROS1,-0.010109479776211155,-0.0413255318045184,0.05412526783655481,0.03358913112364397,0.0656333607321366,0.10562931029134386
CLCF1,-0.01799847825524818,-0.0009299810398232264,0.023913630058021586,-0.05917503613954342,0.07488029924711732,
PSAP,-0.061242874017039976,0.032960800883319506,0.017690354582564616,-0.028669380138493652,0.06414742772311474,0.00031585701451002714
EFEMP1,-0.03078539183690032,-0.06432487127684842,0.027230690061381697,0.013383801218015686,0.0013766643786680172,0.10489083987241855
C1QTNF1,0.00026216087346830094,0.08221435898253558,0.006974013888822443,0.0989309106228182,0.007161001548184707,-0.09804500508621254
ALB,-0.049266094674885554,0.0007051578707810721,0.02917629422327334,-0.08687050125495129,0.08008843624531868,-0.04959131696927173
CCL13,,,-0.004315853984238754,,,
EFNA3,-0.005588799312737998,0.029831146244209072,0.07746370506129469,-0.01947402236310276,0.04417480543568552,-0.01602803457448211
DRAXIN,0.04362419409136073,0.04364042867078643,0.005410364211904312,0.04486184890871605,0.031235001497262774,-0.09263642370681235
RAET1L,,,-0.01665151236214996,,,
NPTX2,-0.015155847639590807,0.025546541364212735,0.04142253929769413,0.02319888305543429,0.010053908642743345,0.013495369204314208
FGF11,-0.006255550879472125,-0.0573129503801286,0.06412394812636982,0.0091807670507252,0.12715576582741775,-0.005664351749764758
CD59,-0.0003991810216836328,0.10257089529539663,0.08878973651595007,0.07701948862594564,-0.0569393104745695,-0.0025265996008948513
COL9A2,-0.04496374983823341,-0.05897550175530817,-0.08545705218601578,0.020571360099154862,0.13774371373912278,0.09091566358421407
DLL3,0.04395202177917743,0.00616412324157694,0.0029121605662394087,0.04175890939710894,0.07682582742332776,0.11039464481443412
FGF5,,,,,0.12601414612602302,
LIN7C,0.01718899697541593,-0.003785247475776476,-0.01513256379624617,0.07050195748673121,0.013948850613751299,0.006610851039194679
GDF7,0.07653825431751032,0.007175130251337678,-0.014381815856645384,,0.16936850038029497,
PSPN,0.02770380205392611,-0.004412056685013457,0.029522832015960655,0.06412553703276702,0.12447553324672558,0.04449184019559168
ANGPT1,0.016733639760661924,-0.022364294729819278,0.0019782578486668813,0.07547908324509248,0.034676086768975725,0.03015400258588473
PNOC,,,-0.04055023382638122,0.07266635676996441,-0.0030270483191609304,0.0030873522706961073
L1CAM,0.010449543455038927,-0.020068171721350447,0.008769736706064683,0.018896987584416026,-0.003691587223829419,-0.0066310921390052005
APOA1,0.014736552417657119,-0.0452713509235116,-0.016232163390112096,,0.0436010738717567,-0.02678027912417865
PSEN1,0.054208976893899065,0.06423646773058984,-0.026963509799178748,0.031054350883047588,-0.0036989550452766326,0.034948792358902185
CALM2,-0.035214718657048776,-0.06281951529117882,-0.012948964410259675,0.0692639420012129,0.039674962013073384,0.04578241847394098
CLEC2B,0.03363458698978279,0.07364325369408473,0.007578940729090853,0.03677425077056788,0.04476352536433418,0.09789450038022803
NTNG1,0.13596393699531759,-0.017591104076111756,0.03905265624932202,-0.005347954107746673,0.09266192871276903,0.013093738128253561
LRIG1,-0.0033188615314419852,-0.008881435366237094,0.021562065803144688,0.07077730927486776,0.08466852791095407,0.03535474451198137
CPAMD8,-0.03270085685322144,-0.015537109089515005,,0.01256022715077377,-0.031349172820279984,0.010857573010482546
GHRL,-0.021007379713757816,0.01305700726073755,0.062145227815221415,,0.05644003476364357,
NPY,0.11107302155847043,0.014185066168957934,-0.03725873920961505,0.008524092470404171,-0.04360956229341387,0.11180844865570863
MMP2,0.017100974568066588,0.06334534619234435,-0.015075596947131863,-0.00031768880868767477,-0.0009229544882456515,0.04686025329047951
PPY,,,0.0222467446070948,,-0.010934825223885175,
ALKAL2,0.11126492658643357,0.10086909686121778,0.020146258349133483,,-0.003282660194897149,-0.024064614673116665
CSF1,-0.005520221861005643,0.05764521315089788,0.03808693516159662,-0.02938295505002328,0.07802430151732596,-0.012569168515547038
SEMA4C,0.027375997939849933,0.0395821268756037,-0.02841752525893199,0.07356044842965918,-0.011415699969192393,0.04678316607418376
BMP8A,,,,,0.010981248811304469,
ICAM2,0.05249433990682331,0.028623137862762715,-0.024644600267545683,-0.06968246612282722,0.002119312288045143,-0.012835288354515173
SYTL3,-0.05198322681411716,0.04482239763893065,-0.006749099400633707,0.0035025033727073395,0.04410744110400186,
IL1A,0.013526393543994826,0.008201996574538713,0.023753721014902283,0.016761782729588327,0.11562750168144112,-0.05851000401703858
HLA-G,,,0.019820104779290866,,,
PGF,0.01278009463822111,0.011307009756828846,0.03698964908968267,-0.04452185112366805,-0.0018834410528423373,0.0012534929524508388
LGALS8,-0.009737894068999659,0.03844539962326245,0.03480760207185278,-0.05054390400208634,0.012443074446484558,0.005318364889353789
DKK3,-0.051172103829415165,-0.011521726926501495,0.04696774376876979,0.06695016252356159,0.027559966378637935,0.05967624285567565
COL16A1,-0.014463815841995938,0.04448051794092026,0.023062260602029264,0.021228469177658065,0.0448969728876139,-0.008121718433200052
TPH1,,-0.05969784027991108,0.012817116493426336,,0.03315735960514157,0.006216724669230818
TNC,-0.10066496346067662,0.046402986158052516,0.035565830003440324,0.04536644461357578,0.02061454206746586,0.00581783521975448
TNFSF9,-0.05070906315360354,-0.01029008230256825,0.007246224793448393,0.018707668490582717,-0.02305122241225938,0.004504428490535565
C4A,,0.008670997140261205,0.006165415278401019,0.09684001330323282,-0.017451764073611466,
CNTN2,-0.02836097553539024,-0.05872902345845131,0.04732112520036776,-0.0072149764219373745,-0.027827058897367016,0.03803395131565049
F7,,,-0.0044597557588048975,,,
LUM,-0.02299842954532383,-0.019383954050128133,0.08011709172933038,-0.04082389430777808,-0.05531184076427707,
BTC,,-0.052109555069416405,-0.03979196652413971,,0.10982306436031841,
APOC1,0.028402550729283726,0.006502817571887523,-0.009558206215765183,-0.015915289098104617,0.09243652131854935,0.01526246425123185
PKM,-0.026540251460899573,0.06262496011334742,0.01044449218729281,-0.012711181697224416,0.008892082280046797,-0.09672317555382119
TNF,-0.009848726096287501,,,,0.07219793276423284,-0.14800545666250092
GNAS,0.023156488863876813,0.004780267561686623,-0.034184565292825826,0.012452967349562754,-0.0435808871158428,-0.09337702222641299
BMP8B,0.00759784894662525,-0.009935542451981515,0.031693253370453665,0.042145178854913506,-0.01993960051426254,0.02491525067679777
LIPH,,,0.08426024036338364,,0.02551235437835872,
CCL28,,0.033301506369469186,,,-0.03240546332248781,
PTPN11,0.08023528672565772,-0.08349612349854402,0.002426353917035959,-0.005477895837457344,-0.011298287478150941,0.021085278197037614
ADAM12,0.04583833222489229,0.032692343038654495,0.020653438345765125,-0.06666247690214651,-0.04584184781160559,
EPO,0.05161951876949801,,-0.02079509429255103,,0.07597539076993373,
EDN3,-0.026816368134814354,0.07017455440249987,0.008191604193575744,,-0.06261450865944938,0.08202052443980926
CCL22,,-0.007796403176444119,0.11128179551818222,0.184311304083499,0.013454780187150439,
CCL2,0.025539557548265094,-0.04276221343481134,0.025007576056916465,-0.02345349365480761,0.015934401484045794,-0.04903327794338667
DSCAM,-0.00992253928628703,-0.0709219496242789,-0.034207103547064216,0.012636852395197198,0.0007717331797125769,-0.04260399081183635
ANG,-0.0569675597147772,0.020088357493490267,0.002345809415989408,0.05849889046811491,0.08880993690268776,
FBLN2,0.025055432828645918,0.04276712964842817,0.10269789501869737,-0.041747868976988296,0.06285706181022567,-0.06539259782370077
VTN,,,0.0376819470800073,,0.013937859440887393,
VEGFA,-0.03338789060289139,0.0023382266719021616,-0.03183404236416898,0.02019877280619389,-0.05069715873211795,0.02069577525289444
F10,,0.04887077141499676,0.004257287375963228,0.031560598539528584,0.06286173358112339,
SERPINA1,-0.004951942914131545,0.02053776865260283,0.08167792549083339,0.032617296699053465,0.028542931195002213,-0.06647708434818167
VWF,0.01710908553638625,0.018765181504885355,0.05305584268363114,-0.05811713075532129,-0.05622093223742994,0.06326119182607975
GDNF,0.01794051405523916,,-0.016247123141633735,,,0.06488698075378682
VASP,0.06781884575288327,0.01957608198414097,0.02226422206757851,0.008085006743014152,-0.027567085854267738,-0.013702971261298647
ADAM15,-0.028220571361566468,0.09434103708567804,-0.04969414432057003,-0.09579714118818462,0.05079790358785498,0.042551373799349396
WNT2,,,-0.04723667990994776,,-0.006863299666554628,
CALCB,,,0.03438317343430248,,,
OLFM2,-0.022188965957417393,0.02075700898337145,0.008119080249406434,0.03206426744981748,0.07550803071067538,0.033606502008945265
MFAP2,-0.01702589214110341,-0.00040153751468323016,0.006588597475431103,,0.05739807071065632,
HLA-C,-0.032915550179537865,-0.014883576757287326,0.03818687562727331,-0.04623241780779194,0.03921254999577438,0.11434285521004335
THBS1,0.04373151526808458,-0.010234144040196663,0.028356213594789598,-0.033179133499353045,-0.08949173239424345,-0.0039647338213905
HSPA4,0.04133020554609535,0.009390483538127006,0.04168086503428345,-0.04479947828712136,-0.03993399973132808,0.09750820901615798
LMAN1,-0.03386295151737702,0.06721234441660907,0.0335675184558948,-0.05086739842670286,-0.013650254554669516,-0.022963039043870564
LYPD3,-0.0380708093443038,,-0.0312374886796393,,-0.007649761543133518,
APOE,-0.012531197227777041,0.057960314762532904,0.016014595485089763,-0.027644837457470293,0.06407975702679165,-0.011991928440376666
SOSTDC1,,,0.021403199834223677,,0.03625567571993232,0.07943609112121384
ANXA1,-0.025229928249761748,0.08720899810028829,0.04210159430665166,0.051809212522906156,0.007845678148499721,-0.0046337123112188015
WNT2B,-0.04926607091999165,0.036330006795095675,0.03916649498465356,-0.021709755793556784,-0.05551290975306871,0.025971579235167887
AMH,-0.02719747246699873,-0.0173239739417397,0.0028842351929912313,,0.04527455491459254,
GDF10,,-0.020826959784733055,-0.046940341263203504,-0.07204818633948429,-0.0056315067612929415,-0.02210878086552953
EFNB3,0.06346883050826807,-0.10941572674267702,0.033538426826899705,0.009067234962654911,0.04356903022936651,-0.08514342911689177
LTB,-0.05070902792025999,0.01810419414456932,-0.010461408345461484,,0.03730112964429696,-0.06266738470081254
ANGPT2,-0.002420844323305135,0.05506084569036694,0.019320124297754773,-0.023910766751584815,-0.10799580860190158,-0.00576749760685932
NRTN,-0.030610237711531995,-0.05298305103543688,0.057836189241654734,,,-0.0036331160591150926
ADAM17,0.016251798761978103,0.09059476835665206,-0.02020847911632692,0.09082305928197963,0.03133714481361433,-0.09175156584963898
LRPAP1,-0.04161200621312206,0.06809105610959244,-0.019447546783679694,0.018157567915716266,0.06629576379899028,0.04630702615634306
NID1,-0.02223758918823726,0.03366117313857424,0.08280284259681657,-0.062366919460735984,-0.06377535980414314,-0.011933006760190394
MST1,-0.02993377254983556,-0.03317811524768753,0.006872217004621541,-0.07049080141122925,0.11014559314362922,-0.06257532119126773
DCN,0.030280713224420736,0.03365828303968611,0.11220953594512202,0.05158202115771529,-0.03263296616304247,0.011734929058141894
IGFL2,,,,,-0.04140177579232403,-0.041919546156944446
COL7A1,0.03863629789996748,0.04511975605423577,0.0004202054691313797,0.026028673676707834,0.057834067570304494,-0.044316010575539654
CALR,0.05029078840367776,0.028009267108587914,-0.0030121991564665738,0.03785480574018517,-0.02316151299162831,0.08914404861576691
