,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
RSPO4,0.0024123010801711375,,,-0.02649731891441261,-0.02961629590898489,,-0.0201032445559566,-0.010345739484350414,0.05151366661025322,,,-0.05163785425213839,,,-0.024986710864833245,-0.023419144310199147,-0.0028508484844735438
LEFTY2,-0.032829572791259316,0.061677483265794246,0.06402801958203279,-0.03867963277776436,0.0034818486658211873,0.14064125918170098,-0.0033773945778311537,0.06385887048757555,-0.01417851279632501,-0.08572044340014627,0.06569056903607534,,-0.020099022828855423,-0.0311377257202859,-0.0339802760079152,0.0068169002560157736,0.08822459948222791
PF4,,-0.018375185910723877,,-0.011784118014794252,,,,,,,,,,-0.02482116603138738,,-0.0267583309256895,-0.018476735938377894
ANGPTL2,-0.0020084068159843694,-0.022068829624356058,0.010459588106716506,0.02857120532679329,0.04399100880535118,0.18245921057418732,0.010696152493735815,0.013563007860700138,0.053559768921728625,0.04405726904699317,0.0981849959288675,-0.1354557882165964,0.04564036553867657,0.05899078278586716,0.053973306813048676,0.03531509073784961,0.041949191591685676
LRIG2,0.02658388149053269,0.01117206106499839,0.026787319219703738,0.007255827564731147,-0.032225504956996595,0.09973942209545454,0.009875241823984903,0.027521766504560185,0.05871814832322077,-0.014381313252447766,-0.05612031878887107,-0.00606711903451277,0.02337530851775252,0.07783571619099906,0.04104138609336633,0.06666170354405185,0.054977983221267554
ICOSLG,-0.015539495228572281,-0.010331067579047979,-0.015582750522534062,-0.04949985271902497,0.06863003969429927,0.047210045884751715,-0.028800077508744082,-0.019634281558227967,0.09186362077859857,-0.10029996954365099,0.04527711875635239,0.0391636758184468,0.015465221755495619,0.05691065773759256,0.03781867160233946,0.01354717715458192,0.02906865442326308
WIF1,0.021959553554711485,-0.01097537265750126,-0.0030682228381336118,,0.0703841203792246,-0.12119017269708988,-0.015513197664762472,-0.005084680700046724,-0.038948195331552304,,,,,,0.03956429480323051,,-0.03390441567899053
NPPC,0.10506167351501487,0.018250375436807038,0.03364754721712057,-0.01828007308016706,0.01931777274530618,-0.03794426866723531,0.008083075200236664,-0.014378046061067577,0.0033641886548984937,0.0043461782738908996,0.0006083687676779658,-0.007245421761528802,-0.009226246058987744,-0.009953215085226662,-0.017855997146427174,,0.011141928155287546
LYZ,-0.061905164281636456,0.05955328510070163,-0.004421438935709488,0.0020526726022369107,-0.049637289025757675,0.03148271515013511,-0.020614970575864533,-0.037329268808364985,0.02003166321230445,-0.0017788335470177025,-0.10466177729226431,-0.013268296917510768,-0.05631619562003685,-0.02072945436090856,0.002001996857810869,0.052461580815249605,-0.07502308424348919
EREG,,,0.001627320451294155,,-0.03273128217193932,,,,,,,,0.0158315095656484,0.02457097460994081,-0.0069081109407250815,0.0031128317383697602,-0.02127219648011011
SPTAN1,0.05076345412533557,-0.041985065048178,0.0005690600230316338,0.030450116170381025,0.08082409242980036,-0.003344792675164784,-0.044048708418101414,0.05144885213209174,-0.06923056565730534,-0.06189161682687343,0.02984852974488667,0.11821265228507723,0.029981433761924865,0.07928354556698872,0.006947806819632553,-0.05156903858525928,-0.02983483497478341
PTH2,,,,,,,,,,,,,,,-0.039737194396456205,,
LIPC,-0.005166666447917857,-0.022496057376641915,,0.0349868863070633,0.026397510937720157,-0.024026933190610653,-0.013538987839656727,,-0.013877337129398534,-0.019730383169102816,-0.009106741633209339,-0.01589921167818542,,,,0.09436847029968767,-0.01184527378030443
COL8A1,-0.11909222460051684,0.05884699625421868,-0.016877894666634294,0.07831138578061636,-0.005175561241458239,0.11327916366590886,-0.01858841682561413,-0.002717833669281386,-0.0062844629154165735,0.060172688412545104,-0.06569020464026117,0.06384613398336256,0.030185725083069784,0.006303425215038251,0.039516891807220324,-0.05449400891286279,0.045218279666755574
GSTM2,-0.05238793038240833,0.022929947581042606,0.060637304737938665,-0.01567546740114723,0.07870927594264943,-0.013102106290968182,0.048016800730031624,0.0832965069885892,0.06670096702680994,-0.05851481835442036,-0.03233264823836035,0.04623332521986222,0.002697845784084372,0.021304380912443462,0.03380495699306702,-0.002754398694197709,-0.044290295088724126
IL4,,,,,,,,,,,-0.025219336972270617,,,,,,
SPX,0.029204022177570815,-0.01712516774374841,,0.1368531556641495,0.07015586807529299,-0.01957648555149792,-0.06378445255756078,-0.014239455829276375,-0.023635283426572368,-0.04931900000056265,,,-0.02387216015809715,0.04864657358698323,0.0466434778199125,-0.025007349084044193,-0.02505582061897441
MFGE8,-0.05941999045459182,0.06366604192825005,-0.03268126217150674,-0.021806671122178014,-0.06788238557238217,0.07548752062949492,-0.0011656027676785151,0.04496262312581257,0.029140611227195922,-0.06058606138889485,-0.0033070993516459753,0.012026927709135434,0.017587741423830544,0.040721361348130876,0.025304199571724816,-0.028953017237971248,0.006875864920033394
TGFA,-0.037051795322712806,0.012358152760983052,-0.014949764337980002,-0.035552857822402466,-0.04284105052036607,0.12905798479645517,-0.016198066848182917,0.001093662069145318,0.06904742064790563,0.015744414808734113,-0.06258608395586873,-0.0473600828830518,0.03875393832361934,0.07553556663169796,-0.07192501926855552,0.07848582371005047,0.07891241896567257
SLIT2,0.004077677257676462,0.0319444188374442,-0.026958482834484685,-0.04010702873924698,-0.059077380606177746,0.06971493941182849,-0.022545536265197674,0.006104372367487266,-0.036148674938918816,-0.016799295408592665,0.04613237835856945,-0.018869815002195242,-0.052799840242023575,0.07870937877505647,-0.03183555067325121,0.060740079629389404,-0.027606645052282077
PLTP,0.025845167566019712,-0.024350069890280438,0.034811587980194604,0.045221594171265506,0.007345203256105203,0.07457279558840602,0.022664493000739454,0.04266252150305927,-0.0030897388910157363,-0.07048986416027293,-0.012496816137342274,0.15320283529113585,0.030144750510109217,-0.03265512606961381,-0.04161638250964241,-0.024816320069958996,0.00016241095478744885
APOD,-0.046818576545000545,-0.059989943200982485,0.033907152353425674,0.048624347061606364,0.01796385058308476,-0.040680806090624896,-0.004469324200893201,0.02382610196903473,0.005165446482606524,-0.0793837010895228,0.060152217461901004,0.02346651797329453,0.06142779832695859,0.11932213005005736,-0.03463127367121655,-0.004650903613997583,-0.039681632215099336
B2M,-0.08406512092326507,0.0398672155780362,-0.006539823747445786,0.06217808723102006,-0.016757216113995707,0.08101627328445779,0.07786595555950523,0.06969386654803861,0.054253453978789036,-0.08679994192495628,0.06902243669577096,-0.0152277580055023,-0.008246505881211126,0.023298927731323457,-0.020503367758381748,-0.08303163953412689,-0.009399163050256723
OMG,0.017556037708766514,-0.054361177918357526,0.07417491931245415,0.06569386847894841,0.05665577461621522,-0.02478672267657087,0.027153985303847144,0.015531706100578344,-0.01622656699170126,-0.11747586540522159,-0.006969662022216172,0.030876180289263304,0.07667997757674326,0.14768113724464074,-0.028537424893889787,0.057926808361294505,0.0027260753872907517
CXCL3,-0.09945421594168023,-0.04537696838961103,-0.005304992598786707,-0.010281327496017635,-0.0622874443290998,,0.003667839527826611,-0.011067754400109086,0.005373974704404574,0.001124281091318871,-0.07501831921050635,,-0.0655368210931308,-0.007853554989211775,0.007959340367876277,0.017371790691640025,-0.03654234079138263
CXCL10,-0.044495359309542626,-0.06340299995501479,,0.0049237344596635944,-0.03263447630888357,-0.0037849038722889386,0.07027751192939373,0.05178324818113805,-0.025257474849433605,0.01647452091123343,0.03236276883340743,0.046855757211322464,-0.024449456075749512,-0.03329237921696427,0.012570750034339613,0.013036757227305157,-0.0427968218085124
RSPO3,,0.03284379756635389,-0.017205840355356918,-0.013684954101664754,-0.003250913359844241,0.030900268409675854,0.03787966177607136,-0.005391454858800686,-0.01660891406791616,,,,-0.007615076387811979,0.022432103471967516,-0.014946660106996863,0.024586324352980395,-0.05635017882377012
CORT,-0.0021904504721100633,0.0028802441037226027,-0.04503256977846884,-0.03068956037407924,0.02064260634949607,0.041433699092517845,0.003126050185701377,0.0181208815699195,-0.002804719219313678,,,,0.03806450822592661,-0.02597408868868208,-0.03171025413588808,,
NCAN,-0.0026939893990245477,-0.005932045861559371,0.05248546626391003,0.0030274165496866575,0.04404604260574081,0.12342546553256449,-0.05599533188367746,-0.022877539982237495,0.020785475543155293,-0.012554307624545782,-0.0639483429908154,-0.025541297450082913,0.10178733985181897,0.149729497280203,0.008570766397061436,-0.02666801995987071,0.015013323007789028
PRG4,0.04502878895494347,-0.02663938713655837,0.005608371770720007,0.007975731906639638,-0.02053007388561376,,0.018497570622320093,,0.016180801792777887,,,,-0.025932778112820402,-0.03832635731972122,-0.05276989770812478,0.028445492974790265,0.052112605188852065
ZG16B,,0.003376013504627264,,-0.015675898126879414,,,-0.01373432211305771,,,,,,,,,-0.023777776556137914,-0.01576255072599479
TGM2,-0.04563095652434837,0.006999966774462359,0.028606540654263653,-0.014684556087346897,-0.0632094769605313,0.04621952947517743,0.03498009335043889,0.10959150571693513,0.016432525105402183,-0.033044343380292815,0.026066996578508812,0.016041132597111124,-0.020828762557002868,-0.01012791220941227,0.03389180130444658,-0.019163461618749746,0.01821389287229609
VEGFC,-0.02007110333707696,-0.03382400167424471,0.06843217106612705,-0.024072127377419362,-0.03160258671883556,0.002931141447874387,-0.036983140954557236,0.010919703442638458,-0.0029844922094208006,-0.0037560370919440442,0.11493203489315311,-0.052525622300799796,-0.015762395970182905,0.08126464229258812,-0.00740978985473756,0.007957044563434807,0.027145248282225642
WNT6,-0.019847526631406858,0.0957970667830057,0.07938658067652636,0.058564667166200825,-0.001812116544965079,-0.015891879510407644,-0.0027602229578238733,,-0.017295644091353465,,-0.04135806541110996,,-0.022889223203733464,-0.021079952210961758,-0.0331614431241856,0.0009024545783773326,-0.01628744400641668
NRG4,-0.03402191399027074,0.12899640410736088,-0.025433961285929643,-0.016437979118887384,-0.004219885573603856,0.05644213582788799,-0.026385856563937406,-0.020274106873784715,-0.023119332765798077,,,-0.018551962524081957,,,0.06144114771954794,0.18290061204533198,-0.02449381763493418
PMCH,,-0.0006370362343850955,,-0.022776421515078454,,,0.007687254460739773,,,,,,-0.02406595810812205,-0.03644303602874584,0.021386009350809226,-0.030423800330339184,0.08620719082065398
COL9A1,0.015059343523288516,0.06860838407546888,0.0863968349512186,0.05171050793392188,-0.03258790691685944,0.16841828355200086,0.021621899840926686,0.032133052671360664,-0.026343930060723456,0.02806884768821693,0.03996256613878285,0.06654208251331895,0.10858933556367224,0.07720983941053246,-0.02473559072273174,0.021951421414268014,-0.0054438650411200535
GDF11,0.01807310687293269,0.026323488336579985,-0.02367903810638235,0.025705661696055093,0.015477818437194523,0.13676108771902584,-0.032232014389461335,-0.026825283627467215,0.021797793663040962,-0.036108103365124655,0.07915992743928309,-0.01100260631307646,-0.04514670543940718,0.0598259598487502,-0.03506801996810947,0.034971257183114786,0.03389773683627819
RAET1E,,,,,,,,,,,,,,,,0.01853968844627199,
IL24,,,,,,,,,,,,,-0.017942998449700525,-0.00694658343442202,,,-0.027383273287171182
SORBS1,-0.05083054750731507,-0.010855391307545125,0.0750067256644515,-0.01105907236415191,-0.04216729128027693,-0.02738550310678027,-0.01218843306940958,-0.026179504776884997,0.003582859026400477,-0.007186349058170999,0.03777912241142728,-0.08354817074914321,0.02913362330289657,0.02139912806880696,0.03320925513244011,0.033697669767165844,-0.032785103769941044
DLL1,0.01801878154024439,0.03676407016245201,0.02694936148309467,0.013852417356722217,0.025441485612949597,0.08392676813519052,-0.026852701054152328,-0.004477040182579623,0.009920422489873761,0.04129220365804097,0.009942363827277631,-0.004228771862446633,0.09584003475776781,0.10987853382714637,0.03542819907532435,-0.03603704664694579,0.026087673591811897
TLN1,-0.03225479717682361,0.034048500049476106,0.061968554376448076,0.01740523390039058,-0.0629735597253479,0.13941787745097362,0.021655508729386312,0.006234116362128019,0.0462623315929532,0.01949294926706419,-0.009954264029905345,-0.08182123194139006,-0.07623044589860176,0.01039971103250178,-0.009472329112821911,-0.01627508950105443,0.05613208211869776
