,MGH258,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,-0.010290636571133419,0.027838954437791375,,0.06708833492944373,0.12816258735518213,0.05345495379364246,-0.02826079691405414,,,,-0.04706693483851679,0.15541974894356714,0.012346737859661443,-0.027890628811804177,0.007870337855577121,-0.020998872495193454,0.025392180228390966,
PDAP1,0.039780854695296505,0.0067492547936556,-0.012955453804427407,-0.027923249674867624,-0.09290757054713196,0.0816915841892867,-0.021127858130616056,0.050596265014015276,0.011645580968897498,0.036521648055341714,-0.1015166291994379,0.026395578633487887,-0.05126921023550007,0.07440633962162103,-0.06577998969671925,0.008376431541910976,0.07109413632481011,0.03960814983900067
QDPR,-0.039511816915062246,-0.05017978383950068,0.03038263286630671,0.00447798354059774,0.0325036860274217,-0.07227607419225573,-0.020405244677583045,0.02599298120550324,-0.06264029397578845,-0.01878961440847441,-0.026952020153963814,-0.02890159065819009,-0.10203381716487656,0.03466945549978031,-0.0760127213403501,-0.012305881371460778,0.010861838826022565,-0.007248384155394153
POMC,0.011706465988545233,-0.047762170559553965,,0.03334429673882978,-0.029344899509131432,-0.011990238946015237,-0.020849689150359955,-0.01016725226869242,0.003603730144494821,0.05140018251420607,0.096341361591401,0.0758197379450324,0.03731933529189272,0.0070502030948872115,0.01845634139353267,-0.012059247770633635,0.026366266890067623,0.03142186779889774
CCL18,,-0.031733444215902365,,,,,,0.02671025003647313,,,0.017233930779141565,,0.10549435239290587,0.05405397004534796,,-0.01912564398762537,,
CCL17,,,,0.017714292302927554,,,-0.022410715165374413,,-0.019258282275562713,,,,,-0.01978705119759459,0.055289461020640945,,-0.02323353545682528,
VEGFD,,-0.00996954667592129,,0.022042336556443273,-0.01875162968496341,-0.0055649627877656085,-0.0238767214843385,-0.0063241585445272,-0.020639697607982902,,-0.04546716283035354,-0.017702655785860236,,,-0.02594339188353566,,,
TNFSF13,,-0.02394708292988956,,-0.021639215370290208,,,,,,,,,,0.011127803465552756,-0.00750315909413487,0.009421694227550792,-0.003207275270774874,0.06017563522535779
WNT5A,-0.021758232369809685,0.07370423875560254,0.012854069068697153,0.012515660085433235,-0.031116593227557117,0.10595036809860187,0.016306288813041952,-0.0471532735473776,0.012416400437835729,0.10224575294237123,0.01958433201472284,0.062333541325465154,0.034430521021883716,-0.053608659859600664,-0.005077829605504198,0.0872999865000197,0.07801882886626903,-0.001994421668948521
CXCL8,,0.04865842485062303,-0.025115366197090244,0.16978493726893687,0.029096726358230775,-0.005949546956300992,0.05294126132515028,-0.03403656398922164,0.1049158113736422,,-0.019877203885476553,0.060524096400086526,-0.022798293023853625,-0.050220221780935465,-0.01989508630517213,-0.02434282162688593,0.03894075175088462,0.020318380187296613
GRN,-0.08703947523306356,0.025893416339728755,0.023743754890104298,0.004310817906151963,-0.009897827851265294,0.09481277427732689,0.009243122414057104,-0.006643276410114154,-0.0755537332331004,0.019127380972004383,0.09453683849042643,0.05703618405625125,0.09812339808687902,0.07483900317083021,0.03790047435244133,-0.027953545521730256,0.026868918800029104,-0.011881655895840412
MIA,0.10038381819788311,-0.03522905446335547,-0.05298575260134618,0.04652670619002163,-0.049980944753245875,0.11971577661612232,0.02935739594322088,0.0947852211390182,-0.015657690925560717,0.004258092208135016,-0.03342871991016228,-0.06679461967186383,-0.021357004235914738,-0.015194686597406444,0.007843469317175632,-0.023815565701151214,0.034774911681943715,0.09564610959840418
COL4A4,0.018856603226970234,-0.01951871301364817,-0.008901959607704055,0.0030411962557697573,0.07935141037870817,-0.01786942988700048,0.09797415093015367,,-0.01507736265677584,,,0.08837208577342093,0.07368267499633031,0.04545351695131372,-0.037891367968477474,-0.005115979998074985,0.04651225019022092,0.005725146653862197
TAC1,0.004091544266860925,0.020810399088104215,-0.051705734593291836,-0.01905852009111928,-0.028187173833705188,-0.09754493464525889,-0.06336891553887607,,-0.04859406725311363,,,,,,,0.016802624256583718,-0.0030513448518441873,-0.003041261413774591
RARRES2,0.02108348906968092,0.02074806164237628,-0.0017958407027170466,-0.011030357578871372,-0.014094086587613595,0.14158351291299778,-0.1100990064348692,0.04706651810611752,0.01127654830810385,-0.07329014982440588,-0.00024518773514378846,0.03511867536312896,0.033918042252776004,0.020608631008988992,-0.009437558170657464,-0.03316436633869623,-0.03486546741422354,-0.024174683916591434
FGF7,-0.05088110418929912,,0.03547425619232636,-0.014896276652690487,0.05047395932083226,0.06451769396227604,0.012510970966378385,-0.0030504857749358515,-0.03329184029662466,-0.02413730898171776,-0.00515872799428038,-0.10625498868661534,0.024202725897241813,0.03992231358442491,0.00885521215870138,0.017501477875290602,0.00047348160674278057,-0.02145171823591855
HBEGF,0.02797079722880779,0.04854654229870621,0.001357466556843922,0.08400356132106004,0.04172709785037144,-0.00043562427390114386,0.0767526698238495,0.009931290686293786,0.045574944206856545,0.06317197659849978,-0.10370987117671839,-0.026997519139741872,-0.007313137326002353,-0.05229631371428619,-0.0407814577720191,0.012586606312223796,-0.01900630827254443,0.02844854204564043
CSF3,,,-0.036244095307099565,0.27163730719312096,0.056416387589423814,-0.018905512876631163,,-0.023225899434619245,,,,,,0.020113446527322398,,-0.030104752139827794,-0.024461328640154496,0.031871254408655486
PI3,,0.01881292583730624,-0.08586733080858582,0.12646876268209487,0.021416782972239232,-0.021287857024847846,,,,,-0.06460170460976025,,,0.02466238727383532,0.0026077123725857278,-0.02313894870720332,-0.0013813744818909992,0.03701475132460018
PCSK1N,0.06872705367555361,-0.012648846043011287,0.06266943239946973,-0.11151655957279803,-0.021740028571884118,-0.0780940114572384,0.033724109195676394,0.0650463385546515,0.02812066188129566,0.0072896458613355385,0.021975475452018167,-0.11883951320578712,0.0883187114879552,-0.007229316665639049,0.014861916341477358,0.01197697896562996,0.008442619061734819,0.006504222131547232
NTS,,,,,0.00478349286190199,-0.023237149495325796,0.014945669519939617,,,,,,,-0.04616113068786912,,-0.03426430089693284,0.03784935896464625,
SFRP1,-0.028716908791851962,-0.014633049849342397,,-0.005423041556995725,-0.021392362122795987,0.017674205772483756,0.003692709414175221,0.05591546519049425,-0.012853228324858431,0.09861386494181766,-0.03065103915021531,0.008820713824654049,-0.0017722658006694542,0.05551664209393767,-0.05534954312350873,-0.01163754367973264,-0.011918717411746122,-0.04885968669182887
CXCL13,,,0.03690976163433904,,-0.021200104056634767,,,-0.027414158796312687,,,,,,-0.03441170904086335,,-0.03201422696078785,,-0.031766962096400266
MICA,-0.03851551976232236,0.02626318446523012,-0.030315718278052715,0.09828979750843395,-0.04051952917755096,0.012055407528939063,0.021557384314942883,-0.02386033986191257,-0.0049564805441349655,0.04193891172820638,-0.005645980462976226,-0.025831117527677437,0.005807375058541147,-0.01581216419250494,0.0602704699091383,0.006000803279900217,0.07745870547841659,0.007016124247151544
TG,-0.022857122165650057,-0.015640348538260303,,0.04375313524786023,-0.029347639937427176,0.04529564563415996,0.014697861075133203,0.06994210118295333,0.02031960220703167,-0.039697204794877344,0.027913922336913376,0.08684214596524563,0.003055416667370904,-0.026292043995279568,,0.035788001699506015,0.009937647582203536,0.055603324724616474
ADA,0.07501668461619686,0.06857451026641237,0.003354268567872966,-0.01937321065721336,-0.039523528898112885,0.12589005148962384,0.040300162052942734,0.05778274918318407,-0.05707431276971761,0.0202049832417687,-0.00788657984293671,0.045446478038877726,0.04594429852480784,0.03727801958814434,-0.04172329736550192,0.04003429729124033,0.05476111718245311,-0.015843933908493306
LAMC3,0.07694402893647714,0.10466173470822807,-0.025899561529797513,-0.02772127390918542,0.005493162075412284,0.017167515950845716,-0.01348632216414048,0.006497918310540845,-0.030497777099643887,0.05092054432465673,-0.003612537142182779,-0.11300900756519551,0.07464668587593092,0.08249877816425669,0.022803550709634943,-0.06301012278532055,0.08457314912206956,-0.03063529119131964
CCL7,,0.048783345672972836,,-0.007517391132459575,-0.0281074238652148,,,,,,,,,-0.02965622881758844,,,0.0709478761734755,-0.014228149530354468
NGF,,0.005463205212577853,,0.01877565876621555,-0.03000174951815403,,,0.02304186830071974,,,,-0.06861526972512938,-0.03375634233722245,-0.03425057012368894,,-0.05168328066669828,0.022965439012370706,0.0007478170672489067
TNFSF15,,,,0.0005870238692749536,0.05125391525644151,,,-0.022009117362455935,,0.1928405855192476,,0.03707621433813093,0.007328391149504379,0.001335764585941272,,-0.01869453424400875,0.11063098808190831,0.004398847240698266
HMGB1,0.05409291204454974,-0.02440287578624636,0.08428333486616532,-0.07304401099940518,-0.02591684814494271,0.1409180248844133,-0.03520336769434052,0.04129419919027767,0.02333641676510771,-0.024305160817701024,-0.027074087328710174,-0.014812918525189149,-0.10054483803892396,0.035111069161448356,-0.09880831765575525,0.049880435781120266,-0.03346307403416205,-0.017879789295169392
ITGB3BP,-0.03210928998109626,0.04858439425774246,-0.033099717460313316,0.002520669302500619,0.03699657918746898,0.15326925029631752,0.008754284601813015,0.01103802263403469,-0.017782107278604364,0.020894521480766325,0.06151611173952645,-0.03325544088888247,-0.04896674161745755,-0.0045603443317932275,-0.0535336339938011,-0.0625452931061052,0.04118795111498717,-0.03240719646407548
AANAT,,-0.029285583567988206,,0.019715749877861243,-0.018751632361864223,-0.01705328423420902,-0.02030448006916309,,-0.02583314359807102,,0.022428852375808456,,-0.023658917791234798,0.026658247648509797,0.034138692873656014,,-0.01141999659450096,-0.023913217736856552
RELN,-0.018949160266828323,0.008659888011217016,0.027326247374366307,-0.03756083589663272,-0.04231134526249603,-0.03447805775359676,-0.04470391080439526,,0.033320453684845805,,,0.019734830680498448,,,-0.038050898597373074,0.04291886405818316,,-0.02838140972255305
IL15,0.07512178337954711,-0.012847274266204866,,-0.0061125020326185725,0.013228415623198311,0.06064057378008054,0.044364956703084824,0.023142503114675972,-0.023959046698736514,0.05260472507544921,0.10601560933598168,-0.0026847128165530133,0.030821543610541104,-0.011635054943917303,0.04411645888842736,-0.009894324519825724,0.013640652941703591,0.06796534261900464
UTS2,,,,,,0.01706885075108823,,,,0.0017979190282849636,-0.07549238453030295,,,0.05817009822607743,,,,
BSG,0.09279910299011417,-0.003580290350902316,0.019582811265362227,-0.02420273854567575,0.004058006650804671,0.015989947374160065,0.12328825151636119,-0.03354004133018514,0.011963954387872242,0.0404309640842094,-0.04047351158474902,-0.0009450922420483227,0.050841232623741746,0.038012237021065494,0.010576495660131035,-0.04955855089287133,0.0130822433412408,0.06790025285830047
ADAMTS3,0.005668139363115679,0.027180121851226174,,0.027662351833362867,0.017855406680806655,0.11646034838711489,0.01146462492959918,-0.0072426293550169225,-0.03981220301444083,0.07024987050204995,-0.047028833838900844,,-0.02832914547733248,-0.031902657642000974,-0.005128702626351491,-0.028089883383087683,0.06602137198947695,0.031203539576446657
CD34,0.004366866693240532,0.07906556765663139,0.05538097953698933,-0.019257019809377586,-0.026424468563338886,-0.01671469321888216,0.005629835308375389,-0.00665217465752032,-0.022338845802186036,0.060012836230806665,0.026139656758075704,0.041218716296403654,0.048383652428044155,0.1061939545134167,0.01725070430477398,-0.0159806110394908,0.04640999910224875,-0.040747898783277656
CCL23,,,,,,-0.019403930427832127,,,,0.11467358136729613,,,,,,,,
PLAT,0.05244035026329911,0.05174964720019034,0.07707825472031068,-0.09884643414567178,0.011005028229509797,0.07386317913494242,0.09571073107895203,0.05563973345477599,0.03018508117126839,0.021102867310634064,0.06683187503132573,-0.05070806118365699,0.02300514425473979,-0.031460813044489576,0.04718879926929813,-0.010431337418043363,0.05869436338841474,0.065022625823111
NTF3,,,,,,,,0.05489761889443493,,,,,,0.04408933630302236,,0.033499066790557544,,
LTA,,,,-0.016574470807544636,,,-0.01955533036436187,,-0.023959049656252424,,,,,,,,0.07936959340492913,
CKLF,0.07741946764401428,-0.026411367941713604,-0.00977768750370094,-0.0346662416528411,0.043722909375085085,0.10881691396975367,-0.02582918585476475,0.020889692656297452,-0.02249629599772881,0.0038850665294240163,0.10430809998172068,0.04418671558084869,0.03809538686807716,0.08114103308399771,0.07671489632697762,-0.0071818866076220535,0.05414537432980697,-0.004021391416867885
APELA,,,,,,,,0.060767138963956246,,,,,,,,,,
CD24,0.03568890815946207,0.03713445396700281,0.018161578230375935,0.055344885977743875,0.005506530417928065,-0.0063859745107011515,-0.09131023146767397,0.012825278990403583,0.018212721055574598,0.0014925563138882118,0.05570387360902699,0.01198314821197259,0.04632163893763191,-0.05512660344327174,0.00998597134122004,0.09744039525682015,-0.029453823419946776,0.028511910482053187
HSP90AA1,-0.009555910673376265,0.021887620802061473,0.028850403049513862,0.034836186269969815,-0.05988263993716135,-0.09625686074672095,-0.04748599622292683,-0.026399780177797365,0.0040924078101491086,0.011644195679173358,-0.03541978509036247,0.01881539125499726,-0.026839021642198806,-0.08546146683159474,-0.06316386086952505,-0.027546407065099223,-0.09057209070751787,0.043405699420942086
BMP4,0.016873080971909333,0.01704699326289928,-0.02274426225635891,0.042611326260358094,-0.03639057170769926,-0.052234791332200985,-0.02400083882254665,-0.033061972156242,-0.02041558490380562,-0.03508487543880205,-0.016056710240251914,-0.010082278860651219,0.02654164798620523,0.08975400030009964,0.0454556360111251,-0.0007201551740459711,0.061454179936483694,0.014220418988434009
SCGB3A1,,0.0483731792824223,-0.025333141628738943,,-0.02233087926142162,,,0.04004688954075095,-0.016718308004952553,0.09641993119792676,0.0023124987469084588,-0.04464149748880065,,0.043046322626259216,,-0.01761974510062556,0.06010664514382071,-0.037436392770955756
IGFBP4,0.044038499603133094,0.06177407862767727,0.013982037956055033,-0.028955775083789954,-0.05668600845653421,0.05195984406723778,0.011483370689381302,0.013831527465295949,-0.05970897378564008,-0.004600925990491772,-0.04582293833656002,0.046058383090012645,0.037467439950484654,0.08335146670237237,0.032447514183505145,-0.025152635260949983,0.10340789699440359,-0.03638969571774339
RSPO4,,,,-0.027810398206893266,-0.025773464667398254,,-0.010899437632905086,,-0.03323497379023087,,,-0.017873228299515716,,,,-0.02614540168231605,-0.04814051131544362,0.0025743760229043383
LEFTY2,-0.022631127436331187,0.056801544148685885,-0.011034783694357281,-0.006254975265054,-0.021549101386929233,0.04436024744516247,-0.056010624713600965,0.15469720127984066,-0.02957717923473799,0.08486779405967947,0.05660693451844024,,0.015940145038675968,-0.025174779963423582,-0.03257990455219481,-0.035556018969799645,0.07766608397739973,0.04564542623700451
PF4,,-0.004720469659692184,,0.013754976670086063,,,,,,,,,,,,,0.06735817131645465,-0.023621037047141094
ANGPTL2,0.07484739748754518,0.07384935768242804,0.08335772857188971,-0.020662481787090063,0.009398004491018252,0.09954726287341552,-0.027862015482020788,-0.05528359964720271,-0.01586932935496009,0.015215360310364417,-0.016947242266033464,0.07838218944508635,0.04266188071823451,0.09963596020790949,-0.038228380480142474,-0.018572712290316408,0.12150547488030217,0.04092541530018268
LRIG2,0.019126444147846165,-0.0021664745705064865,0.03996031974073374,0.01979863913687702,-0.010369573211348508,0.09679385039364695,0.044733072262043,0.0025904276663547715,0.004746656131582393,0.12247132967512533,0.07031858078059262,0.014278578705011544,0.013021305822470403,0.04282085866247055,-0.062353905663121136,-0.04545596033097085,0.03778639385049913,0.06195087785828905
ICOSLG,-0.03690099331603996,0.03413862171552624,-0.00850693257668158,-0.05383401726737606,-0.003702284359057048,0.0554199248382287,0.0072727712035805725,0.003973534722141382,-0.026336489987721954,0.047679072986908815,0.028264553402073043,0.03287099929842721,0.09038816128059717,0.047863864248286224,-0.058338579953248565,-0.022570755109107943,0.04460952345021297,0.08472353345578933
WIF1,,-0.01995927209359189,-0.06282352771584995,,0.043710074235260854,-0.07215083915576272,-0.017551036737616883,,-0.038623096732245,,,,,,,0.006565841702260549,,-0.043344098302106025
NPPC,0.03205025497637244,0.05923182329529248,-0.01612378350742605,-0.019098935236531944,-0.01998628016037574,0.03385277492730759,-0.03423649606564381,,0.07233310968295557,-0.030506144877914188,-0.05680121391819941,-0.03765527942419134,-0.002588818682938392,-0.004455672659272769,0.19804447558465746,-0.001346493712044671,,-0.0015939994510280186
LYZ,-0.02077592820708292,0.05510933447398728,-0.00957193176071649,-0.05052071731722135,0.006762378417126157,0.0607653561746052,-0.019622890809551152,0.055686282040147084,0.009317949482470956,0.024852707669712065,0.10069508698112682,-0.03409850037010471,0.07884599449886456,0.05970541591961022,0.07549989729920692,-0.008789548180926206,0.03673747531173655,0.05405194512463911
EREG,,,-0.015377747573105637,,-0.003258495452066828,,,-0.015462534525283362,,,,,,0.004151408480634885,,0.015954211721065006,0.01419575511865438,-0.007620558861574106
SPTAN1,0.0029700184959185107,-0.004927170287755315,0.015317274720119671,-0.10583467728318,-0.004095437363297008,-0.06397275285629285,-0.07958938213126271,0.010813383118233497,-0.03581605494374748,-0.11357617939197971,-0.02343523261372783,-0.06287000056546088,0.059432406669384284,-0.012032518845383474,0.03255507491584588,0.05701262783118353,0.0602503632140282,-0.03968300283285651
PTH2,,,,,,,,,,,,,,,,-0.005529796318333485,,
LIPC,0.03771361899714069,0.01459006472064611,,0.05619904538459224,-0.02495295586764214,-0.026281203622332872,0.011711140685259296,0.04687479419708989,-0.037637426488344124,0.03661310212880999,-0.04095166015691984,0.03047388297274631,0.024427248672367168,,0.00817384718224189,,0.039350180108689375,0.04839512210544025
COL8A1,-0.014745053313936725,-0.009144159582310298,-0.04525141446075638,0.05072320793770638,0.001020381202667197,0.028164092302951207,0.05176369068279213,-0.027337812632626943,-0.015079462019372833,0.07577433787739202,-0.0680917197970495,0.06682917494471725,0.06761825634028293,0.002908603310414817,-0.005347817769572396,-0.011185557914506632,-0.013992603459995843,-0.010575391723501982
GSTM2,0.008358917438712051,0.02282279969760244,0.04162056299543561,-0.06124373683745203,-0.05052595957423937,-0.006123725951574066,-0.008885244061849266,0.03392775802066802,-0.04334903965825824,-0.06351447243013193,0.021667517660727307,-0.028641853141865185,0.1200735635820274,0.08864168809594551,0.016173660332128064,0.00013557771198029488,0.029729002861656376,-0.05662161891627976
IL4,,,,,,,,,,,-0.039145878761233405,,,,,,,
SPX,-0.015059548194732143,-0.041460010518811846,,0.010307912926756915,-0.04269446866739075,-0.059807428770352736,-0.08673696987486379,,-0.052966804609750985,-0.040441746948143606,,,0.02899900405388451,-0.014547923450370202,-0.004023626458586643,0.04290760014231049,-0.025900052557974045,-0.047671836730916226
MFGE8,0.011001983649504957,0.015180513495951484,-0.0829437835987947,-0.001971884077109236,-0.06067352012162285,0.05422780729711679,0.028571236254384784,-0.0011888185812151753,-0.053439244623362525,0.06939924943494061,0.022016063683195704,-0.09815951140076916,-0.02282214159198906,0.030702069978720676,0.013091997276787422,-0.004312129276522146,0.056050174125908035,0.018690888055760274
TGFA,-0.04754456333673615,-0.00464428863870629,0.05798719194778401,0.01653366333408221,-0.04086648443412573,0.04815068125773185,0.1119597955666156,0.11200511369830127,0.01427458360545325,0.06265523171238828,-0.06873629310684023,0.061398962040252844,-0.02862032336122859,0.06535971998731209,-0.11335777242194293,0.03205327113936281,0.020867828638228267,-0.005426173855268393
SLIT2,0.017686179985753597,0.0031956151496697425,0.025711898026821285,0.029290703950772122,0.014715317307442428,-0.056665451185756,-0.04841416415850939,0.013300904999966303,-0.03882570847081103,0.034377827782672704,0.04556765362409572,0.07805148053516316,-0.010266762783574758,0.09806364590598166,-0.042917239566498636,-0.03773497183389921,0.020232346610364955,-0.016474723175505326
PLTP,0.009139506371646781,-0.05257011678901167,0.02906088762229162,-0.06137842481921861,-0.02264472267188422,0.08436739399814218,-0.08633503370479588,0.03310990220439885,-0.03380521886634107,-0.025448228417157066,0.10593972832275551,0.011514740611716147,0.10737044083066634,0.06498755810218901,0.020264667262595553,0.012141189026591078,0.044010783115412414,0.0008505437818401668
APOD,-0.049570506584667245,0.023208675658756284,0.06624742004173295,-0.07314601504432185,-0.008278647441838654,0.06472949559982727,-0.069614005740561,-0.004655750877658688,-0.062398422500394006,-0.10362088777488272,0.023985989302208924,-0.017784341151708512,-0.044197314191098576,0.06747894021071585,-0.14325011228632845,-0.027787131310847944,-0.020235514071376855,-0.09894026750417143
B2M,0.016609552265085398,0.10527914242163794,0.026944089479051248,0.016650480418028128,0.018768906770965512,0.09985473119248969,-0.04187094876947935,0.04215735822793211,0.014424346370095431,0.0693492142741998,0.03989083635595391,-0.010452110722513577,0.06296850855470029,0.12007472398730469,0.08300004234372776,-0.0006121118556120792,0.02869213692144017,0.07359986943746472
OMG,-0.003920315390415502,-0.02986642139896301,0.04369043789174101,-0.029921374175464803,0.029304481660784535,-0.044971732922822076,-0.1274622689727985,0.06743460525654757,0.014356118918417114,-0.009706983489918226,0.01330418240226883,0.03460997180894061,-0.029829528114507925,0.05197686375348785,-0.056038030795654545,0.05413686038152027,0.05621828725329118,0.018135810102535666
CXCL3,-0.01840691297455651,0.0618284571884928,-0.0034461598181405335,0.14990520073255786,0.03624226890432144,-0.022390147008490225,0.07271113373576983,0.06029091115557182,0.12309722948105296,0.06911780622511333,0.02646697412885594,,,0.09575849436652185,0.07029232689150146,-0.025617329902299514,0.08421098273058208,0.061166310126208615
CXCL10,-0.009153616216841442,0.016691011847390882,,0.0028598154230998853,-0.043716900934067666,0.10350473578797308,-0.03748761850355097,0.03698262772733317,0.022365557517536442,0.009281411328298067,0.08645505179896217,-0.06660222309481954,0.040317100690237875,0.028544811637099158,-0.028866390893250504,0.12872060443936362,0.10259755383693257,-0.010717479240063617
RSPO3,,0.02193711367682029,-0.03624409643759331,-0.02163921608090929,-0.02495294048292078,-0.028002396952325946,-0.03435143390560394,,-0.01803099030401429,,,,,0.025876218259966086,,0.04715038510876185,-0.026012585474142223,-0.032470989286206356
CORT,0.019628217751143682,-0.03629239127748891,-0.04810085393249658,-0.022758959146071334,0.03161137059458684,-0.04846442169848781,-0.01675954297024339,,-0.02405913125653356,,,,,-0.008409324533699287,,-0.008134164795444246,,
NCAN,-0.022711630946518336,0.02008284160114671,0.038453190842103836,-0.10595929117634019,0.04012448647511728,0.05492971374254974,0.06971656326688748,,-0.05893455715231999,0.06253852317410506,0.010458866012223376,0.028869194504881315,0.013777239047236581,-0.02905143481196995,0.023730779695138347,0.011664349639414534,-0.010912114836445278,-0.020844798510676745
PRG4,,0.028552983720664154,-0.027325576995780112,-0.021356973081153183,-0.017866215800113473,0.04158136533306197,0.06905408946052484,,0.011563061341607223,,,,,-0.005003757517697587,,-0.06234684451607379,0.026113563606452263,-0.03287726550416491
ZG16B,,-0.02799070977506931,,-0.02478737921295621,,-0.026190067685844948,-0.015538485177693417,0.01640937481774507,,,,,-0.026300795783096718,,,,0.021232189980013985,-0.020151167170322774
TGM2,0.0023750098083547095,0.025249630606033826,-0.059421326288720266,0.014257829869682928,0.012006580675339027,0.032737338876616055,-0.03499479714280541,0.0324588419473078,-0.04592305043821658,-0.00423112679016085,0.04390042374283626,0.0829517167623069,0.035139822746085056,0.11490371760308299,0.07506673097982389,-0.010690283491764537,0.08906580636510884,-0.033333782389157074
VEGFC,-0.022857128420365365,0.01569896269358993,-0.03131330352117465,0.07241302716216957,-0.027502026408008536,0.028541785527314983,-0.015050812895549154,0.04941529234697295,-0.021514213362234177,-0.03612685721214487,-0.04437459584322788,-0.03505152038127587,-0.034091054752975976,0.00962670086030722,0.04663891961109551,0.05862592214102188,-0.0008219587728466372,-0.032562390115308044
WNT6,,-0.011135314062760289,0.03955318710545862,0.00969672806548542,-0.024617925310720493,-0.023854255458276147,0.023402025843509047,-0.03670894599035384,0.05390447958234465,,-0.049639635937726564,,0.12232911685924461,-0.024360577862711407,,-0.03469921493618309,-0.028370842813751664,-0.020822201473350732
NRG4,,-0.018591232990627576,-0.008604781855788312,0.021323963862366038,0.0026828122329522054,-0.03021448384467704,-0.0018406799353156878,,0.016464765979334526,,,-0.032577696556338895,,,-0.022694158276934107,-0.03452568128195179,-0.02601258838953244,-0.031313397328959804
PMCH,,0.010057545253124692,,-0.002153139439937579,,,-0.022744038614317532,,,,,,,0.057013249699797576,,-0.01987846179831963,0.0292056559945763,0.10200297845759405
COL9A1,-0.02755524124404057,0.023839559868190967,0.034752643455030596,-0.015643758060800223,-0.028727578560415273,0.009326317876109134,-0.026968516744867856,,-0.028599530682870952,-0.02473405003580285,-0.013001339361019678,-0.06516656665821045,0.03334022609661338,0.016040465662303407,0.016920593070804856,-0.04617261127891643,0.02193730950614081,0.04492217697747169
GDF11,-0.036952537507671156,0.013591777147251266,0.1329958077817985,0.027476018738735918,-0.04078083451444466,0.11633016662971489,0.0325515741813775,-0.029714695458468016,0.04730491393397414,0.038953678118612264,0.05131814658725728,0.05446842177135929,0.04437907195466525,-0.05627724311591783,0.03394852821834127,0.0039051293627369523,0.06403085864093316,0.0017821740938793122
RAET1E,,,,,,,,,,,,,,,,,0.001672453209962019,
IL24,,,,,,,,-0.020701524218871586,,,,,,-0.022474278560784374,,,,0.05721400590946371
