,UKF243,UKF259,UKF260,UKF313,UKF334,ZH8811Abulk,ZH916T1,ZH916bulk
CCL17,,-0.01914449305791952,,,-0.012195421313725526,-0.013311990043112657,-0.016167584988961686,
VEGFD,0.053412826884319455,-0.007981427272696363,-0.013077673638876604,-0.014569180880059318,-0.013070210754810935,,,
TNFSF13,,-0.013205442844946309,,,,-0.0255437094011527,-0.026343730286025074,0.018190920486007157
WNT5A,0.09206575057469685,0.022458251273202712,-0.06787950384140598,-0.02813813582590021,0.012005403104594574,0.04781631806584619,-0.06161289188260094,0.040417343574099866
CXCL8,-0.0184769402776254,0.10888990227723838,0.13464416185199576,0.04515691237271001,0.05128219780219455,-0.021825615962485938,0.08536696495065393,0.02140724288545259
GRN,-0.03753122210643701,-0.01532670260627283,-0.015675948905715248,-0.10752035184489771,0.013333458226875936,0.016961062278879536,-0.06670713880871769,0.09676773860594214
MIA,0.045278466825524125,-0.011494022145929044,0.10697955686179564,5.8761290484775084e-05,-0.017900252604584437,0.02039591559521924,-0.05677762801810234,0.015062992790480246
COL4A4,0.04870277661674714,-0.03979448651993651,-0.031420858598422856,,-0.0173639091096798,-0.035174042865727694,-0.010757473123191749,-0.018456025409808882
TAC1,-0.0369654743509262,-0.04912296845617235,-0.050978490710095074,,-0.03077248090039835,,-0.02125393445722746,0.05045147960492389
RARRES2,0.07950593913714435,0.002868155804106146,0.10016634326141449,-0.038497816283128435,0.051778226083676174,-0.02261401820484775,0.05145010099799963,0.05718984018768332
FGF7,0.04311975465294546,-0.03393539022587859,0.004709140773165033,-0.03174347014106849,0.046812213639737775,-0.011930055693211764,0.06039930576423691,0.11932100399380145
HBEGF,-0.010569929624725753,0.011505448705527312,0.10807332808678859,0.025879758807143285,0.015453045627026499,-0.015171424381037107,0.04066230563767222,0.050401072863578145
CSF3,-0.03881465671321009,0.1441579569493978,0.13103345461088622,0.014182327068908887,,-0.062336632769409234,-0.01702197284901126,-0.03301857944231623
PI3,0.06870771596540998,0.12410961361506213,0.1004843438461543,,,0.009362259500325484,0.06435927297384769,0.11689718509632008
PCSK1N,0.005307676167886386,-0.07279790996814453,-0.05743408457809645,0.03655937456592187,-0.09350486353469976,0.05761390288203955,0.01587190583136776,0.0466867513423714
NTS,,,0.007131237245639463,,,0.05394995398621836,-0.02520722065244397,
SFRP1,-0.028481750090726402,-0.016704310196429557,-0.014919360871920789,-0.0473622990882283,0.027862280984570144,-0.029242468930560463,0.04131003840922564,0.05839157940488173
CXCL13,,,-0.014785277153015324,0.0033478227764802376,,-0.02990145897720559,,0.021067044777901764
MICA,0.10676369419179559,0.0367047114969925,0.030248096230795028,0.027386854427101245,0.051910545016996455,0.0258534988148621,0.08067260080691925,-0.009104040845845847
TG,0.0074561772934232514,0.015450293870826795,0.016616833737438216,-0.004001451027929434,-0.0183192436230029,-0.017688306579041406,0.10715817661977743,-0.012886433868609406
ADA,0.01054051200118854,-0.00724458792406539,0.005383297030432819,-0.0006431908406556152,-0.020742873233723803,-0.032163648984371955,-0.07125739132743643,-0.044156262850403256
LAMC3,-0.08076955979736873,-0.013276052095086312,-0.008619749314666717,-0.019717934769457972,-0.010376466564525105,-0.014452891356483767,-0.09343077391995158,0.05771513576393021
CCL7,,0.05329380370747355,0.3381731609907553,,,-0.019951604652642726,-0.017837377526097892,0.03234029104503971
NGF,-0.022362227097260053,0.009450173239185372,0.08763050033042072,-0.0052907303739420574,,-0.023042506127083036,-0.011245360683814896,-0.010613339223477665
TNFSF15,-0.02766486580142528,-0.014513106759762853,-0.014513659828411013,-0.013938493836514309,,-0.019450574164349945,0.03133769299047185,0.0021894738015076944
HMGB1,0.02335858328410084,-0.014430161073456016,-0.038607985885798404,-0.03184136951171721,0.01856010343920141,-0.04908198952330043,0.04598504574612076,-0.014969638260080112
ITGB3BP,0.011550503018835152,0.07214898451707966,0.011258758334562467,-0.020641699353913738,0.02835012273884368,-0.023487722743546238,0.10601396585255148,0.05979653914186225
AANAT,0.022048879226432606,0.03020893414820379,-0.013077675505788216,,0.025991806202492244,-0.017503186923442673,-0.01887268928010772,-0.02747482567865903
RELN,0.05244445958923823,-0.022921693931767496,0.023633792731643007,,-0.01811081524723959,,,0.05450578207482247
IL15,-0.03932512920201464,-0.045835704096801565,0.008094307071399437,0.0493927079830304,-0.015172208226332012,0.02493834864048803,0.009000020097036727,-0.0027609795961982373
UTS2,,,,,,-0.014905244681349936,,
BSG,-0.05283731135947389,0.016013603457188757,0.041458901748840045,0.014603686284027818,0.011495204395139754,-0.02961061692220668,0.045480634994730804,0.10775447087576048
ADAMTS3,0.025012968529392002,-0.012117369606909836,0.04206601609852855,-0.02734669235967071,0.07694683306796005,-0.020630133449204734,0.022201713049895697,0.031038134864864238
CD34,-0.0004396383695708476,0.04740726615334937,-0.0319801688858459,0.023704705338391877,-0.015574843016830367,-0.010203753958914801,-0.059126584886911616,-0.03020898713133843
PLAT,0.015839289983520816,-0.05288918246241103,0.02679821660637359,-0.018279220115718094,-0.017121876741477457,0.06784691330877525,-0.06460389544625361,0.06984644773302184
NTF3,,,,0.09859391537860596,,-0.03556785238142443,,
LTA,,0.01817294845482252,,,-0.015172210099196476,,-0.025399795588489864,
CKLF,0.11770829787146002,-0.032674988427371376,-0.012476862750836083,0.016413516264262636,0.01976582844013198,0.026265426944054714,-0.010312066432590642,-0.06397869176270965
APELA,,,,-0.010783025489742831,,,,
CD24,-0.008095409244904006,0.005664048953948238,-0.04490604821029124,-0.004693212005870939,-0.019001062116707358,-0.0035942197231279096,0.08224408162716546,0.0617080325430954
HSP90AA1,-0.01408903454880203,-0.02066033743438579,-0.038442248076803326,-0.017505817130160563,-0.037792342640838715,0.02994315956504795,0.03702448799508035,0.019078373105108674
BMP4,0.01457327465905884,0.04527840706074984,0.035964991446614615,-0.04334581140473466,-0.012928290057518608,-0.02227229417080675,-0.03275342919812082,-0.04260467305030312
SCGB3A1,,,0.14522075007442792,-0.02918140700417163,-0.010586967563132215,-0.015328516330388037,-0.03740021171464783,0.03220835486384781
IGFBP4,-0.038603025388237865,0.04141349956249973,0.0999398040136065,-0.05605151298831959,-0.007733686352143066,-0.022453868585664248,-0.0992470948182535,0.04253523254241834
RSPO4,0.07800401701995387,-0.025568872161348673,-0.017974808863340106,,-0.00395574658476679,,0.04322301169400584,0.009655419137081999
LEFTY2,0.018711090360241343,-0.037324326621008735,-0.0010241237634371,-0.01576011365095626,-0.01872992392976358,-0.016936653009286512,0.01147219287522836,0.102719786231071
PF4,,0.03886914788344661,,,,,-0.02539978971078876,-0.008118291004162045
ANGPTL2,0.026397994197531128,-0.024183862570314935,-0.01498252883935808,0.03099932069593355,0.056833247000698084,-0.012058825991201155,-0.013484345422122289,0.10282867099026366
LRIG2,0.020237900205762535,0.019593692905052938,0.03571367976340477,-0.0516217217758396,-0.010828460407517738,0.007438470321046755,0.002169248971023864,0.07950573444642842
ICOSLG,-0.03185536503065873,0.01629763480718594,0.034536420868131794,-0.011993545209547584,0.022464691401698596,0.01786629224612513,0.025777361003759283,0.028282004380099444
WIF1,-0.04349309876602108,,-0.013514534104773617,,0.013431278163545758,,,-0.00595247140300509
NPPC,-0.05575156241019566,0.094893532772663,0.08442164715981998,,0.0586682327430254,-0.02978414780080592,,-0.005601057990933869
LYZ,-0.039435248834968406,-0.006663320997708651,0.06432665580209153,0.02815485310621794,0.05333038845742833,0.019378427579439524,0.012854004526312954,0.011560396968875255
EREG,,,-0.02529482094451611,0.02483473400203812,,-0.04049817990991138,0.04188094128520344,-0.014302442269832913
SPTAN1,-0.01732349182986751,-0.08553688636849578,-0.03715473071820586,-0.016063421528340914,-0.006301734861976197,0.05418667627489961,-0.03188993885675787,0.005709957862965699
LIPC,0.006127010763291113,0.03566666680944667,-0.017402573464000853,-0.023043088471416895,-0.023834123242246326,,0.057222368893401765,-0.04232184547632987
COL8A1,0.06353020862556623,0.07534877447180918,0.03309682447090094,0.001334454805494683,-0.014253643696349665,0.00308821527346888,0.048330013398826234,-0.010419981938660006
GSTM2,-0.013430958157227493,0.03834191722916249,0.008557232433731375,-0.009489455636175015,-0.02548764262124141,0.019506311442727117,0.06167143543580908,-0.03095095347627136
SPX,0.04529708806184403,-0.007041943113401469,-0.034902500203208404,,-0.04131328570178095,-0.020116126869578272,0.012629480916397706,-0.056295599068195326
MFGE8,0.03580890467841968,0.03161819319093867,0.07679435254424981,0.05254854475839242,0.042228095536768775,-0.026011302704876407,-0.07633110998129732,0.07900047379129566
TGFA,-0.05696266018974,-0.025671152091503318,-0.03358566519424372,-0.024836600124738997,-0.008124733946439923,-0.042423624665871094,0.07385692101594739,0.06083466703837835
SLIT2,-0.010465108412775271,-0.038701707667772776,0.012074650808062568,-0.0035683016404336482,-0.03412813113679636,-0.01616379347391107,0.04387057811798545,0.0739794062257489
PLTP,0.020426995314566834,-0.011779624898768918,0.04444457812269483,-0.03367655549624553,-0.02843024223680175,0.033817902132199165,-0.1372538496653941,0.005414210330038535
APOD,-0.017829482410313683,-0.07387182443114416,-0.08055897648729121,0.010982255767799813,-0.04303814064821531,-0.06118046254503752,-0.032150898188361525,0.0010103731486142936
B2M,0.023640560809184977,0.029249828231970015,0.09854583338281747,-0.0011413543924251037,-0.028968870717760144,-0.05499681006344859,-0.10195977093359054,0.08226105886707728
OMG,-0.001173731765828012,-0.0980357535524166,-0.11482913311223672,-0.01167118257464533,0.011578063882682043,-0.021272280180106715,-0.02622553520503821,-0.009217731809747746
CXCL3,0.03563577465407916,0.039301923583245725,0.0761466537745568,0.004410749471678495,-0.010926738752165257,-0.0528930879058268,-0.0343114095662264,0.006702988207513795
CXCL10,0.022383085031130196,0.003775468681110025,-0.03563703872164631,-0.015903181869870376,0.0601506658461391,-0.020602591347190512,-0.04367411781642223,0.03718855615005808
RSPO3,,-0.013205443278605268,-0.01740256273446063,,-0.011418231403752184,-0.04531762142778288,-0.018101450260006688,0.04425357108190358
CORT,-0.03062801425171868,-0.029614220534063387,-0.021120637407726975,,0.04731447677174651,-0.022750109241907606,,
NCAN,-0.0016806659862240092,-0.047470884492300185,-0.012876785570388108,,-0.02478226037793338,0.011613584430527167,-0.06172767581569846,-0.03143090938467641
PRG4,-0.04180004829538841,-0.013033203031540552,-0.012460172439464456,,-0.013349800014265598,-0.02185252826486147,-0.021057638694273403,-0.0237155151743394
ZG16B,,-0.015126626075458926,,-0.020790452194274403,,,-0.022570560398301954,-0.023152459502462325
TGM2,0.07112606595831494,0.032264096900068616,0.155916771066366,0.10287684683902446,-0.045527848590553074,-0.0031776953348024426,-0.033598416855434236,0.01239947064036356
VEGFC,-0.029992369217739234,-0.011072091186147479,0.056275359909042845,-0.04904041764187842,-0.013624003035762066,-0.025676569017260956,0.0025111566414231378,-0.026220273562769382
WNT6,-0.03803831439444114,-0.018026597985171443,0.09015896742924391,-0.023247975327911476,-0.011890341879334595,-0.029784151819221658,0.0483224266017714,-0.02392343690512604
NRG4,-0.028347501242402318,-0.01586200430463693,0.00312751590217126,,-0.01589398863410177,,0.07618756956785902,-0.008278697429963825
PMCH,,-0.021978352296438075,,,,-0.020279432750736362,0.048755178243333495,0.022403559171699353
COL9A1,0.02386279918204236,-0.016566705796284536,-0.034299829023365216,,-0.018110822193888546,0.024910702358874052,0.021754611697386756,0.07540422267604951
GDF11,0.04598223639963223,0.0006732763718183204,-0.04068982916606466,-0.009569342020288965,0.057399360530098024,0.0068358914316659644,-0.02900321252376134,0.06612181131497134
RAET1E,,,,,,,-0.01985716454646807,
IL24,,,,0.16485355117165915,,-0.015119856386871394,,-0.013774667107322386
SORBS1,-0.0035577012026312906,-0.0516057992712463,0.024244416479150203,0.007422396435306337,-0.04157345571541683,0.13447278768739016,-0.0032464003228425712,-0.003389937890901475
DLL1,0.007726945549857314,-0.035871043234494304,-0.00926063320023099,0.0030372547255921724,0.04289903998959802,-0.04182273582134943,0.015874063348979325,0.02864478316588402
TLN1,-0.05759438781496462,-0.017472187103644465,0.020298810215933525,-0.06546780879793077,0.03902065590032564,-0.06285779331152978,-0.08354492415613413,0.04888909810335483
COL2A1,-0.029015534256842994,,-0.011128824218957986,,-0.011092883125872486,-0.03305398816059079,-0.026343728249563762,0.03091956572740512
SHH,,-0.013543637820103035,-0.028212322350118002,,-0.010586966637765344,0.0044717324873681415,0.04884800105421472,0.021113753705089725
PON2,0.06446677212405982,-0.09961017174817235,-0.06538871341131977,-0.028960361742965565,-0.01749323392161209,0.029549736916147037,-0.01491963276235877,-0.10416091799169179
ICAM5,-0.017298502185494367,-0.021108720818304325,0.021856894385501893,0.01833419455633073,-0.020675773967661005,0.01604075699950033,0.01777908122099781,0.022109890308287552
HPX,-0.046205361163269676,0.0022470877310581277,-0.03157163522330468,-0.02464260877174354,0.026104796161585724,0.05025615041922016,-0.0417734457641202,-0.0074800244163361635
SFRP2,0.024685892540819366,0.0036041697069114577,,-0.012938794889100921,-0.020768919195409595,0.025190910385513157,-0.0723440618332678,0.04710104736554322
CFC1,,,,,,,,-0.016288342180080403
CD70,,0.09706626528829404,,-0.01821112084573163,,0.042008899607208654,0.002526724402644379,-0.03573207208593538
HP,0.08015566280778098,-0.021682319579276747,0.1813607620052388,,-0.03697972876313926,-0.059431654545064265,-0.027077792790507933,0.07088608755291835
CXCL2,0.03879597197064825,0.0010781432264960877,0.015777918635619767,0.019979628741514998,-0.020954151495247805,-0.03950844186806581,0.00012249055066129318,-0.00879867581399278
NPPB,,0.04880703255903267,,,-0.013624004026674876,-0.03983517762510408,0.07412976726469547,
CCK,-0.038333722816734056,-0.06173626110498563,-0.0850842452250815,,-0.034151384699389505,0.040792054193145785,-0.023820350773495823,-7.875289087786437e-05
SEMA6A,0.06289039008570976,-0.0323360945555861,0.030361675535408594,-0.015419050097524232,0.03548961557716963,-0.05508193293639448,0.013252618664688307,0.045578488062776416
IRAK4,0.04536582229076325,-0.05593942155458985,-0.01178931880924125,-0.037975075968394896,0.05948772493049561,0.01419756712413342,0.02799617150612135,0.05054886104269899
GSTP1,0.030851012077879984,0.01341183413339726,0.009496722045048003,-0.025211677839834547,0.013554047936609422,0.044220343575348986,-0.00023023223690702633,-0.042689510458650604
VCAM1,-0.0001876993092094135,-0.004873220232337329,0.0985870302848799,-0.003639531361352443,0.03869783762983637,0.007686655778731576,-0.012601191141437462,-0.03206382999556308
NXPH3,0.05591702981755616,-0.023047661044216062,-0.040426109456418315,0.07449171833790194,0.007606043326696203,-0.055537063865634624,0.018146150921770656,-0.007336856253790051
MTMR4,0.029507313685106496,-0.00048470149553015037,0.002844207934856435,0.0025216238235881592,0.03793239212954687,-0.03750668318108781,0.043243908901551574,0.09314542278692828
LAMC2,-0.025886845387160736,0.066384378495619,,-0.0190434354099096,,-0.01858848415619803,0.0036391939503230193,-0.034644685949934306
IL10,-0.041070382930676066,0.0033970402414354815,0.1514002543137083,-0.03093381379440446,-0.012195420537448832,0.07378495500351126,0.010717575996370568,0.01099094580202655
SEMA4D,-0.003640155994336176,-0.04632278935856619,-0.04509392664546067,-0.03655386593503877,0.014232887506718053,-0.009959768733023223,-0.010946478669954416,0.008147372832792451
TRH,0.13065271824669883,0.02379972727829917,0.09044858810623468,,0.03718886446643643,0.09384918427650288,-0.02056656764688337,0.12781164769070053
SEMA6D,-0.0032370381353818206,-0.0019714323549609664,-0.05503174027466284,-0.017666661237282593,-0.0021185609943327383,-0.04555330410501351,0.0315035275025088,0.07764192167186872
CEL,,,-0.021606379382995415,,,-0.02289671136154495,0.05367770597713304,-0.023837046361531677
PDCD1LG2,0.03160283723601702,0.04192454130250576,-0.02434994843611008,-0.027880254525019174,0.028129649737749497,-0.037328763753843475,0.028954316450911212,-0.008539357384076103
SPINT1,0.10522789494219019,0.05048115699637091,-0.002000452788291739,0.05049959506142929,-0.0179002519004051,-0.05344526699564369,-0.03249421309561023,0.05975458048694407
CTHRC1,0.020433938611234954,0.03386749854451792,-0.031292921245593866,0.004150579053995005,0.007023670647003413,-0.07581088656837098,-0.09188136556376747,0.03393699557904587
PODXL,0.09931079274448508,-0.07669335879133413,0.02206068531897779,-0.025977576789197408,-0.014692865009582876,-0.009303268027603687,-0.03636892550864424,0.09442958424453578
JAM3,0.03393261669706436,-0.027000271276538756,0.008782620692156753,-0.008276020450909817,-0.015537741327971437,0.0068035704084791915,0.035267869729086576,0.05087152904487474
TGFB2,-0.02959447358203605,-0.02297941294057017,0.016099135427823805,0.015374650852165894,0.003313869383909013,0.04874258478310744,0.04643040455050418,-0.03145265067323389
COL18A1,0.0027403555221585524,-0.04818900007346419,-0.00967111730222433,-0.08769211458958655,-0.0498777780574874,-0.004260789178165042,-0.10654391530032553,0.06507576608515678
NODAL,,-0.026672951603929573,-0.026376888290466666,,-0.018729921834615967,-0.022602676861063556,-0.028147218137879498,0.010264123729081814
INHBB,0.0016671929015886079,-0.009126628027049496,-0.0007000237942284518,-0.03997954285951989,0.04499642051880834,0.005464033946715129,0.04331067434944003,0.08566890933893039
LCN1,,,,,,-0.024041600280952893,-0.020798032619551484,0.037328889824296094
ARF4,-0.014573695704965688,0.07172653837319858,0.06094907128449987,-0.017670708728908777,0.045610257638409576,-0.06659219089183124,-0.03172600282312403,0.006122010485051304
CXCL14,-0.02005973648193439,0.04216098797840417,0.08421612918487348,0.0019112167688230199,-0.027752740747989255,0.10243874086150272,0.05547967609342596,-0.020470454625138447
LIF,-0.008340209535405464,0.16335999871015644,0.08416188578360716,-0.009677962495322467,-0.022562984620826107,0.05159841475037048,0.07868956669067141,0.03378956890687635
IL17B,0.044024436651261385,,,0.008821717413920115,,-0.02092127852121811,-0.03513078720385747,0.04658756117537521
MMP1,,,0.12156475395232653,-0.0035399245844479578,,-0.033053991298550855,-0.03438785071220998,0.008660990102925327
MATN1,0.00023075901450911646,,,-0.013110389870256383,-0.01109288174541626,0.04780320519085493,-0.00798657830593567,0.11429041120113415
ADAM28,0.058709980602857835,-0.0216145714521121,0.00406599347891114,0.011345857439422995,0.035178535214033434,-0.01695721940863043,-0.03036428001549469,-0.037500347564321565
TCN2,-0.03756959621825098,-0.001299933149368595,0.06024083775069136,-0.045507908455135256,-0.017777314434895046,0.03260156384690592,-0.014937574486714822,0.027122213067965847
THPO,,0.018356132892687043,,,0.10920820673616852,,0.0669641284479342,0.03422337834625303
CUBN,0.0446225430160054,-0.0498287314182644,0.07142441704439025,-0.04167302166528519,-0.03244679412296639,-0.011934446032624566,-0.0020077216288607513,0.016132666237433143
TIMP3,0.08203422480048769,0.022877365592985487,-0.014779186658538158,0.049214251986425366,-0.05507019554151359,0.015279752977520301,-0.06807539031613871,0.06630220616976713
PIGF,-0.02025019888549552,-0.028145997458039942,0.044301148482329064,-0.013980791316433282,0.04282860509872571,0.03860367584290712,0.07424767661898174,0.03897255205492932
CRH,,-0.015276366278844537,-0.011128826260918287,,-0.015172206828278708,0.007234575443474648,-0.016631156802383022,0.014738046438465687
BDNF,0.009060487911421613,-0.04097032330519572,-0.008336690741555552,-0.02022275152439774,0.09446192989529656,0.006857718902901132,0.04682490031276309,0.09713610458644362
CCL5,0.08943735964663768,0.03447355111258035,0.1355883717883409,-0.037423375434427156,-0.015048829797379683,0.09839151560920997,-0.07256246316989456,0.01525802843270906
GAD1,-0.005412416080978244,-0.03076353388299196,0.020868888869979525,-0.0005989086868629389,-0.05832589973510048,0.01492579005171803,-0.0065736627578668085,0.023125340549705775
COL14A1,0.040412275014818595,0.044937189332945306,-0.024279880339758194,0.08860442499799154,-0.007358131736765014,0.04975911185378798,0.03765267288416063,0.046280997883141314
HLA-A,0.03579466980798737,0.05199789003143949,0.1187330730453717,0.05139487703751262,-0.007930895364544928,0.00019897447668998274,-0.08055554904233425,0.11396470603722854
FGF18,,-0.012136958768361312,-0.015184283622504378,-0.013612925480372117,,-0.0069488942533931985,-0.020566569296922955,-0.005464445109514184
ADM,-0.0010702087551163696,0.07177179672526107,0.13361715550499362,-0.03610415321932149,0.1225452205873854,-0.040163479167318474,0.10887063378614627,0.03785345945466407
CCL15,,,,,,,-0.017837383954571715,
GNAI2,0.06203327541758639,-0.04025519850315755,0.03394436922483983,-0.06419192990775116,0.03308887391148337,-0.020396947092093852,-0.07196106204260094,0.046957382140170346
HDC,,,,,,,-0.03013733537557502,0.03392341142055778
COL11A1,,0.027651167631849542,-0.023732097270826383,0.028383734316457424,0.010252512670393898,-0.060806782256232136,-0.06771992916072579,0.0521617953395055
NUCB2,0.019225553895438594,0.025773163652955195,0.041530787543251124,0.0849344578630194,-0.007287303013203015,-0.06293103110340949,-0.023404756211609905,-0.02305173765078487
FGF16,,,,,,,,-0.0038303496208872577
CXCL1,0.008265971624048667,0.017036325301869725,0.021590159661283102,-0.031079325232761905,-0.01504883234878109,-0.005871900920848021,0.015190394124854808,-0.011684092268340307
VCAN,0.09593340285773301,-0.009039872118919264,-0.03402967962376995,0.010168641255073082,0.0425867822347286,0.011758467376269765,-0.04779663037343085,0.04113585266273623
MMP7,0.037231165135306256,0.08681895991838755,,-0.026986473357956148,-0.017145180831669778,-0.0390162212859402,0.03010806757806427,0.11221242751723454
PTPN6,0.0474924962605805,0.008157606285044644,0.051485077276883874,-0.009528191548496403,-0.03972188869748363,-0.021011708780252228,0.02025622189665817,0.02444285882992194
PTGS2,0.06194280251316991,0.055162111655243304,0.15365740150988227,-0.03454698868549208,0.1387388431110434,-0.04995550771901904,0.09713740306507686,-0.03973653872991408
XCL1,,0.03023381198244357,0.1735271959687666,-0.02444737602888293,,,,-0.021910052130350757
CD58,-0.001736761965546681,0.01704271412051424,0.046018858405377464,-0.046576612241907234,-0.05047057468278587,-0.031244077043326778,-0.010344165475026191,0.00917447159394301
TNFSF14,-0.025908682282975583,-0.0007814154683300113,0.09937025977294058,,,-0.01978586909316371,0.09687246989590519,0.013193799756189574
CNTN4,-0.011018992071215776,0.0005474098752598257,-0.027425723132915955,,0.005613993024652608,-0.016775866399431308,-0.030351418065753588,-0.03363930849584747
NTF4,,-0.01670431026155072,,,,,,
INSL3,,-0.012136956387767689,,,,-0.022004354095424172,-0.02442342461104137,
BTLA,,-0.019265038262542333,-0.01214033731485322,,,,0.011931334602665187,
MFNG,0.0027163075425662457,-0.05759343160242635,-0.005121190616250063,0.004470940625038567,-0.04612247468598761,0.02190973340639244,-0.022647025825414044,-0.02948892800628309
ICAM1,0.0236653146673005,0.0055289874813401535,0.1121350346158363,-0.02876835782386911,0.06338645139029511,0.004332723588619313,0.06949145828663207,0.13319743038806123
PROS1,0.0332791891861521,0.01760608276564153,0.1103373063111694,-0.046986286728816815,-0.015954337739716634,0.014566744187549661,0.07256621586664942,0.07260087541447732
CLCF1,0.013244812079328493,0.08696656907744392,0.12461335693326686,0.04477448334586826,0.01806458395997398,-0.0527698804641272,0.093297098157421,0.09384248302180902
PSAP,-0.030922224517431384,0.019815770645993946,0.03774140924047627,0.03147093140293505,-0.07527982611297528,-0.010084577340196686,-0.0015882600153937464,0.09432009513148237
EFEMP1,0.09051251814915931,0.0005667996005591114,0.08952500568477668,0.024694573309806435,0.05911913654259526,-0.009516947169629834,0.04669736173672222,0.07047046832030249
C1QTNF1,0.06656351947928553,0.010611683223124651,0.033270737509507875,0.03677887467300169,0.03709033792276855,0.0196087450746705,0.10382224005781228,0.11632368810999671
ALB,-0.034505850411949895,-0.008210752088014417,0.056035832936644464,-0.012410597160361218,0.004187100547773267,-0.03261790388285016,-0.027617044768915334,-0.021295121516556284
CCL13,,,,0.04449035226195527,,-0.014687663858903997,,
EFNA3,-0.06496194224279916,0.04074312141440326,0.062453394305022183,-0.01152501259305047,-0.018803359243626576,-0.018702330283744035,0.0032169005319556843,0.07875639175550361
DRAXIN,0.0007883765517610096,0.024409796910354085,0.0565177035379406,-0.029459826280461388,0.004107083148738969,0.06698944444518963,-0.07811749467040587,0.05499406892409069
NPTX2,0.014625701992773252,-0.04450838809963802,-0.0009779564154167107,-0.02857977060234941,0.032469903156449105,-0.029620498108337837,-0.0741671204608922,0.09931969129683192
FGF11,0.05062127548472137,-0.04351302416101312,0.013448699476354919,-0.04060545055280708,0.06277587833633949,-0.022434306464651183,0.10673668941780641,0.10562634811889994
CD59,-0.029707768480882586,-0.08312875702921596,-0.02040592067939995,0.021014251815348675,-0.04449286832495994,0.028442264517569062,-0.11880463744311026,0.03773564145701714
COL9A2,0.0013574193197072313,-0.0631349357598331,-0.09331999841891568,-0.0006200502294501506,0.04338020317364906,0.05879848060853146,-0.016890282005381067,0.03893048315693502
DLL3,0.03873180587435949,-0.07000070454328086,-0.0038662551247156283,-0.015903182896215073,-0.03956401474265067,-0.0026680585946809846,0.01828418561793459,0.09010251003445874
FGF5,,,,0.11115702340336357,,,0.019532734132767487,-0.04232183272910054
LIN7C,0.0483315024216359,0.04610759375181264,0.030345218512023805,0.042093307356446626,-0.003496091388147312,-0.018059842426759384,0.010029383514551958,0.05216969428486629
GDF7,-0.024379027770627715,-0.008445782202598296,,,,,0.05280447932427194,0.02746011669669686
PSPN,0.04719741425829515,0.021631231084611284,-0.03778743830607378,-0.03626104737861136,-0.00937644008975877,-0.009855625338614454,-0.023727550996816744,0.0419325671204974
ANGPT1,0.01826316212762926,-0.016522635353506294,-0.03720834983643804,-0.01920226748846569,-0.017580198961428664,-0.024625943453706754,-0.014148278082239564,0.02246856071800191
PNOC,0.06558509733761642,-0.05160546251263529,-0.022236189327462682,-0.012410597160361218,-0.02194910015152893,,0.007555047932681907,0.10274026567606914
L1CAM,0.00924444661330811,-0.04245952714817739,0.05306614940761103,0.04107711134425821,-0.05288226201213582,0.06163125594966335,0.05515848860023483,0.057295323459096374
APOA1,-0.0036942946235993504,0.011481712499597565,-0.03395324894492417,-0.01740860181206359,-0.03431863499906998,0.022227550914539006,0.018087259060728302,0.09723343431365425
