,UKF275,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,-0.012616161738412525,0.025224137843559893,-0.054052507964956836,-0.014873722891734534,-0.11829105551445916
NTS,-0.0035589030025238934,,0.05534187046378149,-0.01805389653482856,
SFRP1,0.03199109433697829,0.008949180520584642,-0.01621400729168822,-0.0306979305909444,0.007422190591104112
CXCL13,,,0.0040611321456757,,0.08304140033410462
MICA,-0.03827622126796489,0.04944951168181734,-0.053579471087094044,-0.004246875169539547,0.03051844729212819
TG,-0.015528446935286105,0.038376379684206804,-0.01872229839011509,0.02010303828037078,0.08629775286019092
ADA,0.03969651381694201,0.11590425341740625,0.04978745893446853,0.05171449826205096,0.0635667875457163
LAMC3,0.01788096680637495,0.1515086188382402,0.06399662801173794,0.004131690157844899,0.024535344690013994
CCL7,,,,0.034059791081297044,0.06843894032792869
NGF,,-0.027214446092735677,0.0008389985820216427,0.05260734984743291,0.08189469533103001
TNFSF15,,-0.04541746694523798,-0.014126377647549404,0.0036643443968988696,0.13263122225832924
HMGB1,-0.020846624123931852,0.06264693778948574,0.06018973449481404,0.008471139152576773,-0.03148292117540642
ITGB3BP,0.009521554395017376,-0.014611479726265381,0.02702343627847682,0.04238578911796232,0.0067045418259457056
AANAT,-0.013964823077429151,,,-0.0054075410293204194,0.013824383609495798
RELN,-0.030746032556660526,-0.025953945316898864,-0.017063133289808304,,-0.0380757909700891
IL15,0.033174711489794596,-0.026397020099257658,-0.03445858277040471,-0.004936901448264172,0.064534377831441
BSG,0.059140897308481176,-0.013513703065107819,0.02079060023086211,0.05658702074685933,0.12226675536936535
ADAMTS3,-0.03764061738912584,,-0.01912915657964986,-0.03835221207421545,0.010700330490605352
CD34,-0.001075404501818699,0.07912637515539506,0.03978046233061411,0.007268715103811316,-0.021867071168630677
PLAT,0.10126433695728962,0.06529645243173655,0.019048355212169563,0.008901881716797722,0.02732455137838303
NTF3,,,-0.003178217323686803,,
LTA,-0.01344957998573601,,,0.008008291005824768,
CKLF,0.03937494949370774,0.07883099849089002,-0.0026388146505956947,-0.0483928464788083,-0.01950315788719211
CD24,-0.03974097433044833,-0.0671462595275291,-0.004642338284595786,0.045311352867498336,0.02657182551423303
HSP90AA1,0.01766150827415962,0.0328553632871181,0.037791013786718,0.015300064742795948,-0.03158114585445229
BMP4,0.005023842415593583,0.024484964964510293,0.04048292011073832,0.05295475605103936,-0.01613827790810298
SCGB3A1,,0.0755718399168918,-0.01676149964810667,0.0003322469524933018,0.031043122754983783
IGFBP4,0.028947625708657037,0.1035785985341708,0.06656880595053741,0.054020287870000704,-0.027151159929205963
RSPO4,-0.01564268031299946,0.08991513411229456,0.05445047156534515,0.06022050858668427,0.1376226212529495
LEFTY2,0.018686162887465968,,-0.026867625855497897,0.012568011284117121,-0.039915523028039565
PF4,,,,0.022244954891266194,-0.025741840724798612
ANGPTL2,-0.024341100944204205,0.1524926577907471,0.034456433259553054,0.016728906456246175,0.07690780464487668
LRIG2,-0.03216551096552868,0.047019101059619366,-0.0181323106980569,0.0348444324121447,0.03257221576853436
ICOSLG,-0.030774403871856856,-0.026904380213007884,0.015591077939585137,0.05965946783641534,0.0470600347508324
WIF1,0.08009642830365957,,-0.01836564266463667,,0.10319583524882894
NPPC,-0.02354685314370237,-0.06900798821760555,0.04984551371136765,,-0.053716954737949005
LYZ,0.07054513412996218,0.10641282914400932,0.09448066823159253,0.05302220695609345,-0.008460332887137437
EREG,,,-0.02460713726801059,0.014556948849367637,-0.02963648425154089
SPTAN1,-0.038057709038649065,0.06938495080249016,0.015670731421681076,-0.05959202472449593,-0.11226421011068506
PTH2,,,-0.006785704065958383,,
LIPC,0.0017132155264440352,-0.06281545203139757,,-0.04004076503752561,0.062189621637506506
COL8A1,0.010618029693995598,0.0894189059969048,0.052535571378974695,0.043255638660991705,-0.012898668780004478
GSTM2,-0.014103168923064567,-0.04466863092977811,0.05805204228186017,0.006688464884569061,-0.018768708562585286
SPX,0.010914731610850246,,-0.040963265946963257,-0.04451127673268147,-0.02143131429171499
MFGE8,0.021567734535242716,0.049256333682573136,0.05855199759929594,0.017067402074404478,0.030556364676838265
TGFA,0.01672541710077476,-0.05915338305689642,0.012097197150318548,0.04661888142490056,0.07653766447627684
SLIT2,-0.040254363210472426,0.02550354909382315,0.07281693745031709,0.08887586454467887,0.06282762602489045
PLTP,-0.05113521143295401,-0.021947096379171513,0.017208540974972476,0.027397779489254218,0.022833957315991214
APOD,-0.002078460097051771,-0.04327380553745856,0.04995136292650182,-0.036993045736870046,-0.06533488577456749
B2M,0.01145371204353954,0.1630573207794423,0.016719679803153007,0.013280444784515214,-0.03171808390241807
OMG,-0.0660857046080664,-0.00550920876107704,-0.009242470329680416,-0.013108001101040151,-0.13652581150144127
CXCL3,0.07313650484185004,,0.019218020916194796,0.0006339489141752004,0.10860615298959773
CXCL10,0.06541261482946663,-0.02531182126348711,0.0012878102608497193,0.016292927336329296,-0.023026525645704034
RSPO3,0.02572230041217588,,-0.014049999587079991,0.05181077244225701,-0.06425990600399097
CORT,-0.045261348244537966,,0.04089858348151245,,
NCAN,0.04401711886470636,0.044353278378969796,-0.04609666812200509,-0.007590508563956937,-0.0718159846814765
PRG4,-0.01999072444922931,,0.0777143222687897,0.12055568302740421,0.0375767553571403
ZG16B,-0.010686912231123573,,,-0.028140867825270994,0.001036081835859652
TGM2,0.006584618186589992,0.09185861508860921,0.10596780261792686,0.07259413003044829,-0.030500772086861562
VEGFC,-0.028777217991477005,0.04562822894007332,0.013074820793655765,-0.02722949725084052,-0.00880749695432301
WNT6,-0.0007662899872966649,,0.08927392251018502,-0.021254970934378413,-0.022691713018228175
NRG4,-0.020531288761148483,0.08977194056743332,-0.011585586948557982,-0.022568804997035532,-0.03412485594877712
PMCH,-0.01564267955807118,,-0.015021003184684408,0.031128618983951473,0.016325407111577414
COL9A1,-0.028642320557916063,0.04508225095523066,-0.027920244903971908,-0.03212490583991325,0.004549857204846814
GDF11,0.040264237550019844,0.13753518522739885,0.044458293006750874,0.04480382755072105,0.014635441200171193
RAET1E,,,,0.025275533448973663,
IL24,,,,,0.017149464700433513
SORBS1,0.000267557539699316,0.1275818651125288,0.05315172882347786,-0.007347932815642641,-0.08207843432537032
DLL1,-0.009549922981254339,0.04793736462799942,-0.00668431993958754,0.01720903956314246,0.09690416729863352
TLN1,0.010047789669795255,0.11611697801046467,0.06309197472269922,0.007038288738018962,0.03959529486006096
COL2A1,,,0.026851101981440847,-0.03284523563498247,-0.03074466357580765
SHH,0.08536001006462034,,-0.01609692183414194,0.10221044372974006,0.03463103507967552
PON2,0.0032670997608127265,0.04999521198142317,-0.04281750400854991,-0.04526809714430127,0.036137995298986515
ICAM5,-0.02681560697641568,,-0.009783788915364511,-0.048666915192950286,-0.08418367157663925
HPX,0.030856795805846153,-0.04111429972915848,-0.004382271539428381,0.007349152352620742,0.04225170847110818
SFRP2,-0.01747912637589962,,0.09216252789542513,-0.005957370839199369,0.05821380391306718
CFC1,-0.013449580798563605,,,,-0.03019512822341214
CD70,0.01950852819876739,0.02501114841940133,0.05697810076148866,0.04154982026111705,0.0602058133081565
HP,0.027979393652803525,-0.030798921453928554,0.031228569957770666,0.043849606754236645,-0.07259676871379411
CXCL2,0.09383719904427786,0.18215441465005797,0.0077161212592886655,0.10520544049738186,0.07177050185079419
NPPB,-0.011776999924026706,,0.010032588303827571,0.08835776913552201,
CCK,-0.08983191207015681,,-0.010743042662917177,0.08191506744855415,-0.17639533045147024
SEMA6A,0.010091922813114856,0.09041721106831806,-0.02638594953854008,-0.017889250972781014,0.09798753037668397
IRAK4,0.012010510357995325,0.03168155590196586,0.06335149583992582,0.009010724886569203,0.004507013720403607
GSTP1,-0.04025575385179374,-0.03051587689012152,0.031482446479588276,-0.006047554215065652,0.053681739959222104
VCAM1,-0.05675683183771137,0.09952104474966239,0.04085125610029682,0.06815926555790378,0.0872466450858525
NXPH3,0.011899956010145788,0.00870978189279524,0.001457678955754083,0.05095321537238547,0.008897007873925864
MTMR4,0.029555446334510217,-0.03827892677911303,0.01140773168000722,-0.0016510150893177665,0.048456708541783036
LAMC2,-0.014825929012948593,-0.03160437336942563,-0.01458022653398497,0.08632359192836517,-0.016688329559463932
IL10,0.029276789037887465,-0.01897648183041682,0.005506037116609681,-0.013248442777427042,-0.018985581892205637
SEMA4D,-0.05861557722821434,-0.04297544142008398,-0.062085029590865363,0.008274110304629257,-0.037795618419262544
TRH,0.1038241410797049,,-0.010956662008088992,-0.025642299152394167,0.043099401295967774
SEMA6D,0.008497819961342473,-0.08956088457522952,-0.026176192244531726,-0.0023136944821577914,0.07528211940555156
CEL,,-0.05593991060378221,0.00390002006442808,-0.00970725556979374,0.025200743881084436
PDCD1LG2,-0.03972225882551515,0.09585364484921274,0.042747599426480584,0.012555494316761681,0.05049577832769741
SPINT1,-0.025756811852860453,0.05100685161692884,0.05502193040346259,0.042018672128361016,0.052944678190684345
CTHRC1,-0.004103071370295654,0.10326523680634161,0.10853207353921128,0.014765280018742544,0.027754468020103104
PODXL,-0.016038304721924766,0.12953410767764792,0.08266415006671747,-0.01217333596998853,0.11583897220479954
JAM3,0.02476513795135347,0.0031081435119620984,-0.01905588670039525,0.031065022760779763,0.06551479732036362
TGFB2,-0.01759676929573436,0.10926255660090119,-0.018217469854578963,0.024647869400131812,0.02390344921059245
COL18A1,0.0266908622691991,0.1205224434583816,0.0653646306961096,0.02767595169204245,-0.0047529353309227656
NODAL,,0.11554472854824835,-0.016673582578812594,-0.012138497416158727,-0.06845470401997897
INHBB,0.000784685888721027,0.02072272408242087,0.07736377052296496,0.03451032084577191,0.053492548426454435
LCN1,,,,-0.02593088858425087,-0.023049164734964503
ARF4,0.029597601609544746,-0.1297034614800344,-0.04760581081381624,-0.03921945904579935,0.10988111179004864
CXCL14,0.03957004205610714,-0.0037857810959090778,-0.00665968197147822,0.004080327897626057,-0.017225736966795503
LIF,0.06516103389307716,-0.008711093207371665,0.027745027336228068,0.006725173467742319,0.14423872209533373
IL17B,,-0.03017825673121122,-0.02074348607108372,-0.023227900042459646,0.011677652741644702
MMP1,,,0.009842584506121218,0.030423028701259555,0.05895788541336594
MATN1,-0.011924909808115112,0.02720261577984778,-0.02137838931430226,0.06389967222264176,-0.023748967042222895
ADAM28,0.04244652104899716,0.05834961276922877,0.002802140354884185,0.011673806080763746,-0.006666138204707891
TCN2,0.016556091433827046,0.009248828282470502,0.08511259743252522,0.05832408492683506,0.007934092690789834
THPO,0.021867489230805556,-0.03160438928489998,0.041444594725921484,0.05389522750873485,-0.02163835126728697
CUBN,-0.03740884218664742,-0.021881147554847952,-0.0025443603507488703,0.03897518017863767,0.12274727484411257
TIMP3,-0.04168021062038027,0.09070115919312452,0.03815922721078202,0.00511093908555194,0.04388558352254389
PIGF,0.047164041127828876,0.0559087669970402,2.8071449177156525e-05,0.03977419872211948,0.043543708352920714
CRH,-0.01877259162877078,,-0.017883584790362735,-0.0058653131112604995,-0.010910207569590269
BDNF,0.030437564979587804,,0.015284301034763503,0.035248617881242075,0.14763812929327266
CCL5,0.015915221238288375,-0.04916177350462156,0.03822492501014173,0.05999653751704861,0.013669533026428883
GAD1,-0.0568944010133154,-0.03473155406745174,0.0009010695419866035,0.058072479779241806,-0.03042052784191952
COL14A1,-0.025903484707804496,-0.03741293761727831,0.001152506288793546,0.08694412380963007,0.0006428053153211993
HLA-A,0.04394100397463699,0.05678810378181209,-0.008227175293496222,-0.021334573166874257,0.06599880279510463
FGF18,-0.012778010664128665,,0.047243951069531456,0.0419023615807226,0.030251604291174596
ADM,0.04940876510562513,0.10121991351047632,-0.05465233637958749,0.05769359317522696,0.1745441350862239
CCL15,,,,-0.022239565848439283,
GNAI2,0.02279917452619016,0.0023623076654950485,0.03235276402829883,0.018102694987791206,0.08018770712916716
HDC,,-0.03763460050470347,,0.006135008008494909,-0.003061791561642324
COL11A1,-0.024404589542519298,,0.05105863504115755,0.06555742621393905,0.11536764209940321
NUCB2,0.02157573827863854,0.01744843180836752,0.04917864532610773,0.055135612946959546,-0.031981648750955306
FGF16,,,,,-0.023401509075364983
CXCL1,-0.02698293800430729,0.09021178843307069,0.01933674872884728,0.008638188083360398,0.09202178880777795
VCAN,-0.009102761783476925,-0.042598520622728536,0.08764998497334354,0.017282671712345106,0.033413085945805186
MMP7,-0.011776999859681565,,0.005155749326578137,0.03542310409037458,0.02814809656700285
PTPN6,-0.0038153134379647403,-0.012329427148809018,-0.03337479935289632,-0.009050087966278897,0.0366170392371665
PTGS2,-0.01243670849187285,-0.039474762390467516,-0.003008466964931291,0.06139354445414609,0.06186485977295605
XCL1,0.051205271136603975,,,,-0.029477992973258843
CD58,0.03547220590281766,-0.06899763327068266,-0.0018866089201441591,-0.05436095518021921,-0.01414491448125175
TNFSF14,0.06947780818341154,,-0.021689538561593554,-0.00041317405648380243,0.02220635741477531
CNTN4,-0.01579845614428031,,-0.01171200752427965,0.018910580090539385,-0.06447523587660076
INSL3,-0.013580119492177946,,0.047134788978391184,0.06762787460739289,
BTLA,,,,-0.02944460424618136,
MFNG,0.011243574006313643,0.06972915663430311,-0.010355315068193423,0.055882851713726506,0.0152908404122935
ICAM1,0.053156760438022095,0.1455650147888146,0.00982478104800735,0.0019995564191826903,0.14422726306853142
PROS1,0.010842527079467859,0.028806953644712203,0.02799092367592428,0.05363699387549942,0.07529264753623607
CLCF1,0.06210761334922747,0.08039836437136279,-0.07777622338876454,0.0362310261298688,0.10353101389778678
PSAP,-0.05507960047930463,-0.015258072951554857,-0.05990396371394107,0.04859777711704787,-0.029875428515112264
EFEMP1,-0.028840225806130396,0.004248895798428291,-0.010275436978941557,0.028721997489992098,0.09745994379309865
C1QTNF1,0.011910069108288596,0.0614249386030051,0.04408513513215413,-0.017876776773993727,0.16285853313834098
ALB,-0.01482592863344335,-0.042222333529135056,0.004003387244107027,-0.009807688837569944,0.06817254100053552
CCL13,,,-0.009229182296205266,,
EFNA3,-0.05087091068221095,0.024236714258836653,-0.004957781803527643,0.08071102046875193,-0.03439106649319825
DRAXIN,0.04603267290328114,-0.03570559466565592,-0.0022565317159095244,0.07769951264573248,0.03356410598168986
RAET1L,,,-0.011957216186607207,,
NPTX2,-0.08356448674729974,,0.04649432842810993,0.023816785295653765,0.03611530220525444
FGF11,-0.04010948345292207,0.006796130689891177,-0.028980728531468266,0.04822340863936249,0.09450874148146832
CD59,0.025460253614998065,0.16057071500436898,0.04423923864813245,0.0016513068375495657,-0.0517994531914956
COL9A2,0.010630893637036433,-0.03229757324715476,-0.026695518658201668,0.010384869013084316,-0.003066219548964724
DLL3,-0.061966070563270505,0.05590121811597595,-0.061395404445917075,-0.013607444222858145,0.021214821271374754
FGF5,,,,0.05169259511719079,0.08529115092453325
LIN7C,0.005361216677948156,-0.06411980092005379,-0.008844930278443271,0.01833739048615722,-0.04934981611870223
GDF7,0.014798739119908606,,0.0033216075407196738,-0.013261425151654068,-0.0363034456042508
PSPN,0.03141061907473185,0.0501555954056942,-0.014320557199268693,0.04874347135370162,0.012392053519990403
ANGPT1,-0.05869459013541353,-0.05474114332828586,0.01713981155143496,0.06331867006623713,-0.04290573329128802
PNOC,-0.017999672359763262,,-0.020903843985177677,0.07972960154445062,-0.035913456777568235
L1CAM,-0.03260727982341968,-0.07028683905449352,-0.02969779891048743,0.04015311025647956,-0.0678611201671874
APOA1,-0.01768367794733124,0.044252652287450185,-0.00482909195152396,0.022728863918754432,0.12472945285581188
PSEN1,-0.0054402278684480675,0.010939886965665517,0.0068541128572082105,0.025064888047868095,0.00035342222104851976
CALM2,-0.04477494017616314,-0.10644703458282653,-0.028073809904528534,-0.045750681338089225,-0.13588012934464383
CLEC2B,0.027579106201407043,0.009140926921447006,0.021653537761972697,0.057545905709927424,0.0408953044759447
NTNG1,0.012304236380127962,-0.02919338015004618,-0.03663088810506815,0.008303030767689703,0.036490875418592465
LRIG1,0.009894266791769529,0.020671167336096974,-0.02516743139221299,-0.02353155716003766,-0.054885680952611766
CPAMD8,0.021531826054275467,-0.03763456394087469,,0.07913058772585922,-0.02574186386351927
GHRL,0.03643019498342449,0.008501439379221324,-0.01907278514082965,0.042841729361192786,-0.022691720840919444
NPY,-0.04757172825587272,,-0.02383663956821823,0.01492161880276414,-0.10035914722233724
MMP2,0.0067691149888476545,0.11936917346122007,-0.017610715224075434,-0.015830802813591196,0.07827716355146055
PPY,-0.011008959049746046,,-0.00013346031988864242,0.0053099028574532855,0.06781529513053482
ALKAL2,-0.005609755806055301,,0.0527451586077978,0.024677892604322665,-0.006192770495059158
CSF1,0.06302515791390664,-0.03885811656694544,0.046480046670141995,-0.007019353320603061,0.13748434739212584
SEMA4C,-0.02919111697296623,-0.0029869516713607125,-0.03965552474666725,0.029754343639334276,-0.032326367821631855
BMP8A,,,,-0.027331420764911445,
ICAM2,-0.004158659992052231,0.22582524264254022,0.005680675408340201,0.029141381620767366,-0.046874457236207465
SYTL3,0.005567217243042964,-0.023824197880576437,-0.045054968102746416,0.04401622293721674,0.0872629905934915
IL1A,0.07867071234053073,0.01451980204397636,0.03850227089640813,0.0802045202581138,0.11642954951508286
HLA-G,,-0.032976000760266626,-0.03197876209548754,,
PGF,-0.021185745826112573,0.11806858907335376,0.0358741862901213,0.023478658162682433,-0.04806928308870101
LGALS8,-0.0160948276821022,0.0029894936559714054,-0.012945283730089423,0.04231443184651466,0.03438525977249916
DKK3,-0.005468104978231309,0.011775543607112075,0.033102339601395595,-0.026121424381284536,-0.1896759451663824
COL16A1,-0.004466400911805122,0.045380148183410934,0.038110465807004036,0.05326929770403323,0.06129277420716282
TPH1,0.017168212476362094,-0.03160432789677424,-0.025824219912051787,-0.02424795453550375,0.05061950327108464
TNC,0.06077283017579453,-0.10704877180191885,-0.03488046229148355,0.019479342096450133,0.08632844377070559
TNFSF9,-0.00756648679736922,0.11552118524175117,-0.013452657620436955,0.01800215716151458,0.01628941508745293
C4A,-0.013050568758335594,,-0.01781828905570018,-0.03680593501689615,
CNTN2,-0.02248261260757316,-0.004824021154528743,-0.01483549417352995,0.01823198241494304,-0.1113893259761259
F7,,,-0.017632328844878045,,-0.03181839842767032
LUM,-0.025976566411804673,0.02322384066566865,0.10592062300791816,0.013667047496227748,0.01769812904860807
BTC,,-0.06581768865652388,-0.017063144943146473,0.009409598929280618,0.14976523043939835
APOC1,0.006024767364840319,0.04044066273456496,-0.040985065885663974,0.014856443823275074,0.01062891728758143
PKM,0.05747399882069753,-0.018970362517638287,-0.015473462288891147,0.014059243109086956,0.1233696427038202
TNF,0.07001987969084275,0.010365842443064648,,-0.04772666617652456,-0.02476399565730925
GNAS,-0.006305301584497937,0.07560829727137398,-0.03256457077178563,-0.04013757168454116,-0.11307349109399024
BMP8B,0.006284874772529424,0.06961461554394625,0.023104078327859066,0.0031264749746487673,-0.041347320357781575
LIPH,-0.010522326007498134,,-0.0013608713753252783,-0.012509455101848537,0.088620957908659
CCL28,-0.016202651020854185,,,-0.021222907323210905,-0.02323834297817689
PTPN11,-0.0097366068193973,0.03644841753819945,-0.014494413912569972,0.03367713444509295,-0.07290974202997212
ADAM12,0.012739141142025862,-0.01868594869539073,0.050282207035130144,0.03609168626729285,-0.005877218531890942
EPO,-0.011008959530289283,-0.04507113031442748,-0.016869414510263983,-0.022568798146513344,
EDN3,0.09503970753146712,,-0.02454355439917752,0.024004411258103823,-0.027034551357798767
CCL22,-0.022166778428122518,,-0.014802176861810989,-0.03487470730902067,
CCL2,0.0046687792237293,-0.029471248067878177,0.07097307607441501,0.007968472610549913,0.09906170891549816
DSCAM,-0.033815713181281945,0.04452229551208722,0.012633476413865793,0.011691515402070772,0.02807466432020739
ANG,-0.029351997987665336,-0.031127808047727624,-0.024379140992574343,0.06937188611296775,0.1278046148799219
FBLN2,-0.03852245827089496,,0.08214357972149376,0.09175522074511981,0.05900199765968997
VTN,-0.018086484179210906,0.11747219308171265,-0.021843614926169656,-0.0008231121025639478,0.010869644796201759
VEGFA,0.04789998881791359,-0.01998645478223347,-0.03598187651482229,-0.013156210684850069,0.1678099383170049
F10,-0.012071086183258842,0.033398877153692295,0.022442015792381895,0.0369944835339085,-0.03260305631853729
SERPINA1,-0.024129209061198628,0.10068730545513027,0.010176626758382854,0.03053048587633396,0.07151659365696098
VWF,0.02994619589754065,0.15363991603360871,0.06750300577945902,-0.019319800026250094,-0.10321323393391502
GDNF,,-0.043307741728806734,-0.023622300124697914,,
VASP,-0.0022297720438753583,0.10577887776671181,0.04794201648449797,0.02694403990809797,0.03661560149871924
ADAM15,0.027989893998275173,0.03780467453081485,0.039199568411314174,0.028526507407588306,0.054658038446573014
WNT2,,,0.015511644282264364,-0.030133605276303897,0.06007040182573722
CALCB,,,0.0030075610706651345,,-0.009738751550649483
OLFM2,-0.04243254641746855,-0.00043034728748402625,-0.05195569330930096,-0.017023069409934415,0.018024130845880275
MFAP2,-0.028911633436521103,0.08119015414816216,0.16320384662522777,0.07453897923181649,0.05188709819769889
HLA-C,-0.021097090555126045,0.04073742597609706,-0.020162005547424932,-0.013471230656248126,-0.016251878378043653
THBS1,0.04145114875837812,-0.06655714420739298,0.07140565798971443,0.028517520178505357,0.07855356671164555
HSPA4,0.04342359175596448,-0.04689351357797683,-0.04143893627863014,0.011520820751015197,-0.0359816943672813
LMAN1,-0.004824281245858953,-0.10409731359890047,0.024635468710171776,0.024731270212022583,0.03884344507607246
LYPD3,-0.015413428846459793,-0.05886582675516644,0.02908052429411086,0.007734110477118651,-0.00693899561678008
APOE,-0.061237922600606225,0.02511263146091361,-0.055179008679288113,0.003824323624579934,-0.08072687488382717
SOSTDC1,-0.026627024107409848,,-0.028756200754389366,0.04454154589076849,-0.04948339115251115
ANXA1,-0.01470380125818339,-0.010451946685141928,-0.0014895292512733449,0.0031895320871936513,0.048375744498593075
WNT2B,0.013232095913574018,0.15256284276572282,-0.048453664595649364,0.06363679198580116,0.06749963592814848
AMH,0.05290051335788423,-0.10925014117979197,0.011374482583986335,0.023305767658840838,-0.035469760831778996
GDF10,-0.014825928219437665,-0.028689645153066417,0.0680612719661161,-0.0003096054611501165,-0.014289283704030325
EFNB3,-0.04013913379623009,0.017360716778930016,-0.03131718614213085,0.03951376069566683,-0.04804348375415086
LTB,0.01004613974905919,0.06406079248226652,-0.025180384968755187,0.028968132707355376,0.05313584850278566
ANGPT2,0.049953846131649396,0.0953405625301538,0.08446520381994367,-0.01587114172687126,-0.0572971294608912
NRTN,,,-0.015021003184684408,,
ADAM17,0.04752987376163345,0.019375263559935737,0.02834565108176997,0.06620816808858856,0.05358826637794313
LRPAP1,-0.017239752850470098,0.1139824538351954,-0.02976966246219018,-0.02994415737626373,-0.024092855664217178
NID1,0.02111664122020298,0.10857922837954023,0.07605475610496056,0.015405689824932052,-0.013010098528234829
MST1,0.00644556115349129,-0.0019858950142221587,-0.0409110247718877,-0.011594851020579734,0.03677558671510725
DCN,0.03543161089018839,0.10005507351033127,0.10179935554887201,0.012628219393405724,-0.006564107564609723
IGFL2,-0.013050570139244533,,,0.02621183365229621,
COL7A1,0.02265657418183923,0.02632871313103812,0.07029319744782521,0.055272654486481644,0.06442081146542411
CALR,0.056589170476756406,0.11868770840713554,0.020564514248859293,0.05411996596057121,0.10612058839604797
PIGA,0.004451527074248316,-0.06608520149530552,-0.00848488228691543,0.02017900552543122,0.09617013682757726
CD200,-0.046323390208006965,0.03299926291487551,-0.046629835092500946,0.028694571784739706,-0.05379419580783587
GRP,-0.020262589313273578,,0.07267686473875604,0.06941636343670607,0.005688406254788443
CDH1,0.004260638946888731,0.0315564904205242,0.07631169963988384,-0.026797251807797774,-0.023055411141202926
LPL,0.06845212182773833,0.08195322628313244,-0.004765657234969483,-0.03682960400722441,0.1552623154520912
SEMA5A,0.028720168659690664,0.1574990470779454,0.033735659131141855,-0.05750549283738538,0.033827246539083915
SEMA7A,0.07897520589911165,0.04858208667128614,-0.03978622240218999,0.009187312869411176,-0.08025925024173124
SEMA4G,-0.005032086174307994,-0.040984479227230024,0.04466030346289747,0.10087766733677514,0.06951188588850599
SEMA3B,-0.0006291948921494149,-0.05705571882662233,0.03756849247614871,-0.0060357624487355896,0.013110948166295135
RPH3A,-0.07420090769995717,,-0.01434050958712287,0.009304328211954626,-0.07761914734839546
JAG2,0.008718126511808819,0.06714229774715624,0.017364291422043453,0.05821507410378397,-0.005295391780619328
CGN,0.0114976182059299,0.032194671968054554,0.042165578114508565,-0.006253157052555804,0.09897352968475143
GDF15,0.028686982484761977,0.1230876238057828,-0.030382488899256266,0.05878197590744607,0.14787827070131265
SEMA4F,-0.002716068557171227,-0.05505437202793164,-0.05419782444596542,0.004266927689190402,0.014361038541170129
NXPH1,-0.0220900284817908,-0.034707712799838225,-0.0028914243611536895,-0.010189823604719076,0.07094054000828184
ARF1,0.012531512206160942,-0.015950751540906735,0.026526234784480084,-0.05197548033290099,0.006414815872223215
DSC3,,,,0.04945523254006692,
EBI3,-0.038788155839117454,0.02617846675873561,-0.055638895390091966,0.09394915804090284,0.020637878256949124
TIMP1,0.07745525535736064,0.11595622525084201,0.059211659046808696,0.03447175005269769,0.10749979120828575
