,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
TNFSF13,,0.023528054086557948,-0.018909554873018306,,,,,,,,,0.044431049214664,0.013502744102206709,0.06561163990745379,0.019311015703046372,,0.09831400273212025,0.011534323776180163
WNT5A,0.006340390087183845,0.021603652424991914,0.004601557579393675,0.013851870972303238,0.050142677699221275,0.04170655071102412,0.03222836874893318,0.0480480976830156,-0.0083898210119436,0.0008929707246696716,0.04533655977306096,0.03583649973245531,0.08455245637530523,0.06951465590832585,0.011184304392037147,0.09601503544831458,0.013189231147844285,-0.004681290089465774
CXCL8,-0.015438684221938623,-0.06761421038326568,-0.07951982222288834,0.044940994309904794,0.0231438492643272,-0.00696771763890623,0.013088980469331563,,-0.19561643381600055,0.10437307736568019,-0.022963523876734917,0.014937036905518127,-0.17315799430390727,-0.020254393977018115,-0.06917946573777096,-0.04647551491599,-0.002934347061355345,-0.07542210899782649
GRN,0.07726439440001664,0.08218683159767756,0.0068851647217011095,0.030385910014160713,0.04000209469451439,0.08560203203120798,-0.00471120781002433,0.11352774147568534,0.09778519001120622,0.16918564106993197,-0.023745074359841092,0.04699306447377346,0.053016160726493775,0.09444797612126456,-0.04739848300847642,0.02397142791886397,0.024504140139813547,0.03664296489258955
MIA,-0.0015528436156528617,-0.011032395618391451,-0.008631324095114332,0.021622500730465243,-0.030444083124449562,0.04021476054319971,0.007675398808670998,0.07480825548527072,-0.021826042361834833,0.03163682156836514,0.0997704202025047,0.078612385563406,0.10580931827955488,0.1131890411776204,-0.048409373473556006,,0.011737718215006748,0.12499368197957093
COL4A4,-0.03590709005462992,-0.029015752488785032,-0.041722273156781384,0.0030414414061039436,0.09700973886301922,0.025775782056586937,0.05302603066262358,,,-0.012107401074008324,-0.028719216490907046,0.09306448105117517,0.06200236243310677,-0.03212924796347746,0.02709053956683855,,-0.0025772429602973525,0.013075583204961728
TAC1,0.037251153996333,0.019997298164865326,0.054048260554801865,-0.01265363676228079,-0.03929730104706728,-0.07173361708703233,-0.04079936879416547,,,,,,,,-0.028864093246535737,-0.06802618900744861,0.028509885647459834,-0.05929017367674671
RARRES2,-0.001288739713967028,-0.01136486385725991,0.035279455296967736,0.027110787954039307,0.06499548461800447,-0.03154776400283483,-0.0032694713348149895,0.04135141052545027,0.01653179073372471,-0.05392149720297737,-0.021898870854332352,0.0486666040605044,-0.0017691957726509821,-0.013335429893109004,-0.021433581811504163,0.005818499001812268,-0.02446391115756325,-0.0731018990992727
FGF7,-0.015232811096407565,,0.029482355833058905,-0.05977825824084481,-0.029638442843566752,0.011402293180119368,0.035685955065811,0.06787099084947769,0.015070582428584828,-0.09660844914489759,-0.03527066379581909,-0.0014683355865645715,0.023568110879562783,0.005498735786016463,0.02330432601769227,-0.021651425812586163,0.08348768638470669,-0.008686062449841143
EFNA2,,,,,,,,,,,,,-0.014025422543834066,,,,,
HBEGF,0.03817191721306091,0.09694058415074878,0.02473995520839773,0.02358918802256131,0.051563518001464394,0.1392801713601029,0.06339186138343603,0.19556654434244397,-0.05505413632808987,0.041745195259834084,0.07583582043986653,0.04829456074600609,0.0642531396501818,-0.001128618141751175,-0.02153410717775117,0.006434134948256944,0.009320183095685252,0.06762441741367563
CSF3,0.06651367201564766,,-0.014620951161729154,-0.009718406485658899,-0.014761244387299942,,,,,,,0.055296613982789455,-0.07136227740599431,,-0.042136099906350914,-0.032739315705412345,0.16379006464920326,-0.06993200396626396
PI3,-0.014247368515605851,-0.0033028232825711152,0.006719434383686575,-0.0013170960395280807,-0.016621356007437423,,,,0.08525038372884343,,,0.03246655849274555,-0.16357339711619473,0.10388922916959531,-0.03628627339771821,,-0.042151144927826074,0.022460869973146152
PCSK1N,0.05570103022311146,0.006305876553480349,-0.0020316847131790247,0.011817650829590293,-0.03985599633724315,0.01646817226742492,-0.04142809157446868,0.03793165227948374,0.164038740505004,0.020246671099035017,0.03563370887193931,0.054962457155628835,0.06068468517561481,0.05945353384857014,0.065095199414886,-0.08421053954268783,0.006070198289394686,0.03960475316248899
NTS,,,,0.011650731401109546,-0.018143345002225066,0.041109937337174954,,,,,,-0.0535431061436984,-0.08093969987391292,,0.011732188266377796,,-0.03433865795128331,
SFRP1,-0.023251550588368204,0.02123006570206201,0.1129158535184771,-0.035617231817754724,0.07327888921729457,0.025974322292959068,-0.016736073922952708,0.04804177869346822,-0.04921648077453281,0.09497136325256572,0.02740182744702117,0.027937354844877266,0.014580661873180831,0.02313643123836347,-0.03197051900639324,-0.057477445243509014,-0.0068743906027142814,0.0410465207569571
CXCL13,,,,0.009224092283430168,,,,,,,,0.045296758868673626,-0.03920913395568694,,-0.045506632831641636,,,0.0456660865016448
MICA,-0.01542589103352588,0.04017153417251836,0.010605711729272119,0.03428061162149232,0.039477822596911155,0.05734432533014485,0.040123659264768276,0.13696673168845877,0.055475664712454166,-0.04448857139463142,-0.06737080402497451,0.0427921533860772,0.1357006709202224,0.07049597876953427,0.052028711651538204,0.05672817067792134,0.04656760771590774,0.03412263891612058
TG,-0.028623659306709872,0.03759867526441811,0.008582077412624952,0.030934935458792737,-0.017815501316821757,-0.02918606094880416,-0.0036738142806797026,0.09944893825934875,0.014329041683001285,0.02543216794901532,-0.01831169978945087,-0.0022255994308521564,-0.020950574116308678,,-0.015430424072080635,,0.020082239062288728,-0.035100937039546615
ADA,0.028573317193154566,0.0361610956472905,0.0028087472711212954,-0.01738246689329358,0.12001820918984808,0.03540512774260542,-0.03307041306617818,0.07637951616538328,0.09551212954727778,0.022394795676117893,0.03602588852982223,0.01652450182614631,0.14528406130630991,0.06981151569881822,0.0888495094976437,0.11558091423988077,0.05337428772368085,-0.05233953392879217
LAMC3,0.0017161715447799853,0.08316783355168486,-0.017014694244712778,-0.040196583648904355,0.05488806749217271,0.06353194208656603,-0.025216806971589276,0.08201410289450384,0.1733787430626313,0.03081646473880165,0.06850569321945868,0.023315569622658384,0.17101294510239956,0.12603863335260118,0.007655641802297875,0.05120083337890253,0.01117182890257455,0.0546285282964694
CCL7,,-0.023458072645925955,-0.018662912890083865,0.008428730258605606,,,,,,,,0.009811858688065021,,,,,0.026764268407665145,-0.07739702374659878
NGF,-0.02068707891527771,0.013319238372993602,0.03513339241619141,-0.027214401745751585,,,,,,-0.07642102012307288,-0.03375634621596526,-0.0008987023774883054,0.025526997097515318,,-0.01614736338980619,,-0.007157634740911822,0.008386949721724359
TNFSF15,0.08831175407730876,,0.03643854240200173,-0.034648695146549974,,,,0.14380486014430086,,0.00024320889262252548,-0.03409105563005263,0.044914162347482266,,,-0.041947909922011965,,-0.030749829965558577,-0.057856295850453814
HMGB1,0.06851761151988287,-0.01556130378023753,0.03150184538802931,0.05480202629252924,0.10405090768241151,-0.08317765061501088,0.0414892951505153,-0.02802181634319743,0.01253194015756587,-0.04742729596498944,-0.016711223676625815,-0.05021148485900646,0.012154276047050659,-0.038605837247768615,0.05044165884422197,-0.024131704809102903,-0.021894894741440414,0.139493891867159
ITGB3BP,-0.001996185680313085,-0.03865856386214342,-0.026192666788618004,-0.03579292811425911,0.09579686470765796,0.058792479106454486,0.05859387407360997,0.15175390228498284,0.05276266258428684,0.05897349608560966,0.01351480281977663,0.041469938145646756,0.03282204042221963,0.016603816856935714,0.02052247730040934,0.0006320654385114882,0.08949537585381113,0.01213662950906306
AANAT,0.02666748839117479,-0.013082807734443248,-0.018909556891199105,0.027556534361871422,-0.0133150419049676,-0.0078252935132163,0.06862957036668624,,-0.08069382153175413,,-0.023658920509741922,-0.01893571184245214,-0.003544515813566875,0.06393354561748057,,,-0.025709412027050953,0.0698250484064781
RELN,-0.03566899794283838,0.028315165194419796,0.011428439981838194,0.007555709116891516,0.04228799638871447,0.014023338409760588,-0.03456804192798424,,,0.011032641854622632,,,,-0.06227385720743545,-0.034724326879937144,0.08302799291888563,,0.00829141152578276
IL15,-0.03637929476421631,0.03992833957049611,0.00778236847947124,0.0373938720741441,0.03306966330749772,-0.01031873108286019,-0.006662794631616279,0.10674926334474605,0.0028166480137723853,-0.055985723781058074,-0.039993938446971425,-0.03437474872866622,0.03974136046327338,0.012609102223024684,0.005208431172617887,-0.03462680181258098,0.03983576046180462,-0.047384788539984096
UTS2,,,,,0.013458937713886406,,,0.06148663509654826,0.01838448798177467,,,-0.021221797746454482,,,,,,
BSG,-0.06995008814105198,0.04474494778149129,0.016942939025917723,0.028370071284082816,0.008786040690946701,0.058398850851128066,0.07782658366114474,0.24039030769803996,-0.08443141650482623,0.01867807802201912,-0.01109361963112182,0.0792014618317903,0.017479587395916915,0.18115810157830803,-0.016708188785634483,0.07165128037517163,0.07049748542024621,0.18018062850039432
ADAMTS3,0.07108574690802048,0.037683542442772236,0.06579313266295446,0.028209565111029504,0.06105015248437991,-0.020389485977087132,0.04712567109787676,0.18627225201663403,0.0835509150804963,,-0.0038741599947940625,-0.0004831264802984504,0.05713011764613447,0.19362139680991558,0.05101478379655819,-0.0138454507546732,0.06610997509999897,0.10842359313111834
CD34,0.17284218169003657,0.0989654749913302,-0.02695691519748099,0.049017601958449813,0.034386975239629296,-0.019848463984697966,-0.0048374462343679,0.03377582742555828,0.18045184832368727,0.051564913850325994,0.014261247218470118,0.02934336730692861,0.11149633103881104,0.13310848605291178,-0.014216518803361533,-0.031328166630908656,0.015000592236956148,-0.07938497740730693
CCL23,,,,,0.010472169161751782,,,0.10738431607838228,,,,,,,,,,
PLAT,0.03639227847325413,0.07552600004140118,0.010145039317707147,0.08784968024375077,0.04822545566660374,0.10655309429572202,0.07099433216266254,0.053144469297128696,0.20836718145191455,0.1125833708975374,0.010764880670875871,0.060096947582145455,0.17411428561370057,0.10644310147669862,0.1623124785153862,0.014902524955856682,0.11075578722414064,0.2314679698409183
NTF3,,,,,,,,,,,,-0.009203218910581124,0.07743469424063888,,0.0010867426549753985,,,
LTA,,,0.024274025562283273,,,-0.03202360328376693,0.05103470085065571,,,,,,,,,,0.06814830817688063,
CKLF,0.014936895621111527,0.005578824672393322,0.01381627911480398,0.026666967119382587,0.05684923417769731,0.04534341193069586,0.10143458059702559,0.10732462434989845,0.06586032266751837,0.06319266701176128,0.017424528804572417,0.004236343689340264,0.14795973447463853,-0.022836899652118565,0.08404415135538802,0.13534031963345194,-0.007296189670256095,-0.012917162867366147
CD24,-0.01757668849429468,0.047457939743935224,-0.047380845081603534,0.0027664524153393805,0.010394782337849197,0.0306759793691959,0.033383976708547,0.051265421657104904,-0.031226366313697008,0.04547878514864797,0.016641621266572187,0.004112085354852454,0.02111989821522091,-0.00932310126455713,0.031760831238049764,0.014718319821671693,0.034593551725108904,-0.001496144846148211
HSP90AA1,-0.047129854075452234,-0.019475677849498278,-0.021210049496839054,-0.014365063220254602,-0.04364082038060797,0.06552845360114609,-0.05333145385529248,-0.07966215507992358,-0.23408363591626777,0.04682171189615887,-0.04958024649030364,-0.04877489244760844,-0.24379053409758916,-0.011313728131522103,-0.016492316753819226,-0.08722217083428672,-0.03218798814237932,-0.07862715997277521
BMP4,-0.0310896181303029,-0.001208404154492904,-0.022676773379901413,0.06113553686003555,-0.030605199282061315,-0.046034967297942535,0.048395257984330024,0.13732516320948623,0.026945190411635414,-0.05545021181139832,0.15580833722610407,0.005605799412383832,0.04565552798025532,0.01303545126738148,-0.004628403942597149,,0.03549685263651698,-0.04346273951914491
SCGB3A1,,0.0345192899979438,,-0.027162803373671402,,,-0.025110807402753673,0.022135714328474592,-0.041600658814036115,-0.052589887650701064,,0.01215568685383891,0.02086883349728982,,0.11333935728594391,,0.031247041529834207,-0.04195455003933188
IGFBP4,0.07018474013105162,0.06182764647429588,-0.04627780675378409,-0.003406706776736267,0.06634912469085454,0.06881788004258653,0.07172963858960113,-0.04722419632659547,0.1414362414732527,-0.006506134544558837,0.00918086156316677,0.001270578813665129,0.05273407041779612,0.15651461223111765,-0.010700204949762766,-0.05412578200345731,0.03494432830764405,0.07055861385730311
RSPO4,-0.025271387812435653,,-0.03661338713538453,0.027278628750429183,,0.04377885178380672,-0.001382156364987452,,,0.09424229465718081,,,,,-0.012858361731624343,,0.0705970092159575,0.14288846569909444
LEFTY2,-0.04232973805816969,0.08565087744010542,0.004943347601520706,0.004677352314069136,0.024326948611030758,0.056122031747936806,-0.012822497304498944,-0.10282735455530306,0.14944544377579394,,0.183530309377272,-0.00015517633748475244,0.10494858786168441,0.18356640248381176,0.003578727413294699,0.0017966998232663118,0.11406029227761207,0.17228916898260305
PF4,,-0.024333982365322974,-0.016283023815290235,,,,,,,,,,-0.040611954834953626,,,,0.05331227592741124,-0.04217866599548649
ANGPTL2,0.06888975799158854,0.07085371482612547,0.02177467726227269,0.00838366960894031,0.028279938609411914,0.0393556059736133,0.11509566091614795,0.12331440440341368,0.09013533093932874,0.022873577786677028,-0.07081035190229364,0.05608163647508788,0.1340863899098939,0.09764061977543068,0.06507161746170721,0.11628497525792075,0.036850392541979235,0.23891336543540778
LRIG2,0.013556332768778505,0.006047735418706518,0.056644720658528346,0.020566905485830473,0.04317127666689286,0.07412298590463415,0.0157914149553962,0.029097058741375935,-0.09848537334116869,-0.04937206211356628,0.09326173494197364,0.04379854299149344,0.09382882415929489,0.0013363182310443238,-0.016796998109297002,0.1567729048677285,0.09123944257188696,0.05342368286724779
ICOSLG,-0.02716947378329318,0.0503626757682458,0.0018479533251950177,0.0009132045478260419,-0.0015509380819079962,0.059521231173096885,0.01919095490315034,-0.0279293089912887,-0.013914818154813229,-0.024129107688715786,0.0876609067895931,0.05675083698055515,0.11517371496132384,0.04997909812845363,0.0663522703223002,-0.043273782298219376,0.08102769103237682,0.16192300936316079
WIF1,0.015733718281422542,-0.027702734412435304,,0.000811833959784064,-0.0354677352131016,-0.019073267115032395,-0.07245813268220978,,,,,,,,-0.038279377580630936,0.08179700425938756,,-0.0355177786850492
NPPC,-0.02847290551173953,-0.04655507840099186,0.04424153555413226,0.00790386291132839,0.06997055733187395,0.027533686370514884,0.025942736586656096,-0.053237595663143934,-0.08306142546982478,0.1237590506656986,-0.02832909432464147,0.036367785353729504,-0.005516491407302586,0.10267070083945933,-0.009328375697115436,-0.0421697506651339,,-0.008131585243972944
LYZ,0.04580627352984491,0.06607047730628722,0.07366638061370072,-0.007316027220393185,0.03320721565350032,0.01556391175364743,0.04044282845832597,0.09514194707906387,0.06593917269690042,0.016059838674478362,-0.09290886228804911,0.011986623416067987,0.02751412733415952,0.01574208846734866,-0.01416370378688467,-0.03784425497495403,0.028178630109624903,0.07083910459779691
EREG,,,,0.035283235747590055,,,,,,,,0.05613772901775868,-0.007387199920245427,,-0.004179970148593929,,-0.003797790216246859,-0.048560139264711345
SPTAN1,-0.025259129987576793,0.03508337868309146,0.02826812423988823,-0.004912788939447889,0.012700628957902558,-0.027404257687255816,0.05759929751977211,0.06659410342217509,0.16292072918557618,0.01738061911931122,0.054872117578859514,0.007118039385682555,0.04794780850153064,0.06761337936036979,0.03847257069270921,-0.011404322702498764,0.011627217301304133,-0.08078729103062648
PTH2,,,,,,,,,,,,,,,0.026339521585248177,,,
LIPC,0.03165487495732777,0.04870776591272025,0.03210208479043027,-0.032181086821025336,0.025063171418731683,0.004442993720340049,-0.005675334272223179,-0.005367838038683751,0.10054731124892663,0.016124125561101293,0.06925575231742648,,,-0.01941191897933254,,,0.11994283804122895,-0.01642969540533493
COL8A1,0.09894341861787541,0.03195568713900946,0.003335217643378283,0.06881259036812461,0.06023947329527707,0.023527786361567507,0.1119447993419086,0.08401664802609125,0.06949101377268774,0.06447656504160316,0.00024375082738918377,0.07157951653149512,0.1011323438547819,0.17954864395382072,-0.05209862660079871,-0.018546091638790164,0.13286386048834165,-0.01819546806806266
GSTM2,-0.005562204934725313,0.0014804461004501897,0.03943084182178516,0.1305859268928703,0.00023990338068755008,0.021389657273083198,0.03198616751172765,-0.023593499230153414,0.03666980017028248,-0.08257391291926629,0.009270537333052454,-0.004461165343507653,0.04844309656832474,-0.02045348778130207,0.0034632984706453995,0.005568616930258749,-0.02129754898011396,0.02994484901266031
IL4,,,,,,,,,0.05662017831463987,,,,,,,,,
SPX,0.09132476413875201,0.00549095465872916,0.0015413183753863948,-0.001732921545011484,-0.00988399229157725,0.005415014458015554,-0.09444581286527427,-0.02045906573384574,,,0.06273174678930037,-0.05121220211911006,0.05531357722347918,-0.06764770698215833,-0.011885909751895398,-0.019405150998438016,-0.01612769772657887,-0.13350747947643316
MFGE8,0.03075778729683934,0.03610381725606406,0.009576950398845676,0.04189127211459412,-0.004737900430072404,0.08600528107769717,0.04396678072894275,0.14750686255131737,0.1870508019320809,0.009064319286217265,0.04033063312517184,-0.04248332756306894,0.040213535309043084,0.113080398424264,-0.04092253786254372,0.040899085303856664,0.024789736136194042,0.03394962766338956
TGFA,-0.0873132482063034,-0.010828797728132281,0.020358354551347633,0.06785868341381195,-0.02352949797632393,0.08627591946759876,0.031048941128500387,-0.018958424998478263,-0.20346727415277013,0.015951913445230684,0.05274928838593649,0.05791621616685335,0.09690100310936238,-0.1148336123661808,-0.025196011209689805,0.07857739407419728,0.013044579729770432,-0.000558749828132562
SLIT2,-0.01388805424159469,-0.013706155379696572,-0.015036842457807852,0.047862808848391086,0.00044110245785278966,-0.032698885377723697,-0.028090276759740684,0.07254650183345349,0.03128986122931741,0.13121337394783292,-0.03203770033175076,0.13379877810776714,0.1025595171706039,0.0909443138748423,0.015273806478759687,-0.014743143903168611,0.09542987994862301,0.06378999768723234
PLTP,0.040559870298183726,-0.011469546031820326,0.03531827855923888,0.011055631787002118,0.010806549871040275,0.021377347778322276,-0.007239774055768022,0.13776894733852926,0.10813730715288913,0.018497336560252774,0.04637713417428745,-0.004080789262599595,0.09546170864903972,0.1587544054668774,-0.07924051030658687,0.12958362570966203,-0.026856819259704186,0.10563042846065424
APOD,0.017426331045664708,-0.0027672593731726653,0.014501128862319957,0.038389703431383156,0.011780324556819339,0.011039065749493805,-0.04705467485826382,-0.32661756489181837,-0.02860110653358723,-0.0158701087821632,0.009351433775907574,0.05947983556572371,0.14562264523955065,-0.15334445675926026,0.005226551851732419,-0.016520494537873697,-0.02124236260336482,-0.04759048473765985
B2M,0.04351721371038025,0.07707337481262777,0.0775802499506434,0.03072382691619217,0.050984867203073145,0.029273740773283742,0.08290443252187214,0.09961857113082788,0.2695097960513267,0.08698599282459771,0.07931754213977223,0.0731447160427196,0.20877236322800272,0.12190895455148267,-0.052381375412652434,0.08046378979443314,-7.454497007019148e-05,0.1703881970236993
OMG,-0.01711434380252573,-0.00227772298071129,0.009865061338440048,0.03444877337485528,0.0029081307698462706,-0.04679692730353011,-0.07374771545322861,-0.0916853293576194,0.06431887325058326,0.0012607772389309285,0.0026053787003902282,0.06812485221581022,0.1756041578052007,-0.11867140420496446,0.0011103800013693977,-0.07528042705845676,0.00972908914887132,-0.05971356969504947
CXCL3,0.0505635792541554,-0.021389455304606664,-0.03684854631435558,-0.008863423478655545,-0.01748201352783353,0.06841799849923105,-0.02591669717599948,0.00020809515179176752,-0.005313822203049325,,,0.0448573914845831,0.04276688587361508,-0.020351326761261827,-0.05137806997413059,-0.04829263942978644,0.020954361023044328,0.03993818841424787
CXCL10,-0.04291816955982821,0.07078930356172065,0.031235797403354408,0.005625315788281245,0.03529154099613875,0.06775490569273103,-0.007770311600023986,0.10394921144029728,0.056181503342557094,-0.061594573954095545,0.019582597985375344,0.04499229775633757,0.0434343011132391,0.06226872545698617,-0.0005442022514680266,,-0.006272283093296263,-0.021756968017093616
RSPO3,,-0.0318648079190695,-0.0038280808348456095,-0.003394760541340324,-0.021864004829744807,-0.0091669711485507,-0.02708244905351034,,,,,-0.002602549958153746,0.12411451486096355,,0.05062184951678174,0.0625832716903059,0.04619085799396299,-0.06431595602964073
CORT,-0.028333678264146935,0.03839023404644914,0.020125278534012022,0.011317365495889081,-0.03784055885967689,-0.008772150357563678,-0.00608058991600213,,,,,-0.03236732910906482,0.0018603874832320711,,0.001213289021552367,-0.001090191605052974,,
NCAN,0.033526749355164684,0.025382700198258962,0.036119345639737184,0.022784480490053168,0.03559798343316912,0.029306081476881914,0.09331997782490065,-0.19579052214010909,0.1862955043141022,-0.018117336855508634,0.06577297380657597,0.0542546421880478,0.14273635435214535,0.08138963658176866,0.036897674283675776,0.012938439346640275,-0.06367133969433325,0.019596023081247884
PRG4,0.08103109427762431,-0.025666924060120718,-0.0186629157984218,-0.01662458441962175,-0.01894016834586504,0.043323818104208336,0.044593943507336295,,,,,0.021448344895814136,0.00781342359998735,,-0.05864411602181192,,0.05442927913721612,0.1735899020711507
ZG16B,,0.009768951235826459,0.058957468621756756,,-0.02044895540012314,0.02090948805056078,,,,,-0.02630079880516651,,,,,,-0.03074685479896123,-0.035982727930191714
TGM2,0.04412881934824688,0.06820825585427996,0.024063149609401844,0.014514699184110124,-0.008761506186096755,0.02913511558312979,-0.046499572660853264,0.1144158103461139,-0.05460607178122211,0.0909354735812669,-0.014677610348913099,-0.0030101248404733544,0.0210704649532814,0.09946507643312123,0.00449020235514217,-0.07169444131906402,-0.014705146685851805,-0.020990896444404068
VEGFC,-0.02774564922201059,0.057527885643697534,0.03918790666833346,0.008715569341105962,0.035362155932657874,-0.048505018829011766,0.009977598871521562,0.045309989467260024,0.0712576122650513,0.19380223883091735,0.00932634062153793,0.0695461640989339,0.024492683749000065,-0.0014704661234411149,-0.030672394810202893,,0.045547537500425686,-0.040204637919412034
WNT6,0.14692917229817593,-0.028096795134366394,-0.025813215639708186,-0.040987636037151304,0.08706792605115053,0.016188745428772765,-0.028202229118432447,,-0.0365487795220712,,-0.025012062751524237,0.019905070975357562,0.1255900555607512,,-0.004272998783980546,,0.07537049179392649,-0.03718095354926359
NRG4,-0.026223997846992707,-0.021605708462012797,0.004047231772324751,0.03826870726696712,-0.007697656025099811,0.06445172543176028,0.09686082101498641,,,-0.03837813465478624,,,,0.03818113926492385,0.10487443864807375,,0.025355458181243032,-0.0559144513632609
PMCH,,0.04553088714856064,0.0065211157334170685,,,-0.037245398368873237,,,,,,-0.008180136449373902,0.10692813639295574,,0.0022496691688423604,,0.08855111207457624,0.061372864824899745
COL9A1,0.045124960448369576,0.03609685439935461,-0.011570501342223207,0.05674137270405723,0.023053808849640534,0.028037335148304865,0.005267139160166232,-0.06321850168550702,0.04313517712083105,0.06847859423476352,0.04370505774711425,0.037328898747546684,0.1531576984284893,0.0971164027448451,-0.02465802882195395,,0.03370477825662372,0.13703786695174258
GDF11,-0.02110697346867778,-0.018026945642444437,0.025753228761972086,0.07171734303319276,0.05434529971445955,0.05795664920313868,0.09478194861521716,0.05447647810636332,0.15665404275674163,0.09444200345772516,0.03691388650356147,0.006400093817756853,0.056106454966173405,0.001714063917126451,-0.06977962263578921,0.06724516029319998,0.09056276813520145,-0.0010569500633081936
RAET1E,,,,,,,,,,,,,,,,,-0.02705051820845652,
IL24,,,,,,,,,,,,0.06731392398871389,-0.022540637929463675,,,,,-0.06251049653438513
