,UKF266,UKF269,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk,ZH916inf
VEGFD,,-0.017531639843032406,-0.01283561366402063,0.09212655264410587,,-0.020606749392654312,-0.019023647948894846,,
TNFSF13,0.034725975693422194,,,,-0.029025023683784186,0.12155661161154839,-0.03470307198653196,-0.003747533155328488,
WNT5A,-0.0672898117505648,-0.05075625595245683,-0.024386460858890267,0.010577818680306019,0.058685413165613445,0.03815219164882927,0.03872360172806289,-0.05489257601442888,0.03152673965614615
CXCL8,-0.028908912968212776,-0.03485965607636196,-0.011953081554972675,-0.037550701775618096,-0.01770627855487977,-0.03137771990306018,-0.03430867501803595,-0.12194022881689377,-0.010915720540202166
GRN,-0.054577796316490367,-0.07596581737107204,0.03100906788123123,-0.12430648427586895,0.057059388022577484,0.0214471872765739,-0.1391767144390713,-0.015165539091201276,-0.12737266386643997
MIA,-0.03674887420421021,-0.029894166174130102,-0.014597807387755636,,0.020521891122174046,0.0358723701506262,-0.03226116355767127,-0.024679430497193535,
COL4A4,-0.01933694738807517,-0.010312455835483481,0.02269072303153631,,0.049993231424357666,-0.020469236549441737,-0.006006556771890722,-0.03214698403191986,
TAC1,0.09119962454901646,0.10177698965868896,-0.014744184577891247,0.12657535411524817,,,,0.06962385801407593,0.07812387924663783
RARRES2,-0.03786764904685919,-0.08759276471888944,-0.010553845506091194,-0.03145048382743124,0.0540216846670189,0.01546114835532904,0.014438935415959761,-0.08838801013832341,0.04463784621112567
FGF7,-0.055422943112209154,-0.02938892897401347,0.005782057509077556,-0.015224754037852015,0.05185590680646361,0.014484258455138592,-0.02667168533823191,-0.013244430696755974,0.03550691096209182
EFNA2,,,,,,-0.019585336230637945,,,
HBEGF,-0.08219963352141622,-0.06922275761301333,-0.03296308660130893,-0.06832240991402692,-0.012040193673790368,0.009693943544646916,-0.037394392456891155,-0.052527523646728635,0.06255307804361764
CSF3,,-0.01091037978381464,,,-0.0031614394835701304,-0.06537374578041638,,-0.018426858460161257,
PI3,,-0.012285231638001631,,,-0.053696267304967404,-0.005077838815990083,-0.027496014420361606,-0.08674409418857058,
PCSK1N,0.08079513102209387,0.08170056706542704,0.03302098686029874,0.1888766653650917,-0.003911502759261233,-0.02854731621606323,0.007420470763007786,0.028036937459982602,0.1332398480307705
NTS,0.008889789672096233,-0.013410169178782828,-0.00795781236282339,-0.027947328464752407,0.05212523464799188,-0.023861015616572386,,,
SFRP1,-0.04460034154636496,-0.01578547349887547,0.12768438998233772,0.040580057986886776,0.03276566241802934,0.02706368459306793,-0.02683691972905271,0.046818611485972265,-0.022041163540542617
CXCL13,,,,,0.03425613318248226,-0.0012387076283614973,,0.0017292633905147082,
MICA,-0.05010455014549456,-0.02984300919194796,-0.0005691205153929575,-0.021907704471823032,0.08500349438731658,0.056253095117238264,-0.0006841078026748954,-0.010573173160922857,0.020182661692352992
TG,0.027773500860318327,-0.013167852269474492,-0.012663837381418094,,-0.02009901965763611,-0.02938744913275893,,0.024920768062633294,
ADA,0.025766118023732326,-0.035037723416711485,0.03660007211692292,-0.07957225152216575,0.04286026771896638,0.05934177940726404,-0.06260412668369378,0.01179195069389835,0.13084128208122
LAMC3,-0.06308395405379971,-0.006597111536989707,-0.052008189491629615,-0.02416141482786343,0.006873580818877878,0.1053574446968172,-0.07071446940466038,-0.01092541853473094,-0.08213892616729007
CCL7,,,,,-0.022670779270074264,,,-0.08304603786277977,
NGF,0.017656649787548846,,,-0.02794734686621392,-0.008874393608606052,-0.01932207636161283,,0.005174548525430419,
TNFSF15,-0.03157150822266219,,,,-0.002908254228594796,,,0.01959523552226847,
HMGB1,-0.1012637433177408,-0.08189292513059364,0.02123148069009736,-0.0784475220230592,0.03985268750538916,0.03883226929713925,0.0759619166803871,0.055438962911117495,-0.05925956788630744
ITGB3BP,-0.10024029264713119,-0.039609784074163296,0.0017044137442927567,0.048848964049313735,-0.032732524644615235,0.038151990326645464,-0.06760408625669927,-0.018271509590888357,0.015192469351624214
AANAT,,-0.00984145782083185,-0.014597808199722954,0.01571386533612864,-0.019888670318638196,0.019927523084017126,0.0020048223622033345,-0.033783690717350524,
RELN,0.04639949833988746,0.013209685209528968,0.01206301212213734,-0.005957030634368946,,,0.04854857360121517,0.01748938738940812,0.11773025009379946
IL15,0.07788410309757961,-0.0256705323495295,0.01823997190171006,-0.05384255736936523,0.0010101944431935963,0.03129501075999769,0.0008523714590832008,-0.02358213319369664,
UTS2,,-0.032463468596311364,,,0.08685649636065271,,,,
BSG,-0.015190714616337166,-0.001912153754498781,0.019962046343930392,0.09840122973659554,0.024631780868422402,0.027053191263391906,-0.08812380902577799,-0.08929094117059139,0.015126465294344778
ADAMTS3,-0.036184624219814325,-0.05523232500311251,-0.028946962277097626,-0.01688936508416546,-0.018866575521979474,0.01761477828414164,0.011830336705692895,-0.0006873455614280492,
CD34,-0.03799986612907669,-0.06178508654697771,-0.01632971073258632,0.09472779831373848,0.028005038457047795,0.03151445279422136,-0.048854300810515006,-0.03563011322142526,-0.02589806617601321
CCL23,,-0.011198016771502138,,,,,,,
PLAT,-0.09642887548775515,-0.07295784099735977,-0.006470566065241748,-0.020471316812297847,0.0018342496553664849,0.050877100511270715,-0.08584042636133742,-0.0018362399552019912,0.16336290898884892
NTF3,,,0.026908011812659394,,0.018315281963574376,0.03453058929875911,,,
CKLF,-0.08683730587509861,-0.10154711316439216,0.01930468150262622,-0.06836379201787729,0.008077324688747667,0.0886565733305531,-0.002709860689027258,0.03956226598707085,-0.1377066019077145
CD24,-0.0882612496855386,0.023559669107168876,-0.029172571545001035,0.024237453670166085,0.004492287846987304,0.00659742955419503,0.0509599472781734,-0.009549911361766599,-0.00855796249489643
HSP90AA1,0.09568413957805683,0.08925617264397331,0.01704316640722688,0.21349891922573797,-0.054676501773630364,-0.05623427464647323,0.041938799553558566,-0.0237200930364621,-0.019727146678239743
BMP4,-0.039010145274569835,0.1699474478718719,-0.0536808749857788,0.04953728368964099,0.05295195480080253,0.14056012510074706,-0.015024254937801997,0.017400304972658456,
SCGB3A1,-0.0027393427126015542,,-0.012313393993095199,0.0011438709863770993,0.14171162750271427,-0.025832196084517898,,0.008520187827703111,
IGFBP4,-0.07821065988117044,-0.08333991753862498,0.060210290152803915,-0.11133537450759134,0.021769865600611223,0.07749223246868489,-0.07742788296750218,-0.02626000064833131,0.1582489887865048
RSPO4,,,-0.01231339219198278,,,,,0.004561783086514762,
LEFTY2,-0.05046663020010652,-0.06192678245981808,-0.013501785134604472,-0.02794734686621392,0.1793339764426792,-0.022519617823601363,-0.04409358100155809,0.02179098158187336,
PF4,,,,,,-0.017951316611374783,,-0.016660368353477388,
ANGPTL2,-0.10931408311833357,-0.056667987542334444,-0.020123913718420337,-0.057812467023537505,0.05650800559989197,0.018095746366055834,-0.07466439020697528,-0.014048195304451063,-0.031574992804165265
LRIG2,-0.02347063258725198,-0.045832456998069156,-0.0007618469835071847,0.025837881161046586,0.05052964659144362,0.012510142589373168,-0.005697444958233154,-0.004364019818506724,-0.02596311184160568
ICOSLG,-0.038936799879230856,-0.02901056625615742,0.02571219908033304,-0.07461538803126609,0.015812111497408236,0.0068229701978379685,-0.04286659604260705,0.0042998747676267855,0.008985257868284196
WIF1,0.15175175545398353,0.07024800479427036,-0.02317125467579099,0.11201035390020711,,,,-0.004775751717721358,0.12675038521249885
NPPC,0.053719352179699614,0.06574632547740109,-0.017112601798269074,0.07943840805435169,-0.008901875161363346,-0.033965094485086736,-0.03797643166464425,0.03674507576912764,-0.030275962367367164
LYZ,0.03155191279665343,-0.060438493682652444,0.017076650003706405,-0.14344749582662106,-0.026431993107920004,0.057658605004733,0.0229151250266269,0.01382906363026915,-0.040314290466618476
EREG,,,,-0.009619220754011271,-0.046017616806362745,-0.011192784641854471,,-0.038419801673481635,
SPTAN1,0.04423833655909703,0.045230949026892994,-0.009862295616649856,0.18998501186520633,-0.018940199227873464,0.046707726392771196,0.005451052640921609,0.15188128918459345,0.11442062561178694
LIPC,0.018946294752781197,-0.025740195072992515,,0.030257107848104026,,,-0.02348977570724028,0.10285712996697904,
COL8A1,-0.07080763987127983,-0.03451490676435895,-0.0022904962598752207,0.02002126159595669,-0.006321205644869407,0.02290472848064403,-0.08235073205226469,-0.07023260480688025,
GSTM2,-0.018997186703230175,-0.03605208095583607,0.01656595303611357,-0.04572667671967935,-0.012178688629845088,0.011045872765050757,-0.05898725645960608,-0.01866677154676948,
SPX,-0.059405222332701756,0.02044475536573552,-0.013194230773945461,0.06920452903543005,-0.004308524511694807,0.05068756616289157,0.07020191167360866,0.29530656198059324,0.09927607228271741
MFGE8,-0.03767813290011204,-0.022726861409295664,-0.03404100293192428,0.10574171725285904,-0.0043482783709456905,0.09777768096894737,-0.042556535828952025,-0.11351004864805847,0.05257035840082779
TGFA,-0.03235992519584919,-0.06275721255915497,-0.03392593283958177,-0.03563604261470851,0.013926504949186565,0.055350288521324946,0.004725078569571879,-0.08712115888087568,-0.10972457589853171
SLIT2,0.01879017617664651,-0.01823150391022628,0.00986254791001179,0.0649240420109989,0.002142203611958489,0.059748526787111185,-0.008891291874345938,-0.10021354937836988,0.21347671258849513
PLTP,-0.06226856995859465,-0.09839675573252564,0.03266400673523881,-0.16305582472048627,0.05072963207272096,0.03239800090221876,-0.12275287151009326,0.014595269161449126,0.07587227064708715
APOD,-0.046912821128527384,-0.0295113174223892,-0.036179813946321304,-0.16319178295117082,0.0768981135432736,-0.001565500742639328,0.09035395562438722,0.052779674845613196,0.0164696347129054
B2M,-0.11258010779036426,-0.11369484383674293,-0.02377054301804429,-0.18518442392462894,0.06649427218374207,0.0882876038771263,-0.06800535134746853,-0.07460765075230179,-0.11966090581286175
OMG,0.01702781957447333,0.008459566275662446,0.02813330791554737,-0.02838521268662085,0.05873260337905533,-0.00013157369712601724,0.02394484868368684,0.12230824540542501,-0.05920591943358144
CXCL3,,-0.012921363671652981,-0.013172726881363481,-0.01464416212628488,0.008393546668124955,0.038822613021602885,-0.028188875058313263,-0.10131262612067729,
CXCL10,-0.030707116826624085,-0.08187102349013389,0.038771315806120615,-0.05376183588137855,-0.023410487976055137,-0.024077919599503762,0.0832456076003866,0.04947399348288362,
RSPO3,0.020313111072141978,0.053685336791021346,-0.02194587991712497,0.024360308966355868,-0.051493892863297565,0.027291356766767305,,0.054237477764336364,0.1097567460929016
CORT,0.04199391772170083,-0.012046817527947137,0.0067845277860110196,-0.0031997807415593796,-0.02585068790068711,0.08862803343348495,,,0.16790228308398267
NCAN,-0.025281552662522775,-0.023031108454247717,0.07442775090863736,0.10587447610768146,-0.00479879694018643,0.01717094813234445,-0.04076520827784129,0.1663091324395653,-0.07272346973486264
PRG4,,-0.01399911988453775,,,0.09796050801768275,0.001344930511930773,,-0.025448381830766153,
ZG16B,,-0.015114299563360876,,,,,,0.006101234506808031,
TGM2,0.015587367991928785,-0.042967657563234236,-0.05166058403707536,-0.06744188970382407,0.01841010107463565,0.036110951922108635,-0.031015001437372947,-0.09351935953068158,0.017872145518270037
VEGFC,-0.029240582709218407,-0.018456960622051426,0.025539077742845216,-0.03248698230168781,0.09248859053822243,0.018219119085661227,-0.037181590702407105,-0.007957155463980063,
WNT6,-0.023042173175817155,-0.01376630130101514,,,-0.008901876362385966,0.001546090311874414,,0.0953950064342545,
NRG4,0.04024579364563262,-0.01743679189602076,-0.029861344418583208,0.08536434450509614,,,-0.029856280283409795,-0.020503163936542803,
PMCH,,,,,-0.023043286573612112,0.051998500456323635,,0.0355084349316079,
COL9A1,-0.1225921280658912,0.04103324459239303,-0.026083624394369658,-0.028351102752735106,0.002655823762474465,0.029534655359857484,-0.06728002086187043,0.05293636264467978,-0.07461566280281329
GDF11,-0.05858246579950703,-0.0650782904100367,-0.01271018987931787,0.02541608530227186,0.030732682238015188,0.008141316410222114,0.01967471730194725,0.02425301391291963,0.057488654928465464
IL24,,,,,-0.01718051919681461,-0.017665091994791354,,-0.02969801014903159,
SORBS1,0.012063991832014285,-0.015225929359857938,0.008746862898911202,0.006924171641950067,-0.02871435547786162,0.08560721418906497,0.056621312730420266,-0.0023590558929620187,-0.059795046707046995
DLL1,-0.10869448466419473,-0.032885229296427024,-0.03869106311160495,-0.03645790543327551,0.019107584997447146,0.01843984180852486,-0.05398529348073568,-0.018903416351282905,0.06890664529444732
TLN1,-0.08619495073190782,-0.08629262928978136,-0.010809937905023301,-0.11735153169382094,-0.03825613635965325,0.007044531059336981,-0.0511828290493807,-0.03549228626387069,-0.05017361019420123
COL2A1,-0.024963326974305713,-0.012921368068936245,,,0.09950310231509005,0.01627864339999724,,-0.03985641033109486,
SHH,0.014916476103077975,-0.010157765330508996,-0.014137972304506852,,0.027125249349013152,0.05750774269908977,0.040007410733989925,-0.053270618117644976,
PON2,-0.004943994277408215,-0.10005023019111739,-0.010770189414447354,-0.09297683779890262,0.05074244659310706,0.032260331172941345,-0.003371741506722043,0.1726475099722177,-0.011240702600044871
ICAM5,0.0681209339744375,0.04038472460311651,-0.008128525165040219,0.049735663359180615,-0.007406875838476009,0.05949518144392826,,0.0086644489872369,0.08149531963456638
HPX,-0.023042174730174357,-0.018816203928141102,-0.012313392737774338,,-0.04351061636341268,0.01316156113840712,-0.027138226671874287,-0.05589109475715082,
SFRP2,-0.05447162975054249,-0.01031245279883992,-0.02220686326506748,-0.03164965966706478,0.022255609745975326,0.019213523549784416,-0.008104652858331677,-0.052109431199564175,-0.08518455785678737
CFC1,-0.01860723201163979,,,-0.01088143033371497,,,,-0.03914401006551665,
CD70,,,,,0.01025689927503931,0.0316145515239425,,-0.028543926223696753,
HP,,-0.02649320128230101,0.05086277089793383,-0.033475352133466474,0.032087199899303705,0.1205470431608443,-0.03823820781714292,-0.09306793521317103,
CXCL2,-0.013983617617704927,-0.043676289888003296,0.04994432738811392,0.008678174784020352,0.02888216254228306,0.05019453745690781,0.10610017104093726,-0.08907327468144761,-0.05028532319588756
NPPB,,,,,-0.016546318147117975,0.06248237529616932,,,
CCK,0.12395086689002241,0.0984053981189291,0.03101266042974648,0.17554668544027063,0.04310839825767005,0.007463977694568761,-0.013299538144462554,0.08269509938493064,0.14662880521317642
SEMA6A,-0.06377224141574424,-0.015411344101027258,-0.005575736124158641,-0.04737996804875895,0.0017964437264015012,0.02745602005781828,0.11405220897514814,-0.0033148704121801578,-0.13427605341318793
IRAK4,-0.024650996352890996,-0.05737986829903231,0.001108947855663885,-0.001504688606445753,0.08038620489073593,0.0010164330274047646,0.031813603937692045,0.0006833717374431295,-0.0036887003978545016
GSTP1,-0.09113098781238448,-0.09960830783540058,0.013733913847939028,-0.12552731052555624,0.052934668068236615,0.0740707340213568,-0.003612800539523733,0.01946125413771063,-0.04279836066990737
VCAM1,-0.046522258173134955,-0.04215071026107607,0.02714242111165485,-0.0228918488831544,0.029543036923188548,0.10269186946649549,-0.06405106429820413,-0.018669655200531876,0.005789565444434785
NXPH3,-0.04086033878326976,-0.04502887667735496,-0.03061039067386937,0.02665611997646258,-0.03168054794206718,0.036423352691599666,-0.024600440945945545,0.06849487894412751,-0.014455291343718098
MTMR4,-0.019546531419502612,-0.019890634226885605,0.007061097983607385,0.021504430082813407,-0.031845392500386094,0.05386586571618993,0.10594367892888254,-0.0066311366824387515,0.0772472574896255
LAMC2,-0.03157150511970586,,,,0.019284693377379845,-0.023199222518859246,-0.028866407878767156,0.06172250932665442,
IL10,,-0.0169557199354124,,-0.06397963465197407,-0.017041920362908934,0.1257898279048847,-0.027844422577626413,0.05514185896348553,
SEMA4D,-0.05339536514039716,-0.020800214388827586,-0.03587274022256716,-0.1020681929418837,0.0182121144666534,0.017429780508956765,-0.0272555656189219,0.05202873970148293,-0.037727011659715586
TRH,-0.043190426324462405,-0.026769402535705363,,0.0005080917320929153,0.022657872069234555,0.033958557352928506,-0.020438968953604583,-0.05120359243434961,
SEMA6D,-0.09219808085414219,-0.035778459227846865,-0.04384794940693029,-0.0211336071353732,0.00269313783028243,-0.0024184051455147866,0.0003050233442956791,-0.007377242656202564,-0.008101313571117253
CEL,,,,,-0.02601727020585438,-0.014739080854835137,-0.03654903712059124,0.08183079255720599,
PDCD1LG2,-0.02217111054954495,-0.01622149625017604,-0.03436412156270411,-0.04956140606128876,-0.019871372707592126,0.10706675243845698,0.013820833596241065,-0.046917037860193946,
SPINT1,0.036357847301178275,-0.032224237545325496,0.03735298252992408,-0.044663563803930266,0.06457454521274028,0.06768839623048942,-0.05703462234157706,-0.030799905127020192,
CTHRC1,-0.12369835133297619,-0.047925968516999456,-0.002581512100106242,-0.02767728378627003,0.02508790349669992,0.059277359899436194,-0.04531197840553504,0.06109440377451793,-0.012672242320769833
PODXL,-0.06965783865437479,-0.07250512656835377,-0.020280664601785802,0.08284425851998577,0.05172993595858048,0.05000956166441173,-0.004705968786265652,-0.08711579048806697,0.12432316239937029
JAM3,-0.06911457313962287,-0.05109204828408835,-0.035060108809769126,-0.11700650251994392,0.008414272539517658,0.01657243748322663,-0.003277515398139415,-0.040373482930017496,-0.009498083904924908
TGFB2,0.0040862662714051595,-0.09260829689610965,-0.05493053634279734,0.064402396077637,-0.009028864100362985,0.03801202949151181,0.05061393339460955,0.017183095104749645,0.127288036809438
COL18A1,-0.09559684853306064,-0.05778418566586581,-0.03876112838226868,-0.10558162825568239,0.01664909713087538,0.047387080146515236,-0.09976656279676596,0.007355536097153949,0.049753419837260095
NODAL,0.013976625803563144,-0.034052238064756594,,,-0.025683162179244243,-0.021820549849064664,0.006682233049356728,-0.03747345410182494,
INHBB,-0.0045863891038630455,-0.04314905974827931,-0.010219600083597406,0.028232951954790173,-0.005952786473467254,0.004606962718280527,0.009446536249342951,0.049692367135640673,-0.07267555486919368
LCN1,,-0.011339249985811707,,,-0.02731819433865156,0.01994319880960558,,0.020281154137520414,
ARF4,-0.038807683212478496,-0.0040691439387626005,-0.05553516818526814,-0.051850266119932605,0.0003861281438178945,0.027284399143519326,-0.009056595060742325,-0.13264862940306096,0.0024331405702768517
CXCL14,0.13691194022029413,-0.03141511296061018,-0.012513862623320908,0.05679155996901794,-0.016844655670377802,0.027123500187447663,-0.07968370789337004,0.07255984285148752,0.07072874316856359
LIF,-0.02797064010084701,-0.030310357366680793,-0.014597808199722954,-0.04017962832378535,0.032631259113455297,-0.056261030141493015,-0.055091172884932454,-0.08709772459065744,
IL17B,,-0.01872693980820266,,,-0.023772608552538505,0.05532518047734126,,0.04235956868683197,
MMP1,,,,,-0.03755887076607366,-0.03396509228308441,,-0.061678722358721155,
MATN1,-0.02700259797276316,-0.011888432711435035,,,-0.009819366399778328,0.05497792899003907,-0.029199766580775003,0.039672589918516056,
ADAM28,0.0025817452346765255,-0.06048654815241657,-0.04718244867614847,-0.06414847665865288,-0.013493369091866695,0.005741748158517815,0.018674778384399595,0.04336942691270305,0.10084146771753258
TCN2,-0.03014522657838582,-0.04739652169751725,-0.0028693954593093,-0.08047853186649205,-0.005246564945782768,0.08042325397973261,-0.10347379475688274,0.0975047541399995,0.07877856102321859
THPO,-0.028384719511621265,-0.02313644711295872,0.02235467457315075,0.0011142116117600648,,,,0.027445356028044127,
CUBN,-0.021986999792094578,-0.02894213456178447,-0.029182228081261412,0.03962379445877806,0.06205280064379966,0.09105186386989698,0.04722854579371831,0.07380782273024998,
TIMP3,-0.018198929914390927,-0.09507440758458452,-0.05335631378096438,0.03035309971047607,0.01234140434691695,0.016737713336476497,-0.04549771489554097,0.011687656890331462,-0.010278502541628078
PIGF,-0.06748441403471928,-0.01558330190083075,0.0670923832106363,-0.0018925973865988551,-0.050652568143398184,0.04035428164103834,0.05378814761128748,-0.011066860435198295,-0.039522912296166536
CRH,0.011226095416179936,0.04787896321807338,-0.027483875146938674,0.06025278403580951,-0.009777857248734933,0.0409026113565452,0.025230924722444422,0.02315128338682332,0.14961911493799382
BDNF,0.03997917133561349,0.06758463021978554,-0.001758992973314068,-0.011001366436687674,-0.021971787058024748,-0.028933592800141687,-0.0453771853410906,-0.07629811577713695,0.16613002947674102
CCL5,-0.03323991200737144,-0.02574019365570043,-0.0379585404309061,-0.0584450719577337,0.006589366204575165,0.05184272342410981,-0.08006424084085739,0.03451518130915329,
GAD1,0.08094615304648133,0.09818832088538736,0.006556816172081616,0.21175625297885606,0.04912059716768533,0.028396506246963285,0.0077024659105209975,-0.04566644341430311,0.12084538633818755
COL14A1,-0.035226927562698344,-0.02011517390502329,-0.01989730563233656,-0.01423812992925101,-0.0244290434730935,0.018014822075827476,0.008433045689013215,0.0195761105480793,
HLA-A,-0.07800506887232872,-0.08590124368049863,-0.032899075992104,-0.1763306787440951,0.037107694114670894,-0.0027524921460214684,-0.13847910762644916,-0.11800823752122408,-0.061070051610471326
CD5L,,,,-0.04162468662384336,,,,,
FGF18,-0.03157150052068299,,,,-0.028104917619240354,0.04607454214148188,,-0.030450746481853048,
ADM,-0.0245768300543175,-0.03090984726152167,-0.01888642013635423,-0.07062356741708722,-0.05755087630660871,-0.07087083267544511,-0.011800690095294783,-0.10365234791169749,0.07956007193855633
CCL15,,,0.007414821962227421,,,,,,
GNAI2,-0.12997464985249538,-0.09365361297049005,0.027900717386268512,-0.12464894378339787,-0.03294676438575993,-0.0007138102380525658,-0.07588418088048517,-0.003919216028630651,-0.02797877042041926
HDC,,-0.0371134176657893,-0.018492365089834612,,,,,-0.013721313463352309,
COL11A1,-0.11999830460288609,0.01749679647651006,0.02000063468034118,0.027357666195991906,-0.0005809614536394605,-0.010179539766712101,-0.012869972956033874,-0.08089455234560369,-0.03210117165195542
NUCB2,-0.01986665840033742,-0.037513781247704686,-0.02074314235869257,-0.002615027291988214,-0.002187372892402084,0.027866626746307594,0.04372623431611693,-0.07455723111280951,0.12341478213028172
FGF16,,,,,,,,-0.030336976879737586,
CXCL1,,-0.02900623454393408,-0.013823359855465109,0.0017367464760706262,-0.006950957968660445,0.011554626459373864,0.07562750491803487,0.0065650163777450175,-0.0528657602115467
VCAN,-0.11819731195762877,-0.08138956408733818,0.028041205056821134,-0.05817005074069741,0.008463445091027966,-0.024489829932942773,-0.06145365048687744,-0.07487711510029556,-0.05084067876732567
MMP7,-0.02797063224962696,-0.008276717348182182,-0.026703736596927766,-0.024495531332408234,0.07239522472125871,0.06968584222796005,,-0.16185721847956658,
PTPN6,-0.04402665349317049,-0.026861355579505582,-0.03040785329380335,-0.04359685073599524,0.009877533406693846,0.08492593471376517,-0.033152425444637985,0.04348731995468622,-0.021949909928226763
PTGS2,0.007209537717194686,0.09101926906820246,0.010662954127752656,-0.07222022728623445,0.014205577068282146,-0.05272153173311672,-0.03609834832226731,-0.02831529705862178,0.03997513160464751
XCL1,,,,-0.03213116735810235,,,,-0.023763201740310942,
CD58,-0.054524041609710465,-0.06705393586325199,-0.03587410865568247,0.019784664214549105,-0.01939030569418764,0.059285112173920795,0.00149534142191494,0.01775607932702901,0.08028903372722011
TNFSF14,,-0.01724575695281081,0.06998935268032908,-0.053904487353265654,-0.022482455856916956,-0.012035594563448396,-0.06075689890179324,0.0635000190527928,-0.05740657952022621
CNTN4,-0.01372869867366271,0.026057241787865882,-0.008161342743717883,0.03954499709034229,0.04603475495049388,-0.014264251477933105,-0.022140337910681315,0.017578141903003275,0.09117837985206635
INSL3,,,,,-0.006533215111198481,-0.020355900198311055,,,
BTLA,,,-0.0001304228556970458,,,,,,
MFNG,-0.06300886503982325,-0.05576297392922385,0.016356782097589513,0.014893707439972634,0.07538764295523963,-0.0008702494653465994,-0.07033382632730345,0.06446086382043438,0.02997042260935912
ICAM1,-0.06852422860538446,-0.06940720798716449,-0.012828826057439595,-0.044471994733733,-0.013376644122902615,0.02124315474675539,-0.03080108351562265,-0.12341869840386151,-0.09902492020108827
PROS1,-0.07173164887050898,-0.03234819491542076,0.02105359681432191,-0.06473925552441595,0.026305942916496464,0.06338212468674952,-0.10753060916276465,-0.12723869309994926,0.04559628882850878
CLCF1,-0.026001495834954782,-0.0171297507558601,-0.0024609642117416645,-0.05634319827226399,-0.014769335094846918,0.09425511890212047,-0.04435480898045744,-0.10993633608717705,
PSAP,0.07970204547616347,0.0218414391566576,-0.017643216094396515,-0.05234810915477204,0.019404033095233857,0.018526563938659604,-0.021349600521060143,-0.11387756840843054,-0.04112169992184354
EFEMP1,-0.04172262910336165,-0.10254419739643258,-0.03722217917885628,-0.13619935376208972,0.02497357113441,0.11590310999587919,-0.044200391042520576,-0.16085892491404324,-0.10896445398087244
C1QTNF1,0.000829907924681402,-0.06916712601787378,-0.02996346029907858,-0.0011940057558862602,-0.002338732799679663,0.019061859702693886,-0.05095448866598595,-0.1411786688026952,0.062452638831026544
ALB,-0.026755569780456585,0.07008943587470956,-0.015335176237065326,-0.07572135592865774,0.08531632845584558,0.05769395249060365,0.012140974542674914,0.025514923890916495,-0.05123133402263194
CCL13,,,,,-0.016689423789988448,,,,
EFNA3,0.03362316732638863,0.11290400703917687,-0.036136550496198905,0.13582075249426667,0.06113525623877755,0.043846976497890225,-0.034106186874422816,0.08430596208569549,0.16605697889442386
DRAXIN,-0.07704775195614659,-0.06509096706387232,-0.012313393993095199,-0.0005825318990819329,0.013429064727750923,-0.009873439844517806,-0.04772418367902361,-0.060213769431133005,0.03261122210490904
RAET1L,,,-0.01474806045235983,,,-0.020606735887853646,,,
NPTX2,0.11605349972536716,0.11079550935257046,0.04146946588799695,-0.0914885372029425,0.018857527288677452,0.1112024351663148,-0.06293431727553628,-0.061989700872752206,0.1810266602251065
