,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,0.038599931373511615,,0.02294481131715285,-0.025594981372691908,0.009406249754228066,-0.01611044382845577,,-0.07752900193463227,-0.015978303044526895,,,,,-0.020833076048203773,-0.018110312678402976,0.0376002064693697,,-0.02143239546720423,,
PDAP1,0.007396536897302548,-0.05078513258928043,0.03987993142584049,-0.002058954378495686,0.03030886185535493,-0.0263826827903251,-0.10829081632539232,-0.1956841310368919,-0.013468137462403891,0.011304591740201752,0.04056974330453475,-0.16831484556627416,-0.0398054712364292,-0.03896468830760982,-0.03642313751871408,-0.017347619033755323,-0.006891018496224096,0.02581638791851265,-0.06189856512342762,0.05741912624928131
QDPR,-0.06224790532792726,0.026037061937383078,0.0633606014715828,0.03757825799351205,0.0682801030333803,0.10166319081814319,0.08660487570654368,0.10043197917985199,0.059023748939361936,-0.019446260936680837,-0.3607580869127125,0.0331606156245451,0.07726698979917267,-0.024475152307299308,0.08345037415486581,0.01105580972546835,-0.10090972037267068,0.100020408445047,0.14192185296532386,0.03265045193011257
POMC,-0.03289029953076562,0.09344988039070641,0.0198886151566917,-0.030718320419161522,0.019975626829967154,0.06929430255942913,0.0760689001410448,-0.006506618453111936,-0.009154369679151637,0.021710705033203843,-0.0728410302828063,0.13134063840591476,-0.028361190495672945,-0.014044065291348771,-0.03539312456294032,0.1502805469593238,,0.05446260964855176,0.113501466813761,-0.02709884322100459
CCL18,,-0.0399992616703318,-0.0363618037571247,,,,,,,,-0.12476900476481184,,,-0.026062420021509974,,-0.015301866623793294,,,,
CCL17,,,,,-0.020512770506360762,,,,-0.012077782064896883,-0.012909683079910292,,-0.031030562007242843,,-0.014780059106975862,-0.05948027195327396,,,-0.013961990553847777,,
VEGFD,,-0.017692395643263054,0.01969754579472443,-0.036659675711492604,0.09346645072087886,0.05069553843680157,,-0.06059236221371739,0.01874433004629714,0.014930199368228422,0.04299369963703426,-0.012283713348633037,,,-0.0009923505690673463,,,,,
TNFSF13,,,-0.034216158084835344,,-0.014149250005927538,,-0.035003611312032945,,,,,,,0.06177447129364783,0.07435930155259353,0.01134229271330597,,-0.022749898247494366,0.05013815695928781,
WNT5A,0.08002148782323999,0.013444965545938988,0.0162603823686347,-0.09060840359598271,0.022950851929455167,0.12951897497746562,-0.18319152906575956,-0.18575086889079867,0.037057159806177874,-0.07067940628491716,-0.030538828937321467,-0.11404434875154076,-0.002435207853907726,0.061949268944695324,-0.04399820065833418,0.029501488125673325,0.017521814086158233,-0.007969384518459879,-0.0795902568935037,0.058244384922506255
CXCL8,,-0.059447650789326914,-0.06282373309446272,0.04286288146125486,0.022011591142541514,-0.21826129296314206,-0.0014310289039377218,-0.001255458472128664,-0.05141986591355824,-0.032695790095890506,-0.17597192273770065,-0.08934116966125771,,0.020495368979351645,-0.053336588370027714,0.060664440121370705,0.028570126250391,-0.00648247605629305,-0.06703958012147485,0.005468028639322348
GRN,0.045340691752724094,-0.04846424088549173,-0.021832275871818956,0.05311248699156578,0.010524718530969404,-0.02276945804859302,-0.1455879654349394,-0.23198681217503975,-0.02388823196286677,-0.04800675694595639,-0.340729787860123,0.01945284087074641,0.04978222310246941,0.010090494394558119,-0.043323979340736,0.15276455658703478,0.09536680835306953,-0.046553170104487916,-0.04517967943575667,-0.09828567110702942
MIA,0.026509680334270258,-0.024064450754280722,-0.019791065315938185,-0.03260255186317124,0.024239084270095804,-0.07585498999924994,0.006476342636314203,-0.06880856510746713,-0.04046561239355758,-0.03153742138302894,,-0.045546183612920545,0.045749486400852864,0.06024188297454411,0.0140212436561321,0.2533429210160677,,0.0035177498131478,-0.019876836227116765,
COL4A4,-0.03826757706338154,-0.045368280546316614,-0.012557735364594366,-0.004425756855365729,-0.010592576992350477,0.04905674705546168,0.008721256245074574,-0.006176215499708223,0.019175246334342217,0.01703361199299154,,-0.044181487826880875,,0.01819725312269918,0.02825009617421033,-0.02921323956381985,,0.0053901434427670435,-0.01647064563397423,
TAC1,-0.033042772023525575,0.08756935791251941,-0.037102619376429766,0.046260362998560636,0.1403489579674224,0.05648561299645805,0.24512720761500148,0.32755556455350765,0.1431781873625617,0.12296277856184706,0.33350520823762364,0.1983153322977443,,,,-0.06776779389452955,0.14802434920408586,-0.01835445629798834,0.11913053036387522,0.18508290136199781
RARRES2,0.051618101952359115,0.07347414603840119,0.009625925489963955,-0.04736367680847816,0.05436474815135283,-0.18612232774967202,-0.134128623603248,-0.2930717904756897,0.06897128542742738,-0.04482902051465776,-0.06345355103441758,-0.17284249377291452,-0.023139690929054425,0.04021015338800062,-0.04174409644789622,0.1046787748084244,0.0012746482877287882,0.039327839247141186,-0.1848084210556506,0.041545111625182866
FGF7,-0.03227845078832907,0.15822381103930186,,-0.007023022255320748,-0.036360788955928286,0.07930180781054483,0.04443506908361815,-0.0023614458699167495,0.0164110904655434,0.06070332842024221,-0.0018409893974202219,-0.04584293863716945,0.014809316444297305,-0.03602686566951281,0.027083844315725334,0.027255599358361176,-0.0004769158339721032,-0.031209546776959772,0.01726132733844889,0.022382211831084648
HBEGF,0.02651380295222685,-0.02946058248730829,-0.022310988331184743,-0.026058054407935044,0.019381714453673527,-0.12326641019741352,-0.1582721851406936,-0.1030361039954912,-0.12956295650359492,0.0059142449414457295,-0.13279310635909913,-0.046231679043865444,0.04639624269361637,0.05084556278713311,0.07229397239011412,0.09829883355827664,0.022455648871393487,-0.07672220393760161,-0.14301845480234668,0.035835089128699864
CSF3,,-0.04536824462811338,,,-0.012678689229177075,-0.10140001192576836,,0.017909729365793332,,,,,,0.014262531095925556,,0.03464190112539968,-0.03806261001362693,-0.014699822161937595,-0.09832534640551699,
PI3,,-0.042092788079542365,-0.06019491513909397,,-0.027944456263647895,-0.09418093240135539,,-0.04657518534404912,,,,,,0.025414984037997003,0.01643034604835576,0.14555581306380097,,-0.03193783002073056,-0.13951945115693798,
PCSK1N,0.09599745326759417,0.14166495287309674,0.026358527995982466,0.0016123201605339002,0.025910091146262436,0.10938466097663369,0.11905174501402992,0.14621323041982753,-0.06494861211113843,0.10441576814039316,0.42793523538822686,0.3013746458522124,0.012291379323286807,-0.0027958432312375184,0.030984960822845627,-0.03086136388825464,0.09388668812053977,0.040397827387352564,0.18572068012001444,0.2062353823731585
NTS,,,,,,-0.03758051688737301,-0.008081194939168373,-0.05083999499568755,-0.036949698832596356,-0.04987663904839988,-0.059925287152743575,,,-0.010066860986682953,,-0.032580075856517426,,-0.021768432136182746,,
SFRP1,-0.027195694006574064,0.0998369499033717,0.03892426785318655,0.031151356616838623,-0.01789818515903071,0.036912123969875456,-0.0061074385329891925,0.01620242988851321,0.005087116808106293,0.06437252093068643,-0.13205059896733054,0.01435262317578141,0.006697036376177878,0.05907119816430659,0.0027663428624004954,-0.03309068153684625,-0.09042484796464681,-0.02126258892239545,0.007875539653119552,0.025109796463156503
CXCL13,,,,0.004246233102721731,,0.059653075518629355,,,,,,,,-0.033199043090973906,,0.09797141803871938,,,-0.008862008544503051,
MICA,0.0665039431794013,0.009773224325978358,-0.036896122336034946,-0.028567017775701236,-0.003577084640340967,-0.06336962070554537,0.06125823227784312,-0.08596825072286367,-0.02586406163402891,-0.0258138413558667,-0.029090587855803908,-0.15714515936258597,0.04277163936083525,0.052043427358218854,0.0047927650942841005,0.013330152849826438,-0.014775898946826287,0.06753944748520033,-0.034853934556909015,0.09059065737878358
TG,-0.012749272162473927,0.025859002227903802,-0.003830741820741991,-0.03480401767982278,0.10123918606735947,0.06893100115285763,-0.008413081132721907,-0.015341483701421178,-0.03121147234813964,-0.0077003112116468065,,-0.0466122826383703,0.13895934598953075,-0.019639003326614005,,0.026189363280030954,,0.046594536214103977,-0.039716188050438146,
ADA,0.055196084992630096,0.022876563777438713,-0.0044896344714004536,-0.02930511686208167,0.05009549966361537,0.056661844790948726,-0.07359678679328718,-0.17780481815405713,-0.0036708206605112884,0.012320340881272577,-0.18543732550270972,-0.1118031663118565,0.06972459444837485,-0.019357562185750035,-0.008347397438631018,0.04539778625315476,-0.02042835220420824,-0.015347737224834039,0.038902340831441236,0.10931362604124704
LAMC3,0.054605527400937236,0.09723058733595194,-0.05531458257791963,-0.001118682168101426,0.002290114128056744,0.0928635458204568,-0.13623080245934813,-0.14156967063130385,-0.0073344544611987006,-0.050739866205680606,0.00019868897322459413,0.02096743065488015,0.0020360448147316093,0.002711097802251673,-0.0471983184134,0.04600319785807255,-0.01604917670598587,-0.01772157457263727,0.046969596085299874,-0.010480055039660055
CCL7,,,0.02804854571281954,,0.06753871033314443,-0.051505780087054316,,,,,,,,-0.0025464994803492684,,,,-0.015403988703002304,-0.12307501975174036,
NGF,,-0.026137935390592688,-0.0162151318055316,,0.03610521245235058,-0.014709907323285334,-0.02589212878485777,,,,0.09987364691071074,,,-0.025583673171942035,,0.13686049363403657,,-0.015562768616876462,-0.05653723295570921,
TNFSF15,,-0.032335888181534024,,,-0.01555037406300905,0.027705852634728117,-0.040162473559974696,,,,,,-0.038027009932325294,-0.021595616799792168,,-0.029648656259123538,,0.002068664593399403,-0.060256238961325134,
HMGB1,-0.016427566803770787,0.11473778739112091,0.06653764708242071,-0.035313582945320394,0.061819997611494426,0.08998681944528858,-0.12413920401011365,-0.2366598231826652,0.08115288750183236,-0.016051792727413864,-0.14620270725496348,-0.043854924030181576,0.014071136001826178,-0.0609975710518014,0.059310021397423175,-0.021181214877592426,-0.016063943761755854,0.03413757032690218,0.1052418669231482,-0.025097608540846653
ITGB3BP,-0.00850802146608906,-0.05046150606029256,0.012202567611115281,-0.03861611261656534,0.075612879735613,0.02964177918237601,-0.16379269354269274,-0.16144778083084205,0.0039510848967078665,0.029558325674798606,-0.0410188412491845,-0.18367460837761476,0.06902460508546901,0.0074992920111752875,0.016167915929001214,0.08156994139528333,0.0009123943568277099,0.07223106363657542,-0.05642304509302492,0.03403435505352719
AANAT,,0.030040041529553564,0.016101782335639955,,0.08849405448112824,-0.03237595647014653,,0.007172049689928676,-0.028068659483094126,0.02430646378258316,-0.05500631976007937,-0.009310915063662986,,-0.019433468358307154,-0.03722768989326018,,,-0.01629806242765826,0.053199526871242395,
RELN,-0.03172482879206136,0.03523362439744647,0.07125362239094467,-0.035721946464290666,0.0003591459146666121,0.04519998419537544,0.011609994147078657,0.24080244354730043,0.11932775765655154,0.055901619853465624,0.07422472278420895,0.07022631433242156,,,-0.049634375804481906,-0.011993741842724837,-0.06900831502331625,,0.12406622127780507,0.12008843145401112
IL15,-0.04161210793502561,-0.018483226567353066,-0.0050770625309407855,-0.012914253174149267,-0.03671657855195875,-0.03743464465123623,-0.001601531640573335,-0.07826371934203946,-0.03625992692699191,0.03071362641506006,-0.03561828293295928,-0.03860482848789519,-0.026311946604561813,-0.011754039975581804,0.02203648245903837,0.002202428527703685,0.062163986456261734,-0.004853393651950593,-0.02199659140989136,
UTS2,,,,,,,,-0.1131386292182239,,,,,0.005275684728786862,0.009718494440157117,,,,,,
BSG,0.09574405290986454,-0.03167305007049731,0.05464862536203878,-0.017727489181376507,-0.047907623626776,0.008757307984315028,-0.051710423904249465,0.09996093832729668,-0.12319103206415011,-0.004499082516215162,0.22551933516856354,-0.19657342160169433,0.043071371773781585,0.07968534264002011,0.05483326704315666,0.1535502440001177,0.07309095800955566,-0.02790836845744505,-0.0108385520312473,0.24277808728717493
ADAMTS3,0.04178748133420198,0.04358227062261245,-0.06567447521562252,-0.020231156475697072,0.049464491039230694,-0.042904320307684624,0.019752625647214812,-0.23344553076905564,-0.03742795959013218,0.04961042941542621,-0.011897498564279017,0.07424246743901851,0.07712675007485922,0.03782460590755536,-0.006963742321730049,-0.004684937826938605,-0.046283767922037894,0.019122077392916572,0.0016173863821148974,
CD34,0.10410386577675755,0.02807496143865622,-0.04068329473193415,0.008168349482501183,0.005945461739866417,0.06196715047038917,-0.02844937450210208,-0.07838494065143481,-0.024093487449221858,-0.0013069947872194885,0.06206542398770363,0.06041693503185084,0.011537943961346837,0.05968326192239398,-0.023873707097105807,0.09166272660042019,0.1267028968135747,0.030391368017725028,-0.03776945403491961,0.09241271499146754
CCL23,,,,,,,,-0.04245338809934887,,,,,-0.015039665884871843,,,,,,,
PLAT,0.05034732414448232,-0.02806572631291775,0.04536555341774997,-0.00949832439308462,0.04716990357867671,-0.02238185244969504,-0.19152362817177196,-0.24246850071506817,-0.11770371805429952,-0.021943563634631846,-0.018980665748014984,-0.11961642252335156,-0.030768397720293283,0.046094195153588834,-0.012217565036805825,-0.07982961573984405,-0.06377527536265033,-0.039505705949201796,0.03738407577734401,0.043794997358672746
NTF3,,,,,,,,,,0.012050181426945266,,,,0.005821084739206274,,-0.030424141186823333,,,,
LTA,,,,-0.02559498399919545,-0.017898184321725477,,,,-0.027033044294017646,,,-0.03860483325329323,,,,,,0.05649652152751906,,
CKLF,-0.019911833613222626,0.02024184947356477,0.03252260664742613,-0.04978476542215048,0.06753713343026452,0.006456024744281403,-0.205209655345714,-0.29342872670379494,-0.049612101406947114,-0.08738073090474532,-0.1854902771959316,-0.17759310596025482,-0.015824803170076958,0.0017270578053767188,-0.06589334939319318,-0.0022948519946320903,-0.04571449275411334,-0.000995721263151161,-0.019416533461562198,0.11652329129694429
CD24,-0.028241414682318448,-0.05553334557637648,-0.03773921798349144,-0.07113136750198235,-0.05409934465509611,0.1432766473466202,0.09232799885029276,-0.0434200166986304,0.05003684570764693,-0.13142349498702655,-0.01782458432273254,-0.019276702522114185,0.02138012633403935,0.036423822096524894,-0.004082424863340766,-0.09123918055367133,0.06461264373824009,-0.041149138945069386,-0.01151630719737503,0.03306123272651608
HSP90AA1,-0.060438285822693984,0.049002726013991464,-0.01944117443947322,-0.043922244686779965,-0.005575740297032852,0.08318972478292533,0.2626332640744835,0.3188946309754977,-0.03375456395083184,0.03663032971808623,0.3753818041718797,0.31488254331486104,0.030817372183813883,-0.02802183760777686,0.026912204577800414,0.01074760695662171,0.02494015182509062,0.017838579197620653,0.03530260322797698,0.09856376845642227
BMP4,0.0469896315905435,0.018921934807494767,-0.008644068503237505,-0.027132183417254926,-0.034390978659718324,0.020626658125359063,-0.13483262360052564,0.027748480036180686,0.01721068695251886,-0.03539211535174247,0.056272646199683654,0.03422380889307273,-0.03960606003397862,0.00107230098671028,-0.04624105310276287,0.0015374731928007922,,-0.005696960089627655,-0.035526651560015055,
SCGB3A1,,,-0.027054146515669904,,,-0.03439690306927541,-0.02802502763845894,,,-0.03346328076472518,-0.03783147862469443,0.09096080573850958,0.06091596287575403,0.0770485971075894,,-0.004832861732350982,,-0.03229804593749381,0.0916770326590566,
IGFBP4,-0.013973485282303154,0.028961108621054287,-0.057227114241461936,-0.06414794142575773,-0.07554255767645418,-0.03227467432050779,-0.16128715621970802,-0.14705190647578015,-0.046139794015736216,0.014036376878080646,-0.15433861598451762,-0.11151328723344164,-0.05570160976480837,0.015129487938407455,-0.04181174972376545,0.15328512636723696,-0.02201875771741666,-0.019169776508375935,0.03701209603100652,0.026401841284030583
RSPO4,,-0.031930167839415685,,0.0352997550212371,-0.027396306873493124,-0.01898187791846699,,,0.007455458018139286,0.00922920197031447,,-0.019129339733887647,,,,-0.026863886896022836,,-0.0289296205260131,-0.019513431529483132,
LEFTY2,-0.03788920633838206,0.04741582419243583,-0.058735513568453655,-0.013194520775822708,-0.039991936269343366,0.026605635233128252,-0.060977163829354974,-0.16477669151742444,-0.0061960837027692055,-0.03425376046377591,-0.026579710413258847,-0.019376949868396765,0.11740418477933721,-0.01880445611369038,-0.07410700981946425,-0.016552248648127755,0.003783122935783791,-0.009108259987876741,0.043192990709696316,
PF4,,,-0.0005233564355575926,0.006490798965739802,0.10426329032817112,,,,,,,,,,,,,-0.02193473077481115,0.008944106921550383,
ANGPTL2,0.06554321219228186,-0.018379909245338347,0.002318557967638355,-0.10063294254713662,0.05120532043619547,0.03286347021312648,-0.27000057153836526,-0.17808442877496822,-0.00927916157361444,-0.026657149608621363,-0.2113345032983064,-0.24947613248660205,-0.011291078234050041,0.014570985913688897,-0.00354839942911248,-0.1044844029928674,-0.010350686565884516,-0.04985359054376939,0.012481104927047883,0.017493548125006118
LRIG2,0.011520768097603584,0.005443904398384818,0.007789611108895775,0.018392662641341716,-0.00046406952298563034,0.0529567058410013,-0.08295592775273823,-0.03546743381147674,-0.0171462594134681,-0.009563727587754972,0.01739524082856707,-0.020522637254096088,-0.033949840067150676,0.05460432226510501,0.06658412533429955,-0.039841496212983045,-0.026677239297110692,0.026667133983790323,0.0060253141580394985,0.1296923273759163
ICOSLG,0.022944957463247755,0.07054307520638269,-0.008000412524671383,-0.008993408656319087,-0.031491892712576255,-0.007635642659021367,-0.07584165405081363,-0.14666908261531164,0.040309872911977004,-0.028112472636953736,-0.1305308511780893,-0.10040356441099436,0.05111579165220692,0.006547849727738746,0.020424447794498788,0.0870514220770338,0.06450999534656869,0.041276182419621756,-0.03267567073929768,-0.0352351332965473
WIF1,,0.11081225988410574,-0.0076638278798743876,,,0.0615387554199297,0.2354113291281711,0.36826773484307174,0.06879010586031413,0.10793570225211098,0.22160213706923468,0.27324206664232514,,,,-0.030891203376769302,-0.04096498014298377,,0.012094112120515841,0.2333847813065106
NPPC,0.034455003921623914,-0.022616060859982457,-0.012936126078946945,,0.043183845483360885,-0.04356841921068752,0.025461929679624143,-0.0037571924948083513,0.014904292418123737,0.0682726432015471,0.16389626176024572,-0.20035111366578803,-0.03170355133254331,0.12836992468469666,-0.03410961191971453,0.09738453481003628,0.003518141122227732,,-0.027590319570778832,0.16047636828317396
LYZ,-0.06879649351260209,0.006034708838616278,-0.06803975218864139,-0.0652298728005181,-0.004878933374442514,-0.11707327202098484,-0.049557393431510714,-0.15771746492991995,0.018550497985538855,-0.030824745073829436,-0.30891122738109933,-0.0370930900103613,0.0028066324153704077,-0.006691893544197353,-0.006136580173911308,0.023852330903098684,-0.042118269416124815,0.032611943464158286,-0.006052377458255474,-0.08530771345248549
EREG,,,,,,-0.06514172732421186,,,,,-0.048316402999388455,,,-0.005566002629514401,,0.10158035389247523,,-0.033126524352780476,-0.04592976234018303,
SPTAN1,0.06801048600746964,0.07811809969715744,0.034254627240128004,0.06361255928881335,0.012608749803799476,0.0729521977832986,0.11790806006455841,0.16756922986974457,0.018678246509977292,-0.002596621424193181,0.37848014883997627,0.2415786500771977,0.07680977985629467,0.030591089424958744,-0.007403766316494995,-0.04918438385513622,0.14491338786684474,0.09640810536982115,0.16839357697745372,0.24108665809193078
PTH2,,,,,,,,,,,,,,,,-0.021636390197454863,,,,
LIPC,0.013614940283891307,-0.02221619890933719,-0.04622075024911775,0.00402396228534799,0.032793573507104254,0.02793637569492689,-0.025976228254279636,-0.028477281873391883,0.03833775505550032,,0.028335677555398186,-0.05441655985414966,-0.010952394242390534,,-0.047114069523766185,,,0.07668354168440013,0.08213112994597321,
COL8A1,-0.003047624738549786,-0.07886551735085318,-0.05998036287208459,0.03945745573057338,-0.060083922062790514,0.0012824676245441124,-0.16942635012277252,-0.06499330740777269,-0.017587686924889292,-0.028977804946979373,-0.21768344519203936,-0.20157418425684973,-0.02131189555660714,0.03127587655715924,-0.04507917731791308,0.16269061400955803,0.09629940380589745,-0.038166331426231936,-0.11747282279680757,
GSTM2,0.013813624404325533,0.10213169759183666,-0.03350375938312556,-0.017137873806627194,-0.017188258384688935,-0.06897263516453818,0.0280948664859186,-0.04225640087658165,-0.04006486405723404,0.0019928234519095453,-0.007113725458178885,-0.08286366572399975,0.008531345211860532,0.00436232143771652,0.06324454427658617,-0.012318112923127116,0.0038956831469534495,-0.019242045258924128,-0.03202340787380911,
SPX,-0.06314996930228534,0.05373243428995184,-0.015695211435783323,0.027616699010687286,-0.01040234716212458,0.09429715221658196,0.02600225365937941,0.18502881869013027,0.1020432656646164,-0.027205594867799967,0.07214779542219983,0.19993616406322218,-0.04202913889904343,0.05438092240971444,0.053219793571614944,-0.034130747888640296,0.0005305930919201686,0.1362237875272724,0.11577733975550787,-0.016922017988773908
MFGE8,0.019406562759487832,-0.021435807176758425,-0.07581695723247539,0.031424503779928,-0.06635422928776276,0.0784325019404059,-0.06621211583128934,-0.046704067967948876,-0.08748727434533592,-0.05116668448701022,0.0734908301250575,-0.12398321569602229,0.013754208255595894,0.0050023844143036655,-0.05280462321236488,-0.022690765606121537,0.0653895601098931,-0.013429290532262094,-0.037021521407883076,0.08307102380709362
TGFA,-0.0021113213496445063,-0.1238512247481273,0.01283015616463892,0.03235406407389586,0.012086922170300475,0.04453832435824614,-0.13764372119934218,-0.19799051985031701,-0.13055207369380295,-0.02145289061593627,-0.14534809437714585,-0.12973673205578837,0.07411231692397476,0.036934835264556785,0.06654100399916872,0.05259359004504743,0.02733524169844412,0.01972868352578343,-0.07943025066203932,-0.09985373208137269
SLIT2,-0.03938287713152238,0.125178194705945,-0.05842814136247676,-0.03656136333446115,0.024787081624273878,0.07182778934557602,0.08732375702602503,0.16823875782323938,0.051763777619924754,0.029313478948566965,0.17564804999298902,0.264160628007149,0.059690860624625516,0.0673748732638234,-0.00039176771246440193,0.0031905665005373825,-0.06904864517992165,-0.042234510584284395,-0.04426610886906473,0.2727694994102508
PLTP,0.062023289851323944,-0.004256285077523375,0.018389576006611792,-0.03803702660106089,-0.026022178534733098,-0.16337718676032975,-0.06053355945017079,-0.284847628529685,0.04416869334592693,-0.08688030223110296,-0.3918171708658826,-0.06838892442581354,-0.03828839673368975,-0.004674531300378179,-0.03772276340474129,0.2183567618342304,-0.03508220409836676,0.0803744913710183,0.003538421109820588,-0.029527820229943633
APOD,-0.05650869534672729,0.12571624254250316,0.01877781224859111,0.06578665043363612,0.06585421260162466,0.17131669336520403,0.008670632404966747,-0.26797909347055443,0.023468066852816227,-0.07714903748932161,-0.2891400870714527,0.13160325641002327,-0.08054387109513693,0.054260083589205914,0.17062123124888903,-0.07633282817945643,-0.00736406147179782,0.05171568482832292,0.07747257118398553,-0.12184233217782954
B2M,-0.007801971851761325,0.10571489308452456,-0.014971221974567683,0.056818365815206696,0.10045655636755274,-0.16112339496270583,-0.2508813862226204,-0.33525149696452916,-0.015479626693959017,-0.1507364119603113,-0.46410917687169845,-0.30271228606562817,0.051366239255813344,0.07281331362024139,-0.006517110035704797,0.1698469042337188,0.055390295938607385,-0.08333237592737486,0.021242349966804578,-0.27354669544824556
OMG,-0.03480280685199472,0.11888035891827681,0.08541217970762251,0.02702989943174607,0.041591275549565286,0.21536978820402403,0.030491196229274,-0.0021882693456724113,0.0673719532257921,0.04742770071134606,-0.029712657554376045,0.22987271317666036,0.05798541811462908,0.013273122720223894,0.055471410773864076,-0.06970677372897134,-0.05200736058973542,0.06387524779696166,0.23944093613999354,-0.09274128388783942
CXCL3,0.016658797593778182,-0.10803421769850123,0.02866498778185009,-0.026755870327514412,-0.02145130935016504,-0.1046341431116831,,-0.0038473085374760886,-0.04225434596916395,-0.0370282141206573,-0.06561385703070031,-0.02780247075223254,0.0631622416296247,0.03188180159381033,0.050328156695805204,0.05755194135995325,-0.056144847915706106,-0.04125207628555365,-0.18200336101771597,
CXCL10,0.1538133072476897,0.015735700337181076,0.011934357848505734,0.016514877518823162,0.008026608014536894,-0.01957079765545673,0.014267501887523177,-0.20826754323070876,0.012786959214923446,0.004047066958799471,-0.028472977751596424,-0.044181490618063,0.134967103917263,0.015427177691521582,0.0018566185820519953,0.027870963429945095,,-0.03677239569983911,0.00843482203104319,
RSPO3,,,0.09037999625506007,,0.06822454176347723,0.02567197523634708,0.14559067754893718,0.17987745823764748,0.061028100196934054,0.049410044548656884,0.15107310648207342,0.11939961586021251,,-0.02137106871250436,,-0.02198556198975142,0.08007709045085179,-0.01563203643053122,0.08849483165362834,0.13482199634881373
CORT,-0.025664623271389263,0.03543940374996375,0.003488298595277955,-0.03316386811913093,0.09175794442114107,0.0972734693927376,0.09720679815070676,0.15131231109265084,0.03407620778033261,-0.018467033819647406,0.03112309038121132,0.009725693381162593,,-0.008582009983834581,,-0.013954168102782048,-0.034373461803575,,,-0.061675432410148785
NCAN,-0.0014087436936530378,0.059468465182401745,0.06496010299630967,-0.03896996548053949,-0.07577605644651078,0.1667664383206289,-0.10874101063365192,-0.13510898242778596,-0.043417156679456316,0.015060168289079846,0.2795471856434961,-0.2679361509424291,-0.1398073947880695,0.0128447009341509,0.003411291501928065,-0.22793042524239931,-0.04124407977424719,0.04705112852932253,0.23123556773187307,-0.049733685199149134
