,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
GRN,-0.016778929580724425,-0.009179019036771145,-0.030057073399456145,-0.013991413120064935,0.05377096194140337,-0.03434684140493918,-0.0057530327725787075,-0.030594331221267135,0.03242214260113258,0.05934183678611126,0.010474395945501983,0.05612703326124844,-0.015924120251552543,-0.06117336120755235
MIA,-0.042953630864522085,0.017938479148033305,-0.019605873534993806,0.07242415002240667,0.1360477009081712,0.010801893773878196,-0.003481409550945888,0.1159874239732797,0.04770111967610244,0.1044714782055794,-0.012909535160437795,-0.023131368192154715,0.010050565539914895,0.0009444349881383068
COL4A4,0.003399751925765189,0.025366301814504263,-0.06380334422112727,0.08771650553679332,-0.013952280509346387,-0.004941536765143299,-0.0006801929222186405,0.007368472924488046,,,-0.018231783955472744,0.08746409089444485,0.019174840315842327,0.043482128152543306
TAC1,0.015713628818563103,0.01184118724593467,-0.027168444569023512,-0.04174122415172863,-0.07616215509072197,-0.0656788499983773,-0.0269585012184674,0.010620471691776203,,,,-0.02332181041532054,-0.01720994449276847,-0.010915385006904366
RARRES2,-0.038462246757783224,-0.013968357389079786,0.03583563365339909,0.04403425759604076,0.08583922665986066,-0.04636576660666995,0.009920901927152453,0.05557390033844964,0.005279674399859624,-0.010036816866364425,0.00031986683655546187,0.06410549259262634,-0.005481701356776611,0.002106598492907678
FGF7,0.15384450356114923,,0.062458489038330775,-0.03963725912103161,0.02403225149411,-0.001853600405717953,-0.033590682166580905,0.023143583597125945,0.0470876585771268,-0.017747239415763262,-0.004956051541129334,-0.013144052034896724,0.037390505140879396,-0.004880320468766114
EFNA2,,,,,,,,,,,-0.018591304982847928,,,
HBEGF,0.0013386864175347684,-0.03327905889280156,0.006101897875414338,0.02574108113882319,-0.010475168874455189,0.07170309122296979,-0.0038868197844938905,0.034426978279140194,0.02640812927147898,0.03011837408860893,0.03855783971302005,0.00046653542537464893,-0.06023188418505162,-0.0026194758743590825
CSF3,0.04166426251088477,,0.0011616538382913546,-0.015709440341102,-0.014761244230836216,,,,,,0.008989801139089674,-0.019379408756106446,0.19373385708342644,-0.03063432930041343
PI3,0.040058523155686164,-0.043325010729466935,0.02887654532774043,-0.022264697247945713,-0.016621355831257203,,,,,0.0884231539880243,0.025283495437192306,-0.044047325636429664,-0.029946312380633642,-0.00698219855821288
PCSK1N,0.06171425827616073,0.012552849400933635,0.015325488573926942,-0.004185466526747234,-0.02537397118240641,0.004879266749158013,-0.03995500002652769,0.01958526352092874,-0.016288991529484827,-0.020184169013734543,-0.06365895345805064,0.037531518624861336,0.0640662025020409,-0.06434224670660003
NTS,,,,-4.78125354415888e-05,-0.018143344809912327,-0.029919945570042617,-0.03284113320750041,,,,-0.02264997717191323,-0.0347388076102613,0.02052170726965072,
SFRP1,0.08184567830427815,0.05069067505686358,-0.02468702410587032,-0.023616771185373434,-0.05324471714880494,0.03824083587751522,0.008123473084834137,0.05238345098747354,0.005599661907160785,0.015836889119984522,0.09493057218721714,0.003642751486750342,0.0620410276718114,0.01906116494966884
CXCL13,,,,-0.023404521844650396,,,,,,,0.035888243963159205,0.029953285509960428,,-0.024848602396924296
MICA,0.00029498941727641644,-0.03891960399902734,0.020245719610676696,0.008898115273132499,0.02403657543868064,0.021121794989468243,0.05493676364679204,0.033898493298350735,-0.0010135286846097514,-0.05330501302298204,-0.005202838749468909,0.00899896895983383,-0.03627919780284069,0.03258879031984498
TG,0.1330362129194334,-0.0007082254785636998,0.008173503257969669,0.029402608259967114,0.06825178310306114,-0.025273428020295703,-0.02227478658721033,-0.018183483363201785,0.014696943283081396,0.1028742546314874,0.032638091297322536,0.07819499546737796,-0.026879867065581042,0.048754660511025893
ADA,0.08813529370830266,-0.022974604769258913,-0.05902022419610269,0.04942785211265454,0.044042706113521325,0.02012730260755875,0.12119914356274382,0.03398110072186789,0.05868918169419864,0.006481250127407894,0.017337770210730706,0.06262001595453874,0.041541577511664964,0.05678401553067547
LAMC3,0.0532020804951952,-0.025604322131674732,-0.030673019525982583,0.028645220789142722,0.07063719038985952,0.029283533276960892,0.03108215528475602,-0.026465739907338477,0.028387539421396036,-0.03207713631309549,0.07096053142193236,0.003315553510789988,0.022304192289072336,0.007634884057586848
CCL7,,-0.026195116342176035,-0.019261552467159465,-0.03103007485684441,,,,,,,,,-0.014443456468659199,-0.02853958416478572
NGF,-0.01888068335395334,0.009897358087330575,0.002711163472959509,-0.03312137525832629,,,,,,,0.07035750471211528,0.012567687288031086,0.0279093436338004,-0.03471809751126138
TNFSF15,0.026109003094169022,,0.00532535357499032,-0.006361982822080399,,,,,-0.02939604604325045,,,-0.012034280134144542,-0.01451698641071224,-0.03390441774322571
HMGB1,0.041223284096101744,0.017817251914972392,0.020326005590591462,-0.025058883121609195,0.10928223513505964,0.010037806850986705,-0.05220343122918974,0.0031819145259814182,-0.028065316248501466,-0.12959111671000012,-0.0029224332375841332,-0.030212060700778372,0.03360956253408125,0.00464263956966533
ITGB3BP,-0.01000933331472264,0.03151735660785343,-0.015555836929521501,0.04243034898972209,0.11593457869085251,-0.014540350145718877,0.0007588921583278667,0.0949383644990153,0.0664255933217486,0.05371112080970172,-0.011288198627002028,-0.027778931001674476,-0.08348102695966347,0.0827101427209464
AANAT,0.018932072148628135,0.1003827170158903,0.053124591759549755,-0.020701454486434713,0.01553711356565187,-0.022728541517025008,-0.02567650329804268,-0.02664053460123744,,0.0646243332299562,-0.02501886113312348,,-0.01528177926743686,0.03578656646949764
RELN,0.036914472268623856,0.018870749960275626,0.02037101644891492,-0.028609315459340683,0.02793938690006284,0.010639977184213029,-0.03329461913497871,-0.029493371242417906,,,,-0.014536106219093087,,-0.047735855960254855
IL15,-0.033202655043580866,-0.003556872905476335,-0.022228826699189012,0.0965045181537612,-0.012282253900319945,0.002333799193541692,0.03868757309495562,0.030282636414512353,0.015084271140958824,0.006042117710035455,-0.009300136434639514,-0.029355313048465385,0.0495012795663829,0.012499662779151394
UTS2,,,,,0.09619170967305721,,,,0.05504572812089146,-0.02208591804977172,,,,
BSG,-0.061087752525582614,0.009567898010610148,0.011287076310923117,-0.01169283127668829,-0.01736407384460279,0.060374728368348285,0.006634009509667183,0.02283465170057261,0.07656888332083608,0.10376131123836589,0.006818919597295546,0.007635980544103012,0.03990783058261395,-0.09763574450625122
ADAMTS3,-0.022195473115338708,-0.02868734490605675,-0.021548803627261123,0.009724899382681318,0.09101164817286132,-0.03267455225874804,-0.001608218386864277,0.059329228786660505,0.1253332186215468,-0.1429138128225837,0.013167905251571724,-0.00011942455307388034,0.0311016264059484,0.04236220768559028
CD34,0.06690043812748446,0.06280885391840219,0.028950825686989996,-0.02925571370591776,0.041599536560953256,-0.027990145587779035,0.040813491903731236,-0.009230934509941759,0.00820619746122111,0.005884601112665222,0.05350866091864455,-0.00788714681789794,0.024686290470596,0.022299772017123982
CCL23,,,,,-0.015150403903478953,,,,-0.02773838871536667,,,,,
PLAT,0.025067027371203223,0.02325446503166441,-0.044391509156122735,0.004854834362695594,0.09354778969776595,0.08081966815712108,0.026882889237288564,-0.008891761277907856,0.0722812455974653,-0.05029487512236705,-0.01215756068262374,-0.005350492107779224,-0.004706572894597127,-0.012165336204560057
NTF3,,,,,,,0.0022421789797787374,,,,0.03405045413223892,-0.04609161389267896,,
LTA,,,-0.012688795684910137,,,-0.02188995416536457,,0.05572801750129349,,,,,-0.02056697187456175,
CKLF,0.05763486470164959,0.011675696306891819,0.05237314961496656,0.05270888677927044,0.11049324569137185,-0.01552772676197681,0.041959422249343854,0.004019610190755252,0.04566728817191314,0.02948059951631583,-0.00761477115675486,0.04489639902744683,-0.00016719765391244273,0.029366043148236202
CD24,-0.026593599140560586,0.05529675064907731,0.056540128985907386,0.014282012400330708,-0.01595718729004864,-0.05299119018898588,0.03507058953917826,0.026101001266994682,0.05050614723371227,-0.008182201935890044,-0.026279034960363015,0.029224866129830822,-0.014850111225214235,0.004224492455495686
HSP90AA1,-0.08838203954527564,0.0034678089326725613,-0.004390970179080532,-0.06889439081470264,-0.06512631643779589,-0.017901824375194664,0.026108317588596254,-0.04196901473666983,0.045832527567346126,-0.027296006692024234,-0.04032770185712952,0.037006793656058454,-0.044930391766848474,-0.07156003156764924
BMP4,0.06704735082747998,-0.03324566960412,0.0016931967063164744,-0.04017451651165908,-0.0011454000395109366,0.028907475890287738,-0.03770760725390863,-0.021053655122133356,0.09381594121561848,0.08705759307640676,0.021523012286988875,-0.031520261675880734,-0.01788461312127627,-0.042234363003688866
SCGB3A1,,0.041626684483706544,,0.03627420707643607,,,-0.02165838166580434,0.0028654834411118465,-0.012383712378936006,0.02654374506781238,0.01048644051598495,0.06321327430874782,-0.0019517797631523905,0.05792523430919456
IGFBP4,-0.025694737738092298,-0.004578943207366471,-0.021854553987108213,0.037716970728023026,0.06118417833693428,0.06584117025767619,0.03492105906032222,0.01957938788468581,0.04456265557409585,-0.05296633196471838,0.02339727851278337,-0.013110072396173837,0.030096677147154225,0.03451213682489254
RSPO4,-0.023064690435785865,,-0.03778781380281422,0.02186233559339571,,-0.025459349320808587,-0.021658378497776073,-0.03427370214811867,,,,-0.016830646003687517,0.035949882567326036,-0.02358662186309147
LEFTY2,0.2044414734294635,-0.02029476638177613,0.0011368894162510417,0.0346679745561234,0.08586298222321263,0.013268968667767684,0.023871636340108564,-0.03050158660786742,0.0436962780910929,-0.06192866282515461,-0.021376660483408708,0.011045308302328905,-0.0473246990038921,-0.01410475432047116
PF4,,0.010471413146089657,-0.01680532505238579,,,,,,,,-0.017040218152785936,,0.02056791221654797,0.08742364521783312
ANGPTL2,-0.009962770410192454,0.01996705611583325,-0.008720893941858605,0.006608801632716541,0.07637764877633223,-0.014758229241635784,0.008778418021735422,0.03282233989671619,0.08137453118929065,0.0013962711827142289,0.04551718577277501,0.024492128504406224,-0.02881368272794299,-0.010413251672196264
LRIG2,-0.01964348079982771,-0.0008630937899064144,0.026922877505828346,0.003995994637141756,0.08462190666936013,0.041624042419188524,0.03493675518179006,0.020322648887934353,0.018249000525260146,0.057274183039849165,0.05938968217521702,0.00399883497383952,0.00680197619701881,-0.0064204623870812464
ICOSLG,0.0572755112027747,0.009112834645754736,-0.04575807615579819,-0.025822214023539014,0.0631316076332882,-0.008808676505680409,0.022396152248680714,0.03044741677577967,0.05995062850810114,0.08004194293851924,0.04341289045095157,-0.045168580090936605,-0.018354155577024685,-0.05522588219130758
WIF1,0.08865056519444307,0.054554088369552306,,-0.0014968432636174038,-0.0383839788133658,-0.019646376848801463,0.01794619280644982,0.011051651784498047,,,,-0.015645715708879966,,-0.03390441496085901
NPPC,-0.021635387867731302,-0.005555648243689941,-0.026069203457390718,-0.004056655548287229,-0.025185550868781388,-0.008236254188092826,-0.03009984584669951,0.05265878564241797,-0.024507818426022895,-0.08372346614562186,0.018324652355360772,-0.016094931156807508,,-0.03231149972466815
LYZ,-0.04939494977662252,0.005633542669542035,0.013705782343708355,-0.01767983775533297,0.03706686334531153,0.05251809212949854,0.023233920603722896,-0.001026558606355838,0.05308685178427777,0.06278252776645159,-0.016623881384581755,0.002180202534435253,-0.014528096292736473,0.006055978663948742
EREG,,,,0.015663675695064945,,,,,,,0.0067270168604941765,-0.02096285336347065,-0.031060884402889063,-0.0212721960295424
SPTAN1,0.042312580220546875,0.025264983990342105,0.012974841065360737,0.010634414686862867,-0.08204529875428758,0.02614004525311554,0.02150843513652762,0.0074540168830104355,0.02518064547131368,0.01927026418200774,-0.00776776008068098,0.017911308538839744,0.052734144406014066,0.017953585604060025
PTH2,,,,,,,,,,,,-0.012010968107165317,,
LIPC,-0.023303887107041253,-0.01249484560652664,0.06165054002392974,-0.027547600668971994,0.07005812730163115,-0.0417123276504991,,0.006009767661492867,0.08818932366006765,0.13615404495386074,,,0.006706371314603066,0.02411718943745916
COL8A1,0.007281000772171511,-0.045841131258518054,-0.01637829851720924,0.03300759505348147,0.04043767417686725,0.08125529739927834,0.010906213627368731,0.0032169680683684005,0.10215964364878874,-0.05691173065958755,-0.008060489179713325,-0.04275347311422552,-0.01063021570094552,-0.01723537996648963
GSTM2,-0.0025627701434790947,0.01975539318688451,-0.009910463750984458,0.029385980538298405,-0.03069135904330831,0.029424887948648563,-0.022629168633542692,0.019005540039591567,-0.007256470440990499,0.07012419446369593,0.10497826471771037,0.030039331565872934,0.10793395457545582,-0.008886304019017396
IL4,,,,,,,,,,-0.037580798925846114,,,,
SPX,0.08625185429969556,0.040344737100151094,0.07368176325485289,-0.026107240167586518,-0.04669707024921675,0.02571207756161751,-0.022442732129401666,0.01042221215062956,-0.03248981459318489,,-0.021157608893291747,-0.00894808777670665,0.029098809754889366,0.1323057596648445
MFGE8,0.019624585993962808,-0.03607724971502521,-0.03730128384233091,-0.004760467296643445,0.02660265069776892,0.05347546873220509,0.03101960271639504,0.023353408627089924,0.04557135186352862,0.04980906021580712,0.03316812675208544,0.009345945588801847,0.0004407216484020227,-0.04043067693738337
TGFA,-0.028665487457122017,0.02073891465558285,-0.005250815478596825,0.005505985827154773,0.022372255762184785,0.02875098263318828,0.033394748179286934,-0.002009162984905528,0.06942778659329818,0.029842312326752878,0.046015024077104116,0.03259819906234918,-0.02122266618657093,-0.024006023201456977
SLIT2,0.04301550740410407,-0.05612552442404367,-0.02969993845846995,0.0013943995143629322,-0.044243844103134554,0.015452159093783788,0.019676409371205503,-0.0427651642599586,0.007275253183086996,0.07601645337987653,-0.023668388034415445,-0.023229853159546555,0.0001703476550967666,-0.012260857428485334
PLTP,-0.030992352197351414,-0.018626892542196023,-0.007790007625331707,0.05774957790658166,0.10394233403311087,-0.047574900816489976,0.03387348238094911,0.009586643837293421,0.12238937428856875,0.03432403744402108,0.038923562906863496,0.06206431093936098,0.023845213927755696,-0.07269502709131422
APOD,-0.04150297182831992,0.06729852353061391,0.010539491875315462,0.017999589111313427,0.06319107881224431,-0.08706282322622312,0.009416578967592872,0.0035018082575606494,-0.038717316635393094,0.0582050225345395,-0.02027919498313585,-0.001170037502426095,0.04138476398087831,0.011795448402035143
B2M,0.024508171061390156,0.0026780204323143307,-0.009471082788603787,0.002331749389496456,0.12576039008585013,-0.05642454504727606,0.054697667247817564,-0.04073735454081802,0.12281202811261635,0.07357854529460689,0.06947601977407711,0.06611672098395885,-0.052818601376350485,-0.046296957513765696
OMG,0.11253375067752594,0.026924589518649962,-0.02038718100289427,-0.026721823894853215,-0.04260917255765456,-0.03391334969772831,0.018036108120521744,-0.034283985863650675,0.04902929764021889,-0.01453510764154675,0.04571546619792944,-0.047981890565905565,0.04163582528777505,0.010813223531347336
CXCL3,0.03697964457863461,-0.013969359331310811,0.020652289998367622,-0.024105037985360508,0.07187253965846375,0.01820651337636921,0.0024210511876707834,-0.017794138921252773,0.18200448018913684,-0.000444884033304283,0.035766805850742225,-0.007258815153889832,-0.05123462318816256,0.05027864019697932
CXCL10,0.04799273321228373,-0.019412629742928088,0.012984545773810151,0.0929885965370209,0.10838980924595412,-0.04723180812861298,-0.03519675406930225,-0.01616316070929812,-0.03981943006491739,-0.07341465044384046,0.012939664613467617,0.026169244994545243,0.08878697343783579,0.016144654133720068
RSPO3,,-0.035582733639717146,-0.019516106484739046,-0.02754758368452484,-0.021864004597994452,-0.016479290482195957,0.000716314394701658,-0.01859453222427556,,,0.06817495719320897,0.009604945458894088,0.013717859653383005,0.02590383165552162
CORT,-0.025859581710353192,-0.049274719114305046,0.013689832386592061,-0.0334331520786727,-0.03784055845858097,-0.040450692869136336,-0.04446764061633181,-3.6125454566726264e-05,,,-0.017831722208991357,-0.027991621575878072,,
NCAN,0.03244486564732787,0.05582675708422995,-0.005911122756684619,-0.03351834993473061,0.043630471926185105,0.07379543621748282,0.005455673170033342,-0.011097779422411868,0.007321488365608057,-0.09290008588366246,0.001350940131299471,-0.020033178484660574,0.03943487206531585,0.011638455745795254
PRG4,-0.035292257457750456,-0.013715254178938116,-0.019261555468786495,-0.019723971017214414,-0.018940168145106268,-0.032536037734275436,,0.02397812038807469,,,-0.026311797314590903,0.02552448777715731,0.06229287434207624,0.05605101037379282
ZG16B,,0.0210579448742464,-0.022355390804773233,,-0.020448955183371784,0.01546113404079165,,,,,,,0.004514826754889807,0.046307954559801315
TGM2,-0.011322728410548722,-0.030674713422412788,-0.026655013714247,-0.00780384935701707,0.024460814110044728,-0.013033145429876023,0.022536550288205375,0.010464196780134645,0.08018182517228908,0.07268553463394826,0.03317175504547491,-0.04156867381673628,0.01921199483047164,-0.02326724427704057
VEGFC,-0.025322899359356527,-0.01327086583473045,-0.01622118086987266,-0.030361727287699085,0.007449967410319229,-0.0051104935412294656,0.025345654498156327,-0.006372508411134906,0.10194199699926769,-0.06540696433277765,0.03321506265050028,0.04073680418782111,0.013123279525125028,0.043438928047758806
WNT6,0.04184721490106094,-0.02588351805352879,-0.0038120789002868793,-0.027177733145343302,-0.018625175263011287,-0.0013282658777566468,,0.015922525852885033,,0.07313909982313048,-0.008739128840991088,-0.005370063802527889,-0.022072093505847133,0.1721709852995378
NRG4,-0.023934118569933282,-0.024126621797117484,-0.023442194142185513,-0.00045214278575382723,-0.023591180956070837,-0.025033158469517102,-0.005963265740598289,0.0016205119031690491,,,,-0.02222530473057149,-0.01465728567831847,-0.02449381711612911
PMCH,,-0.02780723001769378,0.04244187202827344,,,-0.02545934809212,,,,,0.05729292497687106,0.10411874980602209,0.05145695899972129,-0.03136785790260065
COL9A1,0.07174893293263697,0.015588012579215962,-0.0006015212702923426,0.09309091834609973,0.026856082260646202,0.04188513283656338,-0.027231244397036832,0.018069670960746076,0.05310958802450279,0.006480090886633514,0.014551755811015801,0.00969598091462223,0.023463131425486578,0.02462987847773136
GDF11,0.025522098805246907,-0.0008749842631406,0.018950585864570196,0.05106934918307242,0.07027788926997913,0.07462368538486833,0.034829865056579715,0.026602666504664363,0.05835339142699363,0.030413930705361417,0.046915156404189466,-0.04028730643105788,0.05377332640004568,-0.051562390144792816
RAET1E,,,,,,,,,,,,,-0.016078938246291412,
IL24,,,,,,,,,,,0.08067296605869048,,,-0.027383272707164376
SORBS1,-0.007795004346441382,-0.00515620168994338,-0.018633882085847306,0.04899648354390813,-0.0028466973329627386,0.04518243254710816,0.06700695409289051,-0.039749532209154656,0.01892019265862629,-0.02835122643168512,-0.048132042212366666,0.028596030672266463,-0.006388935462865929,0.008488243558000583
DLL1,0.07608908916686295,0.04463346721202442,-0.039303742571587176,-0.003065831528052087,0.03515454807694206,-0.0094629457977188,0.02110374897487017,0.024817932849039884,0.07843117551055313,-0.03386428245894347,0.02791904467093976,-0.03675908246208267,0.014933683103606056,0.023936044018302106
TLN1,-0.02696906192360189,-0.04853309009878231,-0.01850297553981614,0.10086823217817505,0.0518587444835595,0.016857321050822487,0.0007917484141965371,0.03054949795051011,0.04111435098025491,0.10218353600971562,0.03906324988295163,0.03007660015961774,-0.01643956356298135,-0.015262367996743593
COL2A1,0.19106380649365556,0.07820110206125962,,-0.0176164982801663,0.0728075149154906,,,-0.018064704195465547,,,0.015225107266810272,-0.02695770517852749,-0.021331302296991796,-0.02206761452863318
SHH,,,-0.020015918611085558,0.020280493321203755,-0.013742991339824788,0.061104110724869744,-0.024867684760455734,-0.017240821747452697,0.149974068650578,-0.031491651323822915,-0.047509995800405054,-0.05211234478467615,0.04521113162832658,0.020097765076873112
PON2,0.07078645036535151,0.04056766513720328,0.036093188954604394,-0.003765476164358832,0.08536471158442448,0.03268810549529591,-0.069627142718013,0.03232809206640403,0.0406397974427933,0.0011108569681469514,0.04604496910918805,-0.027334660238870594,0.03851748558622132,0.09769518785946955
ICAM5,0.023316788716205315,-0.06058699053585699,-0.012296353445779784,-0.0306597583929001,-0.034161574089417376,0.005890529050993356,-0.012517077906900726,0.03153460044845256,,,-0.004786502581144019,-0.01983124854023273,-0.03160667475124477,-0.061376810979889174
HPX,-0.024081731699669214,-0.02248523366439049,-0.030148020799884934,0.04056607178713837,0.08503788718785842,-0.034133775087305876,0.031927820415882775,-0.013009334573918943,0.1799317636047878,0.07016653190257496,-0.012511799292884108,-0.013746264016422058,0.031863669620249814,0.004016544628811117
SFRP2,0.05991694674916627,-0.03482647350273606,0.004252822767922326,,-0.013952276400906705,-0.02844826943479599,0.032029433944288796,-0.03382208010914128,0.019152910932096992,-0.0372843277413666,-0.0026170029994500733,-0.011037312991530848,0.033424537833222835,-0.006488067720684687
CFC1,,,,,,-0.021889955488287576,,,,,,,,-0.021673174228559022
CD70,,-0.06362710503211988,0.022609519721551313,,,-0.013404571175011142,,,,,0.029861036456397358,0.06343184790974497,0.07237897032082712,-0.004530531140353022
HP,0.11101107763883537,-0.019086443434096073,-0.0024116734981530197,-0.007136112160459006,-0.00147778450695857,0.019259396864823693,-0.03478963422279436,0.03883383724090343,0.0925657408525609,0.08162570803619201,0.03136844788111119,0.021138364462269115,0.11065203952423128,0.01184481574444372
CXCL2,0.04350255594081837,0.0379073325958033,-0.024610619012498718,-0.014679261416659522,0.016467476660907625,0.019614528617903856,-0.020306889033778096,0.037333601592769834,0.021715612162142718,-0.012841219452245747,0.05421975753045839,-0.03376872256077955,-0.021796954943815564,-0.004537499634722057
NPPB,,-0.012846099670337719,-0.0169209976752849,,,-0.01916773526131336,,0.03948628621125752,,,0.021088333424765914,-6.135940993658413e-05,-0.01486818393551745,
CCK,0.028029101886483228,0.010316179288863456,-0.033371706847347575,-0.056703118870489046,-0.09865553877771051,-0.044982598381655664,-0.0416551603789467,-0.015862682528337196,-0.025988053695409498,,0.010003612836266326,-0.04560851775383861,-0.01928804831101444,-0.042632845641846405
SEMA6A,-0.05991721328074905,0.004462226691175632,-0.04588136560984355,-0.0671728233658217,0.08659815089019017,0.047091315074255076,-0.049774179000265206,0.041696729422419684,0.040102229540360905,-0.08128908397461602,0.023188459285685702,0.00919387522192152,0.05091438553008589,0.021006045457463346
IRAK4,0.010067141750467775,0.014677453789766122,-0.023968432920913368,0.048627931765193144,0.11229593243464293,0.0009000336688933663,-0.03593351420030956,-0.006636588831610582,0.034381520017132426,0.056642148027597226,0.04289649320624216,0.048802122807514205,0.019968761656552016,0.07514553427273883
GSTP1,0.028653375418631995,0.05304746473810528,0.031390893631090086,-0.050004867421160996,0.10433339471254653,-0.022063878708652493,-0.03891568603663569,-0.046739411683360696,0.010991674572618097,0.05245599549016392,0.02788675912287926,0.027056275171066232,0.04854661791781483,0.077430068664741
VCAM1,0.042040127322750816,0.006500153531545378,0.014913179999976425,0.03277718407384009,0.09885037722438203,-0.021916061779541512,0.04622696368249187,0.016721293488363,0.05344228976779615,0.03689864253839845,0.06172898265250768,-0.031277695429413194,0.013247334423166553,0.010463119330602866
NXPH3,0.014664796008381428,0.0004931862371190645,0.035560912007411315,0.0065473402955441495,-0.03487763702927512,-0.04203172954897446,0.010486971316245772,-0.00710488351115194,0.053968240193815326,-0.10429901556207312,0.032276442760222956,-0.018013148009075573,0.08121380774726338,0.09682802486828837
MTMR4,0.05816866139927561,0.03047223422223072,-0.04626187421801116,0.031679870403105555,0.016267423120039,-0.0654967452539004,0.017938170353676616,0.03968815610404794,0.009986577429981484,0.02883344825107837,0.057313721251827064,-0.03860187969629807,0.005888275949404365,-0.012424883041141014
