,UKF251,UKF304,UKF313,UKF334,ZH1019inf,ZH8812bulk,ZH881inf
COL8A1,-0.018095865228878155,-0.0038834403260726105,-0.10330214858031424,0.023912158372026444,0.09367412030377292,0.03896678073058171,-0.033198248628979646
GSTM2,0.008880298330888247,0.0010616586855166517,-0.021295006344107085,-0.03549369014478074,0.01717060569310792,0.13138327968656638,-0.05479041537562515
SPX,-0.05624349080223401,0.025402445248818434,,0.018616067548917915,-0.057037203312030604,-0.040431581200905266,0.018239937704999248
MFGE8,0.019379073370945122,-0.03959702115643754,-0.05414258376610829,-0.005570597734921055,0.05215815659031764,0.0019933221675347704,-0.03717887994885267
TGFA,-0.02351455244699824,0.039284666377002064,0.0635121374649854,-0.0026493690307489407,-0.0022848810539068203,-0.02664484147755135,0.043688196349699004
SLIT2,-0.01713523657412285,-0.1037899884790525,-0.012452982015433467,-0.03586942896133748,-0.027323539835375995,-0.03928797599258885,-0.06610833233719365
PLTP,0.005380492805230387,0.1043178780915875,0.04910455471638598,-0.004009358726224234,0.033916758735256715,-0.00423773174902301,-0.07099245798317481
APOD,-0.013151263588635163,0.18028739040041905,-0.007657305373187582,0.007312146790290391,-0.021592690840195185,-0.031746329796875875,0.036913422307926554
B2M,0.009940144424239412,0.16179054804674636,0.05783539029467971,-0.005377614580758604,0.032410362617242464,-0.0077701398123062706,-0.08865201286144933
OMG,-0.011973012434390622,0.08777396192040088,0.10099085981303478,0.0036474253898107645,-0.022814777113337435,-0.00819044714062621,0.10005747868568267
CXCL3,-0.029519816459066057,0.031098217369279056,0.14779299523173933,0.12875816115827635,,-0.019614805243847858,-0.042620325958969744
CXCL10,-0.03219345819930068,0.012863610259249874,0.07725806910579472,-0.02249801562828445,0.012516224260727304,-0.026425326602132995,
RSPO3,,-0.06869269645842262,,0.07788425734054338,,,0.010159119969205778
CORT,0.021030213064461692,0.03819316987696446,,0.041091437403088286,,,-0.05907604690166326
NCAN,-0.010347024792974868,-0.05297075285246918,,-0.025238183854862588,0.005519647132856841,-0.015006454290206724,-0.16568770939052563
PRG4,,,,-0.01729702617561174,,,
ZG16B,0.016532298656629994,,-0.02310489523534659,,-0.022430789863621448,,
TGM2,0.022674593015835808,0.08508097851858772,0.09628279707395926,-0.0037865733778635734,0.06365473246587808,-0.07445786536836042,-0.021513992752773718
VEGFC,-0.0014376781109857214,0.018054125624994127,0.01343974208610492,-0.01765230466931112,0.0673526305709204,-0.025872251332324698,
WNT6,0.021666248866758775,,-0.029258701078207733,0.028562570224960445,0.046396826523324254,,
NRG4,,-0.0409353222586909,,-0.020593472347537466,,0.07811976100753376,
COL9A1,0.04658883388201826,-0.040230814787810404,,-0.009447242098974245,0.04639427828931055,0.024431731203662772,
GDF11,0.10298079002335316,0.09763171778483826,-0.020549378979818515,-0.017041411702047093,0.06950115547386007,-0.03205555402493739,0.006519352280951024
IL24,,,-0.022062820427343956,,,,
SORBS1,-0.05848383100980778,0.03025697871245114,-0.01847130204008789,0.00033437023936938045,0.02320331503117516,-0.004274348578891123,-0.01157493729181192
DLL1,0.03306970397235277,0.019030139433490568,0.07543886256938845,0.011805079365268123,0.08914487327140633,-0.01685535939377745,0.0006335480434099079
TLN1,0.015225829571782054,0.14317480880009026,0.016161649310832787,0.05205285301712567,0.09091486833640933,-0.0049926265262659735,0.05539002142551119
COL2A1,,,,-0.014372791321681353,,,
SHH,,,,-0.013717287064830191,,0.026928952409815975,
PON2,-0.04494951830104392,0.060112891162506184,0.08645157780999754,-0.06096407558074756,0.004801375685139829,0.06027067201753225,-0.009724794772418055
ICAM5,-0.03482035357737789,-0.0834909007658116,-0.020885170365091216,-0.0018238073335063807,,,0.0010135257788728646
HPX,,,-0.041469821716868804,-0.03486660600011656,-0.036760664825218725,-0.027853995736224428,
SFRP2,,0.01251302161885362,-0.021774054940863496,-0.026909806781995272,0.057907336572418006,-0.03199514032289933,-0.0330509766994181
CFC1,,-0.04190620209415112,,,,,
CD70,,,0.040905773096537826,,,,
HP,,-0.04307837823509964,,-0.0479137766632851,0.06774997314062348,-0.026607482478654076,
CXCL2,0.04669632388559883,0.020466163277148466,0.05936675811496458,-0.02714980797567956,,0.038592315249652204,-0.09015899426158333
NPPB,,,,-0.017652305953213862,,,
CCK,-0.03370518833986213,-0.16882029064596293,,-0.021440549974518205,-0.027917890450403354,-0.058163201633782614,-0.040579418489807006
SEMA6A,0.026217035905643664,0.05065862977695788,0.058825017216899846,0.021697925091924874,0.030858212772810225,-0.07590606426367266,0.05097910885397124
IRAK4,-0.0234389021933424,-0.028452759473334525,0.05146375958409572,0.05691370962748504,0.04763278308703148,0.04394448607193968,-0.045978404975158225
GSTP1,0.007659627085232207,0.15760560503056723,-0.07879624304309654,-0.009192295828787344,0.02110582170050994,0.04320032572874121,-0.03592088036887886
VCAM1,-0.004434010711499881,0.11286833219824928,-0.011429575951585592,0.01588730532731007,0.09458491570789718,0.0216244275589332,0.057076195182622365
NXPH3,0.07707659270903362,-0.03278215599421486,0.0429814471838426,-0.0359841667435378,-0.036598253635940166,0.025858359774294126,-0.054203465340443624
MTMR4,-0.011237452536750231,-0.05062929510826625,0.04401430448569453,0.042254209061275354,-0.03515339241179879,-0.018859170227670363,-0.06698859989368541
LAMC2,,,0.0291614982979471,,,-0.020086256278769477,
IL10,-0.0032568355783607963,0.03484232384664151,0.09586363108466706,-0.015801323468024254,-0.03859763147951645,-0.019375123159676134,
SEMA4D,0.011381622659328525,0.12960835765042772,0.004133941732188873,0.05075014961669861,0.004893623961742931,0.022037115597670492,0.09402622799393079
TRH,,-0.06525975570966817,,0.010564007776580777,,0.016574760161252224,-0.03214815438617628
SEMA6D,0.017708861876843708,0.09368636546191181,-0.002974707169906897,-0.025945746060666013,0.09177102165071764,0.036199504782546146,0.10330114702475363
CEL,,,,,0.0371910639084751,0.016024670596236516,
PDCD1LG2,-0.03776421347383187,0.035328466042001884,0.07619235204321685,-0.014242243477246123,0.03079218295615667,0.03384696906551583,
SPINT1,-0.030421826179483514,-0.00018277454019010355,0.04883356352662793,-0.023192941118255678,-0.014704860965499538,0.002249896626846296,
CTHRC1,-0.008034118321740917,0.044588621432719605,0.016679496888073443,-0.00873151400669484,0.09733003604665967,-0.04078965172032754,
PODXL,-0.00357675724971142,-0.03457613237957235,0.028631087840210293,-0.022266268838776578,0.04461789151831176,-0.03522652028037737,-0.057488672606750925
JAM3,0.055493241705376874,0.20421219932538798,0.02979592833155587,-0.042991314844061795,-0.033942892647672446,-0.00865013662868501,0.09700758779054267
TGFB2,0.06012593175904077,0.040524101451625286,0.14898654806982128,0.01172655224843729,0.07498667552654628,0.026419853543197664,-0.0396041428951065
COL18A1,-0.02861129847083675,0.02309583280682451,0.07710590593941663,-0.025091860440421308,0.07420976556456846,0.018884292486026626,0.02596950954037053
NODAL,-0.02605438002885848,,,-0.02426792520444634,0.08641578159139601,0.004441134732322605,
INHBB,0.043050108863421074,-0.04852718012197393,0.10620737162377308,-0.0030412773306744256,-0.010338400272997554,-0.05815925378184653,-0.07050189822284206
ARF4,-0.03946683195631955,0.03992104473059382,0.04127393947037552,0.03838630160262309,-0.0730547341902571,0.05050264382926181,-0.03893600310138983
CXCL14,0.030228068890658117,-0.05534883521380146,-0.039582720536411195,-0.0334677678837515,0.023299561801985884,0.007250575702308321,-0.0639743527970309
LIF,-0.032970323317306566,-0.047499575043400466,0.13535229472947244,-0.01686586149472794,-0.044659193838217384,-0.013532274909811404,-3.343498797411659e-05
IL17B,,,0.02952634311365928,,,,
MMP1,,,-0.12438842025955427,,,,
MATN1,,,0.046927902091678464,-0.014372789533056244,,-0.020318218923702957,
ADAM28,-0.02770407323415242,0.12010222642559185,-0.0013523099565072793,0.0010909223856684492,0.002940450792653732,0.05230261777035564,0.0911773197262212
TCN2,0.04254846370096842,0.08803083295500808,-0.030124806006487356,-0.02264769851075617,0.06049812232095484,-0.039144886089530866,0.02571610731510317
THPO,,-0.04606382296186688,,-0.014372791184094784,0.09695896537602704,,
CUBN,0.039886492571807354,0.0403400750202037,0.0365142345167642,0.11063768096701802,0.05575888786436226,-0.023295471729563318,-0.040111103573135104
TIMP3,-0.009749985981081434,0.07071745583651348,-0.024880403715500023,-0.029623029964470554,0.011403063181877676,-0.005032622544773837,-0.022558717278743517
PIGF,-0.010717793131675259,0.007056741932654584,0.05628177668248459,-0.051385579794689905,0.10205292329764885,0.018861665768782766,-0.029307274263172357
CRH,0.028060512111119394,-0.048552985425363085,,-0.019658276406395225,,-0.01822489302988548,0.07267229102236832
BDNF,0.015096617104447548,-0.056177570947411284,0.011336436656541939,0.02574572302336544,,0.01936702200496583,0.022789386468227545
CCL5,-0.03995660436342069,0.17849569832669662,0.1143560786044643,0.015243844415709676,0.04272272526441878,-0.013956471238193111,-0.046177949123099464
GAD1,0.03644693499065419,-0.10542124058509819,-0.033052606894097995,0.005908804388388818,0.013526667396744206,-0.01642055510127253,-0.0955850835036572
COL14A1,-0.03270655397289619,0.05035653677194127,0.010663038681360093,-0.032898622836283566,0.13043575042840613,0.0512728714574256,
HLA-A,-0.0010054942965502197,0.18145642767679446,-0.11517322232584053,0.02467116057933435,0.05835369403579246,0.004412747672198956,0.054721174547395154
CD5L,0.026262268030342588,0.06154565287449412,,,-0.02641010643038314,,
FGF18,,,-0.022908515812796813,,,,
ADM,-0.05891199569610877,0.05921298309133353,-0.09578245756747172,0.046943438922171364,-0.019260974038622165,-0.030859984333720912,0.014265364598524191
GNAI2,0.003180157207415273,0.07895088426917504,-0.11365003356232709,-0.020494859536260276,0.07201048010017329,0.05051078940055466,0.010886885261320936
COL11A1,0.02177510932257157,-0.0378855670121595,-0.0066766131274884405,-0.010390286010304907,0.027452929287756916,-0.02935335888066786,
NUCB2,-0.044350624947491264,-0.02205815439032182,-0.004433346864896678,-0.013674778522746891,0.07316849632093991,-0.026285969637826156,-0.010803331616748959
CXCL1,-0.03507732553118275,-0.05208238977903024,0.13872247208434882,-0.019498422955482677,,-0.030541250060666714,-0.05745291227691985
VCAN,-0.004798223537003993,-0.0025458492836333605,0.01602446119739995,-0.04217855325134394,0.05231554534284518,-0.04186072152989611,-0.016665630464526675
MMP7,,-0.03475967734863685,0.009053649286760107,-0.02221461305143778,,,
PTPN6,-0.028681144483385938,0.13671472166647192,0.05042725462103123,0.02202287834220401,-0.01872836366490414,0.0179387605230844,0.08224630929796217
PTGS2,0.011074510702058064,0.005709032512152118,0.008951062972854569,0.05279367272677727,-0.023432824361175372,-0.02511849339504021,-0.03915942414912623
XCL1,,0.03163366666849075,0.058004610887102806,,,,
CD58,0.017363008136250354,0.03736181498707805,0.06428814184884915,-0.03606879731646935,0.08307719453806513,-0.0014666602704680777,-0.039479853386439286
TNFSF14,-0.027599720627588413,-0.026337926989921344,,,0.0824491807568162,0.005000406854652743,0.013957676340506119
CNTN4,-0.028638225280640858,-0.04978647788129446,,-0.029428666091669813,-0.04101928647757653,-0.004591073944129711,-0.05445120048927061
BTLA,,,,,-0.029638524352972307,,
MFNG,0.11393156580979952,0.0418781536094062,0.02388092989406402,0.004589405512573361,0.04359979931148095,0.01673331822803464,-0.007274124162594317
ICAM1,0.07946528690187853,0.02551806265459394,-0.0036906141307431824,0.15094411655249937,0.1127458184852299,0.05475437629807504,0.05669247640617542
PROS1,0.018424160641637172,0.05864216385698065,0.1162721942210081,-0.029696136540851053,0.017088453486736026,-0.009147942422450313,-0.1054845383382395
CLCF1,0.005381860252319545,0.02966615818172723,0.02542176468516288,-0.007348167233425464,0.10224048753777819,0.01785982798787469,0.025939859215056628
PSAP,-0.007656864284280708,0.07389166774782475,-0.031134368731896518,0.04931069657500887,0.06328076489872826,0.049895403194571426,-0.04245633442765145
EFEMP1,0.03316131283898748,0.09439899002015552,-0.019781065437779844,0.06017957424112621,0.08078854793150492,0.043577014558146325,-0.0582755488221114
C1QTNF1,0.025767186908518702,-0.03584938775099837,-0.05486320707737067,0.052906370317061024,0.05219088012182538,-0.025231540539584985,0.02421716898670116
ALB,-0.013190474592721083,0.06631130521411863,0.11304362373845193,-0.03109550876363123,-0.042506164188433206,0.022249036322656245,-0.03968033828461779
CCL13,,,0.03215401360857082,,,,
EFNA3,-0.02386910515612241,-0.10171782567002416,-0.012153709371869163,0.0012308081770505618,-0.007463958814632478,0.021002102602891985,-0.06997282387399585
DRAXIN,0.05946936954033189,-0.0013709706567591174,0.04193118943913747,-0.024811910165224903,-0.008857249631159215,0.006768374642820972,0.045571286039498594
NPTX2,-0.0692561674283754,0.014441651286745445,0.051861333924790885,0.05612624478457452,-0.007618868688118409,-0.0003310789462248947,0.04360328543500813
FGF11,0.03742375107305584,-0.06755911674497263,-0.015893339629114142,-0.01619729978633665,0.032691831080415616,0.02639426146617234,-0.05724930772716635
CD59,-0.0045573947643895935,0.08281025251092844,-0.003019198217143816,-0.025213161920426264,-0.026724669237734817,0.050716642199674436,0.01584981173765317
COL9A2,-0.01830653078373301,0.09185714607197021,0.05516715900275878,-0.07292261195809122,0.042690201422584374,-0.03567354238821369,0.0446412997156901
DLL3,-0.037868050703633936,-0.04475058338505826,-0.026762676206303886,-0.01155985346111641,-0.030641469247431108,-0.04111192571341289,-0.06088243649754281
FGF5,,-0.0334302044689729,-0.04289529830071454,,,,
LIN7C,0.02195909516460122,-0.027176346199068297,0.06828147563989233,0.02702946449388644,0.03104856659549,-0.054187620801309684,0.04674020919468206
GDF7,0.034948350824505335,-0.06144991554653324,,,-0.03360889524258699,-0.0005941720686516974,
PSPN,-0.03775347898835793,-0.03647240793257961,0.07229326901642275,0.0024910458255209553,0.016730468725985964,-0.023987505382498046,0.05502897356235218
ANGPT1,0.01498241104418899,0.03420012692886562,0.06317960791335385,0.0690814660322689,-0.0353341049397958,-0.06764053072949859,0.03630108754534563
PNOC,-0.01443172118538806,-0.09055127961701388,-0.0027869661504683323,-0.028438939867744914,,,-0.034652373502991926
L1CAM,0.056902761183786454,-0.08858882020183337,0.051122600409728866,-0.05144758141389057,-0.057900537826412364,0.0007015327164797686,-0.039691973232604184
APOA1,0.00828439889497238,0.05010897142384946,0.050810328126604444,0.028492530273777673,0.06131578767931755,0.009012860547461143,
PSEN1,-0.07291943526516481,0.1584240115817735,-0.0552225393881804,0.03663635108614802,-0.04168695483885312,-0.05127024786353743,0.0398577290314915
CALM2,0.007517734443336386,-0.10031314543019766,0.07428311493824179,-0.06356872617584229,-0.0381838771016809,-0.033105642318004364,-0.005550341398040947
CLEC2B,0.06365814578810655,0.023594581117231374,0.012531508434560919,-0.024288072646153715,0.00535380101396559,0.09424433988218096,0.08292708015898309
NTNG1,0.0005991179642535331,-0.04438168100964258,0.04645325357678259,-0.03508849960321594,0.08080926443401801,0.021467742971620782,-0.0027656383837380717
LRIG1,-0.03070001302510685,0.04320508845089919,-0.04931499089787899,-0.08989897918768802,0.034982750068278015,-0.056267674057787216,-0.017045380337617343
CPAMD8,,0.0326531724179508,,0.06742795044771231,0.058068650172269545,0.09317889496163567,-0.011732128833762548
GHRL,-0.030744835060030742,0.05778778555568942,,-0.01834357258959543,0.15222285429880875,-0.02801794840917405,
NPY,0.010951875611458464,-0.005072561853101355,,0.019375930111289262,-0.029916919482408967,-0.04903327803092357,-0.024442412965661825
MMP2,0.00912980073151765,0.05080953922434386,-0.061972450806982445,-0.02262367210895481,0.06522440247730865,0.0003863396572604887,-0.0526143368831427
PPY,,,-0.019317857620474038,,,,
ALKAL2,0.0009216633804367024,0.05771530265877225,0.0005861168505920369,-0.029849471191331137,0.012303725264211593,0.021999826215504233,
CSF1,-0.02320593565091192,0.07085505477358935,0.10500201413527802,0.060482851276984474,0.02993068915942119,-0.028644990250524194,-0.0016273093908430161
SEMA4C,0.02267205462036432,0.025913463691772637,0.0510142396415004,-0.008542198324826882,-0.015120570352293486,0.011506010106600614,0.04613810222479376
ICAM2,0.040965013250803976,0.03125324278851845,0.04093349107878369,-0.023005545142428977,0.03522929165040531,-0.01806624684447581,0.01514891742969556
SYTL3,-0.008050967430684675,-0.018587719590755173,0.02165101051585624,-0.0009707700076180982,0.04088912384246742,0.15568639906534543,-0.0055094701660606095
IL1A,0.0006556315014791201,-0.03652362351482143,,-0.027624470166238917,0.01483972159968068,-5.982692622959114e-05,-0.0544512255337514
PGF,0.0917477418178899,-0.00779883188519113,0.01925822478770241,0.06143475100871675,0.0806945897904482,-0.08205126689593949,-0.04579323244031276
LGALS8,-0.021218024545828672,-0.045727135641214695,0.06852530234475435,-0.043510558537193315,0.01424985951253632,-0.013331895090292072,-0.059908306447037984
DKK3,-0.028663886805437116,-0.17379382057277953,-0.07719853417129718,-0.03945046098017092,0.08420514633935673,-0.020005087634217013,-0.08270033959245045
COL16A1,-0.004862288699377348,0.07301561126638752,0.044086409863592885,-0.041889916766580326,0.054922692066760224,-0.020587504611099334,-0.014283775236790437
TPH1,,,,0.0021683479133845773,,-0.02583288488300479,
TNC,0.008910738121407271,0.09627466079575418,-0.0977684993627438,-0.014767652724214096,0.04321492239377011,-0.006564287360496321,-0.02208046564070746
TNFSF9,0.024396106876456675,0.11024704293420041,0.006428187678699286,0.007313136056760297,0.004954273678331143,0.017860197464114245,0.14563720770623087
C4A,-0.024307774413442774,0.059016964937215664,-0.006496981542494742,-0.015204742037439108,,0.0463978538433627,-0.04731726392470331
CNTN2,0.08072134572994506,0.20541715870850252,-0.008424563350435184,0.02197591180749398,-0.007599566036170404,-0.0007910239308090563,0.10210694824290976
F7,,,-0.0016753086206534123,,,,
LUM,-0.02610416055467114,-0.047496939997158504,-0.026595940067994504,-0.020765669511896408,0.10907222490923446,-0.07132680129074027,-0.033670279192279245
BTC,-0.003779387753199376,0.008776866657068274,,,,-0.02374950189074328,
APOC1,0.04273357386349309,0.20964307473327798,0.06175044587352255,-0.01635810166843177,0.06538764093165635,0.13333688071081412,-0.03140639060947899
PKM,0.016433708335426598,-0.12362262393030189,-0.1231198126115707,0.019968288540937344,0.0008277251645007957,0.02069546001101829,-0.022229940343703732
TNF,0.01373484452983,0.04717071583232546,-0.02973034868793756,0.015251877185160983,0.02558252434755434,,
GNAS,-0.008352661560204916,-0.16962123674866894,-0.07113174284938394,-0.0006497759751769632,0.03181576280054426,-0.002556543734350674,-0.01630738026653089
BMP8B,0.06960995834429982,0.026102457522408404,-0.025059041413786093,0.012629965536756245,-0.031285339785046745,-0.00482509929098259,0.08943152663660336
CCL28,,0.11189447252935028,,0.010633146990768777,,-0.019132688577381523,
PTPN11,0.018750342663487685,0.05192017123772533,0.04553542870313121,-0.0270272011132192,-0.04150585578620308,0.028646229799042456,-0.03443046796627833
ADAM12,-0.018043515684538956,-0.010593383798280558,0.07874826200953186,0.019840146884086068,0.012890320935197569,0.03201997006838285,-0.008092835090501384
EPO,,,0.001842015951832456,-0.017297027522648768,-0.00762650759749354,,
EDN3,0.031953106013400005,-0.0598697253387,,-0.017475507104797942,0.10242691047214314,0.06701991487464486,
CCL22,-0.020176499363716918,,,,,-0.02374950294180425,-0.041381361393268576
CCL2,0.047264406485688526,0.06609042930315086,0.03156212162405379,-0.02336127588639423,0.03841966981547154,0.07421225858305211,0.10127953920574824
DSCAM,0.015346702922197577,-0.022947681132279484,-0.02793798654136469,-0.02270864265407108,-0.029745652862573007,-0.021484313612743784,0.05526166229513462
ANG,0.057335671016710395,0.04615664437950929,-0.007919856122167935,0.049126803397630786,0.017193851546039814,0.01795813531892337,-0.055798944369245915
FBLN2,0.0056788712583523155,0.0032560690452910737,0.0054514445536680955,-0.018417652737145816,0.08944338172202537,-0.004362746397100794,0.023822922657566626
VTN,,,,-0.014372788478226371,,,
VEGFA,0.07985349562722815,-0.10979940333054083,-0.09910571201712784,0.022678347464538628,0.05688441311551032,-0.04268737308475417,0.02285073742735303
F10,-0.035077324821935076,-0.023716198295948676,0.05723385077111548,,,-0.020547792667881436,-0.03266236082809706
SERPINA1,0.016541200728623487,0.1258237928726266,0.05174119213509838,0.005941789672798112,0.028588383922499357,0.020372907192284836,-0.05401735568293586
VWF,-0.021449395387698494,0.07149114364479693,0.05191832985494491,-0.047132602564972294,0.0835051162284642,-0.05715638060516184,-0.04057228207201534
GDNF,,,-0.04450747432410775,0.12212157699921637,0.027581893593660263,,
