,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL23,,,,,,,-0.016265285718115117,,,,,,,,,
PLAT,-0.04495681629283539,-0.011824276833455284,0.013274461904931891,0.01584831783034911,0.02501071344724347,-0.014709001645007066,-0.05574141482775486,-0.08140348185191694,0.004038940780370111,-0.07092555644549195,-0.03515022276873797,-0.009897535293188346,0.04001219738383891,-0.00522636928089293,-0.042484877657011914,-0.040590278523724745
NTF3,,,,,,,,,-0.010877583778697257,,,,,,,
LTA,,,-0.01205589652017832,-0.017753055230659353,,,,-0.016464805647470757,,,-0.015172203168143371,,,0.0006018552204307929,,
CKLF,0.10119048221924991,0.007280121343529429,0.03636094732965944,-0.021462764542217957,0.007718256168634352,-0.027390450916433485,-0.1081522998303966,0.007572303377090744,0.000679239164205477,-0.1612096332314225,-0.09925857920361486,0.10205112847756302,0.021173321586690694,0.06848814601012128,0.062321146472598184,0.058305651587767154
CD24,0.023764175090882567,-0.05721777946700752,-0.011188365225759158,0.04424809343385789,0.028769530621010043,0.07949880696624928,-0.03626517212933486,0.04945141962541145,-0.009170256052382786,0.002240433192395638,-0.023885516611005048,-0.023398899583376303,-0.017959809949179936,0.08408656666414169,0.016422369589528602,-0.004846079643793659
HSP90AA1,-0.040512342973081254,-0.02407313323582418,0.059545608447662234,-0.014936584929937562,0.08812256452679328,0.02968358563943065,0.11156507390434413,0.03923765842304239,0.03366867039959907,0.24468838088417522,0.11809122356392898,0.011850404034266742,0.023092815785362694,-0.03657988243905074,-0.0675627878350768,0.1557672166004776
BMP4,-0.026929244342946485,0.014395419369191377,-0.012779957028111669,0.003926137346726358,0.029561918226311486,0.03652277073926908,0.024450042224616404,-0.02152003956360889,-0.0153744396821643,0.04225186315474703,-0.012928284151545493,0.027979299934956497,,0.04342386733963206,-0.031431707274724836,
SCGB3A1,,-0.011604525836065424,,,-0.016090383783265806,0.003965056425314336,,,0.010995209857015822,0.00015352569131033984,-0.010586962726735018,,,-0.028819638556969618,0.019444556646382706,
IGFBP4,-0.009102138119312363,0.015500373684743888,-0.036340195109304425,0.031654296705272374,-0.05074988779706695,0.008971177887631833,-0.06949522642353474,-0.022018963588517373,-0.014975597671827262,-0.08132293432486527,-0.0021303338428323767,-0.01269681911560771,0.059254781553745355,-0.06487608326223995,-0.06715101800040163,0.08140381522484677
RSPO4,-0.023064666524154915,,-0.019489733634444603,0.005910215973690945,-0.018570918460846953,,,-0.019149571319862956,0.08228932057001673,,0.0462345643334839,,,0.06575480186156757,-0.011882822452043848,
LEFTY2,-0.03863346562574139,0.013951423333074043,-0.0122039612721714,0.059009621236742346,0.02116365911695349,0.014390039598699944,-0.07617109840175985,-0.041371426757118974,-0.015182889259934582,0.03717078978458562,0.05339600266675366,0.1385442533056241,-0.0480520860994713,0.018617711357325133,0.008191927833426746,
PF4,,-0.012037832756044935,-0.01096647645281815,-0.012085129276895454,,,,,,,,,,0.00605955144582825,0.014762883153895017,
ANGPTL2,0.04021620909918881,0.031005963388995438,0.008446039187478714,-0.005677732318334891,-0.07773269335522245,0.051612858871275674,-0.06795817805783859,0.005727692554682486,-0.031198149402936703,-0.09499258893432647,-0.09059891012917975,0.057114133164882876,0.013632333555067206,-0.04251255818888554,-0.08982292861167351,0.026945144907412035
LRIG2,0.05136867920785854,0.016821275287620178,0.02802122318781413,-0.030943233659090973,-0.052675601306797507,0.01647961970285863,0.026292971110632817,-0.0019709467847598087,-0.029970261806628165,0.007083239768768487,-0.014133656546290426,0.08362485881629693,-0.04175049079969586,0.04546616945937252,0.0697677526791466,0.0860866860606241
ICOSLG,0.016638977989730373,0.07012498798394937,-0.04112536196283485,0.005509146567137581,-0.028066609642623794,0.018986504802405824,-0.05742909031142918,-0.005342677557362699,-0.020801698018755962,-0.07097003056738255,-0.03904428362369032,-0.02013935482702213,0.05515944193128505,-0.0008652942536106021,0.0058201784986141826,0.04163469302320935
WIF1,0.14279614531634563,-0.021660126144010226,,,0.06098097659212357,-0.046964000400151,0.09542383629962739,0.02220753298995729,-0.01489602447476386,0.24083859664456841,0.06376399318601485,,-0.03158006063472585,,0.00790805069575996,0.22936370481689833
NPPC,-0.03440649026301803,0.007447984546293287,,-0.018747015778997407,0.16694727563940864,0.03492755277214729,-0.03848835481339401,-0.028825759691511976,-0.013971691553844917,0.16589922163966556,-0.06959998116814169,-0.0233488684266256,0.0847508763381532,,-0.0014877084768426692,0.21333078359068242
LYZ,-0.005840012432841234,0.04542299983174425,0.04667473300266011,0.004196155306833268,-0.014854286393517829,0.0341820325957199,-0.014323729173557847,0.002614597258078296,-0.0023502378624632447,-0.182811630685702,0.03209776847375682,-0.06065499717382738,0.0056845642535415615,-0.03278164790380068,-0.007854404986571202,-0.08517095438716657
EREG,,,,,-0.02613368858683058,,,,,-0.04839699221978124,,,,-0.03477448579261442,0.04441534999166959,
SPTAN1,-0.003918935154763225,0.03539905879688282,0.013154555985256704,-0.003357315005174733,0.04727680387737097,0.01489668248493489,0.06803914857696723,0.005703296985768129,0.01030096899677369,0.22870736699284924,0.06207946614989611,0.025217614765989747,0.033029090959942525,0.11231798943631134,-0.08233429095487835,0.18216454701627718
LIPC,0.05311990557559334,-0.014737471375044078,-0.016505133160147355,-0.008537910941261525,-0.01797970566841425,-0.025287394603286623,-0.03738801573933349,0.030306363436913366,,-0.013627599257760603,-0.02383411235421005,0.045529324693271055,,0.04254100141976123,0.018063745054490262,
COL8A1,-0.04730299364803137,0.006014956615516472,-0.029159326169795535,0.03506131944287862,-0.04051354401766131,-0.0022777964588071363,-0.01270038783578079,-0.035168078538513566,-0.006905305228902247,-0.08891952478070315,-0.08865369087434821,-0.021486308351450347,0.011846812020630695,-0.027955495767256065,0.06045359359131659,
GSTM2,-0.03559169653656472,0.07290273381553723,-0.02403038233419295,-0.0247276884623423,-0.03640618316233416,0.08403530781767966,0.0172364615088708,-0.045528927793235106,-0.04644896045835304,-0.07697601238073298,-0.03363077591638404,0.025240790772984873,0.01811217135803682,0.079165028286012,-0.0003944181834338849,
SPX,0.10356601601045094,0.06632372918200966,0.03739465165276133,3.810959975932094e-05,0.08484906094705304,-0.04226830886720061,0.08054002613572567,0.059629130327235984,0.07446280749381749,0.09931588215756842,0.04911103615872147,-0.04335489395679827,0.02606060310973103,0.16000590912451212,0.015720368474012578,-0.021252619969571073
MFGE8,-0.047964308808366524,0.024340451434849038,0.030841687417495264,0.03345352625103983,-0.0686707180010502,-0.026295373994382552,-0.03268212811589081,-0.012628827272360138,-0.027337557951153328,0.08874758516786163,-0.028183159462288467,0.005241102083971369,0.12534357169878446,-0.03536417308838578,-0.010607417385247129,0.07907595918256392
TGFA,-0.10477476694928986,0.0444013534336724,-0.03869446915027295,-0.019281341529000996,-0.060163033054695,-0.03764112769118364,-0.04837959013035787,-0.07230807102264525,-0.026291993700455863,-0.07595081466337708,-0.05714887955483645,0.007277093697658523,-0.010904202220506119,0.12117703778486318,0.05583890526000231,0.009969209109471437
SLIT2,0.035769996849757894,0.09727215429944745,-0.006394260994755841,0.06073827996318394,0.05166238657750214,0.020640510440890058,0.1706289566142675,0.05884900144767893,0.006211785612615307,0.1617240433630982,0.14081233796263187,-0.0032675236242286796,0.00962346781991411,-0.055689002946199204,-0.008985188972905324,0.14515395357160654
PLTP,-0.03145529484180467,0.0031048283999846583,-0.03478697814636739,-0.01155137472531528,-0.06595885274773192,-0.006978993166547769,-0.08288918002970865,0.03803708734877498,0.003897102816338222,-0.20140422788458048,-0.012860779435046809,-0.00892333779903806,-0.047916628470916545,0.02708963463044775,-0.015026855028634836,-0.019520701901083588
APOD,-0.015812022666371557,-0.0119030000143577,-0.0011952838867966252,-0.008265071952775573,0.036086907584121655,-0.033415213171926354,-0.04248845628622403,0.07871418304477766,0.032626153498348645,-0.14314154055131156,0.08958987092755433,0.04241670326351277,0.01651790724780154,-0.05243185818062151,-0.03600533732191123,-0.0805691411359669
B2M,0.12133566694941904,0.010119733962383042,0.00887751571932449,0.014067942032795067,-0.036398689490338074,-0.03537500482735428,-0.10975021715499539,0.04681481918671143,-0.06684344021014157,-0.2749133318918857,-0.08787746584759237,0.05227504015534163,0.05939079891227711,-0.14383557528085067,-0.046333085921951095,-0.22265221916284586
OMG,0.09644789557763231,-0.025338386512052363,0.013565329510027133,-0.02212058357513445,0.04896880341095006,-0.026222583744934327,-0.011350904141377342,0.0563705206397832,-0.0017863063902785563,0.07575447626686592,0.05684274394242533,0.03956861451614089,0.008892803133336761,0.19516932385947514,-0.06595726978820309,-0.09454821923118159
CXCL3,0.02475595179015682,0.00613064579852767,-0.02254603192702708,-0.0056051114893180395,-0.055775850714599326,,-0.018768472692590542,-0.01490033875515809,-0.022948159157320156,-0.03713069851771001,-0.010926733760551904,0.011952573559184297,-0.04328227904216715,-0.07785254908964896,0.05420678170466943,
CXCL10,-0.027658924939666506,0.02948876176704292,-0.03677850708967703,0.01165113418842525,0.004010858131454397,0.013999269627117292,-0.11202035850639054,0.04027042672131574,-0.037698476982851274,-0.030081259943649536,-0.0173639022743736,-0.023348865887820567,,0.0704419035526275,0.03424034631384802,
RSPO3,,-0.015763273876612912,,-0.014034519958079939,0.10364457589920789,0.07240122398925762,0.00935549845573634,0.05011766895844121,0.084596603039899,0.13346680278004086,-0.011418226187612431,,0.09826306658394189,-0.02215692752938333,0.027389001349269453,0.10706507490162472
CORT,-0.025859554901201946,-0.034411568361229224,-0.019585432497078323,0.009070620531098098,0.16002872201503995,0.034657112984623456,-0.019735601388525096,0.03604462662555018,0.01200265414082471,0.09102989772348996,-0.03029219949376741,,0.13926762043494784,,,-0.03576618309525776
NCAN,-0.02261797693310439,0.0001333324080757828,0.005069381303697108,0.012024400295148556,0.13676040916784082,-0.020966041152792672,-0.007279462294280651,-0.04446098549604653,0.03895230384654649,0.2111291455403902,-0.10627685563901326,0.0071265841409235715,-0.02893450718222704,0.03212278375089471,-0.08077788111149567,-0.049437737776604124
PRG4,-0.03529222086955353,0.02107789048399793,,-0.01385146596026899,0.015037122087117629,,-0.02033392960292993,-0.024472391937724186,,,-0.013349793915735968,,,-0.020939413501897746,0.023450098540638446,
ZG16B,,0.005131081459190702,-0.013196372044578158,0.001835748654899207,,,0.06876143063574867,-0.013082782736980662,,,,,,-0.0026463288250732093,0.0158829678336642,
TGM2,0.04155483848630891,0.05608694913989024,-0.009365791284172916,-0.008665249228350973,0.06299157007505585,0.04689692337631452,-0.05801867280396429,0.01813226767664056,-0.0059875206620647724,0.03804107840475393,0.11318749689002526,0.003243298177066052,0.013041704887709065,-0.10642540906093324,0.049624973027403,0.12143214531542117
VEGFC,-0.02532287310659473,-0.022158560858811016,-0.016944649891253126,0.022581596903880237,-0.019816423461966142,0.02714009388382099,0.018123840946359045,0.02611501468616198,-0.04076540098874301,0.08334937491418383,-0.013623996811969493,-0.022860180147240856,,0.04413803182841356,0.05591708905042058,
WNT6,0.0732299734422328,-0.018723647767618413,-0.0122039615924583,-0.019158360977481165,-0.017738301370048642,0.011524832165453516,-0.019995757151615223,0.05580499571360877,,,-0.011890336447522718,,,-0.04314044384784675,0.04100036250794652,
NRG4,0.023905853723232808,-0.01068817677012083,,-0.016857867721051547,0.10005438581945383,0.05353652443730725,-0.025327199269594137,-0.003475777287677523,0.009667630170954344,-0.016268554786076295,-0.015893981373321795,-0.018356394465960203,,0.05489309679405394,0.025580200118626988,
PMCH,,-0.01231869892170441,,-0.010895323409318737,,,,-0.01914957039568931,,,,,,0.04922222834475965,0.013002476165500631,
COL9A1,-0.00518350296952977,0.04655153548421119,-0.03031163921860785,-0.017606812450914604,0.05341503979941244,0.0598395089299027,-0.025994347318588164,0.007086178013077124,-0.005774654147400963,0.0017584155148676114,-0.01811081392040238,-0.0018759574672872713,,0.13059813888982652,0.12926919759190283,-0.054494724750566575
GDF11,-0.027185856831737576,-0.008279346336965168,0.030710691725496987,0.0029378477413017036,0.017003022699571123,0.05553786498629496,-0.08466526084299264,0.0034332566256285424,0.02193840010904581,0.0058973970446274376,-0.0383630129411163,0.07963320036451735,-0.04940100179618338,0.06631719948067928,-0.0017704752230985584,0.02012159411979652
RAET1E,,,,,,,,,,,,,,0.05558271529922034,,
IL24,,,,,,,,,,,,,,,0.08717731755393998,
SORBS1,0.0361598844031725,-0.03437237662397371,-0.024623655753720414,0.01217639023479683,-0.035963316686175785,-0.05357783812921685,0.004431575220417288,0.057113352414117614,-0.08589565685456212,-0.06472346935945629,0.012503560005138328,-0.013003865719944635,-0.0003049880141692833,0.06820119716947828,0.0057048875760103025,-0.04622206836157575
DLL1,0.08112458122167572,0.007678888791905048,0.024187530900223103,-0.012994645357137744,-0.03403420389525425,0.016087418059715714,-0.045879648344315384,0.029132448815003965,0.030008615103337313,0.047342447842097624,-0.04113207981221088,0.05382430586901578,-0.0009415044939701697,0.05612452082533091,-0.08296900373757761,0.08622200568423764
TLN1,-0.0017385095494734013,-0.009071139318464783,0.02633716090594608,0.005923463164075921,-0.061451282581336066,-0.0019845778667236078,-0.0892527020361033,-0.05247617380855242,0.03495930163071038,-0.1678058286966904,-0.10841961195378673,-0.013435390891227774,-0.03563264943225738,-0.039636047982524,0.004916765329131992,-0.08353946293098537
COL2A1,-0.024498121064457614,0.04406644194953025,,,-0.011497896233927649,0.006913934493720228,-0.01876847907970981,,,,-0.011092878058360138,,,0.003792988649038535,-0.052800176960807556,
SHH,,,,-0.01439394735042306,-0.02914794487877599,0.028053136850686895,0.0372802755503532,-0.00038504125059495925,0.006689353199619917,,0.02153831937731629,0.17941717495355552,,0.032820728475092154,0.05181579935707959,
PON2,0.01111062985113604,0.04642006596209144,-0.06209911663978181,0.0012647328645988523,-0.02152896836618379,-0.04626054946588236,-0.11781330019197876,-0.0440653676549796,-0.05058593113895984,-0.015132140035558518,-0.08036184684700325,0.099356166421554,-0.01145178966958634,0.1620072845490579,0.04376901022687902,-0.08867940043075909
ICAM5,0.11095717570469248,0.03605405197790822,-0.015709239381083137,0.016130898221086928,0.009575690004345489,-0.012223403772149975,0.06254605172588035,0.09054390758343259,0.0026355512584637186,0.20552714699573615,0.12882333794467718,,-0.03558518016507834,0.049843626456878835,-0.020846939982215446,0.12629874384799583
HPX,0.0334041025340571,-0.0044451756417420085,,-0.007846221714596065,-0.010659421432099053,0.021459284142608837,-0.012415687334396311,0.017607488371897947,0.021176958885040224,,-0.026909943935854476,-0.024611208053433652,,0.010313135452088635,0.10079605043780361,
SFRP2,0.02297879757978119,-0.01542824802441444,,-0.01639314616206818,,-0.05716677485255887,-0.01497899089190297,-0.0213977253543965,0.016172015511366777,-0.12074107440080266,-0.020768909707636823,-0.024209440202473252,0.1139934707624012,0.06567651423474644,-0.007630869994869146,-0.0651408200715945
CFC1,,,,,,0.0034841138216840472,,-0.016464806642524015,,0.09224021528865312,,,,,-0.006865826554564449,
CD70,,0.049280458042636456,,-0.007166013103532974,,,,-0.030712629247940052,,,,,,0.015709951804244667,0.12700386306433725,
HP,0.05866564368798613,-0.010159900195751938,,0.00304334330707452,-0.03661288348893121,,-0.03575165905020412,0.004900114440630854,0.05251761642615238,-0.07366441754011868,-0.03697971186985461,0.06564975891506913,,-0.042153090725914895,0.044245760743775286,
