,UKF243,UKF248,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8812bulk,ZH916bulk,ZH916inf
CKLF,0.011269826690299755,0.04920728138401565,-0.04364649436711132,-0.12208646012847475,0.00391581203052458,-0.042468385114269244,-0.054121340616106524,0.045639341386488466,0.04875865167054765,0.07006075057743505
CD24,-0.003926030386560228,0.05563721198058026,-0.06472895660889866,-0.04507084252892511,0.013603488005922357,-0.08332028519917131,-0.014152179328781316,-0.004232573075997634,0.0009753452938427283,-0.012465548863430884
HSP90AA1,-0.08097629973052232,-0.039324730107790425,0.03669010614978296,0.12800911763893422,0.0078050558033114234,0.05519342148765946,0.12322591159858418,0.013027895544471481,-0.08920558409996501,0.05794108048359823
BMP4,-0.003759693581160305,0.016687527586328313,-0.010203837032070548,0.06150780396951085,0.026086338884130044,-0.011536614295925802,0.0008671228578315522,-0.014864489002978393,-0.021905327647656403,
SCGB3A1,,-0.011989086511101504,0.05523639377344029,,0.03254057470363876,0.015454569842008608,-0.01481907292966705,,-0.03216099797684782,
IGFBP4,0.0374292150583366,-0.034046431105384155,-0.04297782414929472,-0.05341840099207375,-0.00561448419213759,-0.033839124877071705,0.0198248242722014,-0.040453307273408984,0.007128809604330365,-0.0026377196666925277
RSPO4,0.1666106572108438,,,,-0.028949400445153563,,-0.029459410621404083,,0.07830197166162545,
LEFTY2,-0.03511230191037446,-0.07844873614253628,-0.04391865258127777,-0.08894975845516236,-0.012099658773927968,0.016927509248957823,0.06710647238355004,-0.04606669148901577,-0.06049088995878752,
PF4,,0.0981509637221288,,,,,,,-0.015808883380817172,
ANGPTL2,0.0007764995844428831,0.035628196185405026,-0.07130084046690315,-0.10800366843213366,0.0708040298937559,-0.001726459522493982,-0.060290393313360655,0.034797907968619764,-0.050177072252104146,0.12258339450665084
LRIG2,0.08197047246352626,0.024926342384018838,0.01249082698161077,-0.07740545200453702,-0.02093023453259499,-0.0014795167097505935,0.03499341158710455,0.01619214636231422,0.0008326547285490772,0.04268659025625734
ICOSLG,-0.035327161989331335,-0.01713191709168729,0.004414755908799725,-0.05331007381709643,0.00617279667752438,0.019288149529102298,-0.06688008050106756,-0.02345882950072788,-0.054734438351004784,0.00715789332101381
WIF1,0.027061302992237038,-0.02237791787880215,0.014069612297071685,0.2070484924787724,0.017787034766935363,0.06200643602522066,0.16849915268273533,,0.009209878106378706,0.15171068748969951
NPPC,-0.042781389055695916,-0.01713219746769135,-0.026723572970483805,-0.038060546667122476,-0.006283087769785797,0.038363123152850745,-0.041261567892519314,-0.02531274488317785,0.022217990935363176,0.1389897790096424
LYZ,-0.026313274327806526,-0.0059073628776104906,-0.024786599336238713,-0.08681202544236921,0.016272875365012842,-0.04470509701559197,-0.03329009375806974,-0.013096300683270789,-0.027675904817870103,0.00377896018640239
EREG,,,,,,-0.047750766510666544,,,-0.01820070788095128,
SPTAN1,0.06923951831437651,-0.02012379735121752,-0.0182768280369352,0.061218480153284176,0.011876962114701291,0.0022957249130065036,0.09127427863870147,-0.05967652871649207,-0.007726369088832324,0.1829213332730842
LIPC,-0.014527546442214748,-0.015225854271542794,-0.02376003258518354,-0.036972438150118137,,-0.029326866972587337,0.1008291847964577,-0.031070117473160727,-0.024653007328976975,
COL8A1,0.043503107049058375,-0.05117521708766261,-0.005479285248636156,-0.011315202658696481,0.03808241601184356,-0.010399893351684451,-0.04931340314323034,-0.019045078033650308,0.03151696493676148,
GSTM2,-0.045704447503472995,0.014426885754125356,-0.012956562951179966,0.02102583817662651,-0.05651211291088945,-0.03490290963290815,-0.002463305984622844,0.20667572337037038,-0.0378952273981077,
SPX,-0.03564870211332441,-0.009824698069019417,0.07875366793714864,0.017166538191115157,0.010389486486748112,-0.045356569022524766,0.13955882418125173,-0.06812954120004099,0.07102651503738024,0.03991368671152739
MFGE8,-0.040117335989101645,-0.056668839473631404,0.046426062912952246,-0.020063329886919747,-0.01740696574124696,-0.04889932983373343,-0.023516807267089213,-0.07735527995003057,-0.04648900611583587,0.12274247094772478
TGFA,-0.07534996847901887,0.023887874504456473,-0.05945721618718531,-0.08839989625776982,-0.018177733828293394,0.013889660157893372,0.0027433465145364254,0.03348244088614996,-0.011777750238433806,-0.06314663687430508
SLIT2,-0.028184735110807668,-0.010914911739859862,-0.010591733922182317,-0.004036166123293118,0.04282982953390021,0.06331962367420679,0.1391190584847028,0.08211149300387895,0.010027617308500127,0.03769956068541317
PLTP,-0.023763385939029286,0.009232893693658244,0.024811390356330905,-0.11888644049198444,0.0437352478889518,-0.0916556641843819,0.006838688574948081,-0.0564165927502912,-0.025218755115848646,0.038151943227482644
APOD,-0.034647366248525484,0.05840046230818729,0.04426475000083856,-0.1306307615435757,0.02189894300067623,0.029847149923321402,0.008365030626257772,0.058915228898202374,0.10306588385439418,-0.07194835520067318
B2M,0.04197152623560903,-0.04683232286320774,-0.039396645129092626,-0.1545405833008498,0.04863244511413574,-0.07191262359921341,-0.10874149195215373,-0.018674861826969334,0.026060388525121197,-0.010014141436582226
OMG,0.05242024865541152,0.05988028777623736,0.025601255005218815,-0.05873907276226352,0.01880102727125404,0.026181469861674554,0.032829433701466744,0.04978409875626613,0.016937732980838744,-0.03412651147430797
CXCL3,0.004998453199586915,-0.03071218642525331,,0.0026702986577262704,0.00934244681330412,-0.0514550365817455,-0.01529466653091831,0.09020748791871946,-0.047846451830260935,
CXCL10,-0.019298744957839033,0.04410538514816576,-0.020943032167270472,-0.10205190761313829,0.09868228004671278,0.0020245587415209042,-0.02430507604393065,-0.025312742130833583,-0.00973603398694002,
RSPO3,,-0.016285650691349206,-0.034417724885641085,-0.023212016452975975,0.0076559084112121124,-0.042296786011777346,0.13351377589233387,,-0.04821378670368026,0.11938104002543223
CORT,-0.023502641667071042,-0.035551928264338485,-0.0352505743507985,0.030958693358847003,0.02991466008521022,0.02715849296211831,-0.03410110874689917,,,-0.03316637424832603
NCAN,0.06548180427239389,0.0771372862179726,-0.049638443659560834,-0.06415040502971682,-0.003741127032577452,0.04820553254655398,-0.11040003684395748,0.008841507461340051,0.032845128584084116,0.01632621800227243
PRG4,0.023411106545626413,0.01966544290654766,,-0.0201079126486584,,,0.054868971149864686,,0.06746456129670175,
ZG16B,,-0.016625244453591134,,-0.0037925184999474146,,,,,-0.013486598879939577,
TGM2,-0.019073458862496877,-0.07477180369887818,0.0021800647935226246,-0.021240216200384767,0.0027023312086798556,-0.012818604836530821,0.07675367120824586,0.010414224690021609,-0.003309533003746371,-0.06502337846657351
VEGFC,-0.023014874574555932,-0.007035587930148934,-0.01913964563711966,-0.011226746020813442,-0.02629247571634736,0.0516922403883785,-0.019070153316048465,-0.024782952967036885,-0.0032576788891135627,
WNT6,0.07075453667578518,-0.01934412797735479,-0.015715346274598755,0.040173708213290256,,,-0.016643466830118706,,0.09455569954010469,
NRG4,-0.021752672516784106,0.20576860720030915,0.06010754356790966,-0.025045680814926283,-0.00408809453285017,0.03278999494366794,-0.022247558170695778,-0.019900353267739923,-0.020957159740394717,
PMCH,,-0.012726926473594032,,,,,,,-0.026838659146594224,
COL9A1,-0.03388794956373628,-0.03335110150098178,-0.012224435390051486,0.019320281045305567,-0.01442505211108664,0.06464815444066238,0.028696043231586116,-0.04402930167570339,0.09214097526899925,-0.05053355653923409
GDF11,-0.04794489490042635,-0.013821551665713845,-0.00030963621837240183,-0.05080897880990652,0.044796471644142,-0.07789441489964533,-0.0258466550682606,-0.05710507358873447,0.0009808912944557558,-0.03056750018627395
IL24,,,,,,,,,0.06105425892533718,
SORBS1,0.08040760695488582,-0.032685317160569057,0.0017316819784899047,0.060755369787585486,0.039465065090639496,0.009428485056298508,0.015763934216395,-0.00872726163010426,0.05083885615826318,0.06810627037529744
DLL1,0.06677132645552036,0.07198600057783655,-0.03750328570827853,-0.0504014168137459,0.0075461663370197975,0.0015883088370764022,-0.06472270251644383,-0.06337267623034863,-0.011899814788316218,0.1383895403064703
TLN1,0.02916587603479306,-0.03643610897640043,-0.018763483610564954,-0.12306262837771723,0.0033204110891269243,-0.06513018262977954,-0.08774198902544053,0.04039555578088193,-0.07308731830767984,0.042386673871371267
COL2A1,-0.02226529277453691,0.0060704609882513295,-0.01702562187055229,-0.01855986251809381,,,0.07075962431007003,,-0.01888127606135683,
SHH,,,-0.018583534878645634,0.011876813515782316,0.040033849210809894,,0.12254080702778207,0.010163824886912627,-0.012453385726563461,
PON2,0.10033399278032412,0.03239583754264281,0.0037641758429051643,-0.13731035700630806,0.053148437473867195,0.03238397868150804,-0.07915259252252235,-0.004667813160298479,0.0749918235655975,-0.061258614848652276
ICAM5,0.01679442140127661,0.016122105973907532,0.06294366183424396,0.083165729836244,-0.0013943468839348661,-0.0045107466086147805,0.05557345282094541,,0.025999083002049245,0.0971550273621764
HPX,0.06823013914632997,-0.0299587679500032,-0.015715347334709775,0.03347902933603617,0.012588303258401448,,-0.017856404056417204,0.01046291162486684,0.029732579031516392,
SFRP2,-0.02898812285848138,0.004955754649278945,-0.0263260915563766,-0.014812495484199722,0.029214461330255844,-0.021824548014434893,0.017907753774904136,-0.052641079545673077,-0.030919125296086827,0.06713494958954251
CFC1,,,-0.026555091049813104,,,-0.03740413452633284,,,-0.01854378891766211,
CD70,,-0.029121112996734012,,,,,,,-0.03681580048511245,
HP,0.08310011505844783,0.06135282587970036,,-0.054172896459083304,-0.025134722986931306,-0.060874799010064776,-0.038861752000500356,-0.025487228705755306,-0.038356978805827495,
CXCL2,0.043148565959864826,0.033387250823148584,-0.024288749632563354,-0.05407770016588855,-0.034329273961351645,-0.07021628682718895,0.09939484667275592,0.03523202046478833,-0.05799242665083898,-0.05607487809552736
NPPB,,-0.015467081958400117,,,,,0.03325040013817943,,,
CCK,-0.030559256928670734,0.04575915978893128,0.04553389287354823,0.15856483727725298,-0.021460092034489932,0.044505659284485535,0.12122288739363166,-0.03412643880745515,-0.027741055366448025,0.19183525399551113
SEMA6A,0.060300430616429694,0.04269096375532195,-0.019781065927633484,-0.15139847991867825,0.042455275481715724,-0.018078960114344157,-0.09087411167771388,-0.031459064520477927,-0.004428085490067525,-0.05543704801026174
IRAK4,-0.05640302938091201,0.03883482152413246,-0.03318919810434129,-0.05245087453418948,0.007264894009788476,0.021543793619195627,-0.05034263622378247,-0.027906477432353617,0.04228210620092174,-0.007183544986068623
GSTP1,0.0037918088817133146,0.053178600843654535,0.0012271682207829406,-0.12418544271223034,0.05037043372592506,-0.07303104269374878,-0.09452088067012654,-0.04145421517965696,0.0654950498787562,-0.1186294722011278
VCAM1,0.09749059937471097,0.01746008348510471,0.008487784324241524,-0.09543372141572631,0.004025722557269915,-0.014020952337307699,-0.021736143277436063,-0.017462298694522774,-0.04817501851384174,0.049285517760904875
NXPH3,-0.011861488501094138,-0.04688653084588353,0.001092109392454245,-0.05912415466965573,0.002311181907832023,-0.03720355038375286,-0.03263592282539618,-0.009040165740129355,0.009542083227220598,-0.02346810809249875
MTMR4,-0.02894053211046465,0.02545436187154593,0.05660655732794913,-0.027975452684964305,0.04185353882655555,0.03282720815564136,-0.003441626344524237,0.011551217120520419,0.03076633974645207,0.09212005852663376
LAMC2,0.039867067173174835,-0.012140042050310202,-0.021532566897256192,,,,,0.13433254025604552,-0.020180965338846626,
IL10,0.06399101603643284,-0.025650574452247055,,-0.024354683592142587,,-0.05003780787435632,-0.017070499675635648,-0.018559373122542088,0.06816627110243241,
SEMA4D,-0.06015623835045523,-0.05668985686054507,0.0065937709599392155,-0.10203125679044225,-0.043887001565670346,0.02728377992334923,0.019866046759677042,-0.007474201429859622,0.08432620115298431,-0.08643333143163925
TRH,-0.03876477055913948,-0.049360219536709736,-0.029456965723564023,-0.03845076063955089,,0.049684177352005456,-0.01680413180693735,-0.019322521212960554,-0.05265249851642385,
SEMA6D,0.05815569177865112,0.06441542078889531,0.03350663766062178,-0.0367610195312219,-0.029566451838796776,0.03152854337922697,-0.07955940323415239,0.015422908395375875,0.014267215916590394,-0.024936650495505617
CEL,,,,,,,,-0.024455055193180416,-0.021560608186635244,
PDCD1LG2,0.009713705638879019,0.06472765616570395,-0.015121259480168452,-0.02321135495339915,0.005421532651410515,0.012871966449700614,-0.029201117323332852,0.005843469517871601,-0.054049695037200716,
SPINT1,-0.03075625723725051,-0.03071219454305764,-0.019558430775661904,-0.046285920763255134,0.009534997300576073,-0.045602918231228355,-0.025055818560856546,-0.03801575823630664,0.08766764562536954,
CTHRC1,-0.05792033695555434,-0.051104567232474626,-0.028929193546002784,-0.08404804340894863,0.02603365341662082,0.02815098470461732,-0.04209295932274142,-0.02067419392760075,0.015376310953157182,0.07086250204844997
PODXL,0.05020749677011826,0.029377484815773822,0.05194750224619247,-0.10667283632678316,0.043972534711938426,0.012490118877943792,-0.04705683473279144,-0.061263992176284504,0.0269888662920556,0.019609719460928515
JAM3,0.06122706265662025,-0.0038680406114950908,0.06811888437720014,-0.13255247661991754,0.002665092601882923,-0.015265081997607408,-0.0523681493158552,0.03556174634559691,-0.05069366334371276,-0.10883981206177747
TGFB2,0.05712923010731383,-0.07900634122250574,0.008864257976474567,-0.09077666274923274,0.03482135740415207,0.04802863147499843,-0.02445385612384005,0.028843617932872864,-0.010046365663183326,-0.059902077226410264
COL18A1,0.09207850390212428,-0.02998598007824425,0.01565872664177768,-0.08806276094199396,0.027964233766386088,-0.06783042478728507,-0.0051007146318503725,-0.014961441038368432,-0.024305485028084814,0.034903769851493176
NODAL,,-0.024944386757079478,-0.002916327835344634,-0.04891160545412071,,,0.0002416262543192142,0.0773921439241139,0.01278995421801331,
INHBB,-0.04918151507724784,-0.027284437900291735,0.009172054451783795,-0.025965867006135002,-0.0014668530851304133,0.05041371531284775,-0.0629838290541947,0.02461605542925142,0.053505543725494174,0.12293674945928926
LCN1,,-0.012140044781869095,,-0.016287355926413775,,,,,0.1936101180228075,
ARF4,-0.01812057253954486,-0.03805431810840013,-0.013009289774665842,-0.03627632534113567,0.01361523868315474,0.010093287521263138,-0.07268460222196559,0.07658417530185839,-0.09746754582697859,0.006864185817157787
CXCL14,-0.005604627232880157,-0.013600581043831002,0.03544092592451592,0.07271894694831856,0.05139442376547273,-0.06509222621238778,0.14729328211029302,-0.03067395821683251,-0.03141524181971899,0.1665802480312122
LIF,0.08214190572818802,-0.059957686742537805,-0.019076685664714866,-0.05111937321192067,-0.02010840673107979,-0.008743999172319848,0.03165276564265208,-0.030427594763415652,0.025214522577465932,
IL17B,0.09983840716109729,,,-0.026898810278490358,,,,,-0.016004428331683987,
MMP1,,-0.01673705643851629,,,,,,,-0.03581668358625197,
MATN1,0.10138565308003424,-0.01593952463884859,-0.018416456391409892,-0.017076185393270694,,,0.006270912715708421,-0.019462761763254878,-0.014584996247905636,
ADAM28,-0.038899346902099195,-0.014256269940675479,0.024260858228538264,-0.031412217142012464,-0.018791962515712496,-0.023275643972267612,-0.021178424960506842,-0.010812791373851978,0.08948363410059071,-0.05104593447311316
TCN2,0.04305350530454621,-0.044225293194588865,0.033997523684118215,-0.09708641483687667,0.032698014515391054,-0.05247093318397792,-0.010036146128244418,0.023810712210848243,0.007340498653923767,-0.10176700792502733
THPO,,-0.003523900403241665,-0.026189003996257884,-0.007476822420003518,-0.006034839694157584,-0.009830449377021011,-0.015527226421417394,,-0.021856942951189208,
CUBN,-0.03870229317760605,-0.005323683840370532,-0.03276234384597141,-0.04157160724631482,0.03618808472641314,0.02978205656398671,-0.006735593293452147,-0.0455180208582684,0.029049039164875865,
TIMP3,0.040890097348101125,-0.04434032347395299,0.02522423190862017,-0.061754396128939106,-0.0036661900771393164,-0.04200398859484601,0.03392193710296576,-0.027270125056956966,0.05638287930169938,-0.03574321668945214
PIGF,0.022797674566100698,-0.014309089024257059,0.03532598975548952,-0.12176230063415698,-0.012190578543161643,-0.02203059102722295,-0.047752667390840706,-0.029332283532648978,-0.02961092010973301,0.047629751714694496
CRH,,-0.014223507837572109,-0.015519700457887848,0.16158680236482403,-0.007439050703448141,0.025619494391033202,0.043750953705742314,-0.03280424093049904,-0.031943443846757624,0.1378494771706194
BDNF,0.0016556964921780985,-0.03341527296023057,0.02345112682477266,0.13107321339561268,0.008380436272306708,-0.02131785840181806,0.04151077743694734,-0.04169913615235997,0.03821147125900979,0.14392465345799046
CCL5,0.013663113619826235,0.06914991912532044,-0.02267046269235019,-0.03697243611436263,0.047996843782056105,-0.023455238805354477,0.06028843353112711,-0.04236216602356303,0.04093254733466441,
GAD1,-0.028798291017703332,0.026461789932762502,-0.008147544882532227,0.12780459813224482,0.025614734960555358,0.0501355158685755,0.12383280558109001,-0.04693510874173759,-0.03978659263228623,0.14471258372317694
COL14A1,0.07158415302903956,-0.028766898142774226,0.04108450726382403,-0.028892827772803734,0.007514100381534204,-0.07324173252167816,-0.01060117784527626,-0.03877158785313167,0.03064856110791014,
HLA-A,0.08212719677882663,-0.04177768693820076,0.012998245303597725,-0.11493394717977559,0.009090111488925422,-0.06941264843459122,-0.05996658033764129,-0.061103710003672554,0.009352757898242274,0.11563271312065657
CD5L,,-0.014223506192020592,,,,0.03546920715252795,,,,
FGF18,,-0.012869702290040079,-0.0035226178578217984,,,,,,-0.02002256696314498,
ADM,-0.014681096198321655,-0.04398391234188152,0.0573156896583624,-0.0611395551176494,0.03951248553003961,0.01796049801579121,-0.049892430176208556,0.033981118689342296,-0.04710632859498802,0.18635922500291782
CCL15,,-0.023730660179307188,,,0.049329934566969894,,,,,
GNAI2,0.0658074131309717,-0.03990156568229831,-0.04153394058693394,-0.1338035194793404,-0.006719688788359751,-0.11383410138840022,-0.09597958387993166,-0.040451313573794674,-0.04856026710097244,-0.09697431446212743
HDC,,,,-0.05330859130231021,-0.02822094683847569,,,,0.08665031642463535,
COL11A1,,-0.005203138606682247,-0.02787405305142335,-0.015602377157766145,0.02865915499116358,-0.054946844974735204,-0.015041693473603939,-0.018842185802732826,0.0024553386326894053,0.03511020122186731
NUCB2,0.03804365508910347,0.04066554263728699,0.021465792054593813,-0.0047876065555351646,-0.008268783047569608,0.023018600600680113,0.06287065624641507,0.013522948593612593,-0.04645443910585586,-0.010621012550474283
FGF16,,,,,,,,,-0.014371611255879756,
CXCL1,-0.04851178005483764,0.008514431618563901,,0.03024496543585914,0.08048630001616622,-0.025510825052838113,-0.021064553447724076,-0.029255373028258445,0.037407270046182266,-0.03580340617893783
VCAN,0.015076272846026237,0.027536765431671138,-0.021973016014088655,-0.09525116848121294,0.05430898238149726,0.007531269646442038,-0.13375610069880914,0.023777889331202378,-0.10740368952631803,-0.027590989317981533
MMP7,0.02962254874295552,-0.009067357936085402,0.019432466811634404,-0.011888426617355051,0.06691011376453015,0.005103218096890672,0.034252480745617056,,-0.14046559619251572,
PTPN6,-0.05045127319843874,0.001937929930849376,0.005427929978160521,-0.052101002228611845,0.004611475656161371,-0.00993708459987407,-0.001900680982433987,0.003347789415650199,0.03961671291194167,-0.05347514446446862
PTGS2,0.028300827067007057,-0.04577019150996715,0.02656746344256743,0.15671233608165688,0.05394154005922131,0.0009207664220736045,-0.03584062666449312,0.01730686852411713,0.045523794333715784,0.09179884857073468
XCL1,,0.16358105950999802,,,,-0.008113814985800058,,,0.012931241630964862,
CD58,0.02157866790595141,-0.06080132526368359,-0.00683710092751141,-0.13911445691458485,0.011342944389908875,0.02078245346039615,-0.05646482481413259,-0.0017455247914648876,0.015000811057057223,0.07228403182715291
TNFSF14,0.11788618311596798,-0.015704923721363322,,-0.02477128399694133,-0.024710896606107285,-0.060022139934464064,,-0.01427961125645461,-0.012069205325228987,-0.038878682074777626
CNTN4,-0.03094752150887237,-0.014402904603065828,-0.0046673870937867495,0.026043528627743204,0.045164928659482365,-0.007789510718940901,0.028675718978920746,-0.02442426056292871,-0.04846962562996203,0.07578935279317554
INSL3,,0.01042236731190252,,,,,,,,
