,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1
VEGFD,,-0.01336191288061253,0.01658969662991504,0.0008734468979633066,0.031999271098001644,-0.0008117668796343235,0.030179898154325667,-0.023005181271829545,0.18733225953414143
TNFSF13,,,,-0.010351961194341192,,,,,
WNT5A,0.03564368375829676,-0.03253721854645397,0.03587931117251185,0.034870618246432915,0.11984904721654248,-0.008972640213843098,-0.03376515949652359,0.03777490754434252,-0.004828057487929314
CXCL8,,-0.06862764526949404,-0.0032752126091287574,-0.022674307279614506,-0.037693611076663955,-0.05239870299507085,-0.0175548968088866,0.0004716410841126952,-0.0894267481440127
GRN,-0.011501879096843531,-0.009886681071552656,-0.00868281102360497,0.05408737400776842,0.04217343821491148,0.016371183290797713,-0.004376182442913987,-0.0029773056960384807,-0.00979913969261212
MIA,-0.025266090654421775,-0.010583045946449718,-0.02595417664552904,-0.02196756704245254,0.032058344879289546,0.0484448214822725,0.01768306105854648,-0.03150665002310139,0.07256683018321246
COL4A4,-0.022355339824879385,-0.014106082767676503,0.02659668180432252,-0.010387143417031971,0.06370473909621967,-0.020635769829905688,-0.020953335884121172,0.013964113612083218,-0.03209427294385607
TAC1,-0.019303087731906105,-0.011266288971719073,-0.027355539494037632,0.004355274354424509,-0.020790922639599852,0.03536178615980717,0.021530487893658082,-0.05416335777424249,
RARRES2,0.049769287688765755,0.009236033180024637,-0.04175465207705396,-0.013546399560912133,-0.05390588667190328,0.04815058073178022,0.0763868807314718,0.09294940033022067,-0.0018191526981929675
FGF7,0.007217433727365989,0.11432298103227675,0.005568712426779876,-0.026602503744701095,-0.029691151873204487,0.03853891564788115,-0.009748457134050361,0.051190286019413646,0.013986835667913021
HBEGF,-0.06426369225950675,0.009582120519573405,0.022384287933978876,-0.05230684773164875,-0.05834698905239974,0.08093404940334925,0.025656194149841386,0.06510779475032953,0.04532186727060253
CSF3,,0.05903690876928544,,-0.017887844978990566,-0.04390539271590815,0.04781976683273841,,,
PI3,,0.015685047670758137,,-0.030869019925280072,-0.039265287367864145,-0.008730341466177545,,,
PCSK1N,0.052516158263241026,0.11394771966201281,-0.0046764556751999545,-0.009442119174189308,0.030227277678748013,-0.009346216820023403,0.036780872316425836,-0.025841054157516294,-0.04617423238750542
NTS,,,,,-0.01221104896645545,0.0011109737259572547,0.06783642441761599,,
SFRP1,-0.028086480241806877,-0.041941847748541546,0.12099383965942614,0.008796500465429267,-0.017690656608685115,-0.00628389984748669,0.0694137270545031,0.010809508381837932,-0.042978632652626976
CXCL13,,,0.0629975079596848,,0.024642984771162932,,,,
MICA,0.047845850416897304,0.027234343761918245,0.018004533751305875,0.03180252605876766,0.015549838159505443,0.0163643382361274,0.05399726449699822,0.0492520852409564,-0.053228281654358146
TG,0.061069027989267326,0.01602672194999889,-0.02770671530950435,-0.01413134245109597,0.021531706073030146,0.0028176936053408044,-0.020219413212683772,-0.010203271975735704,0.026748339763683633
ADA,-0.04888310628696321,0.08670045817184051,0.003663927157337743,-0.0069258552887965135,0.03109570093463085,0.04967491656612396,-0.03175117655582217,0.03648782654893041,-0.07705212148393176
LAMC3,-0.016748986461038593,-0.05409476501830159,0.006786225422156369,0.03346072051514305,0.017625684514415676,-0.011428974320727332,0.03832990589740411,0.020773266597827567,0.06576253781517814
CCL7,,,,-0.01021693801408242,-0.023243753116184002,,,,
NGF,,-0.02901869783062619,,-0.01074295679880466,0.04982839226888943,,,,-0.057225093724735304
TNFSF15,,0.06860972848772365,,-0.011377060182717915,-0.01720959593134575,,,,0.17882734608176584
HMGB1,-0.009801179495712499,0.06297359240737677,-0.03427169505648954,0.010068507110510902,0.0015825840010816516,0.02652679237757629,-0.06042523789224124,-0.014181463347509303,0.02703004497178766
ITGB3BP,0.0049749059513363785,-0.02053274246929984,0.05615642004544998,0.05137675233126814,-0.06283405815029827,0.03198016976491799,0.045766410813349825,0.0950047215142484,-0.03507173835200943
AANAT,,0.04266215174119036,,0.07326230124392402,0.03207157979671148,-0.019693277878837085,-0.01818343646478513,-0.028793840034990057,
RELN,-0.018533165226478507,0.044178469956890655,-0.010745768896162319,-0.01796868828075927,-0.04668299368698065,0.0331450289143157,-0.04003405746270101,-0.021133316943674384,-0.06122922020729664
IL15,0.09553390755982612,-0.03941375493163423,0.029305218238661248,0.007728613876819296,-0.04463653591139498,0.022232863619890096,0.029260431809121294,-0.026704955802815622,0.09960792543302902
UTS2,,,,,,0.01336373727267345,,,
BSG,0.066974187498516,-0.005368559113255921,-0.002480192255591616,-0.03578193071419717,-0.005962829935164468,0.0641320438130506,-0.05761158488802837,0.04618516014125949,-0.04276655124633829
ADAMTS3,0.013687673771189056,0.030727758892941413,0.029615644585239007,-0.015437917592929633,-0.0029222645591036613,0.013843558928765999,0.03492151672287604,0.11637171384003,
CD34,-0.04271308951093133,0.101892579231884,-0.012911008665543016,-0.03829914922262591,0.0002709404890771952,-0.003997401581936387,0.020206250884640658,-0.020147512513022714,0.017893543697813902
CCL23,,,,,,-0.022407824124010704,,,
PLAT,0.017119523799486096,0.10074585704225944,0.001175417313885105,-0.009390070530073628,0.016657524800309808,0.10515823706660572,0.05003001403380534,0.0634402012560014,0.037564704413949816
LTA,,,-0.020375605527523634,-0.013094779544502238,,,0.046612713604403014,0.0004290976359216332,
CKLF,-0.050191313410291906,-0.03128376204030201,0.007517046488863189,-0.03029018819523255,0.04557110544893796,0.06979447955213464,0.007274810576167805,0.01179335474374407,-0.019610142425990733
CD24,-0.05165636290249444,0.0033316376084699508,0.07438917000913782,0.04959669551251279,0.050601738501397764,0.04093950103908593,0.0618095333396987,0.0032191885000920025,-0.0030024661568900705
HSP90AA1,-0.09626724297964631,-0.06569131708403392,0.01698734356102882,0.03873424304622454,-0.05111903217629828,-0.02693160593218244,0.07616050028474822,-0.0919771423167423,0.016027683066248976
BMP4,-0.023006884940180133,0.11597747600085716,-0.021599336277287075,0.01033341274135199,-0.030093596218092537,-0.013122586038066581,-0.03808365641015139,-0.022755383358951005,-0.06077215701123691
SCGB3A1,,,,,-0.018466774006356663,,,-0.01863436730116899,-0.04397900944639679
IGFBP4,-0.012738603694676545,0.014931203373884098,0.028641281534596955,-0.017099531312591565,-0.011586397805385885,0.047606393746872616,0.0018680458456605833,0.05320432868377233,-0.04313748785899875
RSPO4,,0.0330844012936242,-0.012032648314064504,0.009414471007771022,-0.021313659072793808,,-0.020368155187737207,-0.0370439824812669,-0.014748313485143518
LEFTY2,-0.02213430136918778,0.02951637684694655,-0.020625848964342466,0.0249384881223883,0.0503557776951975,0.027201903530627677,0.04330611167464972,-0.03296697377685262,
PF4,,,-0.018534382561720446,-0.008914077131605826,,,,,
ANGPTL2,-0.029905661132982056,0.06609922313379887,0.03257628665766851,0.031211482853316878,0.03160444678130578,0.022912002687952994,0.10962055081730568,0.06066893980214096,-0.039446685793762544
LRIG2,0.08474812001348463,0.05352221888230241,-0.0032818625278987893,0.0070670489552191705,0.0634974794733323,-0.008539778769919312,-0.038502997223030015,-0.005328858329121537,0.06996863949118381
ICOSLG,-0.009634075383565806,0.03616018577321734,0.06874677547476267,-0.008121381146746534,0.1018060489596501,0.07101441125227351,0.023743341268463797,0.11320111919654936,0.058848938151288825
WIF1,,-0.04019340381362509,,,0.03924957634910636,-0.022386311445975242,-0.01571762292471843,-0.008426149621870924,
NPPC,0.05163556427513618,0.03443153300594238,,-0.0138279318998186,-0.025926188323200938,-0.024400649834876127,0.03651716910842772,0.11183584472203181,-0.05479797114800025
LYZ,-0.07440117332471304,-0.07499420182583896,-0.027754281828152563,-0.07031433131641174,0.018962930397305525,0.06078162020856837,-0.01925974624998585,0.08057371121628985,-0.035919885873864285
EREG,,,,,-0.029993375396515875,,,,
SPTAN1,0.07949984610554385,0.13731624805425088,0.016560808795227238,-0.018213028867671295,0.02935890977983365,0.08157030838900778,0.031327335059463675,-0.017401883338852984,0.010743400599924239
LIPC,-0.02862152057500006,0.06333063680483167,0.0063167069845053315,-0.016019260502362218,0.03327618629655547,0.04960122809483373,-0.02196462536582519,-0.017407805435244162,-0.0492710043061921
COL8A1,-0.038135414139965775,0.1374515778084593,0.0046083884819983455,-0.04130878587866796,0.007692465087651009,-0.04526541453405313,-0.0018615389388924003,0.05775347126378168,-0.045441519462593706
GSTM2,-0.03832767355726051,0.055760544524387175,0.044046738397452344,0.011054363479876858,-0.012459372942263625,0.0023214421563728257,0.008178686489873643,0.0730678706185522,0.021331149697303882
SPX,0.05995271037557139,0.045860223681221175,0.04930263007940577,-0.026249359253135006,-0.04138569682576685,0.03811231254412528,0.02681430150979106,-0.04730370434888758,
MFGE8,-0.039269470196274324,0.13049691257959237,0.031120020608095197,0.02149807052720845,0.03287201531882045,0.01325841411630497,-0.007913269439011668,0.01767163168377945,-0.01614448449146247
TGFA,-0.013075589344540442,-0.038510180517696176,0.07872030017646578,-0.017947373316874012,0.058761259771544117,-0.004714669464443213,-0.01848183478318855,0.06821131918849412,-0.04444002182561668
SLIT2,0.057373304553657654,0.023705790014526818,0.04373959087951841,-0.030338897425529667,-0.03905980424541942,0.0007617152175795456,0.022057472094325223,-0.06006971563039095,-0.03348710650926176
PLTP,0.09249231625788745,0.05408202227678889,0.00422950035938399,0.061529322897350094,-0.0381238927567244,0.04144636750937262,0.02774798658647038,0.04461731020257211,-0.05728994779089116
APOD,-0.06765718958173635,-0.012007660480149437,0.011486891333600516,0.030207093267602576,0.06356439452587187,4.9363583469784344e-05,0.0035651524693949372,-0.01128875535204772,0.015067780496317493
B2M,0.05822474779564855,0.03380461715464992,-0.054152573634446546,0.06914206967836221,-0.07871338636891091,0.05077369170855925,0.07166765257144206,0.012631363682677232,0.02552678813576914
OMG,-0.062081414163117285,0.01651201756043662,0.00044873593816282826,0.01625829617125216,0.041468850453433355,-0.015666087479721546,0.02383743132031788,-0.07330036843659639,-0.12382689067713891
CXCL3,-0.018002822007054876,0.012985652290969141,0.008080977087957448,-0.009397825438522174,-0.016035193334393377,-0.02585633246537292,0.0060768962726011596,-0.019232406456105577,
CXCL10,0.11643702650073291,-0.04391273094992786,-0.027308350169548946,0.025486624369924212,-0.04225667707801034,0.062172328071345484,0.06898153663855003,-0.008544524962780391,0.05197200879024518
RSPO3,,,,-0.010351961534293496,-0.020635117287487903,-0.0323374065008208,-0.0030370665652791574,-0.020097494078305352,
CORT,0.12125377222251957,0.08503845121982344,0.015994699948866084,0.02755505461336641,-0.02504383042572945,0.02527254586501854,0.0028831764093320833,-0.04032770609847913,
NCAN,-0.07339426855969526,0.1145414505356057,0.01830736248565649,-0.040899070311056496,0.025985618866497875,0.05336884587396658,-0.04688859941199325,0.039757303684498924,-0.0056600857495752825
PRG4,,-0.007725688483218025,,-0.010216939606240543,-0.014774669893965036,0.0005682496019871477,0.005655010031392523,-0.023497292815864414,
ZG16B,,,-0.022303117045233887,0.10893601901542992,,-0.0174069634806511,-0.013915306229224688,,
TGM2,0.050264440501207784,0.060579690594440024,-0.015308315062849267,0.022654650581077886,-0.03623866679722625,0.04373304193628782,-0.003719691200009593,-0.023566552067110526,0.0009164381005529575
VEGFC,-0.0013849817988100092,-0.038920072485123275,-0.028638061168516322,-0.0020976791019954102,-0.022743112819159743,0.02720970310208368,-0.037470486527468747,0.03396421411405649,0.11579611695983796
WNT6,,0.014419384093419741,0.043396775509662186,-0.014131343037836804,-0.02035807268923013,-0.027547097373199183,-0.02132276076383481,-0.020928466682714607,
NRG4,,0.0258882128181487,,-0.012434482883617528,-0.021044585142887783,-0.012063118585932625,0.04941948659177085,-0.02797537824899434,-0.032094237541034784
PMCH,,,,-0.01722918744639886,,,-0.020368154204753727,,
COL9A1,0.00908665358882409,0.024738005031400428,-0.04489364109937205,-0.01298690983217095,-0.028210887416138405,0.045932736861510795,-0.005822650414612736,-0.031877278443954715,-0.00763339531360616
GDF11,0.048941345012898395,0.046730742769250606,-0.014645682987836688,-0.020444259892200455,-0.004472629049325752,0.04769237491929123,0.018644978599456585,0.10704078784272296,-0.06770699481606862
SORBS1,-0.013477365363069555,0.0541452253252837,-0.05539684941866637,0.005926331496632109,-0.0365122692755155,-0.057437293334100366,-0.016977632543376777,-0.02016699221467241,-0.02795089847461028
DLL1,0.07404310170075512,-0.045393926836838835,0.00244599218699728,0.006204884561042178,0.09037442566565058,-0.005432658807924037,-0.013074749048091795,0.012637143071880665,0.013084188853317549
TLN1,0.00862323033486599,0.07840868678842311,0.04024931872890768,0.024841521874476486,0.037975360923213124,-0.030792399889982905,0.029832841566471556,0.0540302299254891,0.019327097238946326
COL2A1,0.023068082105278474,0.02699950836001415,,,-0.01319602155924373,0.03543285489457097,,-0.001750783966306139,
SHH,,,,-0.010617077730003867,0.0015997232170468212,0.05346603647865844,-0.011257909764108669,-0.018634365672409284,
PON2,0.05380947537453828,0.12860117052119438,-0.01476990150332261,0.04057872427954638,0.1390838716759271,0.015841734682708258,-0.05513229707328102,0.10200458438105134,0.0911394219762699
ICAM5,,-0.028516041599727638,-0.02655010054463001,-0.016547469201829472,-0.01277108754953723,0.039492481303805636,-0.0066247277948678065,-0.036391909586181444,
HPX,-0.023850549348241788,-0.01849221410366043,,-0.02583279449101572,-0.037436118216117927,0.004978496470828542,0.076290898055636,-0.0028721707509316474,0.00259770949270856
SFRP2,,0.011434369877463324,,-0.012091700963243896,,-0.02063576375342123,0.02636898607076336,0.022477130474631766,
CFC1,,,,,,,-0.017512545384405793,,
CD70,,,,0.06569390257253842,,,-0.023387336011247317,,0.04676393427854436
HP,-0.04166347705813345,0.056648920664313845,,-0.023442104642550483,-0.042020243532931434,0.01390043854252203,0.07294973384869236,0.08809907752751457,0.02419056688007947
CXCL2,-0.030123524544385653,0.04216216222890988,-0.03916155693043148,0.06570343887305045,-0.040374519340185,-0.007377472855759689,0.07105100606583602,0.002193015217460612,-0.00040812221410594285
NPPB,,,,-0.02115742589822672,,,-0.01533469695082897,-0.023979925661598483,
CCK,0.07122646428067572,-0.043589985066198295,-0.0027913950971649474,0.02285090247067185,-0.015221015264913743,0.026330030441885022,-0.04268207810567587,-0.07623260497411496,
SEMA6A,0.01304320816303635,0.08580240594206882,0.024736781276028148,-0.050001114859842224,-0.007155693990625597,0.0030855465946098377,0.022985360931917803,0.04599200830039262,0.13632773832015874
IRAK4,-0.00961379256806801,0.038819238748397676,-0.012881886340412397,-0.004672520698892995,0.014670537381042547,0.04710676712683667,-0.02286436360283119,0.011695405346681122,-0.007590870214101021
GSTP1,0.07968029427026507,-0.005386282283017634,0.007664017080863389,0.005670886658487171,-0.0437994118731328,0.04457766404054863,0.04252540501775946,0.01662034696486292,0.08464843607852879
VCAM1,0.06775836459884532,0.07328051771780805,0.010563931339766526,0.012911997730800914,0.017408155818885197,0.03534064718301951,0.027922575973243702,0.013781413496376693,-0.01753866211247812
NXPH3,0.008671965047558693,0.004353055466797639,-0.013018023181914837,0.0002610227714302895,-0.047935325551686385,0.021812959658992874,-0.0034820077044864332,-0.017178121493492102,-0.0435598651769612
MTMR4,0.08380153691895328,0.044095225245393437,-0.02071479547707676,0.011612694199717935,0.01223426005764613,0.051523886048123385,0.025763409200942344,-0.01607026397596556,0.030937083801753845
LAMC2,,0.020193581504896686,,0.0021179784906294216,,,-0.0046348676685186285,,-0.032094256781684
IL10,-0.02322039218031937,0.08584222423316651,-0.029542851561057955,-0.026661019230461613,-0.030804744454471757,-0.02266727904078797,0.05535868689442599,-0.021465442708866384,-0.05589560336049245
SEMA4D,0.02294922605042245,0.04731661722409143,0.02126747279890377,0.031385511866153196,0.061249954292341015,-0.0664639837425341,-0.0009464606336293447,-0.02018710991319036,-0.03471243286426614
TRH,0.02585649341981015,-0.056450630236981936,,-0.025167686009559084,0.0147806733927202,-0.031527932260358035,0.08390607258984394,-0.027706591957111632,
SEMA6D,0.10541369840631616,0.0915253276353745,0.011872269718842794,0.025023379621003736,0.01088344843569083,0.004945367929695783,-0.02179896412334926,0.05436542045285832,-0.015400275099613515
CEL,,,,,0.04675024354207703,,,,0.1710501556379523
PDCD1LG2,0.030061096114406227,0.013269801089415363,-0.013697203471605413,-0.0059172675742520464,-0.028872991270902454,0.021838813858137282,-0.02902246547160345,-0.02697696399973524,0.10283012460875214
SPINT1,0.029802853676756714,-0.04117370450894518,-0.002580417637688526,0.02170837590995394,-0.034637255202277166,0.045575477891298226,0.00015100632589123687,-0.031506648783659,0.05917933038339029
CTHRC1,0.08629208702809647,-0.040287284311924396,0.03237593098522567,0.03311578886980581,-0.03915845101297395,0.053122959617281626,-0.005061662209780246,0.015694750614267707,0.02674455351005754
PODXL,0.058742886294171695,0.08819370889698441,0.02389723107009661,-0.0020990809321184923,0.03415229361177378,0.0350862730142578,0.009130299565289542,-0.04954981974810372,0.008136144905827343
JAM3,-0.009101871889847948,0.043166379577493204,-0.015307077023928407,0.03804518471644003,-0.05167667733256746,0.032561599206520894,-0.0254240333803854,0.010553188115255992,-0.06430629052804326
TGFB2,-0.04618891177561032,0.0817980202254162,0.01020901796709145,0.013094624632278317,-0.07111105647345696,0.05850747911976777,0.022330929642570902,0.06183366176621621,0.039103180345820186
COL18A1,0.016217455629081504,0.043901833029245406,-0.0037378826631963187,0.022084485299054046,0.05619284311626572,0.07662609561462673,-0.014514115113356627,0.013072833284002357,0.0400727941236716
NODAL,0.043105962892506504,,-0.019866151211158495,-0.02090936011646811,0.05383899849957821,0.026473676003079878,,-0.022514353104174323,0.052165018925165556
INHBB,-0.049223348655600116,0.05055506494833838,-0.02026399319082113,0.047655790511896584,0.01681417326179248,0.03266971932158129,0.0362945578470779,0.09346403796572632,-0.047203372679452335
LCN1,,,,,,-0.022690439259466785,,,
ARF4,-0.03837139954794368,-0.059565145945621095,0.01417480400655892,0.007956156904245778,0.046199310841364416,0.05748532029722306,0.02094353617166125,0.018642959781887198,-0.07750838252495083
CXCL14,-0.057268373310546225,0.022170873785467494,-0.028070106965019433,0.05662835524541652,-0.06590969220492476,-0.006365880697535293,-0.01383633401206143,-0.05167918981951596,-0.053430552586500805
LIF,-0.027724885584104846,-0.03911407891223133,0.05309196042421227,0.00797079654072761,-0.0623393864220404,-0.015052270227412744,-0.04909482240642866,0.10104260846910626,0.06058345277031901
IL17B,,0.07935868824954587,,,,0.018026469681532403,,,0.12410801799892644
MMP1,,,,,-0.01298588285662582,,,,
MATN1,,-0.03163580960707536,,,,-0.023789382954481596,-0.015527288719798983,-0.019524838594231333,-0.005007739575687618
ADAM28,-0.01594486541268618,-0.003641583932591124,0.04151869462081316,0.00838594257689984,0.007936100411240621,0.0632317117561637,0.05029200293982238,0.10058414992855727,0.017457746047281984
TCN2,0.046941721857142245,0.06304388165953671,0.008533362444175747,0.06390250599190787,-0.009294584770912401,0.06160084592309634,0.03622854145368811,-0.03224123721981944,-0.015606176058698495
THPO,,,,0.005500329755378615,,0.025260544226464225,0.040141786286560344,0.014646809466479822,-0.03209427294385607
CUBN,-0.010617374869694843,0.021843860647353056,-0.005583991923931936,-0.010033877925757495,-0.032614281770155885,0.0410134515206772,0.03047555989048472,-0.03049060173116434,-0.05973514378982907
TIMP3,-0.04331124950510613,0.06945552231773902,0.06853966041671188,-0.017283817569236585,0.029741296727493063,0.020996000364807345,0.020011985550127436,-0.03476677245127278,-0.05208018236861858
PIGF,0.022452793808768606,-0.050895777083514455,-0.027675390497369296,0.014828549460270441,-0.04558614631279797,0.0994660256967886,-0.022555056908896774,0.04780378401663744,-0.07685652942235267
CRH,,,0.029980348345178064,-0.011975391720366341,-0.013196023980501504,-0.03489192881768349,-0.024443576926715446,0.022562817768708825,
BDNF,,-0.023875380944651733,-0.022303112794069255,-0.03211730208179346,-0.02876941848498019,0.011791132549664131,-0.03796022909156854,0.008390797818932148,
CCL5,-0.056082558760304886,-0.03360575861316213,0.006811140974398442,-0.014357189930431813,-0.008993143829730625,0.10363381447718922,0.014791196023426737,0.024749898804221415,-0.026067549336154648
GAD1,0.05210434471947306,-0.0031762529894809933,0.029912100248810546,-0.012123844228340442,-0.055067045274487296,0.023540729543665203,0.001434641725294811,-0.05948811994500128,0.016780318198310315
COL14A1,0.010674221723338664,0.043372597397553656,-0.03111194907800831,0.0122597846784805,0.04715169886179299,-0.020712652214429417,0.05100305106722895,0.014244498877797518,-0.028425059518397647
HLA-A,0.10942254622968894,0.09032440735582277,-0.03190606551114784,-0.011693448560199795,-0.06942983757182367,0.06929290689048655,0.07818293020660223,0.09019087486874176,0.028461829563395342
CD5L,-0.039245789589794966,,0.0006542096025497702,,,,,,
FGF18,,,,-0.009514359167097376,-0.018004789194433022,,-0.01663810159063644,,
ADM,0.047027730024426076,-0.03554561334509869,0.03454307581500795,0.03581200572933514,-0.054212117525792664,0.018423256029103875,-0.030918567121497,0.1123148419482295,-0.07319824765052482
GNAI2,0.05953026014843498,0.08059729198286593,0.04954014833530584,0.006804120786316789,0.044906517247201586,0.020427813418222737,-0.008877451018892821,0.07086414490118513,0.014457535332981561
HDC,,,,,,0.007647092937957928,,,-0.03821795541887052
COL11A1,-0.025851632054164533,,0.03417167152187536,-0.048671313165488055,0.03887729922653713,0.030697873903561552,-0.031776937017755115,-0.05882973061925377,
NUCB2,-0.01684868500346792,-0.02932104517660094,0.048730195316050225,-0.01718372762913677,-0.015596200273834503,0.018544818545410967,0.008748891409354746,0.05175053156842708,-0.029920802687834043
CXCL1,,0.0047625832582915695,-0.026746038566784435,-0.011349906184041051,0.01867093851460843,-0.05112188343859135,-0.003272076029347854,-0.02648779905753627,0.03371040297825209
VCAN,0.0537013944677081,0.04908727304621688,0.04803408009899698,-0.0053163129705191955,0.04894709520401652,-0.013241102554103809,0.02264993567880069,0.06138641751084902,-0.03496065213547082
MMP7,,-0.006196105826880255,,0.012740591975796547,,-0.016562149391863786,-0.0153346968670459,0.016158544634217297,
PTPN6,0.03808766207550773,-0.05493831300247888,0.007367030898418793,0.08804190160873648,-0.020252126394739757,0.07277537699003307,0.03452944028998587,0.014865280023879155,0.039732733359069794
PTGS2,0.013593773197806906,0.0006378438495785914,-0.02386943642590694,0.009523257234009668,-0.07916794568515059,-0.033551778791045844,-0.008497934394796925,-0.007842010318697322,0.004534796446447576
XCL1,-0.020045446682944376,,,-0.010351963276549586,-0.01380812009569688,,0.02008613416565495,,
CD58,0.0688442604132249,-0.00038035063582219167,0.011310861823207284,0.02753814441860642,0.02328326510661157,0.04084605295127857,-0.002298134833721731,-0.00015909286834443255,-0.039882498591477626
TNFSF14,-0.004409903809026018,0.05132730311256724,-0.027895236466270193,-0.023303569843356662,-0.038865247227465,0.05801842128548597,0.11767100298005793,,
CNTN4,,-0.007803799485625273,-0.02183630211942371,0.045252393015790704,-0.03252009615924142,-0.030384727301245,0.05803513617560636,-0.021946413745120078,
NTF4,,,,-0.013094780208146172,,,,,
INSL3,,,,0.020360614104751686,,,0.044462865974901775,,
BTLA,,,,-0.015102176492146813,-0.014395424870705206,,,,
MFNG,-0.005135757733467446,0.03802525541427951,0.06484363212126515,-0.05044563515553822,0.07101340867520706,0.020824331291243225,0.04041335879264156,0.018152987088783493,-0.0034321044074446362
ICAM1,0.01425259672431205,0.03079552496125179,0.03699545892493104,0.003320141478207343,-0.036411456860806005,0.0494544607320089,0.032914041924500086,0.021613886393185316,-0.07060100497776337
PROS1,0.015118136266916913,0.07885157256462388,-0.059027912456296905,0.00425056196401431,-0.06841446754665399,0.05851204839634127,0.008843887808073346,-0.02345413631991842,0.03468278050967136
CLCF1,0.014923020679345506,0.03153622632183758,0.026810457518567688,0.0010572840392365536,-0.03984048817118023,0.01731025478713777,0.05245801994910633,0.011307236545945213,0.02809581744450322
PSAP,-0.07261976912348751,-0.0036986730181677637,0.0028383661430792435,0.026984704752520402,-0.044886214564535266,-0.0787469437667255,0.03229244753761525,-0.07780016025815896,0.012272538770659602
EFEMP1,-0.017923540611647786,0.06546074192655621,0.010873952513677737,0.006643644340788627,-0.005150122078760225,0.017620202343679354,0.10055763508638074,-0.034300970340383465,-0.05802720588084413
C1QTNF1,-0.008225909381827767,0.054552564777986104,-0.008760892682470975,-0.016762223637088663,0.015997759805743608,0.02602100012218593,-0.022280388842163386,0.04084129357299666,0.0866453993177922
ALB,-0.030177951026641493,0.00867847785462842,-0.03679782149065622,-0.016891383044272467,-0.0340032415579163,0.030114075618742443,-0.005242007016604908,-0.01811880529014189,0.04562240295849877
EFNA3,0.06573045815550452,0.04054074548020608,0.005922323360456812,-0.011568484394013786,-0.016898341156270657,-0.002142997050311169,-0.018394635244724705,0.04919256420402495,0.058172145377775195
DRAXIN,-0.006274201343784404,0.002116014664106886,0.07315617523338162,0.030137705368633073,-0.014270941954230119,0.07389121557129279,0.019113075812249792,0.07272185418674391,0.04009156856051325
NPTX2,-0.04303657942844164,0.06385106132311641,0.05076835553841347,-0.050386088652345506,0.038436162972515946,-0.040590228073455754,-0.04497605966505557,0.03240065953317794,
FGF11,-0.03679552640588012,8.389479210718072e-05,-0.02016992907184295,0.02151868186180416,0.045860989453828896,0.09552001388813952,0.011030481937405663,0.05980022760298924,-0.05225907050998052
CD59,-0.05002363412864071,0.19595313897588146,-0.022602184102819858,-0.039417028903872185,-0.029124337411824023,-0.04555020478853453,0.01810781688436738,-0.0809431247399163,0.09074289572592092
COL9A2,0.04506937711417035,0.12073028921229882,0.04030853805428516,-0.043800482407074535,0.06011934633799687,0.03686307294237771,0.05292532248509892,0.059834961091860324,0.05344419976431204
