,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1
CCL18,,-0.005157671618167126,,,,,,,0.1250955021161662,-0.0032673429135887696,,,-0.03582814937783531,,0.09292918809888033,0.03167649631718692,0.06495668571780465,,,
CCL17,,,,0.03271651331655813,,,-0.018868926498427224,-0.022365722592197934,,,0.005816943092856488,,,,,-0.0133119942572977,-0.022230504327465695,-0.04745640726254385,,0.10667270752369722
VEGFD,,0.04263139300637236,0.04611260900545353,-0.023937330083698676,,-0.03465835358606736,0.09105173914134441,-0.016405527999578073,0.063375839534267,-0.023620358476999316,-0.017090843756174284,,0.07506096184011384,0.005726572453263141,,,-0.015399748901938029,-0.010739819508122533,,
TNFSF13,,-0.016124024623621225,,-0.014820285420549745,-0.01774438014473934,,,,,,,,,,,-0.025543717487540817,-0.024163798167192913,0.09993990028573962,,0.0721800880453747
WNT5A,-0.0011732962547027022,0.016726321407418615,-0.019683475460369988,0.03158212385387042,0.0762465476738129,0.0777697521272475,-0.01881359380005466,-0.050881800131373944,-0.04169909514095631,-0.011798421721063589,0.05416304697400596,0.003762918021771617,-0.02358966548887134,0.0006216030056683685,0.07860253170991653,0.0077468022256158035,0.00625261607843105,0.009110317836497118,0.006353065173516061,0.00418422568295921
CXCL8,,0.034007519413804733,0.002404701750557282,0.11799198822035532,0.004463129167550919,0.02246036285173224,-0.02384734695687879,-0.015277541009279574,0.12474637375402,0.10096723700626765,0.00335036888778164,,0.053279224316375884,0.044231187042599776,-0.07374407638903378,0.025114152706845437,-0.09117636381280554,0.007632666928951153,-0.029549128809117548,-0.045365292094409
GRN,0.05483821807156467,0.05394557372688334,-0.00019370224785277972,-0.030949192923855656,-0.00939270491165997,0.10495382084223333,0.03972488897974996,0.009622966002022065,0.0946129879810348,0.021553400220666596,-0.021148932819180837,0.0632956480463086,-0.03975353744806884,0.00861731013825126,0.16149430990924563,0.05954476149907097,-0.055298061496725046,-0.04344213386656376,0.08565698320644023,0.0427802759333714
MIA,0.004308049156320334,-0.00012662729975501522,0.0472973043789451,0.030301496631954097,-0.02077859670080569,0.025312610145919484,0.0030407101259929607,-0.018657833127493532,,0.09124220800561375,-0.02340669375575267,0.1454573149308818,0.004077805776406671,0.06302806227336184,0.10726537407817116,0.11282575163910746,0.06977299517558044,0.027331443655713158,,-0.005080396319415343
COL4A4,-0.025000980440452826,0.026654970328162615,0.06558832665950494,-0.004537586061863632,-0.01688299375362558,-0.02038672616406369,-0.01969974304387647,0.05431252400206485,,,0.11070082527188647,,,0.03392345549676905,-0.05295496548291842,-0.023026905925875477,-0.02465740587999654,0.000163238655022762,,-0.01931409390652871
TAC1,-0.021587509856980366,-0.04175710700537993,-0.03483818307797008,-0.0001235077158628393,-0.04741940520556547,-0.06674015527771959,0.0361732917136949,-0.013191073173936403,-0.07247716697043927,,-0.031483341971858154,,,,,,,,0.12827082930042585,-0.018130975540066353
RARRES2,-0.05356011396156505,-0.038159681563268794,-0.0032476501780012964,0.01099106268916324,-0.002964584581865696,0.08874532536832914,0.03668921489877181,0.043966301426232424,0.08758517542548437,0.20797148938057872,-0.0007553496466836144,0.03783262196966576,-0.06551204069950203,-0.10466354537965922,0.01988821862832111,0.0634762546665878,-0.02064041464943249,-0.004946511394928277,-0.05572254862404772,-0.01006011580325414
FGF7,-0.05665546260409365,,0.01773696322246097,-0.022778198793316082,-0.048389499314044244,-0.0022707368858974892,0.0015639025698895744,0.02220401946942192,0.026892839839931442,0.02825307826324824,0.0028048537014403836,-0.030477398328698016,0.0010654828334652083,0.04297739904548217,0.06321876306309954,-0.044260808507341,0.019375363607059565,-0.025373588403847576,-0.010732895002418301,0.0003299776019412683
EFNA2,,,,,,,,,,,,,,,,,-0.014636430732707817,,,
HBEGF,0.024324924809870446,0.034826103112153436,0.08397233739390918,0.030319950916353887,0.06561760302939265,0.02590375603668753,0.018376145921222425,-0.0118913323936952,0.044352339781472405,0.10282917060499039,0.08668723276519992,0.016888260267397173,0.019829770475942206,0.0786411022358098,0.06543113218773697,0.022204398343366363,-0.031883621384343336,0.005126843265639677,-0.09191660002631916,0.0003255745705402332
CSF3,,,,0.11155558649566165,,-0.021568763885827333,,,,0.07328505586047596,,,,,,0.055126793607012586,-0.06236177292385454,,-0.035101958291007526,0.09931053463306126
PI3,,-0.02247869997000736,,0.1709276351441795,,-0.02428671281231128,,,,,,,-0.057351500836173464,,,0.004286317498884071,-0.10857490936892081,-0.02791275619630636,,0.02253751357595105
PCSK1N,5.406857094008358e-05,0.03518524182034323,-0.028622748189245525,-0.12350433329750023,-0.014108691087556347,0.019929442508125412,0.019594629063908405,0.05964833210202031,-0.18048341564487705,0.00824955525744094,0.030910398552285098,0.038089670301719426,-0.09549376798242312,0.0920177702760409,0.08532746988269882,-0.04862014804765797,-0.056343300072886404,-0.007034818877953835,0.022190673042397354,0.04106603911830612
NTS,,,,,-0.0030667440488845545,0.09183908005994218,-0.02250466647920264,-0.00873631453611733,-0.03435179422149746,,,,,,,-0.03105549687474319,-0.01783171338859602,,,-0.021503383385427833
SFRP1,0.015375518460096181,0.004397928047649527,-0.03858619040772275,-0.018747015739743026,0.01211568405383986,-0.02944418535710025,0.027019453699330592,0.04108819290473967,0.07521778996946442,-0.05230346383237039,0.07982250389598566,0.014175526560952207,0.031047503585600596,0.13150570514560664,0.059052995687307895,-0.008699470195818376,-0.04503803835833542,0.020332772759334778,0.013487564670564035,-0.021003699233122473
CXCL13,,,0.029012330029208465,,,,,,,0.0033201132268148247,,,,,,-0.015385474553076551,-0.03760516296040458,,,
MICA,-0.016153454628777087,0.0009685860133233237,0.005855427135896661,0.060949490010944046,0.1437321578136287,0.030471344637763874,0.021352339410442622,-0.01308468337709034,0.04225896743118496,0.09735633595853548,0.033027443994165386,0.14557457775459823,-0.07652769529560985,-0.014023722905635017,0.04797641251755398,-0.03066263421195625,0.005503861954932461,0.025343815553668672,0.13180113157863735,0.02390540225621137
TG,0.04943454589935432,0.06849038785603978,-0.009641621901203675,-0.020231000152440354,-0.02378971867797231,0.03241634149757495,-0.01900972938107117,0.07384027827432987,,0.015192691049865367,0.019445350326045347,-0.01943380058052243,0.023687806139372214,-0.10324187850616061,0.016676230318099176,-0.017688312178639722,0.05129007310507773,,,-0.028318406982141647
ADA,-0.04982045676571012,0.025228213089395046,0.0001066276744003058,-0.01788559772791526,0.06869954195882123,0.07373241617976094,-0.02200485117608342,0.007835398840042786,0.05347977458285167,0.051628175551224384,0.050646916087648736,-0.029704802917799412,0.050290817062129844,-0.037193620912442125,0.03697590338874401,-0.008008590738912925,0.04344746078037158,0.018984461029996208,-0.011231191235365128,0.04273328725936465
LAMC3,-0.030707401852181935,-0.01777444645559306,0.0711405350076333,0.01704200863609684,0.09085443889506456,0.10889463335541939,-0.025596317912409742,0.061739131407785676,0.06203110333864229,-0.02953674910727998,-0.05170227326027459,0.01904860289169236,-0.041889972900875504,0.002439076090964015,0.1011564801035686,0.017571922561024605,-0.018943798206916093,-0.024894280483001463,0.025227275786653087,-0.004887599286267799
CCL7,,-0.01359104478039345,,0.16493603869461473,,,,,,,,,,,,-0.019951610968734733,,,,-0.015216432339878325
NGF,,0.007614836632773186,,0.018339678241434076,0.043393994405845404,,,,0.029469580600361416,0.032754666037026516,,,,-0.014283805124015028,-0.009651831354686866,0.05383579979392494,-0.01443969247954165,,,-0.0069211973536263665
TNFSF15,,,,-0.016287858502292422,0.027206513440877766,,,,,0.011569195970344068,,0.01849468067501937,,-0.0727391548455498,0.02166446364610629,-0.019450580321830415,,,,0.0028801352925005475
HMGB1,-0.05176725906593215,0.06713785540755823,0.0010813534428173784,-0.0459931283704534,0.049019460346383284,0.09060170326670025,0.047882129924233255,0.0338529942289494,0.04735295986079125,0.023766324502679095,-0.03921957138856264,-0.123660172554153,0.005255746299032476,-0.0894025674524014,-0.0671904291103254,-0.06678486618887666,-0.008223404811806683,-0.016117036183900455,0.08912683050194883,-0.03700370040083777
ITGB3BP,0.0021916111195259117,-0.052704972543608994,0.04345957358630258,0.04550475415967282,0.09584375357201828,0.08841365444773353,-0.009434695810581036,0.020653807437825834,0.02487129783458912,0.017698826667431944,0.013727596910356476,0.04622072924385147,-0.002645335469695917,0.04110393729683287,0.047523767872278175,0.05286248540472861,0.022410927162263873,0.03831424042347695,-0.0635889581527554,-0.013757984036089058
AANAT,,0.06816299501656273,,0.06364054490201476,,-0.019455608717191222,-0.0170955607256016,0.04204701741357494,0.020319940367669032,,0.07160413673647652,,-0.04879301501768219,,0.1634503487032497,-0.01750319246443754,-0.019696671552859597,-0.01485511259161805,,-0.016099619973964214
RELN,-0.020726470944145873,0.10692892182322446,0.047014202728367906,-0.02572469930618662,0.005757809599134365,-0.012223083507170312,-0.0294660393827294,3.3248892619212436e-05,-0.03691169178774,,-0.023682029272066495,,,0.010470683059289549,,,,-0.005633412662393077,0.005436590184036814,
IL15,-0.026430640112531024,0.04647528293080617,-0.005933907122515871,0.019008058560684105,0.017759033593268476,0.007472286604465466,0.012484419667821928,0.005922503762291932,-0.010654383751031532,0.09808469896590062,-0.019839453632141034,0.01220098927832786,0.1449571743630322,-0.019287505789894657,0.000703068108264187,0.02372251846430804,0.06648631631235578,0.008973704047654149,-0.03712565540199317,-0.026835845919233322
UTS2,,,,,,0.08920781381681359,,,,,,0.07108863571544044,-0.013944764082986366,,,-0.0149052493999126,,,,
BSG,-0.08422645231353282,-0.061324991377092804,0.01376830652859903,-0.0021431216134413077,0.01891531429270145,0.005491494977978652,-0.012404798024322723,0.06477930367756735,-0.08002133686110711,0.11032411124347524,0.039990186087182536,0.04491957954943004,-0.027666969720768007,-0.10121849873492006,0.07460002254575156,0.10530740869558093,-0.015493952666685056,-0.0317899242549831,-0.04933513720190518,0.008018371940585738
ADAMTS3,-0.026335636517086466,0.054369729804976855,-0.02886562562355423,0.018105749427487404,0.050169376955951916,0.08612685240643897,-0.02844317688430475,0.05862828215150583,-0.009763902007502967,0.037041543082879554,0.022540300373240816,0.06094055243252618,-0.03224636417620541,,0.03500180494491873,-0.052666408407182196,-0.029399977138808483,-0.06278687288286462,0.12043396787887269,-0.002855089370773759
CD34,-0.06568888808547121,-0.012670425334031045,0.010389224618774949,-0.03032070023627837,0.12694554678737544,0.05361728920136113,0.006446993809957934,0.034839020991906666,-0.05819247056718885,-0.020196580012798594,0.02678640703585052,0.013514515821175903,0.03465507768639397,0.01794426384688286,0.10527600558023054,0.08208089631382313,0.0628538588857737,-0.06229792557757731,0.15086944047694603,0.03539163407783132
CCL23,,,,,,0.01237996312769215,,,,,,0.0779214058230623,,,,,,,,
PLAT,-0.01032603307665749,0.03303016974598,-0.034878963415717154,-0.045674001694410424,0.06001469055767018,0.08991905166706103,0.008441746142318409,0.0007535536572205627,0.0037527483343482576,0.007287087326510723,0.09017936142096686,0.10505375545257518,-0.055855405927482775,0.070756013072076,0.05959396797630043,0.024662362045237283,0.00668717611634256,-0.006670345300662091,-0.026319249842592075,0.009286287070516203
NTF3,,,,,,,,-0.03011819525350151,,-0.015121226965584253,,,,,,0.01445407369907876,0.11138689430629645,,,
LTA,,,0.03326973170268097,-0.003273526577885641,,,-0.01646480661481566,,,,0.046801366678687686,,,,,,,,,0.056353802728414545
CKLF,0.02425891548310358,0.007152517403211748,0.041704882677556815,-0.01363436349832973,0.06154941986320879,0.08479945930510248,-0.019684367963690153,0.05193335432899397,0.08413895151495754,0.06062361282902688,0.026699201961435937,0.03419701328160648,0.012211027657173386,0.07297280259487862,0.12334291229868793,0.04609941950948055,0.07296428840621383,0.033339756114327566,0.11338187166849005,0.017166097465488788
APELA,,,,,,,,,,0.23513431276679111,,,,,,,,,,
CD24,-0.0037147728413135022,-0.01851319406493871,0.02774257296548667,-0.02277376989212132,0.00645925363534874,0.10567948204079518,0.009652025423279422,-0.04975590640468202,-0.027622008017577568,-0.07832015542310412,0.041050052952945025,0.03822756196995157,-0.08059358248730628,-0.14530956818565527,0.001546159443865516,-0.006312926274837417,0.03392904923923715,-0.03602761735038121,0.08925081791105459,-0.014350766989005347
HSP90AA1,0.05990898766363093,0.02603841553437732,0.041829553875398155,0.0009501195899989426,-0.04012760718256806,-0.07348057120097491,-0.06291275917519894,-0.05760152611148272,-0.11907293934275393,-0.11014857137976157,-0.022423969617908122,-0.002269367260627001,0.051456185984094585,-0.024168882491766384,-0.06285650511920868,-0.045850986557628384,-0.15322689971038428,-0.07097112249041126,0.13230579358934924,-0.06128036278699939
BMP4,-0.02572963260191889,0.05736996349439268,-0.02419162104477109,0.032929201628468956,0.08926329608220399,-0.026964935877856304,-0.023648348604645125,-0.011491011102175135,0.035376869393150025,-0.026581443122444023,0.002647362274891201,0.04834748852655626,-0.036876785104019476,0.010217591789480222,0.031367811793516893,0.04204720282686171,0.08608250610894083,-0.01747628519378113,,0.015042979574187333
SCGB3A1,,-0.01359104342130713,,,-0.025037727028030712,,,0.002743425240277017,0.03367658645147466,0.03218058584164978,-0.013843710087580398,0.048405970781448725,-0.04036437595575774,0.0037348724954363185,,-0.030367195346467268,-0.028017889669795067,,,-0.03190479038863284
IGFBP4,-0.08871479416520035,0.04650145526808928,0.004082318848187686,-0.023365381617467727,0.07970000430592918,0.07714058447900382,0.024774511218333115,-0.00376361573584275,0.10880432156613294,-0.00635625697450727,0.08759758050629506,-0.0007343079167115836,0.02338341127077947,0.050667889155302126,0.06770968313150985,0.003959944410241789,-0.050994530107503405,-0.0165960941742576,-0.042477534410951034,0.028618221229910524
RSPO4,,,0.05356327734125054,0.022574453881075426,,,0.03973834502622681,-0.01573806330285595,,,-0.027520448946388158,,,0.10315331276399067,,,,,,0.06101371720079404
LEFTY2,-0.005539088596048452,0.049138598733466154,-0.023101298830036508,-0.027938441411983452,0.055887509038169685,0.08651675978612913,0.033649592102318944,-0.000595617475598969,0.028075788802813285,0.11175587614002949,-0.024491586972367058,-0.0024095948839276604,-0.06895157128381671,,0.0577704089244749,-0.016936658370933385,0.10327399079305577,0.0494715082122123,0.016204216915862178,-0.011269403484333737
PF4,,-0.014098525868017,0.04305202879401324,0.00966275635871638,,,,,,,,,,,,,-0.013415302093832678,,,-0.0015946982969275263
ANGPTL2,0.032937284819704045,0.0008802014623375382,0.01915728057355906,0.01097756192707882,0.06813098447997931,0.07470223827359102,0.012392179960010527,-0.03136830985892478,0.12731472005951464,-0.09290152415259764,0.02090369400345413,0.08713915671906888,-0.04417033521670992,0.050864753632287825,0.09414576228705836,0.03500365044631147,0.02278152808174793,-0.011853245630936324,-0.055602445638178,0.02229930355698508
LRIG2,0.016695118913910317,0.017507100790814183,-0.01818374236712618,-0.022587040477266812,0.021196090551120546,0.0816721851424957,0.01650171311383877,-0.012381939827968641,-0.04858018118049456,-0.02165055790294565,0.016168893662896665,-0.0022465995260788504,-0.01719509832203929,-0.003089462489592291,0.013239468290025067,-0.031134897442232055,0.04967964176256962,-0.006158384728675199,0.01970950052862797,-0.06295869633963871
ICOSLG,0.007876448555825616,0.024940562363372845,0.006931911360310184,0.0045789810401263425,0.04507479607320642,0.11620897655414152,0.021084062280188484,-0.029867905192945295,-0.0686674423754912,-0.04433471015814026,0.0532208499873793,0.041825875080418316,-0.018065456725454787,-0.02750218983415861,0.05581339612472471,0.0545583473928431,-0.004684731639834424,0.0368836457673005,0.0004865585696547584,0.08096567936801549
WIF1,,-0.025368008921081868,,,-0.05146525678984171,-0.07982605478859643,0.004086037343346209,0.008934809729290484,-0.04340706830870924,,-0.06625312570669994,,,,,,,,0.10428364188842264,
NPPC,-0.011223831485441088,-0.02407327705273464,,0.009080910401735367,0.023544506121490342,-0.029870449694864673,0.009556597994457659,-0.021872056552627177,-0.051073623652534365,,0.007417676193593155,0.09377293382519201,-0.00756856873208836,-0.08978943901447137,0.006884548815346618,-0.02978415722959228,-0.025382650923458542,0.0007245221300832719,-0.04625035057161392,
LYZ,-0.012569176102153037,0.013978800995050935,0.03868840879725644,0.02289635738238217,0.03626290141670264,0.0232458016365876,-0.0259840181776998,0.01359164216624974,0.12667664013190286,0.11277150636876902,0.010298429720515515,0.06401220541449203,-0.00789200030061196,0.03727308807521302,0.12522954003462386,0.07049625042215842,0.0015412760701750082,0.015803554147237903,0.11110819413796225,0.05215059704243927
EREG,,,,,,,,,-0.035337980609524054,0.009629487679052553,,,,,,0.07527654561610687,0.01673770840969258,,,-0.032723181390750485
SPTAN1,-0.04332644766623051,0.05086681170001308,0.018359813327219712,-0.09879049123815305,0.043066339449352745,-0.09181803860285294,-0.020156205006913046,-0.007030342154247431,-0.12768737587923942,0.03890009582100782,0.038099951663662,0.03329384924352021,-0.10773978016975816,0.009352311706320423,0.0761050524831089,-0.044427198209417644,0.0605350759252985,-0.05744143027430096,0.05840696841092955,0.017389319648334213
LIPC,-0.03200873176954514,-0.01726030138654996,-0.020071603867438927,0.0024136388082993464,-0.03041641728007329,0.04735300027523999,-0.03580207583426683,,-0.027957615460557736,-0.037358724185862474,-0.009720191512029562,0.03423995804680215,0.18274949643758262,0.027065119112263208,-0.09065796302592603,,,0.014930678136393571,,0.0855402350333098
COL8A1,-0.019820832912733125,0.029949371512575197,0.03062291703842231,0.019049317560819075,0.03647694893185821,0.038780245383292875,0.014745633781626348,0.024570086303306017,0.14471077330981788,0.08284680512393185,0.08220681643187486,0.05758277019258931,0.04074093944423659,0.037879454511626755,0.10718021836615578,0.09812362331371562,0.01381268751921691,-0.06005808736049014,-0.013160850209038974,0.057235658087950475
GSTM2,-0.024146540362852322,0.011947205135150879,0.012497678570702267,0.029133778362350406,0.029658220046334782,0.07961081006388598,-0.01263218213640948,-0.0073511892693385915,-0.03750299996916569,0.08922932868377692,0.06290047427830978,0.1918602498993503,-0.03065496913718262,0.06706113670246816,0.07300846054134644,0.09689439468754148,0.048971138011501415,0.014887221621981273,0.005840535831889408,-0.01883321852847822
IL4,,,,,,,,,,,,,-0.03475256437998741,,,,,,,
SPX,0.008346577558782008,-0.003591745111978229,0.05192698570071821,0.017218430020862905,-0.028456241735951817,-0.044894542914793924,0.08628972110696641,-0.031291434991127264,-0.05679672131280167,,0.0013749852928241044,0.01339291113184088,,,-0.020768175073615055,0.06497418983069392,0.08155524936943205,-0.04900743048327437,-0.07931776806005834,0.0008213790435868284
MFGE8,0.0013588085822774188,0.0147701928292912,-0.03142024886069931,0.015274769462480926,0.08140071954968708,0.016529515828771418,0.01687317791570975,-0.007372889745662003,-0.023638483139544062,0.038982848681507296,0.06257525523410402,-0.05361168648261575,-0.005502164787817968,0.04843470628235189,0.06797149067861813,0.02573390846567242,-0.008176218664783774,-0.06071954673704901,-0.04370064333721252,0.047298407892823455
TGFA,0.04611636542026378,0.018304329160418575,-0.0034432359690395233,0.007354530170248068,0.026514171547272612,-0.006575916616282896,0.01937976742198429,0.01220979823402343,0.03164962615287344,0.16423138647795657,0.11318702270971208,-0.003424529763620636,0.011346451784105357,-0.04741264268052709,0.10420757581423767,-0.008606240201307376,0.0189540348656054,0.016795255855475942,0.10947566266658837,0.02167030711117393
SLIT2,-0.025729628484791822,-0.006944330992599665,-0.027569723641396444,0.010615907309328102,0.08593092072141971,0.00015961224353767725,0.028189374861538746,0.014454299091192878,-0.09894793037868213,0.04430804466996259,-0.02963007230811496,0.03398795313386573,-0.06656061774517312,0.10241548367257045,0.17489798499615755,-0.00233647962470202,0.027672444815281888,0.09552316724806945,0.09412811437075579,-0.013031479096849307
PLTP,-0.0709537881553991,0.008763124759660474,0.006434882748961942,0.009886860274578638,0.06100338164313793,0.05736251097375898,0.06312680722849877,-0.014219248411135768,0.14738149693272984,0.03443689440292307,0.018611376381219076,0.08302194476600092,-0.06378945713044863,-0.0011792586480965604,0.04387048578606227,0.027296631300788583,-0.02879534685236415,-0.009446721452078326,0.027593452439044076,0.024423472384584574
APOD,0.10189892461842744,0.030463095140554643,-0.02471433872827612,-0.036055246816592314,0.09926917136571889,0.10088230961769026,0.03327387281431907,-0.005078722879723778,0.11049896304911581,0.04982567310332775,0.002689628795286641,-0.05997637656205948,-0.006473562183073174,0.06190449610238717,-0.026106548738017262,0.03575082170344788,0.07825192079876044,0.005948738351239323,-0.11427889939888301,0.017245195584334124
B2M,-0.03214336994179626,0.047563857619076166,-0.0022741232444930502,0.01664486955260055,0.09786435684641204,0.11021454002022024,0.02133296651379641,-0.001895634861121998,0.17761140860364405,0.13566022385159252,0.026922216681206385,0.08453775300458792,-0.07252078598505195,0.13227051475932988,0.06474077617447473,0.08058519925780962,0.031203262121760077,-0.020636028498169864,0.006061377225120398,0.004694154038710932
OMG,0.027285029234747116,-0.026672485967479495,0.05982903366702475,-0.05771193764214211,0.009555254121488456,-0.03142943640685261,0.031202221693848866,0.0394529261495506,-0.002010482659301775,-0.01892196400972325,0.006285343491883718,0.025666824641946383,-0.03858339172322055,-0.048084515190876434,-0.041739295806340025,-0.03905953782066872,0.08559910826059806,0.017183225479754836,-0.018389802033661654,0.07349930728306607
CXCL3,0.07418923471459664,-0.013797699216080286,0.006038876442046529,0.07206689495542608,,-0.025544284217331608,-0.037882742393846584,-0.016836401074361285,-0.03819190912953985,0.10437579057415017,-0.014288001033881767,0.05620479227082325,0.017782954016385313,,,0.031165365122987187,-0.054432781351311826,-0.04133801419182989,0.033493765228561886,0.03607954083664416
CXCL10,-0.011978198115670954,-0.018945741111811677,0.08697093852545032,0.03366437257432422,0.09587722217854851,0.1003447105388848,-0.009966088173913288,-0.02557572551678373,0.024344858999704472,0.0043589525625803965,-0.022705362744734878,0.09864992536493251,0.04410198139668035,-0.019128024787660677,-0.0036500596256051564,0.10475496548944352,-0.017993809156799233,-0.006361885079808969,,0.06804676263636296
RSPO3,,-0.018461705609131674,,-0.014820285907239184,0.0322226097016988,-0.03194714113513931,0.06920434045126157,-0.03410169392023238,-0.04440821363672962,,-0.014930685706161288,,,,,-0.024599136170507248,0.061618604598960715,,0.09781388547012008,0.03812346897835028
CORT,-0.00623260824716257,0.0912371586412066,-0.01929969480581976,-0.01509168367412593,0.0707442188786289,-0.027502986657470845,0.021533771533858662,0.0085288082844251,-0.04967667562518102,,-0.030195804286666843,,,,,-0.022750116443923964,-0.014038431793657187,,0.0079874233941318,
NCAN,0.08714009499901293,-0.018685579405404884,0.013098709547704035,-0.08798028412941035,-0.016402707632710595,0.029936312489203774,-0.004092718555704411,0.021219977979334063,-0.07498444958817685,,0.051772261714116904,0.015269653168416622,-0.047388843408033246,0.04342996138839187,0.06572796741112166,0.0028944806906937423,0.0836356220214497,-0.010239994824245185,0.002574243137417237,-0.0002054286502869054
PRG4,,0.013757626892723387,,-0.014626983065950373,,0.058079109213936435,-0.024472393375533055,,,,-0.017456439723896943,,,,,0.20504965071292736,-0.020714565179978228,,,0.06817104362099406
ZG16B,,-0.01884667518658542,-0.024979867378741576,0.01834423655781408,,-0.004242055003866915,-0.013082783505624002,,,0.03717570792471509,,,,,-0.016901538182115778,,,,,-0.01925414230154664
