,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH916T1
HBEGF,0.04380484577424885,0.15618738114834657,0.08891933484397964,0.005898444419674398,-0.033947462789608224,0.044146027301320695
CSF3,-0.013794945836394177,0.013915795554563092,,,,-0.01822673062848846
PI3,-0.015533291085357132,,,-0.05203626111716486,,-0.03960063041807425
PCSK1N,0.0018355619439465456,-0.04825393302480939,0.0522111210299365,-0.01200015272520933,0.06357074816293581,-0.052097747226005464
NTS,0.027753375816103897,,,,,-0.026991302641612123
SFRP1,-0.025297823802712612,0.046167831452970556,-0.012062502734346229,-0.05130657867496692,-0.04631168093227621,-0.010310132536056713
CXCL13,,0.031484381801177755,,,,
MICA,0.015143177160914284,-0.01677467774368233,0.07673248474228869,-0.03488778681255326,0.004548991016045564,0.024245693579864704
TG,0.07345574576583026,-0.014518842425925403,-0.060405010852830045,-0.014345008099047244,-0.03525563359668773,-0.012486977616365634
ADA,0.033923378229573385,0.0656672591772698,0.10754863407211879,-0.015518264475286786,0.03045528396825765,0.16754937518106197
LAMC3,0.05373065321329476,0.08024463772251159,0.05204950952017879,0.006719280725391538,0.10132880063278876,0.11895651231473002
CCL7,,,,,,-0.019099846896167796
NGF,,0.11648537284245486,,,-0.0321772570153576,0.08805719420663143
TNFSF15,,-0.02170943546676388,0.01578350972185304,,-0.009044059281873039,0.03597651199970538
HMGB1,0.05224036079671593,0.13703030788276482,-0.01196744749396542,0.011871007892089985,-0.05096639189738987,-0.01853737865337352
ITGB3BP,0.06395824904929791,0.10823993965031219,-0.030665462061001545,-0.010463054958848046,-0.025993231583392475,0.027691565723103193
AANAT,-0.012443414462155973,,,-0.05853391849587623,0.007667660330602914,-0.020208434521364314
RELN,-0.03651288227826212,,,,,
IL15,0.05789360316682269,-0.020462021068933252,-0.004348081269995881,0.03810173526848949,-0.03812306071964468,0.03353026859342165
UTS2,-0.03124703110436687,,0.03621981939329638,-0.06663370497707612,,
BSG,-0.01319981797836527,-0.03255117223522583,0.04179559317212069,-0.12065668259342556,0.04714398765225635,0.03148432417062679
ADAMTS3,0.09912628468580705,0.03985750225495445,0.16933763745857128,0.04382094478322305,-0.02700393857673465,0.03965645556296154
CD34,0.08269299905556812,0.14480045323436788,0.08647985660646808,0.15388802405738375,0.04802788656150095,0.10391185419024415
CCL23,0.09381040571172262,,0.04901289978485675,,,
PLAT,0.03156131738514596,0.008062765865000963,0.06700526980039517,-0.017892340589541363,0.096974314056948,0.10718157595423776
NTF3,,0.0348372745059138,,,,
LTA,,,,,,-0.02719750738158213
CKLF,0.08231283354396676,0.06351792774766592,0.08919698314654294,-0.014661548260365987,0.12941919803423388,-0.005042546236451017
APELA,,0.029756553588095848,,,,
CD24,0.010257416538172,0.14532090410554127,0.11546144267039679,-0.03065483263121634,0.04467929418773861,-0.0754413414496954
HSP90AA1,-0.10073597093580257,-0.025707116268566258,-0.04917837034503763,-0.035191733933860374,-0.06365169856977587,-0.11249596720043913
BMP4,-0.03811460296820398,0.03441119306366895,0.02307683849677812,0.15745097439427577,0.039977777083422324,0.06042952691692061
SCGB3A1,,0.05762925447444675,0.08735126754429422,0.0402995936654818,,-0.00921253381489803
IGFBP4,0.05303893333891392,0.15788296960420753,0.01781303435615022,0.12733345045388111,0.0007317571768729975,0.15096034538548833
RSPO4,,,,,,-0.0358706652844655
LEFTY2,0.01459351934241799,-0.024546638558464322,0.021837893599873256,0.024465898377516105,0.09359308725862867,0.15366566316822056
PF4,,,,,,0.03306299990046113
ANGPTL2,0.02649332029030782,-0.06768212729862692,0.12239503034316596,0.04499427665749593,0.07401821449121593,0.08238052845234899
LRIG2,0.008920863235440897,0.09047642998259034,0.06995206321400511,-0.08341343385495895,0.10210947547281966,0.012129880028078101
ICOSLG,-0.011777222327633386,-0.005274945970997581,0.0706342265929882,-0.04005348849358927,0.04495925989401523,0.06811441959738133
WIF1,-0.042984681404512115,,,,,
NPPC,-0.01027349187361471,,-0.028340579736114493,-0.02392392818332434,-0.027003886714053578,
LYZ,0.08537645217769288,0.029871692060618408,0.10162979003453612,-0.028058712422505613,0.036019858279316384,-0.015228873712979568
EREG,,-0.02870346256305672,,,,-0.041074526574858036
SPTAN1,0.018145003799941998,0.01992627349710419,0.09951242460936754,0.0074258936150634995,0.054657626441355994,-0.002639244402995899
LIPC,0.04488616994889235,-0.035889992706002245,-0.04922311775989143,-0.043613633123444566,-0.029854165217236828,0.016746339575331788
COL8A1,0.014864963309640641,-0.12490228473154531,-0.019878576728671243,0.11896711110842945,0.07187072697043063,-0.04236806167333767
GSTM2,0.028827544595440038,-0.001328421402621953,-0.021499148408478615,-0.06846772472391185,0.15019572410786586,-0.019885545124458694
IL4,,,,0.07008581273589405,,
SPX,0.0626689302006633,,-0.035281060953982264,,0.03208380583889236,-0.01183663942792226
MFGE8,0.03588254408610616,0.03187012650407596,0.025520367232175635,0.040189605313175884,0.06751101083761965,0.15423562851296657
TGFA,0.05002046036124579,-0.03868341687028929,0.008193183030898105,-0.12455305638174138,0.020290745029333025,0.007999461184073603
SLIT2,-0.004075676617580992,-0.013171658445124032,0.15265210155024825,-0.05907872915627515,0.13356463175155553,-0.008177853594589054
PLTP,0.08275918706891554,0.094863932475956,0.028217563556661693,-0.06321980272288848,-0.011573267938722372,-0.003939759437873712
APOD,0.04793134736088786,0.0751041579490604,-0.08614964769119704,-0.1048186963257766,-0.058399370397886306,-0.11936350869146832
B2M,0.08986550607861304,0.10750809357414254,0.11333747060083116,-0.017288114609385702,-0.004992560373761868,0.07803068248173284
OMG,-0.05993336231209551,0.0028376336906239174,-0.03363263160511311,-0.005750380467990767,0.02864822239258556,-0.007292036542618571
CXCL3,-0.01633760836146459,0.10705540700032246,0.014220526109093816,0.006854650502015803,,0.036486743195132974
CXCL10,0.10337375860010375,0.052251376866889486,-0.014498605929178341,-0.07603673348035696,0.04047349760077283,0.07892468255512639
RSPO3,-0.020432746351146888,,,,,-0.019382609806787975
CORT,-0.0353634453974115,,,,,
NCAN,0.09524013525816179,,-0.08831907193925718,-0.015358727894548327,0.024181418050413683,0.015834770626961193
PRG4,-0.01770030964924547,,,,,-0.01456761688232598
ZG16B,-0.01911032869276531,0.02640868463627221,,,-0.025070472895635732,-0.024168028474900006
TGM2,3.457335320341323e-05,0.06288054084986316,0.11686078479815319,0.014413392112505787,0.051734039077256155,0.09444276168381673
VEGFC,-0.023336746944718944,0.0576551209128108,0.07576145313627845,-0.047259069246320756,0.05705432455513155,0.11648922713545823
WNT6,0.027004067640382604,-0.036209107385194124,,-0.00974982573701266,-0.023842022667115666,-0.01528780211094723
NRG4,-0.0041574076113444864,,,,,-0.0193826119791161
PMCH,,,,,,0.05281655882408692
COL9A1,-0.00846993777213059,,0.09950089188133156,-0.023603603155392314,0.017510273886292088,0.05668284922123066
GDF11,0.05339691579508321,0.0408058589590392,0.13301008897218083,-0.01585672731223806,0.059122016962368185,0.09015322612944575
RAET1E,,,,,,0.057694802570745225
IL24,,-0.020419646853257218,,,,
SORBS1,-0.041895772993160926,0.01905211962009988,-0.001047817831158193,0.01391998434798407,0.06397463889103552,-0.05010955724585461
DLL1,-0.023572950269050968,0.0561694992649284,0.16930815727717755,0.11111656584890645,0.006923787516282704,0.15070023733844584
TLN1,0.0409223688597245,0.08343663434524717,-0.02831671276116612,-0.14798246831941153,-0.014999735288151638,0.06570109173734377
COL2A1,0.07892440548724888,,,,,0.10777573169184944
SHH,-0.012843349666071978,,0.10383382764186612,-0.0736274983285904,,-0.004275890816573948
PON2,0.06865316538420192,0.09414689058435176,0.02109453323412395,0.04055516560676034,0.10022171388656952,-0.0757652117648965
ICAM5,-0.03192529416084209,-0.01932970468257654,,,,0.008145181362823481
HPX,-0.00686394145459755,-0.038381272118613724,0.09626922410902544,-0.01822536224854903,0.027492924692049454,0.07019145424464635
SFRP2,-0.013038934539328147,-0.020152387765655158,-0.02201143092798345,-0.04169049540193523,0.007792099938758343,0.01677614543838161
CD70,,0.13021004255425625,,,,-0.029571676745569063
HP,0.009272065588819276,,0.02748655803995941,0.07674954688215124,0.028488255470927388,-0.028994267561370406
CXCL2,-0.03962690934940643,0.10343235856103533,0.06776429746182885,0.02397682281773374,,0.02670246079769921
NPPB,,,,,,-0.019661501207045008
CCK,-0.06327856436748021,,-0.04922315748968597,,-0.03120330225086259,0.007937987547907345
SEMA6A,0.032965285555706436,0.024603665115055132,-0.050897226825692435,0.13965121519969265,-0.03221329276096315,-0.07675578643686032
IRAK4,0.028479213970093373,0.07824852129409306,0.08869770061506015,0.0210563394714806,0.005890586054337613,0.05356005091926099
GSTP1,0.09005376850145665,0.0428293232871572,-0.029654042299163606,-0.020410674648967658,0.014389025426983885,-0.03791272082215331
VCAM1,0.09313640661940029,-0.04271560162408237,0.06689769713412252,0.06013896829263414,0.050418613825711014,0.059516015818477756
NXPH3,0.03178394743005858,0.0019320512964204953,0.04117435636329112,-0.0767414476360762,0.008497304029161273,0.059928887658208675
MTMR4,-0.017965485800108528,0.03213846683167602,0.0018302359990441633,-0.0063022817989114716,0.11222268721236338,0.047530739700540635
LAMC2,,-0.01662563701642376,,,,-0.014188336207820819
IL10,-0.02143859725883003,0.09402833879612099,0.023653916782180248,-0.010219704327673095,0.04352978168292189,0.02316555365629144
SEMA4D,0.003827949147517796,0.13190121289261378,-0.06266516689515245,0.030864439665431627,-0.07222292570643889,0.01513053268304444
TRH,0.0446901269998557,,0.04580999666939151,-0.05147029477327725,,-0.02202219988114381
SEMA6D,0.03764483978144173,-0.02751611806429425,0.06088788178513538,0.04624268250265702,0.0396788471891136,-0.01785454981054433
CEL,,,,0.027946821483854932,0.046282090030482496,0.021408129417173776
PDCD1LG2,0.012981533629167112,-0.04342395910971813,0.04156314648244869,0.044818314902443104,0.10362079075826863,0.03563560183415294
SPINT1,-0.00030734292239314765,0.04386418826435941,-0.032787362570284445,0.0673061338620575,0.02669251161245075,0.02795256164355538
CTHRC1,0.06831625809779968,-0.04827269107201013,0.07617840812298168,0.03872371960760534,0.06678275135095052,0.11730982506543386
PODXL,0.08857467698203775,0.11110544804162913,0.13417850266801692,0.003879158693370228,0.060470752558711,0.15687052520333064
JAM3,0.021905389502448875,0.026214599172689396,-0.027043732175163208,-0.05721822085607719,-0.036082804635328786,-0.03640467483826292
TGFB2,0.07928001720962284,0.05023966099698169,0.11059570301194645,0.06944258183314699,0.0385531130631291,-0.13524771884239198
COL18A1,0.06751546306899185,0.1644743959853894,0.10134001144787186,0.1014839213343843,0.029614384981651778,0.16006878381885659
NODAL,0.03304973546001295,,0.10690296570145806,0.027712783977721468,0.010889837620327074,0.08535570874522529
INHBB,-0.05661172298283945,0.11123762873481886,0.01292950597409143,-0.03345599454008238,0.038871639460058345,-0.010204918291410257
LCN1,-0.014337203880992189,,0.05581788813632509,,,0.3472946108772911
ARF4,0.041339703922604706,0.10071636280374063,0.04896418404831764,0.018200428100726616,0.03625373367757022,0.09743109024225195
CXCL14,-0.04553094322723849,-0.026294443978816227,0.09705289836458307,0.0037069828674558274,0.00010733163729977611,-0.08634324553941676
LIF,0.07737507952824604,0.06863026473222146,0.069848588320687,-0.0020277193987680553,0.015706787730581043,-0.028172082431357916
IL17B,-0.007586757450337343,0.10557980948527651,0.0586804226457473,0.006991579249578021,,0.11288838990391707
MMP1,,-0.0627667703413114,0.19988427371556114,0.09648814109050007,,0.1592267024573312
MATN1,-0.015031583554694835,-0.020419649796510758,,,,0.033929128201939114
ADAM28,0.01693191148286105,0.025722154017047798,0.04747956647155596,0.03971967859716151,0.06345564487212808,0.07612781732445652
TCN2,0.043465056333496045,-0.030802571915996252,0.0029593837568221083,-0.0854391741600465,0.017359588608900144,0.0350526144728971
THPO,0.011112385053532913,,,-0.010566515227542922,-0.025859650440883286,-0.028994276387854175
CUBN,0.1231486621976064,0.11508977504297312,0.08169826599592547,0.060608970818344134,0.10854020520976802,0.10106322512520875
TIMP3,0.06940822297825464,-0.05834803611075355,-0.06044023084657261,0.08635292131363942,0.001793142187935332,0.1018925668761799
PIGF,0.033717493983852986,0.10782704405234385,-0.05785566515862034,0.0025644268581322418,0.03128335179965022,0.011870612469184399
CRH,-0.022046849403829068,,,,,0.05774906954156671
BDNF,-0.07404551624497846,-0.006505958067368499,0.07282724058387896,0.007046375250417745,,-0.04403877043087603
CCL5,0.017284433569487,0.0698070537528238,0.06621005092706626,-0.0015206249900627305,-0.036084373495487224,0.12386316795328235
GAD1,-0.032833673766327114,-0.0305909465464596,-0.0810913269087239,0.10294100593965436,0.1385150687316059,0.06504954633134193
COL14A1,-0.025433370790730322,-0.062079536469238625,0.138708459810201,0.12909224469254454,-0.011122039859948536,0.06584897328758922
HLA-A,0.07758073161045383,-0.07911797566665649,-0.0617411971181347,-0.05904412346334063,-0.04493699484569181,0.10837035053332453
CD5L,,,,,-0.02951808034667564,
FGF18,,-0.0212023573491,,,,-0.02202220164796763
ADM,0.06725560305037072,-0.11510583505015641,0.011362672730569191,-0.07714940179936548,0.006110040718726709,-0.05463510578979311
CCL15,,,-0.031177615632448072,,,-0.019099853779627297
GNAI2,0.04817438098678495,-0.03737335966876804,0.02631116653458884,-0.006865365474688372,-0.018007930359404883,0.048044550224359966
HDC,0.1030987093985662,,,,,0.019841470756767
COL11A1,-0.026066243484906684,-0.09181385880660373,-0.01835776458523857,0.0632388986307005,0.07286472751081395,-0.008589290949791974
NUCB2,0.07919894329875612,0.05313696176564076,-0.03485270829298525,0.0402551206733446,0.027893396948854964,0.013836661456248048
CXCL1,0.05731827304655493,0.05944084628181087,0.06303458439122962,0.07746030289711715,,0.12054844640830374
VCAN,0.05659460251588802,0.1235330311463844,-0.09721769460184071,-0.009127187815135551,0.017682920369460314,0.00467462082346809
MMP7,-0.010464976452121006,-0.01454723715170129,0.16163557258262745,-0.016494863148699784,,0.12358228613886461
PTPN6,0.04931479991610527,0.031615273115437624,0.0525687332877728,0.04249474335528765,0.052940615864572806,0.07203576423241582
PTGS2,-0.044520629151633746,-0.02491563597633237,0.035895418973174054,0.019516845341980296,0.016582493637331573,0.03093804301327998
XCL1,,0.033561090269725195,,,,
CD58,0.02645427117325239,0.014208609593355319,0.06076945822585594,0.022998660308218368,0.06898215230495895,0.0692822857362498
TNFSF14,0.04795198892529435,,-0.04904129261412559,-0.05123649751306372,0.0056310291886295175,0.02906358184357805
CNTN4,-0.037158969962683294,,0.029084852490712496,,0.15625975621953703,-0.01960595743307903
INSL3,,,,,,0.11479856642852215
BTLA,,,,,0.010824462536685816,0.09081722452083073
MFNG,0.0638412869582494,0.010940187328436475,-0.002985994208978304,0.052426881671196676,0.019690676669311364,0.03396982322624753
ICAM1,0.08662196875272932,0.038628869759857895,0.06030420612179315,0.05298136164574924,-0.0178361715665145,-0.025698470256599056
PROS1,0.06327415039881915,0.0677442969769662,0.04957930691816454,0.06068854355353309,0.03406907632376127,0.006218351202353922
CLCF1,0.07211167582910685,0.010533872979651563,0.060867878938633053,-0.1294047645974338,-0.00452690818986425,-0.012004662638083223
PSAP,-0.08823447619203782,-0.03645246942725958,-0.024024995119765465,-0.1139127779392495,-0.07259504286207993,-0.019604965160298082
EFEMP1,0.026918645189342096,-0.009772899047104001,0.09571222845288799,0.004762128207880745,0.07062171631715361,-0.055412590811491774
C1QTNF1,0.053961790307879245,-0.010403169294442773,0.01071940561947194,-0.02796121293117836,0.014975066567096277,-0.0873083047837052
ALB,-0.017553681344157558,-0.019329711037433178,0.09786668789077671,0.015031281325683092,0.10431855384144036,-0.029571685974529378
CCL13,,0.0591856200569027,,,,
EFNA3,-0.06477459459081275,0.03464783406074162,0.031640583342066514,-0.06145565009026526,0.07096820049051354,0.03158509650915779
DRAXIN,0.06149801051021339,0.016282339381109203,0.09785260911614563,-0.11544805672267988,0.10811505813830456,0.04421022153764514
NPTX2,-0.06626181566192203,0.06264769531055166,-0.013748554475581364,-0.135923164867961,-0.05237161129668913,0.11726500043123368
FGF11,0.0724995835721212,-0.06039448888112268,0.02185944441374817,-0.012539282647880588,0.012613062498975302,-0.03002711394932776
CD59,-0.05720214566461542,0.03457581739361966,0.12504204801744578,0.019456421554857852,0.008139744088861946,0.09317578332389001
COL9A2,0.03435314319746277,0.010199863859544798,0.03613585816423771,0.036423738740892185,0.017972240555061882,-0.02377797519414788
DLL3,0.032486512574403735,-0.024769471282261795,-0.05609099351661334,-0.0032946970459396376,0.007057612790656216,0.00034424014132285505
FGF5,-0.013977897636712356,0.038672229227183434,,,,-0.01678739577995539
LIN7C,0.031068412670736244,0.04832272234985752,-0.004052324855251001,-0.003768398654189921,0.047195790940595006,0.0077748351181839625
GDF7,-0.025004174654555643,,,,0.07968935225886395,0.08531901604958915
PSPN,-0.04253968518018653,0.030516578224948077,0.08412736002517217,0.05995460920430032,-0.02202865142619775,0.0403181148073075
ANGPT1,0.01513200457074783,-0.003891233189424056,0.04281837728824763,0.05215387631807331,0.07041790471665928,0.036910096760147205
PNOC,-0.06876872185580346,-0.019329711037433178,,,,-0.026991324986630424
L1CAM,-0.02532926949225555,0.05862990080552807,0.008417013419746067,-0.04546717123274989,0.03499137902028778,-0.0328497312491643
APOA1,-0.015487216430736266,0.022266565315293103,0.12858101715259548,-0.0051050908249861,0.041334045248734096,0.006378328898496859
PSEN1,0.022376245254817767,0.024324376961408403,0.01533825572480822,-0.002584434766902605,-0.06158109015944345,0.041843139500136975
CALM2,-0.10292672730446067,0.0388964207501785,0.002610167033095008,0.10524671852495486,-0.011013977014273093,-0.05753590459291334
CLEC2B,0.035765966249275714,0.013327116525358977,0.08716989286487804,-0.08671735145519073,0.05922655319589053,0.09672750378059362
NTNG1,-0.024907570122749696,-0.03167581530719144,0.048708059958504094,0.09354138923621022,-0.004747893476060679,0.002775411320000897
LRIG1,0.04503056592459221,-0.10917119326084267,-0.06913696007721308,-0.045925285216705004,-0.014889364908057845,-0.07226149949737541
CPAMD8,-0.012644889510045432,,-0.051235217018451275,,-0.018621559503604626,0.033029970237701586
GHRL,-0.012910536121618263,,-0.06903021930032915,-0.04035085646275188,-0.050263665251902866,-0.0027289792220846587
NPY,-0.05135722453483147,,-0.05983163842791428,-0.058036320685766564,-0.03343757948626951,0.11853938536668071
MMP2,0.05552951590472727,-0.1304191001519274,0.04823433717179404,0.019943379716055986,0.0870654980594009,0.1483049089767313
PPY,,0.023960816461275125,,,,0.02844798949102995
ALKAL2,-0.014337201557344137,-0.004396816011306175,-0.049813144070751485,0.009687969067725403,0.03602664750076815,0.039668327563339593
CSF1,0.011672039391220381,0.10793409288631153,-0.022129712402655884,-0.013429534036985824,0.09491108392740444,-0.06445921687767621
SEMA4C,0.03309561278793226,0.05635303174771707,0.09059478346519556,-0.0657232749889874,0.039097595123016665,0.10420226985617462
BMP8A,,,,,,0.240817806558762
ICAM2,0.09115953963241308,0.08598031082939785,0.1003266033972036,-0.03976381429690406,0.0483981831393001,0.15652615692385594
SYTL3,-0.033203201061817324,-0.053695954198700435,0.06320944332997329,-0.10445794324786709,0.027026048351328213,0.013754384249825018
IL1A,0.016960546475211304,,0.0014723905755627082,0.029536657579095328,-0.06681022257769274,-0.051528098381413666
HLA-G,,,,-0.047259069246320756,,
PGF,0.08081390288979898,0.12649196082349767,0.14027311219839472,0.13115914507226156,0.07174757673360987,0.15818179737298685
LGALS8,0.07071343060718613,0.009078781399774385,0.04471731751311767,-0.05523418484056875,0.0023742961790000094,0.0414588805712835
DKK3,-0.09184865102409404,0.010679445071702222,0.011047696695497784,0.1241665868999905,-0.030508354632954694,0.07895896714784326
COL16A1,0.02244431209792337,0.08280467443821068,0.10170406121236865,-0.007834286754541722,-0.038634684966012946,0.0765469273609222
TPH1,0.08766037691847345,,,0.013047641777804654,,0.056080489967749746
TNC,0.08323063290587687,-0.05637742134944789,0.02791317193465735,-0.03109903569758037,0.07689199579299924,-0.014515654381934614
TNFSF9,-0.03393236799669318,-0.004234972767527084,,,0.05328650252945136,-0.03714752258973855
C4A,,-0.02120236885502026,,-0.015679477894363247,,0.023768375347112444
CNTN2,0.0017893812019357921,-0.02244992604374419,-0.10338441553223447,-0.03990094518647812,-0.06325138335830802,0.05007095652543242
F7,-0.01264488216041266,-0.019329713749873894,,,,
LUM,0.062364866076010904,-0.07435622096070253,0.1373191341517102,0.10836648587071926,0.021146924552261196,0.08249490127580482
BTC,,,,,,0.004761654659928718
APOC1,0.0871976052186259,0.06494152602754429,0.12680455881412248,-0.13606280441686588,0.005874316479935661,-0.0887874887710537
PKM,0.03963091823737666,-0.03771039676686099,-0.02825403022631187,-0.03201538246385324,-0.02047404679627219,-0.07597607671708598
TNF,-0.01855793359558392,-0.0275161202998092,0.000677045508608358,0.03465493174363577,-0.0077722149213363505,-0.0003775887889469441
GNAS,-0.04392868727298342,-0.15684003160352603,0.11030281219792411,-0.09159935091178431,-0.024120560138272348,0.0049621006602551705
BMP8B,-0.01955717629074705,-0.03645471460168058,0.12081028414431604,-0.07595180225165361,-0.013995760305886989,0.16812052162406949
LIPH,,,,0.04647460392619757,,-0.028878916093805693
CCL28,,,,-0.04298094720433971,,-0.01822672391243449
PTPN11,0.019583023164676455,0.057200787378643106,-0.02168043437103568,-0.07604701429833155,-0.03614271627920227,-0.04916595397034369
ADAM12,0.010455355331423121,0.06391898746047948,0.04887666624140647,-0.033569887854398774,0.043026270786915594,0.10476978330850051
EPO,,-0.01757532162661361,,,-0.033746374770800745,-0.01938260609572912
EDN3,-0.022404946871795714,,,,0.030025496477194515,-0.023171240762674728
CCL22,,,,,,0.02752018216519215
CCL2,-0.01493031723046987,-0.009053094532115127,0.0518128327750407,0.03917321034317125,0.009367645316816149,-0.05081301744351762
DSCAM,-0.006687779631360924,-0.025857247981707753,0.030867669597522747,0.019314106013055606,0.012156078491169217,-0.021520277891625153
ANG,0.06395440356887976,-0.04401566457216077,0.03220081963829837,-0.029998135133852508,0.01835915170529225,-0.009309079668979436
FBLN2,0.07653149923844883,0.11119124796157161,0.02720044205916963,-0.05260622741504633,-0.03165260745871294,0.030084591075520934
VTN,-0.021315145894452426,,-0.04345276303816989,0.04220876876879014,,0.058666237576341755
VEGFA,0.05496459106552124,-0.13005807347000714,0.09444077267639378,-0.05423111375690278,0.0021281973776928567,-0.10975754017550465
F10,0.11414126591936553,0.025098378599508225,-0.011162427266567987,,,0.015717055331047804
SERPINA1,0.05471402805534414,0.029820388891929638,0.11747047437720219,0.022736341107297886,-0.021025607136772165,-0.02880597784223848
VWF,0.08726049279932568,0.09507971266922534,0.09671320696988722,0.15546794715497458,0.06977378968347166,0.15797191283654888
GDNF,,-0.03742245036159638,,,0.0732251708411669,
VASP,0.09017060040850633,0.052740205509042404,0.09552207734871414,0.05078046143124845,0.047200945592221766,0.15813663572875133
ADAM15,0.028701973647394154,0.08972335186378778,-0.016755952826647446,-0.008424962462884168,0.03612370203548553,0.10382586406588354
WNT2,-0.03245748074984266,,,0.08538076922965052,,0.16368361685828356
CALCB,-0.013977897484809996,,,,,
OLFM2,-0.012840749314883748,0.07199675886561037,-0.06641308336350117,0.09397965856449123,0.03893679642594229,-0.020558360465822646
MFAP2,0.025069818396001864,0.1286511054198826,0.09732944390946173,0.1377857273990493,0.040532608818825505,0.16378753449082314
HLA-C,0.06845729124806715,0.10655182149728636,0.039768236647076315,0.00791819795995051,-0.07576691455933729,0.11787659667849439
THBS1,-0.024293490710586195,0.04420087938336406,0.008154480391387544,0.05214761216095868,0.10266329231435684,-0.005381367376814547
HSPA4,0.030659330729936318,0.055318383515966026,0.08342892832410644,-0.05521004642186062,0.040343787148891995,0.03989647335755697
LMAN1,0.07388807026123949,-0.007693060839938596,-0.008646174041352211,-0.0229632966177887,-0.009335836887366267,0.031246694093048175
LYPD3,-0.0035230053629301027,0.0826427431288872,0.10212677668605416,-0.052327693179937115,-0.03671249049067532,0.23555565049981045
APOE,0.034693983970377526,0.08665180928089339,-0.05244802106315005,-0.10942339179814242,0.033290806792825804,-0.08399454270767323
SOSTDC1,0.01154926540843178,,,,,0.08444418614168166
ANXA1,0.11352874866873268,-0.029778391018159357,0.017276813579202164,0.00927955698983644,0.050568694766761645,-0.11620617304693998
WNT2B,0.06032632796459507,-0.030221784561352286,0.027754998121325185,0.021074514853678263,-0.03279494972820463,0.04198250327133313
AMH,0.1333346973083218,0.05279492350020038,,,0.05243215944305342,0.043921402618855764
GDF10,-0.022523218002441545,,0.1126334559753548,-0.041860124600442396,,0.004795235947081022
EFNB3,-0.024383521402390675,0.0055981042770895766,0.08902363048854592,-0.027216597969533168,0.006511186354000469,0.08524160326440998
LTB,0.09185807313814998,0.10678962367579403,0.03420883860966449,-0.07355443097146148,0.042545389785315316,0.12267719102195201
ANGPT2,0.11055395841970864,0.13489000247762306,0.0890884643793145,0.2136227192507996,0.02028463709458997,0.1322918332007096
NRTN,,,,,-0.029518102721135624,
ADAM17,-0.004568055148872844,0.020353392281279397,0.023198465237659588,-0.003211994983538992,-0.02751429719087791,0.02548364016026416
LRPAP1,0.0600489902122985,0.051686930000145466,0.04491225662448277,-0.11521230105277007,0.0354586972864647,-0.008727321935460735
NID1,0.04898077633526843,0.04605582634825375,0.14917817699704444,0.12523181936174366,0.1069225655787727,0.15163999429029548
