,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.052132531945014916,-0.0033661273170978914,-0.006801378851352938,-0.06613900210315862,0.004668476189632898,-0.05380415369374676,0.002487488721790345,-0.03522619761491887,-0.008768869903751574,0.010364156428441719,0.030945200611921242,0.07459528847910413,0.10227830895020473,-0.02798479372755634,-0.0345230484732102,0.005939405790705852,-0.00262502770856431,0.12569627403874056,0.061717365828231965
MIA,-0.008277476973491906,-0.02906911526478699,-0.03560196486023607,-0.03297654350612779,0.06095263299178292,-0.04057778909042858,0.01784151282031711,,8.96168266669573e-05,-0.020706855992430252,-0.05977379336337897,0.05290152528980574,0.03724085069581529,0.12460057713508615,0.12769460939438707,-0.051548245610654006,0.017327853142811395,0.009336351638009688,-0.039939953208731185
COL4A4,-0.02269350626584722,-0.0206645862167422,0.037242160986707094,-0.017351978819136436,0.05959072395138218,-0.005971993493658094,0.01316139293960583,,,-0.003565262225291871,,-0.05027988738937358,0.018705990887822502,0.08654123043018444,-0.0074537743084517084,0.046648735993306004,-0.03459124812164298,-0.032830571776045835,4.0789048577750457e-05
TAC1,-0.0018544848400725907,0.013091618692953971,-0.015354801601823514,0.07410184489984079,-0.003379740147280225,-0.03459796026309213,0.07314648393820586,0.09305251024529777,,-0.0260756802072804,,,,,,,-0.029612666186633788,0.06444481565068844,0.013837819306780538
RARRES2,-0.010432035326226512,0.012480406868939562,0.011741769714913574,-0.04163812416855649,0.004418565809039302,0.025219190002153714,0.03594373972917862,-0.04942052117630529,0.022542339258398752,-0.01792946681792578,-0.04238673333430332,-0.18601792396043051,-0.060302914901105,0.02310018016178111,0.004327143021884887,0.024607364674772637,-0.035720457575810716,0.002140260240959141,0.0237819077759311
FGF7,,-0.03689279480954764,-0.010892545785328916,-0.041233717796453816,-0.015551567022444344,0.020575801294297858,0.0259022945308669,-0.04203496438692862,0.029479195680668462,-0.018158754804170656,0.02445864735925306,-0.030022861501260552,-0.036337625418037554,-0.05124994359751695,0.0054423107019983055,0.0010525970893115516,-0.011204444300581809,-0.0017795048344263634,0.03624645918607018
EFNA2,,,,,,,,,,,,,,,-0.0195853264529115,,,,
HBEGF,0.006852103027770896,-8.426099967285117e-05,-0.02689218738384967,-0.06516472743851431,-0.02601179866445798,0.050788740140810223,-0.037265211499569975,-0.03140889455194369,0.046343407905561865,0.005835679301325627,0.017058654316648575,0.0800686689294011,0.09092378907727898,0.04679773401129139,0.0019224366514249283,0.0425948191234606,0.07969882424717092,0.03520131393903389,-0.01581359135327343
CSF3,,,0.006092724488325719,,-0.020485076875315564,,,,0.07365218330918163,,,,,0.011555317562975686,-0.0026298086639891375,,0.05436301181983295,-0.012390099084225087,0.1284466668701853
PI3,-0.017847037588331213,,0.053028122908908765,,-0.023066466935354673,,,,,,,,,-0.06719189860399702,-0.08854505919705358,0.0519539727154612,0.010688606708382216,-0.06015367033467805,0.03543245121721292
PCSK1N,0.024016323607905888,-0.008981494270887526,-0.0400464164189433,0.0730146496493824,-0.04473602530661209,0.0016602585094159829,-0.0034954004992000707,0.10565237063498602,-0.05428539370503654,0.04197996276628791,0.03548959203789648,0.04206142567385216,-0.01727343042453673,0.03711544133283448,0.008781904769009606,0.0258069155579633,-0.01981740125123818,-0.03809840425438078,0.05610721817278399
NTS,,,0.0075158960129301546,0.10119357481039681,-0.025178623657618117,-0.013287670500966093,0.017494981738943382,-0.02381553068461704,,,,,,0.006427821632624386,0.0957733603336657,,0.0557802474112813,0.07456144648477317,
SFRP1,0.048234805360984574,0.02003097078410195,-0.008324254874504852,0.019506899773813854,0.021228151321501573,0.02619670942758749,0.01017944734803213,-0.06280882426519478,-0.028926231721947665,0.0038190088531236456,-0.06252499504654747,0.08368321966905796,0.10142116025121055,0.03845684891352995,0.05223881348150278,-0.03565869160299306,0.015400727878774369,0.013048981008597303,-0.004647453076071924
CXCL13,,-0.0423182930959676,0.022078518434294526,,,,,,0.05152159801835378,,,,,0.01003239095488844,0.015514979594499875,,0.030112398047313256,,0.03831773965016247
MICA,0.04631998396097187,-0.012532160429074993,0.04684755245746345,-0.009535269092418691,-0.0401488605692218,-0.02865453535570837,-0.0008883885817532962,0.076903733177758,0.014971815562367253,0.018674773710287106,0.037260579896452435,0.13345303901770275,0.05823375843141716,0.027316691387037875,0.1011842828253375,-0.012435000817527552,-0.029853054235829058,0.06976360158366586,0.0053564087175119
TG,0.016198047382548462,0.046830135739504564,-0.04511818081546112,-0.02445056253869327,0.0061186323227606886,-0.02632453944767279,-0.014316638005494492,,0.01637218142416585,0.010732649883100916,-0.028348240969502763,0.012345396113019182,-0.0012494561167473023,-0.02205928274601613,0.0551084751941178,,-0.020251804090095804,0.09846084345947434,-0.03843209508597595
ADA,0.05113818115703347,0.043697623577550464,-0.03559733651195424,-0.015106934113133618,0.06328249138252384,-0.005662218242560603,-0.010838477183738501,-0.05932485688186172,0.020486166557132302,0.0018848872439983593,-0.015486303031146125,0.10881471169274726,0.11610764192274654,-0.00136610632983906,0.023507469291636916,-0.04717497075550884,0.045423528493672975,0.12023159047719907,0.005070492839397784
LAMC3,0.02809447432802491,0.046681018667673824,0.00132473995721923,-0.04492380277445878,0.03608070079360918,0.03239290724059957,0.03380915747379365,0.016630673373887985,0.0366194006602233,0.01951072067848603,0.12317239321287655,0.06486341968328986,0.1730559455921155,0.07673380554527158,0.047566009458266584,-0.00922611262119982,0.04009119691562126,0.09273938282445145,-0.033032135865598826
CCL7,0.07088761770078747,,0.0916097966730386,,,,,,,,,,,-0.024881866802945723,,,,-0.029012818268431315,0.016114527765056907
NGF,-0.01608981871160019,,-0.004388010981440097,0.09035199012772215,,,,-0.023815546365563864,-0.034481273337298966,,,-0.05659877178813281,-0.034521886075985456,-0.02873656421335504,-0.01932206671531548,,0.004902574351386512,0.028703396482418816,0.06904517703076962
TNFSF15,,,-0.03412823296230224,-0.0004162830244499634,,,,,0.05555646726370665,,-0.026129902022901545,-0.05939551226026782,0.06809010559209952,-0.024257026140204113,,,-0.015280422662845954,0.04960021027643127,0.02950983248713062
HMGB1,0.009882697229079243,-0.0213029142909937,0.008075495560631984,-0.046848111867800406,0.020269468075158285,-0.027713015019667563,-0.04499929263564378,-0.10424784580507662,0.04932482932984417,-0.018657763363088487,-0.10457361026342735,0.039266105056859,0.025069930812737153,-0.026223637537490872,-0.1337281171677069,-0.009802642940089742,-0.0017031219429016386,-0.07057735295444478,-0.06386936840371403
ITGB3BP,-0.016625996453890294,0.004360167374164597,0.09313549938399136,-0.03582795601122836,0.0076529815066518165,-0.031487642753802,0.062291894635553804,0.009118981694223921,0.01639890531676546,0.04033516996531084,-0.004036264820976651,0.03127755650464417,0.058472887588842073,-0.0175158977427421,-0.023726657660982902,-0.013629868147170163,0.03031903508448754,0.06003954457092103,-0.0691715276156021
AANAT,-0.026353560144870704,,-0.03885148727796707,,0.0669849743478208,0.024997506971986817,-0.0165030179537626,-0.022390116045452668,,-0.018923938236418112,,,-0.024195466929173143,0.018812836445846078,-0.02635654480545352,-0.007831395272249228,,0.02615193479010196,-0.038812028885510934
RELN,-0.0004168569462136357,-0.030238078399108016,-0.0036449307065680803,-0.019707643275258535,-0.013593266568252197,-0.040518216574718526,-0.0007859417087200275,0.0587283449085642,,-0.020950433019814165,,0.012516002678484638,,,,0.08634737465302163,0.140872444549715,,0.11327228793918385
IL15,-0.022996199813864755,-0.03953427808410114,0.0033851593206561284,-0.02015893631986683,-0.030640765711134894,0.0373221307096068,-0.0020681830279126725,0.004311558139539891,0.030209993947347323,-0.017551078064080548,0.014184480353033378,0.02976391125189162,0.0650994974044715,0.025598258406213367,-0.03937236215746336,0.034681867395350556,0.06192800485509292,0.11027014617563011,0.025784514373195063
UTS2,,,,,-0.03509822295330376,,,,,,0.013908831924444318,,,-0.018588495476103972,,,,,
BSG,0.003826213115817804,-0.008860778023202757,-0.07575838941269072,0.04321409120046905,0.0313683766599213,0.013965152984631149,0.010412161015734687,0.07986344975688474,-0.013149451239487108,0.0027382192555916816,-0.009429920918418079,0.029979128807972072,0.07793139563317912,0.07181364341448264,-0.0070880099316168255,-0.022741027607225312,0.039713902021620485,0.04734794864931775,-0.017752984091945728
ADAMTS3,0.03914372081034677,0.017591023386888446,-0.017993128991884343,-0.03247021468485928,-0.01265037363654588,-0.0068557829283176115,0.013142761151006212,0.08684112127327381,-0.02818256814069427,0.031235084999465673,0.053334116377442245,,-0.028971608447047183,0.0008836003776837142,0.03444307115545583,0.00012561465926115586,-0.0038367049934774407,0.10300888905547519,-0.09459061265475399
CD34,0.03271541659600563,0.023967388844523863,0.016134180678673234,-0.02508101502853415,0.0011723561841049444,0.04721798548424901,-0.01242099364509225,0.00533473503536619,0.07407823447275091,-0.040645484766098236,0.1399272512323663,0.06032003452371162,0.17144830451363738,0.08976971359655529,0.07001683869429776,0.040597009900248164,0.0696202870094845,0.08319956508991473,-0.00045870038670203995
CCL23,,,,,-0.00322334515673594,,,,,,0.09718805745485853,,,,,,,,
PLAT,-0.026512615586257997,0.015489645866547672,0.023845597097287615,-0.07625029371375576,0.029152663935967937,-0.0162928606063526,-0.006224975366019289,-0.026056554852622222,0.0540928562060798,-0.012067834780714267,0.08330231325615468,0.05812268904195825,0.06805246374784485,0.1015395787510882,-0.021465349398222117,-0.029209027198611664,-0.04447307357464853,0.11030114223769451,-0.03988104056076089
NTF3,,,,,,,-0.005449908939385858,,-0.03401600794568052,,,,,0.055603560456231445,0.07130778652967873,,0.009828761792449315,,
LTA,,-0.022821021593510935,,,,-0.02280034831330122,,,,-0.017551080230593815,,,,,,,,0.0033987783191176246,
CKLF,0.0019298648197006597,-0.004292693739449326,0.0384553239415531,-0.0311246310221271,0.03301050883353503,0.008371584303473022,0.00370605835467035,-0.04470863517367319,0.05534751066083702,0.032757264773018005,0.040292764383683885,0.046145649000888904,0.11361861101579232,-0.02397524958208847,0.008310593068018126,-0.06314810853250814,0.004361108798794872,0.02214716244905137,-0.02950584388390803
APELA,,,,,,,,,0.060440825081702766,,,,,,,,,,
CD24,0.011384581026762472,-2.3455697985616768e-05,0.03737238018157273,-0.09758559332419746,0.03622597439062899,0.03276925890110757,0.06150921584911409,-0.03941892810852982,-0.03372651515703229,0.04727421860072982,0.013645856659105978,-0.0855766035199315,0.09549804357806572,0.01595944104218604,0.038772996895384285,0.006743892174749127,0.022543920511974992,-0.04194811912022382,0.005950642433557841
HSP90AA1,-0.012109640579551181,0.04702740663552244,0.03056913455618062,0.07235392845142136,-0.007340327519404782,0.08188356828788651,0.08581706785565954,0.09382670823040051,0.026347898342399548,0.02420942727790834,-0.0005421987165945128,0.013526299527667821,-0.11579457630363185,-0.021258470055481187,-0.14347216963088563,0.02102795661552307,-0.026928324571343462,-0.1743665014253092,0.03489384583893814
BMP4,-0.029318401375935672,-0.024191620657537327,0.006971865459161394,-0.07557934442925236,0.06315023618045851,0.017127294135870625,0.038636971078774986,-0.004898610097133644,-0.017242145812362733,-0.01495533310970393,0.13233536792561332,-0.05551101929872511,0.024191460941856823,0.019067841172444044,0.011033277289762788,0.0013921812877222084,-0.020267931481895447,0.048591280920240745,0.04333747456271671
SCGB3A1,-0.029148312127666078,,0.04810409462597181,-0.02573323874957964,,,-0.013920457054892614,-0.0394128700691835,0.0009847281418545151,-0.0122469116815795,0.06831973311524285,0.1362420957503524,,0.02009376912681593,0.051900111079433424,,0.003695364022573688,0.1931195043801858,-0.02932941578873777
IGFBP4,0.05349354600072747,-0.013328852228641856,0.03626586360689669,-0.07816424256600624,0.020998989129667717,0.010003929405365333,-0.0189838486261088,-0.05009872639673827,0.023938436760437623,0.010780421406240916,0.13889911225700627,0.10291186672933854,0.12983584689695546,-0.06385825611935303,-0.013593271455252777,0.005635523952536631,0.0549171816011941,0.14971977859977414,0.031335229658139604
RSPO4,,-0.028228765310769496,-0.030137838010188794,,,-0.005102439666932506,-0.013920455018710868,,,-0.02434611137849545,,0.03688722130893801,,,,,0.01353517434341726,0.08405738445340327,0.024842917900053958
LEFTY2,0.023799250041775574,-0.023101298460255465,-0.0005975053962490234,-0.05048282560809794,0.0422770090748624,-0.022962716541982873,0.05842338884601179,-0.023815546365563864,0.054658159687296023,0.009331770499729867,0.06667905307613822,,-0.030919756173703416,-0.021121887266794735,0.015027256919533386,-0.043320413333456896,-0.02906255865886727,0.12438848239412728,-0.04075203985078619
PF4,-0.0302366948439497,0.04208419937183071,,,,,,,,,,,,,0.027074414430948487,,,0.019040855186642752,-0.03833780891671323
ANGPTL2,0.028003139246517237,0.0337564796039376,0.02978017818864134,-0.03458349690038843,0.043897916912221016,0.0829849186026728,-0.026042257021918758,-0.026124493469787805,-0.11355672239155064,-0.05416384927453208,0.04951170038069694,0.14992492255373316,0.06603353948150145,0.1202478514762664,0.05047083522427917,0.026747566410678585,0.0661800848608797,0.15819185572969796,0.048459338212103575
LRIG2,-0.08541060122009539,0.034562342512564286,0.009417513423085161,-0.03064968295529354,0.06319917001636204,0.035645965540190026,-0.0037121444661811598,0.02387530363444785,0.049674837104213714,-0.015432088287250992,0.15479559357419356,-0.13705263277047042,0.10383031250575762,0.040951852332357555,0.048983365446852334,-0.034126919349077155,0.010943999572436549,0.04385231756005043,-0.009781829813001866
ICOSLG,0.025376255352788042,0.07475761728152655,-0.061188571161851966,0.0034449179228119055,-0.05112688227336874,0.04395410869271338,-0.015303612248944441,-0.08340198306262912,0.053157424548347126,0.017547209566617688,0.03233109688683922,-0.061765565285771054,0.041444143671646755,0.018281304718835663,0.06611519202119581,-0.05319634336049086,-0.057122589982797504,0.04990049255270957,0.04158211931151722
WIF1,-0.04103099741161063,,0.007302740889161956,0.10577862722915941,0.0007443804605675082,-0.020463461543277755,0.05245653170828946,0.08059883437794145,,0.018750214725541416,,,,,,,-0.019866011612618067,,-0.05499984573471319
NPPC,-0.014061204536271313,,-0.0018142690585224298,0.004168827281718297,0.0033265651922548397,-0.02544372271298817,0.08244989453224458,0.06679309895304258,,0.03548308720265457,-0.021784796952788725,0.013352152078964358,-0.028971552805338294,-0.025602130242657797,0.0761016086941334,0.07042190879795844,0.017668671975461098,,-0.0018210890367528492
LYZ,0.015298873978846496,-0.024353436821343968,0.02729509859006214,-0.014560316825744827,-0.013265323746609964,-0.0009088052005415181,-0.022278951535273255,-0.07768684465588119,0.02072177165352526,0.03594683049300918,0.07488839316041057,0.09580710734659463,0.07161301213748843,0.07749881999170986,0.1027248284926544,-0.02398089825130995,0.0006882929697797777,0.014474994319522165,0.03129213064109337
EREG,,,0.0387328814532627,,,,,-0.0018809570337903242,0.062104425956053436,,,,,0.04294789347966369,-0.01350902319982547,,-0.011990166428490384,-0.013674767631079597,0.016745818341659866
SPTAN1,-0.010602109324198349,-0.008789663072510959,-0.0383364587291777,0.05439500969515346,0.009206378539810602,0.034049651187572076,0.0748218231768369,0.07142612749555247,0.05225326228707589,0.059855549516949234,-0.011595330799216036,-0.024764311871612227,0.0933634177962603,0.01102756297476403,0.03383091633138478,0.020354032357785025,-2.571650293484022e-05,0.04165964132476693,0.06490323470902462
PTH2,,,,,,,,,,,,,,,,,-0.03398632026463856,,
LIPC,-0.03701766204675689,0.04059643714034543,0.05741674180583266,-0.01852139321259271,-0.012572264177011277,0.02494402972822669,,-0.04387768764533437,0.04979774894519879,-0.01564570961686717,-0.023100547186843814,0.09457837608248268,0.04204241577544135,,,-0.019793744180215043,,0.036679506572572275,-0.041344138404238076
COL8A1,0.01437662125936046,-0.010428617010192943,0.02251508878696769,-0.04301505975696783,0.027775282086191302,0.0023037106551858488,0.007924825702981282,-0.03561467752819144,0.028973426865536712,0.000807999861680922,0.08327820055590626,0.03612163397695772,0.054218347634087706,0.050046407838801134,0.02749331392371055,-0.0005145537999805891,0.07100237655173763,-0.0398630003180502,-0.027718811135865534
GSTM2,-0.01733478143301524,-0.0454879380584489,0.0421144507993661,-0.017047095111864148,0.08518571033629452,0.038721731386292604,0.011640445468575934,-0.03896633890772626,0.06671944166097135,0.09996854576927248,-0.04535643199071199,-0.0813444199046337,0.072523989671181,0.02475888002739629,-0.017169716912789255,-0.04364987794225674,-0.0008679535866080932,0.052634386097451254,0.051105583047744575
SPX,-0.01800529805133298,0.011385283320858103,-0.051526423608389646,0.02448604682507312,-0.024580691779451214,-0.05007402302578202,0.018497850684318414,0.05072931349379463,,0.02819824288091605,0.023510453675553215,,-0.048257301986661914,0.02848242765610983,-0.022288842957524622,0.1258723623362164,-0.05259180055783381,0.008890144358375747,0.02727955551525712
MFGE8,-0.024288610319289344,0.08330326026441398,-0.01664520809576188,-0.05651557220018107,0.06882018508040272,0.03373854863993908,0.04287850083015228,0.10653270086188975,0.058884967861719054,-0.0011704804502372709,0.05295454943837525,0.07947294855492452,0.10014149320734592,-0.014682198097332703,0.05847037889229397,-0.0352018372292846,0.047565672924882715,0.14046887432038674,0.002675531257404448
TGFA,-0.051221654290681935,-0.010764615834291653,0.08004164433545395,-0.032140570549963374,-0.1115554458414109,0.015376866620351258,-0.0005723840216606057,-0.035091526095190284,0.06583033210832476,-0.019159836178515476,0.06753945019017299,-0.060503680423288214,-0.02253317595271109,0.009864347018878037,0.03466208185281504,0.03526404249382645,0.01671409679372212,0.09315360661156617,0.01117915654943814
SLIT2,0.05325991867529936,0.06838214552763978,-0.05141095822955546,0.0778104940024074,0.010309391741684866,-0.055236343186859556,-0.0012122750947828162,0.10141873565695805,0.013556766355892617,-0.02011402061304814,0.08152451407629288,0.15264157472569698,0.05459147005403519,-0.005312889593933596,0.028695153542715398,-0.05243335779125241,0.040850212132522996,0.013601545172277655,0.04075731679662211
PLTP,0.0474416400592041,-0.015294092001723394,0.027918304922734324,-0.01900529760868017,0.0014420621404988918,0.04660687718372023,0.04106365648533764,-0.04224277362649182,-0.03310908034045076,-0.008876920379785798,0.0841495630981534,0.008470810503240545,0.11365870908768938,-0.08910677204882891,-0.05869317345141423,-0.0713304621554599,0.010501068971919412,0.0627551255978699,-0.09079152742306304
APOD,0.008514198170120354,0.06021230565389985,0.029320328140480433,-0.019626944252051717,-0.013767754768107593,0.007225142593233036,0.04058633774503479,-0.05714218813256201,-0.004534542465946159,-0.02241459546679569,-0.053431589939892075,0.006388669035910054,-0.1330317149717167,0.13624393602775045,0.1060441890862834,0.1127765526031877,0.048600603832160534,-0.10491308191209556,0.040241993764897635
B2M,0.07866090525280846,0.034873526424254106,-0.057356483648678985,-0.11389974198770123,-0.012927644541394362,0.06055800243170523,0.010258040385304363,-0.0880676596371159,0.06541298634662007,-0.02025861215132743,0.09670598287841908,0.11963226557945285,0.09801379118215094,0.005097893165675447,-0.04604120929167045,-0.05757464467423709,0.03602591722102623,0.07868620354410659,0.03331709612492289
OMG,-0.004471794302110073,0.049082930079775954,-0.008719215384544968,0.08687574679193324,0.007859136744933111,0.029252884358216436,0.027529803298814035,0.01863796961012715,-0.031983522121427355,0.021330353020909795,-0.031021289740663763,0.07237705150720143,-0.08746434695270136,0.034746766917429034,0.1097558546362212,0.06333200425990258,0.018457679931146723,0.06330613267068882,0.03859899027804952
CXCL3,-0.02290019679128123,-0.009960162069034755,-0.02669909816093656,,-0.024260853736768347,-0.042606344827966644,-0.014891944410345007,0.02620815826073949,0.09156507505952255,-0.01263995602777393,-0.0224514178976232,,,-0.023590068499729038,-0.03514521794226674,0.049405700777280896,0.055563466254692745,0.03815897143860986,0.0024903187874329934
CXCL10,0.0028526487721807743,-0.0228090308331817,-0.05845063433685094,-0.027554982184050298,-0.03913036356529147,0.06408614908154535,-0.022621953526052757,-0.019977468228576142,0.05716351400455273,0.013728919118557533,0.00025996343440053095,-0.037909158719683665,0.016911036629891733,-0.009101160618430203,-0.02407790757891303,-0.0352669886771899,-0.002995961748208003,0.05815927926005388,-0.013506452244534362
RSPO3,0.050630983501535026,,-0.05169997102181273,0.0022674038075575355,0.03645883560209085,-0.010262562731087973,0.11352197426733401,-0.04111106044132006,,0.012348629512212902,,,,0.06898077603519936,0.009452554950220031,,-0.009119235835174965,-0.02944233736266667,0.0658655680609558
CORT,0.03392893021197648,-0.028305541913663305,0.0019400878473769408,0.039991556916863735,0.05433739224719597,-0.012941174847329482,-0.011299850838124972,0.03384256244596701,,0.00583153881786831,,,,0.09237909323228896,0.002848787369801882,,-0.013957554787078255,,
NCAN,-0.05048423674852629,0.02561975444088326,0.020506526150597653,-0.02410094393550426,0.03963693255647031,-0.028578679595864707,-0.031200168770714486,0.09172418663780016,,-0.000588837624702153,-0.012041677641640387,0.06533714100737913,0.03224260273253597,0.06946374841764552,0.07958424401724447,-0.0973679435587652,-0.029983937985298848,-0.005552802362673978,-0.010544189312628464
PRG4,-0.043835584771301124,,0.014240524805962152,,-0.02628442388842756,-0.01762426404677668,,,,-0.015442932149032574,,,,0.0038481473913263577,0.10566532267681787,,0.09802966182074702,0.09206162948881068,0.022000957733449403
ZG16B,-0.014432620210299073,-0.024979866978890406,,,0.08183833610526747,-0.018116946515929603,,,-0.021009894521785918,,,,-0.02689725879248006,,,,,-0.02548377900265287,-0.03270608292441939
TGM2,0.01364568635643537,-0.028405532297565806,-0.020889806356157774,0.011876681972558718,-0.003117378928341206,0.011504631274723448,0.01909653151132063,0.012210543626678656,0.08861215371156751,-0.045314725251903734,0.09832897858700775,0.0028277218487319403,0.12680659993082116,-0.02813097518514495,-0.010034542641180807,0.02322069344631259,0.04954763771042336,0.0359601842331337,-0.01622509139474402
VEGFC,-0.028226502018506735,-0.032075111163698884,0.03782302990567221,0.05219276571629912,-0.011804773070181594,-0.04239855654156549,0.020335443444292514,-0.0276840315822048,-0.00828906770958042,-0.015760127811252588,0.0029986297471856073,0.1844983556569054,0.0687225710982237,-0.03202153317324811,-0.037638556247331305,-0.034528859700710623,0.096159173763067,0.09707521281145003,-0.04748248427748181
