,UKF259,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
FGF7,0.10242444874423294,0.04125575311435506,0.009397798448597474,0.032016802388971546,0.07899350506236794,0.038958808807192186,0.06504800252447306,0.020867354926877427,0.08936444958285028,0.013575792901344516
EFNA2,,,,,,-0.018249023439290003,,,,
HBEGF,0.0064831778176478606,-0.050909412722901885,-0.016007719612444474,0.021638967233440238,-0.020812665013530927,0.012633682058548727,-0.018060121191029628,0.012545537080959594,0.047252408681409716,0.04858174407234699
CSF3,-0.018151558901170695,-0.025522073619080633,,,-0.06290830372374065,-0.030063932766260303,,-0.018810741662198704,-0.003717320575811267,0.058412246372142325
PI3,-0.02132358401605308,,,,-0.023061472206985394,-0.06399316063682789,-0.019132683686110485,0.029500865956325926,-0.04855177130493777,-0.031607731618551196
PCSK1N,-0.01436761936423937,0.08223402854308728,0.08956744745715532,0.013589647730405979,0.03875548608852117,-0.0507120184817239,-0.051743603615556466,-0.017669603632336627,-0.027111620474023303,-0.03231690495328291
NTS,,,,,0.022690711036602165,-0.022232972063605513,,-0.043493042788099005,-0.033092290179294624,
SFRP1,-0.013287831686745421,0.06558835799428689,-0.0012726113197633483,0.03583477286324526,0.04513915617227892,0.018930169562833728,-0.012507030603131162,-0.0179027937220043,0.017691529407318066,0.10158377497638824
CXCL13,,0.05275935114434519,,,-0.043532020775668964,-0.046886943465606935,,-0.005992355406869392,,0.07257325251604889
MICA,-0.029239350608133773,0.026534452279734617,0.04136455682220831,-0.035604038207286574,0.05355535525816411,0.0031949083149716544,-0.02858433748786021,0.06053857353817529,0.0817853942544154,0.06444005113449706
TG,0.1253589633012173,-0.013566540403198938,0.022096226833670605,0.05316068418765755,-0.025751510321694437,0.0954789327704214,,-0.01548152944477155,0.03393485703008348,0.07193841741225268
ADA,-0.02323488766653764,-0.03685149940122561,0.03808885177384554,-0.05400340924454675,0.05184761352918728,0.0181307553961795,0.06236057672913854,0.11154710304584577,0.05839771181486202,0.0777893694769778
LAMC3,0.06663445944949414,-0.03498705163946186,0.02060948583183053,-0.10510999700553836,0.09439419138911205,0.05144620549874642,-0.024205457920146188,0.08534540314581215,0.04986791989768055,0.10729246688803354
CCL7,-0.01036756257503593,,,,0.10515381938340251,,,,-0.023417086765336395,-0.01531305974512635
NGF,0.028011752731817944,0.006842135893418924,-0.07461760176843496,-0.04150043190919615,-0.03354641846113025,0.027105734960659288,,0.06467907578844599,0.06541890477297091,0.05458038593770904
TNFSF15,-0.011544787998292559,-0.05542084442434515,0.008198586203840048,-0.006903441110949465,0.046998714509981436,,,-0.011681147631637247,0.07421695956358182,0.155805428374355
HMGB1,0.006140982794716175,-0.06862968748723207,0.1042052049965508,-0.05497236592808288,0.04610002268956973,-0.018507104021568237,0.027222086904323102,-0.03832370026976859,-0.031162545253182926,-0.02654602650725374
ITGB3BP,0.01569973354895688,0.008794572826461367,-0.06715707274902427,0.08518238273893436,0.004544336750373802,-0.01728742039463773,-0.05545291169941354,0.0031881623319001194,0.04970544352349131,0.008756744162976022
AANAT,-0.01050457747353434,,,0.04255299671021803,-0.025482003984239398,0.12788305151546187,0.02738109351912663,,-0.024776254341251032,-0.02522090065389506
RELN,0.04371794807342349,,-0.007765669182504111,,,,0.02620182992993572,0.08940765154896631,,0.04757818161944105
IL15,0.053258369664122805,-0.07078086815490266,0.016415114145980663,-0.04916899799167613,-0.007056076607867118,-0.014516551054470956,-0.03468710012281042,-0.028493914190940238,0.06758158288742955,0.028330186947924267
UTS2,,,,,0.01843870946310121,,,,,
BSG,0.03949801619433995,-0.10964843779491629,0.04540364690514507,0.08194410578349902,0.001507987837765452,0.008537773151146755,0.008849815764329364,0.059966821919860164,0.04518620392855843,0.04507436804866222
ADAMTS3,0.013699984668007564,-0.06390702990193595,,0.10208922897198024,0.037270388235015474,-0.012899569487444978,-0.029808928903830176,0.0073485449481015975,0.030379214866411066,0.005629134455232917
CD34,0.0443486990941603,-0.046040435228963034,0.12161262395090856,-0.0034014205561571243,0.14985630362908306,0.024191726412917818,0.03531371939943878,0.08180530237889064,0.028358268278529553,0.13968021525890886
PLAT,0.025519774117400945,0.02107133779353737,-0.030960470510176214,0.0026908205877376177,0.05252892815111253,0.05944693151222739,-0.0035925325996466603,0.024096842639556165,0.10723995690650706,0.06410785353286325
NTF3,,0.02261857626519049,,,0.06396479025653912,0.036050738043508765,,0.04108863848924203,,
LTA,-0.013287831065119765,,,,,,,,-0.03334510447218145,
CKLF,0.029934825096865576,0.005744178299847329,-0.0021814865091236615,-0.05422319943006809,0.07092877818821451,0.057206624258394255,0.06842311231917048,0.05144930336072727,0.02766121096031608,0.0202111220438235
APELA,,-0.08791539683273211,,,,,,,,
CD24,-0.020863990031091934,-0.004572278430566334,-0.04011027009645814,0.07410703505337449,0.03597780789828175,0.0015829713662575736,-0.0035083536027988175,-0.01575684476949207,0.027161208888369235,0.04034373361891578
HSP90AA1,-0.013113183828461413,0.026575450712740586,0.054576649728436316,-0.04066923401128495,-0.0872082602182256,-0.12326255054531013,0.0511984005531834,-0.002282385997763601,-0.05003288876041002,-0.02844066206946388
BMP4,-0.031002105013136497,0.12761121872223713,-0.004789688242417105,-0.06045718031794252,0.060896408916399164,0.0073797548124809355,0.011142736950373298,0.08144384369073322,0.07313657692805772,0.044598892864469906
SCGB3A1,,-0.005993108533924821,-0.07560376931363329,,0.06696664311957827,0.04881137354040713,,0.11148094783753795,0.05698953052790878,0.09690178647402675
IGFBP4,0.01808639263839018,-0.010934520754770171,0.07870745480926052,-0.048620972645436085,0.1560515258410098,0.014162332166065158,0.024010383920576684,0.09240565221572793,0.05774990607346128,0.13083192111410688
RSPO4,0.009539956819468023,,0.043299258452497685,,,,,0.006583399989240537,-0.015022019095754225,0.03206055423825026
LEFTY2,0.03251772755848223,-0.04015669628629905,,-0.018228015132810377,0.0459280974161615,-0.0014769419224906072,0.02377631333857875,-0.022216927223668668,0.08499206816289873,0.10093680819044684
PF4,-0.009045494093556969,,,,,-0.016726493420859887,,,-0.03334509675587694,-0.0249127422023897
ANGPTL2,-0.035564877932479165,0.06639416849030287,0.031729824401088055,-6.080067631162213e-06,0.07122019971375446,0.04258282241291373,0.040469802567489055,0.035553682977833775,0.07316048886158456,0.03357489624479259
LRIG2,0.025198024063493547,0.03670802270310867,0.05097439569515681,0.15972483171374913,-0.005776307839835301,0.009392835294423712,-0.03859440144732219,-0.0026439346110444188,0.09019912593304959,0.08885355375406384
ICOSLG,-0.028929439594177004,-0.019057916627811235,0.012915964162755235,-0.07888930775719709,0.023172921276213825,-0.011047662718405248,-0.015411548264853591,-0.01317896443770586,0.08764738700833388,0.025170327147151155
WIF1,,,,,,,,-0.015186609665127627,,0.012155624464731441
NPPC,-0.014031792016072058,,-0.022699598036509627,-0.03482810735934859,0.04652444015842774,0.019784775153411524,-0.026425322719818144,0.01576639382056512,,0.035190383722246095
LYZ,-0.014749196016506063,-0.05393427903791357,0.06513628956530283,-0.025881472328048015,-0.004153933601557581,0.029138777187993046,-0.01336806864071296,0.014925236641817184,0.0029597761756528433,-0.02387911843490738
EREG,,-0.04379302385238058,,,0.009232908339687911,0.008536438968943176,,-0.02034772185702246,0.0002578011806757364,-0.02868194624607976
SPTAN1,-0.05948412627558358,-0.054679298733118845,0.03574791551518765,0.004727279183839568,0.04427244069632079,0.007245201594184239,0.017180067764344463,-0.04267557537024465,-0.00266039096920956,0.014478863120239152
PTH2,,,,,,,,-0.025980905975372236,,
LIPC,0.12534882341659356,0.05103244509600024,-0.03378456230009305,-0.03750440009104361,,,0.03296453640090487,,0.052588798385152166,0.015350806411041022
COL8A1,-0.014115573680703451,0.09664764068025493,-0.049494318761162816,0.013454746952376077,0.003537272551454954,0.05830486827143435,-0.005517473642309744,0.019194808175931072,0.04158903535355197,0.12715738925551856
GSTM2,0.05982242056613651,-0.046368759382804485,0.008566204569674512,0.07401161146885697,-0.021212287858845866,0.06568703940092614,0.014463927992536268,0.02304434079079611,-0.015619798570186152,0.040900536857898157
SPX,-0.026636343906204726,,,-0.002059500048196453,-0.02928605100774622,0.01804700325254008,0.018319367592439892,-0.020789385258455025,0.015786674601169653,-0.004270685341388463
MFGE8,-0.008695548055900153,-0.04923347765870143,0.04898838524682635,-0.07979195501095954,0.011325432770409429,0.02581817289860068,0.07525825645908116,0.10441245479565783,0.0746326376032185,0.106784416800718
TGFA,-0.0021580510405714353,-0.013033299667516852,0.082990513251003,0.004523641474992464,0.03551074768903867,0.05465799254143169,0.005510534726959193,0.04196473218379812,0.04508321990309988,0.028884096778352568
SLIT2,0.02165440218646224,-0.02373647199562148,0.00736296342885371,-0.03938750931865433,0.02824750702821082,0.049224490753805375,0.1326026698521031,0.004406477598570502,0.06580310134157932,-0.011312747208576527
PLTP,0.043143988993987976,-0.02053087233880827,0.028417654279019097,0.03334567593730094,0.12554863512376455,0.03988553807923386,-0.008487384873621726,0.050196164770413415,0.007922893390581817,0.07080928866813586
APOD,0.007495241012685044,-0.04226502813974618,0.08267700456508587,0.01667531332485119,0.009207463500641798,0.04154041962858316,0.06458316058782301,0.08295805661028481,-0.07780157753308534,0.03697912470937051
B2M,-0.01355047956368574,-0.1256666137659659,0.03347474828983442,-0.07198776515526713,0.153613176969664,0.10769677063697174,0.021012692548715073,0.08721099218054136,0.03883549098105203,-0.030285828935497312
OMG,0.014229792113502357,0.05594159009691761,-0.017018079748591448,0.009750933643965232,0.042106616126321085,0.09174909517287462,0.05869794758167186,-0.044781420696824045,0.07234813304168791,-0.020216310639327096
CXCL3,-0.041479342639749645,-0.027778013054568732,,,-0.00875019052530008,0.028388370151920153,-0.019614800229323714,0.003810762834363446,0.06190193777821028,-0.01754438068433653
CXCL10,-0.0076049410456411155,0.0015277478963142313,-0.03652714986503893,-0.046978930310889434,-0.0015804624035553505,-0.022435076629081282,-0.02642531984649935,0.08092723289323071,0.03471513144439149,-0.0031760665108006873
RSPO3,-0.010504576697364997,,,,0.040905810619334994,0.03970731371252542,,0.05300067644989583,0.06442816700065919,-0.0014122506149562757
CORT,-0.02355731983921757,,,,-0.020393733321995254,0.02889546640077554,,-0.02717023872072239,,
NCAN,0.022636859943544807,,0.10502679929331667,0.1106554892878721,0.02409096559607982,0.06007821974809566,0.030567709015566363,-0.03917824873655919,0.009169836748835798,0.008354886163726722
PRG4,-0.010367564190666659,,,,0.07816519516395937,-0.025827375021108535,,0.13562726483382037,0.0380543031054963,0.12833045680419652
ZG16B,0.0830567445479754,-0.06100750730416159,,-0.032334498022628166,,,,,0.027368001757395122,0.025553657535279006
TGM2,-0.028108819534309607,0.005623955605915909,0.16387587661125866,-0.011463668893376928,0.03147244852263689,0.017624849211968538,-0.02441581145816105,0.04388058189439475,0.03518785056311883,0.0991585723944722
VEGFC,-0.01847777540401691,0.05287997536498151,0.02922003558922275,-0.0071991585835178475,0.08500255343250812,0.010235970556129346,-0.005776063181458892,0.12808914455187662,-0.0072664089421393355,0.14073935621713163
WNT6,-0.014339676232951015,-0.061641177018539654,,-0.03075011141570883,0.06705745419209076,-0.03253089811309157,,-0.0216815592772185,0.10388274309684317,-0.021960853638921408
NRG4,-0.012617799893317235,,0.0528421390317847,,,,0.02718258392929788,-0.021573127999515877,-0.02376376674228095,-0.033025755540728535
PMCH,0.04790677087251817,,,,0.044480290811468454,-0.024558242010071493,,-0.012420916398623286,0.034648476823376094,0.09597141194399875
COL9A1,0.031067167584638088,,-0.048158186526197896,-0.05173944166463688,0.0823172636906051,0.09088016024608946,0.0316509366594403,-0.02242619640094153,0.019369605881909016,0.008455476813477643
GDF11,0.018247572488914864,0.08077844810381885,-0.046787384163647736,-0.040590171623057565,0.022847983463673487,-0.02780606254360942,0.031400650309393666,-0.0174149179751045,0.07517132981667615,0.03877026454745184
RAET1E,,,,,,,,,0.022148879526995735,
IL24,,0.01704011279346886,,,-0.022012233679305496,-0.016459797987326212,,,,0.05626903822275408
SORBS1,0.03477048640154253,0.042378854560137555,0.02018742564623192,0.03745393072685441,0.02797110030921243,0.021053391061327368,0.0020594724367320027,0.017137576753547157,-0.028515210513497494,0.030757149942772892
DLL1,0.07672518177342748,0.0117080854125177,-0.02755287066464238,0.06109023803199715,0.013048930014100835,0.09070695099924997,0.030330520027870695,0.015222672509350684,0.09674624174556432,-0.03085531931533042
TLN1,0.01333664566503802,0.009307665596245481,0.056388605052776014,-0.00034689152740836166,0.05952600340123336,-0.03446527889157224,-0.018922944868755114,0.06486665005102031,0.027685478253212874,0.0575617905240584
COL2A1,,,,,0.07491628830781755,-0.03198943485404489,,-0.026166661444674444,0.027248143031386212,0.021099735839924902
SHH,-0.01077360140368055,,,,-0.01659419332047661,0.0352546176834623,-0.003698592951275243,0.03401865504692822,0.09461571929114128,0.1192257009836252
PON2,0.019567767812876766,-0.03332715037888809,0.01767200367950532,0.11050849640816293,0.08197908443786887,0.07051802528855529,-0.009740019002315374,-0.005731492008836444,-0.0011403039313254652,0.06852517688396159
ICAM5,-0.016791422456706995,-0.014356048322509224,,,-0.02248298907797766,-0.00017726125458126772,,0.0007164041396402491,0.06642670466813572,0.005303743844567749
HPX,-0.02621363788294473,-0.015754549711575916,-0.07177464311322977,0.057406706926645755,0.006501488502864542,0.02893485117953029,-0.02785398861535158,0.012094517320617866,0.08238818268647621,0.0434309327201691
SFRP2,-0.012269964465112988,0.008568770108623093,,-0.020569431647344667,0.029965259733064836,-0.005425416644140653,-0.03293013662551486,0.010025699346831372,0.0031020413124271513,0.10083321289908963
CFC1,,,,,,,,,,0.0437843140410215
CD70,0.0072601712861969855,0.052433995461093466,-0.05987851253033243,,0.047889970712212813,0.06279623717357619,,0.05408106264495087,-0.024185791112015714,0.06661169638039406
HP,0.06823122145227142,,0.10075969303692199,0.018236479668248432,0.1739502529596445,0.015690516889258366,0.09221464750503029,-0.006794134839714633,-0.010239511253640173,0.07561977711647057
CXCL2,-0.02265986667582865,-0.007397803036906867,0.015796211497041954,,0.018931980173830812,-0.0115909683037454,-0.012607844079954501,-0.011620100626691714,0.06986080085224529,0.00484021993657998
NPPB,-0.038378081753655154,,,,-0.05799401899754903,0.02670075187536901,,0.05968443616491878,-0.02410569478410412,
CCK,-0.030573180391397125,,,-0.04024427936122506,-0.023798080986507594,0.059806898137648834,0.058276083604492504,-0.005543449775613721,0.03749009645689976,-0.048369274017568464
SEMA6A,0.053862631231437405,-0.016667141529509454,0.09759710946620219,0.03375028343888554,0.00023528541449631122,0.01338952468444676,0.04090963280924263,-0.025400681555242548,0.031629703000339154,0.024640835581975776
IRAK4,0.057748402899035205,0.05665041645937566,-0.038609464456796715,-0.014100074272672845,0.025823655857815982,0.03787725458083077,-0.07248448466192298,0.04069568845612663,0.021884563744560447,0.0925719896392057
GSTP1,0.011464171225713629,-0.1085044538734902,0.06889533751254905,-0.14157895245339738,-0.023244069831530698,0.10954789057836761,-0.050722507353263876,-0.03372934858254775,-0.023632865387849894,-0.012137955361713415
VCAM1,0.03572230816548399,0.07819156244276167,0.07031651280470949,-0.01122246843816733,0.026604064283282124,-0.05655165055794543,-0.01022337008017173,0.029956415520890536,0.05497886272025833,0.07548467780770682
NXPH3,-0.009928073142930025,-0.039991398114719585,-0.01805123504547342,-0.006174240037113413,0.05356289601905995,0.025035192397140443,-0.022836978037714086,0.03081403403019512,0.06677058289206574,-0.012202952169641235
MTMR4,-0.04507298879786278,0.02178788417544817,-0.015134079955571872,-0.044522053684772335,0.03493490693924248,-0.02685452442900527,-0.029921643502927482,-0.022851558984002134,0.049143251811604394,0.04104230914184795
LAMC2,-0.024080890616922503,-0.021368002262003263,-0.0368372034562876,,0.006720369817979746,0.01777335310756771,0.030111438756342177,0.11047858801724922,0.031108925624116594,0.03684384638777603
IL10,0.03846618022481871,0.0523791107276161,-0.014049259943786424,-0.05563937098695908,-0.0422765819737514,-0.015297799618388563,0.059355324654616334,0.02316227480313809,-0.008231699069978782,0.041893559554440754
SEMA4D,-0.008929033537269461,-0.009536275935796071,-0.023724610202456118,-0.0009460400075872575,0.022360702913747758,0.05470694984255769,0.04754660856460478,-0.016577690068563515,0.036688509262236435,0.016658108120497846
TRH,0.06112967623499856,,,,0.0508920138628581,0.04148891463577171,-0.04439656108395105,-0.03365900880787462,-0.011538105881012544,0.013833087870708147
SEMA6D,-0.06480004040529871,-0.05646976970747274,0.07486092327599678,-0.017279917829036134,0.012700476482360855,0.013275138067961295,0.03436945189412757,-0.00958044075902601,0.019255209743933577,-0.004268458380285341
CEL,,,-0.06656077268298982,0.13798886643369107,-0.033334163240833936,-0.011763986556539223,-0.03915442481664353,-0.03051991436140812,0.01831247806513192,0.02474106248585951
PDCD1LG2,0.011046106499116061,0.02868059953483387,0.10320897028068216,-0.04671130379735472,-0.016318082831611902,-0.03963984218087017,-0.050407417848882405,0.017288849396803172,0.020952667724630343,-0.02526232066471641
SPINT1,0.01035900503802874,0.02030661427357506,0.11525470686980017,-0.04785060647366685,0.030465549606380437,0.024037238425173718,0.0033601252098772686,-0.01446630489262491,0.11343209090335168,-0.013862077211954656
CTHRC1,0.05104252141401453,0.17293891916909207,0.06884033757196407,-0.01982756462417668,0.07098501580814835,0.03275587997467682,0.024650110067554232,0.06880818961485052,0.05694273771754504,0.09694512672082004
PODXL,0.04393418717645271,-0.0003839954571985459,-0.04501907943904573,-0.022326923304011294,0.11356274797719634,0.027765472616224862,0.025895605279474536,0.09235429866024202,0.07587892732231115,0.10041982489380372
JAM3,-0.04864876958905438,0.04710967001703696,0.0837933519112094,0.08697081505456812,-0.017123961200090437,-0.0014480932191950299,0.010130401319682838,0.008960121081240493,0.009759877955925176,0.03458284867653774
TGFB2,-0.009130973555900125,0.021317502973631847,0.024636768670107365,0.005213939963710823,0.08050599881227846,-0.005196229433979777,0.02838722143517599,0.03382156608366526,-0.05421713523762025,0.02354162915905914
COL18A1,0.03918510232685524,-0.05050021433462376,0.011622858007147937,-0.060075680111324824,0.09994742180816689,0.023498926961007173,0.015307824200421765,0.08164179758240547,0.04640365277793729,0.12487105456765261
NODAL,-0.021217619125480487,,0.041394294357430465,-0.04677356618706004,0.020618740062184865,0.1390459306520683,0.059823821291832564,-0.013787439675675969,-0.03695194814222026,-0.03967587994840907
INHBB,-0.0376727163416787,-0.004549655955694859,0.0011192900920524572,0.06671780226732486,0.028785126891188912,0.01629810291414386,0.05733796491884542,0.06761765124781523,0.03371960553552388,0.1353709378572145
LCN1,,,,,0.04091187897730572,-0.019200745304839457,,,0.23566533902518647,-0.022306792476942228
ARF4,-0.03782466609067622,-0.030183067521650314,-0.0509181483089765,-0.050802868525068455,0.04142353255170058,0.07242030972519316,-0.0642877980560481,0.0704378700024601,0.07302655352074908,0.04449935806480758
CXCL14,-0.052699560805517645,0.03279549536644249,-0.025126103333561658,-0.006579807502010356,0.05338573714900104,-0.014077760396192253,0.013300076692021002,-0.062357100479891306,0.02834240456887559,0.051412469887224595
LIF,0.02300404008749231,0.0246972590158524,-0.03676131046460317,-0.014329640496477902,-0.026359227857101174,-0.035983210153468,-0.043219740405233686,0.017336290636220514,-0.005701181445154097,0.051567657294241266
IL17B,,0.0746277169545651,0.045246504416878594,,0.08558233985548737,-0.030743397256037894,,-0.017152856113341598,0.0014596957935544108,0.015382968991920397
MMP1,,0.15386651565797152,,,0.017023252737675652,-0.03164764484471993,,-0.01242091541496271,0.08255490764381763,-0.02911391516144609
MATN1,,0.010796554822827546,0.009073165575826957,,0.05507790577040964,-0.022201477438702634,0.05586105772803262,-0.017677859670578902,0.03211048516064929,0.02059414425925869
ADAM28,0.011081379459345361,-0.030001848867344263,-0.058256894576749915,0.05694519546103257,0.0736558472944909,0.02590731960886767,0.023278779969155335,-0.018596019757464822,0.04702932960198619,-0.014352606379210566
TCN2,0.022078824089191377,-0.1188651532240905,-0.009459154595844456,-0.0496733409587372,0.03708273192787372,0.04407867723047759,0.019353160937062,0.029239070172935467,0.03174234277396078,0.12345529830307984
THPO,0.03377558916949309,,-0.00015420288142205287,-0.03335233521630757,,,,0.03227859905507165,0.07296237468479902,0.023447491332144244
CUBN,0.022444301305985976,0.01256407069405411,0.13506374328011284,-0.021915916948295346,0.016974492421540567,0.086258979219263,-0.021559140151984506,0.06038573645900684,0.02310249234897017,0.059129773114739596
TIMP3,-0.01773395383222918,-0.040377438322013556,-0.04293916464803727,-0.018824112291619965,-0.03989991005792455,0.015044083486744226,0.01705127721063348,0.054543537717170354,0.04123793970306702,0.13446446518887598
PIGF,0.06344050248149627,0.041550128824727146,0.052896030619453006,0.08488600167611222,0.02821567684660055,0.050387397476956225,0.014278993857176245,-0.011903945358027523,0.06164315693645891,0.09159168855321763
CRH,0.08194058744009218,,,,0.06085007901539829,0.012269652787716249,-0.01934138094848695,-0.004223769626492159,-0.04048813612183936,0.0720201996249811
BDNF,-0.03259079565867662,0.0005238966221868796,,,0.01394271965771828,0.05435231454342471,-0.04353194942110166,0.0029468594581073433,0.003240171651596937,0.03025117142237213
CCL5,-0.005880816747317866,-0.017907255217823905,0.07666709165889803,-0.05368444858963978,0.14677524423320565,0.021375093477950705,-0.0010493764191329726,0.1727635483066925,0.052119695192312326,0.019541231184159513
GAD1,-0.012496173558020305,-0.044270081387446945,0.006564921362151246,-0.010394500093825842,0.004250675480387398,0.09745351721496345,-0.04316416054917587,-0.026265843031378532,0.012277675881005515,-0.007382355370189908
COL14A1,-0.03611971005929128,0.004554419222159843,0.04482843964526088,0.07515158810126649,-0.013042992656298163,0.026836168193010726,0.04171214914640139,-0.017770768871748877,0.10419067700720057,0.09509218542306468
HLA-A,-0.0002674983313451517,-0.12078966944830716,-0.02821229637848486,-0.018144099244120564,0.025594370518243606,-0.0687227656119074,0.016288459544092602,0.10072541565248846,0.08062673658942747,0.0074385853122774445
CD5L,,,,-0.03807077411641142,,,,,,
FGF18,-0.009654625866408145,-0.027387848552881185,,,0.0382405151149602,-0.016644205118924508,,-0.02146422568206745,0.08330078103399109,0.003008423295081776
ADM,-0.013199131625184959,0.038183427379471974,-0.09409452078701108,0.008580140984704707,-0.11960584643259738,-0.026177020423803793,0.04639458544120793,0.03661240289002307,0.01645182537169576,0.03220646787619596
CCL15,,,,,,,,,-0.023417095204700818,
GNAI2,0.03960083264767517,-0.03064562802631403,0.09280296280076142,0.022183297041475775,-0.02832408887048494,-0.015786468699200765,0.02416251690780295,0.01629568736875251,0.009723026767172415,0.0698176196591035
HDC,,,-0.06570001283564017,,,,,,0.06715206370695986,-0.022984044997700303
COL11A1,0.02078764784996508,0.026718455454215338,,0.005800458561923981,0.016100734448090476,0.035642042841982274,0.03318310441821172,0.0037867948931828367,0.02363696310889799,0.06242125678471516
NUCB2,-0.021992022087617386,0.00035387526873702647,-0.0026158154004204425,0.005750101509823724,0.08669834766409978,-0.058655360967931044,-0.07103937771752361,0.02463594014333486,0.0003048831099328541,-0.023559427797512952
FGF16,,,,,,,,,,-0.02264778843805902
CXCL1,-0.022653148632205536,-0.04217950428201876,0.034608742038287926,,0.010839222153233257,0.016734298372978667,-0.014233094001368825,0.08638548771452807,-0.022089519630769296,-0.008686171896601811
VCAN,0.020197534338842693,-0.06392780149683629,0.043375215473120864,0.001264106903963794,-0.052982210775417767,-0.002894730213490779,-0.00916401515299012,-0.028323331998904442,-5.3091335758636514e-05,0.05301088795882767
MMP7,-0.01919405295755105,0.002298928704369159,,,0.054843417815381344,-0.03574268620256691,,0.015663038024891468,0.04808932971843593,0.05012866020675881
PTPN6,0.00503715088478865,0.0074897137783433015,0.057007626282822535,0.017703666752171228,0.026610644886262604,0.02227200459053712,-0.0059103241152740835,0.010100320247222511,0.05534664671710544,0.010673406770728406
