,UKF248,UKF259,UKF260,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
MIA,0.05358787093091525,-0.01471737612078803,-0.056898921659988264,0.07621001909779124,-0.019758423454255054,0.0287463983925394,0.09759301632749326,0.014126897046517239,0.08230859512700839,0.14992181784955405,0.05449392906345441,-0.06417198990519898,,0.060746040645437475,-0.012461979605057577
COL4A4,0.08198917897253709,0.018727884544260612,0.03356663947305606,-0.013864227203243833,,,,-0.024870162559168185,0.010558385178249426,0.08311564957779653,0.05886487233596373,-0.014875569597012882,,0.05078140330550275,0.08561386032581336
TAC1,-0.030232175455148794,0.005062350951794362,-0.031988222531220335,-0.022141429296713977,,,,,,,,-0.02398757452926232,0.0882184564923055,0.038936933222829276,0.01120490028990896
RARRES2,-0.045251710384870386,0.006668890253632791,0.028479338219956647,-0.058196546957777595,-0.004524451914011721,-0.05342625308325356,0.04096256367924447,0.03486137354023911,-0.056465361304361764,-0.00944854229307306,-0.07108648239957265,-0.07131762312042943,0.0716366903602855,0.023372101541604996,-0.07966443184249394
FGF7,,-0.019902281260784256,-0.03590391605777534,0.008602298536683452,-0.031743464975946455,0.016478388831900018,0.028189547072144445,-0.0004291873164519263,-0.007421989960419318,0.09687327672850003,-0.027014254375893738,0.026980694715264507,0.09027357578968022,0.0333228874889398,0.0004922067113351957
EFNA2,,,,,,,,,,-0.03334982784672438,,,,,
HBEGF,0.025999347169365493,0.02543608445482607,0.08191514778626126,0.006428544498769537,-0.026653240269983582,0.08394252182462977,0.04480357107046455,0.0051720316603779855,0.0747205441673104,-0.01900736917403526,-0.013871625388453181,0.03705191839766124,0.11363837832867829,0.014139384840074312,0.05685111770597175
CSF3,,0.12826549177750163,-0.024077414382079484,,0.05079410340803081,,,,-0.034090799300118255,-0.058702271487006956,,-0.019932629739789133,-0.03233146856611802,0.061012386593009435,0.011829701894353749
PI3,0.049735380399639414,0.023440715773513865,-0.03052780685965555,,,,0.1272060929631645,,-0.09233912533268702,-0.12760975311385597,-0.020900097040778852,-0.09658985242071155,,-0.044988713752914994,-0.06606823166166712
PCSK1N,0.012884496977609343,-0.043504954885945926,-0.00983690140633038,-0.012741304835238635,0.000642409574250689,0.11644401763420863,-0.01212591384992008,0.035299084402301936,-0.03228964362991475,-0.01867226028533969,0.016026193703160295,0.030122547357239945,0.019436853812596324,0.019768588360398853,-0.05961132151023404
NTS,,,0.018987254810132664,-0.015838267966539643,,,,,-0.023110308978150307,0.02320962827572793,,0.010697222785803541,,-0.030663753974168095,
SFRP1,0.03498125386936549,-0.018185210956592857,-0.02139236135390147,0.036248808997499056,-0.029372432428870516,0.08595045608480686,-0.03619178701706126,0.05089059668809143,0.009733902208456565,0.03640079277971163,-0.011432737854131028,0.02386886471996753,0.016973519289799174,-0.01528898162553419,0.011262803554969744
CXCL13,,,-0.00410659901642594,,0.001730728126738871,,,,-0.043811032730759876,-0.02060022413986595,,-0.008398737310483823,,,0.04946852309610203
MICA,0.014456270112162077,0.015248332662771901,-0.004473271711068904,-0.015549513182680948,0.005801834293938816,0.04777875137930801,-0.06886683431706615,0.09103271743492557,0.04898836069830381,0.10473775468803977,-0.029633618688131774,-0.009564747185278055,0.026907310388688654,0.010974758498261891,0.11955484704231502
TG,0.05914336868979022,0.05498118735921806,-0.010593643581288881,0.0708118162797887,0.038503363124744665,0.023060911806066467,0.07274863271371074,0.12146648019457996,0.027779606202153053,0.079484381313909,,0.07616855081928912,,-0.02987588298376369,-0.03467913071800628
ADA,0.005074505056539289,0.01855197422937279,0.03453332004857661,-0.04332104898490076,0.01727228384383795,0.052373235674623694,-0.12027209971507663,-0.03756761062520777,0.03748075665355339,0.01735196314264486,0.05981752700163487,0.12183993986881282,0.010523130322178963,0.0005894578547423378,0.08096905352355016
LAMC3,0.04584357307525621,-0.016050806485143163,0.04893880670842042,0.01145761844553845,-0.001418064855758313,0.005358102568522748,-0.09474809911326354,0.030610366648750834,0.025987524456536827,0.011103705664405269,-0.03548394016449146,0.07681386914331567,-0.029342964560494633,0.014968241733848895,0.07400609141389188
CCL7,-0.01835965938983779,-0.014188643939610552,-0.028107422854964318,,,,,,-0.03489870364854741,,,,,-0.002892014133438534,-0.027592270639207564
NGF,-0.008804022363979876,-0.013086057048448682,-0.03000174843981679,,-0.04569853632730131,,,-0.02923219782337811,0.007429341043686965,0.046899154004522714,,0.0425573821962019,,0.08251437425356914,-0.04396818318183987
TNFSF15,,-0.015799748984441954,-0.020810640501451934,,-0.013938491568519621,-0.026129878362575958,,-0.02952204826345096,0.04283496581532121,,,-0.012377820867379069,,0.08932289411235796,-0.019798879003052473
HMGB1,0.07399834869444806,-0.06760597234456983,0.04924021716629679,-0.037955206343473255,0.038883531350342664,-0.06319810925672924,-0.073579130444479,-0.07511303806489447,-0.022899107597261364,-0.06165563901896106,-0.03105303064601923,-0.0391593832373184,0.0075656867346967525,-0.05626231540124414,-0.07738280209558329
ITGB3BP,-0.02445781026737223,0.024503265191559872,-0.014428062388117679,0.03278432599209597,0.049977673383395115,0.07041218776384137,0.047038870883941104,0.036717611481048754,0.012901266397538198,0.014101995406443978,9.093339511888197e-05,0.01149504584542106,-0.033386146802349415,0.02884996711565808,0.06204359587874264
AANAT,0.026605410504180294,-0.014376157214321516,-0.01875163168788408,-0.012031463432730795,,,-0.014632723631785869,-0.020488065864819705,0.05696764242371685,-0.008082815002010631,-0.03042705942274388,,,0.014023983730126558,-0.023689009505383073
RELN,0.04009776876581213,0.021209802863411596,0.08232274140434635,-0.02648939870959768,,,,,,,0.07906257993476815,-0.014951066194531388,-0.058617634659797135,,0.03807774230365256
IL15,-0.008755028994118305,-0.0006484220947190794,-0.03231514024713359,0.0970479217928653,-0.02094839284326593,-0.027766027277218473,-0.008880198858194343,0.00823464791120634,-0.038800402800003714,0.05286441187633773,-0.024459465369651146,-0.030193314628666743,-0.03419544148149631,0.041895002126848074,-0.010674116227275116
UTS2,,,,,,0.04981382471508559,0.09208373458300739,,-0.026071773473850306,,,,,,
BSG,0.06595151810828055,0.027307344381721187,0.020284670264744432,0.023311549438731562,-0.030826396912876038,-0.007258021528494237,0.07129276712374173,0.09381987067722349,0.02432015856077898,0.011893925158089076,0.09140534563567489,-0.038824794654785034,0.07063004083266335,0.06948044825055522,-0.0031342481738107887
ADAMTS3,0.025789271777558076,-0.00837950085016555,0.03080657314269204,-0.004042627370413143,-0.027346687909968054,0.09703777765377083,-0.09253952284459789,0.08979832589990855,0.02663217518808683,-0.035294623195920666,-0.025087940371822014,0.022602170418171235,0.04264868273746007,0.07929500818482287,-0.03305134673839936
CD34,0.06605668976296067,0.027966819620247108,0.0544401515486477,-0.03137117899965133,-0.011391421600814402,-0.011532522769242649,-0.09513835513327344,0.07879709695973273,0.05397199018586183,0.061410390710906496,-0.04097952416102087,0.05243512995878974,-0.012098685976944914,0.04934861200427759,0.05868226068846103
CCL23,,,,,,-0.0246564018181214,,,,,,,,,
PLAT,0.017339759067684268,0.010995096145612235,0.09510723990993698,-0.024767484007688405,-0.05549950326464692,-0.07156447513910681,-0.001481656801512297,0.04062743250111548,0.012502182908303024,0.03421345439118714,0.022563070037007697,0.11225133346180903,0.04216139545152553,-0.0005625071991572755,0.05548345122755266
NTF3,,,,,0.11766980464607049,,,,0.023377633152316345,0.043294567958989914,,-0.02653670609259206,,,
LTA,,0.044688616691485133,,-0.011587553160305459,,,,,,,,,,0.02511326053026082,
CKLF,0.007431815516081756,0.005009125303153846,0.017114086160820424,-0.02533568726599098,0.001453561552823372,0.05144405775938488,0.001984773185109241,0.1011760998200357,-0.005812387580897161,0.01109742042926454,0.020419604164128767,0.05649919707048127,0.06945076889051804,0.043427603687646844,0.034504290273921163
APELA,,,,,0.07947195640018162,,,,,,,,,,
CD24,0.0512814143917205,0.04187158133893552,-0.017552619331893546,-0.030603261542727807,-0.04778330906119052,0.05314817311579363,-0.023725583794283227,0.0858352589291822,0.008342128614338373,0.03976130179941604,-0.04148730366919979,-0.03747029793154487,-0.04616657973307105,0.03431282792889885,-0.051211562901364666
HSP90AA1,-0.05058747187198969,0.02414778300387811,-0.0235738942724016,-0.0325673571464701,-0.004493245890182095,-0.042009751666891956,0.050809125219510164,-0.003300372903670901,-0.05465321146690271,-0.1647437388432563,0.07313128301132919,-0.006580801742075011,0.06136086100048158,-0.08482732561353395,-0.10258765998827435
BMP4,0.1077997384179568,0.02136552992479572,-0.03639057039973191,-0.03323646746246828,-0.03316233110844865,0.034804211612215016,-0.042090212913120095,-0.07107805102607805,0.06631044413090081,0.06943873147854783,-0.013657573596188789,0.062055145096892604,,0.04396267167583794,0.012599561218594993
SCGB3A1,0.18295278397623682,,-0.02233087845879447,,0.013125924376187018,0.018000449197029762,-0.021105371026791324,,-0.03550945134084776,0.10302973417275413,,-0.025704828194116593,,-0.008532248089925068,0.028898169214421322
IGFBP4,0.06306311265528954,-0.023926661569065456,0.10263551336045212,0.0021825326360787765,-0.02775545861691726,0.03873987326288141,-0.05544009782960876,0.036362577510752746,-0.015441513470875025,-0.0536446112664896,0.05153321648445473,0.05094899404877123,-0.07433096549699161,0.029261891385488296,0.06129971529123113
RSPO4,,0.09470925809343433,0.003430444632164037,0.02681393237079857,,,,,,,,-0.01731110785138146,,-0.02973645045531465,0.037349913310355615
LEFTY2,0.07969766125762356,-0.02456565293064792,-0.030139161056663075,-0.0051874148011888405,-0.01576011108655766,0.08543396406412322,-0.06091143785004967,-0.02618201181508052,0.15931929654082969,0.02777787390551646,0.024755820150017933,0.14217664966709154,-0.05294670061678326,0.010726531269384524,0.03225081761680314
PF4,-0.0012886966804631353,-0.012379312304356682,,,,,,,,-0.030567426137666685,,,,-0.030898007893294614,-0.0233995682761799
ANGPTL2,-0.008676891242982758,0.02875401679525046,0.0810961378418038,-0.017852186235106475,-0.07433240311100085,0.11986111223238549,-0.0640451893279326,0.08977625596030137,0.022216107537645215,0.04524554613682307,-0.0025126663390374693,0.08420762718863846,0.012185343834375638,0.0653081342155518,0.023635804005237245
LRIG2,0.049659533285190384,0.021526989613030855,0.049464977334716526,0.01940802019836734,-0.02289522507162594,0.056443331723265565,0.08198553877877648,-0.025188854191090092,0.02742165905390654,0.035469810575523134,0.007464366787105278,0.01179800216754848,-0.04045466675959193,0.07243871059910606,-0.016033711193803105
ICOSLG,-0.000852736654501946,-0.02799026333079577,-0.014448968832876377,-0.026932034960427797,0.018561627738241583,0.09495022785227838,0.024500620302630567,0.06465894918800222,0.04784159739345359,0.07424418602453853,0.05705987501193449,0.0021772677687920965,0.02495300696878428,0.05281832098586367,-0.054009015611060425
WIF1,-0.034268741713022785,,-0.011254982336357114,-0.01039990465138052,,,,,,,,-0.01609235153476185,-0.034796824687806614,,0.0028244198522269
NPPC,0.036837490369318056,-0.019203366202014613,0.006003448891180055,-0.02028690954289496,,-0.021784777226905774,-0.03846194493948419,0.0934945578210216,0.03519903739528478,-0.05002920539924631,-0.02886640568772052,0.03154294175134271,0.0809121868705537,,0.11938092629250942
LYZ,-0.008558932405927538,-0.007638026439068728,0.028683532517867514,0.007983346335666424,-0.04159748119617282,0.0657105705386728,0.07276283797607046,-0.005223876486701202,0.04874172872753699,0.02569611660228295,0.0005115903923669097,-0.04081211128623389,-0.05238676923772431,0.028764662961301805,0.00800711612730787
EREG,,,0.04699334126285331,,-0.018428990082906244,,,,-0.015919382730824445,0.057358895845594615,,0.09810407421877589,,-0.028975248859301576,-0.026939834805278357
SPTAN1,0.010896483540981898,-0.029971340200032857,0.02137252566409308,-0.07546756031117209,-0.0004900214950140901,-0.016474441494976847,-0.058137595666595994,0.0335046237090467,-0.06778142572022437,0.042415910916198736,-0.02779025845145867,-0.04713154856124339,0.1304941871874559,0.06212975450184035,0.011106407909169334
PTH2,,,,,,,,,,,,-0.02753042853977712,,,
LIPC,0.035643037592656183,0.029819255891149914,0.07980483065167615,-0.014144452214448124,-0.02304308472197288,-0.02310052626956417,0.012794972722475269,-0.05040594579891304,,,-0.03543205685059603,,,0.04683368180935548,-0.00919403871300786
COL8A1,0.008281429049812146,-0.05052098161446116,0.022980633065149022,-0.06092766393938473,0.019028933753913794,0.06637158458366131,-0.029491161308881162,0.09058226613115625,0.02378516959497031,0.09371147580481938,0.03491808451431185,-0.00026328117606669294,0.003860348964447711,0.02650105581857218,0.025051770312888046
GSTM2,0.023945175958061435,0.03447169194579355,-0.05052595775821115,0.058509666335637193,0.01748769386677195,-0.045356390920984764,0.017309150675156735,0.16354665586175052,0.01825549242219411,0.04745198811056472,-0.039031704429688126,0.009775447082466159,-0.04179859619097589,-0.006927879904760324,0.054089686013219895
IL4,,,,,,,-0.011154142322073358,,,,,,,,
SPX,0.048841172692884176,0.012585385018724754,-0.05004550147365173,-0.0042097535099565155,,-0.02887990113001925,,-0.018047493124621228,-0.035186480606461186,0.029196765223268882,0.00048572010516168527,-0.042601693733290424,-0.057347598203619496,0.04031632455132172,0.12691984547790344
MFGE8,0.05848103113601082,0.010188663278617994,0.011265774722752192,0.028575034258779854,0.008507478244096547,-0.04885434341102823,-0.08727376743094321,0.09384302841333632,0.022908526390575102,0.02992134940666249,0.043100019574887495,0.09532822098281653,-0.07296524687107357,0.029568579572935703,0.004872581916100436
TGFA,0.017063696765547684,-0.009234625501605878,0.03502991739137472,0.04236874991235946,-0.02483659608346468,0.03414608411692245,0.13027671648309697,0.05885810953633438,0.04987960457034498,0.06701024617965928,0.0216058376081249,0.036759030279556404,0.03034606600991986,0.06370667331665786,0.021285203919196367
SLIT2,-0.019678672542343092,-0.0051757053878638964,-0.05831090294977724,0.04009652054121114,0.032875379234410515,0.023155802562713518,-0.020565173589231565,0.126787570046803,0.05440433144731587,0.02750869645751697,0.05252803960056826,-0.03385726033386104,0.02674668327523981,0.017407322782264367,-0.03992390710587694
PLTP,0.020595396389314312,-0.0583779245242138,0.11203609666994974,-0.032217776421473006,0.017576645422679834,-0.024196186147972414,-0.03370649379097598,-0.0005421500690818483,0.027192495484099508,-0.010167278679471268,0.012612605358517633,0.015812456480031482,-0.0339908116004985,-0.0030968724488246936,0.007779983149418551
APOD,0.0014658320802134258,-0.034549580813888404,0.007511557057955389,-0.03238257371908708,0.018504507608622347,-0.021250501409478834,-0.024898661139305674,-0.07475796043750331,0.09046964445479584,0.030809421173073424,-0.01497501815998333,0.08566926742858985,0.0003378490371367285,0.011772689948358917,0.05081873703635283
B2M,0.022888574538305177,-0.025699756385852108,0.04931537426464717,0.005836090659734128,-0.00013439155055168698,0.16019931764660394,-0.005819219178153851,-0.02056348186820004,0.052168190116942584,0.03505355291269729,0.06243532996672713,0.04117774131238003,-0.0289373588753615,-0.024319076318709856,-0.0006371977690045454
OMG,0.0003105323404543036,-0.006939580919391596,0.008037620846345388,-0.031161509802773456,-0.011671180675574998,-0.06132012654977622,-0.0833270160267199,-0.046555457316517494,0.11045099032823597,0.08647508295263372,0.03786933301879163,-0.06225052096933793,-0.024955158741973595,0.015067993342910197,-0.01165615940583471
CXCL3,-0.009115548728269519,0.09711463985891061,-0.02703394497252071,0.04742458172769759,0.0022379334740126786,-0.022451397568122654,0.07526598510754424,,-0.015470822226212197,-0.02388470441735798,-0.021426749898445455,0.0011241496129280836,0.041333030613191706,0.015365195365114088,-0.038339247602604
CXCL10,0.005461653586711818,0.03060571105245017,0.03812511946941258,-0.02323091732580251,-0.015903179282192505,0.09234955557061182,-0.08549531243059205,-0.033091158843440924,-0.03603738858781427,-0.04099977984011182,0.007235380427061619,-0.023654035866154218,,0.030928304874533994,-0.043174634911101226
RSPO3,-0.024939262007883916,-0.014376156152086263,-0.02495293958605025,-0.020355016207720004,,,,,-0.044296527593567836,0.024018834523076047,,-0.0002021277261454894,0.0667166483861588,0.016434389618119643,-0.015882102793046495
CORT,-0.0060649856244084305,-0.03223963404619464,-0.017921113927050283,-0.011447575258398566,,,,,0.0030279010983541585,-0.0319872578298899,,-0.028790694066580417,0.0009910029846420024,,
NCAN,0.07603775889816684,-0.04897051878404226,0.01927604211729031,0.0020574505643186605,,0.0031403192701741113,-0.053480006595488926,0.006106717234884758,0.035331593086629164,0.07844045330029636,0.08925269190295648,0.002980235460623713,-0.009067521043268427,0.023680357290580257,0.012197581428125336
PRG4,0.020564576215264294,-0.014188646150700089,0.14478183957613505,0.046308442302202206,,,,,0.07883466083406832,-0.007408087290792375,,0.032859378221021356,,0.0173819797088243,-0.001621181017564593
ZG16B,0.06849499125632788,0.019020962508877113,,-0.009207362886350112,-0.020790448811366914,,,-0.022775870014683976,,,,,,0.11102411268014599,0.1558627770544271
TGM2,-0.013980728177425572,-0.0005350221767320069,-0.03472110237058055,0.01612913093657408,-0.05818831392792185,-0.016688192827086595,0.08953217819827201,-0.0024277499752320053,0.0004630932834082055,-0.023438373315049006,-0.03604612522614466,0.039869932099435366,-0.010861405523100384,0.04635766193359215,0.03727771327934495
VEGFC,-0.035057321169520365,0.009427234918407473,-0.0013054816615829022,-0.024793156636533472,0.08467435743935776,-0.03716013372465345,-0.04496382931741503,-0.0295220508961282,-0.034784513116061254,-0.0006516106563157014,0.04336110643972037,-0.029545157160074845,,0.10458401639570376,0.04299561296765531
WNT6,-0.02962290454857603,-0.01962472459713442,0.004819085166263021,0.006721528583281061,0.028311522098093168,,0.08466676275712645,0.010043506523947738,0.0068245705210520655,0.04671744193168705,,0.07439733646118574,,0.04237339743820665,0.07830575827283763
NRG4,0.02395152894507093,-0.0172682314374084,0.004930191742050676,-0.0014511397576844553,,,,,,,-0.022694167440422474,-0.022859767066364885,,0.1300829047165094,-0.03101980566288587
PMCH,-0.019489559238098843,-0.02392681698849635,,-0.013477029107303687,,,,,-0.035472129989045864,0.02262628357325716,,0.09758699402623651,,-0.03815283747929629,-0.0021895033900065763
COL9A1,0.00407529720293768,-0.01803540740195535,0.1522100572111343,0.008389884105505181,,-0.028085587637446997,-0.0039129063151813704,-0.07401159985597165,0.02612933241426955,0.08450022241879655,0.12313614962147476,0.02962089270363779,,0.0462912275130973,0.045650635129232085
GDF11,-0.045194542846418204,0.06136093814238984,-0.025670427276378995,0.04262612693659484,-0.02342324188180754,0.01002130112057681,0.10001614978127536,0.010049884154199454,0.024607580639748564,-0.037081028990578434,-0.01999126841224416,0.02665642722688131,-0.032718841365455956,0.046041831542936666,-0.06380967171474884
RAET1E,,,,,,,,,,,,,,-0.024155586872225614,
IL24,,,,,-0.01311038584729724,,,,-0.026447165350388453,-0.030080044068952455,,,,,-0.0346791108042814
SORBS1,0.028507840951356722,0.010756175766750739,0.002032124117524807,-0.052963628440025196,-0.04874992749247083,0.0467090746596518,-0.036372292101378,0.024893277335149018,-0.044267473803552684,0.031754293257079874,0.03816951762777588,0.006258131619686554,-0.03544593977261765,0.03982704903246154,-0.005173133808735317
DLL1,0.04482714483958356,-0.0531920519789983,0.040825312521126894,-0.02156044302199846,0.12464826896026762,0.12074065087259674,-0.039342793742875706,0.06816050239798951,0.07501645509727321,0.08306334350351313,0.06330774371329519,0.01634927475140766,0.0277953704156987,0.05775987343961715,0.029116445406901243
TLN1,-0.008577578750987797,-0.055764732329153646,0.05619429204611205,0.034188383212895974,0.018612471073228585,0.01902879330696172,0.03506886254404004,0.07633889492242836,-0.010794190390618201,0.00017804996904677173,0.01363428982306187,0.08235088112507664,-0.007216248478025244,0.02230847412656135,0.0380542488321333
COL2A1,0.027853543720338172,,0.029172133709688474,,,,,,-0.017081681581217322,-0.0198116021949401,,0.039116687193177506,,-0.03204627804647098,-0.027947179930192054
SHH,,-0.014744332928569954,-0.03154974967664269,0.051577666695276476,,0.10406343184936476,-0.008793473133351945,,0.009444718951879597,0.05493217071489788,-0.004047482552130683,0.03591333984737978,,-0.017577487036703157,-0.018184504845960174
PON2,0.10074842989614653,-0.06569122120902181,0.04607691916605415,0.006714511238046663,-0.05178945034814618,0.030604536508479843,-0.009070771341270847,0.01183154792543772,0.049434063401602946,0.09126101816796908,0.07912458987311816,-0.056867591227526215,-0.024916523331341325,0.02162441885164011,0.054435075158412595
ICAM5,-0.004425162727096112,-0.022980089365601978,-0.0066785346207152855,-0.008520862208269968,-0.012410591060856797,,,,-0.0030894063462703603,0.09729834297131508,,0.03206805275109412,0.04826780816935832,0.07076701322623268,0.04940012013283457
HPX,0.011859895166316078,-0.035874967871288715,0.04076854779560035,0.012491291623361617,-0.024642604762034424,0.11109101829269664,0.0328473195480796,0.02230714849283887,-0.014053222621420995,0.07393262965813245,0.003841072367260383,0.02008142582763543,,0.0920015249888522,-0.017813483309378146
SFRP2,0.0036767638021515457,0.05141248167412673,,0.002967335779917648,-0.012938792783771722,0.0736878562390393,-0.011181547213166308,-0.041975928658635385,0.010541369291559112,0.04481715197702671,0.006229468913033266,0.08578534682948417,-0.05900736910208827,0.0825834971245182,0.04579558040905058
CFC1,,,,0.036163067759208,,,,,,,,,,,-0.02744764727687385
CD70,0.009290036918577773,0.16200690535852655,,0.0318064651628648,0.062151332716934175,,,,-0.013347557822388011,0.008004959558747063,,-0.0332895973523186,,0.02909952254004584,0.00943621386354474
HP,0.02492796818641812,0.013649477730401878,0.046567631442719505,0.015748198421557526,,0.05146002416133442,0.07457792827078111,-0.03711997029608399,-0.011432037652470974,-0.004185356585687285,0.16517375893327738,0.001260581060464761,,0.06729545754407625,-0.02530256943459326
CXCL2,0.03704636574653554,0.09691482756692052,0.005775648237783419,0.020624846129129785,0.03695808154862562,-0.020913912627126875,0.02807991395384419,,-0.017061896445737777,-0.012900505781866228,-0.009064743864395043,-0.024210256179372173,-0.051609563572042695,0.027633742216796497,0.03918656423621339
NPPB,0.005586810526135679,0.06829156110345448,,-0.010146533410954308,,,,,0.07912157562255012,-0.009175723243646367,,-0.019671535995283505,,-0.022336655765778472,
CCK,0.021495804347968987,0.026162129343140952,-0.06851057965188641,-0.041139225107562294,,0.19766098691595074,,-0.028347385350607324,0.06422869729335132,0.07936833183151916,-0.01551119999676955,0.008553013783284255,0.0243874939346809,-0.028976672429216917,-0.05992336331087967
SEMA6A,-0.02572448983401467,-0.04810858974543318,-0.03457066578209638,-0.050752561126602765,-0.015695040476894698,-0.017981013415331593,-0.0443315700563097,-0.034164215116853656,0.0071132576788817846,-0.01699496959912618,0.003594019010443059,-0.028046367602398873,-0.021540580913105813,0.017567614051933376,0.004639743753749999
IRAK4,-0.019627215221554348,-0.01659091037701311,0.08497509621895019,0.019225856835447065,-0.059851559442340024,-0.019111466035381695,0.014942605256480446,0.05675343014740661,0.10242960421410462,0.0431599600923624,-0.014708951025398055,0.04815916821770051,0.06483414953108,0.06117307798334765,-0.06632511683917938
