,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,0.0077284420195447056,0.03440391163809006,0.040022583893453444,0.08598912266965403,-0.1473528894200768,0.02038073037166788,-0.07663619766494605,0.0013783536485513191,0.10253880302912789,-0.043630946892879136,-0.0852617646351106,0.02509279255430133,0.05222606581437303,0.05686474370265986,-0.027602985461284157
POMC,0.0019445396022652413,0.009707856858541712,0.03552783496043203,0.040197286056195235,0.047871873408113066,-0.008392089294643131,0.08504360075407066,0.00638461274828611,-0.06712714544987962,0.09372275065432242,0.08093785947783295,-0.050177285215172895,-0.027821048589470654,0.04848036890846533,0.07112399500095026
CCL18,-0.017236240231175936,-0.013594900127991671,,,,,,,-0.012113776848371331,,-0.029627893878293236,,-0.04541800458710629,,
CCL17,,,,-0.02993478811574112,,0.018955268007002767,0.028749904221917946,0.03089762083852198,,,,-0.020595704427714467,,-0.020398996105208535,
VEGFD,0.03415731305923793,0.026206850968492124,-0.029641408368628854,-0.022511632942021846,0.0036887668742997116,-0.010482408045186012,-0.02577674386711127,-0.01580220934367966,-0.04607085768565735,0.07854447158300991,,0.1348246935867146,,,
TNFSF13,,0.014361971513349817,,0.010431069595372922,,,,,,,,0.01298335636100935,-0.019097604949694758,-0.020024204245579793,-0.04102465855934239
WNT5A,0.011494052107968009,-0.009036065909330001,-0.02281192130234699,0.005646536388794958,0.0934404934750236,0.015276357780074712,0.036788024271701504,0.013201057123420469,0.1277715999013122,0.05097583479914331,0.0658925222260735,0.01940085252381088,0.006690779707070663,0.010041315828819706,-0.08878770478543353
CXCL8,-0.10839195297881038,-0.010485527258018261,-0.027754457894079248,-0.03713140804025765,0.07089960147640564,-0.054729073391046976,0.027239503901547606,-0.009572985683393018,-0.11514731519491175,-0.025128167389483223,-0.05216457188414105,0.010656778533236712,-0.015552416946589383,-0.030202298032529516,-0.039078791416751565
GRN,0.032786363958772866,0.05069143275684118,-0.009778820306887565,-0.061133614337127024,0.10040182790639005,0.002977443254382504,-0.06479428576190223,-0.02223436347107936,0.0019668058348652996,0.024609033514657923,0.0403173372693574,-0.0021689923445582736,0.007352001631929359,-0.052557525588124925,-0.033613927144024607
MIA,0.0048112465835922465,-0.006105827408256561,-0.0004451250559632797,-0.007705026536366306,0.11463774346263271,-0.034629345039609516,-0.003132883678550488,-0.021641849872870097,0.03165679958236216,-0.11350746636459635,0.13254025342197154,-0.01266236393186656,-0.08277282259435391,0.0899967814207239,0.03266354568748904
COL4A4,-0.024493126177820547,-0.031926214703704804,0.003228246012341629,0.032470726198107806,-0.0224265077335504,-0.016428899481784626,0.027075549641643736,-0.020993397269802146,,-0.04573887355429,0.002926443082648502,-0.0018959617305428053,-0.03427477462077482,-0.023543759140586033,0.05149355425309805
TAC1,-0.03680785547636534,-0.024546713288546292,0.060517849750488344,0.04869951957205906,-0.059186941785554524,0.1373438401832941,0.05974351616927524,-0.017760515805728957,,,,,0.15722963963541234,-0.02681655463752626,0.009397362782805948
RARRES2,-0.009015753700459,-0.014009033755324942,-0.0590528436505916,0.020455754221872128,0.10778395290562057,0.10148307548857068,0.04858853087720448,0.022147771639322963,-0.04137342482639062,0.06087120857891573,-0.04565985797660456,0.034010687943383675,-0.019411928100579786,0.05940496488681963,0.0525263513839299
FGF7,-0.0030249294208113107,,-0.013330804946079109,0.013943733773537546,0.14323407974454946,0.010229008843783067,0.011558390811021174,0.02787831342684015,-0.06957221409708761,0.010866703240032437,-0.031679216678180626,0.017972635283011185,-0.025457034686960978,0.09386267570809945,0.03997035358639783
HBEGF,0.07168411940566383,0.025660471010670666,-0.021847201858512577,0.062267672864460236,0.02109732236011395,-0.09072628461215027,0.03376238786003804,-0.017673867905853076,-0.03397014213672987,-0.02283083698807752,0.033800746338814525,-0.06154937135731293,-0.040916406699782505,-0.0019271405994163602,-0.029763585805046195
CSF3,-0.03985663780279561,,,-0.0038439326756850045,-0.023726813525424367,,,,,,,,-0.02438170928469744,-0.021476995982208598,0.06125143935887976
PI3,-0.04721613093843241,-0.027966653751900154,,0.00414161088693073,0.030757819059287206,,,,-0.04815230094008968,,,0.03110397962540893,-0.08066201624730306,-0.046662377236901115,0.032246069860904086
PCSK1N,0.08159142808368397,-0.01911841197100914,0.006939807167817264,0.013580696747698528,0.03483746360390713,-0.061073537040342886,-0.01813522973096859,0.006673221541048866,0.06612849432319745,-0.07916382897346422,0.06083136031194364,0.04792766522936157,-0.11247419812345943,0.10053457348738934,0.0020188022975097526
NTS,,,,,0.024731350455035866,0.007485782163769324,0.047686119545634766,,,,,,0.036021558764178355,0.06269533440115065,
SFRP1,0.09051754203660531,0.030751090112494068,-0.03176129793950125,-0.005008548275141557,0.016474383221332774,-0.037276413511007384,0.06814203723474545,-0.008237782154042445,0.01895882796465126,-0.04329944521829756,0.1085317029012425,-0.01797082193453527,-0.0901788568844459,-0.031065446358940704,0.08340196984767798
CXCL13,,,0.00822219746666815,,,,,,,,,,-0.020078573764276242,,0.11432773593757069
MICA,-0.08075054646295192,-0.009557822525652942,0.0023057767631076385,-0.07477332612923743,0.051854122622314695,-0.0031913913615464183,0.005133870403185104,-0.027668691116566477,0.017749581418005065,-0.03010750162242047,0.023451342244320883,0.08110542978369986,0.015123171805429533,0.08171268216408467,0.07815173662952027
TG,-0.03177210191780599,0.060735150688627934,-0.00497213939065546,-0.02493727952753674,-0.02863614113521911,-0.013392898613583058,0.038640031883598894,0.008536999005354904,-0.008106338144372857,0.001829220084137827,0.07964483615199472,,-0.0018145751214842544,-0.012002930938251227,-0.015348366493093265
ADA,-0.02021397938802045,0.017115720667568887,0.04352959470223339,-0.03765878287784354,0.09368205240225594,0.00015149244058557123,0.03284031586504229,-0.0104951034079476,0.06291418784424296,-0.01812852173678075,0.004358203886620226,0.040322714474986615,-0.002355448821401694,0.05688867402094594,0.08239356907666974
LAMC3,0.046576119554024485,0.02816928317215382,-0.0027448682910167946,-0.010697275565960666,0.06456489889038285,0.009166714163271469,0.02662670044640989,-0.011937223855151507,0.09125954885119397,-0.04736815433920149,0.10289832166147557,0.05163046667706343,-0.0706005100539345,-0.015591447050467985,-0.05355355670460298
CCL7,,-0.016909164854150102,,-0.0294792136336532,,,,,,,,,,-0.02250580992340114,-0.03277646751910146
NGF,0.15761767218501427,-0.01696260796600891,,0.01702222600292292,,,,,,0.013162536954121444,-0.04402892086493575,,-0.00626441247557993,-0.04744663700527556,0.026631590029117694
TNFSF15,0.055782987687855085,,,-0.01477677242634015,,,,,,-0.0351357965586707,0.0052818078148597035,,-0.01514062288349569,0.01440523295562792,0.050634222961971745
HMGB1,0.08968974727171006,0.05840101988145973,-0.02387093384748909,0.034358255434839946,0.1457685993568169,0.03628179076332816,-0.050385354889532476,0.004920890178918043,0.15484342182532684,0.059601431150150874,-0.02523771898225927,0.033896424844085817,-0.12873090524324654,0.0037183949646294075,0.03118222650415095
ITGB3BP,-0.011740055806200892,-0.04061928920207745,-0.04354879885906648,0.0128605450511075,0.0693749909652607,-0.041460724619478306,0.0022921164911495263,0.024063809252866414,0.07977790694186335,-0.08674811959080872,0.06942253969200951,0.017627266799537085,0.002450029754680682,0.08680286929753914,-0.02655783891645698
AANAT,-0.04115672574718117,-0.024532625653549075,,3.3966780784334105e-05,-0.021402227893075665,0.04623058342123762,-0.00514245093401638,-0.01977842654943583,-0.03659749964022407,,-0.03085869342045572,0.027584204316016898,,0.04577877873911929,-0.03729712831547166
RELN,0.06916236711511861,0.05769857027043275,0.03765403668305478,0.03208173030249997,-0.013878519622959799,0.012416916844772285,0.0010073212986619607,-0.021896425336235932,,-0.014916135926197496,,-0.003171016406049238,0.021648112480442173,,0.01836518629911074
IL15,0.07911557687005259,0.012823773319256241,0.029736140785155133,-0.04607567278000288,0.03712982843272214,-0.026770699600093255,0.0010453065726034447,-0.018343576480597104,0.07907892332211593,-0.03706109381168407,0.0767296846744028,0.025380865739879757,-0.036932639056051764,0.09867019238401012,-0.051414624487972585
UTS2,,,,,0.018382859796453425,,,,0.05897513280244266,,,,,,
BSG,-0.016582506336386593,0.0004820020164549998,0.023841213281027274,-0.05886901126125393,0.03658539502872105,-0.06363954419918313,-0.023690876365279275,0.004470813693306284,-0.12596409979993686,-0.052436528785427844,0.06010577197821593,0.014478847682270741,-0.004039986112769798,0.033206692337190376,-0.023533234903091785
ADAMTS3,0.025652961994648206,-0.0019977712269193867,0.0026179339915998784,-0.001806861475185052,0.10030498262757692,-0.03741192439022524,-0.0004914552467758369,-0.03048110386190641,0.06153766591665193,,0.045572729645089384,0.10267124708369027,-0.04641386853857164,0.0821768511101397,0.08333556390611323
CD34,-0.01989716107255153,0.05000438929246246,-0.017191631284795537,0.005877359697960973,0.01161556656263979,-0.0010327925126496172,-0.003041855381796752,-0.01057640581330232,-0.032258703954333265,0.02770022662800901,0.1434796444394122,0.07783260861219365,0.0017898849300606488,-0.02526147635014272,-0.019034623501302642
CCL23,,,,,0.03873450416088796,,,,,,,,,,
PLAT,0.06881945432177673,0.06946038202250385,-0.030099611012862803,0.05091839512320586,0.096425492819999,-0.10273793067284386,-0.006874855845023563,0.04385359172058115,0.09914293466286271,-0.04004383626249896,0.08076484327548797,-0.004899489784073253,-0.16995789417691165,0.014485237092128237,-0.023405916873732516
NTF3,,,,,,,-0.010918105337444722,,,,,,0.02578520619659817,,
LTA,,,-0.020694983198414778,0.007938921798885097,,-0.04816539317235727,,-7.279197914657438e-05,,,,,,-0.01832040926894844,
CKLF,0.08547598447029339,0.08989737460896526,0.056832813669687336,0.06969065650788689,0.10447469699623103,0.013589433367224303,-0.0020253971543604,-0.049009532208532554,0.008039034515319678,0.02026135993679882,0.1150054624594665,-0.005607045161540601,0.031193041379643835,0.035631820584235856,0.08038026816197172
CD24,-0.0031659100612910435,-0.03345490937736167,-0.007350456864941801,-0.057128934461734004,0.0641120802281993,0.08091221771952345,0.007419707855344491,-0.015560156739789369,-0.016550543845481363,0.0007397023918161713,0.07815406999485512,0.1098115576248122,-0.03924312374248389,0.05133767118870462,0.014027546761684282
HSP90AA1,0.004985354188651621,-0.09863346963140861,0.03609889242464536,0.019991191691568124,-0.052477910543656914,0.022909551332536596,0.015906933812572358,0.06002238623863278,0.008096311575925505,0.031497085442003275,-0.10119270018666476,-0.03395812861834325,-0.041480388182941086,-0.09513297278702,-0.014351266688583735
BMP4,-0.025900387717244264,0.015498385877257962,0.008226125709830555,0.015162058637463345,-0.02861400854531573,0.013970827303896684,0.026698844774667194,-0.015630623696677844,-0.04209017051981748,-0.012874027130148225,-0.00048479391204904,0.10546717175418355,0.02124600295731129,-0.022683496384092096,0.14461751325232777
SCGB3A1,,0.0036309108449993016,,,,,0.006590910742306313,-0.01279990666453346,0.07223965714728213,-0.015867777994349706,,,-0.03144229619591957,0.02604471653007893,0.032325819846871384
IGFBP4,0.034491809836426926,0.07381868835646824,0.03200598149078141,-0.01845901138486612,0.05173791715360114,-0.04917474141490559,0.0438723567835126,0.0068377220670240305,0.03154370517500105,0.001691783962437844,0.0486917566199117,0.0722640288665939,-0.1468850562343556,-0.034171918779091134,-0.08936222077704864
RSPO4,-0.02805109928739567,,0.028050858132527834,0.0711132181371317,,-0.0164507768246263,-0.00974195151411774,0.028390758247046573,,-0.023135902035079606,,,-0.00356996119458681,0.14475875818587727,0.0565392078838781
LEFTY2,0.03334423092155287,0.03358757206778095,-0.02094914907895676,0.05106486761044358,0.1401680136169497,0.023256198977243504,0.024110727632477905,0.007886002116823762,-0.01478354826274403,,-0.03943479492223064,0.07349096308978281,0.08070982867386414,0.07859977257637203,0.0505258524201111
PF4,,0.061395136081642855,0.03432906889654652,-0.025720033120223536,,,,,,,,,,-0.01862081545607217,-0.009184994790603442
ANGPTL2,0.06724762190248337,0.07513180432531892,-0.017073061000639198,0.042380524080900504,0.07693662752833573,0.04313194075030517,0.049406763848845014,0.011970558916841588,0.053763017643166267,0.050459532347035985,0.04945728066397382,-0.0017356619861316788,-0.03709887815113237,-0.0017150206291030906,-0.038263465963895314
LRIG2,-0.09337955528042052,0.07172454391958138,-0.016124166364668888,-0.026814281383630918,0.06633638382898731,-0.009378259803576235,0.003661612147602431,0.05057671522671773,0.051521141881033704,-0.08054792366488298,0.038162394438089865,0.11030960701256183,0.032393777829960266,0.0398824581859411,0.08730930748889976
ICOSLG,-0.02630363891078348,-0.003989447827550499,0.006393427850267782,0.023426136763713024,0.03143390084454709,0.023810646332366937,-0.0037002705346392004,0.011577546213240896,0.02378215723369529,-0.02499837609653032,0.07367301942685511,-0.0013031671410208827,-0.031732791379867654,0.0895905823983674,-0.027334226106872417
WIF1,-0.035824203340391464,-0.03156135910073177,,,-0.05200393104287425,0.057355377249532866,-0.05913302925719232,0.040761380469822875,,,,,0.01951222811119158,,0.04507491168469533
NPPC,-0.016285348754237247,-0.0007186853182599574,,-0.03989811409489796,0.055414354352910526,-0.002800271037440206,-0.0039753079774858474,0.021956438672339266,-0.035563269501944085,0.04124581146594275,-0.03695007286081875,-0.03992626784531001,0.016706246397607292,,-0.023029460133994976
LYZ,-0.04882630677492767,-0.010045047292648258,-0.010908815207310265,0.027371443991905445,0.09269320552516717,0.06937882267713803,-0.04213535044933763,-0.008095267147632592,0.021668216062391516,0.0247232052348454,0.016304633382907992,0.020303504491968397,0.10702732633970811,-0.012969117486445532,-0.025231874715233065
EREG,,,,,,,,,,,,,-0.0263738797668341,-0.03093060936071711,-0.042415385721456665
SPTAN1,0.05091157541144837,0.06124461539938579,-0.050749518055108314,0.04393567385111132,-0.02732828415626623,0.07743187442398808,0.0033791300575697807,0.04388657444902572,0.06558777627236455,0.03539315457002823,0.03439300058729132,0.015454540248115831,0.042758186492474176,0.10938253678583466,-0.015134803913638063
PTH2,,,,,,,,,,,,,-0.03367538121676284,,
LIPC,-0.03710411852170639,-0.021474234416365444,-0.028332480530597302,0.013768169242815775,0.06959991566078581,0.020934761360165192,,0.05484605790288422,0.2010738293210957,0.07410988802782872,-0.006828813962430778,0.032829492914410625,,-0.030565453207397477,0.004295094571338376
COL8A1,0.05216343863029646,-0.0076557513974953775,0.03673348128090494,0.005406896431244545,-0.016762426869369032,-0.06647491123271135,0.005676115817904891,-0.006871694342395337,0.008093477586234328,0.03882882081886791,0.04126798110289417,0.03997637861629559,-0.011984114307493665,-0.042034491634941516,0.045497991807677184
GSTM2,-0.0468417037841994,-0.031685614628959476,0.048675398829261814,0.015818571410163462,0.038443709010014426,0.04365234515723913,-0.0294439786324976,0.007381799629820686,-0.06576420188832188,0.01628030529430782,0.042822755873678335,-0.050502985906430924,0.002219708011656554,0.019768426726887407,0.029545187120552818
IL4,,,,,,,,,0.014057338927830135,,,,,,
SPX,-0.031047541940606653,-0.005157483745543871,0.07461499491112614,0.06729332590078244,-0.015991716073023163,0.09275482206625453,0.05953749525233935,0.004170044625430378,,,0.07863134450443854,-0.03149953220243451,0.13768359689179213,0.15998934885126342,0.13336701806785486
MFGE8,-0.020123308875115667,-0.008996917917675509,-0.043058814534589374,-0.012519758138517757,0.018883187335579973,-0.06787809274632053,-0.0006283094388807644,0.006867556544241652,0.06690742958910478,-0.026780450234419738,0.04777972689186036,0.06739661105608101,-0.02756345307503411,-0.014964156807375001,-0.018694154378103168
TGFA,-0.06493897917531366,0.0484436959201688,0.0027900061279109846,-0.013901673843020589,-0.005681698653027882,-0.0883310395120018,-0.005434138039253648,0.05232529890881315,-0.013878860593178126,-0.040324875209449995,-0.009150228053734394,0.0005574022632850796,-0.009134379688274644,0.09163521666276149,-0.021262926065443832
SLIT2,0.009409701177889696,0.028337729045391752,0.0955959030448006,0.014029103423979662,-0.036864328193244325,0.02547767284492979,0.013876528625720905,0.03134149444568806,-0.05989330252918357,0.03685318286433329,-0.024610575901093494,0.026604158417145064,0.004142432856063651,-0.025578181213308276,-0.014461228839222644
PLTP,0.0822673808958507,0.01293906915785442,-0.019810673205213816,-0.010975007883658608,0.0440586991115289,0.014485112314287943,0.03387746539653785,0.018024937486679236,0.03621652749316759,0.024100999836149294,-0.027450847752960226,0.03289188850500569,-0.03985843066920562,0.006614481461865218,0.010616963488308932
APOD,0.0896812641210292,0.023562532809390878,0.036655407964275785,0.0016796179230040896,-0.002145551213674927,0.08987487910805525,-0.013090128091663695,0.04656042078954244,-0.028439995276107022,0.09575646452405467,-0.05964111220288719,-0.014899456754124636,-0.01938947510748888,-0.03221645164308326,-0.024899864927827187
B2M,0.028714390661595687,0.009899937872222887,0.06540328760208308,0.021227368900336992,0.07542080201185168,0.018061922261434143,0.03300078586182482,-0.051518835753207946,0.028240791832111554,-0.06056615875638486,0.04525181285482221,0.027852458122453797,-0.03693358673763754,-0.10337941998297,-0.06589985711819825
OMG,0.10958145263481678,0.01967270910407288,0.03486061114727604,0.09433359725456053,-0.0138341828042248,0.05145230644814622,-0.004256160591587214,0.0003864821119242591,0.06557265366258569,0.05752498640172606,-0.01183733717852776,-0.04390896414264145,0.11357405357759605,0.11492867730496689,0.034691498886340995
CXCL3,-0.028263406768243092,0.021339219160501507,0.045901696994755554,-0.0312179057811938,-0.02810010214184417,-0.08208239798595143,-0.01282003425711351,0.08893593859463815,-0.017727915537212147,,,-0.037776071192865184,0.0021887575199075336,0.017855923962747995,0.002610733471554039
CXCL10,0.004486394599303788,-0.003367458586122957,0.031460542873555965,-0.024408121456747887,0.09468814035230166,0.009196446078714867,0.05770582276095387,0.012496268257088524,0.03450878947815976,-0.04741607171024286,0.05225666225842008,-0.02062714367992322,0.06626559006872963,0.02996531431968612,-0.018236360434309262
RSPO3,,0.03613911202597199,,0.00982048436770205,0.011053384360793653,-0.0034281254257406977,-0.02396309205764156,-0.013804925288618984,,,,,-0.03225701961221994,-0.022838996275857313,0.01175415709788431
CORT,-0.03145022458060677,-0.03400454100786095,-0.033620079251868655,0.07988153243341352,0.015268988109763031,-0.03257947850407949,0.01592715112712978,0.002532046416997375,,,,,0.056267917823860016,,
NCAN,0.1539471312086742,0.06038097629770436,-0.04378593275981697,0.024564752298361175,0.037376864689653656,-0.03719194590140237,-0.04617330772449059,0.030565607502690474,0.1192208272991639,-0.10196309951428827,0.02917732473665964,0.02303386723852516,0.15246227080972946,0.10097031262943079,0.053998559686397246
PRG4,-0.014763778304824001,0.0025086875159533915,,-0.029479218227551052,-0.017677202782149973,-0.0560950312463638,,-0.01614023970072809,,,,,-0.02152098207501201,-0.008901468285633906,-0.02127435254829751
ZG16B,,0.07820048212876247,-0.02265270751830706,0.009275111496759351,0.0045590719500977275,0.04020977348491604,,,,,0.0069810463973490455,,,-0.02847777042592831,-0.03142950797874706
TGM2,0.11031839690386729,0.0006383866625005608,-0.014963947360851078,-0.012945936339006826,0.039148414537812065,-0.016988111929468797,0.013514513913536511,0.04097668350832358,-0.03190753059306298,0.10985506011351819,0.0983861185878172,0.03960412975313081,-0.03967226673323276,-0.008568907809840588,0.014488068171456571
VEGFC,0.04371783937208658,0.020359741819846965,-0.029086948798505225,0.035427636265109946,0.03762819024013609,0.03086258253994469,0.0701715621870012,-0.016471757962341568,-0.04496378402980323,-0.047255282548001244,0.021044457639791497,0.11202969886226302,-0.02575146507718462,-0.016883013794108864,-0.005794243150940447
WNT6,-0.03905945454187486,0.023310758474979713,-0.020949149628756773,0.05770034809103007,0.06337433519373205,-0.014643943489538893,,-0.014375718576382257,0.04061235938073324,,-0.009461661873842014,,-0.028102744943778398,0.016226359473098535,0.03368655537677797
NRG4,-0.029108491103779416,0.0063905461425391155,,-0.035877557135506,0.046415968243238244,0.008840355236507412,0.003826814502841251,-0.019216226915827913,,-0.045738823100267584,,-0.026905758977948203,0.02700337049391176,-0.0048842000429414004,-0.048839090206230215
PMCH,,-0.017949797602135636,,0.026833605505370263,,0.012525209275266359,,,,,,,-0.016099480717942417,0.0039001976662625254,-0.017131246747150202
COL9A1,0.0693586316909723,-0.01689815292071825,-0.024400871739310034,0.0211136348000195,-0.012123359261323966,0.020422951524384333,0.0006351453340147661,0.070225965941751,0.011285411809069652,0.053728840252571984,-0.011080808930558983,0.018226254506295836,0.0008061104158341892,0.10027174754933754,0.07792355902215632
GDF11,0.05624270040282589,0.006513469707501527,-0.02317320462632038,0.02361004715072675,0.05994001183516161,0.03770070785331148,-0.015079267530488296,0.02712827062749725,0.04069954511640887,0.09556007055727728,0.04659807734134676,0.005046330063473632,-0.006306887670646352,0.07537109415680548,-0.001995006215572797
RAET1E,,,,,,,,,,,,,,0.059333521700402916,
IL24,,,,,,,,,,,,,,,-0.05460047813480023
SORBS1,0.023201781675941308,0.0330223094614324,-0.0026748251089981144,0.05118772439724649,0.026962631409225758,0.030866186191351758,-0.006745338241708763,0.014637516899274835,0.05842713071067472,0.05318669714232378,0.01661133672782471,-0.004879106256715646,-0.04346737218542523,0.060456059136499624,0.03430123869334275
DLL1,0.014320182985400358,0.06417018290779195,-0.03212088352723893,0.060672674779708294,0.12097938600937069,0.03097344358374941,-0.03346972087098378,0.0695949868347872,-0.13624090240920758,0.010623178501260966,0.044802270272686184,0.038191170565492635,0.00023203174582034258,0.0040807486402857545,-0.034034414566949514
TLN1,0.07672131502242188,0.044376743427863255,-0.012483881996319727,-0.03932917817509004,0.04775808870561151,-0.014017305368412808,0.052033811801093434,-0.0025942791490680952,0.004130410475076559,0.027313104948601664,0.10161753525704831,-0.008830157803247314,-0.02100057731477791,-0.011367373275688717,-0.04098873462690344
COL2A1,-0.029794457492548485,0.016736004450861017,,,-0.014046146214322106,,,-0.013411571142071022,,,,,-0.033916149812276024,-0.006760369742396209,0.013499638027433173
SHH,,,,-0.011611809137111188,-0.004303301979886715,-0.08985251389838808,0.045336891644798843,-0.012799905545741935,-0.08727322561940956,,,0.08694644816531329,-0.04699550212231698,-0.01189839152612005,0.103111210272313
PON2,0.0931273060863018,0.07463768689789581,0.018102105626352713,0.09705317773107765,0.08775649734593559,0.040352415932393575,0.05505879421046358,0.012158808697661061,0.09693413694784407,-0.03229603955004901,0.08308990376874634,0.0023151760034980447,0.12483512051179754,0.13432555570327984,0.18274054674915224
ICAM5,0.029630941047034832,0.08128698425186044,0.009658856174650432,-0.03432917199304368,0.006185140542440756,0.005114238588704385,0.03597523081754007,0.029146304779268783,,,,,-0.03998889580430379,-0.005477502782158344,0.04203777128647027
HPX,-0.04744574602420832,-0.025120517123755688,,-0.0017022132463621442,0.0381590147130258,-0.013534064865039932,-0.015665796389002534,0.019197200915314037,0.09020580819078448,-0.05950191726956227,-0.05621993484898563,0.11888480345121392,-0.04456409623498595,0.07401036340828943,-0.06416766855126349
SFRP2,-0.0387906596621773,0.055159474507680405,,0.0003055384717235789,-0.02242650112975869,0.036067901157400266,0.011885260036892617,-0.02511013901187677,-0.03966566547423191,,0.005243545871975454,-0.014380941493036575,-0.11074588977127987,0.019251481893066316,-0.04134354070601143
CFC1,,,,,,-0.016148553689065516,,,,,,,,,-0.0432149103663765
CD70,,-0.03158108726687861,,-0.0019247389432834857,,-0.01440726621699828,,,,-0.04963990267682102,,,-0.0407200301939413,-0.034845019416651565,-0.032365017692543546
HP,0.10824586070311032,0.008373867149467095,,-0.03791996674654903,0.019242733325469635,-0.046434039002780314,2.204792646372804e-05,0.024179105545435675,-0.049966622405700656,-0.03050295711412593,0.10965630795297701,-0.021037193456814558,-0.07517531420193076,-0.03416464425876439,0.018481979121223457
CXCL2,-0.047922336925978894,0.04569684580299853,0.036348870698520656,-0.024920590031996,0.042133820118702515,-0.06719574689195652,-0.047228342279186285,-0.025334089461809435,0.08909061809030328,-0.045060086913249774,,-0.01292878942019729,-0.06271037030312313,0.002586700323408414,0.009208377081228339
NPPB,,-0.021814457027386592,,-0.02464763966795279,,-0.034157000093246584,,0.0038347939072747223,,,,,-0.024062337889267277,-0.023167620734345265,
CCK,0.025028770681004616,0.06644512053215093,0.017177942477158693,0.05925720045602077,-0.07104191281574512,0.15783072524611305,0.012387960626785453,-0.0016634586685937386,,,-0.04269623494855975,0.020972158498180064,0.10664335932407759,0.05083548954472328,-0.0016249906924069666
SEMA6A,0.0709048141349806,-0.014438103489511538,0.004043444087110425,0.048181950586916954,0.09383346648285569,-0.03257417054583723,0.06343094335848837,0.010244513900299223,0.08477043128359828,0.014710856441797137,-0.0313031865728899,-0.05843894122050775,0.022913515727590435,0.06568178212325312,0.010486684434930008
IRAK4,-0.03407042976950594,0.07414653155456016,0.02308890402555703,-0.008579158804431088,0.049533537022122175,0.006789276081823553,0.024890930296190758,0.031084909183818288,-0.01050829118891789,-0.058640602014157175,0.0755749183667723,0.03618158927163833,0.012070274507351987,0.07295449929038822,-0.017976808014495593
