,UKF313,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
LYZ,0.07634791528084447,0.036150102974604935,0.011620785566004056,0.0532204628407466,0.07459585386058462,-0.00635530865310011,0.02295346720052255
EREG,0.017324402160959734,,0.077828654698604,,0.04981459669196876,-0.018290171204874736,-0.016300621243747322
SPTAN1,0.040974228142778665,-0.1065761454643018,-0.0030474838226922426,0.04675709976549894,-0.02339503175554191,-0.034942794924705485,-0.10066528382173497
PTH2,,,,,0.0025775005125479623,,
LIPC,0.06653476356909457,-0.027139612818016797,,0.052256083326702694,,0.00971129452045834,-0.04382054538225337
COL8A1,-0.11576824357225579,0.022584292332304304,-0.02358147407295903,-0.0258334138337097,-0.02219525463866264,0.07328143673323524,0.0473513894216161
GSTM2,-0.018756514645715837,-0.05328687641371915,0.04343345079637699,-0.04698593217957208,-0.03573212963512709,-0.05868087442547344,0.054963726520636275
SPX,,-0.033929501247943465,-0.018049606077318616,0.005657141924828997,-0.04141930329001474,-0.061181701475258046,-0.005433159231942716
MFGE8,-0.00830024115734011,-0.01737493225497058,-0.009783517885809686,0.02966667292006853,0.04120081452324488,0.06584206185949683,0.09587157454810606
TGFA,-0.025029353038746385,0.000680739012663156,0.05121404491806635,-0.03803245650624018,-0.04248572335722349,0.0229956175796841,0.10523264768939365
SLIT2,-0.024398897148333352,0.05148946884275952,-0.020378446878783527,-0.014577591306122382,-0.012758597516398932,0.06593409305194076,0.13247117778790307
PLTP,0.0898878017075782,-0.11111032326994154,0.0035793788939672317,0.003219707051980921,0.011935361968063846,-0.04017235533200388,0.0023369571864186836
APOD,-0.010775074170710488,0.05112584562448252,-0.05387993141743982,0.019229027901108062,0.034754841109233284,-0.07165313824456097,-0.0744998319795131
B2M,0.07566674122960777,0.05515527175644855,0.06566223583632458,0.00916777462485084,-0.008615565149719165,-0.03010901099384662,-0.03954277769564862
OMG,-0.02033739151193706,0.005821566165573054,-0.010700321333209271,-5.2601406596645973e-05,-0.059115042112090614,0.0434523674360374,-0.05978055394876009
CXCL3,0.14431526704151532,-0.026376985100335922,0.061913251371244975,0.017620014149670595,0.006087253965613963,0.004322410594399581,0.08770642833764529
CXCL10,-0.0138854272541061,0.04458921775301909,0.04369663571000104,-0.015272485832617389,-0.022997528964617913,0.04527951984301975,0.023962580550240812
RSPO3,,,-0.0038731524503831955,,-0.03336906806209111,-0.009937207512412873,-0.0035335502672645507
CORT,,,-0.01521228429808605,,-0.027991621575878072,,
NCAN,,-0.00014230350785799723,-0.013331515176613453,-0.010374727992704436,-0.0748065100931803,-0.06550798379915324,-0.05863901339989981
PRG4,,,-0.022446656383046836,,0.11103388946397906,-0.04448921517555415,0.029097795176855318
ZG16B,-0.036227996887283585,,,,,0.07115255013502889,-0.023972333694802173
TGM2,0.062080054569606295,-0.03667296911774301,0.06801735932575333,0.002522094405189708,0.08792019365357698,0.018132339877171954,0.02445774904906114
VEGFC,6.799033321719413e-05,-0.04365751800562119,-0.030479873489977657,-0.03138666692052885,-0.02872514489272567,0.0782107763121317,0.07461499237987533
WNT6,-0.040510305882003286,,0.10409603348109871,,-0.022337013991709707,0.1016688843797865,-0.024770612925820407
NRG4,,,,-0.025203040188398113,-0.02222530473057149,0.005504463844901207,-0.03725120255035469
PMCH,,,0.07638415507884477,,-0.012796412833528368,0.027529000189029693,-0.04770552596030748
COL9A1,,0.10238281632962278,0.016257915422844393,-0.06813798682863213,0.012618535830405697,-0.029497828528604657,0.018973895090193794
GDF11,0.062342339540152364,-0.047550412395002156,0.05386168484612532,0.12187183044602175,0.059737631911970776,0.020753921500201958,-0.027770302389857556
RAET1E,,,,,,-0.00058195099053464,
IL24,-0.022845250815715493,,-0.014305264443402176,,,,0.1161502460699579
SORBS1,-0.012849062240365144,-0.06592172324784054,-0.01722445183546246,0.03333909035432629,-0.0251606860215723,-0.006582261792644341,-0.048390211325787955
DLL1,0.0326780035455495,-0.04052206413540842,0.0074947011500737706,0.045120108155582934,0.08074851177452753,0.04906684548947121,0.046026982673130865
TLN1,0.08300459060642128,-0.03149589952446612,0.03320053280506537,0.03073566265782959,-0.035542959356248696,0.021304830200744734,0.05105407181834251
COL2A1,,,0.09158716469308888,,-0.02695770517852749,-0.03837980050853291,-0.0021021432294228088
SHH,,-0.031713022652595624,0.042067975389428115,0.03122746852230546,0.02546705295052265,0.011005537133296866,0.035625274143895054
PON2,0.08999023466807544,0.0027036286602937897,0.018346513555960453,0.01893545548133908,-0.013563587925972747,-0.028474052606516757,-0.019123776634137547
ICAM5,-0.021625836863908895,,0.039317291832958734,,-0.031821318861876564,-0.01921505650104285,-0.06165031943532322
HPX,-0.006655666754317113,-0.026376971300464208,0.05561684081611534,0.02988601995311528,0.012487145701338484,0.0061530685934645096,0.08041558260172345
SFRP2,-0.022546244621684548,0.039681679864293176,-0.024384617437321572,-0.05168420337491948,0.02407763783063115,0.03355672931486231,0.10272785145142754
CFC1,,,,,,,-0.03296145305851657
CD70,-0.020053316691934404,,0.07928161825271793,,-0.00639753182016224,-0.01968823913272281,0.1291588047356075
HP,,-0.021377120021265357,-0.013372595293625724,0.0499224638501289,0.020952141262311305,0.039937711537141436,0.0043686628625668415
CXCL2,0.13529048902801136,0.021658940091751427,0.04075572732223424,0.013191487409867541,0.09050449646657746,0.004665031960854128,0.1476332927029323
NPPB,,,0.012705658208376748,,-0.019125561548563298,0.038006210516595876,
CCK,,-0.0006009490545895642,0.005366663048967768,-0.03539287280115512,-0.07030112297904001,-0.022346870519526454,-0.09386353049837265
SEMA6A,0.07309218682465538,-0.13313467336083293,0.01988763175737453,0.04980287509291552,-0.0009363838696137173,0.007051114364232035,0.019247600146932393
IRAK4,0.12275775397298287,0.0835835979761802,-0.036843346036997474,-0.03183776489009109,0.02256892728086948,0.027444396431512547,0.029594566718066845
GSTP1,0.005766666417427151,0.04873735548993966,0.01479507270655383,0.01235292356583027,-0.038306048419745366,-0.03848921990381015,0.008280537743741271
VCAM1,-0.04596962305532716,0.03291841630220291,0.0033667464731192325,0.07524626761935538,-0.0027354170120930882,0.04627425491416662,0.03363692700139413
NXPH3,0.02144697830530052,0.07770585252913328,0.05166829286122306,-0.03312566395642202,-0.010702793364480153,0.021675368915816236,-0.07389682029554305
MTMR4,0.0812095324260869,0.056155593255299466,0.01768477192544024,0.02613947834656679,-0.01896004881496525,0.0882361534105194,0.038132940906700524
LAMC2,-0.033183766870803696,,-0.01878682619436492,-0.024367444000300376,-0.012420914611446841,-0.010189464449102863,0.05161991015417296
IL10,0.07038686277596208,-0.03521897619335987,-0.04384594519605582,-0.023504739859928455,0.03369776850344477,0.021310205209036374,0.12121502308563636
SEMA4D,0.025860658217485226,0.07776944026380352,0.023757984476760786,0.037303802846037654,-0.009107603270125426,-0.040581843068318774,0.05061984565398207
TRH,,0.07281681796053772,-0.016741114689218333,0.028359787549164916,0.01914355903733338,-0.029963137941407435,0.08046025037322577
SEMA6D,0.04476924675525772,-0.013160460798250619,0.001206534537899154,0.019819508037187294,-0.018132965191751966,0.024245100296950706,0.09271033814758378
CEL,,,-0.02335524112850089,-0.02629562470479545,-0.031442561182989444,-0.01749368756222728,-0.03832382787640373
PDCD1LG2,-0.008952789198204195,-0.07265226672731788,0.039730925416912796,0.016717362075695595,-0.027111243956235185,0.034159193692848734,0.01982523396786498
SPINT1,-0.03623546458768978,-0.056098850633311895,0.06359314007938575,0.11018339281296724,0.03583767961793872,0.04533605347573549,0.15872333114816983
CTHRC1,-0.03644556868274654,-0.03660878619792997,0.01156071954347704,0.0010143428490827944,-0.017873764508552253,0.022120170340392632,0.016906241303717873
PODXL,0.0442932113279539,-0.08432053749013026,0.028625274368291532,-0.03440189770996349,0.001546321310552998,-0.01419334077283939,0.055371856330408815
JAM3,0.0838569383607963,0.022872099197069017,0.014046187590208986,0.06940989097893904,0.050636572554747745,0.06655777819940956,0.02981623770767665
TGFB2,0.1251846527661907,0.03498550001144625,0.0531845798411445,0.021262880040509344,-0.04397346982360733,0.011629987774182234,0.03212088068058561
COL18A1,0.1553207794052623,-0.03665512912034064,0.046539373063117,-0.028969055041796282,0.007805864455632356,0.022013235715621787,0.02181454930895798
NODAL,,-0.015894854552902692,-0.01767037137329079,0.06396287811314381,-0.014204247444002874,-0.018421529998351862,-0.07472617756395823
INHBB,0.03567537987858616,0.03932894957573219,0.03620644540420631,0.007034899050742456,0.052643366268188024,-0.01355940857002669,0.046823772020216016
LCN1,,-0.034848794711050075,-0.016687430751436565,,,-0.0035036958449211836,0.057449602546393544
ARF4,0.08686952022209712,0.012846311189409166,-0.012479680241023966,0.034736871961871196,0.025189626793234932,0.006922035677744303,0.09241809614326364
CXCL14,0.007776711617127781,-0.014524699773335752,0.01020233749936956,0.014199728820419411,-0.01082126794019269,0.024025247979456436,-0.03250536413361613
LIF,0.03806384665608855,-0.009916910478108673,0.028692249610964907,0.0013737699595956037,0.029961589920841015,0.045133252742729196,0.1679918006599266
IL17B,-0.011406414347276437,0.03442579579308008,-0.02671918743928815,,-0.017671403707761723,-0.05118154088968396,0.046027516606193974
MMP1,-0.07536208746025001,-0.03866702294520988,-0.02750507198588863,,-0.012796411820130773,0.10258145865858959,0.07887331393306526
MATN1,-0.022845254108591506,,0.024348424939991606,-0.0032416912034461255,-0.01821227863533342,0.02108953779350606,-0.025924727212899654
ADAM28,0.053754827083423544,-0.021807503795356033,-0.04578310931164712,0.020731037833996248,-0.056259640618048425,-0.0009112649183157026,-0.015816216601583027
TCN2,0.006277019587663586,0.007245743592249271,0.03711816234200276,-0.03256184956813527,-0.020722690411187607,0.06028555211849539,0.0562333541533156
THPO,,,,,-0.015798308163063705,-0.03944926063741842,0.07047285426447938
CUBN,0.0063481968322790195,-0.0021398765868747773,0.000602839010057726,-0.05764684141798496,0.12817401809670206,0.0724115988112734,0.023678065086044565
TIMP3,-0.04405669614988736,0.040082409855411845,0.021382770978636736,-0.026174179500801635,0.02911896665322325,0.00540345233473348,0.03942637034355695
PIGF,0.08072640761190258,0.006741719057204161,0.01684527654005195,-0.053462348615219576,-0.032541363060387525,0.09588208472563589,0.030533897839900924
CRH,,,-0.037947803159893864,0.035867435431438346,0.03268205446996059,-0.024943959690280973,0.04882868058095095
BDNF,0.06772663694524893,-0.03202451503456318,-0.05497171420537273,0.09321141918394613,0.011827737831249,0.04574288004319807,0.07687528305473212
CCL5,0.011889070465311078,0.09034256505389296,0.02999552450124687,0.008200693369462348,0.04022952826554288,-0.012724802454447329,0.09317465456854618
GAD1,-0.03422477634242424,-0.00821822168977987,0.03522661991140397,0.027450375257142008,-0.0063914082983618625,0.026339932462282938,0.025224106176632455
COL14A1,-0.0263454886814075,0.06909357319503684,0.025467278525980703,0.0059894317383275535,-0.005284070321631655,0.08921111236599469,-0.026122844803517908
HLA-A,-0.03761168038695602,-0.054316438346744295,0.03458900495022847,-0.0173157120435315,0.04987388656107356,-0.019451620785663117,0.05575527802736832
FGF18,-0.02372093773244437,,-0.026049140025431163,,-0.022113110189695872,0.030038132188713502,-0.03558997052852095
ADM,-0.08309869350679253,0.015564486797197912,0.061646212449332806,0.0750283538796198,0.07205794792957262,0.014999529506899274,0.10531073471059384
CCL15,,-0.026376985100335922,,,,0.04220739394240941,
GNAI2,-0.032654956118291105,-0.03971795514114735,-0.028897963371268615,0.05714590152454207,0.025003263495432256,0.026184253395219362,0.11822593738373918
HDC,,,,,,0.03869511900765725,-0.005215568633828848
COL11A1,-0.059931539699691144,-0.05783575613137709,0.008006972400187905,0.006654617373550713,0.03105590866488579,0.040338295676630914,0.018246132913696044
NUCB2,0.04173358895294686,0.00951043690236259,0.07715817979882587,0.0038691284437209423,-7.565708059437255e-05,0.0667805233553504,0.0646414161138637
FGF16,,,,,,,0.051452844357220216
CXCL1,0.1133723886742532,-0.0282490057179517,0.057979202004199634,0.01878570887448243,0.006555981090306383,0.08097514926006429,0.09026065551616398
VCAN,0.09951736832513625,-0.12535909377835963,-0.055598099737807515,-0.024580052460913986,0.022151959539299222,0.017092099060528474,0.042012355836953716
MMP7,-0.014425670414796136,0.03873025235299536,0.06305155984615908,,0.010272149732127185,0.10046375505352478,0.042206986002615604
PTPN6,0.003358191525409748,-0.004163829379345282,0.06481066989352557,-0.0415133224341504,-0.0432915152607564,0.04465812968110588,0.019468120141058115
PTGS2,0.043455040138281345,-0.0366292974145426,0.025616728705480037,0.0038228868193548047,0.00024186408967189456,0.09423840362429951,0.060543252283069234
XCL1,0.13897879420947787,,,,,,0.04486010917713895
CD58,0.07253305912485158,0.009393147634510067,-0.012584506036038782,0.07321709772937544,-0.015355538527976848,0.029291843164838703,-0.0005821908913868438
TNFSF14,,-0.03361838606102268,0.0014559596652782211,-0.028662563434925698,0.062497617461005406,-0.01291204127830085,-0.006813365148280939
CNTN4,,-0.03136766614368434,0.08598195571849722,-0.03093239663927378,-0.020978366251008875,-0.015065944711573229,0.03569054081637759
INSL3,,,-0.016484292038003723,,-0.018477345312744618,0.05798138738853574,
BTLA,,,,,,0.016756276901446807,
MFNG,0.008422935222971767,-0.07463204860231079,0.0028751476600656477,0.03658393999254028,0.01439156728993438,0.053941644483605056,-0.021731142045698475
ICAM1,-0.022897299810980945,0.10734323855804019,0.07286123941860737,-0.00028049090181152714,-0.05844884482144114,0.07106006769302058,0.08374040921130534
PROS1,0.09730972623194888,2.8706764448411245e-05,0.03390334054252204,-0.033052050014534116,0.05098899781709299,0.12684147383634548,0.03285171943298107
CLCF1,0.0208642301149285,-0.08415808639233971,0.06683161691388363,0.08450695565199025,0.013799723769709928,0.09058610118298292,0.1077457100184875
PSAP,-0.0030784152697715234,0.0002715688127720155,-0.022801871169246198,0.05197696181008944,0.032923559775721895,0.045950180356446706,0.015400410375442711
EFEMP1,-0.012589531682542857,0.0004744295883028082,0.0886212279943375,0.04736090088312191,0.07404340334250407,0.12095281202744569,0.11010648572366978
C1QTNF1,0.003231797304424701,-0.03043881780518933,0.03997262208137224,0.03453978490832698,0.05641198607039583,0.04951610462953441,0.1287128345049884
ALB,-0.02162584397364467,-0.0357482567252635,0.00798165244195976,0.022905923322508254,-0.03093061765307561,0.04498693585788001,0.08575992088645099
CCL13,0.024812015547948003,,,,0.050624522707133524,,
EFNA3,0.015317699391622886,-0.023689520603923098,0.03335287549555793,-0.0523205288835062,-0.002010625504370904,0.008639139778028188,-0.013613535217941198
DRAXIN,0.08781209067607662,0.00043797630809582226,0.033489231179437896,0.06073569647418252,0.058668986473984774,0.0011315873009019632,0.10661856154261719
RAET1L,,,-0.016687419815193213,,-0.02244825172596512,,
NPTX2,0.10031046531103689,0.045089758799742086,0.057451817244077344,0.009078376352619917,0.05771624295593207,0.03144464278772995,-0.012293395230552296
FGF11,-0.006718077409502223,-0.007418040545581198,0.05751382097314222,0.02844379110794643,0.05779089237732803,0.06095817912408802,0.029625102743153886
CD59,-0.012062312681620715,-8.05738067053502e-05,0.026422651369670914,0.06809856774405067,0.027854732421544518,0.013799715295285534,0.0007388451098967653
COL9A2,0.03891588427164369,-0.0569139687879468,0.018218835914898632,0.006154744148672579,-0.04312148567884282,-0.0031843761723408482,-0.02652323686027241
DLL3,-0.013989239447079006,-0.006048089107601762,-0.002130840170550296,-0.005167973429089222,-0.06436083652714518,-0.04032289703309276,-0.0028717496226306565
FGF5,0.0007561567052443879,,,,,0.08141813056480884,0.016372804550494755
LIN7C,0.051403143641470576,-0.02039375474306788,-0.03712635700728785,-0.003406932073470268,0.05325427868527077,0.026688973987517597,0.00644584314149857
GDF7,,,-0.014305268975599602,-0.040275619297422564,-0.015021003226184241,-0.04275981872470901,-0.03962938356456834
PSPN,0.04434265314002567,-0.008509730491405222,0.009657196628397285,0.05993196861007982,-0.0027293514358150764,-0.029701932218171297,-0.03830398238633549
ANGPT1,-0.004827331362607394,0.010535443663808196,-0.03196623548259431,-0.0042083972965397225,-0.02556876921322418,0.11870785748566623,0.008210056069880517
PNOC,-0.02162584397364467,,0.011575297966555712,,-0.01780801283064387,-8.925670009462152e-05,0.0361893908010731
L1CAM,0.03462771336514986,0.039538456028341565,-0.008406952553727538,0.1192118157620606,0.032468307025777854,-0.044694945739714616,-0.011521721004797703
APOA1,-0.00359324351379553,0.020853997908716955,-0.012531076244913423,0.05669498373480919,0.008220548145727117,0.048171904297797566,-0.000449008460350608
PSEN1,0.008503385439511544,0.05723743489416144,0.02298044304890105,0.037736699631095785,-0.0042801329010692885,-0.016013713257681875,0.08918801452857988
CALM2,0.05979223363417063,0.010387267302651923,-0.01567749657902365,0.02711710704706828,-0.07615957899434826,-0.011197356586866106,-0.12607557603968603
CLEC2B,0.019542792473896117,-0.033042711996884785,0.08209814508834035,0.006880566395430015,0.034853875525067184,0.025048357816876594,0.04168896923190658
NTNG1,0.019722526707727204,-0.06387200837551141,0.011399662565473947,0.0006447513947609678,0.009016644574192491,0.10031887158685522,0.041287151615981156
LRIG1,-0.05194102182947024,-0.04326014857965127,0.024669058051154304,-0.02381730196634482,-0.012059031044954241,0.009444313293728804,0.0135510400638394
CPAMD8,,-0.028249002009800763,0.08411806302531288,-0.007530123947934271,,-0.03728324423509127,-0.02810020315523047
GHRL,,-0.038060438058644744,,0.015736799248405584,-0.0162481313362673,-0.034840112415818664,-0.02477062146518706
NPY,,-0.03298871699111061,0.06922351737131541,0.02130807068815042,-0.027532377981693834,0.03035264812778226,-0.03328507482833474
MMP2,-0.0537653639064502,0.025148394524727915,-4.617110638224814e-05,0.046337388044419066,-0.0014825109067667548,-0.020343946793317476,-0.008857518731526567
PPY,-0.020002941329071905,,0.026196123728254923,,0.01895998190140713,0.003004308075772243,0.060585143260835396
ALKAL2,-0.01825066799450638,-0.04515745155684547,-0.012522764311495833,-0.043482251279361554,-0.05179631185221026,0.039181581120391634,0.09506399157611636
CSF1,0.12851414811199743,-0.046399736125940116,0.046735009283833506,-0.011490108456468015,0.028291387139426687,0.006915287210868034,0.016599596550992787
SEMA4C,0.0037917250565147323,-0.0025991898826878755,-0.020084859109552534,0.0041734549342091224,-0.04669075166866344,0.08446945627067555,0.02412609312559499
BMP8A,,,,,,0.04539290230196046,
ICAM2,0.10613386906541493,-0.09500441588417757,0.04180183052258515,-0.05029860888068711,-0.016960130172692864,0.03054315254059988,0.007595679339975561
SYTL3,-0.016870008142766773,-0.018272409245479248,0.041446760156488544,0.06949997651374162,-0.026997304298698118,0.018500370867659616,0.10451577531964377
IL1A,,-0.06168031092180972,-0.004169968753285748,0.016342825292830987,-0.023959269704389816,-0.04316788689806199,0.10350907677164564
HLA-G,,,0.10666823130052004,,-0.02724275047729743,,
PGF,0.08442280301571846,-0.06910419684016707,0.012315439222386485,-0.0010349457145883475,0.049702592843358685,0.07273122903320571,0.05557566300038194
LGALS8,-0.013959541047376754,-0.01269427611232561,-0.021649032291091472,0.0215346821125379,-0.027753345481417287,0.0002940769620376555,0.02683944769828221
DKK3,-0.03555063037340514,0.03541572573217132,0.019914550462776525,0.04165666133293372,-0.06753019718949559,0.008212542264904185,-0.10085847200941875
COL16A1,0.12172198052265774,0.05302001530264577,-0.015567474838788073,-0.0033631512001519983,0.015143209427397095,0.012764531100562129,0.052562910242558485
TPH1,,,-0.005022251661045618,-0.03654481947042361,0.061578013757794245,0.01948349961907304,-0.0317953517806415
TNC,-0.0635742151902054,-0.01777030885445546,0.052481594864330273,0.03059076091776352,0.09384665705284159,0.13854205836609487,0.08031020706994925
TNFSF9,-0.047339406848797165,,0.010929266368641393,0.04785063552519458,-0.023214152899892093,0.013492030237357025,0.04039882924479952
C4A,-0.007750390873720465,,,-0.03357832995558712,0.009335274930666259,0.06781638342995538,
CNTN2,0.1302536673894742,0.007009433734130438,-4.884550894889334e-06,-0.01974594895685387,0.03199621396461879,0.05706051681523779,-0.033838814101070716
F7,0.013997335437374515,,,,0.033533908771455984,,-0.03473343906377747
