,UKF243,UKF251,UKF259,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
VEGFD,-0.02097092933618164,0.013668426869487842,0.010880714421376884,-0.01858687432841967,-0.01699307612641988,-0.023359307974438394,,0.05799571920414616,-0.025640582280798453,,,
TNFSF13,,,0.1442999315629431,,,,,,-0.02607038405932265,-0.0002574041128351613,,0.012532592522059157
WNT5A,-0.011823730100976454,0.04177188412018996,-0.012686844327333392,0.06286318343126712,0.08522425533358288,0.05051831171860557,0.1065511907499058,0.05069913076722567,0.003934495295624324,0.08478338396625267,0.013453076236205098,0.03272195664096321
CXCL8,-0.03650855049573675,-0.01856805519087598,0.017916941888250233,-0.023836152439019938,-0.060299188915831865,0.03990502298231069,,-0.019786692122102795,0.009675304302225882,-0.020996963772378877,-0.0421832202869872,0.004486797348585831
GRN,0.0655263795476126,-0.07571295621762393,0.00820506135247364,-0.011883227889558505,-0.03297609071525493,0.04477925685886848,0.13940067576822665,-0.006918391012517118,-0.00492960857840453,0.02080487906366815,0.06880364710315026,0.0467347867885537
MIA,-7.501456057325349e-05,0.0005931304474565529,0.059922439893398544,-0.03428967397326507,-0.023045664083159008,0.0009128328593040137,0.0799728508222619,-0.06031047362507113,-0.010303767796076916,0.014752445486623113,,-0.012879903460721903
COL4A4,0.026197797147240062,0.05852818703865883,0.0214811552766423,-0.018213807974793973,,-0.03103308034905779,,,-0.008672479310557901,0.032053758401463885,,0.03897129802886887
TAC1,-0.03379312138898071,0.01749214717117286,0.011482903624644715,-0.022212296103340613,,-0.054997113051550535,,,,-0.029612666186633788,-0.07200462391927744,-0.018793974826832656
RARRES2,0.012289172002999268,-0.03906640242481498,0.04009556073282253,-0.04298744614976947,-0.006551260101229003,0.0512273406773946,-0.03760470844228676,0.025106876912341536,0.04139343639026722,0.01796807300679237,-0.01585438391353826,-0.006274792101053796
FGF7,0.02525285696345494,-0.022382326256278163,-0.0064179857375777595,-0.03459634306113572,-0.016212903264298178,0.005760771588821718,0.013324552291153207,0.08058064127366973,0.014715593894146872,0.0070097439741260755,0.020198409342679736,0.07333122232294437
HBEGF,0.020566689520084617,0.0027207601686964236,0.08941452383497081,0.011855243511496262,-0.005622078155072126,-0.010846558793122952,0.03753356161350005,-0.024015700937516638,0.04154654837505023,-0.022347550787350845,-0.06319013664250982,0.008456639058455333
CSF3,-0.03774755020648148,,0.0647989189439948,,-0.02552914415023176,,,,,-0.024606835926078797,-0.04050987985473512,-0.015051826280501215
PI3,0.09211496792267969,,-0.006463076194143537,,,,,-0.06196814236423801,-0.020656144110749,0.015873658574519146,,-0.03270261802846521
PCSK1N,0.04530847447565274,-0.04458879404391162,0.0009355673014957345,0.030746057905938873,-0.04256086695928843,-0.014500613919180783,0.03874947821446532,-0.0018760641628947443,0.023960099282558416,-0.013684246948237545,-0.006596632297289758,0.003931986421010495
NTS,,,,-0.02080715839166201,,,,,,-0.00248270241792894,,-0.022289702236065304
SFRP1,0.018977014417961024,-0.03580780058836747,-0.02266818174209482,0.016576636423357112,-0.013272768696257526,-0.024511255389110337,0.04609615931827183,-0.061700741625097345,0.05890060200833779,0.019001894281756086,0.030655014552485566,-0.021771746025764236
CXCL13,,-0.033478840505001904,,,-0.012055418749401949,,,,,-0.04013886997634944,,
MICA,0.024216252978963477,-0.026247564934191184,0.09530236229646903,-0.027827339945942112,0.04364883065749468,-0.004614739526038126,0.09252220263950202,-0.07067947400534526,-0.036637213943441646,0.06192431937299634,-0.05216687873464451,0.029522314860162144
TG,-0.03009082246831432,-0.018826659398777555,-0.024462559515947377,-0.017575841462929922,-0.0018284631643954935,-0.012650883433271072,0.11856043574922602,0.01410773141753484,,-0.020251804090095804,,0.013675918553295564
ADA,-0.029833581910981375,-0.038893371685756295,0.024976567247281856,-0.038990995356551754,0.055381490574051416,-0.044314380138346675,-0.011306963806249112,-0.005379170479874318,-0.0030903771790300474,0.05402036673365492,0.04994203988267358,0.01997956815784835
LAMC3,0.00170779257719209,0.005893607356366606,0.017365398572863514,-0.028233231384252183,-0.000889847969001151,-0.027813472497266994,0.03205753423267505,0.03346108982606349,-0.05229420864659186,0.011261247685649189,-0.018380582670333163,0.010426161264802029
CCL7,,,-0.017686391445481717,,,,,,,,,-0.01577285489784677
NGF,-0.02174743670463222,,-0.01025201728458036,,0.04774663863646885,,,,,0.014531256324476237,,0.021280068933789906
TNFSF15,-0.026904293357809483,,-0.019694661904868592,,-0.01625746078667379,,0.01974458040376662,,,-0.015280422662845954,,-0.009796799289056895
HMGB1,0.054345858791792476,-0.0049665388535182,-0.0261927348195339,-0.023117607399356654,0.06164019962043972,0.0026133657730017436,0.018374462310947755,-0.03887558322111897,0.05995535902287446,0.013762555590356022,0.0363368416856182,-0.04204483286713494
ITGB3BP,-0.043692175324144045,-0.00010535368697661753,0.03633978875481528,0.003545368460417855,0.010318180512743204,0.10000195407196755,0.12620866933484595,0.008789326803532829,0.02109364286553855,-0.017818424016640282,0.1633834340727667,-0.009947155133445313
AANAT,0.007671668073679718,,-0.017920130003717272,0.001435810291059361,,0.09041587873856359,,-0.012378846574077743,0.003793838311288054,,,-0.0166883382443275
RELN,0.1384812168433563,-0.013450622148481958,-0.0211742190052613,-0.017514690186457852,,0.05168269952278079,,,0.006686628647920897,0.060396614118142,-0.042377608051943336,
IL15,0.05924444885152082,0.004374222912297344,0.02813909122641218,-0.019526168009553455,0.02938172996851725,-0.0025367073662394875,0.06869356480353284,0.010155621556125906,-0.03744909761095884,0.01470642951931747,0.14351902302725958,0.03910679433718945
UTS2,,,,,,,0.11159102367509342,-0.018079763014600382,,,,
BSG,-0.002094727476311435,-0.02401006501276488,0.018096617587288283,-0.010508354819277886,-0.014756026540953994,-0.0008271802860464884,0.10626629312597805,-0.02609805553315039,0.01333528631282166,0.05916481182700351,0.05063746267577581,0.028512194720047266
ADAMTS3,-0.017941171510487377,0.025650255003946895,0.022335842523252665,-0.011729307341267332,-0.03189640027804893,0.049877529043923494,0.08378722082425238,0.006490633282730162,0.008488188454721143,0.022166842509015294,-0.049259624525878315,0.046870647140442555
CD34,-0.006658577008717342,-0.005716679822028415,0.034394764474683384,0.03302351005877269,0.042194395255862854,0.022645869197138124,-0.01810878315492588,0.0340721616122904,-0.01492700504636227,0.0724199668478767,0.018429302358903044,-0.01663306202958642
CCL23,,,,,,,0.1771944257287534,,,,,
PLAT,-0.026750094689919388,-0.019125386298936363,-0.05320026656975652,5.867226113174685e-05,0.0140850283495953,0.07585036701029707,-0.007497567397523984,0.06984025223116723,0.016469902100865845,0.04778426198882847,-0.06709302470024478,-0.013132492669988746
NTF3,,,,,-0.03462935569263097,,,,,-0.0001329948477884603,,
LTA,,0.12609046291910503,-0.022668180681641652,0.057913973713850396,,-0.027116037760107396,,,,,,0.01434739714036084
CKLF,0.04415423948790024,0.004959828420177755,-0.054123978695733654,0.0021678919198165193,0.02261497364072234,0.10378000735007506,0.043494870799215234,0.11507051676820321,-0.05387227649584317,0.046116149631110596,0.05574499322784579,0.0671231587644099
APELA,,,,,0.022633822902252094,,,,,,,
CD24,-0.002849835308752202,0.00972101902223854,0.023057448834176063,0.02815242764859566,-0.0029745768209637627,0.010714022609408902,0.08116627529138504,-0.07282990967447445,0.010121974766409091,-0.023849742932749027,0.033964953924504604,0.09660757432965843
HSP90AA1,-0.02667807733358429,0.007746964824186774,-0.03659731562764804,0.015648552851436032,-0.012793455260133093,-0.016960009308314546,0.02244828485887684,-0.058553530981662806,0.04737382269521808,-0.016773152327856585,0.0027198827301353245,-0.08692299958702424
BMP4,0.014824681837623959,-0.014676707173320223,-0.005520489842325066,0.059332557539456814,-0.04179673533452809,-0.023105664835992586,0.0691907279558797,-0.011494842223749585,-0.0008289385075974635,0.038437989575931565,,0.03654452922859281
SCGB3A1,,,,,0.04641756980775195,-0.018921212554400955,0.005903951804980116,-0.043613599630375616,,0.048249508241094426,,0.005533262164466836
IGFBP4,-0.036067938845033724,0.003395724182775427,0.0004973034141341027,0.03290554608272041,0.07081812871754085,-0.016577952636753296,-0.009212975567196063,-0.00015311336062259534,0.009905935816121309,0.023169433971452238,-0.02309464025098559,0.006815449394083848
RSPO4,0.059154542023053515,0.03466457639822355,0.03237412136876302,-0.017705136281969593,,0.14340199837577508,,,,-0.003893540792645164,,0.08588962331157549
LEFTY2,-0.005961923842690148,-0.014015224429331714,-0.05065007829100163,0.0560953483139043,-0.018382146068231017,-0.013292436246091888,-0.011017555107959093,0.11273167501375458,-0.027598804862872903,-0.01581197848072805,0.08177746170257405,0.05236493619338114
PF4,,-0.012594077058872966,-0.015431028093494475,,,,,,,,,-0.0034748057737190503
ANGPTL2,0.03860449635388,0.046528029107974246,-0.022230842669608914,0.036219478959962144,-0.007262305347138614,0.0059913325371467865,0.02498397311618797,0.03853472054648391,-0.018543927844607486,0.06965609495341088,0.017909575675692808,0.00809114755287837
LRIG2,0.054120273723228404,0.05173256483365683,0.0034519474619051373,0.043319869169625096,0.008403569159705465,0.025323509540329667,0.03556764856128257,-0.023439129404343458,0.06392067191664277,0.027623470147767778,0.01236962389805192,0.03348708796752417
ICOSLG,-0.010753408049488537,-0.033458196260779685,-0.026911089970779324,0.041140045514784174,0.017079709857743965,0.07754563438837837,0.019005424592282345,-0.055353309955438836,0.021994606932937012,0.03734615478680128,0.038931243334926736,0.08086260042265722
WIF1,0.04710943554540476,,,-0.013662634310558051,,-0.09055299959037336,,,,-0.019866011612618067,-0.04359886048932965,
NPPC,-0.04381312076318208,,-0.012078608843771004,-0.02665145841881842,,0.022230887650593723,-0.02594671218775634,-0.05448564758170058,-0.0285294673360368,-0.024658288737842354,-0.04467455538067022,
LYZ,-0.010940398337846435,-0.018384444235344286,0.023709052225574442,0.010111724624904748,0.021974925467607234,0.03573191893847372,0.026563845851366428,0.020165225630747796,0.04791607872509789,-0.008831575418114865,0.037794033646371454,0.03690092107450453
EREG,,,,,-0.02149505074763763,,,,,-0.026617400961462954,,0.06745866987224149
SPTAN1,0.03380492656769638,-0.0255362722965319,-0.004868836913686767,-0.016664130829735033,0.02174621675714335,-0.007879608580924449,0.0724549816879918,-0.05801488697999688,0.0013410659250214956,0.0030407193996542068,0.007808777410341783,0.00045657989826809476
PTH2,,,,,,,,,,0.0010033180071248164,,
LIPC,0.0463337635471728,-0.018954759058679955,-0.027730706746131456,-0.024446124261201883,0.0710301925666078,0.007738189321631281,0.026907532736097778,-0.03928221897526367,0.08590407002535418,,,0.0448046553414627
COL8A1,-0.06802536154624363,0.05627182189468954,0.011633307249671196,-0.024851629654322426,-0.04495007903213748,0.016213994116288065,-0.009612682776152476,0.06153077189611413,-0.030685743093146055,0.001034300984753329,-0.08119452393908885,0.09759814845504866
GSTM2,0.03277554555412671,-0.016109593060924,0.06631573208191444,0.04015310204145149,-0.01966585309677558,0.019023640333607157,-0.03980732186854676,0.04078774106409472,0.09886046104264293,-0.04537056121198214,0.031082379288816925,0.0311252773833668
IL4,,,,,,,,0.08632365835477841,,,,
SPX,0.09687354735145019,0.031086858292666334,0.008875699128194236,0.0391135611969531,,-0.03386636085007861,-0.03439734429351801,,0.0023885207683550635,-0.0036760729254832294,0.037374582798237535,0.005666246939211518
MFGE8,-0.015195309862648734,0.015280325027658847,-0.021957454848122032,0.024125661086117755,0.00789543660735246,-0.035630801154844245,0.034526560879905195,-0.05199521281116425,-0.07125048094073569,-0.009859290796451987,0.002151762431146364,-0.036943782678605035
TGFA,-0.09227419842684338,-0.01835251245358122,0.02996905882737269,-0.0008481049693221201,0.05575366069507471,0.03463561969670124,0.032420649230015516,-0.09695707875597623,-0.013500660914285513,0.04184223061694743,0.007586540297640406,0.050783207988816075
SLIT2,0.06875666239636605,-0.03283866367453418,-0.021479941037293518,-0.011984805725061,0.02916747135694352,-0.055297351672146826,0.06887483610697377,-0.030165989908469602,-0.016816776009629504,0.022997928789353635,-0.053351999217205355,0.034011318239957934
PLTP,-0.059512801883324355,-0.01471262123880852,0.09404024802539963,0.04226592248312265,0.010131947704390907,0.04782862707165998,0.05986375550208118,0.07896405758552796,-0.026725693907131746,0.03171900065884127,-0.004941246943862643,0.025476529787912976
APOD,0.0004634840757005487,0.03050431330467144,-0.008697342033001397,-0.002096519860087615,0.013522777929775978,-0.06653675421844454,-0.063353981238608,-0.055105595242432345,-0.010130738115367447,0.051756726705013856,-0.05507943156607346,0.021253648745136782
B2M,0.06909928719276996,0.02434487247358021,0.05207937365085178,0.06676977003002228,0.059698623397943934,0.11173455179997824,0.0998970071654388,0.1700252723318575,-0.04629268487060721,0.04776257100588987,0.07023085896539802,0.039546631231136775
OMG,0.059347476146234895,0.012072443774479621,-0.02044532833627295,-0.002217875335609476,-0.013612933740684379,-0.025448055115727047,-0.04247498386070534,0.012355299358395508,0.017647647660043373,-0.026877082632373202,-0.02555244531490858,0.02634924126505656
CXCL3,-0.007657641304870384,-0.025892223877234603,-0.014354284534634708,0.024472489923833836,0.007463509170186241,0.032751672502292016,-0.026740688915261986,0.01954931378316884,-0.021176649699937104,-0.022379608615162982,-0.05975473155186564,-0.024816336398773287
CXCL10,0.024092848304215556,0.01822041263801929,0.020424068036182717,0.04301602949472458,-0.018549016749245507,0.05413204726850448,0.03554597275190716,0.11441739597705362,-0.028529464233926924,0.0900705172343216,,-0.02332866892257543
RSPO3,,,-0.017920128679622553,-0.02674093197524115,,0.028660943475881658,,,,0.03170858555045553,-0.07490358238017938,-0.016006363490033433
CORT,0.009965151595159007,-0.022492224112346738,-0.0009074728126274567,-0.020244192819384686,,0.0056482381623472735,,,,-0.0017125852983462281,-0.05778849636195941,
NCAN,0.045923448594770475,0.043004677476562156,-0.029392325661232198,-0.058829506164305836,,0.052130084193844475,-0.03624884340578697,-0.04487430487037858,-0.02033471077356221,0.0070810693713080144,0.06390912342490768,-0.0639329334869237
PRG4,-0.04065086632922668,,-0.01768639420164328,0.028887284804721577,,-0.023858994761473774,,,,0.057923518447429705,,0.045646917438448995
ZG16B,,-0.015154924842269225,-0.006222567318831042,-0.012095960135952509,0.042962442547528894,,,,,,,-0.019958212669134574
TGM2,-0.053225197216304775,-0.0016488199335396166,0.026433200538510795,0.008984670662119762,0.02976422157410986,-0.015338052543071854,0.004015578090358516,0.050581307935382305,-0.06354809233433313,0.021648626767149338,0.08869783903847096,0.022417543440336835
VEGFC,0.01307353179582814,-0.019459507106425727,-0.012052982177862784,-0.00548764551081323,0.022138805888654387,-0.024349055170354322,-0.010423453497444984,0.03342341600199179,-0.02793234990621255,0.07160034463446245,,-0.03630813877552058
WNT6,-0.03699255137004521,-0.014015224797154316,-0.024462560531645826,0.059173391590169856,0.05732461294090329,-0.021250625800238464,,-0.04761601950412374,,-0.0009533905156536154,,0.047286144940322246
NRG4,-0.027568161539651068,,-0.007313622722828184,0.0007427622834419357,,-0.015806921217900973,,,-0.022429273520031715,-0.028220387618376093,,-0.016006365283964895
PMCH,,,-0.029825193521246664,-0.017705135427505535,,,,,,-0.0162481340375146,,-0.03451580421288888
COL9A1,-0.029049477356355432,0.043208026886711944,-0.009085873975835965,-0.014753857479249607,,-0.009995982184834707,-0.043665725241794295,0.03753547753160764,0.06562532907122727,-0.025468097663287708,,0.07147522266273695
GDF11,0.03528206359635391,-0.04724161174765543,-0.034518651363158584,0.05379894166050664,0.005843292840069602,-0.02618014265978457,-0.0024619071101521987,0.03341112982129474,-0.055942335479161935,0.03713596233581532,-0.0844858819736321,0.06683742756738982
RAET1E,,,,,,,,,,,,0.07683262774417561
IL24,,,,,-0.015291581787227448,,,,,,,
SORBS1,0.030429604130823962,0.026428605625863154,-0.006499504754904205,-0.012232318020315752,-0.0419226838308961,0.05285637924157626,-0.07518323866261825,-0.02344541538150193,0.04718718614337744,-0.009590761240271438,-0.014192900248148014,-0.018661822745451286
DLL1,0.09828766874748374,-0.03901652018624759,-0.005762620839862657,0.01662764347945253,0.016593578957020995,-0.03855081983728212,0.0840856051317549,0.09567312383456614,0.015251554399487005,-0.021385275739132466,-0.05040194377903715,0.015687638060244636
TLN1,-0.002252757180411272,0.07191826822125987,-0.02510886825044802,-0.015326498329434791,0.01985685038516641,0.0070503537921981505,0.032112280487045265,0.015880545774517488,0.012734448239637345,0.04481456373627863,-0.0004894013321687058,0.01799528874294282
COL2A1,-0.02821782875012017,,,,,0.09773270513328601,,,,-0.034229311978499405,,-0.005583045752339316
SHH,,,-0.018379067434992076,0.01155448463387951,,-0.01892121090056919,0.05301881089761295,-0.07321138867033432,0.011171073009353478,-0.041108227439304895,,-0.025683366732172183
PON2,0.03904877931925391,-0.011856245528895882,-0.06189020683196483,-0.04950512674903107,0.03901909720003281,0.02355394833136294,0.018330572609721,-0.01411531113983373,-0.02805118691182238,-0.03394620563480357,0.013951088501847828,0.058566707858648814
ICAM5,0.1026759767150712,0.05260751635320675,-0.01855913348665859,-0.010373784985048606,-0.014475361018764293,-0.03695210282226669,,,,-0.054756380335286486,-0.021453939661620684,-0.010575208872154183
HPX,0.06141916810625141,,0.013265798207503898,-0.012289820028348471,-0.001958856247170157,0.0037392262328746354,0.028567485243676173,0.06303955558969748,0.004961202776783797,-0.0007293395638615624,,-0.02502805793591096
SFRP2,-0.005008240586461357,,0.03465495559345157,-0.019783714068355312,-0.015091440510259437,-0.037118573593254656,0.017283070786340865,-0.03755007442124094,-0.017676271111010763,0.04109814711947381,0.0496519377904134,-0.005016899280501405
CFC1,,,,-0.0152228810030747,,,,,,,,
CD70,,,0.007564363046192149,-0.009007255015328352,-0.046384139099101024,,,,,0.034067146265096944,,0.04399513980262956
HP,0.10259223989965754,,0.044599732992411274,0.03537995471049588,,0.03622894834680449,0.11946550275999888,0.06347451013114634,-0.028726124416881417,-0.019211664435769354,,0.010646350635052728
CXCL2,0.04307922858340112,-0.006063425543884381,0.038798810178843034,-0.030403636719694028,0.006934504428734616,-0.03744962398103372,0.09882767140801942,0.09385333197124611,0.021169856164365956,-0.02347831895711751,-0.07150630972711249,-0.009580055621757984
NPPB,,,0.03801958586297135,-0.013329773700889258,,-0.02434905694133093,,,,0.08027444812347637,,-0.01623667494815272
CCK,0.07585421931942915,-0.033106093271290674,0.039670247760591804,-0.036654477760526244,,-0.05880501084698689,0.02480280888496292,,-0.02455969675974554,0.06682872131717861,0.02299666140135174,-0.02106335058595091
SEMA6A,0.03577630487589428,-0.013599806973850498,-0.005105654304769923,-0.018877903932876944,-0.033936781466090145,0.055929892617879104,0.006483973568852266,0.0164618021380523,0.06775577059093568,0.01668312437846113,-0.053346600128173854,0.05382249913272538
IRAK4,0.06012415029360461,0.031903552456515896,-0.039581211071786936,0.014629944490273975,0.07463685932133922,-0.02814237883694814,-0.034107453873990425,0.0798481545985068,0.01789319157201596,-0.0039585313909777375,0.08905882852712495,0.04840297242094893
GSTP1,-0.03948953211055977,-0.005926842096859415,-0.01593892853493141,-0.004415849529488084,-0.006146414782242797,0.04338307554796128,0.006352449673189456,-0.011372069716331859,0.0635862662481379,-0.017765732013967837,-0.03203212022558714,0.0486816155662796
VCAM1,-0.016234767838118315,0.02458162867034793,0.004848738031534919,0.009519002969675497,-0.007066452668038911,0.06894364263166577,0.17354243479162884,-0.0034528627063530946,0.05553825541453892,0.04378925425738431,0.06222028938955539,0.07380270787264788
NXPH3,-0.0027690043263244204,0.0661363890930424,-0.04800512324291067,-0.0015876123298941317,-0.0013331724700388374,0.04834120876302818,0.07167423121055776,-0.051410154024586374,-0.022352796019588967,0.08342265400353349,0.03526071655434002,0.028599818001490133
MTMR4,0.01355134402362541,-0.0028972960416459846,0.02384324601222244,0.012464838021558216,0.030318611154291013,0.0218993184715627,-0.002942809588497615,0.030657395842691032,-0.025115429332027026,-0.03748828484586372,0.12489832062238602,0.06893193526344854
LAMC2,-0.025175154920453222,,-0.026809986173316744,-0.01678069796407728,-0.022211718715914264,,,,-0.021685640398192412,-0.015771348431845234,,-0.03093584495257917
IL10,-0.025692285034883956,-0.020074310426031944,0.0010426697983039362,0.018104442032828787,0.006971274802700626,0.02401593805967511,-0.05037089392699977,0.012917693364571691,-0.020917882739329766,-0.019663813652522396,,0.11979605583728402
SEMA4D,0.03876384025494513,-0.012409546425753535,-0.008884638257802077,0.010593394879836454,0.009252209708372537,-0.0015385366019369053,0.03827955629060461,0.07738598502833444,0.01747854086977211,-0.04272790993011428,0.11945088740297374,0.038241507524610904
TRH,0.11750915588273128,,0.038242969083908444,0.039987758633504074,,0.06766321938615073,0.04434075310967237,0.016451136416402723,-0.04793168479743966,-0.0020762463951772294,-0.04507249280738094,-0.018186164797287085
SEMA6D,0.024123452657646104,-0.05670274127513126,0.016639398111410433,-0.024108670538001555,-0.020605888675300187,0.01617097013734633,0.014018155608797591,-0.03011384639597028,0.022377014887726122,0.018797415633736814,-0.020272651008965865,0.01841120503966179
CEL,,,,,,,,0.0003538697954378547,-0.042272137816882174,0.021020515852808022,,0.06902772994411789
PDCD1LG2,-0.06666864567219233,0.013717098773625556,-0.031912357485731215,0.00487469000834594,-0.0325187319361282,-0.027596895911336666,0.05009665749352137,-0.006352881965629466,-0.05442116246834415,-0.025259113315037388,,0.055555176676748246
SPINT1,0.03654531191226362,8.586837677269289e-05,-0.03858980809023565,0.05746262171034866,0.05219236721667054,-0.009748925267915352,0.0563860371381742,0.03258022113975289,-0.003910416894660553,-0.011099198482041108,,0.0582730451053064
CTHRC1,-0.024587435419964748,-0.005938360841337215,-0.0030474003699394693,0.04700018339779101,-0.06410235913694007,0.07563188840488384,0.041028576245578985,0.14732810881086814,-0.0672406571773552,0.03882272892802015,,-0.026262980164512187
PODXL,0.022223829760456056,-0.04572369303216064,0.01397465462054695,0.01869643637961165,0.07767784322473478,0.04369820837406523,0.054973173028849416,0.041675592205755806,-0.05788335673892677,0.05094898386536693,-0.053628704976232996,0.006537809509300817
JAM3,-0.010142749516369363,0.03976887930575682,-0.006636728934821528,0.004611044405449728,0.020487129996104643,0.015852322813957844,0.013870663502084843,0.03610075117985276,0.1093960075732217,0.03440609125871673,0.03042636316054252,-0.048056932738975794
TGFB2,-0.00789262809881245,-0.021217535402415635,0.011222028945108991,0.0048571742389162615,0.004429458400265519,0.05855734792466138,0.05498198380781013,0.07526759189538085,-0.00842871899300078,0.03015487605103498,0.08731030327797394,0.0808950032764809
COL18A1,0.0017278662123916644,-0.012039424535033214,0.0006477190152699882,0.010126313403735524,0.031787300195804,-0.04014631729395207,-0.0438575626349558,-0.014797879662405726,-0.07583238471714128,0.04014958561008013,-0.05793121029528945,-0.041103393463696986
NODAL,,0.08339040883621031,-0.03619588641769898,,,-0.03347444204837396,0.03380174486471234,0.0809149087998379,-0.03262216432257038,-0.018035719804809246,,-0.024889420365592007
INHBB,-0.01375158805238538,0.08434468624793161,0.011858695782512226,0.017853778638035462,0.03003602448457801,-0.035214670777124576,-0.05468710542755993,0.028654348549418413,-0.0028959493677363462,-0.019927694102820446,0.03165084582137075,0.015491704301390024
LCN1,,,,,,,-0.035329313600292754,,,,,-0.018390839695404067
ARF4,0.005009488164720738,-0.010331461741503987,0.0025250420028740056,0.02869480609936687,0.011998608861296133,0.0974580970642052,-0.06575831243716787,0.11163505883013293,-0.041420195665400124,-0.033659059565188935,0.03114274049229168,-0.0045790269213432065
CXCL14,0.05594773762632002,-0.010724678793251187,0.05960857492958269,-0.0017508352457933452,-0.039537450065506664,-0.004972956422700216,0.12539635477595232,-0.04582204784798102,0.015497193726158747,-0.0028940005313301026,-0.023317609442779046,0.059034119666565466
LIF,-0.02169561158668294,0.02137105430858984,-0.004302180709097264,0.015908076237160434,0.008173770889858973,-0.006396757751385491,0.15778853218921143,-0.03287391145279741,0.0188690282221928,0.047615117850939956,-0.005511324142823437,-0.008152598123774689
IL17B,0.12838417759771245,,,,-0.03674317795893107,,0.07258492015445353,-0.028014566278626224,,0.011486697666377685,,-0.03106470153490067
MMP1,,,,,-0.022185277068667207,,-0.04371284908550728,0.017978781958857118,,-0.016248132750761805,,-0.04182736905329464
MATN1,-0.02370877463369697,,,-0.013497185206004484,-0.015291583991330316,-0.01982539117969659,,,-0.021936073253077268,-0.023124882593668857,,0.10603896216918092
ADAM28,-0.01659850413596786,0.04402885018220172,0.00024209577951705651,-0.012277432464781182,-0.023278198387869167,0.08595200175812209,0.03522097017036314,-0.06957300683069262,0.007897924033352393,0.0025516470140622867,0.10883309572340291,0.07838350164399538
TCN2,-0.004211356098421146,-0.05493690231618353,0.007802188239022392,0.030789356923196332,0.0037602752775595617,-0.044945632838616675,-0.013225480555955023,0.029340629021538885,-0.039253744241377224,0.010290715877690496,-0.006086632077463616,0.05607697692230691
THPO,,,0.005464694646519885,0.003794648671710279,,-0.019825393457089214,,-0.025100509112096377,,0.05265190932669457,,0.04515622509137594
