,UKF243,UKF251,UKF266,ZH1007nec,ZH916T1,ZH916bulk
TG,0.07400249652254441,-0.016393590150347106,0.008264466637969156,-0.004193972000884738,-0.02457433768210016,0.037606680582674364
ADA,0.1372583641840511,-0.02362895243541909,0.04539935292331432,-0.0317573051204402,0.042769505423973744,0.06016319888387175
LAMC3,-0.051007034085667646,-0.029152192132817736,0.009769775866535392,0.038260687756132075,0.06823299710813428,0.04479588413439164
CCL7,,,,,-0.013204618002446681,0.013071812450556478
NGF,-0.01690085239594695,,0.06111882381116637,,-0.029306159673085974,-0.03866253873125003
TNFSF15,0.0896007984158081,,0.02347329965723018,,0.06311476536982022,0.0024673081163494735
HMGB1,-0.031695398725988144,-0.01653110176498622,-0.0027938699900433,-0.09515242233680592,-0.015935504787203344,0.01776355958692952
ITGB3BP,-0.06144688454725423,0.02366549392976983,0.03893625181245298,-0.079225499595348,0.05273450948743105,0.005611620407728507
AANAT,0.0096520875074922,,,-0.02289197349597934,-0.013971036507921539,0.004305376749887178
RELN,-0.02914072459490853,-0.020483862001839676,0.035087145546210625,,,-0.005213877086945592
IL15,0.010015843928690711,0.011529477964668779,0.044397142878060715,0.10406446202926987,0.10857911602732465,0.06339162079345873
UTS2,,,,0.01378643640096138,,
BSG,-0.0203619434342612,0.009990088095153653,-0.029100066499588306,0.017671937653093144,0.04800842003954455,0.032882855549773146
ADAMTS3,0.06718366573129549,-0.028804726455766993,-0.020431443617842007,0.05787430987132234,0.03475356547771941,0.04506912731886104
CD34,0.08839013244067793,-0.01718198059676674,0.0184446004932134,0.04519982861103522,0.0538225482021931,0.08863635183327474
PLAT,-0.09167869926032463,0.0076535868452210325,0.03136736034942845,0.06288239245634171,0.005223794419999678,0.012686516324234363
LTA,,0.09413681812906918,,,-0.018802909653928817,
CKLF,0.08172918547427431,0.008323011300349027,-0.020331281172975738,0.05960425854248126,0.03277445447398524,0.05138726311698606
CD24,0.041225046193127425,0.002066009855312886,0.010026550419229962,0.07926905617764002,0.03833400898700977,-0.015033119469227344
HSP90AA1,0.011388406329162467,0.05516239548602213,-0.02505919383096696,-0.03748720234277317,-0.057552685084875384,-0.02007853181297649
BMP4,-0.036577578751314684,-0.012779958305916658,0.07766733771834446,0.13284465460404382,0.07893256729648586,0.03777290941537866
SCGB3A1,,,0.007473752009342943,0.1355959778262628,-0.013125881447788007,0.057676356957339796
IGFBP4,-0.006185681636210253,0.0450432943254201,0.024731200154512543,0.04836165871785432,0.050168201953367964,0.003420038943630264
RSPO4,-0.020646123940837396,0.013687893208177173,,,-0.02479906960249129,0.050123360510436685
LEFTY2,0.1036729241320432,-0.012203962492385409,0.041454813860391924,-0.028879851265825752,0.07284714621848734,0.08817699882374286
PF4,,-0.010966477549302144,,,-0.018802905302796057,-0.020575940357389987
ANGPTL2,0.03785325605633761,-0.04300743714009856,-0.00788088964752692,0.12363248976344704,0.01668783885131591,0.031912639352668276
LRIG2,0.059995283529078576,-0.002305630190130827,0.03648034217980483,0.023507871506616637,0.04208716762078956,0.03924381661144315
ICOSLG,0.0004206506751534848,-0.041125366074757336,0.028470066659765574,0.06828309435001352,0.006136623816479233,-0.0543350748718541
WIF1,0.1348853498384722,,-0.06403368092751,,,-0.02476683850725823
NPPC,0.018054813775951375,,-0.007694336959141305,-0.06120951373489484,,-0.009552406114060514
LYZ,-0.002613876437886454,-0.025137188389522665,-0.03629089097079202,0.04673581441737364,0.02355929596493872,-0.0621094487060241
EREG,,,,,-0.028396742445153687,-0.023689002619574857
SPTAN1,0.11534803705116536,-0.01481831246835417,-0.03954842002759788,0.01173467348669604,0.07312400171644522,0.03326917298160472
LIPC,0.011468112378517241,-0.01650513481041437,0.0001331584370868914,0.06121230705286571,0.06282799812845254,0.097287167579963
COL8A1,-0.08132531756391476,0.009454859337209116,-0.030990539706035047,-0.06439952794132932,-0.0058515723798337315,0.08211259446042211
GSTM2,-0.05372993669555294,0.030581343123739755,-0.010726654135380622,-0.08813614032982275,-0.041423978204297295,0.02842321301961648
IL4,,,,-0.013204941704732754,,
SPX,0.11546647379243719,-0.046916947936776573,-0.006024478463852603,,0.10256779399333463,0.07528465389225181
MFGE8,-0.09388978913698262,-0.07199014880347263,0.023761014650153605,0.11519442530968088,0.05576426649896734,-0.023817091330543102
TGFA,-0.07449328923597553,-0.011437763889668032,0.019790416608939966,0.008467422258780348,0.06746053143748464,-0.003482116731118998
SLIT2,0.03139138762260296,-0.02859474864671745,-0.0026733594043474914,0.06542708120614142,0.003148533718582298,-0.03819155459623123
PLTP,0.03287478653789071,-0.02502519968139808,-0.01050506732595008,0.060490725336085266,0.03414457751520492,0.013290556235686484
APOD,0.003933368713401063,-0.015712092065534287,0.03749898846463152,0.1388375149690287,0.07294252991840018,-0.044767147205711996
B2M,-0.008733610219447463,0.03617278313274733,0.04736878671232081,0.07071405734140429,-0.007582024966747123,-0.00936743978503437
OMG,0.0879936121693916,-0.00850033537440785,0.06311746674338957,-0.0004433041528155723,0.037304802375645964,0.022648408089027912
CXCL3,-0.01819667996862958,0.03496200333044488,,-0.05578606195210406,-0.02104060739137739,-0.07864770466571115
CXCL10,-0.04424060316123975,0.08897078539455835,-0.017338600016912835,0.06639782194056093,-0.020415250185909062,0.034514020739451236
RSPO3,,,-0.031019938438451487,,0.017216356403851975,0.03046244039386825
CORT,-0.023147942546057104,-0.0195854344553293,-0.029183721065477407,,,
NCAN,0.039880890239535956,0.04937562469157852,-0.009644231575345217,-0.007386959761015954,0.03916934064479332,0.05663709590566329
PRG4,0.005068639905992582,,,,-0.01708030018792051,0.04234891394478331
ZG16B,,-0.013196373364018434,,,-0.01670848911083884,0.01028703044768079
TGM2,-0.06170566291552642,-0.00710047253161219,0.0481187980229498,0.06028393913659279,0.04746600219709581,-0.04259417389118471
VEGFC,-0.02266753677749125,-0.01694465158546525,0.002248742574479488,0.04167184715439875,-0.005814307902506288,0.005347803829250081
WNT6,-0.028748475461544853,-0.012203962812672341,-0.013010632892422373,-0.009296673422842459,-0.020178934584766436,-0.018137915569506176
NRG4,0.03130709784283853,,-0.01592741982625734,,-0.013400106737254898,-0.02727664304247443
PMCH,,,,,-0.013423032882330245,-0.020271287959091545
COL9A1,0.07685265459989188,0.015022736765457853,0.012921246318315932,-0.04942205636626024,0.08915226699230522,-0.0047590732708109275
GDF11,0.0194015590161695,0.01923705732252078,-0.042194683831125825,-0.05801738072156027,0.030230567132307273,0.023738158409981704
RAET1E,,,,,-0.014699821880442,
IL24,,,,,,0.0396659683665899
SORBS1,-0.0074611499691087865,0.023879343167376672,0.045369389805993574,0.03789035125034105,0.03894595497447561,0.051026869622420624
DLL1,0.10963778045778236,-0.013138423263960586,-0.020339148671430746,0.05585330442639581,0.06112951819493092,-0.03268981420686588
TLN1,-0.03981927198109411,0.061058863787239036,0.017035491073727035,-0.009724279989309083,0.033323052895292096,0.0244283919105793
COL2A1,-0.021929267578385824,,-0.014095401529967824,,-0.01950168222805174,-0.024574791321524177
SHH,,,0.03189914263667012,0.018136505225585752,-0.027843089100352783,0.017595815284375545
PON2,-0.008135964708252837,0.0018233408374969105,-0.004472021339057751,0.03706805505007722,0.07704298341860237,0.11401059782282884
ICAM5,0.10578676383951166,0.025375923609006108,0.012309488477929155,,-0.000635931287106692,-0.021834685572109026
HPX,0.03178616063026894,,-0.013010633770081388,0.10659536118093538,0.023563045196396907,-0.04353036177373989
SFRP2,0.011848691192054926,,-0.030757097966786197,0.0874817310004463,0.033924999170147324,0.029919477067163473
CFC1,,,0.011428845050665893,,,0.018015999138607127
CD70,,,,,-0.02044428404268632,0.024839241179051206
HP,-0.011050979958778425,,,0.03212666646161196,-0.0200450940517981,0.052694639636129026
CXCL2,-0.0067346757974943135,-0.03097898668234324,-0.001641120473432189,-0.018862676469243944,0.028733862733683294,0.008246965705073142
NPPB,,,,,-0.01359291591210422,
CCK,0.08566956640813739,-0.002575985144675085,-0.051320716324357814,,0.0975064721565785,-0.002807883463733593
SEMA6A,0.007492175772751623,-0.045581635681554454,0.03048701117588844,0.057973488207679606,0.06363901725250097,0.035748379671319934
IRAK4,0.005383077279392521,-8.812420657588544e-05,0.04834115672501578,0.02030651255151677,0.07267979453446242,-0.01341740719786039
GSTP1,0.02409443971993588,-0.00899408215854152,0.008901343026289664,0.07503736306149641,0.01444288810608931,0.018100284496181333
VCAM1,0.0315159710131866,-0.00748199735094546,0.036079239083524894,-0.0353750819208044,0.06745693967497136,-0.009008118757938416
NXPH3,-0.06067699535598857,0.023147074757466142,-0.011588859855450129,0.20561693529441114,0.05228365640020689,0.1138527880286533
MTMR4,0.001765229503153064,-0.03585407959163673,-0.05435936781031203,0.05691823848215936,0.009208920985226252,-0.017224937185971158
LAMC2,-0.019564677121927186,,-0.017826671982694154,,0.05508045854505999,0.05166075298117437
IL10,0.12717542459537326,0.11117280384592404,,-0.014709471012698159,0.025081334600950394,-0.03424841503345917
SEMA4D,0.03843380114236603,0.044841421219187785,-0.02315366787432819,0.07884076964163272,0.04092355670577481,0.03720569805465917
TRH,-0.03817973717274793,,-0.024387230192530123,-0.03798214803626501,-0.015224977382534725,0.03015835971504124
SEMA6D,0.05663130425125568,-0.008642398446256057,-0.01741127141205402,-0.07155133675222641,0.018957476381449675,0.01463902572287789
CEL,,,,-0.05403300972887026,0.006545595841056385,-0.028062057099843666
PDCD1LG2,-0.024152803164979468,0.060498155092341674,0.045435786846236136,0.05945529880687997,0.08766643950813575,0.04984957308189709
SPINT1,-0.009593158777320539,-0.022994654652650638,-0.016192297536917616,0.025006905635232897,0.06512277870834059,-0.012765028178809423
CTHRC1,-0.01521586241532846,-0.01830732140456084,0.020344271132118476,0.02273015824673038,0.06244806571336017,0.0066933060208613305
PODXL,0.00350305342106751,-0.04100156146066611,-0.04141398406066106,0.0362098539753503,0.051251094868629714,0.007243763423501734
JAM3,-0.06881845380339778,0.046420662856541554,4.523856782488775e-05,0.09214051039814986,-0.002029119543604526,0.013105511622010986
TGFB2,0.03219288336668226,0.0355973636172703,0.03777904901074451,-0.028982196513929633,-0.0034428580514632174,0.08764918244855335
COL18A1,0.011087933065923728,-0.05040710179908873,-0.007022596089793701,0.006193120103838488,0.014243586215278659,-0.006535031131509786
NODAL,,0.043635265557755924,0.11160802907878964,0.07269184250113042,-0.020836766099637777,0.04271594958612674
INHBB,6.702427067761937e-05,0.03613867664064288,0.09691933407135472,-0.03941257939447595,0.018921089174307338,-0.015513363065967243
LCN1,,,,,-0.01539632580752362,0.035995993871686414
ARF4,-0.02307482335691296,-0.009995919387841917,0.008396459098899653,0.011684045839426475,-0.016238399942026107,-0.006676819000907627
CXCL14,0.05201958408226813,0.009507428053772535,-0.047634348226344804,-0.043272490731848356,0.02210230012660187,0.06048245437547075
LIF,-0.0669601053438887,-0.014874597757844471,-0.01579346389515548,-0.06539753974952765,-0.02961628976376041,-0.01960412954548839
IL17B,-0.023384860997851354,,,-0.03424315891513159,0.039863475960453275,-0.02083045050521653
MMP1,,,,0.0467876443803645,-0.024864028561296766,0.006895439590756276
MATN1,-0.01842509101256676,,0.008827460711727683,,-0.018516825881751547,-0.018982998715381172
ADAM28,0.07269994980920173,0.05801800998595769,0.07728586572806131,-0.041659004221935414,0.01632078553869331,-0.03085204707327261
TCN2,-0.029372959034968685,-0.010091308675983294,-0.00946996077789285,0.05957622684746663,0.09128183873736684,0.06081771425572499
THPO,,,-0.021681705949059247,0.11703165783558125,0.06355764261022655,-0.028447749516847788
CUBN,0.03871848030997452,0.10149219469418816,0.02994304543871181,0.05983655113258089,-0.004482334167889266,-0.0012903905991781372
TIMP3,-0.07706290713694168,0.004670679166279075,-0.014003927406739412,0.040238186033804156,0.06318348177519124,0.018141832233892766
PIGF,-0.010697854933673789,0.010834732034784737,0.005790000856971579,-0.021488493879617283,0.004388447981973248,-0.004249586524664846
CRH,,-0.014751819203611977,-0.012848658994190293,,-0.02283078063798051,0.02263212001055343
BDNF,0.0936098728451606,0.0829620025972312,0.030892454375914254,-0.06290553308841478,-0.015516994016888769,0.03307080656577086
CCL5,-0.02545593876563443,0.018865090880861718,-0.018768728505096623,0.02682266855342839,0.06255551583620532,-0.016775614336666394
GAD1,0.0796386834153662,-0.04724709181107593,-0.04457788489334261,0.1160215719244179,0.08228151532210423,-0.0002104808235606357
COL14A1,0.03896330172839269,-0.01840840880147124,-0.019890685611513276,0.023868245805562512,0.02187621444457187,-0.013377859977704397
HLA-A,-0.0374317863600961,0.007094847430696762,0.05413442772860163,0.09958000936809923,0.006612436436286666,-0.06047430016421171
CD5L,,0.051854448876360815,,,,
FGF18,,,-0.017826669385881875,,-0.015224978604022712,-0.02606023042306879
ADM,-0.08244267157929842,0.052542115121711815,-0.018171214176479013,0.03902075200444092,0.0017417317583339974,0.019290070064615875
CCL15,,,,,-0.013204622761304368,
GNAI2,-0.022970764478543113,-0.004305996205438852,0.025432204006693077,-0.026557730403172452,0.02749197000684945,0.03516595651567223
HDC,,,,,0.10034824739746746,-0.018982990118160716
COL11A1,,-0.009961753242358588,0.01599302896417661,0.01997703830580302,0.012817992211441465,0.025510479805419976
NUCB2,0.034933732647869656,0.05932586215914035,0.006482797103904703,0.007315154980943809,0.02034764128615242,-0.07423201269072084
FGF16,,,,,,0.08875062732618377
CXCL1,0.027894777349319413,0.024264543891447946,,0.09878357842482964,0.03393578993996292,-0.025826598020787107
VCAN,-0.031012437302731906,-0.04677098648644787,-0.004935390685158845,0.028320655154779113,-0.04179142454840009,-0.05290667337237413
MMP7,0.053950371239022896,,0.07978717855946788,0.022150476928765022,-0.04983723795937055,-0.019113705076111476
PTPN6,-0.018117699356867124,-0.009433240898237119,-0.019503719362912127,0.07563422439481021,0.06461730682809183,-0.04438566670318937
PTGS2,-0.02986810874779457,-0.0141231377850067,0.020308950670425634,0.0929648067133363,-0.04387763022060278,-0.06872071402634145
XCL1,,,,,,0.0597152078573367
CD58,0.0032303288477994806,0.03064600680007997,0.07607467526818679,0.04518826381162053,0.02523479058502705,0.03445188197477734
TNFSF14,-0.03505468247245705,-0.016505134898404213,,-0.009245574215377549,-0.004727826227778046,0.056614711701510244
CNTN4,0.007640548403906972,-0.012920166946754257,-0.0518418482185213,,0.015159243039238704,-0.03845961343019228
INSL3,,,,,-0.018080123708123744,
BTLA,,,,,-0.017482575607653376,
MFNG,0.03418900333064895,-0.00028492897601339336,0.0010309283978725593,0.05293376828633139,0.017399839027388956,-0.0408782405366358
ICAM1,-0.061380707332049395,-0.021209325549068854,0.04563222599125644,-0.028337213776642018,-0.039752119444927174,-0.014586839395285291
PROS1,-0.02767390236082807,0.06063637056123978,0.01907565280536698,-0.006929714022914881,0.002155851829419632,0.012736353808843866
CLCF1,-0.04422339359080271,0.019828758062062246,-0.01468159771134299,0.03942052049463867,0.0018516511415039374,0.00012633054713589604
PSAP,0.07064282293515271,0.004408832772322085,-0.031670042938384234,0.03950166234009187,0.030007266184274975,-0.04879719170583141
EFEMP1,-0.0784249678584856,0.021949825413608993,-0.032852386826984104,-0.04091050034897376,-0.009163192250939157,0.04226061175004723
C1QTNF1,-0.05575673354802066,-0.00714696868525979,-0.02148501912493896,0.01824771659075383,-0.05524058306581526,-0.012028892187148916
ALB,0.01782665176502487,-0.0070581642878481555,-0.01510738130405382,-0.04041715834865421,-0.020444290423098487,0.04637608295901744
EFNA3,0.060214078765474875,-0.05734668769215132,0.012598072418544715,-0.017504034920504497,-0.029330141262166758,0.01635191279734532
DRAXIN,0.07441056413342795,0.002671839733280763,-0.001524142287219279,0.06026389032901526,0.011492210253730463,0.04892385249009217
NPTX2,0.08876979254443478,0.009854336129680697,-0.0018844808040414415,0.08464997159816447,0.0057345758381925314,0.05563504231806208
FGF11,0.022241989445214237,0.006816907824318369,-0.015070052746987932,-0.0002259922872904687,-0.0017293702295301328,0.013823746688709298
CD59,0.030560926491543412,-0.01365047376788086,0.0006091512990298511,0.00864526868118984,0.05111807811688269,-0.02080074912204218
COL9A2,-0.030923987471260714,-0.004599101909430032,0.0015747238883959485,-0.01122475183895689,0.0881846888469687,0.023263339289275792
DLL3,0.08523459764829217,0.018511511679656024,0.025246300540630557,0.12517756513067166,0.057991500994506555,-0.04286321271139566
FGF5,,,,,0.012476995965910558,0.06161671507090928
LIN7C,-0.009930542930709078,0.035865731283793736,-0.026593497861314472,0.05814501645963067,0.020088094702989175,-0.0006755872837488173
GDF7,-0.018425103551450585,-0.013864258517788376,-0.02157988167710501,,0.07251709492655464,-0.01161142144159458
PSPN,0.025739156365893853,0.07295980385118754,0.07455238752621167,0.05579233686568719,0.08475686188460524,-0.0006433114056901157
ANGPT1,-0.02048298871119872,0.03452869011677003,-0.026003868552452597,0.09733668737882278,0.07066549888093113,0.051492910628873796
PNOC,0.08284612410712414,-0.029013572181285932,0.006566415630819329,,-0.01866036611528333,0.00854530221479107
L1CAM,0.14950241834153644,-0.028027615888137857,-0.015470545736338132,-0.04600536638604095,-0.022710556528873625,-0.02437268027257468
APOA1,0.1067755099425028,-0.019200136806870636,0.06366996439981108,0.023414135624207865,0.11148593509191301,-0.006066938724211261
PSEN1,-0.002655194997485321,-0.06210666198997444,0.02090836911022143,0.020656967423552657,0.005159254265081439,-0.014061580506209054
CALM2,0.05064610370026501,-0.011209694693910166,-0.03519737163679119,-0.011186071292226313,0.014895533923598112,0.0412903251444007
CLEC2B,-0.053252725280802556,-0.03111797038758651,0.05133218357577175,0.016362298837234,0.06630648129631979,-0.06412338054312768
NTNG1,0.026362600425081616,0.004415605067895603,-0.0006210580795614795,0.12066381276437739,0.09070262120310305,0.033426116260923545
LRIG1,-0.03754463794999437,0.0006199496685130232,0.046244925056248186,0.050048223861524174,0.04806956927750791,0.10132269884544859
CPAMD8,,,-0.030056470681689988,,-0.01894449611174869,-0.02057595885260722
GHRL,,-0.017585314634548127,-0.016060350190315632,0.06822494159327588,-0.009690584622488594,-0.01813792182233132
NPY,0.05320302503790447,-0.002991080073179438,-0.0037325556631603116,0.07600944679599295,-0.022830774255387026,0.04548862422467793
MMP2,0.0909326254417924,0.014647565767180251,-0.04019189386983136,0.05255011879542123,0.02517382000425464,-0.005093796597902082
PPY,,,,,0.013582315139564588,0.02196852654252115
ALKAL2,-0.024083127622971236,-0.011128338984123248,-0.025431626516050156,0.03614008972037299,-0.025647460374593815,0.05473686252616148
CSF1,-0.07211775433461347,0.010362882098084917,-0.027058910477917305,0.03118320250163126,0.04562317837040599,0.032770596102675464
SEMA4C,0.005189625662056777,-0.012481462817682339,-0.03599526095731135,0.07835671276600957,0.0693349129229971,-0.00825941173555075
BMP8A,,,,,0.08604339114162188,
ICAM2,0.10147138386779939,0.01525112584383682,0.12704275068683152,-0.03065085256602487,0.058408168631405015,-0.012477826398867126
SYTL3,-0.03089201247767673,0.011357285393358379,-0.02075004319730569,-0.037867134736874135,0.02101164617808929,0.008227546852826506
IL1A,-0.055808690405686125,-0.022205090356834635,-0.004810284790187568,0.045131826294185794,0.05002615298514294,0.0741892786538168
HLA-G,0.17493375059127564,,0.11614945028709853,0.0649377751567533,,
PGF,0.015727141495324806,-0.03528110204722998,0.05620547232779289,0.014876339646330436,0.02724880432634761,0.02197169692739243
LGALS8,-0.008614246420369903,0.027001352947249188,0.05566322948008426,0.021896126610192957,0.05003340637307543,0.04721796223148275
DKK3,0.07215955337931232,0.017787604277723964,-0.038745937913674866,0.01591553198106808,0.0805443954464739,-0.016414341391709227
COL16A1,0.012947047451053458,0.02312864068267009,0.03858301496698141,0.0355547108089452,0.06366193586851564,0.043682510819732845
TPH1,0.14447170564512574,,-0.012350738608220283,-0.02567049481348937,0.03185107921792774,0.08218946232708615
TNC,-0.09361905320643296,-0.029998662641976738,0.06019274915829442,0.019004332817537287,-0.036139810705814436,0.04581068944146681
TNFSF9,0.032064440057975326,-0.018609119763996138,-0.005840663425426661,,0.04015887982182369,0.022994924365296664
C4A,,-0.010966479257987535,,-0.0561550252346161,-0.021853326210920763,
CNTN2,0.08540374588007571,0.015099145020442704,-0.004786957942987224,0.008931373059927297,-0.021133172901975333,0.005178865028591737
F7,,,-0.010726651724938077,,,-0.02543304790495077
LUM,-0.04387702535684337,-0.01616840714201793,0.018436321042130936,0.0335640968841299,0.0276729692516838,0.01484719152087582
BTC,,-0.017160592289648075,,,0.014820158819670881,0.027734744016776287
APOC1,0.030485500242121544,0.024083977436633916,0.013224410743814183,-0.026190192680669078,0.021089786144261276,0.010511152187754419
PKM,-0.054469110739767776,-0.039430676943708574,-0.06463457506958374,0.00017474779026094192,-0.029740121097837777,0.00359179676315994
TNF,0.036607069860298096,0.05725924798366355,-0.026352376329673508,0.08357738982595322,-0.009026332304483086,-0.019794330292961057
GNAS,0.06554234423810597,-0.009286849224134029,-0.06253972916847031,-0.02192411497067755,0.02755641518336417,-0.03215556416666086
BMP8B,0.01470868768419228,-0.0196974377999465,0.0019649442129765905,0.018289084090477366,-0.004904978597079892,-0.04739998342352425
LIPH,-0.025208839959093794,,,9.673833409979978e-05,-0.028648337631241333,0.06389549508152102
CCL28,-0.018425087378112468,,-0.023067343985644688,-0.04348971291027772,-0.012600987222994306,0.03811570253153345
PTPN11,0.0034113176719322296,0.005905503288651614,0.03287311422449972,-0.07205034914971005,0.0144760181140116,0.03253942948620567
ADAM12,0.027313254220835033,-0.01305895737471271,0.05538358430447147,0.00984178096534323,-0.00931782188054868,0.06114155690127235
EPO,-0.02541556268488788,,,,-0.013400102669794146,
EDN3,0.02132576334235077,-0.02281694868350141,-0.015385184494262284,,0.026316124161513865,-0.031563469547313754
CCL22,,-0.01386425818205983,,,-0.00032697726711623245,
CCL2,-0.07374900842334259,-0.01021047883348322,0.034097562364373696,-0.033772063425583615,-0.0359521428441636,-0.022800151641651733
DSCAM,-0.006077283096462182,0.016011477313285942,-0.0025528245305556276,-0.06941743174619634,0.10835622505652089,0.014022156643715773
ANG,-0.035921883695472556,-0.01363394427974157,-0.025115985039079254,-0.03181832182170838,0.006942713454549518,0.04433085484964481
FBLN2,-0.025815302799377455,0.002511952865558309,0.1136941078785515,0.019152835897154656,0.04164546795217098,-0.007587603765655028
VTN,-0.023852382939262364,,-0.012350734569517621,-0.04151779187257575,-0.021853330747933174,0.09517890254524454
VEGFA,-0.07309677766912796,-0.05726252072352704,0.032013990052576734,-0.05344400605574608,-0.08301818140022808,-0.004126973954176048
F10,,-0.01582517381240415,-0.0046469785357493975,,-0.005833091092742134,-0.02606023980377566
SERPINA1,-0.014924332087600281,0.01662811523610553,0.021539920813625924,-0.06404119945120909,0.009321698001449956,-0.036770601129370986
VWF,0.07251898458987577,-0.01626442721464997,0.04051887489223659,0.049390541089213494,0.04915642383399273,-0.017135457160474682
GDNF,,,0.018444873900084324,,,
VASP,-0.055993955280524005,0.002623703594903632,0.0014523775911015077,0.15653607792114477,0.01846009294409161,-0.0515899972258954
ADAM15,-0.04721665094613131,-0.01187507186824865,-0.005413591250436213,0.11748826466211341,0.01849826481010821,-0.006334332491311568
WNT2,0.03247664675330946,,0.07150464840508525,-0.012078091488135802,0.03176208015279504,0.09163221014662526
CALCB,-0.022423867015608216,-0.003682077404763452,-0.012518790741839855,,,-0.03049439446554591
OLFM2,-0.037823316452398975,-0.038961310495166906,-0.02324096711568645,-0.008165284217456319,0.058479071764994166,0.10646226417415706
MFAP2,0.05277547600779362,-0.030109388915496027,0.0546766195011345,0.09472649805221815,0.03993065088223665,0.01733753237249134
HLA-C,-0.042227987257844546,0.01874626584497772,0.04882736556541384,0.0833751966692575,0.04610011236872277,-0.03353834141422532
THBS1,-0.06348602060450576,-0.007759234838592928,0.00038880224439429554,-0.029257257305744893,-0.029878239466718196,-0.004131010853541791
HSPA4,0.0435679487412637,-0.006105753069532981,-0.024659819759284746,0.007360628587359936,0.02801384847400717,0.006480343212030259
LMAN1,-0.021610493323730825,0.022404879320224322,0.003909371987450117,-0.04845187031725368,-0.019970037572283036,-0.012802565947987897
LYPD3,,-0.012779960758918943,-0.015522375090678572,-0.011701074683150618,-0.027788864623713813,-0.028829007195449344
APOE,0.10674934827704213,0.023908108156711547,0.04288111470467669,0.02228781353718276,0.08619773481652487,-0.02893490228465703
SOSTDC1,-0.005589880778990537,,-0.013279906446840285,,0.10520456865069973,-0.03955301083246192
ANXA1,-0.07277299676759351,0.020671261086134984,0.12161380717803554,0.05712687663315061,-0.0027948354875985707,0.03135123649406233
