,MGH258,UKF248,UKF255,UKF259,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk
PF4,,0.015482406712844824,,-0.009918640237415097,,,,,,,,
ANGPTL2,0.039829543290131296,-0.016031628597035642,0.09114224828507192,-0.04094321773082654,-0.050482280631767476,-0.04422077396726846,0.0218432800557025,0.030925607721804253,-0.021176821521845236,-0.058117601524972425,0.07165655630340613,-0.0039038446482173492
LRIG2,0.04690720046141222,0.01023028345606429,0.07549151712601965,-0.0016729163716049714,-0.053572616104343405,-0.012213372791128657,0.05788447099142908,-0.0688615021753389,-0.038446159897514626,0.005640850965579867,0.028062974870083614,0.0041447943144320544
ICOSLG,-0.03354275419158305,0.034100866610863645,0.014033483527202184,-0.004702014460083003,-0.003476736992217192,0.017688712794114145,-0.02736474836989407,-0.04119771952994372,-0.0063570859781492,0.03909209139274541,0.018570150160300305,-0.024797622672906083
WIF1,,0.04735315855577028,0.006993417980790833,,0.13199730261352244,0.008320575876687393,-0.027133750104705125,,0.09436173560409337,,,
NPPC,0.014061045222732462,-0.006653477072480312,0.06816229736271594,0.06168844697387118,0.05214557402363221,0.007127363545688757,-0.020039012445911497,,-0.04237777643615672,-0.00988740523236975,0.017714062868840374,0.05171871774041142
LYZ,-0.03080903225089373,-0.05740778022291996,0.016213824718168134,-0.027583474720460043,0.01296500656034194,-0.02107915142785755,-0.02641652855304328,0.005846968874559805,0.033052976632550655,-0.09341062569320789,0.06565156919819615,-0.013792551197754162
EREG,,,0.0397090405702221,,,,,-0.01872737349734985,,,,
SPTAN1,0.031388686450009154,0.07108755519906436,0.07111902759500689,-0.0401965669107859,0.07196623878787343,-0.0013097802843123885,0.054698592171030326,0.07327403162051539,0.04714522250252975,-0.03919623324898027,0.042703620771133786,0.015235224703427752
LIPC,-0.03971183962136831,0.03366967698981992,,0.048269313256184505,0.12194766168993212,-0.003765978877223359,,-0.02341617485158519,0.04829894506310368,-0.041426711125354586,-0.03962050551678395,0.03352805128706657
COL8A1,0.002670420923211079,-0.05219172960391713,-0.025342080745625627,-0.03497282325106447,0.005709348443796579,-0.041704565040375445,0.010367121521759738,0.011542845615968838,-0.061595024399979145,0.02503239929467729,0.0040096065764967425,0.05899189864516055
GSTM2,0.05014092898961717,-0.008513654143685268,-0.00869616516317171,-2.0997675453209727e-06,-0.015504915535362103,-0.022330022258258624,-0.014468757080385246,0.06706321379920625,-0.04139968998392962,-0.04443900126927867,-0.056824553226902025,0.05573698846842542
SPX,0.019640782879301943,0.08348017607422784,,-0.009106495710513175,0.036940181532646194,0.10514939048270465,-0.011051268815632877,,0.13347766368730754,,0.021309454181164034,-0.021089428618531122
MFGE8,0.06154842339794881,-0.003237264025633199,0.014299251659853286,0.05704374564506072,-0.007598089783150506,0.02977202723603851,-0.03259451899531546,0.0023190089445294863,-0.030818101981066076,0.06767500374965768,-8.648423137852811e-05,0.08931401059541232
TGFA,-0.03394651418900346,0.06610596202025447,-0.021728450713874574,-0.03325790238156775,0.0697680648832298,-0.010863609743602317,0.0021173153520494554,-0.02523872492010748,0.00950298408073168,0.058181221244137125,-0.04032532721417692,0.03594087774249748
SLIT2,-0.015665092418002874,-0.035015518040450236,0.04433544265435382,0.051098231951040726,0.03849290995995182,-0.00515237799795546,0.02822157805241282,-0.017417534370596444,0.024061457821141104,-0.001157729269951384,-0.03452187282334526,0.08396641209391835
PLTP,-0.006556947107763596,0.0039440920047269495,0.03630560549968898,-0.0022937778832453617,-0.03132634323629072,-0.014502054960633,0.003071231396925047,-0.0006031476883228232,0.0006530170295790719,0.12304829345159572,0.05942064471475098,0.05622878726845884
APOD,0.02587782414271047,-0.004575945996586879,-0.009247507979991229,-0.031283867360637915,-0.047298645377386775,0.04367980927418618,-0.04131153120167715,0.054800267033327736,0.02540542635131345,0.04184230790694362,-0.0012731682311339053,-0.021580704619662838
B2M,0.04369028229759428,-0.04168727482334883,0.13181317348785307,0.029245473058528825,-0.096898682859123,-0.005478796611262776,0.007563109232390239,0.012841764924529004,-0.024873529312889837,-0.0876407430910116,0.05891056819319766,0.042003842328296945
OMG,0.01616595446009673,0.07086998216226245,0.06505000366379353,0.007886580379903228,0.00310332377610109,-0.01706907223649286,0.06357831580611989,-0.01186014853137717,0.03145259925954371,0.030657704889419386,0.020156840150682514,-0.04507517987465213
CXCL3,0.007200099501126273,-0.017812283300838037,-0.01807806466717359,0.0058996696133493546,,0.05993734570841848,-0.015425383061793441,-0.005324995029543127,-0.012784886706756416,,,0.08917353481469605
CXCL10,0.052212253195232865,0.001280133008230554,,-0.06241792326001786,0.09599327938078954,0.009346241234601607,-0.023432285880885063,-0.016160667343848734,-0.02031673217540204,-0.0625103303142889,-0.023932122303760895,-0.02568860020930429
RSPO3,,-0.025452513238070226,-0.01580715170361281,-0.011518565600712946,-0.0024950444644993735,0.04215008763068839,-0.03745751306438454,,-0.013359960204006174,,,
CORT,0.04395290381867563,0.03523989714198075,-0.05833763821816708,-0.02583126781425373,-0.03195943997366818,0.041633732223588536,-0.018169711911862473,,-0.024552960124781118,,,
NCAN,0.02849046031277226,0.0400205385737117,0.013300001073196312,-0.046061226485907734,-0.05667392273271198,-0.03455005099736324,0.0008535491817238274,,-0.0025437201323161695,-0.08123102813214696,0.027162606837572566,0.10372073773551813
PRG4,,-0.015513956852783468,0.025621163586397454,-0.011368327510022553,,-0.016915218972446827,,,-0.01562000196137384,,,
ZG16B,,-0.025983257443066603,,-0.01319433441889209,,-0.018262697143681807,,0.053891661647636105,,,-0.028340137466250297,
TGM2,-0.022418543924860895,-0.0368633199226426,-0.034764598935178255,0.042713288168880474,0.015697373760818197,0.004197916096219575,-0.04215916460399261,-0.036067306521605884,0.04702836298620178,0.05738738524666561,-0.00541858285475871,0.06185699855993174
VEGFC,-0.0010895539223311488,0.0032020734870282894,0.010015290695658265,-0.020261403603231136,0.06430142361345528,-0.02230165417989327,0.07306700490837423,0.03565425783948187,-0.015940834612725364,0.023622716389966145,0.11847895728674102,-0.0053444514832959025
WNT6,,0.015389574279765275,-0.058941157387986914,-0.015723860764771513,0.05818769604828728,0.007308210755894796,,-0.02362437899324875,-0.013912355486834543,,-0.02695147405764081,
NRG4,,-0.017257897240239357,-0.014267674595856076,0.06866501507626255,-0.023022397849840708,-0.021068978302268223,-0.0011334527420643467,,-0.018596842902023108,-0.05061654255240361,,0.07759631108239548
PMCH,,0.04794274629254195,,0.012126749995725742,,,,,,,,
COL9A1,0.02077197973119988,0.012254291406778245,0.10555079721165647,-0.014450456790903676,-0.01939972081381832,-0.03357338905306015,-0.030544161550356653,,-0.021190660376060655,-0.03812945526661757,-0.003080175240447992,0.02901478309901853
GDF11,0.012219524300914202,0.011051402619999054,0.06298092536505356,-0.01733962173841636,-0.013667963551980439,0.009806981926864692,-0.04613454058491907,0.0329486590321973,-0.008130929572504145,-0.07364844533470595,0.02797635803954498,0.02230691471177687
IL24,,,,,,,,-0.013322655845609202,,,,
SORBS1,0.04820764697887555,-0.00985438739410564,0.10959638057845629,-0.03299013932604069,0.0033475924216320343,0.0062769692099568395,-0.021591671906812153,0.021931924289936476,-0.02432549492733561,-0.002549561682874332,0.0020664880056892694,-0.053354017912877916
DLL1,0.03878475421948222,0.030287220884550495,0.061445451457048356,-0.0071514051765105315,-0.07587448771209643,0.01783760814453554,0.01240913952002215,-0.019448340056284336,-0.0077850623508649045,-0.04551957907810257,-0.023310038811855702,0.01446285730530664
TLN1,-0.04303118875460019,-0.044520504671349166,-0.018877845613642974,-0.038766536958242115,-0.0053049541381725,-0.004927926179024126,-0.04148084343128508,0.03799232344926866,-0.06796199871345134,0.01901124226888597,0.0020002321288276666,0.012001383763060385
COL2A1,-0.03135597531458288,0.06703765708786683,,,-0.020374294481846827,-0.01561296510868877,,,-0.012979284783162423,,,
SHH,,,,-0.011813558803883668,0.11529829775331571,-0.012273687649897707,0.00041776274621696026,,0.17807788615183578,,,-0.050860098198740114
PON2,0.04353105892719625,0.05792265513438762,0.05538148893873369,-0.012695697737547394,-0.012796716036529775,-0.030312262777987806,-0.048944627983450895,0.0006084394401118057,-0.029133624576852635,0.0881084778731055,0.0031812702336977937,-0.027274780162781988
ICAM5,,0.11512611389839639,-0.03809603588765171,-0.018412269877127033,0.07820304532175579,0.04719994008521003,0.014291026167122033,-0.012611530695603064,-0.024191795351441718,,,
HPX,-0.007354659084440271,0.045970525725990835,0.09482676802394105,-0.028743995716055213,-0.018806309509063295,-0.02273572998158738,0.005952103744486062,-0.02504159268902345,0.012986158263933786,0.010552437796289744,-0.014473905525764203,-0.027077438681184725
SFRP2,,0.06006564401353334,,-0.013454363243906154,-0.009887791094092836,-0.012460597428561798,-0.0083453039279027,-0.013148284522181254,-0.02430078040279611,,-0.05908198785875529,-0.042115944581412636
CFC1,,,,,0.0037693308964316143,,,,,,,
CD70,,0.025138607172425238,,0.030415746654253402,,,,-0.03733708771279879,,-0.021099638831673463,,
HP,-0.04866577482807489,-0.05054322858669991,0.07178383012256558,0.03470315879561603,,-0.004646000661748865,-0.00022480077874819236,,0.0331636429930095,-0.02085465340112925,0.026289666201587746,0.013629545532333793
CXCL2,-0.011308062671816475,0.017160306395390304,0.02152433383898946,-0.04071712973350861,-0.029065965482624793,0.011278529211457397,-0.005427609566996996,-0.028385920255059847,-0.024517512405050138,0.0772210659511231,,-0.0035495918501569825
NPPB,,-0.024173188763628183,-0.058010367899901924,-0.02831767409172221,,,,,-0.01594083577214798,,,
CCK,-0.004792908481130352,0.09892405690299366,0.01705513144678695,0.04065988731122923,0.10493515257107393,-0.009821453850902601,0.049366583845176885,,0.06629422947756329,,0.04381756878874979,-0.00077833889332498
SEMA6A,0.03164355589774428,-0.016353189245305915,0.0015925774250710532,0.004945375118254223,-0.03969482639758831,0.010755367863461575,-0.009045478791601587,-0.00042177075850016396,-0.049157070062527085,0.07005498286235161,-0.09316278029315828,-0.02219350489102769
IRAK4,0.09059036099306429,0.0017556321647405713,0.07390621073209869,-0.012093531493495246,-0.023840054481928507,0.020761083132573237,0.005795774612471031,-0.000935596929521415,-0.024404984987561593,0.0008383829577263583,0.08072324167793116,0.00014385244707932436
GSTP1,0.0033400490187476903,0.03493454087971143,-0.009186282340511318,0.021676288343128704,-0.010825259317151753,0.011829812990184005,-0.015389708208250277,0.08678683424242666,-0.008992538019208903,-0.13117374029770956,0.006130094808253183,-0.056639478363354354
VCAM1,-0.06318130083984866,-0.011907486620301704,0.04984525303441633,-0.051591923166642246,-0.058024403377814705,0.024949191238347004,0.021521764824048977,-0.10126830740285152,-0.03443952869953478,-0.025369624371951664,-0.032771632985489005,-0.005105314838346659
NXPH3,0.001475089317229453,0.053786299712569395,0.006533090362657909,0.02759912156805662,-0.04509776990090453,-0.059467930029118495,-0.020576354734406693,0.05301455922874114,-0.00986809749869709,0.0694380181104795,0.03620021161274408,0.02130508570986831
MTMR4,0.023005849179042904,0.001266444738213412,0.0569419988216998,-0.012361311079100486,-0.06422145217213684,0.007238591523692912,-0.008343171449237057,-0.02302995904691664,-0.022650680426420072,0.02129241935517466,0.029844056029024405,-0.004233845931383406
LAMC2,,-0.01897342555433692,,0.019355201611387818,-0.025767684860519762,,,-0.01935176414769425,,-0.013301356898928134,,-0.019526260356808146
IL10,-0.02419698458331626,-0.022904889346687832,0.035398605234565284,0.08943241373704747,,-0.020487696220086574,,-0.03143465744770511,-0.014269314335133804,-0.03655624970251307,-0.0178585202205989,-0.01883495331387041
SEMA4D,0.010677843006459934,-0.0033085426472074047,0.029908683442721185,-0.01396437624849254,-0.042044883951877665,0.0056601344827351815,0.00862345875732643,-0.03714570281227758,-0.04420276756796567,-0.0076955206618684584,0.052127994299441566,-0.010097938932923822
TRH,0.04301234234219851,-0.02989283349110403,-0.030117113011176675,-0.005166605647913163,-0.035250688565544475,0.01678709797349771,,,-0.04597504409300368,,,0.05507869412351122
SEMA6D,-3.694915005907641e-05,0.017824586807246225,0.08546230534843945,-0.043878776310984205,-0.065892896025149,-0.004395770709099423,0.015188316239515004,-0.017952698879278944,-0.06952956152911005,0.019819693641406334,0.012170270627892154,0.08143941415317102
CEL,,,0.08655821147526405,,,,,,,0.018980076735541727,0.05757794853991057,0.06778048979089196
PDCD1LG2,-0.000844195517622262,-0.0234541615388434,0.021986206654689276,0.03266794656895785,-0.018095373897516035,-0.02526133702730681,0.03532275349513212,0.0013570012367916117,0.032605875963547866,-0.01471761908799457,-0.10538899836267343,-0.008057604631758994
SPINT1,0.018148279897776964,-0.025542412531303033,0.07836127399569585,-0.032920081956756525,-0.023405267147121534,0.03992178783581172,0.026889349176301487,-0.0010216126722016833,-0.004520572508880321,0.03827948283685773,-0.03812905117075839,0.03343425361977138
CTHRC1,-0.010646279719939953,0.01097091836980178,-0.005929938264769933,0.011989233454684067,-0.04614257333167823,0.042808497511105596,-0.020398628694390596,0.03897924252978846,-0.048842721140742944,-0.08506531573443156,0.05323483104259746,0.06677431560145365
PODXL,0.005399191846943276,-0.011907529777597133,0.030891699608772947,0.0013709009232141954,-0.019929639828455626,-0.012098946230360987,-0.050786273225874895,-0.05846720282117341,0.037567415577530516,-0.02184967361522919,-0.0005559435179045853,0.006319377167918796
JAM3,0.030641199635169734,-0.04628732551069644,0.0819451484738388,-0.04913144124226824,-0.04023916307509605,-0.04245420006257781,0.02962088441238994,0.04348881776905814,-0.061301674618698065,-0.0313397256067576,-0.00607144872280007,0.007716370439398602
TGFB2,-0.019506262171772596,-0.05517823059450185,0.09665810807271338,0.001959394818049103,0.025454311868034294,-0.021652625666922404,0.0017135865706551451,-0.017980270876517122,-0.028893669457857256,0.09793043961597113,0.011193406355943401,-0.0033713856119349096
COL18A1,-0.034915221180281106,-0.013340302881655266,0.13017218233629035,0.006812220076135322,-0.0141517651550621,-0.03226524594918532,-0.06584567241423797,-0.016306066651217067,-0.03202880258804297,0.06962007493058177,-0.016663449170128648,0.07380016336743622
NODAL,-0.011781379985731592,-0.03898507626025414,,0.03921245378173081,0.018713416047751143,0.0012247892211651723,,,-0.00580483562102778,-0.027704659482711783,-0.011256893550464551,-0.029373763572054012
INHBB,0.0064145573306525,0.007320623496319732,0.007686911918815422,-0.048524444187213266,0.045885765600765197,-0.07575383324743985,0.014445713581282939,-0.0032178596362019297,0.03425170475202111,0.032740087420196406,0.01952842255896578,0.0015418411582376129
LCN1,,0.01792903486397584,,,,0.07188747492914759,,,,,,
ARF4,0.03364107856460829,0.01249085025986712,-0.013994581903331707,-0.026388822891550832,-0.07490927211155285,0.033313655782848735,0.015815120088269883,-0.02674664583409299,-0.040899630761891806,-0.07378701711438995,0.07346241217896664,0.062233386384576095
CXCL14,-0.006833571494671464,-0.005218008998468149,-0.08260290875954833,0.07144575770146529,0.054222544845659706,-0.004746516473934269,-0.005694992407223253,-0.041449187454040665,0.07667617440401997,-0.004935787046808552,-0.02253599431089793,0.06548609864739305
LIF,-0.03760491442132835,-0.036370821708800766,-0.04957330683213188,-0.00011997362927733887,-0.022828770333657034,-0.041788892973949644,-0.0006269743208482271,0.021822268945476186,-0.026399935853356656,-0.04808674388655406,-0.030446424827173826,0.013075551436176605
IL17B,,,-0.01835113100450238,,,0.04629347693703553,,-0.0046309652177562305,,0.07092292401783962,,
MMP1,,0.05193676047773589,0.001462477977846354,,,,,-0.02036836462629682,,,,
MATN1,,0.05924942818032259,-0.052267315438096776,,-0.022038684324339662,0.038407919074252964,,0.10121298005224386,-0.012979283167952538,0.0775167091523871,,0.08009249147398873
ADAM28,-0.018011908081655006,-0.02725355553174133,0.017108196283824612,0.034085492111697195,-0.0069134824197600005,0.06344148952028816,0.011909069473625779,0.06665041946977558,-0.03793702492209862,0.012498703917308018,-0.032100145243750745,-0.07376945384462043
TCN2,0.019245558591023042,0.012979271285211457,0.028114533319919557,-0.013086826723668022,0.022754730524354307,-0.03803089170413963,0.0051693100419272706,0.06932527205471543,0.04245907394891413,0.12120870562544073,0.07792540134369276,-0.04139169335024279
THPO,,-0.032460793954632465,,-0.023966685724330753,0.06893184387948573,-0.0279559052560435,-0.0177881032963677,,-0.01297928465891549,0.07668925447760801,0.041595749892711725,
CUBN,0.0039034553635831364,0.03805617457218708,0.02810389451019511,0.030175792667587714,-0.0015250477717494444,-0.009819777536672418,-0.039277492911551616,-0.0015027830958343035,-0.03796453784322172,-0.01270849279068245,0.005013440615173179,0.009035254145850238
