,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
COL4A4,0.18331370861538182,-0.03967814510787657,-0.03165931770096211,-0.01083844593590128,-0.05183925163413238,-0.011440819454572143,-0.018009743108578596,0.05036525346254222,,0.018422646696227785,,-0.0238344826950473,0.06309970931642456,0.05819949136776855,0.06183518894333147,0.07163210381020026
TAC1,-0.04484937240755781,-0.029605540656982742,-0.0423187559124441,-0.048299098140522426,-0.04691980315422867,-0.020595727047536944,0.08334376200225702,-0.027469021794949373,,-0.03260558734411612,,,,-0.027084603136115288,0.0030306717978573097,-0.004863677845000482
RARRES2,-0.121803554308484,-0.0017667026308664793,-0.04262386199074739,-0.017654409478963573,0.05313232839383005,0.009430791670522461,-0.060782845347362474,-0.04041518253229924,-0.05750361301938816,0.05222843040338453,-0.027002723424062947,0.039212268710251894,-0.07609003041914719,0.006859371433097311,0.036521588367992214,0.040257401599064435
FGF7,0.0425362868234649,,0.037092438635108006,-0.02492368991115537,-0.011188245680937679,-0.021555999100877427,-0.026216978260148207,-0.01019341478441303,0.04296773380772405,-0.0188875773441957,0.027357140894270958,0.013195340467841063,-0.005887055652206888,-0.025783015917495357,-0.022027483546719007,-0.06890665812524432
EFNA2,,,,,,,,,,,,,-0.018075657534236338,,,
HBEGF,-0.008698596726541339,0.13500104369075142,-0.011860618780489227,-0.024167007483058355,0.08319819611408989,0.06238857221088118,-0.03933000343750037,-0.009785829636541869,-0.019796646736052612,-0.005387972809803257,0.018279230676044533,0.01988284916515844,-0.018596252119859942,0.011798420148755378,0.11917702056460301,0.14051980579574758
CSF3,-0.060580800446717424,,,-0.04728243414306143,0.05950869700017374,,-0.019053961564366655,,-0.045108104297179014,,,-0.009204997266305472,-0.04736307506943705,-0.022506125631949,-0.022589792923491676,0.13270267303090547
PI3,-0.07176699199766977,0.07762546023388568,,0.0236835804158663,0.06919593411913164,,-0.021455012206548617,,,,0.011930468867797075,0.032853243750290397,-0.09515680014150975,-0.0008165450067646842,0.08692470236583742,-0.027224734490693438
PCSK1N,-0.014290130972946244,-0.03316960197138122,-0.05559142170348143,-0.11571621370094427,-0.0171633029773456,0.010441665112953915,0.06821532913798994,0.01982030033825612,-0.05543655267053427,-0.0014373967631738196,-0.059583217190641205,-0.027013548464768965,-0.0328815994588921,-0.02987450919012018,-0.09643536449909512,-0.047970739968949176
NTS,,,,,0.022170077693578902,-0.013966641106292246,-0.023419610789647972,0.08220748120028562,,,,0.003393214982676631,-0.02202175860680534,-0.020267229638741703,0.014992625519669562,
SFRP1,0.05542884727394438,-0.01765067383402207,0.03270284007703719,,-0.019911789759135164,-0.04250685604946817,0.010146520020903646,-0.03592799557338661,-0.02827916723038769,-0.03689774316915614,-0.09196897175518476,-0.0025534068511508124,-0.026756029936029376,-0.020082883616231156,-0.0061750079350232825,0.029488527894403847
CXCL13,,,0.04148560647194817,-0.01818140700701328,-0.01973283793647409,,,,0.0028566592230019647,,,-0.013954541641712328,-0.019928748227762107,0.02520506758670246,,0.049281733659978046
MICA,-0.012151340372772011,0.06681481297330279,0.011396366005694186,0.0401686278633444,0.015376786261700965,0.008703096482163991,-0.04146131992467085,0.0009194608383006853,0.014485349230598348,-0.01604671036650079,0.07663224979939606,0.004249229803627218,-0.0019505718238319784,0.019493048594991538,0.054377477771691836,-0.002288270942710024
TG,-0.020621653943776255,-0.03270685788359277,-0.0015487804451969093,,-0.01553716053902929,-0.016121185628662292,0.04322743912686785,0.017818300056186356,0.0013652537030960882,0.10090290656826785,-0.06461493841525717,-0.028861638209565277,-0.027122203064227846,0.04265182064952379,0.024668599308020164,-0.044905752928823615
ADA,-0.0016629586815494906,0.06471949164188444,0.008145395077013945,0.05882389538113863,-0.019997344590959042,0.01690648088254369,-0.052277885619971626,-0.0035569564426297935,-0.03274504130247063,0.027255830908139874,0.04817359488505135,-0.01433018877899081,0.028685500415272798,-0.0466453513079206,0.012474880619983704,0.09755621791606123
LAMC3,-0.026565012413253236,0.14972120679102363,0.013022363149214906,-0.03404893179362484,-0.013345677674612928,-0.005689798936943202,0.0007748404409798554,0.008332064543934672,-0.0018420926306292012,-0.003123199415622606,-0.05206021791138617,-0.014934205321912405,0.03442579766861499,0.08093730560360586,-0.002582086974678094,0.16824355336120242
CCL7,,-0.02514941141039435,,,0.1054291924087016,,,,,,,0.03387603515425474,,,0.1893529316431708,0.030461024504965975
NGF,-0.018064185563064248,0.057112624305078234,,,0.02645336749070927,-0.015383935066172489,,,-0.036485648425463035,,,-0.0013880126187413833,-0.017832690286752384,-0.0005396202178159849,0.020840907931596417,0.07533912592773034
TNFSF15,-0.01602018087971888,,,,-0.019370329977259917,0.0018085705529232517,,,-0.028725727445348837,,,-0.03173709320285924,,0.09345934914261379,0.03571755021839124,0.1724982711465692
HMGB1,-0.04308670492824652,-0.12254434975804311,0.00919155491273245,-0.07359416637891478,0.0181605648111462,0.00846644628155878,-0.05040250948351245,-0.002996303109173508,0.011335535858055856,0.042856776978110585,-0.017848195794237413,-0.08267852666764,-0.04295893727344732,0.022066813037555023,-0.03329571333538816,-0.038931247719847316
ITGB3BP,0.016333787480199875,0.02948268570339196,0.024495713298759825,0.07783762940685603,-0.004185707718542857,0.008970116310551557,-0.01818573007674168,-0.026857560022350763,0.021061207295147245,0.024053490374040167,0.028424662671287505,0.07204085240464045,0.0009976868348091094,-0.015386216970815117,0.03400167796761481,0.049267072309674954
AANAT,0.02829797508144395,0.02966958426771009,,,-0.017453825766728135,,-0.017187188967853033,-0.014698767504927808,,-0.01733349084719861,-0.03339682913368987,0.0013412896595803524,-0.024324939328152554,,0.025843767448566354,0.03334201503486139
RELN,0.027380171779225096,-0.06055358286578616,0.006292122693834196,-0.04180871925857718,-0.052544231465430184,0.0335739642965268,0.07276423662798444,-0.01483724365377081,,-0.019189670482803883,,,,-0.016881393900274634,,-0.0048940297099394
IL15,-0.022027610064421915,-0.01564197878745068,0.05883921863977931,,0.02788154936568908,0.041342524831217795,-0.036404741082709836,0.01836449447680844,0.02328256579470766,-0.016076011619862003,-0.030675935708176425,-0.052322325012082026,0.0028763034914653786,0.008654056839784955,-0.021543434943826854,0.03724069919562456
UTS2,,,,,,,0.022862341782383538,,,,0.002582501991140952,-0.024320574583883224,,,,
BSG,0.1473579631476574,-0.03539566379566874,-0.0020516714565563103,0.11364417192408632,-0.028401770081137555,-0.0013867693121863856,0.09156390575839146,0.035163416877443385,0.030912683983575082,0.013226506347694105,0.09445583797552257,0.0962127283031825,-0.004635392902053506,-0.0032998447501926963,-0.0260344622185254,0.06888048099345459
ADAMTS3,-0.00244179273415813,0.07746728864258183,0.05315529423633553,,-0.050456266113500126,-0.004126108332547794,-0.04587473344280731,-0.05242295362281618,0.09679323271994618,-0.026713142902559953,0.051355970330475544,-0.06588389159246769,-0.011096096315794262,-0.004214988191323877,0.028183883783215215,0.014615733500691558
CD34,0.04733054261588548,0.07296538516641617,-0.056500621762729984,-0.05797137025365735,-0.012162875403606138,0.02057530280736892,0.0028475287107667517,-0.023905945140217842,-0.013557954529704649,0.029516301014656184,0.03028764789270784,-0.002299218360977981,0.0728640547723994,0.029907180904531885,0.07551780294851557,0.0832141476056546
CCL23,,,,,,,-0.019556292758741597,,,,,,,,,
PLAT,0.021885244817624053,0.05232812910834295,0.00590853327759285,-0.042422469565158986,0.003924858578628644,0.023085065475421725,-0.04094576236690318,0.062038336502645085,-0.034547826405996615,0.012256857468951875,0.08352834687627615,0.0365139158894192,0.07700278860255082,0.06504866069195518,0.037431482102650515,0.06570177517426104
NTF3,,,,,,,,,0.06809046513334557,,,0.03544349370778016,0.07867294642254165,-0.055643384139333604,,
LTA,,,-0.030596229649221412,,,,,-0.014156444958388827,,0.025620931162568084,,,,,0.016748194915773125,
CKLF,-0.029479457903022446,0.009784487389263158,0.02440959661266985,-0.01053825947945279,-0.0506235407736108,0.01704016761954236,-0.05904257865212707,-0.03254570456101218,0.008971584988739574,0.02293333248849994,0.026349377258685254,0.021476569478247266,0.08665491008894743,0.0008131978690649832,0.013604458530605242,-0.12165491272363069
APELA,,,,,,,,,0.011683429581504083,,,,,,,
CD24,-0.032569634283218504,-0.0365557958369244,0.046586274878506626,0.037349749956050414,-0.04726131092581936,0.0031577118442142854,0.040576886146681215,-0.012899699684922368,0.010773739692072917,0.07104497497170265,0.14539565241749186,-0.028288285631671826,0.056241687877316926,-0.012610090315644775,0.00289261529843743,0.027190999649049866
HSP90AA1,0.0017483530303918492,-0.019784771935857565,0.01772669981908808,0.05068097643641686,-0.03198929779685438,-0.0580302137647588,0.0800531114161363,-0.022055293744054245,-0.018835934898289587,-0.007504453301417028,-0.05423659426111926,0.04113373143059144,-0.15104540474851272,-0.023299525862372078,0.029518821364548007,-0.008219385984883459
BMP4,-0.05060229182767479,-0.020394511146313243,0.038687316185870194,-0.028153360936323993,0.06505592916489063,0.10111009565760085,0.011506573436520088,-0.04060479513962465,-0.06047811732948616,0.0844682859103794,0.010364823368364473,-0.04106530292391794,0.057182549868939406,0.02734902757122004,-0.01393054143757447,-0.039095595434927195
SCGB3A1,,-0.010741123514561256,,0.023270467243817577,0.014746333342535953,-0.016966902829010738,,,2.178562064540239e-05,-0.011217629696686661,0.07100154319807629,0.031814647890649854,0.08530895491972568,-0.029023570910446904,0.0027601681017786223,0.003911875572286215
IGFBP4,0.041645112941969924,0.11355473306747733,0.015571337324595265,0.011363454182377683,0.015564794093554591,0.01700644444075192,-0.0385475652058271,0.01641190161579083,-0.067638714628746,-0.03846958471668508,0.0050128529488403985,0.022306878609655682,-0.005469541251359533,0.09092513289546597,0.07590757758505068,0.18334276003535505
RSPO4,0.0017984718419500468,,-0.001571600419112639,,-0.023989674766904973,,,-0.016464807309038886,,0.023121619235165328,,,,0.019339072960966045,0.004418332188062018,0.004448720039071752
LEFTY2,-0.02632431798541733,0.07372784759131527,0.0585728019150359,-0.10197380663550734,0.052928378384342493,-0.018608369229593025,-0.023935127753316767,-0.03358677018962724,-0.00811145702853615,0.08334058788354985,0.21738335843590514,0.004689857464088083,0.07695659417145057,-0.026581458840433097,0.05687436369302782,0.06637411025091672
PF4,,0.026742677767937144,-0.015989796393100924,,,,,,,,,,-0.01656759156619745,,-0.03370796058462055,-0.030299929954867192
ANGPTL2,0.016566068124779523,0.009457445330832901,0.03214669155080988,-0.032864137688433284,0.02793944354769044,0.013513843513127224,-0.038330414327976875,0.03998977969907334,-0.021659979979452893,0.0418729054730841,0.02522011079316357,0.028615505591014858,0.0886776540561029,-0.03683134927954593,0.023034945170373546,0.1317497319152146
LRIG2,0.004557971056977195,0.0003890187966114894,-0.044182236829385296,0.02294997982652658,-0.057706163178000244,0.05778818049383998,-0.008310078127330279,0.03991970077255641,-0.01776478310582326,0.01947665309853003,0.028252261546985638,0.06645193636647652,-0.004631504933008735,0.030130629025285918,0.01586316918090157,-0.038253393115746194
ICOSLG,-0.028653070646486933,0.02236533273649381,0.03070484369610373,0.010695146707662818,0.09671349485291549,-0.03490394100979302,-0.06040009405355636,0.01867488196488283,0.028354437531883984,0.030788531147082493,0.004854447018538748,0.04826317619787696,0.0714090381211747,-0.0019473046741246827,0.0002424555499784397,0.07182289220991363
WIF1,-0.002178228526182796,-0.04694197564113777,,0.045369268233567406,-0.023216936603684214,-0.016171093971216556,0.10060446410625278,-0.012705501820185762,,-0.04082307837578246,,,,-0.018170030251044484,,-0.055599724088729
NPPC,0.07429213122499215,0.01072959261544777,,0.017111785599236214,-0.04184813921742324,0.07014943214376541,-0.03814849279987787,-0.02478439704627296,,0.03893727764618255,0.021962916206995656,0.05796394033616719,0.07597329516993905,-0.02987869045889965,,-0.010282404119188165
LYZ,0.008253003076728431,0.09955870554883955,-0.01606282923368405,-0.019883363315920638,0.13639623215086125,0.0011176043979067394,-0.01302069521098093,-0.004478254701288194,-0.029934701769522797,0.001261552723837568,-0.04265238676151041,-0.04916472282287102,0.020482629300356884,0.014189286291312901,0.023192840755460676,-0.007155661069703564
EREG,,,,-0.01308489997176571,0.032000336869369504,,,,0.02565334290847274,,,0.034015283464855564,0.09206307517360995,0.0224405789527456,3.067973513914275e-05,0.026085987275309003
SPTAN1,0.02582556433584916,-0.03397255045747417,0.012954797592755607,-0.1058079526455679,-0.10009850088929549,-0.01682965569492092,0.026766039100216018,-0.053808564890374666,0.014806880135233926,0.0016763089882611483,-0.06594719542450418,0.07314407390075453,0.02982162157790983,-0.011510941788697177,-0.04979514414412177,-0.01996498558698976
PTH2,,,,,,,,,,,,,,-0.01901777856494443,,
LIPC,0.08260887912212796,0.0005765554348105099,-0.041887788578279746,,-0.023225953648943237,-0.020611790991246274,-0.010668574606004148,-0.030782634002381556,0.013954556812049804,-0.02525391402990295,-0.041495445345171834,,,,-0.042619620565292976,-0.04725092704214875
COL8A1,0.009893427403201276,0.08736880293648956,0.05676448522880264,-0.0019034081031930388,-0.005701929846489475,-0.014795217956994408,0.026583203285405834,0.03398324266149047,0.00959901791613852,0.02972092953235913,0.004370405906780334,0.038418890268306055,0.015424009615327814,-0.019733995608853368,-0.03763723763235586,0.023255947371438043
GSTM2,0.023171829065771685,-0.05883418113472585,-0.01277284885224214,-0.03678437011072083,0.0016482317242151703,-0.011239798032986721,-0.06296159972973552,0.01700053699727055,-0.043128681915833765,0.01949939400773,-0.04178010636609764,-0.028261781546388066,0.05707172626277389,0.01650137196840246,0.009924196528684483,0.03250893605025561
IL4,,,,,,,,,,,0.0677803941033834,,,,,
SPX,0.05254351800165779,0.002477279259409024,-0.007135946123668189,,0.012627526360027732,-0.023989560157879983,0.11335247702817984,-0.030339870925182668,,-0.04377430437870236,,0.021837303093280074,0.09630371440405655,0.029569326172793977,-0.03811283574468853,-0.05018300941657261
MFGE8,-0.007624933861536709,0.10275735796672103,0.03402659885573944,0.061550272851131196,-0.011375363117912037,0.037224480484004445,-0.08497013326822979,-0.005867588754670366,0.043413710892047,0.0486808344336868,0.07724447010253063,0.004801953672548042,0.02833410429155821,0.04666080808114814,0.031183144058197144,0.13657507139841613
TGFA,0.04811541354599091,-0.05691673982857682,0.0362363053310358,-0.053488458998515925,-0.07449255861040609,-0.026002377874653957,-0.08835476070400199,0.015919366681946535,-0.05118554516868706,0.01822006368102464,0.10113143814404782,0.01858390674005658,-0.01669931957240568,0.002765719390895306,-0.007456782987690029,0.07524763806473309
SLIT2,-0.06592367633026296,0.04431006603885185,-0.046692104003538716,-0.03756505817852733,-0.051440162846012744,0.010065778650239998,0.05861491255673218,0.009938718486872954,-0.050549784508596596,-0.03616113254807017,0.16923644619967265,0.06534681862443317,0.04506598151499476,-0.04185233689975561,0.0022654905778279606,0.011214672809892735
PLTP,0.0016934604081411497,0.07287154075609854,0.02754725316216649,-0.10943542238654226,0.09902892600724299,0.016827595110117922,-0.055898404876536904,-0.011047045219913098,0.034995444461124105,0.003103509485682208,0.010228497853047493,-0.04324882574649714,-0.057338152792622395,0.00041983248121087516,-0.013019502850800854,0.1062268572241979
APOD,-0.03617004821542211,-0.018468915869366838,0.012366700801385815,-0.13296669272961376,-0.08434245290957167,0.09574704995070549,-0.06331043557764078,-0.013981989881767139,-0.010681328761017787,0.013450676103851325,0.05677327037957804,5.3475352717374824e-05,0.08751808908958777,0.12673203993531795,-0.055542966330718944,0.03784817432784943
B2M,-0.02938727147442925,0.06720267347272639,-0.07831265353919922,-0.12882743286688222,0.1045401520060469,0.08016154438052939,-0.0633418169530405,-0.02424350190597495,-0.018387643268119026,0.03722237592066938,-0.05241929097055156,-0.028515948678278284,0.050789738371140675,0.0007677181585759252,0.01885403958449842,0.1077155046930871
OMG,0.0655452732372131,-0.07167400460401831,-0.020701002579400822,-0.06262429741459222,-0.1416935201262061,-0.014690406490512524,0.014316368220892257,-0.00200398398735164,0.04269486932731105,0.018852136565203806,0.0898227486027323,-0.06404266376660289,0.11690254115265238,-0.0054663486284398655,-0.051460871768277,-0.03467902620115396
CXCL3,-0.007242969840743002,0.06525057527310615,0.005278024663415535,0.07692543479225712,0.053028358621317495,,-0.022565957522772743,0.05576423120492534,0.0026000583295902125,-0.01157764094234764,0.008561999341500048,0.059929105060556064,0.026256596766853647,0.06253076010196279,0.01549679169076449,0.035299306738985174
CXCL10,0.028624569647835423,-0.03503376710969838,0.046809629759840765,,-0.04756217298819338,-0.01816804754821391,-0.014218418825655412,-0.0006720415130726492,0.0053562177494835845,-0.018398272557576898,-0.058659318004844994,0.006396405494804116,0.06965544808174134,-0.026708001395501075,-0.01972612566991077,-0.061578737735184
RSPO3,,-0.03416227649926089,,-0.014688832919372787,-0.023225939329003464,0.04482362420494755,0.07031936319067453,-0.02486760255467986,,-0.012098411647581913,,-0.013196514479710972,0.07437306033216524,-0.007536946290288554,-0.02402236313120353,-0.014562445547214477
CORT,-0.036001249664334184,0.02011292449485484,0.0031162531133479827,-0.02988762492524942,-0.028188184148899238,0.0738311809336682,0.13950371066081207,-0.03481167030663068,,-0.010873866413543086,,-0.0371208752649067,-0.017337142507894525,-0.020176223448666847,,
NCAN,0.07041154045278486,-0.03687487403689679,0.029770628866158815,-0.01650929034090383,-0.09771465236373848,0.007767825591263363,-0.07005459626312435,0.08037723273588376,,0.0758138330359577,0.08390063704690699,-0.004765717532250828,0.07057118863854066,0.005030050920386854,-0.06603201404373168,-0.031987933464019666
PRG4,-0.03873908764318887,0.008862377152526699,,-0.01037971376640627,0.005545944772222917,,-0.0244481583134847,-0.021041370112967576,,-0.014145043157244592,,0.09107987831333068,-0.00997594705565918,0.06614774867934718,-0.05441712660429412,0.0937059048646291
ZG16B,,-0.02511227284293743,0.0294271360667046,,,,0.003532813817979602,-0.01124858062002552,0.0161295796391419,,,,,,0.08130989784024642,0.07269661991158854
TGM2,0.053796693559712706,0.11172058983542725,0.03328922747144626,0.0798828138527577,0.07940336742665534,0.032851872599812815,-0.030670335788441923,0.0200396444483177,0.029887919956241623,0.028192953437337177,-0.02854879682948226,-0.014840648869612873,0.03703396107010032,0.08207542944079166,0.053582733823179574,0.12664713803960279
VEGFC,0.027177502529115473,0.05918985500566795,-0.011855141610117952,0.01863340439892247,0.03343591020702166,-0.027247844534989137,-0.03223336173955241,-0.020192563813206305,-0.024400689470490924,-0.014435580361455123,0.005354805240505456,-0.009740438353191128,0.014424190745903795,0.01262634771534066,0.032062068468839536,0.08437417794528632
WNT6,0.0762701789766294,0.029813270011196578,-0.008555200995301625,0.05242721903913208,-0.02291411066619936,-0.013633038237880347,-0.024041562353508038,-0.013751733378765682,0.014310567413871855,-0.01259864558703901,-0.050298786230284255,-0.03931102929188106,0.042638940927078116,0.10968996027393405,-0.0019130783602510342,-0.026709718328180698
NRG4,-0.029092511131109403,0.022468991514457578,,-0.035440727183437666,0.007898802292225249,-0.016689359027922887,-0.018073714459295405,0.04468755608601506,,0.06276600100053166,,,,-0.011591710913540526,-0.0067905480289831045,-0.027590813192282133
PMCH,,0.03998845273687381,,,,,,-0.016464806514434098,,,,-0.03308952434375328,-0.007792657809315973,-0.014861014517737851,0.028590734550387874,0.009020386656715295
COL9A1,-0.02280991980152191,-0.0076759362824283806,0.02368223288575771,0.09420576876167652,-0.02537426453725232,0.020395171297332572,-0.011265711308958346,-0.03014766519762651,,0.08609038800920203,0.03963197310840333,0.018215291933627253,0.07589998948535283,0.02208656844919429,-0.08046585503046964,0.05089623555039431
GDF11,0.06582379470130612,0.035993405995565685,0.004522007490289767,0.036198925961092136,-0.06963864686698755,0.020122056201811567,0.007063014228815469,0.002404552445391133,0.001005725690976338,0.022988012908691444,-0.004554576808069724,-0.0006471235903106768,-0.012889418163307952,-0.01127671713798481,0.03203634136211347,0.012410784027891858
RAET1E,,,,,,,,,,,,,,,0.021784687795376352,
IL24,,,,,,,,,0.033110334005034874,,,-0.024670751994740486,-0.01630342974194769,,,0.056185884470515146
SORBS1,-0.04849768230561528,-0.028396303238595027,0.007153016814406283,-0.054667817131430416,-0.013591554623966549,0.008293447913983171,0.022514667241364222,-0.024856874733053317,0.005526694613765212,-0.016487532079187607,0.027176076758221004,-0.0389741017925544,0.04880313400938555,0.014233522117557984,-0.06465408631041733,-0.018377641346488848
DLL1,0.01477704414964908,0.04907296092589746,-0.007055760857335657,0.022613297336200034,-0.029447844986787566,0.0066692504124151045,-0.0021293258599121233,0.012871004366927568,-0.033446778476854434,-0.012468605554326813,0.08882468421717951,-0.003953861435192297,0.0972666932173343,0.04299461165107941,-0.019647075018019895,0.06139883406871093
TLN1,0.06798669256914538,0.09245901198251946,0.015972201950873535,-0.00649930905260094,-0.024311152642460008,0.032731396825669744,-0.06870441218763355,-0.060984651992715945,-0.038975358611205775,0.04625190087274876,0.06770756452469823,0.050894469797255114,-0.047615355360194254,-0.06193250327491144,-0.009478356449164607,0.12714428795030577
COL2A1,-0.032323919218697476,-0.0001827651444459049,,,-0.014852835186212228,-0.014769700261718073,-0.022565965202218183,,,-0.011753682481090598,,0.12711398740790594,-0.04249172524880279,-0.03130712124051806,0.011813119577257754,0.006344960627223441
SHH,,,,,0.026496004385829466,-0.016121187352076186,0.11386627496985828,0.014475981611214722,,-0.011217628716195992,-0.05832457599985976,0.0069577529380667885,0.05784986581749907,0.06536363700205121,0.013670558419377707,0.018131081358887788
PON2,0.08407928883672998,-0.03821153110279617,0.012059030713421542,-0.032549865375467855,-0.06809233931536342,-0.04334151449228537,-0.093049809454571,0.02250227131203554,-0.02448355889353614,0.04319610968292722,0.11817637426037678,-0.005683967161862226,0.0632635832893193,-0.0024933915264513918,-0.11115326784858222,-0.09038546699899146
ICAM5,-0.004423788315997121,-0.025240929073347466,-0.02126562963524408,0.0535548894587543,0.0007909709977076745,0.008949038387068963,0.06632039620572598,-0.036549635633818724,0.036681511555931634,-0.02190742294037938,,0.05427904881752214,0.019782442172586696,-0.005562064853869769,0.06677119645725392,-0.017700562008251264
HPX,0.11270669314806755,0.02434993520818588,,-0.04728244804824718,-0.004769705271557051,0.013135608165478518,0.0025410314488961976,-0.02207464230373009,0.020803875777909278,0.05374365194947307,-0.08662229636775398,0.035528801257939266,0.04118178085317457,-0.04113596535942394,0.019987883954388337,0.10110403768925236
