,MGH258,UKF296,UKF304,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PCSK1N,-0.09948651542588315,0.0011284000810448547,-0.20823254780674513,-0.06525269665075487,0.004090742267271068,-0.07653483603359228,0.06789702632616522,-0.025265944074761817,0.01834873175507765,0.08765657828973623,-0.007263395883227904
NTS,,0.04167508756125954,0.08669592161790993,,,-0.030142433134822587,,0.034966510787307045,,,
SFRP1,-0.020098774816011095,0.006403541265955427,0.07342332940839305,-0.07444549542944813,-0.11937587152465573,0.01660873918186071,0.04802547569971824,0.02447282121304941,-0.023673402410596397,-0.016928983873262592,0.04820827086353951
CXCL13,,,,,,0.01472241993735756,,-0.018957395303763374,,-0.03675991378502636,
MICA,0.01939288698411469,-0.015769727127454322,0.06505604322460525,0.07210284420774522,0.06309196969913092,0.08972226369352032,0.008297927130256873,0.031937957673537166,0.06416591343524455,-0.056998127294588495,0.0021322554682167956
TG,-0.009821821594445376,-0.010074172233886458,,0.010624035105950315,0.05901320412693697,-0.01716825749924263,,0.07597275165479189,,-0.0015556895443156328,
ADA,-0.053145098990410186,-0.016361265873301892,0.030100695407712194,-0.06706217441632001,0.10152896793924215,0.05182408587625208,0.08722151541077107,0.04179682892582386,-0.020747714351552177,0.03341701102183409,0.06685173393887658
LAMC3,-0.06297611796230125,-0.011244835694832247,-0.005303696473372269,0.05582136764506962,-0.05235217492271447,-0.03250190080009358,-0.0396414088129937,0.08339300903334355,0.10544612820015778,-0.02325749886177848,-0.0673361243673898
CCL7,,,,,,-0.01936501296316975,,,,-0.029721516537162266,
NGF,,,-0.0366319774792648,,0.010301303572236757,0.05349715406345983,,0.02458458408117241,,-0.008262864019992251,
TNFSF15,,,,-0.05107929395905651,-0.05095256135411789,-0.01887871313567954,,-0.012034280134144542,,-0.01812422013847572,
HMGB1,0.09531811391690925,0.02143254772196524,0.14493124388988082,0.001328289253594548,-0.011000376461951233,-0.05927788264439936,-0.027122090316172475,0.016526426423841785,0.1201787245364501,-0.027372242606535292,0.034834110690403874
ITGB3BP,0.006440167862876171,-0.031509633353384955,-0.00371369492249096,-0.0003328411140535328,-0.008172486218233299,0.004311046018886711,-0.05153875007082055,0.024095221906759456,-0.0647313686947494,-0.029822477826351494,0.12443633636403616
AANAT,,-0.011612659702740214,-0.0030953956872088522,,0.0038093825078829133,-0.016988580496173498,0.01159330411723937,,,0.04598109204933159,
RELN,-0.022197999063569118,0.03666167552215599,0.000970133665891874,,,,0.012111549932980773,-0.014536106219093087,-0.005081001515662995,-0.067714104384936,0.04427379597414698
IL15,-0.0072004375277256545,0.05376345250353773,0.04794172729346331,-0.012320368992545492,-0.03393706739888058,0.011744721933007666,-0.01796955195201791,0.022527893139794475,-0.051263011041653074,-0.027784053697066675,
UTS2,,,,-0.06793227092965709,,-0.014467019645726897,,,,,
BSG,-0.12561676807036962,-0.05722257369506626,-0.04370614933602758,-0.07075476683747102,0.06590326767634498,0.03400950350734818,-0.10931708457930654,0.0004813772442665158,-0.06025901749143341,-0.06577372656716002,0.007810519458194054
ADAMTS3,-0.046707329493354516,0.06628312228013196,0.06432552973702717,-0.015862766976245887,0.12735967554288952,0.04237271645641849,-0.04083789035688504,0.036989951346118675,-0.042007481423021506,0.015170529646684498,
CD34,0.0261031719772232,-0.008841949181972997,0.0945452503877975,0.07445248958071024,-0.056796062250335386,0.009308011495147796,-0.06544887464455408,0.026371074361338693,-0.07160787595214894,-0.06654311450702327,0.0615274918710001
CCL23,,,,0.06052200773094421,,,,,,,
PLAT,-0.060991488583743016,-0.021636657275434193,0.060085531248029275,0.13004811933772378,-0.008579895178788334,-0.03247200540962032,-0.10449299453119278,-0.035505087379237646,0.011474147130747524,-0.018302046281304652,0.03973222232512795
NTF3,,-0.0026655166806302064,,,,0.005035534997507418,,-0.017174906333151118,,,
CKLF,-0.003477880136149757,0.011414173607043474,0.1971111807009975,-0.09978451989717221,0.0027727185160628318,0.00599214547465026,0.014510676906436575,0.03322888245289101,0.01710349217345716,0.012336450880886862,0.016403031672548096
CD24,0.05218829765541535,0.03316287030103875,0.09524574615428912,-0.030813290336346576,-0.026612100444765318,-0.002528755452386512,0.043062672335035725,0.017602738663688368,0.011509510667023914,0.05834519113847201,-0.08353743626840184
HSP90AA1,0.08179564800449962,0.08022210577655343,-0.20548358273750975,0.03917407006351832,-0.008167041309694872,-0.018399439433918224,-0.041912593552650264,-0.013641419830751669,-0.02679299157959395,0.034793951682695015,0.01581587844632645
BMP4,-0.027556372811488747,0.03524781756615343,0.007970061764126912,0.03220084368806075,0.04549164828890964,0.04996313667788702,-0.06079736843290308,0.0623857590177395,,0.032893067779800694,
SCGB3A1,,-0.0097953920390798,0.0014002971676034784,0.02984316963168568,,-0.0004855139744811524,,0.034035910062459804,,0.05707423899268196,
IGFBP4,-0.027515030882292433,0.0389437170890166,0.18616479820439868,0.1034271566790348,0.020852096505261288,-0.016071058468619476,-0.12156935444914137,0.030529778529576248,0.06867871164172734,-0.061086998159512684,-0.07448546123574945
RSPO4,,-0.009795390606282128,,,,,,-0.016830646003687517,,-0.03489299608554969,
LEFTY2,0.008598184199100484,-0.010740765600047678,0.0077839535882062855,0.07044145453332595,0.021207878873801288,-0.01643870309118712,-0.13150338942160458,0.04542280022318362,0.08453261794227945,0.05125431756132054,
PF4,,,,,,,,,,0.12600420023793446,
ANGPTL2,0.035659980984398036,-0.03471354501261602,0.12411194351056433,0.11401901455474392,0.026245853008431994,-0.06151253553882461,-0.018169277161117475,-0.06823986801953208,0.053364937867133866,-0.02004457258504834,0.061073324100280796
LRIG2,-0.04445808288088138,0.07283829314955774,0.03100204793737957,-0.04648559805130466,0.06877071263339757,0.01025977758686852,-0.060973119111237546,-0.03276388238024058,0.0013028315853083345,-0.00907678116728878,0.02217966950918421
ICOSLG,0.13882824779071518,-0.01858982216085062,0.01812311482314462,0.01731519396721094,-0.025911097173565243,0.04453280735438131,0.025648048260923748,-0.02175584727213553,0.0545007610486303,0.020337796856963013,0.02220159764520377
WIF1,,-0.018432897031802047,-0.07030829075248551,,,,,-0.015645715708879966,-0.05216455559290655,-0.039475881384107854,-0.041222502245317205
NPPC,-0.08565432929634165,-0.013613195802611689,-0.09094681046739987,-0.007304302841359979,-0.042340722221885,-0.013375534326276433,0.00964590159299929,0.017805548625335444,0.1030035158082922,0.05350172291990916,-0.011516727102422594
LYZ,0.10160725678175508,-0.009174808688610257,0.1894170131523166,-0.015058935720632383,0.019241613104883915,-0.007967200232422773,0.04388225965199613,-0.03010472353117784,0.027846633349206906,0.06249591816179959,-0.025679534534811182
EREG,,,0.020929345238956773,,,0.007541067781955224,,-0.02096285336347065,,-0.03146913776369766,
SPTAN1,-0.09032468818451263,-0.022593836309560238,-0.09173164043062791,-0.041761014001131865,0.030112578468866884,-0.05553827042019421,-0.008194276307868347,0.04120058371324307,0.0304148056984757,0.10332775030504096,-0.04787101075828799
PTH2,,,,,,,,-0.026766334139950953,,,
LIPC,0.06015640442934928,,-0.020982147633653303,0.020700691337917212,0.04417543108782119,,0.058997708564630116,,,-0.004044105052768219,
COL8A1,0.1202489688354273,0.014460709307478857,0.04295616642025157,0.05554558970858345,-0.024325997887019394,0.010044963927710171,-0.08495339962120996,-0.022164804012727062,0.01138758240703068,0.015910053586986373,
GSTM2,-0.05116583966246534,-0.02895199745329793,0.04896058180529901,-0.03857877960509388,0.09389033793812858,-0.03642659916550947,0.04289353315796986,0.016688692067492236,0.08614155202134643,0.0519149604196814,
SPX,-0.017841717120668652,0.057535897568748835,-0.06306028543016329,-0.0032441976152220654,0.012176283528594812,-0.01952469810725485,0.016822347862725084,0.011376851194026868,0.03045350875226955,0.09328224969164875,0.13634488902291458
MFGE8,-0.03104703305216167,-0.006255808213342622,0.010507149896902485,0.08433680609400199,-0.0063318951122481384,0.016308117007241118,-0.0929872337580718,0.007597128228737795,0.10474053496825646,-0.03067944772144617,0.08521697873424876
TGFA,0.05886853046770376,0.04471866917655985,0.07771959152374343,0.02581893516365003,0.032431180691629063,-0.03925343223723439,0.04412811351197451,-0.05228648157604859,0.05534751628667632,-0.07541944553023193,0.031769253907234646
SLIT2,0.04222585649865435,0.014186780391530405,-0.09492518237907235,0.06813554079952465,-0.047883612332595096,0.02724097412767769,-0.02606239589758215,-0.030411953155809628,0.033092968067833975,-0.04923999810485097,0.005158788971434983
PLTP,-0.09000636212129846,-0.0006949917860969806,0.1682548725213959,0.04710412871664458,-0.05026425940350612,-0.023713472427404857,-0.11073438431178832,0.03773614751262041,0.1167925060753548,-0.004387069186526123,-0.012335267624301703
APOD,0.14358579158942406,0.04209684809423412,0.12978607232365444,0.09378287017689554,-0.016444977321862977,-0.053362796838709675,0.08881682663157112,0.08078227255440248,-0.0013934721810849237,0.05960389042903899,0.04099928016115423
B2M,-0.003420309469649266,0.033073053136443174,0.21484871675847375,0.088853461415017,0.0009989063990169086,-0.02698860625220251,-0.05231296158445043,0.015078683229832624,-0.07179916332215532,0.009249408150806947,0.07885542975601673
OMG,0.07502993652354885,-0.018782811683752274,0.06544125196011524,-0.010878113434698342,-0.0012981274154571143,0.02934667224286465,0.0644762030327666,-0.03495319971929511,-0.03747366033545965,0.11641463023947306,0.0075176716526111215
CXCL3,-0.021562783322260314,-0.010478997431499042,0.0091481321501026,-0.006953322553274378,,0.06430371000078662,0.019057608553428418,0.05014920754942647,-0.04059346853402672,-0.02434819480493037,
CXCL10,-0.15236565083898512,-0.015918364074091085,0.034619649656469444,0.03951026092558644,-0.05711254470566979,0.266569333139029,-0.015070281474272943,0.09454075088909292,,0.037500984925963064,
RSPO3,,0.04683608926897476,-0.08093311828266926,,,0.075684890112753,,-0.006950291871578591,0.11440311506943585,0.08304594264714486,-0.03821332088880714
CORT,-0.026775987719656315,0.011949629361706578,0.03857372245589997,,,-0.022081239481893705,,0.05206210635317956,-0.0757977527153977,,0.03658969817321076
NCAN,0.0993853138741641,-0.03300465590260895,-0.07119231254756468,0.06495714921233153,0.04153894636630467,-0.00793447807619447,-0.12539109660337122,-0.015742193187587218,-0.05472507831721229,0.06117743824795532,0.13692248574295263
PRG4,,,,,,0.10120028112644752,,0.04991592715975934,,-0.024005337261129165,
ZG16B,,,,,0.032339738785410264,,,,,-0.0008599060243607964,
TGM2,-0.03934748116315984,0.056016876938679426,0.09235376498554225,0.002771343443916762,-0.0073692559586258305,0.030160725092894098,-0.08127677042003269,0.03707001831882582,0.028225768777729147,-0.018521968651247497,0.03903864390069303
VEGFC,0.04432929149148964,-0.02090155551903919,0.019667327023827445,0.14261412149008604,0.06220365751215613,-0.006998701776671746,-0.03141220950363419,0.0937455709987655,,-0.02993175888586047,
WNT6,,,,,-0.037383080059762805,0.0021835315666871883,,-0.022337013991709707,,-0.024094917501146798,
NRG4,,-0.030423661908810986,-0.0474392057049718,,,,0.06925508932676396,-0.02222530473057149,,-0.03623506026908609,
PMCH,,,,,,-0.01968320267671911,,-0.012796412833528368,,-0.024281823017218446,
COL9A1,-0.023493492592201494,-0.02074970774802047,-0.021093275109435306,0.038147371130793487,-0.011793058602384474,-0.05457292864942097,-0.005030494592990897,-0.056319090391165,,-0.00890888219352324,-0.08106758690046187
GDF11,-0.07436692275952538,0.013447968307920808,0.01543912231343555,-0.12789555298017888,0.06957051821222623,0.013342446829278657,0.03429333659190527,-4.6849100518183205e-05,0.019602785946097368,-0.025006559468979672,0.026112604915704697
IL24,,,,,,0.01464894650296041,,,,-0.014950569030477541,
SORBS1,0.07927969328601059,-0.0015506543460591777,-0.02536930921471655,-0.012342535959067001,0.07443876940009857,-0.035069866319090794,0.04604197853410072,-0.0032396719137567807,0.030015540549173197,-0.03373803587906251,-0.008394887761260688
DLL1,-0.02784459044692366,-0.0024400673477848905,0.010771219727250437,-0.010768785666642553,0.045123849127627826,-0.015893717312651913,0.06588514417464365,-0.03790271188877972,-0.008098732177843546,-0.012761675863982979,-0.01179782255537053
TLN1,0.07557825531139274,-0.012477479811012838,0.07334603397130401,0.011049871964246002,0.040235644601769385,0.027907609646164754,0.01894630732645664,0.041512879548240254,0.0866030965900709,-0.07168325589112964,0.05887720798261695
COL2A1,-0.02514950018494099,,,,,-0.03208217686538389,,0.032276805621827706,,-0.032645844404277626,
SHH,,0.013560671175816365,,-0.015352211339318578,,0.02319942933376874,-0.004162469658326925,-0.05211234478467615,,-0.050782693247741845,
PON2,-0.09174048359720945,0.0532319475966888,0.05724159378240274,0.07180803297410367,0.0039005723140186593,-0.01251747777532959,-0.14310920551192605,0.01047844963355819,0.045663522503162385,-0.04377560437255286,0.023374101224882766
ICAM5,,-0.03496499715870813,-0.06909177328685452,,,0.031575920844407156,,0.04027982541426248,0.01589890887190965,-0.010877022833403636,0.040917149104379116
HPX,0.02028215936670966,-0.009795391040463173,,-0.027173245828226604,-0.06442186606071627,-0.0254226742702941,-0.015564120725839906,-0.025205115470393294,,-0.011822079890574393,
SFRP2,,0.01568224323870169,0.05790244061143411,0.09313032930448073,0.057727874019531444,0.0028509558695965003,0.029210610915172096,-0.02471551409563476,-0.010736676481436516,0.041617208098449814,0.10695264283384961
CFC1,,,-0.038708755521047265,,,,,,,-0.01616785640646386,
CD70,,,,,,0.008273126128353524,,-0.00857555258728369,,-0.03737411287660523,
HP,0.007302137472721861,0.04339767573274228,0.07593340771040331,-0.009390475786285981,-0.02402756157893825,-0.039409323341638436,-0.0019439084709172135,0.018745510844170865,,-0.02825035994466261,
CXCL2,0.06961215761795761,-0.013613194737200952,0.05672718285839239,0.03844359033325389,,0.05599976616464827,0.04646809127328091,-0.008388863639562722,-0.08825545616147848,-0.010775209908482013,0.0468817598637901
NPPB,,,,,,0.008487867098133752,,-0.019125561548563298,,,
CCK,-0.04827668256141688,-0.021223609332801544,-0.19676834258026527,-0.04515748247837431,0.02254317083424959,-0.03160788928645148,0.06120247140828604,-0.003911500551021473,0.012807255314055707,0.13542611035123675,0.03192481725795928
SEMA6A,0.0587680837935873,0.05017605420198167,0.06703946757347964,0.04026896311672821,-0.06400062827775818,0.0022307934136592514,-0.03232398411523241,-0.03149321087060001,0.06369608709785039,0.015041975700004623,-0.020231948149034663
IRAK4,-0.03352606138460374,-0.01513999419971877,0.08769140307806904,0.03956249345672773,0.06584287865085538,-0.0026871053463573408,0.03626094997313462,0.013593567618248212,0.1033072642645724,-0.08263023744261158,-0.06078087178546323
GSTP1,-0.05443635954761936,-0.025020759297774486,0.23903093104832257,-0.12090927770792481,-0.007601111103233714,-0.0635016821387453,0.09927339994970437,-0.04019804308382009,-0.040516701528786336,0.05187819345506357,-0.1081261349725436
VCAM1,-0.02300619397995992,-0.001638672531550306,0.07453466185549351,0.00961924139700288,0.04602113501843249,0.03151918068405739,-0.06797722859641459,-0.025910920626400644,-0.0772178831944947,-0.03668625167464383,0.06331510132123894
NXPH3,-0.021062927068386448,-0.019736447834219305,-0.08643127842966764,0.040778027584705744,0.03586586119642434,0.002464973974589463,-0.05159110344654602,-0.008251881091579344,-0.015768225270903085,0.12214065270703253,0.06507582585262724
MTMR4,0.0293849736379933,0.016062028208731295,-0.02599520493817375,-0.0076953000441338,0.03286166359085708,0.015449110140239152,-0.010478475753999864,0.01708666221406943,-0.044102533231189074,-0.029308906234772805,0.08873228100355854
LAMC2,,,,,,0.00631826192027629,0.0349794351760986,0.10673383334944582,,-0.02061925449113641,
IL10,0.059175243493734,,0.14843232858358643,-0.021020049231157197,-0.023179374787296033,0.06141853495951277,0.012531124867459177,-0.01758463106734322,,-0.026132673117875444,
SEMA4D,0.0232483738132995,-0.04139378335983141,0.1203763333108099,0.10076128036059485,-0.10795547884377368,-0.015626522902361367,0.13956185313027192,0.007438320833384034,-0.005031884442000834,0.07838996698758981,0.09551249701753856
TRH,0.08978564983371154,,-0.02392412984118455,0.03050728600826703,,0.0011419029530240587,0.015388078729248921,0.08382023430555331,-0.05392770660455519,-0.019644061806207362,
SEMA6D,-0.003426464577034417,-0.027826839955808157,0.0699202784649859,-0.010385120229837515,0.016321483001488866,-0.003982917103868093,-0.03371270548257791,-0.037984677732577625,-0.0035292524857806614,0.05256623128329654,0.08914655616301201
CEL,,,,,0.07861984251451616,-0.022223531392576153,-0.013679719952797991,0.027046402844667812,,0.0883425274204683,
PDCD1LG2,-0.02526326635422682,0.07605942857576974,0.009994517401725633,-0.019746667452388435,0.06943203138276617,0.02852980472488635,-0.04876547434458331,0.03933609576211119,,-0.013520657037637272,
SPINT1,0.10220275264393505,0.12889325234334337,-0.048856310851793885,0.0616375081552144,-0.019602224572059634,0.01059936665750931,0.01969037555433166,0.042183699010356825,,0.0037217997480277127,
CTHRC1,0.02665526017311388,0.021821630048498568,0.008254245861480188,0.01921166134823363,-0.06119323364497864,0.0838369542283913,-0.0422835516064218,0.041293011336398185,,-0.01936646084537803,-0.05813374738392577
PODXL,0.035059887745398935,0.005466056797925159,-0.006329174492549171,0.08971029378663924,-0.014621172911963501,-0.009268212376476896,-0.1540875954663512,0.02147952863649882,0.06173379151011693,-0.05081763095081088,0.08488811733610167
JAM3,0.118996348356179,-0.009780681479613933,0.17894836481098225,0.021418564813244296,0.012558904203387462,-0.02408755676965635,0.0030826030383833613,-0.009644877787772383,0.06698775811422951,-0.008930926882233303,-0.02675087935268982
TGFB2,0.04988648507103375,-0.0172192410781372,0.062329290650321174,0.021003145695882446,-0.009831741674607292,0.014931540909126444,-0.07103541408054163,0.04911906922811156,9.639213635793404e-05,-0.0847839894615715,-0.002580041996619562
COL18A1,0.07823588151174742,-0.009252485461780252,0.11262206005377381,0.17411361362488,-0.004960826067000363,-0.024733560221121244,-0.07527576107379062,0.028964273494043735,-0.006837166350916225,0.010489536238190883,-0.02443006410706953
NODAL,0.05259400985355182,,,0.0972243384891223,-0.0066585705721032545,-0.02193814172028796,-0.06541790449585864,-0.014204247444002874,,0.01972072954640727,
INHBB,0.06399675178915844,0.010488131716731817,0.020716740874206323,0.007402819724203678,0.0007369401441606216,-0.03869418495514874,0.0011778585569634681,0.03561397639688782,-0.003054453015139448,-0.011325417128778372,0.15892971913522114
LCN1,,,,-0.044899937183821,,-0.02333475974496773,,,,-0.024474473227877807,
ARF4,-0.044150832560849174,-0.01743299379122492,0.06454895412054053,-0.0024584303902513236,0.027331111028579273,-0.023462000230149403,-0.12154193827952185,0.02902586896881953,-0.02286228450712725,-0.009262602055806477,-0.016748642359891798
CXCL14,0.07971322989195065,0.01886353611619395,-0.057071825371154655,0.03683405474063102,-0.003435363050523642,0.015562076720892977,-0.11560711143782434,0.039085742675749637,0.00758439643571233,-0.035586705174708175,-0.05334649889314924
LIF,-0.033207332730959514,-0.011612659702740214,0.030117759736043102,-0.01003376726395025,0.0319445216092912,0.0008154085555013008,-0.04379388465826296,-0.05795090545894492,0.0532997500282948,-0.07610883769728682,
IL17B,,,,0.006269813324764244,,-0.020306177714673683,,0.023749259686736208,,0.010659135478204856,
MMP1,,,,0.07606010003367311,,0.024239992574212915,,-0.012796411820130773,,-0.04393043178134204,
MATN1,,,,,,-0.029361868110311343,0.00755157869987321,-0.01821227863533342,,0.016879139224718783,
ADAM28,0.051459648619321625,-0.007218649975893611,0.06591545997278103,0.035184557156182766,0.016453195536273085,-0.012503151901622801,0.03355705208702338,-0.03194625353047796,-0.0438874387370372,0.030766707193599863,0.16665315816816026
TCN2,0.03377982091622929,0.0401095730864834,0.08179894428940947,0.03312362407347916,-0.04280527670056206,-0.013610603241828882,-0.08250610146070785,-0.0010874358760323115,0.030429392529225018,-0.038021662620130785,-0.063919872925118
THPO,,-0.012084075190039702,-0.0522795659800855,,-0.006629444553537051,,,-0.015798308163063705,,-0.03779079106830346,
CUBN,0.016034570259337733,0.03479169257401148,0.07188667515754059,0.04574259756910953,0.00754552134144918,0.0036163188865142855,-0.028378343857805237,-0.0014088719549456806,0.007939924338220841,-0.011541543562818175,
TIMP3,-0.04631114815997115,-0.039050674274577125,0.03451871483285422,0.16321024690357305,0.04729048867768726,0.060299745503272,-0.10759844538452466,0.08000744984440035,0.004010102447899339,-0.005116656948405131,-0.02381990075526463
PIGF,-0.04116905352709389,-0.012098074772547821,0.022350718124758917,-0.0010429242723920696,-0.049326574019651834,0.0027902197351866954,-0.033347371733081534,0.0030424636000076907,-0.024988054690421344,0.029564313578435548,-0.043655028894892395
CRH,,-0.02186361712849846,-0.04484838875221439,,,0.05035551662945037,0.04271362951045722,0.04337580484567184,0.09454800730073605,0.024962924866622035,0.10345599607872664
BDNF,,-0.019657834388771216,-0.041617001234066114,-0.03704281586060624,,0.0427891642033669,0.0359753057560093,-0.008402930870519076,-0.05812843868331615,-0.07854602541015077,-0.03503992885705319
CCL5,0.033001879879875275,0.020547915014152825,0.07891309466370229,0.11306529401468239,0.006408923593702273,-0.0019256900681269523,0.00743245832321345,0.10176039749452313,0.07302033849347646,0.01416615690835312,
GAD1,-0.02999364922338204,0.01679780826778359,-0.0858281474101565,0.10269481442175785,0.007747105392282207,0.029985759939102456,0.05680771545542469,-0.02675608684600757,-0.011117788125127606,-0.05638400603052987,0.03470097368576568
COL14A1,0.054844076458532134,-0.01582844740446212,0.05324151718929264,0.07512265323080196,0.1046167623564254,0.018483073852240097,0.01214330939185424,0.06704531674459592,,0.002780253883151139,
HLA-A,-0.17238640346074138,0.030231576442738307,0.16365153586229808,-0.005070449972376793,0.025885521282104414,0.008600452138302414,-0.10322044697137896,-0.017340129165052336,-0.03339164703099399,-0.016427792170440554,0.06865543568240957
CD5L,0.0925047048790654,,-0.02365122421616617,,-0.04628285008437088,,,,,,
FGF18,,,,,,0.012406187759060494,,-0.005625409399026251,,-0.034619143511748864,
ADM,-0.030183857738258223,0.012814279187851153,0.010825067800593528,0.00823982160174101,0.0253693294879118,0.05647690479786502,-0.08470455019072788,-0.03924294223605515,0.08322253063792427,-0.15639101824334375,-0.09963940466157344
CCL15,,-0.025198415793311356,,-0.010054948159460586,,,,,,,
GNAI2,-0.015344638064466447,0.003936579306052267,0.16267446655735027,0.05214725812329175,-0.00042808062507482893,-0.03546262033686332,-0.005186362295563943,-0.03144521479498869,0.0296662790554098,-0.02050687621716573,0.03325003810834705
HDC,,-0.014710807262912108,,,,,,,,-0.025217538314664254,
COL11A1,0.10605130972977654,0.04401614411507975,0.004566161112229579,0.055476077495388854,0.09219541208361617,0.024255780563552966,-0.02902052864031312,-0.04210899416741833,,-0.05338563231339213,-0.06400591838933856
NUCB2,0.08354014002982288,-0.0662569073901402,0.07057600478980744,0.01916649075957899,-0.009421867041675639,-0.0002776328091495044,-0.009657160815630162,0.026429046808364914,0.02947366344150803,-0.05462600298603938,0.08907683010172128
FGF16,,,,,,,,,,0.055874215575029224,
CXCL1,,-0.010996580565641564,0.042756944193596436,-0.014812892602742106,,0.06190867305133291,-0.013288199492214705,-0.0048005965498502485,0.06702890178341651,-0.00733429691764556,-0.033678897944337635
