,UKF334,ZH8811Abulk,ZH8812bulk
NCAN,0.04194179538470645,0.027304606309726788,0.04433586860749758
PRG4,-0.015082913624073224,-0.01986632457023273,
TGM2,-0.02530902471289033,0.001700154412793168,-0.0354118746106604
VEGFC,-0.015392714556242365,-0.02334279346372563,-0.024782965324120342
WNT6,-0.013433983979914332,-0.02707703291436498,
NRG4,-0.01795739692384796,,-0.01990036319029945
PMCH,,0.00510589262432602,
COL9A1,-0.020462026885756057,0.0559566518142457,0.034897976657824556
GDF11,0.06337200372834664,-0.013868934423814358,0.026243150201592524
IL24,,-0.013745593681253505,
SORBS1,-0.025664843595114287,0.06864153672799439,0.013769923756969194
DLL1,0.0030203543392394094,0.013564024822847756,-0.04041165077438278
TLN1,0.03880473700561238,0.005134428607808455,-0.037130145420183835
COL2A1,-0.012532996588015056,-0.001159974812714781,
SHH,-0.011961400408075255,0.08880093396699038,-0.038732632739281826
PON2,0.05065258981975537,0.09778799355385517,-0.0020364370467538767
ICAM5,-0.023359968878323926,-0.027490473357697706,
HPX,-0.00704876067873462,0.07093091376496675,-0.026681273368992894
SFRP2,0.03641594456616945,0.012802183736276224,0.016416594805140627
CD70,,0.021222841268410033,
HP,0.06759622469571638,0.00555171913585242,-0.02548724141399926
CXCL2,0.004467373912663094,0.019902507989918407,0.0039550988253627736
NPPB,-0.015392715675798635,-0.03621450838188434,
CCK,-0.04864538509937858,0.03647450021196676,0.0008163532491083293
SEMA6A,0.052046617125885514,0.039678504655574,0.03773834131603937
IRAK4,0.01025717316897669,0.04865649895380419,0.026769255518250757
GSTP1,0.05194462854622053,0.07589259554328909,0.04349463517492741
VCAM1,-0.00029846856164065307,0.07919799651819182,0.04338645944808774
NXPH3,-0.011532000018991491,-0.039874400519185574,0.07511975258979776
MTMR4,-0.06015712467060874,0.007445640511970657,0.011367633784048765
LAMC2,,-0.01689895352335332,-0.019240575025884686
IL10,-0.013778668922308081,0.07107366114472466,-0.01855938237647252
SEMA4D,0.00417000729252505,0.018833589641946303,-0.026057817710302193
TRH,0.06119161029098358,-0.03085984378403601,-0.04252736652126106
SEMA6D,0.10339848754660526,0.008544705963634542,0.0355315430164387
CEL,,0.06048408389669295,0.06488479742322746
PDCD1LG2,0.03250607508240762,-0.043871944199636824,0.0412248329385425
SPINT1,0.04662135490493157,0.040811876520591914,0.01888304771169127
CTHRC1,0.0019582494864194442,-0.034446557520319054,-0.010491002275960334
PODXL,0.010202850628666126,0.016866551448559322,-0.03910976071070252
JAM3,-0.005711550116648949,-0.01765189544820554,0.023044402697682428
TGFB2,0.012311119563801695,0.022489267248247194,0.031850172617701594
COL18A1,0.05021265251916582,0.0003322985611846182,-0.05378951545167958
NODAL,-0.021161500016125653,-0.020548291219923263,-0.02894400112839061
INHBB,0.016068626808376223,-0.050317312027532625,0.07206377649728055
LCN1,,-0.021856429085929226,
ARF4,0.033849401914073776,-0.010344156784370137,0.06987896807828953
CXCL14,-0.041232349632715465,-0.03304081789363876,-0.004466283604183966
LIF,-0.012301039513047195,0.013622264658346919,-0.029109587223188706
IL17B,,-0.019019717283472525,
MMP1,,-0.030049672583403592,
MATN1,-0.012532995028343598,-0.027501701118727934,0.00643689367494738
ADAM28,0.025135353440378854,0.015998703496838407,0.038182884052494946
TCN2,-0.008925142690220919,0.015247252584825847,0.00011003186574257571
THPO,-0.012532996468040309,,
CUBN,0.001417449173108306,-0.03472403057661741,0.027776226809622915
TIMP3,0.013599085516281946,0.056745398361730356,-0.020463536522102425
PIGF,0.0047599900628081445,0.01895245826084708,-0.02521508236298014
CRH,-0.017141911102260866,-0.0145605207465072,-0.032804257287094775
BDNF,-0.014115372960352852,0.0003578996136450533,-0.015241611690478956
CCL5,-0.017002516871766318,-0.010468657451792599,0.054728917432906136
GAD1,-0.05984850898123713,0.0172732668599817,-0.018945163775938714
COL14A1,0.05742451828585883,0.07966151108643733,-0.03877160718511957
HLA-A,0.015294274781970804,-0.002071935261372953,-0.016266301027120175
FGF18,,-0.022485861667719955,
ADM,0.030391339987930307,-0.017167484786764792,0.024672641584744352
GNAI2,0.03093976342142546,0.018423037222304914,0.04330884916899051
COL11A1,-0.03776280750345059,0.02003631530429895,-0.048401682235227415
NUCB2,0.03989652586873966,-0.03943513026666529,0.012254661643814807
CXCL1,-0.017002519754398794,-0.02812612078252023,-0.029255387615345244
VCAN,0.04454357064773236,-0.0028100791955676333,-0.008266183726163454
MMP7,-0.0021486296402701316,0.022354039582848102,
PTPN6,-0.005499880950045104,-0.01554723669616444,-0.00035118158293298275
PTGS2,-0.028929213447860543,-0.02709257371691815,-0.024060942467177746
CD58,0.01980269112592258,0.006791508309068715,0.003368278558244176
TNFSF14,,-0.017987506642010903,0.025651793324152194
CNTN4,-0.021573497085961308,-0.023521298263694382,-0.024424272741163745
INSL3,,-0.020004350760682913,
MFNG,0.03732009402277739,0.024033830046987704,0.004771189399901344
ICAM1,0.0040006646724763005,-0.015032029643909442,0.024144432540055976
PROS1,0.020751609653822854,0.04391845726242876,0.0005337253608998911
CLCF1,0.03705729608509837,0.07449053414997651,-0.006705624795450334
PSAP,-0.04768720877580212,0.02001968704984317,0.04210912526524895
EFEMP1,0.015154321728439411,0.010854780159376432,0.0503736643366582
C1QTNF1,-0.02138660635511651,-0.02323538652382416,-0.021190655827300113
ALB,0.022438986857030448,0.04432726895544122,-0.0043174019246059936
CCL13,,-0.013352683674074337,
EFNA3,-0.037983850010078486,0.002521669413409972,-0.014641047242143053
DRAXIN,0.05115433770972078,-0.01787666264642367,0.006905617943064755
NPTX2,-0.006023580027070968,-0.019411265739640048,-0.06677854315045574
FGF11,0.043812474683121924,-0.0033282552272316944,-0.041368263372497965
CD59,-0.06868889026702737,-0.004924518082760534,0.03252458941977321
COL9A2,0.02963353374406219,0.045208351188331365,0.0497233117843311
DLL3,0.026195031851182486,0.018125217395482868,0.04402320811034416
LIN7C,-0.013327357340403603,0.01116366747971679,-0.005960501057864628
GDF7,,,0.015867831903490493
PSPN,-0.009554767903122319,-0.021767103193819425,0.06804647753368383
ANGPT1,-0.019862516453122866,-0.03289571197752576,-0.02526401302864425
PNOC,-0.024798602327965696,,
L1CAM,-0.054156949613635146,-0.008081436412963161,-0.03107013648594471
APOA1,-0.02927872575371132,-0.008398752968892228,0.051100270120618664
PSEN1,0.02917925764394432,0.02171422357599021,0.06416027360002355
CALM2,-0.027681789255400463,0.03861875293776334,-0.058207746347839776
CLEC2B,-0.038882143008384225,-0.012896855919436902,-0.027245229612345833
NTNG1,-0.03790833361391082,-0.03288699127886328,-0.02669409363552021
LRIG1,0.016878229365368508,0.06370472998518492,0.03985246157764629
CPAMD8,0.03607811689458121,,0.06939011636835248
GHRL,0.02571933975463078,,-0.039145693556507086
NPY,-0.0016553470267281108,-0.005667284992781276,0.010967206132964587
MMP2,0.05341621954474466,-0.002007974224061703,-0.019710183575197528
PPY,,-0.0006886873354248034,
ALKAL2,0.03729824514503815,0.03310277705867978,0.05621391543536641
CSF1,0.048847562008794025,0.06222666479539975,-0.011011246272144037
SEMA4C,0.059677076753586036,-0.011497594757690004,-0.0773691476965484
ICAM2,0.0029610280123274543,-0.041589760907055046,-0.09068709701626392
SYTL3,-0.03913099828745821,0.048498206129439995,0.027601768805063282
IL1A,0.03411383092574077,0.01856040397269815,-0.02379707739234617
HLA-G,,-0.02945349433842026,
PGF,0.07872669279416607,0.048017877250879415,-0.05515938564816867
LGALS8,0.08967119392300951,0.004135191954758284,0.03544019630209955
DKK3,-0.05597880878725349,0.03001859613111972,-0.0017111080106171732
COL16A1,0.07938361674055616,0.017539883952078377,0.021346942098196462
TPH1,-0.015082912583705458,0.008963704113407125,0.006362950890552664
TNC,0.04568621565451078,-0.008972415871765697,0.009106161490733403
TNFSF9,-0.025589981215956178,-0.03281744438354728,-0.032321799667764356
C4A,-0.013258453129380109,0.013696435433442776,0.013437287375049446
CNTN2,0.010142019678557945,-0.0007132314394781196,-0.03293374616591093
F7,,-0.018729992081083394,
LUM,-0.000938624886955819,-0.003988328367979921,-0.06634031495448006
BTC,,-0.013550490793534275,-0.022749588903693416
APOC1,-0.011606037207297243,-0.0011101980379798783,-0.09055074505637184
PKM,0.022441182734913162,-0.016557563323414022,0.011079700737937369
TNF,0.057220372667046104,0.11718772755320284,
GNAS,0.04754292661529891,-0.00288336959862552,-0.012984490294772453
BMP8B,-0.00519795737211861,0.022303530490172682,-0.05913035465272391
LIPH,,-0.013352688584866575,
CCL28,-0.011961404882821245,,-0.018327154891929327
PTPN11,0.020786916692207894,-0.0007532384161682817,0.029597281501123025
ADAM12,0.048623208145984746,-0.0693544389796131,-0.022316023506752963
EPO,-0.015082914798682253,-0.014501360813855654,
EDN3,0.07372587942782087,0.030852343200201863,0.12165914818603729
CCL22,,-0.016412417103194844,-0.022749589910502112
CCL2,0.039047007992170764,0.026738238104932064,0.027385256375767972
DSCAM,0.02288966491446043,0.03707172146880895,0.02120390397754275
ANG,-0.0072911648773858395,0.027887829088786183,-0.054949917297528426
FBLN2,0.03541650873558864,-0.039011922827794546,-0.031820919482378106
VTN,-0.012532994108537632,-0.016576047786814912,
VEGFA,0.039571160078062786,-0.026063788362575405,-0.006439459413568648
F10,,,-0.019682679587264332
SERPINA1,0.06506373564518216,-0.052710238206991646,-0.04402442238347886
VWF,0.03859746383926681,-0.0013314143581537466,-0.06412375426747935
GDNF,-0.015082913624073224,0.0486163647234532,
VASP,0.04713730443090734,-0.08870703636313063,0.001454948334523031
ADAM15,0.07420585067060544,-0.03120859119729865,-0.07385972730334227
WNT2,-0.014115370924358392,-0.017987498490280637,
CALCB,,-0.01574235118178732,
OLFM2,0.03900230310518454,0.023293858798908034,-0.0023297465837552995
MFAP2,0.021924225849863636,-0.028152547578648313,-0.04405004737118631
HLA-C,0.0005963198682684257,0.006214420683721135,-0.027580499593285464
THBS1,0.008750227878191932,-0.056506936609485664,-0.00013498991580740055
HSPA4,0.057322063048265585,0.0495086243742583,-0.016670281572311214
LMAN1,0.024189185936163496,-0.04254062450888845,-0.04420358201226466
LYPD3,,0.031216462229257797,
APOE,-0.02126746465064636,0.027673152621989026,0.008637701715492552
SOSTDC1,-0.022934895361180548,0.0019722508395505715,
ANXA1,-0.014158148728334123,-0.012925698486821686,0.05977592456540809
WNT2B,-0.024698200234745303,0.02519515174832332,0.07052829673359191
AMH,-0.012899749437017825,-0.006527388175045719,-0.01832715255482751
GDF10,-0.02901754035262542,0.018590959206970424,0.1063572627821455
EFNB3,-0.02247331632519716,-0.009372274148937591,-0.03408004923810031
LTB,-0.02803387305111074,0.05144746002196522,0.04754243219584437
ANGPT2,0.08570083028931343,-0.012533837885153989,-0.005896040621271642
NRTN,,,-0.023130933056594527
ADAM17,0.032730862714978784,-0.005229704218175467,0.022803051375391164
LRPAP1,0.0038019503362332636,0.05242463944227978,-0.02359224140438999
NID1,0.07362886891408715,0.0071415184071053454,-0.037840431736171014
MST1,-0.022168605585837848,0.04952564250677689,-0.03045353707688685
IL13,0.0014318721601439576,,
DCN,0.04450024281041211,-0.071295514394409,-0.01326422958946507
COL7A1,0.05210724620847627,-0.05664322325293858,0.022343006591583794
CALR,0.05803588274231357,0.00359612112654955,-0.03917650958752123
PIGA,0.002639513763289169,0.006741820177827354,0.028209383645868412
CD200,-0.0035104519817405837,0.0442640419963004,0.055132407356763474
GRP,-0.015238550326135164,,-0.02531275850527522
CDH1,-0.010797799518020314,0.010507936110482152,0.025952111189331457
LPL,0.10002396863699246,0.06890358076285513,-0.005091536732561026
SEMA5A,0.0394705686951603,0.003978547817456207,0.036078683253807683
SEMA7A,0.04246667298337303,-0.037643079497193165,0.08952414476448788
SEMA4G,-0.019104575732715092,-0.02051740233441128,-0.017445549020868038
SEMA3B,0.009856522128527606,0.057723876353842705,0.007191601396568787
RPH3A,0.009823906100713552,0.07016894695488612,0.019401003417467286
JAG2,-0.03134277622140642,0.035060428977980285,0.003395896936608355
CGN,-0.037762803223089725,0.05394351773247034,-0.04817625722807928
GDF15,0.006098454414468899,0.04448386425000087,0.01592842043802767
SEMA4F,-0.03256200960196093,0.017528129357000988,-0.033687668354535565
NXPH1,0.055768026664710646,0.0394648227529945,0.012806610465651255
ARF1,-0.00928735964274432,0.0019046992574699446,0.06344361528338144
EBI3,0.030112416298178412,-0.010364414433924012,0.0025495185393132227
TIMP1,0.025358964942327353,-0.01548038018051092,-0.005233561672719678
SEMA3C,0.04348464674565328,-0.02534795216900255,0.03359069986698073
GAS6,0.01642846789389194,0.030636081675669204,-0.024619953322899304
MEPE,-0.027943077726084772,0.030289974566589904,
SERPINE1,0.024746445602605586,0.015637133587402634,0.06234248247192623
RSPO2,-0.03304076583802358,-0.020277925098075262,0.05091358762442933
SHBG,-0.012154794596065553,-0.021728668263324553,0.034998598706299955
LGALS3BP,0.027930135862468196,-0.0019494329658429688,0.048324781479418225
LAMB1,0.06518121278138479,-0.004465727996001638,-0.004098281682858672
SPTBN2,-0.05822814438012095,0.021893877779738186,0.052950459330684735
COL1A2,0.005429050021643983,-0.08907842703970399,-0.05261408228076727
CEACAM16,0.08250796750207194,,
WNT11,,-0.01537886482440074,
LGALS1,-0.0011850566164808584,-0.04209301703888762,-0.06043896889473001
BCAN,0.07812120630975901,0.051430029999161644,0.05338925378557696
ANOS1,0.07571571527498208,0.04850161782408579,0.05190303746963172
EDA,0.02369622677583939,0.027499683310431636,0.060524381789218186
FGF22,-0.02757756783038046,-0.022110037703855348,-0.02478296600360252
SHANK1,-0.0170025141993271,-0.025991528084560216,
NPVF,,-0.016412418203305475,
TGFB1,0.06306397401910949,-0.04327592366767382,-0.0890106703869605
MSTN,0.1571151640449402,-0.018583624676391727,-0.05717772318576764
WNT4,-0.01686206367044573,0.019813480683529904,-0.01785432538870021
TNFSF4,0.01469940432045765,0.03707934545616549,-0.009162796151813112
NTN1,-0.008571854209721229,0.012581566967009529,0.06406396220662083
CXCL12,0.023062009429415893,-0.06006920691202382,-0.02927631418391847
GNRH1,-0.0076257438687275135,0.02817413937539191,-0.018092164231316422
FGF8,,0.04748222969858815,
RIMS1,-0.0292195205396588,-0.03608135299984194,-0.052537171076725786
FGF14,-0.03755984060872099,-0.02401001845491138,0.1181371503111525
IGF1,0.023858304746596594,0.006000056610445686,-0.048827585282104444
TNFSF10,-0.02291308724080036,0.008135670344746422,-0.01702089633997158
GDF5,0.09710650254701671,0.009708286930712802,0.04077679052294932
CHAD,,-0.020216467076458806,-0.02011590071115212
RGMA,-0.0005430422224202149,0.002347027530676425,0.006353625587816434
WNT16,,,-0.016617876119908465
CX3CL1,-0.0330433652236577,0.014739427064559702,0.03082293091426794
FGF1,0.019403254058007857,0.029031874454143614,-0.05254898190479229
ALOX5AP,0.011576790374871138,-0.02867382228714746,0.06619521431394212
IL1RN,-0.013258450210853688,-0.025483733419945743,
PCSK9,,-0.014315928958946721,
NPW,-0.014767026853027502,0.0005463790543334576,-0.018559376216143474
CXCL9,,,0.07276502879319498
ANGPTL4,0.004686932156879058,-0.0012377805382308947,0.0506653109351103
UCN2,,-0.02475376225319631,
COL4A3,0.02368621824814397,,-0.031217533960976613
NRG3,-0.0448594078400089,0.014580518366597326,-0.018223169418480862
IL23A,-0.02034338085244828,-0.014315923964950747,
COLQ,0.04479405958103818,-0.019120908679780536,-0.0029762805855277096
TNFSF12,0.0008102479501083625,-0.019555578617130354,0.002914657696370469
DKK2,,-0.01689895431262299,
FYN,0.018661023907929827,0.03546959658979851,0.04749883076115734
ACE,-0.022051950080664844,-0.030231841859458028,-0.06986129239408334
IL18,0.041597985489044115,0.0025025706876790365,0.03367418062159916
PPBP,,-0.017528472154029626,0.0765490213452078
CCL27,-0.03560836589102102,-0.03253901244720731,-0.022940966583129944
SERPING1,-0.007735354596357451,-0.06575355197032023,0.015683051097789134
AZGP1,0.005988774488113689,0.03794071490203355,-0.03978641179199602
INHA,0.03577276980054628,-0.009423316659177089,-0.018559376106137657
SEMA3G,0.10318644104766206,,-0.017122449162028756
COL6A1,0.07752655196279451,0.0179142281057855,-0.019067700925283346
FGF17,0.06135813475300701,0.0014868248215573552,
TNFSF8,,-0.019019711707864,0.014474552774227076
FGF20,-0.016142915994493152,0.022952186055764455,-0.031776136055686265
ICAM3,0.11250921682773068,0.027920492072848073,0.03226049585197798
LAMA4,-0.013833034833047868,-0.031091531346755408,-0.0021958879330089263
DLL4,0.004333387718255427,0.015545692909789275,-0.017162104802909445
SEMA3A,-0.026266150861094063,-0.010613235341435703,-0.00767364470867149
RLN2,-0.01271806177841816,0.02027426381106285,0.04921026265418946
C5,0.019693040820022066,-0.027272730145245703,-0.013924295941167852
COMP,,,-0.019900359991093974
EDN2,-0.011894408796734347,,
C1QA,0.020018699619536926,-0.02274166866819666,-0.040457547872408406
COL9A3,0.07972036972572417,0.08517602896887964,0.02192554871789454
HGF,-0.019371021548953964,0.02197117010646651,0.0075692518924642994
P4HB,0.02262941397890804,-0.06046893526642511,-0.003047471904982128
ADCYAP1,-0.018740424385093483,0.0012305505219553684,-0.03350604058597958
GREM1,-0.02709357540410318,-0.028333971243632683,-0.048834263684230085
EGF,-0.023148279988149785,-0.01608059238604385,-0.03634017672553746
VEGFB,0.04503035401662907,-0.012449016878025094,0.008536952453942108
FARP2,0.02376622573140322,0.034920278403506644,-0.022126895863245833
IHH,,-0.017216336558730946,
LAMA2,0.0471642539305132,0.00471916821500273,0.07905214199580078
NRG1,-0.012518348378197451,-0.027712122007084488,
SPINK1,-0.01271806177841816,-0.022675464477379188,
EFEMP2,0.008595357284872677,-0.02093670505329674,-0.0371805637688005
SELPLG,0.008983810253435058,0.03473058505409566,-0.02421741033396623
GDF6,,-0.04087784362151697,
HLA-E,0.005218652896162118,-0.0664153062930868,-0.03975289314441404
PTN,0.092800513563819,0.009563120970148258,3.088185241570133e-05
CD274,-0.020930638573382433,-0.0003634260953213797,-0.010086237904159528
CD14,0.03214379028975222,0.015754389110003358,-0.04365519805199514
SFTPD,-0.021503702590989552,0.018595007399426593,-0.03607741926588855
SLIT1,-0.013172816137226807,0.044464951232284104,0.05350610162076116
CNTF,-0.014767026921493532,,0.012518098024563336
BST1,0.015273005213367627,0.014895380709971233,0.048588743367976424
AGTRAP,0.006248756678591717,0.038959285399649796,0.03738768637070342
LAMC1,0.00031475626265083264,-0.007858015985233006,0.026890095152842176
COL6A3,0.026061022851140536,-0.0585399793498275,-0.03541010633637664
FN1,0.06061407946291416,-0.04056722268590595,-0.04741580708836574
MIF,-0.029551795336157816,0.019551713760246798,0.00251394207520154
JAG1,0.0900833687242277,0.021504247140156526,0.008956340714386059
NID2,0.052748050916905515,0.01865655829498671,-0.01784502671243145
EFNB1,0.06897547946081678,0.010748035558294228,0.0845858454525316
COL4A2,0.05612611135399698,-0.04489780511155534,-0.10405148920211339
SPP1,0.014071098435279475,-0.04971179607236029,0.03477682091722039
PODXL2,0.0003169783526255624,0.04602734046185603,0.029276667373793003
FGF9,-0.027577557038367707,0.029408327107398376,
ITIH2,0.02811152549226645,-0.015046074099093627,-0.027487572751983515
ADAM10,0.03268301364805686,-0.005290126429483302,-0.0953808674946726
CFH,0.09093887233788359,-0.04124587454422083,0.04561502644978019
COL4A5,-0.0036991419081231908,0.0197882150634177,0.04581091709796916
LTBP3,0.029022861863946967,-0.053401848537662285,0.043977559846616124
GNB3,0.07667972217943525,-0.01246608943135878,-0.029255389462828386
COL6A2,0.009232550357732629,-0.03828122815011118,0.06048830294658988
PLG,0.10718468889201375,,
GDF9,0.06879833041567165,-0.026970041812003565,0.014931185841657537
NCAM1,-0.011355356980256418,0.002407610796525978,0.006471272204794825
APOC2,0.05586708363184608,0.03842170648507855,-0.01743294668526627
BST2,0.0427724238488158,-0.02798609839070757,0.029244359107345363
COL5A1,0.041794205329225516,-0.014928253140637037,-0.03477370260447258
CALM3,-0.041184990653324,0.03952933004523512,-0.07550016200181425
THBS2,0.065319985089486,0.04349291243892613,0.04028505174321352
SERPINE2,-0.011996583759344513,0.02469139511904547,0.010436323418655519
EFNB2,0.021895978763864284,0.01010864774867991,0.01113741179671958
PROK1,,0.15010855460793918,-0.01712243920490904
MMP9,-0.028971808721375534,-0.00499482676382989,-0.05621871632609511
NPPA,-0.01318434157954641,0.07488892024425074,-0.00375576111470984
APOB,,,-0.01878897618665156
C4B,-0.02206370416497105,,-0.019015992276874897
NTNG2,-0.010900389424950745,-0.03578668138125317,0.09380764006056391
LAMA1,0.10091320961724694,0.01404279289920086,0.05207593064604089
UCN,-0.03367602228447609,0.01912100133692866,-0.036731730290355286
ARTN,-0.014767027948484092,-0.006647713375238033,-0.02369278078595567
PDGFD,0.026103162182880255,0.01260623051001722,0.03789163954064907
EDN1,0.07426497986809211,0.04069105654657603,-0.040905094273607355
ARPC5,0.01911328928293512,0.01915577102151987,-0.02471421126483646
GSTO1,-0.035835192519815394,-0.046795445735072494,-0.029581930605709815
PROK2,,-0.011428135656285969,
SYK,0.010269193000361249,-0.0482033305233393,0.028707961411315024
ST6GAL1,0.045308104761224204,0.0156855465421538,-0.011605416406503866
WNT3,0.015589032580254158,0.046103723406142404,0.0980452051880985
HSP90B1,0.028372489880753745,-0.010198358339403444,-0.006588520518413025
ZP3,0.03550008443227449,-0.021211078174540928,-0.027992899746008357
ANGPT4,,,-0.023692779726129327
NRG2,0.06950631226999193,0.047277168013685776,-0.022875498864152313
MELTF,0.059913353947948195,0.034919210448735416,0.0358107672554332
NLGN1,0.0325850105979227,0.004896949154662419,0.030871758035150566
SLIT3,-0.04353618460177297,0.05570337914798662,0.038330085878958677
CCL8,-0.013778670566787115,0.022815155233251772,
S100A4,0.04860595278690977,-0.028567847819781923,0.04732594258231123
TNFSF13B,-0.02806873269370158,-0.0003387631424243777,0.012915317930827676
HSPG2,0.024218399931965104,0.028105482231805888,-0.01380167396125389
FAM3C,-0.02252096935340589,-0.008624397120841627,-0.023437067833896038
FLT3LG,-0.006492191439645272,-0.01844002784653729,0.03432258849554552
A2M,0.009009530650995303,-0.011008389933707603,-0.0698071239615861
VCL,0.024524907085824162,0.022628761442314058,-0.05808314987993302
FGF2,0.017116769009164767,-0.024783379410355258,-0.000692446534999553
AGRP,,-0.0135504883719346,
CNTN3,-0.03157756870140009,-0.009157155757540746,-0.007549046938408685
RNASE2,0.048204918671947886,0.00953895159964025,0.003210693097848781
GAL,-0.019494930816116068,0.026068135390607684,
CXCL6,,0.01512194120622888,
PDGFC,0.0030500744533629846,0.05694931542444629,0.03734689729738333
COL8A2,0.053748526597708776,-0.0033459228861131463,-0.018002041779777184
SPON2,0.07152059265278873,-0.0045454262955092585,-0.024423092794672054
LCN2,,-0.028644124090672657,
SEMA3D,-0.014925748693712585,,0.075746523016768
BMP6,,-0.023939065884604014,-0.00018760088182331457
TIMP2,0.018932577954678287,-0.011005838601792885,-0.023644318237369583
EFNA1,0.0410161823942431,0.026779249405474628,-0.010769278937247141
S100A12,,-0.014501360099681088,-0.018327145654817825
