,UKF260,UKF275,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ADA,0.04004560068408558,0.03270349423467353,-0.0605190872304295,0.10161823818317775,-0.02984560890809027,0.004882722004333544,-0.0335425982767082,0.07103524714086226,0.12745639959265279
LAMC3,0.023749920626701563,0.020594761267653246,0.0326689666486727,0.03816843861099701,-0.03700566979261241,0.01023054433377726,-0.009032418285457863,0.03928231878341046,-0.059785835578142224
CCL7,0.00617003339198182,,,,,,0.04812520911185803,0.017985043756522157,
NGF,-0.02540320335669422,,0.04386745486596989,-0.028789312471339312,,0.0020576946592339345,-0.004263339857672733,0.05417150450117718,
TNFSF15,0.06600034143358957,,0.047667073472413335,-0.02907477150317916,,-0.01382392892290025,-0.002868518631263807,0.04019747127277259,
HMGB1,-0.0757576001266486,-0.030588032034976145,0.0032463561666240186,0.034805740345340105,0.04864667145354219,0.06425021418022854,0.03791737017279094,0.04394328660370297,0.10317613163865534
ITGB3BP,-0.007767109871981324,0.004559696690215323,-0.09012647689764416,0.04466885154370412,0.034768479732943315,0.051263514176182086,0.05654004648638025,0.07416067168956662,-0.06380916489376111
AANAT,-0.015877458408555985,-0.012031461682145292,,0.11493585706276788,0.043972964806046164,,-0.024090942235984715,-0.018983011008054804,
RELN,0.025202722052524017,-0.02648939485537349,0.03025606966636356,,0.0069236677746094865,-0.016697808007504505,,-0.01961767725752626,-0.11716849512609621
IL15,0.023211955126059093,0.017959857569384976,-0.04537964444082284,0.0078115805921940345,-0.00700875935095851,-0.011633877785749298,0.03211128398872202,0.05107955889471302,
BSG,0.01970511739339888,-0.019283340073201823,-0.06098873461659032,-0.019897480328870627,-0.06152809657476344,0.033291080156684985,0.07456835627341252,0.029604783751888783,0.04580034656706582
ADAMTS3,-0.009642899408669288,0.007008855734929444,,-0.024160692916472565,-0.020555574642598093,-0.03840127202436952,0.030288348706620442,-0.014849687069711646,
CD34,0.032643478595441325,0.09470717442485035,-0.06537828211561635,0.029915884707741643,-0.010190285616802922,0.03755034743654661,-0.026831959856925967,0.019275358669344284,0.04933648427654244
PLAT,0.013033529823436106,0.004094893043501216,-0.017377655496691475,0.06946232368702857,-0.04961333403324527,0.013588133180479897,0.0556481259747921,0.061260868479129385,-0.08367316819570995
NTF3,,,,,,0.003994580793995315,,,
LTA,,0.08203349252397134,,,,,-0.005900974372968948,,
CKLF,0.055587986041728724,0.004344045025729582,0.055836625334979434,0.049284024348242125,-0.046586696904390844,0.004761979419064135,-0.004432107922671793,-0.03414237229539243,-0.056676548464305025
CD24,0.056271889228079755,-0.032001653711046955,-0.014161020668489838,0.014655569789278337,0.010431408884361719,-0.014594855031705238,0.061882231836124964,0.03085360457767775,0.0021654009670541876
HSP90AA1,-0.06505664852310099,0.013059764858011066,-0.03049948718158318,-0.003424108857853244,0.024039432131507436,0.025574636802994394,0.015424224973395104,0.08238446703598769,0.06028826885239934
BMP4,-0.030812772861718324,-0.01477870092092026,-0.03951530300330823,0.05884676193827185,-0.018315431647205824,-0.005301239088291535,0.046453458677107026,0.054704739795138325,
SCGB3A1,-0.018908092898663156,,-0.019544538862204718,,,-0.0287079383146762,0.033753136676205484,0.019824116545722265,
IGFBP4,0.04262556718794788,0.07987877172156921,-0.04718092573036781,-0.0026622686791743884,-0.08487766852557427,0.03943529901881133,-0.04170995840829294,0.011236736805653841,0.11761236701919535
RSPO4,-0.021823012813179967,-0.013477027796799622,0.0619734200219351,,,-0.019333574712236862,0.07007939596785218,-0.023936824946952373,
LEFTY2,0.008696098412720864,-0.024829218215502085,,-0.025785338612816795,-0.07185787224958536,-0.026292384319621522,0.07979293150662774,0.05741241350602871,
PF4,,,,,,,0.007008618913955105,0.008241688142178415,
ANGPTL2,0.01652344803189781,0.01353883945196631,0.004990484661972806,-0.007269924129209143,0.019282041169471492,-0.019319014361657734,0.08803448855882895,-0.0007105911067959975,-0.02791813563372279
LRIG2,0.03399109754871803,0.04216366863424193,-0.023179581224679592,-0.00269873366991054,-0.023663235586436637,0.0491039899574893,0.032260477019119535,0.057664329301394444,-0.10489218516958426
ICOSLG,0.04044792486768573,0.035426486562745656,-0.03201015639115578,-0.03030876802690353,-0.01113553275165033,0.046601197392422675,0.034874398227621076,0.059236631692372574,-0.04357865398546185
WIF1,0.023030394861410085,-0.010399903138187845,,,,-0.017972430381922064,,0.04183532723652517,-0.021696737938313393
NPPC,-0.015961912634411577,-0.020286906591136848,-0.038383620406868116,-0.02416064651441504,-0.02784441283921019,0.06906685685292643,,-0.03277055524444159,-0.039031788224302796
LYZ,-0.002110790175928579,-0.03415774112114774,-0.03477412601068999,0.1258480269906055,-0.05712385832613359,0.0248513694438745,-0.061213159003895734,-0.02360286628421145,0.08768674922533051
EREG,0.05679843364029168,,,,,0.08280119223594898,-0.021246410059609186,0.07143578342902561,
SPTAN1,-0.019969938718924534,0.02901789347786167,-0.06344351285576172,0.0816160434980173,-0.062389241339252124,-0.023482687166070618,-0.004743805470381259,0.05951690877792888,-0.15200758036824505
PTH2,,,,,,-0.03074682461707403,,,
LIPC,0.015276779036999883,0.019647993385432595,-0.04463592650633268,-0.04964226544942707,-0.03417761218224841,,0.062328676195330966,0.045026591974333674,
COL8A1,-0.002556925600225915,-0.03368922693011367,-0.08145421229745994,0.04186317384249462,-0.0471033764533247,0.05259083728633739,-0.008139803436074969,0.003670000149889848,
GSTM2,-0.004917721622376838,0.004059776508497532,0.084507137117239,0.02377399152199696,0.004098079601718691,-0.020912293064183407,0.026280847922823414,-0.03402947050403038,
SPX,-0.021751109686141388,-0.020115308720638155,,-0.005375720857788922,-0.0008840461834434506,-0.031571385555648465,-0.026323849818124006,0.03031696497524674,-0.07069599732867479
MFGE8,-0.0035081317701512104,0.02107516333182399,0.002335014898952496,-0.007464138042290038,-0.04234678455233999,0.031656676736486485,-0.02347211456334965,0.015940452998277847,-0.03219082917398506
TGFA,0.02242628754969995,-0.019502876050908387,0.010913560302009986,0.05021346156397919,-0.025355172630497576,-0.031142409741624976,0.11940038565144888,0.033597940305996526,-0.035760708158810425
SLIT2,0.0036869215571303363,-0.026656926980084872,0.08986207886913798,-0.02732355450477268,-0.015907082009094353,-0.061765546479358745,0.0395071147327986,-0.007226180421255477,-0.034410284497089744
PLTP,0.019417646840512726,0.023087161431190217,-0.08420102854208138,-0.005100492258235611,-0.06779914680832505,0.038712970716262445,-0.06654430254864135,0.05228999317257016,0.06545603643246839
APOD,0.004964147456422934,-0.012091363339890521,-0.04780029434272515,-0.11506317884734618,0.03437201704377454,-0.014645777499571551,-0.0477092354799838,-0.05224549099054505,-0.08798985767295107
B2M,-0.00884361457110459,0.02146543050977071,0.03024179447775045,-0.06060781484026737,-0.0393257973594647,0.010911055442358144,-0.02106570165395666,-0.0335142622958853,0.018384457318834934
OMG,-0.04903518215288073,0.0027950697670482503,0.004718706733943419,-0.08642877896466028,0.0346848537637858,0.03722346476812855,0.002550064318325868,0.041419346399391745,0.039377046227081526
CXCL3,0.06353923517303953,-0.0012979603535904177,,,-0.020668152330049684,-0.001038045243230602,-0.039280644768821905,0.00351537642502466,
CXCL10,0.015677213483210245,-0.0025850428480770765,-0.010323044608844064,0.05610562368668984,-0.02784440981158871,0.04535811583290477,0.05820139575596238,0.02658718013777265,
RSPO3,-0.02112825523896736,-0.007034817078838602,,,,0.01082793848219318,-0.023106457491514562,-0.020780090857663823,0.18728574576881993
CORT,-0.025642327786383246,0.018034409391287084,,,,-0.03215432770288975,,,0.056383122862389
NCAN,0.007922119942495367,0.03422409839728038,0.05376117387407584,-0.024427071628009486,-0.09540613826661969,-0.05700141304533619,0.02043871094334576,0.04488931306766637,-0.04149756702193917
PRG4,0.009033538958741014,-0.017223106506660125,,,,0.01429660128441749,0.0008226935843853047,-0.0260989340643349,
ZG16B,,-0.009207361546673017,,0.10145597238718174,,,0.0005675407117974379,-0.015996585337397357,
TGM2,0.03990491828033017,0.10242628666345081,-0.06911011274643016,0.027645490080135202,-0.031348475062295066,0.028806633276029583,0.005223641405116865,0.01188915026023269,-0.07365030358661828
VEGFC,0.07070760739488763,-0.02479315302911357,-0.05022980749030738,0.144427579252891,-0.027261633496235463,0.05272643896352268,0.07423142735634107,0.0414258620307061,
WNT6,0.0513678279292498,0.006339285392256189,,-0.021331695246264895,,-0.025658808863449598,0.0008939638786488646,-0.016529271975445615,
NRG4,-0.021547508555559217,0.04474354460092151,0.09332545100108565,,0.18846968353044868,-0.02553048703042006,-0.02310646008119717,-0.02485748980903882,
PMCH,,-0.013477027146387467,,,,-0.014699400338611071,0.002200608250779082,-0.015342627156401896,
COL9A1,-0.02167840966952525,-0.01307165541619039,-0.010131275590354856,0.005630572835687864,-0.016355300145478403,0.05574900305295331,0.06709302308826963,-0.025317065430190498,0.10314560522180517
GDF11,-0.03441585223522104,-0.005778416119727887,-0.06069604375940435,0.03710440074240751,-0.08095126355846935,0.04139649270665354,0.04364368791044882,0.014566894379844153,0.06239369192447637
RAET1E,,,,,,,-0.00917586692290225,,
IL24,,,,,,,,0.13527688090089324,
SORBS1,-0.04937229471875157,-0.001391274043944203,-0.08363751468250184,0.10603672519708852,0.06794681627832282,0.01420656092139871,-0.010188074796115457,-0.05104999510163478,-0.16163676485552286
DLL1,0.0885648623590849,0.00296670782157505,-0.030184542335301708,-0.05586885539757186,-0.035278537846927895,0.03162318475381516,0.028363737325868773,0.07057568441938611,0.04749492471495072
TLN1,0.07341790691831575,0.005187200905153616,-0.021606912480329303,-0.029065263804988598,-0.02710573162886089,0.04623084546891539,0.03480940108091172,0.03943153982209562,-0.047535113933314985
COL2A1,0.09202225028664565,,,,,-0.030966654935605315,-0.03362770541714217,0.11406552451332459,
SHH,-0.012260421644627569,-0.04206134163016904,,,0.008397780103380796,-0.01876819941146142,0.021442107561918295,-0.045293101873493634,
PON2,0.02192860212520695,0.05842909570910928,0.167045688593272,0.04777880660878195,-0.03817184997532116,0.03552986331452863,0.01899020209377869,-0.005659037890629342,-0.03647278034268503
ICAM5,-0.035832103017433684,-0.02081323205707021,,,,-0.04066379598178437,0.03516805787535581,0.1292240552458652,-0.012936969496523407
HPX,-0.03833076642146799,-0.018068876382686654,0.006930714603748649,0.06586240041177734,0.04329544395924339,-0.04068860994730077,0.014545422692336796,0.04245964926872685,
SFRP2,,-0.015059226891954752,,0.024334473712927893,0.036436503761944065,0.016309560492608777,-0.049682679528476416,0.06814620302150877,0.03391461644017149
CFC1,,0.03523413204997464,,,,,,-0.021994967340601614,
CD70,,-0.008236237099271617,-0.0337608668928006,,,0.008264927297258232,0.08537024529237423,-0.008382096398759442,
HP,0.08132664553543001,0.017827555759498778,-0.009908723564181269,-0.047357278220511854,-0.028036347756266098,-0.01505008859249588,0.01447501618512974,0.035216993019320283,
CXCL2,0.00998463672330639,-0.017545395801040843,0.03182863423274479,,0.049233266534297646,0.08900920199403978,0.03769316090867352,0.04440117432108678,0.002659072033375462
NPPB,,-0.010146531934627308,,,,0.012104770952409083,0.06682730384288757,,
CCK,-0.008673717061048214,-0.015757101713584763,,-0.027917905438893574,0.015292219950943474,-0.041664385502425995,-0.003292253436837819,-0.01615069312166602,0.009574011535502667
SEMA6A,-0.0017186911388929092,0.004126562797954396,0.029019750132646523,0.04152433586800948,-0.007799503578811345,0.065872886704838,0.062163806501629344,-0.00047495545419774544,-0.06820283770937596
IRAK4,0.037706587415870234,0.046630256150906095,0.09305579397875102,0.03492168534608223,-0.04635644767536414,0.03236961819145193,0.038698686197495,0.009648728975273115,0.04804356407313406
GSTP1,-0.03406931773657673,-0.0006275875566485003,-0.036914984226369636,-0.14100561584438523,0.030747306901685877,-0.0012517134631789848,0.005244855512192936,0.00012687518890728048,0.029533658473323014
VCAM1,0.028317582842096914,0.031196078789711465,0.025019089981583177,0.10328964948446612,0.0014014847727008464,-0.008095445899267827,0.0069379760273790645,-0.00278590864849217,-0.004763723655415262
NXPH3,-0.009004145601020171,0.0024139394905562934,-0.014249761168749105,0.08348161391231297,-0.016136320147686876,-0.02049157927431595,-0.0008158512048381967,-0.042286863843414894,0.0012127684249875481
MTMR4,-0.021535910712426883,0.006697973398723807,-0.017206504055134395,-0.01602879871164303,-0.021540849038106828,-0.046703374584061944,-0.014789438382353012,0.02708918814279424,0.07261396223679933
LAMC2,,0.030395899995365454,-0.031107700881678642,,-0.02116492105575374,-0.014268060808961721,0.06383596835227327,-0.0239368381241101,
IL10,-0.007795938128934367,0.022323446406910367,-0.05417741005086817,-0.019201977080030724,-0.020415598926390544,-0.012175919533693381,0.009201615687486373,0.009873643199508352,
SEMA4D,0.027198990275934948,-0.00465176045502749,0.05502401217752906,-0.10615617084290822,0.1258088417403268,0.005083701239471644,0.034370987701501175,0.02246787956509557,-0.1138663618757062
TRH,-0.013296222334404363,0.02401351477733391,,,-0.02298588043969434,0.04155450835855795,0.006039764032090739,0.03356258590199621,
SEMA6D,0.011907651683256573,-0.0007274572758084516,0.02660336340345282,-0.01697578653584008,-0.0016275074754704033,0.0029930273304998685,0.004341310307352942,0.0077326436716729785,-0.0099730418059916
CEL,-0.02623206164284734,,0.024668950472840498,-0.008391444614342724,-0.041257091943055074,-0.03611846542564187,0.011545033633361085,0.03575045329690968,
PDCD1LG2,-0.01751490014554232,0.050901302407940864,0.02653724765701144,-0.021999624424514672,-0.05311439211640074,-0.026499574870520955,0.04798873673263796,-0.01299790836370847,
SPINT1,-0.03546501619037095,-0.02219090733507278,0.03604275086009078,0.05161488922633536,-0.028986955638866288,0.014379059492692657,-0.012037452986518945,0.005139044469433178,
CTHRC1,0.028809138033186372,0.003977635285026278,-0.03845134323202392,-0.05620295417146227,-0.01795376191623351,-0.020248507580740673,-0.0362013188707654,0.0005221402187199748,-0.06469050269740177
PODXL,0.044287770831253154,-0.015983522265853044,-0.00608207946994058,0.002076663205017663,0.01350123558508377,0.03359117736564107,0.014743110791376357,0.013499945992183593,0.02293360634240574
JAM3,0.04878231869714972,-0.014142308301256576,-0.025597775302409677,-0.03224052855080022,0.0060967650648145,0.0079544673765023,0.026805064464579267,0.016050680755547525,0.11284963114629913
TGFB2,0.0199104648554771,-0.01316397992708301,0.07255627501916619,0.045890125299104224,-0.040811615880053026,0.01486943629953215,0.0044748962001607585,-0.021134609223777526,0.1511904125810543
COL18A1,0.048595328466291214,0.05978750390484425,0.0007938748652071274,-0.0362485223179246,-0.037880767942281096,0.03376285216633674,-0.06929900878433412,0.02109093304441103,-0.00880772538205563
NODAL,0.042160637607487804,,0.04084347725075454,0.06723699410392034,-0.015882969829429026,-0.016316597659386412,0.022750224862083338,0.005221717194030616,
INHBB,0.08980722398966216,-0.0024552548134598316,0.11625100171343566,0.04419421169903227,-0.037845050435397314,0.044703814077086464,0.06342428593213549,-1.539066339664968e-05,0.11427562675299648
LCN1,,,,,,,0.035868560046446,0.04380082746232721,
ARF4,0.063099472427182,-0.013305497260095138,0.03391657404897787,-0.0006438566051138274,-0.000833710682406858,-0.018002222450677247,-0.01856846540528512,0.04853855234663171,0.1146265047484242
CXCL14,-0.0341283678825073,-0.01033926581153594,-0.04822248009266662,-0.014978049076533969,-0.11507056749491036,0.014196776846416554,0.055891927828406525,-0.004544550876368741,0.013858415639020683
LIF,0.0467612756242282,-0.06055527767931811,0.07302252958676643,-0.056863687251131716,0.03669690712977459,-0.021397773455407675,0.01791082725798543,0.030630040233175584,
IL17B,,,-0.029703996106855406,,,-0.0202993636595563,0.02605465866429238,-0.018983007195746738,
MMP1,-0.013296219433871813,,,,,0.034664912405726875,0.05434823205804137,0.10224101921065808,
MATN1,,-0.010273964419303502,0.055308788617075305,,-0.021409340473676344,-0.020920673490438135,0.035347869530871066,0.04037008190018338,
ADAM28,0.019670873855183076,0.008042918087158239,0.011680111233394004,0.026837836724613644,0.01131629005813621,0.02588138998736949,0.014408898278154536,0.026169357196222577,0.019914847093705276
TCN2,0.0391914649190039,0.054342374553515906,-0.04616273557192855,-0.03118607037634341,-0.054043592347374346,-0.05809819133889523,0.06320513617496193,-0.014102118488563407,0.0434759199329292
THPO,,0.019366516506355708,0.0001666484815019807,-0.02313688691944342,,-0.018147715252915052,0.06386088612388398,-0.006127663779694677,
CUBN,0.013383591766443487,-0.004843800678666177,-0.054205283981458345,0.07277242902581718,-0.05007053048773465,0.06301043013303718,0.057711559374938035,0.012134817964435165,
TIMP3,0.03193137885069855,-0.06555583956267082,0.043035034141541355,0.07863308873872364,-0.09061581833843675,0.05462165337049897,-0.04233000567325725,0.03503043191203905,-0.08279497985627683
PIGF,-0.07234376006533748,0.02071482612644455,0.05329770944336903,-0.03689684273373539,-0.007509237245586301,0.04953620033744146,0.07951159101260744,-0.046360280881894964,-0.04714342000345594
CRH,-0.013511382509496348,-0.01617361821226145,,,0.08250686617679792,-0.03070234343522687,0.0026935959495687236,0.05961791229957065,-0.015404329302227947
BDNF,-0.029456949934367233,-0.03176196605733519,,,-0.02060061358082782,0.03721887177263114,0.07502179261469609,-0.003513338223835361,0.045747398538447524
CCL5,0.053059516716434746,0.09521477362706737,-0.04470268950057849,-0.027149107574020028,0.017024407081182167,0.08552171518226258,-0.004666381014571106,0.0006811916636550887,
GAD1,-0.023529293825573016,0.016351215069839692,-0.034185736969281136,-0.05368332974253829,0.01892533851492297,-0.01289117109765515,0.0062894178728876825,-0.01433582057681562,0.15226297781477505
COL14A1,0.0032305996734491096,-0.022317274051234216,0.02675976304082879,0.0017197429008200741,-0.04264934931382171,0.032950900103866795,0.02229077866398824,0.0417192074536101,
HLA-A,-0.0057923982175445855,0.02804300061781949,-0.03197056709968356,0.020649270265048564,-0.13634566848658047,0.05919965158528531,0.0062702793085533766,0.004945249232328245,-0.07829749801179725
CD5L,,,,-0.026410120609377884,,,,,
FGF18,0.0611494986090993,-0.011008957637851459,,,,-0.025401607750453702,-0.026253175982014564,-0.023748960279089775,
ADM,-3.407772256238818e-05,-0.02713673770974946,-0.08245387088323297,0.03904915173991834,0.026495320886254708,-0.04692060400318304,0.046510941446384554,0.03522578124786655,-0.04531052196881018
CCL15,,,,,,,0.04995974742718076,,
GNAI2,0.05203797222279976,0.007756874427302894,0.033203311227478646,0.10750054205251212,-0.008566255499520206,0.019298793640734967,0.004108288980164448,0.06357944354981541,-0.02643199894013938
HDC,,,-0.037043161135235765,,,,-0.033754274191968234,-0.017299397241533076,
COL11A1,-0.029901233143961713,-0.021025893584278695,,-0.024043014526154153,0.001776765695113009,-0.00807362655451358,0.004318659403949158,0.009498458262692223,-0.07292074147315125
NUCB2,-0.04999814557278427,0.061854267306423086,0.03501389303213691,-0.06088069854889322,0.007049975498149662,-0.02243601897235502,0.027977847161930403,0.0752111370648373,0.07564621247010683
FGF16,,,,,,,,-0.01704630707394561,
CXCL1,0.037613370390425574,-0.023247282322912916,-0.060696104347391006,,-0.015635109242849905,0.06709438444543249,-0.020855709525289565,-0.00888379807263884,-0.04893068279824785
VCAN,0.02824043577548182,0.051134912303343605,0.02389339437308203,0.09286499478207198,0.03731158429954901,0.03128801465900791,-0.050646644969817425,0.10534464245688514,0.008274355464937586
MMP7,,0.09677158567697071,,,,-0.04826848357566014,0.021944341166080943,0.035988508828613194,
PTPN6,0.01755286024989896,0.014893915477464673,-0.059051899531301216,0.025653952876279047,-0.012508286120759476,0.013349285868294867,-0.0031244226252361276,-0.021176120220890996,-0.029182381499732134
PTGS2,0.003124107664703889,0.009456424077682164,-0.008831402425091896,-0.04080361491553441,-0.026467397526308306,-0.0658568900741246,0.054279634078675754,0.02867844641505749,0.02253869645357614
XCL1,-0.014138106495236419,-0.016665298964135492,,,,,,0.03538498544066901,
CD58,-0.025573812210369463,0.026976269765459894,0.004004149609519907,-0.021799740391169796,0.07125966195652571,0.07344738391590146,0.053811153244449905,-0.06420519305601134,0.02581893007125416
TNFSF14,0.006881961217101517,-0.00550195280299712,,-0.031543573930522,-0.007314939309206071,-0.02122516096672438,0.028579899504057045,0.0743908722585064,-0.02772421152604598
CNTN4,-0.010786396134758743,-0.028108506336811258,,-0.04101930849991289,-0.006872512612533188,-0.05120909759617974,-0.028019242969477262,0.04558698242258566,-0.04158929169785043
INSL3,,-0.011700018425093597,,,,-0.0028530758187897856,-0.031176442465446385,,
BTLA,-0.014739446677439516,,,0.067360495203517,,,0.013204065936739819,,
MFNG,0.04302981718807365,0.053663729876574404,-0.059287089939684304,-0.06623288217273814,0.043288900048502,-0.02776586227380299,0.0013286171531395816,0.005729983297334944,-0.04970197137885539
ICAM1,0.044985096499311955,-0.044545874043412724,-0.007951777525777633,-0.012636351118683276,0.005959164958211793,0.019624733660244743,-0.0061714937306057375,0.04658665729066634,0.024267032536208478
PROS1,0.032512031268896444,-0.032691064326592856,-0.03150678229049706,-0.01079855352972005,-0.09163969684258645,0.00945036608706746,0.004253021978945884,0.03788469575948356,-0.061138130840704394
CLCF1,0.07604634246154625,-0.007391944332084208,-0.017994484852565235,-0.055991498625253065,-0.0007227863065801503,-0.002283797032988512,0.017054720894291133,0.022136508868577175,
PSAP,0.02701064164696102,0.013535678822345461,-0.038721973342148726,-0.08865086335098654,-0.05648936594474958,0.032662193198976265,0.028915065847634012,0.03762633506661522,-0.12926180656827788
EFEMP1,0.008196623861395014,-0.0019022699726122813,-0.031882854539647114,0.000491780462653012,-0.02268925796186537,0.012670147298239327,0.019343988822220635,0.014865955352046645,0.04512149509912927
C1QTNF1,0.0696922688967975,-0.0323967798714431,-0.03689904354670348,-0.005937188302774505,-0.032686036566982817,0.03986891265814616,0.028578671381723108,0.01573910973686177,0.01951024464709066
ALB,0.01683101560856939,-0.012773351389162944,-0.041558796518377995,-0.008722065177146403,-5.574050143473624e-05,-0.024086699037962914,0.03958326219739017,-0.02449284081638271,-0.009620820565399053
CCL13,,,,,,-0.02380842622949452,,,
EFNA3,0.02156990241708421,0.04537956470353546,-0.1127046638441631,0.05618966496763729,-0.018607624336756022,-0.001973616646428805,0.015728131406168806,0.06567820899851012,-0.06006294738163631
DRAXIN,-0.02511100314683145,0.034435644185480375,-0.00592770059949581,0.11579297381574717,-0.043715065079545284,0.003457982602108469,0.09015377990687604,0.05870902272984557,-0.00810522171628445
RAET1L,,,,,,-0.025786589047619345,,,
NPTX2,-0.0064101510230097575,0.010567931296154428,,-0.05686367403787935,-0.02445319430588416,0.006843477328050826,-0.030751055192096283,-0.024965544219963866,-0.05135762416519732
FGF11,-0.03999320953190707,-0.04021600292595134,0.0011938933868166847,-0.01249920368158447,-0.04009618587927917,-0.05710107089915192,0.021440845836094645,0.04083500659641663,-0.04717393792464241
CD59,0.008541915835099815,0.018970986972158283,-0.06371799576692236,0.03633765229630018,-0.016348218338424897,0.06511951831450667,-0.07268396662142365,-0.05098672342011271,0.024942125868480238
