,MGH258,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CEACAM1,-0.018282166302515876,-0.029423236169079013,-0.011338930540288852,,0.01810206736787167,,0.01693116966166211,,,0.07630138511083769,0.07914373679420761,-0.028950569493489356,0.014242003890672254,0.04943019850387211,,-0.04155770543891224,
PDAP1,0.04630193142204038,-0.04569210389463736,-0.012908163538730652,0.04489048465612759,0.06736264067955099,-0.05750293064679251,0.04066246019059361,-0.02878802527743465,0.08453390085421467,0.12200937482213217,-0.016451827238108157,-0.142580441014118,0.04335482420489589,0.04983420305383286,0.008828459073936196,-0.02426014892080129,0.001578664712205083
QDPR,-0.10271477869922246,-0.01519281648891539,-0.009694268094171258,0.05441991411505715,-0.04444883119074064,-0.035917406143255066,-0.11714539728946324,0.012147224345170947,-0.003053235375686024,0.12325338894435708,0.09438147745283851,0.18857556357870417,-0.21856574358527844,0.013877596171125653,0.02232150149534077,0.052637006832961845,-0.08473299035552041
POMC,-0.038611991160418045,0.03918098793177818,-0.020147470527661172,,-0.009073655747717622,-0.008229416611484519,-0.011052285778644668,0.05899329951908443,0.13527495531681766,-0.016478435955772298,0.0014145236361295232,0.006557506686395492,0.0024850449833746452,0.05056056347297116,,0.036955090410738904,0.04560177415359735
CCL18,,-0.036717418713165036,,,,,,,,-0.002037342389716747,-0.010947464163231925,-0.04845144830048652,,-0.09201722363124042,,,
CCL17,,,,,0.033638868574645334,,,0.18310809336755898,,,-0.07747821306764015,-0.07498794187023575,0.014744990204458332,,,0.02695976622467146,
VEGFD,,0.003236847558788888,0.06178799510469472,,0.025884271108828835,,-0.008549731711860622,-0.012663789507312487,,0.008151776249505615,,-0.06932926275134382,0.027321357591484883,,,,
TNFSF13,,0.16129604693383573,,,0.06410781468832523,-0.024118935622707095,,,,,0.017133662702872664,0.054144035270600965,0.031079891172325853,-0.04069595471215575,,-0.017587714750507195,0.04209000444706562
WNT5A,0.006724516044167564,0.023338825031298874,-0.024642556598241726,0.06393470922091449,-0.003865284718140965,-0.06494038550483236,0.06472228957231385,0.0022825979971486726,0.021962377494470425,-0.00047397242542550247,-0.025355746319335903,0.02903815123682218,0.07107394042868279,0.004910439426110844,-0.07683702461192501,0.09680872648134337,0.09010500047866862
CXCL8,,-0.029458822395848586,0.028449332361987528,-0.08504607200892844,0.12779533352115313,-0.023782358698337135,0.04561762542580042,-0.038075169426272065,,-0.03934012994661567,-0.24347335606390336,-0.40108403531070996,0.010936456912370223,-0.14743462513802844,-0.07036571278537439,-0.029345510663087288,0.028858700906764467
GRN,-0.15038960944221902,-0.00473951608866974,-0.006447843616980119,0.09459238237329808,-0.03687685915350644,-0.07168607829689477,0.05633331773907532,0.05698027096669326,-0.060790355650223456,0.03996228548137828,-0.0026914177533529666,-0.038948680351835456,0.20519016132028925,-0.04834517481377313,0.12406504855664072,0.1480014445732471,0.055588525765020866
MIA,0.004071499623072055,-0.03429259803630865,-0.014443381131235548,0.04260000222597737,0.1379661333150272,-0.01805683415726786,0.011662190827461732,0.1381429967352237,0.0066981794303887085,0.016897978853962645,0.03611705208466194,0.2106982159203241,0.08535157349755211,-0.2375183632376029,,0.020091449377968622,0.04759512066263257
COL4A4,-0.012001320560600586,0.06437840423670466,-0.01061635407782744,-0.03981968388672109,-0.004278540683510229,0.04205714600705026,-0.02679892569172244,-0.01682397431182598,,,0.03362212806818875,0.051232449402787816,-0.009425866758892763,-0.001909810805505831,,-0.016832532938080052,-0.037543121209941056
TAC1,0.024193222136440033,0.07046754041354591,0.02061844885651771,-0.04387636337195593,0.04731752463470266,0.06430447132396888,-0.04485555763406357,0.09249431544848055,,,,,,0.05915625025887619,-0.01882249531684553,-0.0015299632160392883,-0.017628958780495994
RARRES2,0.18676510618908385,0.012512349824950544,0.001700098742367676,-0.03420802334620661,-0.020598714514434284,-0.06495231838227129,0.09083515713563968,-0.03804521495257685,0.11512065379433821,-0.040689644803423596,-0.17441469530439338,-0.19295529016009516,-0.04046520577348503,-0.17451650428351745,0.053073209892899556,-0.011965244660219762,-0.05940253198760878
FGF7,-0.008684604799108112,,-0.00010699937034632667,-0.011257344938617563,-0.005288791430234089,-0.013922479121443433,0.008199472912348205,0.02431889824134777,0.013879682585058964,0.02470209601047363,0.057983754048003426,0.03845799499797572,0.02302782413892002,0.02144687189988489,-0.017972060450149787,0.10615422452826336,0.012075645129486265
EFNA2,,,,,,,,,,,,0.07185498726555484,,,,,
HBEGF,0.03246772465842896,-0.02271332393781353,-0.013472359205255325,0.006670629358806109,0.03833317877110308,-0.059447438149573234,-0.0189069984217522,-0.03292648231186545,0.15466850811064115,0.16845292676612397,-0.02566075574022867,0.028198877226653554,-0.038278420949808024,-0.06135116128162689,-0.1095843644513591,0.24132364200060666,0.1571040725634833
CSF3,,,,-0.03533469515175941,0.07939775951504913,,0.025100014575040512,,,,-0.18350105320557258,-0.22042333377339876,,-0.063966317876712,0.0074185460825266485,0.009286703648247855,-0.030140038773584264
PI3,,-0.02921431709623331,,0.05653996777930979,0.15955637785506224,,-0.031925567975726314,,,-0.022104064971303978,-0.2678965942708002,-0.4311370210319669,0.11232177608922687,-0.20259658902061622,,-0.09069270292772447,0.009301854528579383
PCSK1N,0.10220336211516193,0.011161251398916657,0.022799273480202695,-0.012426054381618947,-0.08557019782725762,0.021238560803906553,-0.00682474048972242,0.06688538609876346,0.037156223020379256,0.04868519892387129,0.18596066967573185,0.18835090114053935,0.07874074238642614,0.0672270366099624,-0.07027790630078426,0.017326817685388664,-0.03338881773620249
NTS,,,,,,0.051014508070459055,-0.011649612811311808,,,,0.13707754972406966,0.06496706166617408,,0.21809672385966702,,-0.02255648321955387,
SFRP1,-0.04009538497938569,-0.0401775379185786,-0.02305019269594935,,0.09217883698581696,0.055643380414092024,0.0038107623630452103,0.017402425305286812,0.07334520382905427,-0.02886314410528576,0.11583053653215326,0.19551062692679733,-0.011612520669440402,0.1798814649321529,-0.030653614946548214,0.06879998520644433,-0.014915614341116129
CXCL13,,,0.07055925752885071,0.0342903825372948,,,,,,,-0.03248828477624922,-0.10630888815906887,,-0.017870964917966914,,,0.03205321677873322
MICA,-0.025131588442504953,-0.01908718446261608,0.015812176904516546,-0.017063316983460697,0.1081551498014768,0.06888954595353644,0.006410667268298607,-0.009842411000156835,0.0881194855372527,0.10496666004383136,-0.038618599014318834,0.07464033056755567,0.12461562449578081,0.07336260533334649,0.02009035475900317,0.11353541847168916,0.013298614849434915
TG,0.033373757613716186,-0.011232074560242092,-0.015418660918251339,,0.06711978938423672,-0.03233602349566636,-0.022490951139080437,0.05708539495688488,0.06923187554269918,-0.049798739147808246,0.06671677330532236,0.0926769561095396,,0.041206459037625376,,0.0651639493355891,-0.02142364552285368
ADA,0.08128280374928676,-0.04618807975586873,0.033715411413716596,0.00327816297392411,0.051056151063819145,0.041687792767272136,0.0819287621575525,0.003087861507557787,0.042302767214789226,0.058603917534343616,0.020836745221089647,0.12752042829039462,0.10313657138742134,-0.025854866165989105,-0.10252428926612593,0.16995858912630543,0.09051203158716928
LAMC3,0.0795098229636206,-0.0007229089834228268,-0.015917868492030765,0.05228160862588865,-0.04746153999654969,0.044801899871629365,0.08457112090052409,0.014324715074490487,0.007095222834702365,0.08598250829913001,0.037611004590205645,0.19191770607239172,0.1020792238025874,0.061944719349528284,0.02093146248177909,0.05462667884362556,0.09632416857720617
CCL7,,-0.02335538010705065,,,0.14267203953462515,,,,,,-0.056395760318108855,,,,,0.044121450007668386,0.02301910993556784
NGF,,0.011294742998579636,,,0.13260949235810196,-0.030857239486847658,,,,,0.05597847089228153,0.09004364077240913,,-0.041927581611346715,,0.0024467527730218574,0.14313726181785594
TNFSF15,,,,,-0.01616710862076455,-0.03746745366399451,,,0.18282590322659195,,-0.04932210854390985,,,-0.018804026185757116,,0.0382277720578922,0.033212044015289224
HMGB1,-0.0478961309913025,0.01567336273747515,0.022280342728110754,0.04012714246534124,-0.06479718561356061,-0.018786980104187712,0.12300099059607049,0.03362923356234186,-0.0623595549404817,0.002929564504547818,-0.09219094082906418,-0.11436286036779511,-0.09242722948902458,-0.04614340094974011,0.1000373400897123,-0.08274345971372686,0.06417094211359195
ITGB3BP,0.02160706782531902,0.024360165210809682,-0.04578133642948823,0.03805682980325516,0.02804277129286088,0.0036281075630422033,0.0807080097216121,0.02614437784705039,0.09275972752263877,-0.052471349638965804,-0.10657093084735199,-0.030615582841810603,0.05580778469424867,-0.076282631675392,-0.0018387162620076742,0.04648173490253953,0.06546708572369349
AANAT,,-0.013912593847528658,,,-0.014710416947888808,,-0.02557494558485335,0.15508636733343872,,0.003709033225226516,-0.035429618935300694,-0.011836246969212469,0.06978892953947241,,,0.06194708758171529,0.010915077656275507
RELN,-0.009358571014702086,0.01775781496367733,0.05190658065034183,-0.03979226562005161,-0.01369029200741406,0.054156396741162426,-0.006165844776361353,-0.01754765522908245,,,,,-0.1120269179197733,-0.056479012164074874,-0.03974152435477972,,0.019283200381765512
IL15,0.02806188336718496,-0.023585112578861544,-0.019643138118091246,,-0.02192709635279858,0.002382809928084058,-0.024230624909516888,-0.014700424877897305,0.03830693680352699,-0.07012697147783419,-0.03253764592789481,0.03411807369629424,0.06273272385163496,0.06619445567135053,0.12165067605061278,0.05097385135858925,0.023226565680847185
UTS2,,,,,,,0.03855040083166924,,0.05207739579724348,-0.01462850946312463,-0.02133111394851491,,,,,,
BSG,0.12524153088074688,0.014326952287925163,0.039103181695572406,-0.0008574256854034213,0.09111801825296652,0.03035697097371733,0.00610112476131061,-0.05910336402004462,0.15836058145600415,0.03975908961195269,-0.15516327836975838,-0.1224671278472754,0.34262037303896764,-0.22796219273200943,-0.02402072458799628,0.13208151142587224,0.11824352773374092
ADAMTS3,0.1480468500578444,0.0021640849481112455,-0.02709170511104007,,-0.014235773594722749,0.0007800550354223919,0.093250118735167,0.002748974320438879,0.0550740104510233,0.11623032250285431,0.10758566039774144,0.1571375392635447,0.14365444210592607,0.16158307760784843,-0.033347678069074384,0.13916413939426117,0.0589583451055656
CD34,0.09367234390586984,-0.023196953336605042,0.011291421161513977,0.005870243545117948,0.006425042026023633,0.0038331042685149745,2.144739573794411e-05,-0.023971575580029714,0.004721516104833918,0.06629715637858022,0.10905985522234528,0.07696834309250936,0.11978391168850157,0.00797460161813091,0.07092990004523173,0.18423277253264927,0.05548831994566538
CCL23,,,,,,,0.025369907245280494,,-0.017932484506448573,,,,,,,,
PLAT,0.09704157208236412,-0.0005548730892853441,-0.04120457452392911,0.08092492339501263,-0.11750951382257098,-0.03639190681162334,0.10736584328913759,0.03793301709069241,0.0055718999107503085,0.03955025432801812,0.21348757484848002,0.35074879940202747,0.2586509557203011,-0.08659824571230779,-0.02660789637640906,0.1898216046510721,0.1788734524022644
NTF3,,,,,,,,,,,0.12515312413272844,0.22859079823993397,,0.15653791261689998,,,
LTA,,,-0.011338931703866226,,0.07504794628289072,,,-0.01470042669252461,,,,,,,,0.033546131194241234,
CKLF,-0.01847885404508735,0.03153745298940259,-0.046208255169482376,0.022665598015223453,-0.028722033991623742,0.03636194421151335,0.06458311637416957,0.008234980413770335,0.08044380040875533,-0.007427504968993395,0.027853608381026653,0.12981004491835846,-0.058145972110125434,0.028230649608656566,0.029732640802381142,-0.05857412895343315,-0.07569166685951625
CD24,0.01617654913738849,-0.004664839115152082,-0.013817399549509782,-0.013788174236737949,0.050208048040170386,-0.002322303153810458,0.010722514624361346,0.014625057810680096,0.014574709393635693,-0.0595120893652088,0.12524650605133364,0.17570938498938474,-0.0025392584047812914,0.3026488674203609,0.13675215468742358,0.09357436830367129,0.02616456314898848
HSP90AA1,-0.0673349438557583,0.030684435908855057,-0.000561631208898981,-0.011649121562308908,-0.013728252215303386,0.026172753312414303,-0.032968155642397697,0.060731326248987354,-0.05311365242791988,0.02380120683428896,-0.2209150514111994,-0.37046822868125073,0.011238687065192682,-0.1652034708835584,-0.12260856856196653,-0.1185394985519262,-0.06964318373086568
BMP4,-0.046165743678223875,-0.0637491143952331,-0.012019932294339234,-0.09171065223586236,0.07722784129150959,0.045287410588860516,-0.005025714359218071,0.2033571862813441,-0.014275869693069255,-0.04131164569305332,0.04783586649041793,0.07515585621094842,0.13371424298474685,0.11380565445936071,,0.05101282792139944,-0.01031435584551388
SCGB3A1,,-0.023355377771543843,,-0.037769294855166766,,-0.023351598818853122,,-0.010257763341031206,0.01355620599976818,-0.0702596125584339,0.058983435201980745,0.12748716185997824,,-0.05072736411727335,,0.10643424693670654,-0.02314234827561573
IGFBP4,0.1595717044157747,0.008152142734404696,0.0013374543974377744,0.06975335622447737,-0.016380185483350736,-0.030622183463565475,0.04640862984941359,0.03507434873980164,0.02123650400254211,0.07238618116542166,0.04255808821237228,-0.12123758187122848,0.182906310090604,-0.17359393989850164,0.05511893907820162,0.1725364488310711,0.09938618273769037
RSPO4,,,-0.01833067812398933,,0.021665898296417047,,,0.013316090938808638,,,,,,0.049143399503655774,,0.03201225164797931,0.044339809300636274
LEFTY2,0.008180253139351563,0.02018941918229518,-0.011478191037072129,-0.04256651619798493,-0.019902186182296847,0.07747344957544028,0.004291865300788959,0.056438071118843726,-0.07260985046668421,0.16456786452838576,0.042648525665913956,-0.04229170487505677,0.24897623759409482,0.1004368105425146,0.023333228290426954,0.14472476705090548,0.13434168321822576
PF4,,0.06370369274276992,-0.010314299506671853,,-0.012667143438289914,,,,,,,-0.01873660014377555,,,,0.07238345993564886,-0.003978689934796821
ANGPTL2,0.0072023615444334,0.015374470013146919,-0.017322692446697954,0.04501629235007109,-0.054993915760150135,-0.041550507137417515,-0.0001348497405806187,-0.050213648733075,0.12365280332536766,-0.008500044226821964,0.10734799115339107,0.2752551535734557,0.019746925009978832,0.012859219702772338,0.019021826737522625,0.20832734810673745,0.21197184464080512
LRIG2,0.049327714465078,-0.03480561961409797,0.02531475066528715,0.08910954040016637,0.05401818258717064,-0.00739443576137824,0.06862745922751641,-0.015477674859444896,-0.00206097282999145,-0.10045050774496166,0.016017650404253028,0.12205627503324436,0.11440857406369156,0.04531052136257029,0.11821318675518344,0.13396184045713405,0.08194476405699286
ICOSLG,-0.0021060707292897547,0.007755879558349514,0.004805116677025798,-0.019992580500682477,0.04875633996747037,0.03020499594392593,0.05138339283973222,-0.04414582280203707,0.001765350770667027,0.06752814242395874,0.04218336555257525,0.14182758063285086,0.0702122359226866,0.039589006902082245,0.024981155776210875,0.12706386436042785,0.09965062492808753
WIF1,,0.024784744691279923,,0.007983186142658989,,0.03310772106885639,-0.047347029060746476,0.03333083727163836,,,,,,0.033357994218330335,-0.004665281777953251,,0.017920056007668717
NPPC,0.08099750522882088,-0.01739579922528662,,0.009691856672325713,0.05383927221119565,0.025958243834064632,0.004545561591270298,-0.015481678286194062,0.026955091500952124,0.017033548923588136,0.03740420046885821,0.08326807312832342,0.13787102369258344,0.006014793377546841,0.0077462664509166815,,-0.02905546953183034
LYZ,-0.1280308268103659,-0.04195143372233097,-0.030309832124862414,-0.08101272634684004,-0.022445198058314703,-0.03456366666233817,0.003205375432372108,0.007440863818873529,0.03404497784184737,-0.14768718912306125,-0.06759672177158271,0.07114305415804426,0.0784236058766447,0.01266768755030615,0.12010149533474937,0.02278638425885885,0.060167223921534875
EREG,,,,0.04582812638691529,,,,,,,-0.09851280505891472,-0.14957023858051133,,-0.013795451519304662,,0.0038502632820018434,-0.006548245743446856
SPTAN1,0.13639411063497675,0.003993081030104606,0.06203621252637512,0.03679093742518968,-0.08170527110304172,0.03537385515770219,-0.04887446644545375,0.012080944173976874,-0.025690014949055488,0.03575315689114058,0.15577976908827765,0.25635198472922915,0.051913387367221966,0.26709817900805355,0.012032499542944868,-0.06617549303056376,-0.11417931766470461
PTH2,,,,,,,,,,,,,,0.033677868621368755,,,
LIPC,-0.010895683373691751,0.01869132646312246,0.06973747285963408,,0.04228655176706947,-0.0315993640426831,0.02716368319698306,-0.02309299562901485,0.018543783622012495,0.038192019104696974,,,0.08064225274592228,,,0.027580943175821163,0.026090505536633495
COL8A1,0.008468414465763852,-0.015039953201590248,-0.02601307756906843,-0.04411601176988241,-0.03330377444256181,-0.010865013578155074,0.006100166390209745,-0.02475639138017746,0.04967045168801187,0.046962831598409166,0.05853230059602319,0.15514898036465047,0.2183383310699123,0.06578041520892008,0.08925675348241303,0.2459289401244991,0.057450497592507456
GSTM2,0.10314741558539207,0.036090866481460954,0.07747280056758123,0.13484653278370545,0.059415183260786236,-0.022544891030534066,0.01843734246755774,-0.0408504551745388,-0.030122202676359754,-0.07070141497018541,0.08019975932639087,0.11187233356679299,-0.02986244402851754,0.08577208272992276,0.13897564869696277,-0.04108737372285981,0.0647061975196263
IL4,,,,,,,,,,0.11987115605862296,,,,,,,
SPX,0.02460609593910075,0.020563748469139928,-0.008540040985976192,,-0.02204485810235202,-0.009438364097056265,-0.014716640272822877,0.02479731769679448,-0.005188450580316705,,0.06196630473858306,0.02534046478857372,-0.10975649726720516,0.07342332859773554,0.003924958107492301,-0.15776137069785495,-0.14512039011360164
MFGE8,-0.01600418341396896,-0.03284426177561846,-0.03327951362340679,0.04732814708819258,0.0006115124146092077,-0.0038429545468570536,0.0549894585810127,0.011430671731394804,0.027068021125952614,0.029855105930173455,-0.049075902589961314,0.004572786201001803,0.2674849137607709,-0.015901862883041462,-0.02421644230593175,0.12168561639242576,0.05842659015920922
TGFA,-0.01900960039596021,0.08005641786167109,-0.015253188345003353,0.013841476829673446,0.028710125329178996,-0.027053925199812433,0.025622585610357105,-0.03459952921040375,0.11570907393425946,0.07201883151022978,0.009824689785059725,0.16206911430988274,-0.09637943745437037,0.019973287629354977,0.02701544918334438,0.08531943417691534,0.06624721906795458
SLIT2,0.012977856316841918,-0.04955122298936868,0.11639546024952643,-0.009778056502311738,-0.021983233931703955,0.02398736771846016,0.0238749548226297,0.04155704730849702,0.04746849879542754,-0.02907288357668012,0.06598705231846039,0.14072987057980366,0.019667190695052364,0.02845095964071047,-0.06251644508236387,0.10615596129007589,0.1978839899681924
PLTP,0.07476930987467227,-0.046917779272329194,0.01553596591550939,0.01227564375093145,-0.08014610449820041,-0.06414629341470685,0.07225287031008071,0.025006204738442877,0.03597442751774686,-0.04423934189421637,0.03525117120749555,-0.08344281638805338,0.23929036915676422,-0.15534876891193636,0.03561504354384282,-0.10222379850032531,-0.01336620772720816
APOD,-0.17795451730865566,0.016368789918154974,0.08046949817333107,0.024009550987541588,-0.0360831685669757,-0.019125017185016278,0.0334165583373363,0.033606251766562754,-0.1152115187509247,0.13052897125323304,0.13909946215090094,0.42049654164573774,-0.2628815380783851,-0.02293434599866561,0.024475131304456756,-0.20254454369960695,-0.17686226105063596
B2M,-0.02850442933614717,-0.05307311597990689,0.07576340266981224,0.031228574746119984,-0.004095536687464818,-0.0791466256009556,0.0596520385479468,-0.01106712836748739,-0.004091195128777697,0.0265624439631336,-0.09341236115946991,0.03958291167444874,0.24106107951925354,-0.15194289288486315,0.12104969062298238,0.12260123880445764,0.16784735967857356
OMG,-0.07025695433692507,0.022600049936908763,0.042135981336276475,0.053269043129119203,-0.05312294744690959,-0.03100898255153825,0.003974730395728271,0.045067576017273465,0.010582069557937435,0.047124065915259576,0.1876441064406977,0.4102356064981311,-0.22093690862646803,0.1352216298476983,-0.06621292093755787,-0.058481922986112204,-0.0919269864617859
CXCL3,0.06462000596075088,0.024553215622913693,-0.02120521819226482,-0.018996765646291526,0.08958208248474103,,0.014909876781516944,-0.010586969265807893,0.07736915495171041,0.034480315869257275,-0.19294771203010397,-0.15448114345755104,0.05483799910786315,-0.12812623731959247,-0.030590419795725028,-0.03709527971206011,0.016399196306846067
CXCL10,0.02845438902687238,0.00057940400645872,-0.034591287289337094,,0.04993013447859997,0.0334133033612146,0.11774755355995473,-0.01682397537468689,0.02297862223197549,-0.05443778284814238,0.014247434199687378,-0.04834272764724687,0.0744914574902424,-0.02856381033531909,,0.04667502628360493,-0.022684070684939533
RSPO3,,-0.020489265770015534,,-0.03533469625388796,0.06381465443018701,0.037421662551097176,-0.04199541674585928,-0.011063178838924125,,,0.13834988152636804,0.10055841434717788,,0.019519253687465078,0.06416301499579904,-0.019914826292141773,-0.02464030393666746
CORT,0.04940311943609023,0.08014043560031578,-0.018420685770100524,-0.04689395599042991,-0.005872111936171187,0.025854401668383663,0.03531538256684326,0.062150923821659,,,0.020970463562268504,0.08970118046683241,,0.07607772260072543,-0.08893566139531446,,
NCAN,-0.03954073469694222,0.03665552373695247,0.03760327272573631,0.05327006890605946,-0.10485647810011706,-0.05077671790699357,0.09992543002878851,-0.012244067340137903,-0.10141124524927438,0.026582072559390216,0.25953246741090347,0.4423177243234478,0.28339306977202305,0.18970999716217302,0.10518457345136262,-0.08808792881258816,-0.11109562813889383
PRG4,,-0.035123702452689774,,0.137042753626776,-0.014518546068411681,,-0.03637944050575927,0.09200849042616725,,,0.0476639189324462,0.030862892059755474,,-0.04923400010517975,,0.011079059005900593,0.06171076525225834
ZG16B,,-0.021937946385097044,-0.012411583087316347,,-0.016850548326816688,,-0.018490005907402355,,,,,,,,,0.06491824178812332,-0.037750786473912695
TGM2,0.06746983220710655,-0.0436283807836086,-0.042242243613127395,0.01108898605067929,0.07096290174516601,-0.05514948979095588,-0.006718344383187194,0.06734635583954685,0.03043894682922951,-0.09533473030307603,-0.10855472437572569,-0.09992791440618315,0.08125138650611682,0.008753987387756939,0.18253108962531342,0.08845848607589067,0.05037267502233265
VEGFC,-0.021331590033126176,-0.04459652785837088,0.004440497136274581,0.04627714144512583,0.018330061155356177,0.0440520199122751,-0.007483355322503054,-0.013200361488308141,0.09535426223021201,0.014304836608098998,-0.05408703128523809,-0.020698079263902214,0.01748167702886637,0.01896893780836615,,0.025664696935945967,0.03347455912066018
WNT6,,0.02566043369349871,-0.011478191338311551,0.056594547148498694,0.008286266792838674,-0.0007541499475350772,-0.01408421475792533,-0.011520608929312849,,0.05752539483725883,0.0683580208969447,0.01995279519477085,,-0.01115729211579716,,0.032713875248977065,0.020215967762335127
NRG4,,-0.021511125028426704,,-0.026485254274228452,-0.0014467159023314536,0.05681366300549371,0.03632513874877105,0.0942552127781267,,,,,0.024674257777192444,0.0006097179672243493,,0.004348438393886883,0.023653892501233842
PMCH,,-0.024792729236394646,,,-0.012456166044577357,,,,,,-0.007523876400380859,0.022692107230021262,,0.0372683878182274,,0.10815502512218671,-0.02404985016485789
COL9A1,0.10004499889377139,-0.04308331375671216,-0.02850900439936288,0.014321516371046372,-0.018454748285828652,0.0021864055855610603,0.0985485382127081,0.059030396021640084,-0.0320414383122867,0.05598567852000544,0.23634420884463642,0.36258879100762537,0.1425840461817705,0.11429708726139705,,0.03157353921307982,0.08380529119121369
GDF11,0.08234027641646417,-0.05817066661702056,-0.031212151345674007,0.033230988892090925,-0.040740430442690136,0.018732483615356725,0.033535321231303775,0.03497009067479386,0.11649782464094688,0.006626973884993464,0.022178828230946242,0.02854475564081936,0.045289144869291836,-0.02837952827806899,0.07245878297964264,0.05304060705958016,0.04544197663575352
RAET1E,,,,,,,,,,,,,,,,-0.02658105770493559,
IL24,,,,,,,,,,,-0.07763937049886499,-0.0808744909299215,,,,,-0.012575576516117059
SORBS1,0.00816737185825464,0.03358925430647575,-7.826330914000115e-05,0.05424013335519641,-0.08966256787090973,-0.02736447914863813,0.010471718567540414,0.029411453093612573,-0.018429201438995183,0.027245998406647074,0.07029890695943837,-0.0016708246346810733,-0.03270570113103865,-0.11658073458824644,0.032990494980802136,-0.003881895716329881,-0.024130247945619354
DLL1,0.050352781000737076,-0.01357941012776361,-0.047241337453852485,0.013831701911893653,-0.04673493022284709,-0.04263784367455406,0.051156396494167394,-0.043181309092782554,0.07757705020948788,-0.09827253240922196,0.18463851211640758,0.3596140293128683,-0.021233353213685868,0.17817021682211515,0.032185190813233545,0.07706078291453092,0.08843253490415781
TLN1,-0.015596871583717073,0.006040614061330583,0.040244091620405056,0.028997065955011263,-0.06533908668051529,-0.04935913486856453,0.09614898142135864,-0.02834353216775831,0.09243008577868153,0.019597514808534236,-0.09151213183602465,-0.07351288763977175,0.13670543813943464,-0.07405970455366234,0.0934355322540645,0.05340856637541727,0.18808255947065056
COL2A1,-0.017661095311212082,0.026937221748198147,,,,0.032743361111752155,0.10011648481943973,-0.010747947341519347,,,-0.04013537666789989,-0.11510819342384015,,0.014311172098974503,,0.061134185520326796,0.04668394659448275
SHH,,,,,0.0036128094821259596,0.025997636666608415,-0.026396932275783425,-0.010257762444438831,0.08307566519154272,0.0270237282246868,-0.00989976112416327,-0.014552429641775933,0.12293360658810576,-0.041187550588533184,,0.06619227175213689,0.17819181005023457
PON2,0.09748844690863784,0.12670285010485202,0.0832150670041067,0.05668414159223315,-0.11131585204981129,-0.016553397595908445,0.0802577567380775,-0.004005234071241663,0.04823606003154024,0.15222078046920362,0.11829265972729468,0.21339303184001993,0.0924702350414169,-0.06326900629767489,-0.06224924160580415,-0.00978741634057926,0.0194215833032695
