,UKF243,UKF248,UKF251,UKF260,UKF266,ZH1007nec,ZH1019T1,ZH916T1
SLIT2,-0.026855290521632824,-0.050302176917223204,0.01431369921168001,0.02666115552311783,0.0757937605170067,0.017176064654784662,-0.03642139852151442,0.02349288139889175
PLTP,0.014414299424389296,-0.05203330464559309,-0.051327558935988817,0.006063784847241983,-0.013876188953319372,0.0415453956742236,-0.0477005732146531,-0.015429309625551717
APOD,0.004965238967376788,0.010247463157240943,0.05105670377399721,-0.05357955703916254,0.019867158393586916,0.021506310755259658,-0.010372777505994791,-0.061331049510366546
B2M,0.006274724651081727,0.04655792241902339,-0.03289671891110661,-0.007343367890248808,-0.039090012402763885,0.048241961501947976,0.10038727157089891,-0.09978948244709042
OMG,0.008320260866565359,0.0451445755499561,0.04563877056334314,0.015832526274025097,0.024928678156777524,-0.00828426771905813,0.0649357818221962,0.008895141511615074
CXCL3,-0.027478860532411477,-0.033501218472022046,-0.02412175061620163,-0.01486089899420114,,-0.026346155176627303,,0.011490082398241347
CXCL10,0.05282221116645928,0.06757300938197595,-0.0393489186445224,0.04952835190685573,0.0004358470812382473,-0.030735898865462942,-0.019375317344250048,-0.037498723790190855
RSPO3,,-0.017764581596877518,,0.05722897549886004,-0.013329767451329268,,,-0.014042007669365846
CORT,-0.0376982271063719,-0.00015963656640321657,-0.02095423797562544,0.008014074678231405,-0.0194915052696999,,,
NCAN,0.05169195518191124,0.10404861265820177,0.07560212945247344,0.03917700989979126,0.0036963092006613916,-0.018022970696806164,-0.08213978638495216,0.0351786417751403
PRG4,0.007592898615498565,-0.019667508872781833,,-0.013664043721642665,,,,-0.018337814971965235
ZG16B,,-0.01813501451438704,-0.014118652742451908,,,,,-0.017508872364502135
TGM2,-0.03524062244173151,0.012942850064708423,0.01002198955879993,-0.051814253018601264,0.023344556863608694,0.0159036543231237,0.1175588998004862,0.005178821740716542
VEGFC,-0.020594305878289112,0.015869213278615252,-0.018128893823914305,-0.02103349111401716,0.023375003384636873,0.06495828166884034,0.17289032506289617,0.055986607049765075
WNT6,0.005275888848437101,0.01080438506932012,-0.013056883757451464,-0.01882773674880172,-0.014229502767377139,-0.04622537009459989,,-0.021145561860953666
NRG4,-0.03489127734339731,-0.012045149366868721,,-0.01946264339981678,0.0033315655924359942,,-0.03490648006279318,-0.014042009243139888
PMCH,,-0.013882682866194476,,,,,,-0.015860104806759014
COL9A1,-0.009968718009410274,0.12110551012465848,0.018332429916806926,-0.01781978869100813,0.005919779395715517,0.07602127473783347,0.09415822316283297,-0.019023180683225133
GDF11,0.03909060272477287,0.010216115234739375,-0.025245735381525948,0.019125118692165544,0.04890425967241545,-0.019566517115094162,0.07530912338237482,-0.026340805631778257
RAET1E,,,,,,,,-0.015403984368557503
SORBS1,-0.012133753419433598,0.04966646923082595,0.022690641839915794,0.007338037404353871,-0.012398083420327511,0.021519527295710626,-0.023083765197002393,0.017113506342392115
DLL1,0.07226060085797725,0.09532701137062369,0.02766022712133262,0.08329543204411854,-0.0059419114614134025,0.12307612523825605,0.012531142194244676,0.011518317875060649
TLN1,0.009691383228211944,-0.009767311346833446,-0.00925910726194926,-0.023456670802255584,0.011859617790627245,0.02365976839736451,0.05856574790994833,-0.051256328569847846
COL2A1,-0.03571352001593773,0.0714643410513929,,-0.012204063903376725,-0.015415895347780123,,,-0.020435867226470915
SHH,,,,0.07305411352138695,0.09435236106122138,-0.034884315334006384,,0.054287400689630824
PON2,0.08870566500697838,0.06503773742764063,-0.0015953715683672896,0.01875997789883418,-0.023447239956412756,0.06112130968640508,-0.050443812349132734,-0.016917359056010342
ICAM5,0.03581651292472276,0.004656019434945049,-0.0168071417598967,0.06124726558960196,-0.006180672330691461,,,0.025900472695246257
HPX,-0.03404834764116101,-0.00025913537845071317,,-0.010718481584089425,0.03658054457337767,-0.031489699663901416,-0.024747993042315775,0.010927911239352498
SFRP2,-0.046496936573625136,-0.0173870208100112,,,-0.03363850277335655,-0.00556105692452445,,0.01958674176300324
CFC1,,,,,0.037235861318299944,,,
CD70,,0.03646461657750806,,,,,-0.037883665465308164,-0.021423622298368996
HP,-0.014573994916216188,-0.0006954697808906403,,-0.038861541337216296,,0.037712200547769484,0.06287814413625678,-0.02100530999297242
CXCL2,0.017691596799262202,0.061801170467132786,0.039407294519965205,-0.008138415965983402,0.07815686781150713,-0.006831618972332798,-0.034388489227565606,0.015529096898839571
NPPB,,-0.016871677080827013,,,,,,0.15658099920788596
CCK,-0.02004776710655594,0.09758210060577227,0.028296777538072616,0.05349641766892989,0.0032721803843046497,,,-0.018478383966141366
SEMA6A,0.12165080405701303,-0.004918593433249676,0.04462339946392064,0.08762219031752264,-0.03072417554601595,-0.0061007792049785105,0.04508307090921801,0.0005180902503271345
IRAK4,-0.004160990160618009,-0.03006105251499145,-0.04682378274633387,-0.046400861038868056,-0.02695357528436682,-0.07654062327425573,-0.06629666984285305,-0.020418289049751098
GSTP1,0.035631920010608525,0.026244004061535823,0.042600641009536463,-0.03584094441630204,-0.0334287272149822,0.04001227877890866,0.05590686993954369,0.04868816240320151
VCAM1,-0.004225164995036291,-0.00695982714124912,0.0037747194109809686,-0.05061095155958344,-0.0025744261545211137,-0.013622321375718522,-0.006321605311377908,-0.03500837357653694
NXPH3,0.06861570827989796,0.07541563216692297,0.017966672306499145,0.0046666528247931984,0.019335737784439484,-0.0650888210645277,-0.03347383432103661,0.033396594110188485
MTMR4,-0.019270355947392633,0.02933851423536743,0.011557340698244063,0.014490338763417175,0.009180755133658545,0.03509903196397848,0.04043556211068604,0.039344315948284886
LAMC2,-0.031862600312651986,-0.013242502352504595,,,-0.019496720905760847,,0.2641117683838735,0.051347873434293714
IL10,-0.05055112650600274,0.07217357745359902,-0.018701657771262727,0.00925519870628414,,-0.0013700073393365353,-0.027840266028354238,0.03414053236264648
SEMA4D,0.012972413471349751,0.034113590014139744,-0.024188838356568536,0.06238137090078009,0.018989835107958142,-0.07430052024530868,0.03854952778603352,-0.008183573780902788
TRH,-0.0621786752725894,-0.030363623529596807,,-0.012009724149404127,0.002526384871559759,0.09353444323101218,,-0.01595429628465366
SEMA6D,0.017730394431381344,0.050191253986976526,-0.03097208382157868,0.008252284399705725,-0.004206787738387823,0.10428351193276816,-0.01690516815463423,0.053002543210365474
CEL,,,,-0.02369393473404748,,0.05035371618639351,-0.030330899183870087,-0.045655375241495495
PDCD1LG2,-0.05211026167443898,0.07298325329129958,-0.022671288803750203,-0.026702580695990186,-0.013691585273374987,-0.0789012034296723,0.06526218266264491,-0.006995160181493425
SPINT1,-0.036909337643726545,0.011277448562735645,0.03353691440383625,0.05944299118873614,-0.017709234017813016,-0.00390736634235437,0.006046724519237037,-0.03493175409624051
CTHRC1,0.04723790156601379,0.028034504537292393,-0.019586799071646083,-0.02671707071899644,0.007132591618977193,-0.000941229810116006,0.011242836581660975,-0.021526895151261865
PODXL,0.03448330788338586,0.052621303111993235,0.021261826662548687,0.006870495958283932,0.00885882434027684,0.027919401234392398,0.02783861264107724,-0.005693941353971877
JAM3,0.05267921390570904,0.018348150027471644,0.008748248700337018,0.054277567425104416,-0.06401100885083508,-0.02456831000496663,0.007431507471066778,-0.006772886192974663
TGFB2,-0.0008202683154426344,-0.01340948776654756,-0.01580065879074222,-0.013069722653968502,0.03210535520886434,0.043347037061372516,0.04758645104516069,-0.00946816365536153
COL18A1,-0.015912299705239823,0.04680105943602013,0.009580163415588849,0.00777311225538138,-0.0017389203009577942,0.07056267657906025,0.09706774079922752,-0.04359080313353841
NODAL,,0.02421386698574799,-0.012575968180166352,-0.0027631915188679346,0.032124011949652635,0.13094258618329224,-0.007758718736630445,-0.002105780582846488
INHBB,0.05368370609582038,0.05339687586693924,-0.007397023582917829,0.06135429024062249,0.02873286125024259,-0.009977328675547579,0.05230830251867659,0.03938326524951732
LCN1,,0.0381462710895527,,,,,,-0.016133852777349515
ARF4,0.047993083190975915,0.009401487158862788,-0.03418885866532836,-0.035061125288119326,-0.0020830302162365057,0.03755809801152917,-0.031132758161325668,-0.005764907767155549
CXCL14,-0.005947579532397571,-0.010076641633408085,-0.004109469223826043,0.06624284798630263,-0.025148105376617234,0.03548848443297647,0.07492132849896684,0.012047414638271938
LIF,-0.009551192255803758,0.004727944508268494,-0.01591416631172898,-0.06467324958853524,-0.017273036604812247,-0.05246781675643808,-0.048055785310265664,0.03733037024052909
IL17B,0.024929297068622663,,,,,0.04053805694585313,-0.004505296410953753,0.08073162953731072
MMP1,,-0.018256980358267436,,-0.012009721529517445,,0.09752545519025319,,0.0013421280267032893
MATN1,-0.030006695587104212,0.060895263108675456,,,-0.01667523022451113,,-0.03642147031254465,0.06598444893563214
ADAM28,0.08368965003837327,0.003604225590832999,-0.012882357805810077,-0.018719636497227493,0.007049940352245395,0.01323005048135047,-0.008032712190361512,0.02012030148415868
TCN2,0.0645701709783945,0.0693705096776576,-0.015469641367025971,0.0462535531557358,-0.012486856736638494,0.07284533140072813,0.07199666856832618,-0.006015628884493921
THPO,,0.00919922212439567,,,-0.023712904464723118,0.00016242145043481333,0.018756082250499198,-0.021005316387444267
CUBN,0.07581630049245502,-0.03091681154185471,0.021829001295993255,0.07828872349274295,-0.029664752801249646,0.015993356027165295,-0.06909811077531934,0.042247575819864915
TIMP3,-0.01666204483904567,-0.04236233533345619,0.019249060893519198,0.02381980879569693,0.0011511703847690573,0.021689305563745296,0.019669550134456794,-0.035766823120066606
PIGF,0.022512796168374836,0.08051139733788613,0.004269905940379526,-0.01605696493370998,0.01922654531078129,-0.005152942537813231,-0.045796853397480276,0.07640688569421912
CRH,,-0.015515171629500519,0.06594923729852277,-0.012204066142626218,0.0376234997338384,,,-0.006518880589768509
BDNF,-0.004476718712415623,-0.03644977743500729,-0.014118650051316083,-0.026606793576185072,-0.020569274470134458,0.06292395068380491,,-0.04538902952978968
CCL5,-0.013592788037339919,0.03815004556428746,0.06308289178730186,-0.03492546420241815,0.014816307260385906,0.006295251311474075,-0.032410940264939056,0.004554218679616493
GAD1,-0.05221137375042842,-0.0037049724015114924,0.016306258535292724,0.10458990167231644,0.012835574519639759,0.08584146491101215,0.056636510232065035,0.0014345264953306756
COL14A1,0.03895571698965525,-0.031379274861755006,-0.019694951350628116,-0.00897061134085723,-0.021754096691091886,0.0055691592032585556,0.05609774244758748,-0.017654579315210292
HLA-A,0.0489183890345811,0.028482911460342788,-0.01602120376041022,-0.05681461165648781,-0.004798840021614958,0.0760644490007029,0.04753117756511751,0.014097065290378696
CD5L,,-0.015515169834513341,0.0028545025922157518,,,,,
FGF18,,-0.014038424426012159,,0.09038284802247631,-0.00030533180753880947,,,-0.015954297564654336
ADM,0.021644300275036908,-0.026766528999073214,0.05752042600398338,-0.03589429527569899,-0.00884464877931564,-0.021011516465279184,-0.022069773594010217,0.0505890714418641
CCL15,,-0.02588568655270289,,,,,,-0.013837161039240776
GNAI2,-0.015236734308181522,0.05432620196177551,-0.005647419355058285,-0.04021716235159289,-0.005011137004384657,0.094712201570188,-0.022046831803864384,-0.03210249962107894
HDC,,,,,,,-0.018165972784873235,0.034464727321957996
COL11A1,,0.0026997175774600224,-0.02199919801180122,-0.04558653713294903,-0.019954431870987027,0.007927372669648991,,-0.000194521201552841
NUCB2,0.05615959613899415,-0.0007396558589587767,-0.02897741161336057,0.012167379250893713,-0.006873785608176272,-0.06411282294556588,-0.08949131149423306,0.010719428885521898
CXCL1,0.012733078763859292,0.02832019487038487,-0.016931177377350105,-0.027649337518190636,,-0.034701489118460084,0.03486736815638154,-0.010429827495420861
VCAN,0.001684220848178182,-0.017263544977476435,0.014073918711305205,-0.04315465145019182,0.001051179897584164,-0.005393932244613548,0.023197676731068442,-0.08055336819207012
MMP7,-0.005034264205776447,-0.0036269348233203616,,,-0.01727303175635648,0.12611409896857761,,-0.053174220931864885
PTPN6,0.020306230468975617,-0.031296318318339164,-0.010618576624162145,0.012577438948689512,0.005428844471576356,0.047719637488984896,0.012094383076846267,0.017651270494992124
PTGS2,-0.022319433409073778,-0.01599377439098722,0.13646668877671747,-0.012694149902628009,0.06329620287724662,-0.054980266545016136,-0.043289581665825284,0.06970691660153125
XCL1,,0.0026795496837944627,,-0.012770150403046382,,,,
CD58,0.037959713512422034,0.0639505666425707,0.024049579824690446,-0.02813655390582747,0.014816913729392969,0.00578438177141761,0.05525729575025005,-0.019673682663901102
TNFSF14,-0.012175503588003305,0.002730870093217182,-0.017658659820377585,-0.03594370914408396,,-0.044800255398102416,,-0.03318813079055414
CNTN4,0.058889026130117976,0.04961465542291158,-0.013823142575907013,0.08372397151263831,0.03083492641007247,,,-0.023544790010393536
INSL3,,-0.015230520734422884,,,,,,-0.018946212086561002
BTLA,,,,0.12099139212843316,,,,0.16687026492929669
MFNG,0.01750520858497115,0.03806498909429429,0.03770449834021767,0.0030423954187940015,-0.03045250158465189,-0.06243705268370864,0.03799898310557022,-0.0006889775918799485
ICAM1,-0.021323185938806517,-0.022539920418535836,0.008345080612313526,-0.011579345653505099,-0.0179000858323912,0.0038660372977988404,-0.0012076791283295047,0.06557408499868929
PROS1,-0.027445379932837154,-0.022122786641868043,0.0038342073600595734,-0.010766824363573756,0.011397816105300466,0.02732259407777371,0.13529155643260662,0.01655909908356928
CLCF1,-0.005996287790883469,0.019469845166989488,-0.04334404940111323,-0.051575473627570145,-0.016057007909641888,-0.01922232894097947,-0.04653613465115619,0.007798543086267368
PSAP,-0.050384339858459755,-0.013920945884580038,-0.08130664205416717,-0.0007087033241918815,0.03434343261513975,0.012319378787135188,-0.030046816747260247,-0.014532929988584522
EFEMP1,-0.03364387965859077,-0.02056360114446771,-0.010619041412799388,-0.02087113330845015,0.043257279870683216,-0.03237760420417579,0.08844011941075353,-0.059555975277150064
C1QTNF1,0.07992095911728449,0.02271448517525138,-0.014955287016502504,-0.03423705637722211,-0.02526101543499727,0.1194652865260134,-0.006735104038638602,0.06014769505709442
ALB,-0.014694149953272199,0.005921586476757357,0.0056763195124986746,0.0984367273566301,0.07214574078738165,-0.029525369439589992,0.05658545928678558,-0.0013778747092177402
EFNA3,-0.0045492257996465005,-0.04041830455172168,-0.013521058471914201,-0.010583566939636723,0.07404452626570816,0.0046544674861732005,-0.05474373391384087,0.08951724355142167
DRAXIN,0.052140006654277905,0.048049465394327064,0.016620302281253142,0.0681013849651649,-0.005326230383988689,0.06078526780137201,-0.01310027092537907,0.021135062561776965
RAET1L,,-0.011864723569211474,,,,,,
NPTX2,0.008965357445636363,0.057605781252586356,0.04384600547924836,0.09900052584194327,0.03372903138392778,-0.025969777672381095,,0.0009028850607751786
FGF11,0.007302025012934005,-0.02027490726564037,-0.021904546763270503,-0.03972247704529522,-0.013708364506172903,-0.045621996548404584,0.038542805985328055,0.11949269253339688
CD59,0.012320886818360636,-0.021554075101972717,-0.031185365903506804,0.022989308766487013,-0.0048237063491240175,0.006788083895165298,0.00038878080035531975,-0.03916984200472611
COL9A2,0.011046614669141488,0.05498282894647038,-0.033023324974467104,-0.05328384693342237,-0.003754854382253151,-0.07707898392087052,-0.11170629763324944,0.013698858016994636
DLL3,-0.043776533772965316,0.09282692815763088,-0.07007501226401727,0.018023063511511322,0.00044070655917734046,0.0076943678213888915,-0.10220909752132272,0.0034222157342808845
FGF5,,,,,,,,0.02894457309018753
LIN7C,0.052996255832718026,-0.00548372758756569,-0.009667162143872463,-0.03260857897886548,-0.0036342821797690356,-0.0469877776531131,0.02515801358347036,-0.018342874427753578
GDF7,-0.030006716007653,0.021242520844054074,-0.014833215622555618,,-0.023601541030558216,,,0.020554673199721738
PSPN,-0.07421840801276017,-0.013382502593168519,-0.0018591205572523269,-0.023227267385526554,-0.020277025346297446,-0.0332736511904395,-0.025808336822772913,0.010285289293615591
ANGPT1,-0.015791896410916138,0.04597801754101315,-0.011548723740870058,0.012207312243955626,-0.028439978484455057,0.03561945031818715,-0.060460675850576594,0.001645359297874929
PNOC,-0.057145601744420495,0.0496348708853361,0.01052445619321479,0.07269228016269717,0.05533053684159809,,,0.06633931715946083
L1CAM,0.035428060959720314,0.010833402983926384,-0.01601069113160666,0.0387835086212934,-0.01883553169520719,-0.03975566212224193,-0.049335827701245255,0.0642116813621184
APOA1,0.030032381483765375,0.03341984901852924,-0.020542012317028683,0.015335236017449077,-0.00010945614195940115,0.012564998878182914,0.07242363540191639,0.036369117300993
PSEN1,-0.016121150845032333,-0.016615282741355725,0.011790490414769084,-0.061156285771142925,0.0010860690452428167,-0.00957831555764295,0.11097860250979759,-0.0534085335841688
CALM2,0.025956218517891243,-0.010461952249879062,-0.027820403352828555,0.055741987300455584,0.06276740740719942,0.042729463395751226,-0.039000049161194775,0.02832619447951086
CLEC2B,-0.018190720416859294,0.007830436462744927,-0.0597415470066109,-0.02175153119807623,0.017991835959287154,-0.04315474549893621,0.020490000668844655,0.053668458864303284
NTNG1,-0.04104765115991636,0.015536625668012944,0.03534800846601323,0.011545393114068861,-0.03763483195687016,0.020050648161409574,0.06196871873244363,0.037805926845135465
LRIG1,0.02524843920606816,0.0680233641589752,0.035124297818140957,-0.006497101421418116,-0.008181436266477717,0.037674788305035053,-0.02616686719775124,0.030437892746243547
CPAMD8,,-0.023837456468989333,,-0.016213787972605927,-0.021003261104662004,,-0.04156674546531204,-0.019851990340361905
GHRL,,-0.031611521037438355,-0.018814332077698837,-0.027459242851630417,0.023593563689860323,-0.007037159834898547,-0.04865850066267108,-0.027252331405166565
NPY,0.014337380158831934,0.09122744023828752,-0.024415822641734142,0.0040110959186681954,0.0725596951842198,-0.006356841319024373,,0.028565492345061554
MMP2,0.01684528526708105,0.060826789815630236,-0.021404439310051655,0.046143212427682656,-0.028828153203278976,0.07083517916265411,0.005867360075975344,-0.021265265515988722
