,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
TNFSF13,,0.024843403850412834,-0.011379005814071313,,-0.030781566214963082,,,,,,,0.02720310145339154,0.0030553508385728102,0.023494766202778333,-0.04837547497578621,
WNT5A,0.05644181489303229,0.01599772313122804,0.0068192927079823145,-0.03871227061792621,0.020685175316914613,0.136888408135986,-0.023243757411187397,-0.015545332370264887,0.02337952419331246,0.027296541335421733,-0.10165421853418541,-0.03569628471424137,-0.02815185692217583,0.08429754012321646,0.026571062424165768,-0.07792618676025954
CXCL8,,0.029953211199207446,-0.005954562489756187,0.02905008988576072,0.03760284998375622,0.053974502631364295,-0.011842269382827987,-0.05230857786060758,0.00960915647803092,,0.06334423478776313,-0.06437418655473603,-0.12998788581392348,-0.01357028025291766,-0.0840130778986712,-0.0021972255874549923
GRN,-0.11257731939863616,0.01549764284526467,0.040216504087225054,0.00534662732311354,0.005477957133111582,0.10933518401343696,-0.03649048635851818,-0.09988780843527789,0.026743941036116367,-0.0020478402604553548,-0.1511785888744799,-0.06060489942008743,-0.13035849242319753,-0.04017366767299949,-0.008179245660402974,-0.10294320707164738
MIA,0.06264690665099318,-0.009405955141465614,-0.024871118510823333,-0.004187309096762109,-0.009301335898036509,0.13081741738731867,-0.014462477034846427,,-0.019730220246275243,0.06857918224408117,0.047871358790613786,0.19650434116346494,0.2712464371225632,-0.08025357822194787,0.02031715325026502,
COL4A4,-0.027511862158606876,0.06805776183683138,-0.025128566684753446,-0.050773415973160645,-0.029287300311141292,0.03110331940657766,0.05875003281846588,,-0.019139045612269503,,,0.04528024352234027,-0.010595336603361939,0.01504205573646757,-0.02555816173204882,
TAC1,0.006693239763722598,0.042910166409893785,0.09202933049011994,0.02736614374142342,0.0026627062105331126,-0.060176861492747764,0.045302198982351015,0.058819132623895945,0.1317801561227319,,,,,-0.006785995281950982,0.23462206545988692,0.018373257907148093
RARRES2,0.14686000348056225,-0.008212860157122083,-0.04432302414379938,0.016453602520847533,-0.03442178964657201,0.16736333833572056,0.04171120266813933,-0.0075213023420720535,-0.06370045598872016,-0.035396744102871726,-0.021134643800190908,-0.011709714658802585,-0.014731390113885294,0.04113595618952847,0.04124234513159645,0.004930909904093448
FGF7,0.08743972773611214,,-0.01898319641301211,0.022709283842815082,-0.06051727805026918,0.06443335496822704,0.004742412482997229,-0.02377634204567167,-0.0201019911077673,0.011531176252238014,-0.01934188622490867,0.06404203531694724,0.03677970491067639,0.03823552582309537,0.05775504424495033,0.0018583936708535134
EFNA2,,,,,,,,,,,,,-0.04944330718607775,,,
HBEGF,0.03138049116935634,-0.07763782873618527,0.011386914455067869,-0.019766536191242325,0.016373091467359536,0.09651155332708242,-0.014261360967939354,-0.01698411632867361,-0.029533270166768842,0.04021077598538176,0.028130033189661764,0.01644320913240533,0.06292123827025504,-0.0015970622389009387,-0.007439061400677302,-0.056509406282794536
CSF3,,,0.009740775060489567,-0.006662535782899921,,0.00228460795757684,,,,,,-0.009438183413348289,-0.10216308201545461,-0.009549168199398602,0.01659887733174455,
PI3,,-0.030154769329536573,0.030664760253887362,0.02056731429410563,,-0.04228912906476153,,,,,0.04811778961499921,-0.08263564254670032,-0.228846690602664,-0.04595177775225238,0.046226159415890804,
PCSK1N,0.11674404436040817,0.026754669811921566,0.02682279993389116,0.04643103625816663,-0.012244659601951969,-0.06086094406148567,0.05013824652525275,0.1766827480978736,0.09822749835034976,-0.029532892407534005,0.01485643257535039,0.013143592612046227,-0.08582135350571807,0.04866124474114759,0.033140750816723887,0.16984529346962401
NTS,,,,-0.009656153099343274,0.05132097360207262,-0.007234677284110114,0.005339963570803251,-0.020667588255468678,,,,-0.059493436378781454,0.014046658028370485,0.125354019788693,,
SFRP1,-0.028863435330488442,-0.02339704873280699,-0.01439394688062015,0.11135036626648065,0.04119717829096941,0.030354179659589284,0.03258364479466234,-0.028610528899721797,-0.007020337319780877,0.03653342989226385,0.05947547411682467,0.03408213818199032,0.04817692016239091,0.04063786842541691,-0.0520157803045039,-0.07076023369630059
CXCL13,,,,0.028741111384497454,,,,,,,,-0.00959205470353025,-0.10095473814019588,-0.008734895280781908,0.03726629940783724,
MICA,0.055174221226859464,-0.039939553898372115,0.028811257755535356,0.055353032666273144,-0.011010621198020818,0.043854064394751126,-0.036940754043856446,0.020620744719291383,-0.06828284103311538,0.07165757748043386,0.041339266477701,0.07243811983658584,0.04356365708240626,0.016687704205863522,0.016852421515674156,0.04469362801756181
TG,-0.04937317383599957,-0.013022691962317413,-0.015533349178274937,-0.00866157584076032,-0.04126854783025197,0.03648480161823196,0.032178239128889306,,-0.0201920452974195,-0.05168537893579816,0.023262020477142972,0.06192569940650746,0.06820450694127315,0.04211943972589276,0.008981452204864536,
ADA,0.07935342569811543,0.01643657673052315,-0.011701402532186395,-0.003957436880616551,0.010550417185795217,0.08243403001406632,-0.0203764211793328,-0.0887802531517921,0.01063621129245712,0.032474590556619755,-0.014573400653861628,0.0728225525597971,0.058247855833931876,0.03889082763476351,0.049230531203744377,0.05814094636790288
LAMC3,0.04790995283368892,0.032103840211171804,-0.021970855628367716,0.01329039420832817,0.003674491737362537,0.07941886436654418,-0.02895081425894118,-0.0032238457936714267,0.09139774380834738,0.06740347729267435,-0.1373046113847742,0.06690833634570197,-0.0013724335187042533,-0.01559254265442989,-0.0026223912997309987,-0.04586113931247735
CCL7,,-0.01823214068638295,-0.01123058663780558,0.11142802280408916,,,,,,,,-0.018441440474585697,,,-0.04390132513477511,
NGF,,-0.031303680167072946,-0.025732142413716654,-0.03684150771601898,0.056961311335277855,,,0.05545025367620341,,,,0.014081537849096501,0.035494210394224,-0.011250355338844354,0.030284507001981646,
TNFSF15,,,-0.01250580750215277,-0.0255550230396579,-0.016688191035046505,,,,,-0.01718254107232996,,0.015794269383400575,,0.01316428142741668,-0.034301463173100115,
HMGB1,0.020460567820050225,-0.026613099635126536,-0.025582553663803565,0.033936779210334826,0.02967721894217451,0.12764251234464058,0.010394821693433384,-0.06776959770677873,-0.07187936914023954,0.04275578268416317,-0.10732554985240868,-0.09904046017254992,-0.0812593911665255,-0.00523309217456895,-0.014356588705825912,-0.06732384231632758
ITGB3BP,0.05515896956769041,0.028020780268654483,0.07972703717264885,-0.015818303460198455,0.06380609311710149,0.09297891528997257,-0.020390503086866466,-0.062220724178672304,-0.04401872548802086,-0.05287504769703091,0.034605321694656084,-0.029720883123913085,0.004740099234564774,0.01547072737150783,-0.0024383432300718023,0.1305812894845303
AANAT,,-0.026452062309398772,-0.011379007028530943,-0.02302660409618934,,0.0605974606130662,-0.014462477839286326,-0.01943058525747983,-0.018031393537866487,,0.04595062357719772,0.03386778851498706,0.05475607123129532,,0.008796880175226373,
RELN,-0.0027950193233195206,-0.015941940813106268,0.0817197852631625,0.049289031520416214,-0.04527821345719987,-0.03260658309227638,-0.006436505550673054,0.004493152040467786,-0.019962308999825006,,,,,0.0307514467997359,-0.008135194599042083,0.04914609274080582
IL15,0.0360543962755401,-0.007416876774774421,0.0014911164476057116,-0.03260288202820082,-0.03402498516780094,0.0499024892307695,-0.03108460451399931,-0.026331342390988728,-0.016723284108918816,0.07455788676679227,-0.05407622304890898,-0.01006988266736068,-0.03185740281820456,-0.01991418135869496,0.01945069354251992,
UTS2,,,,,,0.01644814058149285,,,,-0.013300891135421253,0.06390641148896124,-0.008712951068491239,,,,
BSG,0.16206760488388947,-0.05148590254087012,0.0007148569200555037,-0.05071088858053052,0.07907260588347723,0.012451373974266764,0.03829429099976281,0.06128441314790512,-0.07347098742891013,0.06591963961490056,0.13143140049364008,0.11702706096696346,0.06263765951001257,-0.08920305950277323,-0.05144367921099432,0.15247973675322848
ADAMTS3,0.05454648366491374,0.03605784415992864,0.03712918094070422,-0.03183090953019407,0.012552822417626315,0.10954508940485519,0.02046442771909581,-0.031200954237438513,0.06212368244360239,0.046762214207787596,-0.032244307071492125,-0.011695149284741302,0.053674165543836284,0.04819343718797845,0.08209852872071605,
CD34,0.09972578220273703,-0.029066208854740434,0.0006837197419599882,-0.002630181166349529,0.03190211508054803,0.10024845488664247,0.07243801886785983,-0.013895842468785188,0.04024288649397711,-0.02132736550626598,-0.152574378553545,0.06532028208794942,0.08187298287125543,0.009833811709932099,0.02677776227991087,-0.029720702237863578
CCL23,,,,,,-0.006760916695210758,,,,0.07463597520654398,,,,,,
PLAT,0.11196876165010959,0.00460712934934493,-0.01725109218957391,-0.0012738015013387977,0.006689398667587695,0.15900526906205684,-0.018541877686545104,-0.02588058152946704,-0.037003185377785366,0.010630944418851422,-0.16171705496558456,0.06091622530805797,0.13138394660601876,0.07345653483679565,0.037065487901161764,-0.08116174977908613
NTF3,,,,,,,-0.023345889322105975,,,,,-0.006659438848677402,0.10598841010708213,0.05725918392493115,,
LTA,,,-0.01439394620724869,,,,,,-0.016723286173248815,,,,,,,
CKLF,-0.009885997355445994,-0.02085764270362986,-0.016781237245518076,-0.0015744705310539876,0.049853038258586196,0.16815514324566355,0.03714760227061902,-0.06284369962108952,-0.006563520902524797,0.0072612669514650445,-0.04907040590765094,-0.016521581431763088,0.20905214076996292,-0.0011713858522223054,0.035122590357392736,0.014747007860010321
CD24,-0.054338507985755125,-0.05016429509456004,-0.011449272532546313,-0.011379121067371234,0.06237183173585773,-0.006788634820980748,-0.1153946283896541,0.0263695797926288,0.021255950741177327,0.010663382760724888,-0.027219999838262725,0.03388834039739412,-0.00036516829902664635,0.1053343523228883,0.10144318603510304,0.155166062173613
HSP90AA1,-0.060845804947145206,-0.01186433450166233,-0.03478403827384251,0.05137799830838705,-0.009806853438767629,-0.14029402480581535,-0.05092450428995329,0.18382027658907363,0.09000228316162592,-0.012235513952822382,0.02414322739172321,-0.13903036940821198,-0.28132652036970257,0.014595019671905188,0.04121665828917695,0.14304519618311
BMP4,0.05882912457450357,-0.01196265690474363,0.020401396563439124,-0.0446868449304364,0.07283042826834514,0.04038096130362953,-0.0421848815088352,-0.030992205107531617,-0.014249967074612369,-0.012225367356828708,-0.05694488842028279,0.0813761599073561,0.06933070873837271,0.04672811442719692,0.0727285058577923,
SCGB3A1,,0.020543173696193937,,-0.00040091389900882737,0.029824129275143413,,0.011510449999756452,0.0446320197267223,-0.01166928793548273,0.05365117274044539,-0.1314031359873829,0.11891731206800317,0.002809290235231814,-0.002133581938662372,-0.0024396243595082084,
IGFBP4,0.09099799887006148,-0.048699439197469024,-0.0461580037228051,-0.010165458760546007,-0.011251561206080344,0.13745084141868003,0.033227696429811784,-0.05853450396929749,-0.031763090022711445,-0.04878771189893319,-0.13170774481530054,-0.06399714474789431,-0.16943488583504274,-0.0749390013971197,-0.0037008920194301813,0.02848355036508658
RSPO4,,,0.017890785863819526,0.039497191725284056,,,-0.012199239726027636,,-0.023197830699825443,,,,,0.0016243005206480726,-0.05128816449821571,
LEFTY2,-0.008587749193603866,0.05831735368069211,-0.03216202096465791,0.022232202026898906,0.01128146741929684,0.14249371337419034,-0.013376615559569326,0.15853990718768046,-0.020644710021330767,-0.0009712099563768095,-0.032900037771324143,0.03819715543812424,-0.03744065681494602,-0.02179339563011889,0.047843788225170006,
PF4,,-0.018912917384181705,-0.009798465585735626,,,,,,,,,,-0.05372989025243233,,-0.001953038424167216,
ANGPTL2,0.025114345740200578,-0.012328724470360975,-0.005050547775619256,0.014275547234510591,0.055672028349419506,0.07483612434055538,-0.037346867566018925,-0.09896174792100831,-0.09665131448353469,0.1264223286597483,0.017899780946078442,0.04078969557080614,0.0988818623393398,-0.013495260127292796,0.08450137132601301,-0.013270971061912098
LRIG2,0.056333681554616793,0.012717646899686746,0.058453965364727745,-0.005387517266688938,0.03654487368578584,0.045572245456593115,-0.028049830164170942,0.011944488069887264,-0.006939391767308823,-0.038755838396128076,-0.012773037221203185,0.10860140740805933,0.12019166385139061,0.019368646161044646,0.03417261528649028,-0.019410270446677345
ICOSLG,-0.017891972518062554,-0.01580182973867848,0.02404031790213844,0.044011387446686326,-0.002562637868549423,0.0471567521155383,0.02689385560536,-0.053644597902679565,-0.027711519919809184,0.035594839764069845,0.01729627780696659,0.002128069873782978,0.14856898914163236,0.06222075303357126,-0.0652403954447237,-0.03940729939600274
WIF1,,0.03992960812839438,,-0.010065583573433496,-0.01599499908610347,-0.06993309396626751,0.053497584005751116,-0.0013586662753476463,0.03907054852206196,,,,,0.019922065727133665,-0.022933442016862395,-0.03992430688494009
NPPC,0.08757919565015145,-0.0448543206908672,-0.015199836488049335,0.012590633857320316,-0.008866669386386602,-0.02547411885676044,-0.01695395780612427,-0.018245063090365332,-0.09429869861185951,-0.03971870730023838,0.11511280898843743,0.1319751499415279,-0.005298754821884929,0.03522239383160898,0.07772673842765929,-0.05438305785736003
LYZ,-0.08063975247886904,0.011314138919858868,-0.07780801695168693,-0.003831073569156664,-0.033011480055332,0.10570519532361418,-0.04738799854257903,-0.12615296106858057,0.029354324758410516,0.06502550251921382,-0.11734178120527111,-0.012764161577248367,0.03889361221172904,-0.045070731506816064,0.011553396804395235,0.005946013121235467
EREG,,,,0.03500038244752698,,,,-0.02126092245162331,,,,-0.04618415363005811,0.018389971750601933,-0.018535448853959323,0.008164829855889613,
SPTAN1,0.10135076910694167,-0.04814284956871869,-0.02922014101551086,0.03794378953133947,-0.04251414070270656,-0.06933166514984662,-0.02610967178431442,0.11499715302339979,0.048545246494404524,0.004729890407531042,0.054727528184798716,0.059395218346230766,0.04132858380890743,0.052700911013514026,0.1297521784004979,0.0753934521953962
PTH2,,,,,,,,,,,,,,-0.0019461783763279922,,
LIPC,0.045010278428074015,-0.008605934299954411,0.06327283508822527,0.05638562012678553,-0.03618482748623928,0.057179387816536274,,-0.03807792460579461,0.0011702645738794744,0.04725218591932588,0.002907250966115797,,,,-0.05757226753302124,
COL8A1,-0.01522843388553683,0.039768128672921385,0.030904566091279697,0.011188850923973264,0.03097955227452744,0.015881998114529703,-0.052837322201174285,-0.055598099405430736,-0.04678564987877078,0.05630634017039264,-0.013577797345465523,0.10127176489461594,0.1248658122244876,-0.018916705974887364,-0.006223809740525431,
GSTM2,0.10466438172989789,0.01779672404638846,0.0006842482941309818,-0.0012257069924999882,-0.02877270651247839,0.04334127960701651,0.06458568537748577,-0.03381575909572831,-0.014250651798431503,0.022115702022801404,0.030377333234846215,0.012317986128877825,0.04652433729008844,-0.0466730379849677,0.0112684914667592,
IL4,,,,,,,,,,,-0.07195487019479554,,,,,
SPX,-0.0684522799038835,-0.0001295948170112637,-0.028853625506280588,0.0629827896996752,0.044708943059633986,-0.021371621774227696,0.035361571894383555,0.07841663430852516,0.06303798686344494,-0.03871864629552525,,0.08077883084790657,0.06645634595475457,-0.017786520961794786,-0.02111569904228702,-0.05857192429634786
MFGE8,0.013745259936758777,-0.022099341134210367,-0.012927854714784477,0.04360534616917939,0.036261488567822735,0.07196892727411602,-0.00337991177479954,-0.02420447617599461,-0.011960836984547491,0.07622730805493888,-0.07540525702644835,0.016634173545063424,0.03438355509645958,-0.05823916771853092,0.04509836092999086,-0.01404735137946687
TGFA,-0.03923748839704401,-0.02755943178878512,-0.03029992108436902,-0.05335350971946124,0.028141536322310208,-0.004009162246233397,-0.013027303275072299,-0.08082660390503951,-0.03448996983614806,0.08733668038432245,0.056631683259666846,0.13359676283227265,0.07646688738118693,0.022213118074146106,-0.0027643790730739783,0.02241413315556479
SLIT2,-0.031000730983774226,0.07885216564532317,0.004889023313045072,-0.017698053012901845,-0.039338862803170525,-0.038062222309959294,-0.006062001474251068,0.008889928300032083,0.020469433911616198,0.07462740198629042,-0.055388933336616514,0.08954505802240297,0.051783117057575566,0.0473742796365416,0.08004206672778572,0.034171215127992274
PLTP,0.08399426576426636,-0.04362123004912053,-0.024133871277189006,-0.005495729774191607,0.019038034464514204,0.11259484394391689,-0.06920446223741838,-0.16739964938072788,-0.05836722405714708,0.03897891634539367,-0.08144290663778793,-0.036708491858627595,-0.10189071945371622,-0.051345164808693514,-0.016583193406588915,-0.05943927948303326
APOD,-0.15306257629449857,-0.061160675872877344,-0.0064269852594270194,-0.0359815853458922,-0.07576863587634852,0.08014573169269675,-0.07529294073650976,-0.12177904316299547,0.07595992793013057,-0.11811990655529582,0.04764761738819151,0.1044175369126888,0.17978682131857998,-0.0032804130193212562,-0.008417374018163866,-0.09845582879750119
B2M,0.07921870600489087,0.005514355183034766,-0.010027898800357387,0.0361239823443547,0.0189178356518072,0.16354155009847313,-0.08406480586307692,-0.17969817109905037,-0.0774384690642092,0.05764746534379381,-0.18942296990210689,0.013260591999417953,0.08036448238268087,-0.06084439302564904,0.05487054105876987,-0.09341591151344456
OMG,-0.022742572412624857,-0.021693754301919253,-0.02616280562486889,0.012108221169348371,-0.0053474912975976134,-0.03963161575109957,0.024292780183462728,-0.03263157155925474,0.11971502133537916,-0.06616454547474923,0.02642544784796509,0.0736633767870137,0.18444759134680958,-0.06110322399067877,0.04445595992780946,-0.06072773942971085
CXCL3,-0.039760373484053965,-0.04670488007397416,-0.04493219576186807,0.021270903988734487,,-0.008456431306860981,0.07284640163588939,-0.029929952969177196,-0.012043794404248643,0.05704691939678024,-0.028558869100219018,-0.05682353596208003,-0.013492271588822515,-0.009714852919184315,-0.023864986529981435,
CXCL10,0.08011049637849432,0.03616836304501169,-0.01501064694270917,0.005030161917846913,-0.02296601918736423,0.1379503088196032,0.08436710575407119,-0.032800301209238755,-0.019139046821385914,-0.04604922995002767,-0.005589334594052845,-0.042790372211730265,0.013298150909803512,0.020551066540403753,0.024341845854108042,
RSPO3,,0.12686279340158554,0.06524460048582842,0.0874459507164888,0.08874817755748125,-0.025066862389204424,-0.0029590382387040155,0.05096210565806504,0.09242363694294595,,,0.04613425353344953,0.07517053151518037,-0.005377656956936811,0.059514331080508374,-0.025605812897436256
CORT,-0.03984729041679679,-0.00849300306812267,0.09790311703928938,0.05615530565054323,0.022501049807654966,-0.05286038975445996,0.009885310695601683,-0.04194577744459967,0.06423287119346248,,,0.05447943040119461,0.06585542294239029,0.01602663127954474,,-0.027342860828468624
NCAN,-0.058499141618646784,-0.02202940855595,-0.008733661665040431,0.03485518427254709,0.03992937226732299,0.0795145813843982,-0.014260330425335827,0.00800461294586406,-0.07118527346089513,-0.04998283199124681,-0.05079144772020574,0.08029599876435892,0.14734978823525566,0.026241795209212684,0.01165956818523051,0.03380405016872275
PRG4,,0.02162190426675311,-0.011230588387925797,0.043798053565061876,,-0.048188801402737354,,,-0.014714568578642884,,,0.021214714241020286,0.04415248481360082,0.0011314610846149585,0.06886793336432727,
ZG16B,,0.00271513744099986,-0.013034471322239834,,,-0.004928210566237944,,,,,,,,,0.019960407085863947,
TGM2,0.0522999154240575,-0.00982082584087285,0.04999688747936717,0.011902623925221279,-0.06101721989774267,0.061537315141442034,0.056083210803848316,-0.023434294235271883,0.014305378324028424,-0.01955002235503407,0.10527434910755208,0.021614487021215986,-0.00023643461765040683,-0.02897128715284308,0.029177359028757868,-0.07515899207950782
VEGFC,-0.02930161106067548,-0.0037554304408196704,-0.020015915606663767,0.03482030053383837,-0.028465907311712738,0.08985501744479167,0.02930807558260803,-0.024024749797491245,0.07384797735786079,0.022124550534380873,-0.06208946159707648,0.015615797112943018,-0.023006888951395014,-0.022213391845814896,0.0821983740443623,
WNT6,,-0.02941715593960719,-0.015533349823227837,-0.006025377065564989,0.022849704949896084,0.03111913469656638,,,-0.013105908015102459,,0.0371549837766536,0.04480967195299434,0.05864610186507765,-0.04077618605341375,-0.02910803313870353,
NRG4,,-0.016792441657682615,-0.013668139821177022,-0.03124970861210019,-0.042723012262543755,-0.02026401410744824,-0.0020055274065721575,0.05406075321181098,-0.01751885312849212,,,,,0.022316500576917503,-0.0015323013807986353,
PMCH,,-0.019354192711292562,-0.018938539320594305,,,,,,,,,0.03398535303145316,0.07052487048777858,-0.037261488686240414,0.03053021918440225,
COL9A1,0.08454340095984017,0.015494824262811426,-0.01427537446410394,0.018874767433216196,0.04660037413957051,0.0554378223582914,0.018432449844069637,0.07921906425559219,-0.019962316656639514,0.026913970742143082,-0.02855384963168578,0.023379307733633496,0.12778931064224164,0.007244145224795204,-0.002067836342970508,-0.04166062872216329
GDF11,0.08672592474072371,0.06431411189911627,0.048455631339213136,-0.04629418041660231,0.010039242063104815,0.16102488682425434,-0.003812558249757126,0.012931602954056256,-0.04599427041536961,0.03054925445767251,0.025347236096121717,-0.00259352169488327,-0.006817214668305169,0.01805763513044231,-0.07264884296232174,0.028151360051659493
IL24,,,,,,,,,,,,-0.0476496489740953,-0.05287319446963792,,0.0023921048055942887,
SORBS1,-0.028482637338945137,0.005542813153595492,0.03764534469791042,-0.02068649329165363,0.011904819410734806,-0.022329693944547913,0.029586380349470875,-0.029898958874100597,-0.02164981801101241,0.007604884898923251,-0.12196233892105787,0.04295940038251581,0.046574385092822156,0.016506111305113796,0.008159450103378162,-0.08482319118708767
DLL1,0.002703947123851627,-0.026104546053218172,-0.04709571102108891,-0.02569846478559487,0.02239884989056544,0.03010184601795796,0.06258360797460838,-0.01804072699320851,-0.025283139593051458,0.09058050695423946,-0.07045388918993561,0.09793915349402817,0.17418251844021612,0.024658230759023136,0.03746653881616274,0.015589518210348678
TLN1,0.03671569919293447,-0.00012813807632407523,-0.02056701212062272,-0.058664545252882394,5.280405906858862e-05,0.07087674426528656,-0.012749035736357162,-0.1335156635793024,-0.08497489712284352,0.02868910531361315,-0.08963448306264457,-0.01945348461900757,-0.058831762300811906,-0.03465893101285562,-0.052437536947091495,-0.06400797958216806
COL2A1,-0.04637404667783481,0.002733946908703058,,-0.01959515123560055,-0.027737784334096384,0.04665935945172671,,,-0.012226923947631932,,,-0.04121714005650306,-0.05783905027898413,-0.03085398539352529,0.047959413168258073,
SHH,,,-0.011670425241180553,-0.03515924460980507,0.02121689038013273,0.08826911751528758,0.06602472031345033,,-0.01166928691551432,0.04137062341095777,0.0975455763930114,0.03721432630437959,0.10471150549544206,-0.007866659105222527,0.026366381556223138,
PON2,0.02757082312274859,-0.012129122853085442,-0.05509618916140393,-0.04881059074156334,-0.023448805393722304,0.11857676328384308,-0.027556811214137087,-0.05871876505329879,-0.08641867936077761,0.0514188120774931,0.052051838351319844,0.08900412067360838,0.12480240360185717,-0.13665840674479868,-0.01841743250244284,-0.01485251577353928
ICAM5,,0.02437598833010853,0.03034157195744318,0.07885263037534555,-0.014402876165252694,-0.03250408607380588,0.024290233967116145,0.06706403980651218,0.06837943238900734,,,-0.010501867224856357,0.046138870986131016,0.048875838943429076,0.03078733543517391,0.12618394506171446
HPX,0.07734418058123911,-0.021623229491127126,0.10565903996929582,0.03181980749667753,0.04115597489220156,0.07615999066584479,-0.012199240266759382,,-0.029660998363789073,-0.02201805239024333,0.03548975361801067,0.07958828990145514,0.061861711701911244,0.011838137894880947,0.04051466592502771,
SFRP2,,0.005262008853002752,-0.0132913496273515,,-0.014870856147037682,0.010739489060237731,-0.006687907739970092,-0.035630355541779596,-0.02289215459996231,-0.03883616227181215,0.07057452006727642,0.04171703383883713,-0.011509046739868965,-0.021047124889069842,0.08453172095499949,-0.08228323954024411
CFC1,,,,,-0.011787983044502445,,,0.07581490423489082,,,,,,,-0.036537828128037325,
CD70,,0.003168973836949478,0.02891954177586118,,,,,,,,,0.04001543261896505,0.013845835501373062,-0.04543776923450288,-0.02856491927807572,
HP,-0.03250506992035016,-0.016155336568258932,0.06596807358861378,0.06580890102033453,,0.08949269334438698,-0.014028154345771761,-0.03875468958041908,-0.04076021770538558,-0.004055630957629339,-0.018346114736534393,0.014877872698310386,-0.03307945992417945,-0.05693751849826987,0.1263906892999892,
