,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
VEGFD,7.552306594562189e-05,0.03580490313535173,,0.03928661057843921,-0.029774173001430437,,-0.03877688483581323,0.06515235307071505,0.02072413655615117,0.015259782555533669,-0.03084797305636047,,,0.04643382310163543,,,,
TNFSF13,,0.008837522503773808,,-0.016781964810518298,,-0.01930940374505172,,,,,,,0.026116368160891884,0.03284644506838379,0.002068746144626686,,-0.0045697563298474665,
WNT5A,-0.03615864229594852,0.01783499097560966,-0.02594759351557197,0.03977677602628037,-0.0961569107434835,-0.10325379790392347,-0.1884566709709375,-0.03985522299458412,-0.020660941075752445,-0.013988373123608868,-0.07354697531968644,0.04543535461029531,0.07608920704562668,0.03562855641982494,0.03433948135721474,-0.010588658640466358,-0.0634135137594496,-0.03719678142150744
CXCL8,-0.07833629487638169,-0.08306708244225385,-0.07808418640487506,-0.009915019915359476,-0.11850944013777072,-0.047345875210939296,-0.08735400959319896,-0.05755481869825493,-0.015454678768731113,-0.08543349729862648,-0.10210608048195272,-0.0413477559851556,-0.10026123351947253,-0.19039121019665697,-0.06661753773018071,0.060072766210810195,-0.09042422480348948,-0.0889592837740311
GRN,-0.07562078249162604,0.028669115806425696,0.028884511825352687,0.003250801263283024,-0.06317421653293108,-0.0757670173115637,-0.20949025575663555,0.009552567216018078,0.012689736562145344,-0.16758886548626492,0.07134203412034383,-0.018136526630753717,0.0397694749003882,0.0183927127138566,-0.0705611724271776,0.07424925245296386,0.009776170391336544,-0.10849115009825386
MIA,0.03914658548908545,0.05318639562350814,-0.024091960616331315,-0.045332648810308546,-0.08125337122412228,0.003741030683285092,-0.06697727839831115,-0.0490598613852357,-0.013217387936960838,,-0.047758137973817796,0.07468025270239496,0.06295451997823552,0.0678775106147107,-0.11831463458649806,,0.010342029054758868,
COL4A4,-0.048941227110002705,-0.02213605697571973,0.02307356335622181,0.05619856104480827,-0.015291560993146528,-0.024830416276860244,0.002018711357499762,-0.005278428604723199,-0.05487808345915572,,-0.026182371217467835,-0.0296914558864236,0.03262451470408931,0.04692086054399971,0.0005047028311455518,,-0.01403265338368413,
TAC1,0.26113547980551416,0.04296440285249858,0.06413881724627754,0.10437676927669105,0.2546545851011347,0.24429422019449695,0.2698443406464103,0.2080268959507643,0.006365274872340819,0.1691014236057717,0.2507666131326194,,,,0.08254031728082521,0.004987431130764524,0.14827113156978924,0.20496753881654056
RARRES2,0.07975714570824,0.019525671962055714,-0.07104232290665487,0.06140340131944037,-0.19672683917240377,-0.13670864674415564,-0.24491119568668826,0.09715001813229683,0.0027276823855670383,-0.024095811521642797,-0.14841172937603658,0.03458086522457736,-0.017054347156783632,-0.04578053031410341,0.024742558163810227,-0.00592888809100788,-0.08936382606429001,0.06913237709490891
FGF7,0.018049768661014674,,-0.030853238629701126,0.017488024997457993,0.06759315923765069,0.03333039922908665,-0.059664049865481246,0.022580134854371055,0.04211965406238463,-0.0324958394020092,-0.017634655620361733,0.06720841849957712,0.015078535303968339,0.05357567082613168,0.021195806454306847,0.0028868439704820173,0.058069506904939845,0.022699831782792824
EFNA2,,,,,,,,,,,,,,0.004001183650867915,,,,
HBEGF,-0.045959538236130706,0.0508432874423908,-0.02815144077443453,-0.008088741227164579,-0.1429267167120072,-0.049665530126516276,-0.07828776246277726,-0.17275655336387735,-0.018085925981346233,-0.16158525341846058,-0.0631441568183205,-0.04024245635576505,-0.0013244805223969116,-0.0070178675629182,0.004295841592561681,0.05361959145348815,-0.11233080186943123,0.007835607629928574
CSF3,-0.04894118836308701,,-0.02535742925205374,-0.028998677577880033,-0.03608639759567514,,-0.036346828394285755,,,,,,-0.07717746646414377,-0.11664296638573003,0.028106015507996348,0.0028865043396686923,-0.03607696239340799,
PI3,-0.05797813577421017,-0.05233698179559265,-0.06007529633702571,-0.0012137260909900257,-0.04228631709424311,,-0.04092700849817473,,,,,,-0.07506208898593582,-0.1438641020703561,-0.07641066410626292,,-0.04383724417272617,
PCSK1N,0.244395994437501,0.004240344131655598,0.0955987451383668,0.011640283991928388,0.04647085856647923,0.13065505909462888,0.16603280342782148,-0.055080127863120165,-0.016701882704676447,0.28176519367894276,0.33159886030441926,0.029816663904347375,0.14920036689159427,0.09210027595133735,0.16707036804753733,0.09665598556947078,0.16379991294461405,0.11731655287373825
NTS,,,,,-0.048403528816409164,0.043793517917026466,-0.04467462430617076,-0.00933904191431188,-0.04195214212286602,-0.05284595952867792,,,0.09373166932084721,-0.048773467315444574,0.09208801690404772,,,
SFRP1,0.11667955732909331,-0.055185039756097495,,0.03346281105450845,0.04641879764999215,0.006771602871001078,-0.017309197271870583,-0.025653771962431383,0.04951450320457464,-0.09704479414060796,0.013679014139160737,-0.01811444338031019,0.0680434174769405,0.09125246511512332,-0.02369318868803201,-0.11798183397097853,0.06411074328098469,-0.0733953516845833
CXCL13,,,-0.018412493998824202,,0.022155760223859122,,,,,,,,-0.000978563997613712,-0.050962898298315754,0.00030970398437878637,,-0.018082924358899924,
MICA,-0.10686255844594765,-0.00621619870064583,-0.01056167726026125,0.01625388579738796,-0.024120119838917205,0.0518020867664187,-0.09578293010464684,-0.020780354002049792,-0.022941708612327156,-0.02880189912137013,-0.09853961305540498,-0.056831374669920144,0.05619522052562923,0.08401022910801152,0.004119513248933501,0.03179703619210667,-0.023284406892564054,0.2027089205938895
TG,0.023224366983370357,-0.021637467770463617,,0.09245960306001685,-0.011151936581674118,0.04272006905163068,-0.025396318589014106,-0.02537988323030306,-0.028339221072848562,,-0.04175263385206351,-0.01812751429304728,-0.020995371392334747,-0.04444974120913784,-0.021499771440072975,,-0.029735905477372447,
ADA,0.027442667406894813,0.051675015878749085,0.03230288618585273,0.049828551526481364,0.008968088741693152,0.01624283509591393,-0.14868679181151803,-0.009568380297985894,-0.033485351683913776,-0.10334926403827385,-0.08058351844781218,-0.02495474327321668,-0.021059913812391563,-0.006103239844484752,-0.015622838729584535,-0.10345335674373497,0.03283084537040619,0.25604888538434695
LAMC3,-0.0013269513005487973,0.06198987168639132,0.010860913534498045,-0.02489404057994546,0.06668248080887686,-0.010044412797523885,-0.09396054930825119,-0.04558173235849971,-0.0013169351622062228,-0.06512652590251385,0.03557678699658253,0.04109845952672762,-0.03031186670082142,0.1380526871324246,0.02163442610838441,0.027582589904886507,0.02532558366770962,-0.08981802921689298
CCL7,,-0.010115270554960787,,-0.016563073508941005,-0.04462947033657107,,,,,,,,-0.006411460455473123,,,,-0.04771000433567564,
NGF,-0.028196409842590617,0.006874518718354796,,-0.022149400827867892,0.013713714188980182,-0.020043952939434354,,,,-0.04275077000507978,,-0.01440134306450339,-0.00949668161734628,0.08819375533972942,0.04969939403821937,,-0.0013298825683522686,
TNFSF15,-0.018207709866985,,,0.04546829105954935,0.04410736602447068,-0.0697992911643553,,,,,,0.030149301454483815,-0.006293255582661804,,-0.0008417860729537225,,-0.017697527010357428,
HMGB1,0.08968516383469582,-0.030896283061245245,0.06014288581072804,0.052707555880544606,0.015368683039844408,-0.06524268925751267,-0.2144311532968487,0.07262356653405072,0.022485880862554274,-0.0902608411786722,-0.002220991309817233,0.0033303704859716406,0.018343032625048442,0.09464296000440532,-0.024825833631022268,-0.0577956848756816,0.0552905695200709,-0.03235973807697187
ITGB3BP,-0.09721800980089158,0.0026561429747180188,0.03456603422036172,-0.0009135744453791089,0.0056645912705887095,-0.06431438747466478,-0.12483106469817896,-0.005376670176672454,-0.01041190269246593,-0.03262374275671296,-0.1664096501855233,0.021133617979972274,-0.018158325684882282,-0.01529025837707523,-0.019646444598495273,0.02001773708375091,-0.05650790359146163,0.13077527217419474
AANAT,-0.013874101239469227,0.03766153450264514,,-0.01678196660162546,0.021679586086325572,,0.040699713300209855,-0.039843231505879394,-0.023558355662032782,0.055775984866310656,-0.029191421475784525,-0.024459852338165878,-0.054957752096833734,0.0016465508109085483,,,0.061879965641202836,
RELN,0.0128872043631823,-0.036356250245941045,-0.010511640828855305,-0.029129735782212382,0.10889054522866194,0.06495777549862518,0.17748635078179553,0.026787373491324738,-0.05175532658367396,0.07379496230618235,0.11295204780841267,,,,0.023083612810053118,0.04035020183789248,0.10626460310675799,-0.0064282139186431385
IL15,-0.04958484033232509,-0.007399914785541374,,-0.007509328836808529,-0.03263524376671218,0.07355652848767258,-0.05985840236307238,0.03345844993956553,-0.029059999586301205,-0.06097215779439746,0.0013410415654069423,-0.04134786405118563,0.012935182868692625,0.08347724429191068,0.02638532472383008,0.030842586079297515,-0.0641190888634834,
UTS2,,,,,,,-0.05710293130367408,,,,,,0.10560812290233347,,,,,
BSG,-0.09215601655024624,0.03974921583627443,-0.008827629362027073,0.013217179032216298,0.01392074168405515,-0.04903245805603131,0.07352954848811438,-0.1062135276075565,0.00500131111394882,0.24575706834445774,-0.21991041269899997,0.008058387247009167,0.051937435252461646,-0.08376746963285289,-0.03337110083264806,-0.09186304757439122,-0.03643258806537796,0.10991080442886081
ADAMTS3,-0.07252196496740324,0.002713495853466576,,0.02841336231848507,0.019820714765254967,0.04538217042316479,-0.19229819382936814,0.015581106081208941,0.02613349927325979,0.014765969230250175,-0.0261152907350402,0.13514617499056647,0.037010502339719954,0.08850704775587549,0.0702848234959045,-0.03830663051187641,-0.02649306070909056,
CD34,0.13784319708274378,0.12075118228365918,0.061067144271164255,-0.024024832071028575,0.07429908829304109,0.05488750958134088,-0.08074102553680813,0.00628579642693256,0.025925031919603696,0.06715432044764838,0.010700897303342753,-0.02129445970137338,0.0747028782648008,0.07678668047984681,0.019071308185209947,0.021000362268641704,0.007973746010257266,-0.0027429362615140973
CCL23,,,,,,,-0.03730506196987918,,,,,,,,,,,
PLAT,-0.05337864637469575,0.07428854713373385,0.012484569240646694,0.012790835738144431,0.017565524834025324,-0.10571289316461566,-0.2095387307717027,-0.18132971650003685,0.047872324736393676,-0.043650676114849275,-0.15668492899977812,0.0867099890552618,0.12544156825453495,0.15584190715306587,0.013948732461200507,-0.016132475674930487,-0.022863619404844906,0.031858818739486455
NTF3,,,,,,,,,-0.04179913548427365,,,,0.08078200271972338,0.11570541013317696,0.15560999074700813,,,
LTA,,,,-0.007571083092491823,,,,-0.03837318425427367,,,-0.04605094378418944,,,,,,,
CKLF,0.03201058930118337,0.04550974870853108,0.07123412687688635,0.06497338617512871,-0.07089064831259789,-0.08410329806179292,-0.23384444532840618,0.03081108876928131,0.003244637307719102,-0.11178446013566255,-0.21901537786168437,0.08559130555960398,0.05407380142833218,0.1479882799062978,0.01871018424176924,-0.04027642889923562,-0.0636379701272186,0.009294748110965353
CD24,-0.09666719009209956,0.026378794832617528,0.017683407110766627,0.0073849456270354465,0.02263123145592226,0.02375919202305431,0.012310362492572259,0.04310612636333037,-0.04458667025598136,-0.07262325816995632,0.02780371685461995,0.0019330815905225205,0.09289444609848795,0.14733308117113136,0.14121289890853295,0.11989706393582239,-0.03568512757865144,0.07890819083682284
HSP90AA1,0.12250651315996548,-0.05130202346042832,-0.01635998739662599,0.07223750974457537,0.174934225810768,0.2263422678844083,0.26198116537608107,-0.021661356417608732,-0.02231889841914385,0.2852066553603623,0.36710058386403194,-0.027626519186324302,-0.08854597437731858,-0.09763331039448532,0.04693887785477274,0.11869747501739399,0.08418914055393549,-0.02006964199259585
BMP4,0.2173462237722272,0.010725785766970043,0.04252954398327912,-0.024206597677416217,-0.05778160063148195,-0.08932335703057201,0.08117698847266078,-0.005283048587646996,0.01770954295305379,-0.007801539112724383,-0.03035688834784329,0.0672505576607208,0.009017118929571067,0.02480600742521096,-0.001331329255524292,,0.057586564165967274,
SCGB3A1,,0.05018799493514056,-0.027104584264176407,,0.08412203602418446,-0.02796325652032519,,,-0.027554996484670177,0.015647567954137263,0.022346880717508028,,0.03803466443479705,0.006324243290743832,0.00042926956042765835,,0.018230164075502864,
IGFBP4,-0.03282789159459158,0.04027453109759419,0.04356756207872536,-0.04374903146962238,-0.09611485781903845,-0.10190125398381737,-0.14865956713291978,-0.09682658374967107,-0.03793131217158812,-0.06839618055624559,-0.07199357188580735,0.030235710210786807,-0.00436442187354814,-0.009295402259582402,-0.05741572792059903,0.003758056245442201,0.029580989581788498,0.06686706987995147
RSPO4,-0.0344448054251027,,,0.024115576092978992,-0.04092356817758199,,,0.0111920296997119,-0.017335692155300564,,0.0006903172392576798,,,,0.06977993846930124,,-0.023864468395464578,
LEFTY2,0.059205756444948424,0.07862345878141246,0.06632097540124667,0.033513381990152476,-0.03406522722305292,0.010679596056079613,-0.15567879636744755,-0.0236339745505024,0.039622859518946736,-0.013333948320981117,-0.04431628998027105,0.10461488800098238,-0.019982232979807137,0.05213891106497834,-0.02850670835433998,0.05356203574409424,0.0003258102692712466,
PF4,,0.030699637058841326,,0.02470439125512093,,,,,,,,,,-0.03669365831209564,,,-0.01301107151280359,
ANGPTL2,-0.0037153287753185814,0.05461564297923597,0.11081799087632395,0.061129824147071264,-0.09581710654471072,-0.1900096170933168,-0.1950826721372473,0.033815492473030576,-0.022380147289625826,-0.18045011307894782,-0.2723318010335734,0.06750452606396903,0.005132423624050513,0.1318005062802437,-0.026474558861284574,-0.0876399336250818,0.019147397665890215,-0.05144147050734888
LRIG2,-0.08533522943931003,-0.04551682934236396,-0.05683570261615811,0.01756439581224207,0.06949994526432539,-0.07027220798554719,-0.06432111850657785,0.00865871925928445,0.03411095249046149,0.06526008862166985,-0.0961730914756977,0.08182988285241267,0.012437485990742998,0.03681267945879737,0.05843306952965955,0.02614087342923137,0.015086674171987597,-0.0927180983371699
ICOSLG,-0.028648027614332983,-0.006173488701389991,0.0685421114725773,-0.002130724667686659,-0.04565024356765682,-0.05552488114545429,-0.09356508249073883,-0.03320791411853572,-0.029969551872122625,-0.13201350247657437,-0.10930660625622553,0.03742409084498373,0.00624081747604007,0.09909114059718367,-0.0036984207355306078,-0.02416379833469295,-0.030691484718298332,-0.14480415421794673
WIF1,0.33622568989100415,0.06023102945864546,-0.006995906512699875,,0.11385712795200356,0.15610133024645514,0.24174884279764136,0.1073678856328485,0.09200932293714854,0.14780888653101035,0.3476132922172553,,,,-0.03828776640889478,0.11814590280327537,-0.0039034091301706647,0.17450359946583857
NPPC,-0.0346484927353779,-0.030189238444908503,-0.017970616531785694,0.09166579711961553,0.08307049306419191,0.030704665959595465,-0.003422888077292975,0.0900052485279188,-0.022629788162844413,0.0050871992125733735,-0.21139904330501855,-0.02928812680905626,0.08478409907185168,-0.04389479609546721,-0.004229193217502594,0.021742162016489954,0.04612535594193762,0.06347801222036674
LYZ,0.04058199550932905,0.02173771353743574,-0.032660343388470736,0.0319384539720653,-0.18004395370018403,-0.03451549081527224,-0.13254191665980744,0.010740614123131799,0.0012225770637702736,-0.20404704479571817,-0.0771558204358854,0.06029583206944846,0.025274304078131762,0.08230920751613761,0.05718873800183542,-0.032709754195096225,-0.028102186951785863,-0.0173690030512445
EREG,,,-0.03417994728286953,,-0.05067690361629441,,,,,-0.011391908199733698,,,-0.037883921838322336,-0.06342012610495319,-0.04836113811386715,,0.03762265098711285,
SPTAN1,0.1298490395262419,0.030007243054234058,0.04109551192769286,0.015292271676970245,0.11708333402827169,0.10542263555513338,0.15481007682991296,0.11239117438928464,0.009169628277288098,0.29325924448207213,0.2542586254399729,0.0709066205494124,0.1029117244538869,0.09012718695687189,0.10105180904313195,0.06972293400079463,0.26051755729768955,0.14039608134674775
PTH2,,,,,,,,,,,,,,,0.055796223873987805,,,
LIPC,0.0044105209251792095,0.005318082787530058,,-0.0020918151921190294,0.008420707001386698,-0.03882170170327641,-0.08001261838902221,0.0417474683133267,,-0.056957280600369795,-0.05099362167957391,0.05995372488809236,,,,,0.015553534850084094,
COL8A1,-0.1827509778579248,-0.03520402499499293,-0.031659213204839595,0.025668756270256384,-0.06684363518890568,-0.12585388883608664,-0.08285416554804052,-0.10878408132339114,-0.030953974589202293,-0.13416538916190132,-0.183511244528958,-0.00757029928164455,0.08279207183066233,0.06563139455863984,-0.10860397061460862,0.03782204684661942,-0.12172593207606223,
GSTM2,0.0015489579420873288,0.020454175158217385,-0.04219433875389402,-0.005335969239325635,-0.04152048486209819,0.016804106462684747,-0.034568126300047256,-0.009382427543722203,-0.0019501334271216683,0.021010251708894236,-0.08237625317188725,0.00711364028236117,0.04093449559117251,0.050923537482826076,0.017821438171878742,0.037018060501859684,0.05962366380451346,
SPX,0.0725205167543333,0.1039510570294795,,0.05720716867340016,0.23353932382442222,0.010718402109563693,0.14780396927030445,0.128450647270062,0.01497720762344708,0.05005818517411201,0.2580159746741029,-0.004984480935303234,0.027777002627992785,-0.0002558958011096639,-0.03417620256910325,0.00510622815620682,0.13250083677375046,-0.09689585830420828
MFGE8,-0.1606056360316951,0.020297413760515002,-0.06225711857125359,0.00426593812426525,0.08835495676584387,0.03454239771540382,-0.10373182927208453,-0.07300448616340172,-0.033381683771248186,0.05484028841974432,-0.0869981110678502,0.030539186075139918,-0.10452465358001381,-0.008848921074393433,-0.10574574754535308,-0.008551555928919274,0.007684067611139921,0.02867877160539494
TGFA,-0.16124591854346668,0.044234700060009215,0.0641713852720824,0.020138548981052207,-0.0731013906219567,-0.09707501165703943,-0.15641349610436286,-0.06677380621418622,0.03740759901572457,-0.04224288603814029,-0.09412514246305635,-0.008452073268217754,7.546285134816341e-05,0.09052856628705205,0.01952626714865729,-0.004768732424240358,-0.01539393558599566,-0.06598096561368326
SLIT2,0.37886010916932467,-0.007445616857582922,0.21504185795361092,-0.004890318511168959,0.1342356981017518,0.11930645968190416,0.1169051757367767,0.07307874131689829,0.014408570547770094,0.1373902137019702,0.27965120569736945,-0.033122281257353094,0.05549098983101098,0.050684142567698695,0.054004291814850114,-0.0427345700166677,-0.04332149150074519,0.34730343517120615
PLTP,-0.1088684239905899,0.008152694461713607,0.045544444910717796,-0.017378612298968865,-0.15804106295131817,-0.09035815161319977,-0.2586713239122741,0.06219281691435679,-0.0191058280866375,-0.2960247471768743,-0.01782925130375803,-0.02426913037945689,0.08688785227191657,0.09620394692402186,-0.11114175181236201,0.002568855204475905,-0.01512647982863662,-0.05885274851180325
APOD,0.12182743784696859,-0.027854129378009962,0.028315664748292016,0.04180511374751398,0.022567267496433438,-0.03114523873862311,-0.21136048899109935,0.04150388014204356,0.0019809137825969572,-0.21939166161212434,0.21276144256402885,-0.02096876047340481,0.05598525000873975,0.11714069614534925,-0.03730940476153767,0.06448497868422802,0.0920150592049133,-0.1654344010445582
B2M,0.046823436021568764,0.06740397673076721,-0.010585737089704518,0.06468864674966027,-0.16784747802781663,-0.17164796014440478,-0.2919552446555034,0.013035317190365003,-0.05405335069116954,-0.3268237720719769,-0.3227693359118228,0.03926220205010036,0.09480342245105382,0.1522371536899522,-0.12254651108139555,-0.1301557070926598,-0.060652761430456545,-0.14448682973295382
OMG,0.26716996547440197,0.014579260723913723,0.11317787800677968,0.04487258031326357,0.13533453586355954,0.013318349507557406,0.0583979295276722,0.14571398058989135,0.044603942195059844,-0.041004477317434895,0.25842930074693915,0.002533374296580818,0.020092050459373477,0.14263328124100103,0.00618090681444906,-0.021349969742095593,0.2106609440510062,-0.16841367256389903
CXCL3,-0.07874404724328532,-0.05718179640747562,-0.047744548200680935,-0.006977682320300381,-0.04725164056690215,,-0.04304621812436336,-0.10272066343552287,0.10586870268971094,-0.01282843375115498,-0.033165018723747795,,-0.07435547571857627,-0.08391685298574729,-0.007385057968327048,0.19929471007630123,-0.046082910585665916,
CXCL10,-0.019562364884417163,0.06617181023176631,,0.04919028545656042,-0.04233125383700733,0.08506328581672948,-0.17399643609424623,-0.05718573461716265,-0.04477926604196291,-0.013058796628758727,-0.0398716630646716,-0.03950616248257945,-0.042964301830228084,-0.00529530064151486,0.02951779591826414,,0.11600719448467486,
RSPO3,,0.06863246403161848,0.016217491322088953,0.05277552416053528,0.246475136839608,0.07694608841395446,0.037269490350195764,0.06622366892968372,0.03618873081213825,0.0920895041385062,0.12760159632800408,,0.021801522426881045,0.03740586519923755,0.04927600711351082,0.03841422394510525,0.0938804923378353,0.16614345885364154
CORT,0.11700409948278102,0.09117402675106813,0.059331366752384276,0.03300447988453123,0.19870820143461113,0.08759828535829028,0.08727906979547706,-0.044159020176071366,-0.013559367120000436,0.0381495976951581,0.09610421443052002,,-0.0714324122436285,0.004711268508199639,0.01761492563208346,0.11226229419147306,,0.137316928068622
NCAN,0.02708655152964315,0.08303149058349434,0.03423615505213487,-0.03539749361643846,0.23614649227700404,-0.06259955271573067,-0.11265279252577498,-0.0981953337025427,0.04528290096225929,0.21254132847310145,-0.26583696564706255,-0.002342160293995179,0.07188466553452931,0.13258189245656665,0.07642821961480176,0.07537224128558227,0.20919677083296856,0.1314993647907217
PRG4,-0.052705452281238255,-0.03339503997809111,0.04861875180200871,-0.016563076090050144,0.08805858981479307,,-0.0013476919721801446,-0.02394706149038814,,,-0.031845910794200225,,0.04233988723004518,0.0428195888710162,-0.04922332853704657,,-0.05303093974249193,
ZG16B,,-0.027551071444309516,,0.01120340637301823,,,-0.008324190028995497,0.05664113365539085,,,,-0.027191166853335013,,,,,-0.04166943072696867,
TGM2,-0.08063654024168106,0.027504393748305045,-0.06969802593924572,-0.026944483905324623,-0.049421239579587856,0.09648716444616137,-0.01639340096176798,-0.019313450108566887,-0.0128678779411719,0.021642989433473335,0.1574815254592538,-0.035499667155116155,-0.005120175525678036,-0.05428785925223505,-0.011247498198827458,0.048812999374273275,0.06680120685755511,0.038800824968363304
VEGFC,-0.03781721431123877,0.03378614235890947,-0.037704346704529594,0.010686751597260923,0.01676722024604644,-0.0032809710660730873,-0.03364122504583092,0.06233179053596421,-0.06118685787592228,-0.02259856241868505,-0.009509289027134256,-0.03524515249040898,-0.022053176879585683,-0.020236405380508925,0.007219964213175094,,-0.025477312395749095,
WNT6,-0.020688863301215433,-0.007694103168192675,-0.013799086331653184,0.002043026913435981,0.07842626271431885,-0.026131179773505563,-0.004399776728719575,-0.0029516203984926675,,,0.003284533060675286,-0.025858802869864975,0.0180685063731187,-0.0003149699989607644,0.03615218232460744,,-0.04305702367228566,
NRG4,0.06822393490849579,-0.005061817144755419,-0.019006756916875825,0.03748845448610143,-0.0015614520291767733,0.05340155160270859,-0.003694500628284581,-0.02121818539848873,0.008005709788996038,0.08984239815498275,0.06959247674207761,,,,-0.011140002699738106,,0.109077914288342,
PMCH,,-0.03359137058983027,,0.0664978056383788,,,,-0.004884379744761169,,,,,-0.042783365495008205,0.01871677501653225,0.04872482490925724,,-0.011507229512268678,
COL9A1,0.05260347736994242,0.02357657796446225,0.007560165908644451,0.046551706713654536,0.014473420761183822,-0.08445948943362182,-0.04033102960753856,0.002903623589210566,-0.016176338291101072,0.019121211898323935,0.001997793797546264,0.012245364043748255,0.04636326286993131,0.08902995929700563,-0.02399320482512798,,-0.030165347033923127,0.005979500373188358
GDF11,0.0554837830243802,0.00653836767634592,-0.0157602366475577,0.024364339347750598,0.07551737300902024,-0.09174371898741077,-0.15009728531372263,-0.040500134244590404,-0.02364083935540146,0.006643484731989147,-0.13085888572872642,-0.041015310393892494,0.0034807705416337958,0.013360362075028148,0.013487485669654192,-0.0011136091982228145,0.013952344082652925,-0.061399805244656706
IL24,,,,,,,,,,,,,-0.03674445294146202,-0.036108596586051096,,,0.0014126855840773625,
