,UKF248,UKF269,UKF313,ZH1019T1,ZH8811Bbulk
HMGB1,-0.02880707120271984,0.05543757483287085,0.08070797254041875,-0.05199770693733775,-0.021929673525165824
ITGB3BP,-0.04694224938348949,0.06786145377111444,0.026717263229056935,-0.039598676790109436,-0.03702615793055281
AANAT,-0.024333085493613026,0.007184914269938279,,,-0.02886347563733885
RELN,0.037935760924061104,-0.032577890394784564,,-0.03063776386336903,
IL15,0.04381512799938488,0.050263521273700665,-0.03485117886089956,0.1786523196582341,0.0636109117876708
UTS2,,0.10260040306807817,,,
BSG,0.008692353444059041,0.0016091875488971853,-0.013711847475996367,0.033999179944270395,0.06323730781498371
ADAMTS3,0.00445558174567917,0.055610012873932024,0.08991340350057976,,0.05755828949101042
CD34,0.08296647524842342,0.0853895273714362,0.06793626744488618,0.027089750201242803,0.060705418865299024
CCL23,,-0.018783275769068963,,,
PLAT,0.07059297881739365,0.05487949272311079,0.022222091249098838,-0.0006918978581347406,-0.016053225843165323
NTF3,,,-0.03157078917748314,,0.082586030638987
CKLF,0.03131621851300363,0.10507702806629073,0.07683702112060901,-0.042230717714823215,0.032912056692606294
APELA,,,-0.027322740537340826,,
CD24,0.022432891692707506,-0.03638780426552361,0.09033077537072703,0.11842393090195874,-0.001116606851375268
HSP90AA1,-0.028243219717252896,-0.06235597497976795,-0.016890992423894784,0.10618012423263636,-0.09273821563331915
BMP4,0.010582048439741787,-0.034808458214690516,-0.046091944656251715,0.027036222243476016,0.03562193870051119
SCGB3A1,0.003469633132219115,,0.08114403902014235,-0.021716330298511846,0.0435361702093315
IGFBP4,0.10393175717516791,0.05152213288873377,0.06845922070603543,0.04592031905247542,-0.10080770120825411
RSPO4,,,,-0.04081812315242913,
LEFTY2,0.04225211418088172,0.013473603394752426,0.028805588882204296,,-0.0246615829468614
PF4,-0.01739787356690956,,,,-0.019658765396667454
ANGPTL2,0.04853982627617278,0.03708726178220027,-0.03205053107188025,0.009713236274629895,-0.024035225321265636
LRIG2,0.026685038454631146,0.02585474824485574,0.08320917308779746,-0.04452909828975869,0.009787177308975673
ICOSLG,0.016035663194732992,0.030736546921065293,-0.021006031563592407,-0.057208018275426514,0.051730179495950615
WIF1,-0.031304649577189675,-0.028887529338918107,,,
NPPC,0.004628409183249107,-0.04444664513655585,,0.0027436815722793216,0.03858194063694078
LYZ,0.08326199640181674,0.05985702809895051,0.011877894013855276,-0.005121154565398094,0.02334649737747107
EREG,,,0.021374633980812668,,0.010080448143325045
SPTAN1,0.027292315329187116,-0.025181690384112915,0.0736731500139424,0.0872730939195276,0.06765768511623477
LIPC,-0.004991971229549194,-0.0335093858130852,-0.024502961742172993,-0.01584942920783281,
COL8A1,0.05395884905351563,-0.01562255650656554,-0.06302973915474853,0.040111842016253355,0.011061089401430566
GSTM2,0.029613351592717503,0.00148103021443759,-0.03592453570735491,0.0872123245388174,0.0013847828300233862
SPX,0.05641242320805863,-0.00027798031374189845,,,0.1587297376737672
MFGE8,0.04066829191500399,0.047428733912576376,-0.033370633783696854,0.06721574116272984,-0.02967825031309951
TGFA,-0.026541796737201934,0.03195571473600285,0.07657833995248008,-0.043612314698111075,0.05049981483589838
SLIT2,0.04973770320600779,-0.032230477881268954,-0.020488642488801518,0.022323751727084257,0.04582499120106626
PLTP,0.0057705059031319655,0.032881697350682346,0.08001752068722916,0.11678701758791141,-0.06974119783978462
APOD,-0.007298660273483952,0.03614710216140803,0.1034853899323822,0.06283589701410636,0.046547068049186964
B2M,0.009426343005978074,0.0788204505389811,0.021467569218084133,0.034652941612766275,-0.02211712189408084
OMG,-0.002117705876951402,-0.02018699248897824,-0.012410599406723804,-0.06823483057776336,0.07804682885378976
CXCL3,-0.02627151305480388,-0.021673975143058313,0.08992288319019999,,-0.006286932373482817
CXCL10,-0.011573161285312238,0.0677402598468918,-0.016910713050449538,-0.015367945902189258,-0.02636810340398844
RSPO3,-0.00759572718263573,-0.027106711503976387,,,-0.006688980103651631
CORT,0.016635120377617125,-0.0033276817208883363,,,0.05712821628029491
NCAN,0.05254775464627836,0.0593823618012412,,-0.08393902618961865,0.023275363325504117
PRG4,0.028848611841140487,-0.023481776700380534,,,-0.016898009540789554
ZG16B,-0.023257188384259334,-0.02535235145185831,-0.02210761180519211,,
TGM2,0.06868730613160642,0.010230169597641251,0.028511260463790135,0.13076873374508885,-0.010533003975834513
VEGFC,0.06474217905111931,-0.003928780643098334,0.06570156240782739,0.04027546881402142,0.08639681815743593
WNT6,-0.027060656446551284,-0.023091252579216664,-0.024720829013410883,,0.026324533753724243
NRG4,-0.015447261303241172,-0.015882824951424127,,-0.032577696556338895,
PMCH,-0.017803799960671128,,,,-0.02886347461378184
COL9A1,0.04430604180500815,0.058598147657345,,-0.008060613233393809,0.0529009279053845
GDF11,0.016332188215439823,0.006998644273112588,0.002306230022754772,0.011474445468359237,-0.052647336428330346
IL24,,,-0.013940984322082843,,-0.019345316377301414
SORBS1,0.045987176345860914,-0.02327049290467002,-0.043807622295820386,-0.02256716701015848,0.0793429712258567
DLL1,0.09042646109211805,-0.0031325416412111536,0.07686969165305531,-0.06075858887944631,0.0894686039613868
TLN1,0.06299642885107105,0.11231220000940398,0.03843429956464921,0.006637694990789207,0.019588287902262923
COL2A1,0.0268316711527222,-0.021673982518952264,,,-0.009148990665292667
SHH,,0.028160157820456715,,,0.08675002587747499
PON2,0.04877651133222457,0.0708088357675223,0.07839945234595438,0.03405353298840627,0.05898302627320714
ICAM5,0.055843482920365776,-0.03304133020067261,-0.013196854571816739,,0.039648437306248535
HPX,0.0558545335249325,0.016278807304244802,0.07792205312837075,-0.042380526518550496,-0.00829321655662637
SFRP2,-0.022297926373241485,-0.017297852711657756,-0.013758520111170194,,-0.004916398769220482
CD70,0.002089625119985939,,-0.005791673737408952,0.07272516688035587,0.04968322943645185
HP,0.037960938230381484,0.004679158073103169,,0.13238375069238406,-0.06136185126056457
CXCL2,-0.025140214696215114,-0.019077382954357548,0.005549225117249982,-0.03209426344539067,-0.026302981380630152
NPPB,0.041016802810390746,,,,-0.040978116369395294
CCK,0.01452780807187252,-0.055209378186920524,,,0.03620504093126376
SEMA6A,0.03594429961668467,0.041505108960078176,0.022060704445762327,0.053323096704328596,-0.010472933536628058
IRAK4,-0.0025851745657499647,0.06067012545176992,0.1075907695173673,-0.07212420078987364,0.011949261399918764
GSTP1,-0.020555273791200545,0.0712662681858924,0.03531286439827363,0.09165210168008218,0.10526210541794315
VCAM1,0.041783827837231176,0.0795038853853551,-0.03240306336951622,0.08480127243159091,-0.00022933635439738854
NXPH3,-0.003255807672405253,0.016992406975429274,-0.02630711927173755,0.05815745338236488,0.06201743967368396
MTMR4,0.03430423444602688,0.012196756433150274,0.008694863409634993,0.11733486099563346,-0.0005610503923839105
LAMC2,-0.016982802613522283,,-0.020249914410013354,0.02564446157484461,-0.025405828595009724
IL10,-0.03588279521938214,0.011778222690709432,-0.009914721088023364,0.014837229508861323,0.040167446322150795
SEMA4D,0.050288404369330075,-0.06080260022484551,0.07229831553548687,0.030296967789895567,0.04920407341092039
TRH,0.013287735098309529,0.040541456285765,,,0.007801086528093082
SEMA6D,0.039260237436940106,-0.003847313910823043,-0.018785916000193546,0.05696432114838966,0.023945645994329374
CEL,,,,0.16867931272055706,0.036811859112468634
PDCD1LG2,-0.007122105142377978,0.06469111040729425,-0.02964658191700222,0.02769435884004148,-0.004184728995634546
SPINT1,0.10375325114490878,0.06755107119016472,0.03876562619068509,0.11173515691945904,0.013887935029075132
CTHRC1,0.021875607880332472,0.05982543324327333,-0.028732868924356846,0.022768776882564016,-0.05289537397499944
PODXL,0.0516884111371889,0.06327235435629323,0.10369657854262296,0.027629346771988878,-0.048970443919734166
JAM3,0.040260669569903894,0.08289314761016946,0.05269361883990257,-0.037284309520839796,-0.06686239190929616
TGFB2,0.051395395917054186,0.06527085205054983,0.08337504778141583,0.013439171943056657,-0.02315156421549552
COL18A1,0.0911304500853842,0.10999875144498224,0.09030813837449096,-0.03294096742380215,-0.03536375201765014
NODAL,0.016997748442256842,0.061515206762379905,,0.019457123018440364,-0.023896022759536065
INHBB,0.09124305260818225,-0.012781947878762,0.06765927572418345,0.03176171035756479,0.010096226638753883
LCN1,-0.016982806434722022,0.0008463034885483739,,,-0.02256677104349096
ARF4,0.0012549493547643258,0.007152462118546881,0.06799772962327995,-0.01201906744307318,0.0342524048564893
CXCL14,0.06809769233416126,-0.048581986267886526,0.04357976482603894,0.08099936333511089,-0.07503655887404183
LIF,0.06913969417846551,-0.014683780877143875,0.055686774244801215,0.02979869508664703,-0.07007014465743035
IL17B,,0.03230394631581841,0.14186433896655942,0.0893150612119807,0.08861891552888242
MMP1,-0.023413603070628692,,-0.0828894058833206,,0.006971506778570399
MATN1,0.04091758852271888,-0.01994136235348305,0.04037268788898927,-0.033991614331876016,-0.019762920860862485
ADAM28,0.052213968082012674,-0.004789940239382326,0.02256015900430732,-0.06373522820811513,-0.02536760196243166
TCN2,0.10869406068852487,0.06458699894425961,-0.007988775305977457,0.07557538894177467,0.020256230198997145
THPO,0.04112003929219751,-0.028465875894693772,,-0.032577732492458815,
CUBN,0.011510432415932487,-0.031191538921633226,0.0756820932479632,0.05765404681354449,-0.005508153841866376
TIMP3,-0.009920681299951125,0.023126017189601618,-0.03660809207959396,-0.0016141490130576696,-0.014176693180925142
PIGF,-0.005437881446601152,0.07016592495203872,0.05161144097089781,0.07283627377326454,0.03888035505736626
CRH,-0.01989737968586378,-0.02924803039644566,,,-0.022226014477287986
BDNF,0.0008341912994298201,-0.06934625851894656,0.015730458662378544,,-0.040148408379367395
CCL5,0.042393912210610854,0.0600066773655124,0.06520127337520121,-0.0345179726620753,0.00465826774734653
GAD1,0.01699528554760402,-0.009245159622282435,-0.020885175403209288,-0.03580120682785703,0.04029607182296179
COL14A1,-0.004470660930851714,0.06037255173086856,-0.021860686703624562,0.043615034148712074,0.06019761118281733
HLA-A,-0.010574996963075131,0.05943336713932213,-0.04051991481355446,0.056176456587931634,-0.06702648330869664
CD5L,-0.019897377383888505,,,,
FGF18,-0.01800353020037205,,-0.014475359614157655,,0.04549660632868872
ADM,-0.045306029150851905,0.046733150308809916,-0.07078170640981564,0.037283830810171115,-0.0275777643512454
CCL15,-0.02309888769507156,,,,
GNAI2,0.04140645812674077,0.0708440554782965,-0.022123525131352368,0.09818477982014355,-0.03381220482857558
HDC,,0.02895209456425409,,-0.03879366048337375,
COL11A1,-0.04220005686751156,-0.03458028255208629,0.04363392533926752,,0.051381717005123895
NUCB2,0.021986459490271483,-0.0061325557045277,0.010205744014475078,-0.07624713993284082,-0.05422942767875321
CXCL1,-0.018184180133933768,0.008289036029037876,0.0415984764364765,0.04145541747247227,-0.026906666034761505
VCAN,-0.02707577274924086,0.08517637659554098,0.03872573576492039,0.07566831245925452,0.020708868286394514
MMP7,0.05905430994521791,-0.013883160526173126,-0.028696176081882258,,-0.029909060427800924
PTPN6,0.048896949324237764,0.01778288743076448,0.03550306467296189,-0.003681564109555307,0.015613099949533488
PTGS2,0.051532468280345974,-0.05156947926038283,-0.01571889487763606,0.01938311506704122,-0.014555526145612655
XCL1,-0.021803966765045698,,-0.025996216621538743,,
CD58,0.047814180562884695,0.035775955061963946,0.020424932556858108,-0.019665271232289384,0.028312082966573827
TNFSF14,0.010016750658889663,-0.028927605244828604,,,-0.028014118752301604
CNTN4,-0.020482408800530868,-0.04929623562359952,,,-0.03718674674963183
INSL3,0.015471115488966567,,,,-0.02229206219798976
MFNG,0.08360209633031959,0.047081860348121396,0.09005914375994233,0.07783382556343174,0.006846359841303594
ICAM1,0.0007984533091250059,0.026885172092948124,-0.004669977393432637,-0.05866908834586722,-0.01981834774064508
PROS1,0.06061466650456282,0.07019510924124676,0.010338753521773988,0.11609341833027635,-0.033571809724313895
CLCF1,0.024752795252153455,-0.00934988033996926,0.05447256482442596,0.03226367612372988,0.05758906018611118
PSAP,0.03312112260583821,-0.07309423769027035,-0.026961906899047906,0.09554027617836003,-0.011200538693511307
EFEMP1,0.0739586834964506,0.04312504490043212,-0.004458462325772764,0.098695586224403,-0.0464077835352997
C1QTNF1,0.027962899239831737,0.0941067779993625,0.008859325542671966,0.04465742932658033,-0.04696754168369769
ALB,0.015693192294347652,-0.023287255068484888,-0.013196858910430301,0.13299039938520474,-0.02633090149358962
CCL13,,,0.03461912890813448,,
EFNA3,0.033833890148902146,-0.06889659941908981,-0.01716414036174609,0.14089635322761435,0.09711136582110128
DRAXIN,-0.01567865212524134,0.028701071168106048,0.04636991812226427,-0.06971928875565286,-0.06003965770726823
RAET1L,-0.015215874845724644,,,,0.08497088745521547
NPTX2,0.0450307496193772,-0.10499792395033763,0.07514705421487398,,0.009175624540823386
FGF11,-0.01962911981337754,0.044839260158079146,-0.0069411442875571844,2.1271694106838297e-05,-0.0077313974232559885
CD59,0.05332638065795235,-0.08611202001014966,-0.014797648428562522,0.007294522712014917,-0.05264436114775489
COL9A2,0.06658039703384784,0.06397614506946296,0.056398785041124604,0.01741764333033132,0.008368213173969236
DLL3,0.034451129399778596,0.09585051642563276,-0.016910714141817343,-0.009575257198254533,0.03188961831852211
FGF5,,-0.01854351011650511,0.06381046990540626,,
LIN7C,0.0275552614604597,-0.0034055703822634038,0.03664174960980025,0.02140469099968598,0.007510191643575206
GDF7,0.0532313944041834,0.09989641342165595,,,0.0673459093123672
PSPN,0.061684022832341284,0.03033543600296603,0.1020946782680472,0.13693172264624281,0.006542555225883154
ANGPT1,0.017636507597447074,0.03701863657212726,-0.003996937843238042,-0.056427045863920326,0.0007535537918280848
PNOC,0.022448381037859715,-0.06623499816183588,-0.013196858910430301,,0.058416417022667345
L1CAM,-0.004394611116386843,-0.03629465486916815,0.09399497890600293,0.034132881383826134,0.019860897235198075
APOA1,0.07139597708277312,-0.009643873583309988,0.11400633416203616,-0.0033661449144281683,0.11223952183132485
PSEN1,0.07561158040023526,0.018422876779658013,0.04131316601239808,0.06209240541843438,0.0009907181764349632
CALM2,0.004682058526354196,-0.09974879763546546,0.06723600859785908,0.07553086096821969,0.009799889188939856
CLEC2B,0.02343114277438609,0.08347771613500339,0.04269215190189354,0.00613812239859864,-0.02594457793158253
NTNG1,0.04321698994125375,0.022680955350722905,-0.021625841414407588,-0.03009246976758568,0.023786687049468312
LRIG1,0.07095687610218963,0.03419644574619379,-0.013419562694102731,0.0016010617376591167,0.0242176389691971
CPAMD8,0.1257918987567715,0.0065567049460459065,,-0.038793622793462317,0.0711086650167931
GHRL,-0.004547595943053018,0.1085028678870316,,0.026527370563413546,
NPY,0.045714788777664904,0.041196387709518445,,,0.049826002552964675
MMP2,0.06957601355812627,0.08796733496733415,-0.0804247876459696,0.0779608462678023,0.016452926945401576
PPY,0.02855367912529438,,-0.01220650601359575,,0.03000178630242298
ALKAL2,-0.02853498315160515,-0.01902017377940359,-0.01905458596753472,,0.002872521696499684
CSF1,0.07567343279550086,0.07948773111014727,0.0474360334723247,-0.07973971287063475,-0.04725106980080465
SEMA4C,0.02546422823724896,0.01194254358890896,0.06629150851724554,0.10578059120079777,0.01150792306947176
ICAM2,0.02111285557401543,0.06641212162440398,0.06053699850671038,0.04749938686946782,0.06350653603147331
SYTL3,0.04549591644383522,0.008978275319853927,-0.0026083576033795164,0.026426699098129423,0.03545944379910415
IL1A,0.08496822973334837,0.006325228444449655,,0.02572378630903962,0.08018581301201357
HLA-G,-0.008841665731654144,,,-0.03399158647727322,0.07012344211981379
PGF,0.02570468430641013,0.06094238429781911,0.07319597233780856,0.014329824517641648,0.014196322716194013
LGALS8,0.011630020984107018,0.02028464350604818,-0.0718091547741963,-0.05602839747757985,-0.0314362357496411
DKK3,0.000207793995475421,-0.0693821777142689,-0.022597820179898986,0.014717266202110628,0.02373143536955584
COL16A1,0.010436756556656606,0.01343907109409591,0.05965704066410139,-0.025542241265352445,0.050446136730308684
TPH1,-0.017191527283860957,-0.019941362165244985,,-0.03257766921371862,-0.05892105171629997
TNC,0.03996030973416113,0.03654872037627561,-0.0766531357907933,0.1475202623402255,-0.08821692778862526
TNFSF9,-0.00781449806346341,0.001316634612145396,0.05188492493646977,-0.0330548165015517,-0.03999978632474456
C4A,,,0.17025789357014284,,
CNTN2,0.09785597430788051,0.02989377448675045,-0.015327104785743801,-0.035738140100574904,0.05197552978906964
F7,-0.016771630532330446,-0.016775090672274926,0.07258969230585421,,
LUM,0.07168310591336922,0.07766218712233998,-0.04287711428715006,0.007226107120442889,-0.03328855140336117
BTC,-0.015215868507823745,,,0.01579060111847936,0.061356617876985944
APOC1,0.013291928546586203,0.07194388491070136,0.06365476485133201,-0.05662298819745196,-0.01761776352798839
PKM,0.044348857546514325,0.046230971421547,-0.0250404572607184,0.054737771308516855,-0.045603982125629695
TNF,-0.03913602274992555,-0.02461952707875751,0.10505821090723368,-0.08101723773869728,-0.02256676240926202
GNAS,-0.03419924080758112,-0.07271565040015415,-0.1002174151059051,-0.09233032367095241,0.022355551918047105
BMP8B,0.0029252495272570197,0.006864308039432095,-0.006101759766325777,-0.0792326449512349,0.05594688953784394
LIPH,-0.017191523051441355,,,,-0.02515999863906401
CCL28,-0.009473463494860716,,,,
PTPN11,-0.025786086192323778,-0.03105098894788607,0.012828035528821346,-0.049682681822430054,-0.04322633406220957
ADAM12,0.061770988141125006,0.05105748925244731,0.053425182969196135,-0.00348965447199451,-0.04650271433990795
EPO,0.05155081779391363,,-0.011999095038859604,-0.046459218473736005,-0.026130576623760126
EDN3,-0.007421529781107724,-0.0034593653943476867,,,0.028951319115328084
CCL22,,,,,-0.02389601222253638
CCL2,0.09784407878451414,-0.008987410839216285,-0.05772373472192013,0.07313153428896882,-0.06997276422550905
DSCAM,0.039011820296710256,0.04428655696096432,-0.01765336547275768,0.07021663703263545,0.0575626609702765
GPHA2,-0.019160825987296837,,,,
ANG,0.02195706496756433,-0.06122009535821808,-0.02824584758817702,0.206856444156581,0.0017762645521621784
FBLN2,-0.0027195605592304356,0.05302769837877,0.09815646875492655,,0.034776985662605744
VTN,0.021504442053879986,-0.014224544200230622,,0.012482386182380421,-0.0183744947065118
VEGFA,-0.0609533724830273,0.06782668297665043,-0.09888599430236539,0.04467788489503053,-0.06135112399587482
F10,,0.07520153752631363,0.04626934808331803,0.18637749297732253,0.045438176806693764
SERPINA1,0.028102002549381493,0.06254423627927025,0.006111461083998798,0.02547846908336558,-0.09486284438876814
VWF,0.08547565900021889,0.0893506175655223,0.05533587995903849,0.11774511076099552,0.0015392540926498026
GDNF,0.023424965153439708,,-0.030526092963622367,-0.04464152153598644,-0.027581456166473225
VASP,0.08242070438452799,0.021318193354208242,0.03279932148837287,0.08040357918773534,-0.039556849239099925
ADAM15,0.0046124834122441595,0.041126168555961615,0.04484685072523843,0.041048977099299104,-0.03420769075506253
WNT2,0.016840280908356535,-0.034364393120834016,,,-0.0268374111050522
CALCB,,-0.018543509914986753,,,-0.03178451246899341
OLFM2,0.05496140235993541,-0.03711152679669593,0.07437273751243945,0.0252048479197948,0.012755275208056083
MFAP2,0.01649051655685209,0.036747439723327995,0.12614378002061247,-0.03361717806972079,0.021557073392015593
HLA-C,-0.031414521822344395,0.07662630801334543,0.053413128371238586,0.09737136426474198,-0.0778143885358098
THBS1,0.003686497590557835,0.08156290234957347,0.008313985427666816,-0.043808746451008525,-0.028545938043196804
HSPA4,-0.0420170539701973,0.024835758169151925,0.051438149810585476,-0.004367861563108753,-0.04361070328791349
LMAN1,0.002330877353140147,0.08180412127791448,-0.031565402451515207,-0.04915541330467044,-0.050953835430956634
LYPD3,-0.026226339945730752,-0.02876624162364669,0.03796504732682055,-0.027833557886122216,-0.011261625279018868
APOE,0.024891414900863083,0.04732793728017838,0.030090719919130465,-0.04276118987669366,-0.06941998373112708
SOSTDC1,0.015734814448487577,0.07160669683969553,,,0.048401675773877245
ANXA1,0.03285196163601469,0.06186152273696474,-0.05741851757456165,0.07587029877912596,0.00914061401873328
WNT2B,-0.026628981686439464,0.04700700821461724,-0.020633139631793918,0.03848407740246981,0.03120607639618285
AMH,-0.020589112108289936,0.10516082262380234,0.03513663099474435,-0.035079065233225286,0.03738512928983115
GDF10,0.0670254314809024,0.02131639524838257,,0.03575009065987404,-0.009400441432237549
EFNB3,-0.046571038335918205,-0.027267814684827647,-0.02935146036407395,0.1384407499723561,0.011945787109232657
LTB,-0.012553764282508664,0.019794969310537282,-0.023727309494500488,-0.02551758214710553,0.062322223357624544
ANGPT2,0.0491784646578195,0.07369725596607272,0.054587888845533165,0.0139256564194419,-0.07164141321116053
ADAM17,0.015091587486765576,0.010991019713290997,-0.0009640950754096531,-0.005180454042927253,-0.013000330955504912
LRPAP1,0.029591893562052447,0.01585380620743968,-0.013333715445496566,0.06709135652707943,-0.010413733853878206
NID1,0.07342515532873482,0.08953880483317085,0.05444016052189087,-0.03517990515781579,-0.028766310232118487
MST1,0.008513273679828506,0.09443772944258057,0.012734719323589605,0.0385855086700687,0.05370753434001665
CCL14,,,0.06317829409604221,,
IL13,,-0.01878327238444186,,,
DCN,0.04922697550400429,0.07131526320303462,-0.07814754497308297,0.05843578263673735,-0.030790969072355557
IGFL2,,,,,-0.025891050878818232
COL7A1,0.02405909522104663,0.05138918785674583,0.03184655523346909,-0.07230086976772031,0.019593504744110875
CALR,0.061146474783719505,0.06334042206069256,0.04623730902172004,0.08964228820841122,-0.08646138768491786
PIGA,0.022249902315797505,0.03354490279766093,0.014072271237919402,0.0015687801906038483,0.032766763308815144
CD200,0.02198659909463174,-0.019890407073561114,0.1291617292600255,0.02577194020348171,0.030705936357962843
GRP,0.013120638623799648,,,,0.024859065052641145
CDH1,-0.027569895276108484,0.09063906432804955,,0.03554177686096764,3.7757402991762706e-05
LPL,0.08113373480485585,0.05934950523829193,-0.007549778690594741,-0.010153140505444636,0.04720502691573541
SEMA5A,0.03589660850821332,0.05826186914005351,0.011109959085498996,-0.02173552208954349,0.03795542560506946
SEMA7A,0.07442715387601762,0.0398234273288691,0.08316940787510109,0.0674074863612569,0.03342633860695516
SEMA4G,0.06652555072102759,-0.014684320632715868,-0.03526664476131031,0.10241922552440391,0.0657891055649564
SEMA3B,0.06983034182750589,0.039366918362997626,0.034671658754786866,0.052014663944459666,0.022435093769554756
RPH3A,-0.027179434357590397,-0.02091112092706869,,,0.07815416970087331
JAG2,0.05353507502559492,-0.016620294636540498,0.10265033995336455,0.10051615971602924,-0.004187797484725762
CGN,0.0439257673103714,-0.00744229723119627,,-0.05601446704610814,0.05499231069340308
GDF15,-0.011010912159568372,0.019531014072416045,0.004864808653013065,-0.0653081120056684,0.03036985008648891
SEMA4F,-0.044769007996304955,-0.0014962646973419194,0.025045121041024253,-0.018701888405272635,0.0578334304008453
NXPH1,0.0153812295788078,0.0677760413043243,,0.15815892406129675,0.01032679828618525
ARF1,0.022217592306742605,-0.06580709181145054,0.02418682524334405,-0.09514802519659488,0.010345278230925892
DSC3,0.08133280693866261,,0.05844450762105151,,
EBI3,0.009828629919845544,0.007321170684136809,-0.01794256385379657,0.06374448318511294,-0.010954458141045922
TIMP1,0.045375098467246404,0.09462684159502673,-0.003061600820968567,0.044353696304531454,-0.05397465964373839
SEMA3C,0.021278473315328474,-0.06403416281082008,-0.06456832914329128,0.03998572164010937,-0.00275249699857892
GAS6,0.018421109489488493,0.058026123028990996,-0.04497785411663359,-0.007736208327799725,-0.07959090939747734
MEPE,-0.038830286056470514,-0.02956546145752358,,,0.007694083068685984
SERPINE1,0.07070841739948151,-0.04494386393414023,-0.06939264821772953,0.020554077934359972,-0.04248220744356457
RSPO2,0.008695937785459717,0.04376091446041979,,,0.09380910899671772
SHBG,-0.018782477928709723,-0.020708105961838856,,-0.04567904756543097,0.08311190004013139
LGALS3BP,0.02120139658190525,0.040951983390598405,0.0430936544028736,0.0994567394214933,-0.04470711645912578
LAMB1,0.08369068214334288,0.08411313536803422,0.032049047874278945,0.02082573255668937,-0.013680020476418786
SPTBN2,0.0036570450146558913,-0.07556751142373687,0.07455821489232306,-0.023112152359102984,0.006975567715882914
COL1A2,0.07164506569988802,0.07580162610754068,-0.030839911823648973,0.020824551708640518,-0.06021435447404306
WNT11,0.0791991343408449,0.02453845523912881,-0.016910713260327944,,0.0020390535448817854
LGALS1,-0.058662215842992145,0.041314587472621254,-0.022263477432451384,0.08425814130990836,-0.023348560535418606
