,UKF248,UKF269,UKF313,ZH1019T1,ZH8811Bbulk
LAMB2,0.10445576011078643,0.08104938732321465,-0.018886329422227472,0.15053252780041526,-0.004535603740842134
DSC2,-0.06594659079274251,0.056893574542900185,-0.013110968449800194,0.06123394658345328,0.02151649259655024
WNT5B,-0.0015075560481618352,0.026339782127089074,-0.028435651123027893,-0.06302488401647399,0.10286557759875191
LEFTY1,0.12879925978356152,-0.03430229327245552,,-0.004653796224258215,-0.0026443289353822656
FGL1,0.039819918456892166,0.020676268868616437,,,0.032030285124969506
CXCL5,-0.02551288104445624,-0.020387334757750383,-0.02304503465210636,,-0.05263836627435366
S100A1,-0.016589313201009905,-0.058069379801565485,-0.014821552910053878,0.004992973569594281,0.015378137781118887
NPTX1,-0.020026286944560805,-0.05097872717188898,-0.01220650418993866,-0.025799426409436745,-0.0246783527439049
TGS1,0.051880626214357836,0.01643937223378863,0.027448594752922106,-0.055381136531669956,0.009763030574016129
SST,0.04041429136289268,-0.053012886582555395,,,0.05284705313814176
IL34,0.05897058257239095,-0.030451342089502904,0.013953593364793284,0.02444073604434736,-0.028727898252812502
DHH,,,,,0.02163697228115615
XCL2,-0.017803797935172394,,-0.0161368717968495,,
TF,-0.022935484630696598,-0.023262217266157802,0.040906352827277066,0.015441387674273312,0.006438885923260521
IL33,0.0013381015286788101,0.0834902152491095,-0.010477264114293209,0.02376809576093206,0.07003393314686417
RBP4,0.01662541875053012,-0.040351457194300326,0.0009467944720295012,,0.068187394294224
CCL19,,,0.000564807983835785,,
CCL20,-0.040341702046983126,-0.01878327278263319,-0.018785913176650786,0.13229291668103868,-0.03622576238191485
NAMPT,0.036760577847884605,0.06585404646487698,-0.059361514513937265,0.10143391593257246,-0.09374780220937888
