,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HBEGF,0.05587656611891398,-0.006763999450085616,0.051066731241811665,0.011523312729433362,-0.012946617687806588,-0.06273256370413738,-0.09167767576232927,-0.011404417464208602,-0.12102364897257929,-0.019328490626102857,-0.10982194962671879,0.009803372054444625,-0.04727224585076992,0.04575216527199216,0.04054041001217079,0.01321201187919143,-0.013360925592571345,-0.010664383707298435,0.08048598877813136,-0.008998134469549706,0.10513342717211929
CSF3,,,,-0.029652619981020353,-0.023647144297462643,-0.04053708353395041,,-0.03328408225310869,,,,0.01566355696987216,,,,,-0.019379408756106446,0.037296224363573854,0.09302869212955063,-0.0007057579944282854,
PI3,,-0.054700588038631155,,-0.019127160667318364,-0.003901379474221581,-0.058641653758391685,,-0.03747831591933579,,,,,,,,-0.02653090198472447,-0.04244342267587302,,-0.07312023883179805,-0.09318139885848165,
PCSK1N,-0.07879274967956168,0.024254646975821588,-0.042307322511919314,-0.06400066622888992,0.0183932828504503,0.08007664780304471,0.107338200846343,0.1510263938487787,-0.008666464939437145,0.07649833935916352,0.3025592246132845,0.019207938712752247,0.1857844606075692,0.041962055005657625,0.044074655490131266,-0.02760248128860686,-0.009599649857195499,0.053910535448107755,-0.10138146007074506,0.10914260664167202,0.04600032721711967
NTS,,,,,,-0.018413887220593454,0.011817824328619268,-0.040910140876750795,-0.02160163190331574,0.02521937676648349,-0.04200598345568886,,,,,,-0.026466486368304867,,-0.038043024807844925,,
SFRP1,-0.003270486070558578,0.004557494826850334,-0.044441475680534796,,-0.017310869827086843,-0.04342555224352588,-0.01869161563268826,0.008518060884682661,0.02713511338406669,0.05397714717177517,-0.045150363517944235,-0.05691342479163607,0.013073777930816577,0.08014962354699637,-0.0025634532292483337,0.02463962513878119,-0.04870146096526065,0.09866012592562962,0.0634491220615462,0.03988778385724262,0.10477176431668446
CXCL13,,,-0.02915218902509913,-0.021531310687014225,,0.0477695286424762,,,,,,-0.009806996501841832,,,,,-0.03161184845612294,,,0.052620341550728984,
MICA,-0.02924163201876831,0.02965919112444143,-0.03380391159706914,-0.01717077703114225,-0.006218839369280418,-0.02874522020053676,-0.00906530837235035,-0.07728317254878443,0.052215447949410326,0.05581276730696073,0.04056301009352502,0.0016157181792557356,-0.0896769637498043,0.10055771460928939,0.015295952355663072,-0.03837022685353013,0.011254567823219755,0.019267627807688623,0.103130291181633,-0.057305237039175595,-0.08843999531826972
TG,-0.018796035060373188,-0.0027623288279575056,-0.016393588464401067,,0.027296654866665777,0.009165728967521896,-0.004691627552806884,0.0017509876685345225,-0.005419026615634714,-0.023853785022436725,,0.012989982638875101,-0.03162244113826334,0.05331838353170874,0.05492272995686888,,-0.01594955120152648,,0.07406335144001087,-0.01673453508626612,
ADA,-0.02135163023334414,0.021158989282427598,-0.03386697108094907,0.03851150969468244,0.03843104394678927,0.040412054249131676,0.025880846018320955,-0.13466515900898604,0.045143137581463155,-0.0066553500243363185,-0.1257305880476628,-0.03870196468588552,-0.05105586489754532,0.07827216564096068,0.00463019023347302,-0.005419936514438593,0.011346987701176056,-0.011955025761320464,0.15874599974718373,0.0533452102080076,0.002385012907953443
LAMC3,-0.08041430003283406,-0.011131646849422461,-0.029152189134754324,0.09100048493469604,0.051398757107006796,-0.003689155596061491,-0.05989588412558933,-0.11405821479674808,-0.04761162915078491,-0.020016076510694834,-0.02045617514374513,0.00946976177254798,0.013865611557692533,0.08895240507044429,0.08651569299439422,-0.006308608612644877,-0.0010389149274828858,-0.10160199748714602,0.23903130863915642,0.10882868687808554,-0.1087960986435332
CCL7,,-0.03307300433471851,,,-0.013506456914234296,-0.032910413620922285,,,,,,,,,,,,,-0.03825627873001971,-0.061143669844834804,
NGF,,-0.037651724385410736,,,0.050677054481109075,-0.030372047728538368,0.03322210381796671,,,,0.06380207045508011,-0.05144415188527228,,,-0.02966907800528305,,0.09135003867499858,,0.11637856484148362,0.03549861996349219,
TNFSF15,,,,,-0.015040100366345486,-0.0393768639918391,-0.025102245467491527,,,,,-0.02234539562611149,,-0.00576576557752811,0.0634127882821121,,-0.012034280134144542,,0.07063806353270019,0.027941105275573235,
HMGB1,0.12335149333441499,0.08769332058483176,-0.0015707629712158053,-0.03444779041168635,-0.00517197203520313,0.08833405977967868,-0.08459416678224382,-0.16915126537205163,0.08817786942308506,-0.0668050875725925,-0.12196906695752283,0.008332304354553132,-0.07736771455616005,-0.03799699835236745,-0.026832760416086024,0.02909283462702548,-0.07475429488167254,0.005169030290679373,-0.1511860070460699,0.03233823956943089,0.007770536957297763
ITGB3BP,0.02697160842257572,-0.034190933565484916,-0.009350007599018087,-0.015624480377800131,0.009446901755692787,-0.007168266703190718,-0.06241805836846593,-0.17955561646408166,-0.058307548284306294,0.0431305453273924,-0.01501121122135106,0.11558632277367734,-0.15578422306145823,0.0016968762662378744,0.00483709568410065,0.016856005210434077,-0.0074029676342368235,-0.08291642902741547,0.052648331988625674,-0.014083487972358675,-0.008255882933489132
AANAT,,0.004615894632995496,,,-0.013684954590017123,-0.019894473571586264,,-0.015987829533579228,-0.028548453769091046,-0.027496640086826715,-0.01113114887104436,,-0.03642170586089111,,-0.020794263503327214,0.12265624846487959,,,-0.007844400507695764,-0.0015937916376661337,
RELN,0.1356115831739373,-0.02645498834762205,0.02779708632046607,-0.03339338079888482,0.024177989299637402,0.04358961884899982,0.0472826050654204,0.15536417115149448,0.004919250700187377,0.0011481905797003417,0.059792661603475954,,0.08055010245916726,,,-0.03707734871642199,0.03755746015843763,-0.00820068350276679,,0.09188695363530378,-0.04428088290706328
IL15,-0.04343190451653066,0.03805119097072563,-0.020885180896364035,,0.0042040167323002565,0.02004271997568874,0.05168814701715777,-0.07831259104933681,0.012806956431171336,-0.048239349030567695,-0.05568147262327023,0.03331426176078692,0.03847534143514476,0.12217424306108754,0.06250720597871216,-0.005004180919673927,-0.004406619841154554,0.0033008023715898147,0.08353758818984681,-0.0165563331645072,
UTS2,,,,,,,,-0.09129973290335841,,,,,,0.04735229038353227,,,,,,,
BSG,-0.11868567516210354,0.05084489567593017,0.039546759743916526,0.03207948726216838,0.06682539632804163,0.014213849762420147,0.03790372042906689,0.017720357930404988,-0.045781093495385214,0.018099258654759004,0.19452367660060707,0.035355243484114326,-0.0970227189020783,0.05728451866070822,-0.04392683815770508,-0.066779514372202,-0.08041147300240889,-0.06458544193101667,-0.07702179442734504,0.030423295000597053,0.062103426387519825
ADAMTS3,-0.0597721985175225,0.05657698215748635,-0.0039459495542243815,,0.06475741575567293,0.017729870550241396,0.027876329279987604,-0.1706094233996768,-0.04068382382128987,0.03936083792691557,0.021014886221784455,-0.0068201179277658855,0.011331894245022076,0.0501366862847929,-0.024899013601458426,-0.03994000946499076,0.03904465746383597,-0.06285299196607964,-0.012777426012483323,0.035636431973129594,
CD34,-0.019866032004707483,0.03534870152194389,-0.03260068444691568,-0.0029792185316359584,-0.0014059783019942274,0.012455381409673878,-0.030069425345450564,-0.052535114013056224,0.022812597450737316,-0.021789572013711275,0.0200094879804457,-0.004526789870541393,0.0446118692183484,0.027521668129724723,0.05578799980906578,0.01862083437974945,-0.01705977935309263,-0.008334145839053944,0.22567162196895305,-0.023941413082943206,0.021696230998989437
CCL23,,,,,,,,-0.03416157078668198,,,,,,0.07588231472375277,,,,,,,
PLAT,-0.06745273829909008,-0.0004675329811402147,0.02911479670459683,0.03198046033038118,-0.05029230272593715,-0.02484354693321843,-0.11981102731785585,-0.20642074633794,-0.11461363391155967,-0.011428416339719917,-0.025646554567540798,-0.013239425703277597,-0.053558114375820816,-0.030482376776731924,-0.018372331518491138,0.029198302322775586,-0.025672786428336813,0.064882608892104,0.12470228115843482,0.07572383109935726,-0.06257179025005462
NTF3,,,,,,,,,,0.02772314806179409,,-0.02917336673978242,,,,,-0.04290853323802025,,,,
LTA,,,-0.012055896485738049,,0.016696672560806276,,,,-0.017421469197017037,,,,0.00723956780222674,,,,,,-0.02136600623964889,,
CKLF,-0.02262402531240185,0.01951544913510465,-0.06137543769352341,0.05814081826465957,0.02342441405015314,0.022375840307048128,-0.12567209050354594,-0.2118725585942223,-0.016341625033350165,-0.06892116944392648,-0.1243878826871349,0.02693303095343164,-0.12038363012800174,0.028560410795009747,0.03773946385123573,0.07487742730923719,0.011879350826906467,-0.07329442326136923,-0.06336920451531172,-0.006032294846656328,0.026456092397103368
APELA,,,,,,,,,,,,0.007864460381061696,,,,,,,,,
CD24,-0.043431906408778184,0.028797317408488683,-0.03660519018150579,0.04992621774797026,-0.03943249241232224,-0.004614702034906257,0.08369430624974072,4.083230388021033e-05,0.06479337722804551,-0.050920998887422526,0.04579570729219703,0.017378758970925057,0.0318855249318751,-0.027266672270706487,0.0491355326041715,-0.08772907412028776,-0.020269249520602065,0.020466717625532368,-0.033359289125931654,-0.05613394956155838,0.008234712675254578
HSP90AA1,0.030509265317316413,-0.05799940157698371,-0.010965851743491288,-0.024143942719907985,-0.003327547183812688,-0.005769851157974415,0.2648571733136334,0.27250480070189026,-0.010683663254399636,0.04388576961873902,0.3211038500297962,0.001063116525017884,0.22401692012680535,-0.06477023262344304,-0.10747846494272142,0.06068909892473451,-0.021626792379793786,0.11123818464634501,-0.09767893967580193,0.02303148608931421,0.08990077231246635
BMP4,-0.01934384879875427,0.004254464274830948,-0.01277995699160296,-0.0379257684202004,0.011151100646830184,0.014537126395439748,-0.09801568322724297,0.039818812924343756,0.043474856164743475,0.03381371809373479,0.127883555052652,0.016495418197593238,-0.028783582823423016,0.11817074171433302,0.0034902259962625573,-0.013677363571834918,0.024935921193551695,,0.10766335629595364,0.011099729135225759,
SCGB3A1,,-0.03307300102746227,,-0.03169571840032138,,0.003333846426494957,-0.033307658253300614,,,-0.023193684849336385,0.008663615306075846,-0.030755654327446737,0.07832730590170499,0.010651594703427473,,,0.07726222902260099,,0.18503610100167917,0.027011029530435236,
IGFBP4,-0.08948348965442306,0.06546271410843611,0.016793417793856683,0.011995555548723105,0.02984365795765835,-0.02794624587287127,-0.0982835942111146,-0.15894190811375367,-0.019969040248744747,-0.02374646869154083,-0.10329098270774828,-0.06290408642353948,-0.06245928807568817,0.05130419905931955,0.07505850321562199,-0.01481622143852634,-0.04980531975627358,0.007346066509845476,0.30666868287662113,0.11774620936546443,-0.08469825418382
RSPO4,,,0.014323263952782933,,-0.004691132379377924,-0.004359491246995701,,,-0.03197851725469533,0.025191192703231845,,,-0.0015151038451115346,,,,-0.016830646003687517,,0.03843635752354147,-0.031814857842821176,
LEFTY2,-0.018610193429701036,-0.010204535743445304,0.041146172490534726,-0.05087286819191342,-0.038679631300073535,0.04144673076700571,-0.02573176375260176,-0.1449841225863263,-0.049730724403027185,0.020527027617783616,0.03550993867471145,0.08023367297647625,0.02539517752149586,0.01328020747072327,-0.026573306446894412,-0.0351805756646046,0.011448924903634975,0.16346814686096264,0.04994584082299581,-0.030599389526481256,
PF4,,-0.013422873970276613,-0.010966476421490042,,-0.011784117564601689,,,,,,,,,,,,,,-0.009508454405803434,-0.03083420106104856,
ANGPTL2,-0.0042290896820796845,0.005247952731974773,-0.026936937598632797,0.020597607485060853,0.01983579795475094,-0.0005693676645381274,-0.14104745464513618,-0.12824809508007595,0.02066503378026808,-0.022955833148838034,-0.11914309730753554,0.05416673587543062,-0.17518231756169864,0.030119002086935534,0.005669467158661819,0.009030476161528505,-0.012748028492587094,-0.06740560473588668,0.13920479692416918,0.08147373984675088,-0.11666187362894719
LRIG2,-0.08310232260324754,0.03008792670166906,-0.04868119981623992,0.0379398209724268,-0.010787768095983538,0.052774293696355966,-0.013056442210755257,-0.08207360479880103,-0.003256690378183766,-0.011431551097175469,0.06002515388354381,0.042887815225705436,-0.031428214329078226,-5.318607599388192e-05,0.03064133483162462,-0.0472525489500815,0.03712785372860986,0.07097124490213387,0.02130646591281363,-0.010297173555379954,0.09630176588318945
ICOSLG,0.0107062116933596,0.018553076003945138,-0.032953392420486304,-0.005271535459915403,-0.01248741063498948,-0.030191490438700532,-0.03428192897843829,-0.09892887422196221,-0.04480746636873945,0.031050987970575802,-0.05659555327826959,0.026960070634707588,-0.07096288971316718,0.10406890588566063,-0.009861269722117197,0.004955120043717407,-0.04198250713479882,0.011484554217483404,0.125140228213551,0.014726931396456755,0.06902012934250754
WIF1,,0.03131366303282657,,0.01225455434592404,,0.09217446329518819,0.07407528407596999,0.2747942007662928,0.021048926940891246,0.023526129824258182,0.19363557497318182,,0.21818909463203912,,,,-0.015645715708879966,-0.034345674209932536,,-0.058395140854809215,0.012311919353218397
NPPC,-0.060127085890504285,-0.007116574005008802,,-0.039764902389093665,0.046412747450571744,0.010326698104452407,0.08329184235255162,0.0007810801278948316,0.050067840688303035,0.08823252338362265,0.1225081004027561,,-0.1038925304800704,0.009214567032252999,0.03224040843584835,-0.008820011402580843,-0.031323112989522214,0.018660937031436002,,0.08039792279425467,0.03711653378485473
LYZ,0.04848500923432552,-0.05036753033072422,-0.05670403823079501,-0.026950683596623077,-0.06840605461734336,-0.06837811387793677,-0.04247864358139291,-0.1236839241497032,-0.012380951087350094,0.009110421541866165,-0.2068837455305031,0.010660757147011996,-0.04332031237475582,0.08947221824112957,0.06095285672926372,-0.0219137218718228,0.04043850740281113,-0.09290638863732727,0.18011240574598103,0.03870726961502431,-0.0006810063965532702
EREG,,,,0.0002146759330568439,,-0.06352132105231797,,,,,0.0013527078357341645,0.009286485768011778,,,,,-0.02096285336347065,,0.0011708983185247295,0.05605905497383029,
SPTAN1,-0.07254806748298935,0.05756211803715685,0.03287527043993208,-0.04500414262341882,0.039357647031154054,0.08801108219696623,0.14559624781851402,0.1398763344437968,0.07225810411897486,-0.007805859332718698,0.25327106303800895,0.004594744157526751,0.133451460898438,-0.02955783723510202,-0.025966745822078214,0.03780495967798743,-0.02926691140677167,0.04356924061087572,-0.05425791454098959,0.10184823495724316,-0.08442479589705584
PTH2,,,,,,,,,,,,,,,,,0.001992518168241247,,,,
LIPC,-0.0034617367803948572,-0.015030100901822484,-0.016505133112996877,,0.07519458733544643,0.0009647516968106382,-0.0019009419309371771,-0.0480640946718449,0.004395430769819812,,-0.011095690679762559,-0.04864908105040802,-0.003218503386215143,0.042526001901245114,-0.03764909064776982,0.02649991465416105,,,0.053635308622417104,-0.012444231176963196,
COL8A1,0.029937950897540578,0.007153092649101729,0.0005495286691900373,-0.007084603035147022,-0.04321334488330307,0.029259157496232438,-0.11704764369684971,-0.10156652879714083,0.03021810104483292,-0.0059753333682657705,-0.038645914255176356,-0.01684269972007042,-0.10032116830153293,-0.004901137239697247,-0.03009561317636795,0.00015824916240368767,-0.05808080553465233,-0.03462732698627209,0.11724021843202621,-0.08902530208360684,
GSTM2,-0.05373924524669444,0.03353336911950882,-0.02403038226554497,-0.03694845190333687,-0.0015899114016509682,0.07207087972675928,0.011997613946355639,-0.08632370196694848,-0.019441324508386634,0.0009394980937952143,-0.03850989624696631,0.05658461959989064,-0.05163648468231367,0.0009751255166338146,0.07032967606064777,0.008195711699706938,0.03337254309644013,-0.006896953383942154,-0.035531505994967454,-0.04599431812195187,
SPX,0.06331371313303846,0.03530742224640227,0.0009268740105180213,,0.026928982964452397,0.026811824587258695,0.012464819735173702,0.09953069872121968,0.07369410450914514,-0.012534090847630793,0.022290568332175634,,0.15958099587107688,-0.04687354215119906,0.0472374271533772,0.08925797019149452,0.04565953784053748,-0.08196143495025984,-0.12073149676170548,0.023803909455473088,0.021980170087181557
MFGE8,-0.07476108090102002,-0.0033629533028332434,0.022633454671161728,-0.002345474405364507,0.018058895135213342,0.007697816856436451,0.006506298486807496,-0.014363723680789621,-0.07784145161328056,-0.0036612402737873856,0.06561374333131013,0.03154433429295723,-0.07724863483526714,0.16161425006693078,0.13663360112492118,0.028586958090515296,-0.012687905261188358,0.04710962586242404,0.16415500729938717,-0.026702468023796843,-0.06979743795421907
TGFA,0.014740254693390936,0.058270555296935776,0.03095079796378457,-0.005704734548362166,-0.036516772741533914,0.003748039885892062,-0.05452688954553448,-0.12595329106817468,-0.11845795437656685,-0.03724659899224181,-0.11087891381592796,-0.02069772565415663,-0.007424062236269127,0.033621913392064766,-0.06364942522814336,0.0048256693070059765,-0.04071621165881556,-0.0009719721835925721,0.013470160389007342,0.07674840804765598,0.0310715884748624
SLIT2,-0.019343845703448378,0.02171857637265686,0.007685454565698634,-0.0235584824453513,-0.010450719474941222,0.035546535260305386,0.09481958966692111,0.1563107106562882,0.040092128642688726,0.018624065004145672,0.16984794157447083,-0.015773929074862723,0.22368053582986322,0.035197519181565974,0.1732741672508827,-0.034355229679038146,0.014220008862776305,-0.003858768277556672,0.08133850251969268,-0.004313370320375366,0.07075583188403699
PLTP,-0.02900764918137104,-0.03746910836578588,-0.027193257820256642,-0.006750137363419397,0.003991591805206533,-0.0015526367262490633,-0.09943335618015794,-0.2339918360073973,0.023002259950933707,-0.06544763372311174,-0.25333584264640113,0.06636239095761697,-0.03222746076028249,-0.049880182246697914,-0.041023655478115775,-0.06596491480966327,-0.030473226753917202,0.04011669386125396,0.1278300445965767,0.04167172590831463,0.0637221966129336
APOD,0.16359603208125859,0.01680845611831893,-0.028335070402187964,-0.009450959344684018,0.016513696758391122,0.018874742860459783,0.017297365746656003,-0.1915345267080047,0.060825933935625555,-0.022011110398253892,-0.19650205136606635,0.02584550424789433,0.13612007464879494,-0.06617512531099261,0.03528891382566819,0.04773327656966978,0.013012845454441294,-0.04395756937684402,0.03729639140379763,0.08031993476547851,-0.10596430811712836
B2M,0.014545959939898075,-0.015521093593975853,0.0167072476262979,0.03745150275747099,0.0017729256602531406,-0.019461893544673092,-0.18725707658383792,-0.27964570806040506,0.011680410551848075,-0.05393040107879473,-0.29515414923854244,-0.01459371776729181,-0.17046458906049156,0.08614666149804194,-0.008807708580065974,-0.007226597720966951,-0.022627692604479666,-0.08322418978059506,0.2648785249170365,0.0825974764940627,-0.08322330345006082
OMG,0.06066019824157978,0.08088214153677172,0.04150274321979361,-0.026930964318498923,-0.01568770467082844,0.07238767434152085,0.0034065569316815113,-0.01554681206838674,0.09517897767797896,-0.013905150521120107,0.012140833588369575,0.03010644077824267,0.16173238126306624,-0.05552552138536109,0.06093730652285512,0.11753725012776536,0.05892316813134807,-0.03685200084057671,-0.10646071101468609,0.11868750327131347,0.058526892576876426
CXCL3,-0.015136506648371528,-0.02218762584094241,0.006464895056187906,-0.026354716836061814,-0.010312105100666645,-0.09515539003592056,,-0.039418951474781694,-0.06245880452124181,0.025545914830531185,0.0022358543268676057,0.05169284304570762,-0.010152875370272707,-0.03643975529988332,,0.00996004429629507,0.006905693868238331,-0.07624426085894308,0.052260454445354154,-0.03261224955453933,
CXCL10,-0.08061346044239517,0.04031804449212841,-0.036778506984611284,,0.001522499195421822,0.0176009942122761,0.03821757083900053,-0.20106969149563406,-0.023684070686581224,-0.03769175528437053,-0.06323848769108116,0.03447876450522986,-0.03865906050591474,-0.03644868923351657,-0.03358571185592108,-0.022258279525298918,0.04260724340640734,,0.0607310077090552,0.12319802230021354,
