,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,-0.012567900685397574,,-0.014956168514717743,-0.022666102317037595,,0.003945471469953446,-0.02124222865761709,,,,-0.05851250202819384,-0.01821210363025864,0.15928595078983282,0.08673580365366677,0.0477981379274132,
PDAP1,-0.00932018491496886,-0.01878774671405056,0.0025864397076456984,-0.055622698222534565,0.05508162640054034,0.012898991235778463,0.010550344693871542,0.021003282175448477,-0.00010182066068156693,-0.009697604112192768,-0.013640034629181815,-0.0011981884882900542,0.022717418548665495,-0.004394305333102503,0.027457305001789632,-0.014335619366095557
QDPR,-0.016378564723876728,0.03956913654381515,0.009323758347508865,0.031381037606717455,-0.038790315326082965,-0.03458870658542847,-0.019917866406148177,-0.02496203696307997,0.03237341448898943,-0.021960317877295403,-0.0772775772156767,-0.01247944138553838,-0.04672892762126924,0.002550185054630277,0.03447817782642973,0.13266339158429385
POMC,-0.02233115440243008,,-0.021800630600202705,0.011882596052768058,-0.04328638364543785,0.01606543236377098,-0.015671669334700628,-0.07493321967086454,-0.02674793172112504,-0.017256141679187105,-0.014029752059514417,0.028934356459896886,0.08044754554936648,-0.024254466994514078,-0.02693845398998789,-0.059022970902619626
CCL18,,,,,,,,,0.07490608547597258,,-0.0017298198613185886,0.03494094863853311,,0.054899703334179976,,
CCL17,,,-0.01932048423443968,,,,-0.016845014575185887,0.03374289966617348,,-0.012563675042489455,,-0.012920606035074727,0.020152895602816603,,0.010254525159705418,
VEGFD,-0.018000996241884105,,0.031166717898843663,-0.0216856433839671,,0.05519510554542223,0.01333534095120518,-0.03438916825457795,-0.026452264827740848,-0.013464879681973988,0.01969487149733224,,0.020239916465790632,,,
TNFSF13,,,-0.01332683761971108,,0.07582654339154642,,,,,,,-0.024792702276507816,0.00451023712411617,0.0052533115240876215,0.09440095890074976,0.0017480384939869604
WNT5A,-0.006245329481395188,-0.04940286756198716,0.025742707430230067,-0.017024761516972096,0.10036803658611407,0.02812460337929193,0.005453618218745642,0.019370186596193082,-0.015043108175185012,0.000753798445777288,-0.009961223746379972,-0.006955391822758892,0.028011378565333447,0.03743805860969416,-0.009659252156297917,-0.06180839848195694
CXCL8,0.02202605307495802,0.03874108174511977,0.035990174925205745,-0.06926457600921697,0.010511352030659383,0.04547605338319431,-0.007863060935119588,-0.014428646814706647,0.013450734171865332,-0.013580857476686716,0.03419716981745613,0.03997615455093547,0.019931722466799744,-0.012670427690624318,-0.061387834984353046,-0.07388348101424844
GRN,-0.03414698971032778,-0.009246148976730437,-0.029894597163198908,-0.034802095426835176,0.05010672904758169,0.029949746488345697,-0.00041297162852049795,0.032493124071248596,0.006788613740495803,0.07155091850704627,0.011722626289926024,0.036993954076469174,0.13134031299301774,-0.0013127848612285316,-0.004144291871850895,0.047995249894136956
MIA,-0.016008827197039117,-0.02283679525209027,0.020447340976248184,-0.06580173505608833,-0.0032787258968835758,0.025647960765953798,-0.033109098971843665,-0.031898223377264216,,-0.00012112164063742713,-0.08932885110965703,0.06747957090548444,-0.012921846185501837,-0.03945669903497235,-0.007076995002104366,-0.056910323862797714
COL4A4,-0.0018715023595607982,0.03622002461660618,0.0268049678740736,0.04632572240037662,0.080507647077676,0.0075603149238011235,-0.017586716378866378,-0.006492415761052358,,-0.017888230829369873,,-0.006923191204112721,-0.03553306078966122,0.08383412683964024,-0.017728490263692567,-0.03472224922900555
TAC1,-0.04319288797296839,-0.07627458772914619,-0.0980176936468383,0.041224515117707264,-0.06589509051065755,-0.05145278286476922,-0.03071560249237065,-0.014901405401630985,-0.006076799147484531,-0.03170168871892075,,,,-0.02558021124642446,-0.020664250424154738,0.08223384543001602
RARRES2,-0.020770374289287147,0.041888107381300436,-0.0455941351552376,0.022161533669544823,0.03962493956251347,0.0760865933376198,-0.04418111232424146,-0.02993911030414773,-0.0024463521113107516,-0.02575972895549168,0.05653276247697353,0.06435636997539432,-0.01580972515503414,-0.010659020669162167,-0.036175716820295904,-0.027918226850108106
FGF7,-0.02031745278595763,0.010962411751863809,0.0159289349480213,-0.013926493640547809,0.06779290373606323,-0.04632064971674274,-0.007815939085465285,0.017924975793472138,-0.03341844920079998,0.0036140619262393244,-0.04567694393518224,-0.0151035573944263,0.03396002453848273,-0.0013842268638903261,-0.012856980269674018,-0.048306436976834864
HBEGF,0.0014312857532729302,0.007258211482528636,0.012547876600836299,-0.05400532358405672,0.016255305518881748,0.01656925277810665,0.056416477783217116,-0.000399694688192847,-0.037596735277106504,0.031058169855186366,-0.10029244773922012,-0.009493394033455671,0.053553804492767795,0.042925502710271464,-0.0005704241943736556,-0.09010601623630327
CSF3,,-0.003162150219857191,-0.02302833259574856,-0.06694854502027202,,-0.01719613126050211,,,,,,0.03771702909266111,,-0.02125604149008761,-0.016549703320719478,-0.036523833412019285
PI3,,-0.02865463773866148,0.016936980434045186,-0.0428132098110777,,-0.019363070763691263,,,,,-0.023575758016763707,0.044268438158700435,0.019594327562030667,0.00925094076473196,-0.03595700721599673,-0.01967979990027362
PCSK1N,-0.014637002779868685,0.002225479125770357,-0.022677879801409565,0.01117508236639548,-0.013758728935504037,-0.09165892703584774,0.043570940073725035,-0.03791797469529416,-0.012219608130951267,0.02485287739955532,-0.001278114942143594,-0.06821040184793342,0.05613069411396531,0.04694546362660393,0.015711427220029398,0.09149910462867177
NTS,,,,0.00031620735113083246,-0.01848183554002126,-0.021136113865255633,-0.005805137208851365,-0.01770013126463284,-0.023815535529207763,,,-0.030142428894309417,,-0.04914691502524885,0.1473799691766707,
SFRP1,-0.016491294519997722,,-0.01685786930063426,-0.024739563650173713,0.062130149828434615,-0.026201963218539192,-0.029889397809969624,-0.0067758255642689875,0.054752560968342544,-0.03587485654020446,0.052035081336139134,-0.011681414401337773,-0.023322679316316958,-0.02029653460445816,-0.023938353445337075,0.051103234662413954
CXCL13,0.012638027558874786,-0.018187381731815572,,0.006466837144316026,,,,,,,,0.07457188544818205,,-0.022509682357523517,,-0.029625790255330256
MICA,-0.014267327906081673,-0.018490162925683104,0.01398168394889738,-0.0613942262018802,-0.029913252809791215,-0.0030327220020849597,0.006456766904455016,0.048462180713666675,-0.059964596072858714,0.00016832224743438268,0.042478365001464354,0.03500457291275893,-0.03929539539698071,0.05126426437303047,0.0013252335704306915,-0.04215463465650896
TG,-0.017089812697403412,,0.012858212065258971,-0.02124024307549299,-0.02133291027037695,-0.02075419192837797,-0.016970714710302908,-0.03392894534360618,,-0.018872412685289667,0.15575355782397987,-0.01716825508396906,,-0.017494048779021547,0.06938353669979433,-0.0009382722797454136
ADA,-0.035305277649163136,0.007264240292171612,-0.025984621946040815,-0.010945255322833214,0.0310354237608009,0.061800516601839335,0.02541758340115292,-0.0328535133384452,0.13084483782675052,0.040003898990862576,0.03368686032463382,-0.011919355878559605,0.003215741852734371,0.01365216848535696,-0.006020792834925211,-0.045392876886849655
LAMC3,-0.030390262212211274,-0.0467546395303909,-0.0197661063190232,0.023616066760844837,0.07671620329270434,0.03544530141812944,-0.0028383572272872274,-0.00846126079542232,0.006528804237631955,0.00749800804117587,0.014853144467200962,-0.02543175540584491,0.06057413730319643,-0.014814469814801614,-0.05298632129917758,-0.023180718944419622
CCL7,,,0.07468191160272793,-0.03250531183813977,,,,,,,,-0.019365010238851108,,,-0.017342484839748554,-0.061846750153185914
NGF,,,0.03996715722503519,0.007230931009029683,-0.020357318247640286,,,,0.02243289396903141,,,-0.022365036539587192,,-0.03649197817980991,0.0110961140614688,-0.04139271330044882
TNFSF15,,,-0.014646522605556522,0.05161311286592201,-0.024718247349759043,,,,,,,0.09959975332977859,,0.04318621472123498,-0.036981385499368205,-0.04042260215464795
HMGB1,0.02293890824494199,-0.08921657972166315,0.0030392363762445497,0.01225587230190538,0.04948730730479907,0.022296848014385286,0.013835124730796334,0.0313563657502505,0.03123375814393721,-0.03638898593353942,-0.0514251965165155,0.005782987507401854,-0.0026826872905814357,0.015697037849319063,0.017010491281760874,0.010799309327777156
ITGB3BP,0.06840122496409068,0.0031091141137684973,0.03872720948570537,0.017811862564426382,0.11394368051790835,0.04148209908445434,0.05114661361928854,0.01221689663341715,0.04122935724407062,0.005490709022427443,0.04527026293364098,0.08853814721991765,0.024003349377633623,-0.011192074872748094,-0.02236061679627355,-0.06298509488193375
AANAT,,,0.00795287136607606,-0.021685646479714903,,-0.015511375757311104,0.003124819921129305,-0.0012540698369583486,-0.02239012060008342,0.0034695347739204917,0.05182792196302539,0.16349707956809062,0.12947337045463908,,0.1401022945410805,-0.022301407696848498
RELN,0.02348841495249327,0.009859029376590053,-0.023132408097490367,0.025313001005115257,0.034590017079176666,-0.018497250203249084,-0.03360169559565535,0.041620124398811076,-0.06424570372270834,-0.018657690592845277,,,-0.013727766582347216,-0.01594373083234563,,0.1192676702268132
IL15,-0.021772159917599183,,-0.04625706179304461,-0.03505370880331786,0.06540372384461175,0.0031059459183421655,0.020878051794970095,-0.048032347252791284,0.05741042715872961,-0.015630349204753258,0.08781267895980842,0.04623088709670309,-0.004659111905892056,-0.01975552847335413,0.06298099912814574,-0.03384206061276548
UTS2,,,,,,-0.03464043300623069,,,,,0.13669187024542948,-0.014467017610470251,,,,
BSG,-0.02068547349600557,-0.0008672669807318336,0.0011503382393863938,-0.03121979458075931,-0.0034342124437912944,-0.0159698353939786,0.0211354769987152,0.011609942578864217,0.009385443796487094,0.01531939449464871,-0.026628918557857838,0.09740144989567008,0.1060464373504436,-0.02530062496780496,-0.05358592663785333,-0.0028767255920948594
ADAMTS3,0.040550508019673706,,0.023773482793346942,-0.04640938339699289,-0.028329989350379937,0.011281740248596857,0.045072332694132876,-0.012012502891941888,0.06930941225293855,-0.025972595802781096,-0.023263641258233006,0.02619039122379011,-0.060574876275990806,0.10964577044863906,0.09329348552790742,0.05870412239764855
CD34,-0.006656355744253909,0.008785512526552049,0.04058705971707284,-0.005636135627614028,-0.0005313593960471012,0.006284670114736043,-0.040769237173911954,0.021488364918965316,0.05745630796417037,0.05507197375359712,0.07327495138593669,0.012761585906145652,0.050033549691918186,-0.016852892045114608,-0.017431461273750896,-0.037420444597515645
CCL23,,,,,,-0.017649483342982993,,,,,,,,,,
PLAT,0.029567955710371442,-0.0025471845263946714,-0.01258945543994236,-0.03836325007157697,0.07109181402684016,-0.005214846361931185,0.08148039197747312,0.009447676453647547,0.029030959115561767,0.057111455651380955,-0.030579473964114628,-0.08270877961112842,0.06084838414565107,0.0677216025114591,0.0010500611485333756,-0.00013942885636327286
NTF3,,,,,,,,-0.038624411738639064,,,,-0.035690266379411265,,0.039855648489742046,,
LTA,-0.012567901975089299,,0.1004252558763483,,,,-0.014698764523106528,,,-0.01563035113417086,,,,,0.0436447397290859,
CKLF,0.014304355383927153,-0.09411679932371006,0.00848597507300742,-0.03348054170270809,0.10067629342207966,0.03180318706018613,0.02542513350333457,-0.015946874343616215,0.023945650893553112,0.010939763095990533,0.02780639804717777,-0.03010259524701575,-0.05876651930598248,0.04154442701746334,-0.050138875979842075,0.07978523227220459
CD24,-0.014359114974335223,0.03990426381661541,0.07856383631520637,0.06130817313308199,0.04683927690421079,-0.016345545976508304,-0.04083558476630746,0.02087335196873079,-0.04614553470489027,0.0027017846905179285,0.007972792823197962,-0.04742912771008282,0.011575479452953301,0.006392848340778993,-0.015365975479101051,0.027798531430202587
HSP90AA1,0.016690241101464352,0.11215269371786897,-0.010522404466886067,-0.013507913901224921,-0.1140575274439728,-0.026335246616880654,-0.0689163524565268,-0.04088077489514472,-0.06830760187384557,-0.08372917422702991,-0.13582188218113625,-0.012168957549302997,-0.006235682514773184,-0.06391487686251153,0.03375321138991805,0.03491512437214673
BMP4,0.03549511524856711,-0.02018887778943366,0.014143609915547294,-0.02446445003429725,0.12912942427726828,-0.01356340929520045,-0.001354312215945846,-0.0015013577552496905,-0.020213160185725613,-0.01331867353815036,0.058386328182415806,0.0025894240999242515,0.08120421820724455,0.040671100112365424,-0.03752129848666754,-0.003768962960738357
SCGB3A1,,0.1076669680432058,,-0.025824927872905613,-0.02245203448150639,,,0.05336691979354925,-0.009956672194271373,-0.01090665231867554,-0.01749169457033053,-0.014853653738209073,,-0.013573660618306416,-0.013777391142537515,0.006817161876941749
IGFBP4,-0.005737605066087051,-0.035387967227250794,0.01234270332234393,-0.028208344955296855,0.0543724792087841,0.03415889518760583,0.050043408265844025,0.012527328878072286,0.030923430038417826,0.04527264207394206,0.05728869090205286,-0.05552212685729577,0.040501073609160165,-0.0254116452722022,-0.023274994000883082,-0.026661501145643137
RSPO4,-0.020317448928690505,,-0.02580392126295483,-0.003609334370690617,,,-0.0013438218459307393,-0.01335090838104581,,-0.0060073825761087375,,,,0.0016690293073889882,0.018322290123365906,-0.02812119172683238
LEFTY2,0.01243544469941384,-0.027647075378195083,-0.003670965090558125,-0.012513406172979002,0.0885316310881807,0.045156420972541064,0.05272229361169304,0.07630180301757777,-0.023815551210157774,-0.0021680385777532903,-0.044110831082965596,-0.016438700778549097,0.09686892290747282,-0.025105013684684218,0.04603697580752626,0.020024145227487033
PF4,-0.011432215002879347,,0.03936137848875067,,,,,,,,,,,,0.008768414310534252,-0.022028920708514515
ANGPTL2,0.004345893364725867,0.02488303904596915,-0.011255960183041648,-0.01790750589318421,0.11005043976010427,0.05380848924988935,0.0045932886786894805,0.009726680750130947,-0.035485193057390015,0.04124360645593831,0.08657991754140211,0.0018048574325839127,-0.0147880502045366,0.04303049071585928,-0.0027215286074794356,-0.05196497736096658
LRIG2,-0.03544166180007894,0.07552077296304462,0.01762301875261563,-0.031649901647411854,0.05322056167317119,0.06443744500703104,0.034923287152325774,0.015568659273768833,-0.019098465232018125,-0.013700895519936376,9.173246205183396e-05,-0.011073110149835717,0.04156686091931465,-0.03675713512999762,-0.013145091486710165,-0.020938844770900744
ICOSLG,0.024577913936970536,0.00020960905227530727,0.012849652295912345,-0.005950297441086718,0.026153545667455178,0.015165390104458167,-0.006710908824802059,0.012810987384870453,0.005769255524814344,0.022040142944709518,-0.07237707934487433,-0.04309552590754029,-0.014372299173410619,0.02873139508043469,-0.01117244282907046,-0.06562973002878379
WIF1,,0.018760436890019598,,-0.013678520427936184,-0.061824294445582094,-0.017529743162079812,-0.013192237171956401,-0.029454362688908366,-0.04318669349454779,-0.04446185432949925,,,,-0.017160790942359196,,-0.04042259883736632
NPPC,,0.13867482123098127,-0.017801709220668434,0.011469228665437295,0.032425053926344115,-0.0321376663043012,-0.02573386306386663,0.001023198932425355,-0.04852978064508731,0.022220728521257328,0.05139503621976576,0.0007029412906867485,0.07953505452732297,0.014418916125633261,,0.08708143471491825
LYZ,-0.016644483027062597,0.09719061651347405,0.044703284222089225,-0.043797123978484266,-0.035116559773532154,0.0071258076760703825,-0.03397196487323789,-0.01705742430024726,0.04216419614655934,-0.025869558992164515,-0.006850519507516183,0.059512837529105835,0.005554343078316758,-0.033553245614668076,-0.022710309597446986,-0.06052567242733511
EREG,,-0.0011339885772048122,,-0.04194434588376823,,,,,-0.024499242377561275,,,0.12680667724826725,,-0.0060726484461596396,0.018813586450233122,-0.02536181342414242
SPTAN1,-0.008361568926707894,0.002081783765455104,-0.04974467453973974,0.03926066208496627,-0.07252178900881362,-0.03209313810135389,-0.01849564001239941,-0.00922166838586983,-0.0011905519709420912,-0.04782782027025272,0.017532577966663073,-0.04883675975761006,0.0330132067306248,0.006392646354957918,0.0006213225480568339,0.0960301591232645
PTH2,,,,,,,,,,,,,,0.02136595252614071,,
LIPC,-0.01720609456918759,,0.10420181598014863,-0.016008684553367927,-0.02727525740701412,0.033940503159380915,-0.012778253886950528,,-0.030765900351920318,0.019279669410395887,0.06318034685500722,,0.14312412473919872,,-0.03122392836384661,-0.018983556928981113
COL8A1,-0.023185741470768764,-0.031272145746367865,0.011711404529252048,-0.034077216651408254,0.047033531554683476,0.011241937236687352,0.014821275752877325,0.021728588482021,0.04353338227609111,0.043391682558506756,-0.022878880866696205,0.035318611489873294,0.11126979467185256,-0.04193279712161234,0.005524857839308734,-4.892719647998262e-05
GSTM2,0.027640681784182917,-0.014500112539460645,-0.014022824251262186,-0.023345308806354437,-0.014873447178013881,-0.014889668444478994,-0.01887946182547034,0.03899840141785018,0.07230859514750511,-0.0085033379890511,-0.023426040186626074,-0.00788171383542855,0.008095190813278336,0.0017770168986816614,0.05619397671091423,-0.05280518171175797
IL4,,,,,,,,,,,-0.02629787287759413,,,,,
SPX,-0.03712507492719846,,0.009724375226344084,0.02361603659075757,-0.07015789487843377,-0.008257638881576108,-0.04687698286384046,-0.007266026655697613,-0.0019495843222325417,-0.02505807187267951,,-0.019524695360471304,-0.08522006966968171,0.011022006868981924,0.034348299098277496,0.10383074795356254
MFGE8,0.0029650671127656575,-0.027565033366129466,-0.030058738788948432,0.0027378072304522047,0.08336018089652089,-0.0031947565336394703,0.019054711791862633,0.03555461721112933,-0.09076973103364716,0.054209619897785874,-0.0024796851415625687,0.01626201183165694,0.12616490772800978,-0.017996274769479792,-0.02175570146967658,-0.04072958001687104
TGFA,-0.012372203639699183,-0.02894851424710299,-0.053484211436605214,-0.0300366940448707,0.06539311183820604,-0.00426456757183611,0.030510661283227127,0.04072027103119602,0.03167787659264567,0.04062962353550867,0.003611430893607154,-0.00842438182343947,0.029949597159894117,-0.028661192500474678,0.09695966579634828,-0.015452300145866182
SLIT2,-0.007624396019494976,-0.01989972275651075,-0.006756598392342229,0.048879819406665435,0.001279072525747642,-0.024280456001293204,0.023168329333265826,0.03734456530433533,0.0404288648443953,-0.03515866638634324,0.014593212204358342,0.0755263862684721,-0.0095976568131924,0.025232913949666987,0.014413685542661701,-0.004149550068805381
PLTP,-0.03191095204626503,-0.04716197712697266,-0.003925592033321194,-0.030137488979087884,0.039072667459040984,0.04629709517093697,0.0209980555562915,0.03787890385703671,0.05234236068628946,0.06193204898690973,-0.04529679177128497,0.007094398410349589,0.06421474237565222,0.02770107172034353,-0.03285866471115193,-0.04057281432960789
APOD,-0.0006774425408155316,-0.035544455283234494,-0.04744977895132194,0.01842758957001385,0.019945558058563975,0.014687127167663195,6.648232000338405e-05,0.042103428189496285,-0.033363299987622067,-0.026182859843794874,0.011027522189858934,-0.011621902921082304,-0.05148498049753685,0.025406369724113916,-0.09091087966430927,0.03921248154480508
B2M,-0.03592142102286286,-0.10404950167048287,0.016281070861886203,-0.08640238763091716,0.09122388627493982,0.04360126928130356,0.006005086211888329,0.0413351693208532,0.03810636447430047,0.0560808033267415,0.10206886242609889,0.08220778382127614,0.11224973848062403,0.028279710228945276,-0.04943594017612507,-0.07128994196552693
OMG,0.024451692353193943,-0.047736581229910535,-0.0193180748424319,0.04025286766671531,-0.04927305217101038,0.0031002687984180727,-0.044997157517753794,0.04550709979272894,0.00015226239299277543,0.00859987820521215,0.050238368698495274,-0.0017331359551096912,-0.05032875565845251,0.06442596566285032,0.055048969464306235,0.08654347783923277
CXCL3,-0.023503546062447363,0.01280305518463702,0.025611194679133677,-0.09390227950664935,,-0.020365694885530413,0.012685440698096444,-0.0023039219399870504,-0.018697234431782495,-0.011256683260452602,-0.08416884353235289,0.06123578545964383,0.05357332564995187,-0.02392025175851859,0.008606291937651061,-0.05315044030562067
CXCL10,-0.038340464445720944,,-0.002545616216845602,-0.024712742320090398,0.13186661763952062,0.06751540796433939,0.0006502743247072309,0.012412987110423887,0.05725543382276894,-0.01788823195946559,0.06707058839102914,-0.01999685736216527,0.00933367506976771,-0.025224527538146777,0.07925200169452595,0.025950953831570166
RSPO3,,-0.025047408567190343,-0.013326838057356575,-0.02885725549112622,-0.0258360921605081,-0.02547050147452478,-0.025820256093945386,-0.010299858974827701,0.045117093062926744,-0.011763017055854972,,-0.024480432658089517,,-0.011595459029817009,-0.017599230954904982,0.06413976172957875
CORT,-0.020417212054783626,-0.03324132367191073,-0.011000217750467285,0.0077087519693496195,-0.040465790007488386,-0.024826140865902513,-0.04334205355248332,0.06962222075464812,-0.05994909762651913,0.04896796349418266,,-0.022081236375449495,,-0.03070223024240687,,
NCAN,0.05961130155012795,-0.02119372493571637,0.023459047445727462,0.04738376797512462,0.05652075922564629,0.03001678951919421,-0.02594061355271759,0.0006952575803444702,0.007579634587898434,0.027842155912966227,-0.035523979882589075,-0.04006373911090981,0.07679910347810816,0.03882777408257768,0.02688415961170056,0.17886734096277396
PRG4,,0.009864557590732514,0.030681760575761323,-0.02066169132877771,,-0.022064374278073815,0.05426696544325339,,,-0.013752911436744552,,-0.021210045054585284,,-0.02647209916185285,0.003536709572693863,-0.030661256466370336
ZG16B,-0.013756812693728552,,-0.015265681871386588,,,-0.023822037761478444,0.011818544444487555,,,,,,,,-0.021944346973622075,-0.01879292864632243
TGM2,0.02960867256791444,-0.05038156475055894,0.0013643258116746184,-0.008270786902691571,0.03169721289058954,-0.02595411464271207,-0.0033501473656118385,0.03171946703783709,-0.030042559685002766,-0.01497211071005756,0.006315262491263711,0.06213608504252943,0.011441292062097083,-0.023776437086960412,-0.05615724272907759,-0.051086116811770596
VEGFC,-0.017664277267065234,-0.03724337107769284,-0.023442193585136092,-0.007495460874514884,0.0469089252475536,-0.02909049215661174,0.006416855466283007,0.003140375437836406,0.05161135828907278,0.034366211953598846,0.08195043429524895,-0.024921655705119665,0.011337048905999542,-0.03150678533761565,0.009042456183867101,-0.0413249949299829
WNT6,-0.012722255266960601,-0.05719269044639986,-0.018192312594509392,-0.001817723465250239,0.14932984797854262,0.03201143750160856,-0.004048040645510292,,,-0.01224938340981578,0.173691546366879,0.030366259113030276,,-0.024500050654168735,-0.02650230904474078,-0.01941873357709643
NRG4,,-0.01877437915543226,0.057952024640154136,0.04723087125610862,-0.022084765153983745,-0.027482577888887784,0.0033892305232644834,0.006132751177306989,-0.030841655585627965,-0.016373924540280926,,,0.029260226705352055,-0.024377523867130775,-0.017599232927358887,-0.011200121397060125
PMCH,,,-0.022180394526907305,,,,-0.0009411934287559707,,,,,-0.019683199907636742,,0.038994064650648565,-0.003554188211941018,0.046978579853101735
COL9A1,0.06587949994578086,0.053269577611783685,-0.016718999933054344,0.024606930682800506,0.08978819544257258,-0.03417078033693049,-0.012475214675652763,0.021571489258308898,-0.024159614961106256,-0.01865769774925569,-0.047310557922028054,-0.012287248570927969,0.07142518311858922,0.03884661447033681,-0.020137176954117514,-0.017142925142117953
GDF11,0.012894806299195411,-0.008092583373036207,0.03253287806061294,0.031032396594354163,0.03941088216331782,0.025345389721678758,-0.021338426649502053,0.010396468956415477,-0.029323541221798085,0.05366733675164281,0.0212516888248514,-0.0043990500821035694,-0.0034833945010523397,-0.06880315145604878,-0.026894306657936826,-0.01970740615353322
RAET1E,,,,,,,,,,,,,,,-0.019306233475389692,
IL24,,,,,,,,,,,,-0.014675319546437585,,,,-0.032647755425768976
SORBS1,0.03463517202698781,0.024560751269109928,-0.044161799747691834,-0.037699857282249435,0.05830116343984206,0.04502377883305305,0.003965536199553295,0.0135625738057986,-0.013923849318254224,-0.01691156062652712,-0.012760863793310068,0.006459991039341374,-0.03880675463829703,-0.04372525134551878,0.040362961167044874,0.016706792816291442
DLL1,-0.05607913923531407,-0.0013220641146664954,-0.020590518282866024,-0.03421824332048692,0.01260134921402822,-0.0158814873415188,-0.018583695143488652,-0.0016099835907524096,0.002907543371566576,0.014842615992362578,0.09699474509506587,-0.005977986695172609,0.00023376037781413494,0.028846426243379467,0.0404321672137712,0.017648293703814325
TLN1,0.0034048644783977577,-0.02830514832352051,0.010642405997245152,-0.023825296985385346,0.02434927686351413,0.01653072083460135,0.03601401954945204,0.06181553606996113,0.039844754224116014,0.019732428773522805,0.044227129394535665,-0.01299177077363751,0.08966135542472364,0.017375951439865863,-0.059639619122461116,-0.03737021972032521
COL2A1,,,,0.059699294181855475,-0.019544511034188708,0.13525586762203223,,,,-0.01142784454038692,,-0.004152255255384578,,0.047275103549454855,0.02225552089855711,-0.026310152539673115
SHH,,,-0.013668141547995527,0.001458285670259053,-0.004283753610815937,-0.016009916189712897,0.02013256855125399,0.02374039924710611,,-0.010906651365366232,-0.0516141568235539,0.06463612209039656,-0.009247456413942012,-0.04184727235205836,0.05280179343140018,-0.022136074376519838
PON2,0.05919291192038867,-0.025603324393575495,-0.04313584243051571,-0.005546359983243126,0.03845165702006776,0.012583064354085346,-0.025518630326288712,0.013991481831563308,-0.037693855991361276,0.035231866900159156,0.1214202409324827,0.01666660599195497,0.037312722388256274,-0.036619532376246086,0.04199551709082658,0.10759514556014915
ICAM5,0.022241504440978176,-0.026773203869777055,0.006905026307518546,0.021558716237740753,-0.018041510469630928,-0.03979657154373297,-0.03794981643809452,-0.054507129720404404,-0.0451069948420268,-0.021300100972264126,,-0.04102155483654751,,-0.007198689909403056,0.005549221893141405,-0.03789466383782135
HPX,,-0.025047415152070138,0.04847688473065874,-0.006522963998651312,0.14526570832758803,-0.02965670480625196,0.03693682185237133,0.003740412425982886,,0.02323177715281047,0.023090352080147418,0.002290788028918443,0.07291941539095634,0.02228446065220373,0.06772366517669295,-0.022738621216043847
SFRP2,,,-0.01556653200857664,,0.005205764962710217,0.07786989716060946,0.01015122911679365,0.01706320606936568,-0.05067435393600484,0.10558133496200535,0.11681446371659772,0.0026129887455406805,-0.01703455041072415,-0.02381487756802436,-0.0030828183452194175,0.046279753419572404
