,UKF251,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CSF3,,,-0.012892597256411774,,-0.049363284020380885,,,,0.16170327882538232,0.12285576535405308,,-0.007982833700997208,-0.0008835190404023268
PI3,,,0.018157157047898262,,,,,-0.031125677861934778,0.18592912876672293,0.07778405720364055,0.01055500413672384,-0.05339186161621574,-0.01501004773240128
PCSK1N,-0.012151314588298719,-0.025467254153309624,-0.012502354114546895,0.01072076645884898,-0.003048792598255399,0.05384555019596147,0.028415329396352006,0.015338645124171468,-0.07164012303492996,-0.1363717981941652,0.05637763481704785,0.07869010872282281,-0.0322051957689262
NTS,,-0.015165398618757995,-0.025993199932474308,-0.03393706258701013,,,,,-0.03872965114771105,-0.02874287705319289,,-0.024051733250964605,
SFRP1,0.02979558734907519,-0.026131435510301317,0.02829422709058296,-0.01700780575423023,0.0372883556334537,-0.012453759014886998,-0.022730728859505885,0.0655240868447652,-0.020902073008786524,0.03896407805261689,-0.0005643778060893499,-0.03554559607243634,0.048089090033019186
CXCL13,-0.029152189108378655,,,,0.05467442422795998,,,,-0.012652350428432475,0.03666101412249765,,,-0.03427140147117779
MICA,-0.008740659818775117,0.04228157541720851,-0.02744774986068428,-0.03937010977232625,0.03432005061914685,0.023931287349443952,0.049896300113872825,0.08126814247399979,0.05590710591444223,-0.03258006221940084,0.03757315573911842,0.04481035748931476,0.09986892767389276
TG,-0.016393588511232893,0.0672796837294263,-0.007143260671611485,-0.012308475041923346,0.06704286704782242,-0.017749601917444527,0.025884727578542415,0.024835161337441423,-0.022059288338988788,0.025810615895998867,,0.017938993347981297,-0.049941835960497394
ADA,-0.01300073698948439,-0.022101767250527652,0.0745142766351778,-0.01998995331630521,0.12441565189258082,-0.022177564361845255,0.11696826206708404,0.0014761128004956965,-0.023917472791246525,-0.006453831273750149,0.035675481251389515,0.08038662554913353,-0.045350404933699184
LAMC3,0.06525046601098085,-0.004613393149111093,0.08660723361284058,-0.009846840727707822,0.018988132674635068,-0.0433329068446617,0.03217163668153323,0.04718097302283229,0.017840794991274476,0.024698910772734558,0.04779740687873411,0.07216953543746593,0.030250089506755107
CCL7,,,,,,,,,0.19981615972742786,,,-0.025751518892630033,-0.06500373513557353
NGF,,-0.016704338990889307,,,0.1350567151835167,,,,-0.028736571499304437,-0.023275290297723756,,0.02046970333072666,-0.02946967787954127
TNFSF15,,-0.02028272967825159,,,-0.003943168695941259,,-0.03564486721176958,,-0.024257032290398817,,,0.061054669430812614,-0.010603850999162856
HMGB1,0.018988311896317254,-0.08256386016936675,0.11235861006188202,-0.02754415718955699,0.15590628509086438,0.0037344410876848956,-0.008765083085304154,-0.022871399070164763,0.012059994773832116,-0.01597071657221285,-0.04332507528931278,-0.024432107576967156,0.03521325233154633
ITGB3BP,0.005683678311863821,-0.020048663001730017,0.060523303275476045,-0.001184578546590215,0.09849844603818063,-0.006348004023166327,0.010207603284863944,0.00934578215272937,0.048989965589253774,0.0464276459650017,0.0207477787084749,-0.01043700000733375,0.04146173860545959
AANAT,,,0.07189842844356234,0.005962976854884769,,0.02574556026937186,,-0.06442860802592561,-0.021828423510757835,-0.0064603868867782206,0.11275010601672013,0.00474485488553651,-0.0341148293596132
RELN,-0.028395374323625384,0.02300074065220802,0.030235035603374823,-0.03595911675742021,,0.021032083746922836,,,,,-0.031837102689294156,,0.04300664657328226
IL15,-0.020885180956027066,0.03731390128850078,0.03009586444587035,-0.011653226684526724,0.12445455579067503,0.07744233776134017,-0.02294895190692554,0.006222816484718476,0.003745639847339071,0.11299107738166438,-0.01572884011008891,0.08769086888935931,0.006224922127420968
UTS2,,,0.07915753395804208,,,,0.08161025886988878,0.021750494399827996,0.02701440206369827,,,,
BSG,0.09705902230493497,-0.06808654992962607,0.049657298518260784,0.005933235769842791,-0.00012393603593780774,-0.018461079604049593,0.0797904354036643,-0.019275369235429714,0.041092260231264825,0.12311876245834273,0.12293765911128031,0.015555803866741859,0.0016823595113505353
ADAMTS3,-0.004673552435363184,-0.023246369681914524,0.12974075209253177,-0.02170193211003905,0.12385512235866517,-0.02442736092886468,0.1260624767789728,0.11289271685974096,0.02235277575892897,-0.00313497633381894,-0.0394458721485844,0.003965077320036653,0.07253241637997024
CD34,0.06244504183715432,-0.006790062559400391,-0.016131893943050375,0.0421300315728306,0.0223149932769131,-0.0340438276467649,0.06172464045588689,-0.0024926843781743094,-0.012421947879252562,-0.018860132978076545,-0.02424276319674965,-0.003615154172423889,0.01244074812097697
CCL23,,,-0.026796732008947662,,,,0.0805311792182326,,,,,,
PLAT,-0.008773483802997424,-0.05365851252274825,0.04660529886330796,-0.027110914501849177,0.02077698947268036,-0.06589401972437518,0.06902793760060118,0.0048205777748159505,-0.135847511499756,-0.0876680313199281,0.045451315538441915,0.054537334364531474,0.082637393411406
NTF3,,,,0.015889992354442228,0.013760188869538434,,,,-0.037776976855887115,-0.050834442334144525,,,
LTA,-0.01205589652017832,,,,,0.03147204755024247,,,,,,0.10871185654131744,
CKLF,0.028585603128186622,0.00598978525731771,0.09783067435547635,0.04342214932689946,0.11401681836464325,-0.007027269293010164,0.08882587967286991,0.025786803337552327,-0.0021813625046219172,0.013680084988715943,-0.015977972238855803,0.04381968350581282,0.0976191931392606
APELA,,,,,-0.034047274602734635,,,,,,,,
CD24,-0.0330924291316294,0.04141555900826162,0.029032239595358972,0.02610861971223015,0.052271136428336765,-0.033226636685589436,0.11165318122955627,0.06916431703543935,-0.07203526975107907,-0.06236618842854921,0.06503647708279069,0.025928505507787702,-0.007527016358223342
HSP90AA1,0.032486929045193624,0.04715955635700446,-0.05744969289412121,-0.02251999625963223,-0.040090080901188554,0.05611684155329022,-0.09022384556474489,-0.20311340147881363,0.09569121474350027,0.07273604391305008,-0.041778707635217745,-0.11450324696309831,-0.09305685780273215
BMP4,-0.012779957028111669,0.007422318830107344,0.041422838496282054,0.029299425252668983,-0.006720518672913579,-0.01252628147300091,0.07134222435504468,0.08231490706144781,0.04526586134640881,-0.04812798040883357,0.0016750700021917104,0.11657786065863232,0.03759770825188032
SCGB3A1,,-0.018423172956864874,,-0.011967865511899803,0.13356648369041818,0.18430833528741808,-0.008292673454922225,0.029349827459691814,0.05452053188406381,-0.036166889051911254,,0.06571170427013817,-0.004595353337329241
IGFBP4,-0.04152054268997926,-0.0953247733028244,0.09023753982185244,0.038782191251767795,0.0074750872880099545,-0.00908343267178823,0.04559665019243363,-0.04696882609922073,0.022830696453042056,-0.024660318931716798,0.05961468171964924,0.0627354063034733,0.009366762003009956
RSPO4,-0.019489733634444603,,,-0.011967863761328738,,-0.020391805495939344,,,,,,-0.03074272664924389,0.016507726624611346
LEFTY2,0.040248166154753025,-0.041369432396965895,0.09776584020079715,-0.013122908984486762,0.02067921258938956,-0.018147512011897498,-0.018530013182254886,0.10710854899363767,-0.021121892622097502,0.06276488310351452,0.0932958473989591,0.009941663961305683,-0.004797083128107496
PF4,-0.01096647645281815,,,,,,,,,-0.02162407898284606,,-0.013244772123053335,-0.018032002910316383
ANGPTL2,0.04189134968916879,-0.048532058098046255,0.04021308716679294,-0.01868461010096297,-0.08648058864341808,-0.02418021489636556,0.06268191065104978,0.06846862207406247,-0.11060990293753986,-0.05157423794283604,-0.008566414615999319,0.016309182991822088,0.01564002587971605
LRIG2,0.028592036196169596,-0.053030441500629924,0.036154375738891034,0.012833911553064655,0.06610505048377209,0.03241735865347392,0.040187173315689016,-0.00043888280508967627,0.03826406324000397,0.01257101460569859,0.024266256192208423,0.05797681711084538,0.006841790215936715
ICOSLG,0.015786809786491184,-0.048265934612448644,0.030446075332271304,-0.010389876637433466,0.002463945900593223,-0.013910600049283085,0.061557554265060786,0.033284560454266796,0.03889674569981765,0.0672093741162854,0.0017358004960449504,0.10801181366309583,0.06053862293300976
WIF1,,0.06224246586751854,0.02020983081684652,-0.022521041709324768,,0.0391577869826648,,,,,,,-0.05276999735955734
NPPC,,0.053422674869377025,0.013884013967444181,0.053213557933338124,,-0.06384816761796783,-0.02397411142700941,-0.0061265203070097725,0.035779374536220765,-0.04091420711392024,0.057590776385952676,,-0.08098408151064188
LYZ,0.01796917598620695,-0.041290839911888255,0.07707434068544618,-0.0008225941862822129,0.071324676326445,0.008450196908384725,0.12864664157598654,-0.09735572230223008,0.0284005172347504,0.027127921346907665,0.02881275638071798,0.01485851353393074,-0.03254772476708238
EREG,,,,,0.04675170733034464,,,,0.06400979792657903,0.11147975958844951,,-0.010122357444504832,-0.03879638222735298
SPTAN1,0.015057290663872661,-0.01838160953589586,-0.009855657356571863,0.009709284124059085,0.04139822829143362,0.06644527950556786,0.02570426155431048,0.029450308679228307,-0.008168664384667162,-0.10031360866755705,0.010958695880164989,0.04942665721305773,-0.014974088137320556
LIPC,0.0034623550012639944,-0.022380902054392207,-0.004244918306841936,,0.0346120759370033,-0.02309299490236479,-0.04564929265488126,-0.028449669125089793,,,0.020470104567021617,0.08526187439247587,-0.0525500162765502
COL8A1,-0.0069691420251258036,-0.045489503020741534,-0.0052105838430767295,-0.001613570455950725,-0.09946024535734661,-0.0478447457880495,0.14132038944034048,0.013981186784211766,-0.058321699720421824,-0.03012247056541473,0.13781022938835255,-0.03115550715153759,0.03409156501813247
GSTM2,-0.009578036972057032,-0.012204510466570371,0.05857358374414853,-0.026417452890915627,-0.05443909180475404,0.0004936224452139575,0.05353215357121114,-0.024020816434162692,-0.015924093937835296,0.09325815530615407,0.009854025379366372,-0.009145205648261791,0.036553299590541884
IL4,,,,,,,,0.015343450438172321,,,,,
SPX,0.04642157615001127,0.002585600773106651,0.014086231295588076,0.00757965456388469,,-0.012630854929204894,-0.04421762941859745,,-0.025087050639742776,0.005190354642321966,-0.09782376186951501,0.09526875651627613,0.038794054572602085
MFGE8,-0.01905446884325402,-0.011212994535863677,0.049215283492550214,0.03099901682675178,-0.030843221254182453,-0.01941511011826016,0.0925200046834086,-0.09057705721084822,0.08251941291647696,0.007335321934753683,0.07191196556335956,0.02725741834676596,0.011778999678899272
TGFA,-0.02256009247815625,-0.04614062257601106,-0.01443833647790633,-0.0011959678679346025,0.05252224467184568,-0.022580816346943578,0.09413873225198714,0.0039750901627204,-0.024365447864618393,-0.007210505350531015,-0.07179156935963922,0.022834436383349248,0.017152334985372598
SLIT2,0.006870831841622116,-0.0018621756756949698,0.026396175314346924,0.046044430752116755,0.044344294976108055,0.02356800930231985,0.08613757276693162,-0.027838603385202783,-0.024830593085216953,0.031866766717166616,0.18439174150616944,-0.026458870516782904,-0.06607779464991918
PLTP,0.006937229472997895,-0.005261541948579402,0.06131520685931989,-0.01366082821190001,0.06550935326189755,0.058350133858848525,0.0534775695387972,0.03321671720953414,0.0017837000440962913,-0.0022916096206289536,0.1240675259342713,0.05952611542816376,-0.015222877829718722
APOD,0.027668576366555155,0.060684130047358564,-0.002962823750856379,0.04343273501097993,0.03403952817614559,0.021058103870784765,-0.04795187966517231,0.0656317546181411,-0.13053349270831385,-0.0878212763233772,-0.11151191086470198,-0.014669796882036838,0.052057192427504784
B2M,-0.060196318069628975,0.024182587985179343,0.07986870456807885,0.006527453966516642,0.16079736469064856,-0.08662858037899532,0.11448659820210229,0.06833892644660006,0.036644755681790056,0.07454255649150499,0.09050833278971103,0.030665522039854377,-0.011259768843317683
OMG,-0.013218607690245996,-0.008941341923313844,-0.08072664037968053,-0.04725886927530491,0.03617852378465971,0.04466258252385145,-0.012064226317336722,0.09179062732829293,-0.021929447648416193,-0.02892942361045191,-0.10673674087879872,0.0684140276504379,-0.017477442893386257
CXCL3,0.006464895074656275,,-0.006437234685372639,-0.0128030844972189,0.08924821463861882,-0.010586968932675632,0.008329500943259089,-0.01554714837902907,0.17426168563925523,0.0936947746986547,-0.01792770700599853,0.06273721940115815,-0.03684004814518391
CXCL10,-0.026551021588600735,0.01862216189893927,0.11160145857379698,-0.01944882243080455,0.017536650831342628,-0.016823974845299412,0.0913901137993708,-0.029914339795651227,0.059354982638658856,0.09661834355056269,-0.024152445409033486,0.04382815104866707,-0.02766873254976892
RSPO3,,0.04706360981119659,-0.028376964568357473,0.04454352777010783,,-0.01106317849080733,,,-0.048417769718501855,0.0841313894725945,,0.09851221838289899,-0.00024853219698298774
CORT,-0.019585432497078323,-0.03320448526650019,-0.06289234680174455,0.00016974991439284683,,-0.029350268979806235,,,-0.028371920017791243,-0.02262849958786225,,,
NCAN,-0.027471494748746373,-0.06474156362280624,0.05466862578076514,0.01676310054740961,,-0.05401056621467061,-0.08649757534377514,0.042883835680037535,-0.11305156628181454,-0.08603693760991542,0.03640045845010129,0.06586541493853182,0.04645704299989824
PRG4,,,0.04383333477359077,,,-0.012934684466621448,,,-0.02725253657134461,-0.03338973587132915,,0.0029799027976177865,0.0719202718249564
ZG16B,-0.013196372044578158,,0.0009766626380498533,,0.054998280898268914,,,,,,,0.03176588955646764,0.009299823081969624
TGM2,0.008541717120439454,-0.009786732762910836,0.010995551202226285,-0.014089143841332488,-0.003609497682481988,0.020774949042212564,0.06730020901999455,-0.018896116933480728,0.0934186709183748,0.10005402437333545,0.02546175734305572,-0.010642046933331392,-0.024090688506585013
VEGFC,-0.016944649891253126,-0.029586528409389076,0.031421670159313804,-0.024841788637289346,0.022320493503638385,-0.013200361072942217,0.09192538077545125,0.036585724246039536,0.08127130125730152,0.050418751990699985,0.14674955569425946,-0.007355219540002112,-0.009604998466790382
WNT6,0.09316213865810347,-0.014803162599279539,-0.019128329334411595,,-0.06030512153075624,-0.011520608566802445,,-0.01940679205511197,0.049773977185350905,0.0055625338422915045,,-0.028601639201704887,0.006425377594207132
NRG4,,0.06489791801266263,0.07414667932984333,0.013100686531710332,,-0.015399760871210595,,,,,-0.018988152031703304,0.005877017368762592,-0.04467199765010193
PMCH,,,,,,,,,0.1138442129225094,-0.01863872585434112,,0.00014858000733904207,-0.05720892206674388
COL9A1,0.04347726361082585,-0.0025323893533810006,0.06629991594290921,-0.025351686869580666,,-0.017547661407564554,0.002220548640673856,-0.03506543229984694,-0.04132441014440043,-0.028248793273768308,0.04788351413923426,0.08096992137630758,0.11703882087765094
GDF11,0.020724736831140494,-0.06398440622420815,0.02136795402963146,0.0388635440442013,-0.0016738924504662487,-0.00822316518173523,0.07012895735777118,0.03953086208351826,-0.00222792328455932,-0.06842863834453491,0.015552605607225963,0.04582447726793211,0.01729007015514498
RAET1E,,,,,,,,,,,,0.02946546371973983,
IL24,,,,,-0.03400827510054344,,,,0.09764515207592409,-0.0012987451363766019,,,0.06625387742806461
SORBS1,-0.011884179053104238,0.011564174253591256,-0.00830992085463956,-0.03505764007344174,0.08828231241272434,-0.0052947358931569296,-0.08812696818086693,0.03154015261932381,-0.054530673675747335,-0.023344683902148056,-0.0526444027590277,-0.008396588166148996,-0.000297600491901454
DLL1,0.052579992660435,0.007290733761487982,0.03201915461451588,0.07666681294068735,-0.007954721625659876,-0.035991782201356376,0.043520344526296065,0.08735136895242031,-0.0652093446511506,-0.018333608455417507,-0.005552517580117487,0.0798480640490549,0.04513796112736906
TLN1,0.02364270296291595,0.007587593122723643,0.05593307425371735,0.02883733984863017,0.03304454681199629,-0.0072072646355733905,0.040568269197646334,-0.03153405138832601,0.057886847075652545,0.04468718605383761,0.030343566071157322,-0.008760605203740926,-0.009510949609288112
COL2A1,,-0.01603738438210585,0.04339966202581859,,,-0.010747947003321707,,,0.01158060116320815,0.1593507855084472,,0.05685379600227387,0.009741497176010043
SHH,,-0.017504869677776005,0.10106653270393129,-0.013741243985710413,,-0.010257762121665475,0.1652257199735822,0.09020498100913608,0.06923958613232895,0.024725479144215325,-0.005081266325933816,0.001258150707591828,0.034920538491212835
PON2,-0.0025106273369621397,-0.045055115182968224,0.03887854340665446,0.04208041566833854,0.08551002477221976,-0.0004012393078501762,0.022770457506418783,0.1396040379085709,0.007472017806066554,-0.037023847676773226,0.1310445409205732,0.042862742133185666,0.14974900525649693
ICAM5,0.004753678798861172,-0.013312951484805291,-0.02092744395300667,0.031257885461860424,-0.03219301093605671,0.20566106534514264,,,0.028510779184582436,-0.023165008092642426,,0.012960013308384769,0.015106775212245925
HPX,,-0.01480316359785733,-0.018867175586857892,-0.011967864291804737,-0.03995279745700715,-0.011726308743034675,0.18213211100457238,0.01955223588776706,-0.00965942741259449,0.03473233698592658,0.05327779770187597,-0.031159037165644214,-0.001915288549494523
SFRP2,,-0.0007017542624140304,-0.01140627011780785,0.00919260372843954,0.01576860119214701,0.0153305903060462,-0.06018173298438778,-0.08715503622125298,-0.0496076800946119,-0.012516221859607622,-0.0402087546993065,0.03835387419881928,0.09584517995841664
CFC1,,-0.025013723769131066,,,,,,,,,,,-0.026567385184766205
CD70,,,,,-0.004869968260937761,,,,0.11687887235629764,0.10264698341969143,,-0.02871209761694029,-0.009968222161644863
HP,,,0.008053269724751427,-0.027766850814857098,,-0.01478417199964815,0.027387045897844672,0.10154842445800487,0.08677747377173446,0.018341351473788098,0.13941843008890656,0.0063023679132230255,-0.013893121709474328
CXCL2,-0.007763112882541956,-0.022878930178279293,-0.005603045223161195,-0.016632400536102314,0.14475161931176206,-0.020302576635394236,0.05346692334875929,-0.00547225275220114,0.12737609628848956,0.09360095027888356,0.01795034283291854,0.06799556306344565,-0.05630804567384507
NPPB,,,,,,0.036749931754067655,,,0.05430557396402306,0.02090806417290888,,-0.026508773737462514,
CCK,0.016525549301196575,0.04357133068276312,-0.04274685724640593,0.026415086804820506,,0.06375808725982696,0.05296505755787214,,-0.08972846431332224,-0.06584837386596314,0.0359783880839453,0.013006817319238258,-0.04323510274773349
SEMA6A,0.025488859417788393,0.008873129701219253,0.02414362291989127,-0.0232384840712748,0.08290846426367666,-0.021794534326325974,0.023900533709328205,0.08952290818490233,-0.05261413445667693,-0.05006359736527701,0.04518637019557938,0.0026837941090465003,0.09732878770128549
IRAK4,-0.023755847144976413,-0.040315548847860164,0.025593094772314126,-0.049912957780488154,0.07863162460828683,-0.04683760821722126,0.07074927390945057,-0.04965734682792639,0.04896054775184009,-0.007247797441823022,0.01440836661328634,0.021914926599888328,0.042857864427394775
GSTP1,0.05279873004235606,-0.018255182221054846,0.10565756044221021,0.011897516281384314,-0.061186668881130134,-0.020426009992445485,-0.020937764266271135,-0.06163040387807342,-0.00037767845111640486,-0.0019173243750794568,-0.046049527586552466,0.06891815919670169,0.07393892097403071
VCAM1,-0.003247500356012613,-0.050891956266568096,0.05559993063288371,0.005370257997744052,0.01939735923400541,-0.03571248021825466,0.09897485455259315,0.10483201823970441,0.10308808799095369,0.014659810414927274,0.030869223257868127,0.08129720549176721,-0.010505487222574965
NXPH3,-0.036757491880524795,-0.03807614307869345,-0.000977199292132231,0.05014572954198197,0.024088221361701176,-0.021835735387965644,0.010595490405440031,0.09503757324242755,0.014251836134823517,0.020154371086473687,0.06503042552707415,0.06104358784997521,0.022763310568689084
MTMR4,0.017844934244181637,0.005425470527452057,0.06488882667839194,-0.0106957953300888,0.04019305940634648,-0.01855434768704972,0.053646516343688284,0.10241473119943968,0.11142682888916498,0.013925284240440275,0.04650122411687731,0.0746843223762672,0.048010803998395295
LAMC2,,-0.020282727684795214,,,0.051801371383496234,,,,0.034648275465236675,0.03234208416631501,-0.018358607844251845,-0.032544102389846,-0.017984989545900186
IL10,-0.017479998856966005,,0.021614084534451766,,0.12053672834459293,-0.01181620072368803,-0.003762541579632174,-0.07738585687979345,-0.004025715243604882,-0.052993614805858826,0.038427005411906995,0.0941750675617748,0.05171215751788119
SEMA4D,-0.0496560561105436,0.03353780887675471,-0.05763374589447899,-0.01543548636990379,0.020472540584743584,-0.03597812347733347,0.013501687900363449,-0.0013404994609887172,-0.010408451336214876,0.002854751688449683,-0.07358255944556831,-0.009805825064986581,0.019085696553799665
TRH,,0.0008514693421674272,0.022082535015540247,,,-0.04878943402058285,0.04950798542388225,0.018491954912237152,-0.057360405870778335,0.006159521897500195,0.20272840934949676,0.027019287190562256,-0.04037802005508265
SEMA6D,-0.017333527755115943,-0.01933799088476395,0.09931060178449364,-0.029526252395528446,-0.04582722314222012,0.031547311470659596,0.05186098068034455,0.11354539039084557,0.02457201193885375,0.0006291556079183413,0.041919124927790735,0.07090192930070889,0.12803859868745082
CEL,,,,,,,,0.012563937145242591,-0.028554749188788257,0.06278249839235119,0.0794792520239709,0.030032148221796846,0.13661923175568855
PDCD1LG2,-0.009862081049758656,-0.014243559058742148,0.05365758803090842,0.007231084799496107,0.015902301027614307,-0.02021301486218015,0.1523396486575676,0.013410305611337752,0.002256282981933259,0.015978771274998926,-0.03466830890002848,0.04528150225246652,-0.05721693092404974
SPINT1,0.005636591559014944,-0.018423178586070857,0.02605906344975481,-0.004627590203962138,-0.012032478535449266,-0.017343638852819032,-0.0021796934962963737,0.009639612599528332,-0.03984521264826195,0.03228284432157759,0.07332743353320738,0.005184168198609691,0.018102841461494035
CTHRC1,0.05192266338806422,-0.06525706314104109,0.07804427602147644,-0.031089772481685523,-0.07288439479087375,-0.04536499668074598,0.03895177861994743,0.04480715893670925,0.005990556574263207,0.09020148084314329,0.13947824669665593,0.05761252807364343,-0.0023651875131724632
PODXL,0.0033091183265164855,-0.05017041717339778,0.046554847025745145,0.005607208125627721,0.02123780759264003,-0.015649111211463805,0.09972017975257115,0.038978781786937346,0.06767496821583156,0.043033296055303476,0.04654826761671678,0.08595885103902555,0.07737338007380931
JAM3,0.0003062469171639038,0.03383618323412838,0.022740795678774964,0.01038358568311429,0.035436651433336866,-0.023571758315535346,-0.06936929991207003,0.03779135103255587,0.07914830692424855,0.06071628768712593,-0.02600945549068328,-0.005684979180275922,0.03586655554405473
TGFB2,-0.009612089828271246,-0.016055889359913995,0.10412171108139501,-0.019395741943900126,0.13614832837904675,-0.007486089625951244,0.023418064977065767,0.036689176634003354,0.015268572945638555,0.001988781351771577,0.09007117180445885,-0.0675767626239921,0.036967152892146034
